Recovery concepts for data sharing systems,Erhard Rahm,Abstract Data sharing refers to a general distributed architecture for high performancetransaction processing. The nodes of a data sharing system are locally coupled via a high-speed interconnect and can directly access all disks and thus the entire database. Whileconcurrency and coherence control protocols for data sharing have been discussed inprevious work; the important area of recovery has mostly been ignored. This paperdiscusses the new problems for crash and media recovery that have to be addressed in datasharing systems. Recovery is complicated by dependencies on other functions such asbuffer management and concurrency control. Furthermore; a global log file is to beconstructed where the modifications of committed transactions are reflected in chronologicalorder. New logging and recovery protocols are proposed for loosely coupled data sharing …,Proc. Fault-Tolerant Computing; 1991. FTCS-21. Digest of Papers.; 21th  Int. Symposium,1991,49,2
A Self-Configuring Schema Matching System,Eric Peukert; Julian Eberius; Erhard Rahm,Mapping complex metadata structures is crucial in a number of domains such as dataintegration; ontology alignment or model management. To speed up the generation of suchmappings; automatic matching systems were developed to compute mapping suggestionsthat can be corrected by a user. However; constructing and tuning match strategies stillrequires a high manual effort by matching experts as well as correct mappings to evaluategenerated mappings. We therefore propose a self-configuring schema matching system thatis able to automatically adapt to the given mapping problem at hand. Our approach is basedon analyzing the input schemas as well as intermediate matching results. A variety ofmatching rules use the analysis results to automatically construct and adapt an underlyingmatching process for a given match task. We comprehensively evaluate our approach on …,Int. Conf. on Data Engineering,2012,48,15
A clustering-based approach for large-scale ontology matching,Alsayed Algergawy; Sabine Massmann; Erhard Rahm,Abstract Schema and ontology matching have attracted a great deal of interest amongresearchers. Despite the advances achieved; the large matching problem still presents areal challenge; such as it is a time-consuming and memory-intensive process. We thereforepropose a scalable; clustering-based matching approach that breaks up the large matchingproblem into smaller matching problems. In particular; we first introduce a structure-basedclustering approach to partition each schema graph into a set of disjoint subgraphs(clusters). Then; we propose a new measure that efficiently determines similar clustersbetween every two sets of clusters to obtain a set of small matching tasks. Finally; we adoptthe matching prototype COMA++ to solve individual matching tasks and combine theirresults. The experimental analysis reveals that the proposed method permits encouraging …,East European Conference on Advances in Databases and Information Systems,2011,48,7
On matching large life science ontologies in parallel,Anika Gross; Michael Hartung; Toralf Kirsten; Erhard Rahm,Abstract Matching life science ontologies to determine ontology mappings has recentlybecome an active field of research. The large size of existing ontologies and the applicationof complex match strategies for obtaining high quality mappings makes ontology matching aresource-and time-intensive process. To improve performance we investigate differentapproaches for parallel matching on multiple compute nodes. In particular; we consider inter-matcher and intra-matcher parallelism as well as the parallel execution of element-andstructure-level matching. We implemented a distributed infrastructure for parallel ontologymatching and evaluate different approaches for parallel matching of large life scienceontologies in the field of anatomy and molecular biology.,International Conference on Data Integration in the Life Sciences,2010,47,7
Performance evaluation of extended storage architectures for transaction processing,Erhard Rahm,Abstract The use of non-volatile semiconductor memory within an extended storagehierarchy promises significant performance improvements for transaction processing.Although page-addressable semiconductor memories like extended memory; solid-statedisks and disk caches are commercially available since several years; no detailedinvestigation of their use for transaction processing has been performed so far. We present acomprehensive simulation study that compares the performance of these storage types andof different usage forms. The following usage forms are considered: allocation of entire logand database files in non-volatile semiconductor memory; using a so-called write buffer toperform disk writes asynchronously; and caching of database pages at intermediate storagelevels (in addition to main memory caching). Simulation results will be presented for the …,Proc. ACM SIGMOD Conf.,1992,47,0
Data integration support for mashups,Andreas Thor; David Aumueller; Erhard Rahm,*,Proc. Information Integration on the Web (IIWeb),2007,45
Training selection for tuning entity matching,Hanna Köpcke; Erhard Rahm,ABSTRACT Entity matching is a crucial and difficult task for data integration. An effectivesolution strategy typically has to combine several techniques and to find suitable settings forcritical configuration parameters such as similarity thresholds. Supervised (trainingbased)approaches promise to reduce the manual work for determining (learning) effectivestrategies for entity matching. However; they critically depend on training data selectionwhich is a difficult problem that has so far mostly been addressed manually by humanexperts. In this paper we propose a trainingbased framework called STEM for entitymatching and present different generic methods for automatically selecting training data tocombine and configure several matching techniques. We evaluate the proposed methods fordifferent match tasks and small-and medium-sized training sets.,Proc. 6th Int. Workshop Quality in Databases (QDB) and Management of Uncertain Data (MUD); 2008,2008,42,8
Rewrite techniques for performance optimization of schema matching processes,Eric Peukert; Henrike Berthold; Erhard Rahm,Abstract A recurring manual task in data integration; ontology alignment or modelmanagement is finding mappings between complex meta data structures. In order to reducethe manual effort; many matching algorithms for semi-automatically computing mappingswere introduced.,Proc.  13th Int.Conf. on Extending Database Technology (EDBT),2010,41,1
Panel: Is Generic Metadata Management Feasible?,Philip A Bernstein; L Haas; Matthias Jarke; Erhard Rahm; Gio Wiederhold,The database field has worked on metadata-related problems for 30 years. Examplesinclude data translation and migration; schema evolution; database design;schema/ontology integration; XML wrapper generation; data scrubbing and transformationfor data warehouses; message mapping for e-business; and schema-driven web site design.Tools that address these problems are strikingly similar in their design. Arguably; we aremaking very little progress; since we keep reapplying the same old 1970's techniques ofdata translation [9] and views to one new problem after another; without getting muchleverage from each succeeding step. Despite all the research on the above tools; we haveso far been unable to offer generalpurpose database technology that factors out the similaraspects of these tools into generic database infrastructure.,Proc. 26th Int.  Conf.  on Very Large Data Bases,2000,41,0
Primary copy synchronization for DB-sharing,Erhard Rahm,Abstract In a database sharing (DB-Sharing) system multiple loosely or closely coupledprocessors share access to a single set of databases. Such systems promise betteravailability and linear growth of transaction throughput at equivalent response timecompared to single processor database systems. The efficiency of a DB-Sharing systemheavily depends on the synchronization technique used for maintaining consistency of theshared data. A promising algorithm is the primary copy approach which will be presented inthis paper. We describe the actions of the lock manager in a basic and in a more advancedversion. Furthermore; it is shown how the lock managers can be enabled to deal with the so-called buffer invalidation problem that results from the existence of a database buffer in eachprocessor.,Information Systems,1986,40,7
A new distributed optimistic concurrency control method and a comparison of its performance with two-phase locking,Alexander Thomasian; Erhard Rahm,A distributed optimistic concurrency control (OCC) method followed by locking; such thatlocking is an integral part of distributed validation and two-phase commit is presented. ThisOCC method ensures that a transaction failing its validation will not be reexecuted morethan once; in general. Furthermore; deadlocks; which are difficult to handle in a distributedenvironment; are avoided by serializing lock requests. Implementation details are outlined;and the performance of the schemes is compared with distributed two-phase locking (2PL)through a detailed simulation; which incorporates queueing effects at the devices of thecomputer systems; buffer management; concurrency control; and commit processing. It isshown that in the case of higher data contention levels; the hybrid OCC method allows amuch higher maximum transaction throughput than distributed 2PL. The performance of …,Proc. 10th Int. Conf. on Distributed Computing Systems; ICDCS 1990.,1990,36,15
Tailoring entity resolution for matching product offers,Hanna Köpcke; Andreas Thor; Stefan Thomas; Erhard Rahm,Abstract Product matching is a challenging variation of entity resolution to identifyrepresentations and offers referring to the same product. Product matching is highly difficultdue to the broad spectrum of products; many similar but different products; frequentlymissing or wrong values; and the textual nature of product titles and descriptions. Wepropose the use of tailored approaches for product matching based on a preprocessing ofproduct offers to extract and clean new attributes usable for matching. In particular; wepropose a new approach to extract and use so-called product codes to identify products anddistinguish them from similar product variations. We evaluate the effectiveness of theproposed approaches with challenging real-life datasets with product offers from onlineshops. We also show that the UPC information in product offers is often error-prone and …,Proc. 15th Int.Conf. on Extending Database Technology (EDBT),2012,35,1
Mapping Composition for Matching Large Life Science Ontologies.,Anika Gross; Michael Hartung; Toralf Kirsten; Erhard Rahm,Abstract. There is an increasing need to interrelate different life science ontologies in orderto facilitate data integration or semantic data analysis. Ontology matching aims at a largelyautomatic generation of mappings between ontologies mostly by calculating the linguisticand structural similarity of their concepts. In this paper we investigate an indirectcomputation of ontology mappings that composes and thus reuses previously determinedontology mappings that involve intermediate ontologies. The composition approachpromises a fast computation of new mappings with reduced manual effort. Our evaluation forlarge anatomy ontologies shows that composing mappings via intermediate hub ontologiesis not only highly efficient but can also achieve better match quality than with a directmatching of ontologies.,ICBO,2011,35,7
OnEX: Exploring changes in life science ontologies,Michael Hartung; Toralf Kirsten; Anika Gross; Erhard Rahm,Numerous ontologies have recently been developed in life sciences to support a consistentannotation of biological objects; such as genes or proteins. These ontologies underliecontinuous changes which can impact existing annotations. Therefore; it is valuable forusers of ontologies to study the stability of ontologies and to see how many and what kind ofontology changes occurred. We present OnEX (Ontology Evolution EXplorer) a system forexploring ontology changes. Currently; OnEX provides access to about 560 versions of 16well-known life science ontologies. The system is based on a three-tier architectureincluding an ontology version repository; a middleware component and the OnEX webapplication. Interactive workflows allow a systematic and explorative change analysis ofontologies and their concepts as well as the semi-automatic migration of out-dated …,BMC Bioinformatics,2009,35,7
Instance-based matching of hierarchical ontologies.,Andreas Thor; Toralf Kirsten; Erhard Rahm,Abstract: We study an instance-based approach for matching hierarchical ontologies; suchas product catalogs. The motivation for utilizing instances is that metadata-based matchapproaches often suffer from semantic heterogeneity; eg ambiguous concept names;different concept granularities or incomparable categorizations. Our instance-based matchapproach matches categories based on the instances (eg products) assigned to them. Thisway we partly translate the ontology match problem into an instance match problem which isoften easier to solve; especially when instances carry globally unique object ids. Sinceconcepts of different ontologies rarely match 1: 1 we propose to determine correspondencesbetween sets of concepts. We experimentally evaluate the match approaches for realproduct catalogs.,BTW,2007,34,7
GOMMA Results for OAEI 2012,Anika Groß; Michael Hartung; Toralf Kirsten; Erhard Rahm,Abstract. We present the OAEI 2012 evaluation results for the matching system GOMMAdeveloped at the University of Leipzig. The original application focus of GOMMA has beenthe life science domain but as a generic tool it can also match ontologies from other areas. Itcould thus participate in all OAEI tracks running on the SEALS platform. GOMMA supportsseveral methods for efficiently matching large ontologies in particular parallel matching onmultiple cores or machines; reducing the search space as well as reusing and composingprevious mappings to related ontologies.,Proc. ISWC Workshop on Ontology matching (OM),2012,33,7
Warlock: A data allocation tool for parallel warehouses,T Stohr; Erhard Rahm,We present the WARLOCK tool to automatically determine a parallel data warehouse'sallocation to disk. This GUI-equipped tool is implemented in Java and utilizes an internalcost model and heuristics to determine a disk allocation minimizing both I/O work and queryresponse times. WAR-LOCK recommends a ranked list of fragmentation candidates; adetailed query performance analysis and a tailored physical allocation scheme for relationalstar schemas and bitmap indexes. It supports multi-dimensional fragmentations and candeal with data skew for parallel data warehouses based on a Shared Everything or SharedDisk architecture.,Proc. 27th Int. Conf. on Very Large Data Bases,2001,33,7
Adaptive guideline-based treatment workflows with Adaptflow,Ulrike Greiner; Jan Ramsch; Barbara Heller; Markus Löffler; Robert Müller; Erhard Rahm,Abstract. One goal in modern medicine is to increase the treatment quality. A major steptowards this aim is to support the execution of standardized; guideline-based clinicalprotocols; which are used in many medical domains; eg; for oncological chemotherapies.Standardized chemotherapy protocols contain detailed and structured therapy plansdescribing the single therapy steps (eg; examinations or drug applications). Therefore;workflow management systems offer good support for these processes. However; thetreatment of a particular patient often requires modifications due to unexpected infections;toxicities; or social factors. The modifications are described in the treatment protocol but notas part of the standard process. To be able to further execute the therapy workflows in caseof exceptions running workflows have to be adapted dynamically. Furthermore; the …,Studies in health technology and informatics,2004,32,20
Cache management method and apparatus for shared; sequentially-accessed; data,*,Page management mechanisms provide candidates for page stealing and prefetching froma main storage data cache of shared data when the jobs sharing the data are accessing it ina sequential manner. Pages are stolen behind the first reader in the cache; and thereafter atlocations least likely to be soon re-referenced by trailing readers. A" clustering" of readersmay be promoted to reduce I/O contention. Prefetching is carried out so that the pages mostlikely to be soon referenced by one of the readers are brought into the cache.,*,1992,32,7
AdaptFlow: protocol-based medical treatment using adaptive workflows,U Greiner; R Mueller; E Rahm; J Ramsch; B Heller; M Loeffler,Summary Objectives: In many medical domains investigatorinitiated clinical trials are used tointroduce new treatments and hence act as implementations of guidelinebased therapies.Trial protocols contain detailed instructions to conduct the therapy and additionally specifyreactions to exceptional situations (for instance an infection or a toxicity). To increase qualityin health care and raise the number of patients treated according to trial protocols; aconsultation system is needed that supports the handling of the complex trial therapyprocesses efficiently. Our objective was to design and evaluate a consultation system thatshould 1) observe the status of the therapies currently being applied; 2) offer automaticrecognition of exceptional situations and appropriate decision support and 3) provide anautomatic adaptation of affected therapy processes to handle exceptional situations …,Methods of Information in Medicine-Methodik der Information in der Medizin,2005,31,7
Semi-Automatic Adaptation of Mappings between Life Science Ontologies,Anika Groß; Julio Cesar Dos Reis; Michael Hartung; Cédric Pruski; Erhard Rahm,Abstract The continuous evolution of life science ontologies requires the adaptation of theirassociated mappings. We propose two approaches for tackling this problem in a largelyautomatic way:(1) a composition-based adaptation relying on the principle of mappingcomposition and (2) a diff-based adaptation algorithm individually handling changeoperations to update the mapping. Both techniques reuse unaffected correspondences; andadapt only the affected mapping part. We experimentally assess and confirm theeffectiveness of our approaches for evolving mappings between large life scienceontologies.,Proc. DILS (Data Integration in the Life Sciences),2013,30,15
Impact of ontology evolution on functional analyses,Anika Groß; Michael Hartung; Kay Prüfer; Janet Kelso; Erhard Rahm,Abstract Motivation: Ontologies are used in the annotation and analysis of biological data.As knowledge accumulates; ontologies and annotation undergo constant modifications toreflect this new knowledge. These modifications may influence the results of statisticalapplications such as functional enrichment analyses that describe experimental data interms of ontological groupings. Here; we investigate to what degree modifications of theGene Ontology (GO) impact these statistical analyses for both experimental and simulateddata. The analysis is based on new measures for the stability of result sets and considersdifferent ontology and annotation changes. Results: Our results show that past changes inthe GO are non-uniformly distributed over different branches of the ontology. Consideringthe semantic relatedness of significant categories in analysis results allows a more …,Bioinformatics,2012,30,11
Learning-based approaches for matching web data entities,Hanna Köpcke; Andreas Thor; Erhard Rahm,Entity matching is a key task for data integration and especially challenging for Web data.Effective entity matching typically requires combining several match techniques and findingsuitable configuration parameters; such as similarity thresholds. The authors investigate towhat degree machine learning helps semi-automatically determine suitable match strategieswith a limited amount of manual training effort. They use a new framework; Fever; toevaluate several learning-based approaches for matching different sets of Web data entities.In particular; they study different approaches for training-data selection and how muchtraining is needed to find effective combined match strategies and configurations.,Internet Computing; IEEE,2010,29,14
iFuice-Information Fusion utilizing Instance Correspondences and Peer Mappings.,Erhard Rahm; Andreas Thor; David Aumueller; Hong Hai Do; Nick Golovin; Toralf Kirsten,ABSTRACT We present a new approach to information fusion of web data sources. It isbased on peer-to-peer mappings between sources and utilizes correspondences betweentheir instances. Such correspondences are already available between many sources; eg inthe form of web links; and help combine the information about specific objects and support ahigh quality data fusion. Sources and mappings relate to a domain model to support asemantically focused information fusion. The iFuice architecture incorporates a mappingmediator offering both an interactive and a script-driven; workflow-like access to the sourcesand their mappings. The script programmer can use powerful generic operators to executeand manipulate mappings and their results. The paper motivates the new approach andoutlines the architecture and its main components; in particular the domain model; source …,WebDB,2005,29,7
Enriching Ontology Mappings with Semantic Relations,Patrick Arnold; Erhard Rahm,Abstract There is a large number of tools to match or align corresponding concepts betweenontologies. Most tools are restricted to equality correspondences; although many conceptsmay be related differently; eg according to an is-a or part-of relationship. Supporting suchadditional semantic correspondences can greatly improve the expressiveness of ontologymappings and their usefulness for tasks such as ontology merging and ontology evolution.We present a new approach called STROMA (SemanTic Refinement of Ontology MAppings)to determine semantic ontology mappings. In contrast to previous approaches; it follows a so-called enrichment strategy that refines the mappings determined with a state-of-the-artmatch tool. The enrichment strategy employs several techniques including the use ofbackground knowledge and linguistic approaches to identify the additional kinds of …,Data and Knowledge Engineering,2014,28,7
Towards a Benchmark for Ontology Merging,Salvatore Raunich; Erhard Rahm,Abstract Benchmarking approaches for ontology merging is challenging and has receivedlittle attention so far. A key problem is that there is in general no single best solution for amerge task and that merging may either be performed symmetrically or asymmetrically. As afirst step to evaluate the quality of ontology merging solutions we propose the use of generalmetrics such as the relative coverage of the input ontologies; the compactness of the mergeresult as well as the degree of introduced redundancy. We use these metrics to evaluatethree merge approaches for different merge scenarios.,Proc. 7th OTM Workshop on Enterprise Integration; Interoperability and Networking (EI2N'2012),2012,28,15
Comparative evaluation of entity resolution approaches with FEVER,Hanna Köpcke; Andreas Thor; Erhard Rahm,Abstract We present FEVER; a new evaluation platform for entity resolution approaches. Themodular structure of the FEVER framework supports the incorporation or reconstruction ofmany previously proposed approaches for entity resolution. A distinctive feature of FEVER isthat it not only evaluates traditional measures such as precision and recall but also the effortfor configuring (eg; parameter tuning; training) a good entity resolution approach. FEVERthus strives for a fair comparative evaluation of different approaches by considering both theeffectiveness and configuration effort.,Proceedings of the VLDB Endowment,2009,28,15
Quality-oriented handling of exceptions in web-service-based cooperative processes,Ulrike Greiner; Erhard Rahm,Abstract: Web services are increasingly used to integrate heterogeneous and autonomousapplications in cross-organizational cooperations. A key problem is to support a highexecution quality of complex cooperative processes; eg in e-business or health care. Oneimportant aspect that has received little attention so far is the dynamic handling ofexceptions during process execution. To address this problem; we propose a rule-basedapproach to automatically control and enforce quality constraints for web-service-basedcooperative processes.,Proc. EAI-Workshop 2004-Enterprise Application Integration,2004,28,15
Performance evaluation of parallel transaction processing in shared nothing database systems,Robert Marek; Erhard Rahm,Abstract Complex and data-intensive database queries mandate parallel processingstrategies to achieve sufficiently short response times. In praxis; parallel databaseprocessing is mostly based on so-called “shared nothing” architectures entailing a physicalpartitioning and allocation of the database among multiple processing nodes. We examinethe performance of such architectures by using a detailed simulation system. We analyseresponse time performance of transactions and individual database queries in single-useras well as in multi-user mode. Furthermore; we study the throughput behavior for on-linetransactions. Three workload types covering a wide range of commercial applications areused for performance evaluation: the debit-credit benchmark load; synthetically generatedrelational queries as well as real-life workloads represented by database traces.,International Conference on Parallel Architectures and Languages Europe,1992,28,7
Target-driven merging of taxonomies with Atom,Salvatore Raunich; Erhard Rahm,Abstract The proliferation of ontologies and taxonomies in many domains increasinglydemands the integration of multiple such ontologies. We propose a new taxonomy mergingalgorithm called A tom that; given as input two taxonomies and a match mapping betweenthem; can generate an integrated taxonomy in a largely automatic manner. The approach istarget-driven; ie we merge a source taxonomy into the target taxonomy and preserve thetarget ontology as much as possible. In contrast to previous approaches; A tom does not aimat fully preserving all input concepts and relationships but strives to reduce the semanticheterogeneity of the merge results for improved understandability. A tom can also exploitadvanced match mappings containing is-a relationships in addition to equivalencerelationships between concepts of the input taxonomies. We evaluate A tom for synthetic …,Information Systems,2014,27,7
Parallel Entity Resolution with Dedoop,Lars Kolb; Erhard Rahm,Abstract We provide an overview of Dedoop (De duplication with Ha doop); a new tool forparallel entity resolution (ER) on cloud infrastructures. Dedoop supports a browser-basedspecification of complex ER strategies and provides a large library of blocking and matchingapproaches. To simplify the configuration of ER strategies with several similarity metrics;training-based machine learning approaches can be employed with Dedoop. Specified ERstrategies are automatically translated into MapReduce jobs for parallel execution ondifferent Hadoop clusters. For improved performance; Dedoop supports redundancy-freemulti-pass blocking as well as advanced load balancing approaches. To illustrate theusefulness of Dedoop; we present the results of a comparative evaluation of different ERstrategies on a challenging real-world dataset.,Datenbank-Spektrum,2013,27,7
Graph-based data integration and business intelligence with BIIIG,André Petermann; Martin Junghanns; Robert Müller; Erhard Rahm,Abstract We demonstrate BIIIG (Business Intelligence with Integrated Instance Graphs); anew system for graph-based data integration and analysis. It aims at improving businessanalytics compared to traditional OLAP approaches by comprehensively trackingrelationships between entities and making them available for analysis. BIIIG supports alargely automatic data integration pipeline for metadata and instance data. Metadata fromheterogeneous sources are integrated in a so-called Unified Metadata Graph (UMG) whileinstance data is combined in a single integrated instance graph (IIG). A unique feature ofBIIIG is the concept of business transaction graphs; which are derived from the IIG and whichreflect all steps involved in a specific business process. Queries and analysis tasks can referto the entire instance graph or sets of business transaction graphs. In the demonstration …,Proceedings of the VLDB Endowment,2014,26,4
Web & Datenbanken,Erhard Rahm; Gottfried Vossen,*,*,2003,26
Use of global extended memory for distributed transaction processing,Erhard Rahm,Abstract In current mainframe architectures; extended memory is used as apageaddressable main memory extension to improve I/O performance. If made non-volatile;extended memory can significantly increase transaction processing performance. In thispaper; we study how locally distributed transaction systems may use shared extendedmemory to support high transaction rates and short response times. We outline how aspecific store called GEM (Global Extended Memory) can be utilized to improve I/Operformance and inter-system communication and cooperation. It turns out that distributedtransaction systems of the “shared disk” type (data sharing systems) can benefit most fromsuch a shared store. We describe simple yet efficient schemes using GEM for globalconcurrency control and constructing a global log file for such systems.,Proceedings of the 4th Int. Workshop on High Performance Transaction Systems; Asilomar; CA,1991,26,15
Mehrrechner-Datenbanksysteme für Transaktionssysteme hoher Leistungsfähigkeit,T Härder; E Rahm,A requirement analysis of transaction systems reveals a number of key properties to beoffered by future high performance database systems: high transaction rates; highavailability; modular growth as well as simple administration and maintenance. Theseproperties determine characteristic architectural features leading to our classificationscheme. Two architectural approaches of multiprocessor database systems-DB-sharing andDB-distribution-seem to be adequate to implement transaction systems satisfying the mostimportant requirements. By comparing and evaluating the general system properties we tryto determine the practical usefulness of both architectural approaches.,Informationstechnik,1986,26,7
BIIIG: Enabling Business Intelligence with Integrated Instance Graphs,André Petermann; Martin Junghanns; Robert Müller; Erhard Rahm,We propose a new graph-based framework for business intelligence called BIIIG supportingthe flexible evaluation of relationships between data instances. It builds on the broadavailability of interconnected objects in existing business information systems. Our approachextracts such interconnected data from multiple sources and integrates them into anintegrated instance graph. To support specific analytic goals; we extract subgraphs from thisintegrated instance graph representing executed business activities with all their data tracesand involved master data. We provide an overview of the BIIIG approach and describe itsmain steps. We also present initial results from an evaluation with real ERP data.,Proc. ICDE workshop on Graph Data Management (GDM),2014,25,7
Don’t Match Twice: Redundancy-free Similarity Computation with MapReduce,Lars Kolb; Andreas Thor; Erhard Rahm,Abstract To improve the effectiveness of pair-wise similarity computation; state-of-the-artapproaches assign objects to multiple overlapping clusters. This introduces redundant paircomparisons when similar objects share more than one cluster. We propose an approachthat eliminates such redundant comparisons and that can be easily integrated into existingMapReduce implementations. We evaluate the approach on a real cloud infrastructure andshow its effectiveness for all degrees of redundancy.,*,2012,25,10
AWESOME: A Data Warehouse–based System for Adaptive Website Recommendations,Andreas Thor; Erhard Rahm,Abstract Recommendations are crucial for the success of large websites. While there aremany ways to determine recommendations; the relative quality of these recommendersdepends on many factors and is largely unknown. We propose a new classification ofrecommenders and comparatively evaluate their relative quality for a sample web-site. Theevaluation is performed with AWESOME (Adaptive website recommendations); a new datawarehouse-based recommendation system capturing and evaluating user feedback onpresented recommendations. Moreover; we show how AWESOME performs an automaticand adaptive closed-loop website optimization by dynamically selecting the most promisingrecommenders based on continuously measured recommendation feedback. We proposeand evaluate several alternatives for dynamic recommender selection including a …,Proceedings of the 30th VLDB Conference. Toronto; Canada,2004,25,1
TID hash joins,Robert Marek; Erhard Rahm,Abstract TID hash joins are a simple and memory-efficient method for processing large joinqueries. They are based on standard hash join algorithms but only store TID/key pairs in thehash table instead of entire ttrples. This typically reduces memory requirements by morethan art order of magnitude bringing substantial benefits. In particular; performance for joinson Gigs-Byte relations can substantially be improved by reducing the amount of disk f/O to alarge extent. Furthermore; efficient processing of mixed multi-user workloads consisting ofboth join queries and OLTP transactions is supported. We present a detailed simulationstudy to analyze the performance of TID hash joins. In particular; we identify the conditionsunder which TID hash joins are most beneficial. Furthermore; we compare TID hash join withadaptive hash join algorithms that have been proposed to deal with mixed workloads.,Proc. 3rd ACM CIKM (Conf. on Information and Knowledge Management),1994,25,7
Comparing the Scientific Impact of p g p Conference and Journal Publications in Computer Science,Erhard Rahm,Page 1. Comparing the Scientific Impact of p g p Conference and Journal Publications inComputer Science Erhard Rahm http://dbs.uni-leipzig.de A di P bli hi i E (APE) C f 2008 Bli Academic Publishing in Europe (APE) Conf.; 2008; Berlin Jan. 23; 2008 Citation analysis ►Citation analysis is increasingly used to measure scientific i f impact of ► Journals (impactfactor) ► Authors ► Authors ► Institutions ► JCR impact factors limited to journals ► JCRimpact factors limited to journals ► Much computer science research is published only inconferences ► Need to consider citations from / to (refereed) conference publications ►Citation analysis is a huge data integration problem ► Need to automate as much as possiblewith good data quality 2 Page 2. MS Libra statistics (Dec 2007) MS Libra statistics (Dec. 2007)http://libra msra cn http://libra.msra.cn # # # it d # # it d …,*,2008,24,15
BioFuice: mapping-based data integration in bioinformatics,Toralf Kirsten; Erhard Rahm,Abstract We introduce the BioFuice approach for integrating data from different private andpublic data sources and ontologies. BioFuice follows a peer-to-peer-like data integrationbased on bidirectional mappings. Sources and mappings are associated with a domainmodel to support a semantically meaningful interoperability. BioFuice extends the genericiFuice integration platform which utilizes specific operators for data fusion and workflow-likescript programs. BioFuice supports explorative data analysis and query and searchcapabilities. We outline the integration approach by an illustrating scenario; the architectureof BioFuice and its query interface.,International Workshop on Data Integration in the Life Sciences,2006,24,7
Analysis of parallel scan processing in shared disk database systems,Erhard Rahm; Thomas Stöhr,Abstract Shared Disk database systems offer a high flexibility for parallel transaction andquery processing. This is because each node can process any transaction; query orsubquery because it has access to the entire database. Compared to Shared Nothingdatabase systems; this is particularly advantageous for scan queries for which the degree ofintra-query parallelism as well as the scan processors themselves can dynamically bechosen. On the other hand; there is the danger of disk contention between subqueries; inparticular for index scans. We present a detailed simulation study to analyze theeffectiveness of parallel scan processing in Shared Disk database systems. In particular; weinvestigate the relationship between the degree of declustering and the degree of scanparallelism for relation scans; clustered index scans; and non-clustered index scans …,European Conference on Parallel Processing,1995,23,10
How do computed ontology mappings evolve?  A case study for life science ontologies,Anika Gross; Michael Hartung; Andreas Thor; Erhard Rahm,Abstract. Mappings between related ontologies are increasingly used to support dataintegration and analysis tasks. Changes in the ontologies also require the adaptation ofontology mappings. So far the evolution of ontology mappings has received little attentionalbeit ontologies change continuously especially in the life sciences. We therefore analyzehow mappings between popular life science ontologies evolve for different matchalgorithms. We also evaluate which semantic ontology changes primarily affect themappings. Our results can be valuable for users working with ontology mappings; eg; onecan learn from past ontology/mapping changes and their correlation to estimate possiblemapping changes if new ontology versions become available.,Proc. ISWC workshop on Knowledge Evolution and Ontology Dynamics,2012,22,10
Design of optimistic methods for concurrency control in database sharing systems,Erhard Rahm,Abstract Database Sharing refers to a local multiprocessor architecture where all processorsshare a common database at the disk level. Transaction systems running in such anenvironment intend to support high transaction rates with short response times as well ashigh availability and modular growth. In order to achieve these goals; Database Sharing (DB-sharing) requires an efficient syn chronization component to control the processors'accesses to the shared database. In this paper; we concentrate ourselves on optimisticmethods for concurrency control in DB-sharing environ ments that promise lesssynchronization messages per transaction than locking algorithms. We describe a newdistributed protocol called broadcast validation where the validations for a transaction aresimultaneously started at multiple processors by a broadcast message. Such a parallel …,Proc. 7th Int. Conf. on Distributed Computing Systems; ICDCS 1987; Berlin,1987,22,4
Semantic Enrichment of Ontology Mappings: A Linguistic-based Approach,Patrick Arnold; Erhard Rahm,Abstract There are numerous approaches to match or align ontologies resulting intomappings specifying semantically corresponding ontology concepts. Most approaches focuson finding equality correspondences between concepts; although many concepts may nothave a strict equality match in other ontologies. We present a new approach to determinemore expressive ontology mappings supporting different kinds of correspondences such asequality; is-a and part-of relationships between ontologies. In contrast to previousapproaches; we follow a so-called enrichment strategy that semantically refines themappings determined with a state-of-the art match tool. The enrichment strategy employsseveral linguistic approaches to identify the additional kinds of correspondences. An initialevaluation shows promising results and confirms the viability of the proposed enrichment …,Proc. ADBIS Conf; LNCS,2013,21,17
Evaluating Instance-based Matching of Web Directories.,Sabine Massmann; Erhard Rahm,ABSTRACT Web directories such as Yahoo or Google Directory semantically categorizemany websites and are heavily used to find relevant websites in a particular domain ofinterest. Mappings between different web directories can be useful to integrate theinformation of different directories and to improve query and search results. The creation ofsuch mappings is a challenging match task due to the large size and heterogeneity of webdirectories. Our study evaluates to what degree current match technology can be used toautomatically determine directory mappings. We further propose specific instance-basedmatch techniques utilizing the URL; name and description of the categorized websites. Weevaluate the instance-based approaches for different similarity measures and study theircombination with metadata-based approaches.,WebDB,2008,21,7
Dynamic fusion of web data,Erhard Rahm; Andreas Thor; David Aumüller,Abstract Mashups exemplify a workflow-like approach to dynamically integrate data andservices from multiple web sources. Such integration workflows can build on existingservices for web search; entity search; database querying; and information extraction andthus complement other data integration approaches. A key challenge is the efficientexecution of integration workflows and their query and matching steps at runtime. We relatemashup data integration with other approaches; list major challenges; and outline featuresof a first prototype design.,Database and XMLTechnologies,2007,21,22
