The TSIMMIS project: Integration of heterogenous information sources,Sudarshan Chawathe; Hector Garcia-Molina; Joachim Hammer; Kelly Ireland; Yannis Papakonstantinou; Jeffrey Ullman; Jennifer Widom,The goal of the Tsimmis Project is to develop tools that facilitate the rapid integration ofheterogeneous information sources that may include both structured and unstructured data.This paper gives an overview of the project; describing components that extract propertiesfrom unstructured objects; that translate information into a common object model; thatcombine information from several sources; that allow browsing of information; and thatmanage constraints across heterogeneous sites. Tsimmis is a joint project between Stanfordand the IBM Almaden Research Center. 1 Overview A common problem facing manyorganizations today is that of multiple; disparate information sources and repositories;including databases; object stores; knowledge bases; file systems; digital libraries;information retrieval systems; and electronic mail systems. Decision makers often need …,*,1994,1549,20
Branch-and-bound processing of ranked queries,Yufei Tao; Vagelis Hristidis; Dimitris Papadias; Yannis Papakonstantinou,Abstract Despite the importance of ranked queries in numerous applications involving multi-criteria decision making; they are not efficiently supported by traditional database systems.In this paper; we propose a simple yet powerful technique for processing such queriesbased on multi-dimensional access methods and branch-and-bound search. Theadvantages of the proposed methodology are:(i) it is space efficient; requiring only a singleindex on the given relation (storing each tuple at most once);(ii) it achieves significant (ie;orders of magnitude) performance gains with respect to the current state-of-the-art;(iii) it canefficiently handle data updates; and (iv) it is applicable to other important variations ofranked search (including the support for non-monotone preference functions); at no extraspace overhead. We confirm the superiority of the proposed methods with a detailed …,Information Systems,2007,72,21
View definition and dtd inference for xml,Bertram Ludäscher; Yannis Papakonstantinou; Pavel Velikhov; Victor Vianu,Abstract We present a query language and mediator architecture for XML data [XML98b].The query language; called Xmas (XML Matching And Structuring Language) uses verticaland horizontal navigation. The horizontal navigation provides a powerful novel mechanismfor using the order in the semistructured model underlying XML. This couples nicely with thewell-known regular path expressions for vertical navigation [Suc; Abi97; Bun97; AQM+ 97;FFLS98; AM98; CDSS98; XML98a; KS95]. Xmas also provides versatile mechanisms forconstructing XML documents as answers to queries; including powerful group-by and order-by constructs. We briefly describe a prototype for an XML-based information mediationsystem; built around Xmas.,In Post-ICDT Workshop on Query Processing for Semistructured Data and Non-Standard Data Formats,1999,71,12
Expressive capabilities description languages and query rewriting algorithms,Vasilis Vassalos; Yannis Papakonstantinou,Abstract Information integration systems have to cope with a wide variety of differentinformation sources; which support query interfaces with very varied capabilities. To dealwith this problem; the integration systems need descriptions of the query capabilities of eachsource; ie; the set of queries supported by each source. Moreover; the integration systemsneed algorithms for deciding how a query can be answered given the capabilities of thesources. Finally; they need to translate a query into the format that the source understands.We present two languages suitable for descriptions of query capabilities of sources andcompare their expressive power. We also use one of the languages to automatically derivethe capabilities description of the integration system itself; in terms of the capabilities of thesources it integrates. We describe algorithms for deciding whether a query “matches” the …,The Journal of Logic Programming,2000,69,21
Privacy in database publishing,Alin Deutsch; Yannis Papakonstantinou,Abstract We formulate and study a privacy guarantee to data owners; who share informationwith clients by publishing views of a proprietary database. The owner identi. es the sensitiveproprietary data using a secret query against the proprietary database. Given an extra view;the privacy guarantee ensures that potential attackers will not learn any information aboutthe secret that could not already be obtained from the existing views. We de. ne “learning” asthe modi. cation of the attacker's a-priori probability distribution on the set of possiblesecrets. We assume arbitrary a-priori distributions (including distributions that correlate theexistence of particular tuples) and solve the problem when secret and views are expressedas unions of conjunctive queries with non-equalities; under integrity constraints. Weconsider guarantees (a) for given view extents (b) for given domain of the secret and (c) …,International Conference on Database Theory,2005,66,21
Storing and querying XML data using denormalized relational databases,Andrey Balmin; Yannis Papakonstantinou,Abstract. XML database systems emerge as a result of the acceptance of the XML datamodel. Recent works have followed the promising approach of building XML databasemanagement systems on underlying RDBMS's. Achieving query processing performancereduces to two questions:(i) How should the XML data be decomposed into data that arestored in the RDBMS?(ii) How should the XML query be translated into an efficient plan thatsends one or more SQL queries to the underlying RDBMS and combines the data into theXML result? We provide a formal framework for XML Schema-driven decompositions; whichencompasses the decompositions proposed in prior work and extends them withdecompositions that employ denormalized tables and binary-coded XML fragments. Weprovide corresponding query processing algorithms that translate the XML query …,The VLDB Journal,2005,65,10
Searching digital information and databases,*,This application describes methods for searching digital information such as digitaldocuments (eg; web pages) and computer databases; and specific search techniques suchas authority ranking and information retrieval (IR) relevance ranking in keyword searches. Insome implementations; the technique includes analyzing digital information viewed as alabeled graph; including nodes and edges; based on a flow of authority among the nodesalong the edges; the flow of authority being derived at least in part from different authoritytransfer rates assigned to the edges based on edge type schema information. In someimplementations; the system includes an object rank module configured to generate multipleinitial rankings corresponding to multiple query keywords; each of the multiple initialrankings indicating authority of nodes in a graph with respect to each respective query …,*,2010,63,10
Objectrank: a system for authority-based search on databases,Heasoo Hwang; Vagelis Hristidis; Yannis Papakonstantinou,Abstract We present ObjectRank demo system that performs authority-based keywordsearch on bibliographic databases. We also provide Inverse ObjectRank as a keyword-specific specificity metric and other calibration parameters such as Global ObjectRank.Users can specify various combinations of calibration values to control the behavior of thedemo. Finally; we propose a methodology that enables us to extend query results using theontology graph.,Proceedings of the 2006 ACM SIGMOD international conference on Management of data,2006,55,5
Mediating and Metasearching on the Internet,Luis Gravano; Yannis Papakonstantinou,The Internet emerges as the largest database. Increasingly; users want to issue complexqueries across Internet sources to obtain the data they require. However; finding relevantinformation sources and querying them manually is problematic: there are numeroussources; and they vary in the type of information objects they contain and in the interfacethey present to their users. Some sources contain text documents and support simple querymodels where a query is just a list of keywords. Other sources contain more structured dataand provide query interfaces in the style of relational query languages. Furthermore; usershave to manually fuse the query results by merging information; removing redundancies;ranking the answer objects in the appropriate order; and so on. Since it is tedious to contactseveral heterogeneous sources; users can benefit from metasearchers and mediators …,IEEE Data Eng. Bull.,1998,50,12
XML-based information mediation for digital libraries,Chaitanya Baru; Vincent Chu; Amarnath Gupta; Bertram Ludäscher; Richard Marciano; Yannis Papakonstantinou; Pavel Velikhov,ABSTRACT We demonstrate a prototype distributed architecture for a digital library; usingtechnology being developed under the MIX Project at the San Diego Supercomputer Center(SDSC) and the University of California; San Diego. The architecture is based on XML-based modeling of metadata; use of an XML query language; and associated mediatormiddleware; to query distributed metadata sources; and the use of a storage systemmiddleware to access distributed; archived data sets.,Proceedings of the fourth ACM conference on Digital libraries,1999,47,0
Architecture and implementation of an XQuery-based information integration platform,Yannis Papakonstantinou; Vasilis Vassalos,Abstract An increasing number of business users and software applications need to processinformation that is accessible via multiple diverse information systems; such as databasesystems; file systems; legacy applications or web services. We describe the Enosys XMLIntegration Platform (EXIP); a commercial XQuery-based data integration software platformthat provides a queryable integrated view of such information. We describe the platformarchitecture and describe what the main principles and challenges are for the query engine.In particular; we discuss the query engine architecture and the underlying semistructuredalgebra; which is tuned for enabling query plan optimizations.,IEEE Data Eng. Bull.,2002,46,12
-A System for Keyword Proximity Search on XML Databases,Andrey Balmin; Yannis Papakonstantinou; Vagelis Hristidis; Tianqiu Wang; Divesh Srivastava; Nick Koudas,This chapter discusses keyword proximity search on XML database. Keyword proximitysearch is a user-friendly information discovery technique that has been extensively studiedfor text documents. In extending this technique to structured databases; recent works providekeyword proximity search on labeled graphs. A keyword proximity search does not requirethe user to know the structure of the graph; the role of the objects containing the keywords;or the type of the connections between the objects. The user simply submits a list ofkeywords and the system returns the sub-graphs that connect the objects containing thekeywords. XML and its labeled graph/tree abstractions are becoming the data model ofchoice for representing semistructured; self-describing data; and keyword proximity searchis well-suited to XML documents as well.A System for Keyword Proximity Search on XML …,*,2003,45,12
Minimization and Group-By Detection for Nested XQueries.,Alin Deutsch; Yannis Papakonstantinou; Yu Xu,*,ICDE,2004,37
XML queries and algebra in the Enosys integration platform,Yannis Papakonstantinou; Vinayak Borkar; Maxim Orgiyan; Kostas Stathatos; Lucian Suta; Vasilis Vassalos; Pavel Velikhov,Abstract We describe the Enosys XML integration platform; focusing on the query language;algebra; and architecture of its query processor. The platform enables the development ofeBusiness applications in customer relationship management; e-commerce; supply chainmanagement; and decision support. These applications often require that data be integrateddynamically from multiple information sources. The Enosys platform allows one to build(virtual and/or materialized) integrated XML views of multiple sources; using XML queries asview definitions. During run-time; the application issues XML queries against the views.Queries and views are translated into the XCQL algebra and are combined into a singlealgebra expression/plan. Query plan composition and query plan decomposition challengesare faced in this process. Finally; the query processor lazily evaluates the result; using an …,Data & Knowledge Engineering,2003,37,8
The SQL++ semi-structured data model and query language: A capabilities survey of sql-on-hadoop; nosql and newsql databases,Kian Win Ong; Yannis Papakonstantinou; Romain Vernoux,*,CoRR; abs/1405.3631,2014,33
XML query forms (XQForms): Declarative specification of XML query interfaces,Michalis Petropoulos; Vasilis Vassalos; Yannis Papakonstantinou,ABSTRACT XQForms is the first generator of Web-based query forms and reports for XMLdata. XQForms takes as input (i) XML Schemas that model the data to be queried andpresented;(ii) declarative specifications; called annotations; of the logic of the query formsand reports that will be generated; and (iii) a set of template presentation libraries. Theoutput is a set of query forms and reports that provide automated query construction andreport formatting in order for the end users to query and browse the underlying XML data.Thus XQForms separates content (given by the XML Schema of the data); query form logic(specified by the annotations) and presentation of the forms and reports. The systemarchitecture is modular and consists of four main components:(a) a collection of query formcontrols that incorporate query capabilities and allow parameter passing from the end …,Proceedings of the 10th international conference on World Wide Web,2001,33,1
A framework for navigation-driven lazy mediators,Bertram Ludäscher; Yannis Papakonstantinou; Pavel Velikhov,Abstract We propose a framework for navigation-driven evaluation of virtual mediated views.The approach is based on lazy mediators that translate incoming client navigations on avirtual XML view (or the result of an XML query) into navigations on wrapped sources orlower level mediators. Such a demand-driven approach is inevitable in order to handle up-to-date mediated views of huge Web sources or large query results; which are commonplacewhen querying the Web. The proposed MIX mediator provides to the client an abstraction ofthe DOM API; the de facto API to XML documents; hence hiding the non-materialization ofthe view or the query. We also describe the inherent navigational complexity of queries andview definitions wrt. navigations. Next; we discuss the query/navigation processing aspectsof the MIX mediator. The mediator translates a view into an algebraic plan. Then each …,In ACM Workshop on the Web and Databases,1999,32,19
Fusion queries over internet databases,Ramana Yerneni; Yannis Papakonstantinou; Serge Abiteboul; Hector Garcia-Molina,Abstract Fusion queries search for information integrated from distributed; autonomoussources over the Internet. We investigate techniques for efficient processing of fusionqueries. First; we focus on a very wide class of query plans that capture the spirit of manytechniques usually considered in existing systems. We show how to efficiently find goodquery plans within this large class. We provide additional heuristics that; by consideringplans outside our target class of plans; yield further performance improvements.,International Conference on Extending Database Technology,1998,31,12
Algebra-based identification of tree patterns in XQuery,Andrei Arion; Véronique Benzaken; Ioana Manolescu; Yannis Papakonstantinou; Ravi Vijay,Abstract Query processing performance in XML databases can be greatly enhanced by theusage of materialized views whose content has been stored in the database. This requires amethod for identifying query subexpressions matching the views; a process known as view-based query rewriting. This process is quite complex for relational databases; and all themore daunting on XML databases. Current XML materialized view proposals are based ontree patterns; since query navigation is conceptually close to such patterns. However; theexisting algorithms for extracting tree patterns from XQuery do not detect patterns acrossnested query blocks. Thus; complex; useful tree pattern views may be missed by therewriting algorithm. We present a novel tree pattern extraction algorithm from XQueryqueries; able to identify larger patterns than previous methods. Our algorithm has been …,International Conference on Flexible Query Answering Systems,2006,30,21
Graphical query interfaces for semistructured data: the QURSED system,Michalis Petropoulos; Yannis Papakonstantinou; Vasilis Vassalos,Abstract We describe the QURSED system for the declarative specification and automaticgeneration of Web-based query forms and reports (QFRs) for semistructured XML data. InQURSED; a QFR is formally described by its query set specification (QSS) which capturesthe complex query and reporting capabilities of the QFR and the associations of the queryset specification with visual elements that implement these capabilities on a Web page. Thedesign-time component of QURSED; called QURSED Editor; semi-automates thedevelopment of the query set specification and its association with visual elements bytranslating intuitive visual actions taken by a developer into appropriate specificationfragments. The run-time component of QURSED produces XQuery statements bysynthesizing fragments from the query set specification that have been activated during …,ACM Transactions on Internet Technology (TOIT),2005,30,19
Using knowledge of redundancy for query optimization in mediators,Vasilis Vassalos; Yannis Papakonstantinou,Many autonomous and heterogeneous information sources are becoming increasinglyavailable to users through the Internet; especially through the World Wide Web. In order tomake the information available in a consolidated; uniform; and efficient manner; it isnecessary to integrate the different information sources. The integration of Internet sourcesposes several challenges that have not been sufficiently addressed by work on theintegration of corporate databases residing on an Intranet [LMR90]. We believe that the mostimportant ones are heterogeneity; large number of sources; redundancy; availability; sourceautonomy; and diverse access methods and querying interfaces.,Proc. of the AAAI Symposium on AI and Data Integration,1998,28,10
Proceedings of the 2003 ACM SIGMOD International Conference on Management of Data,Zachary G Ives; Yannis Papakonstantinou; Alon Halevy,*,*,2003,25
Web application development framework,*,Techniques; systems; apparatus and computer-program products are disclosed fordeveloping a web-hosted shared database system with improved user interface andreduced programming. In one aspect; using a web application development frameworkincludes declaratively specifying a web application's pages using page configurations. Theframework can automatically coordinate page state with the state of a database server andan applications server; so that the specified page is first rendered and then one or moreportions of the page can be updated in response to a server data change; Also; programsthat are executed when a request is issued are declaratively specified using programconfigurations. Either or both of the page configurations and the program configurations canbe implemented by access to a unified application state virtual database. Further; the …,*,2015,24,12
Web-page-based system for designing database driven web applications,*,In a web-page-based system for designing database driven web applications; a page isinitiated containing one or more top level iterators. A user introduces fields to the page froma palette including: input; display; hyperlink; iterator. In one case; the user creates iteratorsnested in a user-selected iterator; and retaining context of the selected iterator; where thesystem accommodates iterators that are recursive. In an alternative embodiment; the useradds both display and entry fields pertaining to a given user-selected iterator; retainingcontext of the selected iterator. Responsive to user introduced fields; the systemautomatically creates representative data structures in a database and automatically relatesfields of the pages to the data structures in accordance with a predetermined logic.,*,2011,23,21
Exporting and interactively querying web service-accessed sources: The CLIDE system,Michalis Petropoulos; Alin Deutsch; Yannis Papakonstantinou; Yannis Katsis,Abstract The CLIDE System assists the owners of sources that participate in Web service-based data publishing systems to publish a restricted set of parameterized queries over theschema of their sources and package them as WSDL services. The sources may berelational databases; which naturally have a schema; or ad hoc information/applicationsystems whereas the owner publishes a virtual schema. CLIDE allows information clients topose queries over the published schema and utilizes prior work on answering queries usingviews to answer queries that can be processed by combining and processing the results ofone or more Web service calls. These queries are called feasible. Contrary to prior work;where infeasible queries are rejected without an explanatory feedback; leading the user intoa frustrating trial-and-error cycle; CLIDE features a query formulation interface; which …,ACM Transactions on Database Systems (TODS),2007,22,0
Mixing querying and navigation in MIX,Pratik Mukhopadhyay; Yannis Papakonstantinou,Web-based information systems provide to their users the ability to interleave querying andbrowsing during their information discovery efforts. The MIX system provides an API calledQDOM (Querible Document Object Model) that supports the interleaved querying andbrowsing of virtual XML views; specified in an XQuery-like language. QDOM is based on theDOM standard. It allows the client applications to navigate into the view using standard DOMnavigation commands. Then the application can use any visited node as the root for a querythat creates a new view. The query/navigation processing algorithms of MIX performdecontextualization; ie; they translate a query that has been issued from within the context ofother queries and navigations into efficient queries that are understood by the sourceoutside of the context of previous operations. In addition; MIX provides a navigation …,Data Engineering; 2002. Proceedings. 18th International Conference on,2002,22,12
Query set specification language (QSSL),Michalis Petropoulos; Alin Deutsch; Yannis Papakonstantinou,Abstract Applications require access to multiple information sources and the data of otherapplications. WSDLbased web services are becoming a popular way of making informationsources available on the web and; hence; to applications that need to consume them--oftenvia data integration systems that combine the data of multiple sources. We argue that thefunction signature paradigm that is used today by web services cannot capture the querycapabilities provided by structurally rich and functionally powerful information sources; suchas relational databases. We propose the Query Set Specification Language (QSSL) thatallows the concise description of sets of parameterized XPath queries. A QSS is embeddedin a WSDL specification to form a specialized type of web services; called Data Services.Data Services connect the calls that the source accepts with the underlying schema …,IN PROC. OF WEBDB,2003,21,19
XML tuple algebra,Ioana Manolescu; Yannis Papakonstantinou; Vasilis Vassalos,XML access control refers to the practice of limiting access to (parts of) XML data to onlyauthorized users. Similar to access control over other types of data and resources; XMLaccess control is centered around two key problems:(i) the development of formal models forthe specification of access control policies over XML data; and (ii) techniques for efficientenforcement of access control policies over XML data.,*,2009,18,5
The Enosys Markets data integration platform: lessons from the trenches,Yannis Papakonstantinou; Vasilis Vassalos,Abstract Enosys Markets offers a state-of-the-art data integration software platform to supportthe development of the next generation of eBusiness applications that deliver value byproviding new levels of function for customer relationship management; e-commerce; supplychain management; and decision support. These applications require that data beintegrated from information sources that exist both within and across organizationalboundaries. The Enosys Markets data integration architecture and product family provides acomplete end-to-end XML-based solution for integrating and querying distributedinformation sources. It incorporates advanced research into XML and database technology.We present the product architecture and components; discuss the key technical challenges;and outline the technical concepts and innovations employed in the Enosys platform.,Proceedings of the tenth international conference on Information and knowledge management,2001,18,12
Ajax-based report pages as incrementally rendered views,Yupeng Fu; Keith Kowalczykowski; Kian Win Ong; Yannis Papakonstantinou; Kevin Keliang Zhao,Abstract While Ajax-based programming enables faster performance and higher interfacequality over pure server-side programming; it is demanding and error prone as each actionthat partially updates the page requires custom; ad-hoc code. The problem is exacerbatedby distributed programming between the browser and server; where the developer usesJavaScript to access the page state and Java/SQL for the database. The FORWARDframework simplifies the development of Ajax pages by treating them as rendered views;where the developer declares a view using an extension of SQL and page units; which mapto the view and render the data in the browser. Such a declarative approach leads tosignificantly less code; as the framework automatically solves performance optimizationproblems that the developer would otherwise hand-code. Since pages are fueled by …,Proceedings of the 2010 ACM SIGMOD International Conference on Management of data,2010,16,12
The SQL-based all-declarative FORWARD web application development framework.,Yupeng Fu; Kian Win Ong; Yannis Papakonstantinou; Michalis Petropoulos,The vast majority of database-driven web applications perform; at a logical level;fundamentally simple INSERT/UPDATE/DELETE commands. In response to a user actionon the browser; the web application executes a program that transitions the old state to anew state. The state is primarily persistent and often captured in a single database.Additional state; which is transient; is maintained in the session (eg; the identity of thecurrently logged-in user; her shopping cart; etc.) and the pages. The programs perform aseries of simple SQL queries and updates; and decide the next step using simple if-then-else conditions over the state. The changes made on the transient state; though technicallynot expressed in SQL; are also computationally as simple as basic SQL updates. Despitetheir fundamental simplicity; creating web applications takes a disproportionate amount of …,CIDR,2011,14,3
Interactive query formulation over web service-accessed sources,Michalis Petropoulos; Alin Deutsch; Yannis Papakonstantinou,Abstract Integration systems typically support only a restricted set of queries over theschema they export. The reason is that the participating information sources contributelimited content and limited access methods. In prior work; these limited access methodshave often been specified using a set of parameterized views; with the understanding thatthe integration system accepts only queries which have an equivalent rewriting using theviews. These queries are called feasible. Infeasible queries are rejected without anexplanatory feedback. To help a developer; who is building an integration application; avoida frustrating trial-and-error cycle; we introduce the CLIDE query formulation interface; whichextends the QBE-like query builder of Microsoft's SQL Server with a coloring scheme thatguides the user toward formulating feasible queries. We provide guarantees that the …,Proceedings of the 2006 ACM SIGMOD international conference on Management of data,2006,14,0
The SQL++ unifying semi-structured query language; and an expressiveness benchmark of SQL-on-Hadoop; NoSQL and NewSQL databases,Kian Win Ong; Yannis Papakonstantinou; Romain Vernoux,Abstract SQL-on-Hadoop; NewSQL and NoSQL databases provide semi-structured datamodels (typically JSON based) and respective query languages. Lack of formal syntax andsemantics; idiomatic (non-SQL) language constructs and large variations in syntax;semantics and actual capabilities pose problems even to database experts: It is hard tounderstand; compare and use these languages. It is especially tedious to write software thatinteroperates between two of them or an SQL database and one of them. Towards solvingthese problems; first we formally specify the syntax and semantics of SQL++. It consists of asemi-structured data model (which extends both JSON and the relational data model) and aquery language that is fully backwards compatible with SQL. SQL++ is “unifying” in thesense that it is explicitly designed to encompass the data model and query language …,CoRR; abs/1405.3631,2014,13,3
Blended browsing and querying of xml in a lazy mediator system,Kevin D Munroe; Bertram Ludäscher; Yannis Papakonstantinou,Research in semistructured data and XML has focused on query languages; data extraction;and mediator systems for integrating heterogeneous sources. However; the issue of userinterfaces for browsing and querying semistructured data has largely been ignored despitethe fact that it is of primary importance as XML becomes more widely used as a dataexchange format and information model on the Web. To facilitate XML query constructionand browsing of results by the non-expert user; the DTD-based graphical user interface BBQ(Blended Browsing and Querying) has been developed as a front end to XML sources. It iscurrently used as a front-end to the virtual sources exported by the MIX mediator system[MIX; LPV00]. A virtual source may be an actual XML source or an XML view constructed bythe mediator.,Konstanz; Germany; March,2000,13,6
Searching digital information and databases,*,This application describes methods for searching digital information such as digitaldocuments (eg; web pages) and computer databases; and specific search techniques suchas authority ranking and information retrieval (IR) relevance ranking in keyword searches. Insome implementations; the technique includes analyzing digital information viewed as alabeled graph; including nodes and edges; based on a flow of authority among the nodesalong the edges; the flow of authority being derived at least in part from different authoritytransfer rates assigned to the edges based on edge type schema information. In someimplementations; the system includes an object rank module configured to generate multipleinitial rankings corresponding to multiple query keywords; each of the multiple initialrankings indicating authority of nodes in a graph with respect to each respective query …,*,2014,12,12
Application design and data flow analysis,*,Techniques; apparatuses; and systems for application design and application data flowanalysis. Techniques; apparatuses; and systems can include providing a design interface tocreate an application with different user groups and access rights; the design interfaceoperable to specify an action to include to a page of the application; where the action; wheninvoked; modifies the application state; receiving an action specification that describes anaccess rights modification that results from an invocation of the action during an execution ofthe application; where the access rights modification indicates an enabling or disabling ofone or more access rights of a user; and generating application specification queries andcommands to enforce access rights based on the access rights modification.,*,2014,11,4
View-based data integration,Yannis Katsis; Yannis Papakonstantinou,The valid time of a fact is the time when the fact is true in the modeled reality. Any subset ofthe time domain may be associated with a fact. Thus; valid timestamps may be sets of timeinstants and time intervals; with single instants and intervals being important special cases.Valid times are usually supplied by the user.,*,2009,11,8
Building XML query forms and reports with XQForms,Michalis Petropoulos; Yannis Papakonstantinou; Vasilis Vassalos,Abstract XQForms is the first generator of Web-based query forms and reports for XML data.XQForms takes inputs (i) an XML Schema that models the source data to be queried andpresented;(ii) a declarative specification; called XQForm annotation; of the query forms andreports that will be generated; and (iii) a set of template presentation libraries. The output isa set of query form and report pages that provide automated query construction and reportformatting so that the end users can query and browse the underlying XML data. XQFormsseparates content (given by the XML Schema of the source data); query form semantics(specified by the annotations) and presentation of the pages (provided by the templatelibrary). The system architecture is modular and consists of four main components:(a) acollection of query controls that generate query fragments based on the values that the …,Computer Networks,2002,11,18
Context-sensitive ranking for document retrieval,Liang Jeff Chen; Yannis Papakonstantinou,Abstract We study the problem of context-sensitive ranking for document retrieval; where acontext is defined as a sub-collection of documents; and is specified by queries provided bydomain-interested users. The motivation of context-sensitive search is that the ranking of thesame keyword query generally depends on the context. The reason is that the underlyingkeyword statistics differ significantly from one context to another. The query evaluationchallenge is the computation of keyword statistics at runtime; which involves expensiveonline aggregations. We appropriately leverage and extend materialized view research inorder to deliver algorithms and data structures that evaluate context-sensitive queriesefficiently. Specifically; a number of views are selected and materialized; eachcorresponding to one or more large contexts. Materialized views are used at query time to …,Proceedings of the 2011 ACM SIGMOD International Conference on Management of data,2011,10,18
Determining source contribution in integration systems,Alin Deutsch; Yannis Katsis; Yannis Papakonstantinou,Abstract Owners of sources registered in an information integration system; which providesanswers to a (potentially evolving) set of client queries; need to know their contribution to thequery results. We study the problem of deciding; given a client query Q and a sourceregistration R; whether R is (i)" self-sufficient"(can contribute to the result of Q even if it is theonly source in the system) or (ii)" now complementary"(can contribute; but only incooperation with other specific existing sources); or (iii)" later complementary"(can contributeif in the future appropriate new sources join the system). We consider open-world integrationsystems in which registrations are expressed using source-to-target constraints; and queriesare answered under" certain answer" semantics.,Proceedings of the twenty-fourth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2005,10,18
Combining Databases and Signal Processing in Plato.,Yannis Katsis; Yoav Freund; Yannis Papakonstantinou,ABSTRACT Sensors generate large amounts of spatiotemporal data that have to be storedand analyzed. However; spatiotemporal data still lack the equivalent of a DBMS that wouldallow their declarative analysis. We argue that the reason for this is that DBMSs have beenbuilt with the assumption that the stored data are the ground truth. This is not the case withsensor measurements; which are merely incomplete and inaccurate samples of the groundtruth. Based on this observation; we present Plato; an extensible DBMS for spatiotemporalsensor data that leverages signal processing algorithms to infer from the measurements theunderlying ground truth in the form of statistical models. These models are then used toanswer queries over the data. By operating on the model instead of the raw data; Platoachieves significant data compression and corresponding query processing speedup …,CIDR,2015,9,12
Declarative ajax web applications through sql++ on a unified application state,Yupeng Fu; Kian Win Ong; Yannis Papakonstantinou,Abstract: Implementing even a conceptually simple web application requires an inordinateamount of time. FORWARD addresses three problems that reduce developer productivity:(a)Impedance mismatch across the multiple languages used at different tiers of the applicationarchitecture.(b) Distributed data access across the multiple data sources of the application(SQL database; user input of the browser page; session data in the application server;etc).(c) Asynchronous; incremental modification of the pages; as performed by Ajax actions.FORWARD belongs to a novel family of web application frameworks that attack impedancemismatch by offering a single unifying language. FORWARD's language is SQL++; aminimally extended SQL. FORWARD's architecture is based on two novel cornerstones:(a) AUnified Application State (UAS); which is a virtual database over the multiple data …,arXiv preprint arXiv:1308.0656,2013,9,16
Do-It-Yourself database-driven web applications,Keith Kowalzcykowski; Alin Deutsch; Kian Win Ong; Yannis Papakonstantinou; Kevin Keliang Zhao; Michalis Petropoulos,UCSD's app2you project [15](commercialized as app2you. com) and its successorFORWARD project [11] 1 belong to the emerging space of Do-It-Yourself (DIY); custom;hosted; database-driven web application platforms that empower non-programmer businessprocess owners to rapidly and cheaply create and evolve applications customized to theirorganizations' data and process needs. The hoped-for outcome of DIY platforms isparalleled to the emergence of spreadsheets in the 80s and of graphical presentation toolsin the 90s [1]. Before the arrival of tools such as powerpoint; polished presentations had tobe prepared by graphics professionals. PowerPoint enabled us to do them ourselves.,Proceedings of the 4th Biennial Conference on Innovative Data Systems Research (CIDR’09),2009,8,12
SSD in-storage computing for list intersection,Jianguo Wang; Dongchul Park; Yang-Suk Kee; Yannis Papakonstantinou; Steven Swanson,Abstract Recently; there has been a renewed interest of in-storage computing in the contextof solid state drives (SSDs); called" Smart SSDs." Smart SSDs allow application-specificcode to execute inside SSDs. This allows applications to take advantage of the high internalbandwidth that Smart SSDs provide. This work studies the offloading of list intersection intoSmart SSDs; because intersection is prominent in both search engines and analyticsqueries. Furthermore; intersection is interesting because the algorithms are more complexthan plain scans; they are affected by multiple parameters; as we show; and provide lessonsthat can be used in other operations also. We are interested to know whether Smart SSDscan accelerate the processing of list intersection and reduce the consumed energy.Intuitively; the answer is yes. However; the performance tradeoffs on real devices are …,Proceedings of the 12th International Workshop on Data Management on New Hardware,2016,7,12
Interactive source registration in community-oriented information integration,Yannis Katsis; Alin Deutsch; Yannis Papakonstantinou,Abstract Modern Internet communities need to integrate and query structured information.Employing current information integration infrastructure; data integration is still a very costlyeffort; since source registration is performed by a central authority which becomes abottleneck. We propose the community-based integration paradigm which pushes thesource registration task to the independent community members. This creates newchallenges caused by each community member's lack of a global overview on how her datainteracts with the application queries of the community and the data from other sources. Howcan the source owner maximize the visibility of her data to existing applications; whileminimizing the clean-up and reformatting cost associated with publishing? Does her datacontradict (or could it contradict in the future) the data of other sources? We introduce …,Proceedings of the VLDB Endowment,2008,7,12
XQuery midflight: Emerging database-oriented paradigms and a classification of research advances,Ioana Manolescu; Yannis Papakonstantinou,Page 1. 1 XQuery midflight: Emerging Database-Oriented Paradigms and a Classification ofResearch Advances Ioana Manolescu INRIA; France Yannis Papakonstantinou UCSD; USAApril 5; 2005 Page 2. 2 Outline Tuple-based evaluation of XQuery XQDMA: an abstraction ofthe XQuery data model Unified tuple-based algebra Related work Page 3. 3 Tuple-basedEvaluation of XQuery Page 4. 4 Database Research Meets XQuery Processing Databaseresearch has succeeded on querying large data volumes Tuple-based algebras have beenkey ingredient Relational; OQL Algebraic cost-based optimization Set-at-a-time query processingprimitives (eg join) Several tuple-based algebras for XQuery similar; yet different PRIMARY GOAL:Formal definition of a unifying tuple-based algebra for processing XQuery functional coverageBetter communication in research and education Page 5. 5 …,ICDE,2005,7,12
Blending browsing and querying of XML in a lazy mediator system,KD Munroe; B Ludscher; Y Papakonstantinou,*,Extending database technology,2000,7
