Approximate structural matching over ordered XML documents,Nitin Agarwal; Magdiel Galan Oliveras; Yi Chen,There is an increasing need for an XML query engine that not only searches for exactmatches to a query but also returns" query-like" structures. We have designed anddeveloped XFinder; an efficient top K tree pattern query evaluation system; which reducesthe problem of approximate tree structural matching to a simpler problem of subsequencematching. However; since not all subsequences correspond to valid tree structures; it isexpensive to enumerate common subsequences between XML data and query and thenfilter the invalid ones. XFinder addresses this challenge by detecting and pruning structurallyirrelevant subsequence matches as early as possible. Experiments show the efficiency ofXFinder on various data and query sets.,Database Engineering and Applications Symposium; 2007. IDEAS 2007. 11th International,2007,11,20
Qpiad: Query processing over incomplete autonomous databases,Hemal Khatri; Jianchun Fan; Yi Chen; Subbarao Kambhampati,Incompleteness due to missing attribute values (aka" null values") is very common inautonomous Web databases; on which user accesses are usually supported throughmediators. Traditional query processing techniques that focus on the strict soundness ofanswer tuples often ignore tuples with critical missing attributes; even if they wind up beingrelevant to a user query. Ideally we would like the mediator to retrieve such relevantuncertain answers and gauge their relevance by accessing their likelihood of being relevantanswers to the query. However; the autonomous nature of the databases poses severalchallenges; such as the restricted access privileges; limited query patterns; and sensitivity ofdatabase and network resource consumption in the Web environment. We introduce a novelquery rewriting and optimization framework QPIAD that tackles these challenges to …,Data Engineering; 2007. ICDE 2007. IEEE 23rd International Conference on,2007,11,20
MASS: a multi-facet domain-specific influential blogger mining system,Yichuan Cai; Yi Chen,With rapid development of web 2.0 technology and e-business; bloggers play significantroles in the blogosphere as well as the external world. In particular; influential bloggers canbring great business values to modern enterprise. Despite that several systems for mininginfluential bloggers are available; they measure the influence of bloggers in general ratherthan domain specific; which is not applicable for real application requirements; such asbusiness advertisement; personalized recommendation and so on. In this paper; wepropose an effective model to mine the top-k influential bloggers according to their interestdomains; the impact and attitude of the comments to their posts; as well as their authority inthe network of page links. In this demonstration; we present MASS; an effective system formining influential bloggers. We will present the techniques in MASS; its experimental …,Data Engineering (ICDE); 2010 IEEE 26th International Conference on,2010,10,20
Reliable ticket routing in expert networks,Gengxin Miao; Louise E Moser; Xifeng Yan; Shu Tao; Yi Chen; Nikos Anerousis,Abstract Problem ticket resolution is an important aspect of the delivery of IT services. Alarge service provider needs to handle; on a daily basis; thousands of tickets that reportvarious types of problems. Many of those tickets bounce among multiple expert groupsbefore being transferred to the group with the expertise to solve the problem. Finding amethodology that can automatically make reliable ticket routing decisions and that reducessuch bouncing and; hence; shortens ticket resolution time is a long-standing challenge.Reliable ticket routing forwards the ticket to an expert who either can solve the problemreported in the ticket; or can reach an expert who can resolve the ticket. In this chapter; wepresent a unified generative model; the Optimized Network Model (ONM); that characterizesthe lifecycle of a ticket; using both the content and the routing sequence of the ticket. ONM …,*,2012,9,15
Mining influential bloggers: from general to domain specific,Yichuan Cai; Yi Chen,Abstract With rapid development of web 2.0 technology and e-business; bloggers playsignificant roles in the whole blogosphere as well as the external world. Specially; the mostinfluential bloggers can bring great business values to modern enterprise in multiple ways;by increasing market profits and enlarging business impacts. The bloggers' influences canbe deployed only in a specific domain; eg computer companies only can utilize the influencebloggers' expertise in computer knowledge; not their expertise in modern art or others.Despite that several influential bloggers mining systems are available; none of themconsider the domain specific feature and their evaluations are based on generic influence;which is not applicable for real application requirements; such as business advertisement;personalized recommendation and so on. In this paper; we propose an effective model to …,Knowledge-Based and Intelligent Information and Engineering Systems,2009,9,15
Modeling and storing scientific protocols,Natalia Kwasnikowska; Yi Chen; Zoé Lacroix,Abstract We propose an abstract model for scientific protocols; where several atomicoperators are proposed for protocol composition. We distinguish two different layersassociated with scientific protocols: design and implementation; and discuss the mappingbetween them. We illustrate our approach with a representative example and describeProtocolDB; a scientific protocol repository currently in development. Our approach benefitsscientists by allowing the archiving of scientific protocols with the collected data sets toconstitute a scientific portfolio for the laboratory to query; compare and revise protocols.,On the Move to Meaningful Internet Systems 2006: OTM 2006 Workshops,2006,8,10
Viewability prediction for online display ads,Chong Wang; Achir Kalra; Cristian Borcea; Yi Chen,Abstract As a massive industry; display advertising delivers advertisers' marketing messagesto attract customers through graphic banners on webpages. Advertisers are charged by adserving; where their ads are shown in web pages. However; recent studies show that abouthalf of the ads were actually never seen by users because they do not scroll deep enough tobring the ads in-view. Thus; the ad pricing standards are shifting to a new model: ads arepaid if they are in view; not just being served. To the best of our knowledge; this paper is thefirst to address the important problem of ad viewability prediction which can improve theperformance of guaranteed ad delivery; real-time bidding; as well as recommender systems.We analyze a real-life dataset from a large publisher; identify a number of features thatimpact the scroll depth for a given user and a page; and propose a probabilistic latent …,Proceedings of the 24th ACM International on Conference on Information and Knowledge Management,2015,7,22
Generating sound workflow views for correct provenance analysis,Ziyang Liu; Susan B Davidson; Yi Chen,Abstract Workflow views abstract groups of tasks in a workflow into high level compositetasks; in order to reuse subworkflows and facilitate provenance analysis. However; unless aview is carefully designed; it may not preserve the dataflow between tasks in the workflow;that is; it may not be sound. Unsound views can be misleading and cause incorrectprovenance analysis. This article studies the problem of efficiently identifying and correctingunsound workflow views with minimal changes; and constructing minimal sound andelucidative workflow views with a set of user-specified relevant tasks. In particular; tworelated problems are investigated. First; given a workflow view; we wish to split eachunsound composite task into the minimal number of tasks; such that the resulting view issound. Second; given a workflow and a set of user specified relevant tasks; we generate …,ACM Transactions on Database Systems (TODS),2011,7,20
Evaluating Rank Accuracy based on Incomplete Pairwise Preferences,Brian Ackerman; Yi Chen,ABSTRACT Existing methods to measure the rank accuracy of a recommender systemassume the ground truth is either a set of user ratings or a total ordered list of items given bythe user with possible ties. However; in many applications we are only able to obtain implicituser feedback; which does not provide such comprehensive information; but only gives a setof pairwise preferences among items. Generally such pairwise preferences are notcomplete; and thus may not deduce a total order of items. In this paper; we propose a novelmethod to evaluate rank accuracy; expected discounted rank correlation; which addressesthe unique challenges of handling incomplete pairwise preferences in ground truth and alsoputs an emphasis on properly ranking items that users most prefer.,Workshop of the ACM Conference on Recommender Systems,2011,7,20
Cods: Evolving data efficiently and scalably in column oriented databases,Ziyang Liu; Sivaramakrishnan Natarajan; Bin He; Hui-I Hsiao; Yi Chen,Abstract Database evolution is the process of updating the schema of a database or datawarehouse (schema evolution) and evolving the data to the updated schema (dataevolution). Database evolution is often necessitated in relational databases due to thechanges of data or workload; the suboptimal initial schema design; or the availability of newknowledge of the database. It involves two steps: updating the database schema; andevolving the data to the new schema. Despite the capability of commercial RDBMSs to welloptimize query processing; evolving the data during a database evolution through SQLqueries is shown to be prohibitively costly. We designed and developed CODS; a platformfor efficient data level data evolution in column oriented databases; which evolves the datato the new schema without materializing query results or unnecessary compression …,Proceedings of the VLDB Endowment,2010,7,10
Challenges; Techniques and Directions in Building XSeek: an XML Search Engine,Ziyang Liu; Peng Sun; Yu Huang; Yichuan Cai; Yi Chen,Abstract The importance of supporting keyword searches on XML data has been widelyrecognized. Different from structured queries; keyword searches are inherently ambiguousdue to the inability/unwillingness of users to specify pinpoint semantics. As a result;processing keyword searches involves many unique challenges. In this paper we discussthe motivation; desiderata and challenges in supporting keyword searches on XML data.Then we present an XML keyword search engine; XSeek; which addresses the challengesin several aspects: identifying explicit relevant nodes; identifying implicit relevant nodes; andgenerating result snippets. At last we discuss the remaining issues and future researchdirections. 1,IEEE Data Eng. Bull.,2009,7,10
Efficient Path Query Processing on Encoded XML,Yi Chen; George A Mihaila; Susan B Davidson; Sriram Padmanabhan,ABSTRACT As XML has become a popular format for information exchange; the efficientprocessing of broadcast XML data on a constrained device (for example; a cell phone or aPDA) becomes a critical task. In this paper we present the EXPedite system: a new model ofdata processing; which “migrates” the power of the data-sending server to receivers forefficient processing. It consists of a general encoding scheme for servers; and streamingquery processing algorithms on encoded XML stream for client devices. Preliminaryexperiments show the impressive performance of the EXPedite system.,Proceedings of International Workshop on High Performance XML Processing,2004,7,0
Ranking friendly result composition for XML keyword search,Ziyang Liu; Yichuang Cai; Yi Shan; Yi Chen,Abstract This paper addresses an open problem of keyword search in XML trees: givenrelevant matches to keywords; how to compose query results properly so that they can beeffectively ranked and easily understood by users. The approaches adopted in the literatureare oblivious to user search intention; making ranking schemes ineffective on such results.Intuitively; each query has a search target and each result should contain exactly oneinstance of the search target along with its evidence about its relevance to the query. In thispaper; we design algorithms that compose atomic and intact query results driven by users'search targets. To infer search targets; we analyze return specifications in the query; themodifying relationship among keyword matches and the entities involved in the search.Experimental evaluationsvalidate the effectiveness and efficiency of our approach.,International Conference on Conceptual Modeling,2015,6,20
Differentiating search results on structured data,Ziyang Liu; Yi Chen,Abstract Studies show that about 50&percnt; of Web search is for information explorationpurposes; where a user would like to investigate; compare; evaluate; and synthesizemultiple relevant results. Due to the absence of general tools that can effectively analyzeand differentiate multiple results; a user has to manually read and comprehend potentiallarge results in an exploratory search. Such a process is time consuming; labor intensiveand error prone. Interestingly; we find that the metadata information embedded in structureddata provides a potential for automating or semi-automating the comparison of multipleresults. In this article we present an approach for structured data search result differentiation.We define the differentiability of query results and quantify the degree of difference. Then wedefine the problem of identifying a limited number of valid features in a result that can …,ACM Transactions on Database Systems (TODS),2012,6,20
An XML framework for integrating continuous queries; composite event detection; and database condition monitoring for multiple data streams,Susan Urban; Suzanne Dietrich; Yi Chen,Abstract With advancements in technology over the last ten years; data management issueshave evolved from a stored persistent form to also include streaming data generated fromsensors and other software monitoring tools. Furthermore; distributed; event-based systemsare becoming more prevalent; with a need to develop applications that can dynamicallyrespond to information extracted from data streams. This research is investigating theintegration of stream processing and event processing techniques; with expressive filteringcapabilities that include queries over persistent databases to provide application context tothe filtering process. Distributed Event Processing Agents (DEPAs) continuously filter eventsfrom multiple data streams of different formats that provide XML views. Composite events fordata streams are expressed using the Composite Event Detection Language (CEDL) and …,Dagstuhl Seminar Proceedings,2007,6,15
Context-aware experience extraction from online health forums,Yunzhong Liu; Yi Chen; Jiliang Tang; Huan Liu,Online health forums provide a large repository for patients; caregivers; and researchers toseek valuable information. The extraction of patient-reported personal health experiencefrom the forums has many important applications. For example; medical researchers candiscover trustable knowledge from the extracted experience. Patients can search for peerswith similar experience and connect with them. In this paper; we model the extraction ofpatient experience as a classification problem: classifying each sentence in a forum post ascontaining patient experience or not containing patient experience. We propose to exploitthe sentence context information for such experience extraction task; and classify the contextinformation into global context and local context. A unified Context-Aware ExperienceExtraction (CARE) framework is proposed to incorporate these two types of context …,Healthcare Informatics (ICHI); 2015 International Conference on,2015,5,20
BayesWipe: A Multimodal System for Data Cleaning and Consistent Query Answering on Structured Data,Sushovan De; Yuheng Hu; Yi Chen; Subbarao Kambhampati,ABSTRACT Recent efforts in data cleaning have focused mainly on problems like datadeduplication; record matching; and data standardization; none of these focus on fixingincorrect attribute values in tuples. Correcting values in tuples is typically performed by aminimum cost repair of tuples that violate static constraints like CFDs (which have to beprovided by domain experts; or learned from a clean sample of the database). In this paper;we provide a method for correcting individual attribute values in a structured database usinga Bayesian generative model and a statistical error model learned from the noisy databasedirectly. We thus avoid the necessity for a domain expert or master data. We also show howto efficiently perform consistent query answering using this model over a dirty database; incase write permissions to the database are unavailable. We evaluate our methods over …,Big Uncertain Data (BUDA),2014,5,0
Learning thread reply structure on patient forums,Yunzhong Liu; Feng Chen; Yi Chen,Abstract The thread reply structure on patient forums is important for users and automatedtechniques to understand the discussion content and search information effectively.However; most online patient forums only have partially labeled structures. In patient forums;the discussions by patients and caregivers contain abundance of person references; whichprovide strong indication of the thread reply structure. In this paper; we propose usingperson reference resolution; combined with a statistical machine learning model; to learn theunknown thread structure on patient forums. Our preliminary performance evaluation hasverified the effectiveness of the proposed approaches.,Proceedings of the 2013 international workshop on Data management & analytics for healthcare,2013,5,20
Patient-Centered Information Extraction for Effective Search on Healthcare Forum.,Yunzhong Liu; Yi Chen,Abstract Online healthcare forums are one of the major social media in Health 2.0 forpatients and caregivers to share personal experience and to help each other. However;current forums do not support effective information search and thus users are unable to fullyleverage the rich information in the forums. In this work; we propose patient-centeredinformation extraction to better organize the information in the forum and have developed apatient-centered medical information database extracted from a forum. In this system; thepatients discussed on the forum are identified and their shared medical information isaggregated and associated with the corresponding patients. The experimental evaluationshows that our system can provide better information search results than traditionalapproaches.,SBP,2013,5,12
Query Results Ready; Now What?,Ziyang Liu; Yi Chen,*,IEEE Data Engineering Bulletin,2010,5
Connecting the Dots: Knowledge Discovery in Online Healthcare Forums,Yi Chen; Yunzhong Liu,Abstract Online healthcare forums provide a valuable platform for people to discoverknowledge. However; existing approaches rely on the syntactic information units; such as asentence; a post; or a thread; to bind different pieces of information in a forum. In this work;we propose to connect the pieces of information by a semantic information unit; patients.Specifically; we connect the information of diseases; symptoms; treatments; and effects tothe patient who experiences them; and thus enable effective knowledge discovery.,Proceedings of the Sixteenth International Conference on Electronic Commerce,2014,4,15
WOLVES: achieving correct provenance analysis by detecting and resolving unsound workflow views,Peng Sun; Ziyang Liu; Sivaramakrishnan Natarajan; Susan B Davidson; Yi Chen,Abstract Workflow views abstract groups of tasks in a workflow into composite tasks; and areused for simplifying provenance analysis; workflow sharing and reuse. An unsound viewdoes not preserve the dataflow between tasks in the workflow; and can therefore causeincorrect provenance analysis. In this demo we present WOLVES; a system that efficientlyidentifies and corrects unsound workflow views with minimal changes (view correction).Since the view correction problem is NP-hard; WOLVES allows the user to choose betweentwo forms of local optimality; strong and weak. Efficient time algorithms achieving theseoptimalities are implemented in WOLVES.,Proceedings of the VLDB Endowment,2009,4,20
BayesWipe: A multimodal system for data cleaning and consistent query answering on structured bigdata,Sushovan De; Yuheng Hu; Yi Chen; Subbarao Kambhampati,Recent efforts in data cleaning of structured data have focused exclusively on problems likedata deduplication; record matching; and data standardization; none of these focus on fixingincorrect attribute values in tuples. Correcting values in tuples is typically performed by aminimum cost repair of tuples that violate static constraints like CFDs (which have to beprovided by domain experts; or learned from a clean sample of the database). In this paper;we provide a method for correcting individual attribute values in a structured database usinga Bayesian generative model and a statistical error model learned from the noisy databasedirectly. We thus avoid the necessity for a domain expert or clean master data. We also showhow to efficiently perform consistent query answering using this model over a dirty database;in case write permissions to the database are unavailable. We evaluate our methods over …,Big Data (Big Data); 2014 IEEE International Conference on,2014,3,20
Patient-centric; multi-role; and multi-dimension information exploration on online healthcare forums,Yunzhong Liu; Yi Chen,Abstract Online healthcare forums provide a valuable platform for people to share medicalinformation and support each other. However; currently the rich information shared onhealthcare forums has not been fully explored. In this work; we first motivate the need forpatient-centric; multi-role; and multi-dimension information exploration. We then present ourpatient-centric information exploration prototype system and show its effectiveness withpreliminary experiment evaluation. We have also identified some potential techniques formulti-role and multi-dimension information exploration.,Proceedings of the sixth workshop on Ph. D. students in information and knowledge management,2013,3,10
On user views in scientific workflow systems,Susan Davidson; Yi Chen; Peng Sun; Sarah Cohen-Boulakia,Abstract—An increasing number of scientific workflow systems are providing support for theautomated tracking and storage of provenance information. However; the amount ofprovenance information recorded can become very large; even for a single execution of aworkflow–[6] estimates a ten-fold blowup of the size of the original input data. There istherefore a need to provide ways of allowing users to focus their attention on meaningfulprovenance information in provenance queries. We highlight recent work in this area onuser views; showing how they can be efficiently computed given user input on relevance; orand how pre-existing views can be corrected to provide accurate provenance information.We also discuss how to search a repository of workflow specifications and their views;returning workflows at an appropriate level of complexity with respect to a hierarchy of …,Proceedings of the First International Conference on Semantic Web in Provenance Management-Volume 526,2009,3,15
BayesWipe: A Scalable Probabilistic Framework for Improving Data Quality,Sushovan De; Yuheng Hu; Venkata Vamsikrishna Meduri; Yi Chen; Subbarao Kambhampati,Abstract Recent efforts in data cleaning of structured data have focused exclusively onproblems like data deduplication; record matching; and data standardization; none of theapproaches addressing these problems focus on fixing incorrect attribute values in tuples.Correcting values in tuples is typically performed by a minimum cost repair of tuples thatviolate static constraints like Conditional Functional Dependencies (which have to beprovided by domain experts or learned from a clean sample of the database). In this article;we provide a method for correcting individual attribute values in a structured database usinga Bayesian generative model and a statistical error model learned from the noisy databasedirectly. We thus avoid the necessity for a domain expert or clean master data. We also showhow to efficiently perform consistent query answering using this model over a dirty …,Journal of Data and Information Quality (JDIQ),2016,2,13
Exploiting and Maintaining Materialized Views for XML Keyword Queries,Ziyang Liu; Yi Chen,Abstract Keyword query is a user-friendly mechanism for retrieving useful information fromXML data in Web and scientific applications. Inspired by the performance benefits ofexploiting materialized views when processing structured queries; we investigate thefeasibility and present a general framework for answering XML keyword queries usingmaterialized views. Then we develop an XML keyword search engine that leveragesmaterialized views for query evaluation and maintains materialized views incrementallyupon XML data update. Experimental evaluation demonstrates the significance andefficiency of our approach.,ACM Transactions on Internet Technology (TOIT),2012,2,1
XSACT: a comparison tool for structured search results,Ziyang Liu; Sivaramakrishnan Natarajan; Peng Sun; Stephen Booher; Tim Meehan; Robert Winkler; Yi Chen,Abstract Studies show that about 50% of web search is for information exploration purpose;where a user would like to investigate; compare; evaluate; and synthesize multiple relevantresults. Due to the absence of general tools that can effectively analyze and differentiatemultiple results; a user has to manually read and comprehend potentially large results in anexploratory search. Such a process is time consuming; labor intensive and error prone. Withmeta information embedded; keyword search on structured data provides the potential forautomating or semi-automating the comparison of multiple results. In this demo we present asystem XSACT for differentiating search results on structured data. XSACT takes as input aset of structured results; and outputs a Differentiation Feature Set (DFS) for each result tohighlight their differences within a size bound. The problem of generating DFSs with …,Proceedings of the VLDB Endowment,2010,2,19
Storing and Discovering Critical Workflows from Log in Scientific Exploration,Qihong Shao; Michel Kinsy; Yi Chen,This paper aims at effectively reproducing the results of previous scientific workflowexecutions. We first identify the information that needs to be recorded in a workflowexecution log; based on which we then determine the data flow among experiments. Toeffectively record a workflow execution log in a relational database management system(RDBMS) when the workflow design is absent; we propose a generic relational storageschema. Then techniques have been designed to automatically discover the minimal set ofexperiments that must be performed in order to reproduce a scientific result by posingappropriate SQL queries. Although such SQL queries can be evaluated using an off-the-shelf database system; we investigate the unique characteristics of the workflow log dataand optimization techniques for evaluating such SQL queries efficiently.,Services; 2007 IEEE Congress on,2007,2,20
Webpage Depth-level Dwell Time Prediction,Chong Wang; Achir Kalra; Cristian Borcea; Yi Chen,Abstract The amount of time spent by users at specific page depths within webpages; calleddwell time; can be used by web publishers to decide where to place online ads and whattype of ads to place at different depths within a webpage. This paper presents a model topredict the dwell time for a given" user; webpage; depth" triplet based on historic datacollected by publishers. Dwell time prediction is difficult due to user behavior variability anddata sparsity. We adopt the Factorization Machines model because it is able to capture theinteraction between users and webpages; overcome the data sparsity issue; and provideflexibility to add auxiliary information such as the visible area of a user's browser.Experimental results using data from a large web publisher demonstrate that our modeloutperforms deterministic and regression-based comparison models.,Proceedings of the 25th ACM International on Conference on Information and Knowledge Management,2016,1,0
Searching; analyzing and exploring databases,Yi Chen; Wei Wang; Ziyang Liu,Abstract Keyword based search; analysis and exploration enables users to easily accessdatabases without the need to learn a structured query language and to study possiblycomplex data schemas. Supporting keyword based search; analysis and exploration ondatabases has become an emerging hot area in database research and development due toits substantial benefit. Researchers from different disciplines are working together to tacklevarious challenges in this area. This tutorial aims at outlining the problem space ofsupporting keyword based search; analysis and exploration on databases; introducingrepresentative and state-of-the-art techniques that address different aspects of the problem;and discussing further challenges and potential future research directions. The tutorial willprovide the researchers and developers a systematic and organized view on the …,International Conference on Database Systems for Advanced Applications,2011,1,17
GenerIE: Information extraction using database queries,Luis Tari; Huy Tu Phan; Jörg Hakenberg; Yi Chen; Cao Son Tran; Graciela Gonzalez; Chitta Baral,Information extraction systems are traditionally implemented as a pipeline of special-purpose processing modules. A major drawback of such an approach is that whenever anew extraction goal emerges or a module is improved; extraction has to be re-applied fromscratch to the entire text corpus even though only a small part of the corpus might beaffected. In this demonstration proposal; we describe a novel paradigm for informationextraction: we store the parse trees output by text processing in a database; and thenexpress extraction needs using queries; which can be evaluated and optimized bydatabases. Compared with the existing approaches; database queries for informationextraction enable generic extraction and minimize reprocessing. However; such anapproach also poses a lot of technical challenges; such as language design; optimization …,Data Engineering (ICDE); 2010 IEEE 26th International Conference on,2010,1,15
Keyword Search on XML Data,Ziyang Liu; Yi Chen,Information search is an indispensable component of our lives. Due to the vast collections ofXML data on the web and in enterprises; providing users with easy access to XML is highlydesirable. The classical way of accessing XML data is through issuing structured queries;such as XPath/XQuery. However; in many applications it is inconvenientor impossible forusers to learn these query languages. Besides; the requirement that the user needs tocomprehend data schemas may well be overwhelming and infeasible; as the schemas arelikely complex; fast-evolving; or unavailable. A natural question to askis whether we canempower users to effectively access XML data simply using keyword queries. Ideally theresult of a keyword search on XML will automatically assemble relevantpieces of data,*,2010,1,0
Detecting and resolving unsound workflow views for efficient provenance analysis,Peng Sun; Ziyang Liu; S Davidson; Yi Chen,ABSTRACT Workflow views abstract groups of tasks in a workflow into high level compositetasks; in order to reuse sub-workflows and to facilitate provenance analysis. However;unless a view is carefully designed it may not preserve the dataflow between tasks in theworkflow; ie it may not be sound. Unsound views can be misleading and cause incorrectprovenance analysis. This paper studies the problem of efficiently identifying and correctingunsound workflow views with minimal changes. In particular; given a workflow view; we wishto split each unsound composite task into the minimal number of groups; such that theresulting view is sound. We prove that this problem is NP-hard by reduction fromindependent set. We then propose two local optimality conditions (weak and strong); anddesign polynomial time algorithms for correcting unsound views subject to these …,*,2009,1,20
Integrating querying and retrieval for biomedical information extraction,Luis Tari; Phan Huy Tu; Jörg Hakenberg; Yi Chen; Tran Cao Son; Graciela Gonzalez; Chitta Baral,Abstract—Biomedical natural language processing (BioNLP) involves the automaticprocessing of documents in the biomedical domain for the purpose of extracting informationof interest from them. A common approach to BioNLP is through sequential application of aselection of modules (such as a named entity recognizer and a grammar parser followed byextraction) where the aggregated output is stored in an application-specific format. A majordrawback of this approach is that if a particular module is improved; then one needs to re-process the data from that point forward in order for the improvement to have an impact onthe final output. We propose a data-centric approach to minimize such re-computation byusing a database approach where the result of processing some general modules arestored in an appropriately designed database; and specific modules are implemented as …,*,2009,1,20
Patient‐centered and experience‐aware mining for effective adverse drug reaction discovery in online health forums,Yunzhong Liu; Jinhe Shi; Yi Chen,Abstract Adverse Drug Reactions (ADRs) have become a serious health problem and evena leading cause of death in the United States. Pre-marketing clinical trials and traditionalpost-marketing surveillance using voluntary and spontaneous report systems are insufficientfor ADR detection. On the other hand; online health forums provide valuable evidences in alarge scale and in a timely fashion through the active participation of patients; caregivers;and doctors. In this article; we present patient-centered and experience-aware miningframework for effective ADR discovery using online health forum data. Our experimentalevaluation with both an official ADR knowledge base and human-annotated ground truthverifies the effectiveness of the proposed method for ADR discovery.,Journal of the Association for Information Science and Technology,*,1,23
Probabilistic Models for Ad Viewability Prediction on the Web,Chong Wang; Achir Kalra; Li Zhou; Cristian Borcea; Yi Chen,Online display advertising has becomes a billion-dollar industry; and it keeps growing.Advertisers attempt to send marketing messages to attract potential customers via graphicbanner ads on publishers' webpages. Advertisers are charged for each view of a page thatdelivers their display ads. However; recent studies have discovered that more than half ofthe ads are never shown on users' screens due to insufficient scrolling. Thus; advertiserswaste a great amount of money on these ads that do not bring any return on investment.Given this situation; the Interactive Advertising Bureau calls for a shift toward charging byviewable impression; ie; charge for ads that are viewed by users. With this new pricingmodel; it is helpful to predict the viewability of an ad. This paper proposes two probabilisticlatent class models (PLC) that predict the viewability of any given scroll depth for a user …,IEEE Transactions on Knowledge and Data Engineering,2017,*,21
Keyword Search on Temporal Graphs,Ziyang Liu; Chong Wang; Yi Chen,Archiving graph data over history is demanded in many applications; such as social networkstudies; collaborative projects; scientific graph databases; and bibliographies. Typicallypeople are interested in querying temporal graphs. Existing keyword search approaches forgraph-structured data are insufficient for querying temporal graphs. This paper initiates thestudy of supporting keyword-based queries on temporal graphs. We propose a searchsyntax that is a moderate extension of keyword search; which allows casual users to easilysearch temporal graphs with optional predicates and ranking functions related totimestamps. To generate results efficiently; we first propose a best path iterator; which findsthe paths between two data nodes in each snapshot that is the “best” with respect to threeranking factors. It prunes invalid or inferior paths and maximizes shared processing …,IEEE Transactions on Knowledge and Data Engineering,2017,*,0
Constructing target-aware results for keyword search on knowledge graphs,Yi Shan; Mingda Li; Yi Chen,Abstract Existing work of processing keyword searches on graph data focuses on efficiencyof result generation. However; being oblivious to user search intention; a query result maycontain multiple instances of user search target; and multiple query results may containinformation for the same instance of user search target. With the misalignment betweenquery results and search targets; a ranking function is unable to effectively rank theinstances of search targets. In this paper we propose the concept of target-aware queryresults driven by inferred user search intention. We leverage the Information Theory anddevelop a general probability model to infer search targets by analyzing return specifiers;modifiers; relatedness relationships; and query keywords' information gain. Then wepropose two important properties for a target-aware result: atomicity and intactness. We …,Data & Knowledge Engineering,2017,*,10
Ad Blocking and Counter-Ad Blocking: Analysis of Online Ad Blocker Usage,Shuai Zhao; Chong Wang; Achir Kalra; Leon Vaks; Cristian Borcea; Yi Chen,Abstract Compared with online advertising industry; there is an even faster increase of adblocker usage; which influence badly on publishers' and advertisers' business. Thus moreand more companies initialize their counter-ad blocking strategies; in which customerschoose to either disable their ad blockers or leave without seeing the content. There are alsocompanies which abandon their counter-ad blocking strategies after conducting them for awhile due to insufficient understanding of users' ad blocking behavior. In this study; weemployed a quasi-experiment framework and collected a large-size data with thecooperation with Forbes Media. We aim to identify factors influencing ad blocker usage.Furthermore; we will model the interaction effects among user profile; online behaviorpatterns; device features on ad blocker usage propensity. Our study contributes the …,*,2017,*,20
Revenue-Optimized Webpage Recommendation,Chong Wang; Achir Kalra; Cristian Borcea; Yi Chen,As a massive industry; display advertising delivers advertisers' marketing messages toattract customers throughbanners shown on webpages. For publishers; ie websites; displayadvertising is the most critical revenue source. Most existing webpage recommendersystems suggest webpages based on user interests only. However; the articles of interest tospecific users may not be profitable to publishers. Conversely; only recommending the mostprofitable articles may lose publishers' user base. To address this issue; we will conduct aseries of investigations and design Revenue-Optimized Recommendation; aims torecommend users webpages that optimize interestingness and ad revenue.,Data Mining Workshop (ICDMW); 2015 IEEE International Conference on,2015,*,15
Scalable Query Optimization for Efficient Data Processing Using MapReduce,Yi Shan; Yi Chen,MapReduce is widely acknowledged by both industry and academia as an effectiveprogramming model for query processing on big data. It is crucial to design an optimizerwhich finds the most efficient way to execute an SQL query using MapReduce. However;existing work in parallel query processing either falls short of optimizing an SQL query usingMapReduce or the time complexity of the optimizer it uses is exponential. Also; industrysolutions such as HIVE; and YSmart do not optimize the join sequence of an SQL query andcannot guarantee an optimal execution plan. In this paper; we propose a scalable optimizerfor SQL queries using MapReduce; named SOSQL. Experiments performed on GoogleCloud Platform confirmed the scalability and efficiency of SOSQL over existing work.,Big Data (BigData Congress); 2015 IEEE International Congress on,2015,*,20
Guest Editors Introduction: Special Section on Keyword Search on Structured Data,Surajit Chaudhuri; Yi Chen; Jeffrey Xu Yu,WITH the prevalence of Web search engines; keyword search has become the most popularway for users to retrieve information from text documents. On the other hand; there is anenormous amount of valuable information stored in structured form (relational orsemistructured) in Internet; intranet; and enterprise databases. To query such data sources;users traditionally depended on specialized applications because for most users it is difficultto use structured or semistructured query languages. In recent years; enterprise search hasgained popularity where a,IEEE Transactions on Knowledge and Data Engineering,2011,*,19
Accelerating Problem Solving in Collaborative Social Networks,Yi Chen; Shu Tao; Xifeng Yan,*,5th International Workshop on  Personalized Access; Profile Management; and Context Awareness in Databases,2011,*
Data Quality and Provenance in Information Integration,Yi Chen,*,Workshop on Information Integration,2006,*
Efficient XPath query processing on stored and streaming XML data,Yi Chen,Abstract With XML emerging as the de facto standard for data representation format; efficientquery evaluation on XML data is a very important research challenge. Different applicationsrequire queries to be evaluated using different processing models. In some applications;XML data needs to be stored locally for query processing; for example; scientific data. Inother applications; XML data arrives continuously as a stream and requires on-lineprocessing; such as the streams for stock and traffic information.^ In this thesis we discusshow to efficiently evaluate XPath queries on locally stored XML data and XML streams. Wealso exploit an encoding format to speed up query processing.^ For locally stored XML data;a Bi-LAbeling based System (BLAS) is proposed to efficiently process XPath queries byleveraging well-developed relational technology. Compared to existing work on XPath …,*,2005,*,22
