Evaluating probabilistic queries over imprecise data,Reynold Cheng; Dmitri V Kalashnikov; Sunil Prabhakar,Abstract Many applications employ sensors for monitoring entities such as temperature andwind speed. A centralized database tracks these entities to enable query processing. Due tocontinuous changes in these values and limited resources (eg; network bandwidth andbattery power); it is often infeasible to store the exact values at all times. A similar situationexists for moving object environments that track the constantly changing locations of objects.In this environment; it is possible for database queries to produce incorrect or invalid resultsbased upon old data. However; if the degree of error (or uncertainty) between the actualvalue and the database value is controlled; one can place more confidence in the answersto queries. More generally; query answers can be augmented with probabilistic estimates ofthe validity of the answers. In this paper we study probabilistic query evaluation based …,Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,737,10
The relationship between Modic changes and the degree of disc degeneration in degenerative spondylolisthesis [J],Wen-wu QIAN; Yi CHENG; Li-peng YU; Guo-yong YIN; Ning ZHANG,Objective: To study the relationship between Modic changes and the degree of discdegeneration in patients with degenerative spondylolisthesis before surgery. Methods: FromJanuary 2009 to December 2011; 44 cases of patients who had the degenerativespondylolisthesis were treated by operation. Preoperative MRI was performed to classify theModic changes type. Pfirrmann grading assessment and modified Pfirrmann gradingassessment were also perfomed. Then; the relationship between Modic changes and thedegree of disc degeneration were analyzed in these patients with degenerativespondylolisthesis. Results: Among 44 cases; 12 cases had no Modic changes; Pfirrmanngrades were 3.92±0.29; modified Pfirrmann grades were of 5.92±0.90; 16 cases wereModicⅠ type; Pfirrmann grades were 4.31±0.60; modified Pfirrmann grades were 6.88± …,Acta Universitatis Medicinalis Nanjing (Natural Science),2012,*,12
The Editors would like to thank the following individuals who kindly agreed to serve as referees for the Journal.,Sergio Alvarez; Kristina Vaarst Andersen; Evgeny Antipov; Alexandros Apostolakis; Orley Ashenfelter; Gregory John Ashworth; Erdal Atukeren; Hasan Bakhshi; Gerben Bakker; Alessandro Balestrino; Maria Teresa Ballaguer; Jonathan Beck; Melissa Boyle; Daniel Brass; Guido Candela; Catherine Carey; Yu Chen; Darlene Chisholm; Michel Clement; Alan Collins; T Cowen; Joe Cox; Raymond Cox; Charlene Davis; Neil De Marchi; Eva Deuchert; Maryam Dilmaghani; Anne-Célia Disdier; Anna Dodonova; Peter Earl; Caroline Elliott; Victor Fernandez-Blanco; Vincent Fiitzsimons; Nela Filimon; Darren Filson; Massimo Finocchiaro; Michael Getzner; Benny Geys; Ricard Gil; David Giles; Kathryn Graddy; José Marıa Grisolıa; Chris Hand; Luis Cesar Herrero; Helen Higgs; Oliver Hinz; Douglas Hodgson; Jens Leth Hougaard; Emily Hudson; Karen Jackson; HwiJung Kim; Robert Krider; Anna Leask; Ana Flavia Machado; Benjamin R Mandel; Alan Manning; Randall Mason; Victor Matheson; William McIntosh; Jordi McKenzie; Peter Meusburger; Juan Montoro; RA Nelson; Juan Nicolau; Douglas Noonan; John O’Hagan; Daragh O’Reilly; Ronnie Phillips; Beatriz Plaza; Jason Potts; Rachel Pownall; Juan Prieto-Rodriguez,The Editors would like to thank the following individuals who kindly agreed to serve as refereesfor the Journal … Sergio Alvarez Kristina Vaarst Andersen Evgeny Antipov Alexandros ApostolakisOrley Ashenfelter Gregory John Ashworth Erdal Atukeren Hasan Bakhshi Gerben Bakker AlessandroBalestrino Maria Teresa Ballaguer Coll Jonathan Beck Melissa Boyle Daniel Brass Guido CandelaCatherine Carey Yu Chen Darlene Chisholm Michel Clement Alan Collins T. Cowen Joe CoxRaymond Cox Chiara dalle nogare … Charlene Davis Neil De Marchi Eva Deuchert MaryamDilmaghani Anne-Célia Disdier Anna Dodonova Peter Earl Caroline Elliott VictorFernandez-Blanco Vincent Fiitzsimons Nela Filimon Darren Filson Massimo Finocchiaro CastroMichael Getzner Benny Geys Ricard Gil David Giles Kathryn Graddy José Marıa Grisolıa ChrisHand Luis Cesar Herrero Helen Higgs Oliver Hinz Douglas Hodgson,J Cult Econ,2012,*,12
We wish to acknowledge the following scholars who have generously given their time and expertise as reviewers for the Journal of East Asian Linguistics during our...,Ruixi Ressy Ai; Asaf Bachrach; Mark Baker; Jake Bartolone; Charles B Chang; Lawrence Cheung; Stuart Davis; Christian DiCanio; San Duanmu; Fred Eckman; Donna Erickson; Tom Ernst; Bjarke Frellesvig; Tomohiro Fujii; Haruka Fukazawa; Kazuhiko Fukushima; Thomas Grano; Yang Gu; JR Hayashishita; Xiao He; Yukari Hirata; Daniel Hole; Dongfan Hua; José Ignacio Hualde; Yu-Chi Stephanie Huang; Mutsuko Ihara; Yoonjung Kang; Jonah Katz; Shigeto Kawahara; Soowon Kim; Hideki Kishimoto; Mafuyu Kitahara; Mariko Kondo; Haruo Kubozono; Yi-chun Jenny Kuo; Takeo Kurafuji; Laurence Labrune; Paul Law; Wayne Lawrence; Chungmin Lee; Dongmyung Lee; Peppina Lee; Audrey Li; Yafei Li; Wei-wen Roger Liao,We wish to acknowledge the following scholars who have generously given their time and expertiseas reviewers for the Journal of East Asian Linguistics during our 21st year of publication. Theirthoughtful comments and careful consideration have helped shape the arguments presentedwithin these pages. Although reviewers are kept anonymous as a matter of editorial policy; theiressential contributions do not go unacknowledged … Ruixi Ressy Ai Asaf Bachrach Mark BakerJake Bartolone Charles B. Chang Lawrence Cheung Stuart Davis Christian DiCanio San DuanmuFred Eckman Donna Erickson Tom Ernst Bjarke Frellesvig Tomohiro Fujii Haruka FukazawaKazuhiko Fukushima Thomas Grano Yang Gu J.-R. Hayashishita Xiao He Yukari Hirata DanielHole Dongfan Hua … José Ignacio Hualde Yu-Chi Stephanie Huang Mutsuko Ihara YoonjungKang Jonah Katz Shigeto Kawahara Soowon Kim Hideki Kishimoto Mafuyu Kitahara …,*,2012,*,18
Research on the Dynamic Mechanism of Characteristics of Upper Echelons,Yueming Chen; Yuhui Ge; Liping Dai,ABSTRACT The dynamic mechanism of characteristics of upper echelons has not beendiscussed in depth. This article analyzes the dynamic mechanism of cognitive and emotionalcharacteristics deeply based on the connotation and dynamic properties of them. Throughanalysis by introducing the relevant theory of topology; the existence of partial equilibriumand general equilibrium in the dynamic interaction between top echelons' characteristicshas been found. The paper reveals the dynamic mechanism of characteristics of upperechelons.,iBusiness,2011,*,8
2011 Index IEEE Systems Journal Vol. 5,DM Abraham; T Ako; IT Andreadis; N Ansari; SR Atkinson; J Baek; VSKM Balijepalli; FTS Chan; HK Chan; HC Chao; CW Chen; HH Chen; HH Chen; M Chen; TY Chen; WE Chen; AMK Cheng; LH Chien; W Chu; SH Chung; CH Dagli; D Dalton; JP Dauby; AJ Daw; MJ deC Henshaw; G Dede; D DeLaurentis; DJ Deng; JH Deng; P Dhurandher; SK Dhurandher; JF Doherty; T Ernst; Z Fang; PS Fisher; X Gao; H Ge; IG Georgoudas; D Giuli; DJ Gunton; H Guo; P Gupta; DH Ham; TP Harrison; M Hempel; KW Hipel; WJ Hsu; H Hu; CT Huang; SY Huang; TC Huang; NM Ijumba; JU In; WH Ip,This index covers all technical items-papers; correspondence; reviews; etc.-that appeared inthis periodical during the year; and items from previous years that were commented upon orcorrected in this year. Departments and other items may also be covered if they have beenjudged to have archival value. The Author Index contains the primary entry for each item;listed under the first author's name. The primary entry includes the co-authors' names; thetitle of the paper or other item; and its location; specified by the publication abbreviation;year; month; and inclusive pagination. The Subject Index contains entries describing theitem under all appropriate subject headings; plus the first author's name; the publicationabbreviation; month; and year; and inclusive pages. Note that the item title is found onlyunder the primary entry in the Author Index.,IEEE Systems Journal,2011,*,18
2011 Index IEEE Transactions on Neural Networks Vol. 22,MM Adankon; P Afshar; R Ala; AY Alanis; A Alessandri; M Almeida; SB Ameneiro; GC Anagnostopoulos; KK Ang; P Angelov; B Apolloni; J Arenas-Garcia; O Arif; A Artes-Rodriguez; AF Atiya; MT Au; B Baesens; M Baglietto; JM Bailey; S Bassis; G Battistelli; SD Bekiros; R Benosman; LL Benuskova; C Berrou; A Biem; P Bienstman; JM Bioucas-Dias; G Bloch; L Bo; RV Borges; N Bouguila; AC Bovik; C Brighenti; M Brown; STS Bukkapatnam; I Bukovsky; G Campa; G Camps-Valls; S Canu; J Cao; RR Carrillo; G Carvajal; PAD Castro; HA Ceccatto; E Cernadas; T Chai; SP Chatzis; CLP Chen; CS Chen; H Chen; J Chen; K Chen; S Chen; SS Chen,This index covers all technical items-papers; correspondence; reviews; etc.-that appeared inthis periodical during the year; and items from previous years that were commented upon orcorrected in this year. Departments and other items may also be covered if they have beenjudged to have archival value. The Author Index contains the primary entry for each item;listed under the first author's name. The primary entry includes the co-authors' names; thetitle of the paper or other item; and its location; specified by the publication abbreviation;year; month; and inclusive pagination. The Subject Index contains entries describing theitem under all appropriate subject headings; plus the first author's name; the publicationabbreviation; month; and year; and inclusive pages. Note that the item title is found onlyunder the primary entry in the Author Index.,IEEE Transactions on Neural Networks,2011,*,12
Value of spiral CT in the diagnosis of acute pancreatitis,Zhi-Wei Chen; Jian-Long Chen; Shui-Liang Fan; Wei-Feng Tou,*,Yixue Yingxiangxue Zazhi(Journal of Medical Imaging),2011,*
Identification of a key motif that determines the differential RET and TrkB surface levels in dorsal root ganglion neurons and controls depolarization enhanced RET s...,Xue-Zhi Li; Jing Yan; Shu-Hong Huang; Ling Zhao; Jue Wang; Zhe-Yu Chen,Background: Proper cell surface localization of RET is crucial for its function; however themolecular mechanisms regulating RET surface expression are still unclear. Results:Neuronal activity enhances RET surface expression through phosphorylation of its Thr675residue by PKC. Conclusion: Neuronal activity and PKC regulate RET surface expression.Significance: These findings reveal a novel mechanism for the modulation of RET surfaceexpression. Abstract The RET tyrosine kinase receptor plays an important role in thedevelopment and maintenance of the nervous system. Although the ligand-induced RETsignaling pathway has been well described; little is known about the regulation of RETsurface expression; which is integral to the cell's ability to control the response to ligandstimuli. We found that in dorsal root ganglion (DRG) neurons; which co-express RET and …,Journal of Biological Chemistry,2011,*,12
A reversible watermarking scheme with high payload and good visual quality for watermarked images,The Duc Kieu; Chin-Chen Chang,*,INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING INFORMATION AND CONTROL,2011,*
Importance of microRNA in occurrence; prevention and treatment of hepatitis C infection,Z Chen,Author: Chen Z; Journal: Zhejiang da xue xue bao. Yi xue ban = Journalof Zhejiang University. Medical sciences[2011/11].,*,2011,*,3
Single nucleotide polymorphism of genes associated with intervertebral disc degeneration: recent progress,Y-J Cheng; H-X Shen,*,Academic Journal of Second Military Medical University,2011,*
HIV-1 Gp41 Ectodomain Induces Activation of the CD74-Mediated ERK/MAPK Pathway to Enhance Viral Infection,Chang Zhou; Lu Lu; Suiyi Tan; Shibo Jiang; Ying-Hua Chen,Abstract Besides mediating the viral entry process; the human immunodeficiency virus (HIV-1) envelope protein gp41 can bind to many host cell components and regulate cell functions.Using a yeast two-hybrid system; we screened a human bone marrow cDNA library andidentified a novel gp41 binding protein; CD74 (the MHC class II-associated invariant chain).Here we report possible biological effects mediated by interaction between gp41 and CD74.We found that HIV-1 gp41 could directly bind to host CD74 in HIV-1-infected cells and thepeptide 6358 derived from gp41 loop region (aa597-611) could effectively block gp41-CD74interaction. As a result of this binding; rsgp41 and gp41 peptide 6358 activated the CD74-mediated ERK/MAPK pathway and significantly enhanced HIV-1 infection in vitro.Conversely; the enhancing effect could be suppressed by recombinant CD74 …,Journal of Biological Chemistry,2011,*,5
Jujube germplasm resources and their growing region division in Yunnan province; China,YT Duan; W Zhang; KH Ma; YQ Chen; HG Liu; ZX Yang; WL Qu; D Zhang; L He; YC Sha,Abstract: According to investigation and data analysis; jujube germplasm resources wereintroduced in Yunnan province. The main resources included different cultivars of Indianjujube (Ziziphus mauritiana Lam.) and Chinese jujube (Z. jujube Mill.). We studied Yunnanecological adaption zone environmental factors and the characteristics of Chinese jujubeand Indian jujube; and divided the jujube growing region in Yunnan province into threezones; namely dry Chinese jujube zone; fresh Chinese jujube zone and Indian jujube zone.As a traditional and vital fruit tree; jujube's economical and ecological values had not beenwell recognized in Yunnan province and southwest China. It should be studied; utilized andpopularized by research institutions for its huge potential.,II International Jujube Symposium 993,2011,*,19
Instruction of clinical testing method for medical devices,J Ye; S Chen; T Wang; Y Chen,Abstract The article introduces the clinical testing method for the product of patient monitor;the definition of direct measurement and indirect measurement method; and the differenttesting methods. The clinical testing methods for none invasive blood pressure; pulseoxygen saturation and ECG analysis have significant value; which are important solutions totest the safety and effectiveness of medical devices by using the equivalent analysis method.These methods above are also provided as reference for other medical devices' clinicaltesting.,Zhongguo yi liao qi xie za zhi= Chinese journal of medical instrumentation,2011,*,21
A seismic analysis of elevated liquid storage tank based on fluid solid coupling theory,Fang Han; Xiangchao Gong; Guijuan Chen,*,Wuhan Keji Daxue Xuebao/Journal of Wuhan University of Science and Technology,2011,*
Preliminary study on effects of Min River cascade hydropower stations on water environment,Y-L Cheng; H Shen; Y-Q Xu,*,Water Resources Protection,2011,*
Fabrication and Electromagnetic Microwave Absorbing Properties of NiFe2O4/T-ZnOw Composites,Yu Mei; Liu Peng-Rui; Liu Jian-Hua; Li Song-Mei; Wang Cheng; Sun Yu-Jing,*,CHINESE JOURNAL OF INORGANIC CHEMISTRY,2011,*
Research framework of top management team's decision-making cognitive process: From human capital perspective,Min Xu; Yuhui Ge; Yueming Chen; Zhiqiang Song,It is tried to propose a new research framework of decision-making cognitive processresearch based on human capital analysis and framed the basic management andpsychology theory. By integrating the research of top management team and cognitiveprocess and combining with theory of human capital; top management team decision-making process model basing on human capital is proposed accordingly. The modelsuggests six human capital which are mental human capital; emotion disposing humancapital; analytical human capital; leader human capital; conflict disposing human capital anddecision human capital respectively to master the whole decision-making process of topmanagement team thoroughly.,Artificial Intelligence; Management Science and Electronic Commerce (AIMSEC); 2011 2nd International Conference on,2011,*,12
Analysis of Construction a Three-Dimensional Simulation Tour System of Wudang Mountain Based on CRM,Xiangling Kuang; Peng Yan; Fengzhou Gan; Shuai Zhu; Zengping Cheng,Abstract The three-dimensional simulation tour system is in a low development level indomestic; and its commercial mode is still unclear. This paper takes the Wudang MountainTourism E-Commerce Sites as the object; builds a three-dimensional simulation tour systemcombining culture; game and business as an integration which based on CRM conception.The three-dimensional simulation of tour system; as the center; also contains malls of theinside& outside-system; CRM data analysis system of visitors; call center and other mainfunction modules. This construction can improve the network client stickiness; create a newbusiness model and serve customer better.,International Conference on Advances in Education and Management,2011,*,12
SMN Regulates the Differentiation of Embryonic Stem Cells in Mice.,Wei-Fang Chang; Ji-Long Liu; Li-Ying Sung,Survival motor neuron (SMN) protein is the determining factor for neurodegenerativedisease spinal muscular atrophy (SMA); a leading genetic cause of infant death and one ofthe most common autosomal recessive diseases. It is well known that SMN is essential forthe biogenesis of small nuclear ribonucleoproteins (snRNPs). However; the role of SMN indevelopment is poorly understood. Here we use mouse model to study the expression ofSMN in early development and the role of SMN in embryonic stem cells (ESCs). We showhigh levels of SMN in metaphase II oocytes and embryos at 1-to 4-cell stages. While it dropsat 8-cell stage; the SMN level increases at morula stage. We also find that SMN protein co-localizes with PLZF and TRA98; two spermatogonia markers; in undifferentiatedspermatogonia cells but not in matured spermatocytes. Furthermore; knocking down SMN …,*,2011,*,12
Lossless Secret Sharing Scheme with High Quality Shares Based on VQ-Compressed Images,Chin-Chen Chang; Kuo-Nan Chen; Ngoc-Tu Huynh,In this paper; we propose an efficient secret sharing scheme without pixel expansion. Thescheme first uses the VQ-compression method to compress a secret image. This allowssenders to share a larger secret image than other methods. Moreover; the proposed methodalso allows participants to reconstruct a lossless secret image. The generated shadows aremeaningful with high quality; so the image does not attract any suspicion from attackers.Because the scheme uses XOR operation during the construction and revealing phases; it issuitable for secret sharing applications.,International Journal of Pattern Recognition and Artificial Intelligence,2011,*,10
Managing Uncertain Databases,Reynold Cheng,Page 1. Managing Uncertain Databases Dr. Reynold Cheng Data and Software Engineering GroupDepartment of Computer Science The University of Hong Kong URL: http://www.cs.hku.hk/~ckchengEmail: ckcheng@cs.hku.hk 31st May; 2011 Page 2. is inherent and prevalent in databaseapplications. Data Uncertainty… Page 3. Uncertainty Management 3 Uncertainty #1: SamplingInaccuracy Service Provider GPS sensor network Find the region that gives max temp. RF-ID Finda cab within 2 miles of my location. Page 4. Uncertainty Management Uncertainty #1: SamplingInaccuracy ∎ Due to limited network bandwidth and battery power; readings are just sampled ∎The value of the entity being monitored (eg; temperature; location) is changing ∎ The databasestores old values only 4 Page 5. Uncertainty Management Uncertainty #2: Blurriness of Images ∎Satellite images are collected at high speeds (GB/hour) …,*,2011,*,18
Defect investigations of SiCGe epilayer grown on 6H‐SiC,Li Lianbi; Chen Zhiming; Yang Ying; Li Jia; Wang Ning,Abstract SiCGe/6H-SiC heterojunction is essential to the development of SiC optoelectronicdevices and light-activated SiC switching devices. In this work; the ternary alloy SiCGesamples grown on 6H-SiC substrates in a conventional hot-wall chemical vapor depositionsystem have been studied by scanning electron microscope and transmission electronmicroscope. Selected area diffraction (SAED) patterns show that SiCGe thin films have azinc-blende structure. Typical double positioning boundaries; stacking faults and microtwinsin SiCGe thin films were observed and validated by SAED patterns. The growth mechanismsof these defects were investigated. Copyright© 2010 John Wiley & Sons; Ltd.,Surface and interface analysis,2011,*,4
REVERSIBLE DATA HIDING FOR VQ INDICES USING PREDICTION ERRORS,Zhi-hui Wang; Chin-Chen Chang; Huynh Ngoc Tu; Ming-Chu Li,Abstract. Reversible data hiding techniques have received more and more attention inrecent years. Many researchers have proposed methods to directly hide secret data in animage. However; images are usually compressed and stored using compression techniquesin indices format. Hence; this paper proposes a novel and reversible data hiding method forvector quantization (VQ) compressed images. The proposed scheme exploits characteristicsof VQ indices and the prediction errors between them to embed the secret data and toguarantee that the original indices can be recovered to reconstruct the VQ compressedimage. The experimental results show that the proposed method can achieve higherembedding capacity and better bit rate compared to other schemes.,INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING INFORMATION AND CONTROL,2011,*,18
Thanks to Our Guest Editors and Reviewers for Their Critical Contributions in 2010,Masahiro Fukumoto; Margaret M Hyland; Khiam Aik Khor; Seiji Kuroda; Klaus Landes; Yuk-Chiu Lau; Changhee Lee; Chang-Jiu Li; Rogerio S Lima; Basil R Marple; Ghislain Montavon; You Wang; Arvind Agarwal; Leonardo Ajdelsztajn; Jun Akedo; PV Ananthapadmanabhan; Asif Ansar; Hamid Assadi; Gyuyeol Bae; Yannick Bailly; Srinivasa Bakshi; Kantesh Balani; Yuqing Bao; Cecilia Bartuli; Jean-Christophe Batsale; Lutz-Michael Berger; Ghislaine Bertrand; Giovanni Bolelli; Rodolphe Bolot; Maher Boulos; David Bucci; Markus Bussmann; Ekrem Buyukkaya; Eklavya Calla; Pierre Chagnon; Victor Champagne; Sanjeev Chandra; Dianying Chen; Weijie Chen; Weixing Chen; Yao Chen; Didier Chicot; Pornthep Chivavibul; Tomas Chraska; Panagiotis D Christofides; Richard Chromik; Bill Clyne; Cristian Victor Cojocaru; Vittorio Colombo; Sophie Costil; Jean-François Coudert; Thomas Coyle; Pavel Ctibor; Karl Dahm; David Damiani; Vincent Debout; Ali Dolatabadi; Maurice Ducos; Ron Dykhuizen; Afsaneh Edrisy; Katherine T Faber; Pierre Fauchais; Traugott Fischer; Peter Fox; Rainer Gadow; Frank Gaertner; Subramanian Ganesh Sundara,The Journal of Thermal Spray Technology could not exist without the ongoing contributionsof guest editors and reviewers; which ensure the highest quality of our journal. Manuscriptsare reviewed for technical excellence; quality; and relevance by competent reviewers. Theeditors identify and select reviewers based on their demonstrable and recognized researchexpertise; professional experience; critical judgment and foresight; and forward thinking intheir field of expertise. We express our deepest appreciation to these guest editors who havecreated special topical issues of JTST published in 2010; and to these reviewers; all ofwhom have completed manuscript reviews during 2010. Thank you all for giving generouslyof your valuable time and expertise.,Journal of Thermal Spray Technology,2011,*,12
Editors' Forum: Research and Publishing Ethics,Xiao-Ping Chen,If you experience problems downloading a file; check if you have the proper application to viewit first. In case of further problems read the IDEAS help page. Note that these files are not on theIDEAS site. Please be patient as the files may be large … File URL: http://hdl.handle.net/10.1111/j.1740-8784.2011.00229.x Download Restriction: Access to full text is restricted tosubscribers … As the access to this document is restricted; you may want to look for a differentversion under "Related research" (further below) or search for a different version of it … Articleprovided by The International Association for Chinese Management Research in its journal Managementand Organization Review … No references listed on IDEAS You can help add them by fillingout this form … The CitEc project has not yet found citations to this item … This item is not listedon Wikipedia; on a reading list or among the top items on IDEAS.,Management and Organization Review,2011,*,2
Aguinis; Herman; and Sofia J. Vaschetto.,Ilan Alon; John Child; Shaomin Li; R John; Maureen L Ambrose; Shiqing Chang; Gilad Chen; Shyh-Jer Chen; Xiao-Ping Chen; Xiaofei Xie; Shiqing Chang; Xiao-Ping Chen; Kuei-Yang Cheng; John Child; Harley Dickinson; Selin Eser Erdil; Neil Fligstein; Jianjun Zhang; Joseph Galaskiewicz; Sunghoon Kim; Patrick M Wright; Bradley L Kirkman; Gilad Chen; Carol T Kulik; Thomas W Lee; Terence R Mitchell; Kwok Leung; Shaomin Li; Stan Xiao Li; Xiaotao Yao; Christina Sue-Chan; Youmin Xi; Nan Lin; Wen-Ting Lin; Xiaohui Liu; Jar-Der Luo; John R McIntyre,Notice: Pay Per View on Wiley Online Library will be unavailable on Saturday 15th April from12:00-09:00 EDT for essential maintenance. Apologies for the inconvenience … Aguinis;Herman; and Sofia J. Vaschetto. Editorial Responsibility: Managing the Publishing Process toDo Good and Do Well; 7(3): 407–422 … Alon; Ilan; John Child; Shaomin Li; and John R.McIntyre. Globalization of Chinese Firms: Theoretical Universalism or Particularism; 7(2):191–200 … Chen; Shyh-Jer. See Shih; Chih-Ting … Chen; Xiao-Ping; Xiaofei Xie; and ShiqingChang. Cooperative and Competitive Orientation among Chinese People: Scale Developmentand Validation; 7(2): 353–379 … Chen; Xiao-Ping. Author Ethical Dilemmas in the ResearchPublication Process; 7(3): 423–432 … Erdil; Selin Eser. See Wasti; Syeda Arzu …Fligstein; Neil; and Jianjun Zhang. A New Agenda for Research on the Trajectory of …,Behaviour,2011,*,16
Research on genetic characteristics of measles virus isolated in Fuzhou,Xu YAO; Xiu-hui YANG; Zhi-wei CHEN; Yan GUO; Xiao-xia HUAN; Hong ZHANG; Yan CHEN,Objective: To understand the genetic variation characteristics of measles viruses andevolutionary distribution. Methods: Measles viruses were isolated with Vero/slam cell. The450 C-terminal nucleotide fragment of the nucleoprotein (N) gene was amplified by RT-PCRand PCR products were purified and conducted determination of nucleotide sequences of Ngene to deduce the amino acid sequences via bio-informatics. Finally the phylogenetic treewas analyzed with DNASTAR MegAlign soft ware. Results: The Measles viruses isolated inFuzhou were identified as H1 genotype; H1a sub-genotype; which belong to one branch inthe phylogenetic tree. The sequence identity matrix of the 3 isolates showed that thehomology of nucleotide sequence was 99.3%~ 100.0%. The homology of nucleotide andamino acid sequences were 87.5% and 91.9%~ 92.1% respectively; compared with that …,Chinese Journal of Health Laboratory Technology,2011,*,6
Enzymeless Osteopontin Biosensor Based on Impedance Measurement,Congo Tak-Shing Ching; Hong-Sheng Chen; Lin-Shien Fu; Tai-Ping Sun; Hsiu-Li Shieh,Abstract—In developed countries; ovarian cancer has become one of the main mortalcancers in gynecopathy. Like in America; it is estimated that one out of seventy women havesuffered from ovarian cancer. Therefore; the aim of this study is to develop an enzymeless;simple; low-cost and reliable osteopontin biosensor (OBS) for the precise determination ofosteopontin. The OBS is a bowl cell and it is consisted of 4 silver electrodes. The workingprinciple of the OBS is based on the impedance measurement of osteopontin solution. At aspecific frequency ranges (96.58–10x106Hz); the OBS on the detection of osteopontinshows an excellent linear (r2> 0.95) response range (2500–75000ng/dl); which covers thenormal physiological and pathological ranges of plasma osteopontin levels. Intraclasscorrelation coefficient showed that all measurements had excellent reliability and validity …,Proceedings of International Conference on Bioscience; Biochemistry and Bioinformatics (ICBBB 2011),2011,*,12
Complete genome sequence analysis of A H1N1 influenza strains (2009) in Fuzhou,Zhi-wei CHEN; Xu YAO; Cai-yun ZHANG; Jian-na YANG; Neng-xiong ZHENG,Objective: Influenza type A H1N1 virus was isolated from the confirmed cases with influenzain Fuzhou and its whole-genome sequencing and genetic characteristics were analyzed.Methods: A/Fuzhou/721/2009 (H1N1) were isolated and identified by MDCK cell culture andReal-time RT-PCR. Then complete genome sequence of the strains were determined; andanalyzed using phylogenetic tree. Results: Phylogenetic analysis confirmed that each of the8 genes of virus strain was highly homologous with current new H1N1 virus originated in theinfluenza pandemic in 2009; with homology above 99% Compared to reference virusA/California/04/2009; the HA protein of the isolate had four amino acid mutation; and theisolate contained six potential glycosylation sites in HA1. Analysis of amino acid sequencesindicated that this virus possessed oseltamivir sensitivity and amantadine resistibility …,Chinese Journal of Health Laboratory Technology,2011,*,12
Study on Ontology-Based Reference Model of Software Configuration Management,Zhe Chen; Xin Li; Hong Yao; Yuan-ning Liang,Abstract When dealing with hundreds of components; keeping track of version changes andvarious dependency constraints imposed on the system; Software configurationmanagement (SCM) can be defined as the control of the evolution of complex softwaresystems. In recent years; researchers have argued that using ontology to represent anddrive knowledge infrastructure of software projects provides procedural knowledge. Theadvantages of using ontology for SCM are immense and cover various aspects of softwaredevelopment and evolution. In this paper; key challenges must be face for designing andimplementing SCM is summarized. One of them is the limited capability on interoperating indifferent SCM tools. An ontology-based reference knowledge model base for SCM ispresented. The reference model allows depicting complex relations between concepts …,*,2011,*,10
Preparation of a monoclonal antibody against the human papillomavirus type 16 E7 (HPV 16 E7) protein,Xiu-li YIN; Kun LI; Tao NING; Chang-qing XU; Zi-ping CHEN,Objective An HPV 16 E7 monoclonal antibody was prepared. This antibody will be useful fordiagnosing early cancers and developing therapeutic vaccines. Method A plasmidconstructed with PGEX4T-1-HPV16 E7 was transformed into E. coli BL21; and expression ofthe fusion protein was induced by IPTG. Spleen cells from immunized Balb/c mice werefused with SP2/0 cells by a routine method; and the valence of the antibody was evaluatedusing ELISA. Expansion; isolation and freezing of clones were carried out; and finally anascitic fluid which contained monoclonal antibodies was produced. Result The HPV16 E7monoclonal antibody was found specifically in the nuclei of a variety of cancers tissues.Conclusion The HPV16 E7 protein antibody is a specific McAb.,Journal of Shandong University (Health Sciences),2011,*,21
Application of an Improved Performance Evaluation Model Based on Cloud Theory,Li-jun Xie; Zhi-qiang Zhu; Zhe Chen; Yuan-ning Liang,Abstract Scientific research performance evaluation is to make qualitative and quantitativeevaluation to the achievements of projects. It is critical for its sustainable development toreduce the fuzziness and randomness in the academic scientific research performanceevaluation by scientific and objective methods. Based on the Cloud Theory; this paperproposes an improved scientific research evaluation model. The model transformsqualitative indexes to countable quantitative descriptions with Cloud Theory; and thenmakes an integrated evaluation by Cloud Center of Gravity Evaluation method (CCGE).Finally; the experimental result shows that; this model increases scientificity and objectivityof scientific research evaluation.,*,2011,*,18
The Personalize E-Business Technology Research Based on the Recommendation Algorithrn,Zengping Cheng; Yan Shou Chen,The 21st century later; The personalize e-business technology research based on therecommendation algorithm that has been widely used. The characteristics of existingproduct does not reflect users to the product characteristics of the problem to know; a user isthe characteristic of multiple manner recommend; and his consciousness and multiple fromdifferent angles to describe your users' mental characteristics; the recommendation of theresult is the demand. This article analyzes that the first characteristic of electronic commercein car sales of electronic commerce need to be further addressed how the recommendedapproach in implementing personalized e-commerce; the last experiment; a simulation ofthe experimental results for analysis.,*,2011,*,21
Research on the Tearoom Furniture,Yan-feng MIAO; Hui-yuan GUAN; Yu-long CHEN,From the perspective of Congou Tearoom; it explained the connotation and denotation ofChinese tea culture. By analysis of the status and style definition of Congou tearoomfurniture; and the form and function of tea table; tea chair; it put forward design method anddirection; which were demonstrated combined with the design illustrations. It provided somevaluable references for the overall research on China′ s Congou tearoom furniture design.,Packaging Engineering,2011,*,21
