High-performance complex event processing over streams,Eugene Wu; Yanlei Diao; Shariq Rizvi,Abstract In this paper; we present the design; implementation; and evaluation of a systemthat executes complex event queries over real-time streams of RFID readings encoded asevents. These complex event queries filter and correlate events to match specific patterns;and transform the relevant events into new composite events for the use of externalmonitoring applications. Stream-based execution of these queries enables time-criticalactions to be taken in environments such as supply chain management; surveillance andfacility management; healthcare; etc. We first propose a complex event language thatsignificantly extends existing event languages to meet the needs of a range of RFID-enabledmonitoring applications. We then describe a query plan-based approach to efficientlyimplementing this language. Our approach uses native operators to efficiently handle …,Proceedings of the 2006 ACM SIGMOD international conference on Management of data,2006,919,13
A DeVIL-ish approach to inconsistency in interactive visualizations,Yifan Wu; Joseph M Hellerstein; Eugene Wu,Abstract Declarative languages have a long tradition in both the database systems and datavisualization communities; separating specifications from implementations. In databases;declarative languages like SQL shield application programmers from changes to physicaland logical properties like disk layouts; indexes and schema changes. In data visualization;declarative languages like Polaris; ggplot2 and Vega shield visualization programmers fromvariations in rendering; including screen layout; resolution; and color schemes. Declarativelanguages have been considered a foundational step forward in both communities.,Proceedings of the Workshop on Human-In-the-Loop Data Analytics,2016,1,21
QFix: Demonstrating error diagnosis in query histories,Xiaolan Wang; Alexandra Meliou; Eugene Wu,Abstract An increasing number of applications in all aspects of society rely on data. Despitethe long line of research in data cleaning and repairs; data correctness has been an elusivegoal. Errors in the data can be extremely disruptive; and are detrimental to the effectivenessand proper function of data-driven applications. Even when data is cleaned; new errors canbe introduced by applications and users who interact with the data. Subsequent validupdates can obscure these errors and propagate them through the dataset causing morediscrepancies. Any discovered errors tend to be corrected superficially; on a case-by-casebasis; further obscuring the true underlying cause; and making detection of the remainingerrors harder. In this demo proposal; we outline the design of QFix; a query-centricframework that derives explanations and repairs for discrepancies in relational data …,Proceedings of the 2016 International Conference on Management of Data,2016,1,19
Data Visualization Management Systems.,Eugene Wu,The holy grail of visualization systems makes exploring different data facets so intuitive; andrecommends views that are so relevant; that users rapidly converge onto valuable insights–irrespective of dataset size. Unfortunately; existing systems fall far short of this goal. Mostvisualizations are produced by retrieving raw data from a database and using a specializedvisualization tool to process and render it. Although the database can sometimes be used tofilter the raw data (eg; return data within a visible bounding box); visualization tools try toavoid roundtrips to the database by managing their own results cache and executing datatransformations directly. This approach is plagued with high communication costs; a loss ofvisualization-level semantic information; and over-engineering to ensure low latency (clientsoften re-implement data-processing operations).,CIDR,2015,1,3
Mobile applications need targeted micro-updates,Alvin Cheung; Lenin Ravindranath; Eugene Wu; Samuel Madden; Hari Balakrishnan,Abstract Smart-phone applications (" apps") run across a wide range of environmentalconditions; locations; and hardware platforms. They are often subject to an array ofinteractions that are hard or impossible for developers to emulate or even anticipate duringtesting. Once an application is released; feedback obtained from users and from analyticsover usage and performance data result in further modifications. Many of these changes arerelatively small; and can often be parameterized.,Proceedings of the 4th Asia-Pacific Workshop on Systems,2013,1,12
Data In Context: Aiding News Consumers while Taming Dataspaces,Adam Marcus; Eugene Wu; Sam Madden,ABSTRACT We present MuckRaker; a tool that provides news consumers with datasets andvisualizations that contextualize facts and figures in the articles they read. MuckRaker takesadvantage of data integration techniques to identify matching datasets; and makes use ofdata and schema extraction algorithms to identify data points of interest in articles. Itpresents the output of these algorithms to users requesting additional context; and allowsusers to further refine these outputs. In doing so; MuckRaker creates a synergisticrelationship between news consumers and the database research community; providingtraining data to improve existing algorithms; and a grand challenge for the next generation ofdataspace management research.,DBCrowd 2013,2013,1,12
Effect of nanoscale fillers on the viscoelasticity of polymer nanocomposites,Mohammad Bonakdar; Gary Seidel; Daniel Inman,For viscoelastic materials the stiffness and loss properties directly depend on not only strainbut also strain rate and implicitly depend on temperature via time temperature superposition;which in case of harmonic loading leads to frequency dependent response. For viscoelasticcomposites in which at least one of the constituent materials is viscoelastic; there is greatutility in the ability to predict the effective dynamic mechanical properties as a function of theconstituent phase properties and geometry. The presence of different concentrations ofnanofillers not only directly impacts the nanocomposite effective properties; but alsocontributes to the formation of an interphase layer; which also has a very strong influence onthe effective properties. The interphase layer usually has properties which are distinct fromthat of the particle and the matrix phases. In this paper micromechanical methods …,*,2012,1,10
Platform considerations in human computation,Adam Marcus; Eugene Wu; David R Karger; Samuel Madden; Robert C Miller,ABSTRACT With the recent growth of interest in human computation; the number ofcrowdsourcing platforms and corresponding workflows has been growing rapidly. Thispresents problems for both platform developers; who reimplement the same building blockswith each new platform; and human computation workflow developers; who must cope withthe increasing complexity of tasks that may span multiple platforms. In this paper; wedescribe two systems designed to alleviate these pain points. Qurk is a system that letsdevelopers describe workflows in a high-level declarative language; and whichautomatically optimizes the workflow across multiple platforms. Djurk is an open sourcehuman computation platform that is both usable out-of-the-box; and provides a feature-richstarting point for building new crowdsourcing platforms.,Workshop on crowdsourcing and human computation,2011,1,21
Shinobi: Insert-aware partitioning and indexing techniques for skewed database workloads,Eugene Wu,Many data-intensive websites are characterized by a dataset that grows much faster than therate that users access the data and possibly high insertion rates. In such systems; thegrowing size of the dataset leads to a larger overhead for maintaining and accessingindexes even while the query workload becomes increasingly skewed. Additionally; thedatabase index update costs can be a non-trivial proportion of the overall system cost.Shinobi introduces a cost model that takes index update costs account; and proposesdatabase design algorithms that optimally partition tables and drop indexes from partitionsthat are not queried often; and that maintain these partitions as workloads change. We showa 60x performance improvement over traditionally indexed tables using a real-world queryworkload derived from a traffic monitoring application and over 8x improvement for a …,*,2010,1,5
SmartCrawl: Deep Web Crawling Driven By Data Enrichment,Pei Wang; Ryan Shea; Jiannan Wang; Eugene Wu,ABSTRACT Entity resolution is defined as finding different records that refer to the same real-world entity. In this paper; we study deep entity resolution (DeepER) which aims to find pairsof records that describe the same entity between a local database and a hidden database.The local database can be accessed freely but the hidden database can only be accessedby a keyword-search query interface. To the best of our knowledge; we are the first to studythis problem. We first show that straightforward solutions are inefficient because they fail toexploit the ideas of query sharing and local-database-aware crawling. In response; wepropose SMARTCRAWL; a novel framework to overcome the limitations. Given a budget of bqueries; SMARTCRAWL first constructs a query pool based on the local database and theniteratively issues b queries to the hidden database such that the union of the query results …,*,*,1,18
Smoke: Fine-grained Lineage at Interactive Speed,Fotis Psallidas; Eugene Wu,Abstract: Data lineage describes the relationship between individual input and output dataitems of a workflow; and has served as an integral ingredient for both traditional (eg;debugging; auditing; data integration; and security) and emergent (eg; interactivevisualizations; iterative analytics; explanations; and cleaning) applications. The core; long-standing problem that lineage systems need to address---and the main focus of this paper---is to capture the relationships between input and output data items across a workflow withthe goal to streamline queries over lineage. Unfortunately; current lineage systems eitherincur high lineage capture overheads; or lineage query processing costs; or both. As aresult; applications; that in principle can express their logic declaratively in lineage terms;resort to hand-tuned implementations. To this end; we introduce Smoke; an in-memory …,arXiv preprint arXiv:1801.07237,2018,*,12
Mining Precision Interfaces From Query Logs,Haoci Zhang; Thibault Sellam; Eugene Wu,Abstract: Interactive tools make data analysis both more efficient and more accessible to abroad population. Simple interfaces such as Google Finance as well as complex visualexploration interfaces such as Tableau are effective because they are tailored to the desireduser tasks. Yet; designing interactive interfaces requires technical expertise and domainknowledge. Experts are scarce and expensive; and therefore it is currently infeasible toprovide tailored (or precise) interfaces for every user and every task. We envision a data-driven approach to generate tailored interactive interfaces. We observe that interactiveinterfaces are designed to express sets of programs; thus; samples of programs-increasinglycollected by data systems-may help us build interactive interfaces. Based on this idea;Precision Interfaces is a language-agnostic system that examines an input query log …,arXiv preprint arXiv:1712.00078,2017,*,12
BL-ECD: Broad Learning based Enterprise Community Detection via Hierarchical Structure Fusion,Jiawei Zhang; Limeng Cui; Philip S Yu; Yuanhua Lv,Abstract Employees in companies can be divided into different social communities; andthose who frequently socialize with each other will be treated as close friends and aregrouped in the same community. In the enterprise context; a large amount of informationabout the employees is available in both (1) offline company internal sources and (2) onlineenterprise social networks (ESNs). Each of the information sources also contain multiplecategories of employees' socialization activities at the same time. In this paper; we proposeto detect the social communities of the employees in companies based on the broadlearning setting with both these online and offline information sources simultaneously; andthe problem is formally called the" Broad Learning based Enterprise CommunityDetection"(BL-ECD) problem. To address the problem; a novel broad learning based …,Proceedings of the 2017 ACM on Conference on Information and Knowledge Management,2017,*,18
BoostClean: Automated Error Detection and Repair for Machine Learning,Sanjay Krishnan; Michael J Franklin; Ken Goldberg; Eugene Wu,Abstract: Predictive models based on machine learning can be highly sensitive to data error.Training data are often combined with a variety of different sources; each susceptible todifferent types of inconsistencies; and new data streams during prediction time; the modelmay encounter previously unseen inconsistencies. An important class of suchinconsistencies is domain value violations that occur when an attribute value is outside of anallowed domain. We explore automatically detecting and repairing such violations byleveraging the often available clean test labels to determine whether a given detection andrepair combination will improve model accuracy. We present BoostClean whichautomatically selects an ensemble of error detection and repair combinations usingstatistical boosting. BoostClean selects this ensemble from an extensible library that is …,arXiv preprint arXiv:1711.01299,2017,*,14
Small Data,Oliver Kennedy; D Richard Hipp; Stratos Idreos; Amélie Marian; Arnab Nandi; Carmela Troncoso; Eugene Wu,Data is becoming increasingly personal. Individuals regularly interact with a wide variety ofstructured data; from SQLite databases on phones; to HR spreadsheets; to personalsensors; to open government data appearing in news articles. Although these workloads areimportant; many of the classical challenges associated with scale and Big Data do not apply.This panel brings together experts in a variety of fields to explore the new opportunities andchallenges presented by" Small Data".,Data Engineering (ICDE); 2017 IEEE 33rd International Conference on,2017,*,10
PreCog: Improving Crowdsourced Data Quality Before Acquisition,Hamed Nilforoshan; Jiannan Wang; Eugene Wu,Abstract: Quality control in crowdsourcing systems is crucial. It is typically done after datacollection; often using additional crowdsourced tasks to assess and improve the quality.These post-hoc methods can easily add cost and latency to the acquisition process--particularly if collecting high-quality data is important. In this paper; we argue for pre-hocinterface optimizations based on feedback that helps workers improve data quality before itis submitted and is well suited to complement post-hoc techniques. We propose the Precogsystem that explicitly supports such interface optimizations for common integrity constraintsas well as more ambiguous text acquisition tasks where quality is ill-defined. We thendevelop the Segment-Predict-Explain pattern for detecting low-quality text segments andgenerating prescriptive explanations to help the worker improve their text input. Our …,arXiv preprint arXiv:1704.02384,2017,*,21
Dialectic: Enhancing Text Input Fields with Automatic Feedback to Improve Social Content Writing Quality,Hamed Nilforoshan; James Sands; Kevin Lin; Rahul Khanna; Eugene Wu,Abstract: Modern social media relies on high quality user generated writing such as reviews;explanations; and answers. In contrast to standard validation to provide feedback forstructured inputs (eg; dates; email addresses); it is difficult to provide timely; high quality;customized feedback for free-form text input. While existing solutions based oncrowdsourced feedback (eg; up-votes and comments) can eventually produce high qualityfeedback; they suffer from high latency and costs; whereas fully automated approaches arelimited to syntactic feedback that does not address text content. We introduce Dialectic; anend-to-end extensible system that simplifies the process of creating; customizing; anddeploying content-specific feedback for free-text inputs. Our main observation is that manyservices already have a corpus of crowdsourced feedback that can be used to bootstrap a …,arXiv preprint arXiv:1701.06718,2017,*,10
Load-n-Go: Fast Approximate Join Visualizations That Improve Over Time,Marianne Procopio; Carlos Scheidegger; Eugene Wu; Remco Chang,Abstract—Visual exploratory analysis of large-scale databases often relies on precomputedquery results in order to guarantee interactivity with the visualization system. This isespecially true when the query requires joining tables across the database since join is oneof the most computationally expensive operations and in the worst case requires joiningevery row of one table to every row of the other table. Advances in approximate queryprocessing enable quick look summary statistics; but with limitations to the types andcomplexities of the queries. A recent advancement in approximate query processing is atechnique called Wander Join; that performs random walks across these joins; resulting infaster convergence on aggregation values. However; this online aggregation technique isnot tailored for visualization tasks that often involve filtering on one or more conditions or …,*,2017,*,11
Towards a Bayesian Model of Data Visualization Cognition,Yifan Wu; Larry Xu; Remco Chang; Eugene Wu,*,DECISIVE,2017,*
Searching for Meaning in RNNs using Deep Neural Inspection,Kevin Lin; Eugene Wu,Abstract Recent variants of Recurrent Neural Networks (RNNs)—in particular; Long Short-Term Memory (LSTM) networks—have established RNNs as a deep learning staple inmodeling sequential data in a variety of machine learning tasks. However; RNNs are stilloften used as a black box with limited understanding of the hidden representation that theylearn. Existing approaches such as visualization are limited by the manual effort to examinethe visualizations and require considerable expertise; while neural attention models change;rather than interpret; the model. We propose Deep Neural Inspection to search for neuronsbased on existing interpretable models; features; or programs.,*,2017,*,21
CIDR: Chat-oriented Innovations in Database Research.,Eugene Wu,The number of large innovations per year has been increasing rapidly since the start of thenew millennia (Figure??). From Hadoop and big data; to internet of things; to millennialstartups; to visualization; to deep learning; each new innovation has left an undeniable markon society; and ultimately; the world. Although the database community may not have led thecharge in these innovations; we have been successful at staking our claim to theinfrastructure and core tenants in each of these innovations. But must we continue to play areactive role? Should we not be the drivers in new innovative areas? The answer is clearly aresounding yes; but towards what nascent area? Well; do I have a bridge to sell you; and it ischat bots.,CIDR,2017,*,12
TrendQuery: a system for interactive exploration of trends,Niranjan Kamat; Eugene Wu; Arnab Nandi,Abstract The surfacing of trends from data collections such as user-generated contentstreams and news articles is a popular and important data analysis activity; used inapplications such as business intelligence; quantitative stock trading and; social mediaexploration. Unlike traditional content analysis; trend analysis includes an additional vitaltime dimension: a trend can be defined as a temporal pattern over a group of semanticallyrelated items. The unsupervised discovery of trends is often not sufficient; either due toinadequacies in the trend analysis algorithm; or because the data collection itself does notpossess all of the information to identify the trend. Thus; it is necessary for an expert human-in-the-loop to be involved in the process of trend analysis. To this end; we introduceTrendQuery; a system designed towards iterative and interactive surfacing of trends. Our …,Proceedings of the Workshop on Human-In-the-Loop Data Analytics,2016,*,12
Indexing for Time-Sensitive Prediction,Eugene Wu; Yulun Du; Aditya Parameswaran; Leilani Battle; Edward Benson,ABSTRACT Online services such as ad serving or fraud detection increasingly depend onmaking fast predictions that meet hard latency bounds. Unfortunately; most machinelearning systems select a set of features that maximize prediction accuracy; and use all ofthem when making predictions; while ignoring the cost of extracting those features. Since thefeature extraction costs can easily dominate the total prediction latency; this approach is ill-suited to online prediction tasks. For example; a spike in user traffic that overloads CPUresources; or varying input sizes (eg; user profile histories or uploaded image size); cancause the cost (ie; time taken) of feature extraction to exceed hard response constraints. Inthese cases; it is desirable to pick a subset of the available features that maximizes theprediction accuracy while meeting the time constraint. We develop algorithms and …,*,2015,*,12
Explaining data in visual analytic systems,Eugene Wu,Data-driven decision making and data analysis has grown in both importance andavailability in the past decade; and has seen increasing acceptance in the broaderpopulation. Visual tools are needed to help non-technical users explore and make sense oftheir datasets. However even with existing tools; many common data analysis tasks are stillperformed using manual; error-prone methods; or simply inaccessible due to non-intuitiveinterfaces. In this thesis; we addressed a common data analysis task that is ill-served byexisting visual analytical tools. Specifically; although visualization tools are well suited toidentify patterns in datasets; they do not help users characterize surprising trends or outliersin the visualization and leave that task to the user. We explored the necessary techniques sousers can visually explore datasets; specify outliers in the resulting visualizations; and …,*,2015,*,6
Indexing Cost Sensitive Prediction,Leilani Battle; Edward Benson; Aditya Parameswaran; Eugene Wu,Abstract: Predictive models are often used for real-time decision making. However; typicalmachine learning techniques ignore feature evaluation cost; and focus solely on theaccuracy of the machine learning models obtained utilizing all the features available. Wedevelop algorithms and indexes to support cost-sensitive prediction; ie; making decisionsusing machine learning models taking feature evaluation cost into account. Given an itemand a online computation cost (ie; time) budget; we present two approaches to return anappropriately chosen machine learning model that will run within the specified time on thegiven item. The first approach returns the optimal machine learning model; ie; one with thehighest accuracy; that runs within the specified time; but requires significant up-frontprecomputation time. The second approach returns a possibly sub-optimal machine …,arXiv preprint arXiv:1408.4072,2014,*,12
Progressive Failure Analysis Method of a Pi Joint with Uncertainties in Fracture Properties,Wooseok Ji; Anthony Waas; Ravi Raveendra,I. Introduction dhesively bonded joint technology is now widely used in aircraft structuraldesigns because of its advantage over conventional fastening systems. Stressconcentrations that are unavoidable at fastener areas can be reduced with adhesivelybonded joints; and thus fatigue resistance can be significantly improved. Structural weightcan be reduced by replacement of the fastener hardware with the adhesive joints. Variousadhesive joint profiles are available for joining structural parts in a complex configurationthat may be difficult and costly to achieve with a mechanical fastening system. Especially; anemerging and promising concept in joining laminated structures is the “Pi joint”. The Pi-shaped joint improves performance by increasing the bonding area between adherends.However; the bonded interface is still the weakest link due to the large amount of load …,*,2012,*,21
Intelligent Conversational Systems,Emilie Kim; Alex Pesterev; Eugene Wu,If language is what truly separates humans from other animals; then good communicationwith language is what keeps humans together. All relationships are based on goodcommunication; whether it be familial; friendly; romantic; or professional. Without the abilityto share ideas or thoughts effectively; we as humans surely would not be able to function.However; when it comes to our relationships with computers; we seem to make exceptions.According to a study conducted by independent research firm Kelton Research; 65% ofconsumers report spending more time with their computer than with their significant other [5].Additionally; the report stated:,*,2008,*,18
Deeper: A Data Enrichment System Powered by Deep Web,Pei Wang; Yongjun He; Ryan Shea; Jiannan Wang; Eugene Wu,ABSTRACT Data scientists often spend more than 80% of their time on data preparation.Data enrichment; the act of extending a local database with new attributes from external datasources; is among the most time-consuming tasks. Existing data enrichment works areresource intensive: data-intensive by relying on web tables or knowledge bases; monetarily-intensive by purchasing entire datasets; or timeintensive by fully crawling a web-based datasource. In this work; we explore a more targeted alternative that uses resources (in terms ofweb API calls) proportional to the size of the local database of interest. We build Deeper; adata enrichment system powered by deep web. The goal of Deeper is to help data scientiststo link a local database to a hidden database so that they can easily enrich the localdatabase with the attributes from the hidden database. We find that a challenging …,*,*,*,10
“I Like the Way You Think!” Inspecting the Internal Logic of Recurrent Neural Networks,Thibault Sellam; Kevin Lin; Ian Yiran Huang; Carl Vondrick; Eugene Wu,Recurrent neural networks (RNNs) are revolutionizing many domains. Their expressivity andthe wide availability of training data enables them to tackle a wide range of problems;including language understanding [8]; image generation [9]; and program synthesis [5]; andthe proliferation of libraries and programming frameworks is significantly reducing the effortto construct and deploy them [2; 4; 12]. How do we ensure that learned models behavereliably and as intended? In traditional; non-learned software systems; we ensure reliabilitythrough software engineering principles [22] such as abstractions; modularity; testing; andlogical requirements. Modern engineers do not write software systems as a single codeblock; nor do they deploy them without understanding the system logic and extensivelytesting the system.,Hypothesis,*,*,5
ICDE 2017 Reviewers,Yannis Papakonstantinou; Lei Chen; Reynold Cheng; Wolfgang Gatterbauer; Bingsheng He; Stratos Idreos; Christopher Jermaine; Chen Li; Gerome Miklau; Tamer Özsu; Olga Papaemmanouil; Evimaria Terzi; Eugene Wu; Ashraf Aboulnaga; Alex Alves; Amazon Gabriel Antoniu; INRIA Arvind Arasu; Andrey Balmin; Workday Zhifeng Bao; Sumita Barahmand; Srikanta Bedathur; Carsten Binnig; Spyros Blanas; Marco Brambilla; Stephane Bressan; K Selcuk Candan; Zhao Cao; James Cheng; Fei Chiang; Panos K Chrysanthis; Philippe Cudre-Mauroux,ICDE 2017 Program Committee Chairs Yannis Papakonstantinou; University of California; SanDiego Yanlei Diao; Ecole Polytechnique; France; and University of Massachusetts; Amherst …ICDE 2017 Area Chairs Lei Chen; Hong Kong University of Science and Technology ReynoldCheng; University of Hong Kong Wolfgang Gatterbauer; Carnegie Mellon University BingshengHe; National University of Singapore Stratos Idreos; Harvard University ChristopherJermaine; Rice University Chen Li; University of California Irvine Gerome Miklau; University ofMassachusetts Tamer Özsu; University of Waterloo Olga Papaemmanouil; Brandeis UniversityEvimaria Terzi; Boston University Eugene Wu; Columbia University … ICDE 2017 Program CommitteeAshraf Aboulnaga; Qatar Computing Research Institute Alex Alves; Amazon Gabriel Antoniu;INRIA Arvind Arasu; Microsoft Research Andrey Balmin; Workday Zhifeng Bao; RMIT …,*,*,*,21
Web Data,Michael J Cafarella; Alon Halevy; Daisy Zhe Wang; Eugene Wu; Yang Zhang WebTables,Since the previous edition of this collection; the World Wide Web has unequivocally laid anylingering questions regarding its longevity and global impact to rest. Several multi-Billion-user services including Google and Facebook have become central to modern life in the firstworld; while Internet-and Web-related technology has permeated both business andpersonal interactions. The Web is undoubtedly here to stayat least for the foreseeable future.Web data systems bring a new set of challenges; including high scale; data heterogeneity;and a complex and evolving set of user interaction modes. Classical relational databasesystem designs did not have the Web workload in mind; and are not the technology ofchoice in this context. Rather; Web data management requires a melange of techniquesspanning information retrieval; database internals; data integration; and distributed …,*,*,*,12
Data Engineering,Sanjay Krishnan; Jiannan Wang; Michael J Franklin; Ken Goldberg; Tim Kraska; Tova Milo; Eugene Wu; Yachao Lu; Saravanan Thirumuruganathan; Nan Zhang; Gautam Das,Abstract There has been much research on various aspects of Approximate QueryProcessing (AQP); such as different sampling strategies; error estimation mechanisms; andvarious types of data synopses. However; many subtle challenges arise when building anactual AQP engine that can be deployed and used by real world applications. Thesesubtleties are often ignored (or at least not elaborated) by the theoretical literature andacademic prototypes alike. For the first time to the best of our knowledge; in this article; wefocus on these subtle challenges that one must address when designing an AQP system.Our intention for this article is to serve as a handbook listing critical design choices thatdatabase practitioners must be aware of when building or using an AQP system; not toprescribe a specific solution to each challenge.,*,*,*,3
Research Statement and Agenda,Eugene Wu,The past decade has seen tremendous growth in both the volume of data and the complexityof analyses that organizations want to perform. Increasingly; these analyses are notperformed by experienced database administrators but by domain experts that need simpleways to process their data without worrying about scalability and management limitations.To be useful for these users; new systems must simplify analyses and address performancebottlenecks at every step in the analysis pipeline. My work has focused on many of thesebottlenecks—robust data ingestion [7]; improving core query performance [3; 8; 11; 4; 2];supporting new forms of data and new domains [9; 5; 6; 1]; summarizing and debuggingquery results [12; 13]; and scaling up visualizations [10]. More broadly; my goal is to buildscalable and useful data management systems for real people. This is reflected in my …,*,*,*,10
Explanatory Lineage,Eugene Wu; Samuel Madden,ABSTRACT As data analytics becomes mainstream; and the complexity of the underlyingdata and computation grows; end-users will increasingly rely on visualizations to presentsimplified statistics that summarizes interesting properties in the data. It is even moreimportant to provide tools that help analysts understand the underlying reasons when theysee anomalous results. We envision adding a new explanatory dimension into visualizationlibraries and creation tools that automatically give end-users the capability to mine andunderstand the reasons for outliers and trends that they see in the visualizations. In thispaper; we propose an initial problem formulation targeted towards business dashboardapplications; and propose a set of modifications to existing declarative visualization librariesthat enables this ability in existing visualizations with minimal changes by the developer.,*,*,*,21
YFilter++–Efficient Declarative Querying Over Event Streams,Andy Carle; Eugene Wu,Abstract Event processing systems are growing in importance as more and more sequentialdata is becoming available from sensors and other real-time monitoring equipment. Much ofthis data must be processed quickly and efficiently in order to be useful. However; manycurrent systems are drastically slowed by dependence on SQL over streams which is veryinefficient for sequential data. We propose a new solution; an extension to the University ofCalifornia–Berkeley's YFilter system to handle event processing. Our new system; YFilter++;has shown much better performance than contemporary streaming database systems whenrun over event streams in initial testing. In addition; the event description language that wepropose is more expressive than SQL over streams. There are still many optimizations thatcould be made to YFilter++; but overall we believe we have created a very viable system …,*,*,*,2
