Biodegradation aspects of polycyclic aromatic hydrocarbons (PAHs): a review,AK Haritash; CP Kaushik,Abstract PAHs are aromatic hydrocarbons with two or more fused benzene rings with naturalas well as anthropogenic sources. They are widely distributed environmental contaminantsthat have detrimental biological effects; toxicity; mutagenecity and carcinogenicity. Due totheir ubiquitous occurrence; recalcitrance; bioaccumulation potential and carcinogenicactivity; the PAHs have gathered significant environmental concern. Although PAH mayundergo adsorption; volatilization; photolysis; and chemical degradation; microbialdegradation is the major degradation process. PAH degradation depends on theenvironmental conditions; number and type of the microorganisms; nature and chemicalstructure of the chemical compound being degraded. They are biodegraded/biotransformedinto less complex metabolites; and through mineralization into inorganic minerals; H 2 O …,*,2009,1550
Organochlorine pesticide residues in drinking water in the rural areas of Haryana; India,CP Kaushik; HR Sharma; A Kaushik,Abstract Drinking water samples collected from rural areas of three districts of Haryanaduring pre-monsoon and post-monsoon periods were analysed for the presence oforganochlorine pesticide residues. The main source of drinking water in rural areas; iegroundwater in Ambala and Gurgaon districts and surface water supply in Hisar district; wasfound to be contaminated with isomers of HCH and endosulfan and metabolites of DDT;whereas dieldrin remained below detection limits. During the study period; the mean valuesobserved for total HCH; DDT and endosulfan were 87.6; 848.2; and 27.4 ng/L and 99.8;275.3 and 164.2 ng/L; respectively; for Ambala and Gurgaon districts. In the case of Hisardistrict; the values were 78.5; 115.9; and 53.0 ng/L; respectively. During the study period;37% of the samples exceeded the total pesticide level of 500 ng/L indicated in the EECD …,Environmental monitoring and assessment,2012,21
Heavy metal pollution of river Yamuna in the industrially developing state of Haryana.,A Kaushik; S Jain; J Dawra; R Sahu; CP Kaushik,Abstract Heavy metal concentrations viz. Fe; Ni; Pb; Cd; Co; Zn in the river Yamuna flowingalong the state of Haryana through Delhi have been reported selecting 16 stations coveringthe upstream and downstream stations for major industrial complexes of the state. While Fe;Ni and Co concentrations exceeded the maximum permissible limits prescribed for drinkingall along the river; the Cd concentrations crossed the acceptable standards in Delhidownstream. The Pb concentrations declined in the eutrophicated Delhi downstream whileZn concentrations remained within desirable limits throughout. Peak concentrations wererecorded in Delhi downstream for Fe and at Sonepat-Gohana downstream for Ni; Co & Zn;which matched with the type of industrial inputs viz. Iron-works and the electroplating;galvanizing & cycle industries; respectively. The status of heavy metal pollution of the …,Indian journal of environmental health,2001,18
Hydrogen production and metal-dye bioremoval by a Nostoc linckia strain isolated from textile mill oxidation pond,Sharma Mona; Anubha Kaushik; CP Kaushik,Abstract Biohydrogen production by Nostoc linckia HA-46; isolated from a textile-industryoxidation-pond was studied by varying light/dark period; pH; temperature and ratio of carbon-dioxide and argon in the gas-mixture. Hydrogen production rates were maximum under 18 hof light and 6 h of darkness; pH 8.0; 31° C; a CO 2: Ar ratio 2: 10. Hydrogen production of thestrain acclimatized to 20 mg/L of chromium/cobalt and 100 mg/L of Reactive red 198/crystalviolet dye studied in N-supplemented/deficient medium was 6–10% higher in the presenceof 1.5 g/L of NaNO 3. Rates of hydrogen production in the presence of dyes/metals by thestrain (93–105 μmol/h/mg Chlorophyll) were significantly higher than in medium withoutmetals/dyes serving as control (91.3 μmol/h/mg Chlorophyll). About 58–60% of the twometals and 35–73% of dyes were removed by cyanobacterium. Optimal conditions of …,Bioresource technology,2011,17
Loss of HCH from surface soil layers under subtropical conditions,CP Kaushik,Abstract The loss of HCH (hexachlorocyclohexane) at an application rate of 25 kg ha− 1 wasstudied under field conditions from two surface soil layers; each of 7· 5 cm; at two sites inDelhi. The soil at both sites was sandy loam type; with a pH of 8· 2; and 0· 8 to 1· 0% organicmatter content. At site 1; which was kept fallow and not watered; the upper 7· 5-cm layer ofsoil initially lost HCH more rapidly than the lower layer. The half-life of the HCH in the upperand lower 7· 5-cm layers was 21 and 41 days; respectively; and it was 26 days for the totalHCH in the combined 15-cm soil layer. At site 2; which contained ornamental plants and waswatered regularly; there was not much difference in the loss of HCH between the upper andlower layers. The half-life of HCH was 17 and 25 days for the upper and lower 7· 5-cmlayers; respectively; and it was 20 days for the total 15-cm soil layer; at this site. The loss …,Environmental pollution,1989,17
Effect of cyanobacterial exopolysaccharides on salt stress alleviation and seed germination.,Monu Arora; A Kaushik; Nisha Rani; CP Kaushik,*,*,2010,16
Removal of textile basic dye from aqueous solutions using sawdust as bio‐adsorbent,Shiv Pratap Raghuvanshi; Renu Singh; CP Kaushik; AK Raghav,The ability of low cost bio‐adsorbent sawdust to remove basic dye (methylene blue) fromaqueous solution is investigated using it in two different forms: in raw form and in chemicallytreated (with sulphuric acid) form. The effect of contact time; dye concentration; adsorbentdose and the kinetics of adsorption were studied in batch experiments. At neutral pH and 4gm/l of chemically activated and raw sawdust adsorbents; removal of 98.12% and 97.18% ofmethylene blue dye (at 100 mg/l concentration) from the aqueous solution; was the bestresult obtained during study. An average percentage removal difference of less than 5%;between two adsorbents was achieved under different conditions in the experiments. Thedata fit well in Freundlich isotherm.,International journal of environmental studies,2005,15
Integrating photobiological hydrogen production with dye–metal bioremoval from simulated textile wastewater,Anubha Kaushik; Sharma Mona; CP Kaushik,Abstract The study reports production of hydrogen in photobioreactors with free (PBR Fr)and immobilized (PBR Imm) Nostoc biomass at enhanced and sustained rates. Beforerunning the photobioreactors; effects of different immobilization matrices and cyanobacterialdose on hydrogen production were studied in batch mode. As hydrogen production in thePBRs declined spent biomass from the photobioreactors were collected and utilized furtherfor column biosorption of highly toxic dyes (Reactive Red 198+ Crystal Violet) and metals(hexavalent chromium and bivalent cobalt) from simulated textile wastewater. Breakthroughtime; adsorption capacity and exhaustion time of the biosorption column were studied. Thephotobioreactors with free and immobilized cyanobacterium produced hydrogen at averagerates of 101 and 151 μmol/h/mg Chl a; respectively over 15 days; while the adsorption …,Bioresource technology,2011,13
Changing patterns of organochlorine pesticide residues in raw bovine milk from Haryana; India,CP Kaushik; Hardeep Rai Sharma; Deepak Gulati; Anubha Kaushik,Abstract Bovine milk samples were collected and analyzed during 1992 and 1998 from ruralareas of 14 different districts of Haryana state for the presence of HCH and DDT residues.The study revealed that the mean residues of ΣHCH in raw bovine milk have declined by67.5% while mean levels of ΣDDT have decreased by 92.8% during six years gap. Theobtained results reveal that during 1992 p; p′-DDT was the main component followed by p;p′-DDD; α-HCH and β-HCH while in 1998; p; p′-DDE and β-HCH followed by p; p′-DDTwere relatively more as compared to other isomers and metabolites of these pesticides.,Environmental monitoring and assessment,2011,13
Basics of environment and ecology,Anubha Kaushik; CP Kaushik,*,*,2010,12
Association of polycyclic aromatic hydrocarbons (PAHS) with different sizes of atmospheric particulate in hisar city and its health aspects,CP Kaushik; Parmila Sangwan; AK Haritash,The concentration of polycyclic aromatic hydrocarbons (PAHs) associated with differentparticulate sizes of suspended particulate matter (SPM) was studied in Hisar city with thehelp of a MOUDI-NR 10-stage (18 μm to 0.056 μm) cascade impactor. The vehicular-cum-commercial; vehicular; commercial; and institutional/residential locations had the averageconcentration (ng/g) of 11.39; 10.39/10.22 (NH 10/Bus Terminus); 8.89; and 8.93;respectively. Vehicular emission was the chief source and diesel-vehicle dominated areasrepresented higher concentration of PAHs associated with coarse fraction. An increase inPAH associated with fine fraction was observed with an increase in vehicular density.Maximum average concentration (11.26 ng/g) was found to be associated in particle rangeof< 0.56–0.32 μm. It was followed by particle range (μm) of< 18–10;< 1.8–1;< 0.18–0.1;< …,Polycyclic Aromatic Compounds,2012,10
Seasonal and spatial occurrence and distribution of respirable particulate-bound atmospheric polycyclic aromatic hydrocarbons in Hisar City (India) and their potenti...,AK Haritash; CP Kaushik,Abstract A group of nine PAHs was detected using HPLC in commercial; industrial andresidential areas of Hisar city and their health effects were discussed. PAHs havedetrimental biological effects; including acute and chronic toxicity; mutagenicity andcarcinogenicity. An average of total PAHs in commercial; industrial and residential areaswas found to be 1798.52; 2196.81 and 2474.13 μg/g; respectively. For seasonal changes;maximum variations were observed in monsoon followed by post-monsoon season;summer; autumn; and least in winter. Among the nine PAHs analysed; benzo (k)fluoranthene exhibited maximum concentration throughout the period of study. Significantlyhigh variation was observed for benzo [b] fluoranthene followed by benzo (k) fluoranthene;pyrene and benzo (e) pyrene. Benzo [ghi] perylene> anthracene> fluoranthene> …,Asian Journal of Water; Environment and Pollution,2011,10
Salt stress effects on soil urease activity; nitrifier and Azotobacter populations in gram rhizosphere,V Sethi; A Kaushik; CP Kaushik,*,TROPICAL ECOLOGY-ALLAHABAD-,1993,10
Dry aerial fallout of organochlorine insecticide residues in Delhi; India,CP Kaushik; HC Agarwal; MKK Pillai,Abstract Monitoring of airborne dust in Delhi during May to July 1985 revealed residues ofDDT varying from 1· 3 to 7· 14 ng mg− 1 (4· 06–22· 31 ng m− 2 day− 1) with an average of 3·32 ng mg− 1 (10· 38 ng m− 2 day− 1); and HCH which ranged from 0· 46 to 2· 35 ng mg− 1(1· 44–7· 34 ng m− 2 day− 1) with a mean of 1· 16 ng mg− 1 (3· 63 ng m− 2 day− 1). Theconcentration of total DDT was almost 3 times greater than that of HCH.,Environmental Pollution,1991,10
Organochlorine pesticide residues in human blood samples collected from Haryana; India and the changing pattern,CP Kaushik; Neetu Sharma; Surender Kumar; A Kaushik,Abstract Blood samples were collected during August 1992 and August 2002 from varioushospitals of Haryana state and analyzed for the presence of HCH and DDT residues and thechange in concentration of pesticide residues was calculated in terms of% reduction. Thestudy revealed that the mean residue levels of total HCH in human blood samples havedeclined by 87.6% while those of total DDT have decreased by 98.9% during a gap of 10years. The obtained results reveal that during 1992 p; p′-DDT was the major componentwith the mean value of 6.125 mg/L followed by p; p′-DDE; γ-HCH; α-HCH and β-HCH whilein 2002; β-HCH and p; p′-DDE were comparable with mean value of 0.053 and 0.052mg/L; respectively followed by p; p′-DDT; α-HCH and p; p′-DDD.,Bulletin of environmental contamination and toxicology,2012,9
Sequestration of Co (II) from aqueous solution using immobilized biomass of Nostoc linckia waste from a hydrogen bioreactor,Sharma Mona; Anubha Kaushik; CP Kaushik,Abstract The study was conducted to explore the potential of spent biomass of a hydrogenproducing cyanobacterium; Nostoc linckia for removal of Co (II) from aqueous solution. Thebiomass waste generated from a lab-scale hydrogen bioreactor was immobilized in calciumalginate and used as a biosorbent. Kinetic studies indicated that biosorption of Co (II) on thecyanobacterial biomass followed pseudo second order model with an equilibrium time of125 min. Response surface methodology (RSM) was used to design experiments foroptimization of pH (1.0–6.0); temperature (25–45° C) and initial metal concentration (10–100mg/L) for achieving maximum removal of Co (II) by the biosorbent. The data was fitted to asecond-order polynomial equation and highly significant regression coefficients confirmedthat the model could be applied for obtaining the desired response within the design …,Desalination,2011,8
Adsorption of congo red dye from aqueous solutions using neem leaves as adsorbent,Shiv Pratap Raghuvanshi; Renu Singh; CP Kaushik,Abstract A low cost absorbent prepared from neem leaves for the removal of congo red dyefrom aqueous solution has been studied. Experiments in batch reactor were carried out tostudy the removal efficiency of neem leaves towards the adsorption of congo red dye(adsorbate) by stirring it with neem leaves powder (adsorbent). Kinetics study of adsorptionand equilibrium studies were carried out by varying different parameters like size of theadsorbent particles; initial concentration of dye and the adsorbent dosage. An adsorptionrate model has been developed. The experimental data have also been studied in light ofLangmuir and Fruendlich. Adsorption equilibrium data fit most satisfactorily to Langmuiradsorption isotherm.,Asian Journal of Chemistry,2008,7
Assessment of infant exposure to chlorinated pesticide residues through contaminated mothers milk in Haryana; India,S Kumar; A Kaushik; CP Kaushik,A total of 50 human milk samples from mothers of different age groups were collected fromdifferent regions of Haryana; India. Hexachlorobenzene (HCB); α‐HCH; ß‐HCH; p; p'‐DDE;p; p'‐DDT were found in all samples; p; p'—DDD and y‐HCH were present in 92 percenteach of the total samples analysed. Mean levels of HCB; total HCH and total DDT were0.109; 0.322 and 1.561 mg L− 1; respectively on whole milk basis. The average daily intakeof organochlorine pesticides (OCP) calculated for the suckling infant was significantly higherin this study when compared with the levels recommended by the WHO.,Toxicological & Environmental Chemistry,1996,6
Prolonged hydrogen production by Nostoc in photobioreactor and multi-stage use of the biological waste for column biosorption of some dyes and metals,Sharma Mona; Anubha Kaushik; CP Kaushik,Abstract Hydrogen production by Nostoc linckia was studied using both free and alginateimmobilized biomass of the cyanobacterium in separate lab-scale photobioreactors (PBRs).Hydrogen production rates improved significantly when immobilized cyanobacterial biomasswas used in PBR and the production continued up to 25 days by maintaining requiredanoxic conditions and carbohydrate supplement. Average hydrogen production rate over 25days was 132 μmolH 2/h/mg Chl a. The biological waste from the PBRs was utilized forsequestration of two toxic heavy metals (chromium and cobalt) and carcinogenic dyes(Reactive Red 198 and Crystal Violet) from aqueous solutions in packed-bed column. Fromthe PBR containing free N. linckia cells; the spent biomass was collected after 7 d; dried andimmobilized in alginate matrix; and used as a biosorbent for optimizing bed height and …,Biomass and bioenergy,2013,5
Blood lead levels among populations differentially exposed to vehicular exhaust in Rohtak; India,S Kumar; A Kaushik; CP Kaushik,Abstract In the absence of local industrial sources of lead; leaded gasoline has beensuggested as the major source of lead in the urban atmosphere of Rohtak town; situatednear Delhi metropolitan city and with a high vehicular density. Blood lead levels weremeasured in 42 male volunteers from within the Rohtak area with varying degrees ofexposure to vehicular exhaust. The occupationally exposed group with a daily exposure of10–12 h in automobile workshops was found to have the highest levels of blood lead (meanvalue 21· 26 μg dl− 1) followed by roadside population (mean value 14· 91 μg/dl− 1). Thisgroup of people had a daily exposure of 8–10 h in their business establishments; situated ata distance of less than 5 to about 10 ft (< 1· 5-c. 3· 0 m) from the road with an average trafficdensity of 8000 vehicles day− 1. Urban residents were found to have higher blood lead …,Environmental Pollution,1993,5
Evaluation and statistical optimization of methane oxidation using rice husk amended dumpsite soil as biocover,Somvir Bajar; Anita Singh; CP Kaushik; Anubha Kaushik,Abstract A laboratory scale study was conducted to investigate the effect of rice huskamended biocover to mitigate the CH 4 emission from landfills. Various physico-chemicaland environmental variables like proportion of amended biocover material (rice husk);temperature; moisture content; CH 4 concentration; CO 2 concentration; O 2 concentrationand incubation time were considered in the study which affect the CH 4 bio-oxidation. Forthe present study; sequential statistical approach with Placket Burman Design (PBD) wasused to identify significant variables; having influential role on CH 4 bio-oxidation; from allvariables. Further; interactive effect of four selected variables including rice husk proportion;temperature; CH 4 concentration and incubation time was studied with Box–BehnkenDesign (BBD) adopting Response Surface Methodology (RSM) to optimize the conditions …,Waste Management,2016,4
Degradation of low molecular weight polycyclic aromatic hydrocarbons by microorganisms isolated from contaminated soil,AK Haritash; CP Kaushik,ABSTRACT Degradation of low molecular weight PAHs by two bacterial speciesMicrococcus luteus and Kocuria rosea has been reported for the first time in the presentstudy. Three fungal species of Aspergillus were also studied for their PAH-degradationpotential. The microorganisms were isolated from oil contaminated soil and adapted with anexposure to high dose of PAH compounds for one year under laboratory conditions. Theefficiency towards biodegradation increased from Kocuria rosea (55.4%) to Aspergillusficuum (57.2%) to Aspergillus flavus (63.2%) to Micrococcus luteus (63.6%) to Aspergillusfumigatus (63.9%). Maximum degradation was observed for naphthalene followed byphenanthrene; fluoranthene; and pyrene for bacteria. M. luteus could degrade thecompounds at a faster rate than K. rosea. A. flavus and A. fumigatus strains were better …,Int. J. Environ. Sci,2016,4
Nutrient recycling and management of press mud; parthenium and biogas plant slurry employing earthworms,Pritam Sangwan; CP Kaushik; VK Garg,Sugar industry has been included in the list of the most polluting industries. The aim of thisstudy was to transform sugar mill sludge (PM) and Parthenium amended with Biogas PlantSlurry (BPS) into vermicompost employing Eisenia fetida. In all the waste mixtures; adecrease in pH; TOC; TK and C: N ratio; but increase in TKN and TP was recorded.Maximum worm biomass and growth rate was attained in" 25% PM+ 50% BPS+ 25%Parthenium weed" waste mixture. The results indicated that Parthenium along with PM couldbe converted into good-quality manure by earthworms if mixed in appropriate ratio with BPS.,International Journal of Environment and Waste Management,2011,4
Salinity Tolerance of Three Indigenous Strains of Heterocystous Cyanobacteria Isolated from a Semi-arid Wasteland in India,A Kaushik; H Manchanda; BR Kadyan; CP Kaushik,*,PROCEEDINGS-INDIAN NATIONAL SCIENCE ACADEMY PART B,1997,4
Organochlorine pesticide residues in fodder from rural areas of Haryana; India,HR Sharma; A Kaushik; CP Kaushik,Residues of organochlorine pesticides (OCPs) namely 1; 2; 3; 4; 5; 6-hexachlorocyclohexane isomers (HCH-isomers); 1; 1; 1-trichloro-2; 2-bis (p-chlorophenyl)ethane (DDT) and its metabolites; and endosulfan stereoisomers were analyzed in dry andgreen fodder samples from rural areas of Ambala; Gurgaon; and Hisar districts of Haryana;India during winter; summer; and post-monsoon seasons. The HCH isomers γ-HCH and β-HCH; and DDT and its metabolites p; p′-DDD; p; p′-DDE; and p; p′-DDT had moretraceability in test samples as compared to other isomers and metabolites studied. TotalOCPs (ΣOCPs); ie; ΣHCH; ΣDDT; and Σendosulfan were found to be the highest in wheatstraw (1.1–1.2 mg kg− 1) from Ambala and Gurgaon; followed by that in sorghum straw (0.46mg kg− 1) from Hisar. Dry fodder samples were found to have relatively higher residue …,Toxicological & Environmental Chemistry,2013,3
Degradation of hexachlorocyclohexane (HCH; α; β; γ and δ) by Bacillus circulans and Bacillus brevis isolated from soil contaminated with HCH.,Gupta Archna; CP Kaushik; A Kaushik,Abstract: Hexachlorocyclohexane (HCH; α; β; γ and δ) degradation efficiency of acclimatizedBacillus circulans and B. brevis was studied under aerobic conditions on nutrient agar.These bacteria were isolated from HCH contaminated soil and acclimatized to differentconcentrations of HCH for more than 2 years. Acclimatized bacteria degraded at asignificantly high rate not only the α and γ isomers but also the thermodynamically stable βand δ isomers at different concentrations; suggesting their potential for degradation of eventhe aged residues.,Soil Biology & Biochemistry,2000,3
Salinization Effects on Dehydrogenase Activity and CO~ 2 Evolution from Soils following Phytomass Amendments,A Malik; A Kaushik; CP Kaushik,Effects of salinization treatments (EC 2; 6; 9; 12 dsm '1) on soil dehydrogenase activity(DHA) and C02 evolution were studied after organic amendment of the soils using cropresidues of Brassica campestris and above ground plant biomass ofSalsoIa baryosma andHeliotropium Curassavz'r 'um (1: 1 w/w). DHA of the soils decreased with increasing salinity.showing 0.089 to 0.047 mg g “'day 1 activity in the unamended and 0.265 to 0.150 mg g '1day '1 in the amended soils. DHA was maximum in Salsofa-Heft'otropi'um amended soilsand showed minimum inhibitory effect of salinity. Carbon mineralization was reducedsigniﬁcantly under salinity stress. Both DHA and C03 evolution due to decomposition werenegatively correlated with salinity.,PROCEEDINGS-INDIAN NATIONAL SCIENCE ACADEMY PART B,1995,3
Comparing efficacy of down-flow and up-flow vertical constructed wetlands for treatment of simulated dumpsite leachate,Simranjeet Singh; Anubha Kaushik; CP Kaushik,Abstract Constructed wetlands have been used for treatment of various waste waters for thelast over six decades. Different researches have been using various kinds of CWs likesurface flow; horizontal subsurface flow and vertical subsurface flow with different types ofplant species. In the present study vertical up-flow and down-flow constructed wetlands wereprepared and used to determine their pollutant removal efficiency from simulated dumpsiteleachate using Canna–Typha macrophytes in mixed culture with soil and gravel as substrateat different hydraulic retention time (HRT) of 4; 8 and 12 days. The present study revealedmaximum removal of 87.2% of COD at 12d HRT; which gradually increased fromapproximately 55% at 4d HRT; in both the up-flow and down-flow CWs. Maximum removal of79.8% of phosphate; 72.2% of ammonia nitrogen and 67.7% of total nitrogen could be …,Imperial Journal of Interdisciplinary Research,2016,2
Seasonal trends in organochlorine pesticide residues in raw bovine milk from rural areas of Haryana; India,CP Kaushik; A Kaushik; HR Sharma,Abstract Seasonal trends in organochlorine pesticides residues namely; 1; 2; 3; 4; 5; 6-hexachlorocyclohexane (HCH) isomers; 1; 1; 1-trichloro-2; 2-bis (p-chlorophenyl) ethane(DDT) and its metabolites and endosulfan stereo isomers were investigated in raw bovinemilk samples from rural areas of Ambala; Gurgaon and Hisar districts of the state of Haryanafor winter; summer; and post-monsoon seasons. Highest concentration of HCH and DDTwas found in 43% and 53% milk samples; respectively in post-monsoon season whereashighest values of endosulfan was reported in 36% samples during winter season. During thestudy period only 2% milk samples exceeded the maximum residue limit recommended byWHO for ΣHCH; 1% samples each for α-HCH and γ-HCH; 9% samples for β-HCH asrecommended by PFAA and 30% samples for ΣDDT as prescribed by FAO. No statistical …,Bulletin of environmental contamination and toxicology,2014,2
Vehicular pollution modelling and estimation of emission load along a proposed metro rail corridor,N Sharma; Sunil Gulia; CP Kaushik; Rajni Dhyani,Abstract: The study presented here focuses on vehicular pollution load estimation andvehicular pollution modeling along the proposed metro rail corridor on a National Highway(NH) corridor in the National Capital Region (NCR) of Delhi. NH corridor selected for thestudy is Bahadurgarh-Rohtak highway of NH-10 in the state of Haryana (India). As the Delhimetro rail is expanding rapidly in the NCR for better connectivity and reach; it is expectedthat the same will be extended soon to the study area/corridor also; for which detailed trafficand environmental studies have already been completed by Delhi Metro Rail Corporation(DMRC). In the present study; it has been assumed that; metro rail will be operational alongthis highway corridor by year 2016. Emission load estimation and vehicular pollutionmodeling has been carried out and compared “with metro rail” and “without metro rail” …,1st Conference of Transportation Research Group of India (CTRG),2011,2
Statistical assessment of dumpsite soil suitability to enhance methane bio-oxidation under interactive influence of substrates and temperature,Somvir Bajar; Anita Singh; CP Kaushik; Anubha Kaushik,Abstract Biocovers are considered as the most effective and efficient way to treat methane(CH 4) emission from dumpsites and landfills. Active methanotrophs in the biocovers play acrucial role in reduction of emissions through microbiological methane oxidation. Severalfactors affecting methane bio-oxidation (MOX) have been well documented; however; theirinteractive effect on the oxidation process needs to be explored. Therefore; the present studywas undertaken to investigate the suitability of a dumpsite soil to be employed as biocover;under the influence of substrate concentrations (CH 4 and O 2) and temperature at variableincubation periods. Statistical design matrix of Response Surface Methodology (RSM)revealed that MOX rate up to 69.58 μgCH 4 g− 1 dw h− 1 could be achieved under optimumconditions. MOX was found to be more dependent on CH 4 concentration at higher level …,Waste Management,2017,1
Dynamics of methane oxidation in landfill cover soil under variable composition of microcosm gaseous regime,Somvir Bajar; CP Kaushik; Anubha Kaushik,Abstract The dynamics of oxidation of methane was investigated under the variableconcentration of CH4 mixed with O2 and CO2 through statistical model. The results showedthat the optimal concentration of CH4; O2 and CO2 can enhance methane oxidation. It wasexplored from the study that a level of 5% of O2 concentration was enough to sustain themethanotrophic activity but in absence of O2 methane oxidation no longer occurred in themicrocosm. CH4 oxidation rate increases rapidly with increase in concentration of CH4 from5.0 to 15.0%(v/v) in presence of suitable amount of O2. The necessity of CO2 for methaneoxidation was also explored and it was found that to concentration of around 2.0% hadsupportive role for methane oxidation. No inhibitory effect of elevated amount of CO2 wasobserved beyond 2% on methane oxidation on increasing concentration. The study was …,Int. J. Environ. Res. Develop.,2013,1
Chromium Tolerance and Bioremoval by Cyanobacteria Isolated from Textile Mill Oxidation Pond in Pure and Consortia Form,Anubha Kaushik; Kamra Anjana; CP Kaushik; Bala Kiran,Abstract Two cyanobacterial species Nostoc calcicola HH-12 and Chroococcus minutus HH-11 isolated from a textile mill oxidation pond were examined individually and as consortiumfor their chromium (VI) tolerance and bioremoval from aqueous solutions. Both species weretolerant to the metal and showed significant increase (p< 0.01) in concentration ofchlorophyll and carotenoids at higher concentration of chromium; and the tolerance furtherin the consortium. Concentration of phycobilins also increased in the pure culture ofChroococcus and consortium was also higher in response to increasing chromiumconcentration in the medium. Chromium bioremoval potential was high in both species andthe consortium was even more efficient in metal removal. Probable antioxidative role ofcarotenoids in metal tolerance have also been discussed.@ JASEM,Journal of Applied Sciences and Environmental Management,2011,1
Basic civil and environmental engineering,Anubha Kaushik; CP Kaushik; SS Bhavikatti,Basic civil and environmental engineering paper has been introduced for the undergraduatestudents of Pune University. The course is aimed at imparting basic knowledge of civilengineering encompassing various types of constructions and automation in constructionand environmental engineering covering ecology and ecosystem; environmental pollution;energy resources; EIA and built environment.,*,2010,1
Impacts of Water Resources Development Project with Special Reference to Dams and Reservoirs,SK Sharma; A Kaushik; CP Kaushik; A Sharma,ABSTRACT The demand of water and its related services increased with growing populationand rising economic status. Dams have been seen as an effective way of meeting water andenergy needs. The reason behind construction of these large dams is to producehydropower besides providing continuous flow of water for irrigation and domestic purposes.In recent years; many questions are raised about existing dams. It is therefore becomedifficult to plan new dams. The second half of century has been proliferation of large scaleriver valley projects (nearly 65%) in developing countries. These projects are oftenmultipurpose so as to meet various needs such as flood control; irrigation and production ofhydropower. There are about 37;500 dams over the world of over 15m height. Theincreasing population and improved living standards creates extra pressure for food …,International Conference on Small Hydropower-Hydro Sri Lanka,2007,1
Assessment of ground water quality for sustainable agricultural use,A Kaushik; HR Sharma; CP Kaushik,*,INDIAN JOURNAL OF ENVIRONMENTAL PROTECTION,2007,1
Site feasibility environmental impact assessment for the establishment of a coal-based thermal power plant at Dewas in Madhya Pradesh,Rajesh Kumar; CP Kaushik; DK Agarwal,The study was conducted to find out the environmental impacts of establishing a 260 r MWcoal based thermal power plant (TPP) at Dewas in Madhya Pradesh; India throughmonitoring of existing environmental parameters such as ambient air quality; water quality;land environment; noise environment; biological environment; socio-economic environment;etc. Environmental Impact Assessment (EIA) study has been carried out which reveals that ingeneral the site conditions are suitable for establishment of proposed TPP in the region as itwill have net positive environmental impacts if proper control measures are adopted.,International journal of environmental studies,2002,1
Soil enzymatic changes in salt affected soils following sugar-mill effluent irrigation,A Kaushik; Bala R Kadyan; H Manchanda; CP Kaushik,*,Ecol. Env. Cons,1996,1
SCREENING AND CHARACTERIZATION OF FUNGI ISOLATED FROM TEXTILE EFFLUENT POLLUTED SOIL SAMPLES FOR THE DECOLORIZATION OF DYE,P Sharma; CP Kaushik; A Kaushik,Abstract The present research work explores the potential of fungi isolated from the soilsamples previously polluted with textile dyes. Soil samples from textile industry werecollected and analyzed. All the isolated fungal cultures were studied for their dye tolerantnature in Potato Dextrose Agar amended with 150 mg/ml of reactive red dye HE3B. Further;the selected strains were tested for their dye decolourization efficiency in liquid media andthe percent decolorization was calculated by the values of the optical density measured at520 nm in the spectrophotometer. The fungal isolates showing moderate zone indicatingdecolourization of the dye were selected as Aspergillus niger; Aspergillus fumigatus;Aspergilus terreus and Penicillium sp. Among all the fungi Aspergilus was a dominantspecies recorded and maximum decolorization (92.1%) was achieved by Aspergillus …,Journal of Environmental Research and Development,2016,*
OPTIMIZATION OFTEMPERATURE AND MOISTURE CONTENT FORMETH,Somvir Bajar; CP Kaushik; Anubha Kaushik,ABSTRACT Open dumpsites and landfills are the second most important anthropogenicsource of methane contributing to green house gases. In order to understand the effect ofvarious variables on biological methane oxidation through methanotrophs in soil collectedfrom open dumpsite; the interactive effect of moisture content (%; w/w); temperature (" C);incubation time (days) and initial methane dose (%; v/v) was studied using ResponseSurface methodology. It was observed that influence of temperature on methane oxidation ismoisture dependent as moisture plays an important role in methane oxidation process.Almost insignificant methane oxidation was observed at 5%(w/w) moisture content while athighermoisture level (35-45%) better methane oxidation was observed even at lowtemperature. A parabolic curve pattern was observed for temperature and the optimal …,Indian Journal of Environmental Sciences,2013,*
EAS OF FATEHABAD DISTRICT; HARYANA,Sushila Rani; CP Kaushik,ABSTRACT Ground water samples from twenty villages of Fatehabad district; Haryana wereanalyzed to check their suitability for drinking purpose. Chemical parameters in 40 groundwater samples were analyzed and compared with ISI (1993) and WHO (1997) standards.Total dissolved solids (TDS); total hardness; calcium; bicarbonates; sodium; sulphate andfluoride in many samples showed higher values than permissible limits. Therefore; it isrecommended that ground water of this area should be used by residents after prior treat-,Indian Journal of Environmental Sciences,2013,*
