Efficient similarity joins for near-duplicate detection,Chuan Xiao; Wei Wang; Xuemin Lin; Jeffrey Xu Yu; Guoren Wang,Abstract With the increasing amount of data and the need to integrate data from multipledata sources; one of the challenging issues is to identify near-duplicate records efficiently. Inthis article; we focus on efficient algorithms to find a pair of records such that their similaritiesare no less than a given threshold. Several existing algorithms rely on the prefix filteringprinciple to avoid computing similarity values for all possible pairs of records. We proposenew filtering techniques by exploiting the token ordering information; they are integrated intothe existing methods and drastically reduce the candidate sizes and hence improve theefficiency. We have also studied the implementation of our proposed algorithm in stand-alone and RDBMS-based settings. Experimental results show our proposed algorithms canoutperform previous algorithms on several real datasets.,ACM Transactions on Database Systems (TODS),2011,559
Reduction of store-operated Ca2+ entry correlates with endothelial progenitor cell dysfunction in atherosclerotic mice,Lian-You Wang; Ji-Hang Zhang; Jie Yu; Jie Yang; Meng-Yang Deng; Hua-Li Kang; Lan Huang,The dysfunction of endothelial progenitor cells (EPCs) has been shown to preventendothelial repair during the development of atherosclerosis (AS). Previous studies haverevealed that store-operated calcium entry (SOCE) is an important factor in regulating EPCfunctions. However; whether this is also the mechanism in AS has not been elucidated.Therefore; we evaluated the role of SOCE in EPCs isolated from an atherosclerotic mousemodel. Atheromatous plaques were more frequent in the aortas of ApoE−/− mice fed a high-fat diet for 16 weeks compared with controls; and the proliferative and migratory activities ofatherosclerotic EPCs were significantly decreased. Accordingly; SOCE amplitude; as well asspontaneous or VEGF-induced Ca2+ oscillations; decreased in atherosclerotic EPCs. Theseresults may be associated with the downregulated expression of Stim1; Orai1; and …,Stem cells and development,2015,9
Effect of UV/ozone treatment on polystyrene dielectric and its application on organic field-effect transistors,Wei Huang; Huidong Fan; Xinming Zhuang; Junsheng Yu,The influence of UV/ozone treatment on the property of polystyrene (PS) dielectric surfacewas investigated; and pentacene organic field-effect transistors (OFETs) based on thetreated dielectric was fabricated. The dielectric and pentacene active layers werecharacterized by atomic force microscopy; X-ray photoelectron spectroscopy; and scanningelectron microscopy. The results showed that; at short UVO exposure time (< 10 s); thechemical composition of PS dielectric surface remained the same. While at long UVOexposure time (> 60 s); new chemical groups; including alcohol/ether; carbonyl; andcarboxyl/ester groups; were formed. By adjusting the UVO exposure time to 5 s; the holemobility of the OFETs increased to 0.52 cm2/Vs; and the threshold voltage was positivelyshifted to-12 V. While the time of UVO treatment exceeded 30 s; the mobility started to …,Nanoscale research letters,2014,9
Complex thiolated mannose/quinone film modified on EQCM/Au electrode for recognizing specific carbohydrate–proteins,Hongjuan Zeng; Junsheng Yu; Yadong Jiang; Xiangqun Zeng,Abstract A complex thiolated mannose (TM)/quinone functionalised polythiophene (QFPT)thin film was modified on EQCM/Au electrode for recognition of specific carbohydrate–proteins. Different lectins such as those from Sambucus nigra (elder berry); Arachishypogaea (peanut); Ulex europaeus (gorse; furze); Triticum vulgaris and Concanavalin A(ConA) was used for probes to evaluate bio-sensing performance of the TM/QFPT film. Aspecific response was observed for ConA from lectins when using the TM/QFPT film assensing material and employing either elelctrochemical or the QCM method. No responsewas detected between thiolated mannose and other lectins. The linear relationship betweencurrent and ConA concentration is in the range of 0.5–17.5 nM by the elelctrochemicalmethod and the linear relationship between frequency change and ConA concentration is …,Biosensors and Bioelectronics,2014,9
Ziron U–Pb chronological study of the Hongshishan ophiolite in the Beishan area and their tectonic significance,GQ Wang; XM Li; XY Xu; JY Yu; P Wu,*,Acta Petrologica Sinica,2014,9
High-efficiency and heavily doped organic light-emitting devices based on quench-resistant red iridium complex,Qi Wang; Junsheng Yu; Juan Zhao; Jun Wang; Ming Li; Zhiyun Lu,Abstract Highly efficient red phosphorescent organic light-emitting devices had beenfabricated using a new iridium complex; bis [2-(9; 9-dimethyl-9H-fluoren-2-yl)benzothiazolato-N; C 2'] iridium (III)(acetylacetonate)[(fbt) 2 Ir (acac)] as phosphor. With ahigh doping concentration of 15 wt%; the device exhibited a maximum luminance efficiency;power efficiency and external quantum efficiency (EQE) of 35.2 cd/A; 21.3 lm/W; 18.2%;respectively; indicating an excellent quench-resistant property of (fbt) 2 Ir (acac). The resultsare appealing towards the development of “easy-to-make” OLEDs. It has been demonstratedthat the high efficiency arises from more balanced charge carriers in the emissive layer.,Journal of Luminescence,2013,9
Comparison of electron transporting layer in white OLED with a double emissive layer structure,Xu Wang; Junsheng Yu; Juan Zhao; Xia Lei,Abstract White organic light-emitting devices consisting of a non-doped ultrathin orangeemissive layer (EML) and a doped blue EML were fabricated. The effect of varying electrontransporting layers on device performance was studied; while 2; 9-dimethyl-4; 7-diphenyl-1;10-phenanthroline; 4; 7-diphenyl-1; 10-phenanthroline; tris (8-hydroxy-quinolinato)aluminum and 1; 3; 5-tris (2-N-phenylbenzimidazolyl) benzene (TPBi) were employed;respectively. The results showed that by comparing four kinds of ETLs; the TPBi deviceexhibited a current efficiency of 20.9 cd/A at a current density of 10 mA/cm 2 and a maximumexternal quantum efficiency of 10.0%; while stable white emission with CommissionInternationale de l'Eclairage coordinates of (0.39; 0.43) were obtained; attributing to efficientcharge transportation and exciton confinement.,Displays,2012,9
Organic field-effect transistors with nearly non-injection barrier from source/drain electrodes to pentacene,Xinge Yu; Junsheng Yu; Jianlin Zhou; Yadong Jiang,Abstract Top contact pentacene field-effect transistors (OFETs) with or without MoO 3source/drain (S/D) electrodes buffer layers were fabricated by utilizing different depositionrates of Au S/D electrodes. The results showed that the characteristics of these OFETs havea strong dependence on the deposition rate of Au S/D electrodes. More importantly; singlepentacene layer OFETs with optimized Au deposition process exhibits significantly improvedperformance; which is almost equal to the OFETs with MoO 3 buffer layers. The highperformance of OFETs with optimized Au deposition process was attributed to an improvedcontact of Au and pentacene caused by ordered dipole arrangement at the interface; leadingto a nearly non-injection barrier of charge carriers from Au electrodes to pentacene.,Synthetic Metals,2012,9
Holistic top-k simple shortest path join in graphs,Jun Gao; Jeffrey Yu; Huida Qiu; Xiao Jiang; Tengjiao Wang; Dongqing Yang,Motivated by the needs such as group relationship analysis; this paper introduces a newoperation on graphs; named top-k path join; which discovers the top-k simple shortest pathsbetween two given node sets. Rather than discovering the top-k simple paths between eachnode pair; this paper proposes a holistic join method which answers the top-k path join byfinding constrained top-k simple shortest paths between two nodes; and then devises anefficient method to handle the latter problem. Specifically; we transform the graph byencoding the precomputed shortest paths to the target node; and use the transformed graphin the candidate path searching. We show that the candidate path searching on thetransformed graph not only has the same result as that on the original graph but also can beterminated much earlier with the aid of precomputed results. We also discuss two other …,IEEE Transactions on Knowledge and Data Engineering,2012,9
Steady full colour white organic light-emitting devices consisting of an ultrathin red fluorescent layer,Wen Wen; Junsheng Yu; Lu Li; Jun Wang; Yadong Jiang,Abstract White organic light-emitting devices were fabricated using an ultrathin redfluorescent dye of 3-(dicyanomethylene)-5; 5-dimethyl-1-(4-dimethylamino-styryl)cyclohexene inserted in tris (8-quinolinolato) aluminium layer as a red and green emittinglayer (EML) and a thin 4; 4'-bis (2; 2'-diphenylvinyl)-1; 1'-diphenyl (DPVBi) layer as blueEML. A maximum power efficiency of 2.4 lm W− 1 at 5.5 V and a maximum luminance of 16690 cd m− 2 at 18.5 V were obtained. Pure white emission with a good colour renderingindex of 80 was achieved as low as 5 V. The Commission Internationale de l'Eclairage (CIE)coordinates near (0.330; 0.300) show a slight variation of (− 0.020;+ 0.002) in a wide rangeof voltages. The achievement of full colour white emission at low-operation voltages andhigh-colour stability is attributed to the confining emission zone function of the thin EML …,Journal of Physics D: Applied Physics,2008,9
Small molecular and polymer organic light-emitting diodes based on novel iridium complex phosphor,Junsheng Yu; Jun Wang; Shuangling Lou; Tao Wang; Yadong Jiang,Abstract Molecular organic light-emitting devices (MOLED) and polymer devices (POLED)were fabricated using a novel iridium complex bis [2-(4′-tert-butylphenyl)-1-phenyl-1H-benzoimidazole-N; C 2′] iridium (III)(acetylacetonate) phosphor as an emissive dye dopedin two different host materials. Electroluminescent (EL) property; current density–voltage–luminance; and current efficiency characteristics of two kinds of devices were measured. Theresults showed that MOLED has a maximum current efficiency of 22.9 cd/A at a luminance of163 cd/m 2; which is higher than that of 7.6 cd/A at 371 cd/m 2 for POLED. MOLED andPOLED exhibited a maximum luminance of 13;500 and 4181 cd/m 2; respectively; with a fullwidth at half-maximum of MOLED spectra is 68 nm; which is much narrower than 116 nm ofPOLED spectra.,Displays,2008,9
Choline oxidase immobilized into conductive poly (3; 4-ethylenedioxythiophene) film for choline detection,Hongjuan Zeng; Yadong Jiang; Junsheng Yu; Guangzhong Xie,Abstract The effect of choline oxidase (Chox) on the electrochemical polymerization of poly(3; 4-ethylenedioxythiophene)(PEDOT) was described. Result shows that the growth rate ofPEDOT film varied with the addition of Chox quantity. The properties of PEDOT andPEDOT/Chox films were characterized by XPS and UV–vis absorption techniques.Meanwhile; a novel UV–vis absorbance method for the detection of choline was achieved. Ina medium of 1/30 M phosphate buffer solution (pH 8.0); a very sensitive absorbance peak at293 nm was observed. The linear relationship between UV–vis absorption intensity andcholine concentration in a range from 1.0× 10− 6 to 5.1× 10− 5 M was obtained. This methodhas also been applied to determine choline in several feedstuff additive samples.,Applied Surface Science,2008,9
Bright white organic light-emitting diode mixed blue and green emission,Tao Ma; Yadong Jiang; Junsheng Yu; Shuangling Lou; Lu Li; Qing Zhang,Abstract Double-layer and triple-layer organic light-emitting diodes (OLEDs) were fabricatedusing a novel star-shaped hexafluorenylbenzene organic material; 1; 2; 3; 4; 5; 6-hexakis (9;9-diethyl-9H-fluoren-2-yl) benzene (HKEthFLYPh) as an energy transfer layer; N; N′-bis-(1-naphthyl)-N; N′-diphenyl-(1; 1′-biphenyl)-4; 4′-diamine (NPB) as a hole-transport layer(HTL) and blue emissive layer (EML); and tris (8-hydroxyquinoline) aluminum (Alq 3) as anelectron-transport layer (ETL) and green light-emitting layer. Bright white light was obtainedwith a triple-layer device structure of indium-tin-oxide (ITO)/NPB (40 nm)/HKEthFLYPh (10nm)/Alq 3 (50 nm)/Mg: Ag (200 nm). A maximum luminance of 8523 cd· m− 2 at 15 V and apower efficiency of 1.0 lm· W− 1 at 5.5 V were achieved. The Commissions Internationale deL′ Eclairage (CIE) coordinates of the device were (0.29; 0.34) at 9 V; which located in …,Acta Physico-Chimica Sinica,2008,9
White organic light-emitting diodes based on a novel starburst fluorene derivative,Shuangling Lou; Junsheng Yu; Hui Lin; Yadong Jiang; Qing Zhang,A white organic light-emitting diode (WOLED) with an undoped structure based on a novelstarburst fluorene derivative of 1; 2; 3; 4; 5; 6-hexakis (9; 9-diethyl-9H-fluoren-2-yl) benzene(HKEthFLYPh) as an energy transfer layer was fabricated by the thermal vacuum depositionmethod. N; N′-di (naphthalen-2-yl)-N; N′-diphenyl-benzene (NPB) and tris (8-hydroxyquinolinato) aluminum (Alq) were used as the blue and yellow-green emissionlayers; respectively. The structure of the device was indium-tin-oxide (ITO)/NPB/HKEthFLYPh/Alq/Mg: Ag. The results demonstrated that the triple-layer device had a whitelight emission with a maximum luminance of 8800 cd/cm 2 at 15 V and a stable currentefficiency from 1.8 to 1.4 cd/A at various bias voltages ranging from 5.5 to 15 V. Theelectroluminescent (EL) spectra overlaid from 400 to 700 nm with a full width at half …,Optical Engineering,2008,9
High-efficiency white phosphorescent organic light-emitting diodes,Lu Li; Junsheng Yu; Jun Wang; Shuangling Lou; Yadong Jiang; Wei Li,Abstract High-efficiency white organic light-emitting diodes (WOLEDs) based onphosphorescent dye bis [2-(4-tert-butylphenyl) benzothiazolato-N; C 2′] iridium(acetylacetonate)[(t-bt) 2 Ir (acac)] phosphor doped 4; 4′-bis (carbazol-9-yl) biphenyl (CBP)as a yellow emitting layer were fabricated. The structure of the devices is indium-tin oxide(ITO)/N; N′-bis-(1-naphthyl)-N; N′-biphenyl-1; 1′-biphenyl-4; 4′-diamine (NPB)/CBP:(t-bt) 2 Ir (acac)/NPB/2; 9-dimethyl-4; 7-diphenyl-1; 10-phenanthroline (BCP)/8-hydroxyquinoline aluminum (Alq 3)/Mg: Ag; and the second NPB layer from the anode wasused as a blue fluorescent emitter and the first NPB layer was used as a hole transportinglayer; the BCP and Alq 3 were used as hole blocking and electron transporting layers;respectively. The results showed that the turn-on voltage of the device was 3 V with a …,Acta Physico-Chimica Sinica,2007,9
Cost-based query optimization for multi reachability joins,Jiefeng Cheng; Jeffrey Xu Yu; Bolin Ding,Abstract There is a need to efficiently identify reachabilities between different types ofobjects over a large data graph. A reachability join (R-join) serves as a primitive operator forsuch a purpose. Given two types; A and D; R-join finds all pairs of A and D that D-typedobjects are reachable from some A-typed objects. In this paper; we focus on processingmulti reachability joins (R-joins). In the literature; the up-to-date approach extended the well-known twig-stack join algorithm; to be applicable on directed acyclic graphs (DAGs). Theefficiency of such an approach is affected by the density of large DAGs. In this paper; wepresent algorithms to optimize R-joins using a dynamic programming based on theestimated costs associated with R-join. Our algorithm is not affected by the density of graphs.We conducted extensive performance studies; and report our findings in our performance …,International Conference on Database Systems for Advanced Applications,2007,9
False-negative frequent items mining from data streams with bursting,Zhihong Chong; Jeffrey Xu Yu; Hongjun Lu; Zhengjie Zhang; Aoying Zhou,Abstract False-negative frequent items mining from a high speed transactional data streamis to find an approximate set of frequent items with respect to a minimum support threshold;s. It controls the possibility of missing frequent items using a reliability parameter δ. Theimportance of false-negative frequent items mining is that it can exclude false-positives andtherefore significantly reduce the memory consumption for frequent itemsets mining. The keyissue of false-negative frequent items mining is how to minimize the possibility of missingfrequent items. In this paper; we propose a new false-negative frequent items miningalgorithm; called Loss-Negative; for handling bursting in data streams. The new algorithmconsumes the smallest memory in comparison with other false-negative and false-positivefrequent items algorithms. We present theoretical bound of the new algorithm; and …,International Conference on Database Systems for Advanced Applications,2005,9
A novel photobiological hydrogen production process,J Benemann; J Polle; M Huesemann; J Yu; D Brune; J Weissman; D Kyle,*,Proceedings of the 13th International Congress of Photosynthesis,2004,9
A dynamic scheduler for the infinite air-cache,Kian-Lee Tan; X Yu Jeffrey,Abstract In a wireless environment; data objects can be delivered to clients with powerfulpalmtops in two modes: the broadcasting mode and the on-demand mode. By varying thenumber of data objects to be broadcast; we can arrive at different scheduling algorithms.Existing work has largely focused on exclusive broadcasting and exclusive on-demandscheduling. In the former; all the data objects are broadcast periodically; while the latterapproach provides all data objects on demand. A hybrid approach that partitions air-timebetween broadcasting popular data objects continuously and providing less frequentlyaccessed data upon request has also been proposed recently. However; none of thesetechniques performs well in all cases since access to data objects is unpredictable in ahighly mobile environment. One of these unpredictable factors is the number of clients …,Data & knowledge engineering,1997,9
A kernel-power-density-based algorithm for channel multipath components clustering,Ruisi He; Qingyong Li; Bo Ai; Yang Li-Ao Geng; Andreas F Molisch; Vinod Kristem; Zhangdui Zhong; Jian Yu,Cluster-based channel modeling has been an important trend in the development ofchannel model; as it maintains accuracy while reducing complexity. Whereas a largenumber of channel measurements have shown that multipath components (MPCs) aredistributed as groups; ie; clusters; existing clustering algorithms have various drawbackswith respect to complexity; threshold choices; and/or assumptions about prior knowledge. Inthis paper; a kernel-power-density (KPD)-based algorithm is proposed for MPC clustering. Ituses the kernel density of MPCs to incorporate the modeled behavior of MPCs and takesinto account the power of the MPCs. Furthermore; the KPD algorithm only considers the $ K$ nearest MPCs in the density estimation to better identify the local density variations ofMPCs. A heuristic approach of cluster merging is used to improve the performance. Both …,IEEE Transactions on Wireless Communications,2017,8
Carbon nano-onions as a functional dopant to modify hole transporting layers for improving stability and performance of planar perovskite solar cells,Ding Zheng; Genjie Yang; Yifan Zheng; Pu Fan; Ran Ji; Jiang Huang; Weike Zhang; Junsheng Yu,Abstract Poly (3; 4-ethylenedioxythiophene) polystyrene sulphonate (PEDOT: PSS) is themost widely used hole transporting layer (HTL) in planar perovskite solar cells; which showsexcellent optical; electrical properties and good compatibility with low temperature; solutionand flexible processing. Nevertheless; the acidic and hygroscopic property of PEDOT: PSSrestricts its film conductivity and leads to the degradation of device stability. Herein; for thefirst time; we introduce the unprecedentedly zero-dimensional dopant of carbon nano-onions (CNOs) and the functionalized oxidized carbon nano-onions (ox-CNOs) to modify thePEDOT: PSS HTL. Besides the merits of high conductivity and suitable energy level; theCNOs and ox-CNOs modified PEDOT: PSS HTLs could provide a superior perovskitecrystalline film with large-scale grains and orderly grain boundaries exhibiting a high …,Electrochimica Acta,2017,8
High performance airbrush spray coated organic solar cells via tuning the surface tension and saturated vapor pressure of different ternary solvent systems,Ding Zheng; Jiang Huang; Yifan Zheng; Junsheng Yu,Abstract In this work; thieno [3; 4-b] thiophene/benzodithiophene (PTB7):[6; 6]-phenyl C71-butyric acid methyl ester (PC 71 BM) based organic solar cell (OSC) with a new record ofpower conversion efficiency (PCE) of∼ 7.62% has been realized using airbrush spray (AS)coating method in air ambient which can be well compatible with large-scale fabrication. Byinvestigating the physical mechanism of AS coated blend films; a series of ternary solventsystems (TSS) are used to simultaneous optimize the surface tension and the saturatedvapor pressure of solution. Therefore; different TSS further controls the morphology of PTB7:PC 71 BM blend films precisely and systematically. It is elucidated that the chlorobenzene(CB)/o-Xylene (o-Xy)/1; 8-diiodoctane (DIO) TSS with a ratio of 37: 60: 3 vol.% could lead toa homogeneous surface morphology with a decreased aggregation domain size of active …,Organic Electronics,2015,8
Evaluation and prediction of color-tunable organic light-emitting diodes based on carrier/exciton adjusting interlayer,Shengqiang Liu; Jie Li; Chunlei Du; Junsheng Yu,A color tuning index (I CT) parameter for evaluating the color change capability of color-tunable organic light-emitting diodes (CT-OLEDs) was proposed and formulated. And aseries of CT-OLEDs; consisting of five different carrier/exciton adjusting interlayers (C/EALs)inserted between two complementary emitting layers; were fabricated and applied todisclose the relationship between I CT and C/EALs. The result showed that the trend ofelectroluminescence spectra behavior in CT-OLEDs has good accordance with I CT values;indicating that the I CT parameter is feasible for the evaluation of color variation. Meanwhile;by changing energy level and C/EAL thickness; the optimized device with the widest colortuning range was based on N; N′-dicarbazolyl-3; 5-benzene C/EAL; exhibiting the highest ICT value of 41.2%. Based on carrier quadratic hopping theory and exciton transfer model …,Applied Physics Letters,2015,8
Index-based optimal algorithms for computing Steiner components with maximum connectivity,Lijun Chang; Xuemin Lin; Lu Qin; Jeffrey Xu Yu; Wenjie Zhang,Abstract With the proliferation of graph applications; the problem of efficiently computing all $k $-edge connected components of a graph G for a user-given k has been recentlyinvestigated. In this paper; we study the problem of efficiently computing the steinercomponent with the maximum connectivity; that is; given a set q of query vertices in a graphG; we aim to find the maximum induced subgraph g of G such that g contains q and g hasthe maximum connectivity; where g is denoted as SMCC. To accommodate online queryprocessing; we present an efficient algorithm based on a novel index such that the algorithmruns in linear time regarding the result size; thus; the algorithm is optimal since it needs atleast linear time to output the result. Moreover; in this paper we also investigate variations ofthe above problem. We show that such a problem with the constraint that the size of the …,Proceedings of the 2015 ACM SIGMOD International Conference on Management of Data,2015,8
Finding the cost-optimal path with time constraint over time-dependent graphs,Yajun Yang; Hong Gao; Jeffrey Xu Yu; Jianzhong Li,Abstract Shortest path query is an important problem and has been well studied in staticgraphs. However; in practice; the costs of edges in graphs always change over time. We callsuch graphs as time-dependent graphs. In this paper; we study how to find a cost-optimalpath with time constraint in time-dependent graphs. Most existing works regarding the Time-Dependent Shortest Path (TDSP) problem focus on finding a shortest path with the minimumtravel time. All these works are based on the following fact: the earliest arrival time at avertex v can be derived from the earliest arrival time at v's neighbors. Unfortunately; this factdoes not hold for our problem. In this paper; we propose a novel algorithm to compute a cost-optimal path with time constraint in time-dependent graphs. We show that the time andspace complexities of our algorithm are O (kn log n+ mk) and O ((n+ m) k) respectively …,Proceedings of the VLDB Endowment,2014,8
A novel method for photolithographic polymer shadow masking: toward high-resolution high-performance top-contact organic field effect transistors,Deyang Ji; Longfeng Jiang; Lang Jiang; Xiaolong Fu; Huanli Dong; Junsheng Yu; Wenping Hu,A novel and universal method; based on water-soluble poly (4-styrene sulfonate); wasintroduced into the preparation of a polymer mask. Using this mask; high-resolution; high-performance; bottom-gate; top-contact OFETs can be achieved. There is no solventintervention in the process of manufacturing these OFETs and the mask can be recycled.,Chemical Communications,2014,8
Super rice cropping will enhance rice yield and reduce CH4 emission: a case study in Nanjing; China,Yu JIANG; Li-li WANG; Xiao-jun YAN; Yun-lu TIAN; Ai-xing DENG; Wei-jian ZHANG,Abstract A pot experiment was performed to learn the differences in plant productivity andCH 4 emission between two rice cultivars; super rice variety Ningjing 1 and traditionalvariety Zhendao 11; which were currently commercially applied in Nanjing; China. Similarseasonal changes of CH 4 emission fluxes and soil solution CH 4 contents were foundbetween the tested cultivars. Although there was no significant difference in plant biomassproduction between the cultivars; the grain yield of Ningjing 1 was significantly higher by35.0%(P< 0.05) than that of Zhendao 11; whereas the total CH 4 emission from Ningjing 1was 35.2% lower (P< 0.05). The main difference in the amounts of CH 4 emission betweenthe cultivars occurred in the period from the tillering stage to the heading stage. The biomass-scaled and yield-scaled CH 4 emissions were respectively 3.8 and 5.2 mg/g for Ningjing …,Rice Science,2013,8
Active matrix organic electroluminescent device and method of manufacture thereof,*,An active matrix organic electroluminescent device includes a thin-film transistor; an organicelectroluminescent device; and a spacer layer deposited between the thin-film transistor andthe organic electroluminescent device; wherein the spacer layer is made of adhesive for adual curing system selected from the group consisting of ultraviolet curing-thermal curing;ultraviolet curing-microwave curing; ultraviolet curing-anaerobic curing; and ultravioletcuring-electron beam curing system. The present invention solves the poor adhesivenessbetween the thin-film transistor and the organic electroluminescent device; and improves themoisture and oxygen proof ability. The preparation method is simple; effective; and able tolower the cost and difficulty; and greatly improve the yield rate of the device.,*,2013,8
Non-doped phosphorescent white organic light-emitting devices with a quadruple-quantum-well structure,Juan Zhao; Junsheng Yu; Lei Zhang; Jun Wang,Abstract Non-doped white organic light-emitting devices (WOLEDs) with a quadruple-quantum-well structure were fabricated. An alternate layer of ultrathin blue and yellowiridium complexes was employed as the potential well layer; while potential barrier layers(PBLs) were chosen to be 2; 2'; 2''-(1; 3; 5-benzenetriyl)-tris (1-phenyl-1-H-benzimidazole)(TPBi) or N; N'-dicarbazolyl-3; 5-benzene (mCP) combined TPBi. Onadjusting the PBLs for device performance comparison; the results showed that the devicewith all-TPBi PBLs exhibited a yellow emission with the color coordinates of (0.50; 0.47) at aluminance of 1000 cd/m 2; while stable white emission with the color coordinates of (0.36;0.44) was observed in the device using mCP combined TPBi as the PBLs. Meanwhile; forthe WOLED; with a reduced efficiency roll-off; a maximum luminance; luminous efficiency …,Physica B: Condensed Matter,2012,8
Effects of ultrathin layer thickness of iridium complex phosphor (t-bt) _2Ir (acac) on the performance of organic light emitting devices [J],Juan ZHAO; Jun-sheng YU; Lu LI; Ya-dong JIANG,Using a novel yellow iridium complex phosphorescent dye of bis [2-(4-tertbutylphenyl)benzothiazolato-N; C2′] iridium (acetylacetonate)[(t-bt) 2Ir (acac)] as the ultrathin layer;organic light-emitting devices (OLEDs) are fabricated with a structure of indium tin oxide(ITO)/N; N′-bis (naphthalen-1-yl)-N; N′-bis (phenyl)-benzidine (NPB)(45 nm)/(t-bt) 2Ir(acac)(d)/NPB (5 nm)/2; 2′; 2′′(1; 3; 5-benzenetriyl) tris-(1-phenyl-1H-benzimidazole)(TPBI)(30 nm)/Mg: Ag (200 nm). By changing the thickness of the ultrathinphosphor layer; the OLED properties influenced by the thickness are investigated. Theresults show that the device with a 0.2-nm-thick phosphor layer has a maximum brightnessof 18 400 cd/m2. and the white light emission is obtained with commission internationale del′ Eclairage (CIE) coordinates of (0.33; 0.32) at a bias of 6 V. The device with a 0.1-nm …,Journal of Optoelectronics. Laser,2011,8
Preparation; properties; and applications of low-dimensional molecular organic nanomaterials,Jun-Sheng Yu; Zhao-Lin Yuan; Guang-Zhong Xie; Ya-Dong Jiang,Abstract In recent years; great progress has been made in research and development ofsmall-molecule organic materials with various low-dimensional nanostructures. This paper presentsa comprehensive review of recent research progress in this field; including preparation; electronicand optoelectronic properties and applications. First; an introduction gives to thereprecipitation; soft templates methods; and progress in synthesis and morphological controlof low-dimensional small-molecule organic nanomaterials. Their unique optical and electronicproperties and research progress in these aspects are reviewed and discussed in detail. Applicationsbased on low-dimensional small-molecule organic nanomaterials are briefly described.Finally; some perspectives to the future development of this field are addressed … Fund:Thiswork was partially supported by the National Natural Science Found-ation of China …,Journal of Electronic Science and Technology,2010,8
Advances in knowledge discovery and data mining,Jeffrey Xu Yu; B Ravindran; Vikram Pudi,*,*,2010,8
Fabrication and properties of DC magnetron sputtered indium tin oxide on flexible plastic substrate,Hui Lin; Junsheng Yu; Nana Wang; Shuangling Lou; Yadong Jiang,*,Journal of Materials Science & Technology,2009,8
Accelerating XML structural join by partitioning,Nan Tang; Jeffrey Xu Yu; Kam-Fai Wong; Kevin Lü; Jianxin Li,Abstract Structural join is the core part of XML queries and has a significant impact on theperformance of XML queries; several classical structural join algorithms have beenproposed such as Stack-tree join and XR-Tree join. In this paper; we consider to answer theproblem of structural join by partitioning. We first extend the relationships between nodes tothe relationships between partitions in the plane and get some observations. We thenpropose a new partition-based method P-Join for structural join. Based on P-Join; moreover;we present an enhanced partitioned-based spatial structural join algorithm PSSJ.,International Conference on Database and Expert Systems Applications,2005,8
Database and XML technologies,Zohra Bellahsène; Tova Milo; Michael Rys; Dan Suciu; Rainer Unland,The theme of the XML Database Symposium (XSym) is the convergence of databasetechnology with XML technology. Since the first International XML Symposium in 2003;XSym has continued to provide a forum for academics; practitioners; users and vendors todiscuss the use of and synergy between advanced XML technologies. XSym 2006 received32 full paper submissions. Each submitted paper underwent a rigorous review byindependent referees. These proceedings represent a collection of eight excellent researchpapers. Their focus is on building XML repositories and covers the following topics: XMLquery processing; caching; indexing and navigation support; structural matching; temporalXML; and XML updates. The organizers would like to express their gratitude to the XSymprogram committee for their efforts in providing very thorough evaluations of the submitted …,1st International XML Database Symposium; XSym,2003,8
A new path expression computing approach for XML data,Jianhua Lv; Guoren Wang; Jeffrey Xu Yu; Ge Yu; Hongjun Lu; Bing Sun,Abstract Most query languages in XML database systems use Regular Path Expressions(RPE) to query or extract data from databases and some query processing and optimizationtechniques have been proposed for RPEs. Conceptually XML documents are collections ofpath instances. Each path instance should conform to an XML element tag sequence; calledpath schema. A RPE query can be written as an automaton that can represent a language;while path schemas can be seen as sentences. In this paper; a novel RPE computingapproach; automaton match (AM); is proposed. AM queries the RPEs by matching theautomatons with path schemas. The experimental results show AM is quite efficient forcomputing RPE queries.,*,2003,8
Hybrid white organic light-emitting devices consisting of a non-doped thermally activated delayed fluorescent emitter and an ultrathin phosphorescent emitter,Juan Zhao; Zijun Wang; Run Wang; Zhenguo Chi; Junsheng Yu,Abstract Hybrid white organic light-emitting devices (OLEDs) are fabricated by employingnon-doped emitting layers (EMLs); which are consisted of a blue thermally activated delayedfluorescent (TADF) emitter 9; 9-dimethyl-9; 10-dihydroacridine-diphenylsulfone (DMAC-DPS) and an ultrathin yellow iridium complex bis [2-(4-tertbutylphenyl) benzothiazolato-N; C2′] iridium (acetylacetonate)[(tbt) 2 Ir (acac)]. With thickness optimization of DMAC-DPS; awhite OLED achieves maximum current efficiency; power efficiency and external quantumefficiency of 34.9 cd/A; 29.2 lm/W and 11.4%; respectively; as well as warm white emissionwith relatively stable electroluminescence spectra. The results suggest that; bipolar chargecarrier transport property and concentration independent property of DMAC-DPS; chargecarrier trapping effect of the ultrathin (tbt) 2 Ir (acac); and balanced self-emission process …,Journal of Luminescence,2017,7
