Doping Strategies for Monolayer MoS2 via Surface Adsorption: A Systematic Study,Priyank Rastogi; Sanjay Kumar; Somnath Bhowmick; Amit Agarwal; Yogesh Singh Chauhan,Using density functional theory calculations; we have systematically explored the effect ofsurface adsorption of different atoms on the electronic properties of monolayer molybdenumdisulfide (MoS2). We have chosen a few representative members from each group in theperiodic table; ranging from alkali metals (group I) to halogens (group VII); and calculatedthe electronic band structure of the adatom–MoS2 system for the most energetically stablelocation of the adatom adsorbed on MoS2. The calculated value of charge transfer from theadsorbed adatom to MoS2 and resultant shifting of the Fermi level to the conduction bandsuggest that the group I (Li; Na; K) and group II metals (Mg; Ca) are the most effectiveadatoms to enhance the n-type mobile carrier density in MoS2. Our calculation is in goodagreement with the experimental observation for K [Nano Lett. 2013; 13; 1991].,J. Phys. Chem. C,2014,44
Analysis and modeling of quantum capacitance in III-V transistors,Avirup Dasgupta; Chandan Yadav; Priyank Rastogi; Amit Agarwal; Yogesh Singh Chauhan,We present a physical compact model for the calculation of the capacitance including aphysics based model for the calculation of the charge centroid for III-V FETs. We have usedFermi-Dirac statistics considering two energy subbands obtained from analyticalSchrödinger-Poisson solution of charge. The model is validated with data from numericaldevice simulations and shows excellent match.,Emerging Electronics (ICEE); 2014 IEEE 2nd International Conference on,2014,3
Ab-initio study of doping versus adsorption in monolayer M0S2,Priyank Rastogi; Sanjay Kumar; Somnath Bhowmick; Amit Agarwal; Yogesh Singh Chauhan,To modulate the conductivity of channel as well as for controlling threshold voltage of thedevice doping is required. Sometimes this doping can be unintentional via adsorption ofimpurities. We have found by ab-initio density functional theory calculations that K and Nbatoms change the system into n-type; and Br changes into p-type if adsorbed on monolayerof MoS 2. Similarly Cl; V and P introduce mid-gap states/trap levels in the band gap foradsorption. In case of substitutional doping; it is found that P and Nb make monolayer MoS 2p-type if these elements replace the S atom and the Mo atom; and Cl makes it degenerate n-type if it replaces the S atom in monolayer MoS 2.,Emerging Electronics (ICEE); 2014 IEEE 2nd International Conference on,2014,3
Time-resolved transport properties of a Y junction of Tomonaga-Luttinger liquid wires,Amit Agarwal,Abstract We study time-resolved transport properties of a Y junction composed of interactingone-dimensional quantum wires using a bosonization approach. In particular; we investigatethe ac conductivity of the Y junction formed from finite-length Tomonaga-Luttinger liquidwires based on a plasmon scattering approach for injected charge pulses of arbitraryshapes. In addition; we calculate the tunneling current and quantum noise of the Y junctionarising from pointlike tunneling impurities at the junction; including finite-temperature effects.Our results will be useful for designing nanoelectronic quantum circuits and for interpretingtime-resolved experiments [Kamata et al.; Nat. Nanotechnol. 9; 177 (2014)] in interactingwires and their junctions.,Physical Review B,2014,3
An Improved Model for Quasi-Ballistic Transport in MOSFETs,Avirup Dasgupta; Amit Agarwal; Yogesh Singh Chauhan,We have already presented a compact model for FETs operating in the quasi-ballisticregime [1]. However; this model suffers from two important problems: 1) the profile for chargedensity along the channel is not correctly accounted for and 2) current is not conservedthroughout the channel. In this brief; we propose improvement; which does away with theseinaccuracies.,IEEE Transactions on Electron Devices,2017,2
Unified compact model for nanowire transistors including quantum effects and quasi-ballistic transport,Avirup Dasgupta; Amit Agarwal; Yogesh Singh Chauhan,We present a surface potential-based compact model for nanowire FETs; which considers 1-D electrostatics along with the effect of multiple energy subbands. The model is valid for anysemiconductor material; cross-sectional geometry; and any channel length with transportregimes varying from drift-diffusive to quasi-ballistic. The model captures the phenomenon ofquantum capacitance and the effect of temperature. We have validated it with numericalsimulations and experimental data for Si; Ge; and InAs nanowires of different geometries.Circuit simulation has also been performed with the model. The physics-based model isaccurate and can be used as a tool for analysis and prediction of the effects of geometryscaling; material dependence; and temperature variation on device and circuitcharacteristics. To the best of our knowledge; this is the first time a compact model for …,IEEE Transactions on Electron Devices,2017,2
Modeling of flicker noise in quasi-ballistic devices,Avirup Dasgupta; Harshit Agarwal; Amit Agarwal; Yogesh Singh Chauhan,In this paper we have proposed new physics based analytical models for transport andflicker noise in field effect transistors (FETs) working in the quasi-ballistic regime. The modelis capable of accurately predicting the device current and low frequency flicker noise powerspectral density for all drain and gate biases and includes short channel effects. It takeslength scaling into account and can be used for the full range of devices starting fromcomplete drift-diffusive to completely ballistic. This is the first time an analytical model offlicker noise for quasi-ballistic devices is being presented. The model is generic and can beused for any device geometry and construction. The model has been verified withexperimental data from literature.,Emerging Electronics (ICEE); 2016 3rd International Conference on,2016,2
Atomistic study of band structure and transport in extremely thin channel InP MOSFETs,Tapas Dutta; Piyush Kumar; Priyank Rastogi; Amit Agarwal; Yogesh Singh Chauhan,Abstract Abstractauthoren III–V channel materials have emerged as one of the majorcontenders to replace silicon as the channel material in sub-10 nm transistors. Motivated bythis; we study the feasibility of using InP as a channel material in extremely scaledMOSFETs. In this work; we have performed a comprehensive analysis of the band structureof extremely thin InP channels with different surface orientations and transport directionsusing first-principle density functional theory calculations. We show that the effective massesin the math formula,physica status solidi (a),2016,2
Casimir effect for a Bose–Einstein condensate inside a cylindrical tube,Shyamal Biswas; Saugata Bhattacharyya; Amit Agarwal,Abstract We explore the Casimir effect on an interacting Bose–Einstein condensate (BEC)inside a cylindrical tube. The Casimir force for the confined BEC consists of (i) a mean-fieldpart arising from the spatial inhomogeneity of the condensate order parameter; and (ii) aquantum fluctuation part arising from the confinement of Bogoliubov excitations in thecondensate. Our analytical result predicts Casimir force on a cylindrical shallow of 4 He wellbelow the λ-point; and can be tested experimentally.,Journal of Physics B: Atomic; Molecular and Optical Physics,2015,2
Dynamic current-current susceptibility in three-dimensional Dirac and Weyl semimetals,Anmol Thakur; Krishanu Sadhukhan; Amit Agarwal,Abstract We study the linear response of doped three-dimensional Dirac and Weylsemimetals to vector potentials; by calculating the wave-vector-and frequency-dependentcurrent-current response function analytically. The longitudinal part of the dynamic current-current response function is then used to study the plasmon dispersion and the opticalconductivity. The transverse response in the static limit yields the orbital magneticsusceptibility. In a Weyl semimetal; along with the current-current response function; allthese quantities are significantly impacted by the presence of parallel electric and magneticfields (a finite E· B term) and can be used to experimentally explore the chiral anomaly.,Physical Review B,2018,1
Band-to-band tunneling in Γ valley for Ge source lateral tunnel field effect transistor: Thickness scaling,Prateek Jain; Priyank Rastogi; Chandan Yadav; Amit Agarwal; Yogesh Singh Chauhan,The direct and indirect valleys in Germanium (Ge) are separated by a very small offset;which opens up the prospect of direct tunneling in the Γ valley of an extended Ge sourcetunnel field effect transistor (TFET). We explore the impact of thickness scaling of extendedGe source lateral TFET on the band to band tunneling (BTBT) current. The Ge source isextended inside the gate by 2 nm to confine the tunneling in Ge only. We observe that as thethickness is scaled; the band alignment at the Si/Ge heterojunction changes significantly;which results in an increase in Ge to Si BTBT current. Based on density functionalcalculations; we first obtain the band structure parameters (bandgap; effective masses; etc.)for the Ge and Si slabs of varying thickness; and these are then used to obtain the thicknessdependent Kane's BTBT tunneling parameters. We find that electrostatics improves as the …,Journal of Applied Physics,2017,1
Evidence of density waves in single-crystalline nanowires of pyrochlore iridates,Abhishek Juyal; Amit Agarwal; Soumik Mukhopadhyay,Abstract We present experimental evidence of emergent density-wave instability in single-crystalline low-dimensional wires of yttrium-based pyrochlore iridates. We demonstrateelectric-field-induced nonlinear hysteretic switching of the density wave at low temperature;followed by smooth nonlinear conduction at higher temperature (T> 40 K) in Y 2− x Bi x Ir 2O 7; with x= 0 and 0.3. The ac transport measurements reveal the presence of four differentcollective relaxation processes which dominate at different temperature scales. There is astrong coupling of the normal charge carriers with the density-wave condensate; which isreflected in the linear scaling of the dc conductivity with the collective relaxation rate acrossa wide range of frequencies and temperatures. The evidence of the density wave in low-dimensional single crystals of pyrochlore iridate could be a precursor to the possible …,Physical Review B,2017,1
Power dissipation for systems with junctions of multiple quantum wires,Amit Agarwal; Sourin Das; Diptiman Sen,Abstract We study power dissipation for systems of multiple quantum wires meeting at ajunction; in terms of a current splitting matrix (M) describing the junction. We present aunified framework for studying dissipation for wires with either interacting electrons (ie;Tomonaga-Luttinger liquid wires with Fermi-liquid leads) or noninteracting electrons. Weshow that for a given matrix M; the eigenvalues of MTM characterize the dissipation; and theeigenvectors identify the combinations of bias voltages which need to be applied to thedifferent wires in order to maximize the dissipation associated with the junction. We use ouranalysis to propose and study some microscopic models of a dissipative junction whichemploy the edge states of a quantum Hall liquid. These models realize some specific formsof the M matrix whose entries depends on the tunneling amplitudes between the different …,Physical Review B,2010,1
AC conductivity of a quantum Hall line junction,Amit Agarwal; Diptiman Sen,Abstract We present a microscopic model for calculating the AC conductivity of a finite lengthline junction made up of two counter-or co-propagating single mode quantum Hall edgeswith possibly different filling fractions. The effect of density–density interactions and a localtunneling conductance (σ) between the two edges is considered. Assuming that σ isindependent of the frequency ω; we derive expressions for the AC conductivity as a functionof ω; the length of the line junction and other parameters of the system. We reproduce theresults of Sen and Agarwal (2008 Phys. Rev. B 78 085430) in the DC limit (\omega\to 0); andgeneralize those results for an interacting system. As a function of ω; the AC conductivityshows significant oscillations if σ is small; the oscillations become less prominent as σincreases. A renormalization group analysis shows that the system may be in a metallic or …,Journal of Physics: Condensed Matter,2009,1
Transport In Quasi-One-Dimensional Quantum Systems,Amit Kumar Agarwal,This thesis reports our work on transport related problems in mesoscopic physics usinganalytical as well as numerical techniques. Some of the problems we studied are: effect ofinteractions and static impurities on the conductance of a ballistic quantum wire [1]; aspectsof quantum charge pumping [2; 3; 4]; DC and AC conductivity of a (dissipative) quantum Hall(edge) line junctions [5; 6]; and junctions of three or more Luttinger liquid (LL) quantum wires[7]. This thesis begins with an introductory chapter which gives a brief glimpse of theunderlying physical systems and the ideas and techniques used in our studies. In most ofthe problems we will look at the physical effects caused by ee interactions and staticscattering processes. In the second chapter we study the effects of a static impurity andinteractions on the conductance of a 1D-quantum wire numerically. We use the non …,*,2009,1
Compact Modeling of Cross-Sectional Scaling in Gate-All-Around FETs: 3-D to 1-D Transition,Avirup Dasgupta; Priyank Rastogi; Amit Agarwal; Chenming Hu; Yogesh Singh Chauhan,We model the effects of cross-sectional radius scaling on ${C} $–${V} $ and ${I} $–${V} $characteristics of gate-all-around FETs (GAAFETs); capturing the continuous transition froma 3-D electron system to a 1-D electron system. We have obtained computationally efficientmodels for effective mass; bandgap; and subband energies as functions of the cross-sectional radius and gate voltage based on simple approximate analytic expressions.Together; they provide a compact model for VLSI circuit simulation; especially for analogand RF circuits that will be seriously affected by the new humps and peaks in ${C} $–${V} $and ${I} $–${V} $ introduced by the subbands. The model has been validated with ${k}\cdot{p} $-based technology computer aided design simulations as well as measured data. Tothe best of our knowledge; this is the first compact model capturing cross-sectional size …,IEEE Transactions on Electron Devices,2018,*
Negative Longitudinal Magnetoresistance in the Density Wave Phase of Y 2 Ir 2 O 7,Abhishek Juyal; Amit Agarwal; Soumik Mukhopadhyay,Abstract The ground state of nanowires of single-crystalline pyrochlore Y 2 Ir 2 O 7 is adensity wave. The application of a transverse magnetic field increases the threshold electricfield for the collective depinning of the density wave state at a low temperature; leading tocolossal magnetoresistance for voltages around the depinning threshold. This is in strikingcontrast to the case where even a vanishingly small longitudinal magnetic field sharplyreduces the depinning threshold voltage; resulting in negative magnetoresistance. Rulingout several other possibilities; we argue that this phenomenon is likely to be a consequenceof the chiral anomaly in the gapped out Weyl semimetal phase in Y 2 Ir 2 O 7.,Physical Review Letters,2018,*
Significant Enhancement of the Stark Effect in Rippled Monolayer Blue Phosphorous,Shantanu Agnihotri; Priyank Rastogi; Yogesh Singh Chauhan; Amit Agarwal; Somnath Bhowmick,Abstract We explore the impact of a vertical electric field on the electronic properties ofrippled monolayer blue phosphorus (blue-P). Based on density functional theory (DFT)calculations; we demonstrate electric field induced splitting and shifting of the energy levelsof rippled blue-P; similar to the Stark effect in atomic energy levels. The bandgap of rippledblue-P is found to decrease linearly either with increasing electric field strength for a fixedripple height or with increasing ripple height for a fixed electric field strength. The applicationof a transverse electric field also leads to a spatial separation of the conduction and valanceband states near the bottom and the top of the ripple; respectively. The demonstrated Starkeffect in rippled blue-P offers a potent bandgap engineering tool; and it may open a gatewayfor possible electronic and optoelectronic applications.,*,2018,*
Physical Insights on Negative Capacitance Transistors in Nonhysteresis and Hysteresis Regimes: MFMIS Versus MFIS Structures,Girish Pahwa; Tapas Dutta; Amit Agarwal; Yogesh Singh Chauhan,We present a comprehensive comparison of the two different types of ferroelectric negativecapacitance FET (NCFET) structures: metal-ferroelectric-metal-insulator-semiconductor(MFMIS) and metal-ferroelectric-insulator-semiconductor (MFIS). A new segmentationapproach is proposed to simulate MFIS NCFET; which correctly takes care of thenonuniformity in potential and horizontal electric field at the ferroelectric-oxide interface. Weshow that MFMIS NCFET provides a higher ON-current than MFIS NCFET except for theferroelectrics with very low remnant polarization ($ P_r $) in the high operating voltageregime. We find that this behavior is caused by a reduction or enhancement of thelongitudinal electric field in the channel of MFIS structure depending upon $ P_r $ of theferroelectric and the operating voltage. Moreover; there exists an optimum Pr which …,IEEE Transactions on Electron Devices,2018,*
Dynamics of edge current in a linearly quenched Haldane model,Sougata Mardanya; Utso Bhattacharya; Amit Agarwal; Amit Dutta,Abstract: In a finite time quantum quench of the Haldane model; the Chern numberdetermining the topology of the bulk remains invariant; as long as the dynamics is unitary.Nonetheless; the corresponding boundary attribute; the edge current; displays interestingdynamics. For the case of sudden and adiabatic quenches the post quench edge current issolely determined by the initial and the final Hamiltonians; respectively. However for a finitetime ($\tau $) linear quench in a Haldane nano ribbon; we show that the evolution of theedge current from the sudden to the adiabatic limit is not monotonic in $\tau $; and has aturning point at a characteristic time scale $\tau=\tau_c $. For small $\tau $; the excited stateslead to a huge unidirectional surge in the edge current of both the edges. On the other hand;in the limit of large $\tau $; the edge current saturates to its expected equilibrium ground …,arXiv preprint arXiv:1801.07015,2018,*
Nonlinear; anisotropic; and giant photoconductivity in intrinsic and doped graphene,Ashutosh Singh; Saikat Ghosh; Amit Agarwal,Abstract We present a framework to calculate the anisotropic and nonlinearphotoconductivity for two band systems with application to graphene. In contrast to the usualperturbative (second order in the optical field strength) techniques; we calculatephotoconductivity to all orders in the optical field strength. In particular; for graphene; we findthe photoresponse to be giant (at large optical field strengths) and anisotropic. Theanisotropic photoresponse in graphene is correlated with polarization of the incident field;with the response being similar to that of a half-wave plate. We predict that the anisotropy inthe simultaneous measurement of longitudinal (σ xx) and transverse (σ yx)photoconductivity; with four probes; offers a unique experimental signature of thephotovoltaic response; distinguishing it from the thermal-Seebeck and bolometric effects …,Physical Review B,2018,*
Impact of Process Variations on Negative Capacitance FinFET Devices and Circuits,Tapas Dutta; Girish Pahwa; Amit Agarwal; Yogesh Singh Chauhan,We report on the impact of process variations on short-channel negative capacitance (NC)based FinFETs through statistical Monte Carlo simulations using a physics based model ofNC-FinFETs. We find that relative to regular FinFETs; the impact of geometrical variabilitycan be lesser or higher in NCFinFETs in different regimes of device operation and is stronglydependent on the nominal ferroelectric (FE) thickness (tfe). The contribution of the FE layerto the overall variability behaves non-monotonically with increase in the nominal tfe. Whilethe OFF-current and threshold voltage variabilities scale down; the ON-current variabilitydoesn't follow a monotonic trend with increase in the nominal tfe. We also show thatalthough relative to regular FinFET based ring oscillator (RO) circuit; NC-FinFET based RO(NC-RO) circuit displays increased immunity to process variation induced delay variability …,IEEE Electron Device Letters,2018,*
Surface potential based modeling of charge; current; and capacitances in DGTFET including mobile channel charge and ambipolar behaviour,Prateek Jain; Chandan Yadav; Amit Agarwal; Yogesh Singh Chauhan,Abstract We present a surface potential based analytical model for double gate tunnel fieldeffect transistor (DGTFET) for the current; terminal charges; and terminal capacitances. Themodel accounts for the effect of the mobile charge in the channel and captures the devicephysics in depletion as well as in the strong inversion regime. The narrowing of the tunnelbarrier in the presence of mobile charges in the channel is incorporated via modeling of theinverse decay length; which is constant under channel depletion condition and biasdependent under inversion condition. To capture the ambipolar current behavior in themodel; tunneling at the drain junction is also included. The proposed model is validatedagainst TCAD simulation data and it shows close match with the simulation data.,Solid-State Electronics,2017,*
Compact Modeling of Gate Capacitance in III–V Channel Quadruple-Gate FETs,Chandan Yadav; Mohit D Ganeriwala; Nihar R Mohapatra; Amit Agarwal; Yogesh Singh Chauhan,In this paper; we present a compact model for charge density and gate capacitance for loweffective mass channel material based quadruple-gate FETs (QGFETs). The proposedmodel accounts for the effect of quantum capacitance and conduction band non-parabolicity;which are important in FETs comprised of the low effective mass channel material. Inmodeling of QGFET; we propose and use a new form of Fermi-Dirac integral of order-1/2;which matches closely with the numerical data. Our model for the charge density and gatecapacitance is compared with three-dimensional technology computer aided design (TCAD)simulations data; and shows excellent match. The proposed explicit compact model can beeasily employed in efficient exploration of circuits based on the low effective mass QGFETnanowires.,IEEE Transactions on Nanotechnology,2017,*
Nonlinear optical conductivity of a generic two-band system with application to doped and gapped graphene,Ashutosh Singh; Kirill I Bolotin; Saikat Ghosh; Amit Agarwal,Abstract We present a general formulation to calculate the dynamic interband opticalconductivity; beyond the linear response regime; of any electronic system whosequasiparticle dispersion is described by a two-band model. Our formulation is based on theoptical Bloch equations with phenomenological damping constants. In the nonlinear steadystate regime it yields an analytic solution for the population inversion and the interbandcoherence; which are nonlinear in the optical field intensity; including finite doping andtemperature effects. We explicitly show that the optical nonlinearities are controlled by asingle dimensionless parameter which is directly proportional to the incident field strengthand inversely proportional to the optical frequency. This identification leads to a unified wayto study the dynamical conductivity and the differential transmission spectrum across a …,Physical Review B,2017,*
Publisher's Note: Evidence of density waves in single-crystalline nanowires of pyrochlore iridates [Phys. Rev. B 95; 125436 (2017)],Abhishek Juyal; Amit Agarwal; Soumik Mukhopadhyay,The American Physical Society is initiating a new series of international workshops. ThesePhysics Next workshops will be aimed at fostering new and emerging areas of physicsresearch; focusing on topics that straddle traditional subject boundaries and are starting to“emerge from the noise.”,Physical Review B,2017,*
Performance projection of mono and multi-layer silicane FETs in the ballistic limit,Tapas Dutta; BS Syamalaraju; Somnath Bhowmick; Amit Agarwal; Yogesh Singh Chauhan,Amongst different two-dimensional semiconductor materials; silicene is fast emerging as apromising candidate for use as the channel material in field effect transistors. In this work; wefirst perform ab-initio calculations within density functional theory to obtain the band structureof mono-and multi-layered hydrogenated silicene; commonly known as silicane; in differentstacking configurations. We then investigate the ultimate device performance of silicaneFETs in the ballistic limit using the semiclassical “top of the barrier” transport model fordifferent number of layers.,Emerging Electronics (ICEE); 2016 3rd International Conference on,2016,*
Energy-delay tradeoffs in negative capacitance FinFET based CMOS circuits,Girish Pahwa; Tapas Dutta; Amit Agarwal; Yogesh Singh Chauhan,Negative capacitance based transistors are being considered as competent candidates inthe low power regime due to their excellent switching characteristics. In this work we use aphysics based compact model for negative capacitance (NC) FinFETs to study device-circuitinteractions focusing on the delay and energy dissipation aspects of NC-FinFET basedCMOS circuits. Our modeling approach involves coupling of the Landau-Devonshire modelof ferroelectric materials with the standard BSIM-CMG model of FinFET. State of the art 22nm technology node n-and p-FinFETs are chosen as the internal MOSFETs. We investigatethe impact of scaling the ferroelectric thickness and variation of ferroelectric properties;namely the remnant polarization and coercive electric field on the energy-delay tradeoffs ina 17-stage ring oscillator circuit.,Emerging Electronics (ICEE); 2016 3rd International Conference on,2016,*
Analysis and Compact Modeling of Negative Capacitance Transistor with High ON-Current and Negative Output Differential Resistance - Part I: Model Description,Yogesh Singh Chauhan Girish Pahwa; Tapas Dutta; Amit Agarwal; Sourabh Khandelwal; Sayeef Salahuddin; Chenming Hu,*,IEEE transactions on electron devices,2016,*
Enhancement of tunneling density of states at a Y junction of spin-\frac {1}{2} Tomonaga--Luttinger liquid wires,Sougata Mardanya; Amit Agarwal,*,*,*,*
Doping Behavior via Adsorption in Monolayer Black Phosphorous,Priyank Rastogi; Amit Agarwal; Somnath Bhowmick; Yogesh Singh Chauhan,Abstract This article captures the doping behavior of monolayer black phosphorous bysurface adsorption technique. The change in electronic dispersion and density of states; dueto the presence of adatom; has been studied using density functional theory for alkali metaladatoms from group I and halogen family from group VII of the periodic table and the resultsare shown for energetically most favorable location. Our results shows that group I adatomsare preferable to increase free electron concentration; changing the monolayer to n-type;while the behavior of halogen family is more inclined towards p-type.,*,*,*
