A gradient of childhood self-control predicts health; wealth; and public safety,Terrie E Moffitt; Louise Arseneault; Daniel Belsky; Nigel Dickson; Robert J Hancox; HonaLee Harrington; Renate Houts; Richie Poulton; Brent W Roberts; Stephen Ross; Malcolm R Sears; W Murray Thomson; Avshalom Caspi,Abstract Policy-makers are considering large-scale programs aimed at self-control toimprove citizens' health and wealth and reduce crime. Experimental and economic studiessuggest such programs could reap benefits. Yet; is self-control important for the health;wealth; and public safety of the population? Following a cohort of 1;000 children from birth tothe age of 32 y; we show that childhood self-control predicts physical health; substancedependence; personal finances; and criminal offending outcomes; following a gradient ofself-control. Effects of children's self-control could be disentangled from their intelligenceand social class as well as from mistakes they made as adolescents. In another cohort of500 sibling-pairs; the sibling with lower self-control had poorer outcomes; despite sharedfamily background. Interventions addressing self-control might reduce a panoply of …,Proceedings of the National Academy of Sciences,2011,2144
Risk factors for hospital admission for asthma from childhood to young adulthood: a longitudinal population study,Finn Rasmussen; D Robin Taylor; Erin M Flannery; Jan O Cowan; Justina M Greene; G Peter Herbison; Malcolm R Sears,Abstract Background: Predictors of hospital admissions for asthma in children and youngadults in a general population are not well defined; because most studies have usedselected subpopulations. Objective: The purpose of this investigation was to determine riskfactors for single and multiple hospital admissions for asthma. Methods: The members of apopulation-based; unselected birth cohort of 1037 New Zealanders answeredquestionnaires and underwent lung function; airway responsiveness; and allergy testing on7 occasions to the age of 26 years. Results: Among the 766 study members (74% of thecohort) who reported wheezing symptoms ever by the age of 26 years; 136 hospitalizationswere reported by 62 individuals (8.3% of those at risk; 6.2% of the total cohort). Only 55 ofthese 136 admissions involved children less than 9 years of age; admissions continued to …,Journal of allergy and clinical immunology,2002,105
Relation of the course of bronchial responsiveness from age 9 to age 15 to allergy.,Benjamin Burrows; Malcolm R Sears; Erin M Flannery; G PETER Herbison; M David Holdaway; Phil A Silva,Bronchial responsiveness to methacholine was measured in a birth cohort of New Zealandchildren at ages 9; 11; 13; and 15. Overall bronchial hyperresponsiveness (BHR) decreasedwith age. While the response at age 9 was significantly related to responsiveness; symptomseverity; and low lung function at age 15; these relationships were much closer whenbronchial response levels after age 9 were taken into account. Also; among children whowere unresponsive to methacholine at age 15; those with previous BHR had more frequentwheeze and lower lung function than those whose previous tests were all unresponsive.Both the overall tendency to BHR and the tendency to retain BHR were closely related tohigh serum IgE levels (determined at age 11) and to positive allergy skin tests (determinedat age 13). These evidences of allergy; closely related to the severity and course of …,American journal of respiratory and critical care medicine,1995,104
Infant gut microbiota and the hygiene hypothesis of allergic disease: impact of household pets and siblings on microbiota composition and diversity,Meghan B Azad; Theodore Konya; Heather Maughan; David S Guttman; Catherine J Field; Malcolm R Sears; Allan B Becker; James A Scott; Anita L Kozyrskyj; CHILD Study Investigators,Multiple studies have demonstrated that early-life exposure to pets or siblings affordsprotection against allergic disease; these associations are commonly attributed to the“hygiene hypothesis”. Recently; low diversity of the infant gut microbiota has also beenlinked to allergic disease. In this study; we characterize the infant gut microbiota in relation topets and siblings. The study population comprised a small sub-sample of 24 healthy; fullterm infants from the Canadian Healthy Infant Longitudinal Development (CHILD) birthcohort. Mothers reported on household pets and siblings. Fecal samples were collected at 4months of age; and microbiota composition was characterized by high-throughput signaturegene sequencing. Microbiota richness and diversity tended to be increased in infants livingwith pets; whereas these measures were decreased in infants with older siblings. Infants …,Allergy; Asthma & Clinical Immunology,2013,102
Relationship between socioeconomic status and asthma: a longitudinal cohort study,Robert J Hancox; Barry J Milne; DR Taylor; Justina M Greene; Jan O Cowan; Erin M Flannery; GP Herbison; Christene R McLachlan; Richie Poulton; Malcolm R Sears,Background: There is conflicting information about the relationship between asthma andsocioeconomic status; with different studies reporting no; positive; or inverse associations.Most of these studies have been cross sectional in design and have relied on subjectivemarkers of asthma such as symptoms of wheeze. Many have been unable to controladequately for potential confounding factors. Methods: We report a prospective cohort studyof approximately 1000 individuals born in Dunedin; New Zealand in 1972–3. This samplehas been assessed regularly throughout childhood and into adulthood; with detailedinformation collected on asthma symptoms; lung function; airway responsiveness; andatopy. The prevalence of these in relation to measures of socioeconomic status wereanalysed with and without controls for potential confounding influences including parental …,Thorax,2004,101
Breastfeeding and allergies: time for a change in paradigm?,Joanne M Duncan; Malcolm R Sears,Summary: Although breastfeeding is strongly recommended for its multiple benefits on childhealth; most recent studies do not confirm the 'conventional wisdom'that breastfeeding isprotective against allergy and asthma. Early reduction in childhood wheezing may reflectprotection from viral infections; but allergies and asthma at later ages may be increased.,Current opinion in allergy and clinical immunology,2008,100
Factors affecting exhaled nitric oxide measurements: the effect of sex,D Robin Taylor; Piush Mandhane; Justina M Greene; Robert J Hancox; Sue Filsell; Christene R McLachlan; Avis J Williamson; Jan O Cowan; Andrew D Smith; Malcolm R Sears,Exhaled nitric oxide (FENO) measurements are used as a surrogate marker for eosinophilicairway inflammation. However; many constitutional and environmental factors affect FENO;making it difficult to devise reference values. Our aim was to evaluate the relative importanceof factors affecting FENO in a well characterised adult population. Data were obtained from895 members of the Dunedin Multidisciplinary Health and Development Study at age 32.The effects of sex; height; weight; lung function indices; smoking; atopy; asthma and rhinitison FENO were explored by unadjusted and adjusted linear regression analyses. The effectof sex on FENO was both statistically and clinically significant; with FENO levelsapproximately 25% less in females. Overall; current smoking reduced FENO up to 50%; butthis effect occurred predominantly in those who smoked on the day of the FENO …,Respiratory research,2007,100
Discriminative aspects of two generic and two asthma-specific instruments: relation with symptoms; bronchodilator use and lung function in patients with mild asthma,T Van der Molen; DS Postma; AJ M Schreurs; HE P Bosveld; MR Sears; B Meyboom De Jong,Abstract The objective of this study was to compare the two most frequently used asthma-specific quality of life (QOL) questionnaires and two generic QOL questionnaires with clinicaldata in order to establish their ability to discriminate in asthma severity; also referred to ascross-sectional construct validity. We conducted a multicentre; randomized; placebo-controlled study investigating the long-term effects of the long-acting ß2-agonist formoterol inasthma patients using inhaled corticosteroids and short-acting ß2-agonists. Beforerandomization; the peak expiratory flow (PEF) and use of ß2-agonists for relief of symptomswere recorded twice daily for 1 month. At the end of the run-in period; the forced expiratoryvolume in 1s (FEV1); airway hyper-responsiveness (PC20 methacholine) and QOL weremeasured; using two asthma-specific questionnaires; the Asthma Quality of Life …,Quality of Life Research,1997,94
75 deaths in asthmatics prescribed home nebulisers.,MR Sears; HH Rea; J Fenwick; AJ Gillies; PE Holst; TV O'Donnell; RP Rothwell,The circumstances surrounding the deaths of 75 asthmatic patients who had beenprescribed a domiciliary nebuliser driven by an air compressor pump for administration ofhigh dose beta sympathomimetic drugs were investigated as part of the New Zealandnational asthma mortality study. Death was judged unavoidable in 19 patients who seemedto have precipitous attacks despite apparently good long term management. Delays inseeking medical help because of overreliance on beta agonist delivered by nebuliser wereevident in 12 cases and possible in a further 11; but these represented only 8% of the 271verified deaths from asthma in New Zealanders aged under 70 during the period. Evidencefor direct toxicity of high dose beta agonist was not found. Nevertheless; the absence ofserum potassium and theophylline concentrations and of electrocardiographic monitoring …,Br Med J (Clin Res Ed),1987,88
Patients at risk for dying of asthma: New Zealand experience,MR Sears; HH Rea,Reprint requests: MR Sears; MB; Department of Medicine; University of Gtago MedicalSchool; PO Box 913; Dunedin; New Zealand. higher risk for dying of their disease. Wesummarize two recent New Zealand studies and suggest strategies for dealing with factorsthat appear to be associated with a high mortality risk. In 1981 Wilson et al'described a smallseries of deaths from asthma in Auckland and expressed concern that an apparent rise inmortality in young people may be associated with the use of combination bronchodilatortherapy; namely oral theophylline and in-,Journal of Allergy and Clinical Immunology,1987,85
Effects of cannabis on lung function: a population-based cohort study,Robert J Hancox; Richie Poulton; Margaret Ely; David Welch; D Robin Taylor; Christene R McLachlan; Justina M Greene; Terrie E Moffitt; Avshalom Caspi; Malcolm R Sears,The effects of cannabis on lung function remain unclear and may be different from those oftobacco. We compared the associations between use of these substances and lung functionin a population-based cohort (n= 1;037). Cannabis and tobacco use were reported at ages18; 21; 26 and 32 yrs. Spirometry; plethysmography and carbon monoxide transfer factorwere measured at 32 yrs. Associations between lung function and exposure to eachsubstance were adjusted for exposure to the other substance. Cumulative cannabis use wasassociated with higher forced vital capacity; total lung capacity; functional residual capacityand residual volume. Cannabis was also associated with higher airway resistance but notwith forced expiratory volume in 1 s; forced expiratory ratio or transfer factor. These findingswere similar among those who did not smoke tobacco. In contrast; tobacco use was …,European Respiratory Journal,2010,84
Systemic inflammation and lung function in young adults,Robert J Hancox; Richie Poulton; Justina M Greene; Susan Filsell; Christene R McLachlan; Finn Rasmussen; D Robin Taylor; Michael JA Williams; Avis Williamson; Malcolm R Sears,Background: Impaired lung function is associated with systemic inflammation and is a riskfactor for cardiovascular disease in older adults. It is unknown when these associationsemerge and to what extent they are mediated by smoking; chronic airways disease; and/orestablished atherosclerosis. We explored the association between the forced expiratoryvolume in one second (FEV 1) and the systemic inflammatory marker C-reactive protein(CRP) in young adults. Methods: Associations between spirometric lung function and bloodCRP were assessed in a population based birth cohort of approximately 1000 NewZealanders at ages 26 and 32 years. Analyses adjusted for height and sex to account fordifferences in predicted lung function and excluded pregnant women. Results: There weresignificant inverse associations between FEV 1 and CRP at both ages. Similar results …,Thorax,2007,84
Allergic disorders and attention deficit disorder in children,Rob McGee; Warren R Stanton; Malcolm R Sears,Abstract It has been suggested that children with attention deficit disorder-hyperactivity(ADDH) are likely to show allergic disorders; and that both ADDH and allergic disorders mayshare a common biological background. In a large sample of children from the generalpopulation we found no association between parent; teacher; and self-reports of ADDHbehaviors and a history of allergic disorders (asthma; eczema; rhinitis; and urticaria) at ages9 or 13 years. Similarly; reports of ADDH behaviors at age 13 years were not related to levelof atopic responsiveness by skin test or serum IgE levels. Our findings call into question thehypothesis that there is a relationship between ADDH and allergic disorder.,Journal of abnormal child psychology,1993,84
Spatial analysis for environmental health research: concepts; methods; and examples,Michael Jerrett; Richard Burnett; Mark Goldberg; Malcolm Sears; Daniel Krewski; Rachel Catalan; Pavlos Kanaroglou; Chris Giovis; Norm Finkelstein,Spatial analysis can illuminate environmental health research in two ways. First; spatialanalysis may suggest possible causal factors in disease pathogenesis. Association betweendisease and place may imply that the population living there either possesses inherent traitsthat make it more susceptible to disease or experiences elevated exposure to a risk factorsuch as air pollution. Second; spatial analysis can help identify how populations adapt andrelate to their environment. This knowledge may lead to improved understanding of howpeople perceive and avoid health risks of environmental origin. The potential for spatialanalysis to uncover these aspects of the association between health and the environment islimited by data and methodological problems that are discussed in the article. To familiarizeresearchers and policymakers with this increasingly important approach; we review …,Journal of Toxicology and Environmental Health Part A,2003,80
Worldwide trends in asthma mortality.,MR Sears,Abstract Statistics for deaths from asthma yield widely variable mortality rates betweencountries. Validation studies show significant inaccuracies in certification of cause of deathin older subjects; and probable underreporting of asthma deaths in some countries;explaining some of the international differences noted. The introduction of the ninth revisionof the World Health Organisation International Classification of Diseases brought a stepincrease in reported asthma mortality rates in 1979; but the last decade has seen a gradualincrease in mortality rates in many countries; especially in young people; not explained bythis change in code. Diagnostic transfer does not adequately explain these increases.Individuals at risk of death from asthma are more likely to be non-caucasian; non-compliant;and young; with a history of previous life-threatening episodes; hospital admissions; and …,Bulletin of the International Union against Tuberculosis and Lung Disease,1991,80
Deaths from asthma in New Zealand.,MR Sears; HH Rea; J Fenwick; R Beaglehole; AJ Gillies; PE Holst; TV O'Donnell; RP Rothwell; DC Sutherland,We report the first complete population based study of childhood deaths due to asthma. Alldeaths ascribed to asthma in New Zealand children aged 0-14 were investigated as part of atwo year national study of mortality from asthma. The 16 children who died from asthma alldeveloped asthma by the age of 4; 15 had a family history of asthma; and 12 had associatedatopic disorders. Disturbed pyschosocial relationships were evident in eight families. Sevenchildren died in less than three hours from the onset of their final attack. All children diedoutside hospital. Mortality from asthma in Maori children (3.14 per 100 000) was five timesthat of European children. With hindsight; factors which if avoided could have led to adifferent outcome were identified in eleven cases. The circumstances surrounding thesedeaths were similar to those described for adults with asthma; this study; however …,Archives of disease in childhood,1986,80
The beta-agonist controversy,D Robin Taylor; Malcolm R Sears; Donald W Cockcroft,BACKGROUND Despite widespread use of adrenergic agents in the management ofasthma for many decades; doubts have emerged concerning the safety and efficacy of long-term inhaled beta-agonist therapy. Various strands of evidence have raised disturbingquestions; and the place of the widely used short-acting beta-agonists; such as fenoterol;orciprenaline; salbutamol; and terbutaline; as well as the newer longer-acting agentssalmeterol and formoterol is being reexamined. Increasing morbidity and mortality rates frombronchial asthma in many countries during the late 1970s and 1980s generated muchconcern. Although the prevalence of bronchial asthma has increased somewhat over recentyears; 2; 12; 30; 33; 95 hospital admission rates for asthma and mortality have risendispropor-tionately. 2; 30; 73; 97 This increase in mortality has occurred despite a new …,Medical Clinics,1996,79
Asthma in remission: can relapse in early adulthood be predicted at 18 years of age?,D Robin Taylor; Jan O Cowan; Justina M Greene; Andrew R Willan; Malcolm R Sears,Study objective To determine the frequency of relapse of asthma in young adults inremission at 18 years of age; during a follow-up period of 8 years; and to identify possibleprognostic markers for relapse Design Longitudinal study of birth cohort (n= 1;037) born inNew Zealand in 1972–1973 Setting University hospital research clinic MeasurementsParticipants were assessed at 9; 11; 13; 15; 18; 21; and 26 years of age using a respiratoryquestionnaire (all ages); spirometry (all ages); bronchodilator response (18 years and 26years of age); methacholine challenge (9; 11; 13; 15; and 21 years of age); and allergen skin-prick testing (13 years and 21 years of age) Results Approximately one third of studymembers (35%) with asthma in remission at 18 years of age relapsed by 21 years or 26years of age. Atopy and lower FEV 1/FVC ratio at 18 years of age were significant …,CHEST Journal,2005,77
Adjustable maintenance dosing with budesonide/formoterol reduces asthma exacerbations compared with traditional fixed dosing: a five-month multicentre Canadia...,J Mark FitzGerlad; Malcolm R Sears; Louis-Philippe Boulet; Allan B Becker; Andrew R McIvor; Pierre Ernst; Natasha M Smiljanic-Georgijev; Joanna SM Lee,1University of British Columbia; Vancouver; British Columbia; 2McMaster University;Hamilton; Ontario; 3Laval University; Quebec City; Quebec; 4University of Manitoba;Winnipeg; Manitoba; 5Dalhousie University; Halifax; Nova Scotia; 6McGill University;Montreal; Quebec; 7AstraZeneca Canada; Mississauga; Ontario Correspondence: JMFitzGerald; Centre for Clinical Epidemiology and Evaluation; Vancouver Hospital and HealthSciences Centre; 703–828 West 10th Avenue; Vancouver; British Columbia V5Z 1L8. Telephone604-875-4565; fax 604-875-5179; e-mail markf@interchange.ubc.ca … JM FitzGerald; MRSears; LP Boulet; AB Becker; et al. Adjustable maintenance dosing with budesonide/formoterolreduces asthma exacerbations compared with traditional fixed dosing: A five-month multicentreCanadian study. Can Respir J 2003;10(8):427-434 … BACKGROUND: Adjustable …,Canadian respiratory journal,2003,77
Increasing asthma mortality—fact or artifact?,Malcolm R Sears,Reported mortality from asthma in young people has gradually increased in severalcountries between the late 1970s and the mid-1980s.'In a review of trends in mortality fromasthma in the United States between 1979 and 1984; Sly* discusses a number of interestingobservations with regard to changing mortality rates. The fundamental question to beanswered; however; is whether the apparent increase in asthma mortality is real or anartifact of certification and coding. If it is real; what is its cause and its cure? Theinterpretation of trends in asthma mortality data was temporarily confused by the introductionof the Ninth Revision of the World Health Organization International Classification ofDiseases into general use in 1979.3 Under the eighth revision; deaths of persons certifiedas dying of asthma but with mention of bronchitis were coded as caused by bronchitis; but …,Journal of Allergy and Clinical Immunology,1988,77
Evolution of asthma through childhood,MR Sears,Abstract The greatest incidence of childhood asthma is among males under 5 years; withdecreasing numbers of new cases with age. Many young children wheeze; but remission iscommon especially in non-atopic children without a family history of allergy or asthma;whose wheezing relates more to infections and environmental tobacco smoke exposure.The prognosis of childhood asthma is best established from population studies; in whichsome two-thirds of wheezy children become symptom-free as adults; whereas follow-upstudies of wheezing children seen in office or specialty clinic practice; who generally havemore severe asthma; show a much greater likelihood (60–80%) of persistence of asthmainto adulthood. Factors predisposing to persistence of childhood asthma include a positivefamily history; development of atopy; environmental exposures to allergens and cigarette …,Clinical and Experimental Allergy,1998,76
Epidemiological trends in asthma,Malcolm R Sears,Many markers of asthma morbidity have shown substantial increases over the past twodecades; including family physician visits; use of anti-asthma medications; emergency roomvisits and hospital admissions. The reported prevalence of diagnosed asthma and ofwheezing has increased; especially in children; with accompanying evidence of increasedatopy and increased airway responsiveness. Allergen exposure and parental smoking aresignificant risk factors for childhood wheezing; whereas the influence of outdoor air pollutionis uncertain. Increasing use of beta-agonist treatment; which appears to increase theseverity of asthma by increasing early and late responses to allergen; may contribute toincreased morbidity and mortality; especially if potent beta-agonists are used. Risk factorsfor asthma mortality include age; smoking; allergy and airway lability; as well as over …,Canadian Respiratory Journal,1996,75
Consequences of long-term inflammation: the natural history of asthma,Malcolm R Sears,The spectrum of clinical asthma is broad; ranging from occasional mild wheezing orcoughing on exertion to severe; persistent disease that occasionally can be fatal. Asthma; bydefinition; is characterized by airway narrowing; which; at least initially; is fully reversible. 51The course of asthma is characterized by apparent remission in some instances; andpersistence and worsening in others. The effects of treatment on the" natural history" ofasthma remain uncertain. The natural history of childhood asthma has been described inmore than 50 studies. 24 Different outcomes have been reported; some studies suggestingthat asthma improves or remits in adolescence and adulthood; and other studies reportingthat most asthma persists; and may worsen with age. Some of the apparent conflict in thereported natural history of childhood asthma is related to the selection of the population in …,Clinics in chest medicine,2000,72
Epidemiology,Malcolm R Sears,This chapter discusses the epidemiology of asthma in children and adults. Asthma; orvariable airflow obstruction; is recognized from a pattern of one or more characteristicsymptoms—including wheeze; cough; chest tightness; and dyspnea—and is best confirmedby the evidence of variable or reversible airflow obstruction accompanying symptoms. Inchildren; asthma-causing nocturnal or postexercise cough may be misdiagnosed asbronchitis or infection. Factors relevant to the development of asthma may be inherent (sex;genetic predisposition; and lung size) or external (diet; exposure to allergens; air pollutionincluding environmental tobacco smoke exposure; infection; socioeconomic status; andregion of residence). The male predominance of diagnosed asthma in children decreaseswith increasing age. Movement from a rural to an urban environment appears to …,*,1998,72
Atopy in childhood. III. Relationship with pulmonary function and airway responsiveness,MR Sears; B Burrows; GP Herbison; EM Flannery; MD Holdaway,Summary The relationship between atopy and pulmonary function in children; and howthese relate directly or indirectly to airway hyperresponsivcness; is uncertain. We haveexamined these relationships in a sample of 13-year-old children. A questionnaire onrespiratory symptoms; skin-prick tests to 11 common allergens; spirometry and anabbreviated methacholine challenge test were completed by 662 members (341 boys) of abirth cohort of New Zealand children followed longitudinally to age 13. There was asignificant relationship between the presence and degree of atopy; and baseline pulmonaryfunction. Low FEV 1/VC ratios were associated with a greater likelihood of airwayresponsiveness; not only in subjects with diagnosed asthma; but also in the full cohort and inthe sub-group of 426 children who denied asthma or current wheeze. The relationships …,Clinical & Experimental Allergy,1993,71
Measuring asthma control: a comparison of three classification systems,Paul M O’Byrne; Helen K Reddel; Göran Eriksson; Ollie Östlund; Stefan Peterson; Malcolm R Sears; Christine Jenkins; Marc Humbert; Roland Buhl; Tim W Harrison; Santiago Quirce; ED Bateman,There are various ways to classify asthma control; however; no classification is universallyaccepted. This retrospective analysis compared asthma control as assessed by the AsthmaControl Questionnaire (5-item version; ACQ-5); Global Initiative for Asthma (GINA) orGaining Optimal Asthma Control (GOAL) study criteria. Pooled data at the final study week(n= 8;188) from three budesonide/formoterol maintenance and reliever therapy studieswhich measured ACQ-5 were stratified according to GINA or GOAL criteria and ACQ-5 scoredistribution. The percentages of patients with a controlled/partly controlled week (GINA);totally/well-controlled week (GOAL) and range of ACQ-5 cut-off points were compared.Patients with GINA controlled; partly controlled and uncontrolled asthma had mean ACQ-5scores of 0.43; 0.75 and 1.62; respectively. Patients with GOAL totally controlled; well …,European Respiratory Journal,2010,70
Changes in exhaled nitric oxide related to estrogen and progesterone during the menstrual cycle,Piush J Mandhane; Steven E Hanna; Mark D Inman; Joanne M Duncan; Justina M Greene; Hong-Yu Wang; Malcolm R Sears,Background Significant changes in asthma and atopy occur throughout the menstrual cycle.We hypothesized that the characteristics of asthma (eg; symptoms; exhaled nitric oxide[eNO] levels as a marker of airway inflammation; pulmonary function; and atopy) varythroughout the menstrual cycle in relation to changes in the levels of estrogen orprogesterone and that this variation is attenuated in women using oral contraception (OC).Methods Seventeen women with asthma were studied over the course of their menstrualcycle through daily measurements of symptoms; eNO; spirometry; 17β-estradiol; andprogesterone levels; and through the performance of alternate-day allergy skin-prick tests(SPTs). Results Of 534 potential daily visits; 526 (98.5%) were completed. Women not usingOC (n= 8) had higher mean eNO levels (48.2 parts per billion [ppb]; 95% CI; 43.1 ppb to …,Chest Journal,2009,70
The effects of airway hyperresponsiveness; wheezing; and atopy on longitudinal pulmonary function in children: A 6‐year follow‐up study,Duane Sherrill; Malcolm R Sears; Michael D Lebowitz; M David Holdaway; Chris J Hewitt; Erin M Flannery; G Peter Herbison; Phil A Silva,Abstract We examined growth of spirometric lung function in 696 children of Europeanancestry who were followed from ages 9 to 15 years and stratified according to their degreeof responsiveness to methacholine inhalation challenge; atopic status; and respiratorysymptoms. Subjects were participants in the longitudinal Multidisciplinary Health andDevelopment Study in Dunedin; New Zealand. Forced expired volume in 1 second (FEV 1);and vital capacity (VC) were measured at 9; 11; 13; and 15 years of age; concurrently withassessment of airway responsiveness determined by the concentration of methacholinecausing a 20% fall in FEV 1 (PC 20 FEV 1). Atopic status was assessed at age 13 by skin-prick testing to 11 allergens. In children demonstrating airway hyperresponsiveness; FEV 1increased with age at a slower rate; and the FEV 1/VC ratio had a faster rate of decline …,Pediatric pulmonology,1992,70
The Ontario Asthma Regional Variation Study: emergency department visit rates and the relation to hospitalization rates,M Diane Lougheed; Nancy Garvey; Kenneth R Chapman; Lisa Cicutto; Robert Dales; Andrew G Day; Wilma M Hopman; Miu Lam; Malcolm R Sears; Kim Szpiro; Teresa To; Nigel AM Paterson,Background Hospitalization rates for asthma vary more than threefold across regions ofOntario. It is not known whether this variation is primarily due to regional differences in therate of emergency department (ED) visits or hospital admissions. Objective To determine thevariation in ED visit rates for asthma in Ontario; and the relation between ED visit rates andhospitalization rates. Design; setting; and patients We studied patients with an EDdisposition diagnosis of asthma in a stratified sample of 16 hospitals (pediatric facilities; 13;adult facilities; 14) over a 1-year period. Pediatric patients were defined as those patientswho were≤ 19 years of age. Measurements Direct age-standardized and sex-standardizedED visit and hospitalization rates; and the percentages of patients presenting to EDs andsubsequently admitted to the hospital were calculated for each site. High/low ratios (ie …,CHEST Journal,2006,69
Is asthma a risk factor for dental caries? Findings from a cohort study,AM Meldrum; WM Thomson; BK Drummond; MR Sears,A link between dental caries and asthma (either the con- dition per se or the commonly usedanti-asthma inhalant medications) has biological credibility; but there is only limited clinical andepidemiological support for such an as- sociation. The international literature; however; presentsfew studies investigating the relationship between asthma and oral disease. Previous attemptsto investigate the asso- ciation have produced conflicting results and mostly equiv- ocal conclusions[Hyyppa et al.; 1979; Hyyppa and Paunio; 1979; Bjerkeborn et al.; 1987; Kankaala et al.;1998; McDerra et al.; 1998]. Two factors are largely responsible for this current lack ofconsensus. First; both asthma and caries are chronic conditions with variable presentations;complex aetiologies and challenges in diagnosis which complicate attempts to study them.Second; most reported studies have been of cross-sectional design and have in- volved …,Caries research,2001,69
Elevated B cells in sputum of asthmatics. Close correlation with eosinophils.,Joseph C Kidney; ALBERT G Wong; Ann Efthimiadis; Marilyn M Morris; Malcolm R Sears; Jerry Dolovich; Frederick E Hargreave,Sputum examination is a useful noninvasive method to study airway inflammation. Weinvestigated the reproducibility and validity of the measurements of lymphocyte subsets inthe sputum of 11 stable patients with asthma and 10 nonasthmatic smokers. Sputum wasdispersed with 0.1% dithiothreitol. A differential cell count was made with Wright's stain.Aliquots were stained with antibodies to CD19 (B cells); CD3 (T cells); CD4 (helper); CD8(suppressor); and the activation marker CD25 (IL2 receptor) on T-cell subsets and wereassayed by flow cytometry. Sputum from patients with asthma compared with nonasthmaticsubjects had more eosinophils (mean+/-SEM; 32.5+/-8.5 versus 1.3+/-0.5%; p< 0.01) and ahigher proportion of lymphocytes that were B cells (16.2+/-3.2 versus 4.0+/-1.0%; p< 0.01);and these correlated closely with the eosinophils (r= 0.8; p< 0.01). Patients with asthma …,American journal of respiratory and critical care medicine,1996,69
The association between chronic exposure to traffic-related air pollution and ischemic heart disease,Bernardo S Beckerman; Michael Jerrett; Murray Finkelstein; Pavlos Kanaroglou; Jeffrey R Brook; M Altaf Arain; Malcolm R Sears; David Stieb; John Balmes; Kenneth Chapman,Increasing evidence links air pollution to the risk of cardiovascular disease. This studyinvestigated the association between ischemic heart disease (IHD) prevalence andexposure to traffic-related air pollution (nitrogen dioxide [NO2]; fine particulate matter [PM2.5]; and ozone [O3]) in a population of susceptible subjects in Toronto. Local (NO2)exposures were modeled using land use regression based on extensive field monitoring.Regional exposures (PM2. 5; O3) were modeled as confounders using inverse distanceweighted interpolation based on government monitoring data. The study sample consistedof 2360 patients referred during 1992 to 1999 to a pulmonary clinic at the Toronto WesternHospital in Toronto; Ontario; Canada; to diagnose or manage a respiratory complaint. IHDstatus was determined by clinical database linkages (ICD-9-CM 412–414). The …,Journal of Toxicology and Environmental Health; Part A,2012,68
Associations between respiratory symptoms; lung function and gastro-oesophageal reflux symptoms in a population-based birth cohort,Robert J Hancox; Richie Poulton; D Robin Taylor; Justina M Greene; Christene R McLachlan; Jan O Cowan; Erin M Flannery; G Peter Herbison; Malcolm R Sears; Nicholas J Talley,Several studies have reported an association between asthma and gastro-oesophagealreflux; but it is unclear which condition develops first. The role of obesity in mediating thisassociation is also unclear. We explored the associations between respiratory symptoms;lung function; and gastro-oesophageal reflux symptoms in a birth cohort of approximately1000 individuals. Information on respiratory symptoms; asthma; atopy; lung function andairway responsiveness was obtained at multiple assessments from childhood to adulthoodin an unselected birth cohort of 1037 individuals followed to age 26. Symptoms of gastro-oesophageal reflux and irritable bowel syndrome were recorded at age 26. Heartburn andacid regurgitation symptoms that were at least,Respiratory research,2006,68
Physical exercise and resistive breathing training in severe chronic airways obstruction--are they effective?,DT Jones; RJ Thomson; MR Sears,Abstract Twenty-one patients with severe chronic irreversible airflow obstruction (FEV1consistently less than 1.2 l) were allocated randomly to one of two training programmesdesigned to reduce respiratory disability or a placebo training control group. Daily structuredphysical exercise; twice daily inspiratory muscle training by resistive breathing; or dailyplacebo training were undertaken for 10 weeks; and the effects on lung function; exercisecapacity; respiratory symptoms and psychological state compared. Maximal work achievedon a progressive bicycle exercise test was significantly increased in all groups (36%; 23%and 34% respectively) and global improvement in mood also occurred. There was nosignificant change in respiratory symptom score; static lung function tests or 12 min walkingdistance. Neither form of active treatment showed superiority over placebo training.,European journal of respiratory diseases,1985,68
