Data management in location-dependent information services: Challenges and issues,Dik Lun Lee; Wang-Chien Lee; Jianliang Xu; Baihua Zheng,*,IEEE Pervasive computing,2002,257
High utility K-anonymization for social network publishing,Yazhe Wang; Long Xie; Baihua Zheng; Ken CK Lee,Abstract Privacy and utility are two main desiderata of good sensitive information publishingschemes. For publishing social networks; many existing algorithms rely on k k-anonymity asa criterion to guarantee privacy protection. They reduce the utility loss by first using thedegree sequence to model the structural properties of the original social network and thenminimizing the changes on the degree sequence caused by the anonymization process.However; the degree sequence-based graph model is simple; and it fails to capture manyimportant graph topological properties. Consequently; the existing anonymization algorithmsthat rely on this simple graph model to measure utility cannot guarantee generatinganonymized social networks of high utility. In this paper; we propose novel utilitymeasurements that are based on more complex community-based graph models. We …,Knowledge and Information Systems,2014,20
Direction-based surrounder queries for mobile recommendations,Xi Guo; Baihua Zheng; Yoshiharu Ishikawa; Yunjun Gao,Abstract Location-based recommendation services recommend objects to the user based onthe user's preferences. In general; the nearest objects are good choices considering theirspatial proximity to the user. However; not only the distance of an object to the user but alsotheir directional relationship are important. Motivated by these; we propose a new spatialquery; namely a direction-based surrounder (DBS) query; which retrieves the nearestobjects around the user from different directions. We define the DBS query not only in a two-dimensional Euclidean space E but also in a road network R. In the Euclidean space E; weconsider two objects a and b are directional close wrt a query point q iff the included angle∠ aqb is bounded by a threshold specified by the user at the query time. In a road networkR; we consider two objects a and b are directional close iff their shortest paths to q …,The VLDB Journal,2011,20
Algorithms for constrained k-nearest neighbor queries over moving object trajectories,Yunjun Gao; Baihua Zheng; Gencai Chen; Qing Li,Abstract An important query for spatio-temporal databases is to find nearest trajectories ofmoving objects. Existing work on this topic focuses on the closest trajectories in the wholedata space. In this paper; we introduce and solve constrained k-nearest neighbor (C k NN)queries and historical continuous C k NN (HCC k NN) queries on R-tree-like structuresstoring historical information about moving object trajectories. Given a trajectory set D; aquery object (point or trajectory) q; a temporal extent T; and a constrained region CR;(i) a C kNN query over trajectories retrieves from D within T; the k (≥ 1) trajectories that lie closest toq and intersect (or are enclosed by) CR; and (ii) an HCC k NN query on trajectories retrievesthe constrained k nearest neighbors (C k NNs) of q at any time instance of T. We propose asuite of algorithms for processing C k NN queries and HCC k NN queries respectively …,Geoinformatica,2010,20
Continuous nearest-neighbor search in the presence of obstacles,Yunjun Gao; Baihua Zheng; Gang Chen; Chun Chen; Qing Li,Abstract Despite the ubiquity of physical obstacles (eg; buildings; hills; and blindages; etc.)in the real world; most of spatial queries ignore the obstacles. In this article; we study a novelform of continuous nearest-neighbor queries in the presence of obstacles; namelycontinuous obstructed nearest-neighbor (CONN) search; which considers the impact ofobstacles on the distance between objects. Given a data set P; an obstacle set O; and aquery line segment q; in a two-dimensional space; a CONN query retrieves the nearestneighbor p &in; P of each point p′ on q according to the obstructed distance; the shortestpath between p and p′ without crossing any obstacle in O. We formalize CONN search;analyze its unique properties; and develop algorithms for exact CONN query-processingassuming that both P and O are indexed by conventional data-partitioning indices (eg; R …,ACM Transactions on Database Systems (TODS),2011,19
Tuning on-air signatures for balancing performance and confidentiality,Baihua Zheng; Wang-Chien Lee; Peng Liu; Dik Lun Lee; Xuhua Ding,In this paper; we investigate the trade off between performance and confidentiality insignature-based air indexing schemes for wireless data broadcast. Two metrics; namely;false drop probability and false guess probability; are defined to quantify the filteringefficiency and confidentiality loss of a signature scheme. Our analysis reveals that false dropprobability and false guess probability share a similar trend as the tuning parameters of asignature scheme change and it is impossible to achieve a low false drop probability and ahigh false guess probability simultaneously. In order to balance the performance andconfidentiality; we perform an analysis to provide a guidance for parameter settings of thesignature schemes to meet different system requirements. In addition; we propose the jumppointer technique and the XOR signature scheme to further improve the performance and …,IEEE Transactions on Knowledge and Data Engineering,2009,19
On efficient mutual nearest neighbor query processing in spatial databases,Yunjun Gao; Baihua Zheng; Gencai Chen; Qing Li,Abstract This paper studies a new form of nearest neighbor queries in spatial databases;namely; mutual nearest neighbor (MNN) search. Given a set D of objects and a query objectq; an MNN query returns from D; the set of objects that are among the k 1 (⩾ 1) nearestneighbors (NNs) of q; meanwhile; have q as one of their k 2 (⩾ 1) NNs. Although MNNqueries are useful in many applications involving decision making; data mining; and patternrecognition; it cannot be efficiently handled by existing spatial query processing approaches.In this paper; we present the first piece of work for tackling MNN queries efficiently. Ourmethods utilize a conventional data-partitioning index (eg; R-tree; etc.) on the dataset;employ the state-of-the-art database techniques including best-first based k nearestneighbor (kNN) retrieval and reverse kNN search with TPL pruning; and make use of the …,Data & Knowledge Engineering,2009,19
Two-tier air indexing for on-demand xml data broadcast,Weiwei Sun; Ping Yu; Yongrui Qing; Zhuoyao Zhang; Baihua Zheng,XML data broadcast is an efficient way to disseminate semi-structured information inwireless mobile environments. Air indexing is the common method to improve the accesstime; and reduce the energy consumption in a broadcast system. In this paper; we propose anovel two-tier air indexing method that provides an overall picture of the document set in theserver which is necessary for XML data retrieving in on-demand mode. The efficiency of ourindexing method is contributed by two distinct advantages. First; the proposed pruningtechnique and the two-tier structure significantly reduce the index size. Second; the two-tierstructure enables efficient access protocol at the client which can further reduce the tuningtime during the index look up. Simulation experiments show the benefits of our indexingmethods.,Distributed Computing Systems; 2009. ICDCS'09. 29th IEEE International Conference on,2009,19
Navigational path privacy protection: navigational path privacy protection,Ken CK Lee; Wang-Chien Lee; Hong Va Leong; Baihua Zheng,Abstract Navigational path query; one of the most popular location-based services (LBSs);determines a route from a source to a destination on a road network. However; issuing pathqueries to some non-trustworthy service providers may pose privacy threats to the users. Forinstance; given a query requesting for a path from a residential address to a psychiatrist;some adversaries may deduce" who is related to what disease". In this paper; we present anobfuscator framework that reduces the likelihood of path queries being revealed; whilesupporting different user privacy protection needs and retaining query evaluation efficiency.The framework consists of two major components; namely; an obfuscator and an obfuscatedpath query processor. The former formulates obfuscated path queries by intermixing trueand fake sources and destinations and the latter facilitates efficient evaluation of the …,Proceedings of the 18th ACM conference on Information and knowledge management,2009,18
Processing multiple aggregation queries in geo-sensor networks,Ken CK Lee; Wang-Chien Lee; Baihua Zheng; Julian Winter,Abstract To process aggregation queries issued through different sensors as access pointsin sensor networks; existing algorithms handle queries independently and perform in-network aggregation only at the query time. As a result of ad-hoc and independent executionof queries; no partial result is sharable and reusable among the queries. Consequently;scarce sensor network resources can be easily overconsumed; particularly; those sensorscommonly accessed by queries. In this paper; we address this issue by examining strategiesto maintain M aterialized I nN etwork V iews (MINV s) that pre-compute and store commonlyused aggregation results in the sensor network. With MINVs; aggregated sensed results forsome spatial regions are available and sharable to queries. Thus; the number of sensoraccesses is greatly reduced. Through simulations; we validate the effectiveness of …,International Conference on Database Systems for Advanced Applications,2006,18
Efficient Collective Spatial Keyword Query Processing on Road Networks,Yunjun Gao; Jingwen Zhao; Baihua Zheng; Gang Chen,The collective spatial keyword query (CSKQ); an important variant of spatial keywordqueries; aims to find a set of the objects that collectively cover users' queried keywords; andthose objects are close to the query location and have small inter-object distances. Existingworks only focus on the CSKQ problem in the Euclidean space; although we observe that; inmany real-life applications; the closeness of two spatial objects is measured by their roadnetwork distance. Thus; existing methods cannot solve the problem of network-based CSKQefficiently. In this paper; we study the problem of collective spatial keyword query processingon road networks; where the objects are located on a predefined road network. We firstprove that this problem is NP-complete; and then we propose two approximate algorithmswith provable approximation bounds and one exact algorithm; for supporting CSKQ on …,IEEE Transactions on Intelligent Transportation Systems,2016,17
Air indexing for on-demand XML data broadcast,Weiwei Sun; Yongrui Qin; Jingjing Wu; Baihua Zheng; Zhuoyao Zhang; Ping Yu; Peng Liu; Jian Zhang,XML data broadcast is an efficient way to disseminate semistructured information in wirelessmobile environments. In this paper; we propose a novel two-tier index structure to facilitatethe access of XML document in an on-demand broadcast system. It provides the clients withan overall image of all the XML documents available at the server side and hence enablesthe clients to locate complete result sets accordingly. A pruning strategy is developed to cutdown the index size and a two-tier structure is proposed to further remove any redundantinformation. In addition; two index distribution strategies; namely naive distribution andpartial distribution; have been designed to interleave the index information with the XMLdocuments in the wireless channels. Theoretical analysis and simulation experiments arealso put forward to show the benefits of our indexing methods.,IEEE Transactions on Parallel and Distributed Systems,2014,17
On efficient obstructed reverse nearest neighbor query processing,Yunjun Gao; Jiacheng Yang; Gang Chen; Baihua Zheng; Chun Chen,Abstract In this paper; we study a new form of reverse nearest neighbor (RNN) queries; ie;obstructed reverse nearest neighbor (ORNN) search. It considers the impact of obstacles onthe distance between objects; which is ignored by the existing work on RNN retrieval. Givena data set P; an obstacle set O; and a query point q in a 2D space; an ORNN query finds allthe points/objects in P that have q as their nearest neighbor; according to the obstructeddistance metric; ie; the length of the shortest path between two points without crossing anyobstacle. We formalize ORNN search; develop effective pruning heuristics (via introducing anovel boundary region concept); and propose efficient algorithms for ORNN queryprocessing; assuming that both P and O are indexed by traditional data-partitioning indexes(eg; R-trees). Extensive experiments demonstrate the effectiveness of our developed …,Proceedings of the 19th ACM SIGSPATIAL international conference on advances in Geographic Information Systems,2011,16
Should we use the sample? Analyzing datasets sampled from Twitter’s stream API,Yazhe Wang; Jamie Callan; Baihua Zheng,Abstract Researchers have begun studying content obtained from microblogging servicessuch as Twitter to address a variety of technological; social; and commercial researchquestions. The large number of Twitter users and even larger volume of tweets often make itimpractical to collect and maintain a complete record of activity; therefore; most research andsome commercial software applications rely on samples; often relatively small samples; ofTwitter data. For the most part; sample sizes have been based on availability and practicalconsiderations. Relatively little attention has been paid to how well these samples representthe underlying stream of Twitter data. To fill this gap; this article performs a comparativeanalysis on samples obtained from two of Twitter's streaming APIs with a more completeTwitter dataset to gain an in-depth understanding of the nature of Twitter data samples …,ACM Transactions on the Web (TWEB),2015,15
On processing reverse k-skyband and ranked reverse skyline queries,Yunjun Gao; Qing Liu; Baihua Zheng; Li Mou; Gang Chen; Qing Li,Abstract In this paper; for the first time; we identify and solve the problem of efficient reversek-skyband (RkSB) query processing. Given a set P of multi-dimensional points and a querypoint q; an RkSB query returns all the points in P whose dynamic k-skyband contains q. Weformalize RkSB retrieval; and then propose five algorithms for computing the RkSB of anarbitrary query point efficiently. Our methods utilize a conventional data-partitioning index(eg; R-tree) on the dataset; and employ pre-computation; reuse and pruning techniques toboost the query efficiency. In addition; we extend our solutions to tackle an interestingvariant of reverse skyline queries; namely; ranked reverse skyline (RRS) query where; givena data set P; a parameter K; and a preference function f; the goal is to find the K reverseskyline points that have the minimal score according to the user-specified function f …,Information Sciences,2015,15
Processing transitive nearest-neighbor queries in multi-channel access environments,Xiao Zhang; Wang-Chien Lee; Prasenjit Mitra; Baihua Zheng,Abstract Wireless broadcast is an efficient way for information dissemination due to its goodscalability [10]. Existing works typically assume mobile devices; such as cell phones andPDAs; can access only one channel at a time. In this paper; we consider a scenario of nearfuture where a mobile device has the ability to process queries using informationsimultaneously received from multiple channels. We focus on the query processing of thetransitive nearest neighbor (TNN) search [19]. Two TNN algorithms developed for a singlebroadcast channel environment are adapted to our new broadcast enviroment. Based on theobtained insights; we propose two new algorithms; namely Double-NN-Search and Hybrid-NN-Search algorithms. Further; we develop an optimization technique; called approximate-NN (ANN); to reduce the energy consumption in mobile devices. Finally; we conduct a …,Proceedings of the 11th international conference on Extending database technology: Advances in database technology,2008,15
Tracking nearest surrounders in moving object environments,Ken CK Lee; Josh Schiffman; Baihua Zheng; Wang-Chien Lee; Hong Va Leong,This paper presents a system framework to support continuous nearest surrounder (NS)queries in moving object environments. NS query finds the nearest objects at individualdistinct angles from a query point. This query distinguishes itself from other conventionalspatial queries such as range queries and nearest neighbor queries by considering bothdistance and angular aspects of objects with respect to a query point. One of NS queryapplications is to monitor the nearest objects around an observation point. In our framework;a centralized server is dedicated to collect object location updates; to determine affected NSqueries of each object location update; to compute the incremental result change of affectedqueries and to deliver result updates to corresponding interested users/applications thatinitiate the queries. In particular; we propose algorithms namely; safe region formation …,Pervasive Services; 2006 ACS/IEEE International Conference on,2006,15
Caching complementary space for location-based services,Ken CK Lee; Wang-Chien Lee; Baihua Zheng; Jianliang Xu,Abstract In this paper; we propose a novel client-side; multi-granularity caching scheme;called “Complementary Space Caching”(CS caching); for location-based services in mobileenvironments. Different from conventional data caching schemes that only cache a portion ofdataset; CS caching maintains a global view of the whole dataset. Different portions of thisview are cached in varied granularity based on the probabilities of being accessed in thefuture queries. The data objects with very high access probabilities are cached in the finestgranularity; ie; the data objects themselves. The data objects which are less likely to beaccessed in the near future are abstracted and logically cached in the form ofcomplementary regions (CRs) in a coarse granularity. CS caching naturally supports alltypes of location-based queries. In this paper; we explore several design and system …,International Conference on Extending Database Technology,2006,15
Research challenges in information access and dissemination in a mobile environment,Jianliang Xu; Baihua Zheng; Manli Zhu; Dik Lun Lee,ABSTRACT A wireless environment has both benefits and limitations when it is used as amedium for information access and dissemination. In a wireless environment; we can accessto not only information anytime and anywhere as if we were connected to the Internet butinformation tailored to our particular needs depending on where we are located. This leadsto location-dependent information services (eg; querying for local traffic; restaurants; etc.).The capability of the system is also enhanced by the fact that genuine broadcast (asopposed to multicast) can be realized in a wireless environment; making massive broadcastof commonly requested data a simple and inexpensive task. On the other hand; we have toovercome a lot of limitations such as the limited bandwidth; high-cost of data transmission(both in terms of power consumption on the client devices and system bandwidth). In this …,Proceedings of the Pan-Yellow-Sea International Workshop on Information Technologies for Network Era,2002,13
Efficient index-based approaches for skyline queries in location-based applications,Ken CK Lee; Baihua Zheng; Cindy Chen; Chi-Yin Chow,Enriching many location-based applications; various new skyline queries are proposed andformulated based on the notion of locational dominance; which extends conventional one bytaking objects' nearness to query positions into account additional to objects' nonspatialattributes. To answer a representative class of skyline queries for location-basedapplications efficiently; this paper presents two index-based approaches; namely;augmented R-tree and dominance diagram. Augmented R-tree extends R-tree by includingaggregated nonspatial attributes in index nodes to enable dominance checks during indextraversal. Dominance diagram is a solution-based approach; by which each object isassociated with a precomputed nondominance scope wherein query points should have thecorresponding object not locationally dominated by any other. Dominance diagram …,IEEE Transactions on Knowledge and Data Engineering,2013,12
Processing mutual nearest neighbor queries for moving object trajectories,Yunjun Gao; Gencai Chen; Qing Li; Baihua Zheng; Chun Li,Given a set of trajectories D; a query object (point or trajectory) q; and a query interval T; amutual (ie; symmetric) nearest neighbor (MNN) query over trajectories finds from D within T;the set of trajectories that are among the k1 nearest neighbors (NNs) of q; and meanwhile;have q as one of their k2 NNs. This type of queries considers proximity of q to the trajectoriesand the proximity of the trajectories to q; which is useful in many applications (eg; decisionmaking; data mining; pattern recognition; etc.). In this paper; we first formalize MNN queryand identify some problem characteristics; and then develop two algorithms to process MNNqueries efficiently. In particular; we thoroughly investigate two classes of queries; viz. MNNPand MNNT queries; which are defined wrt stationary query points and moving querytrajectories; respectively. Our techniques utilize the advantages of batch processing and …,The Ninth International Conference on Mobile Data Management (mdm 2008),2008,12
CLAIM: An efficient method for relaxed frequent closed itemsets mining over stream data,Guojie Song; Dongqing Yang; Bin Cui; Baihua Zheng; Yunfeng Liu; Kunqing Xie,Abstract Recently; frequent itemsets mining over data streams attracted much attention.However; mining closed itemsets from data stream has not been well addressed. The maindifficulty lies in its high complexity of maintenance aroused by the exact model definition ofclosed itemsets and the dynamic changing of data streams. In data stream scenario; it issufficient to mining only approximated frequent closed itemsets instead of in full precision.Such a compact but close-enough frequent itemset is called a relaxed frequent closeditemsets. In this paper; we first introduce the concept of RC (Relaxed frequent ClosedItemsets); which is the generalized form of approximation. We also propose a novelmechanism CLAIM; which stands for CL osed A pproximated I temset M ining; to supportefficiently mining of RC. The CLAIM adopts bipartite graph model to store frequent closed …,International Conference on Database Systems for Advanced Applications,2007,12
An automaton-based index scheme for on-demand XML data broadcast,Weiwei Sun; Peng Liu; Jingjing Wu; Yongrui Qin; Baihua Zheng,Abstract XML data broadcast is an efficient way to deliver semi-structured information inwireless mobile environment. In the literature; many approaches have been proposed toimprove the performance of XML data broadcast. However; due to the appearance ofwildcard”*” and double slash”//” in queries; their performance deteriorates. Consequently; inthis paper; we propose a novel air indexing method called Deterministic Finite Automaton-based Index (abbreviated as DFAI) on the XPath queries. Different from existing approacheswhich build index based on XML documents; we propose to build the index based on thequeries submitted by users. The new index treating the XPath queries with”*” or”//” as a DFAactually improves the efficiency of broadcast system significantly. We further propose anefficient compression strategy to reduce the index size of DFAI as well. Experiment results …,International Conference on Database Systems for Advanced Applications,2012,11
Utility-oriented k-anonymization on social networks,Yazhe Wang; Long Xie; Baihua Zheng; Ken CK Lee,Abstract “Identity disclosure” problem on publishing social network data has gainedintensive focus from academia. Existing k-anonymization algorithms on social network mayresult in nontrivial utility loss. The reason is that the number of the edges modified whenanonymizing the social network is the only metric to evaluate utility loss; not considering thefact that different edge modifications have different impact on the network structure. To tacklethis issue; we propose a novel utility-oriented social network anonymization scheme toachieve privacy protection with relatively low utility loss. First; a proper utility evaluationmodel is proposed. It focuses on the changes on social network topological feature; but notpurely the number of edge modifications. Second; an efficient algorithm is designed toanonymize a given social network with relatively low utility loss. Experimental evaluation …,International Conference on Database Systems for Advanced Applications,2011,11
Efficient valid scope for location-dependent spatial queries in mobile environments,Ken CK Lee; Wang-Chien Lee; Hong Va Leong; Brandon Unger; Baihua Zheng,Abstract—In mobile environments; mobile clients can access information with respect to theirlocations by submitting Location-Dependent Spatial Queries (LDSQs) to Location-BasedService (LBS) servers. Owing to scarce wireless channel bandwidth and limited clientbattery life; frequent LDSQ submission from clients must be avoided. Observing that LDSQsissued from a client located at nearby positions would likely return the same query results;we explore the idea of valid scope; which represents a spatial area in which a set of LDSQswill retrieve exactly the same set of query results. With a valid scope derived and an LDSQresult cached; a client can assert whether the new LDSQs can be answered with themaintained LDSQ result; thus eliminating the need of sending LDSQs to the server.Contention on the wireless channel and client energy consumed for data transmission …,Journal of Software,2010,11
COBWEB: a robust map update system using GPS trajectories,Zhangqing Shan; Hao Wu; Weiwei Sun; Baihua Zheng,Abstract The accuracy and completeness of a digital map plays a critical role in determiningthe quality of most location-based services. Unfortunately; road networks change frequently.Consequently; we study the issue of automatic map update in this paper. We propose asystem called COBWEB which takes all the unmatched trajectories as input and generatesthe missing road segments with both the geometry properties and topology features wellpreserved. We conduct a comprehensive experimental study via real trajectory datagenerated by roughly 15;000 taxis in Singapore within a 5-month period. Compared withexisting work; COBWEB demonstrates a better and more stable performance and a strongerresilience to various sampling rates and data sizes.,Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing,2015,10
Accelerating sequence searching: dimensionality reduction method,Guojie Song; Bin Cui; Baihua Zheng; Kunqing Xie; Dongqing Yang,Abstract Similarity search over long sequence dataset becomes increasingly popular inmany emerging applications; such as text retrieval; genetic sequences exploring; etc. In thispaper; a novel index structure; namely Sequence Embedding Multiset tree (SEM− tree); hasbeen proposed to speed up the searching process over long sequences. The SEM-tree is amulti-level structure where each level represents the sequence data with differentcompression level of multiset; and the length of multiset increases towards the leaf levelwhich contains original sequences. The multisets; obtained using sequence embeddingalgorithms; have the desirable property that they do not need to keep the character order inthe sequence; ie shorter representation; but can reserve the majority of distance informationof sequences. Each level of the tree serves to prune the search space more efficiently as …,Knowledge and information systems,2009,10
Materialized in-network view for spatial aggregation queries in wireless sensor network,Ken CK Lee; Baihua Zheng; Wang-Chien Lee; Julian Winter,Abstract Wireless sensor networks composed of battery-powered sensor nodes areinvaluable instruments for remote environment sensing. For sensor network applications;sensed readings are often collected in the form of aggregated data from a portion of asensor network as requested by spatial aggregation queries. In a large distributed sensornetwork; queries can be issued from various locations at any time. Existing in-network queryexecution techniques execute queries independently that considerably overconsumes theprecious energy of sensor nodes. As a result; the lifespan of a sensor network is inevitablyshortened. In this paper; we propose a Materialized In-Network View (MINV) framework thatprecalculates aggregated data from clusters of sensor nodes as intermediate query resultspreserved in the network and made ready for queries. The executions of queries are …,ISPRS Journal of Photogrammetry and Remote Sensing,2007,10
Efficient valid scope computation for location-dependent spatial queries in mobile and wireless environments,Ken CK Lee; Wang-Chien Lee; Hong Va Leong; Brandon Unger; Baihua Zheng,Abstract In mobile and wireless environments; mobile clients can access information withrespect to their locations by submitting Location-Dependent Spatial Queries (LDSQs) toLocation-Based Service (LBS) servers. Owing to scarce wireless channel bandwidth andlimited client battery life; frequent LDSQ submission from clients must be avoided. Observingthat LDSQs issued from similar client positions would normally return the same results; weexplore the idea of valid scope; that represents a spatial area in which a set of LDSQs willretrieve exactly the same query results. With a valid scope derived and an LDSQ resultcached at the client side; a client can assert whether the new LDSQs can be answered withthe maintained LDSQ result; thus eliminating the LDSQs sent to the server. As such;contention on wireless channel and client energy consumed for data transmission can be …,Proceedings of the 3rd International Conference on Ubiquitous Information Management and Communication,2009,9
Valid scope computation for location-dependent spatial query in mobile broadcast environments,Ken CK Lee; Josh Schiffman; Baihua Zheng; Wang-Chien Lee,Abstract Wireless data broadcast is an efficient and scalable means to provide informationaccess for a large population of clients in mobile environments. With Location-BasedServices (LBSs) deployed upon a broadcast channel; mobile clients can collect data fromthe channel to answer their location-dependent spatial queries (LDSQs). Since the results ofLDSQs would become invalid when mobile client moves to new locations; the knowledge ofvalid scopes for LDSQ results is necessary to assist clients to determine if their previousLDSQ results can be reused after they moved. This effectively improves query response timeand client energy consumption. In this paper; we devise efficient algorithms to determinevalid scopes for various LDSQs including range; window and nearest neighbor queriesalong with LDSQ processing over a broadcast channel. We conduct an extensive set of …,Proceedings of the 17th ACM conference on Information and knowledge management,2008,9
CS cache engine: data access accelerator for location-based service in mobile environments,Ken CK Lee; Wang-Chien Lee; Julian Winter; Baihua Zheng; Jianliang Xu,Abstract Location-based services (LBS) have emerged as one of the killer applications formobile and pervasive computing environments. Due to limited bandwidth and scarce clientresources; client-side data caching plays an important role of enhancing the data availabilityand improving the response time. In this demonstration; we present CS Cache Enginesuitable for LBS. The underlying caching model is Complementary Space Caching (CScaching) scheme that we have recently presented in [citation]. Different from conventionaldata caching schemes; CS caching preserves a global view of the database by maintainingphysical objects and capturing those objects in the server but not in the cache asComplementary Regions (CRs) in the cache. As a result; with the CS Cache Engineimplementing CS caching; client assertiveness on their own answered queries is …,Proceedings of the 2006 ACM SIGMOD international conference on Management of data,2006,9
Top-k Dominating Queries on Incomplete Data,Xiaoye Miao; Yunjun Gao; Baihua Zheng; Gang Chen; Huiyong Cui,The top-k dominating (TKD) query returns the k objects that dominate the maximum numberof objects in a given dataset. It combines the advantages of skyline and top-k queries; andplays an important role in many decision support applications. Incomplete data exists in awide spectrum of real datasets; due to device failure; privacy preservation; data loss; and soon. In this paper; for the first time; we carry out a systematic study of TKD queries onincomplete data; which involves the data having some missing dimensional value (s). Weformalize this problem; and propose a suite of efficient algorithms for answering TKD queriesover incomplete data. Our methods employ some noveltechniques; such as upper boundscore pruning; bitmap pruning; and partial score pruning; to boost query efficiency.Extensive experimental evaluation using both real and synthetic datasets demonstrates …,IEEE Transactions on Knowledge and Data Engineering,2016,8
Selecting the best valid scopes for wireless dissemination of location-dependent data,Baihua Zheng; Wang-Chien Lee; Dik Lun Lee,Abstract Mobility of user poses new challenges to research on spatial data access. Spatialdata cached in the mobile client may become invalid because of the movement of the client.To increase the reusability of the cached data; we can identify the valid scope of the spatialdata (ie; the spatial area within which the data is known to be valid) and save the valid scopeas well as the data in the cache. In this paper; we study issues on the dissemination ofspatial data and valid scopes in a wireless environment. We investigate methods forrepresenting valid scopes and their impacts on system performance. A genericrepresentation method; called the invalidation-efficiency-based (IEB) method; is proposed.Simulation experiments are conducted to compare the performance of IEB with otherrepresentation methods. Result shows that IEB is superior to the other methods because …,Proceedings of the 2003 ACM symposium on Applied computing,2003,8
GLUE: a Parameter-Tuning-Free Map Updating System,Hao Wu; Chuanchuan Tu; Weiwei Sun; Baihua Zheng; Hao Su; Wei Wang,Abstract Map data are widely used in mobile services; but most maps might not be complete.Updating the map automatically is an important problem because road networks arefrequently changed with the development of the city. This paper studies the problem ofrecovering missing road segments via GPS trajectories; especially low sampled data. Ourapproach takes the GPS noise into consideration and proposes an effective self-adaptivealgorithm. Besides; we propose theoretical models behind all the important parameters toenable self-adaptive parameter setting. To the best of our knowledge; this is the first workthat addresses the parameter setting issue successfully to make sure our approach is free ofparameter-tuning. In addition; we also propose a quantitative evaluation method for mapupdating problem. The result shows our algorithm has a much better performance than …,Proceedings of the 24th ACM International on Conference on Information and Knowledge Management,2015,7
Round-Eye: A system for tracking nearest surrounders in moving object environments,Ken CK Lee; Josh Schiffman; Baihua Zheng; Wang-Chien Lee; Hong Va Leong,Abstract This paper presents “Round-Eye”; a system for tracking nearest surrounding objects(or nearest surrounders) in moving object environments. This system provides a platform forsurveillance applications. The core part of this system is continuous nearest surrounder (NS)query that maintains views of the nearest objects at distinct angles from query points. Thisquery differs from conventional spatial queries such as range queries and nearest neighborqueries as NS query considers both distance and angular aspects of objects with respect toa query point at the same time. In our system framework; a centralized server is dedicated(1) to collect location updates of both objects and queries;(2) to determine which NS queriesare invalidated in presence of object/query location changes and corresponding resultchanges if any; and (3) to refresh the affected query answers. To enhance the system …,Journal of Systems and Software,2007,7
Transitive nearest neighbor search in mobile environments,Baihua Zheng; Ken CK Lee; W-C Lee,Given a query point p; typically the position of a current client; and two datasets S and R; atransitive nearest neighbor (TNN) search returns a pair of objects (s; r) isinStimesR such thatthe total distance from p to s and then to r; ie; dis (p; s)+ dis (s; r); is minimum. We proposevarious algorithms for supporting TNN search as a kind of location-based services in both on-demand-based and broadcast-based mobile environments. In addition; we develop a novelvalidation algorithm that allows the clients to verify whether their TNN query answers are stillvalid after they moved to new positions. Finally; we conduct a comprehensive simulation toevaluate performance of the proposed TNN search algorithms,Sensor Networks; Ubiquitous; and Trustworthy Computing; 2006. IEEE International Conference on,2006,7
Negative Factor: Improving Regular-Expression Matching in Strings,Xiaochun Yang; Tao Qiu; Bin Wang; Baihua Zheng; Yaoshu Wang; Chen Li,Abstract The problem of finding matches of a regular expression (RE) on a string exists inmany applications; such as text editing; biosequence search; and shell commands. Existingtechniques first identify candidates using substrings in the RE; then verify each of them usingan automaton. These techniques become inefficient when there are many candidateoccurrences that need to be verified. In this article; we propose a novel technique thatprunes false negatives by utilizing negative factors; which are substrings that cannot appearin an answer. A main advantage of the technique is that it can be integrated with manyexisting algorithms to improve their efficiency significantly. We present a detailed descriptionof this technique. We develop an efficient algorithm that utilizes negative factors to prunecandidates; then improve it by using bit operations to process negative factors in parallel …,ACM Transactions on Database Systems (TODS),2016,6
Preserving privacy in social networks against connection fingerprint attacks,Yazhe Wang; Baihua Zheng,Existing works on identity privacy protection on social networks make the assumption that allthe user identities in a social network are private and ignore the fact that in many real-worldsocial networks; there exists a considerable amount of users such as celebrities; mediausers; and organization users whose identities are public. In this paper; we demonstrate thatthe presence of public users can cause serious damage to the identity privacy of otherordinary users. Motivated attackers can utilize the connection information of a user to someknown public users to perform re-identification attacks; namely connection fingerprint (CFP)attacks. We propose two k-anonymization algorithms to protect a social network against theCFP attacks. One algorithm is based on adding dummy vertices. It can resist powerfulattackers with the connection information of a user with the public users within n hops (n …,2015 IEEE 31st International Conference on Data Engineering,2015,6
Preserving privacy in social networks against connection fingerprint attacks,Yazhe Wang; Baihua Zheng,Existing works on identity privacy protection on social networks make the assumption that allthe user identities in a social network are private and ignore the fact that in many real-worldsocial networks; there exists a considerable amount of users such as celebrities; mediausers; and organization users whose identities are public. In this paper; we demonstrate thatthe presence of public users can cause serious damage to the identity privacy of otherordinary users. Motivated attackers can utilize the connection information of a user to someknown public users to perform re-identification attacks; namely connection fingerprint (CFP)attacks. We propose two k-anonymization algorithms to protect a social network against theCFP attacks. One algorithm is based on adding dummy vertices. It can resist powerfulattackers with the connection information of a user with the public users within n hops (n …,2015 IEEE 31st International Conference on Data Engineering,2015,6
