The mechanism of water oxidation: from electrolysis via homogeneous to biological catalysis,Holger Dau; Christian Limberg; Tobias Reier; Marcel Risch; Stefan Roggan; Peter Strasser,Abstract Striving for new solar fuels; the water oxidation reaction currently is considered tobe a bottleneck; hampering progress in the development of applicable technologies for theconversion of light into storable fuels. This review compares and unifies viewpoints on wateroxidation from various fields of catalysis research. The first part deals with thethermodynamic efficiency and mechanisms of electrochemical water splitting by metaloxides on electrode surfaces; explaining the recent concept of the potential-determiningstep. Subsequently; novel cobalt oxide-based catalysts for heterogeneous (electro) catalysisare discussed. These may share structural and functional properties with surface oxides;multinuclear molecular catalysts and the catalytic manganese–calcium complex ofphotosynthetic water oxidation. Recent developments in homogeneous water-oxidation …,*,2010,811
Oxygen Evolution at Manganite Perovskite Ruddlesden-Popper Type Particles: Trends of Activity on Structure; Valence and Covalence,Majid Ebrahimizadeh Abrishami; Marcel Risch; Julius Scholz; Vladimir Roddatis; Norbert Osterthun; Christian Jooss,Abstract An improved understanding of the correlation between the electronic properties ofMn-O bonds; activity and stability of electro-catalysts for the oxygen evolution reaction (OER)is of great importance for an improved catalyst design. Here; an in-depth study of the relationbetween lattice structure; electronic properties and catalyst performance of the perovskite Ca1− x Pr x MnO 3 and the first-order RP-system Ca 2− x Pr x MnO 4 at doping levels of x= 0;0.25 and 0.5 is presented. Lattice structure is determined by X-ray powder diffraction andRietveld refinement. X-ray absorption spectroscopy of Mn-L and OK edges gives access toMn valence and covalency of the Mn-O bond. Oxygen evolution activity and stability ismeasured by rotating ring disc electrode studies. We demonstrate that the highest activityand stability coincidences for systems with a Mn-valence state of+ 3.7; though also …,Materials,2016,6
Redox Processes of Manganese Oxide in Catalyzing Oxygen Evolution and Reduction: An in Situ Soft X-ray Absorption Spectroscopy Study,Marcel Risch; Kelsey A Stoerzinger; Binghong Han; Tom Z Regier; Derek Peak; Sayed Youssef Sayed; Chao Wei; Zhichuan Xu; Yang Shao-Horn,Manganese oxides with rich redox chemistry have been widely used in (electro) catalysis inapplications of energy and environmental consequence. While they are ubiquitous incatalyzing the oxygen evolution reaction (OER) and oxygen reduction reaction (ORR); redoxprocesses occurring on the surface of manganese oxides are poorly understood. We reportvalence changes at OER-and ORR-relevant voltages of a layered manganese oxide filmprepared by electrodeposition. X-ray absorption spectra were collected in situ in O2-saturated 0.1 M KOH using inverse partial fluorescence yield (IPFY) at the Mn L3; 2-edgesand partial fluorescence yield (PFY) at the O K-edge. Overall; we found reversible yethysteretic Mn redox and qualitatively reproducible spectral changes by Mn L3; 2 IPFY XAS.Oxidation to a mixed Mn3+/4+ valence preceded the oxygen evolution at 1.65 V vs RHE …,The Journal of Physical Chemistry C,2017,4
Perovskite Electrocatalysts for the Oxygen Reduction Reaction in Alkaline Media,Marcel Risch,Oxygen reduction is considered a key reaction for electrochemical energy conversion butslow kinetics hamper application in fuel cells and metal-air batteries. In this review; theprospect of perovskite oxides for the oxygen reduction reaction (ORR) in alkaline media isreviewed with respect to fundamental insight into activity and possible mechanisms. Forgaining these insights; special emphasis is placed on highly crystalline perovskite films thathave only recently become available for electrochemical interrogation. The prospects forapplications are evaluated based on recent progress in the synthesis of perovskitenanoparticles. The review concludes with the current understanding of oxygen reduction onperovskite oxides and a perspective on opportunities for future fundamental and appliedresearch.,*,2017,4
Insights into Electrochemical Oxidation of NaO2 in Na–O2 Batteries via Rotating Ring Disk and Spectroscopic Measurements,Robert Morasch; David G Kwabi; Michal Tulodziecki; Marcel Risch; Shiyu Zhang; Yang Shao-Horn,O2 reduction in aprotic Na–O2 batteries results in the formation of NaO2; which can beoxidized at small overpotentials (< 200 mV) on charge. In this study; we investigated theNaO2 oxidation mechanism using rotating ring disk electrode (RRDE) measurements of Na−O2 reaction products and by tracking the morphological evolution of the NaO2 dischargeproduct at different states of charge using scanning electron microscopy (SEM). The resultsshow that negligible soluble species are formed during NaO2 oxidation; and that theoxidation occurs predominantly via charge transfer at the interface between NaO2 andcarbon electrode fibers rather than uniformly from all NaO2 surfaces. X-ray absorption nearedge structure (XANES); and X-ray photoelectron spectroscopy (XPS) measurements showthat the band gap of NaO2 is smaller than that of Li2O2 formed in Li–O2 batteries; in …,*,2016,4
Reversibility of Ferri-/Ferrocyanide Redox during Operando Soft X-ray Spectroscopy,Marcel Risch; Kelsey A Stoerzinger; Tom Z Regier; Derek Peak; Sayed Youssef Sayed; Yang Shao-Horn,The ferri-/ferrocyanide redox couple is ubiquitous in many fields of physical chemistry. Westudied its photochemical response to intense synchrotron radiation by in situ X-rayabsorption spectroscopy (XAS). For photon flux densities equal to and above 2× 1011 s–1mm–2; precipitation of ferric (hydr) oxide from both ferricyanide and ferrocyanide solutionswas clearly detectable; despite flowing fast enough to replace the solution in the flow cellevery 0.4 s (flow rate 1.5 mL/min). During cyclic voltammetry; precipitation of ferric (hydr)oxide was promoted at reducing voltages and observed below 1011 s–1 mm–2. This wasaccompanied by inhibition of the ferri-/ferrocyanide redox; which we probed by time-resolved operando XAS. Our study highlights the importance of considering bothelectrochemical and spectroscopic conditions when designing in situ experiments.,The Journal of Physical Chemistry C,2015,4
Silicon electroluminescent device production via plasma ion implantation,Michael P Bradley; Phillip R Desautels; Darren Hunter; Marcel Risch,Abstract We discuss the technique of plasma ion implantation (PII) and the type ofluminescent centers which can be produced by it. We have focused on high-dose ionimplantation into silicon for bandstructure modification. We have producedelectroluminescent silicon using a range of plasma ion species including H+; C+; N+ and arange of ion implant conditions. Analyses of the spectra of electroluminescent centersproduced by this technique have been performed. Further work will be required to determinethe exact physical mechanisms responsible for these effects. Future prospects forelectroluminescent devices based on these effects will be discussed.(© 2009 WILEY-VCHVerlag GmbH & Co. KGaA; Weinheim),physica status solidi (c),2009,4
Tailoring the Oxygen Evolution Activity and Stability Using Defect Chemistry,Julius Scholz; Marcel Risch; Garlef Wartner; Christoph Luderer; Vladimir Roddatis; Christian Jooss,Abstract Improving the activity of catalysts for the oxygen evolution reaction (OER) requires adetailed understanding of the surface chemistry and structure to deduce structure-functionrelationships (descriptors) for fundamental insight. We chose epitaxial (100)-oriented La 0.6Sr 0.4 Mn 1− δ O 3 (LSMO) thin films as a model system with high electrochemical activitycomparable to (110)-oriented IrO 2 to investigate the effect of Mn off-stoichiometry on bothcatalytic activity and stability. Extensive structural characterization was performed bymicroscopic and spectroscopic methods before and after electrochemical characterizationusing rotating ring-disk studies. Stoichiometric LSMO had the highest activity; while both Mndeficiency and excess reduced the catalytic activity. Furthermore; all samples preserved thecrystal structure up to the very surface. Mn excess improved the long-term activity; and we …,Catalysts,2017,3
In situ spectroscopy and mechanistic insights into CO oxidation on transition-metal-substituted ceria nanoparticles,Joseph S Elias; Kelsey A Stoerzinger; Wesley T Hong; Marcel Risch; Livia Giordano; Azzam N Mansour; Yang Shao-Horn,Herein we investigate the reaction intermediates formed during CO oxidation on copper-substituted ceria nanoparticles (Cu0. 1Ce0. 9O2–x) by means of in situ spectroscopictechniques and identify an activity descriptor that rationalizes a trend with other metalsubstitutes (M0. 1Ce0. 9O2–x; M= Mn; Fe; Co; Ni). In situ X-ray absorption spectroscopy(XAS) performed under catalytic conditions demonstrates that O2–transfer occurs atdispersed copper centers; which are redox active during catalysis. In situ XAS reveals adramatic reduction at the copper centers that is fully reversible under catalytic conditions;which rationalizes the high catalytic activity of Cu0. 1Ce0. 9O2–x. Ambient pressure X-rayphotoelectron spectroscopy (AP-XPS) and in situ diffuse reflectance infrared Fouriertransform spectroscopy (DRIFTS) show that CO can be oxidized to CO32–in the absence …,ACS Catalysis,2017,2
Chasing the Achilles’ Heel in Hybrid Systems of Diruthenium Water Oxidation Catalysts Anchored on Indium Tin Oxide: The Stability of the Anchor,Jann Odrobina; Julius Scholz; Marcel Risch; Sebastian Dechert; Christian Jooss; Franc Meyer,The development of hybrid devices for photo-driven water oxidation with dinuclearmolecular ruthenium catalysts on solid supports aims both at high efficiencies of the catalystand at high stability of the linking to the surface. We herein report a systematic studyregarding the stability of catalysts anchored on an indium tin oxide (ITO) support via differentacid functional groups at the ligand backbone: viz.; a single carboxylate anchor; twocarboxylate anchors; and a phosphonate anchor. The integrity of the hybrid electrodes ITO|meso ITO| catalyst was evaluated under acidic aqueous conditions as a function of theapplied electric potential below and above the onset of the oxygen evolution reaction (OER).Rotating ring disk electrode (RRDE) experiments allowed us to distinguish between thewater oxidation and the desorption processes. X-ray photoemission (XPS) and X-ray …,ACS Catalysis,2017,2
Oxygen evolution reaction,Marcel Risch; Jin Suntivich; Yang Shao-Horn,One of the strengths of organic electrochemistry is its variety. Already in a simple beaker-type cell connected to a rectifier; one can conduct countless different electrolyses: anodicoxidations as well as cathodic reductions. The reactions are as manifold as chemistry itself ismanifold thinking only about one of the oldest organic syntheses the Kolbe electrolysis [1]that is utilized till today [2; 3] or the versatile anodic substitution [4] or the electroreductivecoupling as an important electrochemical form of CC coupling [5]. In innumerable articles;reviews; and books; scientists have published; summarized; and illustrated this field ofelectrochemistry [6–9]. The application of organic electrochemistry in industry is not equallybroad compared to the number of publications [10]. This is an obvious statement and true forsynthesis methods in general. Not every chemical method or reaction gets applied in …,*,2013,2
Ein Cobalt (IV)‐Oxido‐Komplex: Stabilisierung durch Lewis‐Säure‐Wechselwirkung mit Sc3+,Florian F Pfaff; Subrata Kundu; Marcel Risch; Shanthi Pandian; Florian Heims; Iweta Pryjomska‐Ray; Peter Haack; Ramona Metzinger; Eckhard Bill; Holger Dau; Peter Comba; Kallol Ray,Terminale CoIV-O-Komplexe wurden als reaktive Intermediate bei Cobalt-vermitteltenAlkanhydroxylierungen [1] und der katalytischen Vierelektronenreduktion von Disauerstoffzu Wasser [2] vorgeschlagen. Ein direkter spektroskopischer Nachweis von CoIV-Spezies indiesen Systemen stand bisher jedoch aus; sodass eine definitive Zuordnung ungewiss war.Hinweise auf terminale CoIV-O-Spezies beschränkten sich bislang aufmassenspektroskopische Untersuchungen in der Gasphase.[3] Ebenfalls rar sind Berichteüber sauerstoffverbrückte CoIV-Zentren;[5] die als Schlüsselintermediate in derkatalytischen Oxidation von Wasser zu molekularem Sauerstoff vorgeschlagen wurden.[4]Die Synthese von CoIV-O-Spezies wird durch das hohe Oxidationspotential (CoIII/IV)[5a; b]und die starke Rückbindung des elektronenreichen Sauerstoffs zum Metallzentrum …,Angewandte Chemie,2011,2
Water Oxidation by Co‐Based Oxides with Molecular Properties,Marcel Risch; Katharina Klingan; Ivelina Zaharieva; Holger Dau,Summary This chapter summarizes early and recent developments relating to the use ofamorphous Co-based oxides for water oxidation. These oxides often consist of Co ions;redox-inactive cations (K; Na; Ca; etc.); anions that can act as proton-accepting bases(phosphate; borate; chloride; etc.); and (layers) of water molecules. These oxide catalystsare denoted as Co catalyst (CoCat); NiCat; or MnCat; according to their respective redox-active metal. These expressions are used irrespective of whether the material waselectrodeposited as a thick film (50–3000 nm) on a planar electrode or synthesized inparticle form. The CoCat function; or the mechanism of electrocatalytic water oxidation; hasbeen studied predominantly by electrochemical methods; such as cyclic voltammetry (CV);potentiostatic polarization; and galvanostatic polarization; all of which may be utilized to …,Molecular Water Oxidation Catalysis: A Key Topic for New Sustainable Energy Conversion Schemes,2014,1
Prospects for band gap engineering by plasma ion implantation,Marcel Risch; Michael P Bradley,Abstract The suitability of plasma ion implantation (PII) for band gap engineering will beexamined by calculations of the band gap's spatial variation. Plasma Ion Implantation is amethod to modify the surface and subsurface properties of materials; the ions surroundingthe target are forced into all plasma exposed surfaces simultaneously by virtue of high-voltage pulses. We calculated the fluence and the ion energy distribution from the dynamicsheath model. The distribution of the ions within the target is subsequently simulated by theTRIDYN software. The concentration profiles are converted into a spatial variation of theband gap. The challenges inherent to the method are discussed by means of the examplesof carbon (C) PII in silicon (Si) as well as nitrogen (N) PII in gallium arsenide (GaAs). The iondistribution within the material of the former example is suitable for the formation of the Si …,physica status solidi (c),2009,1
Predicted depth profiles for nitrogen‐ion implantation into gallium arsenide,M Risch; M Bradley,Abstract We present a new method to predict the spatial variation of the band gap in nitrogen-implanted gallium arsenide. Band gap engineering of a GaAsN alloy was employed todesign an emission peak at 1.3 µm. Based on SRIM simulations; we propose aconcentration of 6% N in GaAs at the plateau of the trapezoidal depth profile for the desiredband gap. The depth profile could be manufactured by virtue of subsequent high voltagepulses. Software based on the Lieberman model was developed to predict fluences frommeasurements of a simple Langmuir probe and the time dependent electrode potential.(©2008 WILEY-VCH Verlag GmbH & Co. KGaA; Weinheim),physica status solidi (c),2008,1
The promise of nitrogen plasma implanted gallium arsenide for band gap engineering,Marcel Risch,This investigation examines band gap engineering of the GaAsN alloy by means of plasmaion implantation. The strong redshift of the alloy's band gap is suitable for telecommunicationapplications and thus stimulated much interest in recent years. Nitrogen (N) ion implantationinto gallium arsenide (GaAs) results in a thin shallow N-rich layer below the surface.However; the violent implantation process also modifies the concentrations of gallium andarsenide. The core of this thesis is a novel method for prediction of the band gap from theconditions in the processing plasma. The first important variable; the number of implantedions; is obtained from the Lieberman model for the current during high-voltage Plasma IonImplantation (PII). A review of the model's assumptions is provided as well as acomprehensive discussion of the implantation which includes error boundaries. The …,*,2008,1
Environmental TEM Investigation of Electrochemical Stability of Perovskite and Ruddlesden–Popper Type Manganite Oxygen Evolution Catalysts,Daniel Mierwaldt; Vladimir Roddatis; Marcel Risch; Julius Scholz; Janis Geppert; Majid Ebrahimizadeh Abrishami; Christian Jooss,Abstract The sluggish kinetics of the oxygen evolution reaction (OER) is a grand challengefor energy storage technologies. Several perovskites and other oxides of earth-abundantelements are found to exhibit improved catalytic OER activity. However; less attention is paidto the electrochemical stability; an important factor for large-scale application. The ongoingsearch for stable catalysts calls for characterizing active catalyst surfaces and identifyingmechanisms of deactivation; activation; or repair. In situ techniques are indispensable forthese tasks. This study uses environmental transmission electron microscopy on the highlycorrelated perovskite Pr 1–x Ca x MnO 3 and the Ruddlesden–Popper Pr 0.5 Ca 1.5 MnO 4as model electrodes to elucidate the underlying mechanisms of the stability trends identifiedon rotating ring disk electrodes. An electron beam at fluxes well below those that would …,Advanced Sustainable Systems,2017,*
Cover Feature: Mechanistic Parameters of Electrocatalytic Water Oxidation on LiMn2O4 in Comparison to Natural Photosynthesis (ChemSusChem 22/2017),Lennart Köhler; Majid Ebrahimizadeh Abrishami; Vladimir Roddatis; Janis Geppert; Marcel Risch,The Cover Feature shows bio-inspired electrocatalysis for the oxygen evolution reaction onLiMn 2 O 4 nanocrystals. The electrocatalyst shares the cubane motif with the active site ofphotosystem II and the valence of Mn 3.5+ with the dark-stable state of naturalphotosynthesis. These commonalities allow discussion of the electrocatalytic mechanism ofLiMn 2 O 4 in the context of natural photosynthesis. More information can be found in theFull Paper by Köhler et al. on page 4479 in Issue 22; 2017 (DOI: 10.1002/cssc. 201701582).,ChemSusChem,2017,*
Mechanistic Parameters of Electrocatalytic Water Oxidation on LiMn2O4 in Comparison to Natural Photosynthesis,Lennart Köhler; Majid Ebrahimizadeh Abrishami; Vladimir Roddatis; Janis Geppert; Marcel Risch,Abstract Targeted improvement of the low efficiency of water oxidation during the oxygenevolution reaction (OER) is severely hindered by insufficient knowledge of theelectrocatalytic mechanism on heterogeneous surfaces. We chose LiMn 2 O 4 as a modelsystem for mechanistic investigations as it shares the cubane structure with the active site ofphotosystem II and the valence of Mn 3.5+ with the dark-stable S1 state in the mechanism ofnatural photosynthesis. The investigated LiMn 2 O 4 nanoparticles are electrochemicallystable in NaOH electrolytes and show respectable activity in any of the main metrics. At lowoverpotential; the key mechanistic parameters of Tafel slope; Nernst slope; and reactionorder have constant values on the RHE scale of 62 (1) mV dec− 1; 1 (1) mV pH− 1;− 0.04 (2);respectively. These values are interpreted in the context of the well-studied mechanism of …,ChemSusChem,2017,*
Ex-Situ Analysis and In-Situ Environmental TEM Studies of Manganite Perovskites for Catalytic Water Splitting,Christoph Luderer; Stefanie Mildner; Daniel Mierwaldt; Julius Scholz; Garlef Wartner; Marcel Risch; Christian Jooss,Catalytic water splitting; ie the electrochemical decomposition of water into molecularhydrogen and oxygen allows for conversion and storage of solar or electrical energy inchemical energy and; thus; represents an important contribution to the development ofrenewable energy sources. The oxygen evolution half reaction 2H2O+ 4h→ 4H++ O2 is thebottleneck of water-splitting since it requires the coupled transfer of 4 electron holes from thecatalyst surface to the water molecule. This half reaction was comprehensively studied onperovskite catalysts [1]; because they provide high chemical flexibility and the opportunity toselectively tune and adjust the electronic structure to the water oxidation potential by A-andB-site doping. Furthermore; electronic and electron-lattice correlations influence theelectronic and crystal structure and may result in the formation of polaronic charge …,Microscopy and Microanalysis,2016,*
The Structure of a Water-oxidizing Cobalt Oxide Film and Comparison to the Photosynthetic Manganese Complex,Marcel Risch; Katharina Klingan; Anna Fischer; Holger Dau,Abstract In photosynthesis; water is oxidized at a protein-bound Mn 4 Ca complex. Artificialwater-oxidation catalysts that are similarly efficient and based on inexpensive and abundantmaterials are of great interest. A recently reported inorganic cobalt catalyst (CoCat) forms byelectrodeposition as an amorphous layer on inert anodes; starting from an aqueous solutionof cobalt ions and buffered salts such as potassium phosphate (KP i). X-ray absorptionspectroscopy (XAS) indicates that the central unit of the CoCat is a cluster of edge-sharingCo III (μ-O) 6 octahedra. We find that the apparent cluster nuclearity is higher for filmformation at anode voltages below the water-oxidation threshold. These films exhibit onlyminimally lower cobalt oxidation states than the films of the same thickness but deposited atvoltages supporting water-oxidation. The similarities in structure; function; and oxidative …,*,2013,*
Structure-function relations in water-oxidizing cobalt oxides investigated by X-ray absorption spectroscopy,Marcel Risch,Zusammenfassung The sustainable; large-scale extraction of protons from water fordihydrogen as a fuel requires utilization of efficient catalysts for (i) water oxidation and (ii)hydrogen formation that are based on inexpensive and abundant materials. The wateroxidation reaction may be the bottleneck for dihydrogen production because it requires anintricate managing of its four-electron/four-proton chemistry by the catalyst. At the atomiclevel; electrochemical water oxidation is only insufficiently understood. In particular; theknowledge about water oxidation is very limited for amorphous transition metal oxides. Acobalt-based catalyst for electrochemical water oxidation (CoCat) has attracted muchinterest because of its efficiency at neutral pH and oxidative self-assembly from low-costmaterials. A CoCat is formed by electrodepositing a thin film consisting of cobalt …,*,2012,*
Microsoft Word-Thesis_final8_OL. docx,Marcel Risch,“'Yes; but water decomposed into its primitive elements;'replied Cyrus Harding;'anddecomposed doubtless; by electricity; which will then have become a powerful andmanageable force […]. Yes; my friends; I believe that water will one day be employed asfuel; that hydrogen and oxygen which constitute it; used singly or together; will furnish aninexhaustible source of heat and light; of an intensity of which coal is not capable.[…] Ibelieve; then; that when the deposits of coal are exhausted we shall heat and warmourselves with water. Water will be the coal of the future.'”,*,*,*
