Dwarf: Shrinking the petacube,Yannis Sismanis; Antonios Deligiannakis; Nick Roussopoulos; Yannis Kotidis,Abstract Dwarf is a highly compressed structure for computing; storing; and querying datacubes. Dwarf identifies prefix and suffix structural redundancies and factors them out bycoalescing their store. Prefix redundancy is high on dense areas of cubes but suffixredundancy is significantly higher for sparse areas. Putting the two together fuses theexponential sizes of high dimensional full cubes into a dramatically condensed datastructure. The elimination of suffix redundancy has an equally dramatic reduction in thecomputation of the cube because recomputation of the redundant suffixes is avoided. Thiseffect is multiplied in the presence of correlation amongst attributes in the cube. A Petabyte25-dimensional cube was shrunk this way to a 2.3 GB Dwarf Cube; in less than 20 minutes;a 1: 400000 storage reduction ratio. Still; Dwarf provides 100% precision on cube queries …,Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,359
Issues in complex event processing systems,Ioannis Flouris; Nikos Giatrakos; Minos Garofalakis; Antonios Deligiannakis,Many Big Data technologies were built to enable the processing of human generated data;setting aside the enormous amount of data generated from Machine-to-Machine (M2M)interactions. M2M interactions create real-time data streams that are much more structured;often in the form of series of event occurrences. In this paper; we provide an overview on themain research issues confronted by existing Complex Event Processing (CEP) techniques;as a starting point for Big Data applications that enable the monitoring of complex eventoccurrences in M2M interactions.,Trustcom/BigDataSE/ISPA; 2015 IEEE,2015,5
Ferari: A prototype for complex event processing over streaming multi-cloud platforms,Ioannis Flouris; Vasiliki Manikaki; Nikos Giatrakos; Antonios Deligiannakis; Minos Garofalakis; Michael Mock; Sebastian Bothe; Inna Skarbovsky; Fabiana Fournier; Marko Stajcer; Tomislav Krizan; Jonathan Yom-Tov; Taji Curin,Abstract In this demo; we present FERARI; a prototype that enables real-time Complex EventProcessing (CEP) for large volume event data streams over distributed topologies. Ourprototype constitutes; to our knowledge; the first complete; multi-cloud based end-to-endCEP solution incorporating: a) a user-friendly; web-based query authoring tool;(b) apowerful CEP engine implemented on top of a streaming cloud platform;(c) a CEP optimizerthat chooses the best query execution plan with respect to low latency and/or reduced inter-cloud communication burden; and (d) a query analytics dashboard encompassing graphand map visualization tools to provide a holistic picture with respect to the detected complexevents to final stakeholders. As a proof-of-concept; we apply FERARI to enable mobile frauddetection over real; properly anonymized; telecommunication data from T-Hrvatski …,Proceedings of the 2016 International Conference on Management of Data,2016,4
Towards Flexible Event Processing in Distributed Data Streams.,Sebastian Bothe; Vasiliki Manikaki; Antonios Deligiannakis; Michael Mock,ABSTRACT The FERARI project aims to develop a highly scalable distributed streamingarchitecture supporting complex event processing in a communication-efficient manner. Twokey requirements for our system are that its architecture is not tied to the underlyingstreaming platform used in its implementation and that it allows the easy definition ofcommunication-efficient methods for monitoring a global condition over a distributed set ofstates. In this paper we present the architecture of our system and explain how these keyrequirements are met. Concerning the actual implementation of our system in a scalabledistributed streaming platform; it is reasonable not to re-invent the wheel but to use one ofthe actual Big Data Streaming platforms as a starting point. For this reason; we evaluatesome popular platforms and discuss whether they meet our requirements.,EDBT/ICDT Workshops,2015,4
Shortcut selection in RDF databases,Vicky Dritsou; Panos Constantopoulos; Antonios Deligiannakis; Yannis Kotidis,An increasing amount of data produced nowadays is in RDF format. While significant workhas been performed on view selection and query optimization algorithms in relationaldatabase systems; little attention has been paid to the problem of optimizing theperformance of query workloads in RDF databases. In this paper we propose the notion ofshortcuts; as a method for reducing the query processing cost. We then devise a greedyalgorithm that; given a space constraint and a query workload in an RDF database; seeks toselect the optimal shortcuts to materialize. Our experiments validate our approach anddemonstrate that our algorithm manages to significantly reduce the query processing costwhile keeping space requirements low.,Data Engineering Workshops (ICDEW); 2011 IEEE 27th International Conference on,2011,4
Scalable approximate query tracking over highly distributed data streams,Nikos Giatrakos; Antonios Deligiannakis; Minos Garofalakis,Abstract The recently-proposed Geometric Monitoring (GM) method has provided a generaltool for the distributed monitoring of arbitrary non-linear queries over streaming dataobserved by a collection of remote sites; with numerous practical applications. Unfortunately;GM-based techniques can suffer from serious scalability issues with increasing numbers ofremote sites. In this paper; we propose novel techniques that effectively tackle theaforementioned scalability problems by exploiting a carefully designed sample of the remotesites for efficient approximate query tracking. Our novel sampling-based scheme utilizes asample of cardinality proportional to√ N (compared to N for the original GM); where $ N $ isthe number of sites in the network; to perform the monitoring process. Our experimentalevaluation over a variety of real-life data streams demonstrates that our sampling-based …,Proceedings of the 2016 International Conference on Management of Data,2016,3
Collection trees for event-monitoring queries,Antonios Deligiannakis; Yannis Kotidis; Vassilis Stoumpos; Alex Delis,Abstract In this paper we present algorithms for building and maintaining efficient collectiontrees that provide the conduit to disseminate data required for processing monitoring queriesin a wireless sensor network. While prior techniques base their operation on the assumptionthat the sensor nodes that collect data relevant to a specified query need to include theirmeasurements in the query result at every query epoch; in many event monitoringapplications such an assumption is not valid. We introduce and formalize the notion of eventmonitoring queries and demonstrate that they can capture a large class of monitoringapplications. We then show techniques which; using a small set of intuitive statistics; cancompute collection trees that minimize important resources such as the number of messagesexchanged among the nodes or the overall energy consumption. Our experiments …,Information Systems,2011,3
Building efficient aggregation trees for sensor network event-monitoring queries,Antonios Deligiannakis; Yannis Kotidis; Vassilis Stoumpos; Alex Delis,Abstract In this paper we present algorithms for building and maintaining efficientaggregation trees that provide the conduit to disseminate data required for processingmonitoring queries in a wireless sensor network. While prior techniques base their operationon the assumption that the sensor nodes that collect data relevant to a specified query needto include their measurements in the query result at every query epoch; in many eventmonitoring applications such an assumption is not valid. We introduce and formalize thenotion of event monitoring queries and demonstrate that they can capture a large class ofmonitoring applications. We then show techniques which; using a small set of intuitivestatistics; can compute aggregation trees that minimize important resources such as thenumber of messages exchanged among the nodes or the overall energy consumption …,International conference on GeoSensor Networks,2009,3
Building efficient aggregation trees for sensor network event-monitoring queries,Antonios Deligiannakis; Yannis Kotidis; Vassilis Stoumpos; Alex Delis,Abstract In this paper we present algorithms for building and maintaining efficientaggregation trees that provide the conduit to disseminate data required for processingmonitoring queries in a wireless sensor network. While prior techniques base their operationon the assumption that the sensor nodes that collect data relevant to a specified query needto include their measurements in the query result at every query epoch; in many eventmonitoring applications such an assumption is not valid. We introduce and formalize thenotion of event monitoring queries and demonstrate that they can capture a large class ofmonitoring applications. We then show techniques which; using a small set of intuitivestatistics; can compute aggregation trees that minimize important resources such as thenumber of messages exchanged among the nodes or the overall energy consumption …,International conference on GeoSensor Networks,2009,3
Compressed data acquisition from water tanks,Sabbas Burdakis; Antonios Inglezakis; Antonios Deligiannakis,Abstract The Aquanet project builds a low-cost monitoring system for the water resources inthe city of Chania in Greece. This monitoring process is performed by installing sensornodes at distribution tanks and periodically transmitting measurements regarding the waterlevel to a remote base station. In this paper we present the data management aspects of thisnetwork; focusing on how the transmitted data is compressed in order to minimize theenergy consumption and how information concerning the water level at the distribution tankscan be used to derive a water management policy in the network.,Proceedings of the 1st ACM International Workshop on Cyber-Physical Systems for Smart Water Networks,2015,2
Detecting proximity events in sensor networks,Antonios Deligiannakis; Yannis Kotidis,Abstract Sensor networks are often used to perform monitoring tasks; such as animal andvehicle tracking; or the surveillance of enemy forces in military applications. In this paper weintroduce the concept of proximity queries; which allow us to report interesting events;observed by nodes in the network that lie within a certain distance from each other. An eventis triggered when a user-programmable predicate is satisfied on a sensor node. We studythe problem of computing proximity queries in sensor networks and propose severalalternative techniques that differ in the number of messages exchanged by the nodes andthe quality of the returned answers. Our solutions utilize a distributed routing index;maintained by the nodes in the network; that is dynamically updated as new observationsare obtained by the nodes. This distributed index allows us to efficiently process multiple …,Information Systems,2011,2
Complex event recognition in the big data era,Nikos Giatrakos; Alexander Artikis; Antonios Deligiannakis; Minos Garofalakis,Abstract The concept of event processing is established as a generic computationalparadigm in various application fields; ranging from data processing in Web environments;over maritime and transport; to finance and medicine. Events report on state changes of asystem and its environment. Complex Event Recognition (CER) in turn; refers to theidentification of complex/composite events of interest; which are collections of simple eventsthat satisfy some pattern; thereby providing the opportunity for reactive and proactivemeasures. Examples include the recognition of attacks in computer network nodes; humanactivities on video content; emerging stories and trends on the Social Web; traffic andtransport incidents in smart cities; fraud in electronic marketplaces; cardiac arrhythmias; andepidemic spread. In each scenario; CER allows to make sense of Big event Data streams …,Proceedings of the VLDB Endowment,2017,1
Spatial cohesion queries,Dimitris Sacharidis; Antonios Deligiannakis,Abstract Given a set of attractors and repellers; the cohesion query returns the point indatabase that is as close to the attractors and as far from the repellers as possible. Cohesionqueries find applications in various settings; such as facility location problems; location-based services. For example; when attractors represent favorable plases; eg; touristattractions; and repellers denote undesirable locations; eg; competitor stores; the cohesionquery would return the ideal location; among a database of possible options; to open a newstore. These queries are not trivial to process as the best location; unlike aggregate nearestor farthest neighbor queries; may be far from the optimal point in space. Therefore; toachieve sub-linear performance in practice; we employ novel best-first search and branchand bound paradigms that take advantage of the geometrical interpretation of the …,Proceedings of the 23rd SIGSPATIAL International Conference on Advances in Geographic Information Systems,2015,1
Information Extraction; Matching and Reporting for Medical Devices Vigilance,Athanasios Anastasiou; Zhivko B Bliznakov; Antonios Deligiannakis; Nikos Giatrakos; Maria Haritou; Ekaterini Ioannou; Dimitrios Koutsouris; Panagiotis G Malataras; Kallirroi Stavrianou; Charalampos Tsirmpas; Nicolas E Pallikarakis,Abstract Medical devices play a vital role in the delivery of high quality healthcare with theirnumbers increasing exponentially during the past fifty years. Although recent technologicaladvancements have led to much more reliable and safer Medical Devices (MDs); potentialrisks of failure and the associated adverse incidents cannot be ignored. To create a saferenvironment for the patient in terms of technology; it is necessary to provide rapid andaccurate information on adverse events; in order to avoid their repetition. The traditionalapproach of MD Vigilance based only on official user reports of adverse incidents has beenproven inadequate today. A modern approach; also used in this work; to the problem isbased on the introduction of additional means; such as data mining; extraction;standardization and codification of the information; from different direct and indirect …,*,2015,1
Lightweight query authentication on streams,Stavros Papadopoulos; Graham Cormode; Antonios Deligiannakis; Minos Garofalakis,Abstract We consider a stream outsourcing setting; where a data owner delegates themanagement of a set of disjoint data streams to an untrusted server. The ownerauthenticates his streams via signatures. The server processes continuous queries on theunion of the streams for clients trusted by the owner. Along with the results; the server sendsproofs of result correctness derived from the owner's signatures; which are verifiable by theclients. We design novel constructions for a collection of fundamental problems over streamsrepresented as linear algebraic queries. In particular; our basic schemes authenticatedynamic vector sums; matrix products; and dot products. These techniques can be adaptedfor authenticating a wide range of important operations in streaming environments; includinggroup-by queries; joins; in-network aggregation; similarity matching; and event …,ACM Transactions on Database Systems (TODS),2014,1
Data management research at the technical university of crete,Stavros Christodoulakis; Minos Garofalakis; Euripides GM Petrakis; Antonios Deligiannakis; Vasilis Samoladas; Ekaterini Ioannou; Odysseas Papapetrou; Stelios Sotiriadis,The Technical University of Crete (TUC; www. tuc. gr) founded in 1977 in Chania; Crete isthe youngest of the two technical universities in Greece (the other being the NationalTechnical University of Athens). The purpose of this state institution is to provide high-qualityundergraduate as well as graduate studies in modern engineering fields demanded by theGreek and international job market; to conduct research in cutting edge technologies as wellas to develop links with the Greek and European industry. Today; the Technical University ofCrete comprises five Engineering Schools (Electronic and Computer Engineering;Production Engineering and Management; Mineral Resources Engineering; EnvironmentalEngineering; and Architecture). The School of Electronic and Computer Engineering (ECE)at TUC (www. ece. tuc. gr) has achieved an excellent reputation for its research and …,ACM SIGMOD Record,2014,1
Monitoring distributed; heterogeneous data streams: The emergence of safe zones,Daniel Keren; Guy Sagy; Amir Abboud; David Ben-David; Assaf Schuster; Izchak Sharfman; Antonios Deligiannakis,Abstract In many emerging applications; the data to be monitored is of very high volume;dynamic; and distributed; making it infeasible to collect the distinct data streams to a centralnode and process them there. Often; the monitoring problem consists of determiningwhether the value of a global function; which depends on the union of all streams; crossed acertain threshold. A great deal of effort is directed at reducing communication overhead bytransforming the monitoring of the global function to the testing of local constraints; checkedindependently at the nodes. Recently; geometric monitoring (GM) proved to be very usefulfor constructing such local constraints for general (non-linear; non-monotonic) functions.Alas; in all current variants of geometric monitoring; the constraints at all nodes share anidentical structure and are; thus; unsuitable for handling heterogeneous streams; which …,International Conference on Applied Algorithms,2014,1
View maintenance aspects,Antonios Deligiannakis,The valid time of a fact is the time when the fact is true in the modeled reality. Any subset ofthe time domain may be associated with a fact. Thus; valid timestamps may be sets of timeinstants and time intervals; with single instants and intervals being important special cases.Valid times are usually supplied by the user.,*,2009,1
Design; Implementation and Evaluation of a Computer Science Teacher Training Programme for Learning and Teaching of Python Inside and Outside School,Nektarios Moumoutzis; George Boukeas; Vassilis Vassilakis; Nikos Pappas; Chara Xanthaki; Ioannis Maragkoudakis; Antonios Deligiannakis; Stavros Christodoulakis,Abstract We present the design; implementation and evaluation of a training programme forComputer Science teachers on the educational use of the Python programming languageinside and outside school. The programme used educational resources centered onmeaningful; self-contained programming projects. The training programme followed ablended-learning approach thus offering an opportunity to many computer science teachersmake their first steps towards the educational use of the Python language within a verypromising learner-centered pedagogical framework. Using initially an online course made itpossible to reach a much greater number of Computer Science teachers; especially thoseliving in remote areas and through them; have a considerable impact on students throughthe subsequent establishment of local code clubs. The synchronous interaction with the …,Interactive Mobile Communication; Technologies and Learning,2017,*
Complex event processing over streaming multi-cloud platforms: the FERARI approach,Ioannis Flouris; Vasiliki Manikaki; Nikos Giatrakos; Antonios Deligiannakis; Minos Garofalakis; Michael Mock; Sebastian Bothe; Inna Skarbovsky; Fabiana Fournier; Marko Štajcer; Tomislav Križan; Jonathan Yom-Tov; Marijo Volarević,Abstract We present FERARI; a prototype for processing voluminous event streams overmulti-cloud platforms. At its core; FERARI both exploits the potential for in-situ (intra-cloud)processing and orchestrates inter-cloud complex event detection in a communication-efficient way. At the application level; it includes a user-friendly query authoring tool and ananalytics dashboard providing granular reports about detected events. In that; FERARIconstitutes; to our knowledge; the first complete end-to-end solution of its kind. In this demo;we apply the FERARI approach on a real scenario from the telecommunication domain.,Proceedings of the 10th ACM International Conference on Distributed and Event-based Systems,2016,*
Towards a prototype medical system for devices vigilance and patient safety,Antonios Deligiannakis; Nikos Giatrakos; Nicolas Pallikarakis,For all healthcare institutions and organizations; patient safety is of the utmost importance. Afactor that influences patient safety is the existence (or not) of observed adverse eventsassociated with medical devices. Upon the detection of adverse events; all healthcareproviders that own the affected medical devices should be promptly notified. In this paper wepresent the core of a prototype system for medical devices vigilance and patient safety. Wepresent the architecture of this system; the way that it detects the healthcare providers thatneed to be notified through an entity matching algorithm; as well as briefly present its userinterface.,Computational Intelligence in Healthcare and e-health (CICARE); 2014 IEEE Symposium on,2014,*
Geometric monitoring for CSI reduction in amplify-and-forward relay networks,Antonios Igglezakis; Antonios Deligiannakis; Aggelos Bletsas,This work studies the recently proposed geometric monitoring (GM) method in order toreduce the amount of necessary channel state information (CSI) in network (ie; distributed)setups. Specifically; a network of amplify-and-forward (AF) relays is studied and the GMmethod is appropriately adapted. The basic idea is that GM could flag time instances whereCSI exchange is unnecessary and; thus; the relay network could abstain from CSI exchange.It is found that; compared to alternative approaches; our GM approach can achievesignificant CSI reduction in a variety of network setups.,Acoustics; Speech and Signal Processing (ICASSP); 2014 IEEE International Conference on,2014,*
Discovering Attractive Products based on Influence Sets,Anastasios Arvanitis; Antonios Deligiannakis,Abstract: Skyline queries have been widely used as a practical tool for multi-criteria decisionanalysis and for applications involving preference queries. For example; in a typical onlineretail application; skyline queries can help customers select the most interesting; among apool of available; products. Recently; reverse skyline queries have been proposed;highlighting the manufacturer's perspective; ie how to determine the expected buyers of agiven product. In this work we develop novel algorithms for two important classes of queriesinvolving customer preferences. We first propose a novel algorithm; termed as RSA; foranswering reverse skyline queries. We then introduce a new type of queries; namely the k-Most Attractive Candidates k-MAC query. In this type of queries; given a set of existingproduct specifications P; a set of customer preferences C and a set of new candidate …,arXiv preprint arXiv:1107.4924,2011,*
Practical Private Range Search In Depth,IOANNIS DEMERTZIS; STAVROS PAPADOPOULOS; ODYSSEAS PAPAPETROU; ANTONIOS DELIGIANNAKIS; MINOS GAROFALAKIS; CHARALAMPOS PAPAMANTHOU,We focus on a setting with two parties; a data owner and a server. The owner outsources itsdataset to the server; and gives the latter the authority to answer range queries on a singleattribute. The server is untrusted; and the goal is to protect the privacy of the dataset and thequeries. The owner encrypts its data prior to sending them to the server. The challenge liesin enabling the server to process the owner's queries directly on the encrypted data; whileachieving performance and costs close to the non-private case. The benefits of dataoutsourcing and the importance of privacy have been stressed in numerous earlier works(eg;[18; 59; 62; 66]). Prior work. Privacy-preserving range queries can be solved with optimalsecurity via powerful theoretical cryptographic tools; such as Oblivious Random AccessMachine (ORAM)[32; 56] and Fully Homomorphic Encryption (FHE)[27; 28]. Nevertheless …,*,2009,*
Writing parallel programs that can take advantage of non-dedicated processors is much more difficult than writing such programs for networks of dedicated processo...,Dimitris Sacharidis; Antonios Deligiannakis; Timos Sellis,The wavelet decomposition is a proven tool for constructing concise synopses of large datasets that can be used to obtain fast approximate answers. Existing research studies focus onselecting an optimal set of wavelet coefficients to store so as to minimize some error metric;without however seeking to reduce the size of the wavelet coefficients themselves. In manyreal data sets the existence of...,The VLDB Journal,2009,*
Accurate Data Approximation in Constrained Environments,Antonios Deligiannakis,Several data reduction techniques have been proposed recently as methods for providingfast and fairly accurate answers to complex queries over large quantities of data. Their usehas been widespread; due to the multiple benefits that they may offer in several constrainedenvironments and applications. Compressed data representations require less space tostore; less bandwidth to communicate and can provide; due to their size; very fast responsetimes to queries. Sensor networks represent a typical constrained environment; due to thelimited processing; storage and battery capabilities of the sensor nodes. Large-scale sensornetworks require tight data handling and data dissemination techniques. Transmitting a full-resolution data feed from each sensor back to the base-station is often prohibitive due to (i)limited bandwidth that may not be sufficient to sustain a continuous feed from all sensors …,*,2005,*
Online Appendix to: Extended Wavelets for Multiple Measures,ANTONIOS DELIGIANNAKIS; MINOS GAROFALAKIS; NICK ROUSSOPOULOS,PROOF OF THEOREM 1. Our proof bears similarities to the corresponding proof for the 0-1Knapsack problem. A significant observation is that whenever we select a set PickedSet ofcoefficient values from a combined coefficient Coeff for storage; any candidate set subOpt ofCoeff that will later be inserted into the max-heap for consideration cannot have a larger per-space benefit than that of PickedSet. We will prove this by contradiction. Assume that subOpthas a larger per-space benefit than PickedSet. By the way the candidate sets are formed; thefollowing observations hold:,ACM Transactions on Database Systems,*,*
Lightweight Query Authentication on Streams,Graham Cormode; ANTONIOS DELIGIANNAKIS; MINOS GAROFALAKIS,We consider a stream outsourcing setting; where a data owner delegates the managementof a set of disjoint data streams to an untrusted server. The owner authenticates his streamsvia signatures. The server processes continuous queries on the union of the streams forclients trusted by the owner. Along with the results; the server sends proofs of resultcorrectness derived from the owner's signatures; which are verifiable by the clients. Wedesign novel constructions for a collection of fundamental problems over streamsrepresented as linear algebraic queries. In particular; our basic schemes authenticatedynamic vector sums; matrix products; and dot products. These techniques can be adaptedfor authenticating a wide range of important operations in streaming environments; includinggroup-by queries; joins; in-network aggregation; similarity matching; and event …,*,*,*
ICT; STREP FERARI ICT-FP7-619491,Antonios Deligiannakis; Ioannis Flouris; Minos Garofalakis; Nikos Giatrakos; Michael Kamp; Fabiana Fournier,Page 1. ICT; STREP FERARI ICT-FP7-619491 Flexible Event pRocessing for big dAtaaRchItectures Collaborative Project D 5.1 Requirements and State of the Art Overview onRobust Stream Monitoring 01.04.2014 – 31.01.2015(preparation period) Contractual Dateof Delivery: 31.01.2015 Actual Date of Delivery: xx.xx.xxxx Author(s): Antonios Deligiannakis;Ioannis Flouris; Minos Garofalakis; Nikos Giatrakos; Michael Kamp; Fabiana Fournier Institution:Technical University of Crete Workpackage: WP5 Security: PU Nature: R Total number ofpages: 80 Page 2. Project funded by the European Community under the Information andCommunication Technologies Programme Contract ICT-FP7-619491 Project coordinatorname: Michael Mock Project coordinator organisation name: Fraunhofer Institute for IntelligentAnalysis and Information Systems (IAIS) Revision: 1 …,*,*,*
Approximate Computation of Outliers in Wireless Sensor Networks,Nikos Giatrakos; Yannis Kotidis; Antonios Deligiannakis; Vasilis Vassalos; Yannis Theodoridis,*,*,*,*
Efficient Query Processing in Sensor Networks,Antonios Deligiannakis; Yannis Kotidis,*,*,*,*
Geometric Monitoring of Heterogeneous Streams (Long Version; with Proofs of the Theorems),Daniel Keren; Guy Sagy; Amir Abboud; David Ben-David; Assaf Schuster; Izchak Sharfman; Antonios Deligiannakis,Abstract Interest in stream monitoring is shifting toward the distributed case. In manyapplications the data is high volume; dynamic; and distributed; making it infeasible to collectthe distinct streams to a central node for processing. Often; the monitoring problem consistsof determining whether the value of a global function; defined on the union of all streams;crossed a certain threshold. We wish to reduce communication by transforming the globalmonitoring to the testing of local constraints; checked independently at the nodes. Geometricmonitoring (GM) proved useful for constructing such local constraints for general functions.Alas; in GM the constraints at all nodes share an identical structure and are thus unsuitablefor handling heterogeneous streams. Therefore; we propose a general approach formonitoring heterogeneous streams (HGM); which defines constraints tailored to fit the …,*,*,*
LIFT ICT-FP7-255951,C Kopp; A Deligiannakis; M Gabel; M Kamp Garofalakis; D Keren; M May; A Monreale; M Nanni,Abstract: This document is the LIFT deliverable of WP4 for the second review period (01.10.2011–30.09. 2012). The document contains the description and formalization of theapplication scenarios and then presents the work achieved during the last reporting periodof the LIFT project.,Evaluation,*,*
IEEE MDM 2011 Program Committee,Divyakant Agrawal; Walid G Aref; Claudio Bettini; Ying Cai; Guohong Cao; Jiannong Cao; Alfredo Cuzzocrea; Antonios Deligiannakis; Marios Dikaiakos; RK Ghosh; Aris Gkoulalas-Divanis; Xiaohui Gu; Ralf H Guting; Stathes Hadjiefthymiades; Taka Hiro Hara; Matti Hiltunen; Kien Hua; Yan Huang; Yoshiharu Ishikawa; Christian Jensen; Anupam Joshi; Salil Kanhere; Theo Kanter; Kyriakos Karenos; Stamatis Karnouskos; Yutaka Kidawara; George Kollios; Yannis Kotidis; Shonali Krishnaswamy; Johan J Kristiansson; Wei-Shinn Ku; Vijay Kumar; Adam Lee; Wang-Chien Lee; Hui Lei; Hong Va Leong; Ling Liu; Hua Lu; Dimitrios Lymberopoulos; Sanjay Madria; Nikos Mamoulis; Pedro Jose Marron; Sergio Mascetti; Cecilia Mascolo; Xiaofeng Meng; Taneli Mielikainen,Divyakant Agrawal; University of California Santa Barbara; USA Walid G. Aref; PurdueUniversity; USA Claudio Bettini; University of Milan; Italy Ying Cai; Iowa State University; USAGuohong Cao; The Pennsylvania State University; USA Jiannong Cao; Hong Kong PolytechnicUniversity; Hong Kong Alfredo Cuzzocrea; ICAR-CNR & University of Calabria; Italy AntoniosDeligiannakis; Technical University of Crete; Greece Marios Dikaiakos; University of Cyprus;Cyprus Yannis Drougas; ESRI; USA RK Ghosh; IIT Kanpur; India Aris Gkoulalas-Divanis; IBMResearch-Zurich; Switzerland Xiaohui Gu; North Carolina State University; USA Ralf H.Guting; Fern University; Germany Stathes Hadjiefthymiades; University of Athens; Greece TakaHiro Hara; Osaka University; Japan Manfred Hauswirth; DERI; Ireland Matti Hiltunen; AT&TLabs; USA Kien Hua; University of Central Florida; USA Yan Huang; University of North …,*,*,*
CSE 2010,Soon Chung; Dakopoulos Dimitrios; Praveen Kakumanu; Raghudeep Kannavara; Alexandros Karargyris; Alexandros Pantelopoulos; Athanasios Tsitsoulis; Xiaojie Wang; Ming Yang; Erik Elmroth; Jing He; Michael Hobbs; Thilo Kielmann; Kuan-Chou Lai; Mitsuhisa Sato; Wen-Chung Shih; Lei Shu; Lizhe Wang; Chao-Chin Wu; Feng Xia; Alberto Abello; Ajith Abraham; Luca Becchetti; Ladjel Bellatreche; Bettina Berendt; Christos Bouras; Elena Camossi; Barbara Catania; Jerome Darmont; Antonios Deligiannakis; Curtis Dyreson; Eric Gregoire; Ching-Hsien Hsu; Carson K Leung,Intelligent and Bio-inspired Computing Soon Chung; Wright State University; USA DakopoulosDimitrios; Wright State University; USA Praveen Kakumanu; Meridian Group; Inc.; USA RaghudeepKannavara; Intel Corporation; USA Alexandros Karargyris; National Institutes of Health(NIH); USA Alexandros Pantelopoulos; Wright State University; USA Athanasios Tsitsoulis; WrightState University; USA Xiaojie Wang; Beijing University of Posts and Telecommunications; ChinaMing Yang; Marquette University; USA … Distributed and Parallel Computing Erik Elmroth; UmeaUniversity; Sweden Jing He; Georgia State University; USA Michael Hobbs; DeakinUniversity; Australia Thilo Kielmann; Vrije University Amsterdam; Netherlands Kuan-ChouLai; National Taichung University; Taiwan Mitsuhisa Sato; University of Tsukuba; JapanWen-Chung Shih; Asia University; Taiwan Lei Shu; Osaka University; Japan Lizhe Wang …,*,*,*
Core Database Technology,Loredana Afanasiev; Martina Albutiu; Ana Paula Appel; Stefan Aulbach; Artin Avanes; Andrey Balmin; Farnoush Banaei-Kashani; Alex Behm; Phil Bernstein; George Beskales; Lukas Blunschi; Vinayak R Borkar; Matthias Brantner; Yichuan Cai; Michael Cammert; Yu Cao; Soumen Chakrabarti; Badrish Chandramouli; Bee-Chung Chen; Jeff Chen; Jinchuan Chen; Shimin Chen; Weiwei Cheng; Tom Crecelius; Emiran Curtmola; Theodore Dalamagas; David DeHaan; Antonios Deligiannakis; Ugur Demiryurek; Fan Deng; Lukas Doelle; Kaushik Dutta; Pavan Edara; Hannes Eder; Stephan Ewen; Françoise Fabret; Wouter Gelade; Michaela Goetz; Swati Goyal; Giovanna Guerrini; Benjamin Gufler; Sudipto Guha; Rajeev Gupta; Ravindra Guravannavar; Fabian Hoeske; Marios Hadjieleftheriou; Ralf Heese; Sandor Heman; Herodotos Herodotou; Bijit Hore; Thomas Hornung; Vagelis Hristidis; Chu-Cheng Hsieh; Frank Huber; Arvind Hulgeri; Heasoo Hwang; Stratos Idreos; Mehrdad Jahangiri; Ibrahim Jaluta; Shengyue Ji; Lili Jiang; Wei Jiang; Sudhir Jorwekar; Ashish Kamra; Yannis Katsis; Raghav Kaushik; Sreyash Kenkre; Ali Khoshgozaran; Chulyun Kim; Joseph Kopena; Martin Kost; Stefan Krompass; Richard Kuntschke; Marcel Kutsch,*,*,*,*
LIFT ICT-FP7-255951,D Keren; A Deligiannakis; M Gabel; M Kamp Garofalakis; M Mock; M Nanni Monreale,Abstract: This document is the LIFT deliverable of WP5 for the final review period (01.10.2012–30.09. 2013). The document contains an evaluation of the applicability of the LIFTapproach and its limitations. Furthermore; the document contains an overview on newapplication areas that emerged during the research process.,*,*,*
Research Program Committee,Yanif Ahmad; Aris Anagnostopoulos; Walid Aref; Ismail Ari; Shivnath Babu; Zohra Bellahsene; II Elisa Bertino; Claudio Bettini; Michael Bohlen; Paolo Boldi; Francesco Bonchi; Peter Boncz; CWI Angela Bonifati; Vinayak Borkar; Christof Bornhoevd; SAP Randal Burns; Andrea Cali; Selcuk Candan; Barbara Carminati; Deepayan Chakrabarti; Chee Yong Chan; Shimin Chen; Pittsburgh Su Chen; Yi Chen; Reynold Cheng; Sarah Cohen-Boulakia; LRI Orsay; Gao Cong; Mariano Consens; Isabel Cruz; Bin Cui; Colazzo Dario; Gautam Das; Anish Das Sarma; Khuzaima Daudjee; Antonios Deligiannakis; Stefan Dessloch; Anhai Doan; Eduard Dragut,Yanif Ahmad; Johns Hopkins University Aris Anagnostopoulos; Sapienza University of RomeWalid Aref; Purdue University Ismail Ari; Ozyegin University Soeren Auer; Leipzig School of MediaShivnath Babu; Duke University Roger Barga; Microsoft Zohra Bellahsene; University of MontpellierII Elisa Bertino; Purdue University Claudio Bettini; University of Milan Michael Bohlen; Universityof Zurich Paolo Boldi; University of Milan Francesco Bonchi; Yahoo! Research Peter Boncz; CWIAngela Bonifati; ICAR-CNR; Italy Vinayak Borkar; University of California; Irvine ChristofBornhoevd; SAP Randal Burns; Johns Hopkins University Andrea Cali; University of Oxford SelcukCandan; Arizona State University Barbara Carminati; University of Insubria; Italy DeepayanChakrabarti; Yahoo! Research Chee Yong Chan; National University of Singapore BadrishChandramouli; Microsoft Gang Chen; Zhejing University; China Shimin Chen; Intel Labs …,*,*,*
