A brief survey of web data extraction tools,Alberto HF Laender; Berthier A Ribeiro-Neto; Altigran S Da Silva; Juliana S Teixeira,Abstract In the last few years; several works in the literature have addressed the problem ofdata extraction from Web pages. The importance of this problem derives from the fact that;once extracted; the data can be handled in a way similar to instances of a traditionaldatabase. The approaches proposed in the literature to address the problem of Web dataextraction use techniques borrowed from areas such as natural language processing;languages and grammars; machine learning; information retrieval; databases; andontologies. As a consequence; they present very distinct features and capabilities whichmake a direct comparison difficult to be done. In this paper; we propose a taxonomy forcharacterizing Web data extraction fools; briefly survey major Web data extraction toolsdescribed in the literature; and provide a qualitative analysis of them. Hopefully; this work …,ACM Sigmod Record,2002,940
7th Brazilian Guideline of Arterial Hypertension: chapter 3-clinical and complementary assessment,Marcus Vinicius Bolivar Malachias; RMS Póvoa; AR Nogueira; D Souza; LS Costa; ME Magalhães,On behalf of the Brazilian Society of Cardiology; Brazilian Society of Hypertension andBrazilian Society of Nephrology; I present to you the 7th Brazilian Guideline of ArterialHypertension; result of the joint work of an expert team of renowned professionals appointedby their respective medical societies. The production of this new guideline was necessary toupdate the knowledge accumulated over the past years; considering the Brazilian realityand clinical practice. The guidance and recommendations contained in this document reflectthe evidence of the effectiveness of the interventions. The present text does not dealspecifically with cost-effectiveness analyses. The major objective of the medical societiesand authors is to guide health professionals on the preventive measures and care forindividuals with arterial hypertension; aiming at reducing the complications of arterial …,Arquivos brasileiros de cardiologia,2016,23
Joint unsupervised structure discovery and information extraction,Eli Cortez; Daniel Oliveira; Altigran S da Silva; Edleno S de Moura; Alberto HF Laender,Abstract In this paper we present JUDIE (Joint Unsupervised Structure Discovery andInformation Extraction); a new method for automatically extracting semi-structured datarecords in the form of continuous text (eg; bibliographic citations; postal addresses;classified ads; etc.) and having no explicit delimiters between them. While in state-of-the-artInformation Extraction methods the structure of the data records is manually supplied the byuser as a training step; JUDIE is capable of detecting the structure of each individual recordbeing extracted without any user assistance. This is accomplished by a novel StructureDiscovery algorithm that; given a sequence of labels representing attributes assigned topotential values; groups these labels into individual records by looking for frequent patternsof label repetitions among the given sequence. We also show how to integrate this …,Proceedings of the 2011 ACM SIGMOD International Conference on Management of data,2011,23
FS-NER: a lightweight filter-stream approach to named entity recognition on twitter data,Diego Marinho de Oliveira; Alberto HF Laender; Adriano Veloso; Altigran S da Silva,Abstract Microblog platforms such as Twitter are being increasingly adopted by Web users;yielding an important source of data for web search and mining applications. Tasks such asNamed Entity Recognition are at the core of many of these applications; but theeffectiveness of existing tools is seriously compromised when applied to Twitter data; sincemessages are terse; poorly worded and posted in many different languages. Also; Twitterfollows a streaming paradigm; imposing that entities must be recognized in real-time. In viewof these challenges and the inappropriateness of existing tools; we propose a novelapproach for Named Entity Recognition on Twitter data called FS-NER (Filter-StreamNamed Entity Recognition). FS-NER is characterized by the use of filters that processunlabeled Twitter messages; being much more practical than existing supervised CRF …,Proceedings of the 22nd International Conference on World Wide Web,2013,22
Representing web data as complex objects,Alberto HF Laender; Berthier Ribeiro-Neto; Altigran S Da Silva; Elaine S Silva,Abstract The popularization of the Web has made a huge volume of data available for alarge audience. In a large number of Web sites; such as bookstores; electronic catalogs;travel agencies; etc.; the pages constitute documents which are composed of pieces of datawhose overall structure can be easily recognized. Such pages are called data-rich and canbe seen as collections of complex objects. In this paper; we show how such objects can berepresented by nested tables; which are simple; intuitive; and quite convenient forexpressing their implicit structure. The assumption is that; for most sites of interest; only fewexamples are required to reveal the structure of the objects. To corroborate our assumption;we describe a data extraction tool that adopts this approach and present results of someexperiments carried out with this tool.,International Conference on Electronic Commerce and Web Technologies,2000,22
A genre-aware approach to focused crawling,Guilherme T De Assis; Alberto HF Laender; Marcos André Gonçalves; Altigran S Da Silva,Abstract Focused crawlers have as their main goal to crawl Web pages that are relevant to aspecific topic or user interest; playing an important role for a great variety of applications. Ingeneral; they work by trying to find and crawl all kinds of pages deemed as related to animplicitly declared topic. However; users are often not simply interested in any documentabout a topic; but instead they may want only documents of a given type or genre on thattopic to be retrieved. In this article; we describe an approach to focused crawling thatexploits not only content-related information but also genre information present in Webpages to guide the crawling process. This approach has been designed to addresssituations in which the specific topic of interest can be expressed by specifying two sets ofterms; the first describing genre aspects of the desired pages and the second related to …,World Wide Web,2009,21
Siphon++: a hidden-webcrawler for keyword-based interfaces,Karane Vieira; Luciano Barbosa; Juliana Freire; Altigran Silva,Abstract The hidden Web consists of data that is generally hidden behind form interfaces;and as such; it is out of reach for traditional search engines. With the goal of leveraging thehigh-quality information in this largely unexplored portion of the Web; in this paper; wepropose a new strategy for automatically retrieving data hidden behind keyword-based forminterfaces. Unlike previous approaches to this problem; our strategy adapts the querygeneration and selection by detecting features of the index. We describe an extensiveexperimental evaluation which shows that: our strategy is able to derive appropriate queriesto obtain high coverage while; at the same time; avoiding the retrieval of redundant data;and it obtains higher coverage and is more efficient approaches that use a fixed strategy forquery generation.,Proceedings of the 17th ACM conference on Information and knowledge management,2008,21
Structure-Based Crawling in the Hidden Web.,Márcio LA Vidal; Altigran Soares da Silva; Edleno Silva de Moura; Joao MB Cavalcanti,Abstract: The number of applications that need to crawl the Web to gather data is growing atan ever increasing pace. In some cases; the criterion to determine what pages must beincluded in a collection is based on theirs contents; in others; it would be wiser to use astructure-based criterion. In this article; we present a proposal to build structure-basedcrawlers that just requires a few examples of the pages to be crawled and an entry point tothe target web site. Our crawlers can deal with form-based web sites. Contrarily to otherproposals; ours does not require a sample database to fill in the forms; and does not requirethe user to interact heavily. Our experiments prove that our precision is 100% in seventeenreal-world web sites; with both static and dynamic content; and that our recall is 95% in theeleven static web sites examined.,J. UCS,2008,21
Locality-based pruning methods for web search,Edleno Silva de Moura; Celia Francisca dos Santos; Altigran Soares da Silva; Pavel Calado; Mario A Nascimento,Abstract This article discusses a novel approach developed for static index pruning thattakes into account the locality of occurrences of words in the text. We use this new approachto propose and experiment on simple and effective pruning methods that allow a fastconstruction of the pruned index. The methods proposed here are especially useful forpruning in environments where the document database changes continuously; such aslarge-scale web search engines. Extensive experiments are presented showing that theproposed methods can achieve high compression rates while maintaining the quality ofresults for the most common query types present in modern search engines; namely;conjunctive and phrase queries. In the experiments; our locality-based pruning approachallowed reducing search engine indices to 30&percnt; of their original size; with almost no …,ACM Transactions on Information Systems (TOIS),2008,21
Top-down extraction of semi-structured data,Berthier Ribeiro-Neto; Alberto HF Laender; Altigran Soares da Silva,We propose an innovative approach to extracting semi-structured data from Web sources.The idea is to collect a couple of example objects from the user and to use this information toextract new objects from new pages or texts. We propose a top-down strategy that extractscomplex objects; decomposing them in objects less complex; until atomic objects have beenextracted. Through experimentation; we demonstrate that with a small number of givenexamples; our strategy is able to extract most of the objects present in a Web source givenas input.,string processing and information retrieval symposium; 1999 and International workshop on groupware,1999,21
An approach to maintaining optimized relational representations of entity-relationship schemas,Altigran S da Silva; Alberto HF Laender; Marco A Casanova,Abstract This paper presents a redesign method for maintaining optimized relationalrepresentations of entity-relationship schemas. This method is based on the generation of atransient virtual database state that is used to construct the new database state and that canbe obtained without modifying the current relational representation. It also provides meansto collect additional data and to integrate them to the the current database state; as well as tocheck for new integrity constraints.,International Conference on Conceptual Modeling,1996,20
Using structural information to improve search in Web collections,Edleno S de Moura; David Fernandes; Berthier Ribeiro‐Neto; Altigran S da Silva; Marcos André Gonçalves,Abstract In this work; we investigate the problem of using the block structure of Web pages toimprove ranking results. Starting with basic intuitions provided by the concepts of termfrequency (TF) and inverse document frequency (IDF); we propose nine block-weightfunctions to distinguish the impact of term occurrences inside page blocks; instead of insidewhole pages. These are then used to compute a modified BM25 ranking function. Using fourdistinct Web collections; we ran extensive experiments to compare our block-weight rankingformulas with two other baselines:(a) a BM25 ranking applied to full pages; and (b) a BM25ranking that takes into account best blocks. Our methods suggest that our block-weightingranking method is superior to all baselines across all collections we used and that averagegain in precision figures from 5 to 20% are generated.,Journal of the Association for Information Science and Technology,2010,19
On finding templates on web collections,Karane Vieira; André Luiz da Costa Carvalho; Klessius Berlt; Edleno S de Moura; Altigran S da Silva; Juliana Freire,Abstract Templates are pieces of HTML code common to a set of web pages usuallyadopted by content providers to enhance the uniformity of layout and navigation of theirsWeb sites. They are usually generated using authoring/publishing tools or by programs thatbuild HTML pages to publish content from a database. In spite of their usefulness; thecontent of templates can negatively affect the quality of results produced by systems thatautomatically process information available in web sites; such as search engines; clusteringand automatic categorization programs. Further; the information available in templates isredundant and thus processing and storing such information just once for a set of pages maysave computational resources. In this paper; we present and evaluate methods for detectingtemplates considering a scenario where multiple templates can be found in a collection of …,World Wide Web,2009,19
A scalable parallel deduplication algorithm,Walter Santos; Thiago Teixeira; Carla Machado; Wagner Meira Jr; Renato Ferreira; Dorgival Guedes; Altigran S Da Silva,The identification of replicas in a database is fundamental to improve the quality of theinformation. Deduplication is the task of identifying replicas in a database that refer to thesame real world entity. This process is not always trivial; because data may be corruptedduring their gathering; storing or even manipulation. Problems such as misspelled names;data truncation; data input in a wrong format; lack of conventions (like how to abbreviate aname); missing data or even fraud may lead to the insertion of replicas in a database. Thededuplication process may be very hard; if not impossible; to be performed manually; sinceactual databases may have hundreds of millions of records. In this paper; we present ourparallel deduplication algorithm; called FER-APARDA. By using probabilistic record linkage;we were able to successfully detect replicas in synthetic datasets with more than 1 million …,Computer Architecture and High Performance Computing; 2007. SBAC-PAD 2007. 19th International Symposium on,2007,19
Mild stunting is associated with higher blood pressure in overweight adolescents,Ana Paula Grotti Clemente; Carla Danusa Santos; Ana Amelia Benedito Silva; Vinicius Jose Martins; Anna Carolina Marchesano; Mariana Belluca Fernandes; Maria Paula Albuquerque; Ana Lydia Sawaya,RESUMO FUNDAMENTO: Estudos têm demonstrado que a desnutrição pré/pós-natal levaa um maior risco de doenças não transmissíveis; como diabetes; hipertensão e obesidadena idade adulta. OBJETIVO: Determinar se os adolescentes com sobrepeso e desnutriçãoleve [escores-Z altura/idade (HAZ) na faixa de<-1 a>-2] têm pressão arterial mais elevadado que os indivíduos com sobrepeso e com estatura normal (HAZ>-1). MÉTODOS: Osparticipantes foram classificados como de baixa estatura leve ou de estatura normal; eestratificados de acordo com os percentis de massa corporal para a idade; comosobrepeso; peso normal ou abaixo do peso. As pressões arteriais sistólica (PAS) ediastólica (PAD) foram determinadas de acordo com as diretrizes e a gordura abdominal foianalisada por absorciometria de dupla emissão de raios-X. RESULTADOS: Indivíduos …,Arquivos brasileiros de cardiologia,2012,18
Representing and querying semistructured web data using nested tables with structural variants,Altigran S da Silva; Irna MR Evangelista Filha; Alberto HF Laender; David W Embley,Abstract This paper proposes an approach to representing and querying semistructuredWeb data. The proposed approach is based on nested tables; which may have internalnested structural variations to accommodate semistructured data. Our motivation is to reducethe complexity found in typical query languages for semistructured data and to provide userswith an alternative for quickly querying data obtained from multiple-record Web pages. Weshow the feasibility of our proposal by developing a prototype for a graphical query interfacecalled QSByE (Querying Semistructured data By Example). For QSByE; we define aparticular variation of nested tables and propose a set of QBE-like operations that extendstypical nested-relational-algebra operations to handle semistructured data. We showexamples of how users can pose interesting queries using QSByE.,International Conference on Conceptual Modeling,2002,18
Influence of maternal height and weight on low birth weight: a cross-sectional study in poor communities of northeastern Brazil,Revilane Parente de Alencar Britto; Telma Maria Toledo Florêncio; Ana Amelia Benedito Silva; Ricardo Sesso; Jairo Calado Cavalcante; Ana Lydia Sawaya,Background Low birth weight (LBW) is associated with an increased risk of mortality;adverse metabolic conditions; and long-term chronic morbidities. The relationship betweenLWB and short maternal stature coupled with nutritional status was investigated in poorcommunities. Methods/Principal Findings A cross-sectional population-based studyinvolving 2226 mother-child pairs was conducted during the period 2009-2010 inshantytowns of Maceió; Alagoas; Brazil. Associations between LBW and maternalsociodemographics; stature and nutritional status were investigated. The outcome variablewas birth weight (< 2500g and≥ 2500g). The independent variables were the age; income;educational background; stature and nutritional status (eutrophic; underweight; overweightand obese) of the mother. The frequency of LBW was 10%. Short-statured mothers (1st …,PLoS One,2013,17
An approach to xml path matching,Alexander R Vinson; Carlos A Heuser; Altigran S da Silva; Edleno S de Moura,Abstract In applications that accomplish XML data integration and XML instance querying;the problem of XML path matching plays a central role. This paper presents an approach formatching XML paths that consists of (1) PathSim; a similarity function specifically designedfor matching XML paths and (2) a set of pre-processing functions to be applied to XML pathsthat are to be compared by a similarity function. The reported experiments demonstrate thatPathSim achieves matches of higher quality than a similarity function for XML paths found inliterature. The experiments further show that matches of higher quality are achieved whenthe proposed pre-processing functions are employed.,Proceedings of the 9th annual ACM international workshop on Web information and data management,2007,17
A strategy for allowing meaningful and comparable scores in approximate matching,Carina F Dorneles; Marcos Freitas Nunes; Carlos A Heuser; Viviane P Moreira; Altigran S da Silva; Edleno S de Moura,Abstract Approximate data matching aims at assessing whether two distinct instances ofdata represent the same real-world object. The comparison between data values is usuallydone by applying a similarity function which returns a similarity score. If this score surpassesa given threshold; both data instances are considered as representing the same real-worldobject. These score values depend on the algorithm that implements the function and haveno meaning to the user. In addition; score values generated by different functions are notcomparable. This will potentially lead to problems when the scores returned by differentsimilarity functions need to be combined for computing the similarity between records. In thisarticle; we propose that thresholds should be defined in terms of the precision that isexpected from the matching process rather than in terms of the raw scores returned by the …,Information Systems,2009,16
Perfil da situação de saúde do homem no Brasil,EC Moura; ACM Neves; R Gomes; L Albernaz,*,Rio de Janeiro: Editora Fiocruz,2012,15
Um retrato da web brasileira,Eveline A Veloso; E de Moura; P Golgher; A da Silva; R Almeida; A Laender; RB Neto; Nivio Ziviani,This paper presents a snapshot of the content and structure of the Brazilian Web based ondata collected in April 2000. The study was carried out with the help of a page crawlerimplemented to collect documents of the Brazilian Web (HTML pages; PostScript; PDF; Wordand text files). During the collecting process; data related to the organization and structure ofthe Brazilian Web was stored. We present some important characteristics of the BrazilianWeb; such as the average file size; the number of hosts; the average number of links perpage; and we estimate the size of the Brazilian Web based on the data collected.,Anais do XXI Seminário Integrado de Hardware e Software (SEMISH 00); Curitiba; Paraná; Brasil,2000,15
An evolutionary approach to complex schema matching,MoiséS Gomes De Carvalho; Alberto HF Laender; Marcos André GonçAlves; Altigran S Da Silva,Abstract The schema matching problem can be defined as the task of finding semanticrelationships between schema elements existing in different data repositories. Despite theexistence of elaborated graphic tools for helping to find such matches; this task is usuallymanually done. In this paper; we propose a novel evolutionary approach to addressing theproblem of automatically finding complex matches between schemas of semantically relateddata repositories. To the best of our knowledge; this is the first approach that is capable ofdiscovering complex schema matches using only the data instances. Since we only exploitthe data stored in the repositories for this task; we rely on matching strategies that are basedon record deduplication (aka; entity-oriented strategy) and information retrieval (aka; value-oriented strategy) techniques to find complex schema matches during the evolutionary …,Information Systems,2013,14
A site oriented method for segmenting web pages,David Fernandes; Edleno Silva de Moura; Altigran Soares da Silva; Berthier Ribeiro-Neto; Edisson Braga,Abstract Information about how to segment a Web page can be used nowadays byapplications such as segment aware Web search; classification and link analysis. In thisresearch; we propose a fully automatic method for page segmentation and evaluate itsapplication through experiments with four separate Web sites. While the method may beused in other applications; our main focus in this article is to use it as input to segment awareWeb search systems. Our results indicate that the proposed method produces bettersegmentation results when compared to the best segmentation method we found inliterature. Further; when applied as input to a segment aware Web search method; itproduces results close to those produced when using a manual page segmentation method.,Proceedings of the 34th international ACM SIGIR conference on Research and development in Information Retrieval,2011,13
Learning to expand queries using entities,Wladmir C Brandão; Rodrygo LT Santos; Nivio Ziviani; Edleno S Moura; Altigran S Silva,Abstract A substantial fraction of web search queries contain references to entities; such aspersons; organizations; and locations. Recently; methods that exploit named entities havebeen shown to be more effective for query expansion than traditional pseudorelevancefeedback methods. In this article; we introduce a supervised learning approach that exploitsnamed entities for query expansion using Wikipedia as a repository of high-quality feedbackdocuments. In contrast with existing entity-oriented pseudorelevance feedback approaches;we tackle query expansion as a learning-to-rank problem. As a result; not only do we selecteffective expansion terms but we also weigh these terms according to their predictedeffectiveness. To this end; we exploit the rich structure of Wikipedia articles to devisediscriminative term features; including each candidate term's proximity to the original …,Journal of the Association for Information Science and Technology,2014,12
Coleta e análise de grandes bases de dados de redes sociais online,Fabrício Benevenuto; J Almeida; A Silva,Resumo Redes sociais online têm se tornado extremamente populares; levando aosurgimento e à crescente popularização de uma nova onda de aplicações na Web.Associado a esse crescimento; redes sociais estão se tornando um tema central depesquisas em diversas áreas da Ciência da Computação. Este mini-curso oferece umaintrodução ao pesquisador que pretende explorar esse tema. Inicialmente; apresentamosas principais características das redes sociais mais populares atualmente. Em seguida;discutimos as principais métricas e análises utilizadas no estudo dos grafos que formam atopologia das redes sociais. Finalmente; sumarizamos as principais abordagens para coletae tratamento de dados de redes sociais online; e discutimos trabalhos recentes que ilustramo uso de tais técnicas.,Jornadas de Atualização em Informática (JAI),2011,12
Adaptive and flexible blocking for record linkage tasks,Luiz Osvaldo Evangelista; Eli Cortez; Altigran S da Silva; Wagner Meira Jr,Abstract In data integration tasks; records from a single dataset or from different sourcesmust often be compared to identify records that represent the same real world entity. Thecost of this search process for finding duplicate records grows quadratically as the number ofrecords available in the data sources increases and; for this reason; direct approaches; suchas comparing all record pairs; must be avoided. In this context; blocking methods are used tocreate,Journal of Information and Data Management,2010,12
Labeling data extracted from the web,Altigran S Da Silva; Denilson Barbosa; Joao MB Cavalcanti; Marco AS Sevalho,Abstract We consider finding descriptive labels for anonymous; structured datasets; such asthose produced by state-of-the-art Web wrappers. We give a probabilistic model to estimatethe affinity between attributes and labels; and describe a method that uses a Web searchengine to populate the model. We discuss a method for finding good candidate labels forunlabeled datasets. Ours is the first unsupervised labeling method that does not rely onmining the HTML pages containing the data. Experimental results with data from 8 differentdomains show that our methods achieve high accuracy even with very few search engineaccesses.,OTM Confederated International Conferences" On the Move to Meaningful Internet Systems",2007,12
Análise de dados em forma de pontos,Christovam Barcellos; AS Silva; ALSS Andrade,*,Introdução à estatística espacial para a Saúde Pública (Série Capacitação e atualização em geoprocessamento em saúde). Brasília: Ministério da Saúde,2007,12
Information retrieval aware web site modelling and generation,Keyla Ahnizeret; David Fernandes; Joao MB Cavalcanti; Edleno Silva de Moura; Altigran S da Silva,Abstract Design and maintenance of large corporate Web sites have become a challengingproblem due to the continuing increase in their size and complexity. One particular featurepresent in the majority of this sort of Web sites is searching for information. However thesolutions provided so far; which is based on the same techniques used for search in theopen Web; have not provided a satisfactory performance to specific Web sites; oftenresulting in too much irrelevant content in a query answer. This paper proposes an approachto Web site modelling and generation of intrasite search engines; combining applicationmodelling and information retrieval techniques. Our assumption is that giving searchengines access to the information provided by conceptual representations of the Web siteimproves their performance and accuracy. We demonstrate our proposal by describing a …,International Conference on Conceptual Modeling,2004,12
On the relational representation of complex specialization structures,Altigran S da Silva; Alberto HF Laender; Marco A Casanova,Abstract The mapping of entity-relationship schemas (ER schemas) that contain complexspecialization structures into the relational model requires the use of specific strategies toavoid inconsistent states in the final relational database. In this paper; we show that for thismapping to be correct it is required to enforce a special kind of integrity constraint; the keypairing constraint (KPC). We present a mapping strategy that use simple inclusiondependencies to enforce KPC and show that this strategy can be used to correctly mapspecialization structures that are more general than the simple specialization structuresconsidered by previous strategies.,Information Systems,2000,11
Semi-supervised genetic programming for classification,Filipe de Lima Arcanjo; Gisele Lobo Pappa; Paulo Viana Bicalho; Wagner Meira Jr; Altigran Soares da Silva,Abstract Learning from unlabeled data provides innumerable advantages to a wide range ofapplications where there is a huge amount of unlabeled data freely available. Semi-supervised learning; which builds models from a small set of labeled examples and apotential large set of unlabeled examples; is a paradigm that may effectively use thoseunlabeled data. Here we propose KGP; a semi-supervised transductive geneticprogramming algorithm for classification. Apart from being one of the first semi-supervisedalgorithms; it is transductive (instead of inductive); ie; it requires only a training dataset withlabeled and unlabeled examples; which should represent the complete data domain. Thealgorithm relies on the three main assumptions on which semi-supervised algorithms arebuilt; and performs both global search on labeled instances and local search on …,Proceedings of the 13th annual conference on Genetic and evolutionary computation,2011,10
Building a research social network from an individual perspective,Alberto HF Laender; Mirella M Moro; Marcos André Gonçalves; Clodoveu A Davis Jr; Altigran S da Silva; Allan JC Silva; Carolina AS Bigonha; Daniel Hasan Dalip; Eduardo M Barbosa; Eli Cortez; Peterson S Procópio Jr; Rafael Odon de Alencar; Thiago NC Cardoso; Thiago Salles,Abstract In this poster paper; we present an overview of CiênciaBrasil; a research socialnetwork involving researchers within the Brazilian INCT program. We describe itsarchitecture and the solutions adopted for data collection; extraction; and deduplication; andfor materializing and visualizing the network.,Proceedings of the 11th annual international ACM/IEEE joint conference on Digital libraries,2011,10
Automatically filling form-based web interfaces with free text inputs,Guilherme A Toda; Eli Cortez; Filipe Mesquita; Altigran S da Silva; Edleno Moura; Marden Neubert,Abstract On the web of today the most prevalent solution for users to interact with data-intensive applications is the use of form-based interfaces composed by several data inputfields; such as text boxes; radio buttons; pull-down lists; check boxes; etc. Although theseinterfaces are popular and effective; in many cases; free text interfaces are preferred overform-based ones. In this paper we discuss the proposal and the implementation of a novelIR-based method for using data rich free text to interact with form-based interfaces. Oursolution takes a free text as input; extracts implicitly data values from it and fills appropriatefields using them. For this task; we rely on values of previous submissions for each field;which are freely obtained from the usage of form-based interfaces,Proceedings of the 18th international conference on World wide web,2009,10
A cost-effective method for detecting web site replicas on search engine databases,André Luiz da Costa Carvalho; Edleno Silva de Moura; Altigran Soares da Silva; Klessius Berlt; Allan Bezerra,Abstract Identifying replicated sites is an important task for search engines. It can reducedata storage costs; improve query processing time and remove noise that might affect thequality of the final answers given to the user. This paper introduces a new approach todetect web sites that are likely to be replicas in a search engine database. Our method usesthe websites' structure and the content of their pages to identify possible replicas. As weshow through experiments; such a combination improves the precision and reduces theoverall costs related to the replica detection task. Our method achieves a qualityimprovement of 47.23% when compared to previously proposed approaches.,Data & Knowledge Engineering,2007,10
Integrating Web Data and Geographic Knowledge into Spatial Databases.,Alberto HF Laender; Karla AV Borges; Joyce CP Carvalho; Claudia Bauzer Medeiros; Altigran Soares da Silva; Clodoveu A Davis Jr,Abstract With the phenomenal growth of the World Wide Web; rich data sources on manydifferent subjects have become available online. Some of these sources store daily facts thatoften involve textual geographic descriptions. These descriptions can be perceived asindirectly georeferenced data–for example; addresses; telephone numbers; zip codes andplace names. In this chapter we focus on using the Web as an important source of urbangeographic information and propose to enhance urban Geographic Information Systems(GIS) using indirectly georeferenced data extracted,*,2005,10
The Debye environment for web data management,Alberto HF Laender; Altigran S Da Silva; Paulo B Golgher; Berthier Ribeiro-Neto; IMR Evangelista Filha; Karine V Magalhães,The paper discusses the Debye (Data Extraction By Example) environment which lets usersextract and manage semistructured data available from Web sources; using an extendedform of nested tables as its fundamental paradigm. Currently; the Debye tools are fullyimplemented as prototypes for applications that use data from heterogeneous Web sources.For instance; developers have recently used Debye to build a repository that integrates datafrom the digital libraries of several universities.,IEEE Internet computing,2002,10
Ritmos da vida,Mirian David Marques; Nelson Marques; Luiz Menna-Barreto; Ana Amélia Benedito Silva; José Cipolla-Neto,*,Ciência hoje,1989,10
Lepref: Learn to precompute evidence fusion for efficient query evaluation,André L Costa Carvalho; Cristian Rossi; Edleno S Moura; Altigran S Silva; David Fernandes,Abstract State-of-the-art search engine ranking methods combine several distinct sources ofrelevance evidence to produce a high-quality ranking of results for each query. The fusion ofinformation is currently done at query-processing time; which has a direct effect on theresponse time of search systems. Previous research also shows that an alternative toimprove search efficiency in textual databases is to precompute term impacts at indexingtime. In this article; we propose a novel alternative to precompute term impacts; providing ageneric framework for combining any distinct set of sources of evidence by using a machine-learning technique. This method retains the advantages of producing high-quality results;but avoids the costs of combining evidence at query-processing time. Our method; calledLearn to Precompute Evidence Fusion (LePrEF); uses genetic programming to compute a …,Journal of the Association for Information Science and Technology,2012,9
DEByE-Uma ferramenta para Extração de Dados Semi-Estruturados.,Alberto HF Laender; Elaine S Silva; Altigran Soares da Silva,*,SBBD,1999,9
A new approach for verifying URL uniqueness in web crawlers,Wallace Favoreto Henrique; Nivio Ziviani; Marco Antônio Cristo; Edleno Silva de Moura; Altigran Soares Da Silva; Cristiano Carvalho,Abstract The Web has become a huge repository of pages and search engines allow usersto find relevant information in this repository. Web crawlers are an important component ofsearch engines. They find; download; parse content and store pages in a repository. In thispaper; we present a new algorithm for verifying URL uniqueness in a large-scale webcrawler. The verifier of uniqueness must check if a URL is present in the repository of uniqueURLs and if the corresponding page was already collected. The algorithm is based on anovel policy for organizing the set of unique URLs according to the server they belong to;exploiting a locality of reference property. This property is inherent in Web traversals; whichfollows from the skewed distribution of links within a web page; thus favoring references toother pages from a same server. We select the URLs to be crawled taking into account …,International Symposium on String Processing and Information Retrieval,2011,8
GoGetIt!: a tool for generating structure-driven web crawlers,Márcio LA Vidal; Altigran S da Silva; Edleno S de Moura; João Cavalcanti,Abstract We present GoGetIt!; a tool for generating structure-driven crawlers that requires aminimum effort from the users. The tool takes as input a sample page and an entry point to aWeb site and generates a structure-driven crawler based on navigation patterns; sequencesof patterns for the links a crawler has to follow to reach the pages structurally similar to thesample page. In the experiments we have performed; structure-driven crawlers generated byGoGetIt! were able to collect all pages that match the samples given; including those pagesadded after their generation.,Proceedings of the 15th international conference on World Wide Web,2006,8
Crescimento de Carassius auratus (Actinopterygii: Cypriniformes) em tanques com e sem abrigo,AST SILVA; UH SCHULZ,*,Acta Biológica Leopondendia,2006,8
Using nested tables for representing and querying semistructured web data,Irna MR Evangelista Filha; Altigran S da Silva; Alberto HF Laender; David W Embley,Abstract This paper proposes an approach for representing and querying semistructuredWeb data; which is based on nested tables allowing internal nested structural variations. Ourmotivation is to reduce the complexity found in typical query languages for semistructureddata and to provide users with an alternative for quickly querying data obtained from multiple-record Web pages. We show the feasibility of our proposal by developing a prototype for agraphical query interface called QSByE (Querying Semistructured data By Example); whichimplements a set of QBE-like operations that extends typical nested-relational-algebraoperations to handle semistructured data.,International Conference on Advanced Information Systems Engineering,2002,8
Storing semistructured data in relational databases,Karine V Magalhaes; Alberto HF Laender; Altigran Soares da Silva,Abstract This paper presents an approach to storing semistructured data in relationaldatabases. We focus on semistructured data as extracted from Web pages by a tool calledDEBYE (Data Extraction By Example); and organized according to its data model; theDEByE Object Model (DEByE-OM). The approach presented here consists in representingthe structure of the objects extracted by DEByE by a relational schema and populating thecorresponding database accordingly. We also show how to retrieve such objects byautomatically transforming high-level query specifications (query patterns) into SQL queriesthat are executed over the relational database. Experiments results carried out to evaluateour approach are also described.,String Processing and Information Retrieval; 2001. SPIRE 2001. Proceedings. Eighth International Symposium on,2001,8
Ranking candidate networks of relations to improve keyword search over relational databases,Pericles de Oliveira; Altigran da Silva; Edleno de Moura,Relational keyword search (R-KwS) systems based on schema graphs take the keywordsfrom the input query; find the tuples and tables where these keywords occur and look forways to “connect” these keywords using information on referential integrity constraints; ie;key/foreign key pairs. The result is a number of expressions; called Candidate Networks(CNs); which join relations where keywords occur in a meaningful way. These CNs are thenevaluated; resulting in a number of join networks of tuples (JNTs) that are presented to theuser as ranked answers to the query. As the number of CNs is potentially very high; handlingthem is very demanding; both in terms of time and resources; so that; for certain queries;current systems may take too long to produce answers; and for others they may even fail toreturn results (eg; by exhausting memory). Moreover; the quality of the CN evaluation may …,Data Engineering (ICDE); 2015 IEEE 31st International Conference on,2015,7
Learning URL normalization rules using multiple alignment of sequences,Kaio Wagner Lima Rodrigues; Marco Cristo; Edleno Silva de Moura; Altigran Soares da Silva,Abstract In this work; we present DUSTER; a new approach to detect and eliminateredundant content when crawling the web. DUSTER takes advantage of a multi-sequencealignment strategy to learn rewriting rules able to transform URLs to other likely to havesimilar content; when it is the case. We show the alignment strategy that can lead to areduction in the number of duplicate URLs 54% larger than the one achieved by our bestbaseline.,International Symposium on String Processing and Information Retrieval,2013,7
