Probabilistic seismic response analysis of a 3-D reinforced concrete building,Marco Faggella; Andre R Barbosa; Joel P Conte; Enrico Spacone; Jose I Restrepo,Abstract This paper presents the probabilistic seismic demand analysis with respect toseismic input uncertainty only of a 3-D reinforced concrete building model subjected to three-component earthquake ground motion excitation. Response history analyses are carried outon a nonlinear frame model. Probability distributions are assumed for the ground motionIntensity Measure (IM) taken as the linear 5% damped elastic spectral acceleration at thefundamental period of the structure. Part of the framework of the so-called PerformanceBased Earthquake Engineering (PBEE) methodology developed by the Pacific EarthquakeEngineering Research (PEER) Center is used in this study. This paper has two mainobjectives. The first objective is to perform a probabilistic demand analysis of an existingbuilding conditional on the ground motion IM. The second objective is to use the results …,Structural Safety,2013,30
Mapped Workflow for Safety and Reliability Assessments of Use and Reuse of Formwork,Andre Barbosa; John Gambatese; Amrutha Das; Ana Catarina Pestana,Concrete formwork is a common type of temporary structure used on construction projects.Because of difficulties in considering actual construction site implications during formworkdesign; assessments of formwork integrity often are made in the field by site personnelbased on subjective visual inspection. Further; the construction and placement of concreteformwork continues to be a high-risk activity; especially in regard to fall injuries and fatalities.This paper presents a research study in which work and material flow for the typicalformwork construction process are mapped and the risks associated with each stage of theprocess are characterized to investigate the effects of construction site conditions andoperations on concrete formwork. Development of the process and identification of the riskswere based on interviews of construction site personnel involved in formwork construction …,*,2014,2
Response verification of a reinforced concrete bearing wall building located in an area of high seismic hazard,Marios Panagiotou; Geonwoo Kim; Andre Barbosa; José I Restrepo,This report discusses the results of an investigation performed to evaluate the seismicresponse of the draft example of a 7-story bearing wall reinforced concrete residentialbuilding proposed as a design model by the Portland Cement Association (PCA); thereaftertermed the PCA building. The building is that described by PCA (2006) for a region of highseismicity. The bearing walls were designed and detailed for the combined effects of gravityand lateral forces. This report is focused on the seismic shear force demand on the walls.The study considers the effect of the effective flange width as well as the effect of unintendedcoupling between walls through the slab. It is noted that these two effects were found to havean important contribution on the shear force demand in the 7-story building slice tested atUCSD on the Large High-Performance Outdoor Shake Table (Panagiotou and Restrepo …,Rep. prepared for the Portland Cement Association,2009,2
Seismic performance of buildings in Nepal after the Gorkha earthquake,Humberto Varum; Rakesh Dumaru; André Furtado; André R Barbosa; Dipendra Gautam; Hugo Rodrigues,Abstract Following the strong earthquake of Gorkha; Nepal; on April 25; 2015; and a strongaftershock on May 12; a field reconnaissance of structural damage and structural collapseswas performed around the affected areas; particularly in the region around the capitalKathmandu. The main goal was to develop detailed descriptions of the seismic performanceof the Nepalese building stock. To achieve this goal; the field reconnaissance survey wascarried out after the two main seismic events. In this chapter; a summary of the survey isprovided; focusing on both recent reinforced concrete (RC) buildings and older substandardconstructions. In addition; detailed descriptions of the observed damage to urban masonrybuilding stock and rural vernacular constructions are provided. This chapter presentsevidence from the field that justifies the observed seismic performance and enables the …,*,2018,1
Performance of medium-to-high rise reinforced concrete frame buildings with masonry infill in the 2015 Gorkha; Nepal; earthquake,Andre R Barbosa; Larry A Fahnestock; Damon R Fick; Dipendra Gautam; Rajendra Soti; Richard Wood; Babak Moaveni; Andreas Stavridis; Michael J Olsen; Hugo Rodrigues,Following the 25 April 2015 Mw 7.8 Gorkha; Nepal; earthquake and subsequent aftershocks;field surveys were conducted on medium-to-high rise reinforced concrete (RC) framebuildings with masonry infill located in the Kathmandu Valley. Rapid visual assessment;ambient vibration testing; and ground-based lidar (GBL) showed that these buildingssuffered damage ranging from light to severe; where damage occurred in both structural andnonstructural elements; but was most prevalent in nonstructural masonry infills. Finite-element structural analyses of selected buildings corroborate field observations of onlymodest structural damage. The lack of severe structural damage in this relatively limitedclass of engineered medium-to-high rise RC infill frame buildings illustrates the impact ofmodern seismic design standards and stands in stark contrast to the severe damage and …,Earthquake Spectra,2017,1
High strength reinforcing steel bars: Concrete shear friction interface,André R Barbosa; David Trejo; Drew Nielson,High-strength steel (HSS) reinforcement; specifically ASTM A706 Grade 80 (550); is nowpermitted by the AASHTO LRFD Bridge Design Specifications for use in reinforced concretebridge components in non-seismic regions. Using Grade 80 (550) steel reinforcementinstead of Grade 60 (420) steel reduces material and construction costs. However; statehighway agencies (SHAs) only allow Grade 80 (550) reinforcing steel in bridge structuralelements that are not expected to undergo large strain reversals. The American Associationof State Highway and Transportation Officials (AASHTO) and SHAs have concerns withusing Grade 80 (550) reinforcement in elements designed for concrete shear interfacesexperimental data and currently limit the design value to the yield value of the Grade 60(420) reinforcing steel bars. The report presents research developed to date on …,*,2017,1
Effects of ground-motion duration on the response of a 9-story steel frame building,Andre R Barbosa; Filipe LA Ribeiro; Luis C Neves,ABSTRACT Subduction zone earthquake motions present a significant hazard in NorthernCalifornia and the Pacific Northwest; as well as other parts of the world. Compared toshallow crustal earthquake motions; subduction zone earthquake motions present longerduration and lower frequency content. As a consequence; the response of structuressubjected to these two types of ground motions can be expected to be considerably different.However; current design codes were calibrated considering only crustal motions; and theincreased vulnerability of existing and new structures to subduction zone earthquakes islargely unknown. In the present paper; the performance of a steel moment resisting framebuilding structure is studied under subduction zone earthquake motions and shallow crustalearthquake motions. The 9-story building is part of a set of buildings designed and …,10th US National Conference on Earthquake Engineering. Anchorage; AK,2014,1
Numerical analysis of steel moment resisting frames under mainshock-aftershock seismic sequences,F Ribeiro; A Barbosa; L Neves,Abstract The report presented herein presents a reliability-based framework for quantifyingthe structural robustness considering the occurrence of a major earthquake (mainshock) andsubsequent cascading hazard events; such as aftershocks that are triggered by themainshock. These events can significantly increase the probability of failure of buildings;especially for structures that are damaged during the mainshock. The application of theproposed framework is exemplified through three numerical case studies. The case studiescorrespond to three SAC steel moment frame buildings of 3-; 9-; and 20-stories; which weredesigned to pre-Northridge codes and standards. Two-dimensional nonlinear finite elementmodels of the buildings are developed using the Open System for Earthquake EngineeringSimulation framework (OpenSees); using a finite-length plastic hinge beam model and a …,Rep. No. Kiewit—2012,2012,1
Seismic Robustness Assessment of Code Compliant Steel Moment Resisting Frame Under Seismic Triggered Sequences of Events,Filipe LA Ribeiro; Luís C Neves; André R Barbosa,SUMMARY: Earthquakes cannot be seen as isolated hazard events. High intensityearthquakes usually lead to secondary hazard events; such as fire; blasts; aftershocks andtsunamis; whose consequences have significant impact on life safety in post-mainshock riskscenarios. These secondary events that follow major earthquakes are not considered incodes. In this study; a probabilistic framework for evaluation of the structural safety undersequences of events is presented. After quantifying the structural safety; considering twospecific seismic triggered sequences of events; and comparing it to that associated with themainshock alone; a measure of the structural robustness to cascading events can bedefined; independently of current life safety requirements present in codes. A newlydesigned steel frame building to be located in Lisbon; Portugal; is used as a case study. A …,15th Word Conference on Earthquake Engineering (15WCEE). Lisbon; Portugal,2012,1
Modelação numérica de pontes incluindo interacção encontro-superestrutura,André R Barbosa; Laura Caldeira; Manuel Gonçalves da Silva,SUMÁRIO Os encontros de pontes assumem um papel fulcral na sua operacionalidadeapós a ocorrência de eventos sísmicos intensos. A resposta dinâmica de pontes é afectadapela interacção solo-encontro-superestrutura e por fenómenos de propagação de ondassísmicas nos solos na proximidade dos encontros. No entanto; devido à complexidade demodelos que considerem efeitos de interacção dinâmica solo-encontro e de propagação deondas; é habitual a utilização de métodos simplificados alternativos que não integram arepresentação dos aspectos mencionados. Nesta comunicação apresentam-se resultadosda modelação numérica do comportamento não-linear duma ponte sujeita a acçõessísmicas incluindo interacção encontro-superestrutura. A estrutura modelada é uma pontede betão armado pré-esforçado construída sobre o Rio Alva na proximidade de Coja …,7o Congresso de Sismologia e Engenharia Sísmica,2007,1
Development of Physics-Based Tsunami Fragility Functions Considering Structural Member Failures,Mohammad S Alam; Andre R Barbosa; Michael H Scott; Daniel T Cox; John W van de Lindt,Abstract A probabilistic framework is presented for the development of physics andsimulation-based parametrized tsunami fragility functions for structures accounting forstructural member failures. The proposed framework is general and accounts for materialand geometric sources of uncertainty and makes use of nonlinear finite-element structuralmodels and the first-order second-moment (FOSM) reliability method. The application of theframework is illustrated with the development of parametrized fragility functions for anexample reinforced concrete moment frame building designed to recent United Statescodes. Results indicate that explicit consideration of structural member failures is ofparamount importance because the fragility functions based on global failure criteria that donot account for member failures tend to overpredict damage state capacities. Among the …,Journal of Structural Engineering,2017,*
Structural Tests of Concrete Composite-Cross-Laminated Timber Floors Final Report Report No. 17-01,C. Higgins; A. R Barbosa; C. Blank,*,*,2017,*
Influence of ground motion duration on damage index-based fragility assessment of a plan-asymmetric non-ductile reinforced concrete building,Andre Belejo; Andre R Barbosa; Rita Bento,Abstract The role of ground motion duration on the seismic performance of buildingstructures remains unclear. This paper presents results on the effects of ground motionduration on the seismic behaviour of a 3-D plan-asymmetric reinforced concrete building. Athree-story reinforced concrete building tested in Europe is used as a case study. Anonlinear model of the building with fibre-section distributed inelasticity displacement-basedbeam-column elements is subjected to two ground motion sets:(1) long-duration bi-directional earthquake ground motions; and (2) short-duration bi-directional earthquakeground motions. A new ground motion selection procedure is proposed to isolate the effectof duration on the structural response and on damage assessment. For comparative studies;long-and short-duration ground motions are selected so that they have similar response …,Engineering Structures,2017,*
Seismic assessment of a heavy-timber frame structure with ring-doweled moment-resisting connections,L.G. Rodrigues; J.M. Branco; L.A.C Neves; A.R. Barbosa,Abstract The performance of heavy-timber structures in earthquakes depends strongly onthe inelastic behavior of the mechanical connections. Nevertheless; the nonlinear behaviorof timber structures is only considered in the design phase indirectly through the use of an R-factor or aq-factor; which reduces the seismic elastic response spectrum. To improve theestimation of this; the seismic performance of a three-story building designed with ring-doweled moment resisting connections is analyzed here. Connections and members weredesigned to fulfill the seismic detailing requirements present in Eurocode 5 and Eurocode 8for high ductility class structures. The performance of the structure is evaluated through aprobabilistic approach; which accounts for uncertainties in mechanical properties ofmembers and connections. Nonlinear static analyses and multi-record incremental …,Bulletin of Earthquake Engineering,2017,*
Post-earthquake Field Measurement-Based System Identification and Finite Element Modeling of an 18-Story Masonry-Infilled RC Building,Mohammed A Mohammed; Hanshun Yu; Andre Furtado; Andre R Barbosa; Babak Moaveni; Humberto Varum; Hugo Rodrigues; Nelson Vila-Pouca; Richard L Wood,Abstract This paper describes the system identification and finite element modeling of an 18-story unreinforced masonry infilled reinforced concrete building that was damaged followingthe 2015 M7. 8 Gorkha Earthquake; Nepal; and subsequent aftershocks. The identification isperformed using the ambient vibration data collected using broadband seismometers andaccelerometers. The new apartment building was seismically designed using Indian Codesand Standards. At the time of the earthquake mainshock; its construction was complete asthe building was being finalized for handover to the clients. Following the earthquakemainshock and aftershocks; most of the damage to the building was observed in the non-structural masonry infill walls; while minor damage was observed in the diaphragms andelevator core link beams on lower stories. The ambient vibration response of the …,International Conference on Experimental Vibration Analysis for Civil Engineering Structures,2017,*
Effect of High-Strength Reinforcement Steel on Shear Friction Behavior,Andre R Barbosa; David Trejo; Drew Nielson,Abstract Current bridge provisions limit the contribution of the reinforcing steel in concreteshear interface design to a yield strength of 420 MPa (60 ksi). Because of this; the higheryield strength of high-strength steel (HSS) reinforcing bars cannot currently be used indesign. Only a limited number of tests have been performed to characterize the shear frictionresistance of members containing HSS; and results from these tests indicate that using thefull HSS reinforcing bar yield stress capacity could overestimate the shear interface capacityof the specimens. However; shear friction design using HSS reinforcement at its yieldstrength; if shown viable; could provide constructability benefits. In this work; the effect ofHSS reinforcement on concrete–concrete shear interface capacity is investigated. Thespecimens had varying reinforcing steel ratios (0.42 and 0.64%); bar sizes [# 13M (# 4) …,Journal of Bridge Engineering,2017,*
Assessment of Soil Arching Factor for Retaining Wall Pile Foundations,Andre R Barbosa; Scott A Ashford; Henry B Mason; Andre FV Belejo,Despite the prevalence of the soldier piles retaining wall systems as temporary and evenpermanent shoring systems along state highways; relatively little is known on the effect ofthe foreslope bench width and the slope inclination on the arching capability factor used indesign codes and standards. A review of literature indicated that no full-scale tests wereconducted for soldier pile systems and only a few components have been modeledanalytically; often using 2-D analyses that cannot capture the complex 3-D behavior of thearching behavior in active and passive regions of soldier pile retaining wall systems. To helpaddress this gap in knowledge; an analytical research program is developed herein toassess the current design procedures on soldier pile walls and make recommendations forimprovement; specifically with respect to 3-D effects of soil arching; foreslope sloping …,*,2017,*
High Strength Reinforcing Steel Bars: Concrete Shear Friction Interface: final report: Part A.,André R Barbosa; David Trejo; Drew Nielson,High-strength steel (HSS) reinforcement; specifically ASTM A706 Grade 80 (550); is nowpermitted by the AASHTO LRFD Bridge Design Specifications for use in reinforced concretebridge components in non-seismic regions. Using Grade 80 (550) steel reinforcementinstead of Grade 60 (420) steel reduces material and construction costs. However; statehighway agencies (SHAs) only allow Grade 80 (550) reinforcing steel in bridge structuralelements that are not expected to undergo large strain reversals. AASHTO and SHAs haveconcerns with using Grade 80 (550) reinforcement in elements designed for concrete shearinterfaces experimental data and currently limit the design value to the yield value of theGrade 60 (420) reinforcing steel bars. The report presents research developed to date onperformance of Grade 80 (550) steel in resisting interface shearing actions; which is …,*,2017,*
High strength reinforcing steel bars: low cycle fatigue behavior: final report-part B.,André R Barbosa; David Trejo; Drew Nielson; Vandad Mazerei; Cody Tibbits,High-strength steel (HSS) reinforcing steel; specifically ASTM A706 Grade 80 (550); is nowpermitted by the AASHTO LRFD Bridge Design Specifications for use in reinforced concretebridge components in non-seismic regions. Using Grade 80 (550) reinforcing steel barsinstead of Grade 60 (420) reinforcing steel bars reduces material and construction costs.However; state highway agencies (SHAs) only allow Grade 80 (550) reinforcing steel inbridge structural elements that are not expected to undergo large strain reversals (low cyclefatigue) during an earthquake. AASHTO and SHAs have concerns with using Grade 80(550) reinforcing steel in elements designed for low cycle fatigue due to the lack ofexperimental data. The report presented details research done on performance of Grade 80(550) reinforcing steel under low cycle fatigue; which is crucial to provide designers data …,*,2017,*
High Strength Reinforcing Steel Bars: Low–Cycle Fatigue Behavior,Andre R Barbosa; David Trejo; Drew Nielson; Vandad Mazerei; Cody Tibbits,High-strength steel (HSS) reinforcing steel; specifically ASTM A706 Grade 80 (550); is nowpermitted by the AASHTO LRFD Bridge Design Specifications for use in reinforced concretebridge components in non-seismic regions. Using Grade 80 (550) reinforcing steel barsinstead of Grade 60 (420) reinforcing steel bars reduces material and construction costs.However; state highway agencies (SHAs) only allow Grade 80 (550) reinforcing steel inbridge structural elements that are not expected to undergo large strain reversals (low cyclefatigue) during an earthquake. American Association of State Highway and TransportationOfficials (AASHTO) and SHAs have concerns with using Grade 80 (550) reinforcing steel inelements designed for low cycle fatigue due to the lack of experimental data. The reportpresented details research done on performance of Grade 80 (550) reinforcing steel …,*,2017,*
High Strength Reinforcing Steel Bars,André R Barbosa; David Trejo; Drew Nielson; Vandad Mazerei; Cody Tibbits,*,*,2017,*
Experimental and Numerical Study of Two-Story Post-Tensioned Seismic Resisting CLT Wall with External Hysteretic Energy Dissipaters.,Milena Massari; Marco Savoia; Andre R Barbosa,*,Atti del XVII Convegno ANIDIS L'ingegneria Sismica in Italia,2017,*
Effect of reinforcement grade and ratio on seismic performance of reinforced concrete columns,David Trejo; Timothy B Link; André R Barbosa,Abstract Reinforcement grades higher than 75 ksi (520MPa) are not allowed in membersthat form plastic hinges due to a lack of information on material characteristics and on theseismic performance of columns constructed with high-strength steel (HSS) reinforcement.This research investigated the performance of reinforced concrete columns containingGrade 80 (minimum yield strength of 80 ksi [550 MPa]) HSS reinforcement. Four columnswere subjected to lateral cyclic loading to determine the effects of the steel reinforcementgrade and longitudinal reinforcement ratio. Results indicate that columns constructed withGrade 80 (550) HSS reinforcement achieved similar resistances; similar maximum drifts; andsimilar curvature ductility values when compared with the control columns. Results alsoindicate that the effect of the longitudinal reinforcement ratio on column performance is …,ACI structural journal,2016,*
Evaluation of torsional load transfer for drilled shaft foundations: final report: SPR 304-701.,Armin W Stuedlein; Andre R Barbosa; Qiang Li,Design Method and the Florida District 7 Method; both of which can treat layered cohesiveand cohesionless soils;,*,2016,*
Research Project Work Plan for Performance of High-strength Steel Reinforcement in Shear Friction Applications,Andre Barbosa; David Trejo,*,*,2016,*
Assessing; Coding; and Marking of Highway Structures in Emergency Situations; Volume 3: Coding and Marking Guidelines,Michael J Olsen; Andre Barbosa; Patrick Burns; Alireza Kashani; Haizhong Wang; Marc Veletzos; Zhiqiang Chen; Gene Roe; Kaz Tabrizi,*,*,2016,*
Assessing; Coding; and Marking of Highway Structures in Emergency Situations; Volume 1: Research Overview,Michael J Olsen; Andre Barbosa; Patrick Burns; Alireza Kashani; Haizhong Wang; Marc Veletzos; Zhiqiang Chen; Gene Roe; Kaz Tabrizi,*,*,2016,*
Um ano após o sismo de Gorkha; Nepal: Análise do desempenho do edificado e desafios para a nova construção,Humberto Varum; António Arêde; Nelson Vila Pouca; Xavier Romão; Esmeralda Paupério; Hugo Rodrigues; André Furtado; João Dias-Oliveira; André Barbosa,Há pouco mais de 1 ano; no dia 25 de abril; um dia cheio de significado para a nossahistória recente; acontecia bem longe do nosso país um forte sismo; que atingia gravementeo Nepal (e outros países asiáticos); e que veio a revelar-se numa tragédia de enormedimensão. Só no Nepal os números apontam mais de 9 milvítimas; 6oo mil casas destruídase 23 mil feridos. O fenómeno sísmico é para todo o sistema de proteção civil objeto deenorme preocupação; pelas potenciais consequências que pode gerar e deve ser sempretrabalhado no quadro de uma estratégia mais ampla de Educação para o Risco. Sabemosque a qualquer momento podemos ter uma situação semelhante no nosso país e por issonão devemos descansar nunca no trabalho junto da comunidade que permita; a par dacompreensão dos" fenómenos; capacitar os cidadãos para um trabalho mais concertado …,*,2016,*
High-Performance Bridge Systems for Lifeline Corridors in the Pacific Northwest,Marc O Eberhard; John F Stanton; Hung V Tran; Max T Stephens; Dawn E Lehman; Charles W Roeder; André R Barbosa; David Trejo; Tim Link; Drew Nielson; Vandad Manzarei,This report contributes to the development of three key strategies for increasing the seismicresilience of bridges; accelerating their construction; extending their lifespan; anddecreasing life-cycle costs. The strategies considered were (1) precasting reinforcedconcrete columns;(2) constructing columns with concrete filled steel tubes (CFSTs); and (3)constructing columns with higher-strength steel (GR 80). The precast column strategy wasfurthered by conducting test of precast column to cast-in-place drilled shaft connections anddeveloping a strut-and-tie model to proportion such connections. The strategy of usingCFSTs was furthered by conducting tests of a variety of connections; which then providedthe basis for design recommendations. The effect on seismic performance of using GR 80steel was evaluated by performing four tests of columns and numerous material tests.,*,2015,*
New Strategies for Maintaining Post-Seismic Operations of Lifeline Corridors,David Trejo; André R Barbosa; Tim Link; Marc O Eberhard; Charles W Roeder; Dawn E Lehman; Max Stephens; Hung V Tran; John F Stanton; More Hall,16. Abstract This project furthered the development of three strategies that could positivelyimpact maintaining post-seismic operations of lifeline corridors. In Year 1; most of the focuswas on the development of the three individual strategies. In Year 2; a follow-up project willinclude more formal assessments of the situation in which each strategy might be preferred.The first part of the investigation; performed at Oregon State University; assessed the use ofhigh strength reinforcement (HSS) for use in reinforced concrete (RC) columns. HSS is notcurrently allowed in RC due to lack of information on the material characteristics and lack ofperformance information when used in columns. But potential benefits in construction;performance; and economics justify the need for research; especially for critical corridors.Results indicate that a column constructed with Grade 80 HSS reinforcement performs …,*,2014,*
Numerical modeling of URM infill walls retrofitted with embedded reinforcing steel,Rajendra Soti; Andre R Barbosa; Andreas Stavridis,ABSTRACT Unreinforced masonry (URM) infill walls present a serious threat to communitiesin earthquake prone regions because they typically exhibit brittle and catastrophic failures.These failures have been observed in the aftermath of recent earthquakes such as the 2010Haiti (Mw 7.0) and the 2010 Maule Chile (Mw 8.8). As cost is typically the main hindrance toseismically performing these URM walls; there is therefore a pressing need for developingcost-effective retrofit strategies. The main goal of this study is to propose a solution forseismic retrofit of URM infill walls by providing embedded horizontal and/or verticalreinforcing steel into the pre-cut grooves. To investigate the feasibility of the proposedretrofitting technique; a nonlinear finite element model is developed which simulates theperformance of the infill walls before and after retrofitting. In this study; the reinforced …,*,2014,*
DEVELOPING A SOIL BRIDGE-INTERACTION MODEL FOR STUDYING THE EFFECTS OF LONG-DURATION EARTHQUAKE MOTIONS,KT Romney; AR Barbosa; HB Mason,ABSTRACT The seismic response of a complete soil-bridge system subjected to shallowcrustal and subduction zone earthquakes is the topic of this paper. Specifically; the effects ofearthquake duration on the seismic performance of soil-bridge systems are examined. Thistopic is important; because many bridges worldwide are located in tectonic regionscharacterized by a subducting plate boundary; where high-intensity; long-durationearthquake motions are possible. To date; the effects of earthquake duration are not widelyconsidered during seismic design of bridges. In this paper; a model of a soil-bridge system isdeveloped in the finite element framework OpenSees. The soil-bridge system is subjected toearthquake motions of varying durations using the direct method. Comparative results showthat the number of inelastic excursions in the bridge column and pile increase …,*,2014,*
Seismic Performance of Circular Reinforced Concrete Bridge Columns Constructed with Grade 80 Reinforcement: A Report in Partial Completion of the PacTrans Pr...,David Trejo; André R Barbosa; Tim Link,*,*,2014,*
Seismic Performance of a Tall Diagrid Steel Building with Tuned Mass Dampers,Andre R Barbosa; Garlan Ramadhan,Abstract⎯ The steel diagrid structural system is a recent load bearing and lateral resistingstructural system for tall building structures that is relatively unexplored in the western UnitedStates. One possible reason for the little use of diagrid systems in earthquake prone regionsis the lack of guidelines and application examples illustrating the design and analysis ofthese structures. In this work; a 72-story prototype building is used as an example for whichthe design and analysis of the diagrid system is performed. To mitigate the possible largedisplacement and base shear demands that these structures may undergo under seismicevents; two new design solutions consisting of one or two friction tuned mass damper (TMD)units are explored. In the first solution; a TMD is placed on the top four stories of the buildingand is tuned to reduce the contribution of the fundamental mode of vibration of the …,*,2014,*
Nonlinear Identification of a Seven-Story Shear Wall Building Based on Numerically Simulated Seismic Data,Eliyar Asgarieh; Babak Moaveni; Amin Nozari; Andre R Barbosa; Eleni Chatzi,Abstract This study is focused on evaluating the performance of different approaches fornonlinear finite element (FE) model calibration of a seven-story shear wall structure basedon its response during an earthquake. The seismic response of the structure is simulatednumerically using a refined FE model of a specimen that was tested on the UCSD-NEESshake table in 2006. A simplified FE model of the structure with fewer modeling parametersis calibrated to match the 'measured'data. In this model; nonlinearity is defined by hystereticmodels at fiber elements to represent the behavior of reinforced concrete walls. Calibrationis performed by minimizing different types of residuals between measured/identified andmodel predicted response features (correlation features). Three types of correlation featuresused in this study consist of (1) time-varying modal parameters identified at different …,*,2014,*
HIGH STRENGTH STEEL REINFORCEMENT FOR BRIDGES,David Trejo; Andre Barbosa,*,*,2013,*
Paper 28 Use of High Performance Computing for Probabilistic Seismic Response Sensitivity Analyses of a Building Structure,M Faggella; AR Barbosa; JP Conte; E Spacone; JI Restrepo,Abstract This paper describes the study of the nonlinear probabilistic seismic response andof the seismic response sensitivity of a reinforced concrete building structure. Monte Carlosimulations; Tornado diagram analyses; and the First Order Second Moments (FOSM)analyses are performed making use of the software framework for earthquake engineeringsimulations OpenSees on Teragrid supercomputer machines. The analyses are carried outwithin the framework of the so-called Performance-Based Earthquake Engineering (PBEE).The computation required to perform large scale probabilistic simulations is not suitable tobe handled sequentially. Therefore parallelization represents a crucial step in probabilisticearthquake response analysis.,*,2009,*
PROBABILISTIC SEISMIC RESPONSE SENSITIVITY ANALYSIS OF 3D NONLINEAR MODEL OF R/CBuilding STRUCTURE,M Faggella; AR Barbosa; JP Conte; E Spacone; JI Restrepo,ABSTRACT This paper presents the seismic demand sensitivity analysis of a threedimensional R/C building model subjected to tri-axial earthquake excitation. Probabilitydistributions are assumed for the main structural and material properties and for the groundmotion Intensity Measure IM= Sa (T1). An ensemble of natural ground motion recordings isused in the analyses to represent the inherent randomness in earthquake time histories.Tornado diagrams and Monte Carlo simulations are used to investigate the propagation ofinput uncertainties to Engineering Demand Parameters (EDP) through nonlinear responsehistory analyses on an advanced computational structural model. The sensitivity analyses ofEDPs representative of the seismic response of a fully three-dimensional nonlinear modelyield important information on the significance and relative importance of different …,Valutazione e riduzione della vulnerabilità sismica di edifici in cemento armato,2008,*
FRP Retrofitted RC Columns: Review of confinement models and an introduction to design guidelines,André Barbosa,*,*,2005,*
An application of reliability-based robustness assessment of steel moment,Filipe LA Ribeiro; André R Barbosa; Luís C Neves,The paper presented herein proposes a reliability-based framework for quantifying the struc-5 tural robustness considering the occurrence of a major earthquake (mainshock) andsubsequent 6 cascading hazard events; such as aftershocks that are triggered by themainshock. These events 7 can significantly increase the probability of failure of buildings;especially for structures that are 8 damaged during the mainshock. 9 The application of theproposed framework is exemplified through three numerical case studies. 10 The casestudies correspond to three SAC steel moment frame buildings of 3-; 9-; and 20-stories; 11which were designed to pre-Northridge codes and standards. Two-dimensional nonlinearfinite 12 element models of the buildings are developed using the Open System forEarthquake Engineering 13 Simulation framework (OpenSees); using a finite-length …,*,*,*
HOW MONITORING CLT BUILDINGS CAN REMOVE MARKET BARRIERS AND SUPPORT DESIGNERS IN NORTH AMERICA: AN INTRODUCTION TO PRELIMIN...,Evan L Schmidt; Mariapaola Riggio; Paul F Laleicke; Andre R Barbosa; Kevin Van Den Wymelenberg,Resumo Na América do Norte; a construção de edifícios altos de madeira ainda é inibidapela falta de precedência e incorporação coerente de regulamentação de projeto econstrução. Por esta razão; é necessário demonstrar que os produtos de madeira maciças-como o “Cross-laminated Timber”(CLT)-e os novos edifícios altos em madeira podemsatisfazer ou exceder os padrões de desempenho existentes para concreto e aço (ex.:incêndio; estrutural; comportamento da envolvente do edifício; e facilidade de manutenção).Isso geralmente é realizado através de ensaios em laboratório; análise de engenharia e umrigoroso processo de revisão por peritos. Este artigo apresenta resultados preliminares doprojeto" SMART-CLT"; conduzido através do Institute for Working Forest Landscapes (IWFL)na Oregon State University. Este projeto visa cruzar a investigação de laboratório de …,*,*,*
Earthquake and Tsunami Resiliency Assessment for a Coastal Community in the Pacific Northwest; USA,Micaela Capozzo; Alessandro Rizzi; Ian Paolo Cimellaro; Andre Barbosa; Daniel Cox,In this paper we examine and compare the vulnerabilities of building and highway bridge tothe combined effect of earthquake and tsunami loading. Earthquake-induced groundshaking; ground failure (eg; landslides and liquefaction); and tsunami inundation fragilityfunctions are combined with regional hazard data to estimate the damage and directeconomic loss of building and bridge. We use the city of Seaside; Oregon; as a case studysite; because it is one of the most vulnerable coastal cities in the Pacific North United Statesgiven the threat of an extreme nearfield Cascadia Subduction Zone earthquake andresulting tsunami. We test sensitivity of damage levels using various fragility curves. For thefragility curve analysis; we consider flow depth; velocity and momentum flux ad the intensitymeasure to estimate the probability of a certain damage level based on the known …,*,*,*
Mainshock–Aftershock Interaction Diagram for a 3D Plan-Asymmetric Structure,A Belejo; A Barbosa,The main objective of this paper is to present an application of a methodology fordevelopment of mainshock-aftershock interaction diagrams. A mainshock-aftershockinteraction diagram corresponds to a capacity curve that shows the aftershock spectralaccelerations at a fundamental period of the structure that lead to the structure to fail after thestructure has been subjected to a mainshock; which did not lead to failure. In this context;failure is to be read as “exceeding a given limit state”; which can correspond to a servicelevel or ultimate limit state. This mainshock-aftershock curve is denoted as a capacityinteraction diagram; or interaction diagram in short; since any pair of spectral accelerationsthat fall within the interaction diagram is a non-failure point; while any point falling outside ofthis curve is a failure point. The methodology used to develop the mainshock-aftershock …,*,*,*
Seismic retrofit of reinforced concrete bridge columns using titanium-alloy bars,Mackenzie Lostra; Christopher Higgins; André R Barbosa,Abstract This paper presents results of full-scale laboratory tests of a novel solution forretrofitting seismically vulnerable square reinforced concrete columns using externallymounted titanium alloy bars. The use of titanium alloy bars expands the options available todesigners for improving the seismic performance of older reinforced concrete structures thatdo not meet modern design requirements. The experimental results from three column testsare presented in this paper: a control specimen (conventionally reinforced with detailingrepresentative of existing vintage columns typical of US practice prior to 1970); and twospecimens retrofitted with externally mounted titanium alloy bars acting as flexural ligamentsand confining shell reinforced with a continuous titanium alloy spiral. Test resultsdemonstrated greatly improved ductility and energy dissipation for the retrofitted columns …,*,*,*
