Self-trapping of partially spatially incoherent light,Matthew Mitchell; Zhigang Chen; Ming-feng Shih; Mordechai Segev,Optical spatial solitons have been extensively studied during the last three decades[1]. Self-trappingof optical beams occurs when diffraction is exactly balanced by self- focusing due to an opticalnonlinearity [2]. Self-focusing was first studied in gases [3]; fluids [4]; and solids [5] which possessKerr-like nonlinearities. It has been found that self-trapping of a two dimensional beam in Kerrme- dia is unstable; which leads to catastrophic self-focusing [6] and eventually to beambreakup. Furthermore; even self-trapping of a one dimensional beam in a bulk Kerr mediumis unstable: It suffers from transverse instabil- ities that lead to beam breakup and filamentation[7]. Thus only self-trapping of a one dimensional beam in a slab waveguide is stable in a Kerrmedium [5]. Theoret- ical studies have shown that saturable Kerr media should be able to supportstable self-trapping of a two dimen- sional beam [8]. The first … FIG.2. Photographs of …,Physical review letters,1996,489
Z. Chen; M. Segev; T. Coskun; and DN Christodoulides; Opt. Lett. 21; 1436 (1996).,Zhigang Chen,*,Opt. Lett.,1996,9
Influence of non-specific binding on antigen-antibody binding kinetics for biosensor applications,Ajit Sadana; Zhanchi Chen,Abstract A theoretical analysis is presented for the influence of non-specific binding on thespecific binding of antigen in solution to antibody immobilized on a biosensor surface for first-; one and a half-; second-; and other-order reactions occurring under external diffusion-limited conditions. Both single-step and dual-step binding of antigen to antibody areconsidered. An increase in α (the ratio of non-specific binding to specific binding) and anincrease in the forward binding rate coefficient leads to a decrease in the normalizedantigen concentration near the surface; cs/c 0 and in the amount of antigen boundspecifically to the antibody immobilized on the surface; Γ Ag s/c 0 for a first-order reaction.The presence of non-specific binding complicates the influence of the forward binding ratecoefficient; kfs on the Γ Ag s/c 0 amount for the one and a half-and second-order reactions …,Biosensors and Bioelectronics,1996,9
Induction; modification; and perception of the salicylic acid signal in plant defence.,DF Klessig; J Malamy; J Hennig; P Sanchez-Casas; J Indulski; G Grynkiewicz; Z Chen,Abstract Endogenous salicylic acid (SA) levels increase and several families ofpathogenesis-related genes (including PR-1 and PR-2) are induced during the resistanceresponse of tobacco to tobacco mosaic virus (TMV) infection. We have found that at atemperature (32 degrees C) that prevents the induction of PR genes and resistance; theincreases in SA levels were eliminated. However; when the resistance response wasrestored by shifting inoculated plants to lower temperatures; SA levels increaseddramatically and preceded PR-1 gene expression and necrotic lesion formation associatedwith resistance. SA was also found in a conjugated form whose levels increased in parallelwith the free SA levels. This SA beta-glucoside (SAG) was as active as SA in inducing PR-1gene expression. PR-1 gene induction by SAG was preceded by a transient release of SA …,Biochemical Society symposium,1994,9
Two transitions in single crystal GdBa2Cu3O7− y near Tc,Wang Ke-qin; Chen Zhao-Jia; Xia Jian-Sheng; Chen Zuyao; Zhang Qirui,Abstract The specific heat near Tc for superconducting single crystal GdBa 2 Cu 3 O 7− yhas been measured with an instrument of differential calorimeter at low temperature. Twotransitions were observed between 80.7 K and 87.5 K. They are separated from each other;and the temperature interval φ T between the two specific heat peaks is 3.5 K. It is supposedthat the specific heat jump at higher temperature is due to structural transition and the one atlower temperature is superconducting transition.,Solid state communications,1989,9
Untitled,*,*,*,*,9
Influence of strontium ions incorporated into nanosheet-pore topographical titanium substrates on osteogenic differentiation of mesenchymal stem cells in vitro and o...,Kui Xu; Weizhen Chen; Yan Hu; Xinkun Shen; Gaoqiang Xu; Qichun Ran; Yonglin Yu; Caiyun Mu; Kaiyong Cai,Biophysical cues or biochemical cues were proved to efficiently regulate the fate ofmesenchymal stem cells (MSCs); but their synergistic effects on the biological functions ofMSCs remain to be further investigated. In this study; titanium (Ti) substrates were fabricatedwith distinct sub-micrometer nanosheet-pore topography via a vapor alkaline treatmentmethod. Strontium (Sr) ions were then incorporated into the Ti substrates via ion exchange.Apart from the influence of biophysical cues from topography; MSCs were simultaneouslyaffected by the biochemical cues from the continuously released Sr ions. The MSCs grownonto Ti substrates with Sr incorporated in them displayed higher (p< 0.05 or p< 0.01) cellularfunctions than those of pure Ti substrates; including proliferation; the genes and proteinsexpressions of osteogenic markers and mineralization potential when comparing them …,Journal of Materials Chemistry B,2016,8
Efficient optical energy harvesting in self-accelerating beams,Domenico Bongiovanni; Yi Hu; Benjamin Wetzel; Raul A Robles; Gregorio Mendoza González; Erwin A Marti-Panameño; Zhigang Chen; Roberto Morandotti,Abstract We report the experimental observation of energetically confined self-acceleratingoptical beams propagating along various convex trajectories. We show that; under anappropriate transverse compression of their spatial spectra; these self-accelerating beamscan exhibit a dramatic enhancement of their peak intensity and a significant decrease oftheir transverse expansion; yet retaining both the expected acceleration profile and theintrinsic self-healing properties. We found our experimental results to be in excellentagreement with the numerical simulations. We expect further applications in such contextswhere power budget and optimal spatial confinement can be important limiting factors.,Scientific reports,2015,8
Effect of promoters on the HDS activity of alumina-supported Co–Mo sulfide catalysts,Xilong Wang; He Fang; Zhen Zhao; Aijun Duan; Chunming Xu; Zhentao Chen; Minghui Zhang; Peng Du; Shaotong Song; Peng Zheng; Kebin Chi,A series of CoMo/δ-Al2O3 catalysts promoted by different organic and inorganic cobalt saltswere successfully prepared using low-cost δ-Al2O3 as a support through a two-stepincipient-wetness impregnation method. The obtained catalysts were indicated as MoCo-N/δ; MoCo-S/δ; MoCo-A/δ and MoCo-D/δ; in which N; S; A; D; and δ represent cobalt nitrate;cobalt sulfate; cobalt acetate; cobalt diacetylmethane; and δ-Al2O3; respectively. The as-synthesized catalysts were introduced to the hydrodesulfurization (HDS) process of fluidcatalytic cracking (FCC) diesel; in a fixed-bed reactor. The oxidized catalysts and thecorresponding sulfurized catalysts for HDS were characterized by UV-vis; Raman; X-raydiffraction; TPR; and XPS techniques. The catalytic activities followed the order of MoCo-A/δ< MoCo-N/δ< MoCo-D/δ< MoCo-S/δ. These catalytic results could be ascribed to the …,RSC Advances,2015,8
Global exponential stability of positive almost periodic solutions for a model of hematopoiesis,Zhibin Chen,Abstract In this paper; we study the existence and global exponential stability of positivealmost periodic solutions for the generalized model of hematopoiesis with multipletimevarying delays. Under proper conditions; we employ a novel proof to establish somecriteria to ensure that all solutions of this model converge exponentially to the positivealmost periodic solution.,Kodai Mathematical Journal,2014,8
Observation of novel edge states in photonic graphene,Mikael C Rechtsman; Yonatan Plotnik; Daohong Song; Matthias Heinrich; Julia M Zeuner; Stefan Nolte; Natalia Malkova; Jingjun Xu; Alexander Szameit; Zhigang Chen; Mordechai Segev,Abstract: The intriguing properties of graphene; a two-dimensional material composed of ahoneycomb lattice of carbon atoms; have attracted a great deal of interest in recent years.Specifically; the fact that electrons in graphene behave as massless relativistic particlesgives rise to unconventional phenomena such as Klein tunneling; the anomalous quantumHall effect; and strain-induced pseudo-magnetic fields. Graphene edge states play a crucialrole in the understanding and use of these electronic properties. However; the coarse orimpure nature of the edges hampers the ability to directly probe the edge states and theirband structure. Perhaps the best example is the edge states on the bearded edge (alsocalled the Klein edge) that have thus far never been observed-because such an edge isunstable in graphene. Here; we use the optical equivalent of graphene-a photonic …,arXiv preprint arXiv:1210.5361,2012,8
Mounting apparatus for storage device,*,A mounting apparatus includes a frame to receive a storage device and a cushion fixed to a rearend of the frame. A number of protrusions extend from an outer side of the cushion away fromthe frame; to protect the storage device and the frame from vibration … The present disclosurerelates to a mounting apparatus for a storage device … An electronic device; such as acomputer; generally includes a frame to fix a storage device; such as a hard disk drive; or a compactdisk read-only memory (CD-ROM) drive to a chassis of the electronic device. However; the frameand the storage device are apt to be shaken by vibration; and therefore can lead to unstableconnections with various connectors within the device … Many aspects of the present embodimentscan be better understood with reference to the following drawings. The components in the drawingsare not necessarily drawn to scale; the emphasis instead being placed upon clearly …,*,2012,8
Light bends itself into an arc,Zhigang Chen,Figure 1: Kaminer et al. showed that shape-preserving beams of light that travel along acircular trajectory emerge as solutions to Maxwell's equations.(Left) Calculated propagationof a self-bending beam. This solution assumes the wave's electric field is polarized in thetransverse direction (TE polarization).(Right) Illustration of a nondiffracting beam bendingaround an obstacle. Kaminer et al. showed that shape-preserving beams of light that travelalong a circular trajectory emerge as solutions to Maxwell's equations.(Left) Calculatedpropagation of a self-bending beam. This solution assumes the wave's electric field is po...Show more,Physics,2012,8
Assessment of fish abundance and distribution using fisheries acoustics and GIS modeling in the Nanxi River of Wenzhou City,Jiangping TAO; Weiming AI; Yutian GONG; Zhijian CHEN; Shanglu LI; Qilang XIE; Shaobo CHEN; Zhiming ZHOU,*,Acta ecologica sinica/Shengtai Xuebao,2010,8
Hybrid nonlinearity supported by nonconventionally biased photorefractive crystals,Peng Zhang; Sheng Liu; Cibo Lou; Yuhan Gao; Jianlin Zhao; Jingjun Xu; Zhigang Chen,Abstract We theoretically and experimentally demonstrate that a nonconventionally biasedphotorefractive crystal can support hybrid nonlinearity; ie; coexistence of self-focusing andself-defocusing nonlinearities under an identical bias condition. It is revealed that thenonlinearity experienced by a one-dimensional (stripe) beam can be switched between self-focusing and self-defocusing solely by changing the beam orientation. For a two-dimensional beam; the hybrid nonlinearity leads to unusual nonlinear beam dynamics withenhanced anisotropy and nonlocality.,Applied Physics B,2009,8
Influence of frequency on tree initiation voltage and electrical tree shape in silicone rubber,Qiong Nie; YX Zhou; ZZ Chen; Hai-hang CHEN,To investigate the influence of frequency on the electrical tree characteristics and thedamage mechanism of such insulation; the characteristics of electrical tree in silicone rubberunder AC voltage of different frequency ranging from 50 Hz to 130 kHz were studied. Thetree initiation voltage was measured at room-temperature and the processes of electricaltree were observed via a digital micro-observing system. From the experiments; it is foundthat the electrical tree in silicone rubber is greatly affected by the frequency of appliedvoltage. With the increase of frequency; tree initiation voltage of silicone rubber decreases.And the frequency can be separated into four stages; while tree initiation voltage appearsdifferent magnitude of decrease. There are 3 kinds of electrical tree during the experiments:branch tree; trunk tree and pine tree. The branch tree and pine tree are the primary …,High voltage engineering,2009,8
Problems and Countermeasures of Water-environment in Pearl River Delta Region [J],Jiong CHENG; Ji-zeng WANG; Ping LIU; Zhi-liang CHEN,The Pearl River Delta region is one of the regions which is abundance in water resources inChina. However; due to the rapid development of economy and civilization in the past 20years; its priority in environment has become deteriorated; and the problems of water-environment of the region has become an important factor which restrict the region'ssustainable development. In this study; main problems and the future stresses of water-environment of the region were analyzed. Furthermore; the main countermeasures of water-environment were put forward; such as the sources of the pollution controlling andintegrated watershed management; which provide scientific reference in the project of water-environment and the prevention of water pollution.,Bulletin of Soil and Water Conservation,2006,8
羊草气孔导度的 Jarvis-类模型,牛海山， 旭日， 张志诚， 陈佐忠,摘要在干旱半干旱气候条件下; 土壤水分状况通常是决定植物气孔导度的重要因素;现有气孔导度模型Jarvis2 类和耦合模型(或光合-导度模型) 未充分考虑这一因素对气孔导度的影响. 本文以Jarvis 气孔导度模型为基础; 提出一个充分考虑土壤水分状况因素的气孔导度模型.该模型对羊草连续两年(1998~ 1999) 野外实地观测结果拟合良好(R2= 01603);预测能力较线性回归方程(R2= 01361) 有明显提高.,生态学杂志,2005,8
Response to ‘‘Comment on ‘Surface‐emitting second‐harmonic generator by intersubband transition in asymmetric quantum wells with slab waveguides’’’[Appl. Phy...,Z Chen; D Cui; M Li; H Lu; G Yang,In Ref. 1; Chen et al. report the observation of second harmonic generation (SHG) byintersubband transitions (ISBT) in asymmetric quantum wells (QWj. Instead of using aBrewster geometry; 2 they have used a surface-emitting waveguide geometry; with twocounterpropagating source beams; a technique which has been extensively used byVakhshoori; 3 for example. However; we think that this geometry cannot be used in thespecial case of SHG by ISBT. This is a consequence of the well-known selection rule ofISBTs. In a GaAs/AlGaAs QW; as the wave vector is quantized along the z axis;perpendicular to the plane of the QWs; an optical transition can occur only if the electric fieldhas a nonvanishing component on this axis. 4P5 In other words; the linear susceptibilitytensor due to ISBTs is reduced to the element x~. The same argument concerning the …,Applied physics letters,1994,8
Osimertinib (AZD9291); a mutant-selective EGFR inhibitor; reverses ABCB1-mediated drug resistance in cancer cells,Xiao-Yu Zhang; Yun-Kai Zhang; Yi-Jun Wang; Pranav Gupta; Leli Zeng; Megan Xu; Xiu-Qi Wang; Dong-Hua Yang; Zhe-Sheng Chen,In recent years; tyrosine kinase inhibitors (TKIs) have been shown capable of inhibiting theATP-binding cassette (ABC) transporter-mediated multidrug resistance (MDR). In this study;we determine whether osimertinib; a novel selective; irreversible EGFR (epidermal growthfactor receptor) TKI; could reverse ABC transporter-mediated MDR. The results showed that;at non-toxic concentrations; osimertinib significantly sensitized both ABCB1-transfected anddrug-selected cell lines to substrate anticancer drugs colchicine; paclitaxel; and vincristine.Osimertinib significantly increased the accumulation of [3 H]-paclitaxel in ABCB1overexpressing cells by blocking the efflux function of ABCB1 transporter. In contrast; nosignificant alteration in the expression levels and localization pattern of ABCB1 wasobserved when ABCB1 overexpressing cells were exposed to 0.3 µM osimertinib for 72 h …,Molecules,2016,7
Guiding and nonlinear coupling of light in plasmonic nanosuspensions,Trevor S Kelly; Yu-Xuan Ren; Akbar Samadi; Anna Bezryadina; Demetrios Christodoulides; Zhigang Chen,We demonstrate two different types of coupled beam propagation dynamics in colloidal goldnanosuspensions. In the first case; an infrared (IR) probe beam (1064 nm) is guided by alow-power visible beam (532 nm) in a gold nanosphere or in nanorod suspensions due tothe formation of a plasmonic resonant soliton. Although the IR beam does not experiencenonlinear self-action effects; even at high power levels; needle-like deep penetration of bothbeams through otherwise highly dissipative suspensions is realized. In the second case; amaster/slave-type nonlinear coupling is observed in gold nanoshell suspensions; in whichthe nanoparticles have opposite polarizabilities at the visible and IR wavelengths. In thislatter regime; both beams experience a self-focusing nonlinearity that can be fine-tuned.,Optics letters,2016,7
Piracetam for aphasia in post-stroke patients: a systematic review and meta-analysis of randomized controlled trials,Jie Zhang; Ruili Wei; Zhongqin Chen; Benyan Luo,Abstract Background Aphasia is a common symptom in post-stroke patients. Piracetam is acommonly used nootropic agent that promises various benefits to brain function; includinglanguage improvement. Objective We performed a systematic review and meta-analysis toassess whether piracetam facilitates the rehabilitation of language performance in post-stroke patients. Methods Randomized controlled trials (RCTs) of piracetam treatment in post-stroke patients published in any language were included; excluding those involving pre-existing cognitive disorders such as dementia and mood disturbances. We searched severaldatabases including PubMed; EMBASE; Cochrane Central; CINAHL; Web of Science; andPsycINFO for RCTs published up to 31 December 2015. We conducted a meta-analysisusing RevMan (version 5.3); with standardized mean differences (SMDs) and fixed-effect …,*,2016,7
Collaborative learning team formation: a cognitive modeling perspective,Yuping Liu; Qi Liu; Runze Wu; Enhong Chen; Yu Su; Zhigang Chen; Guoping Hu,Abstract With a number of students; the purpose of collaborative learning is to assign thesestudents to the right teams so that the promotion of skills of each team member can befacilitated. Although some team formation solutions have been proposed; the problem ofextracting more effective features to describe the skill proficiency of students for bettercollaborative learning is still open. To that end; we provide a focused study on exploitingcognitive diagnosis to model students' skill proficiency for team formation. Specifically; wedesign a two-stage framework. First; we propose a cognitive diagnosis model SDINA; whichcan automatically quantify students' skill proficiency in continuous values. Then; given twodifferent objectives; we propose corresponding algorithms to form collaborative learningteams based on the cognitive modeling results of SDINA. Finally; extensive experiments …,International Conference on Database Systems for Advanced Applications,2016,7
Blood brain barrier disruption in diabetic stroke related to unfavorable outcome,Xinfeng Yu; Xiaojun Xu; Alan Jackson; Jianzhong Sun; Peiyu Huang; Yingying Mao; Zhicai Chen; Min Lou; Quan Jiang; Minming Zhang,<b><i>Background:</i></b> Diabetes mellitus (DM) is associated with a wide range ofmicrovascular abnormalities in the brain. These include the dysfunction of the blood brain b.,Cerebrovascular diseases,2016,7
Incoherent self-accelerating beams,Yaakov Lumer; Yi Liang; Ran Schley; Ido Kaminer; Elad Greenfield; Daohong Song; Xinzheng Zhang; Jingjun Xu; Zhigang Chen; Mordechai Segev,Self-accelerating optical beams form as a direct outcome of interference; initiated by apredesigned initial condition. In a similar fashion; quantum mechanical particles exhibit force-free acceleration as a result of interference effects following proper preparation of the initialSchrödinger wave function. Indeed; interference is at the heart of such wave packets; andhence it is implied that self-accelerating wave packets must be coherent entities. Counter tothat; we demonstrate theoretically and experimentally spatially incoherent self-acceleratingbeams; in both the paraxial and the nonparaxial domains. We show that in principle; thetransverse correlation distance can be as short as a single wavelength; while a properlydesigned initial beam will give rise to shape-preserving acceleration for the same distanceas a coherent accelerating beam propagating on the same trajectory. These findings …,Optica,2015,7
Transfer effect of speech-sound learning on auditory-motor processing of perceived vocal pitch errors,Zhaocong Chen; Francis CK Wong; Jeffery A Jones; Weifeng Li; Peng Liu; Xi Chen; Hanjun Liu,Abstract Speech perception and production are intimately linked. There is evidence thatspeech motor learning results in changes to auditory processing of speech. Whether speechmotor control benefits from perceptual learning in speech; however; remains unclear. Thisevent-related potential study investigated whether speech-sound learning can modulate theprocessing of feedback errors during vocal pitch regulation. Mandarin speakers were trainedto perceive five Thai lexical tones while learning to associate pictures with spoken wordsover 5 days. Before and after training; participants produced sustained vowel sounds whilethey heard their vocal pitch feedback unexpectedly perturbed. As compared to the pre-training session; the magnitude of vocal compensation significantly decreased for the controlgroup; but remained consistent for the trained group at the post-training session. However …,Scientific reports,2015,7
Comparison of biogenic gas fields in the Western Canada Sedimentary Basin and Qaidam Basin: implications for essential geological controls on large microbial ga...,Z Chen; Y Shuai; K Osadetz; T Hamblin; S Grasby; David Keighley,Abstract Compared to conventional thermogenic petroleum; the exploration for largebiogenic gas accumulations is more challenging because the gas occurs commonly atshallow depths in a petroleum system with weak top and lateral seals. In addition tofundamental environmental requirements; such as temperature and formation watercomposition; microbial gas generation and retention require adequate petroleum systemelements in order to form economic accumulations. The geological characteristics ofSoutheast Alberta Gas Field (SAGF); a giant biogenic gas accumulation located insoutheastern Alberta and southwestern Saskatchewan within the Western CanadaSedimentary Basin (WCSB); are compared to those of Sanhu Sag; Qaidam Basin innorthwestern China; to provide insight into the critical geological controls for economic …,Bulletin of Canadian Petroleum Geology,2015,7
Dynamical deformed Airy beams with arbitrary angles between two wings,Yi Liang; Yi Hu; Zhuoyi Ye; Daohong Song; Cibo Lou; Xinzheng Zhang; Jingjun Xu; Roberto Morandotti; Zhigang Chen,We study both numerically and experimentally the acceleration and propagation dynamicsof 2D Airy beams with arbitrary initial angles between their “two wings.” Our results show thatthe acceleration of these generalized 2D Airy beams strongly depends on the initial anglesand cannot be simply described by the vector superposition principle (except for the normalcase of a 90° angle). However; as a result of the “Hyperbolic umbilic” catastrophe (a two-layer caustic); the main lobes of these 2D Airy beams still propagate along parabolictrajectories even though they become highly deformed. Under such conditions; the peakintensity (leading energy flow) of the 2D Airy beams cannot be confined along the main lobe;in contrast to the normal 90° case. Instead; it is found that there are two parabolic trajectoriesdescribing the beam propagation: one for the main lobe; and the other for the peak …,JOSA A,2014,7
Convergence behavior of Cohen–Grossberg neural networks with time-varying delays in the leakage terms,Zhibin Chen; Bingwen Liu,Abstract In this paper; we study the convergence behavior of Cohen–Grossberg neuralnetworks with time-varying delays in the leakage terms. Under proper conditions; weestablish some criteria to guarantee that the solutions of the networks converge locallyexponentially to zero point; which are new and complement of previously known results.Moreover; we give an example to illustrate the effectiveness of our main results.,Neurocomputing,2013,7
Four-point-bending-fatigue behavior of the Cu45Zr45Ag7Al3 bulk metallic glass,LK Zhang; ZH Chen; D Chen; XY Zhao; Q Zheng,Abstract Four-point-bend fatigue experiments were conducted on Cu 45 Zr 45 Ag 7 Al 3 bulkmetallic glass; which was done by the use of an electrohydraulic machine; at a frequency of10 Hz (using a sinusoidal waveform) with an R ratio of 0.1; where R= σ min/σ max (σ minand σ max are the applied minimum and maximum stresses; respectively). This materialshows a fatigue-endurance limit and fatigue ratio of 386±5 MPa and 0.26±0.01; respectively;and the fracture toughness is estimated to be about 23–30 MPa· m 1/2. The fatigue-fracturemorphology indicated that Cu 45 Zr 45 Ag 7 Al 3 has a significantly brittle fracture mode. Thefracture surface can be divided into four regions: crack initiation; crack propagation; fastfracture; and melting regions. The fracture mechanism is discussed.,Journal of Non-Crystalline Solids,2013,7
Temperature effects on electrical tree aging characteristics of silicone rubber,Yuanxiang Zhou; Fei Hou; Qiong Nie; Rui Liu; Liming Yang; Jiankang Zhao; Zhengzheng Chen; Wenbin Xue; Xu Zhang,The operating temperature of power cable system has an important influence on theelectrical performance of high temperature vulcanized (HTV) silicon rubber in the new typesof extra high voltage (EHV) prefabricated cable accessories. In this paper; tests wereconducted to reveal the relationship between the temperature and the electrical tree agingcharacteristics. The results show that; at the temperature of test range; the increasingtemperature results in a slight decrease in the breakdown field strength; as well as anobvious reduction in the electrical tree initiation voltage. It is also found that the electricaltree patterns in HTV silicone rubber are closely related to the temperature. At roomtemperature; the electrical trees are mainly composed of branch-like trees and a few pine-like trees; while only bush-like trees are observed at high temperatures. Based on the …,Gaodianya Jishu/ High Voltage Engineering,2012,7
Permanent genetic resources added to molecular ecology resources database 1 April 2012–31 May 2012,P Abelló; Weiming Ai; Carolin Altmann; Giacomo Bernardi; Olivier Bonato; Kathleen M Burchhardt; Xiao Chen; Zhijian Chen; Dagmar Čížková; Cécile Clouet; Marc A Cubeta; VH GARCIA‐MERCHAN; Nathalie Gauthier; Shane Gibson; Karel Halačka; Faten Hamdi; Thomas Hankeln; Axel Hochkirch; Tomas Hrbek; Alexis M Jackson; Chongwen Lin; SI‐MIN LIN; E Macpherson; Jason Macrander; Eva Marešová; Jan Mendel; Michał Nowak; Guillermo Orti; F Palero; Ivo Papoušek; M Pascual; Thomas Schmitt; Brice X Semmens; JEAN‐CLAUDE STREITO; EN‐WEI TIAN; SHU‐PING TSENG; Michael Veith; Lukáš Vetešník; HURNG‐YI WANG; Jessica Weyer; Stuart Willis; Hui Yu; Zhiming Zhou,Abstract This article documents the addition of 123 microsatellite marker loci to theMolecular Ecology Resources Database. Loci were developed for the following species:Brenthis ino; Cichla orinocensis; Cichla temensis; Epinephelus striatus; Gobio gobio;Liocarcinus depurator; Macrolophus pygmaeus; Monilinia vaccinii-corymbosi; Pelochelyscantorii; Philotrypesis josephi; Romanogobio vladykovi; Takydromus luyeanus andTakydromus viridipunctatus. These loci were cross-tested on the following species: Cichlaintermedia; Cichla ocellaris; Cichla pinima; Epinephelus acanthistius; Gobio carpathicus;Gobio obtusirostris; Gobio sp. 1; Gobio volgensis; Macrolophus costalis; Macrolophusmelanotoma; Macrolophus pygmaeus; Romanogobio albipinnatus; Romanogobiobanaticus; Romanogobio belingi; Romanogobio kesslerii; Romanogobio parvus …,Molecular Ecology Resources,2012,7
非对称速率的双向中继信道物理层网络编码,池新生， 郑宝玉， 陈志成， 魏浩,摘要: 本文提出了基于非对称速率的双向中继信道的物理层网络编码方案.本文所提方案联系实际无线通信信道的差异性; 不但考虑了较差链路的最大传输性能以保证其传输的可靠性; 而且在较优链路采取较高速率进行传输; 从而充分利用较优链路来传输更多信息;增加通信系统的信道容量. 为实现不对称速率传输; 其基本思想是在较差链路中加入已知信息;通过已知信息可减小中继节点接收到的叠加信号的星座图; 使得通信系统的译码性能得到提升.在中继节点; 根据叠加信号的星座图对叠加信号进行联合解调; 在节省了系统工作时隙的同时也减小了系统的复杂度. 仿真结果表明了采用非对称速率传输不但可保证信息传输的可靠性;还可提高通信系统的信道容量; 充分利用系统资源.,信号处理,2012,7
Reconfigurable 3D photonic lattices by optical induction for optical control of beam propagation,P Zhang; NK Efremidis; A Miller; Peigen Ni; Z Chen,Abstract We report on our recent theoretical and experimental studies of three-dimensional(3D) photonic lattice structures which are established in a bulk nonlinear crystal byemploying different optical induction techniques. These 3D photonic lattices bring about newopportunities for controlling the flow of light via coupling engineering originated from thelattice modulation along the beam propagation direction. By fine tuning the latticeparameters; we observe a host of unusual behaviors of beam propagation in suchreconfigurable 3D lattices; including enhanced discrete diffraction; light tunneling inhibition—better known as coherent destruction of tunneling (CDT); anomalous diffraction; negativerefraction; as well as CDT-based image transmission. In addition; we propose anddemonstrate a new way of creating 3D ionic-type photonic lattices by controlled Talbot …,Applied Physics B,2011,7
Address filtering based Wu-Manber multiple patterns matching algorithm,Baojun Zhang; Xiaoping Chen; Lingdi Ping; Zhaohui Wu,Wu-Manber is a widely used multiple patterns matching algorithm. But in practicalapplication; it exist the following limitations. First; there are redundant information andoperations. Second; the prefix table is established; but is hardly used. Third; need to traversethe whole link list. These limitations make the algorithm complicated and affect theperformance of it. Though some limitations have been indicated by others; different ways aretaken in this paper. Prefix table is used to filter the patterns. Address filtering based searchmethod avoids traversing the whole link list. Experimental result shows that the improvedalgorithm has a good performance than the original one.,Computer Science and Engineering; 2009. WCSE'09. Second International Workshop on,2009,7
Analysis and evaluation of color perception,Yan Chen; Zhi-ge Chen,Purpose–The research documented in this paper aims to identify the components andcharacters of color perception and to establish the basis for color perception description andevaluation. Design/methodology/approach–Ten pairs of antonyms obtained on the basis ofinvestigation were suggested to evaluate the perception of color. About 15 color sampleswere prepared for subjective evaluation. The factorial analysis method and artificial neuralnetwork were applied to analyze the evaluation results given by professionals and toestablish the objective basis for color perception evaluation. Findings–The color perceptionscould be distinguished by word pairs. These word pairs were grouped according to theperception characteristics. The relation between color parameters and color perceptioncould be established by artificial neural network technique. Research limitations …,International journal of clothing science and technology,2008,7
SIIPU* S: A semantic pattern learning algorithm,Dawei Hu Dawei Hu; Liu Wenyin Liu Wenyin; Enhong Chen Enhong Chen; Xiaoping Chen Xiaoping Chen; Xin Li Xin Li,The efficacy of pattern-based question answering system is mostly determined by the size ofthe semantic pattern base and the expression capability of the semantic patterns. We findthat the expression capabilities of semantic patterns are determined by their instantiationdegrees. Hence; we propose an evaluation strategy named Semantic Identifiability InversePattern Universality (SIIPU); using which we can estimate the instantiation degree of apattern for a certain semantic requirement. Moreover; on the basis of SIIPU; we propose asemantic pattern learning algorithm named SIIPU* S. Using SIIPU* S we can extract thesemantic patterns at the most appropriate instantiation level for a given semanticrequirement from a training corpus. Preliminary results show the proposed method's efficacyto extract patterns at different instantiation levels and their effects in analyzing questions.,Semantics; Knowledge and Grid; 2006. SKG'06. Second International Conference on,2006,7
Study on tribology properties of lubricating oils containing CaCO3 nanoparticles,ZM Gu; CX Gu; RB Wang; ZG Chen,The morphology and size of the CaCO 3 nanoparticles were examined by transmissionelectron microscope (TEM). The lubricating oils with CaCO 3 nanoparticles were prepared.The tribology tests were carried out in four-ball tribotester. The surface morphology andchemical element states have been tested and analyzed by scanning electron microscope(SEM) and X-ray photoelectron spectrum (XPS). The research results show that thelubricating oil with 0.6% CaCO 3nanoparticles has optimum properties of friction-reductionand wear resistance. The mechanism of friction-reduction and wear resistance wasdiscussed.,Journal of Materials Science and Engineering,2005,7
The numerical simulation of the brazing process of cemented carbide cirque and steel,Xi-shan Yue; Feng-lian SUN,Aiming at brazing crack induced by thermal stress during the process of brazing; finiteelement method was used to analyze the residual stress of joints between the cementedcarbide cirque and steel. The effects of joint shapes and filler metal thickness on thedistribution of residual stress were researched. The result showed that notch wasdisadvantageous to the strength of joints; and the optimal value of filler metal thicknessexisted. The calculated result was consistent with that of the experiment.,TRANSACTIONS-CHINA WELDING INSTITUTION,2005,7
DNA 疫苗免疫佐剂的研究进展,邹丽容， 陈则,DNA 疫苗是最近几年从基因治疗研究领域发展起来的一种新型疫苗; 它能诱导机体产生持久的体液免疫和细胞免疫应答; 能够抗病毒; 细菌和寄生虫的感染; 对自身免疫性疾病和过敏性疾病有一定的疗效作用. 但与传统的灭活疫苗相比; 其免疫效价还比较低; 最近的研究表明:联合使用DNA 疫苗和疫苗佐剂如细胞因子; 协同刺激分子等有助于提高DNA 疫苗的免疫效价;这一发现有利于研制更有效的DNA 疫苗. 本文就通过使用免疫佐剂提高DNA免疫效价的最新进展做一综述.,激光生物學報,2002,7
