Towards sensor database systems,Philippe Bonnet; Johannes Gehrke; Praveen Seshadri,Abstract Sensor networks are being widely deployed for measurement; detection andsurveillance applications. In these new applications; users issue long-running queries overa combination of stored data and sensor data. Most existing applications rely on acentralized system for collecting sensor data. These systems lack flexibility because data isextracted in a predefined way; also; they do not scale to a large number of devices becauselarge volumes of raw data are transferred regardless of the queries that are submitted. In ournew concept of sensor database system; queries dictate which data is extracted from thesensors. In this paper; we define the concept of sensor databases mixing stored datarepresented as relations and sensor data represented as time series. Each long-runningquery formulated over a sensor database defines a persistent view; which is maintained …,International Conference on Mobile Data Management,2001,1079
Leveraging non-uniform resources for parallel query processing,Tobias Mayr; Philippe Bonnet; Johannes Gehrke; Praveen Seshadri,Modular clusters are now composed of nonuniform nodes with different CPUs; disks ornetwork cards so that customers can adapt the cluster configuration to the changingtechnologies and to their changing needs. This challenges dataflow parallelism as theprimary load balancing technique of existing parallel database systems. We show in thispaper that dataflow parallelism alone is ill suited for modular clusters because running thesame operation on different subsets of the data can not fully utilize non-uniform hardwareresources. We propose and evaluate new load balancing techniques that blend pipelineparallelism with data parallelism. We consider relational operators as pipelines of fine-grained operations that can be located on different cluster nodes and executed in parallel ondifferent data subsets to best exploit non-uniform resources. We present an experimental …,Cluster Computing and the Grid; 2003. Proceedings. CCGrid 2003. 3rd IEEE/ACM International Symposium on,2003,7
Never mind the standard here is the TinyOS 802.15. 4 stack,Jan Flora; Philippe Bonnet,Abstract 802.15. 4 has been designed to support wireless monitoring and controlapplications with tight energy budget and limited throughput needs. This sounds promising;but can this standard be efficiently implemented on 8-bit sensor motes with limited resourcesand computing capabilities? Ideally; it should be possible to trim off parts of the stack that arenot relevant for a given sensor profile in order to reduce memory footprint. More generally; itshould be possible to adapt the stack to the hardware limitations of a given platform. In orderto study these issues; we cannot use the implementations provided by radio manufacturers.These are fairly undocumented blackboxes without tuning capabilities. We are thusdeveloping an 802.15. 4 stack in TinyOS on a Motorola HCS08 microcontroller andFreescale MC13192 radio. In the process; we are experiencing the wide gap that exists …,University of Copenhagen; Technical Report,2006,6
Leveraging physical locality to integrate smart appliances in non-residential buildings with ultrasound and Bluetooth low energy,Jonathan Fürst; Kaifei Chen; Mohammed Aljarrah; Philippe Bonnet,Smart appliances and sensors have become widely available. We are deploying them in ourhomes to manage the level of comfort; energy consumption or security. While such smartappliances are becoming an integral part of modern home automation systems; theirintegration into non-residential buildings is problematic. Indeed; smart appliance vendorsrely on the assumption that the Local Area Network (LAN) guarantees locality and a singleunit of use/administration. This assumption is not met in non-residential buildings; where theLAN infrastructure might cover one or several buildings; and where several organizations orfunctional units are co-located. Worse; directly coupling smart appliances to the Internetopens up a range of security issues as device owners have very little control over the waytheir smart appliances interact with external services. In order to address these problems …,Internet-of-Things Design and Implementation (IoTDI); 2016 IEEE First International Conference on,2016,5
BUSICO 3D: building simulation and control in unity 3D,Jonathan Fürst; Gabe Fierro; Philippe Bonnet; David E Culler,Abstract In this demonstration; we present a novel system of building control and simulationfocused on the integration of the physical and virtual worlds. Actuations and schedules canbe manifested either in a physical space or in a virtualization of that space; allowing for morenatural interactions with simulations and easier transferring of schedules and configurationsfrom the simulated virtual environment to a real-world deployment. We provide animplementation using a widely used game engine (Unity 3D) and sMAP (SimpleMeasurement and Actuation Profile); a developed time series database and metadata store.,Proceedings of the 12th ACM Conference on Embedded Network Sensor Systems,2014,5
A practical hardware-assisted approach to customize trusted boot for mobile devices,Javier González; Michael Hölzl; Peter Riedl; Philippe Bonnet; René Mayrhofer,Abstract Current efforts to increase the security of the boot sequence for mobile devices fallinto two main categories:(i) secure boot: where each stage in the boot sequence isevaluated; aborting the boot process if a non expected component attempts to be loaded;and (ii) trusted boot: where a log is maintained with the components that have been loadedin the boot process for later audit. The first approach is often criticized for locking downdevices; thus reducing users' freedom to choose software. The second lacks themechanisms to enforce any form of run-time verification. In this paper; we present thearchitecture for a two-phase boot verification that addresses these shortcomings. In the firstphase; at boot-time the integrity of the bootloader and OS images are verified and logged; inthe second phase; at run-time applications can check the boot traces and verify that the …,International Conference on Information Security,2014,5
EcoIP: An open source image analysis toolkit to identify different stages of plant phenology for multiple species with pan–tilt–zoom cameras,Joel A Granados; Eric A Graham; Philippe Bonnet; Eric M Yuen; Michael Hamilton,Abstract Because of the increased number of cameras employed in environmental sensingand the tremendous image output they produce; we have created a flexible; open-sourcesoftware solution called EcoIP to help automatically determine different phenophases fordifferent species from digital image sequences. Onset and ending dates are calculatedthrough an iterative process:(1) training images are chosen and areas of interestidentified;(2) separation of foreground and background is accomplished based on a naiveBayesian method;(3) a signal is created based on the separation model and (4) it is then fitto a sigmoid that contains the dates of interest. Results using different phenological events ofdifferent species indicate that estimated dates fall within a few days of the observed dates formost cases. Our experiments indicate that color separability and scene illumination are …,Ecological informatics,2013,5
Chapitre 6. L’espace culturel des Français,Philippe Bonnet; Frédéric Lebaron; Brigitte Le Roux,Philippe Bonnet est membre associé du laboratoire Vision; Action; Cognition de l'universitéParis Descartes. Psychosociologue et statisticien de formation; ingénieur de recherche aucnrs; il a travaillé avec Henry Rouanet et Brigitte Le Roux au sein du groupe Mathématiqueset Psychologie. Actuellement; il participe à des recherches en psycholinguistique; ensociologie et travaille plus particulièrement sur l'analyse des données multidimensionnellesainsi que sur l'analyse des données textuelles.,*,2015,4
Service and experiment: Towards a perpetual sensor network testbed without backchannel,Aslak Johansen; Thomas Sorensen; Philippe Bonnet,The sensor network testbeds available today rely on a communication channel different fromthe mote radio-a backchannel-to facilitate mote reprogramming; health monitoring andperformance analysis. Such backchannels are either supported as wired communicationchannels (USB or Ethernet); or via an extra board coupled to the mote under test and thusintroduce significant constraint on the testbed setup and on the mote power budget. WithGreenlab; we wish to study the performance behavior of outdoor sensor networks whereenergy is harvested from the environment. We thus cannot rely on a backchannel. In thispaper; we present the design of the central mechanisms needed to support Greenlab andtheir implementation in TinyOS. These mechanisms are based on a dichotomy between aservice mode; where each mote is participating in testbed management; and an …,Mobile Adhoc and Sensor Systems (MASS); 2011 IEEE 8th International Conference on,2011,4
Lessons from the Hogthrob deployments,Marcus Chang; Cécile Cornou; Klaus S Madsen; Philippe Bonnet,Sensor Nodes. We decided to use BTnodes [Beutel] as a hardware platform. We usedBtnodes rev2; equipped with an ATMega128 micro-controller; 64 KiB of external RAM; andan Ericsson ROK 101 007 Bluetooth module. Our goal was to use the high-bandwidth radio3of the BTnodes to transmit large amounts of data. This opens up for a model where thesensor data is stored locally on the node as it is captured; and periodically transmitted inlarge chunks to the base station. We thus leverage the radioГs bandwidth in order to reduceits duty cycle. We developed an accelerometer board for the BTnode and designed a nodepackaging that could fit the sowГs neck. Sensor Data. In his experiment with individuallyhoused sows; Geers [Geers95] used a sampling rate of 255 Hz. An experiment with the MITLiveNet system used a 50Hz sampling rate to detect shivering [Sung04]. We estimated …,From Automatic to Adaptive Data Acquisition,2009,4
Design of a development platform for HW/SW codesign of wireless integrated sensor nodes,Kashif Virk; Jan Madsen; Andreas Vad Lorentzen; Martin Leopold; Philippe Bonnet; M Hansen,Wireless integrated sensor networks are a new class of embedded computer systems whichhave been made possible mainly by the recent advances in the micro and the nanotechnology. In order to efficiently utilize the limited resources available on a sensor node; weneed to optimize its key design parameters which is only possible by making system-leveldesign decisions about its hardware and software (operating system and applications)architecture. In this paper; we present the design of a sensor node development platform inrelation to an application of wireless integrated sensor networks for sow monitoring. We alsodiscuss the related hardware/software codesign tradeoffs.,Digital System Design; 2005. Proceedings. 8th Euromicro Conference on,2005,4
Analyse géométrique des données: une enquête sur le racisme,Philippe Bonnet; Brigitte Le Roux; Gérard Lemaine,RÉSUMÉ-Dans cet article; nous présentons une démarche d'analyse statistique d'unquestionnaire appliquée à une enquête sur le racisme. La méthodologie suivie est celle del'ana-lyse des données structurées; inspirée des comparaisons spécifiques en analyse devariance; et appliquée à des données géométriques (nuage euclidien). La mise en0153uvre est réalisée grâce au langage d'interrogation de données (LID) implanté dans lelogiciel EyeLID.,Mathematiques Informatique et Sciences Humaines,1996,4
Demo abstract: Human-in-the-loop bms point matching and metadata labeling with babel,Jonathan Fürst; Kaifei Chen; Randy H Katz; Philippe Bonnet,Abstract The inconsistent metadata in Building Management Systems (BMS) hinders thedeployment of cyber-physical applications in non-residential buildings. In this demonstrationwe present Babel; a continuous; human-in-the-loop and crowdsourced approach to thecreation and maintenance of BMS metadata. Occupants provide physical and digital input inform of actuations (eg; the switching of a light) and readings (eg; the reading of the roomtemperature of a thermostat) to Babel. Babel then matches this input to digital points in theBMS based on value equality. We have implemented a prototype of our system in a non-residential building over the BACnet protocol. While our approach can not solve allmetadata problems; this demonstration illustrates that it is able to match many relevantpoints in a fast and precise manner.,Proceedings of the 2nd ACM International Conference on Embedded Systems for Energy-Efficient Built Environments,2015,3
Tuning database design for high performance,Dennis Shasha; Philippe Bonnet,Skip to main content …,*,2004,3
Query processing with heterogeneous resources,Tobias Mayr; Philippe Bonnet; Johannes Gehrke; Praveen Seshadri,In emerging systems; CPUs and memory are integrated into active disks; controllers; andnetwork interconnects. Query processing on these new multiprocessor systems mustconsider the heterogeneity of resources among the components. This leads to the moregeneral problem of how to deal with performance heterogeneity in parallel databasesystems. We study database query processing techniques that increase the leverage ofheterogeneous resources. We show that the traditional algorithms used in shared-nothingparallel databases fail to utilize non-uniform resources. Uniform resource usage across non-uniform components leads to resource bottlenecks. We describe a class of new executiontechniques that balance the usage of system resources using non-uniform intra-operatorparallelism. We show that these techniques improve performance on heterogeneous …,*,2000,3
Editorial to a special section on information fusion in internet of things,Ejaz Ahmed; Mubashir Husain Rehmani; Philippe Bonnet,*,*,2017,2
What's Up with the Storage Hierarchy?,Philippe Bonnet,ABSTRACT Ten years ago; Jim Gray observed that flash was about to replace magneticdisks. He also predicted that the need for low latency would make main memory databasescommonplace. Most of his predictions have proven accurate. Today; who can makepredictions about the future of the storage hierarchy? Both main memory and storagesystems are undergoing profound transformations. First; their design goals are increasinglycomplex (reconfigurable infrastructure at low latency; high resource utilization and stableenergy footprint). Second; the status quo is not an option due to the shortcomings of existingsolutions (memory bandwidth gap; inefficiency of generic memory/storage controllers). Third;new technologies are emerging (hybrid memories; non-volatile memories still under non-disclosure agreements; near-data processing in memory and storage). The impact of …,CIDR,2017,2
GeckoFTL: Scalable Flash Translation Techniques For Very Large Flash Devices,Niv Dayan; Philippe Bonnet; Stratos Idreos,Abstract The volume of metadata needed by a flash translation layer (FTL) is proportional tothe storage capacity of a flash device. Ideally; this metadata should reside in the device'sintegrated RAM to enable fast access. However; as flash devices scale to terabytes; thenecessary volume of metadata is exceeding the available integrated RAM. Moreover;recovery time after power failure; which is proportional to the size of the metadata; isbecoming impractical. The simplest solution is to persist more metadata in flash. Theproblem is that updating metadata in flash increases the amount of internal IOs therebyharming performance and device lifetime. In this paper; we identify a key component of themetadata called the Page Validity Bitmap (PVB) as the bottleneck. PVB is used by thegarbage-collectors of state-of-the-art FTLs to keep track of which physical pages in the …,Proceedings of the 2016 International Conference on Management of Data,2016,2
Crowd-sourced BMS point matching and metadata maintenance with Babel,Jonathan Fürst; Kaifei Chen; Randy H Katz; Philippe Bonnet,Cyber-physical applications; deployed on top of Building Management Systems (BMS);promise energy saving and comfort improvement in non-residential buildings. Suchapplications are so far mainly deployed as research prototypes. The main roadblock towidespread adoption is the low quality of BMS metadata. There is indeed a mismatchbetween (i) the anecdotal nature of metadata for legacy BMS-they are usually initializedwhen the BMS is commissioned and later neglected-; and (ii) the imperious need forconsistent and up-to-date metadata for supporting building analytics or personalized controlsystems. Such applications access sensors and actuators through BMS metadata in form ofpoint labels. The naming of labels is however often inconsistent and incomplete. To tacklethis problem; we introduce Babel; a crowd-sourced approach to the creation and …,Pervasive Computing and Communication Workshops (PerCom Workshops); 2016 IEEE International Conference on,2016,2
Garbage collection techniques for flash-resident page-mapping FTLs,Niv Dayan; Philippe Bonnet,Abstract: Storage devices based on flash memory have replaced hard disk drives (HDDs)due to their superior performance; increasing density; and lower power consumption.Unfortunately; flash memory is subject to challenging idiosyncrasies like erase-before-writeand limited block lifetime. These constraints are handled by a flash translation layer (FTL);which performs out-of-place updates; wear-leveling and garbage-collection behind thescene; while offering the application a virtualization of the physical address space. A class ofrelevant FTLs employ a flash-resident page-associative mapping table from logical tophysical addresses; with a smaller RAM-resident cache for frequently mapped entries. In thispaper; we address the problem of performing garbage-collection under such FTLs. Weobserve two problems. Firstly; maintaining the metadata needed to perform garbage …,arXiv preprint arXiv:1504.01666,2015,2
Linux kernel abstractions for open-channel solid state drives,Matias Bjørling; Jesper Madsen; Javier González; Philippe Bonnet,Abstract The widespread adoption of SSDs is due to the combination of two factors:(i)superior performance; and (ii) identical block device interface. However; the combination ofthese two factors is becoming a problem as SSD performance keeps on improving;revealing performance bottlenecks throughout the I/O stack. To tackle this issue; anincreasingly popular solution for cloud providers is to consider open-channel SSDs; ie;custom firmware SSDs that expose the physical storage space directly to the host and itsoperating system. In this paper; we report on the design and implementation of an open-channel SSD management layer for Linux. We discuss how our open; extensible andscalable design efficiently supports various data-intensive applications (eg; file systems;database systems; or key-value stores); and thus constitutes a new platform for …,Non-Volatile Memories Workshop,2015,2
Classification; Social Classes and Cultural Practices,Frédéric Lebaron; Philippe Bonnet,Toggle navigation. HAL: HAL; HALSHS; TEL; MédiHAL; Liste des portails; AURéHAL; API;Documentation. Episciences.org; Sciencesconf.org; Support. Connexion: Connexion; Créerun compte; Mot de passe oublié ? Login oublié ? fr; en. Accueil; Dépôt; Consultation: Lesderniers dépôts; Par type de publication; Par discipline; Par année de publication; Parstructure de recherche; Les portails de l'archive; Les collections. Recherche; Documentation:Tutoriels; Compte et profil: Pourquoi créer un compte et un profil dans HAL; Créer son compteet son profil dans HAL; Modifier son compte ou son profil dans HAL; Modifier son mot depasse; Login ou mot de passe oublié; Les droits associés au profil. Déposer: Avant decommencer; Les types de publication acceptés …,*,2014,2
Tee-based trusted storage,Javier Gonzalez; Philippe Bonnet,Abstract: Today; it is safe to assume that any program or data can be compromised; if theyare not protected by hardware within a secure area. Systems based on crypto-processors(eg; a trusted platform module; a smart card or a hardware security module) rely on theproperties of tamper resistant hardware to establish a tight security parameter around areduced set of predefined functionalities. Such systems are very secure; but they imposestrong constraints on the functionalities; the connectivity or the resources available within thesecure area. They have not proven versatile enough to provide mainstream trusted storagefor personal data. We believe that this role can be taken over by systems equipped withTrusted Execution Environments (TEE); such as ARM's TrustZone. Indeed; even if TEEsprovide weaker security guarantees than crypto-processors; they already provide a …,*,2014,2
LightNVM: Lightning Fast Evaluation Platform for Non-Volatile Memories,Matias Bjørling; Jesper Madsen; Philippe Bonnet; Aviad Zuck; Zvonimir Bandic; Qingbo Wang,Abstract The IO performance of storage devices has increased by three orders of magnitudeover the last five years. This is due to the emergence of solid state drives (SSDs) that wire inparallel tens of non-volatile memory chips. How can software systems keep up with thisradical evolution? Commercial SSDs are black boxes; whose behavior and performanceprofile are largely undocumented. Today; the evaluation of SSD-based algorithms andsystems is thus; mostly; trace-driven on top of simple SSD models. Only few academicgroups or software companies have the resources to implement their own platform and leada principled exploration of the design space for SSD-based systems. In order to lower thebarrier for the evaluation of systems and software research on top of NVM-based SSDs; weintroduce LightNVM; a new SSD evaluation platform. Our evaluation shows that …,Non-Volatile Memories Workshop,2014,2
EcoIS: An image serialization library for plot-based plant flowering phenology,Joel A Granados; Philippe Bonnet; Lars H Hansen; Niels M Schmidt,Abstract Image series are increasingly being used to output ecological indicators becausethey provide the ability to reanalyze data that has already been collected and they improvetemporal as well as spatial resolution. We address both the increased utilization and theneed to diversify the way they are produced by introducing an open source Python (www.python. org) library called EcoIS that creates image series from unaligned pictures ofspecially equipped plots. We use EcoIS to sample flowering phenology plots in a high arcticenvironment and create image series that later generate phenophase counts andautomatically estimate phenological dates of interest. Our results exhibit one day differencebetween EcoIS estimations of local indicators and the ones calculated with the establishedfield-based process. We show that EcoIS'error is similar to the one of image series …,Ecological informatics,2013,2
Tiny15four: A portable; yet efficient 802.15. 4 stack,Jan Flora; Philippe Bonnet,Hardware heterogeneity is there to stay in the context of sensor motes. Hardware producerscompete with different products; and hardware trends lead to new generations of processorand radios every year or so. Software embedded on motes must be portable whileleveraging the resources available on a given platform. This problem is particularly acute atthe MAC layer. It should be possible to adapt the low-level network stack to the hardwarecharacteristics of a given platform without compromising performance. In this paper; wefocus on the design of aa modular; efficient and portable of Tiny15four: a 802.15. 4 stack inTinyOS. We report the lessons we learnt. In particular; we experienced the wide gap thatexists between standard specification and real implementation. We point out the problemsthat new versions of the 802.15. 4 standard should address. We describe the layers and …,Local Computer Networks; 2009. LCN 2009. IEEE 34th Conference on,2009,2
Index tuning,Philippe Bonnet; Dennis Shasha,An example of index oriented towards human navigation is the web directory. In such anindex; links to sites are organized into hierarchical categories; according to the sites'contents. In web directories; normally the tasks of collecting and categorizing pages arecarried out under supervision of human editors. An example of index not oriented to humansis a hidden list of metadata. Metadata are data about data. As a mean of assisting a searchengine to locate content or an information entity; they can be used to describe that content orentity. While not visible to humans; this information can provide contextual clues to automaticalgorithms used by search engines.,*,2009,2
Characterizing mote performance: A vector-based methodology,Martin Leopold; Marcus Chang; Philippe Bonnet,Abstract Sensors networks instrument the physical space using motes that run networkembedded programs thus acquiring; processing; storing and transmitting sensor data. Themotes commercially available today are large; costly and trade performance for flexibilityand ease of programming. New generations of motes are promising to deliver significantimprovements in terms of power consumption and price—in particular motes based onSystem-on-a-chip. The question is how do we compare mote performance? How to find outwhich mote is best suited for a given application? In this paper; we propose a vector-basedmethodology for benchmarking mote performance. Our method is based on the hypothesisthat mote performance can be expressed as the scalar product of two vectors; onerepresenting the mote characteristics; and the other representing the application …,*,2008,2
Unavailable Data Sources in Mediator Based Applications,Philippe Bonnet; Anthony Tomasic,We discuss the problem of unavailable data sources in the context of two mediator basedapplications. We discuss the limitations of existing system with respect to this problem and describea novel evaluation model that overcomes these shortcomings … Mediator systems are beingdeployed in various environments to provide query access to heteroge- neous data sources.When processing a query; the mediator may have di culty accessing a data source (due to networkor server problems). In such cases the mediator is faced with the problem of unavailable datasources. In this paper; we discuss the problem of unavailable data sources in mediator basedapplications. We rst introduce two applications that we are currently developing. The rst applicationconcerns a hospital information system; a mediator accesses data sources located in the di erentservices to provide doctors with information on patients. The second application …,1st Int'l Workshop on Practical Information Mediation and Brokering and the Commerce of Information on the Internet (I'MEDIAT'98); Tokyo; Japan,1998,2
Modelling and managing ssd write-amplification,Niv Dayan; Luc Bouganim; Philippe Bonnet,Abstract: How stable is the performance of your flash-based Solid State Drives (SSDs)? Thisquestion is central for database designers and administrators; cloud service providers; andSSD constructors. The answer depends on write-amplification; ie; garbage collectionoverhead. More specifically; the answer depends on how write-amplification evolves in time.How then can one model and manage write-amplification; especially when applicationworkloads change? This is the focus of this paper. Managing write-amplification boils downto managing the surplus physical space; called over-provisioned space. Modern SSDsessentially separate the physical space into several partitions; based on the updatefrequency of the pages they contain; and divide the over-provisioned space among thegroups so as to minimize write-amplification. We introduce Wolf; a block manager that …,arXiv preprint arXiv:1504.00229,2015,1
AppNVM: A software-defined; application-driven SSD,Matias Bjørling; Michael Wei; Jesper Madsen; Javier Gonzalez; Steven Swanson; Philippe Bonnet,*,Non-Volatile Memories Workshop,2015,1
Versatile endpoint storage security with trusted integrity modules,Javier González; Philippe Bonnet,Abstract The immersion of personal devices throughout our daily life is changing the natureof computer security: It is getting personal. Many people are now concerned about the lossof privacy; the financial consequences or even the personal risks that could result fromdevice theft or hacker attacks. To counter such threats; and to remain trustworthy; personaldevices should enforce storage security. State-of-the-art storage security solutions rely onhardware protected encryption. They cannot be deployed; as such; on personal deviceseither because they require additional hardware (eg; NetApp's SafeNet); or because theyare constrained to specific hardware/software combinations (eg; McAfee's DeepSafe). In thispaper; we propose a solution for personal devices equipped with a Trusted ExecutionEnvironment and a Secure Element. We propose Trusted Integrity Modules; separated by …,Itus Skriftserie,2014,1
A distributed architecture for sharing ecological data sets with access and usage control guarantees,Philippe Bonnet; Javier Gonzalez; Joel Granados,Abstract In our information-age; the necessary scientific exploration is mainly driven bymining new insights from many diverse data sets. While there is a consensus that acollaborative data infrastructure is needed to allow researchers in different domains tocollaborate on the same data sets in order to get new insights; there are significant barriersto the realization of this vision. One of the key challenges is to allow scientists to share theirdata widely while retaining some form of control over who accesses this data (accesscontrol) and more importantly how it is used (usage control). Access and usage control isnecessary to enforce existing open data policies. We have proposed the vision of trustedcells: A decentralized infrastructure; based on secure hardware running on devicesequipped with trusted execution environments at the edges of the Internet. We originally …,*,2014,1
trusted Cells: Ensuring Privacy for the Citizens of Smart Cities,Nicolas Anciaux; Philippe Bonnet; Luc Bouganim; Philippe Pucheral,The Smart City concept is founded on the collection; sharing and analysis of data that iseither about citizens or produced by them; with the view to enhancing efficiencies and thesocial sustainability of cities. The current Web model which is fully centralised is notappropriate for managing such data as it raises potential privacy abuse and misuse issues.In the Trusted Cell project; we propose the addition of a personal dimension to the Webmodel: each citizen would possess their own personal data server which would providetangible privacy and security guarantees and help individuals to share and disseminate theirdata properly.,Smart Cities,2014,1
Prognostic impact on one-year survival of simple routine laboratory measurements at the acute stage of MI: the FAST-MI registry,J Ferrieres; V Bataille; B Maillier; L Ledain; P Bonnet; G Mulak; B Pace; JP Cambou; T Simon; N Danchin,*,EUROPEAN HEART JOURNAL,2009,1
Schema tuning,Philippe Bonnet; Dennis Shasha,The values in the relations of a relational database are elements of one or more underlyingsets called domains. In practical applications; a domain may be infinite; eg; the set of naturalnumbers. In this case; the value of a relational calculus query when applied to such adatabase may be infinite; eg;{njn! 10}. A query Q is called finite if the value of Q whenapplied to any database is finite. Even when the database domains are finite; all that isnormally known about them is that they are some finite superset of the values that occur inthe database. In this case; the value of a relational calculus query may depend on such anunknown domain; eg;{xj 8yR (x; y)}. A query Q is called domain independent if the value of Qwhen applied to any database is the same for any two domains containing the databasevalues or; equivalently; if the value of Q when applied to a database contains only values …,*,2009,1
Database systems,Dennis E Shasha; Philippe Bonnet,Abstract Some methods to use the database systems in a proper manner are presented. Adatabase system guarantees; under a variety of failure scenarios; that transactions appear toexecute in some serial order. A database system also allows concurrency but locking shouldbe used to ensure serializability. It has the advantage that it is easier to implement failurerecovery by simple logging.,Dr. Dobb's Journal,2004,1
Going public: open-source databases and database research,Philippe Bonnet,Abstract There are a number of database systems available free of charge for the researchcommunity; with complete access to the source code. Some of these systems result fromcompleted research projects; others have been developed outside the research community.How can the database community best take advantage of these publically availablesystems? The most widely used open-source database is MySQL. Their objective is tobecome the'best and most used database in the world'. Can they do it without the databaseresearch community?,Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,1
The Cornell Jaguar project: adding mobility to PREDATOR,Phillippe Bonnet; Kyle Buza; Zhiyuan Chan; Victor Cheng; Randolph Chung; Takako Hickey; Ryan Kennedy; Daniel Mahashin; Tobias Mayr; Ivan Oprencak; Praveen Seshadri; Hubert Siu,Abstract The Cornell Jaguar Project is exploring a variety of issues related to mobility andquery processing. One broad theme is to break down the traditional client and serverboundaries; leading to ubiquitous query processing. Another theme is to extend databaseand query processing techniques to small-scale and mobile devices. The project builds onand extends the Cornell PREDATOR database engine.,ACM SIGMOD Record,1999,1
Three Light-Weight Execution Engines in Java for Web Data-Intensive Applications,Ricardo Ambrose; Philippe Bonnet; Stephane Bressan; Jean-Robert Gruser,Everything is on the Web. Almost. Large amounts of data are available for potential use forscientific and business purposes. Applications range from the search and consolidation ofthe publicly available scientific data such as the human genome data; to; as in the examplebelow; investment research involving stock prices; economic indicators; and analystsrecommendations. Nevertheless; the question remains of how to use this wealth of data inapplications that require a structured access as opposed to the casual browsing supportedby the usual World Wide Web interfaces. It seems indeed oxymoronic to expect a structuredquery paradigm for accessing the Web when the original paradigm is the one of hypertextnavigation. Of course; the Web is a structured set (a graph) of" documents"; some of which;in their turn; are structured from the standpoint of their layout defined by the Hypertext …,*,1998,1
uFLIP-OC: Understanding Flash I/O Patterns on Open-Channel Solid-State Drives,Ivan Luiz Picoli; Carla Villegas Pasco; Björn Þór Jónsson; Luc Bouganim; Philippe Bonnet,Abstract Solid-State Drives (SSDs) have gained acceptance by providing the same blockdevice abstraction as magnetic hard drives; at the cost of suboptimal resource utilisation andunpredictable performance. Recently; Open-Channel SSDs have emerged as a means toobtain predictably high performance; based on a clean break from the block deviceabstraction. Open-channel SSDs embed a minimal flash translation layer (FTL) and exposetheir internals to the host. The Linux open-channel SSD subsystem; LightNVM; lets kernelmodules as well as user-space applications control data placement and I/O scheduling. Thisway; it is the host that is responsible for SSD management. But what kind of performancemodel should the host rely on to guide the way it manages data placement and I/Oscheduling? For addressing this question we have defined uFLIP-OC; a benchmark …,Proceedings of the 8th Asia-Pacific Workshop on Systems,2017,*
Solid-state storage device flash translation layer,*,Embodiments of the present invention include a method for storing a data page d on a solid-state storage device; wherein the solid-state storage device is configured to maintain amapping table in a Log-Structure Merge (LSM) tree having a C0 component which is arandom access memory (RAM) device and a C1 component which is a flash-based memorydevice. Methods comprise: writing the data page d at a physical storage page havingphysical storage page address P in the storage device in response to receiving a writerequest to store the data page d at a logical storage page having a logical storage pageaddress L; caching a new mapping entry e (L; P) associating the logical storage pageaddress L with the physical storage page address P; providing an update indication for thecached new mapping entry to indicate that the cached new mapping entry shall be …,*,2017,*
Solid-state storage device with programmable physical storage access,*,Embodiments of the present invention includes a method of operating a solid-state storagedevice; comprising a storage device controller in the storage device receiving a set of one ormore rules; each rule comprising (i) one or more request conditions to be evaluated for astorage device action request received from a host computer; and (ii) one or more requestactions to be performed on a physical address space of a non-volatile storage unit in thesolid-state storage device in case the one or more request conditions are fulfilled; themethod further comprises: the storage device receiving a storage device action request; andthe storage device evaluating a first rule of the one or more rules by determining if thereceived request fulfills request conditions comprised in the first rule; and in the affirmativethe storage device performing request actions comprised in the first rule. A corresponding …,*,2017,*
A Practical Model for Human-Smart Appliances Interaction,Jonathan Fürst; Andreas Fruergaard; Marco Høvinghof Johannesen; Philippe Bonnet,Abstract Buildings are increasingly equipped with smart appliances that allow a fine grainedadaption to personal comfort requirements. Such comfort adaption should be based on ahuman-feedback loop and not on a centralized comfort model. We argue that this feedback-loop should be achieved through local interaction with smart appliances. Two issues standout:(1) How to impose logical locality when interacting with a smart appliance?(2) How tomediate conflicts between several persons in a room; or between building-wide policies anduser preferences? We approach both problems by defining a general model for human-smart appliance interaction. We present a prototype implementation with an off-the-shelfsmart lighting and heating system in a shared office space. Our approach minimizes theneed for location metadata. It relies on a human-feedback loop (both sensor based and …,Proceedings of the 3rd ACM International Conference on Systems for Energy-Efficient Built Environments,2016,*
O espaço das práticas culturais: da construção do espaço social ao estudo dos subgrupos pela análise específica de classe,Frédéric Lebaron; Philippe Bonnet,Resumo Quais são as determinantes sociais das orientações culturais e; em particular; qualé o efeito da po-sição de classe sobre as diferenças observadas no universo das práticasculturais? O presente artigo revisita essa questão doravante clássica da sociologia dacultura e da sociologia da estratificação; a partir dos dados de uma pesquisa porquestionário; realizada na França em 2003 (“Participação cultural e esportiva”). Mobilizandouma abordagem sistemática de análise geométrica dos dados; trata-se aqui de discutirempiricamente a importância do efeito de pertencimento de classe; tal como pode serapreendida a partir de nomenclaturas socioprofissionais em diferentes níveis de agregação.Uma vez determinado o efeito do pertencimento de classe e avaliada sua importância deacordo com diversos critérios; estudaremos; em seguida; as variações sociais no interior …,Tempo Social,2016,*
