Linkage analysis of IL4 and other chromosome 5q31. 1 markers and total serum immunoglobulin E concentrations,David G Marsh; John D Neely; Daniel R Breazeale; Balaram Ghosh; Linda R Freidhoff; Eva Ehrlich-Kautzky; Carsten Schou; Guha Krishnaswamy; Terri H Beaty,Sib-pair analysis of 170 individuals from 11 Amish families revealed evidence for linkage offive markers in chromosome 5q31. 1 with a gene controlling total serum immunoglobulin E(IgE) concentration. No linkage was found between these markers and specific IgE antibodyconcentrations. Analysis of total IgE within a subset of 128 IgE antibody-negative sib pairsconfirmed evidence for linkage to 5q31. 1; especially to the interleukin-4 gene (IL4). Acombination of segregation and maximum likelihood analyses provided further evidence forthis linkage. These analyses suggest that IL4 or a nearby gene in 5q31. 1 regulates IgEproduction in a nonantigen-specific (noncognate) fashion.,Science,1994,1203
Anaphylactic reactions to oligosaccharides in red meat: a syndrome in evolution,Hana Saleh; Scott Embry; Andromeda Nauli; Seif Atyia; Guha Krishnaswamy,While most allergic responses to food are directed against protein epitopes and occur within30 minutes of ingesting the allergen; recent studies suggest that delayed reactions mayoccur; sometimes mediated by IgE antibodies directed against carbohydrate moieties. Theobjective of this review is to summarize the clinical features and management of delayedhypersensitivity reactions to mammalian meat mediated by IgE antibodies to galactose-alpha 1; 3-galactose (alpha-gal); an oligosaccharide. A PubMed search was conducted withMeSH terms: galactosyl-(1; 3) galactose; oligosaccharides; cetuximab;allergy/hypersensitivity; and anaphylaxis. Reported cases with alpha-gal-mediated reactionswere reviewed. This research study was approved by the Institutional Review Board of EastTennessee State University. Thirty-two cases of adults presenting with red-meat induced …,*,2012,48
Human lung fibroblasts express interleukin-6 in response to signaling after mast cell contact,S Matthew Fitzgerald; Steven A Lee; H Kenton Hall; David S Chi; Guha Krishnaswamy,Asthma is a chronic inflammatory disease of the airways. Mast cell–derived cytokines maymediate both airway inflammation and remodeling. It has also been shown that fibroblastscan be the source of proinflammatory cytokines. In the human airways; mast cell–fibroblastinteractions may have pivotal effects on modulating inflammation. To study this further; wecocultured normal human lung fibroblasts (NHLF) with a human mast cell line (HMC-1) andassayed for production of interleukin (IL)-6; an important proinflammatory cytokine. Whencultured together; NHLF/HMC-1 contact induced IL-6 secretion. Separation of HMC-1 andNHLF cells by a porous membrane inhibited this induction. HMC-1–derived cellularmembranes caused an increase in IL-6 production in NHLF. Activation of p38 MAPK wasalso seen in cocultures by Western blot; whereas IL-6 production in cocultures was …,American journal of respiratory cell and molecular biology,2004,46
The cardiovascular and metabolic complications of HIV infection.,Guha Krishnaswamy; DAVID S Chi; Jim L Kelley; Felix Sarubbi; JK Smith; ALAN Peiris,Abstract With the advent of more effective therapies for human immunodeficiency virus (HIV)infection; HIV-infected patients are living longer and cardiovascular disease is becomingmore obvious in this population. Patients with HIV infection represent one of the most rapidlydeveloping groups with cardiovascular disease globally. Cardiovascular diseasecomplicating HIV infection is likely to contribute to burgeoning healthcare costs. Pericarditis;myocarditis; cardiomyopathy; atherosclerotic coronary vasculopathy; arterial aneurysms;pulmonary hypertension; and endocarditis occur with increased frequency in these patients.Pericardial tamponade; dilated cardiomyopathy; endocarditis; and vasculopathy can lead tofatal outcomes in this population. The advent of cardiomyopathy heralds a very poorprognosis in patients infected with HIV. Coronary vasculopathy without obvious risk …,*,2000,44
Severe asthma and the omalizumab option,Christopher WT Miller; Narayanaswamy Krishnaswamy; Chambless Johnston; Guha Krishnaswamy,Atopic diseases and asthma are increasing at a remarkable rate on a global scale. It is nowwell recognized that asthma is a chronic inflammatory disease of the airways. Theinflammatory process in many patients is driven by an immunoglobulin E (IgE)-dependentprocess. Mast cell activation and release of mediators; in response to allergen and IgE;results in a cascade response; culminating in B lymphocyte; T lymphocyte; eosinophil;fibroblast; smooth muscle cell and endothelial activation. This complex cellular interaction;release of cytokines; chemokines and growth factors and inflammatory remodeling of theairways leads to chronic asthma. A subset of patients develops severe airway disease whichcan be extremely morbid and even fatal. While many treatments are available for asthma; itis still a chronic and incurable disease; characterized by exacerbation; hospitalizations …,*,2008,43
Detection of allergen-and mitogen-induced human cytokine transcripts using a competitive polymerase chain reaction,Shau-Ku Huang; David M Essayan; Guha Krishnaswamy; Ming Yi; Megumi Kumai; Song-Nan Su; Hui-Qing Xiao; Mark C Liu,Abstract Human cytokines; IL-4; IL-5; and IFN-γ play an important role in the regulation of IgEsynthesis and atopic diseases. In this communication; we describe the development of aquantitative assay of steady-state cytokine mRNAs (IL-4; IL-5; and IFN-γ) from a variety ofcell sources; including peripheral blood mononuclear cells (PBMCs) stimulated with either amitogen (PHA) or ragweed pollen allergen extract; and cells from allergen-challengedinflammatory sites. Quantitative analysis of IL-5; IL-4 and IFN-γ transcripts was achieved by acompetitive reverse transcription-polymerase chain reaction (RT-PCR) technique usinginternal standard (IS) _cRNAs in the presence of specific oligonucleotide primers. Each ISwas generated from a plasmid vector contining the respective cytokine cDNA modified byinsertion with an SV40-DNA fragment. Both test RNA and IS were reverse-transcribed …,Journal of immunological methods,1994,43
Prostaglandin H synthase expression is variable in human colorectal adenocarcinoma cell lines,Judy Parker; Mike K Kaplon; Consuelo J Alvarez; Guha Krishnaswamy,Abstract The expression of prostaglandin H synthases can be induced by many stimuli andis likely to be important in control of the cell cycle. The analysis of prostaglandin H synthase-1 and-2 expression in colon adenocarcinoma cell lines is a useful model system for studyingthe function of the prostaglandin H synthases; especially with regard to proliferation andadhesion. Prostaglandin H synthase-1 protein is not found in any of eight human colonadenocarcinoma cell lines. Expression of prostaglandin H synthase-2 is variable for theeight cell lines: three constitutively expressed active protein; four did not express this gene atall; and one had mRNA but no active protein. Thus; five colorectal adenocarcinoma cell linesexhibit “null” expression of prostaglandin synthase-2. The three cell lines with constitutiveexpression of prostaglandin H synthase-2 produce PGE 2. Prostaglandin E 2 production …,Experimental cell research,1997,42
Paul Ehrlich’’s “; Mastzellen”—From Aniline Dyes to DNA Chip Arrays,Harsha Vyas; Guha Krishnaswamy,Abstract It has been more than a century since the discovery of the mast cell by the geniusand tenacity of Paul Ehrlich; who described this cell when he was a medical student. Onecannot deny that this discovery also coincides with the golden age of immunology. Thediscovery of this important cell type in immunological history was no serendipity: it was aresult of Ehrlich's prodigious laboratory talent and his ability to combine intuition anddeduction despite the limited resources of his times. Since then; we have learned muchmore about the immune response; immunoglobulin E; and the development and function ofmast cells in various pathological states. What follows is a review of Paul Ehrlich's discoveryof the mast cell (mästzellen) and a chronological review of subsequent developments inmast cell research; including the recent use of proteomics and genomics to understand …,*,2006,41
Molecular regulation of interleukin-13 and monocyte chemoattractant protein-1 expression in human mast cells by interleukin-1β,Steven A Lee; S Matthew Fitzgerald; Shau K Huang; Chuanfu Li; David S Chi; Denise M Milhorn; Guha Krishnaswamy,Mast cells play pivotal roles in immunoglobulin (Ig) E–mediated airway inflammation;expressing interleukin (IL)-13 and monocyte chemoattractant protein-1 (MCP-1); which inturn regulate IgE synthesis and/or inflammatory cell recruitment. The molecular effects of IL-1β on cytokine expression by human mast cells (HMC) have not been studied well. In thisreport; we provide evidence that human umbilical cord blood-derived mast cells (CBDMC)and HMC-1 cells express the type 1 receptor for IL-1. We also demonstrate that IL-1β andtumor necrosis factor-α are able to induce; individually or additively; dose-dependentexpression of IL-13 and MCP-1 in these cells. The induction of IL-13 and MCP-1 geneexpression by IL-1β was accompanied by the activation of IL-1 receptor–associated kinaseand translocation of the transcription factor; nuclear factor (NF) κB into the nucleus …,American journal of respiratory cell and molecular biology,2004,38
Regulation of eosinophil-active cytokine production from human cord blood-derived mast cells,Guha Krishnaswamy; Kenton Hall; George Youngberg; Fred Hossler; David Johnson; William A Block; Shau-Ku Huang; Jim Kelley; David S Chi,Human mast cells are multifunctional tissue-dwelling cells that play a crucial role ineosinophil-dependent disorders; such as asthma and parasitic diseases; by the secretion ofeosinophil-active mediators. Mast cell-derived cytokines; generated in response to cross-linking of the high-affinity IgE receptor; can regulate eosinophil activation; survival; andchemotaxis. In this study; mast cells generated from human cord blood progenitors (stemcells) were studied for eosinophil-active inflammatory cytokine expression. Cord blood-derived mast cells (CBDMC) expressed typical intracellular scroll granules and microvilli-likestructures on their cell surfaces; demonstrated the presence of tryptase; and elaboratedprostaglandin D2 (PGD2) after cross-linkage of the high-affinity receptor for IgE (Fc ε RI).CBDMC expressed tumor necrosis factor-α (TNF-α) and the eosinophil-active growth …,Journal of interferon & cytokine research,2002,38
Acute and chronic urticaria: challenges and considerations for primary care physicians,Guha Krishnaswamy; George Youngberg,PREVIEW Urticaria is one of the most common dermatologic problems seen by primary carephysicians and often a source of frustration for patient and physician alike. Pinpointing thecause may be challenging—or impossible—because of the many and varied triggers. DrsKrishnaswamy and Youngberg shed light on this common condition; describing thediagnostic considerations in evaluation of acute and chronic cases and discussing thevariety of pharmacologic options available.,Postgraduate medicine,2001,38
Mast cell activation by lipoproteins,Jim Kelley; Gregory Hemontolor; Walid Younis; Chuanfu Li; Guha Krishnaswamy; David S Chi,Abstract Mast cells are activated by a number of agents that act independently fromimmunoglobulin E (IgE)-mediated hypersensitivity. One of these agents is oxidized low-density lipoprotein (oxLDL). OxLDL has been implicated in the pathogenesis ofatherosclerosis and has been shown to induce microvascular dysfunction by the activationof mast cells. In this chapter; we describe the method for isolation of human LDL; oxidation ofLDL; and demonstrate that oxLDL activates mast cells by measuring messenger ribonucleicacid (mRNA) levels and protein levels of interleukin (IL)-8 an inflammatory cytokine. IL-8 is apotent chemoattractant for neutrophils and monocytes; which would result in a chronicinflammatory response. IL-8 mRNA levels were measured by reverse-transcriptionpolymerase chain reaction and protein levels by enzyme-linked immunoassay.,*,2006,37
HIV-1 Tat protein-induced VCAM-1 expression in human pulmonary artery endothelial cells and its signaling,Kai Liu; David S Chi; Chuanfu Li; H Kenton Hall; Denise M Milhorn; Guha Krishnaswamy,Expression of cell adhesion molecule in endothelial cells upon activation by humanimmunodeficiency virus (HIV) infection is associated with the development of atheroscleroticvasculopathy. We postulated that induction of vascular cell adhesion molecule-1 (VCAM-1)by HIV-1 Tat protein in endothelial cells might represent an early event that could culminatein inflammatory cell recruitment and vascular injury. We determined the role of HIV-1 Tatprotein in VCAM-1 expression in human pulmonary artery endothelial cells (HPAEC). HIV-1Tat protein treatment significantly increased cell-surface expression of VCAM-1 in HPAEC.Consistently; mRNA expression of VCAM-1 was also increased by HIV-1 Tat protein asmeasured by RT-PCR. HIV-1 Tat protein-induced VCAM-1 expression was abolished by theNF-κB inhibitor pyrrolidine dithiocarbamate (PDTC) and the p38 MAPK inhibitor SB …,American Journal of Physiology-Lung Cellular and Molecular Physiology,2005,37
MAPK-dependent regulation of IL-1-and β-adrenoreceptor-induced inflammatory cytokine production from mast cells: Implications for the stress response,David S Chi; S Matthew Fitzgerald; Shannon Pitts; Karen Cantor; Ellis King; Steven A Lee; Shau-Ku Huang; Guha Krishnaswamy,Catecholamines; such as epinephrine; are elaborated in stress responses; and mediatevasoconstriction to cause elevation in systemic vascular resistance and blood pressure. Ourprevious study has shown that IL-1 can induce mast cells to produce proinflammatorycytokines which are involved in atherogenesis. The aim of this study was to determine theeffects of epinephrine on IL-1-induced proatherogenic cytokine production from mast cells.Two ml of HMC-1 (0.75× 106 cells/ml) were cultured with epinephrine (1× 10-5 M) in thepresence or absence of IL-1β (10 ng/ml) for 24 hrs. HMC-1 cultured alone produced none totrace amounts of IL-6; IL-8; and IL-13. IL-1β significantly induced production of thesecytokines in HMC-1; while epinephrine alone did not. However; IL-6; IL-8; and IL-13production induced by IL-1β were significantly enhanced by addition of epinephrine. The …,BMC immunology,2004,36
Lymphoblastoid interferon-α inhibits T cell proliferation and expression of eosinophil-activating cytokines,Guha Krishnaswamy; John K Smith; Sujata Srikanth; David S Chi; John H Kalbfleisch; SHAU-KU HUANG,T cell-derived cytokines; such as interleukin-5 (IL-5) and granulocyte-macrophage colony-stimulating factor (GM-CSF) activate eosinophils; whereas other cytokines; such as tumornecrosis factor (TNF)-α and IL-13; determine eosinophil recruitment. Interferon-α (IFN-α); aleukocyte-derived cytokine; has been shown to have beneficial effects in eosinophil-mediated disorders; such as the hypereosinophilic syndrome and a murine model of allergicasthma; where it inhibited eosinophil recruitment. We tested the hypothesis that IFN-α actedin eosinophil-mediated disorders by modulating T cell cytokine expression. Peripheral bloodmononuclear cells (PBMC) or human ragweed-specific TH1 (2B8) and TH2 (2D2) T cellclones were cultured in the presence of 5 μg/ml of phytohemagglutinin (PHA) or 25 μg/ml ofantigen Amb a 1 (short ragweed allergen); respectively; and lymphoblastoid IFN-α …,Journal of interferon & cytokine research,1996,36
GM-CSF Induction in Human Lung Fibroblasts by IL-1 β; TNF-α; and Macrophage Contact,S Matthew Fitzgerald; David S Chi; H Kenton Hall; Scott A Reynolds; Omolola Aramide; Steven A Lee; Guha Krishnaswamy,Fibroblast-derived cytokines may play crucial roles in airway inflammation. In this study; weanalyzed expression of the inflammatory cytokine; granulocyte-macrophage colony-stimulating factor (GM-CSF); a major eosinophilopoietin; by normal human lung fibroblast(NHLF) cells and its regulation by monokines and macrophage contact. NHLFs werestimulated with interleukin-1 β (IL-1 β) and tumor necrosis factor-α (TNF-α) and werecocultured with the U937 myelomonocytic cell line. The expression of GM-CSF transcriptswas analyzed by reverse transcription-polymerase chain reaction (RT-PCR); and GM-CSFprotein was detected by ELISA. Nuclear translocation of nuclear factor-κ B (NF-κ B); animportant transcription factor for inflammatory gene expression; was assessed byelectrophoretic mobility shift assay (EMSA). Both IL-1 β and TNF-α significantly enhanced …,Journal of interferon & cytokine research,2003,32
Clinical manifestations of IgE hypogammaglobulinemia,John K Smith; Guha H Krishnaswamy; Rhesa Dykes; Scott Reynolds; Steven L Berk,Background Athough IgE has been shown to play a role in the expulsion of intestinalparasites in experimental animals; its overall contribution to host defense in humansremains a subject of controversy. In order to clarify the potential role of IgE in host defense;we have studied the clinical characteristics of patients with serum IgE levels of< 2.5 IU/mL;using patients with normal or elevated IgE levels as controls. Objective To determine theclinical characteristics of IgE deficiency. Methods Serum IgE levels were measured in 420adult patients seen in our Allergy-Immunology Clinic over a period extending from January1990 to March 1996. All subjects were examined by one of the authors (JKS or GHK) using astandardized history and physical examination form. Patients with IgE levels of< 2.5 IU/mLalso had measurements of serum IgG; IgG subclasses; IgA and IgM. All IgE-deficient …,Annals of Allergy; Asthma & Immunology,1997,31
The clinical implications of adult-onset henoch-schonelin purpura,Warit Jithpratuck; Yasmin Elshenawy; Hana Saleh; George Youngberg; David S Chi; Guha Krishnaswamy,Henoch-Schonlein Purpura (HSP) is a small vessel vasculitis mediated by IgA-immunecomplex deposition. It is characterized by the clinical tetrad of non-thrombocytopenicpalpable purpura; abdominal pain; arthritis and renal involvement. Pathologically; it can beconsidered a form of immune complex-mediated leukocytoclastic vasculitis (LCV) involvingthe skin and other organs. Though it primarily affects children (over 90% of cases); theoccurrence in adults has been rarely reported. Management often involves the use ofimmunomodulatory or immune-suppressive regimens.,*,2011,30
Induction of p38-and gC1qR-dependent IL-8 expression in pulmonary fibroblasts by soluble hepatitis C core protein,Jonathan P Moorman; S Matthew Fitzgerald; Deborah C Prayther; Steven A Lee; David S Chi; Guha Krishnaswamy,Recent studies suggest that HCV infection is associated with progressive declines inpulmonary function in patients with underlying pulmonary diseases such as asthma andchronic obstructive pulmonary disease. Few molecular studies have addressed theinflammatory aspects of HCV-associated pulmonary disease. Because IL-8 plays afundamental role in reactive airway diseases; we examined IL-8 signaling in normal humanlung fibroblasts (NHLF) in response to the HCV nucleocapsid core protein; a viral antigenshown to modulate intracellular signaling pathways involved in cell proliferation; apoptosisand inflammation. NHLF were treated with HCV core protein and assayed for IL-8expression; phosphorylation of the p38 MAPK pathway; and for the effect of p38 inhibition.Our studies demonstrate that soluble HCV core protein induces significant increases in …,Respiratory research,2005,29
Reactive and clonal thrombocytosis: proinflammatory and hematopoietic cytokines and acute phase proteins.,Marco Araneda; Vinodini Krishnan; Kenton Hall; John Kalbfleisch; Guha Krishnaswamy; Koyamangalath Krishnan,BACKGROUND: We quantitated proinflammatory and thrombopoietic cytokines in reactivethrombocytosis (RT) and clonal thrombocytosis (CT) to identify a cytokine profile that mightaid in the distinction of these two disorders. METHODS: Serum levels of cytokines relevant toplatelet biology--interleukins 3; 6; 11; and 1beta; thrombopoietin; tumor necrosis factoralpha; and C-reactive protein (CRP)--were measured by enzyme-linked immunosorbentassay in healthy subjects and in patients with CT and RT. RESULTS: Interleukin-6 and CRPlevels were higher in RT patients than in controls or CT patients. Interleukin 1beta levelswere higher in the RT group than in the CT and control groups. CONCLUSIONS: In RT; IL-6;IL-1beta; and CRP levels are elevated. In both RT and CT; IL-11 is elevated; butthrombopoietin levels are not.,Southern medical journal,2001,29
X-linked agammaglobulinemia diagnosed late in life: case report and review of the literature,Justin R Sigmon; Ehab Kasasbeh; Guha Krishnaswamy,Common variable immune deficiency (CVID); one of the most common primaryimmunodeficiency diseases presents in adults; whereas X-linked agammaglobulinemia(XLA); an inherited humoral immunodeficiency; is usually diagnosed early in life aftermaternal Igs have waned. However; there have been several reports in the world literaturein which individuals have either had a delay in onset of symptoms or have beenmisdiagnosed with CVID and then later found to have mutations in Bruton's tyrosine kinase(BTK) yielding a reclassification as adult-onset variants of XLA. The typical finding of absentB cells should suggest XLA rather than CVID and may be a sensitive test to detect thiscondition; leading to the more specific test (Btk mutational analysis). Further confirmationmay be by mutational analyses. The records of 2 patients were reviewed and appropriate …,*,2008,27
The diagnosis and management of hypothyroidism.(Featured CME Topic: Thyroid Dysfunction/Disease),Bhuvana Guha; Guha Krishnaswamy; Alan Peiris,HYPOTHYROIDISM REFERS TO a metabolic state resulting from a deficiency in thyroidhormone function. It usually arises from primary thyroid disease; but in rare cases it is due tohypothalamic-pituitary disease or generalized tissue resistance to thyroid hormone.'Themanifestations of hypothyroidism are well described and can affect virtually any organ. Theearly recognition of hypothyroidism remains a challenge; especially when the decline inthyroid function is gradual. In some instances; the manifestations of hypothyroidism may beerroneously attributed to the effects of aging in the elderly. Clinical suspicion ofhypothyroidism justifies laboratory testing. Screening for abnormalities in thyroid function isrecommended by several medical professional organizations; however; the criteria forscreening remains controversial. In the presence of conditions which increase the risk of …,Southern medical journal,2002,27
Acinetobacter baumannii pneumonia: a case report and review of the literature.,Said B Iskandar; Bhuvana Guha; Guha Krishnaswamy; Thomas M Roy,Abstract Bacteria that constitute the genus Acinetobacter were originally identified in the firstdecade of the 20th century. However; it was not until the last decade that its role as anopportunistic pathogen was fully appreciated. It is now clear that Acinetobacter is animportant cause of nosocomial infection and contributes significantly to the patient'smorbidity and mortality. The prevalence of infection with A. baumannii has increasedsignificantly during the last decade. At the same time; A. baumannii has developed one ofthe most impressive patterns of antibiotic resistance ever observed; establishing it as animportant nosocomial pathogen. It has been nicknamed the" Gram-negative MRSA"because of its frequent resistance to commonly used antibiotics. Infection with A. baumanniishould be suspected in hospitalized patients who are not responding to initial empiric …,Tennessee medicine: journal of the Tennessee Medical Association,2003,26
Quinolone-associated rupture of the achilles' tendon,Harsha Vyas; Guha Krishnaswamy,An 81-year-old woman with rheumatoid arthritis; Sjögren's syndrome; and hypertensionpresented with swelling and pain in the area of the left heel; which had developed suddenlya week after a short course of levofloxacin for acute bronchitis. She reported neither traumato the area nor any excessive physical activity before the pain began. Examination revealedan ecchymotic area around the left posterior heel and a moderately swollen calf. A defectwas palpable in the lateral side of the Achilles' tendon; the medial side was still intact.Movement of the ankle was limited by severe pain. Magnetic resonance imaging (MRI) of...,New England Journal of Medicine,2007,23
Oral use of interferon-alpha stimulates ISG-15 transcription and production by human buccal epithelial cells,J Kelly Smith; Afzal A Siddiqui; Guha A Krishnaswamy; Rhesa Dykes; Steven L Berk; Mike Magee; William Joyner; Joseph Cummins,ISG-15 is a 15-kDa protein encoded by an interferon (IFN)-stimulated gene (ISG); which istranscriptionally regulated by IFN-alpha and IFN-beta. Considered as part of the cytokinenetwork; ISG-15 has the potential to amplify the immunomodulatory effects of these IFNs byenhancing IFN-gamma production; natural killer cell proliferation; and lymphokine-activatedkiller cell cytotoxicity. To understand better the mechanism (s) of action of orallyadministered IFN-alpha; we have studied the effect of IFN-alpha on ISG-15 gene expressionby human buccal epithelial cells (BEC). For in vitro studies; ISG-15 mRNA and protein levelswere measured in BEC incubated for 0.5; 2; and 9 h with 100 or 1;000 IU/ml of humanlymphoblastoid IFN-alpha. For in vivo studies; ISG-15 mRNA was measured in BEC samplescollected at baseline; and 0.5; 2; and 9 h after 5-20 min of oral rinsing with 10 ml of IFN …,Journal of interferon & cytokine research,1999,22
Eosinophilia in a patient with cyclical vomiting: a case report,Billy H Copeland; Omolola O Aramide; Salim A Wehbe; S Matthew Fitzgerald; Guha Krishnaswamy,Eosinophilic gastritis is related to eosinophilic gastroenteritis; varying only in regards to theextent of disease and small bowel involvement. Common symptoms reported are similar toour patient's including: abdominal pain; epigastric pain; anorexia; bloating; weight loss;diarrhea; ankle edema; dysphagia; melaena and postprandial nausea and vomiting.Microscopic features of eosinophilic infiltration usually occur in the lamina propria orsubmucosa with perivascular aggregates. The disease is likely mediated by eosinophilsactivated by various cytokines and chemokines. Therapy centers around the use ofimmunosuppressive agents and dietary therapy if food allergy is a factor. The patient is a 31year old Caucasian female with a past medical history significant for ulcerative colitis. Shepresented with recurrent bouts of vomiting; abdominal pain and chest discomfort of 11 …,Clinical and Molecular Allergy,2004,21
Moraxella catarrhalis induces mast cell activation and nuclear factor kappa B-dependent cytokine synthesis,G Krishnaswamy; R Martin; E Walker; C Li; F Hossler; K Hall; DS Chi,1. ABSTRACT Human mast cells are often found perivascularly and at mucosal sites andmay play crucial roles in the inflammatory response. Recent studies have suggested aprominent role for mast cells in host defense. In this study; we analyzed the effects of acommon airway pathogen; Moraxella catarrhalis and a commensal bacterium; Neiserriacinerea; on activation of human mast cells. Human mast cell leukemia cells (HMC-1) wereactivated with either phorbol myristate acetate (PMA) and calcium ionophore or with varyingconcentrations of heat-killed suspensions of bacteria. Supernatants were assayed for thecytokines interleukin-4 (IL-4); granulocyte macrophage colony stimulating factor (GM-CSF);IL-6; IL-8; IL-13 and monocyte chemotactic protein-1 (MCP-1). Nuclear proteins wereisolated and assayed by electrophoretic mobility shift assay (EMSA) for nuclear factor …,Front Biosci,2003,20
Mast cells: methods and protocols,Guha Krishnaswamy; David S Chi,The mast cell; long implicated in causing allergic reactions; may also be involved in manyother disease processes; including cancer; heart disease; parasitic disease; atherosclerosis;asthma; and arthritis. In Mast Cells: Methods and Protocols; hands-on experts describe indetail their best techniques for the isolation; culture; and study of both activation andsignaling in human mast cells. These readily reproducible methods take advantage of thelatest advances in molecular biology; technology; and information science. The techniquesprovide a sound base of methodology for mast cell research and include methods for theidentification of mast cells; the development of mast cells in vitro; the study of mast cellsignaling and gene expression; and the measurement of mast cell expression ofinflammatory mediators. Additional chapters cover methods for studying mast cell …,*,2006,19
Chronic granulomatous disease; the McLeod phenotype and the contiguous gene deletion syndrome-a review,Casey E Watkins; John Litchfield; Eunkyung Song; Gayatri B Jaishankar; Niva Misra; Nikhil Holla; Michelle Duffourc; Guha Krishnaswamy,Chronic Granulomatous Disease (CGD); a disorder of the NADPH oxidase system; results inphagocyte functional defects and subsequent infections with bacterial and fungal pathogens(such as Aspergillus species and Candida albicans). Deletions and missense; frameshift; ornonsense mutations in the gp91phox gene (also termed CYBB); located in the Xp21. 1region of the X chromosome; are associated with the most common form of CGD. Whenlarger X-chromosomal deletions occur; including the XK gene deletion; a so-called,*,2011,18
Angiopoietin-1 inhibits doxorubicin-induced human umbilical vein endothelial cell death by modulating fas expression and via the PI3K/Akt pathway,Deling Yin; Chuanfu Li; Race L Kao; Tuanzhu Ha; Guha Krishnaswamy; Matthew Fitzgerald; Charles A Stuart,Angiopoietin-1 (Ang-1) is essential for the maturation of blood vessels duringvasculogenesis. Besides angiogenesis; recent publications indicate that Ang-1 is also apotent survival factor for endothelial cells; however; the mechanisms by which pathwaysremain elusive. Doxorubicin (DOX) is a powerful anticancer drug; but its use is severelyrestricted by its cardiotoxicity. The authors report here that Ang-1 inhibits DOX-induced celldeath in human umbilical vein endothelial cells (HUVECs). Interestingly; the DOX-inducedup-regulation in Fas (CD95/APO-1) and Fas ligand expression could be blocked by Ang-1;indicating a pivotal role of Ang-1 in DOX-induced Fas and Fas ligand expression. Inaddition; the prevention of cell death in this model system seems to be dependent on theactivation of phosphatidylinositol 3-kinase (PI3K)/Akt; as Ang-1 fails to inhibit DOX …,*,2004,18
Molecular defects in the mannose binding lectin pathway in dermatological disease: Case report and literature review,Christopher Miller; Sara Wilgenbusch; Mini Michael; David S Chi; George Youngberg; Guha Krishnaswamy,Mannose-binding lectin (MBL) and the Mannose-binding lectin-associated serine proteases(MASPs) are an essential aspect of innate immune responses that probably play animportant but understudied role in cutaneous function. The MBL-MASP pathway appears toexert its primary role by assisting in the clearance of apoptotic skin cells (thus preventingaccumulation and a subsequent autoimmune response) and promotingopsonophagocytosis of invading pathogens; limiting their dissemination. Deficiencies of thepathway have been described and are associated with infectious; autoimmune and vascularcomplications. However; the role of this pathway in dermatological disease is essentiallyunexplored. We describe 6 patients presenting with recurrent inflammatory and/or infectiousskin conditions who also demonstrated severely low MBL levels. One patient also had a …,*,2010,17
Differential regulation of antigen-induced IL-4 and IL-13 generation from T lymphocytes by IFN-α,David M Essayan; Guha Krishnaswamy; Lawrence M Lichtenstein; Shau-Ku Huang,Abstract Background: IL-4 and IL-13 are related cytokines with similar functional properties.Differential regulation of IL-4 and IL-13 has not been described. Objective: We haveexamined the effects of IFN-α on antigen-driven proliferation; IL-4 generation; and IL-13generation from human PBMCs and T-cell clones. Methods: Proliferation was assessed by 3H-thymidine incorporation. Cytokine generation was assessed by reverse transcription PCRand ELISA. Messenger RNA stability was assessed in the presence of actinomycin D.Results: IFN-α induced a concentration-dependent inhibition of antigen-driven proliferationof T H1 and T H2 clones (median effective concentration; 150 to 200 U/mL); the sensitivity ofT H1 and T H2 clones to IFN-α was not significantly different (P=. 6). IFN-α induced ananalogous concentration-dependent inhibition of antigen-driven IL-13 generation from T …,Journal of allergy and clinical immunology,1999,16
A patient with persistent wheezing; sinusitis; elevated IgE; and eosinophilia,Jeff Robinson; Zulfiqar Ahmed; Afzal Siddiqui; Thomas Roy; Steven Berk; John Kelly Smith; Guha Krishnaswamy,HISTORY OF PRESENTING ILLNESS A 76-year-old Caucasian male; with a past medical historyof severe steroid- dependent asthma; presented with a 4-day history of worsening shortnessof breath and a productive cough. His medical records documented four ad- missions to the hospitalin the last few months for similar complaints. In spite of aggressive therapy for his asthma; includingtriamcinalone; albuterol; and ipratropium inhalers plus oral pred- nisone (20 mg daily); his dyspneaworsened progressively. He was now using nebulized albuterol every few hours; with minimalrelief. The patient also had symptoms compatible with persistent rhinosinusitis but denied fe-ver; chills; sweats; or recent infectious contacts. He had no symptoms of or- thopnea; posturalnocturnal dyspnea; or hemoptysis. The patient also denied epistaxis; arthritis; unusual skinerup- tions; hematuria; or abdominal pain. There was no history of recent travel. His other …,Annals of Allergy; Asthma & Immunology,1999,16
Exercise-induced anaphylaxis: a serious but preventable disorder,Christopher WT Miller; Bhuvana Guha; Guha Krishnaswamy,Abstract Described for the first time approximately 30 years ago; exercise-inducedanaphylaxis is a rare disorder characterized by development of a severe allergic responseoccurring after mild-to-strenuous physical activity. This disorder is especially important torecognize with the recent increase in physical activity and health fitness fads. A number ofpredisposing factors (eg; prior ingestion of particular food groups) linked to exercise-inducedanaphylaxis has been outlined over the years. Mechanisms governing the condition are stillbeing unveiled; and it is likely that one mechanism involves mast cell degranulation andinflammatory mediator generation resulting from the biochemical effects of exercise;sometimes in the presence of an ingested allergen such that wheat or shell fish. Clinicalmanifestations usually occur after around 10 minutes of exercise; and follow a specific …,The Physician and sportsmedicine,2008,15
