From region encoding to extended dewey: On efficient processing of XML twig pattern matching,Jiaheng Lu; Tok Wang Ling; Chee-Yong Chan; Ting Chen,Abstract Finding all the occurrences of a twig pattern in an XML database is a core operationfor efficient evaluation of XML queries. A number of algorithms have been proposed toprocess a twig query based on region encoding labeling scheme. While region encodingsupports efficient determination of structural relationship between two elements; we observethat the information within a single label is very limited. In this paper; we propose a newlabeling scheme; called extended Dewey. This is a powerful labeling scheme; since from thelabel of an element alone; we can derive all the elements names along the path from theroot to the element. Based on extended Dewey; we design a novel holistic twig joinalgorithm; called TJFast. Unlike all previous algorithms based on region encoding; toanswer a twig query; TJFast only needs to access the labels of the leaf query nodes …,Proceedings of the 31st international conference on Very large data bases,2005,379
Incremental Distributed Weighted Class Discriminant Analysis on Interval-Valued Emitter Parameters,Xin Xu; Wei Wang; Jiaheng Lu; Jin Chen,Abstract In the age of big data; the emitter parameter measurement data is generallycharacteristic of uncertainty in the form of normally-distributed intervals; enormous size andcontinuous growth. However; existing interval-valued data analysis methods generallyassume a uniform distribution instead and are unable to adapt to the rapid growth of volume.To address the above problems; we have brought forward an incremental distributedweighted class discriminant analysis method on interval-valued emitter parameters.Extensive experiments indicate that our method is able to cope with these newcharacteristics effectively.,International Conference on Knowledge Science; Engineering and Management,2015,*
XML Tree Pattern Processing,Jiaheng Lu,Abstract Finding all the occurrences of a twig pattern in an XML database is a core operationfor efficient evaluation of XML queries. In this chapter; we present two kinds of joinalgorithms: XML structural join and XML holistic twig pattern processing. The structural joindecomposes twig pattern into many binary relationships; which can be either parent–child orancestor–descendant relationships; while holistic twig join processes the twig pattern as awhole; which has been proved more efficient. In addition; we showed two new streamingschemes: Tag+ level scheme and Prefix-Path Streaming; which can provide optimalsolutions for a larger class of twig patterns.,*,2013,*
LCRA; XML Keyword Search System; and LotusX; Graphical Query Processing System,Jiaheng Lu,Abstract Keyword search is a convenient way to query XML document and auto-completionis a user-friendly type-as-you-search feature to make queries more simple. In this chapter wepropose two XML search systems LCRA and LotusX where LCRA is a system supportingkeyword search and returning meaningful searching results while LotusX provides an auto-completion feature in a graphical search interface to simplify the processing of twig search.In addition the system architectures and the features of the two systems are also presented.The result ranking strategies for the keyword search system and the twig pattern querysystem are also proposed respectively. Furthermore we introduce the query rewritingapproaches for twig pattern search in LotusX.,*,2013,*
XML Keyword Pattern Refinement,Jiaheng Lu,Abstract In XML keyword search; users' queries usually contain irrelevant or mismatchedterms; typos; etc.; which may easily lead to empty or meaningless results. In this chapter; wefirst introduce the problem of content-aware XML keyword query refinement; aiming tointegrate the job of finding the desired refined queries and generating their matching resultsas a single problem. Furthermore; a statistics-based query ranking model; which takes intoaccount of both keyword dependencies and the relevance; is proposed. The ranking modelevaluates the quality of a refined query; which captures the morphological/semanticsimilarity between the original query and refined queries and the dependency of keywordsof the refined queries over the XML data. In addition; two adaptive query refinementalgorithms are also proposed. Finally; we experimentally demonstrate the efficiency and …,*,2013,*
XML Data Indexing,Jiaheng Lu,Abstract The emergence of the Web has increased interests in XML data. XML querylanguages such as XQuery and XPath use label paths to traverse the irregularly structureddata. Without a structural summary and efficient index; query processing can be quiteinefficient due to an exhaustive traversal on XML data. To overcome the inefficiency; severalpath indexes have been proposed in the research community. DataGuides and the 1-Indexcan be viewed as covering indexes; for simple path expressions over tree-or graph-structured XML data. By representing both XML documents and XML queries in structure-encoded sequences; querying XML data is equivalent to finding subsequence matches. Wewill also introduce the above index structures in this chapter.,*,2013,*
Summary and the Road Ahead,Jiaheng Lu,Abstract In this chapter; we summarize this book and present some issues which need to befurther investigated: including full-fledged XML query engine; directed graph XML model;extended Dewey labeling scheme for ordered query; index structure based on TJFast; andMapReduce-based XML twig pattern matching.,*,2013,*
基于同义词规则的高效 XML 关键字查询,张林林， 陆嘉恒,*,*,2012,*
Effective XML Keyword Search with Nearest Common Object Node Semantics,Thuy Ngoc Le; Tok Wang Ling; Chunbin Lin; Jiaheng Lu,Lowest Common Ancestor (LCA) semantics and its extensions such as SLCA; MLCA; VLCAand ELCA. However; these approaches commonly do not return a complete answer set for aquery because they can only find the common ancestors of a set of keywords but cannot findtheir common information appearing at their descendants in an XML document. In thispaper; we introduce a new semantics; called Nearest Common Objects Node (NCON);which guarantees that both common ancestors and common descendants are included inthe answer set for a query and therefore enables us to answer a query more completely. Wealso propose an NCON-based approach for XML keyword search; which exploits not onlythe index of the original XML document; but also the index of its reversed XML document;and devise optimization techniques to facilitate the process of finding NCONs. We have …,*,2012,*
301 Modern pollen distribution in marine sediments from the northern part of the South China Sea and its environmental significance,Chuanxiu Luo; Muhong Chen; Rong Xiang; Jianguo Liu; Lanlan Zhang; Jun Lu; Mingxi Yang,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,日本花粉学会会誌,2012,*
Effective Keyword Search with Synonym Rules over XML Document,Linlin Zhang; Qing Liu; Jiaheng Lu,Abstract Keyword search is a friendly way for user to find the information they are interestedin from XML documents without having to learn a complex query language or needing priorknowledge of the structure of the underlying data. However; the existing methods are usuallylimited to the input keywords. In this paper; we introduced the notion of synonyms; acronym;abbreviations and so on to capture user query intentions. We propose a SLCA basedkeyword search with synonym rules over xml documents which are orthogonal to various ofxml keyword search techniques. In addition; we also use this to give a effective and efficientslca based keyword search.,International Conference on Web-Age Information Management,2012,*
Tissue Engineering: Fluorinated Graphene for Promoting Neuro‐Induction of Stem Cells (Adv. Mater. 31/2012),Yu Wang; Wong Cheng Lee; Kiran Kumar Manga; Priscilla Kailian Ang; Jiong Lu; Yan Peng Liu; Chwee Teck Lim; Kian Ping Loh,Surfaces with good biocompatibility and tissue-specific inductive capabilities are highlydesirable in various tissue engineering and cell therapeutic applications. On page 4285; KPLoh; CT Lim; and co-workers show that mesenchymal stem cells (MSCs) can be controllablypatterned on fluorinated graphene; triggering alignment-induced neuronal differentiation.Their results point to a large-scale and rapid strategy to align MSCs and the ability to induceneuronal lineage in the absence of chemical inducer.,Advanced Materials,2012,*
Web-Age Information Management: WAIM 2012 International Workshops: GDMM 2012; IWSN 2012; MDSP 2012; USDM 2012; and XMLDM 2012; Harbin; China; Au...,Bao Zhifeng; Yunjun Gao; Yu Gu; Longjiang Guo; Yingshu Li; Jiaheng Lu; Ren Zujie; Chaokun Wang; Xiao Zhang,This book constitutes the thoroughly refereed proceedings of five workshops of the 13thInternational Conference on Web-Age Information Management; WAIM 2012; held in Harbin;China; in August 2012. The 34 revised full papers are organized in topical sections on thefive following workshops: the First International Workshop on Graph Data Management andMining (GDMM 2012); the Second International Wireless Sensor Networks Workshop (IWSN2012); the First International Workshop on Massive Data Storage and Processing (MDSP2012); the Third International Workshop on Unstructured Data Management (USDM 2012);the 4th International Workshop on XML Data Management (XMLDM 2012).,*,2012,*
Bin Liu; Lei Yang; Binfang Huang; Mei Cheng; Hui Wang; Yinyan Li; Dongsheng Huang,Jian Zheng; Qingchu Li; Xin Zhang; Weidong Ji; Yifeng Zhou; Jiachun Lu,*,The American Journal of Human Genetics,2012,*
Design of Helicopter Training Simulator,Wei Chen; Jingchao Lu; Rui Nie,Abstract—Based on the aerodynamic parameters and control law of certain helicopter; ahelicopter training simulator is designed. The recursive execution procedures of theactuators are written by C language; the helicopter equation of state is solved by Runge-Kutta; the navigation calculation module is designed to realize the helicopter navigation.Based on the above steps; the simulating and training functions are realized throughdesigning the human-computer interfaces; which are designed using Microsoft FoundationClasses (MFC). The flight attitude is displayed in the three dimensional scene; which isconfigured in Vega. The flight data such as attitudes; heading and velocity is displayed inreal time by flight instruments; which are designed by Graphics Device Interface (GDI). It isshown that the simulating effect is realistic; and the system achieves the design …,Proceedings of the 2012 International Conference on Computer Application and System Modeling,2012,*
Lightning protection device and wind turbine,*,The present invention discloses a lightning protection device and a wind turbine. Thelightning protection device comprises a machine body fixing frame; a discharging supportframe and a guiding elastic piece; wherein the machine body fixing frame is connected andfixed with a machine body; a current collection claw; a guide wheel and a carbon brush arefixedly connected to the discharging support frame; face the side wall of a top conductor attop portion of the lightning protection body and extend out of the discharging support frame;and two ends of the guiding elastic piece are connected with the machine body fixing frameand the discharging support frame respectively; and the relative distance between themachine body fixing frame and the discharging support frame is adjusted. Through thelightning protection device and the wind turbine; effective lightning protection effect can …,*,2012,*
Investigation on Characteristics of Internal Structure of Early-age Concrete by Non-destructive Testing,Zhonghe Shui; Sha Ding; Wei Chen; Kai Li; Jianxin Lu,Abstract Non-destructive methods such as ultrasonic wave; impact echo; and groundpenetrating radar were used to study the internal structure of early-age concrete. The resultsindicate that the ultrasonic; stress; and electromagnetic wave velocity can reflect well thevariation of the internal structure in concrete. With the influence of cement hydration; it isobvious that the three wave velocity increases and the dielectric constant decreases in thefirst 28 days. However; the changing of these characteristics tends to slow down with cementhydration. Results of compressive strength tests show that the combination of the threemethods can accurately probe changes in the internal concrete structure at early ages. Inaddition; structural defects and the above steel bars in reinforced concrete were alsoinvestigated using ground penetrating radar together with the impact echo method.,Journal of Testing and Evaluation,2012,*
Sectionally smooth signal recovery based on linear programming algorithm,X-F Wei; C-W Ge; J-M Lu; Y-P Bao,*,Signal Processing(Xinhao Chuli),2012,*
The Control System Design of the Living Platform to Assist the Older and the Disabled,Jie Lu; Hongzhou Li; Nannan Li,Abstract Based on the analysis of domestic and foreign nursing equipment; author develop akind of the living platform that assists the older and the disabled to flat; lift back; sit up; bendand extend leg; turn over and do more posture adjustments. The functions above mentionedare achieved by the control system design of the hardware circuit and software program. Thesystem has simple operations; a strong practicability; and a high reliability; a low cost and soon.,Proceedings of the 2012 Third International Conference on Mechanic Automation and Control Engineering,2012,*
Dynamic Computing Network: Architecture of Pervasive Computing for the Internet of Things,J Lu; J Huang; Y-P Xu; B-J Guo; X Yue,*,Computer Science,2012,*
Performance analyses of ejector refrigeration system with R 236 fa,Bo Zhang; Fu-Chun Zhong; Wen Cong; Jin-Sheng Lu,*,Journal of Dalian University of Technology,2012,*
Characteristic of homodrimane and maturity of organic matter in the low mature source rocks,Pingping Bing; Siyuan Cao; Jiaotong Lu; Zongjun Wang,Abstract Bicyclic sesquiterpenoids are mostly used to illustrate the origins of organic matterand genetic types of crude oil presently. In this paper; the relationship between distributionsand compositions of C 16 homodrimane in immature to mature source rocks and evolution oforganic matter was studied; and the correlation between C 16 homodrimane at immature tolow mature stages and thermal evolution of organic matter was analyzed. The results showthat in terrestrial facies depositional system; the ratio of 8α (H)-homodrimane to 8β (H)-homodrimane has a high sensitivity about the maturity's minor changes at immature to lowmature stages. It is found that when the vitrinite reflectance R 0< 0.7%; the ratio significantlydecreases with increasing burial depth or maturity. This kind of phenomenon reveals thatthese parameters may be the useful maturity indicators for determining the relative …,Acta Geochimica,2012,*
The Analysis on Economic Rationality in the Implementation of Professional Programmatic Accreditation System,Jing Lu,Abstract As the institution of professional education; the implementation of professionalprogrammatic accreditation system is bound to its economic significance. In view of this; thepaper applies the transaction cost theory in institutional economics to demonstratesupplemental the superiority of economic rationality under the implementation ofprofessional programmatic accreditation system.,Proceedings of the 2012 3rd International Conference on E-Business and E-Government-Volume 04,2012,*
基於市場結構的抗腫瘤中藥注射劑發展分析與展望,Yun Feng Lai; Jin Jian Lu; Xiu Ping Chen; Hao Hu; Yi Tao Wang,在中國原創化學藥品產業持續低落萎靡; 外資製藥企業強勢進軍國內醫藥市場的背景下;中藥注射劑成為吸引人們眼球的焦點之一. 本文對我國目前抗腫瘤中藥注射劑的市場;臨床應用進行了系統的總結和分析; 並對其將來的發展趨勢及存在問題進行了評述和展望. Thetraditional Chinese medicine injections (TCMIs) have played vital roles in the treatment ofcancer; cardiovascular diseases; virus and so on. This article analyzed the market of anti-cancer TCMIs in China; with special emphasis on Kangai injection; Shenqifuzheng injection;Aidi injection; Lentinan injection and Fufang kushen injection which presented excellentmarket performances. An analysis on the technical features and clinical applications of thesefive anti-cancer TCMIs was also conducted. Finally; we pointed out the constraints andpossible solutions to the development of anti-cancer TCMIs.,*,2012,*
Establishment of an organotypic model mimicking arsenic-induced Bowen's disease,H Yu; W Liao; J Lu; C Lan; C Lee; C Chang,*,JOURNAL OF INVESTIGATIVE DERMATOLOGY,2012,*
Indirect determination of iodine with methyl isobutyl ketone (MIBK) extraction by atomic fluorescence spectrometer,JP Lu; GX Geng; ZY Lu; YK Tang,In this paper; a new method was developed for indirect determination of iodine with methylisobutyl ketone (MIBK) extraction by atomic fluorescence spectrometer (AFS). Based uponthe complex; which can be extacted perfectly by MIBK; formed between I–and Hg2+ in 0.1mol L–1 of nitric acid; indirectly measuring the iodine in organic phase becomes possible.The effects of extraction conditions and other influence factors were investigated. Under theoptimized experimental conditions; the results showed that the linearity between itsabsorbance and the concentration of iodine was 0-12 µg L–1; the detection limit is 0.14 µg L–1; and the relative standard deviation is 3.3%. The method has been applied to thedetermination of iodine in eggs; and the recoveries are in the range of 101.8%-110.4%.,Guang pu xue yu guang pu fen xi= Guang pu,2012,*
Effects of cadmium stress on DNA polymorphism of genome in Phaseolus vulgaris seedlings,JY Lu; LJ Di; QF Ye,Effects of cadmium (Cd) stress on DNA polymorphism and some physiologicalcharacteristics in leaves of Phaseolus vulgaris seedlings were studied in present hydroponicexperiments by using random amplified polymorphic DNA (RAPD) technique. The resultsshowed that in the case of 7 days stress time; with the Cd concentration increased from 0 to80mg/L; the malondialdehyde (MDA) and Cd content increased; the total soluble proteincontent; proline content and GSH content raised at low concentration condition (20mg Cd/L)whereas decreased under moderate and high concentration conditions (40 and 80mg/L Cd;respectively). A total of eight oligonucleotide primers (10bp) were found to produce uniquepolymorphic band patterns; and subsequently used to produce 46 bands in the normalleaves genomic DNA of Phaseolus vulgaris seedlings. The RAPD map showed obvious …,China Environmental Science,2012,*
A middleware for distributing XML data between mobile application servers,Yousef E Rabadi; Joan Lu,ABSTRACT This research introduces architecture of new approach of distributingXML datafiles between different mobile application servers. The main objective and goal of this studyis to transmitXML data files between differentMobileApplication Server (MAS) using internetcloud infrastructure in a secured manner coupled with reliability and quality ofcommunication. Taking into consideration that the system architecture attribute is to beindependent; scalable; and flexible of using cloud computing. Furthermore; this architectureis designed to minimize the risk of any alteration; data loss; data abuse; and data misuse ofXML critical business data information. As cloud computing; using existing cloud networkinfrastructure to get advantage of the scalability; operational efficiency; and control of dataflow are a big consideration in this architecture. A test has been made to measure the …,*,2012,*
The Approach and Research of Localization for Student Response System,Gehao Lu; Lan Wang; Joan Lu; Wei Guo; Jinyan Li,ABSTRACT This paper introduces a multilingual StudentResponse System (SRS) that isdesigned to handle anonymously on-the-fly questions for local and distance lecturesbetween teachers and students and is deemed necessary to be utilized in Europe afterbeing tested in classroom for over two years. SRS consists of two friendly and interactiveinterfaces: a control interface (SRS-CI) on the teacher side and a response interface (SRS-RI) on the student side. The technologies in Flex builder and JavaServer Pages (JSP) areapplied to develop multilingual support for SRS-CI and SRS-RI; respectively; based on themethod of resource bundles. The localization design and implementation of SRS are carriedout in this research as a case study to illustrate and investigate the Flex and JSP-basedlocalization issues for response system. This paper performs linguistic testing against the …,*,2012,*
Test Analysis and Troubleshooting of 220 kV Bus Voltage Dip in Network Control System of Power Plant,ZQ Ma; JH Lu; HT Xiong,This paper describes the test method of voltage dip in international standards of IEC andIEEE and indexes such as SARFI. Through the analysis on a problem of 220 kV bus voltagedip in Network Control System (NCS) of a power plant; it proposes a method of test andanalysis using the power quality analyzer and fault recorder.,Zhejiang Electric Power,2012,*
Field Application of Portable Gas Chromatograph to Analysis of Dissolved Gas in Oil,S Wang; J-G Lu; J-H Zhang,*,Zhejiang Electric Power,2012,*
Method for operating a laundry appliance having a steam generator device; and laundry appliance,*,A method for operating a laundry appliance including a housing having a substantiallycircular housing opening closable by a door; a substantially cylindrical container disposedwithin the housing and including a substantially circular container opening and configured toreceive laundry for treatment. The laundry appliance also includes a steam generatingdevice including a heating element; an inlet opening and an outlet opening for steam; and anozzled disposed in a region of the container opening. The method includes activating theheating element until a temperature of the steam generating device reaches apredetermined upper limit. Water is introduced into a tank of the steam generating device ata predetermined flow rate and the temperature of the steam generator device is measuredas the water is introduced. The flow rate of water is reduced when the temperature of the …,*,2012,*
Distributed generalized parallel concatenated Turbo-like codes for multi-relay networks,Kaibin Zhang; Liuguo Yin; Jianhua Lu,In this paper; distributed generalized parallel concatenated Turbo-like (GPCT) codes arepresented for the cooperative network that comprises one source; one destination andmultiple relays. Specifically; using the error correcting capabilities of the repeat-convolute(repeat-q-times) codes; each relay node decodes what they receive; and the active relaysforward the parity checks of different constituent repeat-convolute codes while others keepsilent; thus; forming a distributed GPCT code at the destination. Under the assumption ofmaximum-likelihood (ML) decoding at the destination; it is proven that in this scheme with Jactive relay nodes and the signal-to-noise (SNR) of each channel is sufficiently high; thesystem asymptotic behavior of the bit error rate (BER) goes as equation.,Wireless Telecommunications Symposium (WTS); 2012,2012,*
Investigation of PNN-PZT thick films fabricated by electrophoretic deposition,Jian-Ping Lu; Guo-Rong Li; Liao-Ying Zheng; Jiang-Tao Zeng; Hua-Rong Zeng; Jian-Jiang Bian,*,Wuji Cailiao Xuebao(Journal of Inorganic Materials),2012,*
Sphingosine 1-phosphate Potentiated Endothelial Cell Attachment on De-cellularized Human Umbilical Vein as a Scaffold for Vascular Tissue Engineering,Yi-Long Huang; See-Yuan Chen; Jenher Lu; Hsinyu Lee,Abstract Cardiovascular disease (CVD); disorders of the heart and blood vessels; is theleading cause of mortality and morbidity. Arterial bypass graft is a primary therapy for theCVD patients. However; choosing a proper material for arterial bypass grafting is still acritical issue. Human umbilical vein (HUV) is a natural vessel and has been suggested as asuitable scaffold for vascular tissue engineering. In this study; we de-cellularized HUV byusing sodium dodecyl sulfate (SDS) and further incubated with medium contains 12% FBSto remove the residual nucleic acid. After the de-cellularization process; HUV was examinedby histological analysis as well as DNA quantification to conform the elimination of residualcellular composition. Human umbilical vein endothelial cells (HUVECs) were then seededback on de-cellularized HUV with the treatment of 1uM sphingosine 1-phosphate (S1P) …,The FASEB Journal,2012,*
Heparan sulfate 6-O-sulfation is dynamically regulated in idiopathic pulmonary fibrosis,Jingning Lu; Joseph A Lasky; Xinping Yue,Abstract A glyco-gene array approach was used to identify glyco-genes involved in thedevelopment of idiopathic pulmonary fibrosis (IPF) with an emphasis on heparan sulfate(HS) biosynthesis and modification. Glyco-gene expression profile (GlycoV4 oligonucleotidearray) of normal and IPF human lungs identified 162 differentially expressed transcripts.Genes involved in HS biosynthesis and modification that were altered in IPF include HS N-deacetylase/N-sulfotransferase 1; HS 2-O-sulfotransferase; HS 6-O-sulfotransferases(HS6ST-1 and-2); and HS 6-O-endosulfatases Sulf1 and Sulf2. The upregulation of bothHS6STs and the Sulfs is intriguing as HS6STs add sulfates to the 6-O-position during HSbiosynthesis; whereas the Sulfs remove them outside the cells. Quantitative RT-PCRconfirmed the upregulation of Sulf1; Sulf2 and HS6ST-2. The overexpressed HS6ST-2 …,The FASEB Journal,2012,*
Biological Nitrogen Removal via Anaerobic Ammonium Oxidation from Organic Wastewater in SBR,JP Lu; Bing Du; TX Liu; Yan Zhang,Using nitrification sludge and anaerobic granular sludge as inoculants; biological nitrogenremoval via anaerobic ammonium oxidation (ANAMMOX) from organic synthetic wastewaterwas studied in a sequencing batch reactor (SBR). The SBR was started up successfully at25℃; HRT of 12 d; pH of 7.2 to 8.5; influent NH+ 4-N concentration of 220 mg/L; NO-2-Nconcentration of 138 mg/L; and COD concentration of 294 mg/L. Under high ammonianitrogen and low organic concentration conditions; ANAMMOX bacteria and heterotrophicdenitrifying bacteria could coexist. ANAMMOX bacteria were still the dominant bacteria; andANAMMOX reaction was the dominant reaction in the reactor. The SEM showed that thedominant bacteria were about 1 μm in size; circular or elliptical in morphology; clustered andnicked in the surface appearance. These characters of the dominant bacteria suggested …,China Water & Wastewater,2012,*
Myocardial Notch Signaling Reprograms Cardiomyoctes to a Conduction-Like Phenotype,Stacey Rentschler; Alberta Yen; Jia Lu; Nataliya Petrenko; Vickas V Patel; Glenn I Fishman; Jonathan A Epstein,Abstract Notch signaling has previously been shown to play an essential role in regulatingcell fate decisions in many systems. We hypothesized that Notch may be involved indirecting the progressive lineage restriction of cardiomyocytes into specialized conductioncells. In murine hearts where Notch signaling is activated within the myocardium from earlydevelopment onwards; Notch promotes a conduction-like phenotype as evidenced byectopic expression of conduction system-specific genes; as well as cell autonomouschanges in cellular electrophysiology. Activation of Notch in newborn ventricularcardiomyocytes from Contactin2-EGFP transgenic mice; which specifically labels conductioncells; demonstrates Notch-induced changes in “chamber” ventricular cardiomyocytesconsistent with a phenotypic switch to Purkinje-like cells; including transcriptional …,The FASEB Journal,2012,*
Detect Peripheral Hardware Faults Using I/O-state-based Dynamic Value Invariants,Yansong ZHENG; Junlin LU; Dong TONG; Keyi WANG; Xu CHENG,Abstract—Hardware system has been expected to become increasingly vulnerable to faultsdue to continuously increasing function complexity and decreasing feature size. Using I/O-state-based dynamic value invariants; one of software visible symptoms; canprobabilistically detect peripheral hardware faults. This paper explores a software solutionthat watches for anomalous dynamic value invariant behaviors to indicate the presence ofperipheral hardware faults with low cost. The approach extracts I/O-state-based dynamicvalue invariants of real commodity software; and detects faults by checking any datainconsistencies arising in an application's behavior. We implemented the proof of concept ina full system simulator Bochs-P86. The experimentation with Windows XP shows that theapproach is effective in detecting peripheral hardware faults. Four forms of dynamic value …,Chinese Journal of Electronics,2012,*
Study on Pretreatment of Saline Organic Wastewater by Ultrasound and Fenton Reagent,Jiaang Lu; Ning Xu; Jinfeng Chen; Weili Jiang; Pingfang Han; Xiaoping Lu,Abstract The Fenton method; unmodified and combined with ultrasound; was studied to treatsaline organic wastewater. The effect of pH; Fe2+; H2O2; NaCl and Na2SO4 on degradationon reactive red dyestuff was explored. The pH value and Fe2+ concentration were keyfactors during the reactions. NaCl and Na2SO4 could decrease the degradation rate ofreactive red dyestuff by the Fenton and ultrasound/Fenton method; NaCl could especiallyaffect degradation via unmodified Fenton treatment. The degradation efficiency of active reddyestuff dropped to less than 4.01% for the unmodified Fenton method in the presence of100 ppm Na2SO4. The experiment proved that the ultrasound could not only improve thedegradation efficiency of Fenton's reagent; but also weaken the negative effects of NaCl andNa2SO4. Reactive red dyestuff effluents were further treated by the US/Fenton method. A …,Asian Journal of Chemistry,2012,*
IDENTIFICATION AND CHARACTERIZATION OF CALCIUM SPARKS IN CARDIOMYOCYTES DERIVED FROM HUMAN INDUCED PLURIPOTENT STEM CELLS,Heming Wei; Guangqin Zhang; Jun Lu; Philip Wong; Winston Shim,*,Journal of the American College of Cardiology,2012,*
Analysis on Scaling Problem of Flue Gas Desulfurization System for 600 MW Unit,Biao Chen; Hui Li; ZM Chen; JW Lu; Bin Shi,This paper introduces the technical situation of wet Flue Gas Desulfurization (FGD) systemfor 600 MW units in Guohua Ninghai Power Plant A. Through the analysis on the formationmechanism of various scales in the system to deal with the problem of internal scaling; itelaborates the main methods of prevention and treatment to ensure stable operation of thesystem.,Zhejiang Electric Power,2012,*
Development and optimization of a cell-based assay to determine intracellular concentrations of bivalent SMAC mimetics,Liu Liu; Xiaoqin Li; Haiying Sun; Jianfeng Lu; Duxin Sun; Shaomeng Wang,*,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,2012,*
Web-Age Information Management: WAIM 2011 International Workshops: WGIM 2011; XMLDM 2011; SNA 2011; Wuhan; China; September 14-16; 2011; Revised S...,Liwei Wang; Jingjue Jiang; Jiaheng Lu; Liang Hong; Bin Liu,This book constitutes the thoroughly refereed post-conference proceedings of threeworkshops of the 12th International Conference on Web-Age Information Management;WAIM 2011; held in Wuhan; China; in September 2011. The 20 revised full papers areorganized in topical sections on the three following workshops: the First InternationalWorkshop on Web-based Geographic Information Management (WGIM 2011); the ThirdInternational Workshop on XML Data Management (XMLDM 2011); and the FirstInternational Workshop on Social Network Analysis (SNA 2011).,*,2012,*
439 Significantly Higher Pathologic Complete Response Rate with Weekly Compared with Three-weekly Paclitaxel and Carboplatin Plus Trastuzumab Neoadjuvant...,ZM Shao; CM Chen; Y Zhou; S Chen; YF Hou; GY Liu; GH Di; JS Lu; J Wu; ZZ Shen,*,European Journal of Cancer,2012,*
Investigation effective factors into reading online arabic textbook for learning by children age 9 to 12,Azza Abubaker; Joan Lu,The University Repository is a digital collection of the research output of the University; availableon Open Access. Copyright and Moral Rights for the items on this site are retained by the individualauthor and/or other copyright owners. Users may access full items free of charge; copies of fulltext items generally can be reproduced; displayed or performed and given to third parties in anyformat or medium for personal research or study; educational or notforprofit purposes withoutprior permission or charge; provided … • The authors; title and full bibliographic details is creditedin any copy; • A hyperlink and/or URL is included for the original metadata page; and • The contentis not changed in any way … For more information; including our policy and submissionprocedure; please contact the Repository Team at: E.mailbox@hud.ac.uk … Investigation effectivefactors into reading online Arabic … I can't read this text the characters is to small & I …,*,2012,*
Immunodeficiency: 476 Severe Autoimmunity with Polyarticular Joint Disease Requiring Anti-TNF Therapy and T+ B-NK+ Immunodeficiency in a Family with Small S...,Troy Torgerson; Hans Ochs; Jun Lu,We have identified a family in which 3 of 4 children are affected with significant autoimmunityand immunodeficiency that does not fit any of the known disorders. We have embarked to characterizetheir defect and describe a completely new disorder … Whole Exome Sequencing; T and BCell Immunophenotyping; Radiation Sensitivity; Bacteriophage … The oldest affected childis female with severe polyarticular arthritis (treated with etanercept); eczema; diarrhea; shortstature and numerous infections including pneumonia. She is s/p bone marrow transplant usinga matched sibling donor; is fully engrafted and doing well. The second affected child was alsofemale and had numerous episodes of pneumonia; bronchiolitis; otitis media andconjunctivitis. She died at 11 months from presumed fulminant CMV hepatitis. The third affectedchild is male with hypothyroidism; chronic diarrhea; alopecia totalis; eczema; multiple …,The World Allergy Organization Journal,2012,*
Analysis on Present Status and Development Trend of China's Environment Risks,J Lu; N Sun; J Xia; G Hou,*,Environmental Science and Management,2012,*
Does Inward FDI Promote or Hinder Outward FDI?,Ying Liu; Ming Hua Li; Jiangyong Lu; Changqi Wu,Abstract: In this paper we evaluate the mechanisms underlying dynamic linkages betweeninward FDI and outward internationalization in the Chinese automobile industry. Whileseveral studies have examined the relationship between outward and inward investmentusing empirical data; this is among the first to employ a case study approach to investigatehow international joint ventures (IJVs) established between foreign and Chinese carmakerscan shape their internationalization speed; proclivity; and degree. We discuss some uniquefeatures of carmakers with and without IJVs to elucidate how firms without IJVs may be moredriven to expand internationally while firms with IJVs may face constraints from venturingabroad. Our study further delineates strategies for how automakers without IJVs may rely onexternal growth to springboard back into the domestic car market.,SMS Special Conference China,2012,*
A Small Hydraulic Excavator Assembly Plant Design [J],Juan LU; Yu FANG; Ge WANG,In a small hydraulic excavator assembly plant engineering design; the paper introduces theRGV assembly line on the concept of assembly production; realizing the independentoperation and each station accurately; have really realized the flexible assembly. At thesame time; using a lot of automatic logistics equipment; such as AGV automatic feedingdolly; bulky air transport system; realized the material distribution; high automation withouthumanizing.,Construction & Design for Project,2012,*
The sedimentary environment of current estuary and abandoned estuary at the modern Yellow River Delta,Xiao Ying Chen; Dai Hai Liu; Jing Lu,Abstract: Article Preview Article Preview Based upon statistics of sediment parameters andsediment moving modes from probability cumulative distribution curves; and combined withtopography and hydrodynamics; the sedimentary environment at the intertidal flats of Qing 8estuary (1996-now) and Diaokou estuary (1964-1976) at the Yellow River Delta wasdiscussed in depth in present study. The results demonstrated that sediment grain sizeparameters can clearly reveal hydrodynamic condition of the sedimentary environment.Core C1 at current estuary was divided into four layers. The corresponding hydrodynamicconditions from top to bottom varied from strong to fluctuating between strong and weak; andfinally to weak. Meanwhile; Core A1 at abandoned estuary can be divided into three layersand corresponding hydrodynamics from top to bottom changed from fairly strong to rather …,Advanced Materials Research,2012,*
