Niclosamide inhibits androgen receptor variants expression and overcomes enzalutamide resistance in castration-resistant prostate cancer,Chengfei Liu; Wei Lou; Yezi Zhu; Nagalakshmi Nadiminty; Chad T Schwartz; Christopher P Evans; Allen C Gao,Purpose: Enzalutamide; a second-generation antiandrogen; was recently approved for thetreatment of castration-resistant prostate cancer (CRPC) in patients who no longer respondto docetaxel. Despite these advances that provide temporary respite; resistance toenzalutamide occurs frequently. Androgen receptor (AR) splice variants such as AR-V7have recently been shown to drive castration-resistant growth and resistance toenzalutamide. This study was designed to identify inhibitors of AR variants and test its abilityto overcome resistance to enzalutamide. Experimental Design: The drug screening wasconducted using luciferase activity assay to determine the activity of AR-V7 after treatmentwith the compounds in the Prestwick Chemical Library; which contains about 1;120 FDA-approved drugs. The effects of the identified inhibitors on AR-V7 activity and …,Clinical cancer research,2014,119
Treatment of metastatic prostate cancer,*,The present invention provides new compositions and methods for treating prostate cancer;eg; drug-resistant prostate cancer; such as anti-androgen drug (eg; enzalutamide) resistantand/or castration resistant prostate cancer (CRPC). These new compositions include; butare not limited to; pharmaceutical compositions that include an AR-V7 inhibitor; such asniclosamide. Alternatively; these new compositions can include; but are not limited to;pharmaceutical compositions that include an AKR1C3 inhibitor; such as indomethacin.These new methods include; but are not limited to; methods of administering an AR-V7inhibitor; such as niclosamide; and/or an AKR1C3 inhibitor; such as indomethacin; to treatpatients having prostate cancer. The present invention also provides methods of inhibitingandrogen receptor variant expression; eg AR-V7; and methods of killing cells expressing …,*,2017,*
ABCB1 Mediates Cabazitaxel–Docetaxel Cross-Resistance in Advanced Prostate Cancer,Alan P Lombard; Chengfei Liu; Cameron M Armstrong; Vito Cucchiara; Xinwei Gu; Wei Lou; Christopher P Evans; Allen C Gao,Advancements in research have added several new therapies for castration-resistantprostate cancer (CRPC); greatly augmenting our ability to treat patients. However; CRPCremains an incurable disease due to the development of therapeutic resistance and theexistence of cross-resistance between available therapies. Understanding the interplaybetween different treatments will lead to improved sequencing and the creation ofcombinations that overcome resistance and prolong survival. Whether there exists cross-resistance between docetaxel and the next-generation taxane cabazitaxel is poorlyunderstood. In this study; we use C4-2B and DU145 derived docetaxel-resistant cell lines totest response to cabazitaxel. Our results demonstrate that docetaxel resistance confers cross-resistance to cabazitaxel. We show that increased ABCB1 expression is responsible for …,Molecular cancer therapeutics,2017,*
Taxane resistance in prostate cancer: A role for miRNA 181a,Cameron M Armstrong; Chengfei Liu; Wei Lou; Allen C Gao,Introduction: Docetaxel (DTX) is one of the primary drugs used for treating castrationresistant prostate cancer (CRPC). Unfortunately; over time patients invariably developresistance to DTX therapy and their disease will continue to progress. The mechanisms bywhich resistance develops are still incompletely understood. This study seeks to determinethe involvement of miRNAs; specifically miR-181a; in DTX resistance in CRPC. Methods:Total RNA from parental C4-2B prostate cancer cells and DTX resistant C4-2B cells (C4-2BTaxR) was submitted for small RNA deep sequencing. Data was analyzed to ascertainwhich miRNAs expressions were most altered in C4-2B TaxR cells compared to parentalcells. Having identified an increase in miR-181a in resistant cells; its expression wasmodulated in C4-2B and C4-2B TaxR cells by transfecting them with miR-181a mimics or …,*,2017,*
MicroRNA‐181a promotes docetaxel resistance in prostate cancer cells,Cameron M Armstrong; Chengfei Liu; Wei Lou; Alan P Lombard; Christopher P Evans; Allen C Gao,BACKGROUND Docetaxel is one of the primary drugs used for treating castration resistantprostate cancer (CRPC). Unfortunately; over time patients invariably develop resistance todocetaxel therapy and their disease will continue to progress. The mechanisms by whichresistance develops are still incompletely understood. This study seeks to determine theinvolvement of miRNAs; specifically miR-181a; in docetaxel resistance in CRPC. METHODSReal-time PCR was used to measure miR-181a expression in parental and docetaxelresistant C4-2B and DU145 cells (TaxR and DU145-DTXR). miR-181a expression wasmodulated in parental or docetaxel resistant cells by transfecting them with miR-181amimics or antisense; respectively. Following transfection; cell number was determined after48 h with or without docetaxel. Cross resistance to cabazitaxel induced by miR-181a was …,The Prostate,2017,*
MP99-02 OVEREXPRESSION OF HSD3B1 CONFERS RESISTANCE TO ENZALUTAMIDE IN PROSTATE CANCER,Cameron Armstrong; Chengfei Liu; Wei Lou; Christopher Evans; Allen Gao,METHODS Enza resistant C4-2B PCa cells (C4-2B MDVR) were generated by chronicallyexposing parental C4-2B cells to increasing Enza concentrations (5-40 μM) for> 12 monthsand maintained in 20 μM Enza. Differences in gene expression between C4-2B MDVR andparental cells was determined by microarray and RNA-seq. HSD3B1 expression wasknocked down in C4-2B MDVR cells using shRNA and cell number was determined inmedia containing FBS; charcoal dextran stripped FBS (CD-FBS); or CD-FBS supplementedwith 100 nM pregnenolone (P5); 100 nM DHEA; or 10 nM DHT in the presence and absenceof 20 μM Enza. PSA secretion was determined by ELISA and PSA-luciferase activity wasmeasured by reporter assay. C4-2B MDVR cells were also treated with apigenin; which hasbeen shown to reduce HSD3B1 expression; and cell number and PSA outcomes were …,The Journal of Urology,2017,*
MP83-09 ELUCIDATING CROSS-RESISTANCE BETWEEN DOCETAXEL AND CABAZITAXEL IN CASTRATION RESISTANT PROSTATE CANCER,Alan Lombard; Chengfei Liu; Cameron Armstrong; Wei Lou; Christopher Evans; Allen Gao,METHODS TaxR and DTXR docetaxel-resistant cell line derivatives were created bychronically exposing C4-2B and DU145 cells respectively to increasing doses of docetaxel.Cell growth assays utilizing a coulter cell counter to attain cell numbers were used to assesscellular response to treatment. Colony formation assays were used to support cell growthassay data. Apoptosis was assessed using western blots for cleaved-PARP. TaxR cellsstably expressing a plasmid containing a shRNA targeting ABCB1 were used to test the roleof ABCB1 in mediating resistance to cabazitaxel. RESULTS Cell growth and colonyformation assays demonstrated that docetaxel resistant prostate cancer cells are cross-resistant to cabazitaxel. We further show that apoptosis is blunted in docetaxel resistant cellsin response to cabazitaxel treatment. Interestingly; both resistant cell lines were …,The Journal of Urology,2017,*
PD37-12 EVALUATION OF NICLOSAMIDE AS A POTENT INHIBITOR OF ANDROGEN RECEPTOR VARIANTS TO OVERCOME RESISTANCE TO ABIRATERONE...,Chengfei Liu; Wei Lou; Joy Yang; Chong-Xian Pan; Primo Lara; Christopher Evans; Allen Gao,METHODS Resistant prostate cancer cells to enzalutamide and abiraterone were generatedby continuous culturing the cells in media containing increasing doses of eitherenzalutamide or abiraterone. Drug screening was conducted using luciferase activity assayto determine the activity of AR-V7 after treatment with the compounds in the PrestwickChemical Library; which contains about 1120 FDA-approved drugs. The effects of theidentified inhibitors on AR-V7 activity and abiraterone/enzalutamide sensitivity werecharacterized in CRPC and enzalutamide/abiraterone resistant prostate cancer cells in vitroand in vivo. RESULTS Resistant prostate cancer cells to enzalutamide and abiraterone weregenerated; respectively. Both resistance cells express high levels of androgen receptorvariants including AR-V7. Drug screening identified niclosamide; an anthelmintic agent …,The Journal of Urology,2017,*
MP57-19 TARGETING AKR1C3 ACTIVATION BY INDOMETHACIN OVERCOMES RESISTANCE TO ENZALUTAMIDE AND ABIRATERONE,Chengfei Liu; Wei Lou; Joy Yang; Chong-Xian Pan; Marc Dall'Era; Christopher Evans; Allen Gao,METHODS Global gene expression analysis was analyzed by microarray and transcriptomewas analyzed by RNA-seq. Steroid profile including androgens was analyzed by LiquidChromatography-Mass Spectrometry (LC-MS). The effects of AKR1C3 expression andactivation were examined by knock down of AKR1C3 expression by shRNA or inhibition ofAKR1C3 enzymatic activity by indomethacin. The effects of AKR1C3 activation onenzalutamide and abiraterone sensitivity were examined in vitro and in vivo. A Phase I/IIclinical trial with enzalutamide plus indomethacin has been designed. RESULTS Globalgene expression analysis showed that steroid biosynthesis pathway is activated inenzalutamide and abiraterone resistant prostate cancer cells. One of the crucialsteroidogenic enzymes; AKR1C3; was significantly elevated in enzalutamide/abiraterone …,The Journal of Urology,2017,*
Targeting androgen receptor variants by niclosamide overcoming resistance to abiraterone and enzalutamide,Chengfei Liu; Allen C Gao,Background. Use of enzalutamide and abiraterone has improved treatment of advancedprostate cancer. However; development of resistance to these agents frequently occurs.Androgen receptor variants; particularly AR-V7; have been shown to drive resistance toabiraterone and enzalutamide. This study aimed to test whether niclosamide can overcomeresistance and improve therapies by targeting androgen receptor variants. Methods.Resistant prostate cancer cells to enzalutamide and abiraterone were generated bycontinuous culturing the cells in media containing increasing doses of either enzalutamideor abiraterone. Drug screening was conducted using luciferase activity assay to determinethe activity of AR-V7 after treatment with the compounds in the Prestwick Chemical Library;which contains about 1120 FDA-approved drugs. The effects of the identified inhibitors on …,*,2017,*
Niclosamide Inhibits Androgen Receptor Variants Expression and Overcomes Enzalutamide Resistance in Castration-Resistant Prostate Cancer (vol 20; pg 3198; 2...,C Liu; W Lou; Y Zhu; N Nadiminty; CT Schwartz; CP Evans,*,CLINICAL CANCER RESEARCH,2017,*
Mp46-01 Akr1c3 Activation And Intracrine Androgens Confer Resistance To Enzalutamide,Chengfei Liu; Wei Lou; Yezi Zhu; Joy Yang; Christopher Evans; Allen Gao,METHODS Global gene expression analysis was analyzed by microarray and transcriptomewas analyzed by RNA-seq. Steroid profile including androgens was analyzed by LiquidChromatography-Mass Spectrometry (LC-MS). The effects of AKR1C3 expression andactivation were examined by knock down of AKR1C3 expression by shRNA or inhibition ofAKR1C3 enzymatic activity by indomethacin. The effects of AKR1C3 activation onenzalutamide sensitivity were examined in vitro and in vivo. RESULTS We developedenzalutamide resistant prostate cancer cells in an effort to understand the mechanisms ofresistance. Global gene expression analysis showed that steroid biosynthesis pathway isactivated in enzalutamide resistant prostate cancer cells. One of the crucial steroidogenicenzymes; AKR1C3; was significantly elevated in enzalutamide resistant cells. In addition …,The Journal of Urology,2015,*
Mp46-05 Inhibition Of Constitutively Active Stat3 And Ar Variants Reverses Enzalutamide Resistance In Advanced Prostate Cancer Cells,Chengfei Liu; Wei Lou; Yezi Zhu; Christopher Evans; Allen Gao,METHODS Sensitivity of prostate cancer cells to enzalutamide was tested using cell growthassays and clonogenic assays. Expression of Stat3 and AR-V7 was downregulated usingsiRNA specific to Stat3 and AR-V7. Drug screening was conducted using luciferase activityassay to determine the activity of AR-V7 after treatment with the compounds in the PrestwickChemical Library; which contains about 1120 FDA-approved drugs. The effects of theidentified inhibitors on AR-V7 activity and enzalutamide sensitivity were characterized inCRPC and enzalutamide-resistant prostate cancer cells in vitro and in vivo. RESULTSProstate cancer cells expressing autocrine IL-6 are resistant to enzalutamide throughconstitutive activation of Stat3 and its target genes. Down regulation of Stat3 and AR variantsled to an increase in sensitivity of prostate cancer cells to enzalutamide. Prostate cancer …,The Journal of Urology,2015,*
Mp46-03 Nf-kappab2/p52: c-myc: hnrnpa1 Regulatory Pathway Controls Expression Of Androgen Receptor Splice Variants And Enzalutamide Sensitivity In Prostate...,Nagalakshmi Nadiminty; Ramakumar Tummala; Chengfei Liu; Wei Lou; Christopher Evans; Allen Gao,METHODS Sensitivity of prostate cancer cells to enzalutamide was tested using cell growthassays and clonogenic assays. Quantitative reverse transcription-PCR; ELISA and Westernblotting were performed to detect expression levels of PSA; p52; c-myc; HnRNPA1/2; andAR. Expression of p52; c-myc; HnRNPA1/2; AR-V7 was downregulated using siRNA.RESULTS C4-2B and CWR22Rv1 cells chronically treated with Enzalutamide were found toexpress higher levels of NF-kappaB2/p52. Downregulation of NF-kappaB2/p52 inCWR22Rv1 cells chronically treated with Enzalutamide rendered them more sensitive to cellgrowth inhibition by Enzalutamide. Analysis of the expression levels of AR splice variants byqRT-PCR and Western blotting revealed that LNCaP cells expressing p52 exhibit higherexpression of AR splice variants. We demonstrate that the splicing factor heterogeneous …,The Journal of Urology,2015,*
Mp46-02 Up-regulation Of Glucose Metabolism By Nf-κb2/p52 Mediates Enzalutamide Resistance In Prostate Cancer Cells,Yuanyuan Cui; Nagalakshmi Nadiminty; Chengfei Liu; Wei Lou; Allen Gao,METHODS We analyzed metabolic pathways and relevant gene expression in themicroarray expression profiles of LNCaP-p52 cells. Immunoblotting was performed toconfirm increased levels of Glut-1; PKM2 and G6PD. Glucose consumption; lactateproduction and NADPH/NADP ratio were measured to further reveal glucose metabolismpathways. We then targeted glucose metabolism using 2-DG (2-deoxy-D-glucose); aninhibitor of glucose metabolism; to test if it can inhibit glucose metabolism and modulateEnzalutamide sensitivity. RESULTS Data analysis of gene expression arrays showed thatgenes including GLUT1 (SLC2A1); PKM2; G6PD; and ME1 involved in the regulation ofglucose metabolism were altered in LNCaP cells overexpressing p52 compared with theparental LNCaP cells. We demonstrated an increased amount of glucose flux in the …,The Journal of Urology,2015,*
NF-KAPPAB2/P52 INDUCES RESISTANCE TO ENZALUTAMIDE IN PROSTATE CANCER: ROLE OF ANDROGEN RECEPTOR AND ITS VARIANTS,Nagalakshmi Nadiminty; Ramakumar Tummala; Chengfei Liu; Joy Yang; Wei Lou; Christopher Evans; Allen Gao,*,JOURNAL OF UROLOGY,2014,*
MP24-08 INHIBITION OF CONSTITUTIVELY ACTIVE STAT3 REVERSES ENZALUTAMIDE RESISTANCE IN LNCAP DERIVATIVE PROSTATE CANCER CELLS,Chengfei Liu; Yezi Zhu; Wei Lou; Yuanyuan Cui; Christopher P Evans; Allen C Gao,METHODS Sensitivity of prostate cancer cells to enzalutamide was tested using cell growthassays and clonogenic assays. Quantitative reverse transcription-PCR; ELISA and Westernblotting were performed to detect expression levels of IL-6; c-Myc; survivin and AR.Expression of Stat3 was downregulated using siRNA specific to Stat3. ChIP assay wasperformed to examine recruitment of AR to the PSA promoter. RESULTS Prostate cancercells expressing autocrine IL-6 are resistant to enzalutamide and autocrine IL-6 leads toconstitutive activation of Stat3 and its target genes. Down regulation of Stat3 led to anincrease in sensitivity of prostate cancer cells to enzalutamide. Overexpression ofconstitutively active Stat3 in prostate cancer cells induced resistance to enzalutamidetreatment. Constitutively active Stat3 also enhanced the recruitment of AR to PSA …,The Journal of Urology,2014,*
782 SANGUINARINE INHIBITS STAT3 ACTIVATION AND TUMOR GROWTH IN PROSTATE CANCER CELLS,Meng Sun; Chengfei Liu; Wei Lou; Nagalakshmi Nadiminty; Joy Yang; Christopher Evans; Allen Gao,*,The Journal of Urology,2012,*
Andrographolide is a novel inhibitor of interleukin-6 and suppresses prostate tumor growth,Jae Yeon Chun; Ramakumar Tummala; Nagalakshmi Nadiminty; Wei Lou; Chengfei Liu; Joy Yang; Christopher P Evans; Allen C Gao,INTRODUCTION AND OBJECTIVES: Elevated interleukin-6 (IL-6); a major mediator of theinflammatory response; has been implicated in androgen receptor (AR) activation; cellulargrowth and differentiation; plays important roles in the development and progression ofprostate cancer; and is a potential target in cancer therapy. METHODS: In an attempt toidentify potential inhibitors of IL-6; DU145 human prostate cancer cells that express IL-6autocrine loop were treated with compounds from the Natural compound library (TimTecLLC; Newark; DE) for 24 hours. The Natural compound Library consisted of 440 naturalcompounds with minimal purity of 95%. The media were collected and used formeasurement of IL-6 protein by ELISA. Compounds that decreased the levels of IL-6 proteinby 50% were selected for further characterization. RESULTS: We found that …,*,2011,*
415 ANDROGRAPHOLIDE TARGETS AR PATHWAY IN CASTRATION-RESISTANT PROSTATE CANCER,Chengfei Liu; Meng Sun; Wei Lou; Jaeyeon Chun; Nagalakshmi Nadiminty; Christopher Evans; Allen Gao,METHODS We have previously identified andrographolide can suppress tumor growth ofprostate cancer cells by screening compounds from the Natural compound library. LNCaPand C4-2 cells were treated with either bicalutamide or andrographolide in FBS or charcoal-stripped FBS conditions. Cell growth was determined and the levels of AR expression weremeasured by qRT-PCR and Western blots. The effects on PSA and NKX3. 1 were alsoexamined by ELISA and luciferase reporter assays. AR nuclear translocation was examinedby immunofluorescence assays. The effects of andrographolide on the recruitment of AR tothe androgen responsive genes were examined by Chromatin Immunoprecipitation (ChIP)Assays. RESULTS We identified andrographolide; a diterpenoid lactone isolated from atraditional Chinese and Indian medicinal plant Andrographis paniculata which exhibit a …,The Journal of Urology,2011,*
1619 ANDROGRAPHOLIDE IS A NOVEL INHIBITOR OF INTERLEUKIN-6 AND SUPPRESSES PROSTATE TUMOR GROWTH,Jaeyeon Chun; Ramakumar Tummala; Wei Lou; Chengfei Liu; Joy Yang; Christopher Evans; Allen Gao,*,The Journal of Urology,2011,*
Inhibition of ABCB1 expression overcomes acquired docetaxel resistance,Yezi Zhu; Chengfei Liu; Nagalakshmi Nadiminty; Wei Lou; Ramakumar Tummala; Christopher P Evans; Allen C Gao,Page 1. 1 Inhibition of ABCB1 expression overcomes acquired docetaxel resistance in prostatecancer Yezi Zhu1;2; Chengfei Liu1; Nagalakshmi Nadiminty1; Wei Lou1; RamakumarTummala1; Christopher P. Evans1;3; Allen C. Gao1;2;3¶ 1Department of Urology; 2GraduateProgram in Pharmacology and Toxicology; 3Comprehensive Cancer Center; University ofCalifornia at Davis; Sacramento; CA; USA Key words: docetaxel; prostate cancer; ABCB1Running title: Overcoming docetaxel resistance by inhibition of ABCB1 ¶To whomcorrespondence should be addressed: Department of Urology University of California DavisMedical Center 4645 2nd Ave; Research III; Suite 1300 Sacramento; CA 95817 Email:acgao@ucdavis.edu Conflict of Interest Statement: No potential conflict of interest Grant Support:This work is supported in part by grants NIH/NCI CA140468; CA118887 …,*,*,*
