Identification of a novel coronavirus in patients with severe acute respiratory syndrome,Christian Drosten; Stephan Günther; Wolfgang Preiser; Sylvie Van Der Werf; Hans-Reinhard Brodt; Stephan Becker; Holger Rabenau; Marcus Panning; Larissa Kolesnikova; Ron AM Fouchier; Annemarie Berger; Ana-Maria Burguière; Jindrich Cinatl; Markus Eickmann; Nicolas Escriou; Klaus Grywna; Stefanie Kramme; Jean-Claude Manuguerra; Stefanie Müller; Volker Rickerts; Martin Stürmer; Simon Vieth; Hans-Dieter Klenk; Albert DME Osterhaus; Herbert Schmitz; Hans Wilhelm Doerr,Background Abstract The severe acute respiratory syndrome (SARS) has recently beenidentified as a new clinical entity. SARS is thought to be caused by an unknown infectiousagent. Methods Clinical specimens from patients with SARS were searched for unknownviruses with the use of cell cultures and molecular techniques. Results A novel coronaviruswas identified in patients with SARS. The virus was isolated in cell culture; and a sequence300 nucleotides in length was obtained by a polymerase-chain-reaction (PCR)–basedrandom-amplification procedure. Genetic characterization indicated that the virus is onlydistantly related to known coronaviruses (identical in 50 to 60 percent of the nucleotidesequence). On the basis of the obtained sequence; conventional and real-time PCR assaysfor specific and sensitive detection of the novel virus were established. Virus was …,New England journal of medicine,2003,3198
Expression of the human poliovirus receptor/CD155 gene is activated by sonic hedgehog,David J Solecki; Matthias Gromeier; Steffen Mueller; Günter Bernhardt; Eckard Wimmer,Abstract The human poliovirus receptor/CD155 is a transmembrane glycoprotein belongingto the immunoglobulin superfamily. The ectodomain of CD155 mediates cell attachment tothe extracellular matrix molecule vitronectin; while its intracellular domain interacts with thedynein light chain Tctex-1. CD155 is a primate-restricted gene that is expressed duringdevelopment in mesenchymal tissues and ventrally derived structures within the CNS. Itsfunction in adults is as yet unknown; but significantly; CD155 is aberrantly expressed inneuroectodermal tumors. We show that the expression of CD155 mRNA is up-regulatedwhen human Ntera2 cells are treated with purified Sonic hedgehog (Shh) protein. Reportergene expression driven by theCD155 core promoter is activated by Shh in transient co-transfection assays. Analysis of the CD155 core promoter indicates that an intact GLI …,Journal of Biological Chemistry,2002,45
Smokeless tobacco and oral cancer in South Asia: a systematic review with meta-analysis,Zohaib Khan; Justus Tönnies; Steffen Müller,Introduction. Smokeless tobacco is considered one of the major risk factors for oral cancer. Itis estimated that over 90% of the global smokeless tobacco use burden is in South Asia.This paper aims to systematically review publications reporting epidemiologicalobservational studies published in South Asia from 1984 till 2013. Methods. An electronicsearch in “Medline” and “ISI Web of Knowledge” yielded 734 publications out of which 21were included in this review. All publications were assessed for quality using a standardquality assessment tool. Effect estimates (odds ratios (OR)) were abstracted or calculatedfrom the given data. A random effects meta-analysis was performed to assess the risk of oralcancer with the use of different forms of smokeless tobacco. Results and Conclusion. Thepooled OR for chewing tobacco and risk of oral cancer was 4.7 [3.1–7.1] and for paan …,Journal of cancer epidemiology,2014,43
Putting synthesis into biology: a viral view of genetic engineering through de novo gene and genome synthesis,Steffen Mueller; J Robert Coleman; Eckard Wimmer,Summary The rapid improvements in DNA synthesis technology hold the potential torevolutionize biosciences in the near future. Traditional genetic engineering methods aretemplate dependent and make extensive but laborious use of site-directed mutagenesis toexplore the impact of small variations on an existing sequence “theme.” De novo gene andgenome synthesis frees the investigator from the restrictions of the pre-existing template andallows for the rational design of any conceivable new sequence theme. Viruses; beingamong the simplest replicating entities; have been at the forefront of the advancingbiosciences since the dawn of molecular biology. Viral genomes; especially those of RNAviruses; are relatively short; often less than 10;000 bases long; making them amenable towhole genome synthesis with the currently available technology. For this reason viruses …,*,2009,41
A lipid zipper triggers bacterial invasion,Thorsten Eierhoff; Björn Bastian; Roland Thuenauer; Josef Madl; Aymeric Audfray; Sahaja Aigal; Samuel Juillot; Gustaf E Rydell; Stefan Müller; Sophie de Bentzmann; Anne Imberty; Christian Fleck; Winfried Römer,Abstract Glycosphingolipids are important structural constituents of cellular membranes.They are involved in the formation of nanodomains (“lipid rafts”); which serve as importantsignaling platforms. Invasive bacterial pathogens exploit these signaling domains to triggeractin polymerization for the bending of the plasma membrane and the engulfment of thebacterium—a key process in bacterial uptake. However; it is unknown whetherglycosphingolipids directly take part in the membrane invagination process. Here; wedemonstrate that a “lipid zipper;” which is formed by the interaction between the bacterialsurface lectin LecA and its cellular receptor; the glycosphingolipid Gb3; triggers plasmamembrane bending during host cell invasion of the bacterium Pseudomonas aeruginosa. Invitro experiments with Gb3-containing giant unilamellar vesicles revealed that LecA/Gb3 …,Proceedings of the National Academy of Sciences,2014,40
Regulation of chaperone effects on a yeast prion by cochaperone Sgt2,Denis A Kiktev; Jesse C Patterson; Susanne Müller; Bhawana Bariar; Tao Pan; Yury O Chernoff,ABSTRACT Yeast prions; based on self-seeded highly ordered fibrous aggregates(amyloids); serve as a model for human amyloid diseases. Propagation of yeast prionsdepends on the balance between chaperones of the Hsp100 and Hsp70 families. The yeastprion [PSI+] can be eliminated by an excess of the chaperone Hsp104. This effect isreversed by an excess of the chaperone Hsp70-Ssa. Here we show that the actions ofHsp104 and Ssa on [PSI+] are modulated by the small glutamine-rich tetratricopeptidecochaperone Sgt2. Sgt2 is conserved from yeast to humans; has previously been implicatedin the g uided e ntry of t ail-anchored proteins (GET) trafficking pathway; and is known tointeract with Hsps; cytosolic Get proteins; and tail-anchored proteins. We demonstrate thatSgt2 increases the ability of excess Ssa to counteract [PSI+] curing by excess Hsp104 …,Molecular and cellular biology,2012,40
Diagnostik; Therapie und Verlaufskontrolle des Diabetes mellitus im Kindes-und Jugendalter–AWMF-Registernummer 057–016,A Neu; J Bürger-Büsing; T Danne; A Dost; M Holder; RW Holl; P-M Holterhus; T Kapellen; B Karges; O Kordonouri; S Müller; K Raile; R Schweizer; S Von Sengbusch; R Stachow; V Wagner; S Wiegand; R Ziegler,*,Diabetologie und Stoffwechsel,2016,38
Role of vacA and cagA inHelicobacter pylori Inhibition of Mucin Synthesis in Gastric Mucous Cells,Winfried Beil; Marie Luise Enss; Simone Müller; Barbara Obst; Karl-Friedrich Sewing; Siegfried Wagner,ABSTRACT The aim of this study was to investigate the effect ofHelicobacter pylori on thefunction of gastric mucous cells. H. pylori (10 4 to 10 7 CFU/well) was incubated with themucin-producing gastric cell line HM02 for 12 and 24 h. Mucin synthesis and secretion weredetermined by the incorporation of dN-[acetyl-14 C] glucosamine into intracellular andreleased high-molecular-weight glycoproteins. cagA-positive; cytotoxin-producing and non-cytotoxin-producing H. pylori strains impaired the incorporation of dN-[acetyl-14 C]glucosamine into intracellular glycoproteins. Significant inhibition of mucin synthesis wasnoted after 12 and 24 h of cocultivation with a bacterial load of≥ 10 5 bacteria(bacterium/cell ratio= 0.25). The cagA-positive; cytotoxin-producing strains (HP64; HP57;and HP87) caused significantly stronger inhibition of intracellular mucin synthesis than …,Journal of clinical microbiology,2000,38
77 GHz reconfigurable reflectarray with nematic liquid crystal,R Marin; A Moessinger; F Goelden; S Mueller; R Jakoby,A 77 GHz liquid crystal microstrip reflectarray with beam reconfiguration capability in onedimension is presented. The free-standing reflector (without feed) has been characterizedwith respect to its reflection phase and magnitude. While it is possible to tune the reflectionphase through almost 300°; the associated reflection losses are still quite high. Neverthelessthe pattern measurements of the reflectarray showed distinct beam collimation towardsdifferent angles when appropriate DC control voltages are applied.(5 pages),*,2007,37
Mutational analysis of the Lassa virus promoter,Meike Hass; Martina Westerkofsky; Stefanie Müller; Beate Becker-Ziaja; Carola Busch; Stephan Günther,ABSTRACT The promoter sequences directing viral gene expression and genomereplication of arenaviruses reside within the 3′ and 5′ termini of each RNA segment. Theterminal 19 nucleotides at both ends are highly conserved among all arenavirus speciesand are almost completely complementary to each other. This study aimed at characterizingthe Lassa virus promoter in detail. The relevance of each position in the promoter wasstudied by site-directed mutagenesis using the Lassa virus minireplicon system. The dataindicate that the Lassa virus promoter functions as a duplex; regulates transcription andreplication in a coordinated manner; and is composed of two functional elements; asequence-specific region from residue 1 to 12 and a variable complementary region fromresidue 13 to 19. The first region appears to interact with the replication complex mainly …,Journal of virology,2006,37
Bacteria induce CTGF and CYR61 expression in epithelial cells in a lysophosphatidic acid receptor-dependent manner,Nina Wiedmaier; Steffen Müller; Martin Köberle; Birgit Manncke; Juliane Krejci; Ingo B Autenrieth; Erwin Bohn,Abstract Cysteine-rich protein 61 (Cyr61/CCN1) and connective tissue growth factor(CTGF/CCN2) are members of the CCN (CYR61; CTGF; nephroblastoma overexpressedgene) family and exert pleiotropic functions such as regulation of adhesion; migration;extracellular matrix deposition; or cell differentiation; and play an important role in woundhealing. This study focused on the nature of the so far unknown CTGF and CYR61 mRNAexpression of epithelial cells after infection with bacteria. We demonstrate that infection ofepithelial cells with attenuated Yersinia enterocolitica lacking the virulence plasmid pYVleads to the expression of CYR61 and CTGF. Virulent Y. enterocolitica bearing the pYVvirulence plasmid suppressed the mRNA expression of these genes. Yersinia-mediatedinhibition of CTGF and CYR61 mRNA expression is partially mediated by the cysteine …,International Journal of Medical Microbiology,2008,36
Impact of troponin I-autoantibodies in chronic dilated and ischemic cardiomyopathy,Andreas O Doesch; Susanne Mueller; Manfred Nelles; Mathias Konstandin; Sultan Celik; Lutz Frankenstein; Stefan Goeser; Ziya Kaya; Achim Koch; Christian Zugck; Hugo A Katus,Abstract The aim of this study was to investigate the prognostic value of circulating troponin I(TNI)-autoantibodies in plasma of patients with chronic heart failure. Sera of 390 heart failurepatients were tested for the presence of anti-TNI antibodies by enzyme-linkedimmunosorbent assay (ELISA); including 249 (63.8% of total) patients with dilatedcardiomyopathy (DCM) and 141 (36.2% of total) patients with ischemic cardiomyopathy(ICM). A total of 72 patients (18.5% of total) were female and 318 (81.5% of total) were male.Mean patient age was 54.6±11.3 years and mean follow-up time was 3.8±3.2 years. TNI-autoantibodies (titer of≥ 1: 40) were detected in 73 out of 390 patients (18.7% of total). InTNI-autoantibody positive patients mean left ventricular ejection fraction (LVEF) was27.6±5.8%; compared to 25.8±5.9% in TNI-autoantibody negative patients; P= 0.03. The …,Basic research in cardiology,2011,35
Malignancies after heart transplantation: incidence; risk factors; and effects of calcineurin inhibitor withdrawal,AO Doesch; S Müller; M Konstandin; S Celik; A Kristen; L Frankenstein; P Ehlermann; F-U Sack; HA Katus; TJ Dengler,Abstract The objectives of the present study were to evaluate the incidence of malignanciesand to describe the effects of immunosuppression on survival and recurrence ofmalignancies after heart transplantation (HTX). Data were analyzed in 211 cardiac allograftrecipients; in whom HTX was performed between 1989 and 2005. All of these patientssurvived for more than 2 years after HTX and received induction therapy with antithymocyteglobulin (RATG) guided by T-cell monitoring since 1994. An immunosuppressive regimenconsisting of cyclosporine A (CsA) combined with azathioprine was followed by CsA andmycophenolate mofetil (MMF) in 2001; mammalian target of rapamycin (mTOR) inhibitors(everolimus/sirolimus) were used since 2003. Mean patient age at HTX was 51.4±10.5years; mean follow-up time after HTX 9.2±4.7 years. Overall incidence of neoplasias was …,Transplantation proceedings,2010,35
Attenuation of human respiratory syncytial virus by genome-scale codon-pair deoptimization,Cyril Le Nouën; Linda G Brock; Cindy Luongo; Thomas McCarty; Lijuan Yang; Masfique Mehedi; Eckard Wimmer; Steffen Mueller; Peter L Collins; Ursula J Buchholz; Joshua M DiNapoli,Abstract Human respiratory syncytial virus (RSV) is the most important viral agent of seriouspediatric respiratory-tract disease worldwide. A vaccine or generally effective antiviral drugis not yet available. We designed new live attenuated RSV vaccine candidates by codon-pair deoptimization (CPD). Specifically; viral ORFs were recoded by rearranging existingsynonymous codons to increase the content of underrepresented codon pairs. Amino acidcoding was completely unchanged. Four CPD RSV genomes were designed in which theindicated ORFs were recoded: Min A (NS1; NS2; N; P; M; and SH); Min B (G and F); Min L(L); and Min FLC (all ORFs except M2-1 and M2-2). Surprisingly; the recombinant CPDviruses were temperature-sensitive for replication in vitro (level of sensitivity: Min FLC> MinL> Min B> Min A). All of the CPD mutants grew less efficiently in vitro than recombinant …,Proceedings of the National Academy of Sciences,2014,34
Regulation of expression of atypical orphan response regulators of Helicobacter pylori,Stefanie Müller; Michael Pflock; Jennifer Schär; Simone Kennard; Dagmar Beier,Summary The human gastric pathogen Helicobacter pylori exhibits a remarkably smallrepertoire of transcriptional regulators including three complete two-component systems aswell as the orphan response regulators HP1021 and HP1043. Both HP1021 and HP1043show atypical receiver sequences and are required for the normal cell growth of H. pylori.Recently; we demonstrated that phosphorylation of HP1021 and HP1043 according to thetwo-component paradigm is not a prerequisite for the cell growth-associated functions ofthese response regulators; raising the question of how the activity of this regulatory proteinsis modulated. Here; we report that strict transcriptional control of its expression is notinvolved in the cell-growth associated function of HP1021. We show that expression ofhp1043 is controlled both on the post-transcriptional or post-translational level and by …,Microbiological research,2007,34
A subset of latency-reversing agents expose HIV-infected resting CD4+ T-cells to recognition by cytotoxic T-lymphocytes,R Brad Jones; Stefanie Mueller; Rachel O’Connor; Katherine Rimpel; Derek D Sloan; Dan Karel; Hing C Wong; Emily K Jeng; Allison S Thomas; James B Whitney; So-Yon Lim; Colin Kovacs; Erika Benko; Sara Karandish; Szu-Han Huang; Maria J Buzon; Mathias Lichterfeld; Alivelu Irrinki; Jeffrey P Murry; Angela Tsai; Helen Yu; Romas Geleziunas; Alicja Trocha; Mario A Ostrowski; Darrell J Irvine; Bruce D Walker,Resting CD4+ T-cells harboring inducible HIV proviruses are a critical reservoir inantiretroviral therapy (ART)-treated subjects. These cells express little to no viral protein; andthus neither die by viral cytopathic effects; nor are efficiently cleared by immune effectors.Elimination of this reservoir is theoretically possible by combining latency-reversing agents(LRAs) with immune effectors; such as CD8+ T-cells. However; the relative efficacy ofdifferent LRAs in sensitizing latently-infected cells for recognition by HIV-specific CD8+ T-cells has not been determined. To address this; we developed an assay that utilizes HIV-specific CD8+ T-cell clones as biosensors for HIV antigen expression. By testing multipleCD8+ T-cell clones against a primary cell model of HIV latency; we identified several singleagents that primed latently-infected cells for CD8+ T-cell recognition; including IL-2; IL-15 …,PLoS pathogens,2016,33
Increased adherence after switch from twice daily calcineurin inhibitor based treatment to once daily modified released tacrolimus in heart transplantation: a pre-exp...,AO Doesch; S Mueller; M Konstandin; S Celik; C Erbel; A Kristen; L Frankenstein; A Koch; TJ Dengler; P Ehlermann; C Zugck; Sabina De Geest; HA Katus,Abstract Background Modified release tacrolimus (TAC) is a new; once-daily oral formulationof the established immunosuppressive agent TAC. Simplification of regimen has beenassociated with better adherence. This study evaluated patient adherence; as well as safetyand efficacy among chronic stable heart transplantation (HT) patients switched from aconventional twice daily calcineurin inhibitor-based regimen (TAC or cyclosporine A [CsA])to (once daily) modified release TAC. Methods We switched 54 chronic stable patients (41males and 13 females) from twice daily dosing with conventional TAC or CsA to once dailydosing with modified release TAC. Self-reported adherence was assessed at baseline andat 4 months after the switch using the Basel Assessment of Adherence withImmunosuppressive Medication Scale [BAASIS]); a 4-item validated questionnaire …,Transplantation proceedings,2010,32
Basic investigations of 35 GHz reflectarrays and tunable unit-cells for beam steering applications,Radu Marin; A Mossinger; Jens Freese; S Muller; Rolf Jakoby,Three realisations of 35 GHz reflect arrays with fixed beam are presented. The first single-layered reflect array uses variable patches as phase-shifting element and serves asreference. The second one; employing patches of variable size loaded with variable lengthslots in the ground plane; and the third one; a double-layered reflect array using stackedpatches of variable size; are designed to achieve higher bandwidth. In the second part of thepaper a novel concept for a tunable reflect array unit cell using liquid crystals is presentedand verified. Measurements performed in a waveguide simulator were able to demonstrate300/spl deg/phase tunability of a unit cell; by applying voltages up to 40 V.,Microwave Conference; 2005 European,2005,32
Investigation of two yeast genes encoding putative isoenzymes of phosphoglycerate mutase,Jürgen J Heinisch; Susanne Müller; Elke Schlüter; Jörg Jacoby; Rosaura Rodicio,Abstract Our previous data indicated that GPM1 encodes the only functionalphosphoglycerate mutase in yeast. However; in the course of the yeast genome sequencingproject; two homologous sequences; designated GPM2 and GPM3; were detected. Theyhave been further investigated in this work. Key residues in the deduced amino acidsequence; shown to be involved in catalysis for Gpm1 (ie His8; Arg59; His181) areconserved in both enzymes. Overexpression of the genes under control of their ownpromoters in a gpm1 deletion mutant did not complement for any of the phenotypes. Thiscould in part be attributed to a lack of expression due to their weak promoters. Higher levelexpression under the control of the yeast PFK2 promoter partially complemented the gpm1defects; without restoring detectable enzymatic activity. Nevertheless; deletion of either …,Yeast,1998,32
Nonlocal transport via edge states in InAs/GaSb coupled quantum wells,Susanne Mueller; Atindra Nath Pal; Matija Karalic; Thomas Tschirky; Christophe Charpentier; Werner Wegscheider; Klaus Ensslin; Thomas Ihn,Abstract We have investigated low-temperature electronic transport on InAs/GaSb doublequantum wells; a system which promises to be electrically tunable from a normal to atopological insulator. Hall bars of 50 μ m in length down to a few micrometers graduallydevelop a pronounced resistance plateau near charge neutrality; which comes along withdistinct nonlocal transport along the edges. Plateau resistances are found to be above orbelow the quantized value expected for helical edge channels. We discuss these resultsbased on the interplay between imperfect edges and residual local bulk conductivity.,Physical Review B,2015,31
Yersinia YopP-induced apoptotic cell death in murine dendritic cells is partially independent from action of caspases and exhibits necrosis-like features,Sabine Gröbner; Stella E Autenrieth; Irena Soldanova; Dani SJ Gunst; Martin Schaller; Erwin Bohn; Steffen Müller; Martin Leverkus; Sebastian Wesselborg; Ingo B Autenrieth; Stefan Borgmann,Abstract Yersinia outer protein P (YopP) is a virulence factor of Yersinia enterocolitica that isinjected into the cytosol of host cells where it targets MAP kinase kinases (MKKs) andinhibitor of κB kinase (IKK)-β resulting in inhibition of cytokine production as well asinduction of apoptosis in murine macrophages and dendritic cells (DC). Here we show thatDC death was only partially prevented by the broad spectrum caspase inhibitor zVAD-fmk;indicating simultaneous caspase-dependent and caspase-independent mechanisms of celldeath induction by YopP. Microscopic analyses and measurement of cell size demonstratednecrosis-like morphology of caspase-independent cell death. Application of zVAD-fmkprevented cleavage of procaspases and Bid; decrease of the inner transmembranemitochondrial potential ΔΨ m and mitochondrial release of cytochrome c. From these data …,Apoptosis,2006,31
Identification of two functionally redundant RNA elements in the coding sequence of poliovirus using computer-generated design,Yutong Song; Ying Liu; Charles B Ward; Steffen Mueller; Bruce Futcher; Steven Skiena; Aniko V Paul; Eckard Wimmer,Abstract Genomes of RNA viruses contain multiple functional RNA elements required fortranslation or RNA replication. We use unique approaches to identify functional RNAelements in the coding sequence of poliovirus (PV); a plus strand RNA virus. The generalmethod is to recode large segments of the genome using synonymous codons; such thatprotein sequences; codon use; and codon pair bias are conserved but the nucleic acidsequence is changed. Such recoding does not affect the growth of PV unless it destroys thesequence/structure of a functional RNA element. Using genetic analyses and a methodcalled “signal location search;” we detected two unique functionally redundant RNAelements (α and β); each about 75 nt long and separated by 150 nt; in the 3′-terminalcoding sequence of RNA polymerase; 3D pol. The presence of wild type (WT) α or β was …,Proceedings of the National Academy of Sciences,2012,29
Histidine residue 94 is involved in pH sensing by histidine kinase ArsS of Helicobacter pylori,Stefanie Müller; Monika Götz; Dagmar Beier,Background The ArsRS two-component system is the master regulator of acid adaptation inthe human gastric pathogen Helicobacter pylori. Low pH is supposed to trigger theautophosphorylation of the histidine kinase ArsS and the subsequent transfer of thephosphoryl group to its cognate response regulator ArsR which then acts as an activator orrepressor of pH-responsive genes. Orthologs of the ArsRS two-component system are alsopresent in H. pylori's close relatives H. hepaticus; Campylobacter jejuni and Wolinellasuccinogenes which are non-gastric colonizers. Methodology/Principal Findings In order toinvestigate the mechanism of acid perception by ArsS; derivatives of H. pylori 26695expressing ArsS proteins with substitutions of the histidine residues present in itsperiplasmic input domain were constructed. Analysis of pH-responsive transcription of …,PLoS One,2009,29
Bacillaene and sporulation protect Bacillus subtilis from predation by Myxococcus xanthus,Susanne Müller; Sarah N Strack; B Christopher Hoefler; Paul D Straight; Daniel B Kearns; John R Kirby,ABSTRACT Myxococcus xanthus and Bacillus subtilis are common soil-dwelling bacteriathat produce a wide range of secondary metabolites and sporulate under nutrient-limitingconditions. Both organisms affect the composition and dynamics of microbial communities inthe soil. However; M. xanthus is known to be a predator; while B. subtilis is not. A screen ofvarious prey led to the finding that M. xanthus is capable of consuming laboratory strains ofB. subtilis; while the ancestral strain; NCIB3610; was resistant to predation. Based in part onrecent characterization of several strains of B. subtilis; we were able to determine that thepks gene cluster; which is required for production of bacillaene; is the major factor allowingB. subtilis NCIB3610 cells to resist predation by M. xanthus. Furthermore; purified bacillaenewas added exogenously to domesticated strains; resulting in resistance to predation …,Applied and environmental microbiology,2014,28
Draft genome sequence of Myxococcus xanthus wild-type strain DZ2; a model organism for predation and development,Susanne Müller; Jonathan W Willett; Sarah M Bahr; Cynthia L Darnell; Katherine R Hummels; Carolyn K Dong; Hera C Vlamakis; John R Kirby,ABSTRACT Myxococcus xanthus is a member of the Myxococcales order within theDeltaproteobacteria subdivision. The myxobacteria reside in soil; have relatively largegenomes; and display complex life cycles. Here; we report the whole-genome shotgunsequence of strain DZ2; which includes unique genes not found previously in strainDK1622.,Genome announcements,2013,28
Broad-spectrum antiviral activity of small interfering RNA targeting the conserved RNA termini of Lassa virus,Stefanie Müller; Stephan Günther,ABSTRACT Small interfering RNAs targeting the conserved RNA termini upstream of NPand L gene were found to reduce reporter gene expression from Lassa virus replicon andLassa virus mRNA expression construct and to inhibit replication of different Lassa virusstrains; lymphocytic choriomeningitis virus; and Mopeia virus in cell culture.,Antimicrobial agents and chemotherapy,2007,28
The orphan response regulator HP1021 of Helicobacter pylori regulates transcription of a gene cluster presumably involved in acetone metabolism,Michael Pflock; Melanie Bathon; Jennifer Schär; Stefanie Müller; Hans Mollenkopf; Thomas F Meyer; Dagmar Beier,ABSTRACT Helicobacter pylori is a gastric pathogen for which no nonhuman reservoir isknown. In accordance with the tight adaptation to its unique habitat; the human stomach; H.pylori is endowed with a very restricted repertoire of regulatory proteins. Nevertheless; thethree complete two-component systems of H. pylori were shown to be involved in theregulation of important virulence traits like motility and acid resistance and in the control ofmetal homeostasis. HP1021 is an orphan response regulator with an atypical receiverdomain whose inactivation has a considerable impact on the growth of H. pylori. Here wereport the identification of HP1021-regulated genes by whole-genome transcriptionalprofiling. We show that the transcription of the essential housekeeping genes nifS and nifU;which are required for the assembly of Fe-S clusters; is activated by HP1021. Furthermore …,Journal of bacteriology,2007,28
Large-scale recoding of an arbovirus genome to rebalance its insect versus mammalian preference,Sam H Shen; Charles B Stauft; Oleksandr Gorbatsevych; Yutong Song; Charles B Ward; Alisa Yurovsky; Steffen Mueller; Bruce Futcher; Eckard Wimmer,Abstract The protein synthesis machineries of two distinct phyla of the Animal kingdom;insects of Arthropoda and mammals of Chordata; have different preferences for how to bestencode proteins. Nevertheless; arboviruses (arthropod-borne viruses) are capable ofinfecting both mammals and insects just like arboviruses that use insect vectors to infectplants. These organisms have evolved carefully balanced genomes that can efficiently usethe translational machineries of different phyla; even if the phyla belong to differentkingdoms. Using dengue virus as an example; we have undone the genome encodingbalance and specifically shifted the encoding preference away from mammals. Thesemammalian-attenuated viruses grow to high titers in insect cells but low titers in mammaliancells; have dramatically increased LD 50 s in newborn mice; and induce high levels of …,Proceedings of the National Academy of Sciences,2015,27
Investigations on 77 GHz tunable reflectarray unit cells with liquid crystal,A Moessinger; R Marin; J Freese; S Mueller; A Manabe; R Jakoby,This paper presents investigations conducted with tunable reflectarray unit cells based onnematic liquid crystals (LC); at frequencies around 77 GHz. The structure of the cells ispresented; as well as their performance as measured in a waveguide simulator setup.Encouraging results with tunable phase ranges as high as 280° with tuning voltages of up to15V have been achieved. The investigated tunable unit cells will be used in electronicallyreconfigurable reflectarrays.,Antennas and Propagation; 2006. EuCAP 2006. First European Conference on,2006,27
A multi‐layered sensory system controls yeast glycolytic gene expression,Eckhard Boles; Susanne Müller; Friedrich K Zimmermann,4 Kim Olofsson; David Runquist; Bärbel Hahn-Hägerdal; Gunnar Lidén; A mutated xylosereductase increases bioethanol production more than a glucose/xylose facilitator insimultaneous fermentation and co-fermentation of wheat straw; AMB Express; 2011; 1; 1; 4CrossRef,Molecular microbiology,1996,26
Deficiency of nectin-2 leads to cardiac fibrosis and dysfunction under chronic pressure overload,Seimi Satomi-Kobayashi; Tomomi Ueyama; Steffen Mueller; Ryuji Toh; Tomoya Masano; Tsuyoshi Sakoda; Yoshiyuki Rikitake; Jun Miyoshi; Hiroaki Matsubara; Hidemasa Oh; Seinosuke Kawashima; Ken-ichi Hirata; Yoshimi Takai,The intercalated disc; a cell-cell contact site between neighboring cardiac myocytes; playsan important role in maintaining the homeostasis of the heart by transmitting electric andmechanical signals. Changes in the architecture of the intercalated disc have beenobserved in dilated cardiomyopathy. Among cell-cell junctions in the intercalated disc;adherens junctions are involved in anchoring myofibrils and transmitting force. Nectins areCa 2+-independent; immunoglobulin-like cell-cell adhesion molecules that exist in adherensjunctions. However; the role of nectins in cardiac homeostasis and integrity of theintercalated disc are unknown. Among the isoforms of nectins; nectin-2 and-4 wereexpressed at the intercalated disc in the heart. Nectin-2–knockout mice showed normalcardiac structure and function under physiological conditions. Four weeks after banding …,Hypertension,2009,24
Infrared attenuated total reflection (IR‐ATR) spectroscopy for detecting drugs in human saliva,Kerstin M‐C Hans; Susanne Müller; Markus W Sigrist,Abstract The consumption of drugs is of great concern worldwide. Various drug tests forhumans have been developed but there is no compact and easy-to-use test device availableyet for direct semi-quantitative drug testing in the field. We suggest using attenuated totalreflection (ATR) infrared spectroscopy as a sensing method to analyze human salivasamples with respect to drugs. In this paper; we present ATR spectra in the infrared rangebetween 2300 and 900 cm− 1 as a first step towards such a device. We emphasize thecommon drug cocaine and its metabolites and investigate the problems of spectralinterferences of selected diluents; masking agents; common medication; and soft drinks.Furthermore; spectra of saliva samples are recorded and a time-dependent change of thespectral signatures after alcohol consumption is presented. To the best of our knowledge …,Drug testing and analysis,2012,23
Specificity residues determine binding affinity for two-component signal transduction systems,Jonathan W Willett; Nitija Tiwari; Susanne Müller; Katherine R Hummels; Jon CD Houtman; Ernesto J Fuentes; John R Kirby,ABSTRACT Two-component systems (TCS) comprise histidine kinases and their cognateresponse regulators and allow bacteria to sense and respond to a wide variety of signals.Histidine kinases (HKs) phosphorylate and dephosphorylate their cognate responseregulators (RRs) in response to stimuli. In general; these reactions appear to be highlyspecific and require an appropriate association between the HK and RR proteins. TheMyxococcus xanthus genome encodes one of the largest repertoires of signaling proteins inbacteria (685 open reading frames [ORFs]); including at least 127 HKs and at least 143 RRs.Of these; 27 are bona fide NtrC-family response regulators; 21 of which are encodedadjacent to their predicted cognate kinases. Using system-wide profiling methods; wedetermined that the HK-NtrC RR pairs display a kinetic preference during both …,MBio,2013,21
Effects of protein A immunoadsorption in patients with chronic dilated cardiomyopathy,Andreas O Doesch; Susanne Mueller; Mathias Konstandin; Sultan Celik; Arnt Kristen; Lutz Frankenstein; Stefan Goeser; Ziya Kaya; Christian Zugck; Thomas J Dengler; Hugo A Katus,Objectives: The objective of this study was to investigate functional effects ofimmunoadsorption (IA) in patients with chronic nonfamilial dilated cardiomyopathy (DCM)regarding clinical and humoral markers of heart failure. Background: IA has been shown toinduce early hemodynamic improvement in patients with nonfamilial dilated cardiomyopathy(DCM). Methods: We performed IA using protein A agarose columns on five consecutivedays in 51 patients with chronic DCM; congestive heart failure of NYHA class≥ II; leftventricular ejection fraction≤ 50%; and mean time since initial diagnosis of 5.0±5.8 years.Results: Immediately after IA; immunoglobulin G (IgG) decreased by 89.4% and IgG3 by66.7%(both P< 0.0001). Median NT-pro BNP was reduced from 1230.0 ng L− 1 at baselineto 829.0 ng L− 1 after 6 months (P< 0.0001). Also mean left ventricular ejection fraction …,Journal of clinical apheresis,2010,20
