On indexing mobile objects,George Kollios; Dimitrios Gunopulos; Vassilis J Tsotras,Abstract We show how to index mobile objects in one and two dimensions using efficientdynamic external memory data structures. The problem is motivated by real life applicationsin traffic monitoring; intelligent navigation and mobile communications domains. For the l-dimensional case; we give (i) a dynamic; external memory algorithm with guaranteed worstcase performance and linear space and (ii) a practical approximation algorithm also in thedynamic; external memory setting; which has linear space and expected logarithmic querytime. We also give an algorithm with guaranteed logarithmic query time for a restrictedversion of the problem. We present extensions of our techniques to two dimensions. Inaddition we give a lower bound on the number of I/O's needed to answer the d-dimensionalproblem. Initial experimental results and comparisons to traditional indexing approaches …,Proceedings of the eighteenth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,1999,485
Optimal versioning of objects,Vassilis J Tsotras; B Gopinath,The purpose of versioning is to reconstruct any past state of an object class. The authorsshow that access to any past version is possible in almost constant time; while the spaceused is only linear to the number of changes occurring in the class evolution. As a result;versioning with fast reconstruction can be supported in an object-oriented environmentwithout using excessive space requirements. It is also proved that the solution is optimalamong all approaches that use the same space limitations. A crucial characteristic of theresults is that they can be easily implemented on a storage facility that uses a magnetic diskand an optical disk.,Data Engineering; 1992. Proceedings. Eighth International Conference on,1992,31
Finding regions of interest from trajectory data,Md Reaz Uddin; Chinya Ravishankar; Vassilis J Tsotras,We show how to find regions of interest (ROIs) in trajectory databases. ROIs are regionswhere a large number of moving objects remain for at least a given time interval. Previoustechniques use somewhat restrictive definitions for ROIs; and are parameter-dependent.They require sequential scanning of the entire dataset to find ROIs when the ROI parameterschange. Our approach is parameter independent; so that the user can quickly identify ROIsunder different parametric definitions without rescanning the whole database. We alsogeneralize ROIs to be regions of arbitrary shape of some predefined density. We have testedour methods with large real and synthetic datasets to test the scalability and verify the outputof our methods. Our methods give meaningful output and scale very well.,Mobile Data Management (MDM); 2011 12th IEEE International Conference on,2011,29
Roxsum: Leveraging data aggregation and batch processing for xml routing,Zografoula Vagena; Mirella M Moro; Vassilis J Tsotras,Content-based routing is the primary form of communication within publish/subscribesystems. In those systems data transmission is performed by sophisticated overlay networksof content-based routers; which match data messages against registered subscriptions andforward them based on this matching. Despite their inherent complexities; such systems areexpected to deliver information in a timely and scalable fashion. As a result; their successfuldeployment is a strenuous task. Relevant efforts have so far focused on the construction ofthe overlay network and the filtering of messages at each broker. However; the efficienttransmission of messages has received less attention. In this work; we propose a solutionthat gracefully handles the transmission task; while providing performance benefits for thematching task as well. Along those lines; we design RoXSum; a message representation …,Data Engineering; 2007. ICDE 2007. IEEE 23rd International Conference on,2007,28
Improving min/max aggregation over spatial objects,Donghui Zhang; Vassilis J Tsotras,Abstract We examine the problem of computing MIN/MAX aggregates over a collection ofspatial objects. Each spatial object is associated with a weight (value); for example; theaverage temperature or rainfall over the area covered by the object. Given a queryrectangle; the MIN/MAX problem computes the minimum/maximum weight among all objectsintersecting the query rectangle. Traditionally such queries have been performed as rangesearch queries. Assuming that the objects are indexed by a spatial access method; theMIN/MAX is computed as objects are retrieved. This requires effort proportional to thenumber of objects intersecting the query interval; which may be large. A better approach is tomaintain aggregate information among the index nodes of the spatial access method; thenvarious index paths can be eliminated during the range search. In this paper we propose …,Proceedings of the 9th ACM international symposium on Advances in geographic information systems,2001,28
Accelerating XML query matching through custom stack generation on FPGAs,Roger Moussalli; Mariam Salloum; Walid Najjar; Vassilis Tsotras,Abstract Publish-subscribe systems present the state of the art in information disseminationto multiple users. Such systems have evolved from simple topic-based to the current XML-enabled systems. Here; users pose complex queries (expressed in XPath) on the structureand content of the streaming documents. The parts of the documents that match the userqueries are then returned to the users. This paper proposes a novel hardware architecturethat would exploit the parallelism found in XPath filtering systems. Using an incoming XMLstream; parsing and matching with thousands of user profiles are performed simultaneouslyon a single FPGA; thus yielding up to three orders of magnitude higher throughput whencompared to conventional approaches bound by the sequential aspect of softwarecomputing. By converting XPath expressions into custom stacks; our architecture is the …,International Conference on High-Performance Embedded Architectures and Compilers,2010,27
On computing temporal aggregates with range predicates,Donghui Zhang; Alexander Markowetz; Vassilis J Tsotras; Dimitrios Gunopulos; Bernhard Seeger,Abstract Computing temporal aggregates is an important but costly operation forapplications that maintain time-evolving data (data warehouses; temporal databases; etc.)Due to the large volume of such data; performance improvements for temporal aggregatequeries are critical. Previous approaches have aggregate predicates that involve only thetime dimension. In this article we examine techniques to compute temporal aggregates thatinclude key-range predicates as well (range-temporal aggregates). In particular weconcentrate on the SUM aggregate; while COUNT is a special case. To handle arbitrary keyranges; previous methods would need to keep a separate index for every possible keyrange. We propose an approach based on a new index structure called the Multiversion SB-Tree; which incorporates features from both the SB-Tree and the Multiversion B+--tree; to …,ACM Transactions on Database Systems (TODS),2008,27
Massively parallel XML twig filtering using dynamic programming on FPGAs,Roger Moussalli; Mariam Salloum; Walid Najjar; Vassilis J Tsotras,In recent years; XML-based Publish-Subscribe Systems have become popular due to theincreased demand of timely event-notification. Users (or subscribers) pose complex profileson the structure and content of the published messages. If a profile matches the message;the message is forwarded to the interested subscriber. As the amount of published contentcontinues to grow; current software-based systems will not scale. We thus propose a novelarchitecture to exploit parallelism of twig matching on FPGAs. This approach yields up tothree orders of magnitude higher throughput when compared to conventional approachesbound by the sequential aspect of software computing. This paper; presents a novel methodfor performing unordered holistic twig matching on FPGAs without any false positives; andwhose throughput is independent of the complexity of the user queries or the …,Data Engineering (ICDE); 2011 IEEE 27th International Conference on,2011,25
Supporting complex queries on multiversion XML documents,Shu-Yao Chien; Vassilis J Tsotras; Carlo Zaniolo; Donghui Zhang,Abstract Managing multiple versions of XML documents represents a critical requirement formany applications. Recently; there has been much work on supporting complex queries onXML data (eg; regular path expressions; structural projections; etc.). In this article; weexamine the problem of implementing efficiently such complex queries on multiversion XMLdocuments. Our approach relies on a numbering scheme; whereby durable node numbers(DNNs) are used to preserve the order among the nodes of the XML tree while remaininginvariant with respect to updates. Using the document's DNNs; we show that many complexqueries are reduced to combinations of range version retrieval queries. We thus examinethree alternative storage organizations/indexing schemes to efficiently evaluate rangeversion retrieval queries in this environment. A thorough performance analysis is then …,ACM Transactions on Internet Technology (TOIT),2006,25
Efficient XML Path Filtering Using GPUs.,Roger Moussalli; Robert J Halstead; Mariam Salloum; Walid A Najjar; Vassilis J Tsotras,ABSTRACT Publish-subscribe (pub-sub) systems present the state of the art in informationdissemination to multiple users. Current XML-based pub-sub systems provide users withconsiderable flexibility allowing the formulation of complex queries on the content as well asthe structure of the streaming messages. Messages that contain one or more matches for agiven user profile (query) are forwarded to the user. Recently various approaches focusedon accelerating XML path query filtering using dedicated hardware architectures; likeFPGAs. Despite their very high throughput; FPGAs require extensive update time while theirphysical resource availability is also limited. In this paper we exploit the parallelism found inXPath filtering systems using GPUs instead; which are favorable platforms due to themassive parallelism found in their hardware architecture; alongside the flexibility and …,ADMS@ VLDB,2011,24
Efficient temporal shortest path queries on evolving social graphs,Wenyu Huo; Vassilis J Tsotras,Abstract Graph-like data appears in many applications; such as social networks; internethyperlinks; roadmaps; etc. and in most cases; graphs are dynamic; evolving through time. Inthis work; we study the problem of efficient shortest-path query evaluation on evolving socialgraphs. Our shortest-path queries are" temporal": they can refer to any time-point or time-interval in the graph's evolution; and corresponding valid answers should be returned. Toefficiently support this type of temporal query; we extend the traditional Dijkstra's algorithm tocompute shortest-path distance (s) for a time-point or a time-interval. To speed up queryprocessing; we explore preprocessing index techniques such as Contraction Hierarchies(CH). Moreover; we examine how to maintain the evolving graph along with the index byutilizing temporal partition strategies. Experimental evaluations on real world datasets …,Proceedings of the 26th International Conference on Scientific and Statistical Database Management,2014,22
Route planning with flexible edge restrictions,Robert Geisberger; Michael N Rice; Peter Sanders; Vassilis J Tsotras,Abstract In this work; we explore a new type of flexible shortest-path query; in which thequery can be dynamically parameterized to constrain the type of edges that may be includedin the resulting shortest path (eg; find the shortest path in a road network that avoids tollroads and low overpasses; respective of the specified vehicle height). We extend thehierarchical preprocessing technique known as Contraction Hierarchies to efficiently supportsuch flexible queries. We also present several effective algorithmic optimizations for furtherimproving the overall scalability and query times of this approach; including the addition ofgoal-directed search techniques; search space pruning techniques; and generalizing theconstraints of the local search. Experiments are presented for both the North American andthe European road networks; showcasing the general effectiveness and scalability of our …,Journal of Experimental Algorithmics (JEA),2012,22
Querying spatio-temporal patterns in mobile phone-call databases,Marcos R Vieira; Enrique Frías-Martínez; Petko Bakalov; Vanessa Frías-Martínez; Vassilis J Tsotras,Call Detail Record (CDR) databases contain many millions of records with information aboutmobile phone calls; including the users' location when the call was made/received. Thishuge amount of spatio-temporal data opens the door for the study of human trajectories on alarge scale without the bias that other sources; like GPS or WLAN networks; introduce in thepopulation studied. Furthermore; it provides a platform for the development of a wide varietyof studies ranging from the spread of diseases to planning of public transportation.Nevertheless; previous work on spatio-temporal queries does not provide a framework"flexible" enough for expressing the complexity of human trajectories. In this paper wepresent Spatio-Temporal Pattern System (STPS) to query spatio-temporal patterns in verylarge CDR databases. STPS uses a regular-expression query language that is intuitive …,Mobile Data Management (MDM); 2010 Eleventh International Conference on,2010,22
Hashing methods for temporal data,George Kollios; Vassilis J Tsotras,External dynamic hashing has been used in traditional database systems as a fast methodfor answering membership queries. Given a dynamic set S of objects; a membership queryasks whether an object with identity k is in (the most current state of) S. This paperaddresses the more general problem of temporal hashing. In this setting; changes to thedynamic set are time-stamped and the membership query has a temporal predicate; as in:"Find whether object with identity k was in set S at time t". We present an efficient solution forthis problem that takes an ephemeral hashing scheme and makes it partially persistent. Oursolution; also termed partially persistent hashing; uses a space that is linear on the totalnumber of changes in the evolution of set S and has a small {O [log/sub B/(n/B)]} queryoverhead. An experimental comparison of partially persistent hashing with various …,IEEE Transactions on Knowledge and Data Engineering,2002,22
Historical queries along multiple lines of time evolution,Gad M Landau; Jeanette P Schmidt; Vassilis J Tsotras,Abstract Traditional approaches to addressing historical queries assume a single line of timeevolution; that is; a system (database; relation) evolves over time through a sequence oftransactions. Each transaction always applies to the unique; current state of the system;resulting in a new current state. There are; however; complex applications where thesystem's state evolves into multiple lines of evolution. In general; this creates a tree(hierarchy) of evolution lines; where each tree node represents the time evolution of aparticular subsystem. Multiple lines create novel historical queries; such as vertical orhorizontal historical queries. The key characteristic of these problems is that portions of thehistory are shared; answering historical queries should not necessitate duplication of sharedhistories as this could increase the storage requirements dramatically. Both the vertical …,The VLDB Journal,1995,21
Efficient algorithms for managing the history of evolving databases,Vassilis J Tsotras; B Gopinath,Abstract We propose a novel method for representing evolving databases by “evolving sets”;which is particularly useful when we are interested in reconstructing any past state of adatabase. This theoretical framework therefore reduces the problem concerning the historymanagement of databases to the problem of efficiently managing the history of a setevolving in time. We present a dynamic algorithm that reconstructs the state of the set at agiven time t in the past in O (| s (t)|+ loglogT) time; where| s (t)| is the size of the answer and Tis the maximal size of the time interval (t≤ T). The space used is linear to the number ofchanges that occurred during the set's evolution. The resulting algorithm is thereby moreefficient than all previous methods dealing with the history management of evolvingdatabases. In fact the proposed algorithm is optimal within a constant factor; because a …,International Conference on Database Theory,1990,18
R-trees: A dynamic index structure for spatial searching,Marios Hadjieleftheriou; Yannis Manolopoulos; Yannis Theodoridis; Vassilis J Tsotras,The R*-tree; an improvement of the R-tree; is one of the most popular access methods forpoints and rectangles. This is achieved by modifying the insert and split algorithms of theoriginal R-tree which is based on the heuristic optimization of the area of the enclosingrectangle in each inner node. The R*-tree incorporates a combined optimization of area;margin and overlap of each enclosing rectangle in the directory. From a practical point ofview; the R*-tree is very attractive because of the following two reasons. It efficiently supportspoint and spatial data at the same time and its implementation cost is only slightly higherthan that of other R-tree variants.,*,2017,17
FPGA-based Multithreading for In-Memory Hash Joins.,Robert J Halstead; Ildar Absalyamov; Walid A Najjar; Vassilis J Tsotras,ABSTRACT Large relational databases often rely on fast join implementations for goodperformance. Recent paradigm shifts in processor architectures has reinvigorated researchinto how the join operation can be implemented. The FPGA community has also beendeveloping new architectures with the potential to push performance even further. Hashingis a common method used to implement joins; but its poor spatial locality can hinderperformance on processor architectures. Multithreaded architectures can better cope withpoor spatial locality by masking memory/cache latencies with many outstanding requests. Inthis paper we present the first end-to-end in-memory FPGA hash join implementation. TheFGPA uses massive multithreading during the build and probe phases to mask long memorydelays; while it concurrently manages hundreds of thread states locally. Throughput …,CIDR,2015,17
Parameterized algorithms for generalized traveling salesman problems in road networks,Michael N Rice; Vassilis J Tsotras,Abstract The Generalized Traveling Salesman (Path) Problem involves finding a minimum-cost tour (or path) through exactly one location from each of a set of generalized locationcategories (eg; gas stations; coffee shops). This problem type has many practicalapplications in personal navigation and logistics. While NP-hard in general; this problemalso admits fixed-parameter tractable (FPT) algorithms with run times of the form f (k) n O (1)for some function f (independent of the problem size; n) with respect to the number oflocation categories; k (typically very small in practice). We present both exact andapproximate FPT algorithms for this problem. Experimental results on the road network ofNorth America (with over 50 million edges) show that we can optimally solve nationwidequeries with up to 7 categories and millions of optional category locations in sub-second …,Proceedings of the 21st ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems,2013,16
Supporting branched versions on XML documents,Zografoula Vagena; Mirella Moura Moro; Vassilis J Tsotras,Many e-commerce and e-government applications are collaborative in nature (egnegotiation and e-catalog management). In collaborative environments; users typicallydefine new document versions from any past version; which creates the need for supportingmultiversion XML documents; particularly branched versioning. In this paper; we address theproblem of evaluating path expression queries over XML documents with branchedversions. We extend path joins to work in a branched version environment and to allowqueries on multiple versions. We propose a storage scheme that efficiently maintains allbranched document versions and describe changes required on Pathstack; an optimalpattern matching algorithm. Finally; we investigate the effectiveness of our techniquesthrough experimental evaluation.,Research Issues on Data Engineering: Web Services for e-Commerce and e-Government Applications; 2004. Proceedings. 14th International Workshop on,2004,15
Flextrack: A system for querying flexible patterns in trajectory databases,Marcos R Vieira; Petko Bakalov; Vassilis J Tsotras,Abstract We describe the FlexTrack system for querying trajectories using flexible patternqueries. Such queries are composed of a sequence of simple spatio-temporal predicates;eg; range and nearest-neighbors; as well as complex motion pattern predicates; eg;predicates that contain variables and constraints. Users can interactively select spatio-temporal predicates to construct such pattern queries using a hierarchy of regions thatpartition the spatial domain. Several different query processing algorithms are currentlyimplemented and available in the FlexTrack system.,International Symposium on Spatial and Temporal Databases,2011,14
Engineering generalized shortest path queries,Michael N Rice; Vassilis J Tsotras,Generalized Shortest Path (GSP) queries represent a variant of constrained shortest pathqueries in which a solution path of minimum total cost must visit at least one location fromeach of a set of specified location categories (eg; gas stations; grocery stores) in a specifiedorder. This problem type has many practical applications in logistics and personalizedlocation-based services; and is closely related to the NP-hard Generalized TravelingSalesman Path Problem (GTSPP). In this work; we present a new dynamic programmingformulation to highlight the structure of this problem. Using this formulation as ourfoundation; we progressively engineer a fast and scalable GSP query algorithm for use onlarge; real-world road networks. Our approach incorporates concepts from ContractionHierarchies; a well-known graph indexing technique for static shortest path queries. To …,Data Engineering (ICDE); 2013 IEEE 29th International Conference on,2013,13
Optimizing spatial min/max aggregations,Donghui Zhang; Vassilis J Tsotras,Abstract. Aggregate computation over a collection of spatial objects appears in many real-life applications. Aggregates are computed on values (weights) associated with spatialobjects; for example; the temperature or rainfall over the area covered by the object. In thispaper we concentrate on MIN/MAX aggregations:“given a query rectangle; find theminimum/maximum weight among all objects intersecting the query rectangle.” Traditionallysuch queries have been performed as range searches. Assuming that objects are indexedby a spatial access method (SAM); the MIN/MAX is computed while retrieving those objectsintersecting the query interval. This requires effort proportional to the number of objectssatisfying the query; which may be large. A better approach is to maintain aggregateinformation among the index nodes of the spatial access method; then various index …,The VLDB Journal,2005,13
Efficient processing of XML containment queries using partition-based schemes,Zografoula Vagena; Mirella Moura Moro; Vassilis J Tsotras,XML query languages provide facilities to query XML data both on their value as well astheir structure. A basic operation in processing and optimizing such queries is thecontainment join; which takes two sets of elements and returns pairs of elements where oneis the ancestor (or descendant) of the other. Most of the techniques proposed so far assumethat the two sets are already sorted or utilize preexisting indexing schemes. In contrast; apartition-based technique does not require indexing or sorting. Instead; the containment joinis processed by dividing the input sets into smaller partitions. In this paper; we present a newpartition-based scheme that gracefully adapts to different document sizes. The advantagesof our approach are validated through an experimental comparison with previous work.Moreover; the experiments demonstrate that our solution provides a viable alternative to …,Database Engineering and Applications Symposium; 2004. IDEAS'04. Proceedings. International,2004,13
Path-expression Queries over Multiversion XML Documents.,Zografoula Vagena; Vassilis J Tsotras,ABSTRACT In this paper we address the problem of evaluating path expression queries onmultiversion XML documents. Such queries are typically implemented on static (ie; non-versioned) documents as path joins; using numbering schemes that maintain the structuralrelationships among the document elements. We extend previously proposed patternmatching techniques so as to support versions. We first present an easily updatablenumbering scheme that efficiently captures structural relationships among the elements ofthe dynamically evolving document. We then propose a variation of Pathstack; an optimalpattern matching algorithm; that addresses the characteristics of our environment. Finally;through a thorough experimental evaluation we investigate two storage techniques in termsof space utilization and query efficiency.,WebDB,2003,13
Finding the K highest-ranked answers in a distributed network,Demetrios Zeinalipour-Yazti; Zografoula Vagena; Vana Kalogeraki; Dimitrios Gunopulos; Vassilis J Tsotras; Michail Vlachos; Nick Koudas; Divesh Srivastava,Abstract In this paper; we present an algorithm for finding the k highest-ranked (or Top-k)answers in a distributed network. A Top-K query returns the subset of most relevant answers;in place of all answers; for two reasons:(i) to minimize the cost metric that is associated withthe retrieval of all answers; and (ii) to improve the recall and the precision of the answer-set;such that the user is not overwhelmed with irrelevant results. Our study focuses on multi-hopdistributed networks in which the data is accessible by traversing a network of nodes. Such asetting captures very well the computation framework of emerging Sensor Networks; Peer-to-Peer Networks and Vehicular Networks. We present the Threshold Join Algorithm (TJA); anefficient algorithm that utilizes a non-uniform threshold on the queried attribute in order tominimize the transfer of data when a query is executed. Additionally; TJA resolves queries …,Computer Networks,2009,12
XML structural summaries,Mirella M Moro; Zografoula Vagena; Vassilis J Tsotras,Abstract This tutorial introduces the concept of XML Structural Summaries and describestheir role within XML retrieval. It covers the usage of those summaries for Database-stylequery processing and Information Retrieval-style search tasks in the context of bothcentralized and distributed environments. Finally; it discusses new retrieval scenarios thatcan potentially be favorably supported by those summaries.,Proceedings of the VLDB Endowment,2008,12
Diversifying query results on semi-structured data,Mahbub Hasan; Abdullah Mueen; Vassilis Tsotras; Eamonn Keogh,Abstract Queries on the web can easily result in a large number of results. ResultDiversification; a process by which the query provides the k most diverse set of matches;enables the user to better understand/explore such large results. Computing the diversesubset from a large set of results needs a massive number of pair-wise distancecomputations as well as finding the subset that maximizes the total pair-wise distance; whichis NP-hard and requires efficient approximate algorithm. The problem becomes more difficultwhen querying semi-structured data; since diversity can occur not only in the documentcontent but also (and more importantly) in the document structure; thus one needs toefficiently measure the structural differences between results. The tree edit distance is thestandard choice but; is too expensive for large result sets. Moreover; the generalized tree …,Proceedings of the 21st ACM international conference on Information and knowledge management,2012,11
Efficient and Scalable Sequence-Based XML Filtering.,Mariam Salloum; Vassilis J Tsotras,ABSTRACT The ubiquitous adoption of XML as the standard of data exchange over the webhas led to increased interest in building efficient and scalable XML publish-subscribe (pub-sub) systems. The central function of an XML-based pub-sub system is to perform XMLfiltering efficiently; ie identify those XPath expressions that have a match in a streaming XMLdocument. In this paper; we propose a new sequence-based approach; which transformsboth XML documents and XPath twig expressions into Node Encoded Tree Sequences(NETS). In terms of this encoding; we provide a necessary and sufficient condition for anXPath twig to represent a match in a given XML document. The proposed filtering procedureis based on a new subsequence matching algorithm devised for NETS; which identifies theset of matched queries free of false positives with a single scan of the XML document …,WebDB,2009,11
Advances in spatial and temporal databases,Christian S Jensen; Markus Schneider; Bernhard Seeger; Vassilis J Tsotras,*,7th International Symposium; SSTD,2001,11
High performance FPGA and GPU complex pattern matching over spatio-temporal streams,Roger Moussalli; Ildar Absalyamov; Marcos R Vieira; Walid Najjar; Vassilis J Tsotras,Abstract The wide and increasing availability of collected data in the form of trajectories hasled to research advances in behavioral aspects of the monitored subjects (eg; wild animals;people; and vehicles). Using trajectory data harvested by devices; such as GPS; RFID andmobile devices; complex pattern queries can be posed to select trajectories based onspecific events of interest. In this paper; we present a study on FPGA-and GPU-basedarchitectures processing complex patterns on streams of spatio-temporal data. Complexpatterns are described as regular expressions over a spatial alphabet that can be implicitlyor explicitly anchored to the time domain. More importantly; variables can be used tosubstantially enhance the flexibility and expressive power of pattern queries. Here weexplore the challenges in handling several constructs of the assumed pattern query …,GeoInformatica,2015,10
Online ordering of overlapping data sources,Mariam Salloum; Xin Luna Dong; Divesh Srivastava; Vassilis J Tsotras,Abstract Data integration systems offer a uniform interface for querying a large number ofautonomous and heterogeneous data sources. Ideally; answers are returned as sources arequeried and the answer list is updated as more answers arrive. Choosing a good ordering inwhich the sources are queried is critical for increasing the rate at which answers arereturned. However; this problem is challenging since we often do not have complete orprecise statistics of the sources; such as their coverage and overlap. It is further exacerbatedin the Big Data era; which is witnessing two trends in Deep-Web data: first; obtaining a fullcoverage of data in a particular domain often requires extracting data from thousands ofsources; second; there is often a big variation in overlap between different data sources. Inthis paper we present OASIS; an Online query Answering System for overlappIng …,Proceedings of the VLDB Endowment,2013,10
Bidirectional A* Search with Additive Approximation Bounds.,Michael N Rice; Vassilis J Tsotras,Abstract In this paper; we present new theoretical and experimental results for bidirectionalA∗ search. Unlike most previous research on this topic; our results do not requireassumptions of either consistent or balanced heuristic functions for the search. Ourtheoretical work examines new results on the worst-case number of node expansions forinconsistent heuristic functions with bounded estimation errors. Additionally; we considerseveral alternative termination criteria in order to more quickly terminate the bidirectionalsearch; and we provide worst-case approximation bounds for our suggested criteria. Weprove that our approximation bounds are purely additive in nature (a general improvementover previous multiplicative approximations). Experimental evidence on large-scale roadnetworks suggests that the errors introduced are truly quite negligible in practice; while …,SOCS,2012,10
Divdb: A system for diversifying query results,Marcos R Vieira; Humberto L Razente; Maria CN Barioni; Marios Hadjieleftheriou; Divesh Srivastava; Caetano Traina Jr; Vassilis J Tsotras,*,Proceedings of the VLDB Endowment,2011,10
Efficient handling of positional predicates within XML query processing,Zografoula Vagena; Nick Koudas; Divesh Srivastava; Vassilis J Tsotras,Abstract The inherent order within the XML document-centric data model is typicallyexposed through positional predicates defined over the XPath navigation axes. Althoughprocessing algorithms for each axis have already been proposed; the incorporation ofpositional predicates in them has received very little attention. In this paper; we presenttechniques that leverage the power of existing; state of the art methods; to efficiently supportpositional predicates as well. Our preliminary experimental comparisons with alternativeapproaches reveal the performance benefits of the proposed techniques.,International XML Database Symposium,2005,10
Spatio-temporal data services in a shared-nothing environment,Marios Hadjieleftheriou; Vassil Kriakov; Yangui Tao; George Kollios; Alex Delis; Vassilis J Tsotras,Recently; there has been a proliferation of applications that produce spatiotemporal datathat has to be processed; stored and queried efficiently. These applications necessitate theexecution of millions of updates in order to keep the underlying database up-to-date.Consequently; there is a need for spatiotemporal data management systems that are able tosupport such update intensive operations. Moreover; these systems should offer users thecapability to examine present as well as past (historical) data versions in an on-line fashion.We propose a system that exploits the inherent parallelism of a shared-nothing computingenvironment for storing and indexing the spatiotemporal data. We describe our proposedsystem architecture; data organization; and outline techniques for ensuring robustness andscalability under excessive query loads and high update rates.,Scientific and Statistical Database Management; 2004. Proceedings. 16th International Conference on,2004,10
User effort minimization through adaptive diversification,Mahbub Hasan; Abhijith Kashyap; Vagelis Hristidis; Vassilis Tsotras,Abstract Ambiguous queries; which are typical on search engines and recommendationsystems; often return a large number of results from multiple interpretations. Given that manyusers often perform their searches on limited size screens (eg mobile phones); an importantproblem is which results to display first. Recent work has suggested displaying a set ofresults (Top-k) based on their relevance score with respect to the query and their diversitywith respect to each other. However; previous works balance relevance and diversity mostlyby a predefined fixed way. In this paper; we show that for different search tasks there is adifferent ideal balance of relevance and diversity. We propose a principled method foradaptive diversification of query results that minimizes the user effort to find the desiredresults; by dynamically balancing the relevance and diversity at each query step (eg …,Proceedings of the 20th ACM SIGKDD international conference on Knowledge discovery and data mining,2014,9
Access Methods for Intervals,Yannis Manolopoulos; Yannis Theodoridis; Vassilis J Tsotras,Abstract Intervals provide a compact way to represent the duration of a property. Theyappear in many database applications; including spatial; temporal [Jensen and Snodgrass;1999]; constraint [Bertino et al.; 1997; Ramaswamy; 1997] and object-oriented databases[Kanellakis et al.; 1993]. Due to their importance; many techniques have been proposed inliterature for indexing intervals. Here we concentrate on the 1-dimensional dynamic intervalmanagement problem and in particular the so-called stabbing query. We first presentclassical main-memory solutions to the stabbing query; namely: the Interval Tree; theSegment Tree and the Priority Search Tree. These structures have been extended in variousways to support intervals in external memory (ie; on the disk). Among other structures in thischapter we discuss: the Segment R-tree; the External Segment Tree; the External Priority …,*,2000,9
Temporal top-k search in social tagging sites using multiple social networks,Wenyu Huo; Vassilis J Tsotras,Abstract In social tagging sites; users are provided easy ways to create social networks; topost and share items like bookmarks; videos; photos and articles; along with comments andtags. In this paper; we present a study of top-k search in social tagging sites by utilizingmultiple social networks and temporal information. In particular; besides the globalconnection; we consider two main social networks; namely the friendship and the commoninterest networks in our scoring functions. Based on the degree of participation in variousnetworks; users can be categorized into specific classes that differ in their weights on eachscoring component. Temporal information; usually ignored by previous works; can enhancethe popularity and freshness of the ranking results. Experiments and evaluations on realsocial tagging datasets show that our framework works well in practice and give useful …,International Conference on Database Systems for Advanced Applications,2010,8
Letter from the Special Issue Editor.,Marios Hadjieleftheriou; Vassilis J Tsotras,*,IEEE Data Eng. Bull.,2009,8
Evaluating structural summaries as access methods for XML,Mirella M Moro; Zografoula Vagena; Vassilis J Tsotras,Abstract Structural summaries are data structures that preserve all structural features of XMLdocuments in a compact form. We investigate the applicability of the most popularsummaries as textitaccess methods within XML query processing. In this context; issues likespace and false positives introduced by the summaries need to be examined. Ourevaluation reveals that the additional space required by the more precise structures isusually small and justified by the considerable performance gains that they achieve.,Proceedings of the 15th international conference on World Wide Web,2006,8
Answering order-based queries over xml data,Zografoula Vagena; Nick Koudas; Divesh Srivastava; Vassilis J Tsotras,Abstract Order-based queries over XML data include XPath navigation axes such asfollowing-sibling and following. In this paper; we present holistic algorithms that evaluatesuch order-based queries. An experimental comparison with previous approaches showsthe performance benefits of our algorithms.,Special interest tracks and posters of the 14th international conference on World Wide Web,2005,8
A comparison of indexed temporal joins,Donghui Zhang; Vassilis J Tsotras; Bernhard Seeger,Abstract We examine temporal joins in the presence of indexing schemes. Utilizing an indexwhen processing join queries is especially advantageous if the join predicates involve onlya portion of the temporal relations. This is a novel problem since temporal indices havevarious characteristics that can affect join processing drastically. For example; temporalindices commonly introduce record copies to achieve better clustering of records with longintervals. We first identify such issues and show that naïve approaches do not work. Weconcentrate on common temporal join queries and examine various index-based algorithmsfor processing them. Two optimization techniques for indexed joins are proposed; namely;the balancing condition optimization and the virtual height optimization. While we use theMultiversion B+-tree as the temporal index; our results apply to other efficient tree-based …,History,2000,8
A scalable parallel XQuery processor,E Preston Carman; Till Westmann; Vinayak R Borkar; Michael J Carey; Vassilis J Tsotras,The wide use of XML for document management and data exchange has created the needto query large repositories of XML data. To efficiently query such large data and takeadvantage of parallelism; we have implemented Apache VXQuery; an open-source scalableXQuery processor. The system builds upon two other open-source frameworks: Hyracks; aparallel execution engine; and Algebricks; a language agnostic compiler toolbox. ApacheVXQuery extends these frameworks and provides an implementation of the XQuery specifics(data model; data-model dependent functions and optimizations; and a parser). We describethe architecture of Apache VXQuery; its integration with Hyracks and Algebricks; and theXQuery optimization rules applied to the query plan to improve path expression efficiencyand to enable query parallelism. An experimental evaluation using a real 500GB dataset …,Big Data (Big Data); 2015 IEEE International Conference on,2015,7
