Nanowire-based one-dimensional electronics,Claes Thelander; Prabhat Agarwal; S Brongersma; Joël Eymery; Lou-Fé Feiner; Alfred Forchel; M Scheffler; W Riess; BJ Ohlsson; U Gösele; Lars Samuelson,During the last half century; a dramatic downscaling of electronics has taken place; aminiaturization that the industry expects to continue for at least a decade. We present effortsto use the self-assembly of one-dimensional semiconductor nanowires 1 in order to bringnew; high-performance nanowire devices as an add-on to mainstream Si technology. Thenanowire approach offers a coaxial gate-dielectric-channel geometry that is ideal for furtherdownscaling and electrostatic control; as well as heterostructure-based devices on Siwafers.,Materials today,2006,676
Electronic and optical properties of Si∕ Si O 2 nanostructures. II. Electron-hole recombination at the Si∕ Si O 2 quantum-well–quantum-dot transition,N Pauc; V Calvo; J Eymery; F Fournel; N Magnea,Abstract A photoluminescence (PL) study of crystalline Si∕ Si O 2 quantum wells has beencarried out for thicknesses in the 3.9–0.6 nm range. We show that quantum confinementplays a great role on emission properties of these narrow quantum wells in term of PL lineenergy and quantum efficiency. In particular; for the very-low-thickness domain; a set ofdiscrete and high-energy lines is observed between 1.20 and 1.60 eV and viewed asresulting from two phenomena: the thickness fluctuations of the silicon layer and theappearance of structural barriers in the plane of the thinnest wells due to the formation of atwo-dimensional distribution of Si nanocrystals embedded in Si O 2. A strong increase in thephotoluminescence efficiency is measured for wells pertaining to the very-low-thicknessdomain.,Physical Review B,2005,26
Electronic and optical properties of Si∕ Si O 2 nanostructures. I. Electron-hole collective processes in single Si∕ Si O 2 quantum wells,N Pauc; V Calvo; J Eymery; F Fournel; N Magnea,Abstract Photoluminescence measurements have been performed at low temperature oncrystalline Si∕ Si O 2 quantum wells as a function of thickness. Three distinct electron-hole(eh) phases are clearly identified in these structures: the electron-hole liquid; the electron-hole plasma; and the free-exciton gas. It is shown that spatial confinement induced by the SiO 2 barriers modifies the thermodynamical equilibrium between these phases with respectto the bulk case by changing the steady state of the carrier system and involving newtransient states. In the low-thickness domain; the eh recombination line blueshifts as a resultof the effect of quantum confinement on the band-edge positions. Data are analyzed thanksto a model taking account of the new band-diagram parameters—effective mass; banddegeneracy; anisotropy—and image charges in the dielectric barrier which modify the …,Physical Review B,2005,26
Metal organic vapour-phase epitaxy growth of GaN wires on Si (111) for light-emitting diode applications,Damien Salomon; Amelie Dussaigne; Matthieu Lafossas; Christophe Durand; Catherine Bougerol; Pierre Ferret; Joel Eymery,GaN wires are grown on a Si (111) substrate by metal organic vapour-phase epitaxy on athin deposited AlN blanket and through a thin SiN x layer formed spontaneously at theAlN/Si interface. N-doped wires are used as templates for the growth of core-shellInGaN/GaN multiple quantum wells coated by a p-doped shell. Standing single-wireheterostructures are connected using a metallic tip and a Si substrate backside contact; andthe electroluminescence at room temperature and forward bias is demonstrated at 420 nm.This result points out the feasibility of lower cost nitride-based wires for light-emitting diodeapplications.,Nanoscale research letters,2013,25
M-Plane GaN/InAlN multiple quantum wells in core–shell wire structure for UV emission,Christophe Durand; Catherine Bougerol; Jean-François Carlin; Georg Rossbach; Florian Godel; Joël Eymery; Pierre-Henri Jouneau; Anna Mukhtarova; Raphaël Butté; Nicolas Grandjean,We report on the epitaxial growth of high-quality core–shell nonpolar m-plane GaN/InAlNmultiple quantum wells (MQWs) on the sidewall facets of c-oriented hexagonal GaN wires.Pseudomorphic growth without generation of threading dislocations has been establishedfor planar GaN/InAlN (In= 15%) MQWs grown on m-GaN substrates; although m-plane InAlNepilayers cannot be grown perfectly lattice-matched to GaN along the two in-planedirections. Calculations based on elasticity theory indicate that the significant amount ofstrain oriented along the c-axis is the likely factor favoring the formation of cracks along thisdirection. For the core–shell wire geometry; such cracks are not observed; leading to highstructural quality MQWs. A significant UV emission centered around 3.7 eV at roomtemperature with a strong polarization perpendicular to the wire axis is observed for those …,ACS photonics,2013,25
High-contrast observations of (136108) Haumea-A crystalline water-ice multiple system,Christophe Dumas; Benoit Carry; Daniel Hestroffer; Frederic Merlin,Context. The trans-Neptunian region of the Solar System is populated by a wide variety oficy bodies showing great diversity in orbital behavior; size; surface color; and composition.One can also see there are dynamical families and binary systems. One surprising featuredetected in the spectra of some of the largest trans-Neptunians is the presence of crystallinewater-ice. This is the case for the large TNO (136 108) Haumea (2003 EL 61). Aims. Weseek to constrain the state of the water ice of Haumea and its satellites and to investigatepossible energy sources that maintain the water ice in its crystalline form. Methods. Spectro-imaging observations in the near infrared were performed with the integral fieldspectrograph SINFONI mounted on UT4 at the ESO Very Large Telescope. The spectra ofboth Haumea and its larger satellite Hi'iaka were analyzed. Relative astrometry of the …,Astronomy & Astrophysics,2011,23
A first-principles phase stability study on the Au-Ni system,C Colinet; J Eymery; A Pasturel; AT Paxton; M Van Schilfgaarde,Abstract We present a first-principles statistical mechanics theory that incorporates thecalculation of electronic total energies in the local density approximation; configurationalentropies; vibrational modes and relaxation effects in disordered systems. Applications ofthe theory to the binary Au-Ni system are given using the linear muffin-tin orbital method forthe total energy calculations; the cluster variation method for the description of theconfigurational entropy and the Debye-Gruneisen approximation for the vibrational modes.The solubilities of both ends of the phase diagram; calculated with no adjustableparameters; are compared with experiment.,Journal of Physics: Condensed Matter,1994,23
: AU-NI SOLID-SOLUTIONS STUDIED BY NUMERICAL RELAXATION,Joel EYMERY; Frédéric LANCON; Luc BILLARD,Abstract A semi-empirical potential based on the tight-binding second momentapproximation is used to study Au-Ni solid solutions at 0 K. The energy of formation; thetopological disorder; and the elastic constants are analysed within the whole concentrationrange. The results coincide very well with available experiments and may be explained by afrustration of the interatomic bondings by the fcc lattice. The size effect predominates overthe chemical one and the analysis of interstitial sites shows that the local chemicalsurroundings lead to a splitting of the fcc lattice tetrahedral volumes. Résumé Un potentielsemi-empirique; issu de la méthode des liaisons fortes dans l'approximation du secondmoment; est utilisé pour étudier la solution solide Au-Ni à 0 K. L'énergie de formation; ledésordre topologique et les constantes élastiques sont analysées pour toute l'étendue de …,JOURNAL DE PHYSIQUE,1993,22
Epitaxial growth of CdTe (0 0 1) studied by scanning tunnelling microscopy,D Martrou; J Eymery; P Gentile; N Magnea,Abstract Scanning tunnelling microscopy is used to study the growth mechanisms of CdTe (10 0) in molecular beam epitaxy. The 2D growth proceeds by the formation of square-shapedislands with (1 0 0) edges. This effect leads to the self-organisation of terraces for vicinalsurfaces with (1 0 0) steps.,Journal of crystal growth,1998,21
Study of the first‐stage relaxation in ZnTe/(001) CdTe strained layers,J Eymery; S Tatarenko; N Bouchet; K Saminadayar,The first stages of the growth of highly strained ZnTe on (001) CdTe are studied in details byreflection high‐energy electron diffraction analysis. Below the critical thickness; small latticeoscillations attributed to a nontetragonal elastic distortion are observed on a system intensile stress. An effect of Zn excess pressure on the critical thickness is demonstrated.Exposure at 280° C of the CdTe (001) surface under Zn flux leads to the formation of ac (2×2) Zn terminated surface with about 50% Zn coverage. Such a pretreatment reduces thecritical thickness by about half a monolayer.,Applied Physics Letters,1994,21
Anisotropic relaxation during the first stages of the growth of ZnTe/(001) CdTe strained layers studied by reflection high energy electron diffraction,J Eymery; B Daudin; D Brun‐Le Cunff; N Boudet; S Tatarenko,The first stages of the growth of highly strained ZnTe on (001) CdTe are studied by reflectionhigh energy electron diffraction (RHEED) with real‐time monitoring of the surface in‐planelattice spacing and of the width of the streaks along the [100];[110]; and [11̄0] azimuths. Alarge; oscillating; elastic relaxation is measured below the critical thickness (≊ 5 ZnTemonolayers) in the [11̄0] azimuth while a small excess of tensile stress with regard to theCdTe substrate is observed in the [110] azimuth. These effects are attributed to ananisotropic nontetragonal elastic distortion at the free edges of elongated 2D ZnTe‐monolayer islands. For large deposition times (ie; after the critical thickness); the RHEEDobservation gives very good information about the nature of the dislocations occurring in themultiplication process.,Applied physics letters,1995,20
Flexible Photodiodes Based on Nitride Core/Shell p–n Junction Nanowires,Hezhi Zhang; Xing Dai; Nan Guan; Agnes Messanvi; Vladimir Neplokh; Valerio Piazza; Martin Vallo; Catherine Bougerol; François H Julien; Andrey Babichev; Nicolas Cavassilas; Marc Bescond; Fabienne Michelini; Martin Foldyna; Eric Gautier; Christophe Durand; Joël Eymery; Maria Tchernycheva,A flexible nitride pn photodiode is demonstrated. The device consists of a compositenanowire/polymer membrane transferred onto a flexible substrate. The active element forlight sensing is a vertical array of core/shell p–n junction nanowires containing InGaN/GaNquantum wells grown by MOVPE. Electron/hole generation and transport in core/shellnanowires are modeled within nonequilibrium Green function formalism showing a goodagreement with experimental results. Fully flexible transparent contacts based on a silvernanowire network are used for device fabrication; which allows bending the detector to a fewmillimeter curvature radius without damage. The detector shows a photoresponse atwavelengths shorter than 430 nm with a peak responsivity of 0.096 A/W at 370 nm underzero bias. The operation speed for a 0.3× 0.3 cm2 detector patch was tested between 4 …,ACS applied materials & interfaces,2016,18
Improved conversion efficiency of as-grown InGaN/GaN quantum-well solar cells for hybrid integration,Sirona Valdueza-Felip; Anna Mukhtarova; Louis Grenet; Catherine Bougerol; Christophe Durand; Joel Eymery; Eva Monroy,Abstract We report on the photovoltaic characteristics of solar cells based on 15 and 30 In xGa 1− x N/GaN (x= 0.10 and 0.19) multiquantum wells (MQWs) grown on sapphire. Doublingthe number of MQWs increases the peak external quantum efficiency by a factor of 2 for bothIn contents. Devices with 19% In; with a spectral cutoff at 465 nm; exhibit an open-circuitvoltage of 1.7 V and a short-circuit current density of 3.00 mA/cm 2 under 1 sun AM1. 5Gillumination; leading to a conversion efficiency of 2.00%; making them promising for hybridintegration with non-III–nitride photovoltaic devices.,Applied Physics Express,2014,18
Photovoltaic response of InGaN/GaN multiple-quantum well solar cells,Sirona Valdueza-Felip; Anna Mukhtarova; Qing Pan; Giovanni Altamura; Louis Grenet; Christophe Durand; Catherine Bougerol; David Peyrade; Fernando González-Posada; Joel Eymery; Eva Monroy,Abstract We report on the fabrication and photovoltaic characterization of In 0.12 Ga 0.88N/GaN multi-quantum-well (MQW) solar cells grown by metal–organic vapor phase epitaxyon (0001) sapphire substrates. Increasing the number of MQWs in the active region from 5 to30 improves a factor of 10 the peak external quantum efficiency of the device at the price of aslight reduction and increase of the shunt and series resistance; respectively. Solar cellswith 30 MQWs exhibit an external quantum efficiency of 38% at 380 nm; an open circuitvoltage of 2.0 V; a short circuit current density of 0.23 mA/cm 2 and a fill factor of 59% under1 sun of AM1. 5G-equivalent solar illumination. Solar cells with the grid spacing of the top p-contact varying from 100 to 200 µm present the same device performance in terms ofspectral response and conversion efficiency.,Japanese Journal of Applied Physics,2013,17
X-ray reflectivity of ultrathin twist-bonded silicon wafers,J Eymery; F Fournel; F Rieutord; D Buttard; H Moriceau; B Aspar,Ultrathin Si (001) layers (< 15 nm) are hydrophobic bonded to a full 4 in. Si (001) wafer. Theinterface quality and surface roughness; checked by specular x-ray reflectivity; are verygood. This technique; well suited to measure the homogeneity thickness; shows that thesamples have very small thickness fluctuations; and no extended defects. Quantitativeanalysis proves that the interfacial layer resulting from the bonding is very thin (about 8 Å).Its atomic density is significantly different from bulk Si only for large bonding twist angles (>5°).,Applied physics letters,1999,17
Electrical and diffraction characterization of short and narrow MOSFETs on fully depleted strained silicon-on-insulator (sSOI),S Baudot; F Andrieu; O Faynot; J Eymery,Abstract Fully depleted silicon-on-insulator (FDSOI) n and pMOSFETs (Metal–Oxide–Semiconductor-Field-Effect-Transistors) are integrated with a TiN/HfO 2 gate stack on 1.55GPa strained SOI (sSOI) and 2.1 GPa eXtremely strained SOI (XsSOI) substrates. Anelectron mobility enhancement of 135% for a 77 nm gate width is demonstrated as well as asignificant I on–I off improvement for short and narrow nMOS on XsSOI with respect tounstrained SOI. We in-depth analyse this performance boost thanks to the accurateextractions in long and narrow devices of both carrier mobility based on the split-CV methodand strain with grazing incidence X-ray diffraction synchrotron experiments. The effectivemobility as well as the threshold voltage is systematically extracted as a function of the gatewidth and the channel orientation for long and narrow n and pMOSFETs. The …,Solid-State Electronics,2010,16
Ge quantum dots growth on nanopatterned Si (0 0 1) surface: Morphology and stress relaxation study,A Pascale; P Gentile; J Eymery; J Meziere; A Bavard; TU Schülli; F Fournel,Abstract The self-organized growth of germanium quantum dots on square nanopatterned Si(0 0 1) substrates is investigated by scanning tunnelling microscopy (STM) and grazingincidence X-ray diffraction (GIXRD) techniques. A regular surface patterning in the 10–100nm period range is obtained by etching an interface dislocation network obtained by thecontrolled molecular bonding of Si substrates. The depth of the silicon surface profile isincreased by a double etching process. Growth experiments are performed by solid sourcemolecular beam epitaxy (MBE); and for deep trenches; germanium growth conditions areoptimized to obtain one Ge dot per Si mesa. It is shown that the trench depth and the mesaprofile strongly affect the dot size and its coincidence with the initial regular surface network.Anomalous GIXRD measurements are performed to highlight the Ge elastic relaxation …,Surface science,2006,16
Investigation of photovoltaic properties of single core–shell GaN/InGaN wires,A Messanvi; H Zhang; V Neplokh; FH Julien; F Bayle; M Foldyna; C Bougerol; E Gautier; A Babichev; C Durand; J Eymery; M Tchernycheva,We report the investigation of the photovoltaic properties of core–shell GaN/InGaN wires.The radial structure is grown on m-plane {11̅00} facets of self-assembled c̅-axis GaNwires elaborated by metal–organic vapor phase epitaxy (MOVPE) on sapphire substrates.The conversion efficiency of wires with radial shell composed of thick In0. 1Ga0. 9N layersand of 30× In0. 18Ga0. 82N/GaN quantum wells are compared. We also investigate theimpact of the contact nature and layout on the carrier collection and photovoltaicperformances. The contact optimization results in an improved conversion efficiency of0.33% and a fill factor of 83% under 1 sun (AM1. 5G) on single wires with a quantum well-based active region. Photocurrent spectroscopy demonstrates that the response ascribed tothe absorption of InGaN/GaN quantum wells appears at wavelengths shorter than 440 nm.,ACS applied materials & interfaces,2015,15
Experimental and theoretical analysis of transport properties of core–shell wire light emitting diodes probed by electron beam induced current microscopy,P Lavenus; A Messanvi; L Rigutti; A De Luna Bugallo; H Zhang; F Bayle; FH Julien; J Eymery; C Durand; M Tchernycheva,Abstract We report a systematic experimental and theoretical investigation of core–shellInGaN/GaN single wire light-emitting diodes (LEDs) using electron beam induced current(EBIC) microscopy. The wires were grown by catalyst-free MOVPE and processed intosingle wire LEDs using electron beam lithography on dispersed wires. The influence of theacceleration voltage and of the applied bias on the EBIC maps was investigated. We showthat the EBIC maps provide information both on the minority carrier effects (ie on the local p–n junction collection efficiency) and on the majority carrier effects (ie the transport efficiencyfrom the excited region toward the contacts). Because of a finite core and shell resistance anon-negligible current redistribution into the p–n junction takes place during the majoritycarrier transport. A theoretical model for transport in a core–shell wire is developed …,Nanotechnology,2014,15
Nanometric artificial structuring of semiconductor surfaces for crystalline growth,J Eymery; G Biasiol; E Kapon; T Ogino,Abstract The coupling of standard self-organization methods with surface artificialnanostructuring has recently emerged as a promising technique in semiconductor materialsto control simultaneously the size distribution; the density and the position of epitaxialnanostructures. Some physical aspects of the morphology and elastic strain engineering arereviewed in this article. The emphasis is on the effects of capillarity; growth rate anisotropy;strain relaxation and entropy of mixing for alloys. The interplay among these driving forces isfirst illustrated by III–V compound semiconductor growth on lithographically patternedsurfaces; then by germanium growth on implanted substrates and nanopatterned templatesobtained by chemical etching of buried strain dislocation networks. To cite this article: J.Eymery et al.; CR Physique 6 (2005).,Comptes Rendus Physique,2005,15
Molecular beam epitaxial growth of Au (110) layers on MgO (110) substrates,B Gilles; A Marty; J Eymery,Abstract We report the first results on Au (110) layers obtained with MgO (110) substrates bythe molecular beam epitaxy (MBE) technique. A thin Fe (211) seed layer is first deposited onthe substrate. This allows the growth of a high-quality gold buffer layer having a 1× 2reconstructed surface. The half-order streaks measured by reflection high-energy diffraction(RHEED) are shifted; indicating a high density of steps. After annealing at 400 K; the surfacebecomes flat and RHEED oscillations during the growth are obtained at room temperature.,Applied surface science,1993,15
MBE growth of Fe (211)/Au (110) multilayers on MgO (110) substrates,A Marty; B Gilles; J Eymery; A Chamberod; JC Joud,Abstract A 0.9 nm-Fe (211)/3.1 nm-Au (110) superlattice has been grown and measured bySQUID magnetometry. The magnetization has been found in the plane and the easydirection is [011¯] due to tension strain along the [111¯] axis. A weak antiferromagneticcoupling across the Au layers (0.01 erg/cm 2) has been deduced.,Journal of magnetism and magnetic materials,1993,15
The Growth of Ni Overlayers on Au (100) Buffers Deposited on GaAs (100) and MgO (100) Substrates.,B Gilles; J Eymery; A Marty; JC Joud; A Chamberod,Abstract High quality single-crystal Au (100) buffers have been grown on GaAs (100) or MgO(100) substrates via a thin bcc Fe (100) nucleation layer. Using RHEED; LEED and Augerspectroscopy the growth of Ni overlayers at room temperature was observed to follow anepitaxial layer-by-layer mode for 2 monolayers; after which islanding occured. Detailedanalysis of the Auger signal reveals that atomic mixing appears within the first completedlayer. Grazing incidence diffraction has been used to investigate the structure of 5–10 nmfilms. A mixture of (100) and (110) grains have been characterized; the latter orientationshows a large number of stacking faults along the [1 11] direction in agreement with the Au[001] direction.,MRS Online Proceedings Library Archive,1991,15
Inversion Domain Boundaries in GaN Wires Revealed by Coherent Bragg Imaging,Stéphane Labat; Marie-Ingrid Richard; Maxime Dupraz; Marc Gailhanou; Guillaume Beutier; Marc Verdier; Francesca Mastropietro; Thomas W Cornelius; Tobias U Schülli; Joël Eymery; Olivier Thomas,Interfaces between polarity domains in nitride semiconductors; the so-called InversionDomain Boundaries (IDB); have been widely described; both theoretically andexperimentally; as perfect interfaces (without dislocations and vacancies). Although idealplanar IDBs are well documented; the understanding of their configurations and interactionsinside crystals relies on perfect-interface assumptions. Here; we report on the microscopicconfiguration of IDBs inside n-doped gallium nitride wires revealed by coherent X-ray Braggimaging. Complex IDB configurations are evidenced with 6 nm resolution and the absolutepolarity of each domain is unambiguously identified. Picoscale displacements along andacross the wire are directly extracted from several Bragg reflections using phase retrievalalgorithms; revealing rigid relative displacements of the domains and the absence of …,ACS nano,2015,14
Fully depleted strained silicon-on-insulator p-MOSFETs with recessed and embedded silicon–germanium source/drain,Sophie Baudot; Francois Andrieu; Olivier Weber; Pierre Perreau; Jean-François Damlencourt; Sebastien Barnola; Thierry Salvetat; Lucie Tosti; Laurent Brévard; Dominique Lafond; Joel Eymery; Olivier Faynot,Strained p-MOSFETs with recessed and embedded silicon-germanium (eSiGe) source/drain(S/D) are fabricated on either silicon-on-insulator (SOI) or strained SOI (sSOI) substrates of15-nm body thickness. For a gate voltage overdrive of-1 V and a gate length L of 60 nm; p-MOSFETs on SOI (sSOI) with eSiGe exhibit a 37%(18%) saturation drive currentenhancement compared to standard sSOI structures with Si S/D. The low field mobility andseries resistance are extracted in order to understand the performance boost induced by theeSiGe process. The significant I_ON improvement of SOI pMOS with eSiGe S/D compared tosSOI pMOS with Si S/D is attributed to a 65% mobility enhancement and to a 30% series-resistance reduction with respect to sSOI pMOS with Si S/D at L= 60 nm.,IEEE Electron Device Letters,2010,14
Nanometric patterning with ultrathin twist bonded silicon wafers,F Fournel; H Moriceau; N Magnea; J Eymery; D Buttard; JL Rouviere; K Rousseau; B Aspar,Abstract Ultrathin films of silicon bonded on 4-inch (001) silicon wafers have been obtainedby combining a direct hydrophobic silicon bonding technique with a layer transfer. The strainfield produced by the dislocation network localized at the bonded interface is a goodcandidate to induce a long-range order growth of nanostructure. To be able to make thisnew kind of substrate; knowledge of the dislocation strain field extension is essential.Grazing incidence X-ray diffraction allows us to measure its spatial extension through thediffraction peak satellites due to different dislocation networks. The exponential decay ofthese peaks were measured and compared. We found that the decrease of the strain fieldextension is almost two times lower for the screw dislocation network than for the'mixed'dislocations one. The film thickness control is then two times more critical for the …,Thin Solid Films,2000,14
Investigation of the epitaxial growth mechanism of ZnTe on (001) CdTe,S Tatarenko; PH Jouneau; K Saminadayar; J Eymery,The first stages of the growth of highly strained ZnTe on (001) CdTe are investigated byreflection high energy electron diffraction; HRTEM (high resolution transmission electronmicroscopy); x‐ray photoelectron spectroscopy; and x‐ray double diffraction. A precise studyof the factors influencing the critical thickness is presented; with emphasis on the effect of Znpre‐exposure of the CdTe surface on the subsequent ZnTe growth. Below the criticalthickness small lattice distortions attributed to a nontetragonal elastic distortion are detected.An exposure of the (001) CdTe surface to a Zn flux leads to the desorption of the Cd atomspresent on the top of the surface and to the formation of ac (2× 2) reconstructed surface withhalf a monolayer of Zn on the top of the surface. Finally; the morphology of an ultrathinstrained ZnTe layer embedded in a (001) CdTe matrix will be discussed using results …,Journal of applied physics,1995,14
Self-organized and self-catalyst growth of semiconductor and metal wires by vapour phase epitaxy: GaN rods versus Cu whiskers,Joël Eymery; Xiaojun Chen; Christophe Durand; Matthias Kolb; Gunther Richter,Abstract Wires represent a new class of nanostructures that offer unprecedented freedom inmaterials design and new physical properties. Amongst the very different growthmechanisms reported in literature; the vapour-phase growth of self-catalyzed wires has theadvantages of simplicity and rapidity with a low level of contaminants. The elaborations ofsemiconducting and metallic wires are usually considered as very distinct fields and nosignificant analogies have been noticed yet. This paper illustrates significant similarities ofthe mechanisms involved in the GaN and Cu wire growths that highlight firstly the role of thesubstrate surface preparation (with the deposition of an intermediate layer on the substratesurface impacting the nucleation seeds) and secondly the role of the different diffusion pathscontributing to the one-dimensional growth in particular the influence of the surrounding …,Comptes Rendus Physique,2013,13
Optical properties of single non‐polar GaN quantum dots,F Rol; B Gayral; S Founta; B Daudin; J Eymery; J‐M Gérard; H Mariette; Le Si Dang; D Peyrade,Abstract We present a microphotoluminescence study of non polar GaN/AlN quantum dots(QDs) grown along the [11 equation image 0] axis. Despite the high QD density; singleexciton lines could be isolated on the high energy side of the spectral distribution of the QDarray emission. Linewidths down to 0.5 meV are reported; which is one order of magnitudelower than previously reported linewidths for polar GaN/AlN QDs. This difference isattributed to the drastic reduction of the internal field in non-polar quantum dots.Temperature dependent measurements were performed up to 180 K.(© 2006 WILEY-VCHVerlag GmbH & Co. KGaA; Weinheim),physica status solidi (b),2006,13
Toward two-dimensional self-organization of nanostructures using wafer bonding and nanopatterned silicon surfaces,Denis Buttard; Joël Eymery; Frank Fournel; Pascal Gentile; Fabien Leroy; Noël Magnea; Hubert Moriceau; Gilles Renaud; François Rieutord; Karine Rousseau; J-L Rouviere,The structure of ultrathin silicon layers obtained by molecular hydrophobic bonding isinvestigated. The twist and tilt angles between the two crystals are accurately controlled. Theburied Si| Si interface is observed by transmission electron microscopy and by grazingincidence X-ray techniques. For low twist angle values (/spl psi/< 5/spl deg/) plane viewobservations reveal well-defined dislocation networks. Cross-section observations giveevidence that the dislocation networks are localized at the bonding interfacial plane with nothreading dislocation. Grazing incidence small angle X-ray scattering measurements confirmthe good quality of the bonding interface as well as the quality of the dislocation networks.Grazing incidence X-ray diffraction is also used and shows the long-range order of theperiodic strain field in the silicon layer. It shows; especially; the interaction between the …,IEEE journal of quantum electronics,2002,13
Controlled Ge quantum dots positioning with nano‐patterned Si (001) substrates,A Bavard; J Eymery; A Pascale; F Fournel,Abstract A square nanometric patterned substrate (period 20 nm) is obtained by direct twistbonding of two twin Si (001) surfaces; thinning and preferential chemical etching. Molecularbeam epitaxy of Ge is carried out on a sample having heterogeneous trench depths toanalyse islands positioning as a function of the surface morphology. Scanning electronmicroscopy observations show that small single dots per mesa or large dots coveringseveral mesas can be observed. It highlights the influence of the mesa aspect ratio on thecontrol of Ge islands self-organization; and suggests the occurrence of an effectiveactivation barrier depending on the surface profile. The position-dependent energy stored ina dot for a given surface profile is estimated from a very simple model based on the balancebetween capillarity and elastic relaxation terms. By choosing a cycloid-like profile …,physica status solidi (b),2006,12
Growth of Ge on Si (0 0 1) studied in situ by grazing incidence small angle X-ray scattering,F Leroy; J Eymery; D Buttard; G Renaud; R Lazzari,Abstract The growth of Ge/Si (0 0 1) has been followed; in situ; by grazing incidence smallangle X-ray scattering (GISAXS). The Stranski–Krastanov transition was monitored atconstant temperature of 700 K. It is demonstrated that a post-growth annealing at 900 Kmodifies the initial rounded shapes of the dots to a well-defined faceted shape. RecordingGISAXS for grazing angles smaller and larger than the X-ray critical angle of total reflectionshows that the truncation rods of scattering associated with the facets are doubled near thecritical angle. This effect can be explained within the framework of the distorted wave Bornapproximation.,Journal of Crystal Growth,2005,12
Grazing incidence X-ray studies of twist-bonded Si/Si and Si/SiO2 interfaces,D Buttard; J Eymery; F Rieutord; F Fournel; D Lübbert; T Baumbach; H Moriceau,Abstract Twist-bonded Si/Si (0 0 1) and Si/SiO 2 interfaces have been investigated bygrazing incidence X-ray scattering methods. For Si/Si (0 0 1) bonding; conventional X-rayreflectivity reveals the good quality of the interfaces in terms of flatness and roughness. In-plane grazing incidence diffraction measurements around the (2 2 0) reflection showsatellite peaks close to the substrate and the layer diffraction peaks. These sharp satellitesare produced by a periodic displacement resulting from a very regular buried dislocationnetwork. The Si/SiO 2 bonding has been studied with X-ray reflectivity within a transmissiongeometry. The analysis of the data shows the high quality of both bonded Si/SiO 2 andthermal oxide SiO 2/Si interfaces.,Physica B: Condensed Matter,2000,12
Dependence of the photovoltaic performance of pseudomorphic InGaN/GaN multiple-quantum-well solar cells on the active region thickness,Anna Mukhtarova; Sirona Valdueza-Felip; Luca Redaelli; Christophe Durand; Catherine Bougerol; Eva Monroy; Joël Eymery,We investigate the photovoltaic performance of pseudomorphic In0. 1Ga0. 9N/GaN multiple-quantum well (MQW) solar cells as a function of the total active region thickness. Anincrease in the number of wells from 5 to 40 improves the short-circuit current and the open-circuit voltage; resulting in a 10-fold enhancement of the overall conversion efficiency.Further increasing the number of wells leads to carrier collection losses due to anincomplete depletion of the active region. Capacitance-voltage measurements point to ahole diffusion length of 48 nm in the MQW region.,Applied Physics Letters,2016,11
Exploring Single Semiconductor Nanowires with a Multimodal Hard X‐ray Nanoprobe,Gema Martínez‐Criado; Jaime Segura‐Ruiz; Benito Alén; Joël Eymery; Andrei Rogalev; Rémi Tucoulou; Alejandro Homs,Abstract Semiconductor nanowires offer new opportunities for optoelectronic and spintronicnanodevices. However; their full potential is ultimately dictated by our ability to controlmultiple property-function relationships taking place at the nanoscale in the spatial and timedomains. Only a combination of high-resolution analytical techniques can provide acomprehensive understanding of their complex functionalities. Here we describe how amultimodal hard X-ray nanoprobe addresses fundamental questions in nanowire research.Selected topics ranging from cluster formation; dopant segregation; and phase separationsto quantum confinement effects are investigated with sub-100 nm spatial resolution and sub-50 ps temporal resolution. This approach opens new avenues for structural; compositionand optical studies with broad applicability in materials science.,Advanced Materials,2014,11
Metallic nano-particles for trapping light,Yongan Tang; Branislav Vlahovic,We study metallic nano-particles for light trapping by investigating the optical absorptionefficiency of the hydrogenated amorphous silicon thin film with and without metallic nano-particles on its top. The size and shape of these nano-particles are investigated as to theirroles of light trapping: scattering light to the absorption medium and converting light tosurface plasmons. The optical absorption enhancement in the red light region (eg; 650nm)due to the light trapping of the metallic nano-particles is observed when a layer of metallicnano-particle array has certain structures. The investigation of the light with incident anglesshows the importance of the coupling efficiency of light to surface plasmons in the metallicnano-particle light trapping. 73.20. Mf; 42.25. s; 88.40. hj,Nanoscale research letters,2013,10
X-ray measurements of the strain and shape of dielectric/metallic wrap-gated InAs nanowires,J Eymery; V Favre-Nicolin; Linus Fröberg; Lars Samuelson,Wrap-gate (111) InAs nanowires (NWs) were studied after HfO 2 dielectric coating and Crmetallic deposition by a combination of grazing incidence x-ray techniques. In-plane and out-of-plane x-ray diffraction (crystal truncation rod analysis) allow determining the strain tensor.The longitudinal contraction; increasing with HfO 2 and Cr deposition; is significantly largerthan the radial dilatation. For the Cr coating; the contraction along the growth axis is quitelarge (− 0.95%); and the longitudinal/radial deformation ratio is> 10; which may play a roleon the NW transport properties. Small angle x-ray scattering shows a smoothening of theinitial hexagonal bare InAs NW shape and gives the respective core/shell thicknesses;which are compared to flat surface values.,Applied Physics Letters,2009,10
