Visualizing the signatures of social roles in online discussion groups,Howard T Welser; Eric Gleave; Danyel Fisher; Marc Smith,Abstract: Social roles in online discussion forums can be described by patternedcharacteristics of communication between network members which we conceive of as'structural signatures.'This paper uses visualization methods to reveal these structuralsignatures and regression analysis to confirm the relationship between these signatures andtheir associated roles in Usenet newsgroups. Our analysis focuses on distinguishing thesignatures of one role from others; the role of “answer people." Answer people areindividuals whose dominant behavior is to respond to questions posed by other users. Wefound that answer people predominantly contribute one or a few messages to discussionsinitiated by others; are disproportionately tied to relative isolates; have few intense ties andhave few triangles in their local networks. OLS regression shows that these signatures …,Journal of social structure,2007,418
Stat!: An interactive analytics environment for big data,Mike Barnett; Badrish Chandramouli; Robert DeLine; Steven Drucker; Danyel Fisher; Jonathan Goldstein; Patrick Morrison; John Platt,Abstract Exploratory analysis on big data requires us to rethink data management across theentire stack--from the underlying data processing techniques to the user experience. Wedemonstrate Stat!--a visualization and analytics environment that allows users to rapidlyexperiment with exploratory queries over big data. Data scientists can use Stat! to quicklyrefine to the correct query; while getting immediate feedback after processing a fraction ofthe data. Stat! can work with multiple processing engines in the backend; in this demo; weuse Stat! with the Microsoft StreamInsight streaming engine. StreamInsight is used togenerate incremental early results to queries and refine these results as more data isprocessed. Stat! allows data scientists to explore data; dynamically compose multiplequeries to generate streams of partial results; and display partial results in both textual …,Proceedings of the 2013 ACM SIGMOD International Conference on Management of Data,2013,30
Bifocal view: a novel calendar user interface,*,The claimed subject matter provides a system and/or a method that facilitates creating acalendar that enables optimized awareness of at least one event. An interface componentcan receive data related to an event. An enhanced scheduler component can create acalendar that enables a bifocal calendar view to display an event correlated to a first datewith a first time-scale and an event correlated to a second date with a second time-scale.,*,2011,30
POPULARITY BASED GEOGRAPHICAL NAVIGATION,*,Typically; users click or otherwise show interest in a particular geographic region on a mapto indicate their desire to center and/or zoom in on that location. However; it is more likelythat a user has a higher interest in popular points of interest in a region than with a point ofselection on a map. By employing popularity map data; the map navigation can be biasedtowards popular points of interest relative to a user's selection. This allows users to moreeffectively navigate through maps; rather than through trial and error selections based solelyon geography. Some instances utilize weighting of popularity points to determine an offsetdistance from a user's selection. Other instances can employ a most popular point nearest auser's selection as a bias point. Included popularity points for biasing can be determinedbased on a percentage of a visualized map image presented to a user.,*,2006,30
Flexible visualization for services,*,Techniques are described for generating a user interface for visualizing a cloud servicebased on status and performance data of the cloud service obtained from data stores. Aconfiguration file including declarative code may declare particular queries tostatus/performance data sources. The configuration file may also declare particular queriesto topology data sources to obtain topology information. In accordance with the obtainedinformation; objects representing the cloud service may be displayed. The objectscorrespond to particular hardware and software components; or logical grouping thereof;that are identified by the topology information.,*,2012,28
Method; system and program product for representing a perceptual organization of an image,*,Under the present invention; an image is progressively blurred to yield a set of (progressive)scaling levels. Once blurred; the edges of the image are detected so that each imagesegment can be identified on each scaling level. Once the segments are identified; likesegments (ie; segments having a like edge/Gaussian operator) on successive scaling levelsare linked to yield a lattice structure that represents the perceptual organization of the image.,*,2009,28
Visualization of streaming real-time data,*,A system facilitates dynamic data visualizations. The system includes an analysiscomponent that periodically processes one or more incoming data streams to determine avisualization form from a plurality of visualization forms. A visualization componentdynamically generates the visualization form based in part on the processing of theincoming data streams.,*,2015,27
Leveraging the crowd: how 48;000 users helped improve Lync performance,Robert Musson; Jacqueline Richards; Danyel Fisher; Christian Bird; Brian Bussone; Sandipan Ganguly,Performance is a critical component of customer satisfaction with network-basedapplications. Unfortunately; accurately evaluating the performance of collaborative softwarethat operates in extremely heterogeneous environments is difficult with traditionaltechniques such as modeling workloads or testing in controlled environments. To evaluateperformance of an application in the wild during development; the authors deployed earlyversions of the software; collecting performance data from application users for key usagescenarios. The analysis package they used produces visualizations to help developmentteams identify and prioritize performance issues by focusing on performance early in thedevelopment cycle; evaluating progress; identifying defects; and estimating timelines.,IEEE software,2013,27
Incremental; approximate database queries and uncertainty for exploratory visualization,Danyel Fisher,Exploratory data visualization calls for iterative analyses; but very large databases are oftenfar too slow to allow interactive exploration. Incremental; approximate database queriesexchange precision for speed: by sampling from the full database; the system can resolvequeries rapidly. As the sample gets broader; the precision increases at the cost of time. Asthe precision of the sample value can be estimated; we can represent the range of possiblevalues. This range may be visually represented using uncertainty visualization techniques.This paper outlines the current literature in both incremental approximate queries and inuncertainty visualization. The two fields mesh well: incremental techniques can collect datain interactive time; and uncertainty techniques can show bounded error.,Large Data Analysis and Visualization (LDAV); 2011 IEEE Symposium on,2011,27
Reflections on how designers design with data,Alex Bigelow; Steven Drucker; Danyel Fisher; Miriah Meyer,Abstract In recent years many popular data visualizations have emerged that are createdlargely by designers whose main area of expertise is not computer science. Designersgenerate these visualizations using a handful of design tools and environments. To betterinform the development of tools intended for designers working with data; we set out tounderstand designers' challenges and perspectives. We interviewed professional designers;conducted observations of designers working with data in the lab; and observed designersworking with data in team settings in the wild. A set of patterns emerged from theseobservations from which we extract a number of themes that provide a new perspective ondesign considerations for visualization tool creators; as well as on known engineeringproblems.,Proceedings of the 2014 International Working Conference on Advanced Visual Interfaces,2014,26
Computer Mediated Communication Among Teams: What are “Teams” and How are They “Virtual”?,Erin Bradner,Abstract This chapter is concerned with computer-mediated communication among virtualteams. A focus on social factors in small-group interaction is required to adequately answerthe question: what is a “virtual team” and how can it be said to be “virtual?” Understandingthe role of social factors in small-group interaction is important since governments andcorporations around the world are increasing their reliance on information technology as asurrogate for face-to-face interaction among distributed teams. Work in this area isparticularly timely since; as “virtual teaming” has been on the rise; research in small groupshas declined (Gladstein; 1984; Ilgen; 1999). A survey of social science research on smallgroups will conceivably help software designers design “group friendly” electronicenvironments for virtual teams. It is the first step towards knowing; for example; when a 3D …,*,2003,26
Control and visibility for digital calendar sharing,*,A digital calendar sharing control and visibility system and method for providing a user withcontrol and visibility of digital calendar sharing. The system and method enhance andimprove the sharing capabilities of current digital calendar applications. The system andmethod include a time-based (or expiration) sharing feature that gives a user control overthe expiration date of the calendar sharing. The user can expire the sharing after a certainduration or date. The user also can specify a date range or a time range that a person canview in the user's digital calendar. A sharing audits and history feature allows a user to viewwho has looked at their calendar and what calendar information has been viewed. A privatenotes section allows a user to enter information that will not be seen by another person;even if that person has sharing permission to view the user's calendar.,*,2012,25
A model of multi-scale perceptual organization in information graphics,Martin Wattenberg; Danyel Fisher,We propose a new method for assessing the perceptual organization of informationgraphics; based on the premise that the visual structure of an image should match thestructure of the data it is intended to convey. The core of our method is a new formal modelof one type of perceptual structure; based on classical machine vision techniques foranalyzing an image at multiple resolutions. The model takes as input an arbitrary grayscaleimage and returns a lattice structure describing the visual organization of the image. Weshow how this model captures several aspects of traditional design aesthetics; and wedescribe a software tool that implements the model to help designers analyze and refinevisual displays. Our emphasis here is on demonstrating the model's potential as a designaid rather than as a description of human perception; but given its initial promise we …,Information Visualization; 2003. INFOVIS 2003. IEEE Symposium on,2003,25
Studies of Automated Collection of Email Records,Danyel Fisher; Paul Dourish,Abstract: There are few quantitative techniques for directly measuring email use patterns.This paper describes an automated tool that; with a user's permission; reads their maildatabase to create a one-time snapshot and gathers relevant structural and behavioralinformation. We successfully collected important statistics about message threading; folders;and mail volume. Our techniques are relevant to the further development of mail systems;and to future studies of email behavior.,*,2002,25
Providing context for web articles,*,An overwhelming number of articles are available everyday via the internet. Unfortunately; itis impossible to peruse more than a handful; and it is difficult to ascertain an article's socialcontext. The techniques disclosed herein address this problem by harnessing implicit andexplicit contextual information from social media. By extracting text surrounding a hyperlinkto an article in a post and assessing the article as a function of content surrounding thehyperlink; an article's social context is determined and presented. Additionally; articles thatare sufficiently similar in content may be grouped to establish a many-to-one relationshipbetween posts and an article; creating a more accurate assessment.,*,2014,24
Exploratory visualization involving incremental; approximate database queries and uncertainty,Danyel Fisher; Steven M Drucker; A Christian König,Large datasets can mean slow queries; for which users must wait. Incremental visualizationsystems can give faster results at a cost of accuracy. This article asked analysts to use oneand report on their results. Their feedback provides suggestions for alternative visualizationsto represent a query still in progress.,IEEE computer graphics and applications,2012,24
Selected human factors issues in information visualization,George Robertson; Mary Czerwinski; Danyel Fisher; Bongshin Lee,Information visualization is the art and science of representing abstract information in avisual form that enables human users to gain insight through their perceptual and cognitivecapabilities. In this chapter; we examine some key human factors aspects of informationvisualizations. We begin with an overview of major information visualization principles andtechniques; with background on human factors issues that drove the development of thoseprinciples and techniques. Next; we look at how human capabilities are best used byvisualization; focusing on the use of animation in visualizations. Then we look at theemerging area of large display visualization; examining how visualization changes when auser cannot easily see the entire visualization in detail. We then discuss evaluation ofinformation visualizations; discussing aspects of utility and usability. We conclude by …,Reviews of human factors and ergonomics,2009,22
Visualization tool for system tracing infrastructure events,*,A system and method for identifying a root cause of a wait in a computer system areprovided. Given the identity of a thread of interest and time window; a longest wait period forthe thread of interest within the time window is identified. The longest wait period is used asa starting node to generate a ready tree by walking backwards through the data in a systemtrace to construct a tree of readying events that ready threads for running on a processor. Apotentially anomalous chain of events is automatically identified and highlighted in the readytree. A visualization of the ready tree is presented to a user so that the user can explore theevents in the tree and annotate the automatically generated tree to aid in problem diagnosis.,*,2013,21
Particle based visualizations of abstract information,*,Multivariate data that includes data records may be obtained; each of the data recordsrepresented as data values of data attribute variables. A cardinality of the data records issubstantially large. A display layout template representing a collectivized visualization ofdataset points is obtained; the collectivized visualization logically associated with a set of thedata attribute variables; from a perspective of a user viewer. An individualized particulatedisplay representation for each of the data records is determined; based on a portion of thedata values associated with each respective data record. The individualized particulatedisplay representation includes a discrete; individually selectable particulate shape and adisplay location relative to geometric bounds logically associated with the template. Displayof the individualized particulate display representations is initiated in accordance with the …,*,2015,20
Tiled packaging of vector image data,*,Architecture for encoding (or packaging) vector-object data using fixed boundary tiles. Tilinga large vector database provides the same advantages that tiling provides for a large rasterimage. Tiling the dataset means that the set of all possible browser requests is finite andpredetermined. The tiles can be rasterized on a client once the tiles have been receivedfrom a server. Alternatively; the server can do the tiling and rasterizing; and then send theraster data to the client for presentation and user interaction. Tiles can be precomputed onthe server; with selected tiles then transmitted to the client for rasterization. Moreover; tilescan be cached for improved performance; and prefetched based on user interactivity on theclient. Summarization of the vector-object data can be accomplished at the server using aconfigurable plug-in interface.,*,2011,20
(s| qu) eries: Visual regular expressions for querying and exploring event sequences,Emanuel Zgraggen; Steven M Drucker; Danyel Fisher; Robert DeLine,Abstract Figure 1. Two queries on a fictional shopping website web log. Left: Query toexplore checkout behaviors of users depending on direct referral versus users that werereferred from a specific website. Right: Query to view geographical location of customers thatused the search feature. Many different domains collect event sequence data and rely onfinding and analyzing patterns within it to gain meaning-ful insights. Current systems thatsupport such queries either provide limited expressiveness; hinder exploratory workflows orpresent interaction and visualization models which do not scale well to large and multi-faceted data sets. In this pa-per we present (s| qu) eries (pronounced “Squeries”); a visualquery interface for creating queries on sequences (series) of data; based on regularexpressions.(s| qu) eries is a touch-based system that exposes the full expressive power …,*,2015,19
Asynchronous video threads,*,Described are systems and user interfaces for facilitating asynchronous communication withvideo threads. Implementations may enable members of a team to have threaded view ofvideo messages; from which they can capture video; record their screen; and send; receive;and reply to a video message. The screen recording feature enables team members toshare parts of their screen while simultaneously narrating; if desired. Video messages arethreaded by topic and each conversation is visually represented.,*,2014,19
Assisting Users with Clustering Tasks by Combining Metric Learning and Classification.,Sumit Basu; Danyel Fisher; Steven M Drucker; Hao Lu,Abstract Interactive clustering refers to situations in which a human labeler is willing to assista learning algorithm in automatically clustering items. We present a related but somewhatdifferent task; assisted clustering; in which a user creates explicit groups of items from alarge set and wants suggestions on what items to add to each group. While the traditionalapproach to interactive clustering has been to use metric learning to induce a distancemetric; our situation seems equally amenable to classification. Using clusterings ofdocuments from human subjects; we found that one or the other method proved to besuperior for a given cluster; but not uniformly so. We thus developed a hybrid mechanism forcombining the metric learner and the classifier. We present results from a large number oftrials based on human clusterings; in which we show that our combination scheme …,AAAI,2010,19
Drawing familiar graphs while system determines suitable form,*,A graphical user interface system is provided. The system includes a graphical componentto enable sketching of a diagram and a logical component to associate one or more datasources with the diagram. A visualization component adjusts the diagram in accordance withthe one or more data sources.,*,2009,19
Using social sorting to enhance email management,Danyel Fisher; Bernie Hogan; AJ Brush; Marc Smith; Andy Jacobs,ABSTRACT We evaluate the use and potential benefits of social sorting as a technique formanaging email. We present SNARF; the Social Network and Relationship Finder; a toolwhich filters and sorts email based on the type of message and the user's past history withan email correspondent; a process we refer to as social sorting. This tool also combinesseveral contemporary techniques for email selection and review; including threadmanagement and multiple simultaneous views. We report on the results of a 4 week fieldstudy (N= 574); and describe the user behavior that emerged around the tool. Additionally;we present a scale of email overflow to assess users' experience with email generally. Whileour application did not significantly reduce experience of email overflow; we concludeleveraging past email behavior can be of value to email users for both time-critical triage …,Human-Computer Interaction Consortium,2006,18
Sample-oriented task-driven visualizations: allowing users to make better; more confident decisions,Nivan Ferreira; Danyel Fisher; Arnd Christian Konig,Abstract We often use datasets that reflect samples; but many visualization tools treat dataas full populations. Uncertain visualizations are good at representing data distributionsemerging from samples; but are more limited in allowing users to carry out decision tasks.This is because tasks that are simple on a traditional chart (eg" compare two bars") becomea complex probabilistic task on a chart with uncertainty. We present guidelines for creatingvisual annotations for solving tasks with uncertainty; and an implementation that addressesfive core tasks on a bar chart. A preliminary user study shows promising results: that usershave a justified confidence in their answers with our system.,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,2014,17
Visualizations everywhere: A multiplatform infrastructure for linked visualizations,Danyel Fisher; Steven Drucker; Roland Fernandez; Scott Ruble,In order to use new visualizations; most toolkits require application developers to rebuildtheir applications and distribute new versions to users. The WebCharts Framework take adifferent approach by hosting Javascript from within an application and providing a standarddata and events interchange.. In this way; applications can be extended dynamically; with awide variety of visualizations. We discuss the benefits of this architectural approach; contrastit to existing techniques; and give a variety of examples and extensions of the basic system.,IEEE Transactions on Visualization and Computer Graphics,2010,17
How we watch the city: Popularity and online maps,Danyel Fisher,ABSTRACT One way of conceptualizing physical spaces is to look at where people notice;remember; or note them. Computerassisted methods give us new tools based on implicit;rather than explicit; data about how users have examined and travelled online throughcities.“Hotmap” is a tool that visualizes how people have used maps. live. com; an interactivemapping service; looking at what parts of the maps they find most compelling.,Workshop on Imaging the City; ACM CHI 2007 Conference,2007,17
TimeSlice: Interactive faceted browsing of timeline data,Jian Zhao; Steven M Drucker; Danyel Fisher; Donald Brinkman,Abstract Temporal events with multiple sets of metadata attributes; ie; facets; are ubiquitousacross different domains. The capabilities of efficiently viewing and comparing events datafrom various perspectives are critical for revealing relationships; making hypotheses; anddiscovering patterns. In this paper; we present TimeSlice; an interactive faceted visualizationof temporal events; which allows users to easily compare and explore timelines with differentattributes on a set of facets. By directly manipulating the filtering tree; a dynamic visualrepresentation of queries and filters in the facet space; users can simultaneously browse thefocused timelines and their contexts at different levels of detail; which supports efficientnavigation of multi-dimensional events data. Also presented is an initial evaluation ofTimeSlice with two datasets-famous deceased people and US daily flight delays.,Proceedings of the International Working Conference on Advanced Visual Interfaces,2012,16
Using social metadata in email triage: Lessons from the field,Danyel Fisher; AJ Brush; Bernie Hogan; Marc Smith; Andy Jacobs,Abstract Email archives are full of social information; including how messages areaddressed and frequency of contact between senders and receivers. To study the use of thisrich metadata for email management; particularly email triage; we deployed SNARF; aprototype tool which uses social metadata to organize received email by correspondent; sortreceived email by past interactions; and filter email into multiple views. We discuss thelessons from a seven month deployment; including the value of organizing by personallyaddressed mail; the unexpected value of SNARF for email awareness; challenges withhandling workflow; and ways to use social metadata in applications.,Symposium on Human Interface and the Management of Information,2007,16
Beyond the Desktop Metaphor,H Ross Baker; Jacob E Bardman; Patrick Baudisch; Richard Boardman; Mary Czerwinski; Nicolas B Duarte; Danyel Fisher; Eric Freeman; David Gelernter; Aydin Haririnia,Google; Inc. (search). SIGN IN SIGN UP. Beyond the Desktop Metaphor. Authors:H. Ross Baker; Jacob E. Bardman; Patrick Baudisch;,*,2007,16
A scale for measuring email overload,Bernie Hogan; Danyel Fisher,ABSTRACT We present an eight-point scale of email overload to assess users' feelings ofemail overload. Based on previous research [4]; we designed a survey to examine emailoverload. 292 subjects filled out the survey as part of a software deployment. Eight of ourquestions worked together well as a scale; which can be used to evaluate the effectivenessof future email systems; as well as to explore current behavior. We show that the scale linkswell to user behavior.,Microsoft Research,2006,16
Analyzing perceptual organization in information graphics,Martin Wattenberg; Danyel Fisher,We propose a new method for assessing the perceptual organization of informationgraphics; based on the premise that the visual structure of an image should match thestructure of the data it is intended to convey. The core of our method is a new formal modelof one type of perceptual structure; based on classical machine vision techniques foranalyzing an image at multiple resolutions. The model takes as input an arbitrary grayscaleimage and returns a lattice structure describing the visual organization of the image. Weshow how this model captures several aspects of traditional design aesthetics; and wedescribe a software tool that implements the model to help designers analyze and refinevisual displays. Our emphasis here is on demonstrating the model's potential as a designaid rather than as a description of human perception; but given its initial promise we …,Information Visualization,2004,16
Using visualization to support network and application management in a data center,Danyel Fisher; David A Maltz; Albert Greenberg; Xiaoyu Wang; Heather Warncke; George Robertson; Mary Czerwinski,We argue that there is a continuum between completely manual and completely automatedmanagement of networks and distributed applications. The ability to visualize the status ofthe network and applications inside a data center allows human users to rapidly asses thehealth of the system-quickly identifying problems that span across components and solvingproblems that challenge fully autonomic and machine-learning based managementsystems. We present a case study that highlights the requirements on visualization systemsdesigned for the management of networks and applications inside large data centers. Weexplain the design of the Visual-I system that meets these requirements and the experienceof an operations team using Visual-I.,Internet Network Management Workshop; 2008. INM 2008. IEEE,2008,15
Do I live in a flood basin?: synthesizing ten thousand maps,Miguel Elias; Jeremy Elson; Danyel Fisher; Jon Howell,Abstract The recent introduction of simple; web-based geographic visualization interfaceshas unleashed a tidal wave of new geographic content now available on the Internet. Therehas been enormous attention on the development of data interchange standards andprogramming interfaces that make all this content interoperable; but far less thought abouthow the user experience should change when users have their choice of 10;000 maps. Toinform the design of online mapping systems; we investigate the case of queries that requirecorrelation of multiple maps---that is; discovery and synthesis of several map layers. Webased our study on interviews with expert users of maps: archivists and librarians. Thispaper describes our user-task taxonomy distilled from these interviews; and presentsMapSynthesizer; a prototype system that allows users to efficiently query; discover; and …,Proceedings of the SIGCHI conference on human factors in computing systems,2008,14
Canvas approach for analytics,*,The claimed subject matter relates to an architecture that can construct a map forsummarizing analyses with respect to data included in a database. In addition; thearchitecture can display the map in a special canvas area. Generally; the map is a hub-and-spoke-style map in which a hub is associated with an entity (eg; a related set of records)included in a database. Likewise; the spokes are typically representative of operations (eg;filter; join; transform) that act upon the hub/entity from which it extends. The map can aid withopen-ended analysis on complex databases by recording and ordering competinghypotheses and can also further collaborative efforts with respect to analysis.,*,2012,13
Animation to visualize changes and interrelationships,*,Modifications to a collection of data are maintained in chronological order and selectivelyrendered as a function of time. The selective rendering can include an animated version ofthe modification; which can include a timeline of events. The modifications can beassociated with related data that includes information as to who made the modification;when the modification was made; and so forth. The related data can also include amotivation behind the modification. Further; confidence information can be related to themodification to add further detail to the modifications and events surrounding the collectionof data.,*,2009,11
Representation and display of geographical popularity data,*,The popularity of geographical points; locations or regions is represented and displayed bysoftware in a computing system. Geographical popularity data may be stored according to ahierarchical naming convention that maps to geographical detail levels; and thegeographical popularity data may be updated; eg; continually or periodically; to maintainreal-time; dynamic popularity measurements. The geographical popularity data can berepresented according to different hierarchical levels of geographical detail. Onevisualization technique includes displaying the geographical popularity data as achloropleth enabling a user to observe variation of the popularity of geographical sub-regions within a greater geographical context.,*,2008,11
Smarter blogroll: An exploration of social topic extraction for manageable blogrolls,Eric Baumer; Danyel Fisher,The already huge number of blogs in existence is increasing rapidly; and many users arestruggling to find a way to keep up with the expansion. A number of existing tools aim tocapture the general topics of all currently popular topics among the entire blogosphere;while others allow individuals to read a fixed list of blogs. However; few personalized toolsexist to help the individual get an overview of the specific blogs he or she reads. This paperpresents the concept of social topic extraction via the Smarter Blogroll; which displayscurrent topics for a selection of blogs. While there was little difference in users' ability toidentify topics using the smarter blogroll; the results of our user study point to designrecommendations for improving the use of metadata within blogroll entries; therebyfacilitating blog reading. The paper concludes with implications for the design of tools to …,Hawaii International Conference on System Sciences; Proceedings of the 41st Annual,2008,11
The bones of the system: a case study of logging and telemetry at microsoft,Titus Barik; Robert DeLine; Steven Drucker; Danyel Fisher,Abstract Large software organizations are transitioning to event data platforms as theyculturally shift to better support data-driven decision making. This paper offers a case studyat Microsoft during such a transition. Through qualitative interviews of 28 participants; and aquantitative survey of 1;823 respondents; we catalog a diverse set of activities that leverageevent data sources; identify challenges in conducting these activities; and describe tensionsthat emerge in data-driven cultures as event data flow through these activities within theorganization. We find that the use of event data span every job role in our interviews andsurvey; that different perspectives on event data create tensions between roles or teams;and that professionals report social and technical challenges across activities.,Proceedings of the 38th International Conference on Software Engineering Companion,2016,9
Tempe: an interactive data science environment for exploration of temporal and streaming data,Danyel Fisher; Badrish Chandramouli; Robert DeLine; Jonathan Goldstein; Andrei Aron; Mike Barnett; John C Platt; James F Terwilliger; John Wernsing,ABSTRACT Over the last two decades; data scientists performed increasingly sophisticatedanalyses on larger data sets; yet their tools and workflows remain low-level. A typicalanalysis involves different tools for different stages of the work; requiring file transfers andconsiderable care to keep everything organized. Temporal data adds additional complexity:users typically must write queries offline before porting them to production systems. Toaddress these problems; this paper introduces Tempe; a web application providing anintegrated; collaborative environment for both real-time and offline temporal data analysis.Tempe's central concept is a persistent research notebook retaining data sources; analysissteps and results. Analysis steps are carried out in script editor that uses a live programmingapproach to display interactive; progressively updated visualizations. Tempe uses a …,Tech. Rep. MSR-TR-2014–148,2014,9
Staged Animated Transitions for Aggregation Charts,*,A chart animation module is described herein that animates a transformation of a first chartinto a second chart. The transformation; for instance; can correspond to a grouping-typetransformation; a filtering-type transformation; or a transposing-type transformation. In oneimplementation; the chart animation module performs the transformation in such a mannerso as to create a visual perception that there is a conservation of area and preservation ofidentify of constituent elements that are moved from the first chart to the second chart. Thechart animation module can move the constituent elements in the form of blocks or particles.,*,2012,9
Social networks for end users,Danyel Fisher,Social network analysis is a tool for understanding the shapes and contexts of groupinteractions. By mapping the relationships between groups of people—a map in whichnodes are individuals and ties are the collected or measured relationships between them—analysts can develop both qualitative and quantitative descriptions of the group'srelationships (Wasserman and Faust 1994; Grannovetter 1973). Network analysis has beenapplied to a wide variety of organizations; as well as to other forms of social relations; andhas found use in sociology; organizational behavior (as in Ahuja and Carley; 1998); andepidemiology (as in Morris and Kretzschmar; 1997); to name only a few. Recently; networkanalysis has also become better-known in more far-flung fields and the popular press;examples have been seen in physics (where it is a tool within complexity theory) and …,Irvine; CA,2003,9
Iterating between tools to create and edit visualizations,Alex Bigelow; Steven Drucker; Danyel Fisher; Miriah Meyer,A common workflow for visualization designers begins with a generative tool; like D3 orProcessing; to create the initial visualization; and proceeds to a drawing tool; like AdobeIllustrator or Inkscape; for editing and cleaning. Unfortunately; this is typically a one-wayprocess: once a visualization is exported from the generative tool into a drawing tool; it isdifficult to make further; data-driven changes. In this paper; we propose a bridge model toallow designers to bring their work back from the drawing tool to re-edit in the generativetool. Our key insight is to recast this iteration challenge as a merge problem-similar to whentwo people are editing a document and changes between them need to reconciled. We alsopresent a specific instantiation of this model; a tool called Hanpuku; which bridges betweenD3 scripts and Illustrator. We show several examples of visualizations that are iteratively …,IEEE transactions on visualization and computer graphics,2017,8
Business Intelligence Analytics [Guest editors' introduction],Danyel Fisher; Steven Drucker; Mary Czerwinski,This special issue turns the spotlight on business intelligence (BI) as an area of inquiry andexplores beyond the current standard practices. The articles in the issue describe theprocesses that practitioners currently follow in this area and how new BI techniques andcapabilities will help users understand and act on widely disparate types of data. Thearticles also report on how organizations make decisions around datasets; what purposesvisualizations are used for; and what different representations people use to show andexplore data.,IEEE computer graphics and applications,2014,8
Terms of service; ethics; and bias: Tapping the social web for cscw research,Danyel Fisher; David W Mcdonald; Andrew L Brooks; Elizabeth F Churchill,ABSTRACT Social; collaborative web applications such as Facebook; YouTube; Flickr areinvaluable sources of network; social; and behavioral data. They are also increasingly usedto recruit participants for experimental; survey; interview and ethnographic studies. Two setsof issues arise for conducting relevant; valuable; ethical and meaningful research. First;issues derive from restrictions imposed by companies' legal Terms and Conditions-specifically; sites and services are laden with conditions of access that may constrainresearchers from being able to collect the data they need to address research questions.Second; questions arise around research validity and research ethics-where access ispossible; sampling can be skewed owing the specifics of the implementation and/oremergence of the site's social graph; but also from the inadvertent violation of researcher …,Computer Supported Cooperative Work (CSCW); Panel discussion,2010,8
Viewing personal data over time,Sonja Knoll; Aaron Hoff; Danyel Fisher; Susan Dumais,Abstract Desktop search applications are changing the way we interact with personalinformation: we have a choice of whether to view files within their traditional siloedhierarchies; or brought together in search results. In this position paper; we discuss theadvantages of temporal ordering of desktop search results; and present an interface thataggregates search results over time. Author Keywords Desktop search; personal informationmanagement,*,2009,8
Space Planning for Online Community.,Danyel Fisher; Tammara Combs Turner; Marc A Smith,*,ICWSM,2008,8
Big data exploration requires collaboration between visualization and data infrastructures,Danyel Fisher,Abstract As datasets grow to tera-and petabyte sizes; exploratory data visualizationbecomes very difficult: a screen is limited to a few million pixels; and main memory to a fewtens of millions of data points. Yet these very large scale analyses are of tremendous interestto industry and academia. This paper discusses some of the major challenges involved indata analytics at scale; including issues of computation; communication; and rendering. Itidentifies techniques for handling large scale data; grouped into" look at less of it;" and" lookat it faster." Using these techniques involves a number of difficult design tradeoffs for boththe ways that data can be represented; and the ways that users can interact with thevisualizations.,Proceedings of the Workshop on Human-In-the-Loop Data Analytics,2016,7
The trill incremental analytics engine,Badrish Chandramouli; Jonathan Goldstein; Mike Barnett; Robert DeLine; Danyel Fisher; John C Platt; James F Terwilliger; John Wernsing,ABSTRACT This technical report introduces Trill–a new query processor for analytics. Trillfulfills a combination of three requirements for a query processor to serve the diverse bigdata analytics space:(1) Query Model: Trill is based on a tempo-relational model thatenables it to handle streaming and relational queries with early results; across the latencyspectrum from real-time to offline;(2) Fabric and Language Integration: Trill is architected asa highlevel language library that supports rich data-types and user libraries; and integrateswell with existing distribution fabrics and applications; and (3) Performance: Trill'sthroughput is high across the latency spectrum. For streaming data; Trill's throughput is 2-4orders of magnitude higher than today's comparable streaming engines. For offlinerelational queries; Trill's throughput is comparable to a major modern commercial …,*,2014,7
Static visualization of multiple-dimension data trends,*,A data trends static visualization system and method including a data trends staticvisualization diagram for statically visualizing changes in data. The data trends staticvisualization diagram is a multi-dimensional static diagram including plots of multiple dataitems; where each data item is a set of related data having associated nodes and links. Eachnode represents a data point of the data item and links are used to connect at least some ofthe nodes. The data trends static visualization diagram uses a variety of visualizationcomponents to accentuate data changes and indicate a direction (or flow) of data trends.The visualization components include a node opacity visualization component; a link opacityvisualization component; and a node size visualization component. The data trends staticvisualization diagram includes a traces diagram; for plotting trace lines in one diagram …,*,2013,7
Collaborative search tools,*,Described herein are technologies pertaining to search in general; and collaborativesearching in particular. Graphical items are generated that are representative of searches.The graphical items include graphical indicia that indicate which search results wereincluded in other; related searches.,*,2010,7
Opinion diversity in online political discussion networks,John Kelly; M Smith; Danyel Fisher,*,Online Deliberation,2005,7
Trust; but verify: Optimistic visualizations of approximate queries for exploring big data,Dominik Moritz; Danyel Fisher; Bolin Ding; Chi Wang,Abstract Analysts need interactive speed for exploratory analysis; but big data systems areoften slow. With sampling; data systems can produce approximate answers fast enough forexploratory visualization; at the cost of accuracy and trust. We propose optimisticvisualization; which approaches these issues from a user experience perspective. Thismethod lets analysts explore approximate results interactively; and provides a way to detectand recover from errors later. Pangloss implements these ideas. We discuss design issuesraised by optimistic visualization systems. We test this concept with five expert visualizers ina laboratory study and three case studies at Microsoft. Analysts reported that they felt moreconfident in their results; and used optimistic visualization to check that their preliminaryresults were correct.,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems,2017,6
