Database architecture optimized for the new bottleneck: Memory access,Peter A Boncz; Stefan Manegold; Martin L Kersten,Abstract In the past decade; advances in speed of commodity CPUs have far out-pacedadvances in memory latency. Main-memory access is therefore increasingly a performancebottleneck for many computer applications; including database systems. In this article; weuse a simple scan test to show the severe impact of this bottleneck. The insights gained aretranslated into guidelines for database architecture; in terms of both data structures andalgorithms. We discuss how vertically fragmented data structures optimize cacheperformance on sequential data access. We then focus on equi-join; typically a random-access operation; and introduce radix algorithms for partitioned hash-join. The performanceof these algorithms is quantified using a detailed analytical model that incorporates memoryaccess cost. Experiments that validate this model were performed on the Monet database …,VLDB,1999,411
Repeatability & workability evaluation of SIGMOD 2009,Stefan Manegold; Ioana Manolescu; Loredana Afanasiev; Jianlin Feng; Gang Gou; Marios Hadjieleftheriou; Stavros Harizopoulos; Panos Kalnis; Konstantinos Karanasos; Dominique Laurent; Mihai Lupu; Nicola Onose; Christopher Ré; Virginie Sans; Pierre Senellart; Tianyi Wu; Dennis Shasha,Abstract SIGMOD 2008 was the first database conference that offered to test submitters'programs against their data to verify the repeatability of the experiments published [1]. Giventhe positive feedback concerning the SIGMOD 2008 repeatability initiative; SIGMOD 2009modified and expanded the initiative with a workability assessment.,ACM SIGMOD Record,2010,16
Enhanced stream processing in a DBMS kernel,Erietta Liarou; Stratos Idreos; Stefan Manegold; Martin Kersten,Abstract Continuous query processing has emerged as a promising query processingparadigm with numerous applications. A recent development is the need to handle bothstreaming queries and typical one-time queries in the same application. For example; datawarehousing can greatly benefit from the integration of stream semantics; ie; online analysisof incoming data and combination with existing data. This is especially useful to provide lowlatency in data-intensive analysis in big data warehouses that are augmented with new dataon a daily basis. However; state-of-the-art database technology cannot handle streamsefficiently due to their" continuous" nature. At the same time; state-of-the-art streamtechnology is purely focused on stream applications. The research efforts are mostly gearedtowards the creation of specialized stream management systems built with a different …,Proceedings of the 16th International Conference on Extending Database Technology,2013,15
Load balanced query evaluation in shared-everything environments,Stefan Manegold; Johann K Obermaier; Florian Waas,Abstract In this paper; we present data threaded execution; a new strategy to exploit both;pipelining and intra-operator parallelism in shared-everything environments. Data threadedexecution is intuitive; straightforward to implement; but resistant against workload estimationerrors and resistant against the discretization error of processor scheduling; thatconventional strategies suffer from. Furthermore; data threaded execution minimizes startupand shutdown execution delays. Simulation results show that data threaded executionoutperforms conventional strategies significantly due to the better utilization of parallelprocessing resources.,European Conference on Parallel Processing,1997,15
GeoTriples: a Tool for Publishing Geospatial Data as RDF Graphs Using R2RML Mappings.,Kostis Kyzirakos; Ioannis Vlachopoulos; Dimitrianos Savva; Stefan Manegold; Manolis Koubarakis,Abstract. A plethora of Earth Observation data that is becoming available at no charge inEurope and the US recently reflects the strong push for more open Earth Observation data.Linked data is a paradigm which studies how one can make data available on the Web; andinterconnect it with other data with the aim of making the value of the resulting “Web of data”greater than the sum of its parts. Open Earth Observation data that are currently madeavailable by space agencies such as ESA and NASA are not following the linked dataparadigm. Therefore; Earth Observation data and other kinds of geospatial data that arenecessary for a user to satisfy her information needs can only be found in different data silos;where each silo may contain only part of the needed data. Publishing the content of thesesilos as RDF graphs; enables the development of data analytics applications with great …,International Semantic Web Conference (Posters & Demos),2014,14
X-device query processing by bitwise distribution,Holger Pirk; Thibault Sellam; Stefan Manegold; Martin Kersten,Abstract The diversity of hardware components within a single system calls for strategies forefficient cross-device data processing. For example; existing approaches to CPU/GPU co-processing distribute individual relational operators to the" most appropriate" device. Whilepleasantly simple; this strategy has a number of problems: it may leave the" inappropriate"devices idle while overloading the" appropriate" device and putting a high pressure on thePCI bus. To address these issues we distribute data among the devices by partiallydecomposing relations at the granularity of individual bits. Each of the resulting bit-partitionsis stored and processed on one of the available devices. Using this strategy; weimplemented a processor for spatial range queries that makes efficient use of all availabledevices. The performance gains achieved indicate that bitwise distribution makes a good …,Proceedings of the Eighth International Workshop on Data Management on New Hardware,2012,13
Genome sequence analysis with MonetDB,Robin Cijvat; Stefan Manegold; Martin Kersten; Gunnar W Klau; Alexander Schönhuth; Tobias Marschall; Ying Zhang,Abstract Next-generation sequencing (NGS) technology has led the life sciences into the bigdata era. Today; sequencing genomes takes little time and cost; but yields terabytes of datato be stored and analyzed. Biologists are often exposed to excessively time consuming anderror-prone data management and analysis hurdles. In this paper; we propose a databasemanagement system (DBMS) based approach to accelerate and substantially simplifygenome sequence analysis. We have extended MonetDB; an open-source column-basedDBMS; with a BAM module; which enables easy; flexible; and rapid management andanalysis of sequence alignment data stored as Sequence Alignment/Map (SAM/BAM) files.We describe the main features of MonetDB/BAM using a case study on Ebola virusgenomes.,Datenbank-Spektrum,2015,11
Instant-On Scientific Data Warehouses,Yağız Kargın; Holger Pirk; Milena Ivanova; Stefan Manegold; Martin Kersten,Abstract In the dawn of the data intensive research era; scientific discovery deploys dataanalysis techniques similar to those that drive business intelligence. Similar to classicalExtract; Transform and Load (ETL) processes; data is loaded entirely from external datasources (repositories) into a scientific data warehouse before it can be analyzed. Thisprocess is both; time and resource intensive and may not be entirely necessary if only asubset of the data is of interest to a particular user. To overcome this problem; we propose anovel technique to lower the costs for data loading: Lazy ETL. Data is extracted and loadedtransparently on-the-fly only for the required data items. Extensive experiments demonstratethe significant reduction of the time from source data availability to query answer comparedto state-of-the-art solutions. In addition to reducing the costs for bootstrapping a scientific …,International Workshop on Business Intelligence for the Real-Time Enterprise,2012,11
MonetDB/XQuery—consistent and efficient updates on the pre/Post plane,Peter Boncz; Jan Flokstra; Torsten Grust; Maurice van Keulen; Stefan Manegold; Sjoerd Mullender; Jan Rittinger; Jens Teubner,Abstract Relational XQuery processors aim at leveraging mature relational DBMS queryprocessing technology to provide scalability and efficiency. To achieve this goal; variousstorage schemes have been proposed to encode the tree structure of XML documents in flatrelational tables. Basically; two classes can be identified:(1) encodings using fixed-lengthsurrogates; like the preorder ranks in the pre/post encoding [5] or the equivalentpre/size/level encoding [8]; and (2) encodings using variable-length surrogates; like; eg;ORDPATH [9] or P-PBiTree [12]. Recent research [1] showed a clear advantage of theformer for efficient evaluation of XPath location steps; exploiting techniques like cheap nodeorder tests; positional lookup; and node skipping in staircase join [7]. However; onceupdates are involved; variable-length surrogates are often considered the better choice …,International Conference on Extending Database Technology,2006,10
Cache-memory and TLB calibration tool,Stefan Manegold; Peter Boncz,*,*,2001,10
Adaptive indexing in modern database kernels,Stratos Idreos; Stefan Manegold; Goetz Graefe,Abstract Physical design represents one of the hardest problems for database managementsystems. Without proper tuning; systems cannot achieve good performance. Offline indexingcreates indexes a priori assuming good workload knowledge and idle time. More recently;online indexing monitors the workload trends and creates or drops indexes online. Adaptiveindexing takes another step towards completely automating the tuning process of adatabase system; by enabling incremental and partial online indexing. The main idea is thatphysical design changes continuously; adaptively; partially; incrementally and on demandwhile processing queries as part of the execution operators. As such it brings a plethora ofopportunities for rethinking and improving every single corner of database system design.We will analyze the indexing space between offline; online and adaptive indexing …,Proceedings of the 15th International Conference on Extending Database Technology,2012,9
Performance evaluation in database research: principles and experience.,Stefan Manegold; Ioana Manolescu,Disclaimer There is no single way how to do it right. There are many ways how to do itwrong. This is not a “mandatory” script. This is more a collection of anecdotes or fairy tales—not always to be taken literally; only; but all provide some general rules or guidelines what(not) to do.,EDBT,2009,9
Data vaults: Database technology for scientific file repositories,Milena Ivanova; Martin Kersten; Stefan Manegold; Yagiz Kargin,Current data-management systems and analysis tools fail to meet scientists' data-intensiveneeds. A “data vault” approach lets researchers effectively and efficiently explore and analyzeinformation … DBMSs and Data-Management Architectures Before we discuss the data vault'sfunctionalities; let's consider some important background infor- mation. Software architecturesfor data-intensive … Milena Ivanova Netherlands eScience Center Martin Kersten; StefanManegold; and Yag˘ız Kargın Centrum Wiskunde and Informatica … 1521-9615/13/$31.00 ©2013 IEEE COPUBLISHED BY THE IEEE CS AND THE AIP … File-Based Solutions Figure 1aillustrates one solution that uses a file- based repository for raw data and metadata. Most scientiststake this approach; particularly in a small database's “long tail;” for example; where they mightuse spreadsheets … Mixed Solutions As file-based repositories grew; mixed solutions …,Computing in Science & Engineering,2013,8
Scalable generation of synthetic GPS traces with real-life data characteristics,Konrad Bösche; Thibault Sellam; Holger Pirk; René Beier; Peter Mieth; Stefan Manegold,Abstract Database benchmarking is most valuable if real-life data and workloads areavailable. However; real-life data (and workloads) are often not publicly available due to IPRconstraints or privacy concerns. And even if available; they are often limited regardingscalability and variability of data characteristics. On the other hand; while easily scalable;synthetically generated data often fail to adequately reflect real-life data characteristics.While there are well established synthetic benchmarks and data generators for; eg; businessdata (TPC-C; TPC-H); there is no such up-to-date data generator; let alone benchmark; forspatiotemporal and/or moving objects data. In this work; we present a data generator forspatiotemporal data. More specifically; our data generator produces synthetic GPS traces;mimicking the GPS traces that GPS navigation devices generate. To this end; our …,Technology Conference on Performance Evaluation and Benchmarking,2012,8
Armada: a Reference Model for an Evolving Database System,Fabian Groffen; Martin Leopold Kersten; Stefan Manegold,Abstract: The data on the web; in digital libraries; in scientific repositories; etc. continues togrow at an increasing rate. Distribution is a key solution to overcome this data explosion.However; existing solutions are mostly based on architectures with a single point of failure.In this paper; we present Armada; a model for a database architecture to handle large datavolumes. Armada assumes autonomy of sites; allowing for a decentralised setup; wheresystems can largely work independently. Furthermore; a novel administration schema inArmada; based on lineage trails; allows for flexible adaptation to the (query) work load inhighly dynamic environments. The lineage trails capture the metadata and its history. Theyform the basis to direct updates to the proper sites; to break queries into multi-stage plans;and to provide a reference point for site consistency. The lineage trails are managed in a …,BTW,2007,8
Data vaults: a database welcome to scientific file repositories,Milena Ivanova; Yağiz Kargin; Martin Kersten; Stefan Manegold; Ying Zhang; Mihai Datcu; Daniela Espinoza Molina,Abstract Efficient management and exploration of high-volume scientific file repositorieshave become pivotal for advancement in science. We propose to demonstrate the DataVault; an extension of the database system architecture that transparently opens scientificfile repositories for efficient in-database processing and exploration. The Data Vaultfacilitates science data analysis using high-level declarative languages; such as thetraditional SQL and the novel array-oriented SciQL. Data of interest are loaded from theattached repository in a just-in-time manner without need for up-front data ingestion.,Proceedings of the 25th International Conference on Scientific and Statistical Database Management,2013,7
Building virtual earth observatories using ontologies and linked geospatial data,Manolis Koubarakis; Manos Karpathiotakis; Kostis Kyzirakos; Charalampos Nikolaou; Stavros Vassos; George Garbis; Michael Sioutis; Konstantina Bereta; Stefan Manegold; Martin Kersten; Milena Ivanova; Holger Pirk; Ying Zhang; Charalampos Kontoes; Ioannis Papoutsis; Themistoklis Herekakis; Dimitris Mihail; Mihai Datcu; Gottfried Schwarz; Octavian Dumitru; Daniela Molina; Katrin Molch; Ugo Giammatteo; Manuela Sagona; Sergio Perelli; Eva Klien; Thorsten Reitz; Robert Gregor,Abstract Advances in remote sensing technologies have enabled public and commercialorganizations to send an ever-increasing number of satellites in orbit around Earth. As aresult; Earth Observation (EO) data has been constantly increasing in volume in the last fewyears; and is currently reaching petabytes in many satellite archives. For example; the multi-mission data archive of the TELEIOS partner German Aerospace Center (DLR) is expectedto reach 2PB next year; while ESA estimates that it will be archiving 20PB of data before theyear 2020. As the volume of data in satellite archives has been increasing; so have thescientific and commercial applications of EO data. Nevertheless; it is estimated that up to95% of the data present in existing archives has never been accessed; so the potential forincreasing exploitation is very big.,International conference on web reasoning and rule systems,2012,7
TELEIOS: a database-powered virtual earth observatory,Manolis Koubarakis; Mihai Datcu; Charalambos Kontoes; Ugo Di Giammatteo; Stefan Manegold; Eva Klien,Abstract TELEIOS is a recent European project that addresses the need for scalable accessto petabytes of Earth Observation data and the discovery and exploitation of knowledge thatis hidden in them. TELEIOS builds on scientific database technologies (array databases;SciQL; data vaults) and Semantic Web technologies (stRDF and stSPARQL) implementedon top of a state of the art column store database system (MonetDB). We demonstrate a firstprototype of the TELEIOS Virtual Earth Observatory (VEO) architecture; using a forest firemonitoring application as example.,Proceedings of the VLDB Endowment,2012,7
Big Data,Costantino Thanos; Stefan Manegold; Martin Kersten,The current data deluge is revolutionizing the way research is carried out and resulting inthe emergence of a new fourth paradigm of science based on data-intensive computing.This new data-dominated science will lead to a new data-centric way of conceptualizing;organizing and carrying out research activities which could lead to an introduction of newapproaches to solve problems that were previously considered extremely hard or; in somecases; impossible to solve and also lead to serendipitous discoveries.,ERCIM News,2012,7
Rox: The robustness of a run-time xquery optimizer against correlated data,Riham Abdel Kader; Peter Boncz; Stefan Manegold; Maurice Van Keulen,We demonstrate ROX; a run-time optimizer of XQueries; that focuses on finding the bestexecution order of XPath steps and relational joins in an XQuery. The problem of joinordering has been extensively researched; but the proposed techniques are stillunsatisfying. These either rely on a cost model which might result in inaccurate estimations;or explore only a restrictive number of plans from the search space. ROX is developed totackle these problems. ROX does not need any cost model; and defers query optimization torun-time intertwining optimization and execution steps. In every optimization step; samplingtechniques are used to estimate the cardinality of unexecuted steps and joins to make adecision which sequence of operators to process next. Consequently; each execution stepwill provide updated and accurate knowledge about intermediate results; which will be …,Data Engineering (ICDE); 2010 IEEE 26th International Conference on,2010,6
Performance evaluation in database research: principles and experience,Ioana Manolescu; Stefan Manegold,Significant part of today's database research focuses on improving performance of a specificsystem. Quantitative experiments are the best way to validate such results. However;performing experiments is not always easy. Besides the complexity of the system under test;designing an experiment; choosing the right environment and parameter values; analyzingthe data which is gathered; and reporting it to a third party in an expressive and intelligibleway is hard. In this tutorial; we present a general road-map to the above steps; including tipsand tricks on how to organize and present code that performs experiments; so that anoutsider can repeat them. The tutorial is primarily aimed at MS and PhD students seeking toimprove their experiment practices; but more senior attendants may also find it interesting.,12th International Conference on Extending Database Technology,2009,6
Performance evaluation and experimental assessment: conscience or curse of database research?,Ioana Manolescu; Stefan Manegold,Abstract Performance; performance and performance used to be the three things that reallymattered in database research. Most of our published works indeed include an experimentalevaluation of the proposed techniques. However; such evaluations are sometimes seen asa" must-have" eating up the valuable space where one could describe new ideas. Theexperimental evaluations end up being short; lacking important information to interpretand/or reproduce the results; and often end without clear conclusion.,Proceedings of the 33rd international conference on Very large data bases,2007,6
Loop-lifted staircase join: from XPath to XQuery,Peter Alexander Boncz; Torsten Grust; Maurice vanKeulen; Stefan Manegold; Jan Rittinger; Jens Teubner,textabstractVarious techniques have been proposed for efficient evaluation of XPathexpressions; where the XPath location steps are rooted in a single sequence of contextnodes. Among these techniques; the staircase join allows to evaluate XPath location stepsalong arbitrary axes in at most one scan over the XML document; exploiting the XPathaccelerator encoding (aka. pre/post encoding). In XQuery; however; embedded XPath sub-expressions occur in arbitrarily nested for-loops. Thus; they are rooted in multiple sequencesof context nodes (one per iteration). Consequently; the previously proposed algorithms needto be applied repeatedly; requiring multiple scans over the XML document encoding. In thiswork; we present loop-lifted staircase join; an extension of the staircase join that allows toefficiently evaluate XPath sub-expressions in arbitrarily nested XQuery iteration scopes …,Information Systems [INS],2005,6
The calibrator: a cache-memory and TLB calibration tool,Stefan Manegold,*,*,2004,6
The DBMS-your big data sommelier,Yağız Kargın; Martin Kersten; Stefan Manegold; Holger Pirk,When addressing the problem of “big” data volume; preparation costs are one of the keychallenges: the high costs for loading; aggregating and indexing data leads to a long data-to-insight time. In addition to being a nuisance to the end-user; this latency prevents real-timeanalytics on “big” data. Fortunately; data often comes in semantic chunks such as files thatcontain data items that share some characteristics such as acquisition time or location. Adata management system that exploits this trait can significantly lower the data preparationcosts and the associated data-to-insight time by only investing in the preparation of therelevant chunks. In this paper; we develop such a system as an extension of an existingrelational DBMS (MonetDB). To this end; we develop a query processing paradigm and datastorage model that are partial-loading aware. The result is a system that can make a 1.2 …,Data Engineering (ICDE); 2015 IEEE 31st International Conference on,2015,5
Wildfire monitoring via the integration of remote sensing with innovative information technologies,C Kontoes; I Papoutsis; D Michail; Th Herekakis; M Koubarakis; K Kyzirakos; M Karpathiotakis; C Nikolaou; M Sioutis; G Garbis; S Vassos; I Keramitsoglou; M Kersten; S Manegold; H Pirk,Fire monitoring and management in Europe; and in the wider Mediterranean region inparticular; is of paramount importance. Almost every summer massive forest wildfires breakout in several areas across the Mediterranean; leaving behind severe destruction in forestedand agricultural land; infrastructure and private property; and losses of human lives.,GR Abstracts; editor; EGU2012-PREVIEW,2012,5
Optimizing main-memory join on modern hardware,Stefan Manegold; Peter A Boncz; Martin L Kersten,Abstract In the past decade; the exponential growth in commodity CPUs speed has faroutpaced advances in memory latency. A second trend is that CPU performance advancesare not only brought by increased clock rate; but also by increasing parallelism inside theCPU. Current database systems have not yet adapted to these trends; and show poorutilization of both CPU and memory resources on current hardware. In this article; we showhow these resources can be optimized for large joins and translate these insights intoguidelines for future database architectures; encompassing data structures; algorithms; costmodeling; and implementation. In particular; we discuss how vertically fragmented datastructures optimize cache performance on sequential data access. On the algorithmic side;we refine the partitioned hash-join with a new partitioning algorithm called radix-cluster …,*,1999,5
Lazy ETL in action: ETL technology dates scientific data,Yağíz Kargín; Milena Ivanova; Ying Zhang; Stefan Manegold; Martin Kersten,Abstract Both scientific data and business data have analytical needs. Analysis takes placeafter a scientific data warehouse is eagerly filled with all data from external data sources(repositories). This is similar to the initial loading stage of Extract; Transform; and Load (ETL)processes that drive business intelligence. ETL can also help scientific data analysis.However; the initial loading is a time and resource consuming operation. It might not beentirely necessary; eg if the user is interested in only a subset of the data. We propose todemonstrate Lazy ETL; a technique to lower costs for initial loading. With it; ETL is integratedinto the query processing of the scientific data warehouse. For a query; only the requireddata items are extracted; transformed; and loaded transparently on-the-fly.,Proceedings of the VLDB Endowment,2013,4
An implementation of ad-hoc array queries on top of MonetDB,Ying Zhang; Martin Kersten; Milena Ivanova; Holger Pirk; Stefan Manegold,Executive Summary The objectives of WP5 are (i) to develop query processing andoptimization techniques for ad-hoc and continuous/stream queries for EO image dataimplemented as arrays on top of MonetDB and (ii) to develop a functional/performancebenchmark that allow us to evaluate our implementation. WP5 is organized in three tasksthat each yield one deliverable as follows:,EU Project TELEIOS (FP7-257662) D,2012,4
The database architectures research group at CWI,Martin Kersten; Stefan Manegold; Sjoerd Mullender,The Database research group at CWI was established in 1985. It has steadily grown fromtwo PhD students to a group of 17 people ultimo 2011. The group is supported by a scientificprogrammer and a system engineer to keep our machines running. In this short note; welook back at our past and highlight the multitude of topics being addressed.,ACM SIGMOD Record,2012,4
A look back on the XML Benchmark project,Albrecht Schmidt; Florian Waas; Stefan Manegold; Martin Kersten,Abstract Database vendors and researchers have been responding to the establishing ofXML [45] as the premier data interchange language for Internet applications with theintegration of XML processing capabilities into Database Management Systems. The newfeatures fall into two categories: XML-enabled interfaces allow the DBMS to speak andunderstand XML formats; whereas XML extensions add novel primitives to the engine core.Both kinds of innovations have the potential to impact the architecture of software systems;namely by bringing about a complexity reduction in multi-tier systems. However; it is oftendifficult to estimate the effect of these innovations. This is where the XML Benchmark Projecttries to help with XMark. By providing an application scenario and a query workload; thebenchmark suite can be used to identify strengths and weaknesses of XML-enabled …,*,2003,4
The magazine archive includes every article published in Communications of the ACM for over the past 50 years.,David Roman,Resolving the problem of y2k compliance is a serious issue for the distributed enterprise. Asorganizations rely on distributed desktops for decision making and productivity; the risksassociated with noncompliant desktops are receiving increased attention from the media;industry analysts; government officials; and corporate leaders. Although most organizationshave been aggressively correcting the Y2K problem on their central mainframe applications;many are only beginning to address the significant risks posed by errant desktop software;hardware; and firmware. Since these distributed assets are critical to corporate productivity;organizations are vulnerable to significant risks if any of the distributed informationtechnology assets cannot properly process four-digit dates.Consider; for example;investment bankers who issue their first bond trades of the new millennium using …,Communications of the ACM,2000,4
On optimal pipeline processing in parallel query optimization,S Manegold; F Waas; ML Kersten,*,Intl. Conf. on Managementagement of Data,1998,4
Managing Big; Linked; and Open Earth-Observation Data: Using the TELEIOS\/LEO software stack,Manolis Koubarakis; Kostis Kyzirakos; Charalampos Nikolaou; George Garbis; Konstantina Bereta; Roi Dogani; Stella Giannakopoulou; Panayiotis Smeros; Dimitrianos Savva; George Stamoulis; Giannis Vlachopoulos; Stefan Manegold; Charalampos Kontoes; Themistocles Herekakis; Ioannis Papoutsis; Dimitrios Michail,Big Earth-observation (EO) data that are made freely available by space agencies comefrom various archives. Therefore; users trying to develop an application need to searchwithin these archives; discover the needed data; and integrate them into their application. Inthis article; we argue that if EO data are published using the linked data paradigm; then thedata discovery; data integration; and development of applications becomes easier. Wepresent the life cycle of big; linked; and open EO data and show how to support their variousstages using the software stack developed by the European Union (EU) research projectsTELEIOS and the Linked Open EO Data for Precision Farming (LEO). We also show how thisstack of tools can be used to implement an operational wildfire-monitoring service.,IEEE Geoscience and Remote Sensing Magazine,2016,3
Run-time Optimization for Pipelined Systems,R Abdel Kader; Maurice Van Keulen; Peter Boncz; Stefan Manegold,Abstract Traditional optimizers fail to pick good execution plans; when faced withincreasingly complex queries and large data sets. This failure is even more acute in thecontext of XQuery; due to the structured nature of the XML language. To overcome thevulnerabilities of traditional optimizers; we have previously proposed ROX; a Run-timeOptimizer for XQueries; which interleaves optimization and execution of full tables. ROX hasproved to be robust; even in the presence of strong correlations; but it has one limitation: ituses full materialization of intermediate results making it unsuitable for pipelined systems.Therefore; this paper proposes ROX-sampled; a variant of ROX; which executes small datasamples; thus generating smaller intermediates. We conduct extensive experiments whichproved that ROX-sampled is comparable to ROX in performance; and that it is still robust …,*,2010,3
Optimising client accesses within Armada,Fabian Groffen; Martin Kersten; Stefan Manegold,Abstract The Armada model describes how a distributed database system evolves; usingmultiple nodes that together form the database. In such system; posing a query involvescontinuously locating the right node until sufficient data to answer the query has been found.Locating a node involves making a connection to such node. Since making a connection isexpensive in time; avoiding to do so where possible; pays off in the total query executiontime. In this short paper; we give an extended summary of our work on cutting down thenumber of made connections per query in an Armada system.,Proceedings of the Third Workshop on Dependable Distributed Data Management,2009,3
On optimal pipeline processing in parallel query execution,Stefan Manegold; Florian Waas; Martin Leopold Kersten; Stefan Manegold; Florian Waas; Martin L Kersten,Abstract A key assumption underlying query optimization schemes for parallel processing isthat their cost models can deal with the multitude of effects encountered during the executionphase. Unfortunately; this is rarely the case and the optimal processing is only achieved in afew situations. In this paper we address the problem to achieve optimal processing under apipelined execution strategy. The approach taken is based on a novel analytical framework---which establishes a formal treatment of both dataflow and processing environment---tovalidate execution strategies. The framework is based on the notion of-optimality whichreflects an execution strategy's ability of ad-hoc resource utilization.-optimal strategies areinsensitive to skew and provide a transparent interface to parallelism as they ensure aprovable near-optimal exploitation of the processing environment. Finally; we discuss …,*,1998,3
Data Threaded Query Evaluation in Shared-Everything Environments,Stefan Manegold; Johann K Obermaier; Florian Waas; Johann-Christoph Freytag,Abstract In this paper; we present data threaded execution; a new strategy to exploitpipelining and intra-operator parallelism in a shared-everything environment. Data threadedexecution does neither su er from execution skew caused by workload estimation errors; norfrom the discretization error of processor scheduling as it appears in conventional strategies.Further more; data threaded execution avoids any startup and shutdown execution delays.We evaluate our new strategy by simulation. Our simulation results show; that data threadedexecution outperforms conventional strategies like segmented right-deep execution due tobetter utilization of parallel processing resources.,Parallelism in Relational Data Base Systems: Architectural Issues and Design Approaches. In Proc. Int'l. Symp. on Databases in Parallel and Distr. Systems,1996,3
Capturing the Laws of (Data) Nature.,Hannes Mühleisen; Martin L Kersten; Stefan Manegold,ABSTRACT Model fitting is at the core of many scientific and industrial applications. Thesemodels encode a wealth of domain knowledge; something a database decidedly lacks.Except for simple cases; databases could not hope to achieve a deeper understanding ofthe hidden relationships in the data yet. We propose to harvest the statistical models thatusers fit to the stored data as part of their analysis and use them to advance physical datastorage and approximate query answering to unprecedented levels of performance. Wemotivate our approach with an astronomical use case and discuss its potential.,CIDR,2015,2
Operational wildfire monitoring and disaster management support using state-of-the-art EO and Information Technologies,C Kontoes; I Keramitsoglou; I Papoutsis; T Herekakis; D Michail; P Xofis; M Koubarakis; K Kyzirakos; M Karpathiotakis; C Nikolaou; M Sioutis; G Garbis; S Vassos; S Manegold; M Kersten; H Pirk; M Ivanova,The National Observatory of Athens (NOA) has been established in Greece as a researchinstitute offering; among others; operational services for disaster management of forestwildfires. In this paper the main activities of NOA related to fire monitoring and the Burn ScarMapping damage assessment services are presented. The current capacities in deliveringfire-related products and services are greatly enhanced by the integration of state-of-the-artInformation Technologies; which provide the potential of refining the thematic accuracy ofour products; allows the connection to other distributed databases for the generation of newand innovative added-value products; and suggest the establishment of an operationalsystem that can be extended to include other applications related to natural disastermanagement.,Earth Observation and Remote Sensing Applications (EORSA); 2012 Second International Workshop on,2012,2
Revolutionary database technology for data intensive research,Martin Kersten; Stefan Manegold,The ability to explore huge digital resources assembled in data warehouses; databases andfiles; at unprecedented speed; is becoming the driver of progress in science. However;existing database management systems (DBMS) are far from capable of meeting thescientists' requirements. The Database Architectures group at CWI in Amsterdam cooperateswith astronomers; seismologists and other domain experts to tackle this challenge byadvancing all aspects of database technology. The group's research results aredisseminated via its open-source database system; MonetDB.,ERCIM News,2012,2
Building earth observatories using scientific database and semantic web technologies,M Koubarakis; K Kyzirakos; M Karpathiotakis; C Nikolaou; S Vassos; G Garbis; M Sioutis; K Bereta; D Michail; C Kon-toes; I Papoutsis; T Herekakis; S Manegold; M Kersten; M Ivanova; H Pirk; Y Zhang; M Datcu; G Schwarz; O Dumitru; D Espinoza-Molina; K Molch; UD Giammatteo; M Sagona; S Perelli; T Reitz; E Klien; R Gregor,*,Proc. 8th Conf. Image Inf. Mining ESA-EUSC-JRC,2012,2
Advances in Database Technology,Martin Kersten; Boris Novikov; Jens Teubner; Vladimir Polutin; Stefan Manegold,*,Extending database technology,2009,2
Integrated querying of XML data in RDBMSs,Albrecht Schmidt; Stefan Manegold; Martin Kersten,Abstract This paper proposes a way to integrate cleanly relational databases and XMLdocuments. The main idea is to draw a clear line of demarcation between the two conceptsby modelling XML documents as a new atomic SQL type. The standardised XML tools likeXPath; XQuery; XSLT are then user-defined functions that operate on this type. Well-definedinteroperability is guaranteed by; on the one hand; defining a standard way to markup SQLrelations as XML documents and; thus; to make them accessible to the XML tools; on theother hand; XPath and XQuery queries run against the XML portion of the database can usethe same predefined schema to make their results accessible to the SQL language forfurther processing. Additionally; a method for set-oriented evaluation of regular pathexpressions is presented that integrates into our implementation framework.,Proceedings of the 2003 ACM symposium on Applied computing,2003,2
Macro-and micro-parallelism in a dbms,Martin Kersten; Stefan Manegold; Peter Boncz; Niels Nes,Abstract Large memories have become an affordable storage medium for databasesinvolving hundreds of Gigabytes on multi-processor systems. In this short note; we reviewour research on building relational engines to exploit this major shift in hardwareperspective. It illustrates that key design issues related to parallelism poses architecturalproblems at all levels of a system architecture and whose impact is not easily predictable.The sheer size/complexity of a relational DBMS and the sliding requirements of frontierapplications are indicative that a substantial research agenda remains wide open.,European Conference on Parallel Processing,2001,2
In quest of the bottleneck—monitoring parallel database systems,Stefan Manegold; Florian Waas; Daniel Gudlat,Abstract Monitoring query processing has proven to be an effective technique to detectbottlenecks in sequential query execution systems' components. Monitoring distributedexecution in parallel systems; however; is a difficult task. The monitoring data of all nodesmust be collected at the same time to value load-balancing and scheduling. Furthermore; wewant to extract not only information about resource allocation of single processes but alsoallow for monitoring of single tuples and attribute value distribution. The monitoring systemwe present in this paper is a client-server architecture where each process of the paralleldatabase system is a client of the monitoring server. This architecture enables the user tomonitor even load-balancing or scheduling effects. The monitoring extensions; each client isattached with; provide inspection of the processes at a fine granularity. Furthermore user …,European Parallel Virtual Machine/Message Passing Interface Users’ Group Meeting,1997,2
The Calibrator Tool. CWI Amsterdam,Stefan Manegold,*,*,*,2
