Practical data-oriented microaggregation for statistical disclosure control,Josep Domingo-Ferrer; Josep Maria  Mateo-Sanz,Microaggregation is a statistical disclosure control technique for microdata disseminated instatistical databases. Raw microdata (ie; individual records or data vectors) are grouped intosmall aggregates prior to publication. Each aggregate should contain at least k data vectorsto prevent disclosure of individual information; where k is a constant value preset by the dataprotector. No exact polynomial algorithms are known to date to microaggregate optimally; ie;with minimal variability loss. Methods in the literature rank data and partition them intogroups of fixed-size; in the multivariate case; ranking is performed by projecting data vectorsonto a single axis. In this paper; candidate optimal solutions to the multivariate andunivariate microaggregation problems are characterized. In the univariate case; twoheuristics based on hierarchical clustering and genetic algorithms are introduced which …,IEEE Transactions on Knowledge and data Engineering,2002,575
Micro-aggregation-based heuristics for p-sensitive k-anonymity: one step beyond,Agusti Solanas; Francesc Sebé; Josep Domingo-Ferrer,Abstract Micro-data protection is a hot topic in the field of Statistical Disclosure Control(SDC); that has gained special interest after the disclosure of 658000 queries by the AOLsearch engine in August 2006. Many algorithms; methods and properties have beenproposed to deal with micro-data disclosure; p-Sensitive k-anonymity has been recentlydefined as a sophistication of k-anonymity. This new property requires that there be at leastp different values for each confidential attribute within the records sharing a combination ofkey attributes. Like k-anonymity; the algorithm originally proposed to achieve this propertywas based on generalisations and suppressions; when data sets are numerical this hasseveral data utility problems; namely turning numerical key attributes into categorical;injecting new categories; injecting missing data; and so on. In this article; we recall the …,Proceedings of the 2008 international workshop on Privacy and anonymity in information society,2008,37
Tau-ARGUS Users Manual,Anco Hundepool; Aad van de Wetering; Ramya Ramaswamy; Peter-Paul de Wolf; Sarah Giessing; Matteo Fischetti; Juan Jose Salazar-González; Jordi Castro; Philip Lowthian,*,CENEX-project. BPA,2004,36
A privacy homomorphism allowing eld operations on encrypted data,Josep Domingo-Ferrer; Jordi Herrera-Joancomart,Abstract Privacy homomorphisms (PHs) are encryption transformations that allow directcomputation on encrypted data. Known secure PHs allow addition and multiplication to becarried out on encrypted data; but do not allow computation of inverses. We present in thispaper a PH which allows addition; multiplication and multiplicative inverse computation tobe performed on encrypted data. An additive PH can at most be secure against a known-cleartext attack; unfortunately; in its current state the new proposal is only secure againstciphertext-only attacks.,*,1998,36
A bibliometric index based on the collaboration distance between cited and citing authors,Maria Bras-Amorós; Josep Domingo-Ferrer; Vicenç Torra,Abstract The popular h-index used to measure scientific output can be described in terms ofa pool of evaluated objects (the papers); a quality function on the evaluated objects (thenumber of citations received by each paper) and a sentencing line crossing the origin;whose intersection with the graph of the quality function yields the index value (in the h-index this is a line with slope 1). Based on this abstraction; we present a new index; the c-index; in which the evaluated objects are the citations received by an author; a group ofauthors; a journal; etc.; the quality function of a citation is the collaboration distance betweenthe authors of the cited and the citing papers; and the sentencing line can take slopesbetween 0 and∞. As a result; the new index counts only those citations which are significantenough; where significance is proportional to collaboration distance. Several advantages …,Journal of Informetrics,2011,35
t-closeness through microaggregation: Strict privacy with enhanced utility preservation,Jordi Soria-Comas; Josep Domingo-Ferrer; David Sánchez; Sergio Martinez,Microaggregation is a technique for disclosure limitation aimed at protecting the privacy ofdata subjects in microdata releases. It has been used as an alternative to generalization andsuppression to generate k-anonymous data sets; where the identity of each subject ishidden within a group of k subjects. Unlike generalization; microaggregation perturbs thedata and this additional masking freedom allows improving data utility in several ways; suchas increasing data granularity; reducing the impact of outliers; and avoiding discretization ofnumerical data. k-Anonymity; on the other side; does not protect against attribute disclosure;which occurs if the variability of the confidential values in a group of k subjects is too small.To address this issue; several refinements of k-anonymity have been proposed; amongwhich t-closeness stands out as providing one of the strictest privacy guarantees. Existing …,IEEE Transactions on Knowledge and Data Engineering,2015,34
Fast transmission to remote cooperative groups: a new key management paradigm,Qianhong Wu; Bo Qin; Lei Zhang; Josep Domingo-Ferrer; Jesús A Manjón,The problem of efficiently and securely broadcasting to a remote cooperative group occursin many newly emerging networks. A major challenge in devising such systems is toovercome the obstacles of the potentially limited communication from the group to thesender; the unavailability of a fully trusted key generation center; and the dynamics of thesender. The existing key management paradigms cannot deal with these challengeseffectively. In this paper; we circumvent these obstacles and close this gap by proposing anovel key management paradigm. The new paradigm is a hybrid of traditional broadcastencryption and group key agreement. In such a system; each member maintains a singlepublic/secret key pair. Upon seeing the public keys of the members; a remote sender cansecurely broadcast to any intended subgroup chosen in an ad hoc way. Following this …,IEEE/ACM Transactions on Networking,2013,33
Towards fuzzy c-means based microaggregation,Josep Domingo-Ferrer; Vicenç Torra,Abstract National Statistical Offices collect data from respondents and then publishes them.To avoid disclosure; data is protected before the release. One of the existing maskingmethods is microaggregation. This method is based on obtaining a set of clusters (clusteringstage) and then aggregating the values of the elements in the cluster (aggregation stage). Inthis work we propose the use of fuzzy c-means in the clustering stage.,*,2002,33
A comparative study of microaggregation methods,Josep Maria Mateo Sanz; Josep Domingo Ferrer,Microaggregation is a statistical disclosure control technique for microdata. Raw microdata(ie individual records) are grouped into small aggregates prior to publication. Eachaggregate should contain at least k records to prevent disclosure of individual information.Fixed-size microaggregation consists of taking fixed-size microaggregates (size k). Data-oriented microaggregation (with variable group size) was introduced recently. Regardless ofthe group size; microaggregations on a multidimensional data set can be formed usingunivariate techniques on projected data or using multivariate techniques. This paperpresents the first method for multivariate fixed-sixe microaggregation. In addition; a real dataset is used to compare the information loss and output data quality of fixed-size vs. data-oriented; and univariate vs. multivariate microaggregation.,*,1998,33
Generalization-based privacy preservation and discrimination prevention in data publishing and mining,Sara Hajian; Josep Domingo-Ferrer; Oriol Farràs,Abstract Living in the information society facilitates the automatic collection of huge amountsof data on individuals; organizations; etc. Publishing such data for secondary analysis (eglearning models and finding patterns) may be extremely useful to policy makers; planners;marketing analysts; researchers and others. Yet; data publishing and mining do not comewithout dangers; namely privacy invasion and also potential discrimination of the individualswhose data are published. Discrimination may ensue from training data mining models (egclassifiers) on data which are biased against certain protected groups (ethnicity; gender;political preferences; etc.). The objective of this paper is to describe how to obtain data setsfor publication that are:(i) privacy-preserving;(ii) unbiased regarding discrimination; and (iii)as useful as possible for learning models and finding patterns. We present the first …,Data Mining and Knowledge Discovery,2014,32
Privacy-preserving publication of trajectories using microaggregation,Josep Domingo-Ferrer; Michal Sramka; Rolando Trujillo-Rasúa,Abstract Huge amounts of movement data are automatically collected by technologies suchas GPS; GSM; RFID; etc. Publishing such data is essential to improve transportation; tounderstand the dynamics of the economy in a region; etc. However; there are obviousthreats to the privacy of individuals if their trajectories are published in a way which allowsreidentification of the individual behind a trajectory. We contribute to the literature on privacy-preserving publication of trajectories by presenting: i) a distance measure for trajectorieswhich naturally considers both spatial and temporal aspects of trajectories; is computable inpolynomial time; and can cluster trajectories not defined over the same time span(something that previously proposed methods could not do); ii) a method to replace a clusterof trajectories by synthetic data that preserve all the visited locations and the number of …,Proceedings of the 3rd ACM SIGSPATIAL International Workshop on Security and Privacy in GIS and LBS,2010,32
Privacy in Statistical Databases: CENEX-SDC Project International Conference; PSD 2006; Rome; Italy; December 13-15; 2006; Proceedings,Josep Domingo-Ferrer; Luisa Franconi,Privacy in statistical databases is a discipline whose purpose is to provide solutions to theconflict between the increasing social; political and economical demand of accurateinformation; and the legal and ethical obligation to protect the privacy of the individuals andenterprises to which statistical data refer. Beyond law and ethics; there are also practicalreasons for statistical agencies and data collectors to invest in this topic: if individual andcorporate respondents feel their privacy guaranteed; they are likely to provide more accurateresponses. There are at least two traditions in statistical database privacy: one stems fromofficial statistics; where the discipline is also known as statistical disclosure control (SDC);and the other originates from computer science and database technology. Both started in the1970s; but the 1980s and the early 1990s saw little privacy activity on the computer …,*,2006,32
Coprivacy: towards a theory of sustainable privacy,Josep Domingo-Ferrer,Abstract We introduce the novel concept of coprivacy or co-operative privacy to makeprivacy preservation attractive. A protocol is coprivate if the best option for a player topreserve her privacy is to help another player in preserving his privacy. Coprivacy makes anindividual's privacy preservation a goal that rationally interests other individuals: it is a matterof helping oneself by helping someone else. We formally define coprivacy in terms of Nashequilibria. We then extend the concept to: i) general coprivacy; where a helping player'sutility (ie interest) may include earning functionality and security in addition to privacy; ii)mixed coprivacy; where mixed strategies and mixed Nash equilibria are allowed with somerestrictions; iii) correlated coprivacy; in which Nash equilibria are replaced by correlatedequilibria. Coprivacy can be applied to any peer-to-peer (P2P) protocol. We illustrate …,International Conference on Privacy in Statistical Databases,2010,31
From t-closeness to PRAM and noise addition via information theory,David Rebollo-Monedero; Jordi Forné; Josep Domingo-Ferrer,Abstract t-Closeness is a privacy model recently defined for data anonymization. A data setis said to satisfy t-closeness if; for each group of records sharing a combination of keyattributes; the distance between the distribution of a confidential attribute in the group andthe distribution of the attribute in the data is no more than a threshold t. We state here the t-closeness property in terms of information theory and then use the tools of that theory toshow that t-closeness can be achieved by the PRAM masking method in the discrete caseand by a form of noise addition in the general case.,International Conference on Privacy in Statistical Databases,2008,31
Privacy in Statistical Databases: CENEX-SDC Project International Conference; PSD 2006; Rome; Italy; December 13-15; 2006; Proceedings,Josep Domingo-Ferrer; Luisa Franconi,Privacy in statistical databases is a discipline whose purpose is to provide solutions to theconflict between the increasing social; political and economical demand of accurateinformation; and the legal and ethical obligation to protect the privacy of the individuals andenterprises to which statistical data refer. Beyond law and ethics; there are also practicalreasons for statistical agencies and data collectors to invest in this topic: if individual andcorporate respondents feel their privacy guaranteed; they are likely to provide more accurateresponses. There are at least two traditions in statistical database privacy: one stems fromofficial statistics; where the discipline is also known as statistical disclosure control (SDC);and the other originates from computer science and database technology. Both started in the1970s; but the 1980s and the early 1990s saw little privacy activity on the computer …,*,2006,31
On the connections between statistical disclosure control for microdata and some artificial intelligence tools,Josep Domingo-Ferrer; Vicenç Torra,Abstract Statistical disclosure control (SDC) and artificial intelligence (AI) use similar tools fordifferent purposes. This work describes the common elements of both areas to increase theirsynergy. SDC is a discipline that seeks to modify statistical data so that they can bepublished (typically by National Statistical Offices) without giving away the identity of anyindividual behind the data. When dealing with individual data (microdata in SDC jargon);both SDC procedures and AI knowledge integration procedures use similar principles fordifferent purposes (masking data vs. improving its quality). Similarities can also be found formethods evaluating re-identification risk in SDC and data mining tools for making dataconsistent. This paper explores those methodological connections with the aim ofstimulating interaction between both fields. In particular; data mining turns out to be a …,Information Sciences,2003,31
Identity-based authenticated asymmetric group key agreement protocol,Lei Zhang; Qianhong Wu; Bo Qin; Josep Domingo-Ferrer,Abstract In identity-based public-key cryptography; an entity's public key can be easilyderived from its identity. The direct derivation of public keys in identity-based public-keycryptography eliminates the need for certificates and solves certain public key managementproblems in traditional public-key cryptosystems. Recently; the notion of asymmetric groupkey agreement was introduced; in which the group members merely negotiate a commonencryption key which is accessible to any entity; but they hold respective secret decryptionkeys. In this paper; we first propose a security model for identity-based authenticatedasymmetric group key agreement (IB-AAGKA) protocols. We then propose an IB-AAGKAprotocol which is proven secure under the Bilinear Diffie-Hellman Exponent assumption.,International Computing and Combinatorics Conference,2010,30
Privacy in statistical databases,Josep Domingo-Ferrer; V Torra,Privacy in statistical databases is a discipline whose purpose is to provide solutions to thetension between the social; political; economic; and corporate demand of accurateinformation; and the legal and ethical obligation to protect the privacy of the various partiesinvolved. Those parties are the respondents (the individuals and enterprises to which thedatabase records refer); the data owners (those organizations investing in data collection)and the users (the ones querying the database or the search engine; who would like theirqueries to stay confidential). Beyond law and ethics; there are also practical reasons for data-collecting agencies and corporations to invest in respondent privacy: if individualrespondents feel their privacy is guaranteed; they are likely to provide more accurateresponses. Data owner privacy is primarily motivated by practical considerations: if an …,Lecture notes in computer science,2004,30
Discrimination-and privacy-aware patterns,Sara Hajian; Josep Domingo-Ferrer; Anna Monreale; Dino Pedreschi; Fosca Giannotti,Abstract Data mining is gaining societal momentum due to the ever increasing availability oflarge amounts of human data; easily collected by a variety of sensing technologies. We aretherefore faced with unprecedented opportunities and risks: a deeper understanding ofhuman behavior and how our society works is darkened by a greater chance of privacyintrusion and unfair discrimination based on the extracted patterns and profiles. Considerthe case when a set of patterns extracted from the personal data of a population of individualpersons is released for a subsequent use into a decision making process; such as; eg;granting or denying credit. First; the set of patterns may reveal sensitive information aboutindividual persons in the training population and; second; decision rules based on suchpatterns may lead to unfair discrimination; depending on what is represented in the …,Data Mining and Knowledge Discovery,2015,29
On the privacy offered by (k; δ)-anonymity,Rolando Trujillo-Rasua; Josep Domingo-Ferrer,Abstract The widespread deployment of technologies with tracking capabilities; like GPS;GSM; RFID and on-line social networks; allows mass collection of spatio-temporal dataabout their users. As a consequence; several methods aimed at anonymizing spatio-temporal data before their publication have been proposed in recent years. Such methodsare based on a number of underlying privacy models. Among these models;(k; δ)-anonymityclaims to extend the widely used k-anonymity concept by exploiting the spatial uncertaintyδ≥ 0 in the trajectory recording process. In this paper; we prove that; for any δ> 0 (that is;whenever there is actual uncertainty);(k; δ)-anonymity does not offer trajectory k-anonymity;that is; it does not hide an original trajectory in a set of k indistinguishable anonymizedtrajectories. Hence; the methods based on (k; δ)-anonymity; like Never Walk Alone (NWA) …,Information Systems,2013,29
A k-anonymous approach to privacy preserving collaborative filtering,Fran Casino; Josep Domingo-Ferrer; Constantinos Patsakis; Domènec Puig; Agusti Solanas,Abstract This article proposes a new technique for Privacy Preserving Collaborative Filtering(PPCF) based on microaggregation; which provides accurate recommendations estimatedfrom perturbed data whilst guaranteeing user k-anonymity. The experimental resultspresented in this article show the effectiveness of the proposed technique in protectingusers' privacy without compromising the quality of the recommendations. In this sense; theproposed approach perturbs data in a much more efficient way than other well-knownmethods such as Gaussian Noise Addition (GNA).,Journal of Computer and System Sciences,2015,28
A scalable RFID authentication protocol supporting ownership transfer and controlled delegation,Albert Fernandez-Mir; Rolando Trujillo-Rasua; Jordi Castellà-Roca; Josep Domingo-Ferrer,Abstract RFID systems allow fast and automatic identification of RFID tags through awireless channel. Information on product items like name; model; purpose; expiration date;etc.; can be easily stored and retrieved from RFID tags attached to items. That is why; in thenear future; RFID tags can be an active part of our everyday life when interacting with itemsaround us. Frequently; such items may change hands during their life-cycle. Therefore;beyond RFID identification protocols; there is a need for secure and private ownershiptransfer protocols in RFID systems. To ensure privacy to tag owners; the keys of tags areusually updated during the ownership transfer process. However; none of the previousproposals takes advantage of this property to improve the system scalability. To the best ofour knowledge; we propose the first RFID identification protocol supporting ownership …,International Workshop on Radio Frequency Identification: Security and Privacy Issues,2011,28
Privacy-aware peer-to-peer content distribution using automatically recombined fingerprints,David Megías; Josep Domingo-Ferrer,Abstract Multicast distribution of content is not suited to content-based electronic commercebecause all buyers obtain exactly the same copy of the content; in such a way that unlawfulredistributors cannot be traced. Unicast distribution has the shortcoming of requiring oneconnection with each buyer; but it allows the merchant to embed a different serial number inthe copy obtained by each buyer; which enables redistributor tracing. Peer-to-peer (P2P)distribution is a third option which may combine some of the advantages of multicast andunicast: on the one hand; the merchant only needs unicast connections with a few seedbuyers; who take over the task of further spreading the content; on the other hand; if a properfingerprinting mechanism is used; unlawful redistributors of the P2P-distributed content canstill be traced. In this paper; we propose a novel fingerprinting mechanism for P2P content …,Multimedia Systems,2014,27
Distributed multicast of fingerprinted content based on a rational peer-to-peer community,Josep Domingo-Ferrer; David MegíAs,Abstract In conventional multicast transmission; one sender sends the same content to a setof receivers. This precludes fingerprinting the copy obtained by each receiver (in view ofredistribution control and other applications). A straightforward alternative is for the sender toseparately fingerprint and send in unicast one copy of the content for each receiver. Thisapproach is not scalable and may implode the sender. We present a scalable solution fordistributed multicast of fingerprinted content; in which receivers rationally co-operate infingerprinting and spreading the content. Furthermore; fingerprinting can be anonymous; inorder for honest receivers to stay anonymous.,Computer Communications,2013,27
Rational behavior in peer-to-peer profile obfuscation for anonymous keyword search,Josep Domingo-Ferrer; Úrsula González-Nicolás,Abstract User profiling in web search has the advantage of enabling personalized websearch: the quality of the results offered by the search engine to the user is increased bytaking the user's interests into account when presenting those results. The negative side isthat the interests and the query history of users may contain information considered asprivate; hence; technology should be provided for users to avoid profiling if they wish so.There are several anti-profiling approaches in web search; from basic levelcountermeasures to private information retrieval and including profile obfuscation. Exceptprivate information retrieval (PIR); which hides the retrieved item from the database; the restof approaches focus on anonymizing the user's identity and fall into the category ofanonymous keyword search (also named sometimes user-private information retrieval) …,Information Sciences,2012,27
Validating distance-based record linkage with probabilistic record linkage,Josep Domingo-Ferrer; Vicenç Torra,Abstract This work compares two alternative methods for record linkage: distance based andprobabilistic record linkage. It compares the performance of both approaches when data iscategorical. To that end; a distance over ordinal and nominal scales is defined. The papershows that; for categorical data; distance-based and probabilistic-based record linkage leadto similar results in relation to the number of re-identified records. As a consequence; thedistance proposed for ordinal and nominal scales is implicitly validated.,*,2002,27
Aggregation techniques for statistical confidentiality,Josep Domingo-Ferrer; Vicenç Torra,Abstract This chapter describes microaggregation; a technique for statistical confidentialitythat uses aggregation operators. We describe the goals of statistical confidentiality and itsapplication to continuous and categorical data. We show the application of the method to asmall publicly available data set. The chapter finishes by reviewing some of the practicalproblems of the application of microaggregation to statistical disclosure control.,*,2002,27
Big data privacy: challenges to privacy principles and models,Jordi Soria-Comas; Josep Domingo-Ferrer,Abstract This paper explores the challenges raised by big data in privacy-preserving datamanagement. First; we examine the conflicts raised by big data with respect to preexistingconcepts of private data management; such as consent; purpose limitation; transparencyand individual rights of access; rectification and erasure. Anonymization appears as the besttool to mitigate such conflicts; and it is best implemented by adhering to a privacy model withprecise privacy guarantees. For this reason; we evaluate how well the two main privacymodels used in anonymization (k-anonymity and ε ε-differential privacy) meet therequirements of big data; namely composability; low computational cost and linkability.,Data Science and Engineering,2016,26
Preserving security and privacy in large-scale VANETs,Bo Qin; Qianhong Wu; Josep Domingo-Ferrer; Lei Zhang,Abstract Upcoming vehicular ad hoc networks (VANETs) allowing vehicles to talk to eachother are expected to enhance safety and efficiency in transportation systems. This type ofnetworks is especially attractive in highly populated urban areas overwhelmed with trafficcongestions and accidents. Besides vulnerabilities versus attacks against traffic safety anddriver privacy; a large-scale VANET in a metropolitan area raises scalability andmanagement challenges. This paper employs identity-based group signatures (IBGS) todivide a large-scale VANET into easy-to-manage groups and establish liability in vehicularcommunications while preserving privacy. Each party's human-recognizable identity is usedas its public key and no additional certificate is required. This efficiently avoids thecomplicated certificate management of existing protocols. We further investigate selfish …,International Conference on Information and Communications Security,2011,26
Multivariate microaggregation based genetic algorithms,Agusti Solanas; Antoni Martinez-Balleste; Josep M Mateo-Sanz; Josep Domingo-Ferrer,Microaggregation is a clustering problem with cardinality constraints that originated in thearea of statistical disclosure control for micro data. This article presents a method formultivariate microaggregation based on genetic algorithms (GA). The adaptations requiredto characterize the multivariate microaggregation problem are explained and justified.Extensive experimentation has been carried out with the aim of finding the best values forthe most relevant parameters of the modified GA: the population size and the crossover andmutation rates. The experimental results demonstrate that our method finds the optimalsolution to the problem in almost all experiments when working with small data sets. Thus;for small data sets the proposed method performs better than known polynomial heuristicsand can be combined with these for larger data sets. Moreover; a sensitivity analysis of …,Intelligent Systems; 2006 3rd International IEEE Conference on,2006,26
A critique of the sensitivity rules usually employed for statistical table protection,Josep Domingo-Ferrer; Vicenc Torra,In statistical disclosure control of tabular data; sensitivity rules are commonly used to decidewhether a table cell is sensitive and should therefore not be published. The most popularsensitivity rules are the dominance rule; the p%-rule and the pq-rule. The dominance rulehas received critiques based on specific numerical examples and is being graduallyabandoned by leading statistical agencies. In this paper; we construct generalcounterexamples which show that none of the above rules does adequately reflectdisclosure risk if cell contributors or coalitions of them behave as intruders: in that case;releasing a cell declared non-sensitive can imply higher disclosure risk than releasing a celldeclared sensitive. As possible solutions; we propose an alternative sensitivity rule basedon the concentration of relative contributions. More generally; we suggest to complement …,International Journal of Uncertainty; Fuzziness and Knowledge-Based Systems,2002,26
FRR: Fair remote retrieval of outsourced private medical records in electronic health networks,Huaqun Wang; Qianhong Wu; Bo Qin; Josep Domingo-Ferrer,Abstract Cloud computing is emerging as the next-generation IT architecture. However;cloud computing also raises security and privacy concerns since the users have no physicalcontrol over the outsourced data. This paper focuses on fairly retrieving encrypted privatemedical records outsourced to remote untrusted cloud servers in the case of medicalaccidents and disputes. Our goal is to enable an independent committee to fairly recover theoriginal private medical records so that medical investigation can be carried out in aconvincing way. We achieve this goal with a fair remote retrieval (FRR) model in whicheither t investigation committee members cooperatively retrieve the original medical data ornone of them can get any information on the medical records. We realize the first FRRscheme by exploiting fair multi-member key exchange and homomorphic privately …,Journal of biomedical informatics,2014,25
Differential privacy via t-closeness in data publishing,Jordi Soria-Comas; Josep Domingo-Ferrert,k-Anonymity and e-differential privacy are two main privacy models proposed within thecomputer science community. Whereas the former was proposed for privacy-preserving datapublishing; ie data set anonymization; the latter initially arose in the context of interactivedatabases and was later extended to data publishing. We show here that t-closeness; one ofthe extensions of k-anonymity; can actually yieldε-differential privacy in data publishingwhen t= exp (ε). We detail a construction based on bucketization that realizes the previousimplication; hence; as an ancillary result; we provide a new computational procedure toachieve t-closeness and ε-differential privacy in data publishing.,Privacy; Security and Trust (PST); 2013 Eleventh Annual International Conference on,2013,24
FuturICT—The road towards ethical ICT,Jeroen van den Hoven; Dirk Helbing; Dino Pedreschi; Josep Domingo-Ferrer; Fosca Gianotti; Markus Christen,Abstract The pervasive use of information and communication technology (ICT) in modernsocieties enables countless opportunities for individuals; institutions; businesses andscientists; but also raises difficult ethical and social problems. In particular; ICT helped tomake societies more complex and thus harder to understand; which impedes social andpolitical interventions to avoid harm and to increase the common good. To overcome thisobstacle; the large-scale EU flagship proposal FuturICT intends to create a platform foraccessing global human knowledge as a public good and instruments to increase ourunderstanding of the information society by making use of ICT-based research. In thiscontribution; we outline the ethical justification for such an endeavor. We argue that theethical issues raised by FuturICT research projects overlap substantially with many of the …,The European Physical Journal Special Topics,2012,24
Safety and privacy in vehicular communications,Josep Domingo-Ferrer; Qianhong Wu,Abstract Vehicular ad hoc networks (VANETs) will improve traffic safety and efficiencyprovided that car-to-car communication stays trustworthy. Therefore; it is crucial to ensurethat the information conveyed by vehicle-generated messages is reliable. A sensible optionis to request that the content of a message originated by a certain vehicle be endorsed bynearby peer vehicles. However; neither message generation nor message endorsementshould entail any privacy loss on the part of vehicles co-operating in it. This chapter surveysthe available solutions to this security-privacy tension and analyzes their limitations. A newprivacy-preserving system is sketched which guarantees message authentication throughboth a priori and a posteriori countermeasures.,*,2009,24
Empirical disclosure risk assessment of the ipso synthetic data generators,Josep Domingo-Ferrer; Vicenç Torra; Josep M Mateo-Sanz; Francesc Sebé,Abstract. Information Preserving Statistical Obfuscation (IPSO) is a family of three methodsIPSO-A; IPSO-B; IPSO-C for numerical synthetic data generation designed by Burridge in2003. This paper reports on empirical work carried out to assess the re-identification risk ofeach method in different worst-case disclosure scenarios; with different datasets and usingdifferent record linkage methods. The conclusions of this study give some insight on howIPSO and other synthetic data generators can be tuned to minimize re-identification risk.Further; we discuss how a similar analysis could be conducted for synthetic generators ofcategorical data.,Monographs in official statistics-work session on statistical data confidentiality,2005,24
Information-theoretic disclosure risk measures in statistical disclosure control of tabular data,J Domingo-Feffer; Anna Oganian; Vicenç Torra,Statistical database protection is a part of information security which tries to preventpublished statistical information (tables; individual records) from disclosing the contributionof specific respondents. This paper shows how to use information-theoretic concepts tomeasure disclosure risk for tabular data. The proposed disclosure risk measure iscompatible with a broad class of disclosure protection methods and can be extended forcomputing disclosure risk for a set of linked tables.,Scientific and Statistical Database Management; 2002. Proceedings. 14th International Conference on,2002,24
Efficient smart-card based anonymous fingerprinting,Josep Domingo-Ferrer; Jordi Herrera-Joancomartí,Abstract Thwarting unlawful redistribution of information sold electronically is a majorproblem of information-based electronic commerce. Anonymous fingerprinting hasappeared as a technique for copyright protection which is compatible with buyer anonymityin electronic transactions. However; the complexity of known algorithms for anonymousfingerprinting is too high for practical implementation on standard computers; let alone smartcards. A scheme for anonymous fingerprinting is presented in this paper where all buyercomputations can be performed by the buyer's smart card.,International Conference on Smart Card Research and Advanced Applications,1998,24
From t-closeness to differential privacy and vice versa in data anonymization,Josep Domingo-Ferrer; Jordi Soria-Comas,Abstract k-anonymity and ε-differential privacy are two mainstream privacy models; theformer introduced to anonymize data sets and the latter to limit the knowledge gain thatresults from including one individual in the data set. Whereas basic k-anonymity onlyprotects against identity disclosure; t-closeness was presented as an extension of k-anonymity that also protects against attribute disclosure. We show here that; if not quiteequivalent; t-closeness and ε-differential privacy are strongly related to one another when itcomes to anonymizing data sets. Specifically; k-anonymity for the quasi-identifiers combinedwith ε-differential privacy for the confidential attributes yields stochastic t-closeness (anextension of t-closeness); with ta function of k and ε. Conversely; t-closeness can yield ε-differential privacy when t= exp (ε/2) and the assumptions made by t-closeness about the …,Knowledge-Based Systems,2015,23
Asymmetric group key agreement protocol for open networks and its application to broadcast encryption,Lei Zhang; Qianhong Wu; Bo Qin; Josep Domingo-Ferrer; Úrsula González-Nicolás,Abstract Asymmetric group key agreement is a recently introduced versatile cryptographicprimitive. It allows a group of users to negotiate a common encryption key which isaccessible to any entities; and each user only holds her respective secret decryption key.This concept not only enables confidential communications among group users but alsopermits any outsider to send encrypted messages to the group. The existing instantiation isonly secure against passive adversaries. In this paper; we first introduce an authenticatedasymmetric group key agreement protocol which offers security against active attacks inopen networks. Based on this protocol; we then propose a broadcast encryption systemwithout relying on a trusted dealer to distribute the secret keys to the users. Our system isequipped with the perfect forward security property and has short ciphertexts. Improved …,Computer Networks,2011,23
Aggregation of trustworthy announcement messages in vehicular ad hoc networks,Alexandre Viejo; Francesc Sebé; Josep Domingo-Ferrer,Vehicular ad hoc networks (VANETs) allow vehicle-to-vehicle communication and; inparticular; vehicle-generated announcements. Vehicles can use such announcements towarn nearby vehicles about road conditions (traffic jams; accidents). Thus; they can greatlyincrease the safety of driving. However; their trustworthiness must be guaranteed. A newsystem for vehicle-generated announcements is presented that is secure against externaland internal attackers attempting to send fake messages. Internal attacks are thwarted byusing an endorsement mechanism based on multisignatures. Besides; this scheme ensuresthat vehicles volunteering to generate and/or endorse trustworthy announcements do nothave to sacrifice their privacy.,Vehicular Technology Conference; 2009. VTC Spring 2009. IEEE 69th,2009,23
Measuring risk and utility of anonymized data using information theory,Josep Domingo-Ferrer; David Rebollo-Monedero,Abstract Before releasing anonymized microdata (individual data) it is essential to evaluatewhether: i) their utility is high enough for their release to make sense; ii) the risk that theanonymized data result in disclosure of respondent identity or respondent attribute values islow enough. Utility and disclosure risk measures are used for the above evaluation; whichnormally lack a common theoretical framework allowing to trade off utility and risk in aconsistent way. We explore in this paper the use of information-theoretic measures based onthe notion of mutual information.,Proceedings of the 2009 EDBT/ICDT Workshops,2009,23
Disclosure risk assessment in statistical data protection,Josep Domingo-Ferrer; Vicenç Torra,Abstract Statistical data protection; also known as statistical disclosure control; is aboutmethods that try to prevent published statistical information (tables; individual information)from disclosing the contribution of specific respondents; who may be individuals orenterprises. In addition to keeping disclosure risk acceptably low; methods used forstatistical data protection should not significantly damage the utility of the data beingprotected. This paper surveys different ways to assess the risk of disclosure in the protectionof both individual data (called microdata) and tabular data. A noteworthy result alsopresented is that the most widely used rule for assessing disclosure risk in tabular dataprotection is flawed.,Journal of Computational and Applied Mathematics,2004,23
Invertible spread-spectrum watermarking for image authentication and multilevel access to precision-critical watermarked images,Josep Domingo-Ferrer; Francesc Sebe,Invertible watermarking has been introduced in the literature for the purpose of imageauthentication. We present a spread-spectrum invertible watermarking system which can beused to authenticate images in any lossless format; ie establish their integrity. A secondapplication of invertible watermarking is multilevel access to watermarked images:depending on her clearance; the image user can" clean" the marks of more or less parts ofthe image; so as to gain in precision. Both applications make sense for precision-criticalimages (eg military; satellite; medical; quality control; reverse engineering images) whosecopyright should still be protected to some extent.,Information Technology: Coding and Computing; 2002. Proceedings. International Conference on,2002,23
