Accelerating CUDA graph algorithms at maximum warp,Sungpack Hong; Sang Kyun Kim; Tayo Oguntebi; Kunle Olukotun,Abstract Graphs are powerful data representations favored in many computational domains.Modern GPUs have recently shown promising results in accelerating computationallychallenging graph problems but their performance suffered heavily when the graph structureis highly irregular; as most real-world graphs tend to be. In this study; we first observe thatthe poor performance is caused by work imbalance and is an artifact of a discrepancybetween the GPU programming model and the underlying GPU architecture. We thenpropose a novel virtual warp-centric programming method that exposes the traits ofunderlying GPU architectures to users. Our method significantly improves the performanceof applications with heavily imbalanced workloads; and enables trade-offs betweenworkload imbalance and ALU underutilization for fine-tuning the performance. Our …,ACM SIGPLAN Notices,2011,293
Flushing entries in a non-coherent cache,*,Techniques are provided for performing a flush operation in a non-coherent cache. Inresponse to determining to perform a flush operation; a cache unit flushes certain data items.The flush operation may be performed in response to a lapse of a particular amount of time;such as a number of cycles; or an explicit flush instruction that does not indicate any cacheentry or data item. The cache unit may store change data that indicates which entry stores adata item that has been modified but not yet been flushed. The change data may be used toidentify the entries that need to be flushed. In one technique; a dirty cache entry that isassociated with one or more relatively recent changes is not flushed during a flushoperation.,*,2014,2
Program trace method using a relational database,*,Disclosed is a method of tracing a program that comprises: providing a relational databasedata structure defining a plurality of fields configured to store program trace information;executing a program comprising a plurality of functions including calling a function from theprogram; extracting first trace data of the function and storing the first trace data in a portionof the plurality of fields; and after executing the program; extracting second trace dataassociated with the first trace data and storing the second trace data in remaining portions ofthe plurality of fields.,*,2012,2
Compiling GreenMarl into GPS,Sungpack Hong; Semih Salihoglu; Jennifer Widom; Kunle Olukotun,Abstract The massive size of the data in large graph processing requires distributedprocessing. However; conventional frameworks for distributed graph processing; such asPregel; use programming models that are well-suited for scalability but inconvenient forprogramming graph algorithms. In this paper; we use Green-Marl; a Domain-SpecificLanguage for graph analysis; to describe graph algorithms intuitively and extend its compilerto generate equivalent Pregel programs. Using the semantic information exposed by Green-Marl; the compiler applies the same kinds of transformation rules that programmers applywhen manually implementing graph algorithms with Pregel. Our experiments show that thePregel programs generated by Green-Marl compiler perform similarly to native Pregelimplementations of the same algorithms. The compiler is even able to generate a Pregel …,*,2012,2
Tie-Strength and Strategies in Social Capital Management,Sungpack Hong,One of most influential sociology studies is the concept of strength in interpersonalrelationship and its role in information spread-out through social networks. In sociology;tiestrength is a mathematical model that represents the degree of intimacy between twopeople; strong ties; as for a rough classification; correspond to close friendship and weakties to acquaintances. The surprising discovery; however; was that critical information; suchas job position; tends to flow through weak-ties rather than strong-ties. Once afterGranovetter [8] first reported this phenomenon in his Ph. D work through extensive empiricalstudies on newly hired people; it drew great attention from many researchers in sociologyand economics who tried to find a natural explanation for it. There is a group of convincingexplanations [7; 9; 10] which relate weak-ties with the structure of underlying social …,*,*,2
PGX. D/Async: A Scalable Distributed Graph Pattern Matching Engine,Nicholas P Roth; Vasileios Trigonakis; Sungpack Hong; Hassan Chafi; Anthony Potter; Boris Motik; Ian Horrocks,Abstract Graph querying and pattern matching is becoming an important feature of graphprocessing as it allows data analysts to easily collect and understand information about theirgraphs in a way similar to SQL for databases. One of the key challenges in graph patternmatching is to process increasingly large graphs that often do not fit in the memory of asingle machine. In this paper; we present PGX. D/Async; a scalable distributed patternmatching engine for property graphs that is able to handle very large datasets. PGX.D/Async implements pattern matching operations with asynchronous depth-first traversal;allowing for a high degree of parallelism and precise control over memory consumption. InPGX. D/Async; developers can query graphs with PGQL; an SQL-like query language forproperty graphs. Essentially; PGX. D/Async provides an intuitive; distributed; in-memory …,Proceedings of the Fifth International Workshop on Graph Data-management Experiences & Systems,2017,1
Intelligent compiler for parallel graph processing,*,Techniques for analyzing and modifying a graph analytic program are provided. An analyzer(such as a compiler) searches for a program portion that matches a pattern that may sufferfrom workload imbalance due to nodes with high degrees (ie; relatively many edges). Sucha pattern involves iteration over at least a subset (or all) of the nodes in a graph. If a programportion that matches the pattern is found; then the analyzer determines whether the body ofthe iteration contains an iteration over edges or neighbors of each node in the subset. If so;then the analyzer transforms the graph analytic program by adding code and; optionally;modifying existing code so that high-degree nodes are processed differently than low-degree nodes. High-degree nodes are processed sequentially while low-degree nodes areprocessed in parallel. Conversely; edges of high-degree nodes are processed in parallel …,*,2016,1
The Impact of Task Runtime Estimate Accuracy on Scheduling Workloads of Workflows,Alexey Ilyushkin; Dick Epema; Alexey Ilyushkin; Ahmed Ali-Eldin; Nikolas Herbst; André Bauer; Alessandro V Papadopoulos; Dick Epema; Alexandru Iosup; Long Cheng; Ying Wang; Yulong Pei; Dick Epema; Shenjun Ma; Alexey Ilyushkin; Alexander Stegehuis; Alexandru Iosup; Shenjun Ma; Alexey Ilyushkin; Alexander Stegehuis; Alexandru Iosup; Bogdan Ghit; Dick Epema; Alexey Ilyushkin; Ahmed Ali-Eldin; Nikolas Herbst; Alessandro Papadopoulos; Bogdan Ghit; Dick Epema; Alexandru Iosup; Yong Guo; Sungpack Hong; Hassan Chafi; Alexandru Iosup; Dick Epema; Alexandru Iosup; Radu Prodan; Alexandru Iosup; Adele Lu Jia; Siqi Shen; Dick Epema; Alexandru Iosup; Ahmed Ali-Eldin; Alexey Ilyushkin; Bogdan Ghit; Nikolas Roman Herbst; Alessandro Papadopoulos; Alexandru Iosup; Henri Bal; Dick Epema; Cees de Laat; Rob van Nieuwpoort; John Romein; Frank Seinstra; Cees Snoek; Harry Wijshoff; Aleksandra Kuzmanovska; Rudolf Mak; Dick Epema; Aleksandra Kuzmanovska; Rudolf Mak; Dick Epema; Bogdan Ghit; Dick Epema; Yong Guo; Ana Lucia Varbanescu; Dick Epema; Alexandru Iosup; Jie Shen; Ana Lucia Varbanescu; Yutong Lu; Peng Zou; Henk Sips; A Kuzmanovska; RH Mak; DHJ Epema,abstract={The audio Beamforming (BF) technique utilizes microphone arrays to extractacoustic sources recorded in a noisy environment. In this article; we propose a newapproach for rapid development of multicore BF systems. Research on literature reveals thatthe majority of such experimental and commercial audio systems are based on desktop PCs;due to their high-level programming support and potential of rapid system development.However; these approaches introduce performance bottlenecks; excessive powerconsumption; and increased overall cost. Systems based on DSPs require very low power;but their performance is still limited. Custom hardware solutions alleviate theaforementioned drawbacks; however; designers primarily focus on performanceoptimization without providing a high-level interface for system control and test. In order to …,18th IEEE/ACM International Symposium on Cluster; Grid and Cloud Computing,2016,1
Automatic Selection Of An Abstract Data Type,*,An abstract data type is a data type defined in effect by semantics of operations performed onthe data type. In a program; abstract data types may only be accessed by these operations. Implementationsof abstract data types and the operations that define the abstract data types are provided separatelyand may not be exposed to a programmer. There can be many different implementations foran abstract data type; however; the different implementations each support and honor the semanticsof the operations … The choice of implementation for abstract data types can greatly affect theperformance of a program. Poor choice of implementation often leads to poor performance ofthe program. There may be no one-size-fits-all implementation of an abstract data type whichperforms best for every use case … Typically; programmers choose the best implementationof the abstract data types for programs. Programmers may choose an existing …,*,2015,1
Memory fast-forward: A low cost special function unit to enhance energy efficiency in GPU for big data processing,Eunhyeok Park; Junwhan Ahn; Sungpack Hong; Sungjoo Yoo; Sunggu Lee,Abstract Big data processing; eg; graph computation and MapReduce; is characterized bymassive parallelism in computation and a large amount of fine-grained random memoryaccesses often with structural localities due to graph-like data dependency. Recently; GPUis gaining more and more attention for servers due to its capability of parallel computation.However; the current GPU architecture is not well suited to big data workloads due to thelimited capability of handling a large number of memory requests. In this paper; we present aspecial function unit; called memory fast-forward (MFF) unit; to address this problem. Ourproposed MFF unit provides two key functions. First; it supports pointer chasing whichenables computation threads to issue as many memory requests as possible to increase thepotential of coalescing memory requests. Second; it coalesces memory requests bound …,Proceedings of the 2015 Design; Automation & Test in Europe Conference & Exhibition,2015,1
Modeling; Analysis; and Experimental Comparison of Streaming Graph-Partitioning Policies: A Technical Report,Yong Guo; Sungpack Hong; Hassan Chafi; Alexandru Iosup; Dick Epema,Abstract In recent years; many distributed graph-processing systems have been designedand developed to analyze large-scale graphs. For all distributed graph-processing systems;partitioning graphs is a key part of processing and an important aspect of achieve goodprocessing performance. To keep low the performance of partitioning graphs; even whenprocessing the ever-increasing modern graphs; many previous studies use lightweightstreaming graph-partitioning policies. Although many such policies exist; currently there isno comprehensive study of their impact on load balancing and communication overheads;and on the overall performance of graph-processing systems. This relative lack ofunderstanding hampers the development and tuning of new streaming policies; and couldlimit the entire research community to the existing classes of policies. We address these …,Delft University of Technology; Tech. Rep. PDS-2015-002,2015,1
Data storage system including respective buffers for non-volatile memory and disc recording medium; and data access method thereof,*,A data storage system includes a non-volatile memory; a disc recording medium; a non-volatile memory buffer; operatively disposed between a host interface and the non-volatilememory; which stores a portion of data stored in the non-volatile memory; and a disc buffer;operatively disposed between the host interface and the disc recording medium; whichstores a portion of data stored in the disc recording medium. The data storage system maybe configured to receive an access address from a host operatively connected to the hostinterface; and sequentially determine whether the access address exists in one of the non-volatile memory buffer; the non-volatile memory; the disc buffer; and the disc recordingmedium; in that order.,*,2011,1
Concurrent distributed graph processing system with self-balance,*,Abstract Techniques are provided for dynamically self-balancing communication andcomputation. In an embodiment; each partition of application data is stored on a respectivecomputer of a cluster. The application is divided into distributed jobs; each of whichcorresponds to a partition. Each distributed job is hosted on the computer that hosts thecorresponding data partition. Each computer divides its distributed job into computationtasks. Each computer has a pool of threads that execute the computation tasks. Duringexecution; one computer receives a data access request from another computer. The dataaccess request is executed by a thread of the pool. Threads of the pool are bimodal and maybe repurposed between communication and computation; depending on workload. Eachcomputer individually detects completion of its computation tasks. Each computer informs …,*,2017,*
METHOD OF ACHIEVING INTRA-MACHINE WORKLOAD BALANCE FOR DISTRIBUTED GRAPH-PROCESSING SYSTEMS,*,Abstract: Techniques are provided for efficiently distributing graph data to multiple processorthreads located on a server node. The server node receives graph data to be processed bythe server node of a graph processing system. The received graph data is a portion of alarger graph to be processed by the graph processing system. In response to receivinggraph data the server node compiles a list of vertices and attributes of each vertex from thegraph data received. The server node then creates task chunks of work based upon thecompiled list of vertices and their corresponding attribute data. The server node thendistributes the task chunks to a plurality of threads available on the server node.,*,2017,*
Graph analytic engine that implements efficient transparent remote access over representational state transfer,*,Abstract Techniques herein decouple available results; from graph analysis execution; toadapt to various deployment configurations. In an embodiment; a graph engine is deployedthat has multiple mutually-exclusive configuration modes that include being embeddedwithin a software application; centrally serving software applications; or distributed amongsta cluster of computers. Based on a current configuration mode of the graph engine; asoftware application receives or generates an analysis request to process a graph. Thesoftware application provides the analysis request to the graph engine in exchange foraccess to a computational future; of the graph engine; that is based on the analysis requestand the graph. Based on a proxy of said computational future; the software applicationaccesses a result of the analysis request. In an embodiment; a remote proxy exchanges …,*,2017,*
Graph processing system that can define a graph view from multiple relational database tables,*,Techniques are provided for mapping tables and columns of a legacy relational schema intosynthetic tables that are dedicated for graph analysis. In an embodiment; a computerreceives a mapping of relational tables to node tables and edge tables. The node tablescontain columns and rows. The edge tables contain columns and rows. The rows of thenode tables and the rows of the edge tables define a graph. Based on the mapping and therelational tables; the computer calculates a value of at least one column of at least one rowof the node tables. Based on an execution of a query of the graph; the computer returns thevalue.,*,2017,*
In-memory data analytic system that provides an integrated tracking mechanism for explicit memory resources,*,Techniques and a system are provided for managing resources used by user-providedprograms. The system includes an application programming interface (API) that allows user-provided programs to access memory resources managed by functions provided by the API.The system stores memory-usage records made during memory allocations. Memory-usagerecords may be used to identify memory resources; analyze memory usage; and provideother features.,*,2017,*
Reducing synchronization of tasks in latency-tolerant task-parallel systems,*,Techniques are provided for reducing synchronization of tasks in a task scheduling system.A task queue includes multiple tasks; some of which require an I/O operation while othertasks require data stored locally in memory. A single thread is assigned to process tasks inthe task queue. The thread determines if a task at the head of the task queue requires an I/Ooperation. If so; then the thread generates an I/O request; submits the I/O request; and mayplace the task at (or toward) the end of the task queue. When the task reaches the head ofthe task queue again; the thread determines if data requested by the I/O request is availableyet. If so; then the thread processes the request. Otherwise; the thread may place the task at(or toward) the end of the task queue again.,*,2017,*
Method of achieving intra-machine workload balance for task chunks for distributed graph-processing systems,*,Techniques are provided for efficiently distributing graph data to multiple processor threadslocated on a server node. The server node receives graph data to be processed by theserver node of a graph processing system. The received graph data is a portion of a largergraph to be processed by the graph processing system. In response to receiving graph datathe server node compiles a list of vertices and attributes of each vertex from the graph datareceived. The server node then creates task chunks of work based upon the compiled list ofvertices and their corresponding attribute data. The server node then distributes the taskchunks to a plurality of threads available on the server node.,*,2017,*
Efficient method for subgraph pattern matching,*,Techniques herein optimize subgraph pattern matching. A computer receives a graph vertexarray and a graph edge array. Each vertex and each edge has labels. The computer storesan array of index entries and an array of edge label sets. Each index entry corresponds to arespective vertex originating an edge and associates an offset of the edge with an offset ofthe respective vertex. Each edge label set contains labels of a respective edge. Thecomputer selects a candidate subset of edges originating at a current vertex. The edgelabels of each candidate edge of the candidate subset include a same particular query edgelabels. The computer selects the candidate subset based on the index array and afterwardsselects a result subset of vertices from among the terminating vertices of the candidateedges. The labels of each vertex of the result subset include a same particular query …,*,2017,*
Automated generation of memory consumption aware code,*,Techniques generate memory-optimization logic for concurrent graph analysis. A computeranalyzes domain-specific language logic that analyzes a graph having vertices and edges.The computer detects parallel execution regions that create thread locals. Each thread localis associated with a vertex or edge. For each parallel region; the computer calculates howmuch memory is needed to store one instance of each thread local. The computer generatesinstrumentation that determines how many threads are available and how many vertices andedges will create thread locals. The computer generates tuning logic that determines howmuch memory is originally needed for the parallel region based on how much memory isneeded to store the one instance; how many threads are available; and graph size. Thetuning logic detects a memory shortage based on the original amount of memory needed …,*,2017,*
A Load-Balanced Parallel and Distributed Sorting Algorithm Implemented with PGX. D,Zahra Khatami; Sungpack Hong; Jinsoo Lee; Siegfried Depner; Hassan Chafi; J Ramanujam; Hartmut Kaiser,Sorting has been one of the most challenging studied problems in different scientificresearches. Although many techniques and algorithms have been proposed on the theory ofhaving efficient parallel sorting implementation; however achieving desired performance ondifferent types of the architectures with large number of processors is still a challengingissue. Maximizing parallelism level in applications can be achieved by minimizingoverheads due to load imbalance and waiting time due to memory latencies. In this paper;we present a distributed sorting algorithm implemented in PGX. D; a fast distributed graphprocessing system; which outperforms the Spark's distributed sorting implementation byaround 2x-3x by hiding communication latencies and minimizing unnecessary overheads.Furthermore; it shows that the proposed PGX. D sorting method handles dataset …,Parallel and Distributed Processing Symposium Workshops (IPDPSW); 2017 IEEE International,2017,*
Efficient method for indexing data transferred between machines in distributed graph processing systems,*,Techniques herein index data transferred during distributed graph processing. In anembodiment; a system of computers divides a directed graph into partitions. The systemcreates one partition per computer and distributes each partition to a computer. Eachcomputer builds four edge lists that enumerate edges that connect the partition of thecomputer with a partition of a neighbor computer. Each of the four edge lists has edges of adirection; which may be inbound or outbound from the partition. Edge lists are sorted byidentifier of the vertex that terminates or originates each edge. Each iteration of distributedgraph analysis involves each computer processing its partition and exchanging edge data orvertex data with neighbor computers. Each computer uses an edge list to build a compactlydescribed range of edges that connect to another partition. The computers exchange …,*,2017,*
Fast processing of path-finding queries in large graph databases,*,Techniques herein are for fast processing of path-finding queries in large graph databases.A computer system receives a graph search request to find a set of result paths between oneor more source vertices of a graph and one or more target vertices of the graph. The graphcomprises vertices connected by edges. During a first pass; the computer system performsone or more breadth-first searches to identify a subset of edges of the graph. The one ormore breadth-first searches originate at the one or more source vertices. After the first passand during a second pass; the computer system performs one or more depth-first searchesto identify the set of result paths. The one or more depth-first searches originate at the one ormore target vertices. The one or more depth-first searches traverse at most the subset ofedges of the graph.,*,2017,*
Advanced interactive command-line front-end for graph analysis systems,*,Systems and methods for interactive front-end graph analysis are provided herein.According to one embodiment; a front-end application receives; from a compiler; first meta-information for a particular graph analysis procedure; where the first meta-informationidentifies a set of input parameters for passing graph information to the particular graphanalysis procedure. The front-end application registers; using the first meta-information; theparticular graph analysis procedure as an available command. The front-end applicationalso receives second meta-information that identifies; for each respective graph object of aset of one or more graph objects; a respective set of graph characteristics. In response toreceiving a request to apply the particular graph analysis procedure to the set of one or moregraph objects; the front-end application enforces a set of one or more constraints based …,*,2017,*
Graph data processing system that supports automatic data model conversion from resource description framework to property graph,*,A graph processing system that supports automatic data model conversion from ResourceFramework Description (RDF) to Property Graph (PG) is provided. Rather than using a naiveconversion approach that creates PG nodes and edges without properties; a set ofconversion rules is evaluated to automatically convert RDF triples into PG nodes and edgeswith properties; as appropriate. Accordingly; the converted PG data takes full advantage ofthe PG format while advantageously avoiding the creation of extraneous nodes and edges;allowing queries on the PG data to be efficiently executed on any database supporting thePG data model. The plurality of rules categorize each triple into three different casesdepending on whether or not the predicate is “rdf: type” and whether or not the object is aliteral value; generating graph entities as appropriate for each case. Optionally; user …,*,2017,*
Optimization techniques for high-level graph language compilers,*,Techniques for optimizing program code through property merging are described. In anembodiment; a compiler identifies; from a plurality of properties of a particular data objectthat are referenced by the program code; one or more candidate sets of properties that areeligible for merging. For a respective candidate set of properties of the one or morecandidate set of properties; the compiler determines whether to merge different properties ofthe particular data object that belong to the respective candidate set of properties. Afterdetermining to merge the different properties; a particular data structure is generated; withinthe memory of a computing device; that stores the different properties of the particular dataobject that belong to the respective candidate set.,*,2017,*
Latency-hiding context management for concurrent distributed tasks in a distributed system,*,Techniques are provided for latency-hiding context management for concurrent distributedtasks. A plurality of task objects is processed; including a first task object corresponding to afirst task that includes access to first data residing on a remote machine. A first accessrequest is added to a request buffer. A first task reference identifying the first task object isadded to a companion buffer. A request message including the request buffer is sent to theremote machine. A response message is received; including first response data responsiveto the first access request. For each response of one or more responses of the responsemessage; the response is read from the response message; a next task reference is readfrom the companion buffer; and a next task corresponding to the next task reference iscontinued based on the response. The first task is identified and continued.,*,2017,*
Textual query editor for graph databases that performs semantic analysis using extracted information,*,Techniques herein are for query editing with semantic analysis of a query based oninformation extracted from a tuple graph. In an embodiment; a computerized methodinvolves processing a dataset to extract an extracted schema that describes types andrelationships that occur within the dataset. The dataset is not associated with a schema thatis not contained in the dataset. The dataset has a graph of tuples. During an incrementalparse; an abstract syntax tree (AST) that represents a query is modified. The extractedschema and the dataset are used to perform semantic analysis on the AST. In anembodiment; the tuples are resource description framework (RDF) triples. In anembodiment; the RDF triples include RDF schema statements. Extracting an extractedschema involves processing RDF schema statements. In an embodiment; the query is a …,*,2016,*
Automatic generation of multi-source breadth-first search from high-level graph language,*,Techniques are described herein for automatic generation of multi-source breadth-firstsearch (MS-BFS) from high-level graph processing language. In an embodiment; a methodinvolves a computer analyzing original software instructions. The original softwareinstructions are configured to perform multiple breadth-first searches to determine aparticular result. Each breadth-first search originates at each of a subset of vertices of agraph. Each breadth-first search is encoded for independent execution. Based on theanalyzing; the computer generates transformed software instructions configured to perform aMS-BFS to determine the particular result. Each of the subset of vertices is a source of theMS-BFS. In an embodiment; parallel execution of the MS-BFS is regulated with batches ofvertices. In an embodiment; the original software instructions are expressed in Green …,*,2016,*
A Balanced Parallel Distributed Sorting Implemented with PGX. D,Zahra Khatami; Sungpack Hong; Jinsu Lee; Siegfried Depner; Hassan Chafi,Abstract: Sorting has been one of the most challenging studied problems in differentscientific researches. Although many techniques and algorithms has been proposed on thetheory of efficient parallel sorting implementation; however achieving the desiredperformance on the variety of architectures with the large number of processors is still thechallenging issue. Maximizing the parallelism level in the application can be achieved byminimizing the overhead due to load imbalance and waiting time due to the memorylatencies. In this paper; we present a distributed sorting implemented in PGX. D; a fastdistributed graph processing system; which outperforms Spark distributed sorting by around2x-3x by hiding communication latencies and minimizing unnecessary overheads.Furthermore; it shows that the proposed PGX. D sorting method handles duplicated data …,arXiv preprint arXiv:1611.00463,2016,*
Graph-data partitioning for workload-balanced distributed computation with cost estimation functions,*,Techniques herein perform workload-balanced graph partitioning. Each graph partition isdistributed to a respective computer. Each computer applies a workload-estimation functionto its partition to calculate a numeric workload-value that indicates how much computationthe partition needs. Each computer sends its numeric workload-value to a master computer.The master compares the highest and lowest numeric workload-values. If the differenceexceeds a threshold; the master detects how much work should overloaded-computersoffload to under-utilized computers. To each overloaded-computer; the master sends adirective with a balancing numeric workload-value that indicates how much computation tooffload and an identifier of an under-utilized computer to receive the offload. Based on thisdirective and the workload-estimation function; an overloaded-computer selects a portion …,*,2016,*
Constructing an in-memory representation of a graph,*,Techniques for efficiently loading graph data into memory are provided. A plurality of nodeID lists are retrieved from storage. Each node ID list is ordered based on one or more ordercriteria; such as node ID; and is read into memory. A new list of node IDs is created inmemory and is initially empty. From among the plurality of node ID lists; a particular node IDis selected based on the one or more order criteria; removed from the node ID list where theparticular node ID originates; and added to the new list. This process of selecting; removing;and adding continues until no more than one node ID list exists; other than the new list. Inthis way; the retrieval of the plurality of node ID lists from storage may be performed inparallel while the selecting and adding are performed sequentially.,*,2016,*
Efficient regular path query evaluation in PGX,Xuming Meng,Nowadays; available data on the Internet grows extremely rapidly in terms of volume;velocity and variety. Efficient management of such huge amount of data has appealed toboth industry and academia. However; the data model used by traditional relationaldatabase management system does not fit in all user cases; such as semantic web [7]; socialnetwork [5; 49; 42]; biological network [39; 40]. The relational model [43] represents data astuples; groups them into relations. Each relation has unique primary/-foreign key used toindicate hidden data connections. The major drawback of this model is expensive discoveryof data connection via join operation. Usually; queries involving many link discovery tend tobe processed inefficiently. Another downside of relational data model is lack of explicitrepresentation of connection between data items; resulting in limits on expressiveness of …,*,2016,*
Bus Optimization for Low Power in High-Level Synthesis,Sungpack Hong; Taewhan Kim,Sub-micron feature sizes have resulted in a considerable portion of power to be dissipatedon the buses; causing an increased attention on savings for power at the behavioral leveland the RT level of design. This paper addresses the problem of minimizing powerdissipated in the switching of the buses in the high-level synthesis of data-dominatedbehavioral descriptions. Unlike the previous approaches in which the minimization of thepower consumed in buses has not been considered until operation scheduling is completed;our approach integrates the bus binding problem into scheduling to exploit the impact ofscheduling on the reduction of power dissipated on the buses more fully and effectively. Weaccomplish this by formulating the problem into a flow problem in a network; and devising anefficient algorithm which iteratively finds the maximum flow of minimum cost solutions in …,Journal of Circuits; Systems; and Computers,2003,*
A Data-Centric Parallel Architecture for High Performance Graph Processing,Tayo Oguntebi; Nicole Rodia; Sungpack Hong; Kunle Olukotun,• Shared memory multi-core (eg x86/SPARC servers)+ Inexpensive commodity hardware−Multi-level caches–low locality performs poorly− Non-uniform memory access time for multi-socket− Limited number of system threads• Massively multithreaded (eg Cray XMT)+ Manycores and threads hide memory latency+ Shared address space with uniform memoryaccess time,Crossings,*,*
