Can social bookmarking improve web search?,Paul Heymann; Georgia Koutrika; Hector Garcia-Molina,Abstract Social bookmarking is a recent phenomenon which has the potential to give us agreat deal of data about pages on the web. One major question is whether that data can beused to augment systems like web search. To answer this question; over the past year wehave gathered what we believe to be the largest dataset from a social bookmarking site yetanalyzed by academic researchers. Our dataset represents about forty million bookmarksfrom the social bookmarking site del. icio. us. We contribute a characterization of posts todel. icio. us: how many bookmarks exist (about 115 million); how fast is it growing; and howactive are the URLs being posted about (quite active). We also contribute a characterizationof tags used by bookmarkers. We found that certain tags tend to gravitate towards certaindomains; and vice versa. We also found that tags occur in over 50 percent of the pages …,Proceedings of the 2008 International Conference on Web Search and Data Mining,2008,591
OLAP Cubes for Social Searches: Standing on the Shoulders of Giants?,Konstantinos Morfonios; Georgia Koutrika,ABSTRACT The advent of social bookmarking has signaled a new era towards a more“pluralistic” web; where entities of multiple types (eg; users; resources; tags) can coexist andget interconnected. In this paper; we propose going beyond classical searches for resourcesbased on keywords to exploring social data starting from any type of entity; ie; user; resourceor annotation; and requesting aggregated views of related entities based on therelationships defined between entities. We map this type of social searching to OLAP queryprocessing bridging the gap between OLAP and the social web and we study various waysto support on-the-fly aggregations of social data. We further describe how data cubes can beused for precomputing and materializing the results of all possible aggregate queries over asocial dataset. Our experiments show that cubes can efficiently support searches over …,WebDB,2008,13
PrefDB: Supporting preferences as first-class citizens in relational databases,Anastasios Arvanitis; Georgia Koutrika,In this paper; we argue that preference-aware query processing needs to be pushed closerto the DBMS. We introduce a preference-aware relational data model that extends databasetuples with preferences and an extended algebra that captures the essence of processingqueries with preferences. Based on a set of algebraic properties and a cost model that wepropose; we provide several query optimization strategies for extended query plans. Further;we describe a query execution algorithm that blends preference evaluation with queryexecution; while making effective use of the native query engine. We have implemented ourframework and methods in a prototype system; PrefDB. PrefDB allows transparent andefficient evaluation of preferential queries on top of a relational DBMS. Our extensiveexperimental evaluation on two real-world datasets demonstrates the feasibility and …,IEEE Transactions on Knowledge and Data Engineering,2014,12
Logos: a system for translating queries into narratives,Andreas Kokkalis; Panagiotis Vagenas; Alexandros Zervakis; Alkis Simitsis; Georgia Koutrika; Yannis Ioannidis,Abstract This paper presents Logos; a system that provides natural language translations forrelational queries expressed in SQL. Our translation mechanism is based on a graph-basedapproach to the query translation problem. We represent various forms of structured queriesas directed graphs and we annotate the graph edges with template labels using anextensible template mechanism. Logos uses different graph traversal strategies for efficientlyexploring these graphs and composing textual query descriptions. The audience mayinteractively explore Logos using various database schemata and issuing either sample orad hoc queries.,Proceedings of the 2012 ACM SIGMOD International Conference on Management of Data,2012,12
Generating reading orders over document collections,Georgia Koutrika; Lei Liu; Steve Simske,Given a document collection; existing systems allow users to browse the collection orperform searches that return lists of documents ranked based on their relevance to the userquery. While these approaches work fine when a user is trying to locate specific documents;they are insufficient when users need to access the pertinent documents in some logicalorder; for example for learning or editorial purposes. We present a system that automaticallyorganizes a collection of documents in a tree from general to more specific documents; andallows a user to choose a reading sequence over the documents. This a novel way tocontent consumption that departs from the typical ranked lists of documents based on theirrelevance to a user query and from static navigational interfaces. We present a set ofalgorithms that solve the problem and we evaluate their performance as well as the …,Data Engineering (ICDE); 2015 IEEE 31st International Conference on,2015,9
On Principles of Egocentric Person Search in Social Networks.,Sara Cohen; Benny Kimelfeld; Georgia Koutrika; Jan Vondrák,ABSTRACT Person search is the problem of finding; by means of keyword search; relevantpeople in a social network. In egocentric person search; the search query is issued by aperson s participating in the social network; and the goal is to find people that possess twoqualities: relevancy to the query; and relevancy to s herself. This position paper considersthe latter quality; and specifically; scoring functions that rank persons by their relevancy to s.In particular; the paper proposes general principles (ie; properties) that should be held bysuch scoring functions. Several functions; which were proposed in the past for measuringnode connectivity; are analyzed with respect to the proposed principles. It is shown thatnone of these functions sufficiently satisfy the principles. In contrast; the paper presents twoadditional functions that satisfy the principles in a strong sense.,VLDS,2011,9
To print or not to print: hybrid learning with METIS learning platform,Joshua Hailpern; Rares Vernica; Molly Bullock; Udi Chatow; Jian Fan; Georgia Koutrika; Jerry Liu; Lei Liu; Steven Simske; Shanchan Wu,Abstract As part of the explosion in educational software; online tools; and open educationalresources there has been a rapid devaluation of printed textbooks. While digital texts haveadvantages; printed textbooks still provide irreplaceable value over online media. Thereforetechnology should enhance; rather than eliminate printed text. To this end; this paperpresents METIS; a hybrid learning software/service platform that is designed to supportactive reading. METIS provides easy digital-to-print-to-digital usage; simple creation ofCheat Sheets & FlexNotes for personal note taking and organization; and a custom flexiblerendering & publishing engine for education called Aero. METIS was designed based onlessons learned from a formative study of 523 students at SJSU; and validated through focusgroups involving 32 educators and students at both high school and college levels.,Proceedings of the 7th ACM SIGCHI Symposium on Engineering Interactive Computing Systems,2015,8
Personalized DBMS: an Elephant in Disguise or a Chameleon?,Georgia Koutrika,Abstract A query; expressed in a structured query language such as SQL; describesprecisely the data that should comprise the answer and a non-empty answer is returned onlyif it satisfies all query criteria. However; the Boolean database query model has limitations. Auser may run into empty answers when the query conditions are too restrictive or sift throughtoo many results that match the query. User preferences naturally blend into queriesallowing to explore alternatives or prioritize and filter available choices. In addition; they canbe used to generate answers that are personalized to the user. In this paper; we explain theneed towards personalized and preference-aware query answering in the context ofdatabases and we discuss how it can be enabled. Our objective is to discuss the pros andcons of existing approaches and the challenges and opportunities towards a truly …,IEEE Data Eng. Bull.,2011,8
Personalization of queries based on user preferences,Georgia Koutrika; Yannis Ioannidis,Abstract Query Personalization is the process of dynamically enhancing a query with relateduser preferences stored in a user profile with the aim of providing personalized answers.The underlying idea is that different users may find different things relevant to a search dueto different preferences. Essential ingredients of query personalization are:(a) a model forrepresenting and storing preferences in user profiles; and (b) algorithms for the generationof personalized answers using stored preferences. Modeling the plethora of preferencetypes is a challenge. In this paper; we present a preference model that combinesexpressivity and concision. In addition; we provide algorithms for the selection ofpreferences related to a query and the progressive generation of personalized results; whichare ranked based on user interest.,Dagstuhl Seminar Proceedings,2006,8
Preference-based query personalization,Georgia Koutrika; Evaggelia Pitoura; Kostas Stefanidis,Abstract In the context of database queries; computational methods for handling preferencescan be broadly divided into two categories. Query personalization methods consider thatuser preferences are provided as a user profile separately from the query and dynamicallydetermine how this profile will affect the query results. On the other hand; preferential queryanswering methods consider that preferences are explicitly expressed within queries. Thefocus of this chapter is on query personalization methods. We will first describe howpreferences can be represented and stored in user profiles. Then; we will discuss howpreferences are selected from a user profile and applied to a query.,*,2013,7
Comprehensible answers to précis queries,Alkis Simitsis; Georgia Koutrika,Abstract Users without knowledge of schemas or query languages have difficulties inaccessing information stored in databases. Commercial and research efforts have focusedon keyword-based searches. Among them; précis queries generate entire multi-relationdatabases; which are logical subsets of existing ones; instead of individual relations. Thelogical database subset contains not only items directly related to the query selections butalso items implicitly related to them in various ways. Earlier work has identified the need ofproviding the naïve user with meaningful answers to his questions and has suggested thetranslation of précis query answer in narrative form. In this paper; we present a semi-automatic method that translates the relational output of a précis query into a synthesis ofresults. We describe a translator engine that uses a template mechanism for generating a …,International Conference on Advanced Information Systems Engineering,2006,7
Representation; composition and application of preferences in databases,Georgia Koutrika; Evaggelia Pitoura; Kostas Stefanidis,This tutorial provides an overview of the key research results in the area of user preferencesfrom a database perspective. The objective is to survey in a systematic and holistic way anumber of approaches for preference representation and composition; querying withpreferences and preference learning. Open research problems are also presented.,Data Engineering (ICDE); 2010 IEEE 26th International Conference on,2010,6
Generalized précis queries for logical database subset creation,Alkis Simitsis; Georgia Koutrika; Yannis Ioannidis,As a large fraction of available information resides in databases; the need for facilitatingaccess for the large majority of users becomes increasingly more important. Precis queriesare free-form queries that generate entire multi-relation databases; which are logical subsetsof existing ones. A logical subset contains not only items directly related to the given queryselections but also items implicitly related to them in various ways with the purpose ofproviding to the user much greater insight into the original data. This paper is concernedwith the definition and generation of logical database subsets based on precis queriesunder a generalized perspective that removes several restrictions of previous work andhandles queries containing multiple terms combined using the operators AND; OR; andNOT.,Data Engineering; 2007. ICDE 2007. IEEE 23rd International Conference on,2007,6
Social sites research through courserank,Benjamin Bercovitz; Filip Kaliszan; Georgia Koutrika; Henry Liou; Aditya Parameswaran; Petros Venetis; Zahra Mohammadi Zadeh; Hector Garcia-Molina,Abstract Social sites such as FaceBook; Orkut; Flickr; MySpace and many others havebecome immensely popular. At these sites; users share their resources (eg; photos; profiles;blogs) and learn from each other. On the other hand; higher education applications helpstudents and administrators track and manage academic information such as grades; courseevaluations and enrollments. Despite the importance of both these areas; there is relativelylittle research on the mechanisms that make them effective. Apart from being both asuccessful social site and an academic planning site; CourseRank provides a live testbedfor studying fundamental questions related to social networking; academic planning; and thefusion of these areas. In this paper; we provide a system overview and our main researchefforts through CourseRank.,ACM SIGMOD Record,2010,5
Guest editorial: Special issue on collective intelligence,Epaminondas Kapetanios; Georgia Koutrika,*,*,2010,5
Personalization of structured queries with personal and collaborative preferences,Georgia Koutrika,Abstract. The underlying idea of personalized searches is that different people may finddifferent things relevant; therefore; they may expect different answers to the same query.One of the primary ways to personalize a search is query personalization. This is theprocess of dynamically enhancing a query with related preferences stored in a user profilewith the purpose of providing more focused answers. However; in many cases; this may betoo restrictive; since users are always provided with items matching their own profile. Inevery day life; people often make choices not only based on their personal preferences butalso taking into account preferences; opinions or choices of other people. Tapping into thepreferences and choices of others enables people to examine alternative or additionaloptions and make more informed decisions. In this work; we introduce collaborative …,Multidisciplinary ECAI,2006,5
Entity integration using high-level scripting languages,*,Embodiments of the present invention relate to a new method of entity integration using high-level scripting languages. In one embodiment; a method of and computer product for entityintegration is provided. An entity declaration is read from a machine readable medium. Theentity declaration describes an entity including at least one nested entity. An indexdeclaration is read from a machine readable medium. The index declaration describes anindex of nested entities. An entity population rule is read from a machine readable medium.The entity population rule describes a mapping from an input schema to an output schema.The output schema conforms to the entity declaration. A plurality of input records is read froma first data store. The input records conform to the input schema. The entity population ruleapplies to the plurality of records to create a plurality of output records complying with the …,*,2017,4
Goals in social media; information retrieval and intelligent agents,Dimitra Papadimitriou; Yannis Velegrakis; Georgia Koutrika; John Mylopoulos,This tutorial provides a comprehensive and cohesive overview of goal modeling andrecognition approaches by the Information Retrieval; the Artificial Intelligence and the SocialMedia communities. We will examine how these fields restrict the domain of study and howthey capture notions easily perceived by humans' intuition but difficult to be formally definedand handled algorithmically. It is the purpose of this tutorial to provide a solid framework forplacing existing work into perspective and highlight critical open challenges that will act as aspringboard for researchers and practitioners in database systems; social data; and theWeb; as well as developers of web-based; database-driven; and social applications; to worktowards more user-centric systems and applications.,Data Engineering (ICDE); 2015 IEEE 31st International Conference on,2015,4
Data personalization,Georgia Koutrika,Abstract The massive data generated by devices and by people creates an enormousnumber of possibilities for applications and services. As the combinations of data; servicesand applications explodes; personalization comes as a meaningful way to filter data andpresent it in useful ways to users taking into account both the individual features of eachuser or characteristics of groups of users as well as the desired properties of the selecteddata; such as serendipity; coverage and diversity. In this chapter; we will start by providing abroad definition of personalization. We will examine different forms of data personalization;ranging from customization to recommendations to personalized search and exploration. Wewill describe properties of data personalization; such as serendipity and diversity; and wewill present representative methods that achieve personalized results of different …,*,2015,4
Exploratory Search in Databases and the Web.,Georgia Koutrika; Laks VS Lakshmanan; Mirek Riedewald; Kostas Stefanidis,The traditional way a user interacts with a database system is through queries. Structuredquery languages; such as SQL for relational data; XQuery for XML; and SPARQL for RDFdata; allow users to submit queries that may precisely capture their information needs; butusers need to be familiar with the underlying ontology and data structure and of course thequery language itself. Moreover; users need to some extent be familiar with the content ofthe database and have a clear understanding of their information needs. Theserequirements stand as the weaknesses of this interaction mode. As data stored in databasesgrows in unprecedented rates and becomes accessible to diverse and less technicallyoriented audience; new forms of data exploration and interaction become increasingly moreattractive. The World Wide Web represents the largest and arguably the most complex …,EDBT/ICDT Workshops,2014,4
Answering queries based on preference hierarchies,Georgia Koutrika; Yannis Ioannidis,*,Proc. VLDB; Auckland; New Zealand,2008,4
Pattern-based query answering,Alkis Simitsis; Georgia Koutrika,Abstract Users without knowledge of schemas or structured query languages havedifficulties in accessing information stored in databases. Commercial and research effortshave focused on keyword-based searches. Among them; précis queries generate entiremulti-relation databases; which are logical subsets of existing ones; instead of individualrelations. A logical database subset contains not only items directly related to the queryselections but also items implicitly related to them in various ways. Existing approaches toprécis query answering assume that a database is pre-annotated with a set of weights; andwhen a query is issued; an ad-hoc logical subset is constructed on the fly. This approachhas several limitations; such as dependence on users for providing appropriate weights andconstraints for answering précis queries; and difficulty to capture different query …,International Conference on Extending Database Technology,2006,4
Converting and input script to a natural language description,*,Converting an input script includes obtaining an input script comprising at least one variable;obtaining at least one translation transformation rule from a library; converting the inputscript into a tree representation; folding the tree representation to hide a subset of variablesin the input script to create a folded tree; and generating a natural language text by applyingat least one translation transformation rule from the library to the folded tree.,*,2016,3
Report on the first international workshop on exploratory search in databases and the web (exploredb 2014),Georgia Koutrika; Laks VS Lakshmanan; Mirek Riedewald; Kostas Stefanidis,Databases are well-organized collections of data. Structured query languages; such as SQL;XQuery; and SPARQL; enable users to formulate precise queries over the data stored in adatabase. To be successful; users need to be familiar with the query language and theunderlying data organization. They also need to understand; to some extent; the data stored;and have a fairly clear idea of what they are looking for. In contrast; the World Wide Webrepresents the largest and arguably the most complex repository of content; where theabove assumptions do not hold. Structured and unstructured data; files and records;multimedia and text; scientific and usergenerated data co-exist peacefully on the Web. Free-text queries provide an easy way for users to express their information seeking needswithout having to worry about the underlying data organization. Search engines typically …,ACM SIGMOD Record,2014,3
High-level rules for integration and analysis of data: New challenges,Bogdan Alexe; Douglas Burdick; Mauricio A Hernández; Georgia Koutrika; Rajasekar Krishnamurthy; Lucian Popa; Ioana R Stanoi; Ryan Wisnesky,Abstract Data integration remains a perenially difficult task. The need to access; integrateand make sense of large amounts of data has; in fact; accentuated in recent years. There arenow many publicly available sources of data that can provide valuable information in variousdomains. Concrete examples of public data sources include: bibliographic repositories(DBLP; Cora; Citeseer); online movie databases (IMDB); knowledge bases (Wikipedia;DBpedia; Freebase); social media data (Facebook and Twitter; blogs). Additionally; anumber of more specialized public data repositories are starting to play an increasinglyimportant role. These repositories include; for example; the US federal government data;congress and census data; as well as financial reports archived by the US Securities andExchange Commission (SEC).,*,2013,3
Query Personalization based on User Preferences,Georgia Koutrika,Abstract. Query Personalization is the process of dynamically enhancing a query withrelated user preferences stored in a user profile with the aim of providing personalizedanswers. The underlying idea is that different users may find different things relevant to asearch due to different preferences. Essential ingredients of query personalization are:(a) amodel for representing and storing preferences in user profiles; and (b) algorithms for thegeneration of personalized answers using stored preferences.,*,2010,3
An enhanced search interface for information discovery from digital libraries,Georgia Koutrika; Alkis Simitsis,Abstract Libraries; museums; and other organizations make their electronic contentsavailable to a growing number of users on the Web. A large fraction of the informationpublished is stored in structured or semi-structured form. However; most users have nospecific knowledge of schemas or structured query languages for accessing informationstored in (relational or XML) databases. Under these circumstances; the need for facilitatingaccess to information stored in databases becomes increasingly more important. Précisqueries are free-form queries that instead of simply locating and connecting values in tables;they also consider information around these values that may be related to them. Therefore;the answer to a précis query might also contain information found in other parts of thedatabase. In this paper; we describe a précis query answering prototype system that …,International Conference on Theory and Practice of Digital Libraries,2006,3
Database Query Personalization.,Georgia Koutrika,Traditional database and information retrieval systems have followed a query-basedinformation access paradigm (ie; information is returned to the user on the basis of a queryissued). As a result; users issuing the same query are provided with the same answer. Withthe advent of the World Wide Web and hand-held electronic devices such as palmtops andcellular phones; information access entered a new era. Increasing amounts of informationbecome available to a growing mass of untrained lay users through various access media. Auser searching Web-resident information may have to reformulate queries issued severaltimes and sift through many results until a satisfactory; if any; answer is obtained. As purelyquery-driven approaches may be inappropriate in this context; the need for a shift towards amore user-centered information access paradigm arises. To this end; different …,*,2005,3
Coursenavigator: interactive learning path exploration,Zhan Li; Olga Papaemmanouil; Georgia Koutrika,Abstract Course selection decision making is an extremely tedious task that needs toconsider course prerequisites; degree requirements; class schedules; as well as thestudent's preferences and constraints. As a result; students often make short term decisionsbased on imprecise information without deep understanding of the longer-term impact ontheir education goal and in most cases without good understanding of the alternativeoptions. In this paper; we introduce CourseNavigator; a new course exploration service thatattempts to address the course exploration challenge. Our service identifies all possiblecourse selection options for a given academic period; referred to as learning paths; that canmeet the student's customized goals and constraints. CourseNavigator offers a suite oflearning path generation algorithms designed to meet a range of course exploration end …,Proceedings of the Third International Workshop on Exploratory Search in Databases and the Web,2016,2
Report on the second international workshop on exploratory search in databases and the web (exploredb 2015),Georgia Koutrika; Laks VS Lakshmanan; Mirek Riedewald; Mohamed A Sharaf; Kostas Stefanidis,To make Big Data that is growing in both size and diversity widely accessible; datamanagement and analysis systems have to provide appropriate exploration services. Ananalysis might include structured (relations; tables); semi-structured (XML); and“unstructured”(text) data; linked together through relationships encoded as a graph. Some ofthe data can be precise; others might be probabilistic [15]; eg; due to measurement error orbecause it was generated by a statistical model. At the same time; the community of potentialusers is becoming more diverse as well; ranging from database experts and domainscientists to citizen scientists. These users need system services that help them understandthe data and enable them to find relevant information; even if they do not completelycomprehend the content and relationships in a complex data collection. This broad goal …,ACM SIGMOD Record,2016,2
Determining candidate scripts from a catalog of scripts,*,According to an example; candidate scripts may be determined from a catalog of scripts toperform a requested operation. In determining the candidate scripts; a request for anoperation may be received; in which the request includes an input and an output. In addition;based upon the input and the output; a plurality of candidate scripts that are to perform therequested operation may be identified from the catalog of scripts; in which each of theplurality of candidate scripts comprises at least one of a script that is to perform therequested operation individually or a number of scripts that; in combination; are to performthe requested operation. Moreover; a score for each of plurality of candidate scripts may becalculated based upon a plurality of factors respectively corresponding to the plurality ofcandidate scripts and the plurality of candidate scripts and the calculated scores may be …,*,2014,2
Multi-Engine Search and Language Translation.,Steven J Simske; Igor M Boyko; Georgia Koutrika,ABSTRACT Two of the most important elements in user interaction with a database aresearch and language translation. Search is used to access a database system throughqueries; for which the accuracy and completeness of response are key challenges.Language translation re-purposes content for a different audience; and the accuracy oftranslated text can be directly evaluated using search output similarity. In this paper; wesummarize previously unpublished approaches to improving the quality of both search andtranslation; with an aim of improving the accuracy of both of these tasks. Specifically; multi-engine and related metaalgorithmic approaches are shown to be promising means ofimproving the performance of both search and translation. We then describe the vision ofhow search and translation can be combined to create a more robust overall text mining …,EDBT/ICDT Workshops,2014,2
A survey of context-aware cross-digital library personalization,Ana Nika; Tiziana Catarci; Yannis Ioannidis; Akrivi Katifori; Georgia Koutrika; Natalia Manola; Andreas Nürnberger; Manfred Thaller,Abstract The constant interaction of users with different Digital Libraries (DLs) and thesubsequent scattering of user information across them raise the need not only for DigitalLibrary interoperability but also for cross-Digital Library personalization. The latter calls forsharing and combining of user-information across different DL systems so that a DL systemmay take advantage of data from others. To achieve this goal; DL systems should be able tomaintain compliant and interoperable user models and profiles that enable propagation andreconciliation of user information across different DLs. In this paper; we motivate the need forcross-Digital Library personalization; we define and examine user model; profile; andcontext interoperability; and we survey and discuss existing user model interoperabilityapproaches.,International Workshop on Adaptive Multimedia Retrieval,2010,2
Conversational Databases: Explaining Structured Queries to Users,Georgia Koutrika; Alkis Simitsis; Yannis Ioannidis,Many applications offer a form-based environment for na\"{\i} ve users for accessingdatabases without being familiar with the database schema or a structured query language.Do-It-Yourself; database-driven web application platforms empower non-programmers torapidly create applications. Users interactions are translated to structured queries andexecuted. However; as a user is unlikely to know the underlying semantic connectionsamong the fields presented in a form; it is often useful to provide her with some feedbackabout the queries built without exposing her to the underlying query language; in order toassist her in forming queries correctly. Explaining queries may be also useful for users whoexplicitly use a structured query language for verification or debugging purposes. In thispaper; we take a graph-based approach to the query translation problem. We represent …,*,2009,2
Requests for source code text,*,Abstract Disclosed herein are a system; non-transitory computer readable medium andmethod for fulfilling requests for source code. A description is associated with each sectionof source code text. A section of source code; whose description at least partially matches asource code request; is obtained and displayed.,*,2017,1
Finding related forum posts through content similarity over intention-based segmentation,Dimitra Papadimitriou; Georgia Koutrika; Yannis Velegrakis; John Mylopoulos,We study the problem of finding related forum posts to a post at hand. In contrast totraditional approaches for finding related documents that perform content comparisonsacross the content of the posts as a whole; we consider each post as a set of segments;each written with a different goal in mind. We advocate that the relatedness between twoposts should be based on the similarity of their respective segments that are intended for thesame goal; ie; are conveying the same intention. This means that it is possible for the sameterms to weigh differently in the relatedness score depending on the intention of the segmentin which they are found. We have developed a segmentation method that by monitoring anumber of text features can identify the parts of a post where significant jumps occurindicating a point where a segmentation should take place. The generated segments of …,IEEE Transactions on Knowledge and Data Engineering,2017,1
A study of Web print: What people print in the digital era,Georgia Koutrika; Qian Lin,Abstract This article analyzes a proprietary log of printed web pages and aims at answeringquestions regarding the content people print (what); the reasons they print (why); as well asattributes of their print profile (who). We present a classification of pages printed based ontheir print intent and we describe our methodology for processing the print dataset used inthis study. In our analysis; we study the web sites; topics; and print intent of the pages printedalong the following aspects: popularity; trends; activity; user diversity; and consistency. Wepresent several findings that reveal interesting insights into printing. We analyze our findingsand discuss their impact and directions for future work.,ACM Transactions on the Web (TWEB),2017,1
Associate a learner and learning content,*,Examples disclosed herein relate to associating a learner and learning content. A processordetermines a learning type cluster based on clustering of learning content attributes andlearner attributes based on historical pairings of content and learners and information aboutoutcomes of the pairings. The processor may associate a piece of learning content and alearner based on the learning type clusters and output information about the association.,*,2017,1
Identifying relevant topics for recommending a resource,*,Examples herein disclose identifying multiple topics within a selected passage. Theexamples disclose processing the multiple topics in accordance with a statistical model todetermine relevant topics to the selected passage. Additionally; the examples discloseoutputting a resource related to the relevant topics.,*,2017,1
Learning Graph,*,A learning graph is generated for documents according to a sequencing approach. Thelearning graph includes nodes corresponding to the documents and edges. Each edgeconnects two of the nodes and indicates a sequencing relationship between two of thedocuments to which the two of the nodes correspond that specifies an order in which the twoof the documents are to be reviewed in satisfaction of the learning goal. The learning graphis a directed graph specifying a learning path through the documents to achieve a learninggoal in relation to a subject.,*,2017,1
The Goal Behind the Action: Toward Goal-Aware Systems and Applications,Dimitra Papadimitriou; Georgia Koutrika; John Mylopoulos; Yannis Velegrakis,Abstract Human activity is almost always intentional; be it in a physical context or as part ofan interaction with a computer system. By understanding why user-generated events arehappening and what purposes they serve; a system can offer a significantly improved andmore engaging experience. However; goals cannot be easily captured. Analyzing useractions such as clicks and purchases can reveal patterns and behaviors; but understandingthe goals behind these actions is a different and challenging issue. Our work presents aunified; multidisciplinary viewpoint for goal management that covers many different caseswhere goals can be used and techniques with which they can be exploited. Our purpose isto provide a common reference point to the concepts and challenging tasks that need to beformally defined when someone wants to approach a data analysis problem from a goal …,ACM Transactions on Database Systems (TODS),2016,1
Composite To-Print Product,*,A system can include a print history analyzer to generate history data based on a documenthistory that includes a list of documents selected to be printed. The history data cancharacterize a content and layout of documents selected for printing. The system can alsoinclude a user print profile builder to generate a user print profile based on the history data.The user print profile can characterize printing preferences of a user. The system can furtherinclude a recommendation engine to generate a composite to-print product for the user. Thecomposite to-print product can be based on the user print profile.,*,2015,1
Inferring Facts from Online User Activity,*,Inferring facts from online user activity includes performing an analysis of a uniform resourcelocator of a web page in response to predetermined user activity; mapping data about theweb page to a structured object based on the analysis; and inferring a fact about the useractivity based on the mapped data.,*,2015,1
Print intent type,*,A system can include a page type classifier to determine a page type of a file. The systemcan also include a print intent identifier to map the page type of the file to a print intentsubtype of the file. The print intent identifier can also map the print intent subtype of the file toa print intent type of the file. The print intent type of the file can characterize a reason to atleast one of print and store the file.,*,2015,1
The Farm: where pig scripts are bred and raised,Craig P Sayers; Alkis Simitsis; Georgia Koutrika; Alejandro Guerrero Gonzalez; David Tamez Cantu; Meichun Hsu,Abstract Even though scripting languages like Pig allow for simpler coding; performinganalytics over Big Data using Map-Reduce engines remains challenging. To further assistdevelopers; and support novice users; we offer" The Farm"; a catalog of scriptable servicessupporting creation; discovery; composition; and optimized execution. Each Pig script addedto The Farm becomes an executable service; with inputs and outputs defined by relationschemas. Those services are discoverable using natural language search; and composableusing a drag-and-drop interface. To support efficient execution; composed services areautomatically merged to a single executable script; which can then be run by a growingselection of platform-specific optimizers and interpreters.,Proceedings of the 2013 ACM SIGMOD International Conference on Management of Data,2013,1
Mirror mirror on the wall; which query's fairest of them all?,Georgia Koutrika; Alkis Simitsis,ABSTRACT Scientists heavily use database technologies to store and analyze massiveamounts of experimental data. However these tasks require (sometimes; advanced)knowledge of a query language; which is not necessarily amongst the normal skills of ascientist. Database experts may help in the initial construction of such queries; which arethen stored in a repository. Afterwards; instead of writing queries from scratch; stored queriescan be re-used with few or no changes by people in the same or a different research group.However; as much as this is a desired reality; we are actually stepping into dreamland.Searching a pool of database queries for those that fit in a certain analysis is not easy evenfor experienced database users. One solution could be to provide a description for eachquery and then; use a keyword search technique to identify queries of interest. But doing …,CIDR,2013,1
Third int'l workshop on personalized access; profile management; and context awareness in databases (PersDB 2009),Sihem Amer-Yahia; Georgia Koutrika,Proliferation of database-driven web sites has brought upon a plethora of information accessand dissemination applications. Monitoring and trading stock portfolios; news notification;weather tracking; and even simple search are just a few examples. In addition; emergingapplications such as Web-based communities; wikis; social networks; mashups andfolksonomies enhance creativity; information sharing; and collaboration among usersproviding richer interaction possibilities. Now; users can not only access content but theycan also generate; share and modify content (both theirs and others'); compose theirapplications; enhance their interface; etc. In all these applications; different notions of userinformation; such as preferences; community memberships and social interactions; andcontext information; such as a user's social network; location; time; and other features of a …,ACM SIGMOD Record,2010,1
Personalized Queries Using a Generalized Preference Model,Georgia Koutrika; Yannis E Ioannidis,ABSTRACT Due to the growing size of the Web; exploiting user preferences and userprofiles to provide personalized information access is becoming an increasingly importantissue. Many web sites are supported by underlying database systems; hence there is agrowing need for supporting personalization in this context as well. In this paper; we presenta generalized model of user preferences for database information; including positive andnegative as well as hard and soft preferences. Preference information is stored in userprofiles and is used to enhance incoming queries and generate ranked; personalizedanswers. We describe several algorithms for such query personalization; includingalgorithms for selecting the most important and relevant preferences as well as algorithmsfor integrating those preferences into a given user query. Finally; we present the results of …,HDMS,2004,1
Determine attention span style time correlation information,*,Abstract Examples disclosed herein relate to determine attention span style time correlation.In one implementation; a processor determines; based on information related to a usersnavigation of digital material and stored classifier information; time correlation informationrelated to the users attention span style. The processor may output information related to thedetermination,*,2018,*
Product; operating system and topic based,*,Abstract A method is described in which a topic similarity score; a product similarity scoreand an operating system similarity score between an original post and each one of aplurality of previous posts are determined; an overall similarity score of the each one of theplurality of previous posts based on the topic similarity score; the product similarity score andthe operating system similarity score is determined; and a recommendation of a top Knumber of the plurality of previous posts based on the overall similarity score of the eachone of the plurality of previous posts is sent to a display device.,*,2018,*
CUSTOM EDUCATIONAL DOCUMENTS,*,Abstract: Example implementations disclosed herein can be used to generate student user-specific customized hybrid educational documents. Such implementations include systems;methods; and devices for determining an attention span profile associated with a particularstudent user; and generating a custom educational document in response to the attentionspan profile. Student user experience feedback and test results determined from the use ofthe customized educational document can be assessed to update the student user'sattention span profile. The updated student user attention span can then be used to updatethe customized educational document.,*,2018,*
Citation explanations,*,Examples relate to citation explanations. A process to provide citation explanation isprovided herein. The process analyzes a primary document to extract a citation claim. Theprocess generates a set of candidate segments of a cited document that may correspond tothe citation claim. The process also analyzes the set of candidate segments.,*,2017,*
Personalized learning based on functional summarization,*,Personalized learning based on functional summarization is disclosed. One example is asystem including a content processor; a plurality of summarization engines; at least onemeta-algorithmic pattern; an evaluator; and a selector. The content processor providescourse material to be learned; the course material selected from a corpus of educationalcontent; and identifies retained material indicative of a portion of the course materialretained by user. Each of the plurality of summarization engines provides a differentialsummary indicative of differences between the course material and the retained material.The at least one meta-algorithmic pattern is applied to at least two differential summaries toprovide a meta-summary using the at least two differential summaries. The evaluatordetermines a value of each differential summary and meta-summary. The selector selects …,*,2017,*
