Nested mappings: schema mapping reloaded,Ariel Fuxman; Mauricio A Hernandez; Howard Ho; Renee J Miller; Paolo Papotti; Lucian Popa,Abstract Many problems in information integration rely on specifications; called schemamappings; that model the relationships between schemas. Schema mappings for bothrelational and nested data are well-known. In this work; we present a new formalism forschema mapping that extends these existing formalisms in two significant ways. First; ournested mappings allow for nesting and correlation of mappings. This results in a naturalprogramming paradigm that often yields more accurate specifications. In particular; we showthat nested mappings can naturally preserve correlations among data that existing mappingformalisms cannot. We also show that using nested mappings for purposes of exchangingdata from a source to a target will result in less redundancy in the target data. The secondextension to the mapping formalism is the ability to express; in a declarative way …,Proceedings of the 32nd international conference on Very large data bases,2006,151
Exploiting information redundancy to wring out structured data from the web,Lorenzo Blanco; Mirko Bronzi; Valter Crescenzi; Paolo Merialdo; Paolo Papotti,Abstract A large number of web sites publish pages containing structured information aboutrecognizable concepts; but these data are only partially used by current applications.Although such information is spread across a myriad of sources; the web scale implies arelevant redundancy. We present a domain independent system that exploits theredundancy of information to automatically extract and integrate data from the Web. Oursolution concentrates on sources that provide structured data about multiple instances fromthe same conceptual domain; eg financial data; product information. Our proposal is basedon an original approach that exploits the mutual dependency between the data extractionand the data integration tasks. Experiments confirmed the quality and the feasibility of theapproach.,Proceedings of the 19th international conference on World wide web,2010,9
Clip: a tool for mapping hierarchical schemas,Alessandro Raffio; Daniele Braga; Stefano Ceri; Paolo Papotti; Mauricio A Hernández,Abstract Many data integration solutions in the market today include visual tools for schemamapping. Users connect schema elements with lines that are interpreted as high-levellogical expressions capturing the relationship between source and target data-sets. Theseexpressions are compiled into queries or programs that convert source-side data instancesinto target-side instances. In this demo we showcase Clip; an XML Schema mapping tool.Clip is distinguished from existing tools in that mappings explicitly specify structuraltransformations in addition to value correspondences. We show how Clip's users entermappings by drawing lines and how these lines are translated into XQuery.,Proceedings of the 2008 ACM SIGMOD international conference on Management of data,2008,9
Interactive and deterministic data cleaning,Jian He; Enzo Veltri; Donatello Santoro; Guoliang Li; Giansalvatore Mecca; Paolo Papotti; Nan Tang,Abstract We present Falcon; an interactive; deterministic; and declarative data cleaningsystem; which uses SQL update queries as the language to repair data. Falcon does not relyon the existence of a set of pre-defined data quality rules. On the contrary; it encouragesusers to explore the data; identify possible problems; and make updates to fix them.Bootstrapped by one user update; Falcon guesses a set of possible sql update queries thatcan be used to repair the data. The main technical challenge addressed in this paperconsists in finding a set of sql update queries that is minimal in size and at the same timefixes the largest number of errors in the data. We formalize this problem as a search in alattice-shaped space. To guarantee that the chosen updates are semantically correct; Falconnavigates the lattice by interacting with users to gradually validate the set of sql update …,Proceedings of the 2016 International Conference on Management of Data,2016,8
Introduction to the special issue on data quality,Mourad Ouzzani; Paolo Papotti; Erhard Rahm,Abstract Poor data quality in databases; data warehouses; and information systems affectsevery application domain. Many data processing tasks; such as information integration; datasharing; information retrieval; information extraction; and knowledge discovery requirevarious forms of data preparation and consolidation with complex data processingtechniques. These tasks usually assume that the data input contains no missing;inconsistent or incorrect values. This leaves a large gap between the available “dirty” dataand the machinery to effectively process the data for the application purposes. In addition;tasks such as data integration and information extraction may themselves introduce errors inthe data.,Information Systems,2013,8
Method and sytsem for generating nested mapping specifications in a schema mapping formalism and for generating transformation queries based thereon,*,A method and system for generating nested mapping specifications and transformationqueries based thereon. Basic mappings are generated based on source and target schemasand correspondences between elements of the schemas. A directed acyclic graph (DAG) isconstructed whose edges represent ways in which each basic mapping is nestable underany of the other basic mappings. Any transitively implied edges are removed from the DAG.Root mappings of the DAG are identified. Trees of mappings are automatically extractedfrom the DAG; where each tree of mappings is rooted at a root mapping and expresses anested mapping specification. A transformation query is generated from the nested mappingspecification by generating a first query for transforming source data into flat views of thetarget and a second query for nesting flat view data according to the target format …,*,2008,8
DataXFormer: A robust transformation discovery system,Ziawasch Abedjan; John Morcos; Ihab F Ilyas; Mourad Ouzzani; Paolo Papotti; Michael Stonebraker,In data integration; data curation; and other data analysis tasks; users spend a considerableamount of time converting data from one representation to another. For example US dates toEuropean dates or airport codes to city names. In a previous vision paper; we presented theinitial design of DataXFormer; a system that uses web resources to assist in transformationdiscovery. Specifically; DataXFormer discovers possible transformations from web tablesand web forms and involves human feedback where appropriate. In this paper; we presentthe full fledged system along with several extensions. In particular; we present algorithms tofind (i) transformations that entail multiple columns of input data;(ii) indirect transformationsthat are compositions of other transformations;(iii) transformations that are not functions butrather relationships; and (iv) transformations from a knowledge base of public data. We …,Data Engineering (ICDE); 2016 IEEE 32nd International Conference on,2016,7
Benchmarking the chase,Michael Benedikt; George Konstantinidis; Giansalvatore Mecca; Boris Motik; Paolo Papotti; Donatello Santoro; Efthymia Tsamoura,Abstract The chase is a family of algorithms used in a number of data management tasks;such as data exchange; answering queries under dependencies; query reformulation withconstraints; and data cleaning. It is well established as a theoretical tool for understandingthese tasks; and in addition a number of prototype systems have been developed. Whileindividual chase-based systems and particular optimizations of the chase have beenexperimentally evaluated in the past; we provide the first comprehensive and publiclyavailable benchmark---test infrastructure and a set of test scenarios---for evaluating chaseimplementations across a wide range of assumptions about the dependencies and the data.We used our benchmark to compare chase-based systems on data exchange and queryanswering tasks with one another; as well as with systems that can solve similar tasks …,Proceedings of the 36th ACM SIGMOD-SIGACT-SIGAI Symposium on Principles of Database Systems,2017,6
Generating concise entity matching rules,Rohit Singh; Vamsi Meduri; Ahmed Elmagarmid; Samuel Madden; Paolo Papotti; Jorge-Arnulfo Quiané-Ruiz; Armando Solar-Lezama; Nan Tang,Abstract Entity matching (EM) is a critical part of data integration and cleaning. In manyapplications; the users need to understand why two entities are considered a match; whichreveals the need for interpretable and concise EM rules. We model EM rules in the form ofGeneral Boolean Formulas (GBFs) that allows arbitrary attribute matching combined byconjunctions (∨); disjunctions (∧); and negations.(¬) GBFs can generate more conciserules than traditional EM rules represented in disjunctive normal forms (DNFs). We useprogram synthesis; a powerful tool to automatically generate rules (or programs) thatprovably satisfy a high-level specification; to automatically synthesize EM rules in GBFformat; given only positive and negative matching examples. In this demo; attendees willexperience the following features:(1) Interpretability--they can see and measure the …,Proceedings of the 2017 ACM International Conference on Management of Data,2017,5
KATARA: Reliable data cleaning with knowledge bases and crowdsourcing,Xu Chu; John Morcos; Ihab F Ilyas; Mourad Ouzzani; Paolo Papotti; Nan Tang; Yin Ye,Abstract Data cleaning with guaranteed reliability is hard to achieve without accessingexternal sources; since the truth is not necessarily discoverable from the data at hand.Furthermore; even in the presence of external sources; mainly knowledge bases andhumans; effectively leveraging them still faces many challenges; such as aligningheterogeneous data sources and decomposing a complex task into simpler units that can beconsumed by humans. We present K atara; a novel end-to-end data cleaning systempowered by knowledge bases and crowdsourcing. Given a table; a kb; and a crowd; K atara(i) interprets the table semantics wrt the given kb;(ii) identifies correct and wrong data; and(iii) generates top-k possible repairs for the wrong data. Users will have the opportunity toexperience the following features of K atara:(1) Easy specification: Users can define a K …,Proceedings of the VLDB Endowment,2015,5
Automatically building probabilistic databases from the web,Lorenzo Blanco; Mirko Bronzi; Valter Crescenzi; Paolo Merialdo; Paolo Papotti,Abstract A relevant number of web sites publish structured data about recognizableconcepts (such as stock quotes; movies; restau-rants; etc.). There is a great chance to createapplications that rely on a huge amount of data taken from the Web. We present anautomatic and domain independent system that performs all the steps required to benefitfrom these data: it discovers data intensive web sites containing information about an entityof interest; extracts and integrate the published data; and finally performs a probabilisticanalysis to characterize the impreciseness of the data and the accuracy of the sources. Theresults of the processing can be used to populate a probabilistic database.,Proceedings of the 20th international conference companion on World wide web,2011,5
Redundancy-Driven Web Data Extraction and Integration.,Paolo Papotti; Valter Crescenzi; Paolo Merialdo; Mirko Bronzi; Lorenzo Blanco,*,WebDB,2010,5
Web Data Reconciliation: Models and Experiences,Lorenzo Blanco; Valter Crescenzi; Paolo Merialdo; Paolo Papotti,Abstract An increasing number of web sites offer structured information about recognizableconcepts; relevant to many application domains; such as finance; sport; commercialproducts. However; web data is inherently imprecise and uncertain; and conflicting valuescan be provided by different web sources. Characterizing the uncertainty of web datarepresents an important issue and several models have been recently proposed in theliterature. This chapter illustrates state-of-the-art Bayesan models to evaluate the quality ofdata extracted from the Web and reports the results of an extensive application of the modelson real life web data. Experimental results show that for some applications even simpleapproaches can provide effective results; while sophisticated solutions are needed to obtaina more precise characterization of the uncertainty.,*,2012,4
Wrapper generation for overlapping web sources,Mirko Bronzi; Valter Crescenzi; Paolo Merialdo; Paolo Papotti,Exploiting the huge amount of data available on the Web involves the generation ofwrappers to extract data from web pages. We argue that existing approaches for web dataextraction from data-intensive websites miss the opportunities related to the presence ofredundant information on the Web. We propose an innovative approach that aims at pushingfurther the level of automation of existing wrapper generation systems by leveraging theredundancy of data on the Web. An experimental evaluation of the proposed solution showsa relevant improvement for the precision of the extracted data; without a significant loss inthe recall.,Web Intelligence and Intelligent Agent Technology (WI-IAT); 2011 IEEE/WIC/ACM International Conference on,2011,4
Schema exchange: A template-based approach to data and metadata translation,Paolo Papotti; Riccardo Torlone,Abstract In this paper we study the problem of schema exchange; a natural extension of thedata exchange problem to an intensional level. To this end; we first introduce the notion ofschema template; a tool for the representation of a class of schemas sharing the samestructure. We then define the schema exchange notion as the problem of (i) taking a schemathat matches a source template; and (ii) generating a new schema for a target template; onthe basis of a set of dependencies defined over the two templates. This framework allowsthe definition; once for all; of generic transformations that work for several schemas. Amethod for the generation of a “correct” solution of the schema exchange problem isproposed and a number of general results are given. We also show how it is possible togenerate automatically a data exchange setting from a schema exchange solution. This …,International Conference on Conceptual Modeling,2007,4
Fast and scalable inequality joins,Zuhair Khayyat; William Lucia; Meghna Singh; Mourad Ouzzani; Paolo Papotti; Jorge-Arnulfo Quiané-Ruiz; Nan Tang; Panos Kalnis,Abstract Inequality joins; which is to join relations with inequality conditions; are used invarious applications. Optimizing joins has been the subject of intensive research rangingfrom efficient join algorithms such as sort-merge join; to the use of efficient indices such asB^+ B+-tree; R^* R∗-tree and Bitmap. However; inequality joins have received little attentionand queries containing such joins are notably very slow. In this paper; we introduce fastinequality join algorithms based on sorted arrays and space-efficient bit-arrays. We furtherintroduce a simple method to estimate the selectivity of inequality joins which is then used tooptimize multiple predicate queries and multi-way joins. Moreover; we study an incrementalinequality join algorithm to handle scenarios where data keeps changing. We haveimplemented a centralized version of these algorithms on top of PostgreSQL; a distributed …,The VLDB Journal,2017,3
Big data quality-whose problem is it?,Shazia Sadiq; Paolo Papotti,The increased reliance on data driven enterprise has seen an unprecedented investment inbig data initiatives. Organizations averaged US $8 M in investments in big data-relatedinitiatives and programs in 2014; with 70% of large enterprises and 56% of small andmedium enterprises (SMEs) having already deployed; or planning to deploy; big-dataprojects [1]. As companies intensify their efforts to get value from big data; the growth in theamount of data being managed continues at an exponential rate; leaving organizations witha massive footprint of unexplored; unfamiliar datasets. On February 8th; 2015; a group ofglobal thought leaders from the database research community outlined the grandchallenges in getting value from big data [2]. The key message was the need to develop thecapacity tounderstand how the quality of data affects the quality of the insight we derive …,Data Engineering (ICDE); 2016 IEEE 32nd International Conference on,2016,3
Benchmarking Data Curation Systems.,Patricia C Arocena; Boris Glavic; Giansalvatore Mecca; Renée J Miller; Paolo Papotti; Donatello Santoro,Abstract Data curation includes the many tasks needed to ensure data maintains its valueover time. Given the maturity of many data curation tasks; including data transformation anddata cleaning; it is surprising that rigorous empirical evaluations of research ideas are soscarce. In this work; we argue that thorough evaluation of data curation systems imposesseveral major obstacles that need to be overcome. First; we consider the outputs generatedby a data curation system (for example; an integrated or cleaned database or a set ofconstraints produced by a schema discovery system). To compare the results of differentsystems; measures of output quality should be agreed upon by the community and; sincesuch measures can be quite complex; publicly available implementations of these measuresshould be developed; shared; and optimized. Second; we consider the inputs to the data …,IEEE Data Eng. Bull.,2016,3
Characterizing the uncertainty of web data: models and experiences,Lorenzo Blanco; Valter Crescenzi; Paolo Merialdo; Paolo Papotti,Abstract An increasing number of web sites offer structured information about recognizableconcepts; relevant to many application domains; such as finance; sport; commercialproducts. However; web data is inherently imprecise and uncertain; and conflicting valuescan be provided by different web sources. Characterizing the uncertainty of web datarepresents an important issue and several models have been recently proposed in theliterature. The paper illustrates state-of-the-art Bayesan models to evaluate the quality ofdata extracted from the Web and reports the results of an extensive application of the modelson real life web data. Our experimental results show that for some applications even simpleapproaches can provide effective results; while sophisticated solutions are needed to obtaina more precise characterization of the uncertainty.,Proceedings of the 2011 Joint WICOW/AIRWeb Workshop on Web Quality,2011,3
Method for generating nested mapping specifications in a schema mapping formalism,*,A method for generating nested mapping specifications and transformation queries basedthereon. Basic mappings are generated based on source and target schemas andcorrespondences between elements of the schemas. A directed acyclic graph (DAG) isconstructed whose edges represent ways in which each basic mapping is nestable underany of the other basic mappings. Any transitively implied edges are removed from the DAG.Root mappings of the DAG are identified. Trees of mappings are automatically extractedfrom the DAG; where each tree of mappings is rooted at a root mapping and expresses anested mapping specification.,*,2008,3
Mapping and Cleaning: the Llunatic Way,Floris Geerts; Giansalvatore Mecca; Paolo Papotti; Donatello Santoro,Abstract We address the problem of bringing together two crucial activities in dataintegration and data quality; ie; transforming data using schema mappings; and fixingconflicts and inconsistencies using data repairing. This problem is made complex by severalfactors. First; schema mappings and data repairing have traditionally been considered asseparate activities; and research has progressed in a largely independent way in the twofields. Second; the elegant formalizations and the algorithms that have been proposed forboth tasks have had mixed fortune in scaling to large databases. In the paper; we introducea very general notion of a mapping and cleaning scenario that incorporates a wide variety offeatures; like; for example; user interventions. We develop a new semantics for thesescenarios that represents a conservative extension of previous semantics for schema …,*,2014,2
IQ-METER-an evaluation tool for data-transformation systems,Giansalvatore Mecca; Paolo Papotti; Donatello Santoro,We call a data-transformation system any system that maps; translates and exchanges dataacross different representations. Nowadays; data architects are faced with a large variety oftransformation tasks; and there is huge number of different approaches and systems thatwere conceived to solve them. As a consequence; it is very important to be able to evaluatesuch alternative solutions; in order to pick up the right ones for the problem at hand. To dothis; we introduce IQ-Meter; the first comprehensive tool for the evaluation of data-transformation systems. IQ-Meter can be used to benchmark; test; and even learn the bestusage of data-transformation tools. It builds on a number of novel algorithms to measure thequality of outputs and the human effort required by a given system; and ultimately measures“how much intelligence” the system brings to the solution of a data-translation task.,Data Engineering (ICDE); 2014 IEEE 30th International Conference on,2014,2
Automatic generation of model translations,Paolo Papotti; Riccardo Torlone,Abstract The translation of information between heterogeneous representations is a longstanding issue. With the large spreading of cooperative applications fostered by the adventof the Internet the problem has gained more and more attention but there are still few andpartial solutions. In general; given an information source; different translations can bedefined for the same target model. In this work; we first identify general properties that “good”translations should fulfill. We then propose novel techniques for the automatic generation ofmodel translations. A translation is obtained by combining a set of basic transformations andthe above properties are verified locally (at the transformation level) and globally (at thetranslation level) without resorting to an exhaustive search. These techniques have beenimplemented in a tool for the management of heterogeneous data models and some …,International Conference on Advanced Information Systems Engineering,2007,2
Automatic techniques for data model translation,Paolo Papotti; Riccardo Torlone,Abstract Distributed information systems deal with different data models and transformationsbetween them are required. In this paper; we present a framework for the automatictranslation of data between heterogeneous representations. Translations operate overformal representations of schemes and data and rely on a uniform description of models thatwe call metamodel. Complex translations of schemes and instances are derivedautomatically by combining a number of predefined basic transformations; which areimplemented by means of query languages.,Proceedings of VLDB 2005 PhD Workshop,2005,2
System and method for checking data for errors,*,A system for checking data for errors; the system comprising a checking module operable tocheck tuples of data stored in a target database for errors; the tuples in the target databaseoriginating from the output of at least one query transformation module which applies aquery transformation to tuples of data from at least one data source an identification moduleoperable to identify a problematic tuple from a data source that produces an error in thetarget database; the identification module being operable to quantify the contribution of theproblematic tuple in producing the error in the target database; and a description generationmodule operable to generate a descriptive query which represents at least one of errorsidentified by the checking module in the target database which are produced by the at leastone query transformation module; and problematic tuples identified in a data source by …,*,2016,1
BARt in Action: Error Generation and Empirical Evaluations of Data-Cleaning Systems,Donatello Santoro; Patricia C Arocena; Boris Glavic; Giansalvatore Mecca; Renée J Miller; Paolo Papotti,Abstract Repairing erroneous or conflicting data that violate a set of constraints is animportant problem in data management. Many automatic or semi-automatic data-repairingalgorithms have been proposed in the last few years; each with its own strengths andweaknesses. Bart is an open-source error-generation system conceived to support thoroughexperimental evaluations of these data-repairing systems. The demo is centered aroundthree main lessons. To start; we discuss how generating errors in data is a complex problem;with several facets. We introduce the important notions of detectability and repairability of anerror; that stand at the core of Bart. Then; we show how; by changing the features of errors; itis possible to influence quite significantly the performance of the tools. Finally; we concretelyput to work five data-repairing algorithms on dirty data of various kinds generated using …,Proceedings of the 2016 International Conference on Management of Data,2016,1
Systems and methods for data integration,*,A computer implemented method for integrating data into a target database may include:providing a plurality of source databases which each may include a relational schema anddata for integration into the target database; generating at least one complexity model basedon the relational schema and data of each source database; each complexity modelindicating at least one inconsistency between two or more of the data sources which may berequire to be resolved to integrate the data from the data sources into the target database;and generating an effort model that may include an effort value for each inconsistencyindicated by each complexity model; each effort value indicating at least one of a time periodand a financial cost to resolve the inconsistency to integrate data from the data sources intothe target database.,*,2016,1
Error Generation for Evaluating Data Cleaning Algorithms,Patricia C Arocena; Boris Glavic; Giansalvatore Mecca; Renée J Miller; Paolo Papotti; Donatello Santoro,ABSTRACT We address the problem of generating errors within clean databases for thepurpose of benchmarking data-cleaning and data-repairing algorithms. Our goal is toprovide users with the highest possible level of control over the error generation processand at the same time develop a solution that scales to large databases. This is challenging;because the error generation problem is NP-complete. The main technical contribution ofthis paper is to develop an efficient PTIME algorithm which sacrifices completeness in anintelligent fashion that allows us to succeed under reasonable assumptions. However;scaling to databases with millions of tuples requires additional non-trivial optimizationsincluding exploiting a symmetry property of data quality constraints.,*,2015,1
The data analytics group at the qatar computing research institute,George Beskales; Gautam Das; Ahmed K Elmagarmid; Ihab F Ilyas; Felix Naumann; Mourad Ouzzani; Paolo Papotti; Jorge Quiane-Ruiz; Nan Tang,The Qatar Computing Research Institute (QCRI); a member of Qatar Foundation forEducation; Science and Community Development; started its activities in early 2011. QCRI isfocusing on tackling large-scale computing challenges that address national priorities forgrowth and development and that have global impact in computing research. QCRI hascurrently five research groups working on different aspects of computing; these are: ArabicLanguage Technologies; Social Computing; Scientific Computing; Cloud Computing; andData Analytics. The data analytics group at QCRI; DA@ QCRI for short; has embarked in anambitious endeavour to become a premiere world-class research group by tackling diverseresearch topics related to data quality; data integration; information extraction; scientific datamanagement; and data mining. In the short time since its birth; DA@ QCRI has grown to …,ACM SIGMOD Record,2013,1
A Short History of Schema Mapping Systems.,Giansalvatore Mecca; Paolo Papotti; Donatello Santoro,There are many applications that need to exchange; correlate; and integrate heterogenousdata sources. These information integration tasks have long been identified as importantproblems and unifying theoretical frameworks have been advocated by databaseresearchers [5]. To solve these problems; a fundamental requirement is that of manipulatingmappings among data sources. The application developer is typically given two schemas–one called the source schema; the other called the target schema–that can be based ondifferent models; technologies; and rules. Mappings; also called schema mappings; areexpressions that specify how an instance of the source repository should be translated intoan instance of the target repository. In order to be useful in practical applications; theyshould have an executable implementation–for example; by means of SQL queries or …,SEBD,2012,1
Schema Mapping and Data Exchange Tools: Time for the Golden Age,Giansalvatore Mecca; Paolo Mecca,Abstract In the last 10 years; schema mapping management has become an importantresearch area in data transformation; exchange; and integration systems. The reasons for itssuccess can be found in the declarative nature of its building block (thus enabling cleansemantics and easy to use design tools) paired with the efficiency and modularity in thedeployment step. In this paper we sketch a line of evolution in schema-mappings and dataexchange systems; through what we identify as three main ages. We start presenting thefoundations of schema mapping tools and the first tools aimed at translating data from asource to a target schema in the first; heroic age. We then discuss the silver age; whenschema mapping tools have grown their way into complex systems and have beentranslated into both commercial and open-source tools. Finally; we show how recent …,it-Information Technology,2012,1
Contextual Data Extraction and Instance-Based Integration,Paolo Papotti; Paolo Merialdo; Lorenzo Blanco; Valter Crescenzi,*,Proceedings of the First International Workshop on Searching and Integrating New Web Data Sources - Very Large Data Search (VLDS),2011,1
Data extraction and integration from imprecise web sources,Lorenzo Blanco; Mirko Bronzi; Valter Crescenzi; Paolo Merialdo; Paolo Papotti,Blanco; L; Bronzi; M; Crescenzi; V; Merialdo; P & Papotti; P 2009; Data extraction and integrationfrom imprecise web sources (Extended abstract). in 17th Italian Symposium on Advanced DatabaseSystems; SEBD 2009. pp. 229-236; 17th Italian Symposium on Advanced DatabaseSystems; SEBD 2009; Camogli; Genova; Italy; 6/21/09 … Blanco L; Bronzi M; Crescenzi V; MerialdoP; Papotti P. Data extraction and integration from imprecise web sources (Extendedabstract). In 17th Italian Symposium on Advanced Database Systems; SEBD 2009. 2009. p.229-236 … Powered by Pure; Scopus & Elsevier Fingerprint Engine™ © 2018 Elsevier BV.,17th Italian Symposium on Advanced Database Systems; SEBD 2009,2009,1
Schema Mappings: From Data Translation to Data Cleaning,Giansalvatore Mecca; Paolo Papotti; Donatello Santoro,Abstract Schema mapping management is an important research area in datatransformation; integration; and cleaning systems. The reasons for its success can be foundin the declarative nature of its building block (thus enabling clean semantics and easy to usedesign tools) paired with the efficiency and modularity in the deployment step. In this chapterwe cover the evolution of schema-mappings through what we identify as three main ages.We start presenting the foundations of schema mapping tools and the first tools aimed attranslating data from a source to a target schema in the first; heroic age. We then discuss thesilver age; when schema mapping tools have grown their way into complex systems andhave been translated into both commercial and open-source tools. Finally; we show howrecent results in schema-mapping are stimulating a third; golden age; with novel research …,*,2018,*
Synthesizing entity matching rules by examples,Rohit Singh; Venkata Vamsikrishna Meduri; Ahmed Elmagarmid; Samuel Madden; Paolo Papotti; Jorge-Arnulfo Quiané-Ruiz; Armando Solar-Lezama; Nan Tang,Abstract Entity matching (EM) is a critical part of data integration. We study how to synthesizeentity matching rules from positive-negative matching examples. The core of our solution isprogram synthesis; a powerful tool to automatically generate rules (or programs) that satisfya given high-level specification; via a predefined grammar. This grammar describes aGeneral Boolean Formula (GBF) that can include arbitrary attribute matching predicatescombined by conjunctions (∧); disjunctions (∨) and negations (¬); and is expressiveenough to model EM problems; from capturing arbitrary attribute combinations to handlingmissing attribute values. The rules in the form of GBF are more concise than traditional EMrules represented in Disjunctive Normal Form (DNF). Consequently; they are moreinterpretable than decision trees and other machine learning algorithms that output deep …,Proceedings of the VLDB Endowment,2017,*
Robust Discovery of Positive and Negative Rules in Knowledge-Bases,Stefano Ortona; Vamsi Meduri; Paolo Papotti,Abstract We present RuDiK; a system for the discovery of declarative rules over knowledge-bases (KBs). RuDiK discovers rules that express positive relationships between entities;such as “if two persons have the same parent; they are siblings”; and negative rules; ie;patterns that identify contradictions in the data; such as “if two persons are married; onecannot be the child of the other”. While the former class infers new facts in the KB; the latterclass is crucial for other tasks; such as detecting erroneous triples in data cleaning; or thecreation of negative examples to bootstrap learning algorithms. The system is designed to:(i)enlarge the expressive power of the rule language to obtain complex rules and widecoverage of the facts in the KB;(ii) discover approximate rules (soft constraints) to be robustto errors and incompleteness in the KB;(iii) use disk-based algorithms; effectively …,*,2017,*
Errata for Lightning Fast and Space Efficient Inequality Joins (PVLDB 8 (13): 2074--2085),Zuhair Khayyat; William Lucia; Meghna Singh; Mourad Ouzzani; Paolo Papotti; Jorge-Arnulfo Quiané-Ruiz; Nan Tang; Panos Kalnis,Abstract This is in response to recent feedback from some readers; which requires someclarifications regarding our IEJ oin algorithm published in [1]. The feedback revolves aroundfour points:(1) a typo in our illustrating example of the join process;(2) a naming error for theindex used by our algorithm to improve the bit array scan;(3) the sort order used in ouralgorithms; and (4) a missing explanation on how duplicates are handled by our self joinalgorithm.,Proceedings of the VLDB Endowment,2017,*
Optimized inequality join method,*,The optimized inequality join method is a method for joining relational tables on inputinequality conditions. The optimized inequality join method is a relatively fast inequality joinmethod using permutation arrays to store positional information for sorted attributed values.Additionally; space efficient bit arrays are used to enable optimization; such as Bloom filterindices; thus providing faster computation of the join results. The method may be used; forexample; for joining various inequalities associated with a variety of measuredenvironmental conditions for raising an alarm when certain conditions are met.,*,2017,*
Towards User-Aware Rule Discovery,Venkata Vamsikrishna Meduri; Paolo Papotti,Abstract Rule discovery is a challenging but inevitable process in several data centricapplications. The main challenges arise from the huge search space that needs to beexplored; and from the noise in the data; which makes the mining results hardly useful.While existing state-of-the-art systems pose the users at the beginning and the end of themining process; we argue that this paradigm must be revised and new rule miningalgorithms should be developed to let the domain experts interact during the discoveryprocess. We discuss how new systems that embrace this approach overcome currentlimitations and ultimately result in shorter time and smaller user effort for rule discovery.,*,2017,*
Interactive Data Repairing: the FALCON Dive,Enzo Veltri; Donatello Santoro; Giansalvatore Mecca; Paolo Papotti; Jian He; Gouliang Li; Nan Tang,Abstract. In this paper we discuss Falcon; an interactive; deterministic; and declarative datacleaning system. Unlike traditional rule-based system; Falcon does not rely on the existenceof a set of pre-defined data quality rules; but it encourages users to explore the data; identifypossible problems; and make updates to fix them. The main technical challenge consists infinding a set of rules; expressed as sql update queries; that are semantically correct and thatfixes the largest number of errors in the data. Falcon navigates the lattice by interacting withusers to gradually checking the correctness of a set of rules. We have conducted extensiveexperiments using both real-world and synthetic datasets to show that Falcon can effectivelycommunicate with users in data repairing.,25th Italian Symposium on Advanced Database Systems; SEBD 2017,2017,*
Data quality between promises and results,Paolo Papotti,Improving the quality of data is a crucial task for business; health; and scientific data. Severaldata cleaning algorithms have been translated into tools to identify and repair data errorssuch as outlying values; duplicate records; typos; missing values; and violations of rules ingeneral [1];[2];[3];[4].,Data Engineering Workshops (ICDEW); 2016 IEEE 32nd International Conference on,2016,*
Methods for Identifying Denial Constraints,*,Computer implemented methods for identifying denial constraints are provided herein. Thedenial constraints can be used with a database schema R. A predicate space P can begenerated for an instance I in the schema R. An evidence set EviI can be generated. Theevidence set EviI can include sets of satisfied predicates in the predicate space P for eachinstance I. A minimal set of predicates can be identified for the evidence set EviI. Valid denialconstraints can be identified from the minimal set by inverting the predicates in the minimalset.,*,2016,*
A System for Big Data Analytics over Diverse Data Processing Platforms,Jorge Quiane; Divy Agrawal; Sanjay Chawla; Ahmed Elmagarmid; Zoi Kaoudi; Mourad Ouzzani; Paolo Papotti; Nan Tang; Mohammed Zaki,Data analytics is at the core of any organization that wants to obtain measurable value fromits growing data assets. Data analytic tasks may range from simple to extremely complexpipelines; such as data extraction; transformation and loading; online analytical processing;graph processing; and machine learning (ML). Following the dictum “one size does not fitall”; academia and industry have embarked on a race of developing data processingplatforms for supporting all of these different tasks; eg; DBMSs and MapReduce-likesystems. Semantic completeness; high performance and scalability are key objectives ofsuch platforms. While there have been major achievements in these objectives; users arestill faced with many road-blocks. MOTIVATING EXAMPLE The first roadblock is thatapplications are tied to a single processing platform; making the migration of an …,Qatar Foundation Annual Research Conference Proceedings,2016,*
