Gestures without libraries; toolkits or training: a $1 recognizer for user interface prototypes,Jacob O Wobbrock; Andrew D Wilson; Yang Li,Abstract Although mobile; tablet; large display; and tabletop computers increasingly presentopportunities for using pen; finger; and wand gestures in user interfaces; implementinggesture recognition largely has been the privilege of pattern matching experts; not userinterface prototypers. Although some user interface libraries and toolkits offer gesturerecognizers; such infrastructure is often unavailable in design-oriented environments likeFlash; scripting environments like JavaScript; or brand new off-desktop prototypingenvironments. To enable novice programmers to incorporate gestures into their UIprototypes; we present a" $1 recognizer" that is easy; cheap; and usable almost anywhere inabout 100 lines of code. In a study comparing our $1 recognizer; Dynamic Time Warping;and the Rubine classifier on user-supplied gestures; we found that $1 obtains over 97 …,Proceedings of the 20th annual ACM symposium on User interface software and technology,2007,734
Touch gestures for remote control operations,*,In general; this disclosure describes techniques for providing a user of a first computingdevice (eg; a mobile device) with the ability to utilize the first computing device to control asecond computing device (eg; a television). Specifically; the techniques of this disclosuremay; in some examples; allow the user to use drawing gestures on a mobile computingdevice to remotely control and operate the second computing device. Using a presence-sensitive user interface device (eg; a touch screen); the user may use drawing gestures toindicate characters associated with operations and commands to control the secondcomputing device.,*,2012,13
Prediction completion gesture,*,In one example; a method includes detecting; by a computing device; at least one usercontact with a presence-sensitive screen of the computing device to input one or morecharacters of an input string. The method also includes detecting; by the computing device; asubsequent user contact with the presence-sensitive screen. The method also includesdetecting; by the computing device; a gesture at a region of the presence-sensitive screenthat is associated with a terminator symbol while the subsequent user contact is maintainedwith the presence-sensitive screen. The method also includes adding; by the computingdevice; the terminator symbol to the input string when the gesture comprises a virtual keypress gesture. The method also includes replacing; by the computing device; the input stringwith a predicted completed string for the input string when the gesture comprises a …,*,2014,12
GestKeyboard: enabling gesture-based interaction on ordinary physical keyboard,Haimo Zhang; Yang Li,Abstract Stroke gestures are intuitive and efficient but often require gesture-capable inputhardware such as a touchscreen. In this paper; we present GestKeyboard; a novel techniquefor gesturing over an ordinary; unmodified physical keyboard that remains the major inputmodality for existing desktop and laptop computers. We discuss an exploratory study forunderstanding the design space of gesturing on a physical keyboard and our algorithms fordetecting gestures in a modeless way; without interfering with the keyboard's majorfunctionality such as text entry and shortcuts activation. We explored various features fordetecting gestures from a keyboard event stream. Our experiment based on the datacollected from 10 participants indicated it is feasible to reliably detect gestures from normalkeyboard use; 95% detection accuracy within a maximum latency of 200ms.,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,2014,12
HOBS: head orientation-based selection in physical spaces,Ben Zhang; Yu-Hsiang Chen; Claire Tuna; Achal Dave; Yang Li; Edward Lee; Björn Hartmann,Abstract Emerging head-worn computing devices can enable interactions with smart objectsin physical spaces. We present the iterative design and evaluation of HOBS--a Head-Orientation Based Selection technique for interacting with these devices at a distance. Weaugment a commercial wearable device; Google Glass; with an infrared (IR) emitter to selecttargets equipped with IR receivers. Our first design shows that a naive IR implementationcan outperform list selection; but has poor performance when refinement between multipletargets is needed. A second design uses IR intensity measurement at targets to improverefinement. To address the lack of natural mapping of on-screen target lists to spatial targetlocation; our third design infers a spatial data structure of the targets enabling a natural head-motion based disambiguation. Finally; we demonstrate a universal remote control …,Proceedings of the 2nd ACM symposium on Spatial user interaction,2014,11
Creating and organizing events in an activity stream,*,A system and method for creating and organizing events includes an activity streamapplication that captures; searches and collaborates on one or more events. The eventsinclude unstructured data comprising text; digital ink; an audio clip and an image. Theactivity stream application receives user input and generates a new event and combinesrelated events into the same activity. The activity stream application receives a search queryand searches for events that are relevant to the search query. In one embodiment; thesearch query includes contextual information that includes at least one of at a similar time; ata similar location; in a similar situation and a relatedness of event attributes.,*,2014,11
Computing device interaction with visual media,*,In general; techniques and systems for retrieving supplemental information associated withvisual media are described. In one example; a method includes obtaining; by a computingdevice; position information from a position device using near-field communication (NFC);wherein the position information identifies a position of the position device in relation to aportion of visual media associated with the position device. The method may also includereceiving; by the computing device; supplemental information that is provided by anetworked device based at least in part on the position information; wherein thesupplemental information comprises additional information related to the portion of thevisual media. In some examples; the position device is included within an array of positiondevices mounted behind the visual media.,*,2013,11
Research on gesture-based human-computer interaction,Li Yang; Guan Zhiwei; Chen Youdi; Dai Guozhong,*,Journal of System Simulation,2000,11
Optimistic Programming of Touch Interaction,Yang Li; Hao Lu; Haimo Zhang,Abstract Touch-sensitive surfaces have become a predominant input medium for computingdevices. In particular; multitouch capability of these devices has given rise to developing richinteraction vocabularies for “real” direct manipulation of user interfaces. However; therichness and flexibility of touch interaction often comes with significant complexity forprogramming these behaviors. Particularly; finger touches; though intuitive; are impreciseand lead to ambiguity. Touch input often involves coordinated movements of multiple fingersas opposed to the single pointer of a traditional WIMP interface. It is challenging in not onlydetecting the intended motion carried out by these fingers but also in determining the targetobjects being manipulated due to multiple focus points. Currently; developers often need tobuild touch behaviors by dealing with raw touch events that is effort consuming and error …,ACM Transactions on Computer-Human Interaction (TOCHI),2014,10
Dynamic user interface for navigating among GUI elements,*,In one example; a computing device executes a plurality of application processes; each ofwhich has an associated graphical user interface element. The computing device renders acommon graphical user interface on a presence-sensitive screen. The common graphicaluser interface includes a currently rendered graphical user interface element associatedwith a currently selected application process from among the plurality of applicationprocesses; a tab row comprising a plurality of tabs; wherein each of the graphical userinterface elements corresponds to one of the plurality of tabs; and a slide bar positionedproximate to the tab row. The computing device renders a first tab in the tab row with a largersize than other graphical tabs in the plurality of tabs responsive to receipt by the presence-sensitive screen of a gesture input associated with a region of the slide bar that is closest …,*,2014,10
Open project: a lightweight framework for remote sharing of mobile applications,Matei Negulescu; Yang Li,Abstract The form factor of mobile devices remains small while their computing power growsat an accelerated rate. Prior work has explored expanding the output space by leveragingfree displays in the environment. However; existing solutions often do not scale. In this paperwe discuss Open Project; an end-to-end framework that allows a user to" project" a nativemobile application onto a display using a phone camera; leveraging interaction spacesranging from a PC monitor to a public wall-sized display. Any display becomes projectableinstantaneously by simply accessing the lightweight Open Project server via a web browser.By distributing computation load onto each projecting mobile device; our framework easilyscales for hosting many projection sessions and devices simultaneously. Our performanceexperiments and user studies indicated that Open Project supported a variety of useful …,Proceedings of the 26th annual ACM symposium on User interface software and technology,2013,10
Touch gestures for text-entry operations,*,In general; this disclosure describes techniques for providing a user of a computing devicewith the ability to perform text-entry operations (eg; using a touch screen) on a computingdevice. Specifically; the techniques of this disclosure may; in some examples; allow the userto use gestures on a mobile computing device to perform text entry and editing operations.Using a presence-sensitive user interface device (eg; a touch screen); the user may usegestures to enter text into text-based applications (eg; short message service (SMS)messages; e-mail message; uniform resource locators (URLs); and the like). Using visually-defined areas on the touch screen; the user may utilize gestures of certain patterns; relativeto the defined areas; to indicate text entry and editing operations such as; for example;deleting characters and words; indicating a space or return characters; and the like.,*,2012,10
Touch gestures for remote control operations,*,In general; this disclosure describes techniques for providing a user of a first computingdevice (eg; a mobile device) with the ability to utilize the first computing device to control asecond computing device (eg; a television). Specifically; the techniques of this disclosuremay; in some examples; allow the user to use drawing gestures on a mobile computingdevice to remotely control and operate the second computing device. Using a presence-sensitive user interface device (eg; a touch screen); the user may use drawing gestures toindicate characters associated with operations and commands to control the secondcomputing device.,*,2012,10
Enhancing cross-device interaction scripting with interactive illustrations,Pei-Yu Peggy Chi; Yang Li; Björn Hartmann,Abstract Cross-device interactions involve input and output on multiple computing devices.Implementing and reasoning about interactions that cover multiple devices with a diversity ofform factors and capabilities can be complex. To assist developers in programming cross-device interactions; we created DemoScript; a technique that automatically analyzes a cross-device interaction program while it is being written. DemoScript visually illustrates the step-by-step execution of a selected portion or the entire program with a novel; automaticallygenerated cross-device storyboard visualization. In addition to helping developersunderstand the behavior of the program; DemoScript also allows developers to revise theirprogram by interactively manipulating the cross-device storyboard. We evaluatedDemoScript with 8 professional programmers and found that DemoScript significantly …,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems,2016,9
A Context Menu for the Real World: Controlling Physical Appliances Through Head-Worn Infrared Targeting,Yu-Hsiang Chen; Ben Zhang; Claire Tuna; Yang Li; Edward A Lee; Björn Hartmann,Abstract: We introduce a novel method for selecting and controlling smart appliances inphysical spaces through a head-worn computing device with near-eye display and wirelesscommunication. We augment a commercial wearable computing device; Google Glass; witha narrow-beam infrared emitter for this purpose. This configuration yields a usable beamwidth of 2 to 4 feet (60 to 120 cm) for targeting at room scale. We describe a disambiguationtechnique if infrared targeting hits multiple targets simultaneously. A target acquisition studywith 14 participants shows that selection using head orientation with our device outperformslist selection on a wearable device. We also report qualitative data from using our device tocontrol multiple appliances in a smart home scenario. Descriptors:* AUGMENTATION;*HEADGEAR;* INFRARED EQUIPMENT;* MOBILE COMPUTING;* REMOTE CONTROL …,*,2013,9
Controlling a target device using short-range communication,*,In general; techniques and systems for retrieving supplemental information associated withvisual media are described. In one example; a method includes obtaining; by a computingdevice; position information from a position device using near-field communication (NFC);wherein the position information identifies a position of the position device in relation to aportion of visual media associated with the position device. The method may also includereceiving; by the computing device; supplemental information that is provided by anetworked device based at least in part on the position information; wherein thesupplemental information comprises additional information related to the portion of thevisual media. In some examples; the position device is included within an array of positiondevices mounted behind the visual media.,*,2013,9
Gesture-based interaction: a new dimension for mobile user interfaces,Yang Li,Abstract Today; smart phones with touchscreens and sensors are the predominant; fastestgrowing class of consumer computing devices. However; because these devices are used indiverse situations; and have unique capabilities and form factors; they also raise new userinterface challenges; and at the same time; offer great opportunities for impactful HCIresearch.,Proceedings of the International Working Conference on Advanced Visual Interfaces,2012,9
Operation of mobile device interface using gestures,*,In general; this disclosure describes techniques for providing a user of a computing device(eg; a mobile device) with the ability to utilize drawn gestures to operate objects displayedon a user interface of the computing device. Specifically; the techniques of this disclosuremay; in some examples; include receiving user input comprising a gesture that defines anattribute associated with one or more target elements displayed in the user interface andgraphically highlighting the one or more target elements in the user interface. The user maythen utilize the drawn gesture to operate the highlighted target element by interacting withthe defined selection area.,*,2015,8
Gesture Search: Random Access to Smartphone Content,Yang Li,Gesture Search offers users an alternative to existing WYSIWYG; GUI-oriented interactionwith smartphones. It supports random access of a phone's content and functionality usinggesture shortcuts; so users no longer need to manually search and navigate through theinterface hierarchy.,IEEE Pervasive Computing,2011,8
BrickRoad: a light-weight tool for spontaneous design of location-enhanced applications,Alan L Liu; Yang Li,Abstract It is difficult to design and test location-enhancedapplications. A large part of thisdifficulty is due to the added complexity of supporting location. Wizard of Oz (WOz) hasbecome an effective technique for the early stage design of location-enhanced applicationsbecause it allows designers to test an application prototype bysimulating nonexistentcomponents such as location sensing. However; existing WOz tools 1) require nontrivialeffort from designers to specify how a prototype should behave before it can be tested withend users; and 2) support only limited control over application behavior during a test.BrickRoad is a WOz tool for spontaneousdesign of location-enhanced applications. It lowersthe threshold to acquiring user feedback and exploring a design space. With BrickRoad; adesigner does not need to specify any interaction logic and can experiment on-the-fly with …,Proceedings of the SIGCHI conference on Human factors in computing systems,2007,8
Gesture on: Enabling always-on touch gestures for fast mobile access from the device standby mode,Hao Lu; Yang Li,Abstract A significant percentage of mobile interaction involves short-period usages thatoriginate from the standby mode-users wake up a device by pressing the power button;unlock the device by authenticating themselves; and then search for a target app orfunctionality on the device. These additional steps preceding a target task imposessignificant overhead on users for each mobile device access. To address the issue; wedeveloped Gesture On; a system that enables gesture shortcuts in the standby mode bywhich a user can draw a gesture on the touchscreen before the screen is turned on. Basedon the gesture; our system directly brings up a target item onto the screen that bypasses allthese additional steps in a mobile access. This paper examines several challenges inrealizing Gesture On; including robustly rejecting accidental touches when the device is …,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems,2015,6
Systems and methods for transferring images and information from a mobile computing device to a computer monitor for display,*,Certain implementations of the disclosed technology may include systems; methods; andcomputer-readable media for transferring images and information from a mobile computingdevice to a computer monitor for display. In one example implementation; a method isprovided that includes receiving; from a remote client; an initiation request; wherein theremote client is associated with a remote display. The method further includes sending arepresentation of a unique code to the remote client; and receiving; from a mobile device; anindication that the mobile device captured the representation of the unique code. Themethod further includes receiving; from the mobile device; a display image for presentationon the remote display; and sending the display image to the remote client for presentationon the remote display.,*,2013,6
Creating a social network based on an activity,*,A system for creating an activity-based social includes receiving information from acomputing device of a participant in an activity; and determining that the information qualifiesthe participant for membership in a social network associated with the activity. The systemalso includes associating the participant with the social network; and enabling access; bythe participant; to an electronic portal that provides access to the social network.,*,2015,5
InkAnchor: enhancing informal ink-based note taking on touchscreen mobile phones,Yi Ren; Yang Li; Edward Lank,Abstract Although touchscreen mobile phones are widely used for recording informal textnotes (eg; grocery lists; reminders and directions); the lack of efficient mechanisms forcombining informal graphical content with text is a persistent challenge. In this paper; wepresent InkAnchor; a digital ink editor that allows users to easily create ink-based notes byfinger drawing and writing on a mobile phone touchscreen. InkAnchor incorporates flexibleanchoring; focus-plus-context input; content chunking; and lightweight editing mechanismsto support the capture of informal notes and annotations. We describe the design andevaluation of InkAnchor through a series of user studies; which revealed that the integratedsupport enabled by InkAnchor is a significant improvement over current mobile note takingapplications on a range of mobile note-taking tasks.,Proceedings of the 32nd annual ACM conference on Human factors in computing systems,2014,5
Design and experimental analysis of continuous location tracking techniques for Wizard of Oz testing,Yang Li; Evan Welbourne; James A Landay,Abstract Wizard of Oz (WOz) testing has shown promise as an effective way to test location-enhanced applications. However; it is challenging to conduct a location-based WOz testbecause of the dynamic nature of target settings in the field. In particular; continuous locationtracking; a major task in such a test; requires a wizard to frequently update a user's locationto simulate a location system. This imposes a heavy task load on a wizard. To ease wizards'tasks for location tracking; we designed two techniques; Directional Crossing and Steering;and conducted a field experiment to investigate the performance of the two techniques. Aquantitative analysis shows that Directional Crossing and Steering significantly lowered awizard's task load for location tracking without sacrificing accuracy.,Proceedings of the SIGCHI conference on Human Factors in computing systems,2006,5
Exploring activity-based ubiquitous computing: interaction styles; models and tool support,Yang Li; James A Landay,ABSTRACT Activity-based computing is a promising paradigm for ubiquitous computing. Byproviding a consistent framework and structural view for integrating ubicomp technologiesinto natural human activities; activity-based computing can better facilitate our day-to-daylives and allow ubicomp technologies that are sustainable in the dynamic; complex world inwhich we live. In this position paper; we surface several aspects of activity-based computing.We first briefly describe what activity-based computing is. We discuss our early ideas on anactivity framework for structuring ubicomp technologies and representing interactioncontexts. Next; we discuss the interaction styles and models of this new paradigm. We thendiscuss tool support for activity-based computing. In particular; we give an overview of ourongoing work on analysis/design tools supporting early stage prototyping of activity …,computing,2006,5
Rapid prototyping tools for context-aware applications,Yang Li; James A Landay,ABSTRACT Context-aware applications are one of the most important forms of nextgeneration interactive systems. We discuss new attributes exhibited by context-awareinteractions and introduce our experience with developing a tool for prototyping location-enhanced applications; which are a useful subset of context-aware applications. Based onthis; we discuss what challenges we face in developing a more general context-awareapplication design tool and how these challenges can be addressed. In addition; we brieflydescribe our ongoing work on building such a tool for prototyping general context-awareapplications based on human activities.,Proceedings of the CHI 2005 workshop on the Future of User Interface Design Tools,2005,5
Mogeste: A Mobile Tool for In-Situ Motion Gesture Design,Aman Parnami; Apurva Gupta; Gabriel Reyes; Ramik Sadana; Yang Li; Gregory D Abowd,Abstract Motion gestures can be expressive; fast to access and perform; and facilitated byubiquitous inertial sensors. However; implementing a gesture recognizer requiressubstantial programming and pattern recognition expertise. Although several graphicaldesktop-based tools lower the threshold of development; they do not support ad hocdevelopment in naturalistic settings. We present Mogeste; a mobile tool for in-situ motiongesture design. Mogeste allows interaction designers to within minutes envision; train; andtest motion gesture recognizers using inertial sensors in commodity devices. Furthermore; itenables rapid creative exploration by designers; at any time and within any context thatinspires them. By supporting data collection; iterative design; and evaluation of envisionedgestural interactions within the context of its end-use; Mogeste reduces the gap between …,Proceedings of the 8th Indian Conference on Human Computer Interaction,2016,4
Authoring multi-finger interactions through demonstration and composition,*,A computing device comprises a processor and an authoring tool executing on theprocessor. The processor receives demonstration data representative of at least onedemonstration of a multi-finger gesture and declaration data specifying one or moreconstraints for the multi-finger gesture. The processor generates; in accordance with thedemonstration data and the declaration data; a module to detect the multi-finger gesturewithin a computer-generated user interface.,*,2015,4
Reflection: enabling event prediction as an on-device service for mobile interaction,Yang Li,Abstract By knowing which upcoming action a user might perform; a mobile application canoptimize its user interface for accomplishing the task. However; it is technically challengingfor developers to implement event prediction in their own application. We created Reflection;an on-device service that answers queries from a mobile application regarding whichactions the user is likely to perform at a given time. Any application can register itself andcommunicate with Reflection via a simple API. Reflection continuously learns a predictionmodel for each application based on its evolving event history. It employs a novel method forprediction by 1) combining multiple well-designed predictors with an online learningmethod; and 2) capturing event patterns not only within but also across registeredapplications--only possible as an infrastructure solution. We evaluated Reflection with two …,Proceedings of the 27th annual ACM symposium on User interface software and technology,2014,4
Gesturemote: interacting with remote displays through touch gestures,Hao Lü; Matei Negulescu; Yang Li,Abstract We present Gesturemote; a technique for interacting with remote displays throughtouch gestures on a handheld touch surface. By combining a variety of different touchgestures and connecting them smoothly; Gesturemote supports a wide range of interactionbehaviors; from low pixel-level interaction such as pointing and clicking; to medium-levelinteraction such as structured navigation of a user interface; to high-level interaction such asinvoking a function directly (eg shortcuts). Gesturemote requires no visual attention to useand thus is eyes-free. We received positive initial feedback for Gesturemote from theparticipants in an interview where we walked them through the design. In addition; weinvestigated the usability of our gesture-based target acquisition technique by comparing itwith a trackpad in a target acquisition task. The results indicate that Gesturemote performs …,Proceedings of the 2014 International Working Conference on Advanced Visual Interfaces,2014,3
Penbuilder: Platform for the development of pen-based user interface,Yang Li; Zhiwei Guan; Youdi Chen; Guozhong Dai,Abstract Pen-based user interfaces is widely used in mobile computing environment; whichprovides natural; efficient interaction. It has substantial differences from any previousinterface and it is difficult to be implemented. A welldesigned platform will improve thedevelopment of pen-based user interface. In this paper; the architecture of Pen-Book-Page-Paper is presented; which is extended from the metaphor of Pen-Paper. Penbuilder is adevelopment platform based on this architecture. Pen-based user interface can beconstructed from three layers of Penbuilder: modal-primitive layer; task-primitive layer andtask layer. Each layer provides different extent supports for flexibility and reusability. Thecomponents of the platform are discussed in detail and some properties of the platform areargued. Penbuilder is also compliant for the development of distributed user interface. In …,Advances in Multimodal Interfaces—ICMI 2000,2000,3
Improv: an input framework for improvising cross-device interaction by demonstration,Xiang‘Anthony’ Chen; Yang Li,Abstract As computing devices become increasingly ubiquitous; it is now possible tocombine the unique capabilities of different devices or Internet of Things to accomplish atask. However; there is currently a high technical barrier for creating cross-device interaction.This is especially challenging for end users who have limited technical expertise—end userswould greatly benefit from custom cross-device interaction that best suits their needs. In thisarticle; we present Improv; a cross-device input framework that allows a user to easilyleverage the capability of additional devices to create new input methods for an existing;unmodified application; eg; creating custom gestures on a smartphone to control a desktoppresentation application. Instead of requiring developers to anticipate and program thesecross-device behaviors in advance; Improv enables end users to improvise them on the …,ACM Transactions on Computer-Human Interaction (TOCHI),2017,2
Experimental evaluation of penbased Chinese word processing usability,Zhiwei Guan; Yang Li; Guozhong Dai,An evaluation experiment was conducted to compare four interface styles: Hanwang FixedWindow; Translucent Mobile Single Window; Translucent Mobile Double Window; and NoWindow. Subjects tested the four styles for typical word process task; including input; insert;exchange on a free style text edit system. The results show that the TMDW was the mostefficient and the most accurate mode; in terms of total editing time and accuracy rate. Alsoexperimental data exhibited that NW is the most nature style; in terms of the subjects'preferences. This experiment confirmed that a proper employment of interface style couldimprove the interactive efficiency of text editing systems. Our tests for the first time givestatistical support to the view that the nature gesture is useful for editing interface for wordprocess systems.,Proceedings of APCHI'00 International Conference of Asia-Pacific Computer-Human Interaction; Singapore; Elsevier Science; Nov,2000,2
Gesture recognition on computing device correlating input to a template,*,A computer-implemented user interface method and apparatus are disclosed. A user inputsignal corresponding to a drawn gesture is received and sampled. If the input signal isorientation invariant; the sampled; spaced points are rotated in accordance with anindicative angle to generate an input vector. If the input signal is orientation sensitive; thesampled; spaced points are rotated to align with a base orientation to generate the inputvector. The gesture is recognized based on a comparison of the input vector to a plurality oftemplates.,*,2017,1
Prediction completion gesture,*,In one example; a method includes detecting; by a computing device; at least one usercontact with a presence-sensitive screen of the computing device to input one or morecharacters of an input string. The method also includes detecting; by the computing device; asubsequent user contact with the presence-sensitive screen. The method also includesdetecting; by the computing device; a gesture at a region of the presence-sensitive screenthat is associated with a terminator symbol while the subsequent user contact is maintainedwith the presence-sensitive screen. The method also includes adding; by the computingdevice; the terminator symbol to the input string when the gesture comprises a virtual keypress gesture. The method also includes replacing; by the computing device; the input stringwith a predicted completed string for the input string when the gesture comprises a …,*,2017,1
Using audio cues to support motion gesture interaction on mobile devices,Sarah Morrison-Smith; Megan Hofmann; Yang Li; Jaime Ruiz,Abstract Motion gestures are an underutilized input modality for mobile interaction despitenumerous potential advantages. Negulescu et al. found that the lack of feedback onattempted motion gestures made it difficult for participants to diagnose and correct errors;resulting in poor recognition performance and user frustration. In this article; we describeand evaluate a training and feedback technique; Glissando; which uses audiocharacteristics to provide feedback on the system's interpretation of user input. Thistechnique enables feedback by verbally confirming correct gestures and notifying users oferrors in addition to providing continuous feedback by manipulating the pitch of distinctmusical notes mapped to each of three dimensional axes in order to provide both spatialand temporal information.,ACM Transactions on Applied Perception (TAP),2016,1
Creating and organizing events in an activity stream,*,A system and method for creating and organizing events includes an activity streamapplication that captures; searches and collaborates on one or more events. The eventsinclude unstructured data comprising text; digital ink; an audio clip and an image. Theactivity stream application receives user input and generates a new event and combinesrelated events into the same activity. The activity stream application receives a search queryand searches for events that are relevant to the search query. In one embodiment; thesearch query includes contextual information that includes at least one of at a similar time; ata similar location; in a similar situation and a relatedness of event attributes.,*,2015,1
Specification; Detection; and Notification of RFID Events with Cascadia,Evan Welbourne; Garret Cole; Nodira Khoussainova; Julie Letchner; Yang Li; Magdalena Balazinska; Gaetano Borriello; Dan Suciu,The Cascadia system [5] greatly simplifies the development of pervasive RFID applicationsin spite of the inherent uncertainty in RFID data. It provides applications with aninfrastructure for specifying; extracting and managing meaningful high-level events from rawRFID data. Cascadia allows end users to specify events using a web-based tool with anintuitive visual language based on direct manipulation. It also extracts specified events fromthe data in spite of the unreliability of RFID technology and the inherent ambiguity in eventextraction. We demonstrate Cascadia's workings with a map-based interface that displaysstreams of RFID events and with a digital diary application that automatically populates acalendar with events in which the user participated. We use RFID traces collected in ourbuilding-wide RFID deployment; the RFID Ecosystem [1].,*,*,1
Gesture detection using an array of short-range communication devices,*,Abstract In general; techniques and systems for defining a gesture with a computing deviceusing short-range communication are described. In one example; a method includesobtaining position information from an array of position devices using near-fieldcommunication (NFC) during a movement of the computing device with respect to the array;wherein the position information identifies unique positions within the array for each positiondevice from which position information was obtained. The method may also includedetermining sequence information associated with the position information; wherein thesequence information is representative of an order in which the position information wasobtained from each position device; and performing; by the computing device; an actionbased at least in part on the position information and the sequence information; wherein …,*,2018,*
M3 Gesture Menu: Design and Experimental Analyses of Marking Menus for Touchscreen Mobile Interaction,Jingjie Zheng; Xiaojun Bi; Kun Li; Yang Li; Shumin Zhai,ABSTRACT Despite their learning advantages in theory; marking menus have facedadoption challenges in practice; even on today's touchscreen-based mobile devices. Weaddress these challenges by designing; implementing; and evaluating multiple versions ofM3 Gesture Menu (M3); a reimagination of marking menus targeted at mobile interfaces. M3is defined on a grid rather than in a radial space; relies on gestural shapes rather thandirectional marks; and has constant and stationary space use. Our first controlled experimenton expert performance showed M3 was faster and less error-prone by a factor of two thantraditional marking menus. A second experiment on learning demonstrated for the first timethat users could successfully transition to recall-based execution of a dozen commands afterthree ten-minute practice sessions with both M3 and Multi-Stroke Marking Menu …,*,2018,*
Auto-completion for user interface design,*,Techniques for automatically completing a partially completed UI design created by a userare described. A UI query including attributes of UI components in the partially completed UIdesign is created. Example designs with similar UI components are identified. UIcomponents of one such design example are displayed to automatically complete thepartially completed UI design (also called an “auto-complete suggestion”). The user cansystematically navigate the design examples and accept auto-completed suggestions toinclude into the partially complete UI design.,*,2017,*
Authenticating user and launching an application on a single intentional user gesture,*,Methods; systems; and apparatus; including computer programs encoded on computerstorage media; for combining authentication and application shortcut. An example methodincludes detecting; by a device having a touchscreen; a gesture by a user on thetouchscreen while the device is in a sleep mode; classifying the gesture; by the device; asan intentional gesture or an accidental gesture; maintaining the device in the sleep mode ifthe gesture is classified as an accidental gesture; responsive to determining; by the device;that the gesture matches one or more confirmed gestures stored on the device based atleast in part on a set of predefined criteria; if the gesture is classified as an intentionalgesture: recognizing the user as authenticated; and without requiring additional user input;selecting an application; from a plurality of different applications; according to the gesture …,*,2017,*
Gesture morpher: video-based retargeting of multi-touch interactions,Ramik Sadana; Yang Li,Abstract We present Gesture Morpher; a tool for prototyping and testing multi-touchinteractions based on video recordings of target application behaviors; eg; a sequence ofscreenshots recorded by a screen capture tool. Gesture Morpher extracts continuousbehaviors from video recordings; such as transformations of UI content; and suggests a setof multi-touch interactions that are suitable for achieving these behaviors. Designers caneasily test different interactions on a touch device with visual response that is automaticallysynthesized from the video recording; all without any programming. We discuss a range ofmulti-touch interaction scenarios Gesture Morpher supports; our method for extractingcontinuous interaction behaviors from video recordings; and techniques for associatingtouch-input with the output effect extracted from the videos.,Proceedings of the 18th International Conference on Human-Computer Interaction with Mobile Devices and Services,2016,*
Auto-completion for user interface design,*,Techniques for automatically completing a partially completed UI design created by a userare described. A UI query including attributes of UI components in the partially completed UIdesign is created. Example designs with similar UI components are identified. UIcomponents of one such design example are displayed to automatically complete thepartially completed UI design (also called an “auto-complete suggestion”). The user cansystematically navigate the design examples and accept auto-completed suggestions toinclude into the partially complete UI design.,*,2016,*
Auto-completion for user interface design,*,Techniques for automatically completing a partially completed UI design created by a userare described. A UI query including attributes of UI components in the partially completed UIdesign is created. Example designs with similar UI components are identified. UIcomponents of one such design example are displayed to automatically complete thepartially completed UI design (also called an “auto-complete suggestion”). The user cansystematically navigate the design examples and accept auto-completed suggestions toinclude into the partially complete UI design.,*,2016,*
Enabling event prediction as an on-device service for mobile interaction,*,By knowing which upcoming actions a user might perform; a mobile application can optimizea user interface or reduce the amount of user input needed for accomplishing a task. Aherein-described prediction module can answer queries from a mobile application regardingwhich actions in the application the user is likely to perform at a given time. Any applicationcan register and communicate with the prediction module via a straightforward applicationprogramming interface (API). The prediction module continuously learns a prediction modelfor each application based on the application's evolving event history. The predictionmodule generates predictions by combining multiple predictors with an online learningmethod; and capturing event patterns not only within but also across registered applications.The prediction module is evaluated using events collected from multiple types of mobile …,*,2016,*
Auto-completion for user interface design,*,Techniques for automatically completing a partially completed UI design created by a userare described. A UI query including attributes of UI components in the partially completed UIdesign is created. Design examples with similar UI components are identified. UIcomponents of one such design example are displayed to automatically complete thepartially completed UI design (also called an “auto-complete suggestion”). The user cansystematically navigate the design examples and accept auto-completed suggestions toinclude into the partially complete UI design.,*,2016,*
Novel Tools for Programming Mobile Interaction,Yang Li,The prevalence of mobile devices such as smartphones has fundamentally changed howwe use computing devices. Mobile devices are now an indispensable part of our everydayactivities; from casual activities such as physical workout or cooking to serious productiontasks such as authoring a document. However; mobile interaction suffers from two majorissues: the small form factor of mobile devices–the device constraint–and mobile usersbeing occupied by real-world tasks while operating mobile devices–the user constraint. Toaddress these issues; extensive effort has been devoted to expanding the interactionbandwidth of mobile devices by 1) enabling interaction techniques based on new sensingcapabilities such as touch; motion or camera-based input; and 2) leveraging the rich contextsuch as the time and the behavior history in which mobile interaction is situated to …,한국 HCI 학회 학술대회,2014,*
