A local search mechanism for peer-to-peer networks,Vana Kalogeraki; Dimitrios Gunopulos; Demetrios Zeinalipour-Yazti,Abstract One important problem in peer-to-peer (P2P) networks is searching and retrievingthe correct information. However; existing searching mechanisms in pure peer-to-peernetworks are inefficient due to the decentralized nature of such networks. We propose twomechanisms for information retrieval in pure peer-to-peer networks. The first; the modifiedBreadth-First Search (BFS) mechanism; is an extension of the current Gnuttela protocol;allows searching with keywords; and is designed to minimize the number of messages thatare needed to search the network. The second; the Intelligent Search mechanism; uses thepast behavior of the P2P network to further improve the scalability of the search procedure.In this algorithm; each peer autonomously decides which of its peers are most likely toanswer a given query. The algorithm is entirely distributed; and therefore scales well with …,Proceedings of the eleventh international conference on Information and knowledge management,2002,559
Multi-objective query optimization in smartphone social networks,Andreas Konstantinidis; Demetrios Zeinalipour-Yazti; Panayiotis Andreou; George Samaras,The bulk of social network applications for smart phones (eg; Twitter; Face book;Foursquare; etc.) currently rely on centralized or cloud-like architectures in order to carry outtheir data sharing and searching tasks. Unfortunately; the given model introduces both data-disclosure concerns (eg; disclosing all captured media to a central entity) and performanceconcerns (eg; consuming precious smart phone battery and bandwidth during contentuploads). In this paper; we present a novel framework; coined Smart Opt; for searchingobjects (eg; images; videos; etc.) captured by the users in a mobile social community. Ourframework; is founded on an in-situ data storage model; where captured objects remainlocal on their owner's smart phones and searches then take place over a novel lookupstructure we compute dynamically; coined the Multi-Objective Query Routing Tree (MO …,Mobile Data Management (MDM); 2011 12th IEEE International Conference on,2011,13
SenseSwarm: a perimeter-based data acquisition framework for mobile sensor networks,Demetrios Zeinalipour-Yazti; Panayiotis Andreou; Panos K Chrysanthis; George Samaras,Abstract This paper assumes a set of n mobile sensors that move in the Euclidean plane asa swarm. Our objectives are to explore a given geographic region by detecting andaggregating spatio-temporal events of interest and to store these events in the network untilthe user requests them. Such a setting finds applications in environments where the user (ie;the sink) is infrequently within communication range from the field deployment. Ourframework; coined SenseSwarm; dynamically partitions the sensing devices into perimeterand core nodes. Data acquisition is scheduled at the perimeter in order to minimize energyconsumption while storage and replication takes place at the core nodes which arephysically and logically shielded to threats and obstacles. To efficiently identify the perimeterof the swarm we devise the Perimeter Algorithm (PA); an efficient distributed algorithm …,Proceedings of the 4th workshop on Data management for sensor networks: in conjunction with 33rd International Conference on Very Large Data Bases,2007,13
Efficient online state tracking using sensor networks,Maria Halkidi; Vana Kalogeraki; Dimitrios Gunopulos; Dimitris Papadopoulos; Demetrios Zeinalipour-Yazti; Michail Vlachos,Sensor networks are being deployed for tracking events of interest in many environmental ormonitoring applications. Because of their distributed nature of operation; a challenging issueis how to accurately identify the aggregate state of the phenomenon that is being observed.This work presents an online mechanism for efficiently determining the overall networkstatus; employing distributed operations that minimize the communication costs.Experiments on real data; suggest that the proposed metholology can be a viable solutionfor real world systems.,Mobile Data Management; 2006. MDM 2006. 7th International Conference on,2006,13
In-network data acquisition and replication in mobile sensor networks,Panayiotis Andreou; Demetrios Zeinalipour-Yazti; Panos K Chrysanthis; George Samaras,Abstract This paper assumes a set of n mobile sensors that move in the Euclidean plane asa swarm. Our objectives are to explore a given geographic region by detecting andaggregating spatio-temporal events of interest and to store these events in the network untilthe user requests them. Such a setting finds applications in mobile environments where theuser (ie; the sink) is infrequently within communication range from the field deployment. Ourframework; coined SenseSwarm; dynamically partitions the sensing devices into perimeterand core nodes. Data acquisition is scheduled at the perimeter; in order to minimize energyconsumption; while storage and replication takes place at the core nodes which arephysically and logically shielded to threats and obstacles. To efficiently identify the nodeslaying on the perimeter of the swarm we devise the Perimeter Algorithm (PA); an efficient …,Distributed and Parallel Databases,2011,12
FSort: external sorting on flash-based sensor devices,Panayiotis Andreou; Orestis Spanos; Demetrios Zeinalipour-Yazti; George Samaras; Panos K Chrysanthis,Abstract In long-term deployments of Wireless Sensor Networks; it is often more efficient tostore sensor readings locally at each device and transmit those readings to the user onlywhen requested (ie; in response to a user query). Many of the techniques that collectinformation from a sensor network require that the data is sorted on some attribute (eg;range queries; top-k queries; join queries; etc.) Yet; the underlying storage medium of thesedevices (ie; Flash media) presents some unique characteristics which renders traditionaldisk-based sorting algorithms inefficient in this context. In this paper we devise the FSortalgorithm; an efficient external sorting algorithm for flash-based sensor devices with a smallmemory footprint. FSort minimizes the expensive write/delete operations of flash memoryminimizing in that way the consumption of energy. In particular; FSort uses a top-down …,Proceedings of the Sixth International Workshop on Data Management for Sensor Networks,2009,12
Finding the K highest-ranked answers in a distributed network,Demetrios Zeinalipour-Yazti; Zografoula Vagena; Vana Kalogeraki; Dimitrios Gunopulos; Vassilis J Tsotras; Michail Vlachos; Nick Koudas; Divesh Srivastava,Abstract In this paper; we present an algorithm for finding the k highest-ranked (or Top-k)answers in a distributed network. A Top-K query returns the subset of most relevant answers;in place of all answers; for two reasons:(i) to minimize the cost metric that is associated withthe retrieval of all answers; and (ii) to improve the recall and the precision of the answer-set;such that the user is not overwhelmed with irrelevant results. Our study focuses on multi-hopdistributed networks in which the data is accessible by traversing a network of nodes. Such asetting captures very well the computation framework of emerging Sensor Networks; Peer-to-Peer Networks and Vehicular Networks. We present the Threshold Join Algorithm (TJA); anefficient algorithm that utilizes a non-uniform threshold on the queried attribute in order tominimize the transfer of data when a query is executed. Additionally; TJA resolves queries …,Computer Networks,2009,12
Crowdsourcing for mobile data management,Georgios Chatzimilioudis; Demetrios Zeinalipour-Yazti,Crowdsourcing refers to a distributed problem-solving model in which a crowd of undefinedsize is engaged in the task of solving a complex problem through an open call. This novelproblem-solving model found its way into numerous applications on the web for voting; fund-raising; micro-works and wisdom-of-the-crowd scenarios. On the other hand; the shift ofdesktop users to mobile platforms in the post-PC era; along with the unique multi-sensingcapabilities of modern mobile devices are expected to eventually unfold the full potential ofCrowdsourcing. Smartphones offer a great platform for extending and diversifying web-based crowdsourcing applications to a larger contributing crowd; making contribution easierand omni-present. This advanced seminar presents the fundamental concepts behindcrowdsourcing and its applications to mobile data management. In the first part of the …,Mobile Data Management (MDM); 2013 IEEE 14th International Conference on,2013,11
Managing smartphone testbeds with smartlab,Georgios Larkou; Constantinos Costa; Panayiotis Andreou; Andreas Konstantinidis; Demetrios Zeinalipour-Yazti,© 2013 by The USENIX Association All Rights Reserved This volume is published as a collectivework. Rights to individual papers remain with the author or the author's employer. Permissionis granted for the noncommercial reproduction of the complete work for educational or researchpurposes. Permission is granted to print; primarily for one person's exclusive use; a single copyof these Proceedings. USENIX acknowledges all trademarks herein. ISBN 978-1-931971-05-8 Thanks to Our LISA'13 Sponsors Media Sponsors and Industry Partners ACM Queue ADMINCiSE Computer Distributed Management Task Force (DMTF) Free Software Magazine HPCwireIEEE Pervasive IEEE Security & Privacy IEEE Software InfoSec News IT/Dev Connections ITProfessional Linux Foundation Linux Journal Linux Pro Magazine LXer No Starch Press O'ReillyMedia Open Source Data Center Conference (OSDC) Server Fault The Data Center …,*,2013,11
Automatically annotating the ODP Web taxonomy,Christiana Christophi; Demetrios Zeinalipour-Yazti; Marios D Dikaiakos; Georgios Paliouras,Abstract. In this paper we present the ideas and algorithms developed around our KeyGenWeb Taxonomy Annotation engine. KeyGen annotates the Open Directory Project; alsoknown as Dmoz; with meaningful and previously unknown keywords by utilizing domainknowledge extracted from the WWW. We present two algorithms: i) The PageParseAlgorithm; which efficiently extracts keywords from Web Taxonomies using a combination oflocal and global scores; and ii) the Support Algorithm; an I/O optimized algorithm forcoalescing hierarchies of keywords. We then present the results: i) from constructing a richlyannotated ODP Web taxonomy and ii) from evaluating the correctness of this structure byperforming an automated classification of Web-pages.,Proc. 11th Panhellenic Conf. Informatics (PCI’07),2007,11
Structuring topologically aware overlay networks using domain names,Demetrios Zeinalipour-Yazti; Vana Kalogeraki,Abstract Overlay networks are application layer systems which facilitate users in performingdistributed functions such as searches over the contents of other users. An importantproblem in such networks is that the connections among peers are arbitrary; leading in thatway to a topology structure; which does not match the underlying physical topology. Thistopology mismatch leads to large user experienced delays; degraded performance andexcessive resource consumption in Wide Area Networks. In this work we propose andevaluate the Distributed Domain Name Order (DDNO) technique; which makes unstructuredoverlay networks topologically aware. In DDNO; a node devotes half of its connections tonodes that share the same domain-name and the remaining half connections to randomnodes. The former connections achieve good performance; because the bulk of the …,Computer Networks,2006,11
Information retrieval in peer-to-peer systems,Demetrios Zeinalipour-Yazti,Peer-to-peer (P2P) networks are increasingly becoming popular because they offeropportunities for real-time communication; ad-hoc collaboration [12] and information sharing[23; 11] in a large-scale distributed environment. Peer-to-peer computing is defined as thesharing of computer resources and information through direct exchange. The most distinctcharacteristic of P2P computing is that there is symmetric communication between the peers;each peer has both a client and a server role. The advantages of the P2P systems are multi-dimensional; they improve scalability by enabling direct and real-time sharing of servicesand information; enable knowledge sharing by aggregating information and resources fromnodes that are located on geographically distributed and potentially heterogeneousplatforms; and; provide high availability by eliminating the need for a single centralized …,*,2003,11
Distributed in-memory processing of all k nearest neighbor queries,Georgios Chatzimilioudis; Constantinos Costa; Demetrios Zeinalipour-Yazti; Wang-Chien Lee; Evaggelia Pitoura,A wide spectrum of Internet-scale mobile applications; ranging from social networking;gaming and entertainment to emergency response and crisis management; all requireefficient and scalable All k Nearest Neighbor (AkNN) computations over millions of movingobjects every few seconds to be operational. Most traditional techniques for computingAkNN queries are centralized; lacking both scalability and efficiency. Only recently;distributed techniques for shared-nothing cloud infrastructures have been proposed toachieve scalability for large datasets. These batch-oriented algorithms are sub-optimal dueto inefficient data space partitioning and data replication among processing units. In thispaper; we present Spitfire; a distributed algorithm that provides a scalable and high-performance AkNN processing framework. Our proposed algorithm deploys a fast load …,IEEE transactions on knowledge and data engineering,2016,10
Towards planet-scale localization on smartphones with a partial radiomap,Andreas Konstantinidis; Georgios Chatzimiloudis; Christos Laoudias; Silouanos Nicolaou; Demetrios Zeinalipour-Yazti,Abstract The majority of smartphone localization systems use Assisted-GPS for fine-grainedlocalization in outdoor spaces or WiFi-based RSS (Received Signal Strength) technologiesfor coarse-grain positioning in indoor and outdoor spaces. The former consumes preciousenergy from mobile devices; is strictly affected by the environment (eg; cloudy day; forests;etc.) and does not work in indoor spaces. The latter collects RSS from WiFi beams within auser's vicinity and transfers an RSS vector to the server for localization; in which the positionof the user is disclosed possibly violating users' privacy. In this paper; we presentBloomMap; an innovative and efficient algorithm that conducts a localization process withoutunveiling the user's location to the localization service; minimizing the energy consumptionof the mobile unit and also minimizing the network traffic by not transferring large …,Proceedings of the 4th ACM international workshop on Hot topics in planet-scale measurement,2012,10
Disclosure-free gps trace search in smartphone networks,Demetrios Zeinalipour-Yazti; Christos Laoudias; Maria I Andreou; Dimitrios Gunopulos,In this paper we present a powerful distributed framework for finding similar trajectories in asmart phone network; without disclosing the traces of participating users. Our framework;coined Smart Trace; exploits opportunistic and participatory sensing in order to quicklyanswer queries of the form:" Report the users that move more similar to Q; where Q is somequery trace". Smart Trace; relies on an in-situ data storage model; where geo-location datais recorded locally on smart phones for both performance and data-disclosure reasons.Smart Trace then deploys an efficient top-K query processing algorithm that exploitsdistributed trajectory similarity measures; resilient to spatial and temporal noise; in order toderive the most relevant answers to Q quickly and efficiently. We assess our ideas withrealistic and real workloads from Microsoft Research Asia and other sources. Our study …,Mobile Data Management (MDM); 2011 12th IEEE International Conference on,2011,10
Managing big data experiments on smartphones,Georgios Larkou; Marios Mintzis; Panayiotis G Andreou; Andreas Konstantinidis; Demetrios Zeinalipour-Yazti,Abstract The explosive number of smartphones with ever growing sensing and computingcapabilities have brought a paradigm shift to many traditional domains of the computingfield. Re-programming smartphones and instrumenting them for application testing and datagathering at scale is currently a tedious and time-consuming process that poses significantlogistical challenges. Next generation smartphone applications are expected to be muchlarger-scale and complex; demanding that these undergo evaluation and testing underdifferent real-world datasets; devices and conditions. In this paper; we present anarchitecture for managing such large-scale data management experiments on realsmartphones. We particularly present the building blocks of our architecture thatencompassed smartphone sensor data collected by the crowd and organized in our big …,Distributed and Parallel Databases,2016,9
SmartP2P: a multi-objective framework for finding social content in P2P smartphone networks,Andreas Konstantinidis; Christos Aplitsiotis; Demetrios Zeinalipour-Yazti,In this demonstration paper; we present a novel framework for searching objects (eg;images; videos; etc.) captured by the users in a mobile social community. Our framework; isfounded on an in-situ data storage model; where captured objects remain local on theirowners smartphones and searches then take place over a novel lookup structure wecompute dynamically. Initially; a query user invokes a search to find an object of interest. Ourstructure concurrently optimizes several conflicting objectives (ie; it minimizes energyconsumption; minimizes search delay and maximizes query recall); using a Multi-ObjectiveOptimization approach and calculates a diverse set of high quality non-dominated QueryRouting Trees (QRTs); in a single run. The optimal set is then forwarded to the query user(decision maker) to select a particular QRT to be searched based on instant requirements …,Mobile Data Management (MDM); 2012 IEEE 13th International Conference on,2012,9
Power efficiency through tuple ranking in wireless sensor network monitoring,Panayiotis Andreou; Demetrios Zeinalipour-Yazti; Panos K Chrysanthis; George Samaras,Abstract In this paper; we present an innovative framework for efficiently monitoring WirelessSensor Networks (WSNs). Our framework; coined KSpot; utilizes a novel top-k queryprocessing algorithm we developed; in conjunction with the concept of in-network views; inorder to minimize the cost of query execution. For ease of exposition; consider a set ofsensors acquiring data from their environment at a given time instance. The generatedinformation can conceptually be thought as a horizontally fragmented base relation R.Furthermore; the results to a user-defined query Q; registered at some sink point; canconceptually be thought as a view V. Maintaining consistency between V and R is veryexpensive in terms of communication and energy. Thus; KSpot focuses on a subset V′(⊆V) that unveils only the k highest-ranked answers at the sink; for some user defined …,Distributed and Parallel Databases,2011,9
Towards self-managing QoS-enabled peer-to-peer systems,Vana Kalogeraki; Fang Chen; Thomas Repantis; Demetris Zeinalipour-Yazti,Abstract Peer-to-peer systems that dynamically interact; collaborate and share resources areincreasingly being deployed in wide-area environments. The inherent ad-hoc nature ofthese systems makes it difficult to meet the Quality of Service (QoS) requirements of thedistributed applications; thus having a direct impact on their scalability; efficiency andperformance. In this paper we propose adaptive algorithms to meet applications QoSdemands and balance the load across multiple peers. These comprise (a) resourcemanagement mechanisms to monitor resource loads and application latencies and (b) self-organization algorithms to dynamically select peers that maximize the probability of meetingthe applications' soft real-time and QoS requirements. Our algorithms use only localknowledge and therefore scale well with respect to the size of the network and the …,*,2005,9
A network-aware framework for energy-efficient data acquisition in wireless sensor networks,Panayiotis G Andreou; Demetrios Zeinalipour-Yazti; George S Samaras; Panos K Chrysanthis,Abstract Wireless sensor networks enable users to monitor the physical world at anextremely high fidelity. In order to collect the data generated by these tiny-scale devices; thedata management community has proposed the utilization of declarative data-acquisitionframeworks. While these frameworks have facilitated the energy-efficient retrieval of datafrom the physical environment; they were agnostic of the underlying network topology andalso did not support advanced query processing semantics. In this paper we presentKSpot+; a distributed network-aware framework that optimizes network efficiency bycombining three components:(i) the tree balancing module; which balances the workload ofeach sensor node by constructing efficient network topologies;(ii) the workload balancingmodule; which minimizes data reception inefficiencies by synchronizing the sensor …,Journal of Network and Computer Applications,2014,8
Intelligent search in social communities of smartphone users,Andreas Konstantinidis; Demetrios Zeinalipour-Yazti; Panayiotis Andreou; George Samaras; Panos K Chrysanthis,Abstract Social communities of smartphone users have recently gained significant interestdue to their wide social penetration. The applications in this domain; however; currently relyon centralized or cloud-like architectures for data sharing and searching tasks; introducingboth data-disclosure and performance concerns. In this paper; we present a distributedsearch architecture for intelligent search of objects in a mobile social community. Ourframework; coined SmartOpt; is founded on an in-situ data storage model; where capturedobjects remain local on smartphones and searches then take place over an intelligent multi-objective lookup structure we compute dynamically. Our MO-QRT structure optimizesseveral conflicting objectives; using a multi-objective evolutionary algorithm that calculates adiverse set of high quality non-dominated solutions in a single run. Then a decision …,Distributed and Parallel Databases,2013,8
Towards a network-aware middleware for wireless sensor networks,Panayiotis Andreou; D Zeinalipour-Yiazti; P Chrysanthis; G Samaras,ABSTRACT Wireless Sensor Networks (WSNs); enable users to monitor the physical worldat an extremely high fidelity. In order to collect the data generated by these tiny-scaledevices; the data management community has proposed the utilization of declarative dataacquisition frameworks. While these approaches have facilitated the energy-efficientretrieval of data from the environment; they were agnostic of the underlying networktopology; which may impose data reception/transmission inefficiencies. In this paper; wepresent the architectural design of KSpot+; a distributed middleware framework thatintroduces network-awareness to the data acquisition process by combining threecooperating components: i) the Tree Balancing Module; which balances the workloadincurred on each sensor node by constructing efficient network topologies; ii) the …,8th International Workshop on Data Management for Sensor Networks (DMSN 2011); The Westin Hotel; Seattle; WA; USA,2011,8
Grid architectural issues: State-of-the-art and future trends,Artur Andrzejak; Alexander Reinefeld; Florian Schintke; T Schtt; Carlo Mastroianni; Paraskevi Fragopoulou; Derrick Kondo; Paul Malecot; G Cosmin Silaghi; L Moura Silva; Paolo Trunfio; Demetris Zeinalipour-Yazti; Eugenio Zimeo,Abstract Grid architecture is one of the cornerstones for successful development andproliferation of Grid computing. The scale; dynamism and openness of the Grid; togetherwith demands on its reliability; security and manageability; pose unique challenges onsoftware architecture. The main objective of the Architectural Issues Institute of theCoreGRID NoE is to perform a significant improvement of architectural designs of futureGrids by focusing on three particular key aspects: scalability of resources; adaptability; anddependability of Grid architectures and services. These research directions address themandatory architectural properties of the Next Generation Grids as identified by the NGGreports: simplicity; resilience; scalability of services; and straightforward administration andconfiguration management. This paper presents the current state-of-the-art on the …,CoreGRID White Paper,2008,8
Internet-based indoor navigation services,Demetrios Zeinalipour-Yazti; Christos Laoudias; Kyriakos Georgiou; Georgios Chatzimilioudis,Smartphone advances are leading to a class of Internet-based Indoor Navigation services.IIN services rely on geolocation databases that store indoor models; comprising floor mapsand points of interest; along with wireless; light; and magnetic signals for localizing users.Developing IIN services creates new information management challenges-such ascrowdsourcing indoor models; acquiring and fusing big data velocity signals; localizationalgorithms; and custodians' location privacy. Here; the authors classify current academic andindustrial IIN services using a multidimensional taxonomy of emerging topics. They presentthe taxonomy as an open; modular; extensible; and scalable architecture; called Anyplace;and discuss open challenges.,IEEE Internet Computing,2017,7
Anyplace: A crowdsourced indoor information service,Kyriakos Georgiou; Timotheos Constambeys; Christos Laoudias; Lambros Petrou; Georgios Chatzimilioudis; Demetrios Zeinalipour-Yazti,People do most of their activities; business; commerce; entertainment and socializingindoors. As all of these are increasingly aided by online services and indoor spaces arebecoming bigger and more complex; there is a growing need for cost-effective indoorlocalization; mapping; navigation and information services. In this paper; we present acomplete Indoor Information Service; coined Anyplace; which has an open; modular;extensible and scalable architecture; making it ideal for a wide range of applications. Ourservice features three highly desirable properties; namely crowd sourcing; scalability andaccuracy. Anyplace implements a set of crowd sourcing-supportive mechanisms to handlethe enormous amount of crowd-sensed data; filter incorrect user contributions and exploit Wi-Fi data from heterogeneous mobile devices. Moreover; it uses a big-data architecture for …,Mobile Data Management (MDM); 2015 16th IEEE International Conference on,2015,7
Airplace: Indoor geolocation on smartphones through WiFi fingerprinting,Christos Laoudias; Georgios Larkou; Demetrios Zeinalipour-Yazti; Christos G Panayiotou,The wide availability of location data is undoubtedly reshaping the entire smartphoneecosystem with the advent of innovative location-aware services and applications. Toaccelerate their adoption by the public; the Airplace positioning system is a location-enabling platform that aims to deliver highly reliable and accurate location information rightwhere the highest demand is anticipated in the near future: inside buildings.,Mobile Computing,2013,7
Distributed top-k query processing in wireless sensor networks,Demetrios Zeinalipour-Yazti; Zografoula Vagena,Wireless Sensor Networks create an innovative technology that enables users to monitorand study the physical world at an extremely high resolution. Query processing in such ad-hoc environments is a challenging task due to the complexities imposed by the inherentenergy and communication constraints. To this end; the research community has proposedto take into account user-defined parameters in order to derive the K most relevant (or Top-K) answers quickly and efficiently. A Top-K query returns the subset of most relevantanswers; in place of all answers; for two reasons: i) to minimize the cost metric that isassociated with the retrieval of all answers; and ii) to improve the recall and the precision ofthe answer set; such that the user is not overwhelmed with irrelevant results. This tutorialpresents the fundamental concepts behind distributed Top-K query processing and the …,Mobile Data Management; 2008. MDM'08. 9th International Conference on,2008,7
High-performance crawling and filtering in Java,Demetris Zeinalipour-Yazti; Marios Dikaiakos,CiteSeerX - Document Details (Isaac Councill; Lee Giles; Pradeep Teregowda): Web crawlersare the key component of services running on Internet and providing searching.,*,2001,7
Radio Map Prefetching for Indoor Navigation in Intermittently Connected Wi-Fi Networks,Andreas Konstantinidis; George Nikolaides; Georgios Chatzimilioudis; Giannis Evagorou; Demetrios Zeinalipour-Yazti; Panos K Chrysanthis,Wi-Fi (or WLAN) based indoor navigation applications for mobiles rely on cloud-basedservices (s) that take care of a user's (u) localization task using structures called Radio Maps(RMs). It is imperative for u to have a stable WiFi connection in order to either continuouslyreceive location updates from s or to download RMs a priori for offline navigation. Wi-Finetworks however; suffer from intermittent connectivity due to poor network planning thatresults in sparse deployment of access points and effectively areas where Wi-Fi coveragecannot be guaranteed. This inherently affects the localization accuracy and therefore thenavigation experience of users. In this paper; we propose an innovative framework foraccurate and fast indoor localization over an intermittently connected WiFi network; coinedPrefetching Localization (PreLoc). In Preloc; we prioritize the download of RM records …,Mobile Data Management (MDM); 2015 16th IEEE International Conference on,2015,5
the airplace indoor positioning platform,Christos Laoudias; George Constantinou; Marios Constantinides; Silouanos Nicolaou; Demetrios Zeinalipour-Yazti; Christos G Panayiotou,Abstract In this demo paper; we present the Airplace indoor positioning platform developedfor Android smartphones [1]. Airplace relies on existing WLAN infrastructure and exploitsReceived Signal Strength (RSS) values from neighboring Access Points (AP) to infer theunknown user location. Our system utilizes a number of RSS fingerprints collected a priori tobuild the so-called radiomap. Location is then estimated by finding the best match betweenthe currently measured fingerprint and fingerprints in the radiomap [2]. We will demonstratethe real-time positioning capabilities of Airplace by allowing attendees to carry an Androidtablet and viewing their position on a floorplan map; while walking around the demo area1.Our goal is to highlight the effectiveness of various algorithms found in the literature; as wellas two state-of-the-art algorithms developed in-house [1].,Proceedings of the 10th international conference on Mobile systems; applications; and services,2012,5
FireWatch: gis-assisted wireless sensor networks for forest fires,Panayiotis G Andreou; George Constantinou; Demetrios Zeinalipour-Yazti; George Samaras,Abstract Traditional satellite and camera-based systems; are currently the predominantmethods for detecting forest fires. Our study has identified that these systems lack immediacyas detected fires must gain some momentum before they are detected. In addition; theysuffer from decreased accuracy especially during the night; where visibility is diminished. Inthis paper; we present FireWatch; a system that aims to overcome the aforementionedlimitations by combining a number of technologies including Wireless Sensor Networks;Computer-supported Cooperative Work and Geographic Information Systems in atransparent manner. Compared to satellite and camera-based approaches; FireWatch isable to detect forest fires more accurately and forecast the forest fire danger more promptly.FireWatch is currently scheduled to be deployed at the Cypriot Department of Forests.,International Conference on Scientific and Statistical Database Management,2012,5
Perimeter-Based Data Replication in Mobile Sensor Networks,Panayiotis Andreou; Demetrios Zeinalipour-Yazti; Maria Andreou; Panos K Chrysanthis; George Samaras,This paper assumes a set of n mobile sensors that move in the Euclidean plane as a swarm.Our objectives are to explore a given geographic region by detecting spatio-temporal eventsof interest and to store these events in the network until the user requests them. Such asetting finds applications in mobile environments where the user (ie; the sink) is infrequentlywithin communication range from the field deployment. Our framework; coinedSenseSwarm; dynamically partitions the sensing devices into perimeter and core nodes.Data acquisition is scheduled at the perimeter; in order to minimize energy consumption;while storage and replication takes place at the core nodes which are physically andlogically shielded to threats and obstacles. To efficiently identify the nodes laying on theperimeter of the swarm we devise the Perimeter Algorithm (PA); an efficient distributed …,Mobile Data Management: Systems; Services and Middleware; 2009. MDM'09. Tenth International Conference on,2009,5
On constructing internet-scale p2p information retrieval systems,Demetrios Zeinalipour-Yazti; Vana Kalogeraki; Dimitrios Gunopulos,Abstract We initiate a study on the effect of the network topology on the performance of Peer-to-Peer (P2P) information retrieval systems. The emerging P2P model has become a verypowerful and attractive paradigm for developing Internet-scale systems for sharingresources; including files; or documents. We show that the performance of InformationRetrieval algorithms can be significantly improved through the use of fully distributedtopologically aware overlay network construction techniques. Our empirical results; usingthe Peerware middleware infrastructure; show that the approach we propose is both efficientand practical.,International Workshop on Databases; Information Systems; and Peer-to-Peer Computing,2004,5
Metadata ranking and pruning for failure detection in grids,Demetrios Zeinalipour-Yazti; Harris Papadakis; Chryssis Georgiou; Marios D Dikaiakos,The objective of Grid computing is to make processing power as accessible and easy to useas electricity and water. The last decade has seen an unprecedented growth in Gridinfrastructures which nowadays enables large-scale deployment of applications in thescientific computation domain. One of the main challenges in realizing the full potential ofGrids is making these systems dependable. In this paper we present FailRank; a novelframework for integrating and ranking information sources that characterize failures in a gridsystem. After the failing sites have been ranked; these can be eliminated from the jobscheduling resource pool yielding in that way a more predictable; dependable and adaptiveinfrastructure. We also present the tools we developed towards evaluating the FailRankframework. In particular; we present the FailBase Repository which is a 38GB corpus of …,Parallel Processing Letters,2008,4
Identifying Failures in Grids through Monitoring and Ranking,Demetrios Zeinalipour-Yazti; Kyriacos Neocleous; Chryssis Georgiou; Marios D Dikaiakos,In this paper we present FailRank; a novel framework for integrating and ranking informationsources that characterize failures in a grid system. After the failing sites have been ranked;these can be eliminated from the job scheduling resource pool yielding in that way a morepredictable; dependable and adaptive infrastructure. We also present the tools wedeveloped towards evaluating the FailRank framework. In particular; we present theFailBase Repository which is a 38GB corpus of state information that characterizes theEGEE Grid for one month in 2007. Such a corpus paves the way for the community tosystematically uncover new; previously unknown patterns and rules between the multitudesof parameters that can contribute to failures in a Grid environment. Additionally; we presentan experimental evaluation study of the FailRank system over 30 days which shows that …,Network Computing and Applications; 2008. NCA'08. Seventh IEEE International Symposium on,2008,4
Failrank: Towards a unified grid failure monitoring and ranking system,Demetrios Zeinalipour-Yazti; Kyriakos Neocleous; Chryssis Georgiou; Marios D Dikaiakos,Abstract The objective of Grid computing is to make processing power as accessible andeasy to use as electricity and water. The last decade has seen an unprecedented growth inGrid infrastructures which nowadays enables large-scale deployment of applications in thescientific computation domain. One of the main challenges in realizing the full potential ofGrids is making these systems dependable. In this paper we present FailRank; a novelframework for integrating and ranking information sources that characterize failures in a gridsystem. After the failing sites have been ranked; these can be eliminated from the jobscheduling resource pool yielding in that way a more predictable and dependableinfrastructure. We also present the tools we developed towards evaluating the FailRankframework. In particular; we present the FailBase Repository which is a 38GB corpus of …,*,2008,4
Intensive care window: A multi-modal monitoring tool for intensive care research and practice,Harald Gjermundrod; Marios Papa; Demetrios Zeinalipour-Yazti; Marios D Dikaiakos; George Panayi; Theodoros Kyprianou,Intensive Care Units are widely considered as the most technologically advancedenvironments within a hospital. In such environments; physicians are confronted withmultiple medical devices that monitor the inpatients. The capability to collect; store; process;and share inpatient monitoring data along with the remarks of the treating physicians canbring tremendous benefits to all aspects of Intensive Care Medicine (practice; research;education). The IC-Window makes it feasible for physicians to extract; view; store; and replayClinically Interesting Episodes through simple; intuitive user interfaces.,Computer-Based Medical Systems; 2007. CBMS'07. Twentieth IEEE International Symposium on,2007,4
Distributed middleware architectures for scalable media services,Vana Kalogeraki; Demetrios Zeinalipour-Yazti; Dimitrios Gunopulos; Alex Delis,Abstract The fusion of Multimedia and Internet technology has introduced an ever-increasingdemand for large-scale reliable media services. This exposes the scalability limitations ofcurrent middleware architectures; as they traditionally operate on either very large-serverconfigurations or on tightly coupled distributed systems. On the other hand; the wideavailability of high-speed networks and the widespread deployment of powerful personalcomputing units by end users; has emphasized the advantages of the peer-to-peer (P2P)computing model. In this paper; we evaluate a number of different middleware architecturesthat facilitate the timely and reliable delivery of media services in P2P networks. Ourevaluated architectures exploit features including availability of high-performance links;replication and caching of popular items and finally state-of-the-art search techniques …,Journal of network and computer applications,2007,4
