Deep ultraviolet photoluminescence of water-soluble self-passivated graphene quantum dots,Libin Tang; Rongbin Ji; Xiangke Cao; Jingyu Lin; Hongxing Jiang; Xueming Li; Kar Seng Teng; Chi Man Luk; Songjun Zeng; Jianhua Hao; Shu Ping Lau,Glucose-derived water-soluble crystalline graphene quantum dots (GQDs) with an averagediameter as small as 1.65 nm (∼ 5 layers) were prepared by a facile microwave-assistedhydrothermal method. The GQDs exhibits deep ultraviolet (DUV) emission of 4.1 eV; whichis the shortest emission wavelength among all the solution-based QDs. The GQDs exhibittypical excitation wavelength-dependent properties as expected in carbon-based quantumdots. However; the emission wavelength is independent of the size of the GQDs. The uniqueoptical properties of the GQDs are attributed to the self-passivated layer on the surface of theGQDs as revealed by electron energy loss spectroscopy. The photoluminescence quantumyields of the GQDs were determined to be 7–11%. The GQDs are capable of converting bluelight into white light when the GQDs are coated onto a blue light emitting diode.,ACS nano,2012,770
Interfacial and rectifying characteristic of epitaxial SrTiO3-δ/GaAs p–n junctions,XH Wei; W Huang; ZB Yang; JH Hao,Oxygen-deficient SrTiO 3-δ thin films were grown on p-GaAs substrates to form p–nheterojunctions. The interfacial and transport characteristics of the heterojunctions havebeen investigated. The sharp interface was found to be epitaxially crystallized. The junctionspresent good rectifying behaviors and thickness dependence of current–voltage properties.The electronic transport of 200 nm thick SrTiO 3-δ/GaAs could be explained by a spacecharge limited model. When the thickness was reduced further; the diode ideality factorswere almost temperature independent; which might be attributed to a strain-assistedtunneling mechanism.,Scripta Materialia,2011,14
Effect of strain on the ferroelectric properties in epitaxial perovskite titanate thin films grown on ferromagnetic CoFe2O4 layers,W Huang; J Zhu; HZ Zeng; XH Wei; Y Zhang; YR Li; JH Hao,A BaTiO 3/CoFe 2 O 4 heterostructure was fabricated by laser molecular beam epitaxy. Theeffects of strain on the microstructures; domain morphologies and ferroelectric properties ofBaTiO 3 thin films were studied systematically. Ferroelectric properties in a 40-nm-thickBaTiO 3 film were suppressed owing to a reduced tetragonality induced by the strainbetween BaTiO 3 and the underlying CoFe 2 O 4. For a 100-nm-thick film; BaTiO 3 exhibitsimproved the ferroelectric properties with an out-of-plane polarization (2P r) of 36.4 μC cm−2 and an electric coercivity field of 104 kV cm− 1. The results show that the thickness ofBaTiO 3 can significantly affect the interfacial strain and hence the ferroelectric properties ofthe BaTiO 3/CoFe 2 O 4 heterostructure.,Scripta materialia,2008,14
Laser molecular beam epitaxy growth and properties of SrTiO3 thin films for microelectronic applications,JH Hao; J Gao; HK Wong,Abstract Dielectric SrTiO 3 thin films were deposited on LaAlO 3 and Si substrates usinglaser molecular beam epitaxy. The correlations between the deposition parameters of SrTiO3 thin films; their structural characteristics; and dielectric properties were studied. Theconditions for achieving epitaxial SrTiO 3 thin films were found to be limited to depositionconditions such as deposition temperature. We show that the SrTiO 3 films with single (110)orientation can be grown directly on Si substrates. The nature of epitaxial growth andinterfacial structures of the grown films were examined by various techniques; such as Lauediffraction and X-ray photoelectron spectroscopy. The SrTiO 3/Si interface was found to beepitaxially crystallized without any SiO 2 layer. Furthermore; we have measured dielectricproperties of the grown SrTiO 3 multilayer suitable for tunable microwave device. A large …,Thin Solid Films,2006,14
Responsivity calculation and measurement of YBaCuO optical detector,JH Hao; FQ Zhou; XR Zhao; HD Sun; XJ Yi; ZG Li,The optical response of granular YBa/sub 2/Cu/sub 3/O/sub 7-delta/films using microbridgestructure was investigated. Considering the self-heating effect of the detector from the biascurrent; a bolometric model was proposed to calculate the temperature rise and responsivityof the bolometer. The responsivity of a nonequilibrium detector on the basis of grainboundary Josephson junctions in granular films has also been demonstrated. Opticaldetectors with responsivities of more than 10/sup 3/v/w at liquid nitrogen temperature havebeen fabricated. Experimental evidence for the coexistence of bolometric and nonbolometriceffect is given. Calculations based on the proposed model are in agreement with theexperimental results.<< ETX>>,IEEE transactions on applied superconductivity,1993,14
Ultrabroadband near-infrared luminescence and efficient energy transfer in Bi and Bi/Ho co-doped thin films,Beibei Xu; Jianhua Hao; Qiangbing Guo; Juechen Wang; Gongxun Bai; Bin Fei; Shifeng Zhou; Jianrong Qiu,Ultrabroadband near-infrared luminescence in the 1.0–2.4 μm range has been observed inbismuth (Bi)-doped oxyfluoride germanate thin films prepared by pulsed laser deposition(PLD). The emission peak position shows a red-shift with decreasing oxygen pressureduring PLD growth. Systematic investigation reveals that the origin of the luminescencecould be ascribed to Bi clusters. With the sensitization of Bi near-infrared active centers;enhanced broadband∼ 2 μm luminescence of Ho3+ is realized in Bi/Ho co-doped films; anda high energy transfer efficiency is obtained. These results may provide promise to realizeplanar waveguide lasers in the near-infrared region for integrated optics.,Journal of Materials Chemistry C,2014,13
Heteroepitaxial growth and multiferroic properties of Mn-doped BiFeO3 films on SrTiO3 buffered III–V semiconductor GaAs,GY Gao; ZB Yang; W Huang; HZ Zeng; Y Wang; HLW Chan; WB Wu; JH Hao,Epitaxial Mn-doped BiFeO3 (MBFO) thin films were grown on GaAs (001) substrate withSrTiO3 (STO) buffer layer by pulsed laser deposition. X-ray diffraction results demonstratethat the films show pure (00 l) orientation; and MBFO (100)//STO (100); whereas STO(100)//GaAs (110). Piezoresponse force microscopy images and polarization versus electricfield loops indicate that the MBFO films grown on GaAs have an effective ferroelectricswitching. The MBFO films exhibit good ferroelectric behavior (2 P r∼ 92 μ C/cm2 and 2EC∼ 372 kV/cm). Ferromagnetic property with saturated magnetization of 6.5 emu/cm3 andcoercive field of about 123 Oe is also found in the heterostructure at room temperature.,Journal of Applied Physics,2013,13
Near-infrared quantum cutting in Eu3+-Yb3+ co-doped YAG through downconversion for silicon solar cell,MK Lau; Jian-Hua Hao,Abstract Near-infrared (NIR) quantum cutting (QC) could provide a solution to minimise theheat loss due to the thermalisation of electron-hole pairs in solar cells by converting high-energy photons to low-energy photons matching with the greatest spectral response ofsilicon solar cell. Europium (Eu3+) and ytterbium (Yb3+) co-doped yttrium aluminium garnet(Y3Al5O12; YAG) can be used as QC phosphor with emission in both visible and NIRregions. In this study; upon the excitation at 394 nm; the 5D0→ 4f 6 transition of Eu3+ isinduced; the characteristic NIR emission located at 1030 nm due to the energy transferbetween of 2F5/2-2F7/2 levels of Yb3+; is generated. The quantum efficiency (QE) wasderived to be as high as 144%. The results showed the possibility for enhancing thephotovoltaic conversion efficiency of silicon-based solar cell by modifying the absorption …,Energy Procedia,2012,13
Photovoltaic enhancement due to surface-plasmon assisted visible-light absorption at the inartificial surface of lead zirconate–titanate film,Fengang Zheng; Peng Zhang; Xiaofeng Wang; Wen Huang; Jinxing Zhang; Mingrong Shen; Wen Dong; Liang Fang; Yongbin Bai; Xiaoqing Shen; Hua Sun; Jianhua Hao,PZT film of 300 nm thickness was deposited on tin indium oxide (ITO) coated quartz by a sol–gel method. Four metal electrodes; such as Pt; Au; Cu and Ag; were used as top electrodesdeposited on the same PZT film by sputtering at room temperature. In ITO–PZT–Ag and ITO–PZT–Au structures; the visible light (400–700 nm) can be absorbed partially by a PZT film;and the maximum efficiency of photoelectric conversion of the ITO–PZT–Ag structure wasenhanced to 0.42%(100 mW cm− 2; AM 1.5 G); which is about 15 times higher than that ofthe ITO–PZT–Pt structure. Numerical simulations show that the natural random roughness ofpolycrystalline-PZT–metal interface can offer a possibility of coupling between the incidentphotons and SPs at the metal surface. The coincidence between the calculated SPproperties and the measured EQE spectra reveals the SP origin of the photovoltaic …,Nanoscale,2014,12
Light emission due to energy transfer from Gd3+ to Eu3+ ions in paramagnetic NaGdF4: Eu3+ submicrometer disks,Zhen-Ling Wang; Jianhua Hao; Helen LW Chan,Abstract The paramagnetic< mml: math display=" inline">< mml: mrow>< mml: msub>< mml:mrow>< mml: mtext> NaGdF</mml: mtext></mml: mrow>< mml: mrow>< mml: mn> 4</mml:mn></mml: mrow></mml: msub>< mml: mo>:</mml: mo>< mml: msup>< mml: mrow>< mml:mtext> Eu</mml: mtext></mml: mrow>< mml: mrow>< mml: mn> 3</mml: mn>< mml:mo>+</mml: mo></mml: mrow></mml: msup></mml: mrow></mml: math> NaGdF4: Eu3+submicrometer disks exhibit a red emission under the excitation of UV light and a lowvoltage electron beam. The energy transfer from the< mml: math display=" inline">< mml:mrow>< mml: msup>< mml: mrow>< mml: mtext> Gd</mml: mtext></mml: mrow>< mml:mrow>< mml: mn> 3</mml: mn>< mml: mo>+</mml: mo></mml: mrow></mml: msup></mml:mrow></mml: math> Gd3+ to< mml: math display=" inline">< mml: mrow>< mml: msup>< …,Journal of the Electrochemical Society,2010,12
Laser-induced optical property changes inside Bi-doped glass,Shifeng Zhou; Wenqi Lei; Jingxin Chen; Jianhua Hao; Heping Zeng; Jianrong Qiu,We report an unusual phenomenon of optical properties changes in Bi-doped glass underirradiation with a femtosecond laser. Not only broadband absorption in the visible but alsoinfrared luminescence variations have been observed after irradiation. This behavior isrelated to the process of laser initiating local chemical reactions involving multiple activecenters of Bi. This phenomenon provides a convenient method for 3-D selective fabricationby ultrashort laser pulses; and applications in ultrahigh density optical memory and microphotonics.,IEEE Photonics Technology Letters,2009,12
Dielectric loss of strontium titanate thin films on different substrates,XX Xi; Anna M Clark; JH Hao; Weidong Si,Abstract Lattice mismatch-induced strain in incipient ferroelectric strontium titanate (SrTiO3)thin films has been found to greatly influence the dielectric properties of the thin films. In thispaper we report results of SrTiO3 (STO) thin films grown on different substrate which result indifferent strain; in particular their effects on the dielectric loss.,Integrated Ferroelectrics,1999,12
Effect of biaxial strain induced by piezoelectric PMN-PT on the upconversion photoluminescence of BaTiO 3: Yb/Er thin films,Zhenping Wu; Yang Zhang; Gongxun Bai; Weihua Tang; Ju Gao; Jianhua Hao,Thin films of Yb^ 3+/Er^ 3+ co-doped BaTiO_3 (BTO: Yb/Er) have been epitaxially grown onpiezoelectric Pb (Mg_1/3Nb_2/3) _0. 7Ti_0. 3O_3 (PMN-PT) substrates. Biaxial strain canbe effectively controlled by applying electric field on PMN-PT substrate. A reversible; in situand dynamic modification of upconversion photoluminescence in BTO: Yb/Er film wasobserved via converse piezoelectric effect. Detailed analysis and in situ X-ray diffractionindicate that such modulations are possibly due to the change in the lattice deformation ofthe thin films. This result suggests an alternative method to rationally tune the upconversionemissions via strain engineering.,Optics express,2014,11
Addressable and Color‐Tunable Piezophotonic Light‐Emitting Stripes,Yan Chen; Yang Zhang; Daniil Karnaushenko; Li Chen; Jianhua Hao; Fei Ding; Oliver G Schmidt,Abstract Piezophotonic light-emitting devices have great potential for futuremicroelectromechanical systems (MEMS) and nanoelectromechanical systems (NEMS) dueto the added functionality provided by the electromechanical transduction coupled with theability of light emission. Piezophotonic light-emitting source based on Pb (Mg 1/3 Nb 2/3) O3–PbTiO 3 (PMN–PT) bulk is severely restricted by many challenges; such as high voltageburden; low integration density; and micromanufacturing complexity. Developing chip-integrated devices or incorporating such photonic components onto a Si platform is highlysought after in this field. In this work; the authors overcome the abovementioned problemsby introducing single-crystal PMN–PT thin films on Si as central active elements. Takingadvantage of mature microfabrication techniques; arrays of PMN–PT actuators with small …,Advanced Materials,2017,10
Ferroelectric‐driven performance enhancement of graphene field‐effect transistors based on vertical tunneling heterostructures,Shuoguo Yuan; Zhibin Yang; Chao Xie; Feng Yan; Jiyan Dai; Shu Ping Lau; Helen LW Chan; Jianhua Hao,Maksymovych et al. provided experimental evidence to present a highly reproducible controlof local electron transport through an ultrathin film of ferroelectric oxide and the tunnelingcurrent shows amplification upon ferroelectric switching.[25] This mechanism has led to anelectrical switching of tunneling resistance; experimentally further verified by Garcia et al.and other groups.[26–30] Unfortunately; there has been no attempt to couple the FTJ toGFETs; and therefore it is unknown to what new functionality can bring to the transistor. Inthis work; we have developed a novel FET with the complementary heterostructurepossessing the features of both FTJ and VGHFET where conventional tunnel barrier ofinsulator or semiconductor is replaced with ultrathin ferroelectric film. This idea isimplemented in the FET based on a multilayer structure composed of Au/BiFeO3 (BFO) …,Advanced Materials,2016,10
Near-infrared-to-near-infrared down-shifting and upconversion luminescence of KY3F10 with single dopant of Nd3+ ion,Huihong Lin; Ting Yu; Ming-Kiu Tsang; Gongxun Bai; Qinyuan Zhang; Jianhua Hao,We have studied the structural and near-infrared (NIR) luminescent properties of KY3F10phosphors; singly doped with Nd 3+ serving as both sensitizer and activator. With a singlelaser diode at the wavelength of 808 nm as a pump source; simultaneous NIR-to-NIRupconversion (UC) and down-shifting (DS) emissions are effectively achieved; due to thespecific energy levels of Nd 3+ dopant and the low phonon energy of the host. Theluminescence mechanism related to energy transfer is discussed. The luminescence can bemodulated through controlling the population of Nd 3+: 4F3/2 state in our experiment.Interestingly; both UC and DS emissions of the material fall within the dual biologicalwindow; suggesting that the prepared phosphors have potential applications in thebioimaging field.,Applied Physics Letters,2016,10
Highly luminescent hydrogels synthesized by covalent grafting of lanthanide complexes onto PNIPAM via one-pot free radical polymerization,Qing-Feng Li; Xiaodi Du; Lin Jin; Mengmeng Hou; Zhenling Wang; Jianhua Hao,Highly luminescent PNIPAM–Ln (DPA) 3 hydrogels have been synthesized by one-pot freeradical polymerization in aqueous systems at room temperature. We firstly synthesized abifunctional chelating ligand named as 4-vinylpyridine-2; 6-dicarboxylic acid (4-VDPA);which contains two different moieties:(1) a pyridine-2; 6-dicarboxylic acid (DPA) moiety thatcan sensitize the luminescence of Tb3+ and Eu3+ and (2) a reaction functional group thatcan be polymerized by free radical initiation. Therefore; the luminescent lanthanidecomplexes can be grafted onto the hydrogel matrix via one-pot free radical polymerization of[Ln (4-VDPA) 3] 3−; N-isopropylacrylamide (NIPAM) and N; N′-methylenebis (2-propenamide)(MBA). The results indicated that the final hydrogels possess brightluminescence; long luminescence lifetimes and high quantum efficiency. Moreover; the …,Journal of Materials Chemistry C,2016,10
Photoluminescence enhancement in few-layer WS2 films via Au nanoparticles,Sin Yuk Choi; Cho Tung Yip; Guang-Can Li; Dang Yuan Lei; Kin Hung Fung; Siu Fung Yu; Jianhua Hao,Nano-composites of two-dimensional atomic layered WS2 and Au nanoparticles (AuNPs)have been fabricated by sulfurization of sputtered W films followed by immersing intoHAuCl4 aqueous solution. The morphology; structure and AuNPs distribution have beencharacterized by electron microscopy. The decorated AuNPs can be more densely formedon the edge and defective sites of triangle WS2. We have compared the optical absorptionand photoluminescence of bare WS2 and Au-decorated WS2 layers. Enhancement in thephotoluminescence is observed in the Au-WS2 nano-composites; attributed to localizedsurface plasmonic effect. This work provides the possibility to develop photonic applicationin two-dimensional materials.,AIP advances,2015,10
Enhanced broadband excited upconversion luminescence in Ho-doped glasses by codoping with bismuth,Beibei Xu; Gongxun Bai; Juechen Wang; Qiangbing Guo; Dezhi Tan; Weibo Chen; Xiaofeng Liu; Shifeng Zhou; Jianhua Hao; Jianrong Qiu,We report enhanced green and red upconversion (UC) luminescence in Ho^ 3+-dopedoxyfluoride germanate glass by introducing bismuth near-infrared active centers assensitizers. The UC excitation bands at 750 and 970 nm show a full width at half-maximumof 20 and 45 nm; respectively. Energy transfer from sensitizers; the excited-state absorption;and phonon-coupled absorption of Ho^ 3+ jointly contribute to the enhanced UCluminescence. Our approach provides an efficient methodology to broaden the excitationbandwidth of UC luminescent materials; which may have the potential for promisingapplication in solar cells.,Optics letters,2014,10
Controlled synthesis; asymmetrical transport behavior and luminescence properties of lanthanide doped ZnO mushroom-like 3D hierarchical structures,Dan Yue; Wei Lu; Lin Jin; Chunyang Li; Wen Luo; Mengnan Wang; Zhenling Wang; Jianhua Hao,Lanthanide doped ZnO mushroom-like 3D hierarchical structures have been fabricated bypolyol-mediated method and characterized by various microstructural and opticaltechniques. The results indicate that the as-prepared ZnO: Ln3+ (Ln= Tb; Eu) samples havea hexagonal phase structure and possess a mushroom-like 3D hierarchical morphology.The length of the whole mushroom from stipe bottom to pileus top is about 1.0 μm; and thediameters of pileus and stipe are about 0.8 μm and 0.4 μm; respectively. It is found that theflow of N2 is the key parameter for the formation of the novel ZnO structure and the additionof (NH4) 2HPO4 has a prominent effect on the phase structure and the growth of mushroom-like morphology. The potential mechanism of forming this morphology is proposed. Thepileus of the formed mushroom is assembled by several radial ZnO: Ln3+ nanorods …,Nanoscale,2014,10
Fast uptake; water-soluble; mitochondria-specific erbium complex for a dual function molecular probe–imaging and photodynamic therapy,Tao Zhang; Chi-Fai Chan; JianHua Hao; Ga-Lai Law; Wai-Kwok Wong; Ka-Leung Wong,A water-soluble; mitochondria-permeable erbium (III) complex has been designed as aresponsive bi-functional probe. This may be used to induce the mild formation of singletoxygen (ΦΔ= 0.10) and causes local damage in cellulo when exposed to UV and near-infrared laser excitation.,RSC advances,2013,10
Inner surface enhanced femtosecond second harmonic generation in thin ZnO crystal tubes,CC Zheng; SJ Xu; JQ Ning; SF Zhang; JY Wang; CM Che; JH Hao,At room temperature; efficient second harmonic generation (SHG) emission is observed inthin ZnO crystal hollow rods (tubes) with diameter∼ 0.2 mm under the excitation offemtosecond laser from 700 to 860 nm. Power and polarization dependence of the SHGsignal on the primary excitation beam is also measured. The multiple total reflectionsbetween the outer and inner surfaces of the sample are analyzed to be responsible for theefficient SHG. Ninefold amplification of SHG signal in the tube structure is estimated.,Journal of applied physics,2011,10
Photoexcitation and transport characteristics in doped manganite thin films,Jianhua Hao; Guogeng He; Dexing Lu; Hong-Kuen Wong,Abstract The photoinduced change of the transport characteristic in (La; Ca) MnO δ thin filmswas observed under illumination with visible light. The transition temperature T c in oxygendeficient thin films increases with increasing light intensity. The photoinduced effect in fullyoxidized thin films is in sharp contrast to that observed in the oxygen deficient samples. Thiseffect relaxes back within several days at room temperature. We suggest that a novelphotodoping effect may exist in doped manganites.,Materials Letters,2000,10
Colossal permittivity of (Mg+ Nb) co-doped TiO 2 ceramics with low dielectric loss,Chao Yang; Mei-Yan Tse; Xianhua Wei; Jianhua Hao,A high dielectric loss is one of the difficulties that hinder the application of colossalpermittivity (CP) materials. Here we report the CP behaviors in ceramics of rutile (Mg+ Nb)co-doped TiO2; ie;(Mg1/3Nb2/3) xTi1− xO2. The room-temperature dielectric properties ofthe pure homogenous ceramics include a relatively high CP (> 104) and an acceptabledielectric loss (< 0.1) at frequencies from 102 to 105 Hz in the doping concentration range of0.5% to 7%. In particular; an excellent low dielectric loss of 0.0083 and a high dielectricpermittivity of 3.87× 104 at 1 kHz were obtained for the 1% doped sample. Moreover; thetemperature stability (room temperature∼ 180° C) and frequency stability (102–105 Hz) ofthe CP properties were studied. X-ray photoelectron spectroscopy suggests that the superiorCP properties could be explained by the electron-pinned defect-dipole mechanism.,Journal of Materials Chemistry C,2017,9
Progress in pulsed laser deposited two-dimensional layered materials for device applications,Zhibin Yang; Jianhua Hao,During the past decades; atomically thin; two-dimensional (2D) layered materials have beenintriguing researchers for both fundamental study and practical applications; because oftheir extraordinary mechanical; thermal; electrical and optical properties; which are distinctfrom their counterparts in bulk materials. To realize the device demonstration based on 2Dmaterials; some methods to produce 2D layers have been developed; such as mechanicalexfoliation; solution based exfoliation; chemical vapour deposition (CVD) and so on. Amongthese methods; the physical bottom-up synthesis technique; namely pulsed laser deposition(PLD); routinely used for growing complex oxide thin films has been proved to be analternative way to the most reported CVD method for obtaining ultrathin 2D layered films;because of its remarkable advantages. In this review; recent advances of preparing 2D …,Journal of Materials Chemistry C,2016,9
Persistent luminescence upconversion for Er2O3 under 975 nm excitation in vacuum,Jiwei Wang; Jian Hua Hao; Peter A Tanner,Abstract The 975 nm excited emission of Er 2 O 3 in the infrared (IR) and visible spectralregions at powers below the threshold for broadband white light generation has beeninvestigated. In this regime the log (emission intensity) vs log (power) plots for emission at660 nm and 1540 nm exhibit slopes for the sample in air (vacuum) of~ 1 (~ 5) and~ 1 (~ 2);respectively and the excitation mechanisms are discussed. The build-up of the emission ison the timescale of seconds and the excitation and decay transients have been recordedand analyzed for various excitation powers. The decay of the IR and visible emission eachfollow biexponential processes on a second timescale. The duration and kinetics of theemission decay are characteristic of persistent luminescence.,Journal of Luminescence,2015,9
Surface ligand-mediated phase and upconversion luminescence tuning of multifunctional NaGdF4: Yb/Er materials with paramagnetic and cathodoluminescent char...,Ming-Kiu Tsang; Songjun Zeng; Helen LW Chan; Jianhua Hao,Abstract NaGdF 4: 18% Yb/2% Er phosphors with tunable upconversion (UC)photoluminescence (PL); cathodoluminescence (CL) and paramagnetic properties aresynthesized by a facile and low temperature solvothermal method. Organic compounds of 3-mercaptopropionic acid (3MPA); polyethylene glycol (PEG) and polyethylenimine (PEI) havebeen used as capping agents to coordinate the growth of NaGdF 4: 18% Yb/2% Erphosphors. The results reveal that a novel simultaneous control of crystal phases and UCemission colors can be readily realized by using 3MPA; PEG and PEI surface modifications.The red to green UC emission ratio is tuned from 7.323 (red) to 0.857 (green). The variationin the UC emission ratio is attributed to the presence of surface ligands; structural andmorphological change. In addition; the as-synthesized phosphors present additional …,Optical Materials,2013,9
Determination of band alignment of pulsed-laser-deposited perovskite titanate/III-V semiconductor heterostructure using X-ray and ultraviolet photoelectron spectros...,Zhibin Yang; Wen Huang; Jianhua Hao,Techniques of X-ray and ultraviolet photoelectron spectroscopy are performed to investigatethe energy band discontinuity of pulsed-laser-deposited SrTiO3 (STO)/GaAs heterostructure.The valence band offset is determined to be 2.6 eV; while the conduction band offset isdeduced to be 0.7 eV. As a consequence; an energy band diagram of STO/GaAs with a typeII band alignment forming at the interface is precisely constructed. The chemical statesacross the STO/GaAs interface are investigated by sputter-depth profile; and there are nodetectable interfacial reaction and intermediate layer occurring between the epitaxial STOfilm and GaAs substrate.,Applied Physics Letters,2013,9
In-plane dielectric properties of epitaxial Ba0. 7Sr0. 3TiO3 thin films grown on GaAs for tunable device application,Zhibin Yang; Jianhua Hao,We have epitaxially deposited ferroelectric Ba0. 7Sr0. 3TiO3 (BST) thin films grown on GaAssubstrate via SrTiO3 buffer layer by laser molecular beam epitaxy. Structural characteristicsof the heterostructure were measured by various techniques. The in-plane dielectricproperties of the heteroepitaxial structure under different applying frequency wereinvestigated from− 190 to 90° C; indicating Curie temperature of the BST film to be around52° C. At room temperature; the dielectric constant of the heterostructure under moderate dcbias field can be tuned by more than 30% and K factor used for frequency agile materials isfound to be close to 8. Our results offer the possibility to combine frequency agile electronicsof ferroelectric titanate with the high-performance microwave capabilities of GaAs for roomtemperature tunable device application.,Journal of applied physics,2012,9
Phase transformation and size tuning in controlled-growth of nanocrystals via self-seeded nucleation with preferential thermodynamic stability,Liwen Yang; Yongchang Li; Suixi Yu; Jianhua Hao; Jianxin Zhong; Paul K Chu,Controlled growth of nanocrystals (NCs) is produced by self-seeded nucleation withpreferential thermodynamic stability. The intermediate reactants undergo in situ phasetransformation forming the final products. The growth followed by irreversible phasetransformation leads to the complete separation of nucleation and growth; thereby allowingsize tuning of the final NCs.,Chemical Communications,2011,9
Growth mode and dielectric properties in laser MBE grown multilayer of SrTiO3 and YBa2Cu3Oy,ZP Wu; W Huang; JH Hao,Abstract We have prepared perovskite SrTiO 3/YBa 2 Cu 3 O y/LaAlO 3 multilayer usinglaser molecular beam epitaxy technique. The evolution of growth mode from YBa 2 Cu 3 O yfollowed by SrTiO 3 was observed using in-situ reflective high-energy electron diffraction.The high-quality crystal structures of the grown films were also evidenced from X-raydiffraction analysis. The Raman scattering measurements were employed to study the latticedynamic properties of SrTiO 3 layer in the temperature range from 10 to 300 K. Strain andoxygen vacancies possibly contribute to the lowering of symmetry and the breaking of thecentral symmetry in SrTiO 3. Temperature dependence of the dielectric constant and loss ofthin films under different applied frequencies were evaluated.,Vacuum,2010,9
Photoluminescent and low-voltage cathodoluminescent blue-emitting phosphors with high colour purity,HL Li; HLW Chan; JH Hao,Abstract Tungstate phosphor synthesized by a polyol method exhibits characteristicemission of Tm 3+ in the blue region when excited either by ultraviolet light or by a low-voltage electron beam. The emission at 453 nm predominates in both spectra; which isattributed to the exceptionally large probability of transition 1 D 2→ 3 F 4. In thephotoluminescence and cathodoluminescence spectra; this blue-emitting phosphor haschromaticity coordinates (0.1556; 0.0316) with a dominant wavelength of 455 nm and(0.1498; 0.0383) with a dominant wavelength of 460 nm; respectively. The colour puritiesare both as high as 97%. These values are superior to those reported for the blue-emittingphosphors. The changes in luminescent intensity of visible and near-infrared emission withannealing temperatures under low-voltage electron beam excitation were discussed.,Journal of Physics D: Applied Physics,2009,9
Electronic transport and magnetic properties in (La1− xGdx) 0.67 Ca0. 33MnOδ perovskites,JH Hao; ZS Li; HK Wong,Abstract Polycrystalline samples of La-Ca-Mn-O doped with Gd have been prepared. Wehave systematically examined their electronic transport; low-field magnetoresistance; andmagnetization behaviors in a series of (La 1− x Gd x) 0.67 Ca 0.33 MnO δ with 0.10≤ x≤1.00. The maximum magnetoresistance ratio at B= 0.85 T with (R 0− RB)/R 0= 92.5% occursapproximately at x= 0.3. It is also found that the Gd-doped samples show a novel memoryeffect. The effects of gadolinium ion composition on the electric and magnetoresistancebehaviors of manganese perovskites (La 1− x Gd x) 0.67 Ca 0.33 MnO δ could arise as fromchanges in the average ionic radius of the La site< r A>.,Materials Science and Engineering: B,2001,9
Simultaneous observation of up/down conversion photoluminescence and colossal permittivity properties in (Er+ Nb) co-doped TiO2 materials,Mei-Yan Tse; Ming-Kiu Tsang; Yuen-Ting Wong; Yi-Lok Chan; Jianhua Hao,We have investigated the optical and dielectric properties of rutile TiO2 doped with Nb andEr; ie;(Er0. 5 Nb 0.5) x Ti1-x O2. The up/downconversion photoluminescence was observedin the visible and near-infrared region from the materials under 980 nm laser diodeexcitation. The upconversion emissions are attributed to the energy transfer between Er ionsin the excited states. Moreover; the dielectric measurements indicate that the fabricatedmaterials simultaneously present colossal permittivity properties with relatively low dielectricloss. Our work demonstrates the coexistence of both interesting luminescence and attractivedielectric characteristics in (Er+ Nb) co-doped TiO2; showing the potential for multifunctionalapplications.,Applied Physics Letters,2016,8
Ultra-broadband infrared luminescence of Bi-doped thin-films for integrated optics,Beibei Xu; Jianhua Hao; Shifeng Zhou; Jianrong Qiu,Ultra-broadband infrared luminescence has been observed in bismuth (Bi)-dopedgermanate thin-films prepared by pulsed laser deposition. The films are compatible withvarious types of substrates; including conventional dielectrics (LaAlO_3; silica) andsemiconductors (Si; GaAs). The emission peak position of the films can be finely tuned bychanging oxygen partial pressure during the deposition; while the excitation wavelengthlocates from ultra-violet to near-infrared regions. The physical mechanism behind theobserved infrared luminescence of the Bi-doped films; differing from that of the as-madeglass; is discussed.,Optics express,2013,8
Reversible mechanochromism of a luminescent elastomer,Suping Bao; Jianhua Li; Ka I Lee; Sijie Shao; Jianhua Hao; Bin Fei; John H Xin,A novel mechanochromic elastomer was manufactured by doping bis (benzoxazolyl) stibene(BBS) into a thermoplastic polyurethane. Both solution casting and melt compoundingapproaches were tried with a range of BBS concentrations; and an optimal concentration of0.5% was selected to investigate the mechanochromic mechanism in detail. When the blendfilm was stretched up to 100%; its emission peaks at 475 and 413 nm changed in intensityratio from 6.3 to 1.8. When it was released; both the film size and emission peaks largelyrecovered. By a short annealing at 120° C; their full recovery was achieved. Its reversionmechanism was proposed and proved by X-ray diffraction. In comparison to previousmechanochromic materials; this smart elastomer is easy to prepare; highly sensitive tostress; facilely renewable in usage; and totally based on biocompatible materials; having …,ACS applied materials & interfaces,2013,8
