Content-based image retrieval: theory and applications.,Ricardo da Silva Torres; Alexandre X Falcao,Abstract: Advances in data storage and image acquisition technologies have enabled thecreation of large image datasets. In this scenario; it is necessary to develop appropriateinformation systems to efficiently manage these collections. The commonest approachesuse the so-called Content-Based Image Retrieval (CBIR) systems. Basically; these systemstry to retrieve images similar to a user-defined specification or pattern (eg; shape sketch;image example). Their goal is to support image retrieval based on content properties (eg;shape; color; texture); usually encoded into feature vectors. One of the main advantages ofthe CBIR approach is the possibility of an automatic retrieval process; instead of thetraditional keyword-based approach; which usually requires very laborious and time-consuming previous annotation of database images. The CBIR technology has been …,RITA,2006,275
Analyzing compound object technologies from the 5s perspective,Nádia P Kozievitch; E Fox; RDS TORRES,Abstract There are many applications which need support for compound information. Thus;we need new mechanisms for managing data integration; aids for creating references; linksand annotations; and services for clustering; organizing and reusing compound objects(COs) and their components. Few attempts have been made to formally characterizecompound information; related services; and technologies. We propose the description andinterplay of technologies for handling compound information taking advantage of theformalization proposed by the 5S Framework. This paper:(1) analyzes technologies whichmanage compound information (DCC; Buckets; OAI-ORE);(2) uses 5S formal definitions fordescribing them;(3) presents a case study; illustrating how CO technologies and the 5SFramework can fit together to support exploration of compound information.,Institute of Computing; University of Campinas; Tech. Rep,2011,6
TIDES—a new descriptor for time series oscillation behavior,Leonardo E Mariote; Claudia Bauzer Medeiros; Ricardo da Silva Torres; Lucas M Bueno,Abstract Sensor networks have increased the amount and variety of temporal data available;requiring the definition of new techniques for data mining. Related research typicallyaddresses the problems of indexing; clustering; classification; summarization; and anomalydetection. There is a wide range of techniques to describe and compare time series; but theyfocus on series' values. This paper concentrates on a new aspect—that of describingoscillation patterns. It presents a technique for time series similarity search; and multipletemporal scales; defining a descriptor that uses the angular coefficients from a linearsegmentation of the curve that represents the evolution of the analyzed series. Thistechnique is generalized to handle co-evolution; in which several phenomena vary at thesame time. Preliminary experiments with real datasets showed that our approach …,Geoinformatica,2011,6
Exploring CBIR concepts in the CTRnet Project,Nadia P Kozievitch; Sherley Codio; Jennifer A Francois; Edward Fox; R da S Torres,Abstract. The project crises; Tragedy and Recovery Network (CTRnet) is an effort to build anintegrated distributed digital library for providing a rich suite of CTR-related services. Thisreport describes an independent study conducted at Virginia Polytechnic Institute and StateUniversity; consisting of collecting and archiving information related to the Haiti earthquake;later used to explore content-based image retrieval (CBIR) concepts. The objective was tocollect and categorize relevant pictures related to the earthquake; followed by theexploration of practical CBIR concepts; such as descriptors; feature vectors; and experimentdesign. re.,Technical Report IC-10-32,2010,6
Monorail: A disk-friendly index for huge descriptor databases,Fernando Akune; Eduardo Valle; Ricardo Torres,We propose MONORAIL; an indexing scheme for very large multimedia descriptordatabases. Our index is based on the Hilbert curve; which is able to map the high-dimensional space of those descriptors to a single dimension. Instead of using severalcurves to mitigate boundary effects; we use a single curve with several surrogate points foreach descriptor. Thus; we are able to reduce the random accesses to the bare minimum. In arigorous empirical comparison with another method based on multiple surrogates; oursshows a significant improvement; due to our careful choice of the surrogate points.,Pattern Recognition (ICPR); 2010 20th International Conference on,2010,6
Species identification: fish images with CBIR and annotations.,Uma Murthy; Edward A Fox; Yinlin Chen; Eric Hallerman; Ricardo da Silva Torres; Evandro J Ramos; Tiago RC Falcão,ABSTRACT Fish species identification is critical to the study of fish ecology andmanagement of fisheries. However; learning to identify fish is difficult for Ichthyologystudents. Traditionally; dichotomous keys are used for fish identification. They ask questionsabout the observed specimen; and then; based on the answer; ask more questions until thespecimen is identified. This rigid approach does not accommodate the range of learningstyles actually utilized by Ichthyology students. Further; keys often differ from distinguishingcharacteristics of fishes such as" spinous dorsal fin";" forked tail";" large eye"; etc. This leadsstudents to supplement the use of keys with other methods such as making personal notesand drawings; annotating fish images; and more recently; using fish information websites;such as Fishbase. Although these methods provide useful additional content; this content …,JCDL,2009,6
Reconhecimento semi-automático e vetorizaçao de regioes em imagens de sensoriamento remoto,Jefersson Alex dos Santos,Resumo: O uso de imagens de sensoriamento remoto (ISRs) como fonte de informação emaplicações voltadas para o agro-negócio e bastante comum. Nessas aplicações; sabercomo é a ocupação espacial é fundamental. Entretanto; reconhecer e diferenciar regiões deculturas agrícolas em ISRs ainda não é uma tarefa trivial. Embora existam métodosautomáticos propostos para isso; os usuários preferem muitas vezes fazer oreconhecimento manualmente. Isso acontece porque tais métodos normalmente são feitospara resolver problemas específicos; ou quando são de propósito geral; não produzemresultados satisfatórios fazendo com que; invariavelmente; o usuário tenha que revisar osresultados manualmente. A pesquisa realizada objetivou a especificação e implementaçãoparcial de um sistema para o reconhecimento semi-automático e vetorização de regiões …,*,2009,6
Ambiente de gerenciamento de imagens e dados espaciais para desenvolvimento de aplicações em biodiversidade,Ricardo da Silva Torres,Resumo: Há um grande número de aplicações ambientais requisitando o gerenciamentosofisticado de vários tipos de dados; incluindo dados espaciais e imagens de seres vivos.Entretanto; os sistemas de informação disponíveis oferecem suporte limitado paragerenciamento destes dados de uma maneira integrada. Por um lado; aplicaçõesambientais baseadas em Sistemas de Informação Geográfica permitem a correlaçãoespacial de dados geofísicos e informação de espécies vivas. Por outro lado; sistemas deinformação de imagens usados por biólogos suportam o gerenciamento de fotos depaisagens e/ou animais; mas sem nenhum tipo de referência espacial. Esta tese provê umasolução que combina estes requisitos de consultas; aproveitando-se da tecnologia debibliotecas digitais para gerenciar coleções de dados heterogêneos de maneira …,*,2004,6
Unsupervised distance learning for plant species identification,Jurandy Almeida; Daniel CG Pedronette; Bruna C Alberton; Leonor Patricia C Morellato; Ricardo da S Torres,Phenology is among the most trustworthy indicators of climate change effects on plants andanimals. The recent application of repeated digital photographs to monitor vegetationphenology has provided accurate measures of plant life cycle changes over time. Afundamental requirement for phenology studies refers to the correct recognition ofphenological patterns from plants by taking into account time series associated with theircrowns. This paper presents a new similarity measure for identifying plants based on the useof an unsupervised distance learning scheme; instead of using traditional approachesbased on pairwise similarities. We experimentally show that its use yields considerableimprovements in time-series search tasks. In addition; we also demonstrate how the latefusion of different time series can improve the results on plant species identification. In …,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,2016,5
Effective; efficient; and scalable unsupervised distance learning in image retrieval tasks,Lucas Pascotti Valem; Daniel Carlos Guimarães Pedronette; Ricardo da S Torres; Edson Borin; Jurandy Almeida,Abstract Various unsupervised learning methods have been proposed with significantimprovements in the effectiveness of image search systems. However; despite the relevanteffectiveness gains; these approaches commonly require high computation efforts; notaddressing properly efficiency and scalability requirements. In this paper; we present anovel unsupervised learning approach for improving the effectiveness of image retrievaltasks. The proposed method is also scalable and efficient as it exploits parallel andheterogeneous computing on CPU and GPU devices. Extensive experiments wereconducted considering five different public image collections and several descriptors. Thisrigorous experimental protocol evaluates the effectiveness; efficiency; and scalability of theproposed approach; and compares it with previous methods. Experimental results …,Proceedings of the 5th ACM on International Conference on Multimedia Retrieval,2015,5
Recod@ MediaEval 2014: diverse social images retrieval,Rodrigo Tripodi Calumby; Vinícius Pereira Santana; Felipe Souza Cordeiro; Otávio Augusto Bizetto Penatti; Lin Tzy Li; Giovani Chiachia; Torres Da RS,This paper presents the results of the rst participation of our multi-institutional team in theRetrieving Diverse Social Images Task at MediaEval 2014. In this task we were required todevelop a summarization and diversi cation approach for social photo retrieval. Ourapproach is based on irrelevant image ltering; image re-ranking; and diversity promotion byclustering. We have used visual and textual features; including image metadata and usercredibility information.,CEUR Workshop Proceedings,2014,5
Multimodal image geocoding: The 2013 RECOD's approach,Lin Tzy Li; Jurandy Almeida; Otávio Augusto Bizetto Penatti; Rodrigo Tripodi Calumby; Daniel Carlos Guimarães Pedronette; Marcos André Gonçalves,This work describes the approach used by the RECOD team in the MediaEval Placing Taskof 2013; in which we were required to develop an automatic scheme to assign geographicallocations to images. Our approach is multimodal; considering textual and visual descriptors;which are combined by a rank aggregation strategy. We estimate the location of test imagesbased on the coordinates of top-ranked images in the list of combined results.,CEUR Workshop Proceedings,2013,5
Combining re-ranking and rank aggregation methods,Daniel Carlos Guimarães Pedronette; Ricardo da S Torres,Abstract Content-Based Image Retrieval (CBIR) aims at retrieving the most similar images ina collection by taking into account image visual properties. In this scenario; accuratelyranking collection images is of great relevance. Aiming at improving the effectiveness ofCBIR systems; re-ranking and rank aggregation algorithms have been proposed. However;different re-ranking and rank aggregation approaches produce different image rankings.These rankings are complementary and; therefore; can be further combined aiming atobtaining more effective results. This paper presents novel approaches for combining re-ranking and rank aggregation methods aiming at improving the effectiveness of CBIRsystems. Several experiments were conducted involving shape; color; and texturedescriptors. Experimental results demonstrate that our approaches can improve the …,Iberoamerican Congress on Pattern Recognition,2012,5
Multimodal pattern recognition through particle swarm optimization,Fábio A Faria; Joao P Papa; Ricardo S Torres; A Falcao,Abstract—In this paper we introduce the idea of descriptor combination by Particle SwarmOptimization and its applications for classification purposes using a recently patternrecognition technique called Optimum-Path Forest (OPF); which interprets the samples ofthe dataset as the nodes of a given graph; and each arc is weighted by the distancebetween the corresponding nodes. The method combines different color descriptors forclassification in the COREL dataset to further weight the OPF graph arcs by these combinedsimilarities. We show that our proposed approach can provides better accuracies than theindividual ones obtained by each descriptor.,Proceedings of the 17th International Conference on Systems; Signals and Image Processing,2010,5
Design and Evaluation of Techniques to Utilize Implicit Rating Data in Complex Information Systems.,Seonho Kim; Edward A Fox; Weiguo Fan; Chris North; Deborah Tatar; Ricardo da Silva Torres,Abstract Research in personalization; including recommender systems; focuses onapplications such as in online shopping malls and simple information systems. Thesesystems consider user profile and item information obtained from data explicitly entered byusers-where it is possible to classify items involved and to make personalization based on adirect mapping from user or user group to item or item group. However; in complex; dynamic;and professional information systems; such as Digital Libraries; additional capabilities areneeded to achieve personalization to support their distinctive features: large numbers ofdigital objects; dynamic updates; sparse rating data; biased rating data on specific items;and challenges in getting explicit rating data from users. In this report; we presenttechniques for collecting; storing; processing; and utilizing implicit rating data of Digital …,*,2007,5
An OAI compliant content-based image search component,Ricardo da Silva Torres; Claudia Bauzer Medeiros; Marcos André Gonçalves; Edward A Fox,Abstract Advances in data storage and image acquisition technologies haveenabled thecreation of large image datasets In order to deal withthese data; appropriate informationsystems (eg image digital libraries) have been developed to efficiently manage suchcollections. One of the most common retrieval approaches is to employ so--called Content--Based Image Retrieval (CBIR) systems. Basically; these systems try to retrieve imagessimilar to auser--defined pattern (eg image example). Their goal is to supportimage retrievalbased on content properties (eg shape; color; or texture); which are often encoded in termsof imagedescriptors This demonstration presents a new CBIR system based on configurablecomponents. The main novelty resides in its Content--Based ImageSearch Component(CBISC) that supports queries on image collections CBISC is based on the OAIprinciples …,Proceedings of the 4th ACM/IEEE-CS joint conference on Digital libraries,2004,5
Nearest neighbors distance ratio open-set classifier,Pedro R Mendes Júnior; Roberto M de Souza; Rafael de O Werneck; Bernardo V Stein; Daniel V Pazinato; Waldir R de Almeida; Otávio AB Penatti; Ricardo da S Torres; Anderson Rocha,Abstract In this paper; we propose a novel multiclass classifier for the open-set recognitionscenario. This scenario is the one in which there are no a priori training samples for someclasses that might appear during testing. Usually; many applications are inherently open set.Consequently; successful closed-set solutions in the literature are not always suitable forreal-world recognition problems. The proposed open-set classifier extends upon the Nearest-Neighbor (NN) classifier. Nearest neighbors are simple; parameter independent; multiclass;and widely used for closed-set problems. The proposed Open-Set NN (OSNN) methodincorporates the ability of recognizing samples belonging to classes that are unknown attraining time; being suitable for open-set recognition. In addition; we explore evaluationmeasures for open-set problems; properly measuring the resilience of methods to …,Machine Learning,2017,4
A graph-based ranked-list model for unsupervised distance learning on shape retrieval,Daniel Carlos Guimarães Pedronette; Jurandy Almeida; Ricardo da S Torres,Abstract Several re-ranking algorithms have been proposed recently. Some effectiveapproaches are based on complex graph-based diffusion processes; which usually are timeconsuming and therefore inappropriate for real-world large scale shape collections. In thispaper; we introduce a novel graph-based approach for iterative distance learning in shaperetrieval tasks. The proposed method is based on the combination of graphs defined interms of multiple ranked lists. The efficiency of the method is guaranteed by the use of onlytop positions of ranked lists in the definition of graphs that encode reciprocal references.Effectiveness analysis performed in three widely used shape datasets demonstrate that theproposed graph-based ranked-list model yields significant gains (up to+ 55.52%) whencompared with the use of shape descriptors in isolation. Furthermore; the proposed …,Pattern Recognition Letters,2016,4
A multimodal query expansion based on genetic programming for visually-oriented e-commerce applications,Patrícia C Saraiva; João MB Cavalcanti; Edleno S de Moura; Marcos A Gonçalves; Ricardo da S Torres,Abstract We present a novel multimodal query expansion strategy; based on geneticprogramming (GP); for image search in visually-oriented e-commerce applications. Our GP-based approach aims at both: learning to expand queries with multimodal information andlearning to compute the “best” ranking for the expanded queries. However; different fromprevious work; the query is only expressed in terms of the visual content; which bringsseveral challenges for this type of application. In order to evaluate the effectiveness of ourmethod; we have collected two datasets containing images of clothing products taken fromdifferent online shops. Experimental results indicate that our method is an effectivealternative for improving the quality of image search results when compared to a geneticprogramming system based only on visual information. Our method can achieve gains …,Information Processing & Management,2016,4
Combining re-ranking and rank aggregation methods for image retrieval,Daniel Carlos Guimarães Pedronette; Ricardo da S Torres,Abstract This paper presents novel approaches for combining re-ranking and rankaggregation methods aiming at improving the effectiveness of Content-Based ImageRetrieval (CBIR) systems. Given a query image as input; CBIR systems retrieve the mostsimilar images in a collection by taking into account image visual properties. In this scenario;accurately ranking collection images is of great relevance. Aiming at improving theeffectiveness of CBIR systems; re-ranking and rank aggregation algorithms have beenproposed. However; different re-ranking and rank aggregation approaches; applied todifferent image descriptors; may produce different and complementary image rankings. Inthis paper; we present four novel approaches for combining these rankings aiming atobtaining more effective results. Several experiments were conducted involving shape …,Multimedia Tools and Applications,2016,4
Pixel-level tissue classification for ultrasound images,Daniel V Pazinato; Bernardo V Stein; Waldir R de Almeida; Rafael de O Werneck; Pedro R Mendes Júnior; Otávio AB Penatti; Ricardo da S Torres; Fábio H Menezes; Anderson Rocha,Background: Pixel-level tissue classification for ultrasound images; commonly applied tocarotid images; is usually based on defining thresholds for the isolated pixel values. Rangesof pixel values are defined for the classification of each tissue. The classification of pixels isthen used to determine the carotid plaque composition and; consequently; to determine therisk of diseases (eg; strokes) and whether or not a surgery is necessary. The use ofthreshold-based methods dates from the early 2000s but it is still widely used for virtualhistology. Methodology/Principal Findings: We propose the use of descriptors that take intoaccount information about a neighborhood of a pixel when classifying it. We evaluatedexperimentally different descriptors (statistical moments; texture-based; gradient-based;local binary patterns; etc.) on a dataset of five types of tissues: blood; lipids; muscle …,IEEE journal of biomedical and health informatics,2016,4
A signature-based bag of visual words method for image indexing and search,Joyce Miranda dos Santos; Edleno Silva de Moura; Altigran Soares da Silva; João Marcos B Cavalcanti; Ricardo da Silva Torres; Márcio Luiz A Vidal,Abstract In this paper; we revisit SDLC; an image retrieval method that adopts a signature-based approach to identify visual words; instead of the more conventional approach thatidentifies them by using clustering techniques. We start by providing a formal andgeneralized definition of the approach adopted in SDLC; which we call Signature-BasedBag of Visual Words. After that; we present a detailed study of SDLC parameters andexperiments with distinct weighting schemes used to compute the ranking of results;comparing the method to well-known cluster-based bag of visual words approaches. Whencompared to the initial proposal of SDLC; the choice of different parameters and a newweighting scheme allowed us to considerably reduce the size of the textual representationgenerated by the method; reducing also the indexing times and the query processing …,Pattern Recognition Letters,2015,4
RECOD@ Placing Task of MediaEval 2015.,Lin Tzy Li; Javier AV Muñoz; Jurandy Almeida; Rodrigo Tripodi Calumby; Otávio Augusto Bizetto Penatti; Ícaro C Dourado; Keiller Nogueira; Pedro Ribeiro Mendes-Junior; Luís AM Pereira; Daniel Carlos Guimarães Pedronette; Jefersson Alex dos Santos; Marcos André Gonçalves; Ricardo da Silva Torres,ABSTRACT In this work; we describe the approach proposed by the RECOD team for thePlacing Task; Locale-based sub-task; at MediaEval 2015. Our approach is based on the useof as much evidence as possible (textual; visual; and/or audio descriptors) to automaticallyassign geographical locations to images and videos.,MediaEval,2015,4
Image re-ranking acceleration on GPUs,Daniel Carlos Guimaraes Pedronette; Ricardo da S Torres; Edson Borin; Mauricio Breternitz,Huge image collections are becoming available lately. In this scenario; the use of Content-Based Image Retrieval (CBIR) systems has emerged as a promising approach to supportimage searches. The objective of CBIR systems is to retrieve the most similar images in acollection; given a query image; by taking into account image visual properties such astexture; color; and shape. In these systems; the effectiveness of the retrieval processdepends heavily on the accuracy of ranking approaches. Recently; re-ranking approacheshave been proposed to improve the effectiveness of CBIR systems by taking into account therelationships among images. The re-ranking approaches consider the relationships amongall images in a given dataset. These approaches typically demands a huge amount ofcomputational power; which hampers its use in practical situations. On the other hand …,Computer Architecture and High Performance Computing (SBAC-PAD); 2013 25th International Symposium on,2013,4
Classifier selection based on the correlation of diversity measures: When fewer is more,Fabio A Faria; Jefersson A dos Santos; Sudeep Sarkar; Anderson Rocha; Ricardo S Da Torres,The ever-growing access to high-resolution images has prompted the development ofregion-based classification methods for remote sensing images. However; in agriculturalapplications; the recognition of specific regions is still a challenge as there could be manydifferent spectral patterns in a same studied area. In this context; depending on the featuresused; different learning methods can be used to create complementary classifiers. Manyresearchers have developed solutions based on the use of machine learning techniques toaddress these problems. Examples of successful initiatives are those dedicated to thedevelopment of learning techniques for data fusion or Multiple Classifier Systems (MCS). InMCS; diversity becomes an essential factor for their success. Different works have beenusing diversity measures to select appropriate high-performance classifiers; but the …,Graphics; Patterns and Images (SIBGRAPI); 2013 26th SIBGRAPI-Conference on,2013,4
Unsupervised measures for estimating the effectiveness of image retrieval systems,Daniel Carlos Guimaraes Pedronette; Ricardo da S Torres,The main objective of Content-Based Image Retrieval (CBIR) systems is to retrieve a rankedlist containing the most similar images of a collection given a query image; by taking intoaccount their visual content. Although these systems represent a very promising approach;in many situations is very challenging to assure the quality of returned ranked lists.Supervised approaches rely on training data and information obtained from user interactionsto identify and then improve low-quality results. However; these approaches require a lot ofhuman efforts which can be infeasible for many systems. In this paper; we present two novelunsupervised measures for estimating the effectiveness of ranked lists in CBIR tasks. Givenan estimation of the effectiveness of ranked lists; many CBIR systems can; for example;emulate the training process; but now without any user intervention. Improvements can …,Graphics; Patterns and Images (SIBGRAPI); 2013 26th SIBGRAPI-Conference on,2013,4
Bayesian approach for near-duplicate image detection,Lucas Bueno; Eduardo Valle; Ricardo da S Torres,Abstract Vote-based algorithms are very popular in tasks based on image local-descriptors;including object matching; panoramic stitching and near-duplicate detection. On this paper;we focus on the latter application; proposing a Bayesian approach; which allows giving aprobabilistic interpretation to the distances between local descriptors in the feature space.That contrasts with traditional schemes; in which the distances are used to establish asimple unweighted vote count. Near-duplicate detection is demanded for a myriad ofapplications: metadata retrieval in cultural institutions; detection of copyright violations;duplicate elimination in storage; etc. The majority of current solutions are based either onvoting algorithms; which are very precise; but expensive; or on the use of visual dictionaries;which are efficient; but less precise. Contrarily to raw-vote based systems; our scheme …,Proceedings of the 2nd ACM International Conference on Multimedia Retrieval,2012,4
Reusing a compound-based infrastructure for searching video stories,NáJurandy Almeida; Ricardo da S Torres; André Santanchè; Neucimar J Leite,The fast evolution of technology has led to a growing demand for multimedia data;increasing the amount of research into efficient systems to manage those materials. A lot ofresearch has being done by the Content-Based Image Retrieval (CBIR) community in thefield of images. Nowadays; they play a key role in digital applications. Thus; contextualintegration of images with different sources is vital. It involves reusing and aggregating alarge amount of information with other media types. In particular; if we consider video data;images can be used to summarize videos into storyboards; providing an easy way tonavigate and to browse large video collections. This has been the goal of a quickly evolvingresearch area known as video summarization. In this paper; we present a novel approach toreuse the CBIR infrastructure for searching video stories; taking advantage of the …,Information Reuse and Integration (IRI); 2011 IEEE International Conference on,2011,4
Intuitive video browsing along hierarchical trees,Jurandy Almeida; Sheila M Pinto-Cáceres; R da S Torres; Neucimar J Leite,Resumo–Recent advances in technology have increased the availability of video data;creating a strong requirement for efficient systems to manage those materials. Makingefficient use of video information requires that data be accessed in a user-friendly way.Ideally; one would like to perform video search using an intuitive tool. Most of existingbrowsers for the interactive search of video sequences; however; have employed a too rigidlayout to arrange the results; restricting users to explore the results using list-or grid-basedlayouts. In this paper; we present a novel approach for the interactive search that displaysthe result set in a flexible manner. The proposed method is based on a hierarchical structurecalled Divisive-Agglomerative Hierarchical Clustering (DAHC). It is able to group togethervideos with similar content and to organize the result set over a well-defined visual …,Technical Report IC-11-06,2011,4
An Infrastructure for Searching and Harvesting Complex Image Objects,Nádia P KOZIEVITCH; Ricardo Da S TORRES; André SANTANCHE; Daniel CG PEDRONETTE; Rodrigo T CALUMBY; Edward A FOX,Abstract In order to reuse; integrate; and unify different resources from a commonperspective; complex objects (COs) have emerged to facilitate aggregation abstraction andto help developers to manage heterogeneous resources; and their components. Inparticular; complex image objects (ICO) play a key role in different domains; due to theirlarge availability and integration with datasets; metadata; and image manipulation software.Applications which manage ICOs still lack support by mechanisms for processing andmanaging data; creating references; making annotations; searching by content; harvesting;and organizing their components. Examples of common services that need support in theseapplications include (i) Content-Based Image Retrieval (CBIR);(ii) the combination of visualwith textual retrieval; and (iii) the harvesting of COs. This paper presents the design and …,Information interaction intelligence,2011,4
Novel approaches for exclusive and continuous fingerprint classification,Javier A Montoya-Zegarra; João P Papa; Neucimar J Leite; Ricardo da Silva Torres; Alexandre X Falcao,Abstract This paper proposes novel exclusive and continuous approaches to guide thesearch and the retrieval in fingerprint image databases. Both approaches are useful toperform a coarse level classification of fingerprint images before fingerprint authenticationtasks. Our approaches are characterized by:(1) texture image descriptors based on pairs ofmulti-resolution decomposition methods that encode effectively global and local fingerprintinformation; with similarity measures used for fingerprint matching purposes; and (2) a novelmulti-class object recognition method based on the Optimum Path Forest classifier.Experiments were carried out on the standard NIST-4 dataset aiming to study thediscriminative and scalability capabilities of our approaches. The high classification ratesallow us demonstrate the feasibility and validity of our approaches for characterizing …,Pacific-Rim Symposium on Image and Video Technology,2009,4
From concepts to implementation and visualization: tools from a team-based approach to IR,Uma Murthy; Ricardo da Silva Torres; Edward A Fox; Logambigai Venkatachalam; Seungwon Yang; Marcos A Gonçalves,Abstract Researchers have been studying and developing teaching materials for informationretrieval (IR); such as [3]. Toolkits also have been built that provide hands-on experience tostudents. For example; IR-Toolbox [4] is an effort to close the gap between the students'understanding of IR concepts and real-life indexing and search systems. Such tools mightbe good for helping students in non-technical areas such as in the Library and InformationScience field to develop their conceptual model of search engines. However; they do notcover emerging topics and skills; such as content-based image retrieval (CBIR) and fusionsearch. Although there is open source software (such as those in http://www. searchtools.com/tools/tools-opensource. html) that can be used to teach basic and advanced IR topics;they require a student to have high-level technical knowledge and to spend a long time to …,Proceedings of the 31st annual international ACM SIGIR conference on Research and development in information retrieval,2008,4
Diversity-based interactive learning meets multimodality,Rodrigo Tripodi Calumby; Marcos André Gonçalves; Ricardo da Silva Torres,Abstract In interactive retrieval tasks; one of the main objectives is to maximize the userinformation gain throughout search sessions. Retrieving many relevant items is quiteimportant; but it does not necessarily completely satisfy the user needs. When only relevantnear-duplicate items are retrieved; the amount of different concepts users are able to extractfrom the target collection is very limited. Therefore; broadening the number of conceptspresent in a result set may improve the overall search experience. Diversifying conceptspresent in the retrieved set is one possibility for increasing the information gain in a singlesearch iteration; maximizing the likelihood of including at least some relevant items for eachpossible intent of ambiguous or underspecified queries. Relevance feedback approachesmay also take advantage of diverse results to improve internal machine learning models …,Neurocomputing,2017,3
Introducing digital cameras to monitor plant phenology in the tropics: applications for conservation,Bruna Alberton; Ricardo da S Torres; Leonardo F Cancian; Bruno D Borges; Jurandy Almeida; Greice C Mariano; Jefersson dos Santos; Leonor Patricia Cerdeira Morellato,Abstract The application of digital cameras to monitor the environment is becoming globaland changing the way of phenological data collection. The technique of repeated digitalphotographs to monitor plant phenology (phenocams) has increased due to its low-costinvestment; reduced size; easy set up installation; and the possibility of handling high-resolution near-remote data. Considering the widespread use of phenocams worldwide; ourmain goals here are:(i) to provide a step-by-step guide for phenocam set up in the tropics;reinforce its appliance as an efficient tool for monitoring tropical phenology and fosternetworking;(ii) to discuss phenocam applications for biological conservation; management;and ecological restoration. We provide the concepts and properties for image analysis whichallow representing the phenological status of the vegetation. The association of a long …,*,2017,3
Rank diffusion for context-based image retrieval,Daniel Carlos Guimarães Pedronette; Ricardo da S Torres,Abstract This paper presents an efficient diffusion-based re-ranking approach. The proposedmethod propagates contextual information defined in terms of top-ranked objects of rankedlists in a diffusion process. That makes the method suitable for large scale real-worldcollections. Experiments were conducted considering public image collections; severaldescriptors; and comparisons with state-of-the-art methods. Experimental resultsdemonstrate that the proposed method provides high effectiveness gains with lowcomputational costs.,Proceedings of the 2016 ACM on International Conference on Multimedia Retrieval,2016,3
A semi-supervised learning algorithm for relevance feedback and collaborative image retrieval,Daniel Carlos Guimarães Pedronette; Rodrigo T Calumby; Ricardo da S Torres,Abstract The interaction of users with search services has been recognized as an importantmechanism for expressing and handling user information needs. One traditional approachfor supporting such interactive search relies on exploiting relevance feedbacks (RF) in thesearching process. For large-scale multimedia collections; however; the user efforts requiredin RF search sessions is considerable. In this paper; we address this issue by proposing anovel semi-supervised approach for implementing RF-based search services. In ourapproach; supervised learning is performed taking advantage of relevance labels providedby users. Later; an unsupervised learning step is performed with the objective of extractinguseful information from the intrinsic dataset structure. Furthermore; our hybrid learningapproach considers feedbacks of different users; in collaborative image retrieval (CIR) …,EURASIP Journal on Image and Video Processing,2015,3
Mid-level image representations for real-time heart view plane classification of echocardiograms,Otávio AB Penatti; Rafael de O Werneck; Waldir R de Almeida; Bernardo V Stein; Daniel V Pazinato; Pedro R Mendes Júnior; Ricardo da S Torres; Anderson Rocha,Abstract In this paper; we explore mid-level image representations for real-time heart viewplane classification of 2D echocardiogram ultrasound images. The proposedrepresentations rely on bags of visual words; successfully used by the computer visioncommunity in visual recognition problems. An important element of the proposedrepresentations is the image sampling with large regions; drastically reducing the executiontime of the image characterization procedure. Throughout an extensive set of experiments;we evaluate the proposed approach against different image descriptors for classifying fourheart view planes. The results show that our approach is effective and efficient for the targetproblem; making it suitable for use in real-time setups. The proposed representations arealso robust to different image transformations; eg; downsampling; noise filtering; and …,Computers in biology and medicine,2015,3
A robust software product line architecture for data collection in android platform,Gustavo M Waku; Edson R Bollis; Cecilia MF Rubira; Ricardo da S Torres,Android is an open platform; developed by Google and Open Mobile Handset Alliancetargeting mobile devices. Its constant evolution and increasing cost reduction made themsuitable for complex applications especially for data collection applications. Data collectionis a domain which evolved to use mobile devices to collect information; targeting differentfields of study including: physical and social sciences; humanities; business; demographicsurveys; agriculture; biology; and geology. Android usually runs on different hardware andsoftware domains with similar functional and non-functional features. The data collectiondomain has a lot of sub-domains; creating an opportunity to explore software variability andquality properties such as reliability; availability; and data integrity using Component-BasedDevelopment (CBD); Fault Tolerance Techniques and Software Product Line (SPL) with …,Components; Architectures and Reuse Software (SBCARS); 2015 IX Brazilian Symposium on,2015,3
Unsupervised effectiveness estimation for image retrieval using reciprocal rank information,Daniel Carlos Guimarães Pedronette; Ricardo da S Torres,In this paper; we present an unsupervised approach for estimating the effectiveness ofimage retrieval results obtained for a given query. The proposed approach does not requireany training procedure and the computational efforts needed are very low; since only the top-k results are analyzed. In addition; we also discuss the use of the unsupervised measures intwo novel rank aggregation methods; which assign weights to ranked lists according to theireffectiveness estimation. An experimental evaluation was conducted considering differentdatasets and various image descriptors. Experimental results demonstrate the capacity ofthe proposed measures in correctly estimating the effectiveness of different queries in anunsupervised manner. The linear correlation between the proposed and widely usedeffectiveness evaluation measures achieves scores up to 0.86 for some descriptors.,Graphics; Patterns and Images (SIBGRAPI); 2015 28th SIBGRAPI Conference on,2015,3
