Microbial synthesis of silver nanoparticles by Bacillus sp.,Nalenthiran Pugazhenthiran; Sambandam Anandan; Govindarajan Kathiravan; Nyayiru Kannaian Udaya Prakash; Simon Crawford; Muthupandian Ashokkumar,Abstract A silver resistant Bacillus sp. was isolated through exposure of an aqueous AgNO 3solution to the atmosphere. Silver nanoparticles were synthesized using these airbornebacteria (Bacillus sp.). Transmission electron microscopy (TEM) and energy dispersive X-ray(EDX) analyses confirmed that silver nanoparticles of 5–15 nm in size were deposited in theperiplasmic space of the bacterial cells; a preferable cell surface location for the easyrecovery of biogenic nanoparticles.,Journal of Nanoparticle Research,2009,175
Studies on the phytochemistry and bioefficacy of industrial crops-Coffea canephora and Gravillearobusta from Kolli hills,S Bhuvaneswari; N Sripriya; A Balamurugan; A Siril; A Kasinathan; PT Karthikeyan; NK Udaya Prakash,Abstract Industrial crops are used only for their potential plant parts in general; neglectingthe other parts; which are either wasted or underutilized. If proper study is conducted on theneglected parts of industrially significant plants; it might result in further exploitation of thesame in other allied industries. Hence; to know the potency of leaves; which are neglectedparts; of the plants of Coffea canephora L. Linden and Gravillea robusta A. Cunn. Ex. R. Br.were studied for their phytochemistry; antibacterial; antioxidant; larvicidal and pesticidalactivities. The plant leaves were collected from Kolli Hills of Tamil Nadu; India. Acetone;Chloroform; Ethyl acetate and Methanolic extracts of the leaves of the plants were studied fortheir antibacterial efficacy through micro broth dilution method; antioxidant property usingDPPH free radical scavenging assay; larvicidal activity using the larvae of Artemia salina …,International Journal of Research in Pharmaceutical Sciences,2014,1
Studies on phytochemistry and bioefficacy of cultivars of piper betle Linn.,N. Sripriya and N.K. Udaya Prakash K.H. Smila.; J.D. Priyanka.; Srinithya.,Abstract The plant; Piper betle. Linn is a creeper belonging to the Piperaceae family. Theleaves are found to possess different medicinal properties and function as a stimulant. Thetaste is found to differ with different types of cultivars and the present study is conducted toknow whether they differ in their phytochemical constitution and biological efficacies. Fourdifferent cultivars; ie Banarasi; Calcutta; Kammar and Kumbakonam of Piper betle wereselected for this study and the methanolic extracts of the leaves were evaluated forantibacterial; anticandidal; antioxidant and larvicidal activities. Antibacterial and anticandidalefficacy was studied using Disc diffusion test. DPPH was used to detect antioxidant abilityand the larvicidal potency was studied using the larvae of Artemia salina. Further; theaqueous extract of the leaves was screened for the presence of phytoconstituents …,International Journal of Research in Pharmaceutical Sciences,2014,1
Nanoparticles as antimicrobials: Evaluation method,NK Udaya Prakash; N Sripriya; S Bhuvaneswari,Nanotechnology; emerging as a cutting-edge technology of recent times; has profoundapplications in all disciplines; tailoring from electrical and electronic appliances to targeteddrug delivery systems. This exploration has arisen mainly due to the size and accuracy ofthe nanoparticles. The impact of nanoparticles at workplaces has already been reviewed [1].Nanoparticles of different metals from different sources are being studied worldwide. Thephysical and chemical methods employed for the synthesis of silver nanoparticles are costlyand involve chemicals; which make them unfavorable methods. However; the biologicalapproach; involving microbes and plants; overcomes the obstacles posed by other methods.Plants are generally preferred; due to the fact that they are easily available and are non-toxic. With the emergence of an increase in the resistance capacity of microorganisms …,Application of Nanotechnology in Diagnostic and Therapeutic Procedure,2014,1
Evaluation of antimicrobial property of few co-polyesters,K Tamilarasan; R Nanthini; N Prakash; NG Renganathan; NK Udaya Prakash,Abstract Aliphatic random co-polyesters Poly (Propane1; 3-diol Fumaric acid 1; 4-cyclohexanedimethanol)(PPFCDM); Poly (Propane1; 3-diol Fumaric acid Pimelic acid(PPFPi); Poly (Butane1; 4-diol Fumaricacid 1; 4-cyclohexanedimethanol (PBFCDM); Poly (1;4-Cyclohexanedimethanol Pimelicacid 1; 4-Cyclohexanedicarboxylic acid)(PCDMPiCDC)Poly (1; 4-Cyclohexanedimethanol Fumaricacid 1; 4-Cyclohexanedicarboxylicacid(PCDMFCDC) were synthesized from propane1; 3-diol and 1; 4-cyclohexane dimethanolwith various carboxylic acids in the presence of catalyst using microwave technique. Theantimicrobial efficacy was evaluated using well diffusion method against gram positivebacteria (Bacillus cereus); gram negative bacteria (Escherichia coli) and yeast (Candidaalbicans). Streptomycin and Ketoconazole were used as a positive control against the …,International Journal of Research in Pharmaceutical Sciences,2013,1
An Assessment of Fungal Quality of Solumfullonum–A Cosmetic Base,S Bhuwaneswari; A Balamurugan; NK Udaya Prakash,Abstract: Solum fullonum; Fuller's earth; or non-plastic variety of kaolin; commonly dubbed“Multani mitti” in India; is a compound known for its absorptive characteristics and purifyingproperties. Such qualities have made the compound suitable for use in cosmeticformulations. Further; this is also used for consumption; ie as Geophagic material in Pakistanfor ailing women and kids. Despite this; studies related to quality assessment of thecompound in regard to its microbial contamination have not been carried till date. Thepresent study is such an attempt that focuses on the diversity and frequency ofcontamination of mycofloral species. A total of 26 random brands of multani mitti sampleswere collected across the city of Chennai; India. The acquired samples were then seriallydiluted and observed separately for mycofloral presence by pour plate method in a …,Indian Journal of Applied Microbiology,2013,1
A preliminary investigation on larvicidal activity of common weeds in Tamil Nadu,NK Udaya Prakash; S Bhuvaneswari Udaya Prakash,*,Proceedings: International Conference on Frontiers in Pharmaceutical Chemistry and Biologics-An interdisciplinary approach. Excel India Publ,2011,1
A preliminary investigation on the atmospheric mycoflora of Austin; TX; USA,N Udaya Prakash,Abstract Rationale If the molds are buoyant in the atmosphere; present in significant numberand possess allergenic property they are considered medically significant. The studies onthese molds present indoor are voluminous whereas scant in outdoor. Hence; a preliminarystudy was conducted on the atmospheric environment of Austin; TX. Methods The study wasconducted using the exposure of agar plates of PDA; SDA and MEA at 8 different sitesspread over in the city at the height of 70cm during summer. Results Altogether 810 coloniesof fungi belonging to 24 species were isolated belonging to13 genera. Among themAspergillus and Penicillium were represented by maximum number (4) of species followedby Cladosporium; Curvularia and Drechslera (3). The remaining genera were representedby single species. Among the species Cladosporium cladosporioides dominated the …,Journal of Allergy and Clinical Immunology,2004,1
Antibacterial Evaluation of Metallic Salts Against Infectious Bacteria,S Bhuvaneswari; R Caroline; DS Arjun Krishnan; N Sripriya; N Ashwin Karthick; NK Udaya Prakash,Abstract: The bacteria; Bacillus subtilis; Enterococcus sp.; Escherichia coli; Klebsiella sp.;Proteus sp.; Pseudomonas aeruginosa; Salmonella typhi; Staphylococcus aureus;Staphylococcus epidermidis; Streptococcus sp.; Vibrio cholerae and Vibrioparahaemolyticus which were found to be either pathogen or opportunistic pathogen wereevaluated for their sensitivity towards metallic salts. The antibacterial potency of the metallicsalt solutions of Chromium; Cobalt; Mercury; Nickel; Lead; Cadmium and Zinc wereevaluated. The study was conducted using Kirby-Bauer's disc diffusion method. Among thesalt studied; Chromium salts showed no inhibition towards any of the bacteria. Heavysusceptibility of bacteria were noticed for the salts of Mercury; Cadmium and Nickel. As; themetallic salts used are reported to be that of heavy metals; it is proposed to use the …,*,2016,*
Floral synthesis of Silver Nanoparticles using Stenolobium stans L.,Abdulla A. Al Arfaz and M.A. Murugan N.K Udaya Prakash.; S. Bhuvaneswari.; R. Sai Nandhini.; N. Abdul Azeez.,Abstract Green synthesis of nanoparticles has preference due to their non-pollutant naturewhen compared with other methods of synthesis. In the present investigation; silvernanoparticles were synthesized using green technology as a single step which is costeffective and eco-friendly method. The aqueous floral extract of Stenolobium stansbelonging to family Bignoniaceae was used in this study. The synthesized silvernanoparticles were characterized for their plasmon resonance using UV-visiblespectrophotometer and scanning electron microscope; Energy dispersive X-rayspectroscopy; Laser particle size analyzer and Fourier transform infrared spectroscopy tostudy other characters. The UV-visible spectrum showed the absorbance peak at 455 nm.The average size range of nanoparticles was recorded as 7.8 to 45.3 nm through SEM …,Asian Journal of Chemistry,2015,*
ANTIOXIDANT; FREE RADICAL SCAVENGING ACTIVITY AND GC-MS STUDIES ON PEDILANTHUS TITHYMALOIDES (L.) POIT,S. BHUVANESWARI N. K. UDAYA PRAKASH; M. RANJITHKUMAR; N. SRIPRIYA; R. PUJITHA LAKSHMI; S. DEEPA,*,International Journal of Pharmacy and Pharmaceutical Sciences,2014,*
Mycometric Investigation of Carpets in Commercial Centres of Chennai; India,S Bhuvaneswari; N Abdul Azeez; S Aditya; B Sai Manohar; R Gurusamy; NK Udaya Prakash,Abstract: Exposure to indoor fungi is found to cause many diseases depending on theircomposition; the immunological reactivity of the exposed individuals; mode of exposure andthe circumstances of exposure. This causes a wide range of diseases through infection andalso through non-infectious and often immunological mechanisms. They are also significantfrom the point of their clinical importance ie their potency to serve as an agent of pathogenand/or toxigen as well as allergen. The distribution; their presence; and their quality dependupon the source available within indoor. Among the sources; A/c.; indoor plants; furnituresand hosieries along with Carpet plays a major role. To know the significance of one amongthe indoor factor; the carpet; the moulds present in this source were analyzed. The carpetchek cassettes (SKC Inc. Valley View Road Eighty Four; PA; USA) are used in this study …,*,2013,*
Thermophilic fungal allergens in an atmosphere of Solid Waste Dumping site,U Nyayiru Kannaian; V Balamuri Pandu Ranga,*,Journal of Allergy and Clinical Immunology,2005,*
In-silico evaluation of relative compound toxicity of Pedilanthus tithymaloides against Pimephales promelas,Udaya Prakash NK; A Balamurugan; N Sripriya; N Ashwin Karthick; Pujitha Lakshmi; S Bhuvaneswari,ABSTRACT Pedilanthus tityhymaloides; a common inhabitant of tropical countries; is knownfor its ethnomedicinal values. Despite its uses; its milky latex is toxic to sensitive parts and itsusage is restricted. Thus; to study the extent of toxicity of the plant; in-silico toxicity evaluationof its compounds is performed. The methanolic extract of the plant was analyzed by GasChromatography and the compounds detected are used in this study. Toxicity EstimationSoftware Tool (TEST); an in-silico QSAR model; was used to assess the toxicity of thecompounds against Pimephales promelas. The toxicity of the plant compounds 10-Octadecenoic acid; methyl ester; Cyclopropanebutanoic acid; 2-[[2-[[2-[(2-pentyl cyclopropyl) methyl] cyclopropyl] methyl] cyclo propyl] methyl]-; methyl ester; Pentadecanoic acid;14-methyl-; methyl ester;(4; 4-Diphenyl-butyl)-(3-phenyl-piperidin-4-yl-)-amine and …,*,*,*
Biodiversity of mesophilic and halotolerant Microfungi in waters of mangrove in Pitchavaram; Tamil nadu,KP Kannan; K Srilekha; S Bhuvaneswari; NS Vasanthi; B Sampath Kumar; T Saravanan; NK Udaya Prakash,ABSTRACT The study of mesophilic and halotolerant microfungi in the waters of mangroveforests at Pitchavaram was conducted in 20 different sampling sites. Altogether a total of 17mesophilic and 15 halotolerant fungal species were recorded from the waters of themangrove. Among the total genera recorded; Aspergillus was represented by more numberof species (8) and the genus Penicillium was represented by 3 species. Other speciesrecorded were Acremonium sp.;,*,*,*
Quality Analysis of Phytocomposition of Branded and Unbranded Honey procured from the Markets of Chennai; India,S Bhuvaneswari; N AshwinKarthick; S Deepa,Abstract: Honey is a highly valued natural food due to its therapeutic and aesthetic value.The high potency of honey as a medicine is due to its phytoconstituents which serve aschemical repositories. Hence; this study aims at the qualitative analysis of phytoconstituentspresent in honey; a total of 33 honey samples were purchased from markets of Chennaiwhich includes 25 branded and 8 unbranded honey samples. These samples wereanalyzed for the presence of phytoconstituents such as Tannins; Phlobatannins; Flavonoids;Saponins; Steroids; Cardiac glycosides and Terpenoids. The results showed the presenceof Phlobatannins; Flavonoids; Saponins; Steroids; Cardiac glycosides and Terpenoids in 8;27; 20; 22; 26 and 21 samples respectively.,*,*,*
BIOSYNTHESIS OF NANOPARTICLES: ROLE OF PLANT SECONDARY METABOLITES IN SYNTHESIS OF NANOPARTICLES,NK Udaya Prakash; N Sripriya; S Bhuvaneswari,Page 1. AICTE sponsored FDP on Application of Nanotechnology in Diagnostic and TherapeuticProcedure 15-29 th Nov' 13. Veltech Hightech Dr. RR Dr. SR Engineering College; Avadi; Chennai-62 BIOSYNTHESIS OF NANOPARTICLES: ROLE OF PLANT SECONDARY METABOLITESIN SYNTHESIS OF NANOPARTICLES NK Udaya Prakash 1 ; N. Sripriya 2 and S. Bhuvaneswari2 1 Research and Development; Veltech Dr. RR & Dr. SR Technical University; Avadi; Chennai600062 nkudayaprakash@gmail.com 2 Research and Developent; MARINA LABS; 40; AnnaNedum Pathai; Choolaimedu; Chennai 600094 marinalabs@gmail.com INTRODUCTION Variousbiological sources for the synthesis of nanoparticles; in particular; plant based extract are beingwidely reported nowadays. The key principle behind the synthesis process is …,*,*,*
In-silico prediction of relative compound toxicity of Pedilanthus tithymaloides against Daphnia magna,Udaya Prakash NK; A Balamurugan; N Sripriya,Abstract: Pedilanthus tityhymaloides; though not used in allopathic drug preparations; is awidely used ethnomedicine. Their use as ethnomedicine is however restricted due to toxicnature of its latex. Hence; the study was conducted to evaluate the toxicity of its constituentsthrough in-silico QSAR model. The compounds detected using Gas chromatography fromthe methanolic extract of the plant; through previous studies; were assessed for their toxicity;in-silico; using Toxicity Estimation Software Tool (TEST) against Daphnia magna (LC-50).The relative compound toxicity of the following compounds; ie 10-Octadecenoic acid; methylester; Cyclopropanebutanoic acid; 2-[[2-[[2-[(2-pentyl cyclo propyl) methyl] cyclopropyl]methyl] cyclo propyl] methyl]-; methyl ester; Pentadecanoic acid; 14-methyl-; methyl ester;(4;4-Diphenyl-butyl)-(3-phenylpiperdin-4-yl-)-amine and Rescinnamine were studied. The …,*,*,*
Comparative Studies on Thermophilous Fungi in Different Animal Dung,NK Udaya Prakash; VM Kanimozhi; C Gayathri; MK Vidhya; T Bhavani; P Sushapriya; S Aishwarya; V Pavithra; B Sampath Kumar; S Bhuvaneswari,ABSTRACT In India; practice of having manure pit in the backyard of residences of villagersis quite common. The people residing in rural and suburban areas use to dump organicwastes; food materials; cattle dung; urinals of animals etc in the manure pit. In our opinion;addition of dung material which is rich source of microbe to the manure pit is considered asinoculating the waste material with microbe for faster degradation. Keeping that in mind; forcomparison; the presence of thermophilous fungi in dung samples of cow; donkey and goatpellets were studied. A total of 15 different species belonging to 13 genera were recordedfrom dung samples of different animals. Among the species; 2 belongs to Zygomycetes; 6 toAscomycetes and the remaining 7 species belongs to Deuteromycetes. Related to theaverage colony forming units of dung material recorded; donkey dung has yielded more …,*,*,*
Optimization Studies on a Thermophilous Fungus; Malbranchea pulchella var. sulfurea on Lipase Synthesis,S Bhuvaneswari Udaya Prakash; S Geetha; NK Udaya Prakash,ABSTRACT Thermophilous fungus sp. Malbranchea pulchella var. sulfurea was isolatedfrom the soil samples of edible oil extracting unit present near Chennai. The fungusproduced a large clear zone on lipolytic agar medium suggesting its lipase activity. Thelipase enzyme secreted by Malbranchea pulchella var. sulfurea is extracellular; which iswidely used in various applications in industries. The lipase synthesis by this fungus; isoptimized using various factors like concentration of Soybean meal; Carbon source;Nitrogen source; pH; different oil substrate and different temperature. Maximum activity wasobserved when Soybean meal of 10 g concentration; Glucose as Carbon source;Ammonium Nitrite as Nitrogen source; 6 pH value; Castor oil as oil source and 45 C as thetemperature is used.,*,*,*
Thermophilous Fungi: Its atmospheric presence in the Solid waste dumping site,NK Udaya Prakash; BPR Vittal,ABSTRACT The presence of thermophilous fungi in the atmosphere of solid waste dumpingsite in the suburb of Chennai was studied over a period of a year. A fortnight survey wasconducted using an Andersen 2-stage viable sampler for one year period. Petridishescontaining Yeast Phosphate Soluble Starch agar are exposed through the sampler and areincubated at 50 2 C for isolation of thermophilous fungi. A total of 2675 coloniesclassified in 12 species belonging to 10 genera were recorded. The total average cfu/m 3 ofair recorded was 821.1 cfu/m 3. Among the total average; the fungus; Aspergillus fumigatusdominated the environment with 617.28 cfu/m 3 of air followed by Mucor pusillus with 128cfu/m 3 and Thermomyces lanuginosus with 48.8 cfu/m 3 of air.,*,*,*
Aerial Spectrum of Fungal Bio-Pollutants of Chennai; India,NK Udaya Prakash; S Bhuvaneswari; BPR Vittal,ABSTRACT The air we inhale is heavily infested with a wide variety of biological particles inaddition to organics responsible for causing respiratory disorder. Among the biologicalpollutants fungi; have their own role in inducing respiratory disorders like bronchitis; allergicrhinitis; asthma; extrinsic alveolitis etc.; vast industrialization and expansion of the city; inaddition to increasing population adds more pollutants to the atmosphere. In order to knowthe quantity and quality of fungal pollutants in the atmosphere of Chennai the study wasconducted. Altogether a total of 558 air samples were examined for the presence ofatmospheric fungal pollutants. The air sample was carried out using 2-stage Andersenmicrobial viable sampler. The sampling sites includes George town; Royapuram; Basinbridge; Kilpauk; Mylapore; Guindy; Chrompet; Taramani and Perungudi to give due …,*,*,*
