A calculus for communicating systems,R MILleR,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,LNCS,1986,1411
Continuous data cleaning,Maksims Volkovs; Fei Chiang; Jaroslaw Szlichta; Renée J Miller,In declarative data cleaning; data semantics are encoded as constraints and errors arisewhen the data violates the constraints. Various forms of statistical and logical inference canbe used to reason about and repair inconsistencies (errors) in data. Recently; unifiedapproaches that repair both errors in data and errors in semantics (the constraints) havebeen proposed. However; both data-only approaches and unified approaches are by andlarge static in that they apply cleaning to a single snapshot of the data and constraints. Weintroduce a continuous data cleaning framework that can be applied to dynamic data andconstraint environments. Our approach permits both the data and its semantics to evolveand suggests repairs based on the accumulated evidence to date. Importantly; our approachuses not only the data and constraints as evidence; but also considers the past repairs …,Data Engineering (ICDE); 2014 IEEE 30th International Conference on,2014,48
Desktop experiment management,Y Ioannidis; Miron Livny; E Haber; R Miller; O Tsatalos; J Wiener,Traditionally; the scale and scope of an experimental study was determined by the ability ofthe research team to generate data. Over the past few years; we have been experiencing anunprecedented increase in the ability of small teams of experimental scientists to generatedata. This has led to a shift in the balance between the different components of anexperimental study. Today; it is not uncommon to find a study whose scale and scope havebeen determined by the ability of the team to manage the data rather than to generate it.Whether the discipline is experimental computer science [4]; genetics; earth and spacesciences; soil sciences; or high-energy physics; scientists are faced in their daily work withan experiment and data management bottleneck. Unfortunately; an experimental scientistcan not find ready off-the-shelf management tools that offer both the functionality required …,IEEE Data Engineering Bulletin,1993,43
Managing data mappings in the hyperion project,Anastasios Kementsietsidis; Marcelo Arenas; Renée J Miller,We consider the problem of mapping data in peer-to-peer systems. Such systems rely onsimple value searches to locate data of interest. However; different peers may use differentvalues to identify or describe the same data. To accommodate this; peer-to-peer systemsoften rely on mapping tables that list pairs of corresponding values for search domains thatare used in different peers. We illustrate how such tables are used in the genomicscommunity by expert curators. We then argue why mapping tables are appropriate for datamapping in a peer-to-peer environment and motivate the problem of managing these tables.The work presented is part of the Hyperion project.,Data Engineering; 2003. Proceedings. 19th International Conference on,2003,36
Mining for empty rectangles in large data sets,Jeff Edmonds; Jarek Gryz; Dongming Liang; Renée J Miller,Abstract Many data mining approaches focus on the discovery of similar (and frequent) datavalues in large data sets. We present an alternative; but complementary approach in whichwe search for empty regions in the data. We consider the problem of finding all maximalempty rectangles in large; two-dimensional data sets. We introduce a novel; scalablealgorithm for finding all such rectangles. The algorithm achieves this with a single scan overa sorted data set and requires only a small bounded amount of memory. We also describean algorithm to find all maximal empty hyper-rectangles in a multi-dimensional space. Weconsider the complexity of this search problem and present new bounds on the number ofmaximal empty hyper-rectangles. We briefly overview experimental results obtained byapplying our algorithm to a synthetic data set.,International Conference on Database Theory,2001,35
Modeling the execution semantics of stream processing engines with SECRET,Nihal Dindar; Nesime Tatbul; Renée J Miller; Laura M Haas; Irina Botan,Abstract There are many academic and commercial stream processing engines (SPEs)today; each of them with its own execution semantics. This variation may lead to seeminglyinexplicable differences in query results. In this paper; we present SECRET; a model of thebehavior of SPEs. SECRET is a descriptive model that allows users to analyze the behaviorof systems and understand the results of window-based queries (with time-and tuple-basedwindows) for a broad range of heterogeneous SPEs. The model is the result of extensiveanalysis and experimentation with several commercial and academic engines. In the paper;we describe the types of heterogeneity found in existing engines and show with experimentson real systems that our model can explain the key differences in windowing behavior.,The VLDB Journal,2013,33
Yam: a schema matcher factory,Fabien Duchateau; Remi Coletta; Zohra Bellahsene; Renée J Miller,Abstract In this paper; we present YAM; a schema matcher factory. YAM (Yet AnotherMatcher) is not (yet) another schema matching system as it enables the generation of a lacarte schema matchers according to user requirements. These requirements include apreference for recall or precision; a training data set (schemas already matched) andprovided expert correspondences. YAM uses a knowledge base that includes a (possiblylarge) set of similarity measures and classifiers. Based on the user requirements; YAMlearns how to best apply these tools (similarity measures and classifiers) in concert toachieve the best matching quality. In our demonstration; we will let users apply YAM to buildthe best schema matcher for different user requirements.,Proceedings of the 18th ACM conference on Information and knowledge management,2009,32
Using sql for efficient generation and querying of provenance information,Boris Glavic; Renée J Miller; Gustavo Alonso,Abstract In applications such as data warehousing or data exchange; the ability to efficientlygenerate and query provenance information is crucial to understand the origin of data. In thischapter; we review some of the main contributions of Perm; a DBMS that generates differenttypes of provenance information for complex SQL queries (including nested and correlatedsubqueries and aggregation). The two key ideas behind Perm are representing data and itsprovenance together in a single relation and relying on query rewrites to generate thisrepresentation. Through this; Perm supports fully integrated; on-demand provenancegeneration and querying using SQL. Since Perm rewrites a query requesting provenanceinto a regular SQL query and generates easily optimizable SQL code; its performancegreatly benefits from the query optimization techniques provided by the underlying DBMS.,*,2013,30
Discovering linkage points over web data,Oktie Hassanzadeh; Ken Q Pu; Soheil Hassas Yeganeh; Renée J Miller; Lucian Popa; Mauricio A Hernández; Howard Ho,Abstract A basic step in integration is the identification of linkage points; ie; finding attributesthat are shared (or related) between data sources; and that can be used to match records orentities across sources. This is usually performed using a match operator; that associatesattributes of one database to another. However; the massive growth in the amount andvariety of unstructured and semi-structured data on the Web has created new challenges forthis task. Such data sources often do not have a fixed pre-defined schema and contain largenumbers of diverse attributes. Furthermore; the end goal is not schema alignment as theseschemas may be too heterogeneous (and dynamic) to meaningfully align. Rather; the goal isto align any overlapping data shared by these sources. We will show that even attributeswith different meanings (that would not qualify as schema matches) can sometimes be …,Proceedings of the VLDB Endowment,2013,27
TRAMP: Understanding the behavior of schema mappings through provenance,Boris Glavic; Gustavo Alonso; Renée J Miller; Laura M Haas,Abstract Though partially automated; developing schema mappings remains a complex andpotentially error-prone task. In this paper; we present TRAMP (TRAnsformation MappingProvenance); an extensive suite of tools supporting the debugging and tracing of schemamappings and transformation queries. TRAMP combines and extends data provenance withtwo novel notions; transformation provenance and mapping provenance; to explain therelationship between transformed data and those transformations and mappings thatproduced that data. In addition we provide query support for transformations; data; and allforms of provenance. We formally define transformation and mapping provenance; presentan efficient implementation of both forms of provenance; and evaluate the resulting systemthrough extensive experiments.,Proceedings of the VLDB Endowment,2010,27
Towards Inconsistency Management in Data Integration Systems.,Ariel Fuxman; Renée J Miller,Inconsistency management is a fundamental task in any data integration system.Surprisingly; though; the subject has not received much attention in the data integrationcommunity. This is probably due to the fact that it is often assumed that the global schema ofa system is not given a priori; but it is derived as an output of a schema integration process[Batini et al.; 1986]. Hence; schema integration methodologies are designed to produceglobal schemas that are consistent with respect to the sources. However; the result of theschema integration process does not always reflect the semantics that the user has in mindfor the global schema. In fact; in many cases; there is no consistent schema that satisfies therequirements of the user. To illustrate this; consider a simple data integration system; inwhich the Financial and Human Resources departments of a company are integrating …,IIWeb,2003,27
Schema and data: A holistic approach to mapping; resolution and fusion in information integration,Laura M Haas; Martin Hentschel; Donald Kossmann; Renée J Miller,Abstract To integrate information; data in different formats; from dif-ferent; potentiallyoverlapping sources; must be related and transformed to meet the users' needs. Ten yearsago; Clio introduced nonprocedural schema mappings to describe the relationship betweendata in heteroge-neous schemas. This enabled powerful tools for mapping discovery andintegration code generation; greatly simplifying the integration process. However; furtherprogress is needed. We see an opportunity to raise the level of abstraction further; toencompass both data-and schema-centric integration tasks and to isolate applications fromthe details of how the integration is accomplished. Holistic information integration supports it-eration across the various integration tasks; leveraging information about both schema anddata to improve the integrated result. Integration inde-pendence allows applications to be …,International Conference on Conceptual Modeling,2009,26
Linkage query writer,Oktie Hassanzadeh; Reynold Xin; Renée J Miller; Anastasios Kementsietsidis; Lipyeow Lim; Min Wang,Abstract We present Linkage Query Writer (LinQuer); a system for generating SQL queriesfor semantic link discovery over relational data. The LinQuer framework consists of (a)LinQL; a language for specification of linkage requirements;(b) a web interface and an APIfor translating LinQL queries to standard SQL queries;(c) an interface that assists users inwriting LinQL queries. We discuss the challenges involved in the design and implementationof a declarative and easy to use framework for discovering links between different data itemsin a single data source or across different data sources. We demonstrate different steps ofthe linkage requirements specification and discovery process in several real world scenariosand show how the LinQuer system can be used to create high-quality linked data sources.,Proceedings of the VLDB Endowment,2009,26
Accuracy of Approximate String Joins Using Grams.,Oktie Hassanzadeh; Mohammad Sadoghi; Renée J Miller,ABSTRACT Approximate join is an important part of many data cleaning and integrationmethodologies. Various similarity measures have been proposed for accurate and efficientmatching of string attributes. The accuracy of the similarity measures highly depends on thecharacteristics of the data such as amount and type of the errors and length of the strings.Recently; there has been an increasing interest in using methods based on q-grams(substrings of length q) made out of the strings; mainly due to their high efficiency. In thiswork; we evaluate the accuracy of the similarity measures used in these methodologies. Wepresent an overview of several similarity measures based on q-grams. We then thoroughlycompare their accuracy on several datasets with different characteristics. Since the efficiencyof approximate joins depend on the similarity threshold they use; we study how the value …,QDB,2007,25
Tomas: A system for adapting mappings while schemas evolve,Yannis Velegrakis; Renée J Miller; Lucian Popa; John Mylopoulos,We demonstrate the Toronto Mapping Adaptation System (ToMAS); a tool for automaticallydetecting and adapting mappings that have become invalid or inconsistent due to changesin either data semantics or schemas. Due to its modular architecture and its stand-alonenature; ToMAS can easily be applied to numerous scenarios and can interoperate withmany other tools. To the best of our knowledge; no other tool can correctly maintain theconsistency of the mappings under schema changes at the level of complexity supported byToMAS.,Data Engineering; 2004. Proceedings. 20th International Conference on,2004,25
Mining for Program Structure,RENÉE J MILLER; ASHISH GUJARATHI,We present a new mining algorithm for discovering program structure built on a warehouseof program-analysis data. We make use of statement definition-use data along with variabletyping information to learn about the structure of legacy code. Using concept analysis; wedevelop an interactive knowledge discovery framework into which different types of analysisdata can be integrated. This work is the first in a series of data warehousing experiments thatis designed to tap the wealth of information hidden in existing program-analysis data.,International Journal of Software Engineering and Knowledge Engineering,1999,25
Muse: A System for Understanding and Designing Mappings,Bogdan Alexe; Laura Chiticariu; Renée J Miller; Daniel Pepper; Wang-Chiew Tan,Abstract Schema mappings are logical assertions that specify the relationships between asource and a target schema in a declarative way. The specification of such mappings is afundamental problem in information integration. Mappings can be generated by existingmapping systems (semi-) automatically from a visual specification between two schemas. Ingeneral; the well-known 80-20 rule applies for mapping generation tools. They canautomate 80% of the work; covering common cases and creating a mapping that is close tocorrect. However; ensuring complete correctness can still require intricate manual work toperfect portions of the mapping. Previous research on mapping understanding andrefinement and anecdotal evidence from mapping designers suggest that the mappingdesign process can be perfected by using data examples to explain the mapping and …,SIGMOD,2008,22
Linking Semistructured Data on the Web,Soheil Hassas Yeganeh; Oktie Hassanzadeh; Renée J Miller,ABSTRACT Many Web data sources and APIs make their data available in XML; JSON; or adomain-specific semi-structured format; with the goal of making the data easily accessibleand usable by Web application developers. Although such data formats are more machine-processable than pure text documents; managing and analyzing such data in large scale isoften nontrivial. This is mainly due to the lack of a well-defined (or understood) structure andclear semantics in such data formats; which could result in poor data quality. In the xCuratorproject; we add structure to such data with the goal of publishing it on the Web as LinkedData. We enhance the quality of such data by: extracting entities; their types; and theirrelationships to other entities; performing entity (and entity type) identification; mergingduplicate entities (and entity types); linking related entities (internally and to external …,ACM SIGMOD WebDB,2011,21
DataWeb: Customizable Database Publishing for the Web,Renée J Miller; Odysseas G. Tsatalos; John H. Williams,The DataWeb project seeks to facilitate the querying and browsing of multimedia databasesover a wide spectrum of networks and media. We developed an intelligent query facility thatbuilds on the access paradigms supported by current hypertext-style Web applications andon decision support systems. This facility generalizes the basic navigation and abstractionmechanisms of these applications to make them extensible and scalable.,IEEE Multimedia,1997,21
Combining quantitative and logical data cleaning,Nataliya Prokoshyna; Jaroslaw Szlichta; Fei Chiang; Renée J Miller; Divesh Srivastava,Abstract Quantitative data cleaning relies on the use of statistical methods to identify andrepair data quality problems while logical data cleaning tackles the same problems usingvarious forms of logical reasoning over declarative dependencies. Each of theseapproaches has its strengths: the logical approach is able to capture subtle data qualityproblems using sophisticated dependencies; while the quantitative approach excels atensuring that the repaired data has desired statistical properties. We propose a novelframework within which these two approaches can be used synergistically to combine theirrespective strengths. We instantiate our framework using (i) metric functional dependencies;a type of dependency that generalizes functional dependencies (FDs) to identifyinconsistencies in domains where only large differences in metric data are considered to …,Proceedings of the VLDB Endowment,2015,20
Schema management,Periklis Andritsos; Ronald Fagin; Ariel Fuxman; Laura M Haas; Mauricio A Hernández; Howard Ho; Anastasios Kementsietsidis; Phokion G Kolaitis; Renée J Miller; Felix Naumann; Lucian Popa; Yannis Velegrakis,Abstract Clio is a management system for heterogeneous data that couples a traditionaldatabase management engine with additional tools for managing schemas (models of data)and mappings between schemas. In this article; we provide a brief overview of Clio andplace our solutions in the context of the rich research literature on data integration andtransformation. Clio is the result of an on-going collaboration between the University ofToronto and IBM Almaden Research Center in which we are addressing both foundationaland systems issues related to heterogeneous data; schema; and integration management.,*,2002,19
Composing local-as-view mappings: closure and applications,Patricia C Arocena; Ariel Fuxman; Reneé J Miller,Abstract Schema mapping composition is a fundamental operation in schema managementand data exchange. The mapping composition problem has been extensively studied for anumber of mapping languages; most notably source-to-target tuple-generatingdependencies (st tgds). An important class of st tgds are local-as-view (LAV) tgds. This classof mappings is prevalent in practical data integration and exchange systems; and recentwork by ten Cate and Kolaitis shows that such mappings possess desirable structuralproperties. It is known that st tgds are not closed under composition. That is; given twomappings expressed with st tgds; their composition may not be definable by any set of sttgds (and; in general; may not be expressible in first-order logic). Despite their importanceand extensive use in data integration and exchange systems; the closure properties of …,Proceedings of the 13th International Conference on Database Theory,2010,18
Kanata: adaptation and evolution in data sharing systems,Periklis Andritsos; Ariel Fuxman; Anastasios Kementsietsidis; Renee J Miller; Yannis Velegrakis,1. INTRODUCTION Data sharing systems permit the transformation; integra- tion; and exchangeof data that has been designed and devel- oped independently. The often subtle and complexinterde- pendencies within data can make the creation; maintenance; and comprehension ofsuch systems quite challenging. We have available a robust arsenal of tools and mechanismsfor reconciling semantic differences in how data is represented including views; mappings; andtransformation languages. There is also a growing maturity in our knowledge of how to create[19; 20] and use these mechanisms in such tasks as query answering [13]; data exchange[9]; data integration [17]; and data sharing [15]. Given this solid foundation in the tools and modelingstructures needed for data sharing; in this project; we are investigating the problem of maintainingsuch systems. We view an integration system as a dynamic structure which must be …,ACM SIGMOD Record,2004,17
Schema Discovery.,Renee J Miller; Periklis Andritsos,Abstract Structured data is distinguished from unstructured data by the presence of aschema describing the logical structure and semantics of the data. The schema is the meansthrough which we understand and query the underlying data. The schema permits the moresophisticated structured queries that are not possible over schema-less data. Most systemsassume that the schema is predefined and is an accurate reflection of the data. Thisassumption is often not valid in networked databases that may contain data originating frommany sources and may not be valid within legacy databases where the semantics of datahave evolved over time. As a result; querying and tasks that depend on structured queries(including data integration and schema mapping) may not be effective. In this paper; weconsider the problem of discovering schemas from data. We focus on discovering …,IEEE Data Eng. Bull.,2003,17
Querying multimedia presentations,Chao-Hui Wu; Renée J Miller; Ming T Liu,Abstract We examine the querying requirements of large libraries of multimediapresentations. Given these requirements; we examine work on querying temporal andsequence data; and identify the similarities and dissimilarities between presentations andthese other forms of data. From this analysis; we propose an integrated composition andquery capability to permit the reuse of multimedia objects; presentations and presentationsegments. The query facility permits content and attribute based queries along with queriesover temporal synchronisation characteristics. The main contributions of our work are: itaddresses both determinant and indeterminant intervals; it permits querying overpresentation libraries with heterogeneous structure; it builds on work from temporal andsequence database to address the unique semantics of presentations.,Computer Communications,1998,17
(Not) yet another matcher,Fabien Duchateau; Remi Coletta; Zohra Bellahsene; Renée J Miller,Abstract Discovering correspondences between schema elements is a crucial task for dataintegration. Most schema matching tools are semi-automatic; eg an expert must tune someparameters (thresholds; weights; etc.). They mainly use several methods to combine andaggregate similarity measures. However; their quality results often decrease when onerequires to integrate a new similarity measure or when matching particular domain schemas.This paper describes YAM (Yet Another Matcher); which is a schema matcher factory.Indeed; it enables the generation of a dedicated matcher for a given schema matchingscenario; according to user inputs. Our approach is based on machine learning sinceschema matchers can be seen as classifiers. Several bunches of experiments run againstmatchers generated by YAM and traditional matching tools show how our approach is …,Proceedings of the 18th ACM conference on Information and knowledge management,2009,16
Creating nested mappings with Clio,Mauricio A Hernández; Howard Ho; Lucian Popa; Ariel Fuxman; Renee J Miller; Takeshi Fukuda; Paolo Papotti,Schema mappings play a central role in many data integration and data exchangescenarios. In those applications; users need to quickly and correctly specify how datarepresented in one format is converted into a different format. Clio (L. Popa et al.; 2002) is ajoint research project between IBM and the University of Toronto studying the creation;maintenance; and use of schema mappings. There have always been two goals in our workin Clio: 1) the automatic creation of logical assertions that capture the way one or moresource schemas are mapped into a target schema; and 2) the generation of transformationqueries or programs that transform a source data instance into a target data instance.,Data Engineering; 2007. ICDE 2007. IEEE 23rd International Conference on,2007,16
The iBench integration metadata generator,Patricia C Arocena; Boris Glavic; Radu Ciucanu; Renée J Miller,Abstract Given the maturity of the data integration field it is surprising that rigorous empiricalevaluations of research ideas are so scarce. We identify a major roadblock for empiricalwork-the lack of comprehensive metadata generators that can be used to createbenchmarks for different integration tasks. This makes it difficult to compare integrationsolutions; understand their generality; and understand their performance. We presentiBench; the first metadata generator that can be used to evaluate a wide-range of integrationtasks (data exchange; mapping creation; mapping composition; schema evolution; amongmany others). iBench permits control over the size and characteristics of the metadata itgenerates (schemas; constraints; and mappings). Our evaluation demonstrates that iBenchcan efficiently generate very large; complex; yet realistic scenarios with different …,Proceedings of the VLDB Endowment,2015,15
LabBook: Metadata-driven social collaborative data analysis,Eser Kandogan; Mary Roth; Peter Schwarz; Joshua Hui; Ignacio Terrizzano; Christina Christodoulakis; Renée J Miller,Open data analysis platforms are being adopted to support collaboration in science andbusiness. Studies suggest that analytic work in an enterprise occurs in a complex ecosystemof people; data; and software working in a coordinated manner. These studies also point tofriction between the elements of this ecosystem that reduces user productivity and quality ofwork. LabBook is an open; social; and collaborative data analysis platform designedexplicitly to reduce this friction and accelerate discovery. Its goal is to help users leverageeach other's knowledge and experience to find the data; tools and collaborators they need tointegrate; visualize; and analyze data. The key insight is to collect and use more metadataabout all elements of the analytic ecosystem by means of an architecture and userexperience that reduce the cost of contributing such metadata. We demonstrate how …,Big Data (Big Data); 2015 IEEE International Conference on,2015,14
Publishing bibliographic data on the Semantic Web using BibBase,Reynold S Xin; Oktie Hassanzadeh; Christian Fritz; Shirin Sohrabi; Renée J Miller,Abstract We present BibBase; a system for publishing and managing bibliographic dataavailable in BiBTeX files. BibBase uses a powerful yet light-weight approach to transformBiBTeX files into rich Linked Data as well as custom HTML code and RSS feed that canreadily be integrated within a user's website while the data can instantly be queried onlineon the system's SPARQL endpoint. In this paper; we present an overview of several featuresof our system. We outline several challenges involved in on-the-fly transformation of highlyheterogeneous BiBTeX files into high-quality Linked Data; and present our solution to thesechallenges.,Semantic Web,2013,14
Online annotation of text streams with structured entities,Ken Q Pu; Oktie Hassanzadeh; Richard Drake; Renée J Miller,Abstract We propose a framework and algorithm for annotating unbounded text streams withentities of a structured database. The algorithm allows one to correlate unstructured anddirty text streams from sources such as emails; chats and blogs; to entities stored instructured databases. In contrast to previous work on entity extraction; our emphasis is onperforming entity annotation in a completely online fashion. The algorithm continuouslyextracts important phrases and assigns to them top-k relevant entities. Our algorithm does sowith a guarantee of constant time and space complexity for each additional word in the textstream; thus infinite text streams can be annotated. Our framework allows the onlineannotation algorithm to adapt to changing stream rate by self-adjusting multiple run-timeparameters to reduce or improve the quality of annotation for fast or slow streams …,Proceedings of the 19th ACM international conference on Information and knowledge management,2010,14
Enabling distributed petascale science,Andrew Baranovski; Shishir Bharathi; John Bresnahan; Ann Chervenak; Ian Foster; Dan Fraser; Tim Freeman; Dan Gunter; Keith Jackson; Kate Keahey; Carl Kesselman; David E Konerding; Nick Leroy; Mike Link; Miron Livny; Neill Miller; Robert Miller; Gene Oleynik; Laura Pearlman; Jennifer M Schopf; Robert Schuler; Brian Tierney,Abstract Petascale science is an end-to-end endeavour; involving not only the creation ofmassive datasets at supercomputers or experimental facilities; but the subsequent analysisof that data by a user community that may be distributed across many laboratories anduniversities. The new SciDAC Center for Enabling Distributed Petascale Science (CEDPS)is developing tools to support this end-to-end process. These tools include data placementservices for the reliable; high-performance; secure; and policy-driven placement of datawithin a distributed science environment; tools and techniques for the construction;operation; and provisioning of scalable science services; and tools for the detection anddiagnosis of failures in end-to-end data placement and distributed application hostingconfigurations. In each area; we build on a strong base of existing technology and have …,Journal of Physics: Conference Series,2007,13
ConQuer: A system for efficient querying over inconsistent databases,Ariel Fuxman; Diego Fuxman; Renée J Miller,Abstract Although integrity constraints have long been used to maintain data consistency;there are situations in which they may not be enforced or satisfied. In this demo; weshowcase ConQuer; a system for efficient and scalable answering of SQL queries ondatabases that may violate a set of constraints. ConQuer permits users to postulate a set ofkey constraints together with their queries. The system rewrites the queries to retrieve all(and only) data that is consistent with respect to the constraints. The rewriting is into SQL; sothe rewritten queries can be efficiently optimized and executed by commercial databasesystems.,Proceedings of the 31st international conference on Very large data bases,2005,13
Integrating hierarchical navigation and querying: a user customizable solution,Renée J Miller; Odysseas G Tsatalos; John H Williams,*,Proceedings of ACM Workshop on Effective Abstractions in Multimedia Layout; Presentation; and Interaction,1995,13
Understanding schemas,Renée J Miller; Yannis E Ioannidis; Raghu Ramakrishnan,Before the problem of schema integration and translation can be adequately addressed; aprecise understanding of schemas is needed. The authors present an analysis of the notionof schema as used by existing integration methodologies. They show how inherentambiguities and imprecision in traditional definitions of schema can hamper thedevelopment of formal schema integration methodologies. Specifically; traditional notion ofschema contain data in the form of metadata; as well as superfluous structuring informationthat is not semantically meaningful. It is important to cleanly separate structural informationfrom data; and remove from consideration artifacts of a specific data model or designmethodology. To this end; they introduce the notion of a schema intension to capture thesemantic content of a schema.,Research Issues in Data Engineering; 1993: Interoperability in Multidatabase Systems; 1993. Proceedings RIDE-IMS'93.; Third International Workshop on,1993,13
Geographically-sensitive link analysis,Hyun Chul Lee; Haifeng Liu; Renée J Miller,Abstract Many web pages and resources are primarily relevant to certain geographiclocations. For example; in many queries web pages on restaurants; hotels; or movie theatersare mostly relevant to those users who are in geographic proximity to these locations.Moreover; as the number of queries with a local component increases; searching for webpages which are relevant to geographic locations is becoming increasingly important. Theperformance of geographically-oriented search is greatly affected by how we usegeographic information to rank web pages. In this paper; we study the issue of ranking webpages using geographically-sensitive link analysis algorithms. More precisely; we study thequestion of whether geographic information can improve search performance. We proposeseveral geographically-sensitive link analysis algorithms which exploit the geographic …,Proceedings of the IEEE/WIC/ACM International Conference on Web Intelligence,2007,12
Provenance for Data Mining,Boris Glavic; Javed Siddique; Periklis Andritsos; Renée J Miller,Abstract Data mining aims at extracting useful information from large datasets. Most datamining approaches reduce the input data to produce a smaller output summarizing themining result. While the purpose of data mining (extracting information) necessitates thisreduction in size; the loss of information it entails can be problematic. Specifically; the resultsof data mining may be more confusing than insightful; if the user is not able to understand onwhich input data they are based and how they were created. In this paper; we argue that theuser needs access to the provenance of mining results. Provenance; while extensivelystudied by the database; workflow; and distributed systems communities; has not yet beenconsidered for data mining. We analyze the differences between database; workflow; anddata mining provenance; suggest new types of provenance; and identify new usecases …,5th USENIX Workshop on the Theory and Practice of Provenance,2013,11
Reexamining Some Holy Grails of Data Provenance.,Boris Glavic; Renée J Miller,Abstract We reconsider some of the explicit and implicit properties that underlie well-established definitions of data provenance semantics. Previous work on comparingprovenance semantics has mostly focused on expressive power (does the provenancegenerated by a certain semantics subsume the provenance generated by other semantics)and on understanding whether a semantics is insensitive to query rewrite (ie; do equivalentqueries have the same provenance). In contrast; we try to investigate why certain semanticspossess specific properties (like insensitivity) and whether these properties are alwaysdesirable. We present a new property stability with respect to query language extension that;to the best of our knowledge; has not been isolated and studied on its own.,TaPP,2011,11
Stream schema: providing and exploiting static metadata for data stream processing,Peter M Fischer; Kyumars Sheykh Esmaili; Renée J Miller,Abstract Schemas; and more generally metadata specifying structural and semanticconstraints; are invaluable in data management. They facilitate conceptual design andenable checking of data consistency. They also play an important role in permitting semanticquery optimization; that is; optimization and processing strategies that are often highlyeffective; but only correct for data conforming to a given schema. While the use of metadatais well-established in relational and XML databases; the same is not true for data streams.The existing work mostly focuses on the specification of dynamic information. In this paper;we consider the specification of static metadata for streams in a model called StreamSchema. We show how Stream Schema can be used to validate the consistency of streams.By explicitly modeling stream constraints; we show that stream queries can be simplified …,Proceedings of the 13th International Conference on Extending Database Technology,2010,11
Method for generating nested mapping specifications in a schema mapping formalism,*,A method for generating nested mapping specifications and transformation queries basedthereon. Basic mappings are generated based on source and target schemas andcorrespondences between elements of the schemas. A directed acyclic graph (DAG) isconstructed whose edges represent ways in which each basic mapping is nestable underany of the other basic mappings. Any transitively implied edges are removed from the DAG.Root mappings of the DAG are identified. Trees of mappings are automatically extractedfrom the DAG; where each tree of mappings is rooted at a root mapping and expresses anested mapping specification.,*,2008,11
Messing up with BART: error generation for evaluating data-cleaning algorithms,Patricia C Arocena; Boris Glavic; Giansalvatore Mecca; Renée J Miller; Paolo Papotti; Donatello Santoro,Abstract We study the problem of introducing errors into clean databases for the purpose ofbenchmarking data-cleaning algorithms. Our goal is to provide users with the highestpossible level of control over the error-generation process; and at the same time developsolutions that scale to large databases. We show in the paper that the error-generationproblem is surprisingly challenging; and in fact; NP-complete. To provide a scalablesolution; we develop a correct and efficient greedy algorithm that sacrifices completeness;but succeeds under very reasonable assumptions. To scale to millions of tuples; thealgorithm relies on several non-trivial optimizations; including a new symmetry property ofdata quality constraints. The trade-off between control and scalability is the main technicalcontribution of the paper.,Proceedings of the VLDB Endowment,2015,10
Value invention in data exchange,Patricia C Arocena; Boris Glavic; Renée J Miller,Abstract The creation of values to represent incomplete information; often referred to asvalue invention; is central in data exchange. Within schema mappings; Skolem functionshave long been used for value invention as they permit a precise representation of missinginformation. Recent work on a powerful mapping language called second-order tuplegenerating dependencies (SO tgds); has drawn attention to the fact that the use of arbitrarySkolem functions can have negative computational and programmatic properties in dataexchange. In this paper; we present two techniques for understanding when the Skolemfunctions needed to represent the correct semantics of incomplete information arecomputationally well-behaved. Specifically; we consider when the Skolem functions insecond-order (SO) mappings have a first-order (FO) semantics and are therefore …,Proceedings of the 2013 ACM SIGMOD International Conference on Management of Data,2013,10
Just-in-time data integration in action,Martin Hentschel; Laura Haas; Renée J Miller,Abstract Today's data integration systems must be flexible enough to support the typicaliterative and incremental process of integration; and may need to scale to hundreds of datasources. In this work we present a novel data integration system that offers great flexibilityand scalability. Our approach to data integration is unique in that it executes mapping rulesat query runtime using annotations. On top; we have built the People People Peopleapplication. It allows users to search for people; display information about people; andbrowse through a network of related people; where the data is integrated from local andremote data sources. The demo presents all features of our underlying data integrationengine through a set of motivating scenarios.,Proceedings of the VLDB Endowment,2010,10
Limbo: A scalable algorithm to cluster categorical data,Periklis Andritsos; Panayiotis Tsaparas; Renee J Miller; Kenneth C Sevcik,Abstract Clustering is a problem of great practical importance in numerous applications. Theproblem of clustering becomes more challenging when the data is categorical; that is; whenthere is no inherent distance measure between data values. In this work; we introduceLIMBO; a scalable hierarchical categorical clustering algorithm that builds on the InformationBottleneck (IB) framework for quantifying the relevant information preserved when clustering.We use the IB framework to define a distance measure for categorical tuples and we alsopresent a novel distance measure for categorical attribute values. We show how the LIMBOalgorithm can be used to cluster both tuples and attribute values. LIMBO handles large datasets by producing a summary model for the data. We propose two different versions ofLIMBO; where we either control the size or the accuracy of the model. We present an …,*,2003,10
