Database System Concepts,A Silberschatz; HF Korth; S. Sudarshan,*,*,2011,4029
Data models,Avi Silberschatz; Henry F Korth; S Sudarshan,Underlying the structure of a database is a data model; a collection of conceptual tools fordescribing the real-world entities to be modeled in the database and the relationshipsamong these entities. Data models differ in the primitives available for describing data and inthe amount of semantic detail that can be expressed. The various data models proposed fallinto three different groups: object-based logical models; record-based logical models; andphysical data models. Physical data models; used to describe data at the lowest level;capture aspects of database system implementation not covered in this article. Thus ourfocus here is on the objectbased and record-based logical models. Recently a new model;the object-relational model; has been developed. It merges the object-oriented data modelwith the dominant record-based model; the relational model. We discuss this model …,ACM Computing Surveys (CSUR),1996,39
Adaptive commitment for real-time distributed transactions,Nandit Soparkar; Eliezer Levy; H Korth; Avi Silberschatz,Abstract Real-time distributed transaction management systems are useful for both real-timeand highperformance database applications. Guaranteeing response times in suchenvironments is difcult to achieve mainly due to the inherent asynchrony present. Thestandard approach to distributed transaction management is to employ the two-phaselocking scheme in each of the participating sites; and to coordinate the executions of thevarious subtransactions through the use of the two-phase commit protocol. Such anapproach ensures the atomicity and serializability properties of the transactions.Unfortunately; the unpredictability; the cost and the fault-tolerance properties of the two-phase commit protocol render it unsuitable for real-time applications. The approach taken inthis paper is to identify ways in which a commit protocol can be made adaptive in the …,University of Texas at Austin; Austin; TX,1992,38
Query languages for nested relational databases. LNCS n. 361; Nested relations and compleX objects in databases,Henry F Korth; Mark A Roth,*,*,1989,37
杨冬青; 唐世渭等译,Abraham Silberschatz,*,*,2003,34
On correctness of nonserializable executions,Rajeev Rastogi; Sharad Mehrotra; Yuri Breitbart; Henry F Korth; Avi Silberschatz,Abstract In a number of application environments (eg; computer aided design);serializability; the traditionally accepted notion of correctness has been found to be toorestrictive; and a number of alternate criteria have been proposed in the literature. One suchcriterion ispredicate-wise serializability (PWSR) which requires only restrictions of schedulesthat access subsets of the database over which integrity constraints are defined to beserializable. In this paper; we identify restrictions on the structure of transaction programs;their concurrent execution; and their access characteristics under which PWSR schedulespreserve database consistency.,Journal of Computer and System Sciences,1998,33
Query languages for nested relational databases,Henry Korth; Mark Roth,Abstract The nested relational model has proven useful in modeling databases of complexobjects. In this paper we consider query languages designed specifically to exploit thepower of this model. First; formal query languages are considered: a relational calculusdefining the desired power of nested relational languages; and a relational algebra thatprovides a procedural language suitable for query optimization. Next; two higher-levellanguages are discussed and compared; SQL/NF; and Heidelberg Data Base Language(HDBL). Two extensions of these languages are considered. X-SQL/NF is a role-joinextended version of SQL/NF that incorporates an ISA hierarchy into the semantics of thelanguage. A recursive version of HDBL allows the definition of a transitive closure operationon nested relations.,Nested Relations and Complex Objects in Databases,1989,33
Deadlock freedom using edge locks,Henry F Korth,Abstract We define a series of locking protocols for database systems that all have threemain features: freedom from deadlock; multiple granularity; and support for generalcollections of locking primitives. A rooted directed acyclic graph is used to represent multiplegranularities; as in System R. Deadlock freedom is guaranteed by extending the System Rprotocol to require locks on edges of the graph in addition to the locks required on nodes.,ACM Transactions on Database Systems (TODS),1982,33
A database interface for mobile computers,Rafael Alonso; Eben M Haber; Henry F Korth,Abstract Computer-based personal information service is evolving beyond simpleapplications such as retrieval of phone numbers to include interaction with large;geographically distributed information bases. Concurrently; small; pen-based; mobilecomputers are becoming the machine of choice for personal computing. These two trendsplace con icting demands on the design of database interfaces. The latter trend suggestssimple interfaces that are easy-to-use; avoid keyboard use; and are suited for the smallscreens and small (relatively speaking) memory sizes of mobile machines. The former trend;however; suggests an increased sophistication in database interfaces; so as to provideaccess to the larger databases that are now part of a personal information service. Wedescribe a pen-based graphical database language that begins to combine these con …,Proceedings of the 1992 Globecomm Workshop on Networking of Personal Communications Applications; Orlando; Florida,1992,32
Extending the scope of relational languages,Henry F.  Korth,The relational model he relational data model has become the most important model for canserve as the! database systems. The primary virtues of the model are its rigorous foundationforan mathematical foundations and thecorrespondence ofa relation with the foundation for an notionof a table. The success of the relational paradigm for traditional database extended languagethat applications (that is; data processing) has led researchers to consider its usein incorporatesfeaturesother applications such as computer-aided design databases; knowledge bases; and user-interfacemodeling. of several languages; These nontraditional applications of the relational model havedrawn atten- includingfunctional tion to several weaknesses in the model. A promising approachto dealing with and object-oriented these weaknesses is the incorporation of alternative languageparadigmsinto relational languages. In this article; we survey extensions to relational …,IEEE Software,1986,30
Compatible attributes in a universal relation,Catriel Beeri; Henry F Korth,Abstract The problem of entities that play multiple roles in a relational database is studied;with an emphasis on the universal relation view of the database. A tree structure is used todescribe the compatibilities among attributes. The compatibility information for an attributeencodes role playing information that cannot be described by traditional data dependencies.This structure is used to define the semantics of a QUEL-like (Stonebraker et al.[1976]) querylanguage that uses special naming rules to permit easy use of attribute compatibility,Proceedings of the 1st ACM SIGACT-SIGMOD symposium on Principles of database systems,1982,30
An almost-serial protocol for transaction execution in main-memory database systems,Stephen Blott; Henry F Korth,This chapter has investigated the issue of concurrency in main-memory databases.Focusing primarily on response-time requirements in telecommunication applications; onehas proposed a serial protocol (SP) for transaction execution in main-memory systems. Thenovelty of SP lies in the use of timestamps and mutexes to allow parallelism betweentransaction executions and log flushing. It allows transactions to begin processing beforetheir predecessors have completed flushing the log; while still ensuring that no transactioncommits in the state of having read uncommitted data. By implementing SP atop the DataBlitz Main-Memory Database System; one was able to compare the performance of SPagainst that of strict 2PL. The results indicate the potential for a significant performancegainmup to a factor of tenmin terms of both response time and throughput. These gains …,*,2002,28
Ensuring consistency in multidatabases by preserving two-level serializability,Sharad Mehrotra; Rajeev Rastogi; Henry F Korth; Abraham Silberschatz,Abstract The concept of serializability has been the traditionally accepted correctnesscriterion in database systems. However in multidatabase systems (MDBSs); ensuring globalserializability is a difficult task. The difficulty arises due to the heterogeneity of theconcurrency control protocols used by the participating local database managementsystems (DBMSs); and the desire to preserve the autonomy of the local DBMSs. In general;solutions to the global serializability problem result in executions with a low degree ofconcurrency. The alternative; relaxed serializability; may result in data inconsistency. In thisarticle; we introduce a systematic approach to relaxing the serializability requirement inMDBS environments. Our approach exploits the structure of the integrity constraints and thenature of transaction programs to ensure consistency without requiring executions to be …,ACM Transactions on Database Systems (TODS),1998,28
The double life of the transaction abstraction: Fundamental principle and evolving system concept,Henry F Korth,Abstract The transaction concept in computing goes back to the early days of computerizeddata processing. It has developed and evolved over the years both in terms of formal theoryand practical application. This evolutionary process has been driven in large part byapplications that require transactionlike properties. Newly emerging applications includeseveral that involve people in a time-dependent role. The new forms of human involvementin transaction processing required by these applications are generating new systemslevelchallenges. Likewise; these needs present challenges and opportunities from a theoreticalstandpoint. This talk reviews the history of synergy between theory and practice in the areaof transaction processing; and considers currently emerging needs from that perspective.,VLDB,1995,27
Relaxing serializability in multidatabase systems,Sharad Mehrotra; Rajeev Rastogi; Henry F Korth; Abraham Silberschatz,The concept of serializability has been traditionally accepted as the standard notion ofcorrectness in database systems. However; in a multidatabase system (MDBS); ensuringserializability is a difficult task mainly due to the desire of preserving the autonomy of theparticipating local database systems. The authors introduce a new notion of correctness; RS-correctness; that is based on preserving the integrity constraints of the database. Theypresent a new protocol for ensuring that schedules in an MDBS environment are RS-correct.The protocol preserves the local autonomy of sites.,Research Issues on Data Engineering; 1992: Transaction and Query Processing; Second International Workshop on,1992,27
Compensating transactions: A new recovery paradigm,HF Korth; E Levy; A Silberschatz,*,VLDB Conference,1990,27
Tight-Binding Model of Electronic States in a Liquid Metal,Laura M Roth,Abstract As a model of an amorphous system we consider a collection of atoms with oneatomic orbital per site; in terms of which the one-electron Green's function is expanded. Weapply multiple-scattering techniques to this system; and obtain the quasicrystallineapproximation of Lax and the self-consistent approximation of Schwartz and Ehrenreich.Results are given for the electronic density of states using pair distribution functions forrandom and hard-sphere liquids.,Physical Review Letters,1972,27
Pipelined hash-join on multithreaded architectures,Philip Garcia; Henry F Korth,Abstract Multi-core and multithreaded processors present both opportunities and challengesin the design of database query processing algorithms. Previous work has shown thepotential for performance gains; but also that; in adverse circumstances; multithreading canactually reduce performance. This paper examines the performance of a pipeline of hash-join operations when executing on multithreaded and multicore processors. We examine theoptimal number of threads to execute and the partitioning of the workload across thosethreads. We then describe a buffer-management scheme that minimizes cache conflictsamong the threads. Additionally we compare the performance of full materialization of theoutput at each stage in the pipeline versus passing pointers between stages.,Proceedings of the 3rd international workshop on Data management on new hardware,2007,24
Data logging: A method for efficient data updates in constantly active RAIDs,Eran Gabber; Henry F Korth,RAIDs (Redundant Arrays of Independent Disks) are a set of disks organized to achieveparallel I/O to multiple disks and to provide tolerance of disk failures. RAIDs offer theseadvantages at the cost of additional space and additional disk I/O for writes. Previousmethods of reducing this I/O overhead suffered from such problems as requiring periodsduring which data is reorganized and not available; destroying the physical locality of data;or weakening the RAID's fault-tolerance properties. We propose a new method called datalogging which reduces the I/O overhead without requiring periodic downtime forreorganization. Instead; incremental maintenance can be performed concurrently withroutine processing. This is particularly advantageous in applications requiring" 24/spltimes/7" uptime. Data logging preserves both physical locality of data and RAID fault …,Data Engineering; 1998. Proceedings.; 14th International Conference on,1998,24
Systematic multiresolution and its application to the world wide web,Swarup Acharya; Henry F Korth; Viswanath Poosala,Many emerging environments are increasingly facing the problem where the requirementsof applications easily outstrip the system resources. This is particularly acute in the WorldWide Web (WWW) and many data-intensive applications like OLAP and multimediadatabases. We address this problem in the Web context via systematic multiresolution; ie; aframework for providing responses at different qualities (resolutions) and costs. We validateour conceptual contributions by implementing NetBlitz a multiresolution-based proxy serveron the WWW. NetBlitz addresses two key problems facing the Web: high latencies andheterogeneity of client resources and requirements. It solves these problems by dynamicallygenerating the" required version" of a Web object based on client preferences andcapabilities. We also propose novel multiresolution-aware caching techniques that further …,Data Engineering; 1999. Proceedings.; 15th International Conference on,1999,23
Strict histories in object-based database systems,Rajeev Rastogi; Henry F Korth; Abraham Silberschatz,Atomicity and durability are integral properties of transactions. Atomicity states that all theoperations associated with a transaction must be executed to completion; or none at all.Durability states that the effects of a committed transaction are never undone (that is; effectsof a committed transaction are persistent). If a history resulting from the concurrent executionof transactions is to preserve the atomicity and durability properties; then it must be at leastrecoverable [BHG87](a history is a sequence of read; write; commit; and abort operationsbelonging to all the transactions executed in the system). A history h is recoverable if for anytwo transactions Ti and Tj in h; if Tj reads the value of a data item written by Ti; then Ticommits or aborts before Tj commits. In a recoverable history; it is possible to undo theeffects of aborted transactions without undoing the effects of committed transactions …,Proceedings of the twelfth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems,1993,23
Databases with deadline and contingency constraints,Nandit Soparkar; Henry F.  Korth; Abraham Silberschatz,Real-time database systems associate the concept of deadlines with transaction executions.Previous approaches use" best effort" techniques to schedule a given set of transactions tomeet the deadlines as well as to ensure the consistency of the database. However; suchapproaches are inadequate for target applications which have" hard" real-time deadlinesthat need to be met in the event of crisis situations. In such cases; it is important to obtaincontingency plans that may be invoked with guaranteed execution time characteristics. Thispaper presents an alternative model for real-time database systems in which deadlines areassociated with" contingency" constraints rather than directly with transactions. Ourapproach leads to a predicate-based model that intrinsically incorporates both triggeringand relative timing constraints regarding the transaction executions. We exhibit that …,Knowledge and Data Engineering; IEEE Transactions on,1995,22
Serial protocol for transaction execution in main-memory database systems,*,A method for improving the performance of a system having a main-memory database whichhas at least one database containing at least one data item; and having a permanentstorage device. The system executes at least one update transaction for modifying the dataitem to produce update results; and at least one read transaction for reading the data item.The method includes the steps of requiring the update transaction to acquire a databasemutex before the update transaction modifies the data item. A timestamp is assigned to theupdate transaction and to the data item to be updated by the update transaction. After theupdate transactions updates the data item and before it release the database mutex; theupdate transaction acquire a mutex associated with the timestamp. Before the update'sresults are stored to the permanent storage device; the update transaction releases the …,*,2002,21
Time-constrained transaction management: real-time constraints in database transaction systems,Nandit R Soparkar; Abraham Silberschatz; Henry F Korth,*,*,1996,21
Optimization of object-retrieval queries,Henry Korth,Object-oriented languages are typically based on a message-passing paradigm in whicheach message causes the execution of a method. Methods are programs written in acomputationally complete programming language. This gives the object-oriented model anexpressive power that is significantly greater than the relational algebra. This power; thoughdesirable in many applications; places severe restrictions on the potential for theoptimization of object-oriented queries: The encapsulation of methods within objects makesit difficult to do globM query optimization. The richness of the language used for definingmethods causes optimization problems that are decidable for relational algebra expressionsto be undeeidable for methods. Indeed; critics of the object-oriented approach frequentlypoint to the theoretical limits to optimization as a major drawback to the object-oriented …,Advances in Object-Oriented Database Systems,1988,21
Extended algebra and calculus for not 1NF relational databases,HF Korth; MA Roth; A Silberschatz,*,*,1985,21
Concurrency control in hierarchical multidatabase systems,Sharad Mehrotra; Henry F Korth; Avi Silberschatz,Abstract Over the past decade; significant research has been done towards developingtransaction management algorithms for multidatabase systems. Most of this work assumes amonolithic architecture of the multidatabase system with a single software module thatfollows a single transaction management algorithm to ensure the consistency of data storedin the local databases. This monolithic architecture is not appropriate in a multidatabaseenvironment where the system spans multiple different organizations that are distributedover various geographically distant locations. In this paper; we propose an alternativemultidatabase transaction management architecture; where the system is hierarchical innature. Hierarchical architecture has consequences on the design of transactionmanagement algorithms. An implication of the architecture is that the transaction …,The VLDB Journal—The International Journal on Very Large Data Bases,1997,19
How carefully designed open resource sharing can help and expand document analysis research,Bart Lamiroy; Daniel Lopresti; Henry Korth; Jeff Heflin,Making datasets available for peer reviewing of published document analysis methods ordistributing large commonly used document corpora for benchmarking are extremely usefuland sound practices and initiatives. This paper shows that they cover only a very tinysegment of the uses shared and commonly available research data may have. We developa completely new paradigm for sharing and accessing common data sets; benchmarks andother tools that is based on a very open and free community based contribution model. Themodel is operational and has been implemented so that it can be tested on a broad scale.The new interactions that will arise from its use may spark innovative ways of conductingdocument analysis research on the one hand; but create very challenging interactions withother research domains as well.,Document Recognition and Retrieval XVIII,2011,18
Adaptive commitment for distributed real-time transactions,Nandit Soparkar; Eliezer Levy; Henry F Korth; Avi Silberschatz,Abstract Distributed real-time transaction systems are useful for both real-time and high-performance database applications. Standard transaction management approaches that usethe two-phase commit protocol suffer from its high costs and blocking behavior which isproblematic in real-time computing environments. Our approach in this paper is to identifyways in which a commit protocol can be made adaptive in the sense that under situationsthat demand it; such as a transient local overload; the system can dynamically change to adifferent commitment strategy. The decision to do so can be taken autonomously at any site.The different commitment strategies exploit a trade-off between the cost of commitment andthe obtained degree of atomicity. Our protocols are based on optimistic commitmentstrategies; and they rely on local compensatory actions to recover from non-atomic …,Proceedings of the third international conference on Information and knowledge management,1994,18
Sistemas de Bancos de Dados. 2ª edição,H Korth; Abraham Silberschatz,*,*,1994,16
LOCKING PROTOCOLS: GENERAL LOCK CLASSES AND DEADLOCK FREEDOM.,Henry Francis Korth,This thesis is a study of the theory of lock modes in a database system. We first survey someof the issues of database concurrency in which locking plays a central role; includingconsistency; granularity; and deadlocks and waits. Rather than restricting attention to read- andwrite-modes; we consider modes to correspond to the privilege to perform particular databaseoperations. We construct the lock mode compatibility matrix from the properties of the operationsassociated with the lock modes. Criteria for the "goodness" of a compatibility matrix; called correctnessand maximal permissiveness; are defined and we show that our construction produces onlycorrect; maximally permissive matrices. The construction is then extended to the case wheretransactions that hold multiple locks on an entity … It is useful for reasons of avoiding or minimizingdeadlocks to restrict the types of lock conversion that are allowed. These considerations …,*,1982,16
Datablitz: A high performance main-memory storage manager,Jerry Baulier; Philip Bohannon; S Gogate; S Joshi; C Gupta; A Khivesera; Henry F Korth; Peter McIlroy; J Miller; PPS Narayan; M Nemeth; Rajeev Rastogi; Abraham Silberschatz; S Sudarshan,DataBlitz' is a main-memory storage management toolkit that supports the development ofhighperformance and fault-resilient applications requiring concurrent access to shared data.By combining transactions; data organization; and fault-resilience with direct access to data;DataBlitz bridges the gap between the speed of data structures in shared memory and thesafety and convenience of a traditional database system. The architecture of Datablitz differssignificantly from that of commercially available database management systems as it isoptimized for high performance in the case when sufficient main-memory is available to holdthe entire database. Our benchmark results indicate that DataBlitz can deliver as high as 50times the performance of commercial disk-based systems. Most commercial databasesystems have a clientserver architecture; assume data is primarily diskresident; and have …,International Conference on Very Large Data Bases (VLDB),1998,15
A database system for real-time event aggregation in telecommunication,Jerry Baulier; Stephen Blott; Henry F Korth; Abraham Silberschatz,Abstract Telecommunication networks process verylarge numbers of events in real time. Inthis environment; database applications demand both high throughput (at reasonable costs);and predictable; millisecond response times. Conventional disk-based database systemswere not designed to meet such requirements. This paper sketches some real-timetelecommunications applications; describes their database requirements; and thenintroduces Sunrise; a specialized; database system for real-time event processing andaggregation in telecommunication. Sunrise's architecture features shared-nothingparallelism; a mainmemory storage manager (DataBlitz); and a programming tool whichallows new services to be authored and installed in an on-line system without interruptingevent processing. Sunrise is an industrial-strength system; and has been used as the …,PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE DATA BASES,1998,15
Sunrise: A real‐time event‐processing system,Gerald D Baulier; Stephen M Blott; Henry F Korth; Avi Silberschatz,Conceived at Bell Labs; Sunrise is a high-throughput; real-time event-processing andaggregation system. It offers many of the data-management features of a conventionaldatabase system; such as high-level; declarative programming interfaces and the traditionalatomicity; consistency; isolation; and durability (ACID) correctness guarantees fortransactions. Adapted to meet the needs of high-performance applications; Sunrisemaintains its high throughput by using a shared-nothing parallel architecture that can deliverclose to linear scale-up in practice. Sunrise achieves the real-time responsiveness (on theorder of as little as a few milliseconds per transaction) that many emerging applicationsrequire by relying on the DataBlitz™ main-memory database system as its underlying single-site storage manager. The DataBlitz storage manager guarantees the fast access to …,Bell Labs technical journal,1998,15
Computer implemented method and apparatus for enhancing access to a file,*,A computer implemented method and apparatus for enhancing access to a file andcommunicating a file over a communications network using an indirect link. An indirect link isa logical hyperlink identifying a file to be retrieved; not by its electronic address; but by alogical representation. The link may denote the server on which the file exists; but does notidentify the file's full address. Rather; the server or a proxy machine uses a look-up tablewhich relates a logical link to an actual electronic address. This system helps minimizebroken links; since a file can still be located on the server and accessed even if it has beenrelocated on the server since the link was established.,*,2002,14
Computer implemented method and apparatus for fulfilling a request for information content with a user-selectable version of a file containing that information content,*,A method of fulfilling a request for information content with a user-selectable version of a filecontaining that information content. Selection of a hyperlink to information content results ingeneration of a menu of versions of files containing that information content. The menudisplays options for versions which are derivable therefrom by a computer program forconverting files from one version to another version. Selection of an option for a materializedversion results in transmission of the materialized version. Selection of an option for aversion which is not materialized results in derivation of the user-selected version from eithera materialized version or any other version from which the user-selected version may bederived. Apparatuses for carrying out the inventive method are also provided.,*,2007,13
User‐level billing and accounting in IP networks,Stephen M Blott; Clifford E Martin; Yuri J Breitbart; José C Brustoloni; Thomas R Gramaglia; Henry F Korth; David M Kristol; Robert H Liao; Eben L Scanlon; Avi Silberschatz,Abstract Internet protocol (IP) networks were originally designed by universities andgovernment research agencies; not by network operators with commercial objectives. As aresult; while aggregate accounting is possible for network management; detailed accountingat the level of individual users is often not possible. In today's networks; this limitationhinders the effective introduction of a variety of new IP-based services. Network operatorslack the tools to monitor individual customers' use of network services; measure the type andquality of service that they receive; and ultimately establish service-level agreements and billfor those services. This paper presents an approach to accounting in IP networks that meetsthese needs based on a special-purpose network probe; which we term a NetCounter. Thekey functionality of a NetCounter is real-time; in-network correlation of network traffic with …,Bell Labs technical journal,1999,13
Replication and consistency in a distributed environment,Yuri Breitbart; Henry F Korth,Abstract The issue of data replication is considered in the context of a restricted systemmodel motivated by certain distributed data-warehousing applications. A new replicamanagement protocol is defined for this model in which global serializability is ensured;while message overhead and deadlock frequency are less than in previously publishedwork. The advantages of the protocol arise from its use of a lazy approach to updatesecondary copies of replicated data and the use of a new concept; virtual sites; to reduce thepotential for conflict among global transactions.,Journal of Computer and System Sciences,1999,13
Database systems: Design; implementation,Peter Rob; Carlos Coronel; A Silberschatz; H Korth; S Sudarshan,*,Management. Seventh Edition. Course Technology,2006,12
Extended Algebra and Calculus for–1NF Relational Databases,M Ross; H Korth; A Silberschatz,*,ACM TODS,1988,12
The table and the tree: On-line access to relational data through virtual XML documents,Philip Bohannon; Henry F.  Korth; PPS Narayan,*,Proc. of WebDB,2001,11
Mobile computing,Henry F Korth; Tomasz Imieliński,*,*,1996,11
Exploiting transaction semantics in multidatabase systems,Rajeev Rastogi; Henry F Korth; Avi Silberschatz,Serializability is the traditionally accepted notion of correctness in most database systems.However; in a multidatabase system (MDBS) environment; where a number of pre-existingand autonomous database systems are integrated; requiring serializability could adverselyaffect the performance of the system. To enhance performance; one of the options is to relaxthe serializability requirement; and permit certain non-serializable executions. In this paper;we propose a powerful; yet simple mechanism; for specifying the set of non-serializableexecutions that are unacceptable in an MDBS environment. The undesirable interleavingsamong transactions are specified using regular expressions over transaction types. Themechanism facilitates the development of efficient graph-based schemes for ensuring thatthe concurrent execution of transactions meet the specifications. We analyze the …,Distributed Computing Systems; 1995.; Proceedings of the 15th International Conference on,1995,11
Maintaining Database Consistency in Heterogeneous Distributed DatabaseSystems,Sharad Mehrotra; Rajeev Rastogi; Henry F Korth; Avi Silberschatz,Abstract The concept of serializability has been the traditionally accepted notion ofcorrectness in database systems. However; in a heterogeneous distributed database system(HDBMS) environment; ensuring serializability is a difficult task mainly due to the desire ofpreserving the various participating local database systems. In this paper; we introduce anew correctness criterion for HDBMSs; two level serializability (2LSR). We identifyrestrictions under which 2LSR schedules preserve database consistency. Further; wepresent a simple protocol for ensuring schedules are 2LSR. This protocol is easilyimplementable and does not violate the local autonomy of sites.,*,1991,11
Certifiable optical character recognition,*,*,*,2002,10
Overcoming heterogeneity and autonomy in multidatabase systems,Sharad Mehrotra; Rajeev Rastogi; Yuri Breitbart; Henry F Korth; Abraham Silberschatz,Abstract A multidatabase system (MDBS) is a software system for integration of preexistingand independent local database management systems (DBMSs). The transactionmanagement problem in MDBSs consists of designing appropriate software; on top of localDBMSs; such that users can execute transactions that span multiple local DBMSs withoutjeopardizing database consistency. The difficulty in transaction management in MDBSsarises due to the heterogeneity of the transaction management algorithms used by the localDBMSs; and the desire to preserve their local autonomy. In this paper; we develop aframework for designing fault-tolerant transaction management algorithms for MDBSenvironments that effectively overcomes the heterogeneity-and autonomy-inducedproblems. The developed framework builds on our previous work. It uses the approach …,Information and Computation,2001,10
Performance analysis of two concurrency control schemes for design environments,Show-Way Yeh; Clarence A Ellis; Aral Ege; Henry F Korth,Abstract In the design environment; the concurrency control mechanisms of conventionaldatabase systems are frequently clumsy and inadequate. In this paper; someunconventional concurrency control mechanisms; soft locks and version resolution; aredescribed and evaluated. Both mechanisms require that certain classes of conflict beresolved by interaction of designers. This paper explains these mechanisms; constructsperformance analysis models for them; and derives formulas for performance measures;such as throughput and percentage of transaction time spent for conflict resolution. Theformulas are then numerically evaluated for a range of parameter values that are sensiblewithin a design environment. Some graphs of results are presented to show the performanceof the mechanisms. The mechanisms are shown to perform much better than …,Information sciences,1989,10
A straw-man analysis of waiting and deadlock,JN Gray; P Homan; RL Obermarck; H Korth,*,IBM Res. Center Rep. RJ,1981,10
The atomic manifesto: a story in four quarks,Cliff Jones; David Lomet; Alexander Romanovsky; Gerhard Weikum; Alan Fekete; Marie-Claude Gaudel; Henry F Korth; Rogério De Lemos; Eliot Moss; Ravi Rajwar; Krithi Ramamritham; Brian Randell; Luis Rodrigues,Abstract This paper is based on a five-day workshop on" Atomicity in System Design andExecution" that took place in Schloss Dagstuhl in Germany [5] in April 2004 and wasattended by 32 people from different scientific communities. The participants includedresearchers from the four areas of• database and transaction processing systems;• faulttolerance and dependable systems;• formal methods for system design and correctnessreasoning; and• to a smaller extent; hardware architecture and programming languages.,ACM SIGMOD Record,2005,8
A mobile computer interface for heterogeneous databases,Rafael Alonso; Eben M Haber; Henry F Korth,Computer-based personal information services are evolving beyond simple applicationssuch as retrieval of phone numbers to include interaction with collections of large;heterogeneous; geographically distributed information bases. Concurrently; small; pen-based; mobile computers are becoming the machine of choice for personal computing. Thislatter trend suggests simple interfaces that are easy-to-use; avoid keyboard use; and aresuited for the small screens and small memory sizes of mobile machines. The former trend;however; suggests an increased sophistication in database interfaces; so as to provideaccess to the more complex heterogeneous collection of databases that are now part of apersonal information service. At the Matsushita Information Technology Laboratory (MITL)they are working on a pen-based graphical database language that begins to combine …,Research Issues in Data Engineering; 1993: Interoperability in Multidatabase Systems; 1993. Proceedings RIDE-IMS'93.; Third International Workshop on,1993,8
Schema versions and DAG rearrangement views in object-oriented databases,Hyoung-Joo Kim; Henry F Korth,ABSTRACT An important requirement of non-traditional database applications such ascomputer aided design; artificial intelligence; and office information systems with multimediadocuments is the support of application evolution. Application evolution includes evolution ofobject schémas as well as evolution of objects in the application. We provided a frameworkof schema evolution in [BKKK86; ВККЖ87] and the framework was realized in an object-oriented database system; ORION; at MCC. In this paper; we extend this schema evolutionframework by allowing schema versions and DÂG rearrangement views in object-orienteddatabases. We present a technique that enables users to manipulate schema versionsexplicitly and maintain schema evolution histories. For completeness; we integrate ourmodel with the object version model formulated by II. T. Chou and W. Kim [CK86]. We …,*,1988,8
Design of a Document Filing and Retrieval Service,Richard P King; Henry F Korth; Barry E Willner,*,Databases for Business and Office Applications; Database Week,1983,8
A framework for understanding distributed (deadlock detection) algorithms,Henry F Korth; Ravi Krishnamurthy; Anil Nigam; John T Robinson,Abstract Distributed algorithms tend to be difficult to understand and even more difficult toprove correct. Using distributed dead-lock detection as a running example this paperpresents a framework for stating; understanding; and proving the correctness of distributedalgorithms for decision problems. The framework consists of a series of complexity levels. Tosimplify the initial levels; we treat the data structure of the algorithm as a database; and usethe database notions of views and transaction atomicity. For each complexity level; we statetheorems that need to be proved for each algorithm. The framework is illustrated usingseveral existing deadlock detection algorithms. Finally; it is shown that the frameworksuggests new algorithms using the best features of several existing algorithms.,Proceedings of the 2nd ACM SIGACT-SIGMOD symposium on Principles of database systems,1983,8
Paper and proposal reviews: is the process flawed?,Henry F Korth; Philip A Bernstein; Mary Fernandez; Le Gruenwald; Phokion G Kolaitis; Kathryn McKinley; Tamer Ozsu,Abstract At the 2008 Computing Research Association Conference at Snowbird; the authorsparticipated in a panel addressing the issue of paper and proposal reviews. This short papersummarizes the panelists' presentations and audience commentary. It concludes with someobservations and suggestions on how we might address this issue in the near-term future.,ACM SIGMOD Record,2008,7
Addendum to null values in nested relational databases,Mark A Roth; Henry F Korth; Abraham Silberschatz,Abstract We define a new operator; decomposition projection; and show that extendedprojection is a precise generalization of decomposition projection with respect to unnesting;and that null-extended projection is a precise generalization of decomposition projectionwith respect to unnesting and PNF possibility function POSS.,Acta Informatica,1991,7
Schema versions and views in object-oriented databases,HJ Kim; Henery F Korth,*,Proc. InfoJapan,1990,7
‘A User-Friendly Operating System Interface based on the Relational Data Model,Henry F Korth; Abraham Silberschatz,*,Proceedings of the International Symposium on New Directions in Computing,1985,7
A strawman analysis of the probability of wait and deadlock,J Gray; P Homan; HF Korth; R Obermarck,*,*,1981,7
andS. Sudarshan,A Silberschatz; H Korth,*,Database system concepts,*,7
Transcending the serializability requirement,Rajeev Rastogi; Sharad Mehrotra; Henry F.  Korth; Abraham Silberschatz,The concept of serializability as the notion of correctness for certain\new" databaseapplications or in certain distributed database environments has been recently shown tohave unacceptable practical consequences. For example; in applications such as computer-aided design; where transactions are of a long duration; adopting the serializabilitycorrectness criterion may result in long-duration waits imposed by locking protocols 4]. Inmultidatabase systems (MDBS); which is an integration of a number of autonomous localdatabase management systems (DBMSs); ensuring serializability may result in a low degreeof concurrency and; depending upon the interface exported by the local DBMSs; may noteven be achievable without the loss of local autonomy. In this paper; we propose twocomplementary approaches for relaxing the serializability requirement. The rst approach …,Data Engineering Bulletin,1993,6
CORRECTION,CE LIN,*,*,1989,6
