Tobacco use among sexual minorities in the USA; 1987 to May 2007: a systematic review,Joseph GL Lee; Gabriel K Griffin; Cathy L Melvin,Objectives: This paper examines the prevalence of tobacco use among sexual minorities inthe United States through a systematic review of literature from 1987 to May 2007. Methods:Seven databases were searched for peer-reviewed research (CINAHL; Cochrane Libraryvia Wiley InterScience; ERIC; Health Source: Nursing/Academic; ISI Web of Science;PsycINFO via EBSCO Host; and PubMed). No language restrictions were used. Abstractswere identified in the literature search (n= 734) and were independently read and coded forinclusion or exclusion by two reviewers. When agreement was not reached; a third revieweracted as arbitrator. Abstracts were included if they presented data collected in the UnitedStates from 1987 to May 2007 and reported prevalence or correlation of tobacco use withsexual minority status. Studies reporting data from HIV-positive samples were excluded …,Tobacco Control,2009,230
Point-of-sale cigarette purchase patterns among US adult smokers—National Adult Tobacco Survey; 2012–2014,Judy Kruger; Amal Jama; Joseph GL Lee; Sara Kennedy; Asha Banks; Saida Sharapova; Israel Agaku,Abstract Tobacco products are ubiquitous in most US retail environments. Given that data onpreferred point-of-sale purchase locations among US adult tobacco users are limited; anenhanced understanding of tobacco purchase locations can help inform tobacco controlpolicy; planning; and practice. We investigated prevalence and sociodemographiccharacteristics associated with cigarette purchase location among US adult smokers. Pooleddata came from the 2012–2013 (N= 60;192) and 2013–2014 (N= 75;233) National AdultTobacco Surveys. Current cigarette smokers (n= 18;005) aged≥ 18 were asked if theypurchased cigarettes within the previous 30 days (n= 15;182) and; if so; where they lastpurchased cigarettes. In 2016; logistic regression adjusted for sex; age; race/ethnicity;education level and annual household income was used to assess characteristics …,Preventive Medicine,2017,2
An Experiment Assessing Punitive versus Wellness Framing of a Tobacco-Free Campus Policy on Students’ Perceived Level of University Support,Joseph GL Lee; Christopher J Purcell; Beth H Chaney,Abstract The objective of this study was to examine how different ways of describing ahypothetical tobacco-free campus policy would impact college students' perceived level ofsupport from the college. In the spring of 2016; we randomized 1885 undergraduatestudents in a required course to three message conditions in an online survey: control (nomessage); wellness (emphasizing promoting health and quitting support); and punitive(emphasizing consequences for violating the policy). The dependent variable was perceivedorganizational support. We selected items previously shown to be relevant for collegestudents (alpha= 0.92 in our data). Given significant non-normality; we used non-parametricKruskal-Wallis tests with pairwise comparisons to examine differences in perceivedorganizational support across the three conditions. We examined results by smoking …,International Journal of Environmental Research and Public Health,2017,2
Residential Segregation and Racial Cancer Disparities: A Systematic Review,Hope Landrine; Irma Corral; Joseph GL Lee; Jimmy T Efird; Marla B Hall; Jukelia J Bess,Abstract Background This paper provides the first review of empirical studies of segregationand black-white cancer disparities. Methods We searched all years of PubMed (through May2016) using these terms: racial segregation; residential segregation; neighborhood racialcomposition (first terms) and (second terms) cancer incidence; mortality; survival; stage atdiagnosis; screening. The 17 (of 668) articles that measured both segregation and a canceroutcome were retained. Results Segregation contributed significantly to cancer and to racialcancer disparities in 70% of analyses; even after controlling for socioeconomic status andhealth insurance. Residing in segregated African-American areas was associated withhigher odds of later-stage diagnosis of breast and lung cancers; higher mortality rates andlower survival rates from breast and lung cancers; and higher cumulative cancer risks …,Journal of Racial and Ethnic Health Disparities,2016,2
Relationship Between Tobacco Retailers’ Point-of-Sale Marketing and the Density of Same-Sex Couples; 97 US Counties; 2012,Joseph GL Lee; Adam O Goldstein; William K Pan; Kurt M Ribisl,Abstract: The reasons for higher rates of smoking among lesbian; gay; and bisexual (LGB)people than among heterosexual people are not well known. Research on internal migrationand neighborhood selection suggests that LGB people are more likely to live inneighborhoods where the tobacco industry has historically targeted their marketing efforts(lower income; more racial/ethnic diversity). We used multi-level models to assess therelationship between the rate of same-sex couples per 1000 coupled households and 2012marketing characteristics of tobacco retailers (n= 2231) in 1696 census tracts in 97 UScounties. We found no evidence of tobacco marketing at retailers differing by same-sexcouple rates in census tracts with the exception of three findings in the opposite direction ofour hypotheses: a small; significant positive relationship for the rate of same-sex male …,International Journal of Environmental Research and Public Health,2015,2
Health Inequities among Lesbian; Gay; and Bisexual Adults in North Carolina; 2011–2014,Melissa M Barnhill; Joseph GL Lee; Ann P Rafferty,Inequalities in health have been identified for lesbian; gay; and bisexual (LGB) populationsnationally. Policies in the US South offer fewer protections for LGB people than in otherregions; yet; limited data exist for this region. North Carolina (NC) BRFSS data from 2011 to2014 were combined (LGB n= 604; heterosexual n= 33;170) and analyzed using SASsurvey procedures to estimate health characteristics by sexual orientation within gender.Many examined indicators were not different by sexual orientation; however; other resultswere significant and consistent with findings from state population surveys in other regionsof the country. Both genders showed inequities in mental health; having over twice the oddsof five or more poor mental health days in the past month and of having ever beendiagnosed with a depressive disorder. Sexual minority women had higher odds …,International Journal of Environmental Research and Public Health,2017,1
A 14-year longitudinal study of the impact of clean indoor air legislation on state smoking prevalence; USA; 1997–2010,Craig M Becker; Joseph GL Lee; Suzanne Hudson; Jeanne Hoover; Donald Civils,Abstract While clean indoor air legislation at the state level is an evidence-basedrecommendation; only limited evidence exists regarding the impact of clean indoor airpolicies on state smoking prevalence. Using state smoking prevalence data from 1997 to2010; a repeated measures observational analysis assessed the association between cleanindoor air policies (ie; workplace; restaurant; and bar) and state smoking prevalence whilecontrolling for state cigarette taxes and year. The impacts from the number of previous yearswith any clean indoor air policy; the number of policies in effect during the current year; andthe number of policies in effect the previous year were analyzed. Findings indicate asmoking prevalence predicted decrease of 0.13 percentage points (p= 0.03) for eachadditional year one or more clean indoor air policies were in effect; a predicted decrease …,Preventive Medicine,2017,1
Tobacco Policies and Alcohol Sponsorship at Lesbian; Gay; Bisexual; and Transgender Pride Festivals: Time for Intervention,Jasmine D Spivey; Joseph GL Lee; Stacy W Smallwood,Jasmine D. Spivey ; Joseph GL Lee PhD; MPH ; and Stacy W. Smallwood PhD; MPH JasmineD. Spivey and Joseph G. L. Lee are with the Department of Health Education and Promotion;College of Health and Human Performance; East Carolina University in Greenville; NC. StacyW. Smallwood is with the Department of Community Health Behavior and Education; Jiann-PingHsu College of Public Health; Georgia Southern University in Statesboro … Correspondenceshould be sent to Joseph G. L. Lee; Assistant Professor; East Carolina University; Departmentof Health Education and Promotion; Mail Stop 529; 1000 East 5th St; Greenville; NC 27858(e-mail: leejose14@ecu.edu). Reprints can be ordered at http://www.ajph.org by clicking the“Reprints” link … All authors originated the study idea. J. D. Spivey led the data collection;analysis; and writing. All authors edited and approved the final article.,*,2018,*
Is the cigarette pack just a wrapper or a characteristic of the product itself? A qualitative study of adult smokers to inform US regulations,Joseph GL Lee; Paige E Averett; Tiffany Blanchflower; Kyle R Gregory,Purpose In the US; tobacco products are now regulated by the Food and DrugAdministration (FDA). Litigation has quickly followed. One area of controversy is when achange to the design of the cigarette pack requires approval through FDA's rigorouspremarket review process. In this paper; we examine how adult US smokers view theconnection between the design of cigarette packs and the characteristics of the cigaretteswithin. Methods Data for this qualitative study came from six focus groups conducted inMarch 2017 with adult smokers. Two groups consisted of lesbian; gay; and bisexual (LGB)participants; two groups of participants with less than four years of college education; onegroup of LGB and straight identity; and; one group of the general population. All groups wereselected for regional; gender; and racial/ethnic diversity. Participants (n= 33) represented …,Journal of Cancer Policy,2017,*
A new form of nicotine retailers: a systematic review of the sales and marketing practices of vape shops,Joseph GL Lee; Elizabeth N Orlan; Kerry B Sewell; Kurt M Ribisl,Objective Retailers that primarily or exclusively sell electronic cigarettes (e-cigarettes) orvaping products represent a new category of tobacco retailer. We sought to identify (a) howvape shops can be identified and (b) sales and marketing practices of vape shops. Datasources A medical librarian iteratively developed a search strategy and in February 2017searched seven academic databases (ABI/INFORM Complete; ECONLit; Embase;Entrepreneurship; PsycINFO; PubMed/MEDLINE and Scopus). We hand searched TobaccoRegulatory Science and Tobacco Prevention & Cessation. Study selection We used dual;independent screening. Records were eligible if published in 2010 or later; were peer-reviewed journal articles and focused on vape shops. Data extraction We used dual;independent data abstraction and assessed risk of bias. Of the 3605 records identified; 22 …,*,2017,*
Limited indications of tax stamp discordance and counterfeiting on cigarette packs purchased in tobacco retailers; 97 counties; USA; 2012,Joseph GL Lee; Shelley D Golden; Kurt M Ribisl,Abstract Increasing the per-unit cost of tobacco products is one of the strongest interventionsfor tobacco control. In jurisdictions with higher taxes in the US; however; cigarette pack litterstudies show a substantial proportion of littered packs lack the appropriate tax stamp. Morelimited but still present counterfeiting also exists. We sought to examine the role of tobaccoretailers as a source for untaxed and counterfeit products. Data collectors purchasedNewport Green (menthol) or Marlboro Red cigarette packs in a national probability-basedsample of tobacco retailers (in 97 counties) from June–October 2012. They made no effort tobuy counterfeit or untaxed cigarettes. In this cross-sectional study; we assessed thepresence; tax authority; and type (low-tech thermal vs. encrypted) of cigarette pack taxstamps; concordance of tax stamps with where the pack was purchased; and; for …,Preventive Medicine Reports,2017,*
Promotions on Newport and Marlboro Cigarette Packages: A National Study,Joseph GL Lee; Amanda Richardson; Shelley D Golden; Kurt M Ribisl,Abstract Introduction While cigarette pack designs are part of integrated marketing efforts; itis unclear the degree to which packs are used to advertise promotions and whether thetobacco retailers' neighborhood characteristics influence the likelihood and type of pack-based promotion in the United States. Methods Between June and October 2012; datacollectors purchased packs of either Marlboro Red (n= 1090) or Newport Green (n= 1057)cigarettes at 2147 stores that were part of a national sample of tobacco retailers in thecontiguous US. Coders rated packs for the presence of an exterior and interior packpromotion; placement of exterior promotion (eg; front; back); presentation of exteriorpromotion (eg; onsert; tear strip); and nature of the promotion (eg; contest/give/away). UsingCensus tract data; we examined the association of pack promotions with tobacco retailers' …,Nicotine & Tobacco Research,2017,*
Challenges in North Carolina's Tobacco Retailer Youth Access Program,Kurtis G Kozel; Joseph GL Lee,To the Editor—In 2015; over a quarter of high school students in North Carolina reportedcurrent use of tobacco products; including cigarettes; electronic cigarettes; and cigars [1].Approximately 80% of these adolescents will continue tobacco use into adulthood; and; ofthese students; half will die from tobacco use [2]. Nearly 90% of current smokers started inhigh school [2].In response to statistics like these; North Carolina and; more recently; theFood and Drug Administration (FDA) enacted policies establishing a minimum age at whichit is legal to sell tobacco products. Since 2011; the FDA has funded the Division of MentalHealth to conduct or subcontract inspections at tobacco retailers across North Carolina.These funds come from fees on the tobacco industry. North Carolina has been awarded over$6;500;000 by the FDA for tobacco retailer inspections [4].,North Carolina Medical Journal,2017,*
Reasons for Caution When Emphasizing Health Disparities for Sexual and Gender Minority Adults in Public Health Campaigns,Joseph GL Lee; Hope Landrine; Ryan J Martin; Derrick D Matthews; Paige E Averett; Jeff Niederdeppe,Many public health campaigns and advocates seek to increase public awareness ofwelldocumented disparities in tobacco use and HIV among lesbian; gay; bisexual; andtransgender (LGBT) communities as part of their efforts to reduce these disparities. TheNational Stakeholder Strategy for Achieving Health Equity advocates this approach. TheCenters for Disease Control and Prevention (CDC); the Food and Drug Administration; andstate health departments emphasize the magnitude of LGBT disparities in media releasesand in some health communication campaigns. In a widely publicized example; nationalmedia covered the CDC's press release emphasizing that “half of black gay men and aquarter of Latino gay men [are] projected to be diagnosed [with HIV] within their lifetime.” 1,*,2017,*
Comparison of sampling strategies for tobacco retailer inspections to maximize coverage in vulnerable areas and minimize cost,Joseph GL Lee; Bonnie E Shook-Sa; J Michael Bowling; Kurt M Ribisl,Methods: Using a 2014 list of 10;161 North Carolina tobacco retailers; we compared resultsfrom simple random sampling; stratified; clustered at the ZIP code sampling; and; stratified;clustered at the census tract sampling. We conducted a simulation of repeated sampling andcompared approaches for their comparative level of precision; coverage; and retailerdispersion. Results: While maintaining an adequate design effect and statistical precisionappropriate for a public health enforcement program; both stratified; clustered ZIP-and tract-based approaches were feasible. Both ZIP and tract strategies yielded improvements oversimple random sampling; with relative improvements; respectively; of average distancebetween retailers (reduced 5.0% and 1.9%); percent Black residents in sampledneighborhoods (increased 17.2% and 32.6%); percent Hispanic residents in sampled …,Nicotine & Tobacco Research,2017,*
Training Alone May Not Lead to Meaningful Change: Coaches’ Implementation of the USA Football “Heads Up Football” Educational Program,ZY Kerr; E Kroshus; JG Lee; SW Yeargin; TP Dompier,Abstract An abstract of a study by Kerr et al examining the implementation by youth footballcoaches of Heads Up Football (HUF) intervention is presented. Results showed thateducation clinic attendance and years coaching in a HUF league were not associated withimplementation. Presence of the player safety coach may be an integral part of the HUFintervention. Yet; opportunities exist for improvement in the HUF intervention; as there wasinconsistent implementation and no effect found from education clinic attendance.,Journal of Athletic Training,2017,*
Community-level inequalities in concussion education of youth football coaches,Emily Kroshus; Zachary Y Kerr; Joseph GL Lee,Introduction USA Football has made the Heads Up Football (HUF) concussion educationprogram available for coaches of youth football players. Existing evidence about theeffectiveness of the HUF coach education program is equivocal. For HUF and otherprograms; there is growing concern that even effective interventions can increaseinequalities if there is different uptake or impact by SES or other demographic factors.Understanding how adoption is patterned along these lines is important for understandingequity issues in youth football. This study tested the hypothesis that there will be loweradoption of HUF among coaches of youth football players in lower-SES communities.Methods The authors conducted a cross-sectional study of the association betweencommunity-level characteristics and number of USA Football youth league coaches who …,American journal of preventive medicine,2017,*
Coaches’ Implementation of the USA Football “Heads Up Football” Educational Program,Zachary Y Kerr; Emily Kroshus; Joseph GL Lee; Susan W Yeargin; Thomas P Dompier,An integral part of the Heads Up Football (HUF) educational program is the Player SafetyCoach (PSC); who is responsible for teaching other coaches within a youth football leagueabout safer blocking/tackling and injury prevention. This study examines the associationbetween youth football coaches' interactions with the PSC (ie; attending the PSC clinic at thebeginning of the season and seeing the PSC on-field during practices) and their subsequentimplementation of the HUF educational program. Data were collected via onlinequestionnaire completed by 1;316 youth football coaches from HUF leagues. Data wereanalyzed with frequencies and logistic regression. Nearly half of coaches (44.8%) did notattend the PSC clinic; 25.9% reported not seeing their league's PSC on the field on a regularbasis. The lack of PSC on-site presence was significantly associated with worse …,Health Promotion Practice,2017,*
The Tobacco 21 Movement and Electronic Nicotine Delivery System Use Among Youth,Clare Meernik; Hannah M Baker; Joseph GL Lee; Adam O Goldstein,Cigarette smoking prevalence in the United States has significantly decreased over the pastfew decades to 15.1% among adults 1 and 9.3% among high school students. 2 Declinesare a result of a variety of tobacco control initiatives; including limits on tobacco marketing;higher per-unit cost of tobacco products; clean air legislation; mass media campaigns; andreductions in youth access. 3 At the same time; use of electronic nicotine delivery systems(ENDS) has rapidly increased. 2 The role of ENDS in reducing or exacerbating population-level morbidity and mortality from tobacco products remains hotly contested. The increaseduse of ENDS; and the fact that smoking remains the leading cause of preventable death inthe United States 3 indicate that additional policy interventions are needed to work towardthe tobacco “endgame.” One such intervention is raising the minimum legal sales age …,Pediatrics,2016,*
Discrepancy in Self-Report “Loosie” Use and Federal Compliance Checks,Hannah M Baker; Joseph GL Lee; Leah M Ranney; Adam O Goldstein,Guillory et al.'s recent findings1 that about half of young adult bar patrons who smoke in NewYork City have purchased a single cigarette (ie;“loosie”) raises an important questionregarding the illegal sale of single cigarettes. Thirteen percent of young adult smokersindicated in that report that their last cigarette smoked was a single cigarette. The mostcommonly reported source of single cigarettes was bodegas; or corner stores; endorsed by74% of single cigarette purchasers. 1 Bodegas are subject to tobacco complianceinspections under the Family Smoking Prevention and Tobacco Control Act (FSPTCA) of2009. 2 The FSPTCA is enforced by the Food & Drug Administration (FDA); which issueswarnings and fines for; among other things; sale of single cigarettes. 2 We have previouslyexamined FDA-issued warning letters to retailers for single cigarette sales; finding wide …,American journal of public health,2015,*
Predictors of Readiness to Quit Among a Diverse Sample of Sexual Minority Male Smokers,Alicia Kaye Matthews; Anna Hotton; Frances Aranda; Lisa Kuhns; Joseph GL Lee; Natalie Ross,ABSTRACT Introduction: Readiness to quit smoking-a pattern of attitudes; intentions; andbehaviors that reflect a likelihood of engaging in cessation activities—is a useful heuristic forunderstanding smoking disparities based on sexual orientation. This study examineddemographic; tobacco-use patterns; psychosocial and cognitive factors associated withreadiness to quit among gay and bisexual male smokers. Methods: A cross-sectional surveywas conducted as part of a larger Tobacco Elimination and Control Collaboration (Q-TECC)initiative in the lesbian; gay; bisexual; and transgender (LGBT) community. Readiness to quitwas measured by a composite score created from four variables (motivation to quit;importance of quitting; plan to quit; and confidence in quitting)(alpha=. 87; M= 3.42; SD=. 96;range 1-5). Results: The sexual minority smokers in the sample (N= 208; M= 33 years) …,Journal of Health Disparities Research and Practice,2015,*
Ecologic fallacy and the social ecology of circumcision,Joseph GL Lee; Robert Darby; Robert Van Howe,Correspondence to: Professor Adrian Esterman; Sansom Institute for Health ServicesResearch; University of South Australia; North Terrace; Adelaide; SA 5001; e-mail: adrian.esterman@ unisa. edu. au heterosexually-transmitted HIV.” 1 First; the data are morecomplex; at least in terms of circumcision prevalence estimates from the National Health andNutrition Examination Survey (NHANES) and the National Health and Social Life Survey(NHSLS). In NHANES; self-identified African Americans are less likely than non-Hispanicwhites to report circumcision; 3 and in the older NHSLS;“the odds of a black beingcircumcised are roughly half (95% confidence interval [CI]; 0.40-0.85) that of whites.” 4 Yet;NHANES data show African American circumcision prevalence among birth cohortsbecoming virtually indistinguishable from non-Hispanic whites in the 1970s and 1980s. 3 …,Australian and New Zealand Journal of Public Health,2012,*
Support Policies to Reduce Smoking Disparities for Gender and Sexual Minorities,Phoenix Alicia Matthews; Amanda C Blok; Joseph GL Lee; Brian L Hitsman; Lisa Sanchez-Johnsen; Karriem Watson; Elizabeth Breen; Raymond Ruiz; NFN Scout; Melissa A Simon; Marian L Fitzgibbon; Laura C Hein,BACKGROUND Smoking remains the leading preventable cause of death and disease inthe United States. Each year more than 480;000 people die prematurely from smoking orsecondhand smoke exposure. 1 Gender and sexual minorities (eg; lesbian; gay; bisexual;and transgender persons [LGBT]) are at elevated risk for tobacco related health disparitiesdue to disproportionately high rates of tobacco use. 2-3 Evidence-based smoking cessationservices such as state tobacco quitlines are underused by LGBT smokers. 4 Despite thesedisparities; gender and sexual minorities are not systematically included in tobaccoprevention and control efforts. 5-6 Monitoring of tobacco use at the local; state; and nationallevels does not include gender and sexual minorities. 7 Educational and outreachcampaigns do not include gender and sexual minorities. 8 The Food and Drug …,*,*,*
