Strabon: a semantic geospatial DBMS,Kostis Kyzirakos; Manos Karpathiotakis; Manolis Koubarakis,Abstract We present Strabon; a new RDF store that supports the state of the art semanticgeospatial query languages stSPARQL and GeoSPARQL. To illustrate the expressive poweroffered by these query languages and their implementation in Strabon; we concentrate onthe new version of the data model stRDF and the query language stSPARQL that we havedeveloped ourselves. Like GeoSPARQL; these new versions use OGC standards torepresent geometries where the original versions used linear constraints. We study theperformance of Strabon experimentally and show that it scales to very large data volumesand performs; most of the times; better than all other geospatial RDF stores it has beencompared with.,International Semantic Web Conference,2012,103
A spatial column-store to triangulate the Netherlands on the fly,RA Pereira Goncalves; T vanTilburg; K Kyzirakos; F Alvanaki; P Koutsourakis; B vanWerkhoven; WR vanHage,textabstract3D digital city models; important for urban planning; are currently constructedfrom massive point clouds obtained through airborne LiDAR (Light Detection and Ranging).They are semantically enriched with information obtained from auxiliary GIS data likeCadastral data which contains information about the boundaries of properties; roadnetworks; rivers; lakes etc. Technical advances in the LiDAR data acquisition systems madepossible the rapid acquisition of high resolution topographical information for an entirecountry. Such data sets are now reaching the trillion points barrier. To cope with this datadeluge and provide up-to-date 3D digital city models on demand current geospatialmanagement strategies should be re-thought. This work presents a column-oriented SpatialDatabase Management System which provides in-situ data access; effective data …,*,2016,*
A columnar architecture for modern risk management systems,RA Pereira Goncalves; Sisi Zlatanova; K Kyzirakos; P Nourian; F Alvanaki; WR vanHage,textabstract3D digital city models form the basis for flow simulations (eg wind flow and waterrunoff); urban planning; under-and over-ground formation analysis; and they are veryimportant for automated anomaly detection on man made structures. They consist of largecollections of semantically rich objects which have many properties such as material andcolor. Such user's data structure perception is leading to complex storage schemas. Thenumber of table relations to manage and the large data storage footprint drawbacks are thenextended with the fact that not all the systems have a" real" 3D data type. In this work wewould like to show our efforts to develop a new kind of Spatial Data Management System(SDBMS) where topological and geometric functionality for 3D raster manipulation willbecome part of the relational kernel and not an add-on. With it spatial analysis tailored to …,*,2016,*
A columnar architecture for modern risk management systems,Romulo Goncalves; Sisi Zlatanova; Kostis Kyzirakos; Pirouz Nourian; Foteini Alvanaki; Willem van Hage,3D digital city models form the basis for flow simulations (eg wind flow and water runoff);urban planning; under-and over-ground formation analysis; and they are very important forautomated anomaly detection on man made structures. They consist of large collections ofsemantically rich objects which have many properties such as material and color. Suchuser's data structure perception is leading to complex storage schemas. The number of tablerelations to manage and the large data storage footprint drawbacks are then extended withthe fact that not all the systems have a “real” 3D data type. In this work we would like to showour efforts to develop a new kind of Spatial Data Management System (SDBMS) wheretopological and geometric functionality for 3D raster manipulation will become part of therelational kernel and not an add-on. With it spatial analysis tailored to different use case …,e-Science (e-Science); 2016 IEEE 12th International Conference on,2016,*
MonetDB Jun2016 feature release,ML Kersten; PA Boncz; NJ Nes; S Manegold; KS Mullender; JA deRijke; Y Zhang; M Pham; LHA Scheers; E Petraki; THJ Sellam; Y Kargin; MM Gawade; HF Mühleisen; K Kyzirakos; DG Nedev; CP Cijvat; F Alvanaki; M vanDinther; E Sidirourgos; RA Koopmanschap; M Raasveldt; P Koutsourakis; TR Döhmen; BB Kruit; A Wits; PE Ferreira; SG Stalinov,KNAW Narcis. Back to search results. Publication MonetDB Jun2016 feature release (2016).Pagina-navigatie: Main. Save publication: Save as MODS; Export to Mendeley; Save as EndNote;Export to RefWorks. Title; MonetDB Jun2016 feature release. Author; ML Kersten (Martin); PA Boncz(Peter); NJ Nes (Niels); S. Manegold (Stefan); KS Mullender (Sjoerd); JA de Rijke (Arjen); Y. Zhang(Ying); M.-D. Pham (Minh-Duc); LHA Scheers (Bart); E. Petraki (Eleni); THJ Sellam (Thibault); Y.Kargin (Yagiz); MM Gawade (Mrunal); HF Mühleisen (Hannes); K. Kyzirakos (Konstantinos); DGNedev (Dimitar); CP Cijvat (Robin); F. Alvanaki (Foteini); M. van Dinther (Martin); E. Sidirourgos(Eleftherios); RA Koopmanschap (Richard); M. Raasveldt (Mark); P. Koutsourakis (Panagiotis);TR Döhmen (Till); BB Kruit (Benno); A. Wits (Abe); PE Silva Ferreira (Pedro); SG Stalinov (Svetlin).Supporting host; Database Architectures. Date; 2016 …,*,2016,*
MonetDB Jul2015-SP3 bigfix release,ML Kersten; PA Boncz; NJ Nes; Stefan Manegold; KS Mullender; JA deRijke; Ying Zhang; M Pham; LHA Scheers; Eleni Petraki; THJ Sellam; Yagiz Kargin; MM Gawade; HF Mühleisen; Konstantinos Kyzirakos; DG Nedev; CP Cijvat; Foteini Alvanaki; M vanDinther; Eleftherios Sidirourgos; RA Koopmanschap; Mark Raasveldt; Panagiotis Koutsourakis; TR Döhmen; BB Kruit; Abe Wits,KNAW Narcis. Back to search results. Publication MonetDBJul2015-SP3 bigfix release (2016). Pagina-navigatie: Main …,*,2016,*
MonetDB Oct2014-SP1 bugfix release,ML Kersten; PA Boncz; NJ Nes; S Manegold; KS Mullender; JA deRijke; Y Zhang; H Pirk; M Pham; LHA Scheers; E Petraki; THJ Sellam; Y Kargin; MM Gawade; HF Mühleisen; S Héman; K Kyzirakos; DG Nedev; CP Cijvat; F Alvanaki; M vanDinther; E Sidirourgos; MG Ivanova,KNAW Narcis. Back to search results. Publication MonetDB Oct2014-SP1 bugfix release (2014).Pagina-navigatie: Main. Save publication: Save as MODS; Export to Mendeley; Save as EndNote;Export to RefWorks. Title; MonetDB Oct2014-SP1 bugfix release. Author; ML Kersten (Martin);PA Boncz (Peter); NJ Nes (Niels); S. Manegold (Stefan); KS Mullender (Sjoerd); JA de Rijke (Arjen);Y. Zhang (Ying); H. Pirk (Holger); M.-D. Pham (Minh-Duc); LHA Scheers (Bart); E. Petraki (Eleni);THJ Sellam (Thibault); Y. Kargin (Yagiz); MM Gawade (Mrunal); HF Mühleisen (Hannes); S. Héman(Sándor); K. Kyzirakos (Konstantinos); DG Nedev (Dimitar); CP Cijvat (Robin); F. Alvanaki (Foteini);M. van Dinther (Martin); E. Sidirourgos (Eleftherios); MG Ivanova (Milena). Supporting host;Database Architectures; Database Architectures. Date; 2014-11-01. Language; English. Type;Other. Publication; https://ir.cwi.nl/pub/22666 …,*,2014,*
MonetDB Oct2014 feature release,ML Kersten; PA Boncz; NJ Nes; S Manegold; KS Mullender; JA deRijke; Y Zhang; H Pirk; M Pham; LHA Scheers; E Petraki; THJ Sellam; Y Kargin; MM Gawade; HF Mühleisen; S Héman; K Kyzirakos; DG Nedev; CP Cijvat; F Alvanaki; M vanDinther; E Sidirourgos; MG Ivanova,KNAW Narcis. Back to search results. Publication MonetDB Oct2014 feature release (2014).Pagina-navigatie: Main. Save publication: Save as MODS; Export to Mendeley; Save as EndNote;Export to RefWorks. Title; MonetDB Oct2014 feature release. Author; ML Kersten (Martin); PABoncz (Peter); NJ Nes (Niels); S. Manegold (Stefan); KS Mullender (Sjoerd); JA de Rijke (Arjen);Y. Zhang (Ying); H. Pirk (Holger); M.-D. Pham (Minh-Duc); LHA Scheers (Bart); E. Petraki (Eleni);THJ Sellam (Thibault); Y. Kargin (Yagiz); MM Gawade (Mrunal); HF Mühleisen (Hannes); S.Héman (Sándor); K. Kyzirakos (Konstantinos); DG Nedev (Dimitar); CP Cijvat (Robin); F. Alvanaki(Foteini); M. van Dinther (Martin); E. Sidirourgos (Eleftherios); MG Ivanova (Milena). Supportinghost; Database Architectures; Database Architectures. Date; 2014-10-01. Language; English.Type; Other. Publication; https://ir.cwi.nl/pub/22647 …,*,2014,*
Browsing and Visualization of Linked Environmental Data,Charalampos Nikolaou; Kostis Kyzirakos; Konstantina Bereta; Kallirroi Dogani; Manolis Koubarakis,Abstract Linked environmental data has started to appear on the Web as environmentalresearchers make use of technologies such as ontologies; RDF; and SPARQL. Many ofthese datasets have an important geospatial and temporal dimension. The same is true alsofor the Web of data that is being rapidly populated not only with geospatial information; butalso with temporal information. As the real-world entities represented in linked geospatialdatasets evolve over time; the datasets themselves get updated and both the spatial and thetemporal dimension of data become significant for users. For example; in the EarthObservation and Environment domains; data is constantly produced by satellite sensors andis associated with metadata containing; among others; temporal attributes; such as the timethat an image was acquired. In addition; the acquisitions are considered to be valid for …,EGU General Assembly Conference Abstracts,2014,*
Representing and Querying Linked Geospatial Data,Kostis Kyzirakos,Page 1. Representing and Querying Linked Geospatial Data Kostis Kyzirakos kostis@cwi.nlGeonovum April 11; 2014 Centrum voor Wiskunde en Informatica Database Architectures groupAmsterdam The Netherlands Page 2. Outline ▪The data model stRDF and the query languagestSPARQL ▪The system Strabon ▪Visualizing time-evolving geometries using Sextant ▪Real-TimeFire Monitoring application ▪Conclusions Page 3. The data model stRDF and the query languagestSPARQL ▪ The data model stRDF and the query language stSPARQL ▪ The system Strabon ▪Visualizing time- evolving geometries using Sextant ▪ Real-Time Fire Monitoring application ▪Conclusions Page 4. Linked Open Data Cloud Page 5. RDF: Resource Description FrameworkW3C recommendation RDF is a graph data model ▪ Resources are described in terms ofproperties and property values using RDF statements …,*,2014,*
Visualizing and Exploring Linked Spatiotemporal Data using Sextant,K Bereta; K Dogani; G Garbis; M Karpathiotakis; K Kyzirakos; C Nikolaou; M Koubarakis,KNAW Narcis. Back to search results. Publication Visualizing and Exploring LinkedSpatiotemporal Data using Sextant (2014). . Pagina-navigatie: Main …,*,2014,*
Improving knowledge discovery from synthetic aperture radar images using the linked open data cloud and Sextant,Charalampos Nikolaou; Kostis Kyzirakos; Konstantina Bereta; Kallirroi Dogani; Stella Giannakopoulou; Panayiotis Smeros; George Garbis; Manolis Koubarakis; DE Molina; OC Dumitru; Gottfried Schwarz; Mihai Datcu,ABSTRACT In the last few years; thanks to projects like TELEIOS; the linked open data cloudhas been rapidly populated with geospatial data some of it describing Earth Observationproducts (eg; CORINE Land Cover; Urban Atlas). The abundance of this data can prove veryuseful to the new missions (eg; Sentinels) as a means to increase the usability of the millionsof images and EO products that are expected to be produced by these missions. In thispaper; we explain the relevant opportunities by demonstrating how the process ofknowledge discovery from TerraSAR-X images can be improved using linked open data andSextant; a tool for browsing and exploration of linked geospatial data; as well as the creationof thematic maps.,Proceedings of ESA-EUSC-JRC 2014-9th Conference on Image Information Mining Conference: The Sentinels Era,2014,*
Linked Open Data in the Earth Observation Domain: the Vision of Project LEO,Manolis Koubarakis; Charalampos Nikolaou; George Garbis; Konstantina Bereta; Panayiotis Smeros; Stella Gianakopoulou; Kallirroi Dogani; Maria Karpathiotaki; Ioannis Vlachopoulos; Dimitrianos Savva; Kostis Kyzirakos; Stefan Manegold; Bernard Valentin; Nicolas James; Heike Bach; Fabian Niggemann; Philipp Klug; Wolfgang Angermair; Stefan Burgstaller,ABSTRACT Lots of Earth Observation data has become available at no charge in Europeand the US recently and there is a strong push for more open EO data. Open EO data thatare currently made available by space agencies are not following the linked data paradigm.Therefore; from the perspective of a user; the EO data and other kinds of geospatial datanecessary to satisfy his or her information need can only be found in different data silos;where each silo may contain only part of the needed data. Opening up these silos bypublishing their contents as RDF and interlinking them with semantic connections will allowthe development of data analytics applications with great environmental and financial value.This is the goal of the new European project LEO which we introduce in this paper.,*,2014,*
MonetDB Feb2013-SP4 bugfix release,ML Kersten; PA Boncz; NJ Nes; S Manegold; KS Mullender; JA deRijke; Y Zhang; S Idreos; E Sidirourgos; H Pirk; M Pham; LHA Scheers; E Petraki; THJ Sellam; Y Kargin; MM Gawade; HF Mühleisen; S Héman; K Kyzirakos,KNAW Narcis. Back to search results. Publication MonetDB Feb2013-SP4 bugfix release (2013).Pagina-navigatie: Main. Save publication: Save as MODS; Export to Mendeley; Save as EndNote;Export to RefWorks. Title; MonetDB Feb2013-SP4 bugfix release. Author; ML Kersten (Martin);PA Boncz (Peter); NJ Nes (Niels); S. Manegold (Stefan); KS Mullender (Sjoerd); JA de Rijke(Arjen); Y. Zhang (Ying); S. Idreos (Stratos); E. Sidirourgos (Eleftherios); H. Pirk (Holger); M.-D.Pham (Minh-Duc); LHA Scheers (Bart); E. Petraki (Eleni); THJ Sellam (Thibault); Y. Kargin (Yagiz);MM Gawade (Mrunal); HF Mühleisen (Hannes); S. Héman (Sándor); K. Kyzirakos (Konstantinos).Supporting host; Database Architectures; Database Architectures. Date; 2013-09-01. Language;English. Type; Other. Publication; https://ir.cwi.nl/pub/21480. Persistent Identifier;urn:NBN:nl:ui:18-21480. Metadata; XML. Source; CWI …,*,2013,*
An implementation of a temporal and spatial extension of RDF and SPARQL on top of MonetDB-Phase II,Konstantina Bereta; Kallirroi Dogani; George Garbis; Stella Giannakopoulou; Manolis Koubarakis; Kostis Kyzirakos; Charalampos Nikolaou; Michael Sioutis; Panayiotis Smeros; Bakogiannis Dimitrios; Foufoulas Ioannis; Smaragdakis Ioannis,Executive Summary In this deliverable we present the second phase of the implementationof our temporal and spatial extensions of RDF and SPARQL; called stRDF; RDFi andstSPARQL; in the system Strabon. This follows deliverable D4. 1.; in which we documentedthe first implementation phase of the system Strabon. First; we present the valid timedimension of the data model stRDF and the query language stSPARQL and theirimplementation in Strabon. The valid time functionality; together with the geospatial featuresof Strabon; make Strabon the first spatio-temporal RDF store with many features andexcellent performance as shown by our experimental evaluation.,*,2013,*
Alasdair JG Gray (Editor); Ixent Galpin; Alvaro AA Fernandes; and Norman,W Paton; Kevin Page; Jason Sadler; Manolis Koubarakis; Kostis Kyzirakos; Jean-Paul Calbimonte; Oscar Corcho; Raúl Garcia; Vıctor M Diaz; Israel Liébana,Executive Summary The goal of the Semantic Sensor Grid Rapid Application Developmentfor Environmental Management (SemSorGrid4Env) project is to provide a software platformthat supports the rapid development of applications over data sources; including both sensornetworks and traditional database; in which significant value is derived by the use ofsemantic techniques for service discovery and data integration. The purpose of thisdeliverable is to specify; design; and validate the software architecture. TheSemSorGrid4Env software architecture comprises of a set of Web services. The backbone ofthe software architecture is provided by the service-oriented services offering the WS-*interfaces defined in this document. These will be supplemented with RESTful resource-oriented interfaces. The SemSorGrid4Env service-oriented Web services can be …,*,2010,*
Integration of sensor networks and linked data in a coastal flooding scenario,K Martinez; K Page; J Sadler; C Hutton; O Corcho; R Garcia; M Koubarakis; K Kyzirakos,Abstract One of the issues of current interest in sensor networks is how to discover andintegrate data from a wide range of sources: from data persisted in legacy informationsystems or coming from sensor networks to data available in the Web (ie; linked data). Oneway to facilitate disparate data discovery and integration is to describe them semantically.The SemsorGrid4Env project is working on systems where data sources can be located withsemantic web technologies while defacto standards can be used to actually access the data.By building a demonstration around a coastal flooding scenario we had to build bridgesbetween the terms used by domain experts and those used by data providers and todevelop the necessary data integration mechanisms supported by this semanticreconciliation. This paper will describe the issues involved in putting together the system …,AGU Fall Meeting Abstracts,2010,*
and Manolis Koubarakis,Kostis Kyzirakos; Manos Karpathiotakis,*,*,2009,*
TELEIOS: A Platform for Real Time Fire Monitoring,K Kyzirakos; M Karpathiotakis; G Garbis; C Nikolaou; K Bereta; M Sioutis; S Vassos; M Koubarakis; I Papoutsis; T Herekakis; C Kontoes; D Michail,The issue of fire monitoring and management in Europe; and particularly in theMediterranean countries such as Greece; is considered to be of paramount importance.Almost every summer massive forest fires break out; leaving behind severe destructions.Thus; European initiatives in the area of Earth Observation (EO); such as GMES andSAFER4 have supported the development of relevant European operational infrastructures.However; the reliable application and transferability of these services to any geographicarea; present certain limitations. In the context of the european project TELEIOS5 we aim atsurpassing these limitations and creating a reliable and transferable EO service by buildingon scientific database technologies (SciQL) and Semantic Web technologies (stRDF andstSPARQL). In this demonstration we discuss how the TELEIOS infrastructure is used to …,*,*,*
Linked Earth Observation Data: The Projects TELEIOS and LEO,Manolis Koubarakis; Kostis Kyzirakos; Charalampos Nikolaou; George Garbis; Konstantina Bereta; Panayiotis Smeros; Stella Gianakopoulou; Kallirroi Dogani; Maria Karpathiotaki; Ioannis Vlachopoulos,ABSTRACT Lots of Earth Observation data has become available at no charge in Europeand the US recently and there is a strong push for more open EO data. Open EO data thatare currently made available by space agencies are not following the linked data paradigm.Therefore; from the perspective of a user; the EO data and other kinds of geospatial datanecessary to satisfy his or her information need can only be found in different data silos;where each silo may contain only part of the needed data. Opening up these silos bypublishing their contents as RDF and interlinking them with semantic connections will allowthe development of data analytics applications with great environmental and financial value.In this paper; we present the advances in the areas of Semantic Web and Linked Dataachieved by the European project TELEIOS and give a short overview of the goal of the …,*,*,*
Strabon: A Semantic Geospatial DBMS⋆(Long Version),Kostis Kyzirakos; Manos Karpathiotakis; Manolis Koubarakis,Abstract. We present Strabon; a new RDF store that supports the state of the art semanticgeospatial query languages stSPARQL and GeoSPARQL. To illustrate the expressive poweroffered by these query languages and their implementation in Strabon; we concentrate onthe new version of the data model stRDF and the query language stSPARQL that we havedeveloped ourselves. Like GeoSPARQL; these new versions use OGC standards torepresent geometries where the original versions used linear constraints. We study theperformance of Strabon experimentally and show that it scales to very large data volumesand performs; most of the times; better than all other geospatial RDF stores it has beencompared with.,*,*,*
