Distributed GraphLab: a framework for machine learning and data mining in the cloud,Yucheng Low; Danny Bickson; Joseph Gonzalez; Carlos Guestrin; Aapo Kyrola; Joseph M Hellerstein,Abstract While high-level data parallel frameworks; like MapReduce; simplify the design andimplementation of large-scale data processing systems; they do not naturally or efficientlysupport many important data mining and machine learning algorithms and can lead toinefficient learning systems. To help fill this critical void; we introduced the GraphLababstraction which naturally expresses asynchronous; dynamic; graph-parallel computationwhile ensuring data consistency and achieving a high degree of parallel performance in theshared-memory setting. In this paper; we extend the GraphLab framework to thesubstantially more challenging distributed setting while preserving strong data consistencyguarantees. We develop graph based extensions to pipelined locking and data versioning toreduce network congestion and mitigate the effect of network latency. We also introduce …,Proceedings of the VLDB Endowment,2012,1294
Assessment of collected materials of Tithonia diversifolia (Hemsl) Gray in the center-western region of Cuba.,Tomás E Ruiz; Gustavo Febles; Verena Torres; J González; Geovanis Achang; Lucía Sarduy; Humberto Díaz,Abstract: An experiment was conducted for two years through a completely randomizeddesign and 10 repetitions under dry conditions to study the growth of 29 materials of Tithoniadiversifolia collected in the center-western part of Cuba. Without affecting the plants growthand after the plantation cut of each season; the number of sprouts of the original stem; sproutheight of the original stem (m); sprout width (mm); height of the first leaf (cm); number offlowers; number of green; yellow; fallen and total leaves were determined. They were allmade every 15 d for 16 weeks. The multivariate analysis showed that; in the rainy season;81.16% of the variability is explained; while 94.34% is in the dry season. Total; green;yellow; dried and fallen leaves/plant and stems/plant were the most preponderant variables;all of them with positive ratio. During rain fall; the two conglomerates of higher values in …,Cuban Journal of Agricultural Science,2010,7
Medellín: una evaluación del comportamiento de las finanzas públicas municipales; 2000-2006,Jenifer González; Amalia Rodríguez,Resumen: desde el año 2000; el comportamiento de las finanzas públicas de Medellín havenido mostrando una tendencia positiva escalando en la posición del ranking realizadopor el Departamento Nacional de Planeación (DNP); lo que le ha permitido localizarse en elprimer lugar dentro de las ciudades capitales del país en 2005 y 2006. El objetivo de estetrabajo es evaluar las finanzas públicas del municipio de Medellín en el período 2000-2006;a través de la lectura de la información disponible y de la modelación econométrica dealgunos componentes de la contabilidad financiera local. En tal sentido se encontró que elcomportamiento financiero de Medellín presenta particularidades en relación con otrosmunicipios y ciudades capitales del país en cuanto a la gran dependencia de los ingresostributarios al PIB; a la no existencia de pereza fiscal con respecto a las transferencias …,Perfil de Coyuntura Económica,2009,7
Ensayo sobre criterios de simulación de Psicopatologías para argumentar inimputabilidad en procesos judiciales,Angela Tapias; D Bello; G Gonzalez; V Vesga,*,Recuperado el,2008,7
Adjuvant effects of crystal proteins from a Mexican strain of Bacillus thuringiensis on the mouse humoral response,Máximo E Román Calderón; Juan M Alcocer González; Moisés A Franco Molina; Reyes S Tamez Guerra; Cristina Rodríguez Padilla,Abstract In this study; we determined the adjuvant effects of the crystal (Cry) proteins; p130;p98; and p64–62; on the immune response of mice to both sheep red blood cells (SRBC)and ovalbumin (OVA). The administration of p130; p98; and p64–62 Cry proteins to Balb/cmice induced a significant (p< 0.01) increase in the production of anti-SRBC antibody-secreting cells (ASC). The p64–62 Cry proteins demonstrated the best ability to induce theproduction of IgA and IgG antibodies to SRBC (p< 0.05); and IgM; IgA; and IgG antibodies toOVA (p< 0.05). Additionally; Cry proteins did not produce any side effects associated withtheir administration to Balb/c mice. We suggest the potential use of the p64–62 Cry proteinsas adjuvants for the administration of heterologous antigens.,Biologicals,2007,7
Trombopenia inmune inducida por heparina en hemodiálisis a propósito de un caso. Revisión de la literatura,M Benítez; I González Gómez; I González Carmelo; A Palma; S Cruz; E Rodríguez; A Amián; MF Fernández; MJ Merino; GF Fernández; C Suárez; JM Onaindía; J González,RESUMEN La trombopenia inducida por heparina es un efecto secundario asociado conimportante morbilidad y mortalidad si no se diagnostica. El recuento de plaquetas es amenudo inferior a 150.000/µL y aparece entre 5-14 días desde que se inicia el tratamientocon heparina. La Trombosis es la complicación clínica más importante. Presentamos elcaso de una paciente que desarrolla una trombosis venosa profunda ilio-femoral izquierdacon trombopenia; una semana después de iniciar tratamiento con hemodiálisis en la que sedetectan Ac anti-heparina mediante el test PaGIA (Particle Gel Inmuno Assay).,Nefrologia,2007,7
Optimal controller for linear systems with time delays in input and observations,Michael V Basin; JG Rodriguez-Gonzalez; R Martinez-Zuniga,Abstract. This paper presents the optimal controller for unobserved linear system states withinput delay; linear observations with delay confused with white Gaussian noises; and aquadratic criterion. The optimal controller equations are obtained using the separationprinciple. Performance of the obtained optimal controller is verified in the illustrative exampleagainst the best linear controller available for linear systems without delays. Simulationgraphs and comparison tables demonstrating better performance of the obtained optimalcontroller are included.,Dynamics of Continuous; Discrete and Impulsive Systems; Series B: Appl. & Algorithms,2005,7
Beneficios de la leche y lactancia materna como factor importante del crecimiento y desarrollo del niño y su relación con el órgano de la boca,C Guillén Borda; L Benavente Lipa; J González; SA Chein Villacampa,*,Odontl. Sanmarquina,2004,7
Regional mapping of F2 peak plasma frequency by spherical harmonic expansion,B Lazo; A Calzadilla; K Alazo; M Rodrı́guez; JS González,Abstract We use spherical harmonic analysis to obtain a 2-D map for the critical frequency ofthe F2 layer in two selected sectors; American and Europe⧹ Africa within the area (15° S to70° N latitude and 120° W to 55° E longitude). Basic data are monthly median fo F2 valuesobtained in the global network of ionospheric stations. Additionally; we compare our resultsfor a few locations with those observed by INTERCOSMOS-19 topside sounder satellite andwith the CCIR numerical maps; for different solar activity levels and seasons. It is shown thatour monthly median regional maps are preferable to use of the world-wide CCIR numericalmaps.,Advances in Space Research,2004,7
Variaciones antropométricas y de fuerza entre personas de 50 a 70 años practicantes de atletismo y gimnasia de mantenimiento,JM González; M Delgado; OR Contreras; M Vaquero,Resumen Este estudio compara la producción de fuerza determinada por el test de Bosco;la masa muscular; el área de sección transversal (AST) determinada por antropometría; elporcentaje graso determinado por impedancia bioeléctrica; y la creatincinasa determinadapor análisis de sangre. Estas variaciones estaban en función de la actividad física realizadapor 32 sujetos (17 varones y 15 mujeres) divididos en dos grupos; deportistas (GD) y nodeportistas con gimnasia de mantenimiento (GND). Los resultados muestran que lasmanifestaciones de fuerza medidas con el test de Bosco son mayores en los deportistasrespecto a practicantes de gimnasia de mantenimiento (p< 0; 05); a pesar de que laactividad fisicodeportiva que realizan (entrenamiento de resistencia) es inespecífica para eldesarrollo de la fuerza. Además se verifica la correlación inversamente proporcional …,Revista Española de Geriatría y Gerontología,2003,7
Extramedullary plasmacytoma of the head and neck. Report of 3 clinical cases,JB González; FB González; A Herrera Muñoz; A García Nieto; P Plaza Antúñez; D Plasencia Pérez,Abstract Plasmocytomas are neoplasic disorders arising from plasma cells that includeMultiple Myeloma (MM) Solitary Plasmocytoma of the bone and ExtramedullaryPlasmacytoma (EMP). EMP are solitary tumours consisting of plasma cell proliferation thatoccurs in locations other than bone. A variable percentage may be associated at a later datewith the development of MM. EMP represent up to 4% of nonepithelial tumours of the upperrespiratory tract. They generally occur in the submucosal tissue of the upper airways (80% ofcases); with a predilection for nasopharynx; nasal cavity; paranasal sinuses and tonsils. Wereport 3 cases of Extramedullary Plasmocytoma located one in the upper respiratory tract. Allthe patients underwent surgical resection or biopsy of the lesion that allowed the histologicalstudy; which showed a plasma cell proliferation. Serum and bone marrow studies …,Anales otorrinolaringologicos ibero-americanos,2003,7
Universal customization tool for providing customized computer programs,*,The present invention is related to a method for providing a customized computer program toan end user comprising the steps of providing a plurality of program elements; and creatingan interface arranged to access a group of program elements selected from said plurality ofprogram elements. Preferably; the interface and group of program elements is customizedfor use by said end user.,*,2002,7
Structural refinement of [Y1− xCax] SrBaCu2. 80 (PO4) 0.20 Oy,JC Gonzalez Gonzalez; DA Landinez Tellez; J Albino Aguiar; A Bustamante Dominguez,Abstract [Y 1− x Ca x] SrBaCu 2.80 (PO 4) 0.20 O y samples with 0.10⩽ x⩽ 0.40 weresynthesized using the solid state reaction technique. X-ray diffraction patterns show that allthe compounds crystallized into a 123 tetragonal structure. The analyses of the structure withRietveld refinement were made using a model that contain one Cu (2) in a four coordinationand not in five coordination as the other 123 tetragonal structures. This fact permits that the Tc increases with Ca concentration. All samples are superconductors as reported previously.,Physica C: Superconductivity,2001,7
Prospección arqueogeofísica en Panamá La Vieja: presentación de casos,Louis Pastor; Richard Vanhoeserlande; Nicolas Florsch; Isabelle Florsch; Jaime Toral; Joaquín González; María Lezcano; Alexis Mojica,*,Arqueología de Panamá La Vieja; Avances de investigación; época colonial,2001,7
Encuesta de nutrición y salud de Orihuela,Jesús Vioque; MT Hernández; L González; J Quiles; MA Pastor; M García; J González; C Moya,En países desarrollados como España; es cada vez mayor la evidencia que relaciona a lospatrones de alimentación y el estado de nutrición con las principales causas de muerte yenfermedad; como las enfermedades cardiovasculares y distintos tipos de cánceres (1).Además; la existencia de bolsas de pobreza junto a la acentuación de cierta problemáticasocial prevalente desde hace años como el paro; la inmigración y la recesión económica;hace cada vez más necesario el estudio y detección de posibles grupos de riesgo cuyasalud puede verse condicionada por ciertas carencias nutricionales. Por todo ello esnecesario establecer políticas de protección y de promoción de la salud dentro del área dela nutrición; establecer objetivos nutricionales para la población en años futuros e identificarlos grupos con mayor riesgo nutricional a los que dirigir si fuera necesario medidas de …,*,2000,7
Use of ethylene (ethephon) in uniform ripening of processing (Lycopersicom esculentum) tomatoes in California,J Gonzalez,Abstract: Processing tomatoes in California are one hundred percent machine harvested;therefore; fruit maturity must be above 95% red for picking. The prolonged season due toenvironmental conditions and tight cannery schedules for processing sometimes does notallow tomatoes enough time to mature by themselves in time to meet contracts. Ripeningagents are often utilized to speed up the maturing process slowed down by decliningtemperature at the end of the summer. Ethephon rates were evaluated on four varietiesplanted at different times of the year to study the impact of changing environmentalconditions and the rate of the maturity agent necessary to induce desired fruit color forharvest.,VI International Symposium on Processing Tomato & Workshop on Irrigation & Fertigation of Processing Tomato 487,1998,7
Lesions confined to the sphenoid ridge: differential diagnosis and surgical treatment,Gerardo Guinto; Jhon Abello; Ignacio Félix; José González; Alejandro Oviedo,Abstract Tumors confined to the sphenoid ridge with little or no extradiploic extension arevery rare; we describe here five patients with these lesions. Three were females and twomales; with an average age of 33.4 years; the clinical presentation included proptosis andfacial deformity. The diagnoses were three meningiomas (one “en plaque;” one globous;and one intraosseous) and two fibrous dysplasias (compact form). Although the radiologicalfindings were similar; we could find some details to establish the differential diagnosisbefore the surgical procedure. All the lesions were totally removed without complications. Ina follow-up period of 15 to 36 months none of the lesions has shown clinical or radiologicalevidence of recurrence. We discuss the pathophysiology of each case; and propose thepterional orbito-zygomatic approach as the best way to resect lesions in this location.,Skull base surgery,1997,7
V. Fichas descriptivas de ls especies y subespecies amenazadas: Mamiferos: 515-681,JC Blanco; JL González,*,Libro rojo de los vertebrados de España. Instituto para la Conservación de la Naturaleza; Madrid,1992,7
Evaluación psicosocial de la vivienda,Serafín Mercado; J González,*,México: INFONAVIT,1991,7
THE USE OF 1; 3 BIS BENZENE SULFONYL AZIDE AS AN ELASTOMER CROSS-LINKING AGENT. 2. SATURATED ELASTOMERS,JLD GONZALEZ; I RUEDA; L González Hernández,*,Kautschuk Gummi Kunststoffe,1990,7
Estacionalidad y psicopatología,J San Gil Martín; JL González de Rivera; J González González,Resumen Meteoropatología psiquiátrica y biometerología de los fenómenos psicológicosson dos tipos de hechos de naturaleza distinta pero a su vez relacionados entre sí: a) laposible cronobiología alterada de aquellos fenómenos; yb) la influencia que un parámetrometeorológico determinado o un tipo de tiempo pueda tener sobre el mecanismopatogénico de una dolencia. Hasta la actualidad; el aspecto más estudiado y del queexisten mayor número de publicaciones es el de la cronopatología y su expresión máscomún; la estacionalidad; tema objeto de la presente revisión.,Psiquis: Revista de psiquiatría; psicología médica y psicosomática,1988,7
Contribución de la geoquímica al estudio de la investigación prehistórica,Josefa Capel Martínez; José Linares González; Josefina Huertas García; María Soledad Navarrete Enciso,Información del artículo Contribución de la geoquímica al estudio de la investigación prehistórica.,Homenaje a Luis Siret (1934-1984),1986,7
Validez de un protocolo de estudio para el tratamiento de arritmias ventriculares en la miocarditis crónica chagásica. Utilidad de la mexiletina,I Mendoza; F Moleiro; R Posse; A Castellano; J González; A Anselmi,*,Rev Latina Cardiol,1982,7
Analytical applications of emulsions in atomic-absorption spectrophotometry: determination of zinc in undecenoate ointments using aqueous inorganic standards,L Polo Díez; J Hernández Méndez; JA Rodríguez González,An atomic-absorption spectrophotometric method for the determination of zinc in zincundecenoate ointments has been developed; based on solubilisation of the sample inbenzene; the formation of a stable oil-in-water emulsion using a suitable emulsifier andaspiration into the flame. Aqueous inorganic standards are used for calibration; which foremulsions might often be possible by suitable choices of both the nature and the percentageof the emulsifier. The accuracy and precision of the method are similar to those of thecomplexometric standard method involving mineralisation of the ointment. The proposedmethod has the advantages of simplicity and speed.,Analyst,1981,7
Víctor Grau-Bassas primer conservador del Museo Canario,José Miguel Alzola González,*,*,1980,7
MÉTODOS ANALÍTICOS APLICADOS A CERÁMICAS DE LA EDAD DEL BRONCE.,Josefa Capel Martínez; J Linares González; Francisco Huertas García,Resumen Hasta hace una decena de años aproximadamente; la Arqueología habíarecurrido a una serie de ciencias auxiliares tales como la Geología; Paleontología;Palinología; etc.; a la hora de interpretar los resultados de los yacimientos excavados; perose había prescindido; de manera notable de otras disciplinas científicas de gran importanciapara el arqueólogo. Entre estas ciencias" olvidadas" cabe citar a la Mineralogía yGeoquímícade suelos y sedimentos. La aplicación de sus métodos de análisis a nuestrasinvestigaciones va apermitir conocer las características intrínsecas; formación y evoluciónde dos factores fundamentales a la hora de interpretar un yacimiento arqueológico:estratigrafía y cerámica.,Cuadernos de Prehistoria y Arqueología de la Universidad de Granada,1979,7
Ensayo de sistematizacion del concepto de enfermedad transmisible,Joaquín Cravioto; L Rivera; José Luis Pérez Navarrete; J González; L Vega; A Vilchis; R Arrieta; E Santibañez,Los esfuerzos que se hacen para mejorar la salud de las grandes masas de población delos paises técnicamente poco desarrollados; se han basado en dos maneras principales deconcebir el problema. Por una parte; hay la tendencia a considerar que la solución~ 610estriba en disponer de suficiente personal técnico y de equipo y suministros adecuados; yaque los individuos afectados recibirán gustosos las innovaciones que se propongan por suvalor intrínseco evidente. La base de estos supuestos es que; en el fondo; las gentes~ 610sufren de ignorancia; y lo que necesitan es ser informadas. La otra forma de abordar elproblema; parte del reconocimiento de que todo el mundo tiene sus propias creencias yprácticas sobre la salud y la enfermedad; de que no todas estas prácticas y creencias sonmalas; pues algunas se apoyan en una experiencia de siglos y tienen un valor indudable …,*,1962,7
Cholesterol plays a larger role during Mycobacterium tuberculosis in vitro dormancy and reactivation than previously suspected,Maria D Soto-Ramirez; Diana A Aguilar-Ayala; Lazaro Garcia-Morales; Sofia M Rodriguez-Peredo; Claudia Badillo-Lopez; Diana E Rios-Muñiz; Mario A Meza-Segura; Gelen Y Rivera-Morales; Lizbel Leon-Solis; Jorge F Cerna-Cortes; Sandra Rivera-Gutierrez; Addy C Helguera-Repetto; Jorge A Gonzalez,Abstract It is known that cholesterol plays a key role for Mycobacterium tuberculosis (Mtb)adaptation and survival within the host; thus contributing to the establishment of dormancy. Ithas been extensively demonstrated that fatty acids are the main energy source of Mtb duringinfection and dormancy; and it has been proposed that these molecules are implicated inreactivation of bacilli from a dormant state. We used in vitro models to analyze Mtb geneexpression during dormancy and reactivation when fatty acids and cholesterol are theunique carbon source in the media. Our results suggest that cholesterol might function as asignal to trigger Mtb expression of some genes required for stress protection earlier than theone induced by fatty acids alone; indicating that cholesterol is very favorable for itsdevelopment. This process is so conducive that cholesterol-adapted bacilli can reactivate …,Tuberculosis,2017,6
Genetic relatedness and novel sequence types of non-O157 Shiga toxin-producing Escherichia coli strains isolated in Argentina,Jimena S Cadona; Ana V Bustamante; Juliana González; A Mariel Sanso,Shiga toxin-producing Escherichia coli (STEC) is a foodborne pathogen responsible forsevere disease in humans such as hemolytic uremic syndrome (HUS) and cattle; theprincipal reservoir. Identification of the clones/lineages is important as severalcharacteristics; among them propensity to cause disease varies with STEC phylogeneticorigin. At present; we do not know what STEC clones; especially of non-O157: H7; arecirculating in Argentina. To fill this knowledge gap we assessed the genetic diversity ofSTEC strains isolated in Argentina from various sources; mostly cattle and food; usingmultilocus sequence typing (MLST). Our objectives were to determine the phylogeneticrelationships among strains and to compare them with strains from different geographicorigins; especially with those from clinical human cases; in order to evaluate their …,Frontiers in cellular and infection microbiology,2016,6
Asynchronous complex analytics in a distributed dataflow architecture,Joseph E Gonzalez; Peter Bailis; Michael I Jordan; Michael J Franklin; Joseph M Hellerstein; Ali Ghodsi; Ion Stoica,Abstract: Scalable distributed dataflow systems have recently experienced widespreadadoption; with commodity dataflow engines such as Hadoop and Spark; and evencommodity SQL engines routinely supporting increasingly sophisticated analytics tasks (eg;support vector machines; logistic regression; collaborative filtering). However; thesesystems' synchronous (often Bulk Synchronous Parallel) dataflow execution model is atodds with an increasingly important trend in the machine learning community: the use ofasynchrony via shared; mutable state (ie; data races) in convex programming tasks; whichhas---in a single-node context---delivered noteworthy empirical performance gains andinspired new research into asynchronous algorithms. In this work; we attempt to bridge thisgap by evaluating the use of lightweight; asynchronous state transfer within a commodity …,arXiv preprint arXiv:1510.07092,2015,6
Comparison of 2 proposed MLVA protocols for subtyping non-O157: H7 verotoxigenic Escherichia coli,Juliana González; Andrea Mariel Sanso; Paula María Alejandra Lucchesi; Ana Victoria Bustamante,Abstract Multiple locus variable number tandem repeats (VNTRs) analysis (MLVA) hasbecome a reliable tool; able to establish genetic relationships for epidemiologicalsurveillance and molecular subtyping of pathogens such as verotoxigenic Escherichia coli(VTEC). This emerging pathogen whose primary reservoir is the cattle causes severedisease in humans; such as hemorrhagic colitis and hemolytic uremic syndrome. With theaim of comparing a recently proposed MLVA assay with that used routinely in our laboratory;we analyzed a set of VTEC isolates (n= 72) obtained from meat using both assays. Allsamples could be typed by the new MLVA assay; and an increase in the number of distinctprofiles (31–43) was observed. However; intraserotype resolution was not significantlyenhanced; thus; the incorporation of more VNTR loci is still needed to achieve a greater …,Diagnostic microbiology and infectious disease,2014,6
Prevalencia de trastornos mentales en una población que demanda servicios de salud en una IPS de baja complejidad y su asociación con la ideación suicida la y...,Mérida R Rodríguez; Hernán G Rincón; Margarita M Velasco; Carlos A Hernández; Martha L Ramos; José A González,Objetivo: Conocer los trastornos mentales más frecuentes y el impacto en la percepción dediscapacidad e ideación suicida en una Institución prestadora de servicios de salud de bajacomplejidad en Cali. Metodología: Se realizó un estudio transversal con 254 pacientes a losque se les aplicó el instrumento prime-md. En el análisis se utilizó estadística descriptivapara determinar los trastornos mas frecuentes y un análisis múltiple por regresioneslogística y de Poisson con varianza robusta para determinar la influencia de los trastornosmentales en la discapacidad e ideación suicida. Resultados: La mayoría de los pacienteseran del sexo femenino; adultos jóvenes y maduros. La depresión estuvo presente en66.8% de los casos; seguido del trastorno de somatización y la ansiedad. Casi la mitad delos pacientes habían tenido ideas suicidas alguna vez en la vida y 3 de cada 4 refirieron …,Facultad Nacional de Salud Pública,2012,6
Programa de satisfactores cotidianos para usuarios con dependencia a sustancias adictivas: Manual del terapeuta,Lydia Barragán; M Flores; S Morales; J González; M Martínez; H Ayala,*,México DF: Secretaría de Salud/Centro Nacional para la Prevención y el Control de las Adicciones,2012,6
Texto; retórica e ideología en Herman encadenado: Ramón Pérez de Ayala; cronista de guerra,José Ramón González,Resumen El trabajo estudia detalladamente el libro Herman encadenado (1917); en el queRamón Pérez de Ayala recoge algunas de las crónicas de su viaje al frente italiano durantela Primera Guerra Mundial; publicadas inicialmente en el diario La Prensa; de BuenosAires. Además de apuntarse algunos de los problemas textuales que el tránsito desde elperiódico al libro plantea; se analiza la dimensión retórica e ideológica de las crónicas y sevalora su aportación y su originalidad en el contexto de la crónica de guerra española; altiempo que esbozan algunas de las características de la crónica de guerra consideradacomo género de discurso.,Moenia,2012,6
Teoría general del contrato,María José Cazorla González,Información del artículo Teoría general del contrato.,Materiales para el estudio básico del derecho civil y laboral:(Manual de innovación docente adaptado a los grados de titulaciones no jurídicas),2011,6
Gastrointestinal disorders in children with cerebral palsy and neurodevelopmental disabilities,D Jiménez González; JJ Martin Díaz; C García Bousoño; S Treviño Jiménez,Abstract Recent data suggest that; contrary to initial expectations with improvements inperinatal medicine; the prevalence of cerebral palsy has not decreased over the last 20years. Gastrointestinal disorders are a major chronic problem in most of children withcerebral palsy and in children with neurodevelopmental disabilities. A multidisciplinaryapproach; with input from neurologists; gastroenterologists; nurses; dieticians and otherspecialists; can make a major contribution to the medical wellbeing and quality of life ofthese children and their caregivers. This article focuses on diagnostic methods andtherapeutic options available for major nutritional and gastrointestinal problems in patientswith neurological disabilities: gastroesophageal reflux; constipation and swallowingdisorders.,Anales de pediatria (Barcelona; Spain: 2003),2010,6
Parallel splash belief propagation,Joseph Gonzalez; Yucheng Low; Carlos Guestrin,Abstract: As computer architectures transition towards exponentially increasing parallelismwe are forced to adopt parallelism at a fundamental level in the design of machine learningalgorithms. In this paper we focus on parallel graphical model inference. We demonstratethat the natural; synchronous parallelization of belief propagation is highly inefficient. Bybounding the achievable parallel performance in chain graphical models we develop atheoretical understanding of the parallel limitations of belief propagation. We then provide anew parallel belief propagation algorithm which achieves optimal performance. Usingseveral challenging real-world tasks; we empirically evaluate the performance of ouralgorithm on large cyclic graphical models where we achieve near linear parallel scalingand outperform alternative algorithms. Descriptors:* ALGORITHMS;* PARALLEL …,*,2010,6
Parallel splash belief propagation,Joseph Gonzalez; Yucheng Low; Carlos Guestrin,Abstract: As computer architectures transition towards exponentially increasing parallelismwe are forced to adopt parallelism at a fundamental level in the design of machine learningalgorithms. In this paper we focus on parallel graphical model inference. We demonstratethat the natural; synchronous parallelization of belief propagation is highly inefficient. Bybounding the achievable parallel performance in chain graphical models we develop atheoretical understanding of the parallel limitations of belief propagation. We then provide anew parallel belief propagation algorithm which achieves optimal performance. Usingseveral challenging real-world tasks; we empirically evaluate the performance of ouralgorithm on large cyclic graphical models where we achieve near linear parallel scalingand outperform alternative algorithms. Descriptors:* ALGORITHMS;* PARALLEL …,*,2010,6
El fenómeno metropolitano y sus soluciones jurídicas,Francisco Toscano Gil; José Ignacio López González,*,*,2010,6
Spectrometry and dosimetry of a neutron source,Héctor René Vega-Carrillo; Eduardo Manzanares-Acuña; Víctor M Hernández-Dávila; J Ramírez González; R Hernández Villasana; A Chacón Ruiz,Using the Monte Carlo methods; the spectrum; dose equivalent and ambient doseequivalent of a 239PuBe have been determined at several distances. The spectrum andboth doses were determined to 100 cm with a Bonner sphere spectrometer. These quantitieswere obtained by unfolding the spectrometer count rates using artificial neural networks. Thedose equivalent was measured with the area neutron dosemeter Eberline model NRD; to100; 200 and 300 cm. All the measurements were carried out in an open space to avoid theroom-return. With these results; it was found that this source has a yield of 8.41 E (6) n/s.,Radiation Effects & Defects in Solids,2009,6
M: VIA; smarter vehicles and roads by using new generation ITS concepts and IMS capabilities,Laura Garcia; Carolina Pinart; Ivan Lequerica; Asier Alonso; Jesus J Rodriguez; Juan M Gonzalez; David Quesada,The m: Via system combines advanced concepts of Intelligent Transport Systems andServices (ITS) with the capabilities of the IP Multimedia Subsystem (IMS) to offer enhancedcommunications and services in vehicular environments and to hide the complexity ofoffering value-added services. In the vehicle; the m: Via communication unit managesconnectivity; and several user services have been implemented in the m: Via applicationunit. Services make use of IMS capabilities; through an IMS client embedded in theapplication unit. On the road; road side units offer information and extra connectivity tointernet. Results showing the advantages of the proposed system are expected fromongoing field tests.,16th ITS World Congress and Exhibition on Intelligent Transport Systems and ServicesITS AmericaERTICOITS Japan,2009,6
A discussion on the role of particle settling velocity on equations governing turbidity currents,J Gonzalez; A Tamburinno; Y Nino,*,Proc. of Intern. Conf. River. low. Turkey,2008,6
Performance analysis of Cognitive Map-Fuzzy Logic Controller model for adaptive control application,Jose L Gonzalez; Oscar Castillo; Luis T Aguilar,Cognitive Map and Fuzzy Logic Controller hybrid model is presented in this paper. Samplecontrol applications are included to demonstrate incorporation of analytical and empiricallmowledge on the fuzzy cognitive map construction with the purpose of generating FuzzyLogic Controller (FLC) design on-line. Cognitive map state vector includes all FLC-definingconcepts. Controller performance concepts are also included in order to automate FLCparameters adjustments. This model targets control applications when only incomplete plantmodel is available; or for cases where plant parameters values are not lmown with certainty;or for cases when plant parameters are expected to change while in operation. On thesecases; the CM portion designs the FLC; and fine-tunes controller parameters whenevercontroller performance is unsatisfactory until user-defined control objectives are achieved …,Fuzzy Systems; 2008. FUZZ-IEEE 2008.(IEEE World Congress on Computational Intelligence). IEEE International Conference on,2008,6
Efecto de los hongos micorrizogenos arbusculares (HMA) y un fitoestimulador sobre los cultivos de la yuca (Manihot esculenta Crantz) y el boniato (Ipomoea batata...,J Investigador Gonzalez; L Investigador Ruiz,Abstract Con el objetivo de demostrar la factibilidad del uso de los Hongos MicorrizógenosArbusculares (HMA); el fitoestimulador FitoMas E y la fertilización mineral en los cultivos dela yuca y el boniato; se realizó el montaje de un programa de experimentos en condicionesde campo. Las investigaciones se desarrollaron durante los años 2005 y 2006; en areas dela Empresa Agropecuaria Camilo Cienfuegos; perteneciente al Ministerio del Azúcar(MINAZ); sobre un suelo Ferralítico Rojo Lixiviado de bajo contenido de P y alto de K. Losresultados mostraron que los mejores tratamiento fueron la combinación HMA+ FitoMas E+25; NPK para el cultivo de la yuca y HMA+ fitomas E+ 50; NPK para el boniato; quueprodujeron los mejores rendiemientos y los mas altos valores de indice de eficiencia (IE) ycolonizacion de las raices por HMA; ademas existio un efecto significativo y positivo del …,*,2008,6
Broca del café; Hypothenemus hampei (Coleoptera: Curculionidae),Juan F Barrera; Gómez Ruiz,Barrera; Juan F. Gómez Ruiz; Jaime coaut. Castillo; A. coaut. López; E. coaut. Herrera; Joelcoaut. González; G. coaut … Broca del café; Hypothenemus hampei (Coleoptera:Curculionidae) … Casos de Control Biológico en México / Hugo C. Arredondo Bernal y LauraA. Rodriguez del Bosque (eds.). p. 101-120 … Broca del cafeto. Control biológico deplagas. Región Soconusco (Chiapas; México).,Casos de Control Biológico en México/Hugo C. Arredondo Bernal y Laura A. Rodriguez del Bosque (eds.) p. 101-120,2008,6
Los ingresos del petróleo como mecanismo de ajuste externo en Colombia: 2000-2007,Jenifer González; Ramón Javier Mesa,Resumen: este artículo presenta algunas ideas que permiten analizar la importancia delsector petrolero en el desempeño del sector externo en Colombia en el periodo 2000-2007;destacando como los recursos del petróleo se han convertido en una alternativa de ajusteque ha contribuido activamente al logro del equilibrio externo en todo lo corrido de lapresente década. Para resaltar; la alta participación de los ingresos petroleros en labalanza comercial y en la cuenta de capitales del país que han permitido una importanteparticipación de estos recursos en las exportaciones totales; del orden del 27; 8%; y de lainﬂuencia de éstos en el comportamiento de los ﬂujos de capital cuyo porcentaje de lasreservas internacionales netas representaron el 36; 2% entre 2000-2006. Palabras clave:petróleo; ingresos petro-leros; equilibrio externo. Abstract: this paper presents some …,Perfil de coyuntura económica,2007,6
