Chlorites and hydroxy-interlayered vermiculite and smectite,Richard I Barnhisel; Paul M Bertsch,Chlorites are not as abundant as some other clay minerals in soils; but when present theyplay significant roles in the chemical environment. Chlorites are less stable than most of theother clays when placed into acidic environments; and therefore may be rapidly altered. Thisweathering process may account for significant amounts of Mg2+ and other cations thatoccupy exchange sites of clay minerals of such soils. In addition to the minerals consideredfor this chapter; the chlorite layer may be an important part of mixed layer sequences (seeSawhney; chapter 16; this book). Confusion may occur from casual reading of the literature;since the word chlorite appears in many earlier reports. Such minerals are presentlyclassified as a type of interstratified mineral sequence. For example the term" swelling"chlorite was first used by Stephen and MacEwan (1950; 1951) to describe a mineral …,Minerals in soil environments,1989,646
Localization and speciation of chromium in subterranean clover using XRF; XANES; and EPR spectroscopy,Julie A Howe; Richard H Loeppert; Victoria J DeRose; Douglas B Hunter; Paul M Bertsch,Optimization of phytoremediation and assessment of potential health hazards from metals inthe environment requires an understanding of absorption; localization; and transport of thetarget metal by plants. The objectives of this study were to localize Cr and determine theoxidation state and possible complexation mode of Cr in intact plant tissue by means ofXANES; synchrotron XRF microprobe spectroscopy; and EPR spectroscopy. Subterraneanclover (Trifolium brachycalycinum) was grown hydroponically with Cr (VI)(0.04− 2.0 mmol L-1) and compared with plants grown without Cr and with inorganic Cr (III) and various Cr (III)−organic sources. The uptake; translocation; and form of Cr in the plant were dependent onthe form and concentration of supplied Cr. Chromium was found predominately in the+ 3oxidation state; regardless of the Cr source supplied to the plant; though at high Cr (VI) …,Environmental science & technology,2003,69
Toxicogenomic responses of the model organism Caenorhabditis elegans to gold nanoparticles,Olga V Tsyusko; Jason M Unrine; David Spurgeon; Eric Blalock; Daniel Starnes; Michael Tseng; Greg Joice; Paul M Bertsch,We used Au nanoparticles (Au-NPs) as a model for studying particle-specific effects ofmanufactured nanomaterials (MNMs) by examining the toxicogenomic responses in a modelsoil organism; Caenorhabditis elegans. Global genome expression for nematodes exposedto 4-nm citrate-coated Au-NPs at the LC10 level (5.9 mg· L–1) revealed significantdifferential expression of 797 genes. The levels of expression for five genes (apl-1; dyn-1;act-5; abu-11; and hsp-4) were confirmed independently with qRT-PCR. Seven commonbiological pathways associated with 38 of these genes were identified. Up-regulation of 26pqn/abu genes from noncanonical unfolded protein response (UPR) pathway and molecularchaperones (hsp-16.1; hsp-70; hsp-3; and hsp-4) were observed and are likely indicative ofendoplasmic reticulum stress. Significant increase in sensitivity to Au-NPs in a mutant …,Environmental science & technology,2012,67
The chemistry of uranium in evaporation pond sediment in the San Joaquin Valley; California; USA; using X-ray fluorescence and XANES techniques,Martine C Duff; Christopher Amrhein; Paul M Bertsch; Douglas B Hunter,Abstract Evaporation ponds in the San Joaquin Valley (SJV); CA; used for the disposal ofirrigation drainage waters; contain elevated levels of uranium. The ponds are filledperiodically and support algae which upon evaporation become incorporated in thesediments as layers of decaying organic matter. This rich source of organic matter promotesreducing conditions in the sediments. Our research was conducted to characterizeoxidation/reduction reactions that affect soluble and sediment U (IV)/U (VI) concentrations inthe SJV ponds. Studies were done to (1) determine soluble U (VI)/U (IV) in waters in contactwith a pond sediment subjected to changes in redox status;(2) observe U solid oxidationstate as a reducing pond sediment underwent (in vitro) oxidation; and (3) determine U solidoxidation state with respect to depth in pond surface sediment layers. Low pressure ion …,Geochimica et Cosmochimica Acta,1997,67
Estimating the percent aromatic carbon in soil and aquatic humic substances using ultraviolet absorbance spectrometry,JM Novak; GL Mills; PM Bertsch,Abstract The aromatic C content of humic substances is an important chemical property thatcan be used to explain formation; source; and potential interactions of the humic substanceswith pesticides and other contaminant organics. The relationship between the UVabsorptivity at 272; 254; and 205 nm of six aquatic fulvic acids; eight soil fulvic acids; andfour water soluble organic C (WSOC) fractions; and their aromatic C content; as determinedby 13 C cross-polarization magic angle spinning nuclear magnetic resonance (CPMASNMR) spectroscopy was evaluated. The percent aromatic C (determined by NMR) for thepooled soil and aquatic fulvic acids and WSOC fractions data was poorly correlated (r< 0.7)with the UV absorptivity measurements at all three wavelengths. When the soil fulvic acidwas considered individually; however; a relatively high correlation (r= 0.80 to 0.85; P< …,Journal of Environmental Quality,1992,66
Chemistry and structure of colloids obtained by hydrolysis of Fe (III) in the presence of SiO4 ligands,Emmanuel Doelsch; Armand Masion; Jérôme Rose; William EE Stone; Jean Yves Bottero; Paul M Bertsch,Abstract Fe (III)–Si systems at various Si/Fe molar ratios and pH values were examined atthe local and semi-local scale. The growth of Fe species is strongly dependent on the Siconcentration: at Si/Fe< 1; the presence of edge and corner Fe–Fe linkages indicates athree dimensional growth regime; whereas for Si/Fe> 1; the predominance of edge linkagescorresponds to a two dimensional growth. Si–O–Fe and Si–O–Si bonds are formedsimultaneously from the lowest pH and the lowest Si/Fe. At low pH; silica domains ofapproximately 2 nm are detected within the samples having the highest Si/Fe ratios. Thepolymerization level of Si strongly decreases at high pH; whereas Fe polymerization is onlymoderately sensitive to pH variations. The high fractal dimension of these amorphousphases indicates dense aggregation. The evolution of the fractal dimension with pH is …,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2003,65
Bioavailability; trophic transfer; and toxicity of manufactured metal and metal oxide nanoparticles in terrestrial environments,Jason Unrine; Paul Bertsch; Simona Hunyadi,Rapid progress in nanotechnology will likely benefit nearly every sector of science andindustry; particularly in computing and microelectronics; medicine; biological sciences;electronic sensors; environmental controls and remediation; transportation; energyproduction; chemical manufacturing; agriculture; and consumer products (1—6).Nanomaterials are currently produced in metric tons per year; and this quantity is expectedto increase rapidly over the next decade (2; 3; 7). At present; there are nearly 600 consumerproducts and other items that use nanotechnology according to the Project on EmergingNanotechnologies (httpzllwwwnanotechproj ect. org). There may be parallels between thenanotechnology revolution and past technological advances. For example; immediatelyfollowing World War II; rapid progress in chemical synthesis led to the development of …,Nanoscience and Nanotechnology: Environmental and Health Impacts,2008,63
Meditations on the ubiquity and mutability of nano-sized materials in the environment,Mark R Wiesner; Gregory V Lowry; Elizabeth Casman; Paul M Bertsch; Cole W Matson; Richard T Di Giulio; Jie Liu; Michael F Hochella Jr,A wide variety of nanomaterials can be found naturally occurring in the environment;although finding and characterizing these materials remains a challenge due to their size.Recent studies in the field have shown that natural nanomaterials are common in manygeochemical systems. In this issue of ACS Nano; Hutchison and co-workers make us realizethat manmade nanomaterials can often be practically identical to those that spontaneouslyform in the environment. This Perspective discusses the prevalence of nanomaterials innature; including anthropogenic and naturally occurring nanomaterials; and the dynamicbehavior of these materials in the environment.,*,2011,61
Characterization of colloids mobilized from southeastern coastal plain sediments,John C Seaman; Paul M Bertsch; Richard N Strom,Two subsurface samples representing highly weathered sediments of the Upper CoastalPlain (Aiken; SC) that differed in Fe-oxide content (7.3 vs 35.9 g Fe kg-1) were evaluated interms of mobile colloid generation in response to changes in solution composition. Inrepacked columns; the two sediments were leached (∼ 0.72 m d-1 Darcy velocity) witheither 0.001 N NaCl or CaCl2 solutions for 10 pore volumes followed by 10 pore volumes ofdeionized water. Bulk clay mineralogy from the two samples and suspen sions generated inthe column studies was characterized by energy dispersive X-ray analysis (EDXA) using afield-emission scanning electron microscope (SEM). SEM results were confirmed byselected-area electron diffraction (SAED) and EDXA in a transmission electron microscope.In column experiments; the sample lower in Fe oxide displayed increased effluent …,Environmental science & technology,1997,61
Partitioning and availability of uranium and nickel in contaminated riparian sediments,Andrew G Sowder; Paul M Bertsch; Pamela J Morris,Abstract The effects of iron oxides and organic matter on the partitioning and chemicallability of U and Ni were examined for contaminated riparian sediments from the USDepartment of Energy's Savannah River Site. In sequential extractions of four sediments thatranged from 12.7 to 82.2 g kg− 1 in organic carbon; U was found almost exclusively inmoderately labile fractions (93% in acid-soluble+ organically bound). Nickel was distributedacross all operationally defined fractions; including substantial amounts in the very labilefractions (4–15% in water-soluble+ exchangeable); noncrystalline and crystalline ironoxides (38–49%); and in the nonlabile residual fraction (25–34%). Aqueous Uconcentrations in 1: 1 sediment–water extracts were highly correlated to dissolved organiccarbon (DOC)(R 2= 0.96; p< 0.0001) and ranged from 29 to 410 μg L− 1 Aqueous …,Journal of environmental quality,2003,60
Spectroscopic characterization of uranium in evaporation basin sediments,MC Duff; DE Morris; DB Hunter; PM Bertsch,Abstract Evaporation ponds in the San Joaquin Valley (SJV); CA; used for the containmentof irrigation drainage waters contain elevated levels of uranium (U) resulting from theextensive leaching by carbonate-rich irrigation waters of the local agricultural soils thatcontain low levels of naturally-occurring U. The SJV ponds are subjected to changes inredox chemistry with cycles of drying and flooding. Our past studies have shown that U in theSJV Pond 14 surface sediments is present as mostly the oxidized and soluble form; U (VI).However; we were uncertain whether the U in the soil was only present as a U oxide ofmixed stoichiometry; such as U 3 O 8 (s)(pitchblende) or other species. Here we presentcharacterization information; which includes wet chemical and in situ spectroscopictechniques (X-ray absorption near-edge structure (XANES) and low temperature time …,Geochimica et Cosmochimica Acta,2000,59
Factors influencing uranium reduction and solubility in evaporation pond sediments,Martine C Duff; Douglas B Hunter; Paul M Bertsch; Christopher Amrhein,Abstract Evaporation ponds in the San Joaquin Valley (SJV); CA; USA that are used for thedisposal of irrigation drainage waters; contain elevated levels of U that may be a threat topond wildlife. The ponds support euryhaline algae; which become incorporated in thesediments as depositional organic matter (OM)–facilitating reducing conditions. Our earlierstudies have shown that U in one SJV sediment was primarily present as the highly solubleU (VI) species (as opposed to the less soluble U (IV) species); despite the presence ofvolatile sulfides. In this research; we investigated the effects of native pond algae (Chlorella)and potential reducing agents on U redox chemistry of SJV pond sediments. San JoaquinValley pond sediments were equilibrated with natural and synthetic pond inlet waterscontaining approximately 10 mg U (VI) L-1 to which reducing agents (acetate; sucrose …,Biogeochemistry,1999,57
Differential cultivar response to polynuclear hydroxo-aluminum complexes,JR Shann; PM Bertsch,Abstract Recent evidence has indicated that polynuclear hydroxo-Al complexes may bemore toxic to certain plant species in solution culture than the hexaaqua or othermononuclear Al complexes. The objective of this study was to investigate the response of sixwheat (Triticum aestivum L.) cultivars; having a demonstrated differential tolerance to Alunder field conditions; to mononuclear and polynuclear Al when exposed in a solutionculture bioassay system. The order of cultivar tolerance to mononuclear Al observed in thisinvestigation was 'Yecora Rojo'>'Titan'>'Caldwell'>'Wampum'>'Hart;'which is identical to thatreported for these cultivars grown in acid soils. This observation demonstrates the utility ofthe hydroponic bioassay technique as a simple and effective means for screeninggenetically diverse plants for Al tolerance. Consistent with some previous reports …,Soil Science Society of America Journal,1993,56
X-ray absorption spectroscopy study of immobilization processes for heavy metals in calcium silicate hydrates: 1. Case of lead,Jérôme Rose; Isabelle Moulin; Jean-Louis Hazemann; Armand Masion; Paul M Bertsch; Jean-Yves Bottero; Françis Mosnier; Claude Haehnel,Trace amounts of heavy metals can be detected in cement. The major source is due toheavy metals naturally present in some of the raw materials used for clinkers manufacture.One way to predict the long-term behavior of these metals is to know which types of linksoccur between heavy metals and major elements (Ca; Si; Al; Fe). Since tricalcium silicate(C3S) is the major phase of cement-base material; a XAS study at the Pb− LIII edge hasbeen carried out to elucidate the binding mechanisms of Pb by calcium silicate. At lowconcentration; under the precipitation of the oxide and oxy-hydroxide; a strong retardation ofthe hydration of the C3S has been observed for C3S doped with Pb. EXAFS resultsconfirmed by XANES at the Pb− LIII edge indicate that Pb is chemically adsorbed at thesurface of the C3S. This Pb layer acts as a diffusional barrier to water and leads to the …,Langmuir,2000,55
Surface complexation of aluminum on isolated fish gill cells,Kevin J Wilkinson; Paul M Bertsch; Charles H Jagoe; Peter GC Campbell,Cells from the gills of largemouth bass (Micropterus salmoides) were isolated and exposedto dilute solutions of Al; A1 in the presence of fluoride; or A1 plus dissolved organic matter(DOM) to determine the cells' metal binding potential in an acidic medium.Microelectrophoresis was employed to monitor the extent of aluminum sorption to cells in thepresence of added ligand. In the absence of Al; the gill cells exhibit an appreciable negativecharge; A1 binding to the cell surface increases the electric potential at the shear plane andleads to a reduction in the cell's (negative) electrophoretic mobility. In the presence of bothA1 and F; aluminum complexation at the gill surface is only marginally reduced; theformation of a mixed ligand complex;{F-Al-L-cell); is proposed to account for the observedresults. The presence of such ternary complexes was subsequently verified by 19F …,Environmental science & technology,1993,53
Transport of anthropogenic uranium from sediments to surface waters during episodic storm events,Vicky L Batson; PM Bertsch; BE Herbert,Abstract Remobilization of sediment-associated uranium (U) from contaminated floodplainsediments to a stream adjacent to a nuclear weapons processing facility during episodic rainevents was investigated. In addition; U solid phase associations in suspended sedimentswere assessed by a sequential chemical extraction procedure to gauge U chemical lability.Mass flux estimates determined from base flow measurements potentially underestimate theamount of U transported from contaminated terrestrial sources to surface water systems.Erosional processes can effectively mobilize sediment-associated contaminants duringstorms or flooding. During the various storm events measured; approximately 1500 to2800% more U was exported to Upper Three Runs Creek (UTRC) relative to base flowmeasurements. Sequential extraction results suggest the suspended sediment load …,Journal of Environmental Quality,1996,51
X-ray absorption spectroscopy study of immobilization processes for heavy metals in calcium silicate hydrates. 2. Zinc,Jérôme Rose; Isabelle Moulin; Armand Masion; Paul M Bertsch; Mark R Wiesner; Jean-Yves Bottero; Francis Mosnier; Claude Haehnel,Tricalcium silicate (C3S); the major phase of cement-based materials; contains naturally afew hundred parts per million of heavy metals. An X-ray absorption spectroscopy (XAS)study at the Zn K-edge has been carried out to elucidate the binding mechanisms of Zn bycalcium silicate hydrates; which is important to predict the long-term behavior of Zn. At lowconcentration; under the threshold of precipitation of the oxide; oxy hydroxide; and calciumzinc hydroxide; no retardation of the hydration of the C3S has been observed for C3S dopedwith Zn. A previous 29Si NMR (Moulin; I.; Stone; WEE; Sanz; J.; Bottero; J.-Y.; Mosnier; J− Y.;Haehnel; C. Langmuir 1999; 15; 2829− 2835) study has demonstrated that the structure ofthe hydrated C3S (called CSH for calcium silicate hydrates) does not change if Zn is presentinitially or not. XAS experiments have shown that Zn tetrahedra are incorporated within …,Langmuir,2001,45
Ionic tracer movement through highly weathered sediments,JC Seaman; PM Bertsch; WP Miller,Abstract A highly-weathered; sandy aquifer material from the Upper Coastal Plain region ofthe southeastern USA (Aiken; South Carolina) was used to determine the impact of ionicstrength and solution composition on the determination of physical transport parametersusing ionic tracers. The mineralogy of the clay fraction consisted primarily of kaolinite;goethite and mica. Repacked saturated columns (bulk density∼ 1.5 g cm− 3) were leachedat a constant rate (∼ 0.25 cm min− 1) with a given tracer solution. For comparison; tritium (∼200 pCi mL− 1) was included in leachate of selected columns and several of theexperiments were replicated in columns of acid-washed sand. Pore volume estimates basedon tritium breakthrough were consistent with those calculated from the bulk density of therepacked matrix. In contrast; solute breakthrough for the sandy geologic material was …,Journal of Contaminant Hydrology,1995,45
Application of synchrotron X-ray fluorescence spectroscopy and energy dispersive X-ray analysis to identify contaminant metals on groundwater colloids,Daniel I Kaplan; Douglas B Hunter; Paul M Bertsch; Sasa Bajt; Domy C Adriano,It has become increasingly evident that mobile colloids may be a primary vector fortransporting contaminants in subsurface environments (1). A difficulty with studying andmodeling this contaminant transport process has been in defining clearly whether thecontaminants exist in the mobile-solid (colloidal) or mobile-aqueous phase. Traditionally;researchers have assumed that contaminants were in the colloidal fraction when differencesin contaminant concentrations of ultrafiltrates were measured (2; 3). This technique is notentirely satisfactory because it provides only indirect evidence; is subject to a number ofartifacts; and usually requires high analytical precision at very low contaminantconcentrations (I; 2; 4; 5). The Synchrotron X-ray fluorescence (SXRF) microprobe at theNational Synchrotron Light Source at Brookhaven National Laboratory; Upton; NY; may …,Environmental science & technology,1994,45
Isolation and characterization of four Gram-positive nickel-tolerant microorganisms from contaminated sediments,Joy D Van Nostrand; Tatiana V Khijniak; Terry J Gentry; Michelle T Novak; Andrew G Sowder; Jizhong Z Zhou; Paul M Bertsch; Pamela J Morris,Abstract Microbial communities from riparian sediments contaminated with high levels of Niand U were examined for metal-tolerant microorganisms. Isolation of four aerobic Ni-tolerant; Gram-positive heterotrophic bacteria indicated selection pressure from Ni. Theseisolates were identified as Arthrobacter oxydans NR-1; Streptomyces galbus NR-2;Streptomyces aureofaciens NR-3; and Kitasatospora cystarginea NR-4 based on partial 16SrDNA sequences. A functional gene microarray containing gene probes for functionsassociated with biogeochemical cycling; metal homeostasis; and organic contaminantdegradation showed little overlap among the four isolates. Fifteen of the genes weredetected in all four isolates with only two of these related to metal resistance; specifically totellurium. Each of the four isolates also displayed resistance to at least one of six …,Microbial ecology,2007,44
Impact of sulfidation on the bioavailability and toxicity of silver nanoparticles to Caenorhabditis elegans,Daniel L Starnes; Jason M Unrine; Catherine P Starnes; Blanche E Collin; Emily K Oostveen; Rui Ma; Gregory V Lowry; Paul M Bertsch; Olga V Tsyusko,Abstract Sulfidation is a major transformation product for manufactured silver nanoparticles(Ag-MNPs) in the wastewater treatment process. We studied the dissolution; uptake; andtoxicity of Ag-MNP and sulfidized Ag-MNPs (sAg-MNPs) to a model soil organism;Caenorhabditis elegans. Our results show that reproduction was the most sensitive endpointtested for both Ag-MNPs and sAg-MNPs. We also demonstrate that sulfidation not onlydecreases solubility of Ag-MNP; but also reduces the bioavailability of intact sAg-MNP. Therelative contribution of released Ag+ compared to intact particles to toxicity wasconcentration dependent. At lower total Ag concentration; a greater proportion of the toxicitycould be explained by dissolved Ag; whereas at higher total Ag concentration; the toxicityappeared to be dominated by particle specific effects.,Environmental pollution,2015,42
Quantitative determination of aluminum-27 by high-resolution nuclear magnetic resonance spectrometry,PM Bertsch; RI Barnhisel; GW Thomas; WJ Layton; SL Smith,Quantitative determination of Al in aqueous solution not containing interfering substancescan be made by a variety of spectroscopic and potentiometric methods reliably and withrelative ease (1). Aluminum is; however; an element that is frequently analyzed in the studyof geologic materials; sediments; sludges; and plant and/or animal tissues and in manyindustrial processes. For most of these analytical applications; the presence of interferingsubstances is ubiquitous; often resulting in the introduction of tedious; error-inducing pre-treatments that can complicate the analysis. In addition; the reagents commonly used tosolubilize and/or extract Al in many of the aforementioned applications often cause matrixeffects which make the analysis even more cumbersome. Many of the methods utilized forthe quantitative deter-mination of soluble Al in different matrix solutions attempt to …,Analytical Chemistry,1986,42
Bioaccumulation of gold nanomaterials by Manduca sexta through dietary uptake of surface contaminated plant tissue,Jonathan D Judy; Jason M Unrine; William Rao; Paul M Bertsch,We investigated the potential for bioaccumulation of engineered nanomaterials (ENMs) bytobacco hornworm (Manduca sexta) caterpillars resulting from the ingestion of plant tissuesurface contaminated with ENMs. Caterpillars were fed tomato leaf tissue that had beensurface contaminated with 12 nm tannate coated Au ENMs. After dosing was complete; bulkAu concentrations in individual caterpillars were measured after 0; 1; 4; and 7 days ofelimination. Growth; mortality; and ingestion rate were monitored. This experiment revealed(1) no evidence that caterpillars were affected by ingestion of ENM contaminated planttissue;(2) low bioaccumulation factors (BAF= 0.16) compared to a previous study wherehornworm caterpillars were fed plants that had previously bioaccumulated Au ENMs (BAF=6.2–11.6);(3) inefficient elimination of accumulated Au ENMs not associated with …,Environmental science & technology,2012,41
Micro-XAS studies with sorbed plutonium on tuff,MC Duff; M Newville; DB Hunter; PM Bertsch; SR Sutton; IR Triay; DT Vaniman; P Eng; ML Rivers,The bonding environment of sorbed species at rock-water interfaces provides information ontheir mobility in natural systems. To investigate Pu sorption at a natural surface on amicroscopic scale; we studied the bonding environment of sorbed Pu on zeolitic tuff withmicro-XAS techniques. Using a focused 4 by 7 l. trn 2 beam; XAS spectra were taken atMnsmectite regions where high levels of sorbed Pu were found. The Pu did not sorb to Fe-rich regions. XANES spectra show the presence of Pu (VI); based on edge energy.Preliminary analyses of the micro-EXAFS spectra indicate the absence of a first shellsplitting of axial and equatorial Pu-O bonds--an environment unlike what is observed formost hexavalent actinides.,Journal of synchrotron radiation,1999,41
Application of Synchrotron X‐Ray Microbeam Spectroscopy to the Determination of Metal Distribution and Speciation in Biological Tissues,T Punshon; BP Jackson; A Lanzirotti; WA Hopkins; PM Bertsch; J Burger,Abstract Resolving the distribution and speciation of metal (loid) s within biologicalenvironmental samples is essential for understanding bioavailability; trophic transfer; andenvironmental risk. We used synchrotron x‐ray microspectroscopy to analyze a range ofsamples that had been exposed to metal (loid) contamination. Microprobe x‐rayfluorescence elemental mapping (µSXRF) of decomposing rhizosphere microcosmsconsisting of Ni‐and U‐contaminated soil planted with wheat (Triticum aestivum) showedthe change in Ni and U distribution over a 27‐day period; with a progressive movement of Uinto decaying tissue. µSXRF maps showed the micrometer‐scale distribution of Ca; Mn; Fe;Ni; and U in roots of willow (Salix nigra L.) growing on a former radiological settling pond;with U located outside of the epidermis and Ni inside the cortex. X‐ray computed …,Spectroscopy letters,2005,39
Geochemical signature of contaminated sediment remobilization revealed by spatially resolved X-ray microanalysis of annual rings of Salix nigra,Tracy Punshon; Paul M Bertsch; Antonio Lanzirotti; Ken McLeod; Joanna Burger,An X-ray microprobe was used to determine the concentration and distribution of Ni; U; andother metals within annual rings of willows (Salix nigra L.) from a former de facto radiologicalsettling basin (Steed Pond; SP) and a depositional environment downstream (Tims Branch;TB) on the Savannah River Site (SRS). Geochemical and historical information about bothareas are well documented. Following spillway breaches at SP in 1984 and the early 1990s;TB is inundated with contaminated sediments during storms. Bulk elemental composition oftree cores was determined using ICP− OES. Synchrotron X-ray fluorescence (SXRF)analysis showed that the metal contents of SP and TB cores were an order of magnitudehigher than those from a reference site. TB cores were enriched with Ni in 1984 and 1991;corresponding with SP spillway breaches (containing 790 mg kg-1 Ni in 1991). Cores …,Environmental science & technology,2003,39
Bioavailability of uranium and nickel to vegetation in a contaminated riparian ecosystem,Tracy Punshon; Karen F Gaines; Paul M Bertsch; Joanna Burger,Abstract The lower portion of Tims Branch (TB); a second-order stream system on theSavannah River site (SC; USA); receives influx of mixed waste-contaminated sedimentsfrom Steed Pond; a former settling basin for target processing wastes for over three decades.The magnitude and distribution of U; Ni; and other metals and the potential for trophicmovement were studied to facilitate risk assessment and determine potential remedialaction. Total and sequential extraction of TB soils demonstrated contaminant heterogeneityboth spatially and between operationally defined fractions. Metal concentrations wereelevated within riparian zone soils in contrast to stream sediments; suggesting off-sitetransport. Leaf tissue from TB contained an order of magnitude more Ni than tissue fromreference sites. Leaves from streamside trees contained no U but elevated Ni up to 75.4 …,Environmental toxicology and chemistry,2003,38
Physicochemical Controls on Nonconservative Anion Migration in Coarse‐Textured Alluvial Sediments,JC Seaman; PM Bertsch; SF Korom; WP Miller,Abstract Three sandy subsurface materials and a sandy surface soil (Orangeburg Series)from the Upper Coastal Plain; were used to assess the influence of mineralogy and surfacechemistry on the determination of physical transport parameters using ionic tracers. The claymineralogy of the surface soil consisted primarily of kaolinite; hydroxy-interlayeredvermiculite; and gibbsite; while the dominant clay mineralogy of the subsurface materialsconsisted of kaolinite; goethite; and mica (illite). Repacked columns of the four differingstrata were leached with tritiated (∼ 200 pCi mL–1) Bromide solutions; either MgBr 2 or KBr;of varying ionic strengths (0.1–0.001 N). Pore-water velocities estimated by bulk density andmass flux were consistent with those estimated from tritium breakthrough. In contrast; Br–breakthrough differed drastically within the four materials and was altered by …,Groundwater,1996,38
In situ measurements of tetraphenylboron degradation kinetics on clay mineral surfaces by IR,Douglas B Hunter; Paul M Bertsch,An attenuated total reflectance Fourier transform infrared (ATR-IR) spectroscopic methodhas been developed to quantitatively measure; in situ; the surface-facilitated degradation oftetraphenylboron (TPB) in fully aquated clay pastes. Two pathways for degradation of TPBcould be studied both independently and simultaneously. Surface-facilitated oxidation ofTPB to diphenylboric acid (DPBA) at Lewis acid sites on clay mineral surfaces wasinvestigated on three members of the smectite family of clays. No degradation of TPBoccurred on hectorite; which contains no structural Fe. TPB degraded to DPBA onmontmorillonite and nontronite. A color change in nontronite indicated the production ofmixed valance Fe3+-O-Fe2+ states and clearly demonstrates the reduction of structural ironduring the course of the reaction. The degradation of TPB to triphenylboron (TriPB) at …,Environmental science & technology,1994,38
Sodium and chloride sorption by imogolite and allophanes,Chunming Su; James B Harsh; Paul M Bertsch,Abstract--The surface excesses of Na and CI on synthetic imogolite and allophanes withvarying A1/Si molar ratios in 0. I0 M and 0.01 M NaC1 solutions were determined using22Na and 36C1 as ion probes. The point of zero net charge (PZNC) values ranged from 4.1to 8.4; increasing with the Al/Si molar ratio for the allophanes; and was highest for imogolite(A1/Si= 2.01). The PZNC values were significantly lower than the point of zero charge (PZC)values previously determined by microelectrophoresis for the same material; indicating thatNa resided within the shear plane to a greater extent than C1. The PZNC values ofallophanes were lower than their PZSE values; indicating that permanent charge existed inallophanes; and increased as A1/Si decreased. Conversely; the PZNC of imogolite washigher than its point of zero salt effect (PZSE) determined by potentiometric titration …,Clays and Clay Minerals,1992,38
Mass loading of nickel and uranium on plant surfaces: application of laser ablation-ICP-MS,Tracy Punshon; Brian P Jackson; Paul M Bertsch; Joanna Burger,Transport of contaminated sediments from a former radiological settling pond results in thedeposition of U and Ni in the Lower Tims Branch (LTB)(Aiken; SC; USA). Uranium isunavailable for plant uptake; but elevated U and Ni concentrations associated with foliage ofunderstory plants suggested mass loading. Mass loading of contaminated soil onAndropogon elliottii Chapman (Poaceae) was investigated using laser ablation inductivelycoupled plasma mass spectrometry (LA-ICP-MS). The technique allows for rapid quantitativeelemental depth profiling. Fresh washed and unwashed leaves (n= 5) from the contaminatedarea were compared with those from an uncontaminated area; analysing Ni and U at tenrandomly chosen points on each leaf. Nickel and U concentrations differed significantlybetween washed and unwashed leaves from LTB. Particles on unwashed leaves …,Journal of Environmental Monitoring,2004,37
Fluoro-aluminum complexes on model and soil exchangers,MA Anderson; LW Zelazny; PM Bertsch,Abstract A number of investigators have suggested that complexes may exist as discretespecies on the exchange phase and; thus; be important to a complete description ofexchange reactions. Little evidence establishing the presence of complexes on theexchange phase has hitherto been provided; however. Adsorption experiments in which µMF solutions were equilibrated with K-; Ca-; and Al-saturated cation-exchange resinsdemonstrated substantial F removal to the Al-saturated resin; with the adsorbed Fquantitatively recovered with a single wash with 1.0 M NH 4 Cl; whereas no F removal wasobserved when either K or Ca occupied the exchange sites. Removal of both Al and F fromAl-F solutions equilibrated with K-and Ca-saturated resins provided additional evidence foradsorption as fluoro-Al complexes. Modeling of the competitive complexation-exchange …,Soil Science Society of America Journal,1991,36
Aluminium speciation in the presence of wheat root cell walls: a wet chemical study,A Masion; PM Bertsch,ABSTRACT Hydrolysis of Al 3+ was performed in the presence of isolated root cell wallsfrom a series of wheat cultivars (Triticum aestivum L.) known to have differential tolerance toAl contamination. Aluminium speciation was dependent on the cell wall concentration. Atlow cell wall concentrations; significant amounts of the very toxic Al 13 species were formed.At higher cell wall concentrations; formation of the tridecamer was hindered or completelyinhibited. The sensitive wheat cultivars displayed a higher affinity for aluminium than thetolerant cultivars. A possible Al tolerance mechanism based on cell wall permeability isdiscussed.,Plant; Cell & Environment,1997,35
Bioavailability; toxicity; and fate of manufactured nanomaterials in terrestrial ecosystems,Jonathan D Judy; Paul M Bertsch,Abstract The use of manufactured nanomaterials (MNMs) in consumer products hasincreased steadily over the past decade. MNMs from these consumer products are beingdischarged into waste streams and subsequently entering terrestrial ecosystems; primarilyvia land application of biosolids. As a result; the concentrations of MNMs in terrestrialecosystems are increasing exponentially. Despite this; the majority of research investigatingthe bioavailability; fate; and effects of MNMs has focused on aquatic ecosystems. We reviewthe current state of the knowledge on the fate of MNMs in terrestrial ecosystems as well astheir effects on critical terrestrial ecoreceptors; including plants; bacteria; fungi; and soilinvertebrates. While research on the bioavailability; toxicity; and ultimate fate of MNMs interrestrial ecosystems is in its infancy; we conclude that there are critical knowledge gaps …,*,2014,33
