Algorithmic graph minor theory: Decomposition; approximation; and coloring,Erik D Demaine; Mohammad Taghi Hajiaghayi; Ken-ichi Kawarabayashi,At the core of the seminal graph minor theory of Robertson and Seymour is a powerfulstructural theorem capturing the structure of graphs excluding a fixed minor. This result isused throughout graph theory and graph algorithms; but is existential. We develop apolynomial-time algorithm using topological graph theory to decompose a graph into thestructure guaranteed by the theorem: a clique-sum of pieces almost-embeddable intobounded-genus surfaces. This result has many applications. In particular we showapplications to developing many approximation algorithms; including a 2-approximation tograph coloring; constant-factor approximations to treewidth and the largest grid minor;combinatorial polylogarithmic approximation to half-integral multicommodity flow;subexponential fixed-parameter algorithms; and PTASs for many minimization and …,Foundations of Computer Science; 2005. FOCS 2005. 46th Annual IEEE Symposium on,2005,173
Message duplication reduction in dense mobile social networks,Ken-ichi Kawarabayashi; Fawad Nazir; Helmut Prendinger,In this paper we study the problem of message duplication in dissemination of dynamiccontent such as news or traffic information over a Dense Mobile Social Network (MSN). InMSNs mobile devices disseminate content only to the nodes whose subscribed interestmatch it. MSNs are used to improve the coverage and increase capacity as we assume thatpeople in an intermittently connected MSNs are socially-related and tend to co-locate quiteregularly. MSNs are similar to Disruption Tolerant Networks (DTNs) expect that in MSNs theassumption is that individuals follow predictable working day movement model and theusers exchange profile and disseminate content only to the users in their social network. Theanalysis of three independent experiments conducted; shows that the current messageforwarding protocols for dense MSNs can experience up-to 94% of duplicate messages in …,*,2010,15
Approximation algorithms via structural results for apex-minor-free graphs,Erik D Demaine; MohammadTaghi Hajiaghayi; Ken-ichi Kawarabayashi,Abstract We develop new structural results for apex-minor-free graphs and show their powerby developing two new approximation algorithms. The first is an additive approximation forcoloring within 2 of the optimal chromatic number; which is essentially best possible; andgeneralizes the seminal result by Thomassen [32] for bounded-genus graphs. This resultalso improves our understanding from an algorithmic point of view of the venerableHadwiger conjecture about coloring H-minor-free graphs. The second approximation resultis a PTAS for unweighted TSP in apex-minor-free graphs; which generalizes PTASs for TSPin planar graphs and bounded-genus graphs [20; 2; 24; 15]. We strengthen the structuralresults from the seminal Graph Minor Theory of Robertson and Seymour in the case of apex-minor-free graphs; showing that apices can be made adjacent only to vortices if we …,International Colloquium on Automata; Languages; and Programming,2009,15
Independence number and clique minors,Ken‐ichi Kawarabayashi; Zi‐Xia Song,Abstract The Hadwiger number equation image of a graph G is the maximum integer t suchthat equation image is a minor of G. Since equation image; Hadwiger's conjecture impliesthat equation image; where equation image and equation image denote the independencenumber and the number of vertices of G; respectively. Motivated by this fact; it is shown thatequation image for every graph G with equation image. This improves a theorem of Duchetand Meyniel and a recent improvement due to Kawarabayashi et al.© Wiley Periodicals; Inc.J. Graph Theory 56: 219–226; 2007,Journal of Graph Theory,2007,15
Some forbidden subgraph conditions for a graph to have a k-contractible edge,Kiyoshi Ando; Ken-Ichi Kawarabayashi,Abstract An edge of a k-connected graph is said to be k-contractible if the contraction of theedge results in a k-connected graph. Let K n− stand for the graph obtained from K n byremoving one edge. Let G be a k-connected graph (k⩾ 5). It is known that if either “k is oddand G contains no K 4−= K 2+ 2K 1” or “G contains no K 1+ 2K 2”; then G has a k-contractible edge. In this paper; we prove that if G contains neither K 2+ sK 1 nor K 1+ tK 2with positive integers s; t such that s (t− 1)< k; then G has a k-contractible edge. We alsoprove that if δ (G)⩾ k+ 1 and G contains neither K 5− nor 5K 1+ P 3; then G has a k-contractible edge.,Discrete mathematics,2003,15
Edge-disjoint odd cycles in 4-edge-connected graphs,Ken-ichi Kawarabayashi; Yusuke Kobayashi,Abstract Finding edge-disjoint odd cycles is one of the most important problems in graphtheory; graph algorithm and combinatorial optimization. In fact; it is closely related to the well-known max-cut problem. One of the difficulties of this problem is that the Erdös-Pósaproperty does not hold for odd cycles in general. Motivated by this fact; we prove that for anypositive integer k; there exists an integer f (k) satisfying the following: For any 4-edge-connected graph G=(V; E); either G has edge-disjoint k odd cycles or there exists an edgeset F subseteq E with| F|<= f (k) such that GF is bipartite. We note that the 4-edge-connectivity is best possible in this statement. Similar approach can be applied to analgorithmic question. Suppose that the input graph G is a 4-edge-connected graph with nvertices. We show that; for any epsilon> 0; if k= O ((log log log n)^{1/2-epsilon}); then the …,LIPIcs-Leibniz International Proceedings in Informatics,2012,14
Double-critical graphs and complete minors,Ken-ichi Kawarabayashi; Anders Sune Pedersen; Bjarne Toft,Abstract A connected k-chromatic graph G is double-critical if for all edges uv of G the graphG− u− v is (k− 2)-colourable. The only known double-critical k-chromatic graph is thecomplete k-graph Kk. The conjecture that there are no other doublecritical graphs is aspecial case of a conjecture from 1966; due to Erdos and Lovász. The conjecture has beenverified for k at most 5. We prove for k= 6 and k= 7 that any non-complete double-critical k-chromatic graph is 6-connected and contains a complete k-graph as a minor.,the electronic journal of combinatorics,2010,14
List-color-critical graphs on a fixed surface,Ken-ichi Kawarabayashi; Bojan Mohar,Abstract A k-list-assignment for a graph G assigns to each vertex v of G a list L (v) ofadmissible colors; where| L (v)|≥ k. A graph is k-list-colorable (or k-choosable) if it can beproperly colored from the lists for every k-list-assignment. We prove the following conjectureposed by Thomassen in 1994:“There are only finitely many list-color-critical graphs with alllists of cardinality at least 5 on any fixed surface.” This generalizes the well-known result ofThomassen on the usual graph coloring case. We use this theorem and specific parts of itsproof to resolve the complexity status of the following problem about k-list-coloring graphson a fixed surface S; where k is a fixed positive integer. Input: A graph G embedded in thesurface S. Question: Is G k-choosable? If not; provide a certificate (a list-color-criticalsubgraph and the corresponding k-list-assignment). The cases k= 3; 4 are known to be …,*,2009,14
Rooted minor problems in highly connected graphs,Ken-ichi Kawarabayashi,Abstract The purpose of this note is to give a connectivity condition for a graph to have arooted complete bipartite minor. Here; a rooted complete bipartite graph minor K a; k meansthat for any distinct k vertices v 1;...; vk; there are connected subgraphs H 1;...; H a; K 1;...; K ksuch that each of K i contains vi and is adjacent to all H 1;...; H a. Roughly; our results saythat if G is large enough; then the linear connectivity on the function of k guarantees theexistence of a rooted K a; k-minor (for any a); and in general; the connectivity condition onthe existence of a rooted K a; k-minor is “almost” the same as the average degree whichforces the existence of a K a; k-minor.,Discrete mathematics,2004,14
Orientable and nonorientable genera for some complete tripartite graphs,Ken-ichi Kawarabayashi; Chris Stephens; Xiaoya Zha,In this paper; we obtain three general reduction formulas to determine the orientable andnonorientable genera for complete tripartite graphs. As corollaries; we (1) reduce thedetermination of the orientable (nonorientable; respectively) genera of 75 percent (85percent; respectively) of nonsymmetric (with respect to l; m; and n) Kl; m; n to that of Km; m;n; and (2) determine the orientable and nonorientable genera for several classes ofcomplete tripartite graphs.,SIAM Journal on Discrete Mathematics,2004,14
One or Two Disjoint Circuits Cover Independent Edges: Lovász–Woodall Conjecture,Ken-ichi Kawarabayashi,Abstract In this paper; we prove the following theorem: Let L be a set of k independent edgesin a k-connected graph G. If k is even or G− L is connected; then there exist one or twodisjoint circuits containing all the edges in L. This theorem is the first step in the proof of theconjecture of L. Lovász (1974; Period. Math. Hungar.; 82) and DR Woodall (1977; J.Combin. Theory Ser. B22; 274–278). In addition; we give the outline of the proof of theconjecture and refer to the forthcoming papers.,Journal of Combinatorial Theory; Series B,2002,14
Packing six T-joins in plane graphs,Zdeněk Dvořák; Ken-ichi Kawarabayashi,Abstract Let G be a plane graph and T an even subset of its vertices. It has been conjecturedthat if all T-cuts of G have the same parity and the size of every T-cut is at least k; then Gcontains k edge-disjoint T-joins. The case k= 3 is equivalent to the Four Color Theorem; andthe cases k= 4; which was conjectured by Seymour; and k= 5 were proved by Guenin. Wesettle the next open case k= 6.,Journal of Combinatorial Theory; Series B,2016,13
Unsupervised cross-domain word representation learning,Danushka Bollegala; Takanori Maehara; Ken-ichi Kawarabayashi,Abstract: Meaning of a word varies from one domain to another. Despite this importantdomain dependence in word semantics; existing word representation learning methods arebound to a single domain. Given a pair of\emph {source}-\emph {target} domains; wepropose an unsupervised method for learning domain-specific word representations thataccurately capture the domain-specific aspects of word semantics. First; we select a subsetof frequent words that occur in both domains as\emph {pivots}. Next; we optimize anobjective function that enforces two constraints:(a) for both source and target domaindocuments; pivots that appear in a document must accurately predict the co-occurring non-pivots; and (b) word representations learnt for pivots must be similar in the two domains.Moreover; we propose a method to perform domain adaptation using the learnt word …,arXiv preprint arXiv:1505.07184,2015,13
More compact oracles for approximate distances in undirected planar graphs,Ken-ichi Kawarabayashi; Christian Sommer; Mikkel Thorup,Abstract Distance oracles are data structures that provide fast (possibly approximate)answers to shortest-path and distance queries in graphs. The tradeoff between the spacerequirements and the query time of distance oracles is of particular interest and the mainfocus of this paper. Unless stated otherwise; we assume all graphs to be planar andundirected. In FOCS 2001 (J. ACM 2004); Thorup introduced approximate distance oraclesfor planar graphs (concurrent with Klein; SODA 2002). Thorup proved that; for any ε> 0 andfor any undirected planar graph G=(V; E) on n=| V| nodes; there exists a (1+ ε)--approximatedistance oracle using space O (nε− 1 log n) such that approximate distance queries can beanswered in time O (ε− 1).,Proceedings of the twenty-fourth annual ACM-SIAM symposium on Discrete algorithms,2013,13
An improved algorithm for finding cycles through elements,Ken-ichi Kawarabayashi,Abstract We consider the following problem: Given k independent edges in G. Is there apolynomial time algorithm to decide whether or not G has a cycle through all of theseedges? If the answer is yes; detect such a cycle in polynomial time. This problem can beviewed as an algorithmic aspect of the conjecture of Lovász [22] and Woodall [34]. For fixedk; it follows from the seminal result of Robertson and Seymour [29] that there is a polynomialtime algorithm to decide this problem. But; the proof of its correctness requires the full powerof machinery from the graph minor series of papers; which consist of more than 20 papersand> 500 pages. In addition; the hidden constant is an extremely rapidly growing function ofk. Even k= 3; the algorithm is not practical at all. Our main result is to give a better algorithmfor the problem in the following sense. 1 Even when k is a non-trivially super-constant …,International Conference on Integer Programming and Combinatorial Optimization,2008,13
Vertex-disjoint cycles containing specified edges in a bipartite graph,Guantao Chen; Hikoe Enomoto; Ken-ichi Kawarabayashi; Katsuhiro Ota; Dingjun Lou; Akira Saito,Page 1. Vertex-disjoint cycles containing specified edges in a bipartite graph Guantao ChenDepartment of Mathematics and Statistics Georgia State University Atlanta; GA 30303; USAHikoe Enomoto Ken-ichi Kawarabayashi Katsuhiro Ota Department of Mathematics KeioUniversity Yokohama 223-8522; Japan Dingjun Lou Department of Computer ScienceZhongshan University Guangzhou 510275; China Akira Saito Department of MathematicsNihon University Tokyo 156-8550; Japan Abstract Dirac and Ore-type degree conditions aregiven for a bipartite graph to contain vertex disjoint cycles each of which contains a previouslyspecified edge. This solves a conjecture of Wang in [6]. 1 Introduction In this paper; we onlyconsider finite undirected graphs without loops and multiple edges. For a vertex x of a graphG; the neighborhood of x in G is denoted by Nc(x) …,Australasian Journal of Combinatorics,2001,13
K6 minors in large 6-connected graphs,Ken-ichi Kawarabayashi; Serguei Norine; Robin Thomas; Paul Wollan,Graphs in this paper are allowed to have loops and multiple edges. A graph is a minor of anotherif the first can be obtained from a subgraph of the second by contracting edges. An H minor isa minor isomorphic to H. A graph G is apex if it has a vertex v such that G \ v is planar. (We use\ for deletion.) Jørgensen [4] made the following beautiful conjecture … Every 6-connected graphwith no K 6 minor is apex … This is related to Hadwiger's conjecture [3]; the following … Forevery integer t ≥ 1 ; if a loopless graph has no K t minor; then it is ( t − 1 ) -colorable … Hadwiger'sconjecture is known for t ≤ 6 . For t = 6 it has been proven in [14] by showing that a minimal counterexampleto Hadwiger's conjecture for t = 6 is apex. The proof uses an earlier result of Mader [6] that everyminimal counterexample to Conjecture 1.2 is 6-connected. Thus Conjecture 1.1; if true; wouldgive more structural information. Furthermore; the structure of all graphs with no K 6 …,Journal of Combinatorial Theory; Series B,2017,12
Uncertain behaviours of integrated circuits improve computational performance,Chihiro Yoshimura; Masanao Yamaoka; Masato Hayashi; Takuya Okuyama; Hidetaka Aoki; Ken-ichi Kawarabayashi; Hiroyuki Mizuno,Abstract Improvements to the performance of conventional computers have mainly beenachieved through semiconductor scaling; however; scaling is reaching its limitations. Naturalphenomena; such as quantum superposition and stochastic resonance; have beenintroduced into new computing paradigms to improve performance beyond these limitations.Here; we explain that the uncertain behaviours of devices due to semiconductor scaling canimprove the performance of computers. We prototyped an integrated circuit by performing aground-state search of the Ising model. The bit errors of memory cell devices holding thecurrent state of search occur probabilistically by inserting fluctuations into dynamic devicecharacteristics; which will be actualised in the future to the chip. As a result; we observedmore improvements in solution accuracy than that without fluctuations. Although the …,Scientific reports,2015,12
Efficient pagerank tracking in evolving networks,Naoto Ohsaka; Takanori Maehara; Ken-ichi Kawarabayashi,Abstract Real-world networks; such as the World Wide Web and online social networks; arevery large and are evolving rapidly. Thus tracking personalized PageRank in such evolvingnetworks is an important challenge in network analysis and graph mining. In this paper; wepropose an efficient online algorithm for tracking personalized PageRank in an evolvingnetwork. The proposed algorithm tracks personalized PageRank accurately (ie; within agiven accuracy ε> 0). Moreover it can update the personalized PageRank scores inamortized O (1/ε) iterations for each graph modification. In addition; when m edges arerandomly and sequentially inserted; the total number of iterations is expected to be O (logm/ε).,Proceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2015,12
An excluded grid theorem for digraphs with forbidden minors,Ken-ichi Kawarabayashi; Stephan Kreutzer,Abstract The excluded grid theorem; originally proved by Robertson and Seymour in GraphMinors V; is one of the most central results in the study of graph minors. It has foundnumerous applications in algorithmic graph structure theory; for instance as the basis forbidimensionality theory on graph classes excluding a fixed minor. In 1997; Reed [22] andlater Johnson; Robertson; Seymour and Thomas [16] conjectured an analogous theorem fordirected graphs; ie the existence of a function f: ℕ→ ℕ such that every digraph of directedtree-width at least f (k) contains a directed grid of order k. In an unpublished manuscript from2001; Johnson; Robertson; Seymour and Thomas gave a proof of this conjecture for planardigraphs but no result beyond planar graphs is known to date. In this paper we prove theconjecture for the case of digraphs excluding a fixed undirected graph as a minor. For …,*,2014,12
Contractible edges in minimally k-connected graphs,Kiyoshi Ando; Atsushi Kaneko; Ken-ichi Kawarabayashi,Abstract An edge of a k-connected graph is said to be k-contractible if the contraction of theedge results in a k-connected graph. In this paper; we prove that a (K 1+ C 4)-free minimallyk-connected graph has a k-contractible edge; if incident to each vertex of degree k; there isan edge which is not contained in a triangle. This implies two previous results; one due toThomassen and the other due to Kawarabayashi.,Discrete Mathematics,2008,12
On the matching extendability of graphs in surfaces,Robert EL Aldred; Ken-ichi Kawarabayashi; Michael D Plummer,Abstract A graph G with at least 2 n+ 2 vertices is said to be n-extendable if every matchingof size n in G extends to a perfect matching. It is shown that (1) if a graph is embedded on asurface of Euler characteristic χ; and the number of vertices in G is large enough; the graphis not 4-extendable;(2) given g> 0; there are infinitely many graphs of orientable genus gwhich are 3-extendable; and given g¯⩾ 2; there are infinitely many graphs of non-orientablegenus g¯ which are 3-extendable; and (3) if G is a 5-connected triangulation with an evennumber of vertices which has genus g> 0 and sufficiently large representativity; then it is 2-extendable.,Journal of Combinatorial Theory; Series B,2008,12
A theorem on paths in locally planar triangulations,Ken-ichi Kawarabayashi,A closed surface means a connected compact 2-dimensional manifold without boundary. Fora closed surface F 2 ; let ε(F 2 ) denote the Euler characteristic of F 2 . The number k=2−ε(F 2) is called the Euler genus of F 2 . We denote an orientable and nonorientable closed surfaceof genus g by S g and N g ; respectively. It is well-known that for every even k≥0; it is either Sk 2 or N k ; and for every odd k; N k … Let G be a graph on a nonspherical closed surface F2 . The representativity of G on F 2 ; denoted by r(G); is the minimum number of intersecting pointsof G and ℓ; where ℓ ranges over all essential closed curves on F 2 . We say that G is r-representativeif r(G)≥r. Many researchers pointed out that graphs on a closed surface with sufficiently largerepresentativity have similar properties to plane graphs; for example; with respect to chromaticnumber and hamiltonicity; etc.; cf. [1; 3; 4; 10; 11] … Thomassen [9] conjectured that …,European Journal of Combinatorics,2004,12
K6 minors in 6-connected graphs of bounded tree-width,Ken-ichi Kawarabayashi; Serguei Norine; Robin Thomas; Paul Wollan,Abstract We prove that every sufficiently large 6-connected graph of bounded tree-widtheither has a K 6 minor; or has a vertex whose deletion makes the graph planar. This is a steptoward proving that the same conclusion holds for all sufficiently large 6-connected graphs.Jørgensen conjectured that it holds for all 6-connected graphs.,Journal of Combinatorial Theory; Series B,2017,11
A coherent Ising machine for MAX-CUT problems: performance evaluation against semidefinite programming and simulated annealing,Yoshitaka Haribara; Shoko Utsunomiya; Yoshihisa Yamamoto,Abstract An optical parametric oscillator network driven by a quantum measurement-feedback circuit; composed of optical homodyne detectors; analog-to-digital conversiondevices and field programmable gate arrays (FPGA); is proposed and analysed as ascalable coherent Ising machine. The new scheme has an advantage that a large number ofoptical coupling paths; which is proportional to the square of a problem size in the worstcase; can be replaced by a single quantum measurement-feedback circuit. There isadditional advantage in the new scheme that a three body or higher order Ising interactioncan be implemented in the FPGA digital circuit. Noise associated with the measurement-feedback process is governed by the standard quantum limit. Numerical simulation basedon c-number coupled Langevin equations demonstrate a satisfying performance of the …,*,2016,11
The directed grid theorem,Ken-ichi Kawarabayashi; Stephan Kreutzer,Abstract The grid theorem; originally proved in 1986 by Robertson and Seymour in GraphMinors V; is one of the most central results in the study of graph minors. It has foundnumerous applications in algorithmic graph structure theory; for instance in bidimensionalitytheory; and it is the basis for several other structure theorems developed in the graph minorsproject. In the mid-90s; Reed and Johnson; Robertson; Seymour and Thomas;independently; conjectured an analogous theorem for directed graphs; ie the existence of afunction f: N-> N such that every digraph of directed tree width at least f (k) contains adirected grid of order k. In an unpublished manuscript from 2001; Johnson; Robertson;Seymour and Thomas give a proof of this conjecture for planar digraphs. But for over adecade; this was the most general case proved for the conjecture.,Proceedings of the forty-seventh annual ACM symposium on Theory of computing,2015,11
Packing directed cycles through a specified vertex set,Ken-ichi Kawarabayashi; Daniel Král; Marek Krčál; Stephan Kreutzer,Abstract A seminal result of Reed et al.[15] in 1996 states that the Erdős-Pósa property holdsfor directed cycles; ie for every integer n there is an integer t such that every directed graphG has n pairwise vertex disjoint directed cycles or contains a set T⊆ V (G) of at most tvertices such that G--T contains no directed cycle. In this paper; we consider the Erdős-Pósaproperty for directed cycles through a vertex in a given vertex set S; ie the question if forevery integer n there is an integer t such that if G is a directed graph G and S is a set ofvertices then G has n pairwise vertex disjoint directed cycles each containing a vertex of S orcontains a set T of at most t vertices such that G--T contains no such directed cycle. Forundirected graphs; this property holds for cycles through a vertex in a vertex set S (seeKakimura; Kawarabayashi and Marx [9]; and Pontecorvi and Wollan [12]).,Proceedings of the twenty-fourth annual ACM-SIAM symposium on Discrete algorithms,2013,11
The Inter-League Extension of the Traveling Tournament Problem and its Application to Sports Scheduling.,Richard Hoshino; Ken-ichi Kawarabayashi,Abstract With the recent inclusion of inter-league games to professional sports leagues; anatural question is to determine the “best possible” inter-league schedule that retains all ofthe league's scheduling constraints to ensure competitive balance and fairness; whileminimizing the total travel distance for both economic and environmental efficiency. Toanswer that question; this paper introduces the Bipartite Traveling Tournament Problem,AAAI,2011,11
Dominating sets in triangulations on surfaces,Tatsuya Honjo; Ken‐ichi Kawarabayashi; Atsuhiro Nakamoto,Abstract Let G be a graph and let S⊂ V (G). We say that S is dominating in G if each vertexof G is in S or adjacent to a vertex in S. We show that every triangulation on the torus and theKlein bottle with n vertices has a dominating set of cardinality at most equation image.Moreover; we show that the same conclusion holds for a triangulation on any non-sphericalsurface with sufficiently large representativity. These results generalize that for planetriangulations proved by Matheson and Tarjan (European J Combin 17 (1996); 565–568);and solve a conjecture by Plummer (Private Communication).© 2009 Wiley Periodicals; Inc.J Graph Theory 63: 17–30; 2010,Journal of Graph Theory,2010,11
Bounding the size of equimatchable graphs of fixed genus,Ken-ichi Kawarabayashi; Michael D Plummer,Abstract A graph G is said to be equimatchable if every matching in G extends to (ie; is asubset of) a maximum matching in G. In an earlier paper with Saito; the authors showed thatthere are only a finite number of 3-connected equimatchable planar graphs. In the presentpaper; this result is extended by showing that in a surface of any fixed genus (orientable ornon-orientable); there are only a finite number of 3-connected equimatchable graphs havinga minimal embedding of representativity at least three.(In fact; if the graphs considered arenon-bipartite; the representativity three hypothesis may be dropped.) The proof makes use ofthe Gallai-Edmonds decomposition theorem for matchings.,Graphs and Combinatorics,2009,11
Graph minors and linkages,Guantao Chen; Ronald J Gould; Ken-ichi Kawarabayashi; Florian Pfender; Bing Wei,Abstract Bollobás and Thomason showed that every 22k-connected graph is k-linked. Theirresult used a dense graph minor. In this paper; we investigate the ties between small graphminors and linkages. In particular; we show that a 6-connected graph with a K math imageminor is 3-linked. Further; we show that a 7-connected graph with a K math image minor is(2; 5)-linked. Finally; we show that a graph of order n and size at least 7n− 29 contains a Kmath image minor.© 2005 Wiley Periodicals; Inc. J Graph Theory 49: 75–91; 2005,Journal of Graph Theory,2005,11
Real-time top-r topic detection on twitter with topic hijack filtering,Kohei Hayashi; Takanori Maehara; Masashi Toyoda; Ken-ichi Kawarabayashi,Abstract Twitter is a" what's-happening-right-now" tool that enables interested parties tofollow thoughts and commentary of individual users in nearly real-time. While it is a valuablesource of information for real-time topic detection and tracking; Twitter data are not cleanbecause of noisy messages and users; which significantly diminish the reliability of obtainedresults. In this paper; we integrate both the extraction of meaningful topics and the filtering ofmessages over the Twitter stream. We develop a streaming algorithm for a sequence ofdocument-frequency tables; our algorithm enables real-time monitoring of the top-10 topicsfrom approximately 25% of all Twitter messages; while automatically filtering noisy andmeaningless topics. We apply our proposed streaming algorithm to the Japanese Twitterstream and successfully demonstrate that; compared with other online nonnegative matrix …,Proceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2015,10
Scalable simrank join algorithm,Takanori Maehara; Mitsuru Kusumoto; Ken-ichi Kawarabayashi,Similarity join finds all pairs of objects (i; j) with similarity score s (i; j) greater than somespecified threshold θ. This is a fundamental query problem in the database researchcommunity; and is used in many practical applications; such as duplicate detection;merge/purge; record linkage; object matching; and reference conciliation. In this paper; wepropose a scalable approximation algorithm with an arbitrary accuracy for the similarity joinproblem with the SimRank similarity measure. The algorithm consists of two phases: filterand verification. The filter phase enumerates similar pair candidates; and the similarity ofeach candidate is then assessed in the verification phase. The scalability of the proposedalgorithm is experimentally verified for large real networks. The complexity depends only onthe number of similar pairs; but does not depend on all pairs O (n 2). The proposed …,Data Engineering (ICDE); 2015 IEEE 31st International Conference on,2015,10
An O (log n)-approximation algorithm for the edge-disjoint paths problem in Eulerian planar graphs,Ken-Ichi Kawarabayashi; Yusuke Kobayashi,Abstract In this article; we study an approximation algorithm for the maximum edge-disjointpaths problem. In this problem; we are given a graph and a collection of pairs of vertices;and the objective is to find the maximum number of pairs that can be connected by edge-disjoint paths. We give an O (log n)-approximation algorithm for the maximum edge-disjointpaths problem when an input graph is either 4-edge-connected planar or Eulerian planar.This improves an O (log 2 n)-approximation algorithm given by Kleinberg [2005] for Eulerianplanar graphs. Our result also generalizes the result by Chekuri et al.[2004; 2005] who gavean O (log n)-approximation algorithm for the maximum edge-disjoint paths problem withcongestion two when an input graph is planar.,ACM Transactions on Algorithms (TALG),2013,10
An O (log n)-approximation algorithm for the edge-disjoint paths problem in Eulerian planar graphs,Ken-Ichi Kawarabayashi; Yusuke Kobayashi,Abstract In this article; we study an approximation algorithm for the maximum edge-disjointpaths problem. In this problem; we are given a graph and a collection of pairs of vertices;and the objective is to find the maximum number of pairs that can be connected by edge-disjoint paths. We give an O (log n)-approximation algorithm for the maximum edge-disjointpaths problem when an input graph is either 4-edge-connected planar or Eulerian planar.This improves an O (log 2 n)-approximation algorithm given by Kleinberg [2005] for Eulerianplanar graphs. Our result also generalizes the result by Chekuri et al.[2004; 2005] who gavean O (log n)-approximation algorithm for the maximum edge-disjoint paths problem withcongestion two when an input graph is planar.,ACM Transactions on Algorithms (TALG),2013,10
List-coloring graphs without subdivisions and without immersions,Ken-ichi Kawarabayashi; Yusuke Kobayashi,Abstract A graph G contains a subdivision of H if G contains a subgraph which is isomorphicto a graph that can be obtained from H by subdividing some edges. A graph H is immersedin a graph G if the vertices of H are mapped to (distinct) vertices of G; and the edges of H aremapped to paths joining the corresponding pairs of vertices of G; in such a way that thepaths are pairwise edge-disjoint. Although the well-known Kuratowski's theorem can bestated in terms of both a subdivision and a minor; we know that the notions of a subdivisionand a minor do not seem to be similar. The notions of an immersion and a minor seem to bequite similar; and structural approach concerning graph minors has been extremelysuccessful. In fact; Robertson and Seymour extended their proof of the famous Wanger'sconjecture to prove that graphs are well-quasi-ordered by the immersion relation.,Proceedings of the twenty-third annual ACM-SIAM symposium on Discrete Algorithms,2012,10
Star coloring and acyclic coloring of locally planar graphs,Ken-ichi Kawarabayashi; Bojan Mohar,Copyright © by SIAM. Unauthorized reproduction of this article is prohibited … SIAM J. DISCRETEMATH. c 2010 Society for Industrial and Applied Mathematics Vol. 24; No. 1; pp. 56–71 … STARCOLORING AND ACYCLIC COLORING OF LOCALLY PLANAR GRAPHS ∗ … Abstract. It isproved that every graph embedded in a fixed surface with sufficiently large edge-width is acyclically7-colorable and that its star chromatic number is at most 2s∗ … 1. Introduction. All graphs inthis paper are simple. For terms related to graphs embedded in surfaces we refer to [8]. A surfaceis a compact 2-manifold without boundary. The Euler genus of a surface S is the nonnegativeinteger g = 2 − χ(S); where χ(S) is the Euler characteristic of S. Let c be a (proper) coloring ofvertices of G. If C is a cycle in G on which only two colors; a and b; appear; then we say that Cis bicolored or (a; b)-colored if we need a specific reference to its colors. A coloring of a …,SIAM Journal on Discrete Mathematics,2010,10
Decomposing a planar graph of girth 5 into an independent set and a forest,Ken-ichi Kawarabayashi; Carsten Thomassen,Abstract We use a list-color technique to extend the result of Borodin and Glebov that thevertex set of every planar graph of girth at least 5 can be partitioned into an independent setand a set which induces a forest. We apply this extension to also extend Grötzsch's theoremthat every planar triangle-free graph is 3-colorable. Let G be a plane graph. Assume that thedistance between any two triangles is at least 4. Assume also that each triangle contains avertex such that this vertex is on the outer face boundary and is not contained in any 4-cycle.Then G has chromatic number at most 3. Note that; in this extension of Grötzsch's theoreman unbounded number of triangles are allowed.,Journal of Combinatorial Theory; Series B,2009,10
Note on coloring graphs without odd-Kk-minors,Ken-ichi Kawarabayashi,Abstract We give a short proof that every graph G without an odd K k-minor is O (k log k)-colorable. This was first proved by Geelen et al.[J. Geelen; B. Gerards; B. Reed; P. Seymour;A. Vetta; On the odd-minor variant of Hadwiger's conjecture; J. Combin. Theory Ser. B 99(1)(2009) 20–29]. We give a considerably simpler and shorter proof following theirapproach.,Journal of Combinatorial Theory; Series B,2009,10
N-flips in even triangulations on surfaces,Ken-ichi Kawarabayashi; Atsuhiro Nakamoto; Yusuke Suzuki,Abstract In this paper; we show that any two even triangulations on the same closed surfacewith the same and sufficiently large number of vertices can be transformed into each otherby a sequence of two specifically defined deformations called an N-flip and a P 2-flip; up tohomeomorphism; if they have the same homological structure.,Journal of Combinatorial Theory; Series B,2009,10
K3; k-minors in large 7-connected graphs,Thomas Böhme; Ken-ichi Kawarabayashi; John Maharry; Bojan Mohar,Page 1. University of Ljubljana Institute of Mathematics; Physics and Mechanics Departmentof Mathematics Jadranska 19; 1000 Ljubljana; Slovenia Preprint series; Vol. 46 (2008); 1051K3;k-MINORS IN LARGE 7-CONNECTED GRAPHS Thomas Böhme Ken-ichi KawarabayashiJohn Maharry Bojan Mohar ISSN 1318-4865 May 15; 2008 Ljubljana; May 15; 2008 Page 2.K3;k -minors in large 7-connected graphs Thomas Böhme ∗ Institut für Mathematik TechnischeUniversität Ilmenau Ilmenau; Germany Ken-ichi Kawarabayashi † National Institute of Informatics2-1-2 Hitotsubashi; Chiyoda-ku Tokyo 101-8430; Japan John Maharry ‡ Department ofMathematics The Ohio State University Columbus; OH USA Bojan Mohar § Department ofMathematics Simon Fraser University Burnaby; BC V5A 1S6; Canada May 8; 2008 Abstract …,preprint,2008,10
