Model minority at risk: Expressed needs of mental health by Asian American young adults,Sunmin Lee; Hee-Soon Juon; Genevieve Martinez; Chiehwen E Hsu; E Stephanie Robinson; Julie Bawa; Grace X Ma,Abstract The objective of this study is to obtain and discuss in-depth information on mentalhealth problems; including the status; barriers; and potential solutions in 1.5 and 2ndgeneration Asian American young adults. As a part of the Health Needs Assessment project;the researchers conducted two focus groups with 17 young adults (mainly 1.5 or 2ndgeneration) from eight Asian American communities (Asian Indian; Cambodian; Chinese;Indonesian; Korean; Taiwanese; Thai; and Vietnamese) in Montgomery County; Maryland.We developed a moderator's guide with open-ended questions and used it to collectqualitative data. Using a software; we organized and identified emergent themes by majorcategories. Participants reported a several common sources of stress that affect the mentalhealth of Asian American young adults including: pressure to meet parental expectations …,Journal of community health,2009,160
Towards Shared Situational Awareness and Actionable Knowledge-An Enhanced; Human-Centered Paradigm for Public Health Information System Design,Chiehwen Ed Hsu; William Chris Chambers; John R Herbold; Joshua C Calcote; Robert S Ryczak; Robert F DeFraites,Abstract Technology has exerted an increasingly dominant influence on the ways andmeans that objectives of informatics projects are pursued and has extended the capabilitiesof informatics systems in general. However; literature examining the importance of humanlinks between situational awareness-related processes and decision-making capabilitiesremains relatively sparse. Substantial knowledge gaps exist in information systemimplementation between technology and public health surveillance. The purpose of thisarticle is to present an enhanced conceptual framework; built upon innovative perspectivesof a human-centered paradigm of implementation; to enable and enhance human-centricdecision-making. To clarify this concept; we employ a case of situational awareness in thesetting of a recent command post exercise in order to illustrate core concepts and …,Journal of Homeland Security and Emergency Management,2010,4
Controlling influenza A (H1N1) in China: Bayesian or frequentist approach,Dejian Lai; Chiehwen Ed Hsu; Jay H Glasser,This article discusses two approaches to controlling the newly identified influenza A (H1N1):via Bayesian and frequentist statistical reasoning. This study reviewed the measuresimplemented in China as an example to illustrate these two approaches. Since May 2009;China has deployed strict controlling mechanisms based on the strong prior Bayesianassumption that the origin of influenza A (H1N1) was from outside China and as such strictborder control would keep the virus from entering China. After more than 4 months of hardwork by Chinese health professionals and officials; the number of confirmed influenza A(H1N1) has increased steadily against the expectations of the general public. Taking intoaccount the great financial burden in maintaining strict measures; Chinese health authoritieshave slowly adjusted their policies of controlling influenza A (H1N1) in China according to …,Asia Pacific Journal of Public Health,2012,2
Hepatitis B infection in Fujianese immigrants of New York City: assessment of risk exposures; knowledge and practices,T Tsang; A Sherman; H Pollack; K Wan; E Poon; M Chang; H Tobias; M Rey,*,The 136th Annual Meeting and Expo of the American Public Health Association. Washington; DC,2008,2
E-Public Health Information Systems: E-Technologies for Public Health Preparedness and Surveillance,J Tan; F Soto Mas; CE Hsu,*,In: E-Health Care Information Systems: An Introduction for Students and Professionals. San Francisco; CA: Jossey-Bass,2005,2
Source,AC HOT,Page 1. 990343890 Rev.001 425 Sequoia Drive Bellingham; WA 98226 Phone:(360)738-8230 Fax: (360)734-4195 Panel Wiring Schematic AC/DC Power Distribution Panel1218/1219 +12V DC +24V DC NEG. +12V DC +24V DC NEG. +12V DC +24V DC NEG. +12VDC +24V DC NEG. +12V DC +24V DC NEG. +12V DC +24V DC NEG. 100A DC MAINCONNECT TO AC GROUND +12V DC +24V DC NEG. BATTERY 1 BATTERY 2 BATTERY3 FUSE 0.5A TO 2.0A FROM DC POSITIVE TO DC NEGATIVE TO SHUNT REFERENCE DCMULTIMETER INSTRUCTIONS FOR INSTALLATION TO DC POSITIVE FROM AC NEUTRALSOURCE FROM AC HOT SOURCE SHORE POWER INLET ADDITIONAL BREAKERREQUIRED IF GREATER THAN 10 FEET CONNECT TO (+) DC POSITIVE FEED CONNECTTO DC LOADS CONNECT TO DC LOADS CONNECT TO AC LOADS …,*,*,2
Communicating H1N1 Risk to College Students: A Regional Cross-Sectional Survey Study,Francisco Soto Mas; Holly E Jacobson; Arturo Olivárez; Chiehwen Ed Hsu; Hsin-Hsuan Juo,Abstract The purpose of this study was to assess university students' self-reportedknowledge; behavior; and behavioral intention regarding H1N1 influenza. Participantsincluded students at a major university in the southwestern US. Data were collected in earlyspring 2010 through a 24-item selfadministered survey. Outcome variables includedknowledge; behavior and intention. A total of 483 students participated. Most reported tryingto prevent H1N1 influenza though specific behaviors. Many lacked knowledge aboutsymptoms and treatment; a few (10%) had been vaccinated; and half had no intention ofgetting vaccinated or practicing self-isolation. Gender and age were significantly associatedwith the three outcome variables. Intention was the most significant contributor to behavior [t(1)= 3.34; p<. 001]. H1N1 influenza campaigns directed toward university students in the …,Journal of Homeland Security and Emergency Management,2012,1
Applying Informatics to Improve Vulnerable Population Registration for Emergency Preparedness in the Gulf Coast Region of Texas,Akom Phosuwan; Chiehwen Ed Hsu; Kim Dunn; M Mansueto; L Salisbury,Background Disaster events could disrupt large numbers of daily activities and have lastingeffects on both people and property. Preparing for and responding to natural or human-made disasters such as hurricanes; earthquakes; extreme weather; flooding or terrorism aretop public health priorities. Often; local governments and disaster-relief organizations targetspecial needs communities for evacuation. Residents; particularly those with special needs;should have ready access to useful information and relief services when disasters occur. Foremergency preparedness; particular consideration should be given to ensure that; whendisasters happen; a plan is in place to support all residents; and especially the specialneeds population. However; there is an absence of literature that addresses the issue ofwhether plans and training activities for preparedness are closely aligned with the …,Texas Public Health Association Journal,2009,1
Incorporating an Improved Delivery Policy into Multi-Item FPR Model with Rework,SINGA WANG CHIU; Cih Hsu; Ting-Wei Li; Hsin-Mei Chen; YUAN-SHYI PETER CHIU,Abstract:-A multi-item finite production rate (FPR) model with rework and an improveddelivery policy is studied in this paper. Unlike the classic FPR model derived the mosteconomic lot size for a single product production system with perfect quality and acontinuous issuing policy; this paper considers a production of multiple products on a singlemachine; rework of all nonconforming items produced; and a cost reduction multi-deliverypolicy. We extend the work of Chiu et al.[1] by incorporating an improved n+ 1 shipmentpolicy into their model and under such a policy; one extra delivery of finished items is madeduring vendor's production uptime to satisfy product demands for the periods of vendor'suptime and rework time. Then; n fixed quantity installments of finished items are delivered tobuyers at the end of rework; when the rest of the production lot is quality assured. The …,Proceedings; 15th International Conference on Mathematics and Computers in Business and Economics,*,1
Acclimatization of coral assemblages to seawater warming from a nuclear power plant-winners and losers,S Keshavmurthy; P-J Meng; J-T Wang; C-M Hsu; C-Y Kuo; S-Y Yang; G-S Tang; C-M Hsu; C-H Gan; C-F Dai; CA Chen,English | 正體中文 | 简体中文 | 全文筆數/總筆數: 25803/61930 (42%) 造訪人次: 874279 線上人數:43. RC Version 7.0 © Powered By DSPACE; MIT. Enhanced by NTU Library IR team …,GLOBAL CHANGE BIOLOGY,2013,*
Applying Theoretical Constructs to Address Medical Uncertainty,Roxana Maffei; Kim Dunn; Jiajie Zhang; Chiehwen E Hsu; John H Holmes,Abstract Situations involving medical reasoning usually include some level of medicaluncertainty. Despite the identification of shared decision-making (SDM) as an effectivetechnique; it has been observed that the likelihood of physicians and patients engaging inshared decision making is lower in those situations where it is most needed; specifically incircumstances of medical uncertainty. Having identified shared decision making as aneffective; yet often a neglected approach to resolving a lack of information exchange insituations involving medical uncertainty; the next step is to determine the way (s) in whichSDM can be integrated and the supplemental processes that may facilitate its integration.SDM involves unique types of communication and relationships between patients andphysicians. Therefore; it is necessary to further understand and incorporate human …,Understanding and Characterizing Shared Decision-Making and Behavioral Intent in Medical Uncertainty,2011,*
Identifying Shared Decision-Making Elements in Medical Encounters Dealing with Uncertainty,Roxana Maffei; Kim Dunn; Jiajie Zhang; Chiehwen E Hsu; John H Holmes,1. Abstract A recent summary of the state of medical knowledge in the US reported thatnearly half (47%) of all treatments were of unknown effectiveness; and an additional 7%involved an uncertain tradeoff between benefits and harms. Shared decision-making (SDM)was identified as an effective technique for managing uncertainty when two or more partieswere involved. In order to understand which of the elements of SDM are used mostfrequently and effectively; it is necessary to identify these key elements; and understand howthese elements related to each other and the SDM process. The elements identified throughthe course of the present research were selected from basic principles of the SDM modeland the “Data; Information; Knowledge;,Understanding and Characterizing Shared Decision-Making and Behavioral Intent in Medical Uncertainty,2011,*
The Use of Emerging Informatics Techniques to Evaluate the Delivery of NMAETC Programs to Address HIV and AIDS Disparities,ScM Bradley Boekeloo PhD; Ning Shang; Christiana Metzger,Abstract Information technologies are employed to evaluate health program and better targetrecruitment of health care workforce for underserved communities; where needs forproviders are greatest. With increased resources in reducing human immunodeficiency virus(HIV)/AIDS disparities and provider training; it may be important to know whether training isdelivered in geographic areas where HIV/AIDS demonstrates high prevalence. The presentstudy employs an informatics approach to identifying effectiveness of AIDS educationalintervention in minority populations adversely affected by the disease. We seek to assessthe National Minority AIDS Education and Training Center (NMAETC) on whether trainingactivities are delivered appropriately in areas with high AIDS prevalence.,Journal of the National Medical Association,2010,*
Information disparities of Taiwan's health Web sites by spatial variation.,FY Hsiao; P Chang; CE Hsu,Abstract This project study based upon 40 of Taiwan's health Web sites that belonged toteaching hospitals or medical centers. We divided these Web sites into north; center; southand east of Taiwan by their location. The five major research criteria were" Web siteinformation credibility;"" organization management;" tailored content;"" easy surfing" and"online interaction". Based on the study; we found that in general; Web sites that locate on thenorth had higher ratings than others Web sites.,AMIA... Annual Symposium proceedings. AMIA Symposium,2008,*
Detecting Demographic Variations of AIDS Mortality in Florida-a New Application of Spatio-Temporal Analysis,Y Chiu; CE Hsu; ET Nkhoma; H Chuang,Background: There is sparse literature examining the extent and level of disparity of AIDSmortality by gender and age groups among most affected regions in the US; such as thestate of Florida. The purpose of the present study is to characterize; geographically andtemporally; the patterns of AIDS death disparity in Florida; and to determine if detectedtrends vary by demographic characteristics.,Epidemiology,2008,*
Capacity building of biodefense informatics for public health preparedness and response in rural regions: EpiInfo; GIS; and data management training,Chiehwen Ed Hsu; Francisco Soto Mas; Ella T Nkhoma; Jerry Miller,ABSTRACT Introduction: Emergency informatics such as data management and geographicinformation systems applications have become an important training agenda for enhancinghealth surveillance and risk communication in public health emergencies. The freeEpiInfo/Epimap software developed by the CDC offering domain knowledge such as healthinformation management may be particularly useful for preparing nonurban jurisdictionsoften confronting limited resources in dealing with health emergency events. This articledescribes the delivery of training workshops to enhance the competencies of health workersin biodefense informatics and discusses its implication for delivering education to ruralregions. Methods: Three EpiInfo/EpiMap workshops entitled “Biodefense Informatics andHealth Surveillance Database Management” were delivered to public health practitioners …,Journal of Emergency Management,2008,*
Relating National Minority AIDS Education and Training Center training events to high minority AIDS prevalence geographic areas,Christiana Metzger; Chiehwen Ed Hsu; Bradley O Boekeloo; David Luckett; Goulda Downer; Sheila McKinney,*,Annual Meeting,2007,*
Model Minority at Risk: Expressed Needs of Mental Health by Asian American Youth,Sunmin Lee; Chiehwen Ed Hsu; Genevieve Martinez; Bertina Su; Julie Bawa,*,Annual Meeting,2007,*
In the Eye of the Storm: Is Your Hospital Prepared for disasters?,Chiehwen Ed Hsu,The events of Sept. 11; 2001 and Hurricane Katrina in 2005 highlighted how important it isfor hospitals to re-evaluate their emergency preparedness policies and procedures; saysNavy Lt. Commander Chris Gillette; command emergency manager for the National NavalMedical Center. Those tragic situations showed how fast facilities could deplete theirresources; Gillette says.,*,2007,*
The" Black disease" of reef-building corals at Green Island; Taiwan-Outbreak of a cyanobacteriosponge; Terpios Hoshinota,MH Liao; SL Tang; CM Hsu,*,*,2007,*
Locating spatiotemporal clusters of avian flu human cases-A public health informatics application of health surveillance,Chiehwen Ed Hsu; Yuwen Chiu; Jerry A Miller; Francisco Soto Mas,Purposes: To determine the excess human infection clusters of Avian Flu in the world as ofMay 2006; we examined whether spatiotemporal clusters are still alive; and determinedwhat geographic regions; time; and level of risk the clusters present. Methods: Data werecollected from the WHO website where weekly reported human H5N1 infection casesbetween January 1st; 2004 and May 23rd; 2006 were tallied. Two hundred eighteen caseswere analyzed for the 2.5-year study period. The space-time permutation method (bothretrospective and prospective) of Spatial Scan Statistic pioneered by Kulldorff et al. wasemployed to detect potential clusters of the disease in 10 countries. Clusters were detectedat a circle of maximum 400 km radius; and a temporal period of 1 week and 1 month;respectively. Results: Eleven clusters in 5 countries were identified. In retrospective …,Annual Meeting,2006,*
E-PUBLIC HEALTH INFORMATION SYSTEMS,Joseph Tan; Francisco G Soto Mas; C Ed Hsu,In this era of knowledge diffusion; rapid advances in quantum sciences and developments ine-technologies promise to revamp every aspect of health and medicine. History documentsthat in 1793; over five thousand people in a Philadelphia neighborhood—about 10 percentof the city's population—lost their lives within just three months following an outbreak ofyellow fever. Had computers been in place two centuries ago; the software would have beenable to monitor population health; alert public health officials at an early stage to a possibleoutbreak; and permit epidemiologists to assess the event rapidly and respond byquarantining the ill; preventing the deaths of a significant number of people. Present-dayapplications of information and communication technology (ICT); through the use of toolssuch as health decision support systems; geographical information systems; and data …,E-HEALTH CARE INFORMATION SYSTEMS,2005,*
Tobacco control: are we appropriately training future professionals?,Francisco Soto Mas; Julia Valderrama Alberola; Jan Brogger; Chiehwen Ed Hsu,Information on how health professionals perceive tobacco use as well as their attitudestoward tobacco control is scarce. This study assessed the attitudes and perceptions of publichealth students toward tobacco use and tobacco control; which constitutes a necessary firststep in designing effective training strategies. Although the majority of respondents agreedthat tobacco use constitutes a relevant public health problem; they did not perceive tobaccocontrol to be a public health priority. Academic institutions may not be properly trainingpublic health students; and may therefore be missing the opportunity to advance tobaccocontrol at the national and global levels.,*,2005,*
Promoting health information literacy,Chiehwen Ed Hsu; Lynn F Johnson; Ann N Brooks,Abstract The recent development of public health informatics as an interdisciplinary field;and the dissemination of this body of knowledge; have brought forth new opportunities forcollaboration between the faculty of health sciences and academic library. This paperexplores the potential areas for collaboration; describes empirical collaborative projectsbetween these two parties in enhancing the information literacy of public health discipline ina major health science center; and discusses the lessons learned; including theopportunities and challenges associated with the collaboration. Background,Academic Exchange Quarterly,2003,*
The effect of income level and inequality; population size and density; and spatial autocorrelation on all-cause and cancer mortality in Texas and Taiwan; 1995-1998,Chieh-Wen Ed Hsu,*,*,2001,*
184056 An Assessment of Nurses' Public Health Emergency Readiness and Training Needs in Rural North Texas,Chiehwen Ed Hsu,BACKGROUND: Nurses often serve as first responders in emergency events; and as suchplay a key role in public health preparedness. Their role is increasingly critical to rural areaswhere local health departments have limited or no presence and emergency planningresources are minimal. To prepare rural jurisdictions for unforeseen disastrous events it isimperative to assess rural nurses' level of public health emergency readiness and trainingneeds. OBJECTIVES: This study sought to assess the level of public health emergency-related preparedness and the training needs of the nursing workforce in North Texas.METHODS: Data were collected through a mailed survey to 3;508 rural nurses. Descriptivestatistics and GIS mapping were employed to understand levels of public health readinessand training needs. RESULTS: A total of 941 (27%) nurses completed the survey out of …,*,*,*
185435 Meeting the Needs of Public Health Preparedness of Rural Health Providers–A Spatial Analysis Approach,Chiehwen Ed Hsu,1. Identify how spatial analysis may contribute to needs assessment of public healthpreparedness and response. 2. Describe the demographic characteristics of rural healthcareproviders who are in need of training; and their preference for training modality. 3. Discusspotential solutions for addressing the level of public health preparedness disparities causedby geographic distribution.,*,*,*
Elbepress,Chiehwen Ed Hsu,Abstract The literature suggests that there is a need for measuring public health informatics(PHI) competency to further understand whether current educational modules andmodalities meet the needs of PHl practitioners and researchers to perform their jobs moreeffectively; particularly for mid-tier practitioners that constitute the majority of public healthworkers in the USA. The present study seeks to update current knowledge of the perceptionsand experiences of PHl competencies proposed by the US Council on Linkage in PublicHealth specifically for mid-tier PH practitioners and researchers. The results were collectedand analyzed by using a VVeb-based survey (VVBS) method administered among bothpractitioners and researchers. Researchers,*,*,*
Communicating H1N1 Risk to College Students: A Regional Cross-Sectional Survey Study,Francisco Soto Mas; Holly E Jacobson; Arturo Olivárez; Chiehwen Ed Hsu; Hsin-Hsuan Juo,*,Journal of Homeland Security and Emergency Management,*,*
Reexamining an integrated inventory model with multi-retailer and rework using algebraic approach,Yuan-Shyi Peter Chiu; Cih Hsu; Ming-Sheng Hsu; Chun-Chi Kuo,ABSTRACT This paper reexamines an integrated inventory model with multiretailer andrework using mathematical modeling and an algebraic method. We assume that a product ismanufactured through an imperfect production process; and the reworking of randomdefective items is done right after the regular process in each cycle. After the entire lot isquality assured; multiple shipments will be delivered synchronously to m different retailers ineach production cycle. The objective is to find the optimal production lot size and optimalnumber of shipments that minimizes total expected costs for such a specific supply chainssystem. The conventional approach uses differential calculus on system cost function toderive the optimal production-shipment policy (Chiu et al.[1]); whereas the proposedalgebraic approach is a straightforward method that enables practitioners who may not …,*,*,*
Emergency preparedness and response-comparing the needs of non-urban physicians and veterinarians in North Texas,Chiehwen Ed Hsu,State officials are in need of information on health providers' knowledge and experiencerelated to public health preparedness and response. Supported by the Texas Department ofState Healthcare Services; this study sought to assess the public health emergencyexperiences and training needs of physicians and veterinarians in North Texas. Data werecollected through both a mailed questionnaire and Web-based survey; and were enteredinto an Access relational database for analysis and reporting. The mean response rate forboth professional categories averaged 32%; with veterinarians recording a higher responserate (34.5% vs 30%). Results suggest that similarities exist in both professional categories.These included the finding that Spanish is the most frequent language other than Englishspoken by participants; chemical exposure and botulism are the most commonly seen …,Annual Meeting,*,*
A Hepatitis B Education Outreach and Screening Program for Asian American Communities in Montgomery County; Maryland,Chiehwen Ed Hsu,National statistics suggest that several Asian American groups are at a higher risk of dying ofliver diseases; and Hepatitis B infection directly contributes to liver cancer deaths. However;the prevalence in Asian American community and how many Asian community members areprotected against this disease remain unclear. Supported by Montgomery County; MD; thisproject assessed the prevalence of Hepatitis B among major Asian communities; andprovided preventive services to at-risk groups. Three hundred and nine members from theChinese; Korean; Vietnamese communities of the County including 137 males (44.3%) and172 females (55.7%) enrolled in the Hepatitis B prevention education; completed pre/posttests; and received screenings between Oct 2005 and Feb 2006; As of Feb 2006 the resultsof two groups are available: Vietnamese community has higher (7.14%) prevalence rate …,Annual Meeting,*,*
American Public Health Association 133rd Annual Meeting & Exposition December 10-14; 2005 Philadelphia; PA,Mary Grace Pagaduan,Elisabeth Gleckler; MPH; DrPH; College of Education; Human Performance and HealthPromotion; University of New Orleans; 109 Human Performance Building; UNO LakefrontCampus; New Orleans; LA 70148; 504-280-6361; egleckle@uno.edu; FrancoiseGrossman-Kendall; MA; MPH; Family Planning; Louisiana State Office of Public Health; 250 LoyolaAve; 5th floor; New Orleans; LA 70112; Lakeisha Urquhart; Job Corps; 3308 Tulane Avenue;New Orleans; LA 70119; and Sydney Lewis; Community Programs; St. Thomas HealthCenter; 1020 St. Andrew Street; New Orleans; LA 70130 … Rarely are young men providedin-depth education about reproductive health and wellness. A nationally recognized programtargeting young men for improved understanding of sexuality and reproductiveresponsibility; Wise Guys; was implemented in New Orleans. Originally developed in …,*,*,*
Spatial and Temporal Surveillance of Avian Influenza Human Infections-Locating Case Clusters of Evident and Present Danger,Chiehwen Ed Hsu; Yu-Wen Chiu; Francisco Soto Mas; Ella T Nkhoma; Inkyung Jung,*,*,*,*
Latino students in health professions: Project PATHS,Francisco Soto Mas; Holly E Jacobson; Allen Jackson; Chiehwen Ed Hsu,Increasing the diversity of the healthcare workforce has been identified as an effectiveapproach for addressing health disparities. Participation and Training in Health Science(Project PATHS) is aimed at increasing the representation of Latino students in healthprofessions. Objectives include increasing the number of students reporting interest inhealth professions and taking college entrance exams. The study design was based on atheoretical framework which incorporates Social Learning Theory and the TranstheoreticalModel. A theory-based survey instrument was developed and validated for the collection ofdata. This paper reports on the factors that were found to be related to students' interest incollege and health professions. A total of 758 high school students completed the survey.Results indicate that self-efficacy; adult influence; outcome expectations and peer …,Annual Meeting,*,*
A Spatiotemporal Analysis of Two Potential Preventive Measures for Reducing Female Breast Cancer Mortality in Texas; 1995-2001,Chiehwen Ed Hsu; Terrance Gratton; Ann Marie Harris,*,*,*,*
Biodefense Informatics Training: EpiInfo and Data Management Workshops for Public Health Workers,Jerry A Miller; Chiehwen Ed Hsu; Francisco Soto Mas; Ann Marie Harris; Ella T Nkhoma; Terrence Gratton; Sejong Bae,Bioterrorism informatics and health surveillance data management have emerged as amajor public health training agenda; and risk communication has presented a uniquechallenge to those rural communities with a less developed public health infrastructure. Toensure that public health workers in non-urban counties are adequately prepared in riskcommunication in the event of a bioterrorism attack; three EpiInfo/EpiMap workshops;supported by the Texas Department of Health Regions 2/3; entitled “Biodefense Informaticsand Health Surveillance Database Management” were conducted in two north Texastraining facilities. Forty regional or local health department staff and health workers attendedthe workshops. Each workshop included three modules: lectures; tabletop exercises; andEpiInfo/EpiMap hands-on training. An emergency scenario using Arlington; Texas as a …,Annual Meeting,*,*
A spatial-temporal surveillance system for prostate cancer disparities in population subgroups,Chiehwen Ed Hsu,Prostate cancer mortality disparities exist among racial/ethnic groups in the US; yet fewstudies have explored the spatiotemporal trend of the disease burden. The present studyanalyzed the geographic variations of cancer mortality by three Texas racial/ethnic groupsover a 22-year period to better understand mortality disparities. The Spatial Scan Statisticdeveloped by Kulldorff et al. was used. It detected excess mortality of a scan window of 50%and 90% of the study period respectively and a spatial cluster size of 50% of the populationat risk. Time trend was analyzed to examine the potential temporal behavior of clusters.Spatial queries were used to identify the regions with multiple racial/ethnic groups havingexcess mortality. The most likely area of excess mortality for Blacks/African Americansoccurred in Dallas-Fort Worth Metroplex and upper east Texas between 1990 and 1999; …,Annual Meeting,*,*
