Significance of a fragmented QRS complex versus a Q wave in patients with coronary artery disease,Mithilesh K Das; Bilal Khan; Sony Jacob; Awaneesh Kumar; Jo Mahenthiran,Background—Q waves on a 12-lead ECG are markers of a prior myocardial infarction (MI).However; they may regress or even disappear over time; and there is no specific ECG signof a non–Q-wave MI. Fragmented QRS complexes (fQRSs); which include various RSR′patterns; without a typical bundle-branch block are markers of altered ventriculardepolarization owing to a prior myocardial scar. We postulated that the presence of an fQRSmight improve the ability to detect a prior MI compared with Q waves alone by ECG. Methodsand Results—A cohort of 479 consecutive patients (mean±SD age; 58.2±13.2 years; 283males) who were referred for nuclear stress tests was studied. The fQRS included variousmorphologies of the QRS (< 120 ms); which included an additional R wave (R′) or notchingin the nadir of the S wave; or> 1 R′(fragmentation) in 2 contiguous leads; corresponding …,Circulation,2006,517
A compact dual band printed antenna for WiMAX & HIPERLAN applications,Barun Mazumdar; Amit Kumar,*,IJECCE journal,2012,2
Conceptual design and development of water metering system for multiple family residential buildings,P Eswaran; Aswin Kumar,*,International Journal of Advanced Computer Research,2012,2
Enabling efficient supply chain in dairying using GIS: a case of private dairy industry in Andhra Pradesh state,Amit Kumar; Ranjit Kumar; KH Rao,The Indian dairy industry has been through an evolution in India and many innovations inagricultural field has been successful in dairying first. It has come a long way over the yearsfrom milk production of 21.2 million tonnes in 1968-69 to 121 million tonnes in 2010-11.Steadily and firmly; it has cruised to become numero uno in the list of milk producingcountries and this success story has been scripted by the small holder milk producers.Today; the Indian dairy industry stands at a mammoth size of US $70 billion. Moreover; theestimated milk demand in India is 128 million tonnes by 2020 (Alagh; 2012). The industryhad been recording a growth of 3-4 per cent annually during the period 1991-2011; which isalmost three times the average growth rate of the dairy industry in the world. According to theMinistry of Food Processing Industry; milk processing in India is around 35 per cent; of …,Indian Journal of Agricultural Economics,2012,2
Antioxidant and lipid peroxidation activities in rats fed with Aspergillus carbonarius carotenoid,Anbarasu Kumar; Akshatha Hosahalli Srikanta; SP Muthukumar; Umesh-Kumar Sukumaran; Vijayalakshmi Govindaswamy,Abstract Effect of feeding partially saturated canthaxanthin (PSC); purified from Aspergilluscarbonarius mutant; was studied using four groups of female albino rats (n= 6) for 4 weeks.While the control group received basal diet ad libitum; Groups I; II and III were fed with basaldiet containing 50; 100 and 250 ppm PSC; respectively. PSC feeding did not cause anysignificant changes in food intake and there was no gain in body weight either. PSCincluded in the diet significantly decreased cholesterol in blood. There was 44.75% and60.54% decrease in LDL-cholesterol in rats fed with 50 and 100 ppm carotenoid. Hepaticascorbic acid content increased by 44.59% in rats fed with 50 ppm PSC. Dietary PSC at 250ppm lowered lipid peroxides by 19.49%. Activities of antioxidant enzymes; glutathionetransferase and catalase were significantly higher in serum and liver of PSC fed rats …,Food and chemical toxicology,2011,2
Spin dephasing in silicon germanium (Si1− xGex) nanowires,Ashish Kumar; Md Waseem Akram; Satya Gopal Dinda; Bahniman Ghosh,In this work; we use semiclassical Monte Carlo simulation to study spin transport in silicongermanium nanowires. Spin relaxation in the channel is caused by Dyakonov-Perel (DP)relaxation and due to Elliott-Yafet (EY) relaxation. We investigate the dependence of spinrelaxation on germanium mole fraction in silicon germanium nanowires. The spin relaxationlength decreases with an increase in the germanium mole fraction. We also find that thetemperature has a strong influence on the relaxation rate and spin relaxation lengthsincrease with decrease in temperature. The ensemble averaged spin components and thesteady state distribution of spin components vary with initial polarization.,Journal of Applied Physics,2011,2
Microrna-21 contributes to diabetic cardiomyopathy associated cardiac fibrosis,Akhilesh Kumar; Satish K Raut; Uma Nahar Saikia; Rajni Sharma; Madhu Khullar,Background: Myocardial fibrosis is most common pathological feature of DiabeticCardiomyopathy (DCM) and is associated with differential expression of fibrogenic genes indiabetic heart. Several microRNAs (miRs) have been found to modulate gene expression indifferent experimental settings of cardiac fibrosis. Current knowledge on role of microRNAsin DCM associated myocardial fibrosis is limited. In the present study; we examined role offibroblast specific miR-21 in DCM associated cardiac fibrosis. Methods and Results:Expression of miR-21 was studied in cardiac autopsy tissues from DCM patients (n= 6) byqRT-PCR. Myocardial expression of miR-21 showed 11 fold increase in the DCM group ascompared to control tissue (n= 6). Further; myocardial expression of miR-21 and profibroticgenes (CTGF; FGF-b; TGF-b and FN) was assessed in a rodent model of DCM …,*,2011,2
Randomised controlled trials,Narinder Pal Singh; Anish Kumar; Taposh Sarkar,Abstract Randomised controlled trials are considered the state of the art in the intervention/experimental research designs. However; they are not easy to conduct and have a numberof aspects to be looked into. The various types of randomised controlled trials; theircharacteristics; the process of randomisation; allocation concealment and advantages anddrawbacks of randomised controlled trials have been outlined in this article. Randomisedcontrolled trials (RCTs) are scientific experiments that test the safety and efficacy of medicaltechnologies and health services. In clinical settings; randomised controlled trials occupy aniche at one end of the spectrum of biomedical research. At the other end is founduntargeted basic research in biological processes; moving toward preclinical and clinicalresearch and the development of medical technologies for specific diseases. The RCT is …,Indian Journal of Medical Specialties,2011,2
Reverse interferometric method and apparatus for measuring layer thickness,*,A reverse interferometric method for the determination of the thickness of a layer of materialemploys a multi-wavelength light source which generates a light beam which comprises atime-variant series of different monochromatic wavelengths. The beam is reflected from thebody of material being measured and is detected by a broad spectrum wavelength detectorwhich produces a signal comprising a series of data points indicating the reflectivity of thesample as a function of the time-variant series of monochromatic wavelengths. A signalprocessor processes these data points to fit them to a model waveform; and the frequency ofthe model waveform is used to calculate the thickness of the body of material. Furtherdisclosed are apparatus for carrying out the method and use of the method in a continuousprocess for the fabrication of thin film materials.,*,2011,2
Amplified Fluorescence Polymers and Sensor Thereof,*,The present disclosure is related to amplified fluorescence polymers (AFPs) with pendant functionalgroups; their derivatives and their synthesis. The amplified fluorescence polymers can be usedin various biological and chemical sensors … The disclosure relates to amplified fluorescencepolymers (AFPs) with pendant functional groups; their derivatives; synthesis and applicationsin sensors … Amplified fluorescence polymers belong to an important class of polymers whichfluoresce in solid state and hence make them a potential candidate for sensing application. Aclassical example of these polymers is the sensor developed by Prof. Swager's groups and USPatent publication No. US20070081921 describes these polymers in detail … The inherentdisadvantages of the above mentioned synthetic strategy for the design of AFPs are the inabilityof the final polymers to be modified further. In other words; the final polymers do not …,*,2011,2
Anomalous behaviour in sound velocity of water,A Kumar; P Kuchhal; N Dass; PP Pathak,In the present article; a relation is being developed to study the pressure dependence ofsound velocity of water at different temperature. The computed results are found out to be inexcellent agreement with the experimental data. However; it is shown that the sound velocityof water exhibits anomalous behaviour in the temperature range of 273.98–289.01 K.,Physics and Chemistry of Liquids,2011,2
Stream Encryption Standard for Digital Images,Akhil Kaushik; Satvika Khanna; Manoj Barnela; Anant Kumar,Abstract Present era is the information age whereinformation is money and its security is theprimary concern. Ifthe organization has faster access to accurate and up-to-dateinformationthen correct business decisions can be taken intime to achieve business excellence anduphold an edge overcompetitors. Various kinds of security mechanisms likecryptographyand steganography are extensively employed tokeep the information secure and to send itover the network. However cryptography approach is more widely impliedthansteganography approach because of enhanced security andsimplicity. Fundamentalgoal of any cryptographic algorithm isto provide defence against unauthorized attacks. Inthis paper; we have proposed a new image encryption algorithm namedStream EncryptionStandard for Digital Images (SES) formeeting the requirements of secure image transfer …,International Journal of Computer and Electrical Engineering,2011,2
Dynamic version of Traveling Salesman Problem,Pawan Jindal; Amit Kumar; Shishir Kumar,ABSTRACT In the classical version of Traveling salesman problem; the targets which haveto be visited are stationary but in real life there are large numbers of instances where thetargets are in motion. In this paper; Moving target TSP with resupply is being studied andnew algorithm is designed for moving target TSP with resupply when all targets are movingaway from the origin with positive constant velocity and the goal is to minimize the totalintercepting time taken by the salesman. An algorithm is also designed When all targets aremoving towards the origin with the positive constant velocity in a straight line and a singlesalesman (moving with the constant velocity) has to intercept these targets in a particularway with the constraint that after intercepting every target; salesman must come back to theorigin for resupply and the goal is to minimize the total intercepting time taken by the …,International Journal of Computer Applications (0975–8887),2011,2
Displaying or hiding folders in an e-mail client based on user defined timings,*,Techniques for managing electronic mail. Folder rules for associating electronic mailmessages with folders are received. The folders are managed by an electronic mail clientand stored in a computer usable memory. Electronic mail messages are also received. Eachof the electronic mail messages is associated with at least one of the folders according to thefolder rules. Furthermore; a visibility condition is received. The visibility condition specifieswhen a specified folder is visible in a user interface of the electronic mail client. A processorcauses the specified folder not to be visible in the user interface when the visibility conditionis not satisfied. A visibility condition may instead specify when a specified folder is not visiblein the user interface. In this case; the specified folder is caused not to be visible in the userinterface when the visibility condition is satisfied.,*,2011,2
Design studies of ring shaped force transducers,Harish Kumar; Chitra Sharma; Anil Kumar; A Kumar,Abstract: The design studies of the ring shaped force transducers have been carried out onthe basis of elastic theory of thin rings under the axial forces and using suitableassumptions/approximations; analytical expressions have been driven for stress s/strain andaxial deflection. The present study attempts to present an analysis for design studies of thering shaped force transducers by studying a number of ring shaped force transducers andsuggests the effect of various nominal quantities over the force transducer.,Int. J. Engg. Sci. & Technol,2011,2
Delayed presentation of spinal cord trauma,Babita Gupta; Pramendra Agrawal; Nita D'souza; Kapil Soni; Ajit Kumar,Abstract Noncontrast computed tomography (NCCT) of head and cervical spine revealed a 4mm rent in anterior wall of trachea at level of C6-7 Contrast-enhanced computedtomography (CECT) thorax and abdomen revealed bilateral lower lobe lung contusions. Theexact mechanism of SCI in our patient remains a matter of speculation; however; one of thehypothesis is that extension injury of the spinal cord resulted in intimal tear of vessels(anterior spinal artery) supplying it; which acted as a nidus for thrombotic occlusion ofvascular supply.,Journal of neurosciences in rural practice,2011,2
Analysis of optimized elliptic cryptographic protocol on resource poor tiny node,Ashwini Kumar,Abstract. Wireless communication is inherently unreliable and can cause packets to bedamaged or dropped. This unreliability in communication poses additional threats to thenodes if dropped packets are taken over by adversaries. Optimized Elliptic curvecryptography (O-ECC) can assist more secure towards WSN security and better protocoldesign. Optimized Elliptic curve cryptography is not only emerged as an attractive public keycrypto-system for mobile/wireless environments but also provides bandwidth savings. Thispaper presents a light security algorithm ie Optimized ECC which is enhancement oftraditional Elliptic Curve Cryptography for wireless sensor network.,*,2011,2
A comparative analysis of various exact string-matching algorithms for virus signature detection,Amit Kumar; Vishrut Sharma; Shishir Kumar,Abstract-Since the evolution of computer network; virus has been a constant threat to one'sprivacy and system well being. This threat is growing day-by-day and has acquired interestof some major research works in the field of Information Technology. Computer virusestoday pose a great security threat; thanks to the advancement in virus programmingtechnology. Due to the Internets' feature of unrestricted connectivity and widespreadsoftware homogeneity these pathogens exploit tremendous parallelism in their propagationtoo. Modern viruses are built to propagate like worms; so swiftly that no human-mediatedaction can even hope of containing an outbreak. An anti-virus is needed to detect andcontain such threats. Modern day anti-virus software implements two main approaches inorder to detect viruses viz. signature-based detection and anomaly-based detection …,The Proc. of SCICT-2011,2011,2
Determination of Quantum Efficiency of UVIT Flight Model Detectors,CS Stalin; S Sriram; Amit Kumar,UVIT has three FM detectors of same type for imaging in three wavelength regions FUV; NUVand VIS bands. During March 2010; some experiments were carried out at CREST; Hoskote;with an aim to calibrate the Quantum Efficiency (QE) of FM detectors of UVIT … Calibration testswere carried out to measure the following … The QE measurement for each detector involvestwo steps … 1. Measurement of the number of photons detected by the detector … 2. Measurementof the total number of photons falling on the detector surface … Both these tests need the sameexperimental conditions to be maintained … To measure the total no. of photons falling on thedetector input window; a NIST photo-diode … Model Detector Modules (DM). Therefore; sufficientamount of light is to be made incident … However; before performing the experiment; the maskalso needs to be well calibrated such … Fig. 1: Test set up for calibrating the mask,*,2010,2
Designing a protected area network for conservation planning in Jhum landscapes of Garo Hills; Meghalaya,A Kumar; BG Marcot; G Talukdar,Abstract We studied vegetation and land cover characteristics within the existing array ofprotected areas (PAs) in South Garo Hills of Meghalaya; northeast India and introduce theconcept of protected area network (PAN) and methods to determine linkages of forestsamong existing PAs. We describe and analyse potential elements of a PAN; including PAs;reserved forests; surrounding buffers as zones of influence; and connecting forest corridors;which collectively can provide old-forest habitat for wildlife species linked across alandscape dominated by jhum (shifting cultivation) agriculture. ANOVA and Chisquareanalyses of patch characteristics and forest tree diversity suggested the presence of equallyspecies-rich and diverse old forest cover (tropical evergreen; semi-evergreen anddeciduous forest types) in portions of unprotected private and community owned land …,Journal of the Indian Society of Remote Sensing,2010,2
Building a knowledge repository of educational resources using dynamic harvesting,More Prashant; Dangi Ankit; Singh Manoj Kumar; Akshay Kumar; M Sasikumar,World Wide Web is hosting huge information regarding lots of areas and education is not anexception. Given the huge amount of data; searching for any educational resource manuallyis very difficult. To overcome this; an intelligent repository of educational resources thathelps to decide among the available resources is needed. This paper discusses an attemptto build such repository. This will help users to decide among the available solutions for theirneeds by providing a comparative analysis among the solutions. The user will also beprovided with user experience of the solutions. As the content over the web changesregularly and also new resources get added to the web; the repository will be updateddynamically. And all these tasks are done automatically as far as possible. This work usescrawling; classification; and information extraction techniques for the task of identifying …,Technology for Education (T4E); 2010 International Conference on,2010,2
Biogas manure (BGM) from mixed kitchen Waste: a trail study,Ajit Kumar; Amish Kumar; Rajeev Kumar; JS Sudarsan,ABSTRACT A prototype anaerobic model of 4.37 m3 was developed for the study of biogasproduction and biogas manure from the mixed kitchen waste generated from SRM Universityhostels. It was developed for a trail study for establishment of 90 m3 biogas plant in thecampus. SRM hostels consists of 12 Block with 4 kitchens cooking food for more than 6000students. It was estimated that an average food waste (cooked and uncooked) per personwas 200 gm. The option available for management of this huge kitchen waste was openland disposal and as animal feed. The reactor was filled with 2/3rd of its capacity with mixedkitchen waste; cow dung and sewage in definite proportiona. The retention period wasmaintained for 40 days. The biogas is evolved during the period of digestion its was simpleexhausted in atmosphere. The study was mainly based on biogas manure quality which …,Journal of Environmental Research And Development Vol,2010,2
Optimizing the path loss of wireless indoor propagation models using CSP algorithms,Nagendra Sah; Neelam Rup Prakash; Amit Kumar; Davendra Kumar; Deepak Kumar,Constraint programming is the study of computational system based on constraints. The ideaof constraint programming is to solve problem by stating constraints about the problem andconsequently finding the solution satisfying all the constraints. In this paper the application ofconstraint satisfaction programming is used in predicting the path loss of various indoorpropagation models using chronological backtrack algorithm; which is basic algorithm ofCSP. After predicting the path loss at different set of parameters such as frequencies (f); floorattenuation factor (faf); path loss cofficient (n); penetration attenuation factor (paf); we find theoptimum set of parameter (frequency (f); floor attenuation factor (faf); path loss cofficient (n);penetration attenuation factor (paf) at which path loss is minimum. The Branch and boundalgorithm is used to optimized the constraint satisfaction problem. The comparison of the …,Computer and Network Technology (ICCNT); 2010 Second International Conference on,2010,2
Clinical observation on Greeva Stambha (cervical spondylosis) Chikitsa,Shveta Katyal Bharti; Adarsh Kumar; Renu Makhija; Ramesh Babu Devalla,Abstract Greeva Stambha (A Vataja Disorder) simulates cervical spondylosis; which is achronic degenerative condition of the cervical spine. Keeping in view the increasingincidence of this problem in modern society with more of desk-workers; an observationalstudy was conducted on 22 patients of Greeva stambha vis-a-vis cervical spondylosisselected from OPD/IPD of CRIA; Punjabi-Bagh; New-Delhi; satisfying the inclusion criteria.The Vatahara treatment viz. Maha Yogaraj Guggulu 500 mg BD; Panchguna tail for local useand Nadi sweda (Local steam with Dashmoola Kwatha) were given for seven days. Theresults were assessed on the basis of symptomatic improvement using visual analog scale.,Ayu,2010,2
Deposition apparatus for improving the uniformity of material processed over a substrate and method of using the apparatus,*,Deposition apparatus for uniformly forming material on a substrate in accordance with anexemplary embodiment is provided. The deposition apparatus includes an energy source;an electrode in a facing; spaced relationship with respect to the substrate; and interfacestructure joined to the electrode. The interface structure is configured to electrically coupleenergy from the energy source through and about the interface structure to the electrode forformation of a substantially uniform electric field between the electrode and a predeterminedarea of the substrate when the interface structure is supplied with energy from the energysource.,*,2010,2
Synthesis of (7-methoxynaphthalen-2-yl (amino methyl)-1; 3; 4-thiadiazol-2-yl) phenylazetidin-2-one as anti-inflammatory agents,Sanjay Kumar; Amit Kumar; Gaurav Chikara; Gajendra Kumar; Pawan Kumar; Rajiv Kumar; Nupur Shisodia; BP Yadav; YP Garg,ABSTRACT N-benzylidene-5-(7-methoxynaphthalene-2-ylamino) methyl)-1; 3; 4-thiadiazol-2-amine (4a-4e); 3-(5-(7-methoxynaphthalen-2-ylamino) methyl)-1; 3; 4-thiadiazol-2-yl)-2-phenyl thia-zolidin-4-one (5a-5e) and 3-chloro-1-(5-((7-methoxynaphthalen-2-yl amino)methyl)-1; 3; 4-thiadiazol-2-yl)-4-phenylazetidin-2-one (6a-6e) have been synthesized inpresent study. The structures of these newly synthesized compounds were confirmed bytheir analytical and spectral data. These compounds were also evaluated for their anti-inflammatory; analgesic activities. The compound (6e) was found to exhibit potentantiinflammatory activity as compared to the standard drugs phenylutazone. The structuresof all compounds have been evaluated by elemental and spectral analysis.,Oriental Journal of Chemistry,2010,2
Reverse micelles extraction of lactoferrin using cationic surfactant from whey,P Anjana; A PRADEEP Kumar; P Sirivansh; P Suryaprakash; R SENTHIL Kumar,ABSTRACT A promising whey protein separation technique; Reverse micelles (RM)extraction could be an important tool for obtaining the valuable food ingredients. RMtechniques have the potential to continuously extract specific proteins from an aqueousmixture; achieving simultaneous concentration and purification of specific proteins in anefficient manner. The extraction of lactoferrin (LF) protein; using nano-sized reverse micellesof nonionic surfactant polyoxyethylene pt-octylphenol (triton-X-100) is attempted here.Suitability of reverse micelles of cationic surfactant cetyl trimethylammonium bromide(CTAB) and triton-X-100/CTAB mixture in organic solvent for LF extraction is alsoinvestigated. The raw milk treated with 1M HCl at pH 6.5 and centrifuged to get wheysample. The whey sample was concentrated with 0.1 µm membrane enrichment and …,International Journal of Chemical Science,2010,2
Syntheses and characterization of coordination compounds of monobasic bidentate OS donor polystyrene-anchored azetidinone,Dinesh Kumar; Amit Kumar; Durga Dass; Praveen Kumar Gupta,Abstract The nucleophillic addition reaction followed by the elimination of one watermolecule between polystyrene 3-formylsalicylate (PSCH^ sub 2^-Fsal) and 2-aminoethanethiol in DMF in presence of ethyl acetate and triethylamine results in theformation of polystyrene N-(2-thiohydroxyethyl)-2'-hydroxybenzalideneimine-3'-carboxylate(PSCH^ sub 2^-LH^ sub 2^). A dioxane suspension of PSCH^ sub 2^-LH^ sub 2^ reacts withchloroacetyl chloride in presence of triethylamine to form polystyrene N-(2-thiohydroxyethyl)-4-(3'-carboxy-2'-hydroxyphenyl) azetidin-2-one; PSCH^ sub 2^-L'H^ sub 2^(I). A DMFsuspension of I reacts with appropriate metal ions and forms [PSCH^ sub 2^-L'HM (OAc)·DMF][where M= Cu (II); Co (II); Zn (II); Cd (II); UO^ sub 2^(VI)];[PSCH^ sub 2^-L'HM'(OAc)·3DMF][here M'= Ni (II); Mn (II)];[PSCH^ sub 2^-L'HMoO^ sub 2^-(acac)] and [PSCH^ sub 2 …,Asian Journal of Chemistry,2009,2
Test before you stop,Abhishek Kumar; David H Roberts,This commendable work by O'Riordan et al 1 will undoubtedly be an invaluable guide forsurgeons. However; due to variable individual response to clopidogrel; 2 the decision tostop treatment with clopidogrel should be based on the level of platelet inhibition. Suchpatients can be identified and monitored using simple bedside assay. 3 This variability in theantiplatelet activity of clopidogrel can be attributed to genetic polymorphism. 4 Thus; thosewith low responses to clopidogrel whose bleeding risks are minimal but who are at higherrisk of further major cardiovascular events 5 can be offered surgery early; and potentiallyfatal cardiovascular complications can be avoided.Due to the problems related to variableresponses to clopidogrel; novel P2Y12 antagonists; like prasugrel; ticagrelor; and cangrelor;with more potent antiplatelet effects are emerging. Although these agents cause higher …,Archives of Surgery,2009,2
Lupus vulgaris with abscess,P Kinra; S Srinivasan; SPV Turlapati; A Kumar,Tuberculosis of skin though uncommon can occur by direct inoculation; haematogenousspread from internal lesion and an underlying tuberculous lesion breaking open through theskin. Lupus vulgaris (LV) has a multifactorial pathogenesis (inoculation; haematogenous)and generally presents as erymptometic; chronic reddish brown plaques. This can beassociated with tuberculosis of other organs viz the lung; bone; lymph node or the joints [1].We report a case of lupus vulgaris presenting with psoriasiform papules on the forearm.,Medical journal; Armed Forces India,2009,2
Physico-chemical studies on the coordination compounds of polystyrene-anchored azetidinone,Dinesh Kumar; Arun Syamal; Amit Kumar; Anju Gupta; Durga Dass,ABSTRACT The reaction between polystyrene 3-formylsalicylate and benzoylhydrazide inDMF in the presence of ethyl acetate results in the formation of polystyrene N-(2-carbamoylphenyl)-2'-hydroxybenzylideneimine-3'-carboxylate (I). A dioxane suspension of Ireacts with chloroacetyl chloride in the presence of triethylamine to form polystyrene N-(2-carbamoylphenyl)-4-(2'-hydroxy-3'-carboxybenzylidene) azetidin-2-one; PSCH2–LH2 (II). ADMF suspension of II reacts with Mn (II); Co (II); Ni (II); Cu (II); Zn (II); Cd (II); Fe (III); Zr (IV);MoO2 (VI) and UO2 (VI) ions and forms:[PSCH2–LHM (OAc)(DMF)][here M= Co (II); Cu (II);Zn (II); Cd (II); UO2 (VI)];[PSCH2–LHM (OAc)(DMF) 3][here M= Mn (II); Ni (II)];[PSCH2–LHFeCl2 (DMF) 2];[PSCH2–LHZr (OH) 3 (DMF) 2] and [PSCH2–LHMoO2 (acac)]. Thepolystyrene-anchored coordination compounds have been characterized on the basis of …,Oriental Journal of Chemistry,2009,2
Extending moodle to support offline assessments,Archana Rane; Akshay Kumar; Harmeet Saini; M Sasikumar; Raintree Marg,Abstract—Conducting objective-type exams using online testing tools is becoming popularin academics as well as corporate. This increasing popularity is due to the various benefitsoffered by such tools such as reduced time and effort due to automated evaluation ofobjective-type questions; ease in analysis of exam data stored in electronic form; availabilityof sophisticated reports and statistics; auto-updation in the grade book; question bankingfacility; etc. But; often objective-exams are still conducted in an offline mode–using OMRsheets for example; mainly due to infrastructure constraints; lack of technical support;security and recovery concerns; etc. It will be useful if such offline exams can also utilize thebenefits offered by an online testing tool. However most of the existing online testingsystems provide support for only completely “online” exams. In this paper; we describe …,Proceedings of national seminar on e-learning and e-learning technologies (ELELTECH),2009,2
Congenital rubella syndrome presenting at birth with blueberry muffin rash and communicating hydrocephalus,Sriparna Basu; Aditya Kumar Gupta; Ayan Kumar; Poonam Singh; Ashok Kumar,Abstract We report a preterm; small-for-gestational age; very low birth weight male neonatepresenting at birth with generalized reddish blue papulonodular lesions (including palmsand soles); anemia; thrombocytopenia; hepatosplenomegaly; interstitial pneumonitis;sensorineural deafness; atrial septal defect; and communicating hydrocephalus. A diagnosisof blueberry muffin rash in a child with congenital rubella syndrome and communicatinghydrocephalus was made based on clinical and laboratory findings. The rash disappearedby 10th day of life.,Journal of Pediatric Neurology,2009,2
Value chain finance to develop the honey sub-sector in India,Ashok Kumar,Value chain finance is critical in every context to enable low-income producers/growers tostart and expand their enterprises and to help them increase their incomes sustainably. Thisarticle documents how credit was important when EDA Rural Systems attempted to developa beekeeping sub-sector by facilitating bank loans to beekeepers though this has been achallenging task for the EDA project team. Later; on the basis of a value chain assessment ofthe sub-sector and the experience gained; EDA adopted a more comprehensive approachto addressing other issues limiting the overall growth of the sub-sector. Facilitating credit tobeekeepers and other enterprises in the value chains became even more important. Ourexperience in this subsector suggests that while several other appropriate interventionshave to be designed and implemented along with facilitating bank finance to enterprises if …,Enterprise Development and Microfinance,2008,2
Detection and Prevention of Phishing Attacks Using Linkguard Algorithm,Suresh T Kumar; Venkatesh Kumar; Ashok Kumar,*,*,2008,2
Capacitor-shunted transmitter for power reduction in inductive-coupling clock link,Amit Kumar; Noriyuki Miura; Tadahiro Kuroda,Abstract The importance of low-power and high-speed chip-to-chip communication betweenstacked chips is increasing in system in a package (SiP) systems. Wireless chip-to-chipcommunication is a promising technology that can increase the speed of inter-chip datatransfer with very little area and power overhead. The wireless clock link in this schemeconsumes more power than wireless data circuits. To reduce the overall power consumptionwe need to reduce the power consumed in the clock link of the circuit. In this paper wepresent a simple yet effective transmitter circuit; namely a capacitor-shunted transmitter; toreduce the power consumed in the clock transmitter. The simulation is carried out in spectre;and; to confirm the simulation result; a test chip is fabricated using Taiwan SemiconductorManufacturing Company (TSMC) 0.18 µm complementary metal–oxide–semiconductor …,Japanese Journal of Applied Physics,2008,2
Package of practices for strawberry cultivation with modern techniques under north Indian plains,R Singh; RR Sharma; A Kumar; DB Singh,Abstract: Studies were conducted to standardize the package of practices of strawberrycultivation with modern techniques under northern Indian Plains. Micro-irrigation system hasbeen found to be quite successful for its remunerative cultivation. Use of micro-sprinklerduring early stage and drip system during flowering and fruiting has given encouragingresults. Further; with the use of micro-sprinkler; its planting can be done up to mid-September; which reduces plant mortality and enhances fruit yield significantly compared tothe traditional method and increases the period of fruit availability (mid-January to March).The use of plastic tunnels during night (5 pm to 9 am) enhances fruiting and flowering by twoweeks and fruit yield by 27%. Bed planting coupled with micro irrigation system; strawberrycultivation with plant population of 90;000 to 1; 00;000 plants/ha has proved to be …,VI International Strawberry Symposium 842,2008,2
Lizard bite in Indian child: Case report.,Amar M Taksande; Pankaj Murkey; Arvind Kumar; KY Vilhekar,*,*,2008,2
Essential element levels in thalassemia major patients.,Amar Taksande; Krishna Vilhekar; Arvind Kumar,We read with very interest the article on evaluation of some essential element levels inthalassemia major patients in Mosul district; Iraq which was neatly written by Al-Samarrai etal. 1 I acknowledge that this study is timely and contributes valuable data. We would like tohighlight and comment some points regarding the article. Thalassemia major are mostcommon single gene disorder in the world and represents the life threatening variety of thisdisorder wherein the child's life depends upon receipt of regular red cell transfusions. Themanagement of thalassemia major which includes blood transfusion and chelation therapyhas dramatically extended the life expectancy of thalassemic patients who can now surviveinto their fourth and fifth decades of life. However; chronic iron-overload due to frequentblood transfusion is a major cause of organ failure and mortality worldwide. The study …,Saudi medical journal,2008,2
Variable irrigation and fertigation effects on response of onion (Allium cepa) in a semi-arid environment,Satyendra Kumar; M Imtiyaz; A Kumar,*,Indian journal of agricultural science,2008,2
Efficacy of double injection buserelin improving pregnancy rates oestrus repeat breeding crossbred cattle,DINESH DADARWALI; M Honparkhe; GS CI-IEEDE SINGH; AlEET KUMAR,ABSTRACT The present study was aimed at investigating the efficacy of twice administration(at AI and midluteal) of GnRH analog buserelin over a single injection (at AI) in improvingthe pregnancy rates in prolonged oestrus repeat breeding crossbred cows. For this; 75prolonged oestrus repeat breeding and 13 normal cycling cattle were subjected to rectalpalpation of genitalia and blood sampling for assessing the ovarian structures andprogesterone concentration for one oestrus cycle between 3 and 4 days intervals. In the nextoestrus; group 1 has normal cycling CO\VS (13: untreated~ normal cycling control). Therepeat breeding cattle were randon11y distributed amongst 3 groups viz. group 2 (18: repeatbreeding control)-in which no treatment was given~ group 3 (29: single injection)-Inj.buserelin 20 mg (receptal; 5 ml) was given intramuscularly 6 h before the AI~ and group 4 …,Indian Journal ofAnimal Sciences,2007,2
Analysis of mesocavity DNA biochip for respiratory syncytial virus (RSV) diagnosis,Souheil Zekri; Arun Kumar; Shree R Singh; Ashok Kumar,Nanoscale biochips; based on DNA; are highly selective for biological molecules todiagnose various diseases and disorders with high sensitivity and specificity. A novel opticaland mechanical approach to diagnose RSV infections has been developed by preparing asurface of porous silicon composed of mesocavities attached with RSV specific single strandDNA (ssDNA) followed by its hybridization with complementary DNA (cDNA). DNA biochipprototypes were fabricated by electro-chemical etching of silicon wafer consisting ofmesocavities with a porosity of 9%. ssDNA specific to RSV genome were then attached tothe mesocavities using tetra-ethyl-ortho-silicate (TEOS) as a cross linker. Hybridization ofssDNA with its cDNA probe containing fluorescence molecule was investigated. Wecharacterized the DNA biochip and confirmed the DNA attachment and its hybridization …,Journal of Biomedical Nanotechnology,2007,2
