A query language for XML,Alin Deutsch; Mary Fernandez; Daniela Florescu; Alon Levy; Dan Suciu,Abstract An important application of XML is the interchange of electronic data (EDI) betweenmultiple data sources on the Web. As XML data proliferates on the Web; applications willneed to integrate and aggregate data from multiple source and clean and transform data tofacilitate exchange. Data extraction; conversion; transformation; and integration are all well-understood database problems; and their solutions rely on a query language. We present aquery language for XML; called XML-QL; which we argue is suitable for performing theabove tasks. XML-QL is a declarative;relational complete'query language and is simpleenough that it can be optimized. XML-QL can extract data from existing XML documents andconstruct new XML documents.,Computer networks,1999,900
Exporting and interactively querying web service-accessed sources: The CLIDE system,Michalis Petropoulos; Alin Deutsch; Yannis Papakonstantinou; Yannis Katsis,Abstract The CLIDE System assists the owners of sources that participate in Web service-based data publishing systems to publish a restricted set of parameterized queries over theschema of their sources and package them as WSDL services. The sources may berelational databases; which naturally have a schema; or ad hoc information/applicationsystems whereas the owner publishes a virtual schema. CLIDE allows information clients topose queries over the published schema and utilizes prior work on answering queries usingviews to answer queries that can be processed by combining and processing the results ofone or more Web service calls. These queries are called feasible. Contrary to prior work;where infeasible queries are rejected without an explanatory feedback; leading the user intoa frustrating trial-and-error cycle; CLIDE features a query formulation interface; which …,ACM Transactions on Database Systems (TODS),2007,22
Query set specification language (QSSL),Michalis Petropoulos; Alin Deutsch; Yannis Papakonstantinou,Abstract Applications require access to multiple information sources and the data of otherapplications. WSDLbased web services are becoming a popular way of making informationsources available on the web and; hence; to applications that need to consume them--oftenvia data integration systems that combine the data of multiple sources. We argue that thefunction signature paradigm that is used today by web services cannot capture the querycapabilities provided by structurally rich and functionally powerful information sources; suchas relational databases. We propose the Query Set Specification Language (QSSL) thatallows the concise description of sets of parameterized XPath queries. A QSS is embeddedin a WSDL specification to form a specialized type of web services; called Data Services.Data Services connect the calls that the source accepts with the underlying schema …,IN PROC. OF WEBDB,2003,21
Privacy in GLAV information integration,Alan Nash; Alin Deutsch,Abstract We define and study formal privacy guarantees for information integration systems;where sources are related to a public schema by mappings given by source-to-targetdependencies which express inclusion of unions of conjunctive queries with equality. Thisgeneralizes previous privacy work in the global-as-view publishing scenario and coverslocal-as-view as well as combinations of the two. We concentrate on logical security; wheremalicious users have the same level of access as legitimate users: they can issue queriesagainst the global schema which are answered under “certain answers” semantics and thenuse unlimited computational power and external knowledge on the results of the queries toguess the result of a secret query (“the secret”) on one or more of the sources; which are notdirectly accessible. We do not address issues of physical security; which include how to …,International Conference on Database Theory,2007,20
XML query reformulation over mixed and redundant storage,Alin Deutsch; Val Tannen,This thesis addresses the problem of reformulation of XML queries when the data is storedin mixed (relational and XML) storage. The problem of query reformulation is a very generalone: given two schemas P and S and a correspondence CR between them; and given aquery Q (P) formulated in terms of P; find a query X (S) formulated in terms of S that isequivalent to Q modulo the correspondence CR.,*,2002,20
Towards a shared ledger business collaboration language based on data-aware processes,Richard Hull; Vishal S Batra; Yi-Min Chen; Alin Deutsch; Fenno F Terry Heath III; Victor Vianu,Abstract Shared ledger technologies; as exemplified by Blockchain; provide a newframework for supporting business collaborations that is based on having a high-reliability;shared; trusted; privacy-preserving; nonrepudiable data repository that includesprogrammable logic in the form of “smart contracts”. The framework has the potential todramatically transform business collaboration across numerous industry sectors; includingfinance; supply chain; food production; pharmaceuticals; and healthcare. Widespreadadoption of this technology will be accelerated by the development of business-levellanguages for specifying smart contracts. This paper proposes that data-aware businessprocesses; and in particular the Business Artifact paradigm; can provide a robust basis for ashared ledger Business Collaboration Language (BCL). The fundamental rationale for …,International Conference on Service-Oriented Computing,2016,19
Querying XML data sources that export very large sets of views,Bogdan Cautis; Alin Deutsch; Nicola Onose; Vasilis Vassalos,Abstract We study the problem of querying XML data sources that accept only a limited set ofqueries; such as sources accessible by Web services which can implement very large(potentially infinite) families of XPath queries. To compactly specify such families of querieswe adopt the Query Set Specifications; a formalism close to context-free grammars. We saythat query Q is expressible by the specification P if it is equivalent to some expansion of P. Qis supported by P if it has an equivalent rewriting using some finite set of P's expansions. Westudy the complexity of expressibility and support and identify large classes of XPath queriesfor which there are efficient (PTIME) algorithms. Our study considers both the case in whichthe XML nodes in the results of the queries lose their original identity and the one in whichthe source exposes persistent node ids.,ACM Transactions on Database Systems (TODS),2011,19
Policy-aware sender anonymity in location based services,Alin Deutsch; Richard Hull; Avinash Vyas; Kevin Keliang Zhao,Sender anonymity in location-based services (LBS) attempts to hide the identity of a mobiledevice user who sends requests to the LBS provider for services in her proximity (eg “findthe nearest gas station” etc.). The goal is to keep the requester's interests private even fromattackers who (via hacking or subpoenas) gain access to the request and to the locations ofthe mobile user and other nearby users at the time of the request. In an LBS context; the best-studied privacy guarantee is known as sender k-anonymity. We show that state-of-the artsolutions for sender k-anonymity defend only against naive attackers who have noknowledge of the anonymization policy that is in use. We strengthen the privacy guaranteeto defend against more realistic “policy-aware” attackers. We describe a polynomialalgorithm to obtain an optimum anonymization policy. Our implementation and …,Data Engineering (ICDE); 2010 IEEE 26th International Conference on,2010,19
Fol modeling of integrity constraints (dependencies),Alin Deutsch,Definition The term facet means ''little face'' and is often used to describe one side of amany-sided object; especially a cut gemstone. In the context of information science; where theitem being described is an information ob- ject; facets could refer to the object's author; date;topic; etc. Facets are used to describe both the organi- zation of information (facetedclassification); and to interface techniques that provide flexible access to that information (facetedsearch). The motivation for fac- eted classification and search is that any single organi- zationalstructure is too limiting to accommodate access to complex domains. Multiple independent facetsprovide alternative ways of getting to the same information; thus supporting a wider range ofend-user tasks and knowledge. The fields of faceted classification; information architecture; anddata modeling provide theory and methods for identifying and organizing facets. The …,*,2009,19
Automatic verification of database-centric systems,Alin Deutsch; Richard Hull; Victor Vianu,Software systems centered around a database are pervasive in numerous applications.They are encountered in areas as diverse as electronic commerce; e-government; scientificapplications; enterprise information systems; and business process management. Suchsystems are often very complex and prone to costly bugs; whence the need for verification ofcritical properties. Classical software verification techniques that can be applied to suchsystems include model checking and theorem proving. However; both have seriouslimitations. Indeed; model checking usually requires performing finite-state abstraction onthe data; resulting in loss of semantics for both the system and properties being verified.Theorem proving is incomplete; requiring expert user feedback. Recently; an alternativeapproach to verification of database-centric systems has taken shape; at the confluence …,ACM SIGMOD Record,2014,17
Abstractions for genomics,Vineet Bafna; Alin Deutsch; Andrew Heiberg; Christos Kozanitis; Lucila Ohno-Machado; George Varghese,Humans are a product of nature and nurture; meaning our phenotype (the composite of alloutward; measurable; characteristics; including our health parameters) is a function of twothings: our genotype (the DNA program in all cells) and the environment (all inputs to ahuman; like food and medicine). This arrangement is analogous to how the output of a program(such as a search engine) is a function of both the program and the input (keywords typed bya user). Using the same input with a different program (such as Google search vs. Bing) canresult in different output. In this analogy; the role of the medical professional is to provide informationthat is "diagnostic" (such as; "Is there a bug in the program based on observed output?");"prognostic" (such as; "Can output/outcome be predicted; given specific inputs; like diet?"); or"therapeutic" (such as; "Can a specific input; like a … Unlike computers; the human …,Communications of the ACM,2013,17
Design; implementation and management of rules in an active database system,Jürgen Zimmermann; Holger Branding; Alejandro P Buchmann; Alin Deutsch; Andreas Geppert,Abstract Active database systems must provide efficient support for event detection and ruleexecution. Large applications that benefit from facilities offered by active database systemsrequire tools for their whole life cycle—otherwise there will be no acceptance of this newdatabase technology. Therefore; we propose to extend the well-known and broadlyaccepted OMT design methodology to model classes and rules which have to be mappedonto a rule language. Then we present the rule languages of NAOS; SAMOS; and REACHand compare them from a user's point of view. To improve the rule management REACHoffers the facility to organize rules in so-called rule directories which provide a structuredname space like UNIX directories for the storage of files. Then we describe a comprehensiveset of commands for rules and rule directories; especially an access control mechanism …,International Conference on Database and Expert Systems Applications,1996,15
State-Boundedness in Data-Aware Dynamic Systems.,Babak Bagheri Hariri; Diego Calvanese; Marco Montali; Alin Deutsch,Abstract Verification of dynamic systems that manipulate data; stored in a database orontology; has lately received increasing attention. A plethora of recent works has shown thatverification of systems working over unboundedly many data is decidable even for very richtemporal properties; provided that the system is state-bounded. This condition requires theexistence of an overall bound on the amount of data stored in each single state along thesystem evolution. In general; checking stateboundedness is undecidable. An open questionis whether it is possible to isolate significant classes of dynamic systems for which state-boundedness is decidable. In this paper we provide a strong negative answer; by resortingto a novel connection with variants of Petri nets. In particular; we show undecidability forsystems whose data component contains unary relations only; and whose action …,KR,2014,14
Interactive query formulation over web service-accessed sources,Michalis Petropoulos; Alin Deutsch; Yannis Papakonstantinou,Abstract Integration systems typically support only a restricted set of queries over theschema they export. The reason is that the participating information sources contributelimited content and limited access methods. In prior work; these limited access methodshave often been specified using a set of parameterized views; with the understanding thatthe integration system accepts only queries which have an equivalent rewriting using theviews. These queries are called feasible. Infeasible queries are rejected without anexplanatory feedback. To help a developer; who is building an integration application; avoida frustrating trial-and-error cycle; we introduce the CLIDE query formulation interface; whichextends the QBE-like query builder of Microsoft's SQL Server with a coloring scheme thatguides the user toward formulating feasible queries. We provide guarantees that the …,Proceedings of the 2006 ACM SIGMOD international conference on Management of data,2006,14
Method and composite event detection in the\REACH" active database system,Alin Deutsch,*,Master's thesis; Technical University Darmstadt,1994,14
WAVE: Automatic Verification of Data-Driven Web Services.,Alin Deutsch; Victor Vianu,Abstract Data-driven Web services; viewed broadly as interactive systems available on theWeb for users and programs; provide the backbone for increasingly complex Webapplications. While this yields everincreasing functionality; the added complexity renderssuch applications more vulnerable to bugs and failures; potentially compromising theirrobustness and correctness. Therefore; there is a need to develop verification techniques forsuch Web services. The WAVE project at UC San Diego aims to develop new approachesfor automatic verification of data-driven Web services. The work relies on a novel; highlyeffective marriage of model checking and database techniques. We summarize briefly themain contributions of the project; which range from theoretical foundations to the successfulimplementation of a prototype verifier.,IEEE Data Eng. Bull.,2008,13
Beyond XML query languages,Peter Buneman; Alin Deutsch; Wenfei Fan; Hartmut Liefke; Arnaud Sahuguet; Wang-Chiew Tan,Abstract A query language is essential; if XML is to serve effectively as an exchange mediumfor large data sets. The design of query languages for XML is in its infancy; and the choice ofa standard may be governed more by user acceptance than by any understanding ofunderlying principles. One would hope that expressive power; performance; andcompatibility with other languages will be considered in choosing among alternatives; but itis likely that several contenders will co-exist for some time. It is worth observing that; duringthe 20-year development of relational query languages; several competing languages weredeveloped; and even today there are several relational query language standards. In spiteof this; a great deal of technology was developed that was independent of the surface syntaxof a query language. This included technology" below" the language such as efficient …,Database Research Group (CIS),1998,13
XTreeNet: democratic community search,Emiran Curtmola; Alin Deutsch; Dionysios Logothetis; KK Ramakrishnan; Divesh Srivastava; Kenneth Yocum,Abstract We describe XTreeNet; a distributed query dissemination engine which facilitatesdemocratization of publishing and efficient data search among members of onlinecommunities with powerful full-text queries. This demonstration shows XTreeNet in fullaction. XTreeNet serves as a proof of concept for democratic community search byproposing a distributed novel infrastructure in which data resides only with the publishersowning it. Expressive user queries are disseminated to publishers. Given the virtual natureof the global data collection (eg; the union of all local data published in the community) ourinfrastructure efficiently locates the publishers that contain matching documents with aspecified query; processes the complex full-text query at the publisher and returns allrelevant documents to querier.,Proceedings of the VLDB Endowment,2008,12
Integrating xml data sources using rdf/s schemas: The ics-forth semantic web integration middleware (swim),Ioanna Koffina; Giorgos Serfiotis; Vassilis Christophides; Val Tannen; Alin Deutsch,Abstract Semantic Web (SW) technology aims to facilitate the integration of legacy datasources spread worldwide. Despite the plethora of SW languages eg; RDF/S; OWL recentlyproposed for supporting large scale information interoperation; the vast majority of legacysources still rely on relational databases RDB published on the Web or corporate intranetsas virtual XML. In this paper; we advocate a Datalog framework for mediating high levelqueries to relational and or XML sources using community ontologies expressed in a SWlanguage such as RDF/S. We describe the architecture and the reasoning services of ourSW integration middleware; called SWIM; and we present the main design choices andtechniques for supporting powerful mappings between different data models; as well asreformulation and optimization of queries expressed against mediation schemas and …,Dagstuhl Seminar Proceedings,2005,11
Determining source contribution in integration systems,Alin Deutsch; Yannis Katsis; Yannis Papakonstantinou,Abstract Owners of sources registered in an information integration system; which providesanswers to a (potentially evolving) set of client queries; need to know their contribution to thequery results. We study the problem of deciding; given a client query Q and a sourceregistration R; whether R is (i)" self-sufficient"(can contribute to the result of Q even if it is theonly source in the system) or (ii)" now complementary"(can contribute; but only incooperation with other specific existing sources); or (iii)" later complementary"(can contributeif in the future appropriate new sources join the system). We consider open-world integrationsystems in which registrations are expressed using source-to-target constraints; and queriesare answered under" certain answer" semantics.,Proceedings of the twenty-fourth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2005,10
Verification of hierarchical artifact systems,Alin Deutsch; Yuliang Li; Victor Vianu,Abstract Data-driven workflows; of which IBM's Business Artifacts are a prime exponent;have been successfully deployed in practice; adopted in industrial standards; and havespawned a rich body of research in academia; focused primarily on static analysis. Thepresent work represents a significant advance on the problem of artifact verification; byconsidering a much richer and more realistic model than in previous work; incorporatingcore elements of IBM's successful Guard-Stage-Milestone model. In particular; the modelfeatures task hierarchy; concurrency; and richer artifact data. It also allows database key andforeign key dependencies; as well as arithmetic constraints. The results show decidability ofverification and establish its complexity; making use of novel techniques including ahierarchy of Vector Addition Systems and a variant of quantifier elimination tailored to our …,Proceedings of the 35th ACM SIGMOD-SIGACT-SIGAI Symposium on Principles of Database Systems,2016,9
Do-It-Yourself database-driven web applications,Keith Kowalzcykowski; Alin Deutsch; Kian Win Ong; Yannis Papakonstantinou; Kevin Keliang Zhao; Michalis Petropoulos,UCSD's app2you project [15](commercialized as app2you. com) and its successorFORWARD project [11] 1 belong to the emerging space of Do-It-Yourself (DIY); custom;hosted; database-driven web application platforms that empower non-programmer businessprocess owners to rapidly and cheaply create and evolve applications customized to theirorganizations' data and process needs. The hoped-for outcome of DIY platforms isparalleled to the emergence of spreadsheets in the 80s and of graphical presentation toolsin the 90s [1]. Before the arrival of tools such as powerpoint; polished presentations had tobe prepared by graphics professionals. PowerPoint enabled us to do them ourselves.,Proceedings of the 4th Biennial Conference on Innovative Data Systems Research (CIDR’09),2009,8
Querying XML with mixed and redundant storage,Alin Deutsch; Val Tannen,Abstract This paper examines some of the issues that arise in the process of XML publishingof mixed-storage proprietary data. We argue that such data will reside typically in RDBMS'sand/or LDAP; etc; augmented with a set of native XML documents. An additional challengeis to take advantage of redundancy in the storage schema; such as mixed materializedviews that are stored for the purpose of enhancing performance.,*,2002,8
Provenance-directed chase&backchase,Alin Deutsch; Richard Hull,Abstract The Chase&Backchase algorithm for rewriting queries using views is based onconstructing a canonical rewriting candidate called a universal plan (during the chasephase); then chasing its exponentially many subqueries in search for minimal rewritings(during the backchase phase). We show that the backchase phase can be sped upsignificantly if we instrument the standard chase to maintain provenance information. Theparticular provenance flavor required is known as minimal why-provenance in the literature;and it can be computed by exploiting the analogy between a chase step execution andquery evaluation.,*,2013,7
Interactive source registration in community-oriented information integration,Yannis Katsis; Alin Deutsch; Yannis Papakonstantinou,Abstract Modern Internet communities need to integrate and query structured information.Employing current information integration infrastructure; data integration is still a very costlyeffort; since source registration is performed by a central authority which becomes abottleneck. We propose the community-based integration paradigm which pushes thesource registration task to the independent community members. This creates newchallenges caused by each community member's lack of a global overview on how her datainteracts with the application queries of the community and the data from other sources. Howcan the source owner maximize the visibility of her data to existing applications; whileminimizing the clean-up and reformatting cost associated with publishing? Does her datacontradict (or could it contradict in the future) the data of other sources? We introduce …,Proceedings of the VLDB Endowment,2008,7
Load-balanced query dissemination in privacy-aware online communities,Emiran Curtmola; Alin Deutsch; KK Ramakrishnan; Divesh Srivastava,Abstract We propose a novel privacy-preserving distributed infrastructure in which dataresides only with the publishers owning it. The infrastructure disseminates user queries topublishers; who answer them at their own discretion. The infrastructure enforces a publisherk-anonymity guarantee; which prevents leakage of information about which publishers arecapable of answering a certain query. Given the virtual nature of the global data collection;we study the challenging problem of efficiently locating publishers in the community thatcontain data items matching a specified query. We propose a distributed index structure;UQDT; that is organized as a union of Query Dissemination Trees (QDTs); and realized onan overlay (ie; logical) network infrastructure. Each QDT has data publishers as its leafnodes; and overlay network nodes as its internal nodes; each internal node routes …,Proceedings of the 2010 ACM SIGMOD International Conference on Management of data,2010,6
Privacy in database publishing: a bayesian perspective,Alin Deutsch,Summary We present a unifying perspective of privacy guarantees in view-based andgeneralization-based publishing. This perspective uses a generic Bayesian privacy modelwhich generalizes both types of publishing scenarios and allows us to relate seeminglydisparate privacy guarantees found in the literature.,*,2008,6
CLIDE: interactive query formulation for service oriented architectures,Michalis Petropoulos; Alin Deutsch; Yannis Papakonstantinou,Integration systems typically support a restricted set of queries over the schema they export.The reason is that the participating information sources contribute limited content and limitedaccess methods. In prior work; these limited access methods have often been specifiedusing a set of parameterized views exported as Web services; with the understanding thatthe integration system accepts only queries which have an equivalent rewriting using theviews [5; 7; 9; 10]. These queries are called feasible. Infeasible queries are rejected withoutan explanatory feedback. To help a user; who is building an integration application; avoid afrustrating trial-and-error cycle; we demonstrate the CLIDE query formulation interface;which employes a coloring scheme to guide the user toward formulating feasible queries.CLIDE is based on Microsoft's Query Builder which is incorporated in MS SQL Server [1] …,Proceedings of the 2007 ACM SIGMOD international conference on Management of data,2007,6
Data Exchange; Data Integration; and Chase,Alan Nash; Alin Deutsch; Jeffrey Remmel,*,*,2006,6
Flexible hybrid stores: Constraint-based rewriting to the rescue,Francesca Bugiotti; Damian Bursztyn; Alin Deutsch; Ioana Manolescu; Stamatis Zampetakis,Data management goes through interesting times1; as the number of currently availabledata management systems (DMSs in short) is probably higher than ever before. This leadsto unique opportunities for data-intensive applications; as some systems provide excellentperformance on certain data processing operations. Yet; it also raises great challenges; as asystem efficient on some tasks may perform poorly or not support other tasks; making itimpossible to use a single DMS for a given application. It is thus desirable to use differentDMSs side by side in order to take advantage of their best performance; as advocated underterms such as hybrid or poly-stores. We present ESTOCADA; a novel system capable ofexploiting side-by-side a practically unbound variety of DMSs; all the while guaranteeing thesoundness and completeness of the store; and striving to extract the best performance out …,Data Engineering (ICDE); 2016 IEEE 32nd International Conference on,2016,5
Inconsistency resolution in online databases,Yannis Katsis; Alin Deutsch; Yannis Papakonstantinou; Vasilis Vassalos,Shared online databases allow community members to collaboratively maintain knowledge.Collaborative editing though inevitably leads to inconsistencies as different members entererroneous data or conflicting opinions. Ideally community members should be able to seeand resolve these inconsistencies in a collaborative fashion. However most current onlinedatabases do not support inconsistency resolution. Instead they try to by-pass the problemby either ignoring inconsistencies and treating data as if they were not conflicting or byrequiring inconsistencies to be resolved outside the system. To address this limitation; wepropose Ricolla; an online database system that; by treating inconsistencies as first-classcitizens; supports a natural workflow for the management of conflicting data. The systemcaptures inconsistencies (so that community members can easily inspect them) and …,Data Engineering (ICDE); 2010 IEEE 26th International Conference on,2010,5
Chase,Alin Deutsch; Alan Nash,Query processing algorithms are designed to efficiently exploit the available cache units inthe memory hierarchy. Cache-conscious algorithms typically employ knowledge ofarchitectural parameters such as cache size and latency. This knowledge can be used toensure that the algorithms have good temporal and/or spatial locality on the target platform.,*,2009,4
Integrating XML data sources using RDF,Ioanna Koffna,*,S Schemas: The ICS-FORTH Semantic Web Integration Middleware (SWIM) Master's Thesis Heraklion,2005,4
Score-consistent algebraic optimization of full-text search queries with graft,Nathan Bales; Alin Deutsch; Vasilis Vassalos,Abstract We address two open problems involving algebraic execution of full-text searchqueries. First; we show how to correctly apply traditional database rewrite optimizations tofull-text algebra plans with integrated scoring; and explain why existing techniques fail.Second; we show how our techniques are applied in a generic scoring framework thatsupports a wide class of scoring algorithms; including algorithms seen in the literature anduser-defined scoring.,Proceedings of the 2011 ACM SIGMOD International Conference on Management of data,2011,3
Chase & Backchase: A Method for Query Optimization with Materialized Views and Integrity Constraints,Alin Deutsch; Lucian Popa; Val Tannen,Abstract We have previously proposed chase and backchase as a novel method for usingmaterialized views and integrity constraints in query optimization. In this paper; we show thatthe method is usable in realistic optimizers by extending it to bag and mixed (ie bag-set)semantics as well as to grouping views and by showing how to integrate it with standard cost-based optimization. We understand materialized views broadly; including user-definedviews; cached queries and physical access structures (such as join indexes; access supportrelations; and gmaps). Moreover; our internal query representation supports object featureshence the method applies to OQL and (extended) SQL: 1999 queries. Chase andbackchase supports a very general class of integrity constraints; thus being able to findexecution plans using views that do not fall in the scope of other methods. In fact; we …,Technical Reports (CIS),2001,3
Optimization for physical independence in information integration components,Alin Deutsch; Lucian Popa; Val Tannen,Abstract We present an optimization method and algorithm motivated by the need forphysical independence in mediator-like components. Such components can store physicalaccess structures that facilitate joins or path navigation across the sources they cover. Usinghigh-level representations with the data structure of dictionaries (nite functions) we are ableto represent the physical access structures as views over the integrated logical schema ofthe sources. Dictionaries re ect directly the e ciency of the representation and facilitate costestimation. We de ne and enumerate in a novel manner a search space for query plans thatincorporate the physical access structures as views on the logical schema. We capture theviews through constraints (dependencies) and we use our previous work on the\equational"chase to rewrite with these constraints. This makes our method easy to integrate in the …,PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE DATA BASES,1999,3
Querying data sources that export infinite sets of views,Bogdan Cautis; Alin Deutsch; Nicola Onose,Abstract We study the problem of querying data sources that accept only a limited set ofqueries; such as sources accessible by Web services which can implement very large(potentially infinite) families of queries. We revisit a classical setting in which the applicationqueries are conjunctive queries and the source accepts families of conjunctive queriesspecified as the expansions of a (potentially recursive) Datalog program with parameters.We say that query Q is expressible by the program P if it is equivalent to some expansion ofP. Q is supported by P if it has an equivalent rewriting using some finite set of P'sexpansions. We present the first study of expressibility and support for sources that satisfyintegrity constraints; which is generally the case in practice.,Theory of Computing Systems,2011,2
FORWARD: Design Specification Techniques for Do-It-Yourself Application Platforms.,Gaurav Bhatia; Yupeng Fu; Keith Kowalczykowski; Kian Win Ong; Kevin Keliang Zhao; Alin Deutsch; Yannis Papakonstantinou,ABSTRACT The FORWARD project; as well as its app2you predecessor; is a Do-It-Yourselfweb application platform that enables non-programmers to create custom forms-drivenworkflow applications; where users with potentially different roles and rights interact. Ourexperience with the commercialized version of app2you (app2you. com) shows thatformsdriven workflow applications exhibit a viable balance between application scope andease of specification. The proposed demo uses a real-world application; the TechCrunch502008 reviewing application; to illustrate key specification techniques the Do-It-Yourselfdesign facility provides to nonprogrammer application creators. The demo audience will alsohave hands-on experience building applications without any programming.,WebDB,2009,2
Building an XQuery interpreter in a compiler construction course,Sara Miner More; Tim Pevzner; Alin Deutsch; Scott Baden; Paul Kube,Abstract For two years; we have been teaching a quarter-long compiler construction coursewhere students implement an interpreter for a variant of the XML query language XQuery.Our goal is to motivate students' interest in the course by exposing them to an interestingand powerful new language which they see as relevant to potential future experiences. Inthis paper; we first explain the workings of the course itself; and then describe somepedagogically interesting variants of the XQuery language. We close with a discussion ofchallenges faced and conclusions.,ACM SIGCSE Bulletin,2005,2
Xml path language (xpath) version 1.0. w3c recommendation; the world wide web consortium,Alin Deutsch; Liying Sui; Victor Vianu,Abstract We study data-driven Web applications provided by Web sites interacting with usersor applications. The Web site can access an underlying database; as well as stateinformation updated as the interaction progresses; and receives user input. The structureand contents of Web pages; as well as the actions to be taken; are determined dynamicallyby querying the underlying database as well as the state and inputs. The properties to beverified concern the sequences of events (inputs; states; and actions) resulting from theinteraction; and are expressed in linear or branching-time temporal logics. The resultsestablish under what conditions automatic verification of such properties is possible andprovide the complexity of verification. This brings into play a mix of techniques from logic andmodel checking. 1,Journal of Computer and System Sciences (JCSS) 2007; 73 (3): 442–474,1999,2
A Spin-based Verifier for Artifact Systems,Yuliang Li; Alin Deutsch; Victor Vianu,Abstract: Data-driven workflows; of which IBM's Business Artifacts are a prime exponent;have been successfully deployed in practice; adopted in industrial standards; and havespawned a rich body of research in academia; focused primarily on static analysis. Inprevious work we obtained theoretical results on the verification of a rich modelincorporating core elements of IBM's successful Guard-Stage-Milestone (GSM) artifactmodel. The results showed decidability of verification of temporal properties of a large classof GSM workflows; and established its complexity. Following up on these results; the presentpaper presents a practical implementation of a verifier relying on Spin; the classical model-checking tool. The implementation includes nontrivial optimizations and achievessatisfactory performance in real-world business process examples. Our results shed light …,arXiv preprint arXiv:1705.09427,2017,1
Datalography: Scaling datalog graph analytics on graph processing systems,Walaa Eldin Moustafa; Vicky Papavasileiou; Ken Yocum; Alin Deutsch,This paper presents the first Datalog evaluation engine for executing graph analytics overBSP-style graph processing engines. Building on recent advances in Datalog that supportefficient evaluation of aggregates functions; it is now easy for data scientists to author manyimportant graph algorithms succinctly. Without the burden of low-level parallelization andoptimization; data scientists can avoid programming to the quirks of the latest high-performance distributed computing framework. Where prior approaches build bespokeevaluation engines or modify generalized dataflow processing engines to achieveperformance; this work shows how to efficiently evaluate Datalog directly on BSP-style graphprocessing engines such as Giraph. Datalography incorporates both traditional Datalogoptimizations; such as semi-naive evaluation; and new evaluation algorithms and …,Big Data (Big Data); 2016 IEEE International Conference on,2016,1
Toward Scalable Hybrid Stores,Francesca Bugiotti; Damian Bursztyn; Alin Deutsch; Ioana Ileana; Ioana Manolescu,Data centric applications often use heterogeneous datasets: some very large while others ofmoderate size; some highly structured (eg; relations) while others complex structured (eg;graphs) or little structured (eg; log data). Facing them is a variety of storage systems butnone of which is the best for all; at all times. We present Estocada; an architecture we arecurrently developing to efficiently handle highly heterogeneous datasets based on adynamic set of potentially very different data stores. Estocada provides to the ap-plicationlayer access to each dataset in its native format; while hosting them internally in a set ofpotentially overlapping fragments; possibly distributed across heterogeneous stores. At thecore of Estocada lie powerful view-based rewriting and view selection algorithms to marrycorrectness with high performance.,SEBD Italian Symposium on Advanced Database Systems,2015,1
Querying contract databases based on temporal behavior,Elio Damaggio; Alin Deutsch; Dayou Zhou,Abstract Considering a broad definition for service contracts (beyond web services andsoftware; eg airline tickets and insurance policies); we tackle the challenges of building ahigh performance broker in which contracts are both specified and queried through theirtemporal behavior. The temporal dimension; in conjunction with traditional relationalattributes; enables our system to better address difficulties arising from the great deal ofinformation regarding the temporal interaction of the various events cited in contracts (eg"No refunds are allowed after a reschedule of the flight; which can be requested only beforeany flight leg has been used"). On the other hand; querying large repositories of temporalspecifications poses an interesting indexing challenge. In this paper; we introduce twodistinct and complementary indexing techniques that enable our system to scale the …,Proceedings of the 2011 ACM SIGMOD International Conference on Management of data,2011,1
XPath Views for Documents with Persistent Identifiers,Bogdan Cautis; Alin Deutsch; Nicola Onose,*,*,2007,1
Interactive Query Formulation for Systems that Rewrite Queries Using Views,Michalis Petropoulos; Alin Deutsch; Yannis Papakonstantinou,Abstract Integration systems typically support only a limited set of queries over the schemathey export. The reason is that the participating information sources contribute limitedcontent and limited access methods. In prior work; this query set has often been describedusing a set of views. We describe the CLIDE interactive system; which extends the QBE-likequery builder of Microsoft's SQL Server with a coloring scheme that guides the user towardformulating feasible queries. We formalize the behavior of the system using an interactiongraph. We present a modular architecture consisting of a front-end and a back-end thatenables the front-end's behavior by providing answers to particular questions about theinteraction graph. We developed a back-end for the case where the content and the accessmethods are described using parameterized views. In this case the set of feasible queries …,*,*,1
VERIFAS: a practical verifier for artifact systems,Yuliang Li; Alin Deutsch; Victor Vianu,Abstract Data-driven workflows; of which IBM's Business Artifacts are a prime exponent;have been successfully deployed in practice; adopted in industrial standards; and havespawned a rich body of research in academia; focused primarily on static analysis. Thepresent research bridges the gap between the theory and practice of artifact verification withVERIFAS; the first implementation of practical significance of an artifact verifier with fullsupport for unbounded data. VERIFAS verifies within seconds linear-time temporalproperties over real-world and synthetic workflows of complexity in the range recommendedby software engineering practice. Compared to our previous implementation based on thewidely-used Spin model checker; VERIFAS not only supports a model with richer datamanipulations but also outperforms it by over an order of magnitude. VERIFAS'good …,Proceedings of the VLDB Endowment,2017,*
