A reputation-based approach for choosing reliable resources in peer-to-peer networks,Ernesto Damiani; De Capitani di Vimercati; Stefano Paraboschi; Pierangela Samarati; Fabio Violante,Abstract Peer-to-peer (P2P) applications have seen an enormous success; and recentlyintroduced P2P services have reached tens of millions of users. A feature that significantlycontributes to the success of many P2P applications is user anonymity. However; anonymityopens the door to possible misuses and abuses; exploiting the P2P network as a way tospread tampered with resources; including Trojan Horses; viruses; and spam. To addressthis problem we propose a self-regulating system where the P2P network is used toimplement a robust reputation mechanism. Reputation sharing is realized through adistributed polling algorithm by which resource requestors can assess the reliability of aresource offered by a participant before initiating the download. This way; spreading ofmalicious contents will be reduced and eventually blocked. Our approach can be …,Proceedings of the 9th ACM conference on Computer and communications security,2002,874
Expressive and deployable access control in open web service applications,Claudio A Ardagna; Sabrina De Capitani di Vimercati; Stefano Paraboschi; Eros Pedrini; Pierangela Samarati; Mario Verdicchio,Traditional access control solutions; based on preliminary identification and authenticationof the access requester; are not adequate for the context of open web service systems;where servers generally do not have prior knowledge of the requesters. The researchcommunity has acknowledged such a paradigm shift and several investigations have beencarried out for new approaches to regulate access control in open dynamic settings.Typically based on logic; such approaches; while appealing for their expressiveness; resultnot applicable in practice; where simplicity; efficiency; and consistency with consolidatedtechnology are crucial. The eXtensible Access Control Markup Language (XACML) hasestablished itself as the emerging technological solution for controlling access in aninteroperable and flexible way. Although supporting the most common policy …,IEEE Transactions on Services Computing,2011,50
An XACML-based privacy-centered access control system,Claudio Agostino Ardagna; Sabrina De Capitani di Vimercati; Stefano Paraboschi; Eros Pedrini; Pierangela Samarati,Abstract The widespread diffusion of the Internet as the platform for accessing distributedservices makes available a huge amount of personal data; and a corresponding concernand demand from users; as well as legislation; for solutions providing users with form ofcontrol on their data. Responding to this requirement raises the emerging need of solutionssupporting proper information security governance; allowing enterprises managing userinformation to enforce restrictions on information acquisition as well as its processing andsecondary use. While the research community has acknowledged this emerging scenario;and research efforts are being devoted to it; current technologies provide still limitedsolutions to the problem. In this paper; we illustrate our effort in pursuing the goal of bringinginformation security governance restrictions deployable in current organizational contexts …,Proceedings of the first ACM workshop on Information security governance,2009,50
Primelife policy language,C Ardagna; Laurent Bussard; Sabrina De Capitani Di Vimercati; Gregory Neven; E Pedrini; S Paraboschi; F Preiss; P Samarati; S Trabelsi; M Verdicchio,The sudden popularity of social networks and web 2.0 applications changed radically theInternet landscape and the users' behavior. Today's young people are the first generationwith the ability to distribute information quickly; cheaply and to large groups of people. Theamount of personal and private information published and stored in the servers becomes sohuge that the traditional concepts of privacy were radically affected. To appease suchconcerns; enterprises and service providers publish privacy statements that promise fairinformation practices. Written in natural language or formalized using languages like P3P[1]; EPAL [2]; XACML [3] etc… they are only promises but not necessarily enforced bytechnical measures. These problems are amplified if personal data is used not only by theenterprise that collected the data; but also by secondary users such as partner …,W3C Workshop on Access Control Application Scenarios,2009,50
A review of repairing techniques for integrity maintenance,Piero Fraternali; Stefano Paraboschi,Abstract In this paper we review the research on integrity enforcement in database systems.Integrity enforcement is the task of ensuring that a user transaction applied to a legaldatabase state leads to a new state which is also legal. The common rationale of theresearch in this area is to centralize the management of data integrity; by extracting this taskfrom application programs and by bringing it into an ad-hoc component; which may beincorporated into the DBMS.,*,1994,46
Fragments and loose associations: Respecting privacy in data publishing,Sabrina De Capitani di Vimercati; Sara Foresti; Sushil Jajodia; Stefano Paraboschi; Pierangela Samarati,Abstract We propose a modeling of the problem of privacy-compliant data publishing thatcaptures confidentiality constraints on one side and visibility requirements on the other side.Confidentiality constraints express the fact that some attributes; or associations among them;are sensitive and cannot be released. Visibility requirements express requests for viewsover data that should be provided. We propose a solution based on data fragmentation tosplit sensitive associations while ensuring visibility. In addition; we show how sensitiveassociations broken by fragmentation can be released in a sanitized form as looseassociations formed in a way to guarantee a specified degree of privacy.,Proceedings of the VLDB Endowment,2010,41
Enabling privacy-preserving credential-based access control with XACML and SAML,Claudio A Ardagna; Sabrina De Capitani di Vimercati; Gregory Neven; Stefano Paraboschi; Franz-Stefan Preiss; Pierangela Samarati; Mario Verdicchio,In this paper we describe extensions to the access control industry standards XACML andSAML to enable privacy-preserving and credential-based access control. Rather thanassuming that an enforcement point knows all the requester's attributes; our extensionsallow the requester to learn which attributes have to be revealed and which conditions mustbe satisfied; thereby enabling to leverage the advantages of privacy-preservingtechnologies such as anonymous credentials. Moreover; our extensions follow a credential-based approach; ie; attributes are regarded as being bundled together in credentials; andthe policy can refer to attributes within specific credentials. In addition to defining languageextensions; we also show how the XACML architecture and model of evaluating policies canbe adapted to the credential-based setting; and we discuss the problems that such …,Computer and Information Technology (CIT); 2010 IEEE 10th International Conference on,2010,39
Automatic rule generation for constraint enforcement in active databases,Piero Fraternali; Stefano Paraboschi; Letizia Tanca,Abstract In conventional database systems; consistency is preserved either by forbiddingoperations that violate integrity constraints or by rolling back transactions that produceinconsistent database states. A third way to integrity maintenance is that of post processingfaulty transactions; by introducing system-generated compensating actions that lead to adatabase state which is consistent and as close as possible to that intended by the user.Active databases provide the appropriate technology to implement this paradigm. Weintroduce a framework in which constraints are expressed in a logical language andautomatically translated into a set of database rules. We stress automatic derivation not onlyof the triggering conditions of rules but also of the compensating actions; so that the user ispresented with the complete set of actions available to repair constraint violations. This …,*,1993,39
Efficient key management for enforcing access control in outsourced scenarios,Carlo Blundo; Stelvio Cimato; Sabrina De Capitani di Vimercati; Alfredo De Santis; Sara Foresti; Stefano Paraboschi; Pierangela Samarati,Abstract Data outsourcing is emerging today as a successful paradigm allowing individualsand organizations to exploit external servers for storing and distributing data. While trustedto properly manage the data; external servers are often not authorized to read them;therefore requiring data to be encrypted. In such a context; the application of an accesscontrol policy requires different data to be encrypted with different keys so to allow theexternal server to directly enforce access control and support selective dissemination andaccess. The problem therefore emerges of designing solutions for the efficient managementof the encryption policy enforcing access control; with the goal of minimizing the number ofkeys to be maintained by the system and distributed to users. Since such a problem is NP-hard; we propose a heuristic approach to its solution based on a key derivation graph …,IFIP International Information Security Conference,2009,38
An experimental evaluation of multi-key strategies for data outsourcing,Ernesto Damiani; S De Vimercati; Sara Foresti; Sushil Jajodia; Stefano Paraboschi; Pierangela Samarati,Abstract Data outsourcing is emerging today as a successful solution for organizationslooking for a cost-effective way to make their data available for on-line querying. To protectoutsourced data from unauthorized accesses; even from the (honest but curious) hostserver; data are encrypted and indexes associated with them enable the server to executequeries without the need of accessing cleartext. Current solutions consider the wholedatabase as encrypted with a single key known only to the data owner; which therefore hasto be kept involved in the query execution process. In this paper; we propose different multi-key data encryption strategies for enforcing access privileges. Our strategies exploit differentkeys; which are distributed to the users; corresponding to the different authorizations. Wethen present some experiments evaluating the quality of the proposed strategies with …,IFIP International Information Security Conference,2007,37
Id mapping attacks in p2p networks,Davide Cerri; Alessandro Ghioni; Stefano Paraboschi; Simone Tiraboschi,Current P2P (overlay) networks have been designed with a focus on the construction ofefficient mechanisms for the storage and retrieval of information among a community ofparticipating nodes; with limited attention to the protection from malicious behaviours. Thepaper analyzes the attacks that can be realized on the choice of identifiers by the nodes andproposes adequate countermeasures. The paper uses as a reference the Kademliaprotocol; but most of the results are immediately applicable to every DHT network.,Global Telecommunications Conference; 2005. GLOBECOM'05. IEEE,2005,35
Controlled information sharing in collaborative distributed query processing,Sabrina De Capitani di Vimercati; Sara Foresti; Sushil Jajodia; Stefano Paraboschi; Pierangela Samarati,We present a simple; yet powerful; approach for the specification and enforcement ofauthorizations regulating data release among data holders collaborating in a distributedcomputation; to ensure that query processing discloses only data whose release has beenexplicitly authorized. Data disclosure is captured by means of profiles; associated with eachdata computation; that describe the information carried by the result. We also present analgorithm that; given a query plan; determines whether it can be safely executed andproduces a safe execution strategy. The main advantage of our approach is its simplicitythat; without impacting expressiveness; makes it nicely interoperable with current solutionsfor collaborative computations in distributed database systems.,Distributed Computing Systems; 2008. ICDCS'08. The 28th International Conference on,2008,32
Integrity for join queries in the cloud,Sabrina De Capitani di Vimercati; Sara Foresti; Sushil Jajodia; Stefano Paraboschi; Pierangela Samarati,We address the problem of providing users with the ability to assess the integrity of joinresults produced by external computational providers and computed over externally storeddatabases. Our approach relies on different mutually supporting techniques offering strongintegrity protection guarantees at a limited cost. The application of the approach iscompletely transparent to the computational provider; against which data and queryconfidentiality are preserved. The paper introduces our techniques analytically; examiningtheir protection guarantees and performance. It also illustrates experimental results; whichconfirm the effectiveness and efficiency of our solutions.,IEEE Transactions on Cloud Computing,2013,31
Basi di dati: architetture e linee di evoluzione,Paolo Atzeni; Stefano Ceri; Piero Fraternali; Stefano Paraboschi; Riccardo Torlone,Segnalazioni con codici 20501/20503/20504: Alcuni dati obbligatori per il sito CINECA nonsono presenti o invalidi; oppure il sito CINECA non è riuscito ad individuare una rivista con idati forniti; è necessario controllare la correttezza dell'ISSN e/o EISSN dove applicabili e iltitolo della rivista.Segnalazioni con codici 20201/20202: La pubblicazione non è statatrasferita SOLO per i docenti segnalati nel messaggio a causa di problemi nell'anagraficaCINECA e/o di Ateneo (pe i codici fiscali non sono gli stessi) oppure perché si tratta didocenti che; pur essendo abilitati all'inserimento nel sistema di Ateneo; non hanno facoltà disincronizzare le proprie pubblicazioni in CINECA. Tutti gli altri eventuali coautori senzasegnalazione troveranno la pubblicazione correttamente nel proprio spazio personaleCINECA.,*,2003,31
Run-time detection of non-terminating active rule systems,Elena Baralis; Stefano Ceri; Stefano Paraboschi,Abstract Especially during the design and tuning of active rules; it is possible that ruleexecution enters an endless loop; where rules “cascade” by triggering each otherindefinitely; so that their processing does not terminate. Commercial systems detect thissituation in a simple way; by keeping counters on the number or depth of cascading rules;and suspending an execution when the counters exceed given thresholds. However; thesetting of these counters is quite critical: too low thresholds may cause the halting of ruleprocessing in absence of loops; too high thresholds may reveal a loop only after anexpensive processing. In this paper; we propose a technique for revealing loops; which isbased on recognizing that a given situation has already occurred in the past and thereforewill occur an infinite number of times in the future. This technique is potentially very …,International Conference on Deductive and Object-Oriented Databases,1995,31
Integrating trust management and access control in data-intensive web applications,Sabrina De Capitani Di Vimercati; Sara Foresti; Sushil Jajodia; Stefano Paraboschi; Giuseppe Psaila; Pierangela Samarati,Abstract The widespread diffusion of Web-based services provided by public and privateorganizations emphasizes the need for a flexible solution for protecting the informationaccessible through Web applications. A promising approach is represented by credential-based access control and trust management. However; although much research has beendone and several proposals exist; a clear obstacle to the realization of their benefits in data-intensive Web applications is represented by the lack of adequate support in the DBMSs. Asa matter of fact; DBMSs are often responsible for the management of most of the informationthat is accessed using a Web browser or a Web service invocation. In this article; we aim ateliminating this gap; and present an approach integrating trust management with the accesscontrol of the DBMS. We propose a trust model with a SQL syntax and illustrate an …,ACM Transactions on the Web (TWEB),2012,30
Selective data outsourcing for enforcing privacy,Valentina Ciriani; Sabrina De Capitani di Vimercati; Sara Foresti; Sushil Jajodia; Stefano Paraboschi; Pierangela Samarati,Abstract Existing approaches for protecting sensitive information outsourced at external“honest-but-curious” servers are typically based on an overlying layer of encryption appliedto the whole database; or on the combined use of fragmentation and encryption. In thispaper; we put forward a novel paradigm for preserving privacy in data outsourcing; whichdeparts from encryption. The basic idea is to involve the owner in storing a limited portion ofthe data; while storing the remaining information in the clear at the external server. Weanalyze the problem of computing a fragmentation that minimizes the owner's workload;which is represented using different metrics and corresponding weight functions; and provethat this minimization problem is NP-hard. We then introduce the definition of locally minimalfragmentation that is used to efficiently compute a fragmentation via a heuristic algorithm …,Journal of Computer Security,2011,30
Effective scheduling of detached rules in active databases,Stefano Ceri; Claudio Gennaro; Stefano Paraboschi; Giuseppe Serazzi,While triggers have become a classical ingredient of relational database systems; researchin active databases is aiming at extending the functionality and expressive power of activerules beyond the scope of relational triggers. One of the most important current trendconcerns the support of detached active rules; ie; of rules which are executed as separatetransactions; running outside of the scope of the transaction which generates the triggeringevent. Detached rules have important applications in workflow management and globalintegrity maintenance across transactions. One of the main issues in designing the ruleengine for detached rules is determining their optimal scheduling. In this paper; we study theperformance of a detached rule scheduler whose objective is to minimize the interference ofdetached rule execution with regard to the normal transactional load. This objective is …,IEEE Transactions on Knowledge and Data Engineering,2003,30
Enforcing dynamic write privileges in data outsourcing,Sabrina De Capitani Di Vimercati; Sara Foresti; Sushil Jajodia; Giovanni Livraga; Stefano Paraboschi; Pierangela Samarati,Abstract Users and companies are more and more resorting to external providers for storingtheir data and making them available to others. Since data sharing is typically selective (ie;accesses to certain data should be allowed only to authorized users); there is the problem ofenforcing authorizations on the outsourced data. Recently proposed approaches based onselective encryption provide convenient enforcement of read privileges; but are not directlyapplicable for supporting write privileges. In this paper; we extend selective encryptionapproaches to the support of write privileges. Our proposal enriches the approach based onkey derivation of existing solutions and complements it with a hash-based approach forsupporting write privileges. Enforcement of write privileges and of possible policy updatesrelies on the–controlled–cooperation of the external provider. Our solution also allows the …,Computers & Security,2013,29
A protocol for reputation management in super-peer networks,Shalendra Chhabra; Ernesto Damiani; S De Capitani di Vimercati; Stefano Paraboschi; Pierangela Samarati,Peer-to-peer (P2P) applications have recently seen an enormous success and havereached millions of users. The main reason of this success is the anonymity the users enjoy.However; as recent experiences with P2P networks show; this anonymity offers anopportunity to exploit the network for abuses (eg; the spread of malware). In this paper weextend our previous work on P2PRep; a reputation management protocol for pure P2Pnetworks; in the case of super-peer networks. We present the design and implementation ofreputation-aware servants.,Database and Expert Systems Applications; 2004. Proceedings. 15th International Workshop on,2004,29
Basi di dati: concetti; linguaggi e architetture,Paolo Atzeni,*,*,1996,29
Enforcing confidentiality constraints on sensitive databases with lightweight trusted clients,Valentina Ciriani; Sabrina De Capitani di Vimercati; Sara Foresti; Sushil Jajodia; Stefano Paraboschi; Pierangela Samarati,Abstract Existing approaches for protecting sensitive information stored (outsourced) atexternal “honest-but-curious” servers are typically based on an overlying layer of encryptionthat is applied on the whole information; or use a combination of fragmentation andencryption. The computational load imposed by encryption makes such approaches notsuitable for scenarios with lightweight clients. In this paper; we address this issue andpropose a novel model for enforcing privacy requirements on the outsourced informationwhich departs from encryption. The basic idea of our approach is to store a small portion ofthe data (just enough to break sensitive associations) on the client; which is trusted beingunder the data owner control; while storing the remaining information in clear form at theexternal (honest-but-curious) server. We model the problem and provide a solution for it …,IFIP Annual Conference on Data and Applications Security and Privacy,2009,28
Private data indexes for selective access to outsourced data,Sabrina De Capitani di Vimercati; Sara Foresti; Sushil Jajodia; Stefano Paraboschi; Pierangela Samarati,Abstract Cloud storage services have recently emerged as a successful approach formaking resources conveniently available to large communities of users. Several techniqueshave been investigated for enabling such services; including encryption for ensuring dataprotection; as well as indexing for enabling efficient query execution on encrypted data.When data are to be made available selectively; the combined use of the two techniquesmust be handled with care; since indexes can put the confidentiality protection guaranteedby encryption at risk. In this paper; we investigate this issue and propose an indexingtechnique for supporting efficient access to encrypted data while preventing possibledisclosure of data to users not authorized to access them. Intuitively; our indexing techniqueaccounts for authorizations when producing indexes so to ensure that different …,Proceedings of the 10th annual ACM workshop on Privacy in the electronic society,2011,27
One-to-One Personalization of Data-Intensive Web Sites.,Stefano Ceri; Piero Fraternali; Andrea Maurino; Stefano Paraboschi,Abstract The main purpose of research on the integration of Web Technology with databasesystems is the delivery of Data-Intensive Web Sites; ie; Web applications whose primarypurpose is to present a large amount of content to a variety of possible users. These sitesmust offer a generic user the possibility to browse a large collection of data; in a way thatfulfills some application-specific goal eg; in electronic commerce; showing to each userexactly those goods that he will most likely purchase. Data-Intensive Web Sites are typicallygenerated by means of tools that extract content from large data sources eg; catalogs ofgoods. One important aspect of these tools is their ability to support one-to-one Webdelivery; ie; to give each user the impression of interacting with the application by means ofa dedicated interface; specifically tailored to the user's needs and preferences. In this …,WebDB (Informal Proceedings),1999,26
Fragmentation in presence of data dependencies,Sabrina De Capitani di Vimercati; Sara Foresti; Sushil Jajodia; Giovanni Livraga; Stefano Paraboschi; Pierangela Samarati,Fragmentation has been recently proposed as a promising approach to protect theconfidentiality of sensitive associations whenever data need to undergo external release orstorage. By splitting attributes among different fragments; fragmentation guaranteesconfidentiality of the associations among these attributes under the assumption that suchassociations cannot be reconstructed by re-combining the fragments. We note that therequirement that fragments do not have attributes in common; imposed by previousproposals; is only a necessary; but not sufficient; condition to ensure that information indifferent fragments cannot be recombined as dependencies may exist among data enablingsome form of linkability. In this paper; we identify the problem of improper informationleakage due to data dependencies; provide a formulation of the problem based on a …,IEEE Transactions on Dependable and Secure Computing,2014,24
Assessing query privileges via safe and efficient permission composition,Sabrina De Capitani di Vimercati; Sara Foresti; Sushil Jajodia; Stefano Paraboschi; Pierangela Samarati,Abstract We propose an approach for the selective enforcement of access control restrictionsin; possibly distributed; large data collections based on two basic concepts: i) flexibleauthorizations identify; in a declarative way; the data that can be released; and ii) queriesare checked for execution not with respect to individual authorizations but rather evaluatingwhether the information release they (directly or indirectly) entail is allowed by theauthorizations. Our solution is based on the definition of query profiles capturing theinformation content of a query and builds on a graph-based modeling of database schema;authorizations; and queries. Access control is then effectively modeled and efficientlyexecuted in terms of graph coloring and composition and on traversal of graph paths. Wethen provide a polynomial composition algorithm for determining if a query is authorized.,Proceedings of the 15th ACM conference on Computer and communications security,2008,24
Ordering and selecting production rules for constraint maintenance: Complexity and heuristic solution,Piero Fraternali; Stefano Paraboschi,Presents a technique for analyzing the run-time behavior of integrity constraint repairactions; ie active database rules that are specifically designed to correct violations ofdatabase integrity. When constraints become violated due to an incorrect user transaction;rule computation is started to restore the database to a correct state. Since repair actionsmay be numerous and may conflict with each other; automated support for the analysis oftheir run-time behavior is necessary. The proposed technique helps the rule baseadministrator define a repair rule selection strategy such that the computation terminates forevery input transaction; the final database state satisfies all the constraints; and the user'spreferences among different ways to restore integrity are taken into account. In addition; itcan be used by the rule designer to spot" dangerous" rules that may be subject to …,IEEE Transactions on Knowledge and Data Engineering,1997,23
Basi di dati,Paolo Atzeni; Stefano Ceri; Stefano Paraboschi; Riccardo Torlone,Page 1. Basi di dati - Modelli e linguaggi di interrogazione- Paolo Atzeni; Stefano Ceri; StefanoParaboschi; Riccardo Torlone Copyright © 2002 - The McGraw-Hill Companies; srl Capitolo 9Atzeni; Ceri; Paraboschi; Torlone Basi di dati McGraw-Hill; 1996-2002 Capitolo 9: Lanormalizzazione 23/10/2002 Page 2. 23/10/2002 Basi di dati - Modelli e linguaggi diinterrogazione- Paolo Atzeni; Stefano Ceri; Stefano Paraboschi; Riccardo Torlone Copyright ©2002 - The McGraw-Hill Companies; srl Capitolo 9 Forme normali • Una forma normale è unaproprietà di una base di dati relazionale che ne garantisce la “qualità”; cioè l'assenza dideterminati difetti • Quando una relazione non è normalizzata: • presenta ridondanze; • si prestaa comportamenti poco desiderabili durante gli aggiornamenti • Le forme normali sono di solitodefinite sul modello relazionale; ma hanno senso in altri contesti; ad esempio il modello ER …,Modelli e linguaggi di interrogazione; McGraw-HiU; Milano,2002,22
Basi di dati,Paolo Atzeni; Torlone Paraboschi,Page 1. Basi di dati - Modelli e linguaggi di interrogazione- Paolo Atzeni; Stefano Ceri; StefanoParaboschi; Riccardo Torlone Copyright © 2002 - The McGraw-Hill Companies; srl Capitolo 9Atzeni; Ceri; Paraboschi; Torlone Basi di dati McGraw-Hill; 1996-2002 Capitolo 9: Lanormalizzazione 23/10/2002 Page 2. 23/10/2002 Basi di dati - Modelli e linguaggi diinterrogazione- Paolo Atzeni; Stefano Ceri; Stefano Paraboschi; Riccardo Torlone Copyright ©2002 - The McGraw-Hill Companies; srl Capitolo 9 Forme normali • Una forma normale è unaproprietà di una base di dati relazionale che ne garantisce la “qualità”; cioè l'assenza dideterminati difetti • Quando una relazione non è normalizzata: • presenta ridondanze; • si prestaa comportamenti poco desiderabili durante gli aggiornamenti • Le forme normali sono di solitodefinite sul modello relazionale; ma hanno senso in altri contesti; ad esempio il modello ER …,Modelli e linguaggi di interrogazione,2002,22
Conservative timestamp revised for materialized view maintenance in a data warehouse,Elena Baralis; Stefano Ceri; Stefano Paraboschi,*,Workshop on Materialized Views,1996,22
Declarative specification of constraint maintenance,Elena Baralis; Stefano Ceri; Stefano Paraboschi,Abstract Integrity repair is a pragmatic alternative to integrity checking; already proposed byrelational and Codasyl standards and supported by several commercial systems; althoughfor a small number of constraint types. This paper proposes to integrate constraintlanguages with the declarative specifications of their integrity repair actions. We introduce arather powerful; predicate-based language for specifying integrity constraints; then wediscuss the semantics of repair actions as computations which react to constraint violations;then we establish sufficient conditions for ensuring their termination; and finally we showhow repair actions can be integrated in the SQL2 standard and implemented by means ofrelational triggers (written in Oracle).,International Conference on Conceptual Modeling,1994,21
Constraint enforcement through production rules: Putting active databases at work,Stefano Ceri; Piero Fraternali; Stefano Paraboschi; Letizia Tanca,*,IEEE Data Eng. Bull.,1992,21
Privacy of outsourced data,Sabrina De Capitani di Vimercati; Sara Foresti,Abstract Data outsourced to an external storage server are usually encrypted since there isthe common assumption that all data are equally sensitive. The encrypted data howevercannot be efficiently queried and their selective release is not possible or require theapplication of specific solutions. To overcome these problems; new proposals have beenrecently developed; which are based on a fragmentation technique possibly combined withencryption. The main advantage of these proposals is that they limit the use of encryption;thus improving query execution efficiency. In this paper; we describe such fragmentation-based approaches focusing in particular on the different data fragmentation modelsproposed in the literature. We then conclude the paper with a discussion on some researchdirections.,IFIP PrimeLife International Summer School on Privacy and Identity Management for Life,2009,19
Spam attacks: P2P to the rescue,Ernesto Damiani; Sabrina De Capitani di Vimercati; Stefano Paraboschi; Pierangela Samarati; Andrea Tironi; Luca Zaniboni,Abstract We propose a decentralized privacy-preserving approach to spam filtering. Oursolution exploits robust digests to identify messages that are a slight variation of one anotherand a peer-to-peer architecture between mail servers to collaboratively share knowledgeabout spam.,Proceedings of the 13th international World Wide Web conference on Alternate track papers & posters,2004,19
Computing range queries on obfuscated data,ERNESTO DAMIANI; SABRINA DE CAPITANI DI VIMERCATI; PIERANGELA SAMARATI,Abstract Data obfuscation techniques transforms data into other data that are harder tounderstand. These techniques are receiving an increasing amount of attention; largely dueto their applications in different areas. We illustrate an approach for obfuscating data thatguarantees protection of data while allowing the execution of both equality and rangequeries on the obfuscated data.,IPMU 2004: information processing and management of uncertainty in knowledge-based systems: tenth international conference: july 4-9; 2004,2004,19
Distributed shuffling for preserving access confidentiality,Sabrina De Capitani di Vimercati; Sara Foresti; Stefano Paraboschi; Gerardo Pelosi; Pierangela Samarati,Abstract The shuffle index has been recently proposed for organizing and accessing data inoutsourcing scenarios while protecting the confidentiality of the data as well as of theaccesses to them. In this paper; we extend the shuffle index to the use of multiple servers forstoring data; introducing a new protection technique (shadow) and enriching the originalones by operating in a distributed scenario. Our distributed shuffle index produces asignificant increase in the protection of the system; with no additional costs.,European Symposium on Research in Computer Security,2013,18
Authorization enforcement in distributed query evaluation,Sabrina De Capitani di Vimercati; Sara Foresti; Sushil Jajodia; Stefano Paraboschi; Pierangela Samarati,Abstract We present a simple; yet powerful; approach for the specification and enforcementof authorizations regulating data release among data holders collaborating in a distributedcomputation; to ensure that query processing discloses only data whose release has beenexplicitly authorized. Data disclosure is captured by means of profiles; associated with eachdata computation; that describe the information carried by a base or a derived (ie; computedby a query) relation. We present an algorithm that; given a query plan; determines whether itcan be safely executed and produces a safe execution strategy for it. For each operation in asafe query plan; the algorithm determines the server (s) responsible for the execution; basedon the entailed information flows; considering different strategies for the execution of joins.Finally; we discuss the architecture of a distributed database system based on the …,Journal of Computer Security,2011,18
Minimising disclosure of client information in credential-based interactions,Claudio A Ardagna; Sabrina De Capitani di Vimercati; Sara Foresti; Stefano Paraboschi; Pierangela Samarati,The advancements in ICT allow people to use and access resources and services on theweb anywhere and anytime. Servers offering resources typically require users to releaseinformation about them; which is then used to enforce possible access policies on theoffered services. Effective access to such resources requires the development ofapproaches for enabling the user to organise and manage all her credentials and regulatetheir release when interacting with other parties over the web. In this paper; we provide ameans for the user to specify how much she values the release of different properties;credentials; or combinations thereof as well as additional constraints that she might imposeon information disclosure. Exploiting a graph modelling of the problem; the user candetermine the credentials and properties to disclose to satisfy a server request while …,International Journal of Information Privacy; Security and Integrity 2,2012,17
Supporting privacy preferences in credential-based interactions,Claudio A Ardagna; Sabrina De Capitani di Vimercati; Sara Foresti; Stefano Paraboschi; Pierangela Samarati,Abstract Users can today enjoy the many benefits brought by the development andwidespread adoption of Internet and related services conveniently accessing digitalresources. Servers offering such resources typically require users to release informationabout them; which servers can then use for enforcing possible access policies on the offeredservices. A major problem in this context relates to providing users with the ability ofdetermining which information to release to satisfy the server requests during their electronicinteractions. In this paper; we provide an approach for empowering the user in the release ofher digital portfolio based on simple sensitivity labels expressing how much the user valuesdifferent properties; credentials or combinations thereof; as well as on additional constraintsthat the user might impose on information disclosure. We provide a generic modeling of …,Proceedings of the 9th annual ACM workshop on Privacy in the electronic society,2010,16
Minimizing disclosure of private information in credential-based interactions: A graph-based approach,Claudio A Ardagna; Sabrina De Capitani di Vimercati; Sara Foresti; Stefano Paraboschi; Pierangela Samarati,We address the problem of enabling clients to regulate disclosure of their credentials andproperties when interacting with servers in open scenarios. We provide a means for clientsto specify the sensitivity of information in their portfolio at a fine-grain level and to determinethe credentials and properties to disclose to satisfy a server request while minimizing thesensitivity of the information disclosed. Exploiting a graph modeling of the problem; wedevelop a heuristic approach for determining a disclosure minimizing released information;that offers execution times compatible with the requirements of interactive access to Webresources.,Social Computing (SocialCom); 2010 IEEE Second International Conference on,2010,16
Support environment for active rule design,Elena Baralis; Stefano Ceri; Piero Fraternali; Stefano Paraboschi,Abstract The lack of tools for rule generation; analysis; and run-time monitoring appears oneof the main obstacles to the widespreading of active database applications. This paperdescribes a complete tool environment for assisting the design of active rules applications;the tools were developed at Politecnico di Milano in the context of the IDEA Project; a 4-years Esprit project sponsored by the European Commission which was launched in June1992. We describe tools for active rule generation; analysis; debugging; and browsing; rulesare defined in Chimera; a conceptual design model and language for the specification ofactive rules applications. We also introduce a tool for mapping from Chimera into Oracle; arelational product supporting triggers. Most of the tools described in this paper are fullyimplemented and currently in operation (beta-testing) within the companies participating …,Journal of Intelligent Information Systems,1996,16
Constraint management in Chimera,Stefano Ceri; Piero Fraternali; Stefano Paraboschi,Abstract Chimera is a novel database language jointly designed by researchers atPolitecnico di Milano; Bonn University; and ECRC of Munich in the context of the EspritProject P6333; IDEA. Chimera integrates an object-oriented data model; a declarative querylanguage based on deductive rules; and an active rule language for reactive processing. Inthis paper; we present the authors' proposal for constraint management in Chimera; whichrelies on the declarative specification of passive constraints as deductive rules and on theirtransformation into different types of active rules.,IEEE Data Eng. Bull.,1994,16
Shuffle index: efficient and private access to outsourced data,Sabrina De Capitani Di Vimercati; Sara Foresti; Stefano Paraboschi; Gerardo Pelosi; Pierangela Samarati,Abstract Data outsourcing and cloud computing have been emerging at an ever-growingrate as successful approaches for allowing users and companies to rely on external servicesfor storing and managing data. As data and access to them are not under the control of thedata owner; there is a clear need to provide proper confidentiality protection. Suchrequirements concern the confidentiality not only of the stored data (content) but also of thespecific accesses (or patterns of them) that users make on such data. In this article; weaddress these issues and propose an approach for guaranteeing content; access; andpattern confidentiality in a data outsourcing scenario. The proposed solution is based on thedefinition of a shuffle index structure; which adapts traditional B+-trees and; by applying acombination of techniques (covers; caches; and shuffling); ensures confidentiality of the …,ACM Transactions on Storage (TOS),2015,15
