Radiation-pressure acceleration of ion beams driven by circularly polarized laser pulses,Andreas Henig; S Steinke; M Schnürer; T Sokollik; Rainer Hörlein; D Kiefer; D Jung; Jörg Schreiber; BM Hegelich; XQ Yan; Jürgen Meyer-ter-Vehn; T Tajima; PV Nickles; W Sandner; Dietrich Habs,Abstract We present experimental studies on ion acceleration from ultrathin diamondlikecarbon foils irradiated by ultrahigh contrast laser pulses of energy 0.7 J focused to peakintensities of 5× 10 19 W/cm 2. A reduction in electron heating is observed when the laserpolarization is changed from linear to circular; leading to a pronounced peak in the fullyionized carbon spectrum at the optimum foil thickness of 5.3 nm. Two-dimensional particle-in-cell simulations reveal that those C 6+ ions are for the first time dominantly accelerated in aphase-stable way by the laser radiation pressure.,Physical Review Letters,2009,439
Proton acceleration by irradiation of isolated spheres with an intense laser pulse,TM Ostermayr; D Haffa; P Hilz; V Pauw; K Allinger; K-U Bamberg; P Böhl; C Bömer; PR Bolton; F Deutschmann; T Ditmire; ME Donovan; G Dyer; E Gaul; J Gordon; BM Hegelich; D Kiefer; C Klier; C Kreuzer; M Martinez; E McCary; AR Meadows; N Moschüring; T Rösch; H Ruhl; M Spinks; C Wagner; Jörg Schreiber,Abstract We report on experiments irradiating isolated plastic spheres with a peak laserintensity of 2–3× 10 20 W cm− 2. With a laser focal spot size of 10 μ m full width halfmaximum (FWHM) the sphere diameter was varied between 520 nm and 19.3 μ m.Maximum proton energies of∼ 25 MeV are achieved for targets matching the focal spot sizeof 10 μ m in diameter or being slightly smaller. For smaller spheres the kinetic energydistributions of protons become nonmonotonic; indicating a change in the acceleratingmechanism from ambipolar expansion towards a regime dominated by effects caused byCoulomb repulsion of ions. The energy conversion efficiency from laser energy to protonkinetic energy is optimized when the target diameter matches the laser focal spot size withefficiencies reaching the percent level. The change of proton acceleration efficiency with …,Physical Review E,2016,4
Detection of Babesia venatorum; Anaplasma phagocytophilum and Candidatus Neoehrlichia mikurensis in Ixodes persulcatus ticks from Mongolia,Carolin Karnath; Anna Obiegala; Stephanie Speck; Sandra Essbauer; Henri Derschum; Holger Scholz; Daniel Kiefer; Damdindorj Tserennorov; Otgonbataar Dashdavaa; Nyamdorj Tsogbadrakh; Battsetseg Jigjav; Martin Pfeffer,Abstract Information about the prevalence and geographical distribution of tick-bornepathogens Anaplasma phagocytophilum; Candidatus Neoehrlichia mikurensis; and Babesiaspp. is still rare in Mongolia. We tested 275 Ixodes persulcatus ticks for A. phagocytophilum;Cand. N. mikurensis and Babesia spp. and 125 Dermacentor nuttalli ticks especially forBabesia spp. using different PCR methods. Ticks were collected from three provinces(Selenge; Arkhangai; Khentii) in Mongolia. DNA of A. phagocytophilum; Cand. N. mikurensisand Babesia spp. were found with a prevalence of 6.2%; 1.5% and 3.3% in each case in I.persulcatus ticks. This is the first time Cand. N. mikurensis was found in ticks from Mongolia.Sequence analysis of Babesia spp.-positive amplicons showed exclusively B. venatorum;which had also not been mentioned in Mongolia before. On the contrary; all D. nuttalli …,Ticks and tick-borne diseases,2016,4
Laser Ion Acceleration: Status and Perspectives for Fusion,Peter G Thirolf; D Habs; M Gross; K Allinger; J Bin; A Henig; D Kiefer; W Ma; J Schreiber,Page 1. Peter G. Thirolf; LMU München Laser Ion Acceleration: Status and Perspectives for FusionOutline: ➢ laser-particle acceleration ➢ 'fission-fusion' mechanism: → with ultra-dense ion beamstowards r-process path at N=126 ➢ new large-scale laser infrastructure for nuclear physics: →„ELI-Nuclear Physics“ (Extreme Light Infrastructure) Peter G. Thirolf; LMU Munich 5th Intern.Conference FUSION11; St. Malo (France); May 2-6; 2011 Page 2. Peter G. Thirolf; LMU MünchenLaser particle acceleration mechanisms Electron acceleration (gas jet) LWFA (laser wake-fieldacceleration) A. Pukhov et al.; Appl. Phys. B 74; 335 (2002) J. Faure et al.; Nature 431; 541(2004). Ion acceleration (thin foil) RPA (radiation-pressure acceleration) ▪ field ~ TV/m – PV/m ▪E e ≤ GeV ▪ E ion ≤ 50 MeV/u ▪ charge ~ pC ▪ ∆E/E ~ 1-2% (e-) ▪ ~ 10-20% (ion) ▪ ε~10-5 mmmrad A. Henig et al.; PRL 103 (2009) 245003 …,EPJ Web Conferences,2011,4
Szidat's rule re-tested: relationships between flea and host phylogenetic clade ranks in four biogeographic realms,Boris R Krasnov; Daniel Kiefer; Elizabeth M Warburton; Irina S Khokhlova,Summary We tested Szidat's rule (the more primitive the host; the more primitive theparasites it harbours) by analysing the relationships between phylogenetic clade ranks offleas and their small mammalian hosts in four biogeographic realms (Afrotropics; Neotropics;Nearctic and Palearctic). From the host perspective; we tested the association between hostclade rank and the mean clade rank of all fleas collected from this host. From the fleaperspective; we tested the relationships between flea clade rank and the mean clade rank ofhosts on which this flea was recorded. First; we tested whether the analysis of therelationships between host and flea clade ranks should be controlled for phylogeneticdependence among either host or flea species. Then; we tested for the associationsbetween host and flea clade ranks separately for each realm using either a phylogenetic …,Parasitology,2016,3
Relativistic Electron Mirrors: from High Intensity Laser–Nanofoil Interactions,Daniel Kiefer,A dense sheet of electrons accelerated to close to the speed of light can act as a tuneablemirror that can generate bright bursts of laser-like radiation in the short wavelength rangesimply via the reflection of a counter-propagating laser pulse. This thesis investigates thegeneration of such a relativistic electron mirror structure in a series of experimentsaccompanied by computer simulations. It is shown that such relativistic mirror can indeed becreated from the interaction of a high-intensity laser pulse with a nanometer-scale; ultrathinfoil. The reported work gives a intriguing insight into the complex dynamics of high-intensitylaser-nanofoil interactions and constitutes a major step towards the development of arelativistic mirror; which could potentially generate bright burst of X-rays on a micro-scale.,*,2014,3
PACE-1450-Experimental investigation of the crack behaviour of prestressed concrete containment walls considering the prestressing loss due to aging,Nico Herrmann; Lutz Gerlach; Harald Müller; Christoph Niklasch; Daniela Kiefer; Yann Le Pape; Christophe Bento,1 ABSTRACT As an intermediate sized experiment the “PACE 1450-ExperimentalCampaign” aims to investigate the behaviour of a curved specimen which is representativefor a 1450 MWe nuclear power plant containment under accidental loading conditions. Thereinforcement layout of the specimen is very similar to the original geometry and consistsmainly of meshes of reinforcement bars near the inner and outer surface and fourprestressing cables; each of them consisting of 37 strands within ducts in the circumferentialdirection. An initial prestressing of the specimen of 12 MPa in this direction is realised insuch a way that decreasing the prestressing force for the purpose of simulating the aging ofthe structure is possible. In order to obtain information about the behaviour of thecontainment wall segment under the chosen conditions; the specimen is equipped with …,*,2009,3
Considering some undesired effects due to dense packing in supported coplanar waveguide MMICs by using combined methods,Ingo Wolff; D Kiefer; SS Bedair,Combined methods are used to predict some undesired effects due to dense packing insupported coplanar waveguide monolithic microwave integrated circuits (MMICs). Theseinclude the effects due to the presence of an adjacent grounded side wall or the presence ofanother adjacent line. The presented information can be used to consider these effectsduring the design stage or to help in designing MMICs in which these effects can be ignored.Numerical results are presented in order to demonstrate these effects.,Microwave Symposium Digest; 1989.; IEEE MTT-S International,1989,3
Relativistic plasma optics enabled by near-critical density nanostructured material,JH Bin; WJ Ma; HY Wang; MJV Streeter; C Kreuzer; D Kiefer; M Yeung; S Cousens; PS Foster; B Dromey; XQ Yan; J Meyer-ter-Vehn; M Zepf; J Schreiber,Abstract: The nonlinear optical properties of a plasma due to the relativistic electron motionin an intense laser field are of fundamental importance for current research and thegeneration of brilliant laser-driven sources of particles and photons1-15. Yet; one of the mostinteresting regimes; where the frequency of the laser becomes resonant with the plasma;has remained experimentally hard to access. We overcome this limitation by utilizingultrathin carbon nanotube foam16 (CNF) targets allowing the strong relativistic nonlinearitiesat near-critical density (NCD) to be exploited for the first time. We report on the experimentalrealization of relativistic plasma optics to spatio-temporally compress the laser pulse within afew micrometers of propagation; while maintaining about half its energy. We also apply theenhanced laser pulses to substantially improve the properties of an ion bunch …,arXiv preprint arXiv:1402.4301,2014,2
Towards GeV laser-driven ion acceleration,Björn Manuel Hegelich; PR Tongli,Page 1. "Shooting nano-targets: The high-contrast; high- energy; arbitrary polarization TridentShortpulse Laser at Los Alamos" Björn Manuel Hegelich 3rd ICUIL conference Tongli; PR China;Oct. 27th – 31st; 2008 "Shooting nano-targets: The high-contrast; high- energy; arbitrary polarizationTrident Shortpulse Laser at Los Alamos" Björn Manuel Hegelich 3rd ICUIL conference Tongli; PRChina; Oct. 27th – 31st; 2008 hegelich@lanl.gov “Towards GeV laser-driven ion acceleration“ BjörnManuel Hegelich “Towards GeV laser-driven ion acceleration“ Björn Manuel Hegelich Los AlamosNational Laboratory & Ludwig Maximilan Universität München International Conference on HeavyIon Accelerator Technology; Venice; Italy; June 8-12; 2009 Los Alamos National Laboratory &Ludwig Maximilan Universität München International Conference on Heavy Ion AcceleratorTechnology; Venice; Italy; June 8-12; 2009 Page 2 …,Bulletin of the American Physical Society,2008,2
Laser driven fast electron collimation by magnetic fields from structured targets,B Ramakrishna; S Kar; DJ Adams; K Markey; M Borghesi; M Zepf; M Quinn; X Yuan; P Mckenna; A Henig; D Kiefer; APL Robinson; KL Lancaster; JS Green; PA Norreys; J Schreiber; C Bellei,Abstract Collimation of relativistic electron beams is achieved experimentally by usingstructured targets. We compare the transport of hot electrons produced during the interactionof an ultra intense laser pulse through the structured target and flat targets. Results confirmthat effective collimation of electron beams is realized by employing structured targets whichhave a radial discontinuity in the atomic number Z. The ability to control the electron flowallows substantial additional freedom in the design of fast ignitor targets as well as allowingincreased coupling efficiency to the hot spot by suppressing angular spread.,Central Laser Facility Report; STFC; RAL (2008/2009),*,2
Reproductive consequences of female size in haematophagous ectoparasites,Daniel Kiefer; Elizabeth M Warburton; Irina S Khokhlova; Boris R Krasnov,ABSTRACT To test relationships between maternal size; egg size and size of new offspring;we studied (a) the effect of maternal size on egg size and number; and maternal survivalafter oviposition and (b) the effect of egg size on the duration of development and newimago size in three flea species (Xenopsylla ramesis; Synosternus cleopatrae; Parapulexchephrenis) with varying host and habitat specificity. In general; the number and size of eggsas well as total egg volume appeared to be independent of maternal body size. There wasno trade-off between egg number and size. However; female body size was related to post-oviposition survival; with larger females surviving longer after oviposition than smallerfemales. In addition; females that produced more eggs died faster after oviposition in X.ramesis but not in the two other species. There were no significant size differences …,Journal of Experimental Biology,2016,1
LASER PARTICLE ACCELERATION: STATUS AND PERSPECTIVES FOR NUCLEAR PHYSICS.,PG Thirolf; D Habs; M Gross; K Allinger; J Bin; A Henig; D Kiefer; Wenjun Ma; Jörg Schreiber,High power short-pulse lasers with peak powers presently reaching Terawatts and evenPetawatt levels routinely reach focal intensities of 1018–1021 W/cm2. These lasers are ableto produce a variety of secondary radiation; from relativistic electrons and multi-MeV/nucleonions to highenergetic X-rays and γ-rays. In many laboratories world-wide large resourcesare presently devoted to a rapid development of this novel tool of particle acceleration;targeting nuclear; fundamental and high-field physics studies as well as various applicationseg in medical technology for diagnostics and tumor therapy. Within the next 5 years a newEU-funded large-scale research infrastructure (ELI: Extreme Light Infrastructure) will beconstructed; with one of its four pillars exclusively devoted to nuclear physics based on highintensity lasers (ELI-Nuclear Physics; to be built in Magurele/Bucharest). There the limits …,Acta Physica Polonica B,2011,1
Investigation of ﬁssion properties and evaporation residue measurement in the reactions using 238U target nucleus,Katsuhisa Nishio; H Ikezoe; S Hofmann; D Ackermann; S Antalic; Y Aritomo; VF Comas; Ch E Düllmann; A Gorshkov; R Graeger; K Hagino; S Heinz; JA Heredia; K Hirose; J Khuyagbaatar; B Kindler; I Kojouharov; B Lommel; H Makii; R Mann; S Mitsuoka; Y Nagame; I Nishinaka; T Ohtsuki; AG Popeko; S Saro; M Schädel; A Türler; Y Wakabayashi; Y Watanabe; A Yakushev; AV Yeremin,Fragment mass distributions for ﬁssion after full momentum transfer were measured in thereactions of 30 Si; 34; 36 S; 31 P; 40 Ar+ 238 U at bombarding energies around theCoulomb barrier. Mass distributions change signiﬁcantly as a function of incident beamenergy. The asymmetric ﬁssion probability increases at sub-barrier energy. Thephenomenon is interpreted as an enhanced quasiﬁssion probability owing to orientationeffects on fusion and/or quasiﬁssion. The evaporation residue (ER) cross sections weremeasured in the reactions of 30 Si+ 238 U and 34 S+ 238 U to obtain information on fusion.In the latter reaction; signiﬁcant suppression of fusion was implied. This suggests that ﬁssionevents different from compound nucleus are included in the masssymmetric fragments. Theresults are supported by a model calculation based on a dynamical calculation using …,EPJ Web of Conferences,2011,1
Laser-driven Ion-; electron-and photon-beams from relativistically overdense plasmas,BM Hegelich; L Yin; B Albright; K Bowers; C Gautier; A Henig; R Hoerlein; B Dromey; D Jung; D Kiefer; S Letzring; T Tajima; X Yan; D Habs; J Fernandez,Abstract As one of the main tools for the experimental investigation of relativistic plasmas inthe laboratory; ultrahigh intensity lasers have seen rapid growth with ever extremerparameters of energy and pulse duration. At peak powers; already exceeding 10^ 22 W/cm^2; in virtually every experiment in relativistic laser physics; the laser pulse interacts with amore or less extended and heated plasma; due to prepulses and ASE. By drasticallyimproving this contrast; we initiated a paradigm shift in relativistic laser-matter interactions;allowing us to interact ultrarelativistic pulses volumetrically with overdense targets; that willturn relativistically transparent during the few 10s--100s fs of the interaction. Specifically; weincreased the contrast of the 200TW Trident laser to better than 2x10-12 at 500ps and betterthan 1-7 at 5ps enabling an interaction with overdense targets between 3 to 300nm. This …,APS Meeting Abstracts,2010,1
Laser-ion acceleration in the laser transparency regime,Sven Steinke; Andreas Henig; Matthias Schnuerer; Thomas Sokollik; Rainer Hoerlein; Daniel Kiefer; Daniel Jung; Joerg Schreiber; BM Hegelich; XQ Yan; J Meyer-ter-Vehn; T Tajima; PV Nickles; Wolfgang Sandner; Dietrich Habs,Experiments on lasExperiments on laser-induced ion acceleration from ultra-thin (nm) foiltargets reveal a dramatic increase in the conversion efficiency and the acceleration of C 6+ions in a phase stable way by the laser radiation pressure. er-induced ion acceleration fromultra-thin (nm) foil targets reveal a dramatic increase in the conversion efficiency and theacceleration of C 6+ ions in a phase stable way by the laser radiation pressure.,Lasers and Electro-Optics (CLEO) and Quantum Electronics and Laser Science Conference (QELS); 2010 Conference on,2010,1
Distribution of fleas (Siphonaptera) in bird-nests; bird Siphonaptera on mammalia and the medical importance of interspecific flea transmission in Mongolia,Daniel Kiefer; K Pfister; D Tserennorov; D Otgonbaatar; R Samjaa; D Sumjaa; EG Burmeister; MS Kiefer,Abstract Starting in the 1960s of the last century a huge amount of material from mammalsand birds was collected in Mongolia. The according results were published in Erforschungbiologischer Ressourcen der Mongolei; Volume 1-10; and represented on conferences inHalle; Moscow; Irkutsk; Ulaanbaatar; Bratislava and the Entomological Review St.Petersburg.,*,2010,1
A transportable Paul-trap for levitation and accurate positioning of micron-scale particles in vacuum for laser-plasma experiments,TM Ostermayr; J Gebhard; D Haffa; D Kiefer; C Kreuzer; K Allinger; C Bömer; J Braenzel; M Schnürer; I Cermak; J Schreiber; P Hilz,We report on a Paul-trap system with large access angles that allows positioning of fullyisolated micrometer-scale particles with micrometer precision as targets in high-intensitylaser-plasma interactions. This paper summarizes theoretical and experimental concepts ofthe apparatus as well as supporting measurements that were performed for the trappingprocess of single particles.,Review of Scientific Instruments,2018,*
Measurement of the lifetime and the proportion of 12C3+ ions in stored relativistic ion beams as a preparation for laser cooling experiments at the CSRe,HB Wang; WQ Wen; ZK Huang; DC Zhang; B Hai; XL Zhu; DM Zhao; J Yang; J Li; XN Li; LJ Mao; RS Mao; JX Wu; JC Yang; YJ Yuan; L Eidam; D Winters; T Beck; D Kiefer; B Rein; Th Walther; M Loeser; U Schramm; M Siebold; M Bussmann; X Ma,Abstract We report on an experiment that was conducted in preparation of laser coolingexperiments at the heavy-ion storage ring CSRe. The lifetimes of ion beams made up of 12C 3+ and 16 O 4+ ions stored at an energy of 122 MeV/u in the CSRe were determined bytwo independent methods; firstly via a DC current transformer (DCCT) and secondly via aSchottky resonator. Using electron-cooling; the signals of the 12 C 3+ and 16 O 4+ ionscould be separated and clearly observed in the Schottky spectrum. The obtained individuallifetimes of the 12 C 3+ and 16 O 4+ components were 23.6 s and 17.8 s; respectively. Theproportion of 12 C 3+ ions in the stored ion beam was measured to be more than 70% at thebeginning of the injection and increasing as a function of time. In addition to thesemeasurements; the operation and remote control of a pulsed laser system placed directly …,Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,2017,*
Morphological asymmetry and habitat quality: using fleas and their rodent hosts as a novel experimental system,Elizabeth M Warburton; Irina S Khokhlova; Daniel Kiefer; Boris R Krasnov,ABSTRACT Morphological asymmetry is widely used to measure developmental instabilityand higher levels of asymmetry often correlate with decreased mating success; increasedinbreeding; increased stress and decreased habitat quality. We studied asymmetry andrelationships between asymmetry and host identity in two flea species; host generalistXenopsylla ramesis and host specialist Parapulex chephrenis; and asked:(1) what the levelof asymmetry was in their femurs and tibiae;(2) which type of asymmetry predominates; and(3) whether fleas that fed on host species distantly related to their principal host speciesproduced offspring that exhibited greater asymmetry compared with offspring of fleas that fedon their principal host species. We found fluctuating asymmetry in femurs and tibiae of X.ramesis and in the tibiae of P. chephrenis as well as significantly left-handed directional …,Journal of Experimental Biology,2017,*
Effects of Parasitism on Host Reproductive Investment in a Rodent-Flea System,EM Warburton; IS Khokhlova; D Kiefer; BR Krasnov,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2017,*
Effects of parasite pressure on parasite mortality and reproductive output in a rodent-flea system: inferring host defense trade-offs,Elizabeth M Warburton; Michael Kam; Enav Bar-Shira; Aharon Friedman; Irina S Khokhlova; Lee Koren; Mustafa Asfur; Eli Geffen; Daniel Kiefer; Boris R Krasnov; A Allan Degen,Abstract Evaluating host resistance via parasite fitness helps place host-parasiterelationships within evolutionary and ecological contexts; however; few studies considerboth these processes simultaneously. We investigated how different levels of parasitepressure affect parasite mortality and reproductive success in relationship to host defenseefforts; using the rodent Gerbillus nanus and the flea Xenopsylla conformis as a host-parasite system. Fifteen immune-naïve male rodents were infested with 20; 50; or 100 fleasfor four weeks. During this time number of new imagoes produced per adult flea (our fleareproductive output metric); flea mortality; and change in circulating anti-fleaimmunoglobulin G (our measure of adaptive immune defense) were monitored. Threehypotheses guided this work:(1) increasing parasite pressure would heighten host …,Parasitology research,2016,*
Particle-In-Cell simulation of laser irradiated two-component microspheres in 2 and 3 dimensions,Viktoria Pauw; Tobias M Ostermayr; Karl-Ulrich Bamberg; Patrick Böhl; Fabian Deutschmann; Daniel Kiefer; Constantin Klier; Nils Moschüring; Hartmut Ruhl,Abstract We examine proton acceleration from spherical carbon-hydrogen targets irradiatedby a relativistic laser pulse. Particle-In-Cell (PIC) simulations are carried out in 2 and 3dimensions (2D and 3D) to compare fast proton spectra. We find very different final kineticenergies in 2D and 3D simulations. We show that they are caused by the different Coulombfields in 2D and 3D. We propose a correction scheme for the proton energies to test thishypothesis. In the case of sub-focus diameter targets comparison of corrected 2D energieswith 3D results show good agreement. This demonstrates that caution is required whenmodeling experiments with simulations of reduced dimensionality.,Nuclear Instruments and Methods in Physics Research Section A: Accelerators; Spectrometers; Detectors and Associated Equipment,2016,*
Laser Cooling of Relativistic Highly Charged Ions at FAIR,Danyal Winters; Oliver Boine-Frankenheim; Daniel Winzen; Mathias Siebold; Tobias Beck; Thomas Stöhlker; Thomas Walther; Michael Bussmann; Weiqiang Wen; Ulrich Schramm; Peter Spiller; Gerhard Birkl; Volker Hannen; Daniel Kiefer; Markus Löser; Thomas Kühl; Lewin Eidam; Xinwen Ma,The Facility for Antiproton and Ion Research (FAIR) is currently being built in Darmstadt;Germany; and will deliver high-quality beams with high energies and high intensities for abroad range of new physics experiments [1]. The heavyion synchrotron SIS100 is a keyelement of FAIR and will accelerate intense beams of highly charged ions up to relativisticvelocities [2]. However; for such extreme ion beams (γ≈ 12); established beam coolingtechniques; such as electron and/or stochastic cooling; become rather expensive anddifficult to implement. Laser cooling of bunched ion beams was then considered to be avalid; interesting; and affordable alternative for the SIS100 [3; 4]. Therefore; a special projectgroup was formed to specifiy; design; order; construct; set up; and test the SIS100 lasercooling facility for FAIR; see Fig. 1. The project group consists of scientists from GSI and …,*,2016,*
Ticks and Tick-borne Diseases,Carolin Karnath; Anna Obiegala; Stephanie Speck; Sandra Essbauer; Henri Derschum; Holger Scholz; Daniel Kiefer; Damdindorj Tserennorov; Otgonbataar Dashdavaa; Nyamdorj Tsogbadrakh; Battsetseg Jigjav; Martin Pfeffer,Please cite this article in press as: Karnath; C.; et al.; Detection of Babesia venatorum; Anaplasmaphagocytophilum and Candidatus Neoehrlichia mikurensis in Ixodes persulcatus ticks fromMongolia. Ticks Tick-borne Dis. (2015); http://dx.doi.org/10.1016/j.ttbdis.2015.12.007 … ARTICLEIN PRESS G Model TTBDIS-578; No. of Pages 4 … Ticks and Tick-borne Diseases xxx(2015) xxx–xxx … Detection of Babesia venatorum; Anaplasma phagocytophilum and CandidatusNeoehrlichia mikurensis in Ixodes persulcatus ticks from … Carolin Karnatha;1; AnnaObiegalaa;1; Stephanie Specka; Sandra Essbauerb; Henri Derschumb; Holger Scholzb; DanielKieferc; Damdindorj Tserennorovd; Otgonbataar Dashdavaad; Nyamdorj Tsogbadrakhd; BattsetsegJigjavd; Martin Pfeffera;∗ … Article history: Received 9 September 2015 Received in revisedform 25 November 2015 Accepted 7 December 2015 Available online xxx,*,2015,*
Master Oscillator Power Amplifier Systems for Ion Beam Cooling,Daniel Kiefer; Tobias Beck; Thomas Walther,AM5A.40.pdf Advanced Solid State Lasers Conference © OSA 2015 … Master Oscillator PowerAmplifier Systems for Ion … Daniel Kiefer; Tobias Beck and Thomas Walther Institute of AppliedPhysics; TU Darmstadt; Schlossgartenstrasse 7; Darmstadt-64289; Germanydaniel.kiefer@physik.tu-darmstadt.de … Abstract: We present a fiber amplifier based laser at1028nm frequency converted to 257 nm. A pulse expansion currently set up for the system isalso presented. The systems are used in cooling of relativistic ion beams … Cold ion beamsare of specific interest for particle researchers. Cooling ion beams to the lowest momentum spreadsusing laser light has been successfully shown [1]. Such a laser system must fulfill requirementsfor sufficient output power; narrow linewidth and high tunability [2]. The operation within the acceleratorfacility demands further the capability of a continuous operation for several days or …,Advanced Solid State Lasers,2015,*
Energy Dissipation when Internal Wave Beams Reflect from a Slope,Bruce Rodenborn; Daniel Kiefer; Hepeng Zhang; Harry L Swinney,Abstract Internal wave reflection from a uniform sloping boundary is often analyzed usinglinear or a weakly nonlinear inviscid theory. Under these assumptions for a linearly stratifiedfluid; Thorpe and Tabaei et al. derived predictions for the boundary angle where secondharmonic generation should be most intense. We previously conducted experiments andsimulations that found the angle that maximizes second harmonic generation is giveninstead by an empirical geometric relationship between the wave beam and boundaryangles. In the previous study; we used integrated kinetic energy as a measure of beamintensity. We compare these results with a method using energy flux. We also study theenergy flux into and out of a surface above the reflection region E out/E in and find high ratesof energy dissipation O (90%). The rates remain high even for weakly nonlinear wave …,APS Meeting Abstracts,2015,*
Experimental Methods: Lasers; Targets and Detectors,Daniel Kiefer,Abstract High power laser systems are based on the concept of chirped pulse amplification(CPA). This technique was first successfully demonstrated for laser pulses by Strickland andMourou [1] in 1985; and nowadays is used to amplify ultrashort laser pulses up to thepetawatt level.,*,2015,*
Coherent Thomson Backscattering from Relativistic Electron Mirrors,Daniel Kiefer,The experimental realization of the backscatter experiment is demanding for many reasons.First; a high contrast; high intensity laser is required as the driving pulse. Achieving both pulseparameters simultaneously is still a great challenge for state-of-the-art high power lasersystems. Second; a powerful probe pulse is needed; which is set up in counter-propagatingdirection. Achieving good spatio-temporal overlap in the colliding beam configuration;however; is experimentally not trivial. Last but not least; experiments with nanometer thin foilsare naturally limited to only a few shots and thus having full control on both pulses in the experimentis crucial and in fact requires accurate preparation of each target shot … In this chapter; thefirst experimental study on the generation of a relativistic electron mirror from a nanometer thinfoil is presented [1]. Complementary to the experimental results; a complete numerical …,*,2015,*
Electron Acceleration from Laser–Nanofoil Interactions,Daniel Kiefer,The difficulty is not only of theoretical nature. To enter the regime of efficient electron mirror generationit is clear that extremely thin; free-standing foils—consisting of only a few atomic layers—areneeded. At LMU; great efforts have been made to produce free-standing DLC foils as thin as3 nm in thickness. Irradiating such a foil with a high contrast laser reaching \(a_0\sim 15\); onewould expect to observe the onset of efficient electron blowout as the driving laser field wouldclearly exceed any restoring electrostatic charge separation field that could build up during theinteraction (even in the case of full separation of all electrons from the ions \(E_s \sim Nk_L d\sim 10\); Sect. 2.3.2) … The intention of this chapter is to investigate experimentally the electronbeams generated in laser-nanometer foil interactions using laser pulse and target parametersavailable with present day technology. To get first an insight into the dynamics of laser …,*,2015,*
Theoretical Background,Daniel Kiefer,Abstract A high intensity laser pulse (> 10^ 18\; W/cm^ 2) incident on a nanometer thin foilrapidly ionizes the atoms of the irradiated material and thus interacts with a solid densityplasma. The ionization process sets in at comparably low intensities (∼ 10^ 13\; W/cm^ 2) atthe foot of the pulse; and in strong fields; is well described through tunnel or barriersuppression ionization; covered by many textbooks 1. This chapter introduces the theoreticalframework needed to understand the electron dynamics in laser plasma interactions;reviews the concept of electron mirror generation from nanoscale foils and discusses thereflection properties of relativistic electron mirror structures.,*,2015,*
Harmonic Generation of Internal Waves Reflected from a Slope,Bruce Rodenborn; Daniel Kiefer; Hepeng Zhang; Harry L Swinney,Abstract Internal wave reflection from a uniform sloping boundary is often analyzed usinglinear or a weakly nonlinear inviscid theory. Under these assumptions for a linearly stratifiedfluid; Thorpe and Tabaei et al.. derived predictions for the boundary angle where secondharmonic generation should be most intense. We previously conducted experiments andsimulations that found the angle that maximizes second harmonic generation is giveninstead by an empirical geometric relationship between the wave beam and boundaryangles. We used integrated kinetic energy as a measure of beam intensity; but the method ofLee et al.[5] determines the energy flux of the second harmonic wave in the experiments. Wecompare results using this new method to weakly nonlinear theories and our empiricalprediction.,APS Meeting Abstracts,2014,*
Single shot cell irradiations with laser-driven protons,N Humble; K Allinger; J Bin; GA Drexler; A Friedl; P Hilz; D Kiefer; W Ma; S Reinhardt; TE Schmid; O Zlobinskaya; J Schreiber; JJ Wilkens,Ion beams are relevant for radiobiological studies in basic research and for application intumor therapy. Here we present a method to generate nanosecond proton bunches withsingle shot doses of up to 7 Gray by a tabletop high-power laser. Although in their infancy;laser-ion accelerators allow studying fast radiobiological processes at small-scalelaboratories as exemplarily demonstrated by measurements of the relative biologicaleffectiveness of protons in human tumor cells.,AIP Conference Proceedings,2013,*
Divergence of laser-driven ion beams from nanometer thick foils,JH Bin; WJ Ma; K Allinger; HY Wang; D Kiefer; S Reinhardt; P Hilz; K Khrennikov; S Karsch; XQ Yan; F Krausz; T Tajima; D Habs; J Schreiber,We report on experimental studies of divergence of proton beams from nanometer thickdiamond-like carbon (DLC) foils irradiated by an intense laser with high contrast. Protonbeams with extremely small divergence (half angle) of 2° are observed in addition with aremarkably well-collimated feature over the whole energy range; showing one order ofmagnitude reduction of the divergence angle in comparison to the results from μm thicktargets. We demonstrate that this reduction arises from a steep longitudinal electron densitygradient and an exponentially decaying transverse profile at the rear side of the ultrathinfoils. Agreements are found both in an analytical model and in particle in cell simulations.Those novel features make nm foils an attractive alternative for high flux experimentsrelevant for fundamental research in nuclear and warm dense matter physics.,Laser Acceleration of Electrons; Protons; and Ions II; and Medical Applications of Laser-Generated Beams of Particles II; and Harnessing Relativistic Plasma Waves III,2013,*
DNA double strand breaks assessed by gamma-H2AX foci after irradiation with single-shot laser-driven nanosecond protons,TE Schmid; K Allinger; W Assmann; J Bin; GA Drexler; AA Friedl; P Hilz; N Humble; D Kiefer; W Ma; D Michalski; M Molls; S Reinhardt; B Roeper; O Zlobinskaya; J Schreiber; JJ Wilkens,*,STRAHLENTHERAPIE UND ONKOLOGIE,2012,*
