Matching events in a content-based subscription system,Marcos K Aguilera; Robert E Strom; Daniel C Sturman; Mark Astley; Tushar D Chandra,Content-based subscription systems are an emerging alternative to traditional publish-subscribe systems; because they permit more flexible subscriptions along multipledimensions. In these systems; each subscription is a predicate which may test arbitraryattributes within an event. However; the matching problem for content-based systems-determining for each event the subset of all subscriptions whose predicates match the event-is still an open problem. We present an efficient; scalable solution to the matching problem.Our solution has an expected time complexity that is sub-linear in the number ofsubscriptions; and it has a spacecomplexity that is linear. Specifically; we prove that forpredicates reducible to conjunctions of elementary tests; the expected time to match arandom event is no greater than O (N'-') where N is the number of subscriptions; and X is …,Proceedings of the eighteenth annual ACM symposium on Principles of distributed computing,1999,839
Transactional shared memory system and method of control,*,A transactional shared memory system has a plurality of discrete application nodes; aplurality of discrete memory nodes; a network interconnecting the application nodes and thememory nodes; and a controller for directing transactions in a distributed system utilizing theshared memory. The memory nodes collectively provide an address space of sharedmemory that is provided to the application nodes via the network. The controller hasinstructions to transfer a batched transaction instruction set from an application node to atleast one memory node. This instruction set includes one or more write; compare and readinstruction subsets; and/or combinations thereof. At least one subset has a valid non nullmemory node identifier and memory address range. The memory node identifier may beindicated by the memory address range. The controller controls the memory node …,*,2010,27
Quiescent Reliable Communication and Quiescent Consensus inPartitionable Networks,Marcos Kawazoe Aguilera; Wei Chen; Sam Toueg,We consider partitionable networks with process crashes and lossy links; and focus on theproblems of reliable communication and consensus for such networks. For both problemswe seek algorithms that are quiescent; ie; algorithms that eventually stop sendingmessages. We first tackle the problem of reliable communication for partitionable networksby extending the results of [ACT97a]. In particular; we generalize the specification of theheartbeat failure detector HB; show how to implement it; and show how to use it to achievequiescent reliable communication. We then turn our attention to the problem of consensusfor partitionable networks. We first show that; even though this problem can be solved usinga natural extension of less than or greater than S; such solutions are not quiescent---in otherwords; less than or greater than S alone is not sufficient to achieve quiescent consensus …,*,1997,26
Location; location; location!: modeling data proximity in the cloud,Birjodh Tiwana; Mahesh Balakrishnan; Marcos K Aguilera; Hitesh Ballani; Z Morley Mao,Abstract Cloud applications have increasingly come to rely on distributed storage systemsthat hide the complexity of handling network and node failures behind simple; data-centricinterfaces (such as PUTs and GETs on key-value pairs). While these interfaces are veryeasy to use; the application is completely oblivious to the location of its data in the network;as a result; it has no way to optimize the placement of data or computation. In this paper; wepropose exposing the network location of data to applications. The primary challenge is thatdata does not usually exist at a single point in the network; it can be striped; replicated;cached and coded across different locations; in arbitrary ways that vary across storagesystems. For example; an item that is synchronously mirrored in both Seattle and Londonwill appear equally far from both locations for writes; but equally close to both locations for …,Proceedings of the 9th ACM SIGCOMM Workshop on Hot Topics in Networks,2010,24
On using network attached disks as shared memory,Marcos K Aguilera; Burkhard Englert; Eli Gafni,Abstract Recent advances in storage technology have enabled systems like Storage AreaNetworks; where disks are attached directly to the network; rather than being under thecontrol of a single process. In such an environment there is no a priori bound on the numberof processes that may access the network attached disks; and so uniform implementationsare desirable; that is; implementations that do not rely on the number of processes. Weinvestigate how to use network attached disks; where some disks may crash; as a sharedcommunication medium. To do so; we model disk blocks as Multi-Writer Multi-Reader(MWMR) shared memory registers that may fail by crashing. We study whether a finitenumber of such fail-prone registers can be used to uniformly implement various types of fail-flee target registers: wait-free atomic; atomic; and wait-free sequentially consistent. For …,Proceedings of the twenty-second annual symposium on Principles of distributed computing,2003,23
Olive: Distributed Point-in-Time Branching Storage for Real Systems.,Marcos Kawazoe Aguilera; Susan Spence; Alistair C Veitch,Abstract. This paper describes Olive; the first distributed block storage system to provideconsistent pointin-time branching. Point-in-time branching allows users to recursively andquickly snapshot or clone the storage state. It has a wide range of applications includingtesting new deployments or upgrades without disrupting a running system; quicklyprovisioning large homogeneous systems; and preserving old versions of data. Oliveprovides block-level access and strong consistency for broad applicability; allowing it tobranch file systems; database systems; and every other storage application that ultimatelystores data on block storage. Olive is distributed and replicated to provide fault toleranceand availability. Providing strong consistency for branching in a replicated distributed systemis a technical challenge that we address in this work. We evaluate Olive and show that …,NSDI,2006,22
Strict linearizability and the power of aborting,Marcos K Aguilera; Svend Frølund,Abstract—Linearizability is a popular way to define the concurrent behavior of sharedobjects. However; linearizability allows operations that crash to take effect at any time in thefuture. This can be disruptive to systems where crashes are externally visible. In suchsystems; an operation that crashes should either not happen or happen within some limitedtime frame—preferably before the process crashes. We define strict linearizability to achievethis semantics. Strict linearizability and wait-freedom are difficult to achieve simultaneously.For example; we show that it is impossible to obtain a strictly-linearizable wait-freeimplementation of objects as simple as multi-reader registers from single-reader ones. Toaddress this problem; we augment our shared objects by allowing them to abort theiroperations in the presence of concurrency. An aborted operation behaves like an …,Technical Report HPL-2003-241,2003,21
Yesquel: scalable sql storage for web applications,Marcos K Aguilera; Joshua B Leners; Michael Walfish,Abstract Web applications have been shifting their storage systems from sql to nosqlsystems. nosql systems scale well but drop many convenient sql features; such as joins;secondary indexes; and/or transactions. We design; develop; and evaluate Yesquel; asystem that provides performance and scalability comparable to nosql with all the features ofa sql relational system. Yesquel has a new architecture and a new distributed data structure;called YDBT; which Yesquel uses for storage; and which performs well under contention bymany concurrent clients. We evaluate Yesquel and find that Yesquel performs almost as wellas Redis---a popular nosql system---and much better than mysql Cluster; while handling sqlqueries at scale.,Proceedings of the 25th Symposium on Operating Systems Principles,2015,20
Surviving Congestion in Geo-Distributed Storage Systems.,Brian Cho; Marcos K Aguilera,Abstract. We present Vivace; a key-value storage system for web applications that spanmany geographicallydistributed sites. Vivace provides strong consistency and replicatesdata across sites for access locality and disaster tolerance. Vivace is designed to cope wellwith network congestion across sites; which occurs because the bandwidth across sites issmaller than within sites. To deal with congestion; Vivace relies on two novel algorithms thatprioritize a small amount of critical data to avoid delays due to congestion. We evaluateVivace to show its feasibility and effectiveness.,USENIX Annual Technical Conference,2012,20
RPC Chains: Efficient Client-Server Communication in Geodistributed Systems.,Yee Jiun Song; Marcos Kawazoe Aguilera; Ramakrishna Kotla; Dahlia Malkhi,Abstract We propose the RPC chain; a simple but powerful communication primitive thatallows an application to lessen the performance effects of wide-area links on enterprise anddata center applications that span multiple sites. This primitive chains together multiple RPCinvocations so that the computation can flow from one server to the next without involving theclient every time. We demonstrate that RPC chains can significantly reduce end-to-endlatency and network bandwidth in a storage application and a web application.,NSDI,2009,17
Brief announcement: Abortable and query-abortable objects,Marcos Kawazoe Aguilera; Svend Frolund; Vassos Hadzilacos; Stephanie Lorraine Horn; Sam Toueg,Abstract The setting for this paper is a distributed system in which asynchronous processesinteract by accessing linearizable; wait-free shared objects [2]. The typical task in such asystem is to design an implementation of a target object given certain “base objects”. Thecomplexity of such implementations is mostly due to the fact that multiple processes mayaccess the target object concurrently. It has been observed that in some systems contentionon shared objects is rare [3]. It is therefore tempting to try to simplify the task of implementingshared objects by allowing them to exhibit degraded behaviour in the (hopefully rare) eventof contention.,International Symposium on Distributed Computing,2006,17
Methods of writing and recovering erasure coded data,*,An embodiment of a method of writing erasure coded data swaps a new data block for anold data block within a stripe of erasure coded data. The stripe of erasure coded datacomprises data blocks and a redundancy block. The method computes a redundancyupdate parameter for the redundancy block using the new data block and the old data block.The method updates the redundancy block using the redundancy block; the redundancyupdate parameter; and a mathematical operator. An embodiment of a method of recoveringerasure coded data obtains a lock on a subset of data blocks and one or more redundancyblocks. The method determines whether the subset of the data blocks and the one or moreredundancy blocks includes sufficient blocks to restore the stripe. If not; the method relaxesthe lock to allow at least one update of the one or more redundancy blocks while not …,*,2014,16
Partial synchrony based on set timeliness,Marcos K Aguilera; Carole Delporte-Gallet; Hugues Fauconnier; Sam Toueg,Abstract We introduce a new model of partial synchrony for read-write shared memorysystems. This model is based on the simple notion of set timeliness—a naturalgeneralization of the seminal concept of timeliness in the partially synchrony model of Dworket al.(J. ACM 35 (2): 288–323; 1988). Despite its simplicity; the concept of set timeliness ispowerful enough to define a family of partially synchronous systems that closely matchindividual instances of the t-resilient k-set agreement problem among n processes;henceforth denoted (t; k; n)-agreement. In particular; we use it to give a partially synchronoussystem that is synchronous enough for solving (t; k; n)-agreement; but not enough for solvingtwo incrementally stronger problems; namely;(t+ 1; k; n)-agreement; which has a slightlystronger resiliency requirement; and (t; k− 1; n)-agreement; which has a slightly stronger …,Distributed Computing,2012,15
No Time for Asynchrony.,Marcos Kawazoe Aguilera; Michael Walfish,In their early days; distributed systems were designed under a synchronous (message-passing) model; which assumes bounds on processing and communication delays. Theseassumptions allowed processes to handle unresponsive processes easily with end-to-endtimeouts. However; current distributed systems cannot meet endto-end timing propertiesbecause they are composed of a diverse stack of layers; each with complex timing behavior.At best; these systems have predictable timing in the common case; but even slightdeviations from normal load or operating conditions can produce long delays that violate themodel's assumptions (§ 2.1). Since the model fails to represent reality; even systems that arecorrect under the model can produce errors in practice. Because of this mismatch; manyalgorithms and systems have been designed under the asynchronous model; in which …,HotOS,2009,15
Recoverability of a dataset associated with a multi-tier storage system,*,A method and a system of improving recoverability of a dataset associated with a multi-tierstorage system are provided. Updates to a dataset are stored in first storage. The datasetand a point-in-time copy of the dataset reside on second storage; and the first storageprovides higher reliability than the second storage. The dataset is restored using at least asubset of the stored updates in combination with the point-in-time copy in the event that thedataset is lost.,*,2011,14
Group communication system and method,*,Provided is a system and method for directing group communication in a systemenvironment that has a plurality of discrete application nodes networked with at least onediscrete memory node; establishing a shared memory providing a passive message queue.A code library permits an application node member of a group to assemble a messageselected from the group of send; join; leave; or read. The send; join and leave messagespermit a first application node to add a message to the queue for all members of a groupincluding the first application node at the time the message was added. The instruction setpermitting the addition of the message is executed atomically.,*,2009,13
Taming uncertainty in distributed systems with help from the network,Joshua B Leners; Trinabh Gupta; Marcos K Aguilera; Michael Walfish,Abstract Network and process failures cause complexity in distributed applications. When aremote process does not respond; the application cannot tell if the process or network havefailed; or if they are just slow. Without this information; applications can lose availability orcorrectness. To address this problem; we propose Albatross; a service that quickly reports toapplications the current status of a remote process---whether it is working and reachable; ornot. Albatross is targeted at data centers equipped with software defined networks (SDNs);allowing it to discover and enforce network partitions: Albatross borrows the old observationthat it can be better to cause a problem than to live with uncertainty; and applies this idea tonetworks. When enforcing partitions; Albatross avoids disruption by disconnecting onlyindividual processes (not entire hosts); and by allowing them to reconnect if the …,Proceedings of the Tenth European Conference on Computer Systems,2015,12
Method and system for securing block-based storage with capability data,*,A system for protecting data integrity in a network attached block-device; such as a disk or adisk array; includes a capability issuer module coupled to a metadata server. The capability-issuer module creates capability data in accordance with a predetermined set of rules; andissues the capability data to the client over a secured channel. The capability data includesa group identifier; a capability identifier; a block-device identifier; a list of extents forspecifying a range of blocks to which access is granted; an access mode for indicating thetype of access allowed; and a cryptographic string for preventing forgery of capabilities byunauthorized parties. A capability checker module coupled to a network attached block-device verifies that the client's block access request is consistent with the capability dataissued; and that the capability data is authentic. Upon verifying the client's capability data …,*,2004,12
Inferring causal paths in a distributed computing environment,*,According to one embodiment; a method comprises evaluating messages between nodes ofa distributed computing environment. Based on timing relationships of the messages;probability of causal links between pairs of messages determined. Based on the determinedprobability; at least one causal path comprising a plurality of causal links is inferred. Further;an overall probability that the inferred causal path is accurate is determined. In certainembodiments; the overall probability is output for the corresponding causal path to providean indication of the confidence of the accuracy of such inferred causal path.,*,2015,11
Distributed SQL query processing using key-value storage system,*,Distributed storage systems support SQL while also providing scalability and fault toleranceby utilizing an SQL library (the SQL execution component) layered on top of a transactionalkey-value system (the storage component). The SQL library comprises a parser and anexecution engine running at the client; while the storage component comprises a key-valuesystem for storing the data. The SQL library parses SQL queries received from clientapplications and maps them to transactions on the key-value system. The key-value systemstores data items identified by key and provides concurrency control mechanisms to handleconcurrent transactions. The key-value system may be a distributed system with severalstorage servers; each attached to one or more storage devices.,*,2016,10
System and method for ascribing resource consumption to activity in a causal path of a node of a distributed computing system,*,According to at least one embodiment; a method comprises identifying at least one causalpath that includes a node of a distributed computing environment that is of interest. Themethod further comprises analyzing the identified at least one causal path to determine atleast one time interval when the node is active in such causal path; and correlatingconsumption of a resource by the node to the node's activity in the at least one causal path.,*,2013,10
Fast asynchronous consensus with optimal resilience,Ittai Abraham; Marcos K Aguilera; Dahlia Malkhi,Abstract We give randomized agreement algorithms with constant expected running time inasynchronous systems subject to process failures; where up to a minority of processes mayfail. We consider three types of process failures: crash; omission; and Byzantine. For crashor omission failures; we solve consensus assuming private channels or a public-keyinfrastructure; respectively. For Byzantine failures; we solve weak Byzantine agreementassuming a public-key infrastructure and a broadcast primitive called weak sequencedbroadcast. We show how to obtain weak sequenced broadcast using a minimal trustedplatform module. The presented algorithms are simple; have optimal resilience; and haveoptimal asymptotic running time. They work against a sophisticated adversary that canadaptively schedule messages; processes; and failures based on the messages seen by …,International Symposium on Distributed Computing,2010,10
Stumbling over consensus research: misunderstandings and issues,Marcos K Aguilera,Abstract The consensus problem has recently emerged as a major interest in systemsconferences; yet the systems community tends to ignore most of the large body of theory onthis subject. In this chapter; I examine why this might be so. I point out misunderstandings bythe systems community of the theory. I also consider some issues in this work that remains tobe addressed by the theory community.,*,2010,10
The mailbox problem,Marcos K Aguilera; Eli Gafni; Leslie Lamport,Abstract We propose and solve a synchronization problem called the mailbox problem;motivated by the interaction between devices and processor in a computer. In this problem;a postman delivers letters to the mailbox of a housewife and uses a flag to signal a non-empty mailbox. The wife must remove all letters delivered to the mailbox and should notwalk to the mailbox if it is empty. We present algorithms and an impossibility result for thisproblem.,International Symposium on Distributed Computing,2008,10
Timeliness-based wait-freedom: a gracefully degrading progress condition,Marcos K Aguilera; Sam Toueg,Abstract We introduce a simple progress condition for shared object implementations that isgracefully degrading depending on the degree of synchrony in each run. This progressproperty; called timeliness-based wait-freedom; provides a gradual bridge betweenobstruction-freedom and wait-freedom in partially synchronous systems. We show thattimeliness-based wait-freedom can be achieved with synchronization primitives that are veryweak. More precisely; every object has a timeliness-based wait-free implementation thatuses only abortable registers (which are weaker than safe registers). As part of this work; wepresent a new leader election primitive that processes can use to dynamically compete forleadership such that if there is at least one timely process among the current candidates forleadership; then a timely leader is eventually elected among the candidates. We also …,Proceedings of the twenty-seventh ACM symposium on Principles of distributed computing,2008,10
Analysis of causal relations between intercommunicating nodes,*,Method and apparatus for determining causal relations between a plurality ofintercommunicating nodes. In various embodiments; trace data is input that describe inter-node communication. The trace data may include for each message sent between nodes atimestamp that indicates a time at which the message was sent; a source identifier thatidentifies a node from which the message was sent; and a destination identifier thatidentifies a node to which the message was sent. For each of one or more nodes; adetermination may be made as to whether one or more causal relations exist between a firstset of messages destined to the node and a second set of messages sourced from the nodeand destined to at least one other node. A causal relation may exist as a function of aprobability distribution of delay values that are differences between timestamps of …,*,2007,10
Selecting computing nodes in cloud service using replication topologies,*,A cloud statistics server generates statistics for a cloud service based on an identified dataitem and an identified operation. The cloud service may include various computing nodesand storage nodes. The cloud statistics may include expected completion times for theidentified operation and the identified data item with respect to each of the computing nodes.A computing node may be selected to execute the identified operation based on theexpected completion times. The generated statistics may be generated by the cloud statisticsserver using a network topology associated with the data item that is based on the latenciesor expected transfer times between the various storage nodes and computing nodes; and areplication strategy used by the cloud service. The topology may be implemented as adirected graph with edge weights corresponding to expected transfer times between each …,*,2015,9
The correctness proof of Ben-Or’s randomized consensus algorithm,Marcos K Aguilera; Sam Toueg,Abstract In a ground-breaking paper that appeared in 1983; Ben-Or presented the firstrandomized algorithm to solve consensus in an asynchronous message-passing systemwhere processes can fail by crashing. Although more efficient randomized algorithms weresubsequently proposed; Ben-Or's algorithm is still the simplest and most elegant one. Forthis reason; it is often taught in distributed computing courses and it appears in severaltextbooks. Even though Ben-Or's algorithm is widely known and it is very simple; surprisinglya proof of correctness of the algorithm has not yet appeared: previously published proofsmake some simplifying assumptions—specifically; they either assume that f< n/3 (n is thetotal number of processes and f is maximum number of processes that may crash) or that theadversary is weak; that is; it cannot see the process states or the content of the messages …,Distributed Computing,2012,9
Method and system for managing access control,*,A method for managing access control of a resource includes storing a revocation listcontaining a list of revoked capabilities and their corresponding groups; storing a group listcontaining a list of valid groups; receiving a capability revocation request to revoke aspecified capability; selecting a revocation method from among a plurality of revocationmethods; including an individual capability revocation method and a group revocationmethod; revoking the specified capability by invalidating the group to which the specifiedcapability belongs if the group revocation method is selected; and revoking the specifiedcapability by invalidating only the specified capability if the individual capability revocationmethod is selected.,*,2004,9
On the weakest failure detector for quiescent reliable communication,Marcos Kawazoe Aguilera; Wei Chen; Sam Toueg,We consider the problem of achieving reliable communication with quiescent algorithms (ie;algorithms that eventually stop sending messages) in asynchronous systems with processcrashes and lossy links; and show that; among failure detectors with bounded output size;less than or greater than P is the weakest one that can be used to solve this problem.Combined with a result in [ACT97a]; this shows that failure detectors that are commonlyused in practice; ie; those that output lists of suspects; are not always the best ones to solvea problem.,*,1997,8
Remote procedure call chains,*,A remote procedure call chain is provided that replaces multiple consecutive remoteprocedure calls to multiple servers from a client by allowing a client to specify multiplefunctions to be performed consecutively at multiple servers in a single remote procedure callchain. The remote procedure call chain is executed by a sequence of multiple servers. Eachserver executes a service function and a chaining function of the remote procedure callchain. The chaining function uses the state of the remote procedure call chain in thesequence of servers to determine the next server to receive the remote procedure call chain;and the service function to be executed by that server. After the last service function isperformed; the last server in the sequence of servers sends the results of the executedservice functions to the client that originated the remote procedure call chain.,*,2016,7
Identifying files associated with a workflow,*,To determine files associated with one or more workflows; a trace of accesses of files in atleast one server is received. The files are grouped into at least one set of files; where thefiles in the set are accessed together more than a predetermined number of times in thetrace. Files associated with the particular workflow are identified based on the at least oneset.,*,2011,7
Uniform Solvability with a finite number of MWMR registers,Marcos K Aguilera; Burkhard Englert; Eli Gafni,Abstract This paper introduces a new interesting research question concerning tasks. Theweak-test-and-set task has a uniform solution that requires only two Multi-Writer Multi-Reader (MWMR) registers. Recently it was shown that if we take the long-lived version andrequire a step complexity that is adaptive to interval contention then; like mutual exclusion;no solution with finitely many MWMR registers is possible. Here we show that there aresimple tasks which provably cannot be solved uniformly with finitely many MWMR registers.This opens up the research question of when a task is uniformly solvable using only finitelymany MWMR registers.,International Symposium on Distributed Computing,2003,7
Modifying data structures in distributed file systems,*,Embodiments include methods; apparatus; and systems for modifying data structures indistributed file systems. One method of software execution includes using minitransactionsthat include a set of compare items and a set of write items to atomically modify datastructures in a distributed file system.,*,2015,6
Black-box concurrent data structures for NUMA architectures,Irina Calciu; Siddhartha Sen; Mahesh Balakrishnan; Marcos K Aguilera,Abstract High-performance servers are Non-Uniform Memory Access (NUMA) machines. Tofully leverage these machines; programmers need efficient concurrent data structures thatare aware of the NUMA performance artifacts. We propose Node Replication (NR); a black-box approach to obtaining such data structures. NR takes an arbitrary sequential datastructure and automatically transforms it into a NUMA-aware concurrent data structuresatisfying linearizability. Using NR requires no expertise in concurrent data structure design;and the result is free of concurrency bugs. NR draws ideas from two disciplines: shared-memory algorithms and distributed systems. Briefly; NR implements a NUMA-aware sharedlog; and then uses the log to replicate data structures consistently across NUMA nodes. NRis best suited for contended data structures; where it can outperform lock-free algorithms …,Proceedings of the Twenty-Second International Conference on Architectural Support for Programming Languages and Operating Systems,2017,5
Tracing information flow using a signature,*,To perform information tracing; at least one signature to be traced is received. It is detectedthat a first process causes data to be provided to at least one of a second process and a file.It is determined whether the data contains the at least one signature. In response todetermining that the data contains the at least one signature; a log is updated. The logcontains information identifying at least one of processes and files that are part of a flow ofthe at least one signature.,*,2011,5
Adaptive progress: a gracefully-degrading liveness property,Marcos K Aguilera; Sam Toueg,Abstract We introduce a simple liveness property for shared object implementations that isgracefully degrading depending on the degree of synchrony in each run. This property;called adaptive progress; provides a gradual bridge between obstruction-freedom and wait-freedom in partially-synchronous systems. We show that adaptive progress can be achievedusing very weak shared objects. More precisely; every object has an implementation thatensures adaptive progress and uses only abortable registers (which are weaker than saferegisters). As part of this work; we present a new leader election abstraction that processescan use to dynamically compete for leadership such that if there is at least one timelyprocess among the current candidates for leadership; then a timely leader is eventuallyelected among the candidates. We also show that this abstraction can be implemented …,Distributed Computing,2010,5
Autograph: automatically extracting workflow file signatures,Anna Povzner; Kimberly Keeton; Arif Merchant; Charles B Morrey III; Mustafa Uysal; Marcos K Aguilera,Abstract Storage management activities; such as reporting; file placement; migration andarchiving; require the ability to discover files that belong to an application workflow byrelying only on information from the file server. Some classes of application workflows; suchas rendering an animated sequence from its graphics models or building an application fromits source files; often exhibit a high degree of repeatability. We describe a system calledAutograph that exploits this repeatability to discover files that belong to an applicationworkflow. Our approach examines traces of file accesses; finds repeated and correlatedaccesses; and infers which files likely belong to the same workflow. Our solution targetsserver workflows and uses file server traces; which contain less process and file informationthan the local machine traces used in prior work. We show that Autograph successfully …,ACM SIGOPS Operating Systems Review,2009,5
Method and apparatus for estimating time delays in systems of communicating nodes,*,A method for calculating a probability distribution that represents probabilities of occurrenceof time differences between causally related incoming messages and outgoing messages ofa node in a system of communicating nodes is described. The method comprises obtaininga set of time differences between times at which incoming messages arrive at a node andtimes at which outgoing messages leave the node; the set of time differences including timedifferences between causally related incoming messages and outgoing messages and timedifferences between incoming messages and outgoing messages that are not causallyrelated. The method also comprises processing the set of time differences using a statisticalestimation algorithm to calculate the probability distribution that represents probabilities ofoccurrence of time differences between causally related incoming messages and …,*,2006,5
On the erasure recoverability of mds codes under concurrent updates,Marcos K Aguilera; Ramaprabhu Janakiraman; Lihao Xu,We consider a fault-tolerant distributed storage system that protects data on k disks using asystematic linear (n; k) MDS code. In such a system; updates to data blocks requirecorresponding updates to check blocks. Concurrent fault-prone access by multiple writerscan drive the system into an inconsistent state with reduced tolerance for disk failures. Weshow tight bounds on the erasure recoverability of an (n; k) MDS code in this scenario. Thebounds depend not just on the minimum distance of the code; but also on the maximumnumber of concurrent faulty writers and the manner in which they attempt to update thecheck blocks (one at a time/all at once),Information Theory; 2005. ISIT 2005. Proceedings. International Symposium on,2005,5
The Many Faces of Consistency.,Marcos K Aguilera; Douglas B Terry,Abstract The notion of consistency is used across different computer science disciplines fromdistributed systems to database systems to computer architecture. It turns out thatconsistency can mean quite different things across these disciplines; depending on whouses it and in what context it appears. We identify two broad types of consistency; stateconsistency and operation consistency; which differ fundamentally in meaning and scope.We explain how these types map to the many examples of consistency in each discipline.,IEEE Data Eng. Bull.,2016,4
System for and method of writing and reading redundant data,*,In accordance with an embodiment of the invention; a method of writing and readingredundant data is provided. Data is written by storing a copy of the data along with atimestamp and a signature at each of a set of storage devices. The data is read by retrievingthe copy of the data; the timestamp and the signature from each of a plurality of the set ofdata storage devices. One of the copies of the data is selected to be provided to a requestorof the data. Each of the storage devices of the set is requested to certify the selected copy ofthe data. Provided that a proof of certification of the selected copy of the data is valid; thestorage devices of the set are instructed to store the selected copy of the data along with anew timestamp.,*,2013,4
Remote storage with byzantine servers,Marcos K Aguilera; Ram Swaminathan,Abstract We consider the problem of providing byzantine-tolerant storage in distributedsystems where client-server links are much thinner and slower than server-server links. Weprovide storage algorithms that are unique in two ways. First; our algorithms take intoconsideration the asymmetry in network connectivity by minimizing client-servercommunication. To provide this property; we rely on a small amount of partial (eventual)synchrony. Second; our algorithms provide a new property called limited effect; which isimportant for storage systems. To provide the latter property; we use synchronized clocks;which are increasingly common due to GPS devices and NTP; even in otherwise"asynchronous systems" like the Internet. We present two algorithms called QUAD andLINEAR; which provide a trade-off between failure resiliency and efficiency. Our …,Proceedings of the twenty-first annual symposium on Parallelism in algorithms and architectures,2009,4
Distributed Computing,Nancy A Lynch; Alexander A Shvartsman,DISC; the International Symposium on DIStributed Computing; is an international forum onthe theory; design; analysis; implementation and application of distributed systems andnetworks. DISC is organized in cooperation with the European Association for TheoreticalComputer Science (EATCS). This volume contains the papers presented at DISC 2010; the24th International Symposium on Distributed Computing; held on September 13–15; 2010 inCambridge; Massachusetts. The volume also includes the citation for the 2010 Edsger W.Dijkstra Prize in Distributed Computing; jointly sponsored by DISC and PODC (the ACMSymposium on Principles of Distributed Computing); which was presented at PODC 2010 inZurich to Tushar D. Chandra; Vassos Hadzilacos; and Sam Toueg for their work on failuredetectors. There were 135 papers submitted to the symposium (in addition there were 14 …,24th International Symposium; DISC 2010; Cambridge; MA; USA; September 13-15; 2010. Proceedings,1996,4
Non-volatile Memory through Customized Key-value Stores.,Leonardo Mármol; Jorge Guerra; Marcos K Aguilera,Non-volatile memory; or NVM; is coming. Several technologies are maturing (FeRAM;ReRAM; PCM; DWM; FJG RAM); and soon we expect products from Intel; Micron; HP;SanDisk; and/or Samsung. Some of these products promise memory density close to flashand performance within a reasonable factor of DRAM. This technology could substantiallyimprove the performance of software systems; especially storage systems. Unfortunately;using NVM is hard: each technology has its quirks; and the details of products are not yetavailable. We need a way to integrate NVM into our software systems; without fullknowledge of all the NVM product details and without having to redesign every softwaresystem for each forthcoming NVM technology. We advocate the use of customized key-valuestores. Rather than programming directly on NVM; developers (1) design a key-value …,HotStorage,2016,3
Consistency-based service-level agreements in cloud storage environments,*,An application programming interface is provided that allows applications to assign multipleservice-level agreements to their data transactions. The service-level agreements includelatency bounds and consistency guarantees. The applications may assign utility values toeach of the service-level agreements. A monitor component monitors the various replicanodes in a cloud storage system for latency and consistency; and when a transaction isreceived from an application; the monitor determines which of the replica nodes can likelyfulfill the transaction in satisfaction of any of the service-level agreements. Where multipleservice-level agreements can be satisfied; the replica node that can fulfill the transactionaccording to the service-level agreement with the greatest utility is selected. The applicationmay be charged for the transaction based on the utility of the service-level agreement that …,*,2015,3
Electronic message authentication,*,A method; and associated apparatus; comprises calculating a first part of a messageauthentication function by a first processor; calculating a second part of the messageauthentication function by a second processor; and combining the first and second parts intothe message authentication function by the first or second processor. The messageauthentication function can be used to authenticate data transmitted between the firstprocessor and a third processor.,*,2008,3
Transaction rate limiters for peer-to-peer systems,Marcos K Aguilera; Mark Lillibridge; Xiaozhou Li,We introduce transaction rate limiters; new mechanisms that limit (probabilistically) themaximum number of transactions a user of a peer-to-peer system can do in any givenperiod. They can be used to limit the consumption of selfish users and the damage done bymalicious users. They complement reputation systems; solving the traitor problem. We givesimple distributed algorithms that work over time frames as short as seconds and are veryrobust: they use no trusted servers and continue to work even when attacked by a largefraction of users colluding. Our algorithms are based on a new primitive we have devised;probably-anonymous queries; which guarantees anonymity with a specified probability.,Peer-to-Peer Computing; 2008. P2P'08. Eighth International Conference on,2008,3
Method of seeking consensus among computer processes,*,An embodiment of a method of seeking consensus among computer processes begins witha first step of saving a new timestamp in a timestamp array for a particular process. Themethod continues with a second step of determining whether a most recent entry in adecision array includes a previously established consensus decision. In a third step; if themost recent entry does not include the previously established consensus decision; themethod saves a proposed decision as a consensus decision. Otherwise; in a fourth step; themethod saves the previously established consensus decision as the consensus decision. Ina fifth step; if a most recent timestamp in the timestamp array continues to be the newtimestamp; the method returns the consensus decision. Otherwise; in a sixth step; themethod returns an abort indicator.,*,2008,3
On the weakest failure detector for uniform reliable broadcast,Marcos Kawazoe Aguilera; Sam Toueg; Borislav Deianov,Abstract Uniform Reliable Broadcast (URB) is a communication primitive that requires that ifa process delivers a message; then all correct processes also deliver this message. A recentPODC paper [HR99] uses Knowledge Theory to determine what failure detectors arenecessary to implement this primitive in asynchronous systems with process crashes andlossy links that are fair. In this paper; we revisit this problem using a different approach; andprovide a result that is simpler; more intuitive; and; in a precise sense; more general.,*,1999,3
Providing a distributed balanced tree across plural servers,*,To access data; a distributed balanced tree having nodes distributed across plural servers isaccessed. Version information is associated with the nodes of the distributed balanced tree.During an operation that accesses the distributed balanced tree; the version information ischecked to determine whether content of one or more nodes of the distributed balanced treehas changed during the operation.,*,2014,2
