VisTrails: visualization meets data management,Steven P Callahan; Juliana Freire; Emanuele Santos; Carlos E Scheidegger; Cláudio T Silva; Huy T Vo,Abstract Scientists are now faced with an incredible volume of data to analyze. Tosuccessfully analyze and validate various hypothesis; it is necessary to pose severalqueries; correlate disparate data; and create insightful visualizations of both the simulatedprocesses and observed phenomena. Often; insight comes from comparing the results ofmultiple visualizations. Unfortunately; today this process is far from interactive and containsmany error-prone and time-consuming tasks. As a result; the generation and maintenance ofvisualizations is a major bottleneck in the scientific process; hindering both the ability tomine scientific data and the actual use of the data. The VisTrails system represents our initialattempt to improve the scientific discovery process and reduce the time to insight. InVisTrails; we address the problem of visualization from a data management perspective …,Proceedings of the 2006 ACM SIGMOD international conference on Management of data,2006,474
Visualization in radiation oncology: Towards replacing the laboratory notebook,Erik W Anderson; Steven P Callahan; George TY Chen; Juliana Freire; Emanuele Santos; Carlos E Scheidegger; Cláudio T Silva; Huy T Vo,Abstract: Data exploration in radiation oncology requires the creation of a large number ofvisualizations. For treatment planning; detailed information about the processes used tomanipulate data collected and to create visualizations is needed for assessing the quality ofthe results. Current visualization systems allow the interactive creation and manipulation ofcomplex visualizations. However; they lack the ability to manage the data involved in thevisualization process; and in particular; they lack mechanisms to capture the provenance ofboth the visualization process and associated data. Consequently; they do not provideadequate support for the creation and exploration of a large number of visualizations.VisTrails is a visualization management system that manages both the process and meta-data associated with visualizations. A novel feature of VisTrails is an actionbased …,*,2006,5
Massive image editing on the cloud,Brian Summa; Huy T Vo; Valerio Pascucci; Claudio Silva,MASSIVE IMAGE EDITING ON THE CLOUD Brian Summa∗ SCI Institute University of Utah USAHuy T. Vo† SCI Institute University of Utah USA Valerio Pascucci‡ SCI Institute University of UtahUSA Claudio Silva§ SCI Institute University of Utah USA ABSTRACT Processing massive imageryin a distributed environment currently requires the effort of a skilled team to efﬁ- ciently handlecommunication; synchronization; faults; and data/process distribution. Moreover; theseimplementa- tions are highly optimized for a speciﬁc system or clus- ter; therefore portability orimproved performance due to system improvements is rarely considered. Much like early GPUcomputing; cluster computing for graphics is a highly-specialized ﬁeld for few experts. In thiswork; we experiment using the cloud as a possi- ble alternative to the status quo; abstractingaway much of the complexity associated with current implementations. As gigapixel …,International Conference on Computational Photography,2011,4
Designing a parallel dataflow architecture for streaming large-scale visualization on heterogeneous platforms,Huy T Vo,Abstract Dataflow pipeline models are widely used in visualization systems. Despite recentadvancements in parallel architecture; most systems still support only a single CPU or asmall collection of CPUs such as a SMP workstation. Even for systems that are specificallytuned towards parallel visualization; their execution models only provide support for data-parallelism while ignoring task-parallelism and pipeline-parallelism. With the recentpopularization of machines equipped with multicore CPUs and multi-GPU units; thesevisualization systems are undoubtedly falling further behind in reaching maximum efficiency.,*,2011,4
Multiresolution visualization of massive models on a large spatial 3D display,Fabio Bettio; Enrico Gobbetti; Giovanni Pintore; Fabio Marton,Abstract We report on a cluster parallel multiresolution rendering system driving a spatial 3Ddisplay able to give multiple freely moving naked-eye viewers the illusion of seeing virtualobjects floating at fixed physical locations situated in a human–scale working volume. Theefficiency of this approach is demonstrated by an application supporting interactivemanipulation of colored highly tessellated models on a large (1.6 x0. 9 meters) 50Mpixeldisplay that allows for a room-size working space.,Proceedings of the 7th Eurographics conference on Parallel Graphics and Visualization,2007,4
Access; income and racial composition: Dietary patterns aren’t just a personal choice,Elizabeth A Baker; Deidre Williams; C Kelly; MS Nanney; H Vo; E Barnidge; E Schootman; J Struthers; D Haire-Joshu,Objective: The purpose of this study was to assess the extent to which dietary behavioramong urban African Americans is associated with access (healthy options at grocerystores; distance to grocery stores); income and racial composition of the community.Methods: Individual level responses to the Eating Patterns Questionnaire were aggregatedto a school district level. Community audits were conducted to determine access to highnutritional quality fruits and vegetables (vitamin C; A; and Beta carotene) and lean meat andlow fat dairy products. Geographic information systems were used to map dietary intake andcompare this to access as defined by both distance to the store (median distance) and thequality of food available. Information on income and racial composition of the communitywere obtained from the 2000 census. Results: Results showed that: 1) communities with …,American Public Health Association Annual Meeting,2003,4
STaRS: Simulating taxi ride sharing at scale,Masayo Ota; Huy Vo; Cláudio Silva; Juliana Freire,As urban populations grow; cities face many challenges related to transportation; resourceconsumption; and the environment. Ride sharing has been proposed as an effectiveapproach to reduce traffic congestion; gasoline consumption; and pollution. However;despite great promise; researchers and policy makers lack adequate tools to assess thetradeoffs and benefits of various ride-sharing strategies. In this paper; we propose a real-time; data-driven simulation framework that supports the efficient analysis of taxi ridesharing. By modeling taxis and trips as distinct entities; our framework is able to simulate arich set of realistic scenarios. At the same time; by providing a comprehensive set ofparameters; we are able to study the taxi ride-sharing problem from different angles;considering different stakeholders' interests and constraints. To address the …,IEEE Transactions on Big Data,2017,3
Visualization and analysis of parallel dataflow execution with smart traces,Daniel K Osmari; Huy T Vo; Cláudio T Silva; João LD Comba; Lauro Lins,Most performance analysis tools focus on presenting an overload of details; with littleapplication-dependent structure; and predefined statistical summaries. This makes thecomplex relations present in a parallel program not directly recognisable to the user; makingthe task of identifying performance issues more costly in both time and effort. In this work weinvestigate the requirements to create visualisations of execution traces of parallel programsmodelled as dataflows. We propose the Smart Trace (ST) concept; to encode the structure ofthe data; and guide the construction of specialised visualizations. A visualization tool canthen leverage the relationships in the data to automate a given analysis task. We show withexamples the power and flexibility of visualisations we can create to address specificquestions formulated about the analysis of the data; with emphasis in parallel dataflow …,Graphics; Patterns and Images (SIBGRAPI); 2014 27th SIBGRAPI Conference on,2014,3
Riding from Urban Data to Insight Using New York City Taxis.,Juliana Freire; Cláudio T Silva; Huy T Vo; Harish Doraiswamy; Nivan Ferreira; Jorge Poco,Abstract About half of humanity lives in urban environments today and that number will growto 80% by the middle of this century. Cities are thus the loci of resource consumption; ofeconomic activity; and of innovation. Given our increasing ability to collect; transmit; store;and analyze data; there is a great opportunity to better understand cities; and enable them todeliver services efficiently and sustainably while keeping their citizens safe; healthy;prosperous; and well-informed. But making sense of all the data available is hard. Currently;urban data exploration is often limited to confirmatory analyses consisting of batch-orientedqueries and the exploration of well-defined questions over specific regions. The lack ofinteractivity makes this process both time-consuming and cumbersome. This problem iscompounded in the presence of big; multivariate spatio-temporal data; which is …,IEEE Data Eng. Bull.,2014,3
A display wall management system to support multiple user interaction,Wendel B Silva; Huy Vo; Daniel K Osmari; Claudio T Silva,Abstract Large high-resolution displays are becoming more affordable and popular forvisualization tasks; but managing these displays in an efficient way is still a challenge.Although there are some systems that focus on this issue; they are usually bound to onespecific rendering techniques (ie; pixel streaming; distributed rendering). In addition; displaywalls are commonly used as a large output device instead of a high-resolution display; andtheir interaction is limited to a direct mapping between the input devices and mouse andkeyboard events. In this paper we presents CloudView; a display wall management systemthat allows different applications to be executed in a large display. Our solution aims atenabling multiple user interaction and collaboration. Moreover; we propose a parameter-based approach that not only allows the user to interact directly with parameters of …,ACM CHI 2013,2013,3
Enabling provenance management for pre-existing applications,*,A method of providing provenance management for a pre-existing application is provided. Aprovenance data selection is received. The provenance data selection indicates provenancedata to present to a user. The provenance data is presented to the user as a version treecomprising a plurality of connected nodes. A node selection is received. The node selectionindicates a node selected from the version tree. One or more nodes from a root node of theplurality of connected nodes to the node selected from the version tree are identified. One ormore action parameters associated with the identified one or more nodes are identified. Anaction parameter of the one or more action parameters is associated with a previousinteraction with a pre-existing application. Presentation of a state of the pre-existingapplication associated with the node selected from the version tree is triggered.,*,2012,3
Interference modeling for 5G millimeter wave beamforming,H Elkotby; M Vu; A Al Haija; P Zhong; F Parzysz; F Gagnon; Nguyen Ho; Huy Vo; Mai Vu; L Pinals; AA Al Haija; H ElKotby; B Fischler; D Griffin; T Lubeck; KH Wapman; A Abu Al Haija; Y Tang; H Do; T Oechtering; M Skoglund; Z Wu; Y Zhu; I Savov; M Wilde; WY Shin; SW Jeon; N Devroye; SY Chung; YH Lee; V Tarokh; M Vaezi; G Kaddoum; P Jia; T Le-Ngoc; SC Hong; M Derakhshani,IEEE publications are copyrighted© by the IEEE. Personal use of this material is permitted.However; permission to reprint/republish this material for advertising or promotionalpurposes or for creating new collective works for resale or redistribution to servers or lists; orto reuse any copyrighted component of this work in other works must be obtained from theIEEE.,IEEE Trans. on Wireless Comm.,2017,2
Topology-based catalogue exploration framework for identifying view-enhanced tower designs,Harish Doraiswamy; Nivan Ferreira; Marcos Lage; Huy Vo; Luc Wilson; Heidi Werner; Muchan Park; Cláudio Silva,Abstract There is a growing expectation for high performance design in architecture whichnegotiates between the requirements of the client and the physical constraints of a buildingsite. Clients for building projects often challenge architects to maximize view quality since itcan significantly increase real estate value. To pursue this challenge; architects typicallymove through several design revision cycles to identify a set of design options which satisfythese view quality expectations in coordination with other goals of the project. However;reviewing a large quantity of design options within the practical time constraints ischallenging due to the limitations of existing tools for view performance evaluation. Thesechallenges include flexibility in the definition of view quality and the ability to handle theexpensive computation involved in assessing both the view quality and the exploration of …,ACM Transactions on Graphics (TOG),2015,2
A unified index for spatio-temporal keyword queries,Tuan-Anh Hoang-Vu; Huy T Vo; Juliana Freire,Abstract From tweets to urban data sets; there has been an explosion in the volume oftextual data that is associated with both temporal and spatial components. Efficientlyevaluating queries over these data is challenging. Previous approaches have focused onthe spatial aspect. Some used separate indices for space and text; thus incurring theoverhead of storing separate indices and joining their results. Others proposed a combinedindex that either inserts terms into a spatial structure or adds a spatial structure to aninverted index. These benefit queries with highly-selective constraints that match the primaryindex structure but have limited effectiveness and pruning power otherwise. We propose anew indexing strategy that uniformly handles text; space and time in a single structure; andis thus able to efficiently evaluate queries that combine keywords with spatial and …,Proceedings of the 25th ACM International on Conference on Information and Knowledge Management,2016,1
Introduction to the VisTrails System,Erik W Anderson; Steven P Callahan; Juliana Freire; Emanuele Santos; Carlos E Scheidegger; Cláudio T Silva; Huy T Vo,1 Summary This document is a short introduction and tutorial of the VisTrails prototype. Thisis not meant for widespread public use! We are making this early alpha release of VisTrailsavailable to a select group of potential collaborators to give them a feel of the system and toget early feedback. You should expect broken or missing features and bugs in this releaseas well as major changes between this and future versions of VisTrails.,*,2012,1
Multi-Threaded Streaming Pipeline For VTK,Huy T Vo; Cláudio T Silva,Abstract: In this document; we describe the implementation details of our proposal on how tomodify the VTK pipeline execution framework to support improved streaming and multi-threaded capabilities. We believe the functionality reported here is the best way to startadding this functionality to VTK.(See [1] for a higher-level description of the work thatincludes more functionality). The plan would be to first settle on the basic functionality; afterthat; it should not be hard to continue adding the rest of the framework to VTK (eg; supportfor streaming unstructured data structures and GPUs).,*,2009,1
Query-driven visualization in the cloud with mapreduce,Bill Howe; Huy Vo; Claudio Silva; J Freire,We explore the MapReduce programming model for massivescale query-driven visualanalytics. Massively parallel programming frameworks such as MapReduce are increasinglypopular for simplifying data processing on hundreds and thousands of cores; offering faulttolerance; linear scale-up; and a high-level programming interface. However; these tools arebatch-oriented and are awkward to use directly for visualization. Informed by the successand popularity of MapReduce in the database research community; we evaluate thetradeoffs of using MapReduce to support massivescale query-driven visualization; where“query" implies not just simple subsetting; but database-style algebraic manipulation. Cloudcomputing promises an economy of scale for hardware; power; facilities; management; and;increasingly; software by moving computation and data to large; shared data centers. Two …,Proceedings of the Fourth Annual Workshop on Ultrascale Visualization,2009,1
Graphical representation and storage issues in object-oriented rule modeling,Huy T Vo; Jeffrey Peters,Abstract Rules are an important part of any programming language and system. Rules canbe employed either to enforce the correctness; integrity or admissibility of databases ordatabase states; or to define requirements specified in the design phase of a softwaredevelopment process. A rule is more than just a simple IF... THEN construction. Rules canbe viewed as objects with distinctive properties and operations; constantly interacting andrelating with other objects. Although research has been done on rules; the focus has beenmainly on retrieval; activation and firing. Our focus is on the graphical representation andstorage of rules and on event modeling in an object-oriented environment.,Proceedings of the 35th Annual Southeast Regional Conference,1997,1
A Process-Driven Approach to Provenance-Enabling Existing Applications,Steven P Callahan; Juliana Freire; Carlos E Scheidegger; Cláudio T Silva; Huy T Vo,Abstract. Currently; there are no general provenance management systems or toolsavailable for existing applications. Groups that do not have the resources or expertise tobuild the provenance infrastructure needed resort to the manual creation and maintenanceof this information; greatly hindering their ability to do large-scale and/or complex dataexploration and processing. Even with the resources; applicationdependent solutions arenot general enough and can be hard to re-use in different settings and applications. Thiscauses problems with interoperability due to differences in the provenance models usedacross systems. Our goal is to develop provenance technology and design systems that areflexible and adaptable to the wide range of requirements of software applications. Byconsolidating provenance information for a variety of applications; we can provide a …,Google Scholar,*,1
Inferring Unmet Human Mobility Demand with Multi-source Urban Data,Kai Zhao; Xinshi Zheng; Huy Vo,Abstract As the sharing economy has been increasing dramatically in the world; the mobile-hailed ridesharing companies like Uber and Lyft in the US; Didi Chuxing in China has begunto challenge traditional public transportation providers such as bus; subway or taxis.Ridesharing companies have shown their ability to provide the mobility services wherepublic transit has failed. The human mobility demand that cannot be satisfied by traditionaltransportation modes (unmet human mobility demand) can be served by the ridesharingcompanies. In this paper; we provide a 'hydrological'perspective for inferring unmet mobilitydemand patterns in cities with multi-source urban data. We observe that the unmet humanmobility demand is proportional to the met mobility demand by examining the yellow taxi andthe Uber data in New York City. Based on this observation; a Single Linear Reservoir …,Asia-Pacific Web (APWeb) and Web-Age Information Management (WAIM) Joint Conference on Web and Big Data,2017,*
An adaptive information-theoretic approach for identifying temporal correlations in big data sets,Nguyen Ho; Huy Vo; Mai Vu,In the past two decades; new developments in computing; sensing and crowdsourced datahave resulted in an explosion in the availability of quantitative information. The possibilitiesof analyzing this so-called “big data” to inform research and the decision-making processare virtually endless. In general analyses have to be done across multiple data sets in orderto bring out the most value of big data. A first important step is to identify temporalcorrelations between data sets. Given the characteristics of big data in term of volume andvelocity; techniques that identify correlations not only need to be scalable; but also need tohelp users in ordering the correlation across temporal resolutions so that they can focus onimportant relationships. There is a large body of work in this area; however; most of themeither only deal with small data sets; using a fixed temporal resolution; or does not …,Big Data (Big Data); 2016 IEEE International Conference on,2016,*
Ultra-scale Visualization Climate Data Analysis Tools (UV-CDAT),Dean N Williams; Claudio Silva,1 Abstract For the past three years; a large analysis and visualization effort—funded by theDepartment of Energy's Office of Biological and Environmental Research (BER); theNational Aeronautics and Space Administration (NASA); and the National Oceanic andAtmospheric Administration (NO AA)—has brought together a wide variety ofindustrystandard scientific computing libraries and applications to create Ultra-scaleVisualization Climate Data Analysis Tools (UV-CDAT) to serve the global climate simulationand observational research communities. To support interactive analysis and visualization;all components connect through a provenance application-programming interface to capturemeaningful history and workflow. Components can be loosely coupled into the framework forfast integration or tightly coupled for greater system functionality and communication with …,*,2013,*
Designing a Parallel Dataflow...,Huy T Vo,Abstract Dataflow pipeline models are widely used in visualization systems. Despite recentadvancements in parallel architecture; most systems still support only a single CPU or asmall collection of CPUs such as a SMP workstation. Even for systems that are specificallytuned towards parallel visualization; their execution models only provide support for data-parallelism while ignoring taskparallelism and pipeline-parallelism. With the recentpopularization of machines equipped with multicore CPUs and multi-GPU units; thesevisualization systems are undoubtedly falling further behind in reaching maximum efficiency.On the other hand; there exist several libraries that can schedule program executions onmultiple CPUs and/or multiple GPUs. However; due to differences in executing a task graphand a pipeline along with their APIs being considerably low-level; it still remains a …,*,2011,*
Binge City Usa: Characteristics Of Adult Binge Drinkers In San Antonio,HT Vo; DM Dougherty; CW Mathias; DM Richard; MA Dawes; N Hill-Kapturczak; A Acheson,Read 'BINGE CITY USA: CHARACTERISTICS OF ADULT BINGEDRINKERS IN SAN ANTONIO' on Ovid Insights.,Alcoholism: Clinical & Experimental Research,2010,*
Parallel Dataflow Scheme for Streaming (Un) Structured Data,Huy T Vo; Daniel K Osmari; Brian Summa; Joao LD Comba; Valerio Pascucci; Cláudio T Silva,Abstract: We propose new techniques for exploiting multi-core architectures in the context ofvisualization dataflow systems. Recent hardware advancements have greatly increased thelevel of parallelism available in these architectures; and it is expected that this trend is likelyto continue in the future. Existing dataflow systems have a number of limitations: they arewritten for a standard CPU programming; they mostly support a limited type of multi-threading execution; and while some systems (eg; ParaView; VisIt) include streaming andtiling methods for parallelism; due to the monolithic data and computation model; they arenot optimally suited for the higher levels of parallelism available in highly parallelarchitectures of the future. Ideally; visualization systems should be built on top of a paralleldataflow scheme that is able to better utilize CPUs and assign resources adaptively to …,*,2009,*
Q ue ry in gand C re a tin g V isu a liz a tio ns by A na lo gy,Carlos E Scheidegger; Huy T Vo; David Koop; Juliana Freire; Claudio T Silva,*,IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,2007,*
VisTrails: Visualization meets Data Management,Carlos E Scheidegger Cláudio T Silva; Huy T Vo,Scientists are now faced with an incredible volume of data to analyze. To successfullyanalyze and validate various hypothesis; it is necessary to pose several queries; correlatedisparate data; and create insightful visualizations of both the simulated processes andobserved phenomena. Data exploration and visualization requires scientists to go throughseveral steps. They need to select data sets; specify a series of operations that need to beapplied to the data; and create appropriate visual representations; before they can finallyview and analyze the results. Often; insight comes from comparing the results of multiplevisualizations. Unfortunately; today this process contains many error-prone and time-consuming tasks. In addition; once a data product; eg; an image; is generated; all thescientist is left with is the bitmap; if a detailed caption is not created; it may not even be …,*,2006,*
VisTrails: enabling interactive multiple-view visualizations.,Carlos E Scheidegger; Huy T Vo; Patricia Joyce Crossno; Steven P Callahan; Louis Bavoil; Juliana Freire; Claudio Silva,*,*,2005,*
Exploring Traffic Dynamics in Urban Environments Using Vector-Valued Functions,H Carr; KL Ma; G Santucci; Jorge Poco; Harish Doraiswamy; Huy T Vo; João LD Comba; Juliana Freire; Cláudio T Silva,Yen's ranking loopless shortest paths algorithm [Yen71] computes the k-shortest pathsbetween a source and destination in a graph for a given k. It inductively computes the ithshortest path between two nodes using the common subpaths of the (i− 1)-shortest paths.The algorithm uses the result of the shortest path as starting point; followed by a relaxationprocedure until the distance constraint is met. This algorithm can be used to compute theclosest path as follows: identify a set of k shortest paths; for a large enough k such that the kth shortest path is the closest path. Unfortunately; due to a grid-like structure of the roadnetwork in most part of NYC; the above algorithm doesn't work well. This is because it has tocompute and discard a lot of suboptimal paths. For example; Fig. 1 (b) illustrates the class ofpaths that Yen's algorithm produced for a taxi route shown in Fig. 1 (a). Note that the …,*,*,*
Jonathan Bronson,H Vo,Aug 2009-Present Graduate Research Assistant Scientific Computing Imaging Institute;University of Utah Research on variational and combinatoric tetrahedral meshingtechniques; with focus on element quality for simulation and adaptation to sizing fieldconstraints such as curvature; topology; and lipschitz properties. Joint work under Dr. RossT. Whitaker and collaboration with Dr. Joshua A. Levine.,*,*,*
SciVis international program committee,Wes Bethel; Johanna Beyer; Wei Chen; Guoning Chen; Hank Childs; Joao Luiz Comba; Chi-Wing Fu; Christoph Garth; Berk Geveci; Eduard Gröller; Hanqi Guo; Markus Hadwiger; Ingrid Hotz; Jing Hua; Jian Huang; Tobias Isenberg; Helen-Nicole Kostics; Ken Joy; Andrew Johnson; David H Laidlaw; Heike Leitte; Peter Lindstrom; Lars Linsen; Mark Livingston; Patric Ljung; Claes Lundstrom; Torsten Möller; Kenneth Moreland; Klaus Mueller; Paul Navratil; Valerio Pascucci; Thomas Peterka; Kristi Potter; Bernhard Preim; Christof Rezk Salama; Timo Ropinski; Filip Sadlo; Gerik Scheuermann; Thomas Schultz; Deborah Silver; Shigeo Takahashi; Holger Theisel; Ivan Viola; Huy Vo; Li-Yi Wei; Tino Weinkauf; Daniel Weiskopf; Michel Westenberg; Thomas Wischgoll; Pak-Chung Wong; Yingcai Wu; Song Zhang; Ye Zhao; Baoquan Chen; Hans Hagen; Han-Wei Shen; Claudio Silva; Amitabh Varshney; Jean-Daniel Fekete; Brian Fisher; Arie Kaufman; Silvia Miksch; Claudio T Silva; Tamara Munzner; Hanspeter Pfister; Rachel Brady,Wes Bethel Lawerence Berkeley National Laboratory Johanna Beyer Harvard University WeiChen Zhejiang University Guoning Chen University of Huston Hank Childs University ofOregon/LBNL Joao Luiz Comba Universidade Federal do Rio Grande do Sul Chi-Wing Fu NanyangTechnological University Christoph Garth University of Kaiserslautern Berk Geveci Kitware EduardGröller Vienna University of Technology Hanqi Guo Argonne National Laboratory Markus HadwigerKing Abdullah University of Science and Technology Ingrid Hotz Zuse Institute Berlin … JingHua Wayne State University Jian Huang University of Tennessee; Knoxville Tobias IsenbergINRIA Helen-Nicole Kostics NASA GESTAR/USRA Ken Joy University of California; Davis AndrewJohnson University of Illinois at Chicago David H. Laidlaw Brown University Heike Leitte HeidelbergUniversity Peter Lindstrom Lawrence Livermore National Laboratory Lars Linsen Jacobs …,*,*,*
Using Provenance to Streamline Data Exploration through Visualization,Carlos E Scheidegger Cláudio T Silva; Huy T Vo,ABSTRACT Scientists are faced with increasingly larger volumes of data to analyze. Toanalyze and validate various hypotheses; they need to create insightful visualrepresentations of both observed data and simulated processes. Often; insight comes fromcomparing multiple visualizations. But data exploration through visualization requiresscientists to assemble complex workflows—pipelines consisting of sequences of operationsthat transform the data into appropriate visual representations—and today; this processcontains many error-prone and time-consuming tasks. We show how a new action-basedmodel for capturing and maintaining detailed provenance of the visualization process canbe used to streamline the data exploration process and reduce the time to insight. Thismodel enables the flexible re-use of workflows; a scalable mechanism for creating a large …,*,*,*
KSE 2011,Hoa Nguyen; Hong Phuong Le; Huy T Vo; Mathias Rossignol; Thanh Hien Nguyen; Ngoc Tu Le; Saber M Elsayed; Quang Khoat Than,Hoa Nguyen; Vietnam National University; Ho Chi Minh City; Vietnam Hong Phuong Le; VietnamNational University; Hanoi; Vietnam Huy T. Vo; Polytechnic Institute of New York University; USAMathias Rossignol; Vietnam National University; Vietnam Thanh Hien Nguyen; Vietnam NationalUniversity; Ho Chi Minh City; Vietnam Ngoc Tu Le; Japan Advanced Institute of Science andTechnology; Japan Saber M. Elsayed; University of New South Wales; ADFA; Australia QuangKhoat Than; Japan Advanced Institute of Science and Technology; Japan The Dung Luong;Government Information Security Commission; Vietnam Van Nam Huynh; Japan Advanced Instituteof Science and Technology; Japan,*,*,*
Symposium Committee,David Rogers; Claudio Silva; Berk Geveci; Hanspeter Pfister; Venkatram Vishwanath; PoSTER CHAIRS; Danny Dunlavy; Huy Vo; Greg Abram; David Bader; Jeff Baumes; Carlos Correa; Carsten Dachsbacher; Steven Drucker; Niklas Elmquist; Tiago Etiene; Issei Fujishiro; Markus Hadwiger; Charles Hansen; Bill Howe; Won-Ki Jeong; Daniel Keim; James Klosowski; Peter Lindstrom; Kwan-Liu Ma; Kenneth Moreland; Klaus Mueller; Torsten Möller; Vijay Natarajan; Marc Olano; Onkar Sahni; Allen Sanderson; Han-Wei Shen; Philipp Slusallek; Madhusudhanan Srinivasan; Rüdiger Westermann; Pak Chung Wong; Hongfeng Yu; Sean Ahern; James Ahrens; Chris R Johnson; Michael Papka,Page 1. Symposium Committee SyMPoSIUM CHAIRS David Rogers Los Alamos NationalLaboratory Claudio Silva Polytechnic Institute of New York University PRoGRAM CHAIRS BerkGeveci Kitware Inc. Hanspeter Pfister Harvard University Venkatram Vishwanath Argonne NationalLaboratory PoSTER CHAIRS Danny Dunlavy Sandia National Laboratories Huy Vo PolytechnicInstitute of New York University International Program Committee Greg Abram University of Texasat Austin David Bader Georgia Institute of Technology Jeff Baumes Kitware Inc. Carlos CorreaGoogle Carsten Dachsbacher Karlsruhe Institute of Technology Steven Drucker MicrosoftResearch Niklas Elmquist Purdue University Tiago Etiene University of Utah Issei Fujishiro KeioUniversity Markus Hadwiger King Abdullah University of Science and Technology Charles HansenUniversity of Utah Bill Howe University of Washington …,*,*,*
Hardware Accelerator for Spatial Computers,Huy Vo; Girish Balakrishnan,*,*,*,*
SIBGRAPI 2006,Afonso Paiva Neto; Alan Chalmers; Alejandro Frery; Alessandro Bicho; Alex Quadros Vargas; Alex Laier Bordignon; Alexander Belyaev; Alexander Toshev; Alexandre Falcao; Alexandre Vrubel; Alexei Correa Machado; Ameesh Makadia; Ana Paula Ferreira; Ana Ruedin; Anderson Rocha; André Guedes; André Maximo; Andrea Salgian; Anil Jain; Anselmo Lastra; Antonio Castelo Filho; Aparecido Nilceu Marana; Aravind Krishnaswamy; Arnaldo Albuquerque; Artusi Alessandro; Aura Conci; Barbara Cutler; Bernhard Spanlang; Bradley Kimmel; Bruno Brandão; Bruno Levy; Bruno Motta de Carvalho; Carlos Dietrich; Carlos Morimoto; Carlos Scheidegger; Carlos Thomaz; Carsten Dachsbacher; Celia Barcelos; Chang Liu; Chris Hoffmann; Christian Hofsetz; Christian Vogler; Christopher Eveland; Christopher Geyer; Chun-Fa Chang; Claudio Esperança; Claudio Jung; Dana Cobzas; Daniel Aliaga; Daniel Cohen-Or; Daniela Mayumi Ushizima; Darshan Pai; David Correia Martins Jr; Denise Eng; Dennis Barrios Aranibar; Duncan Gilles; Eduardo Tejada; Fabiano P do Carmo; Fausto Blanco; Fernando Santos Osorio; Flávio Bortolozzi; Francisco Pinto; Franck Hetroy; Franklin César Flores; Gabriel Taubin; Geovan Tavares; Gerald Banon; Gilson Giraldi; Gonzalo Travieso; Guillermo Hess; Gutemberg Guerra Filho; Hans Schneebeli; Harlen Batagelo; Helder Araujo; Helio Lopes; Hélio Pedrini; Helton Biscaro; Hong Qin; Huy Vo; Jacob Scharcanski; Jacques Facon; James Greenleaf; Jing Hua; João Barreto; Joao Carvalho; João Comba,Afonso Paiva Neto Alan Chalmers Alejandro Frery Alessandro Bicho Alex Quadros Vargas AlexLaier Bordignon Alexander Belyaev Alexander Toshev Alexandre Falcao Alexandre Vrubel AlexeiCorrea Machado Ameesh Makadia Ana Paula Ferreira Ana Ruedin Anderson Rocha AndréGuedes André Maximo André Vital Saúde Andrea Salgian Anil Jain Anselmo Lastra AntonioCastelo Filho Aparecido Nilceu Marana Aravind Krishnaswamy Arnaldo Albuquerque ArtusiAlessandro Aura Conci Barbara Cutler Bernhard Spanlang Bradley Kimmel Bruno Brandão BrunoLevy Bruno Motta de Carvalho Carlos Dietrich Carlos Morimoto Carlos Scheidegger Carlos ThomazCarsten Dachsbacher Celia Barcelos Chang Liu Chris Hoffmann Christian Hofsetz ChristianVogler Christopher Eveland … Christopher Geyer Chun-Fa Chang Claudio Esperança ClaudioJung Dana Cobzas Daniel Aliaga Daniel Cohen-Or Daniela Mayumi Ushizima Darshan …,*,*,*
