Generic schema matching with cupid,Jayant Madhavan; Philip A Bernstein; Erhard Rahm,Abstract Schema matching is a critical step in many applications; such as XML messagemapping; data warehouse loading; and schema integration. In this paper; we investigatealgorithms for generic schema matching; outside of any particular data model or application.We first present a taxonomy for past solutions; showing that a rich range of techniques isavailable. We then propose a new algorithm; Cupid; that discovers mappings betweenschema elements based on their names; data types; constraints; and schema structure;using a broader set of techniques than past approaches. Some of our innovations are theintegrated use of linguistic and structural matching; context-dependent matching of sharedtypes; and a bias toward leaf structure where much of the schema content resides. Afterdescribing our algorithm; we present experimental results that compare Cupid to two …,vldb,2001,1885
Analyzing a form page for indexing,*,Among other disclosure; a computer-implemented method of analyzing a form page forindexing includes identifying a form page that is configured for use in requesting any ofmultiple target pages. The form page includes multiple input controls. The method includesidentifying at least one of the multiple input controls as being informative with regard torequesting the multiple target pages. The method includes updating an indexing recordassociated with the form page to reflect the identification.,*,2013,7
Identifying query aspects,*,Methods; systems; and apparatus; including computer program products; for generatingaspects associated with entities. In some implementations; a method includes receiving dataidentifying an entity; generating a group of candidate aspects for the entity; modifying thegroup of candidate aspects to generate a group of modified candidate aspects comprisingcombining similar candidate aspects and grouping candidate aspects using one or moreaspect classes each associated with one or more candidate aspects; ranking one or moremodified candidate aspects in the group of modified candidate aspects based on a diversityscore and a popularity score; and storing an association between one or more highestranked modified candidate aspects and the entity. The aspects can be used to organize andpresent search results in response to queries for the entity.,*,2015,6
Recent progress towards an ecosystem of structured data on the Web,Nitin Gupta; Alon Y Halevy; Boulos Harb; Heidi Lam; Hongrae Lee; Jayant Madhavan; Fei Wu; Cong Yu,Google Fusion Tables aims to support an ecosystem of structured data on the Web byproviding a tool for managing and visualizing data on the one hand; and for searching andexploring for data on the other. This paper describes a few recent developments in ourefforts to further the ecosystem.,Data Engineering (ICDE); 2013 IEEE 29th International Conference on,2013,6
Discovering Structure in a Corpus of Schemas.,Alon Y Halevy; Jayant Madhavan; Philip A Bernstein,Abstract This paper describes a research program that exploits a large corpus of databaseschemas; possibly with associated data and meta-data; to build tools that facilitate thecreation; querying and sharing of structured data. The key insight is that given a largecorpus; we can discover patterns concerning how designers create structures forrepresenting domains. Given these patterns; we can more easily map between disparatestructures or propose structures that are appropriate for a given domain. We describe thefirst application of our approach to the problem of semi-automatic schema matching.,IEEE Data Eng. Bull.,2003,6
Harvesting relational tables from lists on the web,*,Computer implemented methods and apparatus for extracting list information into databasetables. A number of fields are independently determined for items in list. A number ofdatabase table columns are determined from most common number of list item fields. Newfields are determined for items with more fields than database columns. Null fields areinserted into items with fewer fields than database columns. Information from items havingthe same number of fields as database columns is written to database table rows.Information from each field is written to a corresponding database table column. Streaks ofpoorly matching cells in a database table row are determined. Streak cells are merged andnew cells are determined. Null cells are inserted if number of new cells is less than numberof cells in the streak. Information from the new cells is written to the table row and columns …,*,2012,5
Determining keyword for a form page,*,Among other disclosed subject matter; a computer-implemented method of analyzing a formpage for indexing includes identifying a form page that is configured for use in requestingany of multiple target pages; the form page including at least one text input control forretrieving any of the multiple target pages. The method includes identifying at least onekeyword as being informative with regard to the text input control. The method includesupdating an indexing record associated with the form page to reflect the identified keyword.,*,2013,4
Socialising Data with Google Fusion Tables.,Hector Gonzalez; Alon Y Halevy; Anno Langen; Jayant Madhavan; Rod McChesney; Rebecca Shapley; Warren Shen; Jonathan Goldberg-Kidon,Abstract We describe the social features of Google Fusion Tables; a cloud-based datamanagement service whose goal is to facilitate collaboration around data sets. The socialfeatures include the ability to specify attribution of data sets; a mechanism for conductingdiscussions on data (at fine granularity; such as row; column or cell); the ability to mergetables that belong to different owners; and the ability to share specific queries andvisualizations and embed them in other properties on the Web. We describe the rationale fordesigning these features and our experiences after our first year of interacting with users.,IEEE Data Eng. Bull.,2010,4
Searching for join candidates,*,Systems and techniques are provided for receiving an input column and a search keywordand providing one or more suggested columns with which to merge the input column. Acoverage score and a refinity score are calculated for potential columns based on the inputcolumn as well as a search score based on the search keyword. The one or more suggestedcolumns may be determined based on the coverage score; refinity score; and/or the searchscore. The input column and/or a potential column may be modified based on a function andthe modification may result in a plurality of modified input and/or potential columns.Coverage; refinity; and search scores may be calculated based on the modified columns.,*,2015,2
Comparing SSD-placement Strategies to scale a Database-in-the-Cloud,Yingyi Bu; Hongrae Lee; Jayant Madhavan,Abstract Flash memory solid state drives (SSDs) have increasingly been advocated andadopted as a means of speeding up and scaling up data-driven applications. However;given the layered software architecture of cloud-based services; there are a number ofoptions available for placing SSDs. In this work; we studied the trade-offs involved indifferent SSD placement strategies; their impact of response time and throughput; andultimately the potential in achieving scalability in Google Fusion Tables (GFT); a cloud-based service for data management and visualization [1].,Proceedings of the 4th annual Symposium on Cloud Computing,2013,2
When does cotraining work in real data? Knowledge and Data Engineering,J Du; C Ling; ZH Zhou,*,IEEE Transactions on,2011,2
Research on statistical relational learning at the university of washington,Pedro Domingos; Yeuhi Abe; Corin Anderson; AnHai Doan; Dieter Fox; Alon Halevy; Geoff Hulten; Henry Kautz; Tessa Lau; Lin Liao; Jayant Madhavan; D Patterson Mausam; Matthew Richardson; Sumit Sanghai; Daniel Weld; Steve Wolfman,Abstract This paper presents an overview of the research on learning statistical models fromrelational data being carried out at the University of Washington. Our work falls into five maindirections: learning models of social networks; learning models of sequential relationalprocesses; scaling up statistical relational learning to massive data sources; learning forknowledge integration; and learning programs in procedural languages. We describe someof the common themes and research issues arising from this work.,Proceedings of the IJCAI-2003 Workshop on Learning Statistical Models from Relational Data,2003,2
Determining a geographic location relevant to a web page,*,One embodiment of the present invention provides a system that facilitates searchingthrough content which is accessible though web-based forms. During operation; the systemreceives a query containing keywords. Next; the system analyzes the query to create astructured query. The system then performs a lookup based on the structured query in adatabase containing entries describing the web-based forms. Next; the system ranks formsreturned by the lookup; and uses the rankings and associated database entries to facilitate asearch through content which is accessible through the forms.,*,2013,1
Using known schemas and mappings to construct new semantic mappings,Jayant Madhavan,Abstract This dissertation studies the problem of constructing semantic mappings; ie;expressions that relate different schemas. Semantic mappings play an important role inmodern information systems. They let applications relate data in different sources and thusenable them to fruitfully leverage information residing in various forms across multiple datasources. With the proliferation of information systems that adopt distributed and oftenheterogeneous architectures; there is a need for automated support and tools to betterfacilitate the construction of semantic mappings. Our thesis is that; given a mappingconstruction task; knowledge that exists in other schemas and previously known mappingsrelated to the mapping task; can be exploited to construct the required mapping. Ourhypothesis is based on the two intuitions that mapping construction tasks are often …,*,2005,1
Learning mappings between models of data,Jayant Madhavan,Abstract Information Integration systems today deal with data originating at multipleautonomous and heterogeneous data sources. This heterogeneity means that applicationssimultaneously manipulate data available in multiple models or schemas. Such interactionsare enabled by the presence of semantic mappings between the different models. Mappingsmake it possible to reason about data and answer queries across different data models.However; determining these semantic mappings is a difficult task because of a variety ofreasons-models use different vocabularies; different design methodologies and might havedifferent design goals. Further the large sizes of models; the need to incorporate multipleand varied evidences and the ubiquitous nature of applications that require mappings;necessitate the building of tools for automatic or semi-automatic (involving some user …,*,1999,1
Learning to map between ontologies,AnHai Doan; Jayant Madhavan; Pedro Domingos; Alan Halevy,*,World Wide Web Conference,*,1
Using SSDs to scale up Google Fusion Tables; a database-in-the-cloud,Yingyi Bu; Felix Halim; Changkyu Kim; Hongrae Lee; Jayant Madhavan,Flash memory solid state drives (SSDs) have increasingly been advocated and adopted asa means of speeding up and scaling up data-driven applications. SSDs are becoming morewidely available as an option in the cloud. However; when an application considers SSDs inthe cloud; the best option for the application may not be immediate; among a number ofchoices for placing SSDs in the layers of the cloud. Although there have been many studieson SSDs; they often concern a specific setting; and how different SSD options in the cloudcompare with each other is less well understood. In this paper; we describe how GoogleFusion Tables (GFT) used SSDs and what optimizations were implemented to scale up its in-memory processing; clearly showing opportunities and limitations of SSDs in the cloud withquantitative analyses. We first discuss various SSD placement strategies and compare …,Data Engineering (ICDE); 2016 IEEE 32nd International Conference on,2016,*
Identifying query aspects,*,Methods; systems; and apparatus; including computer program products; for generatingaspects associated with entities. In some implementations; a method includes receiving dataidentifying an entity; generating a group of candidate aspects for the entity; modifying thegroup of candidate aspects to generate a group of modified candidate aspects comprisingcombining similar candidate aspects and grouping candidate aspects using one or moreaspect classes each associated with one or more candidate aspects; ranking one or moremodified candidate aspects in the group of modified candidate aspects based on a diversityscore and a popularity score; and storing an association between one or more highestranked modified candidate aspects and the entity. The aspects can be used to organize andpresent search results in response to queries for the entity.,*,2016,*
Harvesting relational tables from lists on the web,*,List information can be extracted into database tables. A number of fields are independentlydetermined for items in list. A number of database table columns are determined from mostcommon number of list item fields. New fields are determined for items with more fields thandatabase columns. Null fields are inserted into items with fewer fields than databasecolumns. Information from items having the same number of fields as database columns iswritten to database table rows. Information from each field is written to a correspondingdatabase table column. Streaks of poorly matching cells in a database table row aredetermined. Streak cells are merged and new cells are determined. Null cells are inserted ifnumber of new cells is less than number of cells in the streak. Information from the new cellsis written to the table row and columns that define the streak.,*,2014,*
Table Search Using Recovered Semantics,Petros Venetis; Alon Halevy; Jayant Madhavan; Marius Pasca; Warren Shen; Fei Wu; Gengxin Miao; Chung Wu,ABSTRACT We consider the problem of searching for tables in a large table corpus. TheWeb offers a corpus of 100 million tables; and smaller but sizable corpora are found withinenterprises or individual repositories (eg; data. gov). Table search is challenging becausethe semantics of the data are typically not explicit in the table itself; and signals that workwell for search over document corpora do not apply as well to table corpora. We describethe TableFinder system that partially recovers the semantics of the tables in the corpus; bymapping tables into a database of class labels that is automatically extracted from the Webitself. The database of classes has very wide coverage; but is also noisy. TableFinderidentifies a column in each table corresponding to the table's subject and identifies theclasses describing the values in that column. Query answering proceeds by considering …,*,2010,*
KNOWLEDGE AND DATA ENGINEERING,B Cui; BC Ooi; J Su; KL Tan; YK Woon; WK Ng; EP Lim; KL Tan; AY Halevy; ZG Ives; J Madhavan; P Mork; D Suciu; I Tatarinov; S Shah; K Ramamritham; P Shenoy; HT Shen; Y Shu; B Yu; E Bertino; E Ferrari; AC Squicciarini; L Xiong; L Liu; K Aberer; A Datta; M Hauswirth,CONCISE PAPERS Databases Main Memory Indexing: The Case for BD-Tree B. Cui; BCOoi; J. Su; and K.-L. Tan ................................................................................................................................ Data Mining A Support-Ordered Trie for Fast Frequency Itemset Discovery Y.-K. Woon;W.-K. Ng; and E.-P. Lim … SPECIAL SECTION ON PEER-TO-PEER-BASED DATA MANAGEMENTGuest Editors' Introduction: Special Section on Peer-to-Peer-Based Data Management BC Ooiand K.-L. Tan ...................................................................................................................................................... The Piazza Peer Data Management System AY Halevy; ZG Ives …,*,2004,*
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING 1 The Piazza Peer Data Management System,Alon Y Halevy; Zachary G Ives; Jayant Madhavan; Peter Mork; Dan Suciu; Igor Tatarinov,Abstract Intuitively; data management and data integration tools should be well-suited forexchanging information in a semantically meaningful way. Unfortunately; they suffer fromtwo significant problems: they typically require a comprehensive schema design before theycan be used to store or share information; and they are difficult to extend because schemaevolution is heavyweight and may break backward compatibility. As a result; many small-scale data sharing tasks are more easily facilitated by nondatabase-oriented tools that havelittle support for semantics. The goal of the peer data management system (PDMS) is toaddress this need: we propose the use of a decentralized; easily extensible datamanagement architecture in which any user can contribute new data; schema information; oreven mappings between other peers' schemas. PDMSs represent a natural step beyond …,*,2004,*
Generic Schema Matching With Cupid Jayant Madhavan,Jayant Madhavan; Afshin Rostamizadeh; Warren Shen; Kenneth Wilder; Fei Wu; Philip A Bernstein; Erhard Rahm,Philip A. Bernstein; Jayant Madhavan; Erhard Rahm (Philip A. Generic Schema Matching WithCupid (Generic Schema Matching; Ten Years Later). 2010. matching; and its subtype schemamatching; are reviewed and compared. Cupid is a mapping tool that discovers mappings betweenschema elements (9) Jayant Madhavan; Philip A Bernstein; and Erhard Rahm. “Genericschema … List of computer science publications by Jayant Madhavan … Generic SchemaMatching; Ten Years Later. Generic … Jayant Madhavan; Afshin Rostamizadeh; WarrenShen; Kenneth Wilder; Fei Wu; Quality Impact of Value Matching and Scoring in Topk Entity AttributeExtraction. Managing Complex Databases in a Schema Management Framework. Applying GenericSchema Management to Bioinformatics. Jayant Madhavan; Philip A. Bernstein; ErhardRahm: Generic Schema Matching with Cupid … Generic Schema Matching With Cupid …,*,*,*
between elements of two schemas,Jayant Madhavan,Page 1. Philip A. Bernstein Microsoft Corp. Jayant Madhavan Google Erhard Rahm Univ. of Leipzig► The problem of generating correspondences between elements of two schemas ISBNchar(15) key Title varchar(100) Author varchar(50) MarkedPrice float ID char(15) key AuthorIDinteger references AuthorInfo BookTitle varchar(150) ListPrice float DiscountPrice float BooksBookInfo AuthorID integer key LastName varchar(25) FirstName varchar(25) AuthorInfo Page2. ► Element names ► Schema structure ID char(15) key AuthorID integer references AuthorInfoBookTitle varchar(150) ListPrice float DiscountPrice float ISBN char(15) key Title varchar(100)Author varchar(50) MarkedPrice float Books BookInfo AuthorID integer key LastNamevarchar(25) FirstName varchar(25) AuthorInfo ► Constraints: data type; keys; nullability ►Synonyms ◦ Code = Id = Num = No ◦ Zip = Postal [code] ◦ Node = Server …,*,*,*
Data Engineering,Amitanand Aiyer; Mikhail Bautin; Guoqiang Jerry Chen; Pritam Damania; Prakash Khemani; Kannan Muthukkaruppan; Karthik Ranganathan; Nicolas Spiegelberg; Liyin Tang; Madhuwanti Vaidya; Arvind Arasu; Surajit Chaudhuri; Zhimin Chen; Kris Ganjam; Raghav Kaushik; Vivek Narasayya; Michael J Carey Bu; Joshua Rosen; Neoklis Polyzotis; Tyson Condie; Markus Weimer; Raghu Ramakrishnan; Ken Goodhope; Joel Koshy; Jay Kreps; Neha Narkhede; Richard Park; Jun Rao; Victor Yang Ye; Sreeram Balakrishnan Madhavan; Kathryn Brisbin; Hector Gonzalez; Nitin Gupta; Alon Halevy; Karen Jacqmin-Adams; Heidi Lam; Anno Langen; Hongrae Lee; Rod McChesney; Rebecca Shapley; Warren Shen,The Data Engineering Bulletin The Bulletin of the Technical Committee on Data Engineeringis published quarterly and is distributed to all TC members. Its scope includes the design;implementation; modelling; theory and application of database systems and theirtechnology. Letters; conference information; and news should be sent to the Editor-in-Chief.Papers for each issue are solicited by and should be sent to the Associate Editorresponsible for the issue. Opinions expressed in contributions are those of the authors anddo not necessarily reflect the positions of the TC on Data Engineering; the IEEE ComputerSociety; or the authors' organizations. The Data Engineering Bulletin web site is at http://tab.computer. org/tcde/bull_about. html.,*,*,*
Schemr: a Schema Search Engine for Information Integration,Kuang Chen; Jayant Madhavan; Alon Halevy,Schemr is a schema search engine; and provides users the ability to search for andvisualize schemas stored in a metadata repository. Users may search by keywords and byexample–using schema fragments as query terms. Schemr uses a novel search algorithm;based on a combination of text search and schema matching techniques; as well as astructurally-aware scoring metric. Schemr presents search results in a GUI that allows usersto explore which elements match and how well they do. The GUI supports interactions;including panning; zooming; layout and drilling-in. We demonstrate schema search andvisualization; introduce Schemr as a new component of the information integration toolbox;and discuss its benefits in several applications.,*,*,*
Mining Structures for Semantics,Alon Halevy; Jayant Madhavan; Xin Dong,Online data is available in two flavors: unstructured data that resides as free text in HTMLpages; and structured data that resides in databases and knowledge bases. Unstructureddata is easily accessed as human-readable text on a browser; while structured data ishidden behind web query interfaces (web forms); web services; and custom database APIs.Access to this data; popularly refered to as the hidden web; entails submitting correctlycompleted web forms or writing source code using protocols such as SOAP. Unstructuredtext while being human readable; is not readily machine understandable. The need toaccurately identify semantics from natural language text makes is very hard to automaticallyprocess such data. Structured data; with an accompanying schema defining its semantics;can be automatically processed using existing rich query languages.(Luna: Suggest …,*,*,*
Data Engineering,Bin Liu; Laura Chiticariu; Vivian Chu; HV Jagadish; Frederick R Reiss; Anno Langen; Jayant Madhavan; Rod McChesney; Rebecca Shapley; Warren Shen; Jonathan Goldberg-Kidon,The SMDB Workshop series sponsored by the IEEE TCDE Workgroup on Self-ManagingDatabase Systems brings together researchers and practitioners to exchange ideas relatedto autonomic data management systems. Previous workshops of the SMDB series focusedon core topics in self-managing databases like physical design tuning; problem diagnosisand recovery; and database integration and protection. In addition to core topics; the 2010workshop aimed to broaden the interest range by covering emerging research areas likeCloud computing; multitenant databases; large-scale storage systems; and datacenteradministration.,*,*,*
Data Engineering,Philip A Bernstein; Nishant Dani; Badriddine Khessib; Ramesh Manne; David Shutt; Jayant Madhavan; Alon Halevy; Shirley Cohen; Xin Luna Dong; Shawn R Jeffery; David Ko; Cong Yu; Varun Bhagwan; Mike Ching; Alex Cozzi; Raj Desai; Daniel Gruhl; Kevin Haas; Linda Kato; Jeff Kusnitz; Bryan Langston; Ferdy Nagy; Linda Nguyen; Jan Pieper; Savitha Srinivasan; Anthony Stuart; Renjie Tang,The Bulletin of the Technical Committee on Data Engineering is published quarterly and isdistributed to all TC members. Its scope includes the design; implementation; modelling;theory and application of database systems and their technology. Letters; conferenceinformation; and news should be sent to the Editor-in-Chief. Papers for each issue aresolicited by and should be sent to the Associate Editor responsible for the issue. Opinionsexpressed in contributions are those of the authors and do not necessarily reflect thepositions of the TC on Data Engineering; the IEEE Computer Society; or the authors'organizations. Membership in the TC on Data Engineering is open to all current members ofthe IEEE Computer Society who are interested in database systems. There are two DataEngineering Bulletin web sites: http://www. research. microsoft. com/research/db/debull …,*,*,*
