Mindreader: Querying databases through multiple examples,Yoshiharu Ishikawa; Ravishankar Subramanya; Christos Faloutsos,Abstract Users often can not easily express their queries. For example; in amultimedia/image by content setting; the user might want photographs with sunsets; incurrent systems; like QBIC; the user has to give a sample query; and to specify the relativeimportance of color; shape and texture. Even worse; the user might want correlationsbetween attributes; like; for example; in a traditional; medical record database; a medicalresearcher might want to nd\mildly overweight patients"; where the implied query wouldbe\weight/height 4 lb/inch". Our goal is to provide a user-friendly; but theoretically solidmethod; to handle such queries. We allow the user to give several examples; and;optionally; their'goodness' scores; and we propose a novel method to\guess" whichattributes are important; which correlations are important; and with what weight. Our …,Computer Science Department,1998,705
Efficient continual top-k keyword search in relational databases,Yanwei Xu; Yoshiharu Ishikawa; Jihong Guan,抄録 Keyword search in relational databases has been widely studied in recent yearsbecause it requires users neither to master a certain structured query language nor to knowthe complex underlying database schemas. Most existing methods focus on answeringsnapshot keyword queries in static databases. In practice; however; databases are updatedfrequently; and users may have long-term interests on specific topics. To deal with suchsituations; it is necessary to build effective and efficient facilities in a database system tosupport continual keyword queries. In this paper; we propose an efficient method foranswering continual keyword queries over relational databases. The proposed methodconsists of two core algorithms. The first one computes a set of potential top-k results byevaluating the range of the future relevance score for every query result and creates a …,Information and Media Technologies,2012,4
Privacy Preservation for Location-Based Services Based on Attribute Visibility.,Masanori Mano; Xi Guo; Tingting Dong; Yoshiharu Ishikawa,ABSTRACT To provide a high-quality mobile service in a safe way; many techniques forlocation anonymity have been proposed in recent years. Advanced location-based servicessuch as mobile advertisement services may use not only users' locations but also users'attributes. However; the existing location anonymization methods do not consider attributeinformation and may result in low-quality privacy protection. In this paper; we propose thenotion of visibility; which describes the degree that an adversary can infer the identity of theuser by an observation. Then we present an anonymization method which considers notonly location information but also users' attributes. We show several strategies for theanonymization process and evaluate them based on the experiments.,IMMoA,2012,4
An index structure for spatial range querying on Gaussian distributions,Kazuki Kodama; Tingting Dong; Yoshiharu Ishikawa,ABSTRACT In the research area of spatial databases; query processing based on uncertainlocation information has become an important research topic. In this paper; we propose anindex structure for the case that the locations of a query object and target objects areimprecise and specified by Gaussian distributions with different parameters. The indexstructure efficiently supports probabilistic spatial range queries; which is an enhancedversion of traditional spatial range queries; by considering the properties of Gaussiandistributions. We implement the proposed index structure using GiST; a generalized indexstructure; and we evaluate its performance based on the experiments.,Proc. Fifth International Workshop on Management of Uncertain Data (MUD 2011),2011,4
“Pay-as-You-Go” Processing for Tracing Queries in a P2P Record Exchange System,Fengrong Li; Takuya Iida; Yoshiharu Ishikawa,Abstract In recent years; data provenance or lineage tracing has become an acute issue inthe database research. Our target is the data provenance issue in peer-to-peer (P2P)networks where duplicates and modifications of data occur independently in autonomouspeers. To ensure reliability among the exchanged data in P2P networks; we have proposeda reliable record exchange framework with tracing facilities based on database technologiesin [5; 6]. The framework is based on the “pay-as-you-go” approach in which the systemmaintains the minimum amount of information for tracing with low maintenance cost and auser pays the cost when he or she issues a tracing query to the system. This paper focuseson its two alternative query processing strategies and compare their characteristicsaccording to the performance.,International Conference on Database Systems for Advanced Applications,2009,4
Record extraction based on user feedback and document selection,Jianwei Zhang; Yoshiharu Ishikawa; Hiroyuki Kitagawa,Abstract In recent years; the research of record extraction from large document data isbecoming popular. However there still exist some problems in record extraction. 1) whenlarge document data is used for the target of information extraction; the process usuallybecomes very expensive. 2) it is also likely that extracted records may not pertain to theuser's interest on the aspect of the topic. To address these problems; in this paper wepropose a method to efficiently extract those records whose topics agree with the user'sinterest. To improve the efficiency of the information extraction system; our method identifiesdocuments from which useful records are probably extracted. We make use of user feedbackon extraction results to find topic-related documents and records. Our experiments show thatour system achieves high extraction accuracy across different extraction targets.,*,2007,4
Processing XML view queries including user-defined foreign functions on relational databases,Yoshiharu Ishikawa; Jun Kawada; Hiroyuki Kitagawa,With the increased popularity of XML; XML publishing of RDBs has been attracting a lot ofresearch interest. One of the typical approaches is to use a middleware system to renderXML views over RDBs and to allow users to access data with XML query languages such asXQuery. The query processing is done efficiently by making the best of the querying powerof RDBMSs. Namely; XML queries are translated into SQL queries and tagging operations;which are processed by the RDBMSs and middleware; respectively. In some XML querylanguages including XQuery; use of user-defined foreign functions is enabled or planned asan extension feature to cope with domain dependent semantics. Foreign functions aredefined for XML fragments; and their implementations are often given by codes in a generalprogramming language. The existing query processing schemes on XML views do not …,Web Information Systems Engineering; 2002. WISE 2002. Proceedings of the Third International Conference on,2002,4
Frequent Subgraph Mining Based on Pregel,Xiang Zhao; Yifan Chen; Chuan Xiao; Yoshiharu Ishikawa; Jiuyang Tang,Abstract Graph is an increasingly popular way to model complex data; and the size of singlegraphs is growing toward massive. Nonetheless; executing graph algorithms efficiently andat scale is surprisingly challenging. As a consequence; distributed programming frameworkshave emerged to empower large graph processing. Pregel; as a popular computationalmodel for processing billion-vertex graphs; has been employed to improve the scalability ofmany algorithms. In this paper; we investigate frequent subgraph mining on single largegraphs using Pregel. We present the first distributed algorithm based on Pregel for singlemassive graphs. In addition; two optimizations are proposed to enhance the algorithm;reducing communication cost and distribution overhead. Extensive experiments conductedon real-life data confirm the effectiveness and efficiency of the proposed algorithm and …,The Computer Journal,2016,3
Dynamic mapping of dense geo-tweets and web pages based on spatio-temporal analysis,Yuanyuan Wang; Goki Yasui; Yukiko Kawai; Toyokazu Akiyama; Kazutoshi Sumiya; Yoshiharu Ishikawa,Abstract Twitter evidently stirred a popular trend of personal update sharing. Twitter userscan be kept up to date with current information from Twitter; however; users cannot obtainthe most recent information; while they browse web pages since these are not updated inreal time. Meanwhile; Twitter users are difficult to gain useful information about their currentlocations since these are often posted on web pages. To solve them; it is important to enrichtraditional web pages with real time tweets. Therefore; we developed a novel tweet mappingsystem to support web and Twitter user communication through both the contents of tweetsand web pages based on spatio-temporal analysis. Our system maps geo-tagged tweets toweb pages by matching their location names; and categorizes tweets based on categorynames of floors from web pages according to different time frames. Thus; our system can …,Proceedings of the 31st Annual ACM Symposium on Applied Computing,2016,3
Content-based element search for presentation slide reuse,Jie Zhang; Chuan Xiao; Toyohide Watanabe; Yoshiharu Ishikawa,Presentation slide composition is an important job for knowledge workers. Instead of startingfrom scratch; users tend to make new presentation slides by reusing existing ones. A primarychallenge in slide reuse is to select desired materials from a collection of existing slides. Thestate-of-the-art solution utilizes texts and images in slides as well as file names to help usersto retrieve the materials they want. However; it only allows users to choose an entire slide asa query but does not support the search for a single element such as a few keywords; asentence; an image; or a diagram. In this paper; we investigate content-based search for avariety of elements in presentation slides. Users may freely choose a slide element as aquery. We propose different query processing methods to deal with various types of queriesand improve the search efficiency. A system with a user-friendly interface is designed …,IEICE TRANSACTIONS on Information and Systems,2014,3
忘却の概念に基づくインクリメンタルな文書クラスタリング手法,石川佳治， 北川博之,ネットワーク上で配信されるニュース記事や; ディジタル図書館において時系列的に蓄積される文書などのさまざまなオンライン情報を要約したり; それらの中から適切な文書を選択したりするために;クラスタリングは有用な手法である. オンライン環境では; ユーザは一般に新規性の高い文書に対して興味を有することを考慮し; 本研究では忘却 (forgetting) の概念を導入した文書クラスタリング手法を提案する. 本手法のアイデアは; 各文書はその入手時刻から時間が経つにつれその価値(影響力) を次第に失っていくと想定する点にある. 本手法で提案する忘却ファクターに基づく文書類似度をクラスタリングに用いることで; 新しい文書ほどよりクラスタリングの結果に影響を持つことになる. 本稿では; このクラスタリング手法の基本的なアイデアについて述べ; 類似度の計算方式や統計情報のインクリメンタルな管理方式などについて述べる.,情報処理学会研究報告データベースシステム (DBS),2001,3
TweeVist: A geo-tweet visualization system for web based on spatio-temporal events,Yuanyuan Wang; Yukiko Kawai; Kazutoshi Sumiya; Yoshiharu Ishikawa,This paper presents TweeVist; a geo-tweet visualization system to support users grasp eventhappens over time and space from tweets while they browse any web pages based onspatio-temporal analysis. TweeVist presents a tag cloud of tweets in different time periodsare associated with web pages based on detected events. In order to detect events; thesystem extracts normal events (eg; crowded restaurants; crowded facilities in Walt DisneyWorld) happen at anytime and anywhere by utilizing machine learning algorithms; and italso extracts unusual or special events (eg; time sales; disasters) by comparing currentsituation to those normal regularities. Thus; TweeVist can effectively visualize a summary oftweets in a tag cloud to help users immediately gain a quick overview of current situation orevents through time and space while they browse a web page; and it can also effectively …,Computer and Information Science (ICIS); 2016 IEEE/ACIS 15th International Conference on,2016,2
Managing Presentation Slides with Reused Elements,Jie Zhang; Chuan Xiao; Sheng Hu; Toyohide Watanabe; Yoshiharu Ishikawa,Abstract Slide presentations have become a ubiquitous tool for business and educationalpurposes. Instead of starting from scratch; slide composers tend to make new presentationslides by reusing materials from existing slides. Understanding how slide elements arecopied from one presentation file to another and how presentation files are related to eachother are difficult tasks. In this paper; it is investigated the management of multiplepresentation files based on reused slide elements. Techniques are developed to detecttextual and visual elements that have been reused across multiple presentation files.Interactive visualization methods are proposed to facilitate understanding the process bywhich these elements are reused and the relationship between the files that use them. Asystem with a user-friendly interface is designed; based on which experiments are …,International Journal of Information and Education Technology,2016,2
A density-based approach for mining movement patterns from semantic trajectories,Renhe Jiang; Jing Zhao; Tingting Dong; Yoshiharu Ishikawa; Chuan Xiao; Yuya Sasaki,In this paper; we study the problem of discovering all movement patterns from semantictrajectory databases. We propose a two-step method to solve this problem efficiently. We firstretrieve frequent movement patterns of categories from the transformed database ofsequential categories; and then cluster dense trajectories in a growth-type way for allmovement patterns. Moreover; we define a new metric distance function on trajectories. Wealso use M-tree to cluster trajectories more efficiently. Our experimental results demonstratethe efficiency of the proposed method.,TENCON 2015-2015 IEEE Region 10 Conference,2015,2
Probabilistic range querying over Gaussian objects,Tingting Dong; Chuan Xiao; Yoshiharu Ishikawa,Probabilistic range query is an important type of query in the area of uncertain datamanagement. A probabilistic range query returns all the data objects within a specific rangefrom the query object with a probability no less than a given threshold. In this paper; weassume that each uncertain object stored in the database is associated with a multi-dimensional Gaussian distribution; which describes the probability distribution that theobject appears in the multi-dimensional space. A query object is either a certain object or anuncertain object modeled by a Gaussian distribution. We propose several filteringtechniques and an R-tree-based index to efficiently support probabilistic range queries overGaussian objects. Extensive experiments on real data demonstrate the efficiency of ourproposed approach.,IEICE TRANSACTIONS on Information and Systems,2014,2
Clustering Editors of Wikipedia by Editor's Biases,Akira Nakamura; Yu Suzuki; Yoshiharu Ishikawa,Abstract Wikipedia is an Internet encyclopedia where any user can edit articles. Becauseeditors act on their own judgments; editors' biases are reflected in edit actions. When editors'biases are reflected in articles; the articles should have low credibility. However; it is difficultfor users to judge which parts in articles have biases. In this paper; we propose a method ofclustering editors by editors' biases for the purpose that we distinguish texts' biases by usingeditors' biases and aid users to judge the credibility of each description. If each text isdistinguished such as by colors; users can utilize it for the judgments of the text credibility.Our system makes use of the relationships between editors: agreement and disagreement.We assume that editors leave texts written by editors that they agree with; and delete textswritten by editors that they disagree with. In addition; we can consider that editors who …,Proceedings of the 2013 IEEE/WIC/ACM International Joint Conferences on Web Intelligence (WI) and Intelligent Agent Technologies (IAT)-Volume 01,2013,2
Query processing with materialized views in a traceable P2P record exchange framework,Fengrong Li; Yoshiharu Ishikawa,Abstract Materialized views which are derived from base relations and stored in thedatabase are often used to speed up query processing. In this paper; we leverage them in atraceable peer-to-peer (P2P) record exchange framework which was proposed to ensurereliability among the exchanged data in P2P networks where duplicates and modifications ofdata occur independently in autonomous peers. In our proposed framework; theprovenance/lineage of the exchanged data can be available by issuing tracing queries.Processing for tracing queries was based on the “pay-as-you-go” approach. The frameworkcan achieve low maintenance cost since each peer only maintains minimum amount ofinformation for tracing. However; the user must pay relatively high query processing costwhen he or she issues a query. We consider that the use of materialized views allows …,International Conference on Web-Age Information Management,2010,2
Efficient continuous top-k keyword search in relational databases,Yanwei Xu; Yoshiharu Ishikawa; Jihong Guan,Abstract Keyword search in relational databases has been widely studied in recent years.Most of the previous studies focus on how to answer an instant keyword query. In this paper;we focus on how to find the top-k answers in relational databases for continuous keywordqueries efficiently. As answering a keyword query involves a large number of join operationsbetween relations; reevaluating the keyword query when the database is updated is ratherexpensive. We propose a method to compute a range for the future relevance score of queryanswers. For each keyword query; our method computes a state of the query evaluationprocess; which only contains a small amount of data and can be used to maintain top-kanswers when the database is continually growing. The experimental results show that ourmethod can be used to solve the problem of responding to continuous keyword searches …,International Conference on Web-Age Information Management,2010,2
High-speed extraction of related terms by bi-directional syntax patterns from web search engines,Hiroaki Ohshima; Katsumi Tanaka; Sophoin KHY; Yoshiharu ISHIKAWA; Hiroyuki KITAGAWA; Toshiki WATANABE; Akimitsu KANZAKI; Takahiro HARA; Shojiro NISHIO; Djelloul BOUKHELEF; Masami TAKAHASHI; Atsuyuki MORISHIMA; Akiko MATSUMOTO; Shigeo SUGIMOTO; Takuya FUNAHASHI; Takanori UEDA; Yu HIRATE; Hayato YAMANA; Masahiko SHIMODA; Kazumasa YOKOTA; Kazuki TAKAYAMA; Haruo YOKOTA; Toru ONODA; Takayuki YUMOTO; Kazutoshi SUMIYA,Page 1. TABLE OF CONTENTS ■Research Papers High-speed Extraction of Related Termsby Bi-directional Syntax Patterns from Web Search Engines Hiroaki OHSHIMA; Katsumi TANAKADBSJ Journal; Vol.7; No.3; December 2008; pp.1-6 Querying Topic Evolution in Time SeriesDocument Clusters Sophoin KHY; Yoshiharu ISHIKAWA; Hiroyuki KITAGAWA DBSJ Journal;Vol.7; No.3; December 2008; pp.7-12 A Proposal of Update Propagation Strategies ConsideringDegree of Data Update in Peer-to-Peer Networks Toshiki WATANABE; Akimitsu KANZAKI;Takahiro HARA; Shojiro NISHIO DBSJ Journal; Vol.7; No.3; December 2008; pp.13-18 EfficientRouting in Multi-ring Content Addressable Network Djelloul BOUKHELEF; Hiroyuki KITAGAWADBSJ Journal; Vol.7; No.3; December 2008; pp.19-24 A Method for Integrity Constraint Discoveryfor the Management of Web Contents …,DBSJ Journal,2008,2
Incremental clustering based on novelty of on-line documents,Sophoin Khy; Yoshiharu Ishikawa; Hiroyuki Kitagawa,Clustering has been widely used as a fundamental method in many areas such ascharacterization and classification. Various clustering researches have been conductedsince decades ago. In previous papers; we presented a novelty-based incrementaldocument clustering method which considers novelty of on-line documents in its similaritymeasure and performs clustering based on an extended algorithm of the K-means method.This paper further examines the performance of the incremental and non-incrementalprocessing of the clustering method and effect of parameter values on the method byshowing the experimental results.,DBSJ Letters,2006,2
Localrank: A prototype for ranking web pages with database considering geographical locality,Jianwei Zhang; Yoshiharu Ishikawa; Sayumi Kurokawa; Hiroyuki Kitagawa,Abstract In this demo; we present a method called LocalRank to rank web pages. Ourmethod integrates the web and a local user database with semantic links includinggeographical ones. We first construct a graph structure; consisting of database entries; theirrelated web pages and relationships between them. Then a link analysis is performed tocompute a LocalRank value for each node. The result called LocalRank is a rank value for aweb page to assess its relevance degree to database entries and its popularity on a localweb space. In our demo; we will show our experimental results for a local restaurantdatabase. The local web pages related to the database entries are highly ranked based onour method.,Asia-Pacific Web Conference,2006,2
Spatio-temporal Data Mining from Moving Object Trajectories,Yoshiharu Ishikawa,*,*,2006,2
Parameter setting for a clustering method through an analytical study of real data. IPSJ Sig,S Khy; Y Ishikawa; H Kitagawa,*,Notes,2006,2
LocalRank: Ranking web pages considering geographical locality by integrating web and databases,Jianwei Zhang; Yoshiharu Ishikawa; Sayumi Kurokawa; Hiroyuki Kitagawa,Abstract In this paper; we propose a method called LocalRank to rank web pages byintegrating the web and a user database containing information on a specific geographicalarea. LocalRank is a rank value for a web page to assess its relevance degree to databaseentries considering geographical locality and its popularity on a local web space. In ourmethod; we first construct a linked graph structure using entries contained in the database.The nodes of this graph consist of database entries and their related web pages. The edgesin the graph are composed of semantic links including geographical links between thesenodes; in addition to conventional hyperlinks. Then a link analysis is performed to compute aLocalRank value for each node. LocalRank can represent user's interest since this grapheffectively integrates the web and the user database. Our experimental results for a local …,International Conference on Database and Expert Systems Applications,2005,2
Extended link analysis for extracting spatial information hubs,Jianwei Zhang; Yoshiharu Ishikawa; Hiroyuki Kitagawa,Recently; Web mining that tries to find useful knowledge from the vast amount of Web pageshas attracted a lot of research interests. Besides; it is becoming an essential task to provideWeb pages related to a user-specified geographic area. In this paper; we propose anapproach to extract spatial information hubs from the Web. A spatial information hub is aWeb page which is related to a specified geographic area and has much local informationand/or many hyperlinks to local Web pages. In the traditional approach of Web link analysis;the importance and quality of pages are judged only by their contents and hyperlinkstructures. However; we take their geographic localities into consideration. In our approach;we first extract geographic information from Web pages to create spatial nodes and spatiallinks; then conduct a link analysis based on the extended link structures. We also show …,Web Information Retrieval and Integration; 2005. WIRI'05. Proceedings. International Workshop on Challenges in,2005,2
Generalization of document clustering method based on forgetting factors,Yoshiharu ISHIKAWA; Hiroyuki KITAGAWA,Abstract ネットワーク上で配信されるニュース記事や; ディジタル図書館において時系列的に蓄積される文書などのさまざまなオンライン情報を要約したり; それらの中から適切な文書を選択したりするために; クラスタリングは有用な手法である. オンライン環境では; ユーザは一般に新規性の高い文書に対して興味を有することを考慮し; 本研究では忘却 (forgetting) の概念を導入した文書クラスタリング手法を提案している. 本手法のアイデアは; 各文書はその入手時刻から時間が経つにつれその価値 (影響力) を次第に失っていくと想定する点にある. 本手法で提案する忘却ファクターに基づく文書類似度をクラスタリングに用いることで; 新しい文書ほどよりクラスタリングの結果に影響を持つことになる. 本稿では; これまで本研究で提案したクラスタリング手法に対し;特に類似度の計算方式を一般化するという点から行った拡張について; その概要を述べる.,IEICE technical report. Data engineering,2002,2
An On-line Document Clustering Method Based on Forgetting Factors (long version),Yoshiharu Ishikawa; Yibing Chen; Hiroyuki Kitagawa,Abstract. With the rapid development of on-line information services; informationtechnologies for on-line information processing have been receiving much attentionrecently. Clustering plays important roles in various on-line applications such as extractionof useful information from news feeding services and selection of relevant documents fromthe incoming scientific articles in digital libraries. In on-line environments; users generallyhave interests on newer documents than older ones and have no interests on obsolete olddocuments. Based on this observation; we propose an on-line document clustering method,*,2001,2
Design and performance analysis of indexing schemes for set retrieval of nested objects,Yoshiharu Ishikawa; Hiroyuki Kitagawa,Efficient retrieval of nested objects is an important issue in advanced database systems. Sofar; a number of indexing methods for nested objects have been proposed. However; theydo not consider retrieval of nested objects based on the set comparison operators such as<sg00019. gif> and< sg00004. gif>. Previouly; we proposed four set access facilities fornested objects and compared their performance in terms of retrieval cost; storage cost; andupdate cost. In this paper; we extend the study and present refined algorithms and costformulas applicable to more generalized situations. Our cost models and analysis not onlycontribute to the study of set-valued retrieval but also to cost estimation of various indexingmethods for nested objects in general.,IEICE TRANSACTIONS on Information and Systems,1995,2
QUERYING GEOGRAPHIC DATA IN XML VIA EXTENSIBLE XML QUERY LANGUAGE X ¾ QL,Norihide Shinagawa; Takaaki Nagai; Hiroyuki Kitagawa; Yoshiharu Ishikawa,ABSTRACT XML has attracted a great deal of attention as standard data exchange format;and XML representing geographic information such as G-XML has been developed. In nearfuture; geographic data written in XML will be exchanged through the Internet. Therefore; itwill become a very important issue to efficiently query geographic data in XML. To querygeographic data in XML; spatial operations such as distance calculation and spatialcontainment test need be provided in query languages. However; in general; XML querylanguages do not support such spatial operations. This paper illustrates how G-XML datacan be queried via eXtensible XML Query Language X ¾ QL; which has been developed byour research group. X ¾ QL features inclusion of user-defined foreign functions to introduceapplication-oriented processing capability. Thus; we can realize various spatial …,Coordinates,*,2
Extraction of Frequent Patterns Based on Users' Interests from Semantic Trajectories with Photographs,Yoshiaki Takimoto; Kento Sugiura; Yoshiharu Ishikawa,Abstract Along with the popularization of location-based social networking (LBSN); semantictrajectories; which are trajectories with additional information such as photographs and texts;are increasing; and their utilization is required. We consider frequent pattern extraction asapplicable to analysis of semantic trajectories and extraction of regions of interest (ROIs). Inthis research; we propose SimDBSCAN; which considers both spatial density and similarityof points; by extending DBSCAN; which uses density-based clustering; in order to captureusers' interests. Since SimDBSCAN identifies points that are interested in the same object inthe neighborhood as ROIs; it is possible to detect not only known ROIs such as tourist sitesbut also unknown ROIs. In this paper; we explain the algorithm of SimDBSCAN and presentthe experimental results using photographs collected from Flickr. The experiments show …,Proceedings of the 21st International Database Engineering & Applications Symposium,2017,1
Top-k Pattern Matching Using an Information-Theoretic Criterion over Probabilistic Data Streams,Kento Sugiura; Yoshiharu Ishikawa,Abstract As the development of data mining technologies for sensor data streams; moresophisticated methods for complex event processing are demanded. In the case of eventrecognition; since event recognition results may contain errors; we need to deal with theuncertainty of events. We therefore consider probabilistic event data streams withoccurrence probabilities of events; and develop a pattern matching method based onregular expressions. In this paper; we first analyze the semantics of pattern matching overnon-probabilistic data streams; and then propose the problem of top-k pattern matching overprobabilistic data streams. We introduce the use of an information-theoretic criterion to selectappropriate matches as the result of pattern matching. Then; we present an efficientalgorithm to detect top-k matches; and evaluate the effectiveness of our approach using …,Asia-Pacific Web (APWeb) and Web-Age Information Management (WAIM) Joint Conference on Web and Big Data,2017,1
Consistencies of fuzzy spatiotemporal data in XML documents,Zongmin Ma; Luyi Bai; Yoshiharu Ishikawa; Li Yan,Abstract Researches on spatiotemporal data based on XML has received increasingattention due to that XML has a lot of advantages such as extensibility and flexibility.Although XML has been employed to model and handle spatiotemporal data; relatively littlework has been carried out to further investigate the consistencies of spatiotemporal data;especially fuzzy spatiotemporal data in XML documents. In this paper; we first propose afuzzy spatiotemporal data model; and then present the structure of fuzzy spatiotemporal datain XML document. After studying consistency conditions for fuzzy spatiotemporal data inXML documents; we demonstrate how updating operations; inserting operations; anddeleting operations effect on consistencies of fuzzy spatiotemporal data in XML documents.Furthermore; we propose algorithms for fixing these inconsistencies. After investigating …,Fuzzy Sets and Systems,2017,1
BEVA: An Efficient Query Processing Algorithm for Error-Tolerant Autocompletion,Xiaoling Zhou; Jianbin Qin; Chuan Xiao; Wei Wang; Xuemin Lin; Yoshiharu Ishikawa,Abstract Query autocompletion has become a standard feature in many search applications;especially for search engines. A recent trend is to support the error-tolerant autocompletion;which increases the usability significantly by matching prefixes of database strings andallowing a small number of errors. In this article; we systematically study the queryprocessing problem for error-tolerant autocompletion with a given edit distance threshold.We propose a general framework that encompasses existing methods and characterizesdifferent classes of algorithms and the minimum amount of information they need to maintainunder different constraints. We then propose a novel evaluation strategy that achieves theminimum active node size by eliminating ancestor-descendant relationships among activenodes entirely. In addition; we characterize the essence of edit distance computation by a …,ACM Transactions on Database Systems (TODS),2016,1
Simulation Data Warehouse for Integration and Analysis of Disaster Information (Special Issue on Disaster and Big Data),Jing Zhao; Kento Sugiura; Yuanyuan Wang; Yoshiharu Ishikawa,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,Journal of disaster research,2016,1
An automatic video reinforcing system based on popularity rating of scenes and level of detail controlling,Yuanyuan Wang; Yukiko Kawai; Kazutoshi Sumiya; Yoshiharu Ishikawa,With the advance of video-on-demand (VOD) services such as Netfix; users are able towatch many kinds of videos anytime and anywhere. While watching a video; recently; usersoften search related information about it through the Web by using mobile PC. However;users cannot satisfactorily understand and enjoy it because the video keeps playing whenthey search about it. It is necessary to detect various questions of the video to supplementtheir related information about each scene for automatic search. However; only one videoincludes various topics of each scene; furthermore; viewers have different levels ofknowledge. Therefore; we have developed a novel automatic video reinforcing system;called TV-Binder; it generates new video contents from one video stream related to viewers'interests and knowledge by adding other related contents (ie; YouTube videos; images or …,Multimedia (ISM); 2015 IEEE International Symposium on,2015,1
Reverse direction-based surrounder queries,Xi Guo; Yoshiharu Ishikawa; Aziguli Wulamu; Yonghong Xie,Abstract This paper proposes a new spatial query called the reverse direction-basedsurrounder (RDBS) query; which retrieves a user who is seeing a point of interest (POI) asone of their direction-based surrounders (DBSs). According to a user; one POI can bedominated by a second POI if the POIs are directionally close and the first POI is farther fromthe user than the second is. Two POIs are directionally close if their included angle withrespect to the user is smaller than an angular threshold; θ. If a POI cannot be dominated byanother POI; it is a DBS of the user. We also propose an extended query called thecompetitor RDBS query. POIs that share the same RDBSs with another POI are defined ascompetitors of that POI. We design algorithms to answer the RDBS queries and competitorqueries. The experimental results show that the proposed algorithms can answer the …,Asia-Pacific Web Conference,2015,1
Grouping methods for pattern matching in probabilistic data streams,Kento Sugiura; Yoshiharu Ishikawa; Yuya Sasaki,Abstract In recent years; complex event processing has attracted considerable interest inresearch and industry. Pattern matching is used to find complex events in data streams. Inprobabilistic data streams; however; the system may find multiple matches in a given timeinterval. This may result in inappropriate matches; because multiple matches maycorrespond to a single event. We therefore propose grouping methods of matches forprobabilistic data streams; and call such merged matches a group. We describe thedefinitions and generation methods of groups; propose an efficient approach for calculatingan occurrence probability of a group; and compare the proposed approach with a naïve oneby experiment. The results demonstrate the properties and effectiveness of the proposedmethod.,International Conference on Database Systems for Advanced Applications,2015,1
Web-Age Information Management: 14th International Conference; WAIM 2013; Beidaihe; China; June 14-16; 2013. Proceedings,Jianyong Wang; Hui Xiong; Yoshiharu Ishikawa; Jianliang Xu; Junfeng Zhou,This book constitutes the refereed proceedings of the 14th International Conference on Web-Age Information Management; WAIM 2013; held in Beidaihe; China; in June 2013. The 47revised full papers presented together with 29 short papers and 5 keynotes were carefullyreviewed and selected from a total of 248 submissions. The papers are organized in topicalsections on data mining; information integration and heterogeneous systems; big data;spatial and temporal databases; information extraction; new hardware and miscellaneous;query processing and optimization; social network and graphs; information retrieval;workflow systems and service computing; recommender systems; security; privacy; and trust;semantic Web and ontology.,*,2013,1
Using materialized views to enhance a traceable P2P record exchange framework,Fengrong Li; Yoshiharu Ishikawa,Abstract—P2P technologies are drawing increasing attention nowadays; and have beenwidely deployed on the Internet for various purposes. Unlike the traditional client-serverarchitecture; a P2P network allows all computers to communicate and share resources asequals and does not depend on a central server for control. In such an environment; tracinghow data is copied between peers and how data modifications are performed are not easybecause data replications and modifications are performed independently by autonomouspeers. This creates inconsistencies in exchanged information and results in a lack oftrustworthiness. To provide reliable and flexible information exchange facility in P2Pnetworks; we have proposed a framework for enabling traceable record exchange. In thisframework; a computer can exchange structured records with a predefined schema with …,Journal of Advances in Information Technology,2011,1
Database Systems for Advanced Applications: 15th International Conference; DASFAA 2010; Tsukuba; Japan; April 1-4; 2010; Proceedings,Hiroyuki Kitagawa; Yoshiharu Ishikawa; Wenjie Li; Chiemi Watanabe,This two volume set LNCS 5981 and LNCS 5982 constitutes the refereed proceedings of the15th International Conference on Database Systems for Advanced Applications; DASFAA2010; held in Tsukuba; Japan; in April 2010. The 39 revised full papers and 16 revised shortpapers presented together with 3 invited keynote papers; 22 demonstration papers; 6industrial papers; and 2 keynote talks were carefully reviewed and selected from 285submissions. The papers of the first volume are organized in topical sections on P2P-basedtechnologies; data mining technologies; XML search and matching; graphs;spatialdatabases; XML technologies; time series and streams; advanced data mining; queryprocessing; Web; sensor networks and communications; information management; as wellas communities and Web graphs. The second volume contains contributions related to …,*,2010,1
Direction-based spatial skylines (long version),Xi Guo; Yoshiharu Ishikawa; Yunjun Gao,ABSTRACT Traditional location-based services recommend nearest objects to the user byconsidering their spatial proximity. However; an object not only has its distance but also hasits direction which originates from the user to it. In this paper; we study direction-basedspatial skyline queries (DSS queries) which retrieve nearest objects around the user fromdifferent directions. The closer object is better than or dominates the further object if they arein the same direction. The objects that cannot be dominated by any other object are includedin the direction-based spatial skyline (DSS). We propose algorithms to answer snapshotqueries which find objects on the DSS according to the user's current position. We alsodevelop algorithms to support continuous queries which retrieve objects on the DSS whilethe user is moving linearly. Extensive experiments verify the performance of our proposed …,*,2010,1
