Structural joins: A primitive for efficient XML query pattern matching,Shurug Al-Khalifa; HV Jagadish; Nick Koudas; Jignesh M Patel; Divesh Srivastava; Yuqing Wu,XML queries typically specify patterns of selection predicates on multiple elements that havesome specified tree structured relationships. The primitive tree structured relationships areparent-child and ancestor-descendant; and finding all occurrences of these relationships inan XML database is a core operation for XML query processing. We develop two families ofstructural join algorithms for this task: tree-merge and stack-tree. The tree-merge algorithmsare a natural extension of traditional merge joins and the multi-predicate merge joins; whilethe stack-tree algorithms have no counterpart in traditional relational join processing. Wepresent experimental results on a range of data and queries using the TIMBER native XMLquery engine built on top of SHORE. We show that while; in some cases; tree-mergealgorithms can have performance comparable to stack-tree algorithms; in many cases …,Data Engineering; 2002. Proceedings. 18th International Conference on,2002,1206
Wham: a high-throughput sequence alignment method,Yinan Li; Jignesh M Patel; Allison Terrell,Abstract Over the last decade; the cost of producing genomic sequences has droppeddramatically due to the current so-called next-generation sequencing methods. However;these next-generation sequencing methods are critically dependent on fast andsophisticated data processing methods for aligning a set of query sequences to a referencegenome using rich string matching models. The focus of this work is on the design;development and evaluation of a data processing system for this crucial “short readalignment” problem. Our system; called WHAM; employs hash-based indexing methods andbitwise operations for sequence alignments. It allows rich match models and it is significantlyfaster than the existing state-of-the-art methods. In addition; its relative speedup over theexisting method is poised to increase in the future in which read sequence lengths will …,ACM Transactions on Database Systems (TODS),2012,53
Call graph prefetching for database applications,Murali Annavaram; Jignesh M Patel; Edward S Davidson,Abstract With the continuing technological trend of ever cheaper and larger memory; mostdata sets in database servers will soon be able to reside in main memory. In thisconfiguration; the performance bottleneck is likely to be the gap between the processingspeed of the CPU and the memory access latency. Previous work has shown that databaseapplications have large instruction and data footprints and hence do not use processorcaches effectively. In this paper; we propose Call Graph Prefetching (CGP); an N instructionprefetching technique that analyzes the call graph of a database system and prefetchesinstructions from the function that is deemed likely to be called next. CGP capitalizes on thehighly predictable function call sequences that are typical of database systems. CGP can beimplemented either in software or in hardware. The software-based CGP (CGP_S) uses …,ACM Transactions on Computer Systems (TOCS),2003,52
DNA damage enhancement from gold nanoparticles for clinical MV photon beams,Ross I Berbeco; Houari Korideck; Wilfred Ngwa; Rajiv Kumar; Janki Patel; Srinivas Sridhar; Sarah Johnson; Brendan D Price; Alec Kimmelman; G Mike Makrigiorgos,In this study; we quantify the relative damage enhancement due to the presence of goldnanoparticles (GNP) in vitro in a clinical 6 MV beam for various delivery parameters anddepths. It is expected that depths and delivery modes that produce a larger proportions oflow-energy photons will have a larger effect on the cell samples containing GNP. HeLa cellswith and without 50 nm GNP were irradiated at depths of 1.5; 5; 10; 15 and 20 cm.Conventional beams with square aperture sizes 5; 10 and 15 cm at isocenter; and flatteningfilter free (FFF) beams were used. Relative DNA damage enhancement with GNP wasevaluated by γ-H2AX staining. Statistically significant increases in DNA damage with GNP;compared to the absence of GNP; were observed for all depths and delivery modes.Relative to the shallowest depth; damage enhancement was observed to increase as a …,Radiation research,2012,48
Rethinking query processing for energy efficiency: Slowing down to win the race.,Willis Lang; Ramakrishnan Kandhan; Jignesh M Patel,Abstract The biggest change in the TPC benchmarks in over two decades is now wellunderway–namely the addition of an energy efficiency metric along with traditionalperformance metrics. This change is fueled by the growing; real; and urgent demand forenergy-efficient database processing. Database query processing engines must nowconsider becoming energy-aware; else they risk missing many opportunities for significantenergy savings. While other recent work has focused on solely optimizing for energyefficiency; we recognize that such methods are only practical if they also considerperformance requirements specified in SLAs. The focus of this paper is on the design andevaluation of a general framework for query optimization that considers both performanceconstraints and energy consumption as first-class optimization criteria. Our method …,IEEE Data Eng. Bull.,2011,48
Clone join and shadow join: two parallel spatial join algorithms,Jignesh M Patel; David J DeWitt,Abstract Spatial applications frequently need to join two data sets based on some spatialrelationship between objects in the two data sets. This operation; called a spatial join; is anexpensive operation and in the past many algorithms have been proposed for evaluating thespatial join operation on a single processor system. However; the use of parallelism forhandling queries involving large volumes of spatial data has received little attention. In thispaper; we explore the use of parallelism for evaluating the spatial join operation. We firstpropose two strategies for storing spatial data in a parallel database system. We propose anumber of spatial join algorithms based on these declustering strategies. Two algorithms areidentified as the key algorithms in this design space. We analyze these two algorithms bothanalytically and experimentally. The experimental evaluation uses real data sets and is …,Proceedings of the 8th ACM international symposium on Advances in geographic information systems,2000,48
Learning generalized linear models over normalized data,Arun Kumar; Jeffrey Naughton; Jignesh M Patel,Abstract Enterprise data analytics is a booming area in the data management industry. Manycompanies are racing to develop toolkits that closely integrate statistical and machinelearning techniques with data management systems. Almost all such toolkits assume that theinput to a learning algorithm is a single table. However; most relational datasets are notstored as single tables due to normalization. Thus; analysts often perform key-foreign keyjoins before learning on the join output. This strategy of learning after joins introducesredundancy avoided by normalization; which could lead to poorer end-to-end performanceand maintenance overheads due to data duplication. In this work; we take a step towardsenabling and optimizing learning over joins for a common class of machine learningtechniques called generalized linear models that are solved using gradient descent …,Proceedings of the 2015 ACM SIGMOD International Conference on Management of Data,2015,46
The Case Against Specialized Graph Analytics Engines.,Jing Fan; Adalbert Gerald Soosai Raj; Jignesh M Patel,ABSTRACT Graph analytic processing has started to become a nearly ubiquitouscomponent in the enterprise data analytics ecosystem. In response to this growing need;various specialized graph processing engines have been created in recent years. Sadly; theuse of relational database management systems (RDBMSs) for graph processing is largelyignored in most enterprise settings. This oversight is surprising since in most enterprisesettings; RDBMSs are already present and used for a variety of other analytic tasks. Thissituation then begs the question of whether the use of RDBMS for graph processing isfundamentally lacking in some respect compared to the specialized graph processingengines. In this paper; we aim to address this question both from the programmerproductivity perspective and from the performance perspective. We present Grail–a …,CIDR,2015,45
Accurate modeling of the hybrid hash join algorithm,Jignesh M Patel; Michael J Carey; Mary K Vernon,Abstract The join of two relations is an important operation in database systems. It occursfrequently in relational queries; and join performance is a significant factor in overall systemperformance. Cost models for join algorithms are used by query optimizers to chooseefficient query execution strategies. This paper presents an efficient analytical model of animportant join method; the hybrid hash join algorithm; that captures several key features ofthe algorithm's performance—including its intra-operator parallelism; interference betweendisk reads and writes; caching of disk pages; and placement of data on disk (s). Validation ofthe model against a detailed simulation of a database system shows that the response timeestimates produced by the model are quite accurate.,ACM SIGMETRICS Performance Evaluation Review,1994,45
Method and apparatus for using Java as a stored procedure language and as an embedded language on a client,*,One or more embodiments of the invention provide the ability to utilize the Javaprogramming language as a stored procedure language. One or more embodiments of theinvention provide for Java abstract data types (ADT) that map to ADT attributes from adatabase. The Java ADT can then be manipulated in an application written in the Javaprogramming language such as a stored procedure. Each ADT attribute from a database ismapped to a Java class by wrapping the ADT definition (which is commonly written in C++)in a Java wrapper. The wrapping process enables a user to write any client side Javaapplication. Once the ADTs are wrapped and a stored procedure is created; the storedprocedure must be able to execute. Enhancements permit a stored procedure written in theJava programming language to execute. Such enhancements include a server side …,*,2002,44
Rethinking Choices for Multi-dimensional Point Indexing: Making the Case for the Often Ignored Quadtree.,You Jung Kim; Jignesh M Patel,ABSTRACT Multi-dimensional point indexing methods play a critical role in a variety of data-centric applications; ranging from image retrieval; sequence matching; and protein structurecomparison. Many of these applications require manipulating point data in low to mediumdimensional space; either because of the inherent nature of the problem; or due to the use ofdimensionality reduction techniques such as PCA. A common choice of indexing method forthese applications is often the" ubiquitous" R*-tree. In this paper; we challenge this popularchoice of indexing for low and medium dimensional point data and investigate the use ofQuadtree as an alternative index structure. Our paper shows that the regular and disjointdecomposition method used by Quadtrees provides a significant structural advantage overthe R*-tree; which suffers from high overlap amongst MBRs even for low dimensional …,CIDR,2007,43
TIMBER: A native system for querying XML,Stelios Paparizos; Shurug Al-Khalifa; Adriane Chapman; HV Jagadish; Laks VS Lakshmanan; Andrew Nierman; Jignesh M Patel; Divesh Srivastava; Nuwee Wiwatwattana; Yuqing Wu; Cong Yu,Abstract XML has become ubiquitous; and XML data has to be managed in databases. Thecurrent industry standard is to map XML data into relational tables and store this informationin a relational database. Such mappings create both expressive power problems andperformance problems. In the T IMBER [7] project we are exploring the issues involved instoring XML in native format. We believe that the key intellectual contribution of this system isa comprehensive set-at-a-time query processing ability in a native XML store; with all thestandard components of relational query processing; including algebraic rewriting and acost-based optimizer.,Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,43
Towards energy-efficient database cluster design,Willis Lang; Stavros Harizopoulos; Jignesh M Patel; Mehul A Shah; Dimitris Tsirogiannis,Abstract Energy is a growing component of the operational cost for many" big data"deployments; and hence has become increasingly important for practitioners of large-scaledata analysis who require scale-out clusters or parallel DBMS appliances. Although anumber of recent studies have investigated the energy efficiency of DBMSs; none of thesestudies have looked at the architectural design space of energy-efficient parallel DBMSclusters. There are many challenges to increasing the energy efficiency of a DBMS cluster;including dealing with the inherent scaling inefficiency of parallel data processing; andchoosing the appropriate energy-efficient hardware. In this paper; we experimentallyexamine and analyze a number of key parameters related to these challenges for designingenergy-efficient database clusters. We explore the cluster design space using empirical …,Proceedings of the VLDB Endowment,2012,42
Method and apparatus for parallel execution of trigger actions,*,A method and apparatus for parallel execution of trigger actions. One or more embodimentsof the invention comprise providing a C++ class (hereinafter referred to as “dispatcher”) thatcan take an SQL query or trigger action and start parallel execution of the trigger action. Thetrigger action is optimized and parallelized. The dispatcher executes the trigger action; setsup the communication links between the various operators in the trigger action; and ensuresthat all the results are sent back to the trigger.,*,2004,42
Join processing for flash SSDs: remembering past lessons,Jaeyoung Do; Jignesh M Patel,Abstract Flash solid state drives (SSDs) provide an attractive alternative to traditionalmagnetic hard disk drives (HDDs) for DBMS applications. Naturally there is substantialinterest in redesigning critical database internals; such as join algorithms; for flash SSDs.However; we must carefully consider the lessons that we have learnt from over threedecades of designing and tuning algorithms for magnetic HDD-based systems; so that wecontinue to reuse techniques that worked for magnetic HDDs and also work with flash SSDs.The focus of this paper is on recalling some of these lessons in the context of ad hoc joinalgorithms. Based on an actual implementation of four common ad hoc join algorithms onboth a magnetic HDD and a flash SSD; we show that many of the" surprising" results frommagnetic HDD-based join methods also hold for flash SSDs. These results include the …,Proceedings of the Fifth International Workshop on Data Management on New Hardware,2009,41
Wind: Workload-aware intrusion detection,Sushant Sinha; Farnam Jahanian; Jignesh M Patel,Abstract Intrusion detection and prevention systems have become essential to the protectionof critical networks across the Internet. Widely deployed IDS and IPS systems are basedaround a database of known malicious signatures. This database is growing quickly while atthe same time the signatures are getting more complex. These trends place additionalperformance requirements on the rule-matching engine inside IDSs and IPSs; which checkeach signature against an incoming packet. Existing approaches to signature evaluationapply statically-defined optimizations that do not take into account the network in which theIDS or IPS is deployed or the characteristics of the signature database. We argue that forhigher performance; IDS and IPS systems should adapt according to the workload; whichincludes the set of input signatures and the network traffic characteristics. To demonstrate …,International Workshop on Recent Advances in Intrusion Detection,2006,39
The Michigan Benchmark: A microbenchmark for XML query processing systems,Kanda Runapongsa; Jignesh M Patel; HV Jagadish; Shurug Al-Khalifa,With the continuing increasing popularity of the eXtensible Markup Language (XML) as arepresentation format for a wide variety of data; and it is clear that large repositories of XMLdata sets will soon emerge. The effective management of XML in a database thus becomesa pressing issue. Several methods for managing XML databases have emerged; rangingfrom retrofitting commercial RDBMSs to building native XML database systems. There hasnaturally been an interest in benchmarking the performance of these systems; and a numberof benchmarks have been proposed [?;?;?]. The focus of currently proposed benchmarks isto assess the performance of a given XML database in performing a variety of representativetasks. Such benchmarks are valuable to potential users of a database system in providingan indication of the performance that the user can expect on their specific application. The …,EEXTT,2002,37
Declarative querying for biological sequences,Sandeep Tata; James S Friedman; Anand Swaroop,The ongoing revolution in life sciences research is producing vast amounts of genetic andproteomic sequence data. Scientists want to pose increasingly complex queries on this data;but current methods for querying biological sequences are primitive and largely procedural.This limits the ease with which complex queries can be posed; and often results in veryinefficient query plans. There is a growing and urgent need for declarative and efficientmethods for querying biological sequence data. In this paper; we introduce a system calledPeriscope/SQ which addresses this need. Queries in our system are based on a well-defined extension of relational algebra. We introduce new physical operators and supportfor novel indexes in the database. As part of the optimization framework; we describe a newtechnique for selectivity estimation of string pattern matching predicates that is more …,Data Engineering; 2006. ICDE'06. Proceedings of the 22nd International Conference on,2006,35
Performance Comparison of the {\rm R}^{\ast}-Tree and the Quadtree for kNN and Distance Join Queries,You Jung Kim; Jignesh Patel,Multidimensional point indexing plays a critical role in a variety of data-centric applications;including image retrieval; sequence matching; and moving object database search. Acommon choice of indexing method for these applications is often the" ubiquitous” R*-tree.Choosing the right indexing method requires careful consideration of various factors such asquery operations and index construction methods. In this work; we present an experimentalstudy comparing the R*-tree and Quadtree using various criteria including the queryoperations and index construction methods. Although a variety of query operations can beperformed using these index structures; previous work has largely focused only on the rangesearch operation. We go beyond this previous work and compare the performance of theseindex structures using k-nearest neighbor (kNN) and distance join queries. In addition; we …,IEEE Transactions on Knowledge and Data Engineering,2010,34
Intelligent ship arrangements: a new approach to general arrangement,Michael G Parsons; Hyun Chung; Eleanor Nick; Anthony Daniels; Su Liu; Jignesh Patel,Abstract A new surface ship general arrangement optimization system developed at theUniversity of Michigan is described. The Intelligent Ship Arrangements system is a nativeC++; Leading Edge Architecture for Prototyping Systems–compatible software system thatwill assist the designer in developing rationally based arrangements that satisfy designspecific needs as well as general Navy requirements and standard practices to themaximum extent practicable. This software system is intended to be used following or as alatter part of ASSET synthesis. The arrangement process is approached as two essentiallytwo-dimensional tasks. First; the spaces are allocated to Zone-decks; one deck in onevertical zone; on the ship's inboard profile. Then the assigned spaces are arranged in detailon the deck plan of each Zone-deck in succession. Consideration is given to overall …,Naval Engineers Journal,2008,33
miBLAST: scalable evaluation of a batch of nucleotide sequence queries with BLAST,You Jung Kim; Andrew Boyd; Brian D Athey; Jignesh M Patel,Abstract A common task in many modern bioinformatics applications is to match a set ofnucleotide query sequences against a large sequence dataset. Exis-ting tools; such asBLAST; are designed to evaluate a single query at a time and can be unacceptably slowwhen the number of sequences in the query set is large. In this paper; we present a newalgorithm; called miBLAST; that evaluates such batch workloads efficiently. At the core;miBLAST employs aq-gram filtering and an index join for efficiently detecting similaritybetween the query sequences and database sequences. This set-oriented technique; whichindexes both the query and the database sets; results in substantial performanceimprovements over existing methods. Our results show that miBLAST is significantly fasterthan BLAST in many cases. For example; miBLAST aligned 247 965 oligonucleotide …,Nucleic acids research,2005,32
Enabling JSON Document Stores in Relational Systems.,Craig Chasseur; Yinan Li; Jignesh M Patel,ABSTRACT In recent years;“document store” NoSQL systems have exploded in popularity. Alarge part of this popularity has been driven by the adoption of the JSON data model in theseNoSQL systems. JSON is a simple but expressive data model that is used in many Web 2.0applications; and maps naturally to the native data types of many modern programminglanguages (eg Javascript). The advantages of these NoSQL document store systems (likeMongoDB and CouchDB) are tempered by a lack of traditional RDBMS features; notably asophisticated declarative query language; rich native query processing constructs (eg joins);and transaction management providing ACID safety guarantees. In this paper; weinvestigate whether the advantages of the JSON data model can be added to RDBMSs;gaining some of the traditional benefits of relational systems in the bargain. We present …,WebDB,2013,31
Using histograms to estimate answer sizes for XML queries,Yuqing Wu; Jignesh M Patel; HV Jagadish,Abstract Estimating the sizes of query results; and intermediate results; is crucial to manyaspects of query processing. In particular; it is necessary for effective query optimization.Even at the user level; predictions of the total result size can be valuable in “next-step”decisions; such as query refinement. This paper proposes a technique to obtain query resultsize estimates effectively in an XML database. Queries in XML frequently specify structuralpatterns; requiring specific relationships between selected elements. Whereas traditionaltechniques can estimate the number of nodes (XML elements) that will satisfy a node-specific predicate in the query pattern; such estimates cannot easily be combined to provideestimates for the entire query pattern; since element occurrences are expected to have highcorrelation. We propose a solution based on a novel histogram encoding of element …,Information Systems,2003,31
Model selection management systems: The next frontier of advanced analytics,Arun Kumar; Robert McCann; Jeffrey Naughton; Jignesh M Patel,Abstract John Boyd recognized in the 1960's the importance of situation awareness formilitary operations and introduced the notion of the OODA loop (Observe; Orient; Decide;and Act). Today we realize that many applications have to deal with situation awareness:Customer Relationship Management; Human Capital Management; Supply ChainManagement; patient care; power grid management; and cloud services management; aswell as any IoT (Internet of Things) related application; the list seems to be endless. Situationawareness requires applications to support the management of data; knowledge; processes;and other services such as social networking in an integrated way. These applicationsadditionally require high personalization as well as rapid and continuous evolution. Theymust provide a wide variety of operational and functional requirements; including real …,ACM SIGMOD Record,2016,30
Evaluating skylines in the presence of equijoins,Wen Jin; Michael D Morse; Jignesh M Patel; Martin Ester; Zengjian Hu,When a database system is extended with the skyline operator; it is important to determinethe most efficient way to execute a skyline query across tables with join operations. Thispaper describes a framework for evaluating skylines in the presence of equijoins;including:(1) the development of algorithms to answer such queries over large input tablesin a non-blocking; pipeline fashion; which significantly speeds up the entire query evaluationtime. These algorithms are built on top of the traditional relational Nested-Loop and the Sort-Merge join algorithms; which allows easy implementation of these methods in existingrelational systems;(2) a novel method for estimating the skyline selectivity of the joinedtable;(3) evaluation of skyline computation based on the estimation method and theproposed evaluation techniques; and (4) a systematic experimental evaluation to validate …,Data Engineering (ICDE); 2010 IEEE 26th International Conference on,2010,30
Searching on the secondary structure of protein sequences,Laurie Hammel; Jignesh M Patel,This chapter addresses the problem of efficient and declarative querying of the secondarystructure of protein data sets. The secondary structure of proteins plays an important role indetermining their function. Consequently; tools for querying the secondary structure ofproteins are invaluable in the study of proteomics. The recent conclusion of the HumanGenome Project has served to fuel an already explosive area of research in bioinformaticsthat is involved in deriving meaningful knowledge from proteins and DNA sequences. Evenwith the full human genome sequence now in hand; scientists still face the challenges ofdetermining exact gene locations and functions; observing interactions between proteins incomplex molecular machines; and learning the structure and function of proteins throughprotein conservation; just to name a few. The progress of this scientific research in the …,*,2002,28
Widetable: An accelerator for analytical data processing,Yinan Li; Jignesh M Patel,Abstract This paper presents a technique called WideTable that aims to improve the speedof analytical data processing systems. A WideTable is built by denormalizing the database;and then converting complex queries into simple scans on the underlying (wide) table. Toavoid the pitfalls associated with denormalization; eg space overheads; WideTable uses acombination of techniques including dictionary encoding and columnar storage. Whendenormalizing the data; WideTable uses outer joins to ensure that queries on tables in theschema graph; which are now nested as embedded tables in the WideTable; are processedcorrectly. Then; using a packed code scan technique; even complex queries on the originaldatabase can be answered by using simple scans on the WideTable (s). We experimentallyevaluate our methods in a main memory setting using the queries in TPC-H; and …,Proceedings of the VLDB Endowment,2014,27
SigMatch: fast and scalable multi-pattern matching,Ramakrishnan Kandhan; Nikhil Teletia; Jignesh M Patel,Abstract Multi-pattern matching involves matching a data item against a large database of"signature" patterns. Existing algorithms for multi-pattern matching do not scale well as thesize of the signature database increases. In this paper; we present sigMatch--a fast;versatile; and scalable technique for multi-pattern signature matching. At its heart; sigMatchorganizes the signature database into a (processor) cache-efficient q-gram index structure;called the sigTree. The sigTree groups patterns based on common sub-patterns; such thatsignatures that don't match can be quickly eliminated from the matching process. ThesigTree also uses parallel Bloom filters and a technique to reduce imbalances acrossgroups; for improved performance. Using extensive empirical evaluation across threediverse domains; we show that sigMatch often outperforms existing methods by an order …,Proceedings of the VLDB Endowment,2010,27
Identifying subgroups of patients with depression who are at high risk for suicide,Mark A Ilgen; Karen Downing; Kara Zivin; Katherine J Hoggatt; H Myra Kim; Dara Ganoczy; Karen L Austin; John McCarthy; Jignesh M Patel; Marcia Valenstein,Objective Although prior research has identified a number of separate risk factors for suicideamong patients with depression; little is known about how these factors may interact tomodify suicide risks. Using an empirically-based decision tree analysis for a large nationalsample of Veterans Affairs (VA) health system patients treated for depression; we identifysubgroups with particularly high or low rates of suicide. Method We identified 887;859 VApatients treated for depression between April 1; 1999 and September 30; 2004. Randomlysplitting the data into two samples (primary and replication samples); we developed adecision tree for the primary sample using recursive partitioning. We then tested whether thegroups developed within the primary sample were associated with increased suicide risk inthe replication sample. Results The exploratory data analysis produced a decision tree …,The Journal of clinical psychiatry,2009,27
Fast regular expression matching using small TCAM,Chad R Meiners; Jignesh Patel; Eric Norige; Alex X Liu; Eric Torng,Regular expression (RE) matching is a core component of deep packet inspection inmodern networking and security devices. In this paper; we propose the first hardware-basedRE matching approach that uses ternary content addressable memory (TCAM); which isavailable as off-the-shelf chips and has been widely deployed in modern networkingdevices for tasks such as packet classification. We propose three novel techniques to reduceTCAM space and improve RE matching speed: transition sharing; table consolidation; andvariable striding. We tested our techniques on eight real-world RE sets; and our results showthat small TCAMs can be used to store large deterministic finite automata (DFAs) andachieve potentially high RE matching throughput. For space; we can store each of thecorresponding eight DFAs with 25 000 states in a 0.59-Mb TCAM chip. Using a different …,IEEE/Acm Transactions On Networking,2014,26
Dictionary-based compression for long time-series similarity,Willis Lang; Michael Morse; Jignesh M Patel,Long time-series data sets are common in many domains; especially scientific domains.Applications in these fields often require comparing trajectories using similarity measures.Existing methods perform well for short time series but their evaluation cost degrades rapidlyfor longer time series. In this work; we develop a new time-series similarity measure calledthe Dictionary Compression Score (DCS) for determining time-series similarity. We alsoshow that this method allows us to accurately and quickly calculate similarity for both shortand long time series. We use the well-known Kolmogorov Complexity in information theoryand the Lempel-Ziv compression framework as a basis to calculate similarity scores. Weshow that off-the-shelf compressors do not fair well for computing time-series similarity. Toaddress this problem; we developed a novel dictionary-based compression technique to …,IEEE transactions on knowledge and data engineering,2010,24
ProbeMatch: rapid alignment of oligonucleotides to genome allowing both gaps and mismatches,You Jung Kim; Nikhil Teletia; Victor Ruotti; Christopher A Maher; Arul M Chinnaiyan; Ron Stewart; James A Thomson; Jignesh M Patel,Summary: We have developed a tool; called ProbeMatch; for matching a large set ofoligonucleotide sequences against a genome database using gapped alignments. Unlikemost of the existing tools such as ELAND which only perform ungapped alignments allowingat most two mismatches; ProbeMatch generates both ungapped and gapped alignmentsallowing up to three errors including insertion; deletion and mismatch. To speedupsequence alignment; ProbeMatch uses gapped q-grams and q-grams of various patterns toidentify target hits to a query sequence. This approach results in fewer initial sequences toexamine with no loss in sensitivity. ProbeMatch has been used to align 169 095 IlluminaGAII reads against the human genome; which could not be mapped by ELAND; and foundalignments for 28 625 reads of the 169 095 reads in less than 3 h.,Bioinformatics,2009,24
A framework for protein structure classification and identification of novel protein structures,You Jung Kim; Jignesh M Patel,Protein structure classification plays a central role in understanding the function of a proteinmolecule with respect to all known proteins in a structure database. With the rapid increasein the number of new protein structures; the need for automated and accurate methods forprotein classification is increasingly important. In this paper we present a unified frameworkfor protein structure classification and identification of novel protein structures. Theframework consists of a set of components for comparing; classifying; and clustering proteinstructures. These components allow us to accurately classify proteins into known folds; todetect new protein folds; and to provide a way of clustering the new folds. In our evaluationwith SCOP 1.69; our method correctly classifies 86.0%; 87.7%; and 90.5% of new domainsat family; superfamily; and fold levels. Furthermore; for protein domains that belong to …,BMC bioinformatics,2006,24
XIST: An XML index selection tool,Kanda Runapongsa; Jignesh M Patel; Rajesh Bordawekar; Sriram Padmanabhan,Abstract XML indices are essential for efficiently processing XML queries which typicallyhave predicates on both structures and values. Since the number of all possible structuraland value indices is large even for a small XML document with a simple structure; XMLDBMSs must carefully choose which indices to build. In this paper; we propose a tool; calledXIST; that can be used by an XML DBMS as an index selection tool. XIST exploits XMLstructural information; data statistics; and query workload to select the most beneficialindices. XIST employs a technique that organizes paths that evaluate to the same result intostructure equivalence groups and uses this concept to reduce the number of pathsconsidered as candidates for indexing. XIST selects a set of candidate paths and evaluatesthe benefit of an index for each candidate path on the basis of performance gains for non …,International XML Database Symposium,2004,23
To join or not to join?: Thinking twice about joins before feature selection,Arun Kumar; Jeffrey Naughton; Jignesh M Patel; Xiaojin Zhu,Abstract Closer integration of machine learning (ML) with data processing is a booming areain both the data management industry and academia. Almost all ML toolkits assume that theinput is a single table; but many datasets are not stored as single tables due tonormalization. Thus; analysts often perform key-foreign key joins to obtain features from allbase tables and apply a feature selection method; either explicitly or implicitly; with the aimof improving accuracy. In this work; we show that the features brought in by such joins canoften be ignored without affecting ML accuracy significantly; ie; we can" avoid joins safely."We identify the core technical issue that could cause accuracy to decrease in some casesand analyze this issue theoretically. Using simulations; we validate our analysis andmeasure the effects of various properties of normalized data on accuracy. We apply our …,Proceedings of the 2016 International Conference on Management of Data,2016,21
Towards cost-effective storage provisioning for DBMSs,Ning Zhang; Junichi Tatemura; Jignesh M Patel; Hakan Hacigümüş,Abstract Data center operators face a bewildering set of choices when considering how toprovision resources on machines with complex I/O subsystems. Modern I/O subsystemsoften have a rich mix of fast; high performing; but expensive SSDs sitting alongside withcheaper but relatively slower (for random accesses) traditional hard disk drives. The datacenter operators need to determine how to provision the I/O resources for specific workloadsso as to abide by existing Service Level Agreements (SLAs); while minimizing the totaloperating cost (TOC) of running the workload; where the TOC includes the amortizedhardware costs and the run time energy costs. The focus of this paper is on introducing thisnew problem of TOC-based storage allocation; cast in a framework that is compatible withtraditional DBMS query optimization and query processing architecture. We also present …,Proceedings of the VLDB Endowment,2011,21
Challenges and Opportunities with Big Data,Elisa Bertino; Philip Bernstein; Divyakant Agrawal; Susan Davidson; Umeshwas Dayal; Michael Franklin; Johannes Gehrke; Laura Haas; Alon Halevy; Jiawei Han; HV Jadadish; Alexandros Labrinidis; Sam Madden; Yannis Papokonstantinou; Jignesh Patel; Raghu Ramakrishnan; Kenneth Ross; Cyrus Shahabi; Dan Suciu; Shiv Vaithyanathan; Jennifer Widom,Abstract The promise of data-driven decision-making is now being recognized broadly; andthere is growing enthusiasm for the notion of" Big Data". While the promise of Bid Data isreal-for example; it is estimated that Google alone contributed 54 billion dollars to the USeconomy in 2009-there is currently a wide gap between its potential and its realization.,*,2011,21
The role of declarative querying in bioinformatics,Jignesh M Patel,THE RECENT PUBLICATION of a draft of the entire human genome (McPherson et al.;2001; Venter et al.; 2001) has served to fuel an already explosive area of research inbioinformatics that is involved in deriving meaningful knowledge from proteins and DNAsequences (Alberts et al.; 2002). Even with the full human genome sequence now in hand;scientists still face the challenges of determining exact gene locations and functions;observing interactions between proteins in complex molecular machines; and learning thestructure and function of proteins; just to name a few. The progress of this scientific researchis closely connected to the research in the database community in that analyzing largevolumes of biological data sets involves being able to maintain and query large databases(Moussouni et al.; 1999; Davidson; 2002). Database management systems (DBMSs) …,OMICS A Journal of Integrative Biology,2003,21
When free is not really free: What does it cost to run a database workload in the cloud?,Avrilia Floratou; Jignesh M Patel; Willis Lang; Alan Halverson,Abstract The current computing trend towards cloud-based Database-as-a-Service (DaaS)as an alternative to traditional on-site relational database management systems (RDBMSs)has largely been driven by the perceived simplicity and cost-effectiveness of migrating to aDaaS. However; customers that are attracted to these DaaS alternatives may find that therange of different services and pricing options available to them add an unexpected level ofcomplexity to their decision making. Cloud service pricing models are typically 'pay-as-you-go'in which the customer is charged based on resource usage such as CPU and memoryutilization. Thus; customers considering different DaaS options must take into account howthe performance and efficiency of the DaaS will ultimately impact their monthly bill. In thispaper; we show that the current DaaS model can produce unpleasant surprises–for …,Technology Conference on Performance Evaluation and Benchmarking,2011,20
Method and apparatus for evaluating index predicates on complex data types using virtual indexed streams,*,A method; apparatus; article of manufacture; and a memory structure for providing access toabstract data types using an index providing a tuple. The method comprises the steps ofaccepting a database query; generating an index predicate from the database query; anddetermining a tuple from an index using the index predicate. The tuple is associated with anabstract or complex data type responsive to the database query. A data stream is initializedwith the index predicate; and the tuple is returned in the data stream. The apparatuscomprises means for performing the above method steps; and the article of manufacturecomprises a medium tangibly embodying computer instructions for performing these methodsteps.,*,2004,20
PiQA: An algebra for querying protein data sets,Sandeep Tata; Jignesh M Patel,Life science researchers frequently need to query large protein data sets in a variety ofdifferent ways. Protein data sets have a rich structure that includes its primary structure;which is described as a sequence of amino acids; and its secondary structure; which isdescribed as a sequence of folding patterns of the protein. Both these structures areimportant as the amino acid sequence is often used to find homologous proteins; and thesecondary structure can produce important hints about the functionality of proteins. Whilethere are tools for querying each of these structures independently; there are no tools fordeclarative querying on both these structures. Even the tools that allow querying on eitherone of these structures are not based on any formal algebra; and as a result require complexrewriting of the tools programming logic when the" query evaluation plan" changes. This …,Scientific and Statistical Database Management; 2003. 15th International Conference on,2003,20
