Chord: a scalable peer-to-peer lookup protocol for internet applications,Ion Stoica; Robert Morris; David Liben-Nowell; David R Karger; M Frans Kaashoek; Frank Dabek; Hari Balakrishnan,Abstract A fundamental problem that confronts peer-to-peer applications is the efficientlocation of the node that stores a desired data item. This paper presents Chord; a distributedlookup protocol that addresses this problem. Chord provides support for just one operation:given a key; it maps the key onto a node. Data location can be easily implemented on top ofChord by associating a key with each data item; and storing the key/data pair at the node towhich the key maps. Chord adapts efficiently as nodes join and leave the system; and cananswer queries even if the system is continuously changing. Results from theoreticalanalysis and simulations show that Chord is scalable: Communication cost and the statemaintained by each node scale logarithmically with the number of Chord nodes.,IEEE/ACM Transactions on Networking (TON),2003,16851
Building peer-to-peer systems with Chord; a distributed lookup service,Frank Dabek; Emma Brunskill; M Frans Kaashoek; David Karger; Robert Morris; Ion Stoica; Hari Balakrishnan,We argue that the core problem facing peer-to-peer Systems is locating documents in adecentralized network and propose Chord; a distributed lookup primitive. Chord provides anefficient method of locating documents while placing few constraints on the applications thatuse it. As proof that Chord's functionality is useful in the development of peer-to-peerapplications; we outline the implementation of a peer-to-peer file sharing system based onChord.,Hot Topics in Operating Systems; 2001. Proceedings of the Eighth Workshop on,2001,369
FairCloud: sharing the network in cloud computing,Lucian Popa; Gautam Kumar; Mosharaf Chowdhury; Arvind Krishnamurthy; Sylvia Ratnasamy; Ion Stoica,Abstract The network; similar to CPU and memory; is a critical and shared resource in thecloud. However; unlike other resources; it is neither shared proportionally to payment; nor docloud providers offer minimum guarantees on network bandwidth. The reason networks aremore difficult to share is because the network allocation of a virtual machine (VM) X dependsnot only on the VMs running on the same machine with X; but also on the other VMs that Xcommunicates with and the cross-traffic on each link used by X. In this paper; we start fromthe above requirements--payment proportionality and minimum guarantees--and show thatthe network-specific challenges lead to fundamental tradeoffs when sharing cloud networks.We then propose a set of properties to explicitly express these tradeoffs. Finally; we presentthree allocation policies that allow us to navigate the tradeoff space. We evaluate their …,ACM SIGCOMM Computer Communication Review,2012,365
A unifying link abstraction for wireless sensor networks,Joseph Polastre; Jonathan Hui; Philip Levis; Jerry Zhao; David Culler; Scott Shenker; Ion Stoica,Abstract Recent technological advances and the continuing quest for greater efficiency haveled to an explosion of link and network protocols for wireless sensor networks. Theseprotocols embody very different assumptions about network stack composition and; as such;have limited interoperability. It has been suggested [3] that; in principle; wireless sensornetworks would benefit from a unifying abstraction (or" narrow waist" in architectural terms);and that this abstraction should be closer to the link level than the network level. This papertakes that vague principle and turns it into practice; by proposing a specific unifyingsensornet protocol (SP) that provides shared neighbor management and a message pool.The two goals of a unifying abstraction are generality and efficiency: it should be capable ofrunning over a broad range of link-layer technologies and supporting a wide variety of …,Proceedings of the 3rd international conference on Embedded networked sensor systems,2005,347
Incentives for cooperation in peer-to-peer networks,Kevin Lai; Michal Feldman; Ion Stoica; John Chuang,Many peer-to-peer (P2P) systems rely on cooperation among self-interested users. Forexample; users of file-sharing systems who do not share their own resources cause longdelays or download failures. When non-cooperative users benefit from free-riding on others'resources; the “tragedy of the commons”[10] is inevitable. Avoiding this problem requiresincentives for cooperation. To model this problem; we use the Evolutionary Prisoner'sDilemma (EPD)[3] to capture the tension between individual and social utility. In thesituations that EPD characterizes; cooperation requires repetition and reputation. Bothtechniques increase familiarity between entities (either directly or indirectly); therebyreducing the probability of interactions with strangers and consequently enhancingcooperation. The context of P2P applications; however; imposes new challenges. First …,Workshop on economics of peer-to-peer systems,2003,334
A policy-aware switching layer for data centers,Dilip A Joseph; Arsalan Tavakoli; Ion Stoica,Abstract Data centers deploy a variety of middleboxes (eg; firewalls; load balancers and SSLoffloaders) to protect; manage and improve the performance of applications and servicesthey run. Since existing networks provide limited support for middleboxes; administratorstypically overload path selection mechanisms to coerce traffic through the desiredsequences of middleboxes placed on the network path. These ad-hoc practices result in adata center network that is hard to configure and maintain; wastes middlebox resources; andcannot guarantee middlebox traversal under network churn. To address these issues; wepropose the policy-aware switching layer or PLayer; a new layer-2 for data centersconsisting of inter-connected policy-aware switches or pswitches. Unmodified middleboxesare placed off the network path by plugging them into pswitches. Based on policies …,ACM SIGCOMM Computer Communication Review,2008,317
Declarative routing: extensible routing with declarative queries,Boon Thau Loo; Joseph M Hellerstein; Ion Stoica; Raghu Ramakrishnan,Abstract The Internet's core routing infrastructure; while arguably robust and efficient; hasproven to be difficult to evolve to accommodate the needs of new applications. Priorresearch on this problem has included new hard-coded routing protocols on the one hand;and fully extensible Active Networks on the other. In this paper; we explore a new point inthis design space that aims to strike a better balance between the extensibility androbustness of a routing infrastructure. The basic idea of our solution; which we calldeclarative routing; is to express routing protocols using a database query language. Weshow that our query language is a natural fit for routing; and can express a variety of well-known routing protocols in a compact and clean fashion. We discuss the security of ourproposal in terms of its computational expressive power and language design. Via …,ACM SIGCOMM Computer Communication Review,2005,316
OverQoS: An Overlay Based Architecture for Enhancing Internet QoS.,Lakshminarayanan Subramanian; Ion Stoica; Hari Balakrishnan; Randy H Katz,Abstract: This paper describes the design; implementation; and experimental evaluation ofOverQoS; an overlay-based architecture for enhancing the best-effort service of today'sInternet. Using a Controlled loss virtual link (CLVL) abstraction to bound the loss rateobserved by a traffic aggregate; OverQoS can provide a variety of services including:(a)smoothing packet losses;(b) prioritizing packets within an aggregate;(c) statistical loss andbandwidth guarantees.,NSDI,2004,312
ODR: output-deterministic replay for multicore debugging,Gautam Altekar; Ion Stoica,Abstract Reproducing bugs is hard. Deterministic replay systems address this problem byproviding a high-fidelity replica of an original program run that can be repeatedly executedto zero-in on bugs. Unfortunately; existing replay systems for multiprocessor programs fallshort. These systems either incur high overheads; rely on non-standard multiprocessorhardware; or fail to reliably reproduce executions. Their primary stumbling block is dataraces--a source of nondeterminism that must be captured if executions are to be faithfullyreproduced. In this paper; we present ODR--a software-only replay system that reproducesbugs and provides low-overhead multiprocessor recording. The key observation behindODR is that; for debugging purposes; a replay system does not need to generate a high-fidelity replica of the original execution. Instead; it suffices to produce any execution that …,Proceedings of the ACM SIGOPS 22nd symposium on Operating systems principles,2009,291
Declarative networking: language; execution and optimization,Boon Thau Loo; Tyson Condie; Minos Garofalakis; David E Gay; Joseph M Hellerstein; Petros Maniatis; Raghu Ramakrishnan; Timothy Roscoe; Ion Stoica,Abstract The networking and distributed systems communities have recently explored avariety of new network architectures; both for application-level overlay networks; and asprototypes for a next-generation Internet architecture. In this context; we have investigateddeclarative networking: the use of a distributed recursive query engine as a powerful vehiclefor accelerating innovation in network architectures [23; 24; 33]. Declarative networkingrepresents a significant new application area for database research on recursive queryprocessing. In this paper; we address fundamental database issues in this domain. First; wemotivate and formally define the Network Datalog (NDlog) language for declarative networkspecifications. Second; we introduce and prove correct relaxed versions of the traditionalsemi-naïve query evaluation technique; to overcome fundamental problems of the …,Proceedings of the 2006 ACM SIGMOD international conference on Management of data,2006,280
Listen and whisper: Security mechanisms for BGP,Lakshminarayanan Subramanian; Volker Roth; Ion Stoica; Scott Shenker; Randy Katz,Abstract BGP; the current inter-domain routing protocol; assumes that the routing informationpropagated by authenticated routers is correct. This assumption renders the currentinfrastructure vulnerable to both accidental misconfigurations and deliberate attacks. Toreduce this vulnerability; we present a combination of two mechanisms: Listen and Whisper.Listen passively probes the data plane and checks whether the underlying routes to differentdestinations work. Whisper uses cryptographic functions along with routing redundancy todetect bogus route advertisements in the control plane. These mechanisms are easilydeployable; and do not rely on either a public key infrastructure or a central authority likeICANN. The combination of Listen and Whisper eliminates a large number of problems dueto router misconfigurations; and restricts (though not eliminates) the damage that …,Proc. First Symposium on Networked Systems Design and Implementation (NSDI),2004,280
Pathlet routing,P Godfrey; Igor Ganichev; Scott Shenker; Ion Stoica,Abstract We present a new routing protocol; pathlet routing; in which networks advertisefragments of paths; called pathlets; that sources concatenate into end-to-end source routes.Intuitively; the pathlet is a highly flexible building block; capturing policy constraints as wellas enabling an exponentially large number of path choices. In particular; we show thatpathlet routing can emulate the policies of BGP; source routing; and several recent multipathproposals. This flexibility lets us address two major challenges for Internet routing: scalabilityand source-controlled routing. When a router's routing policy has only" local" constraints; itcan be represented using a small number of pathlets; leading to very small forwarding tablesand many choices of routes for senders. Crucially; pathlet routing does not impose a globalrequirement on what style of policy is used; but rather allows multiple styles to coexist …,ACM SIGCOMM Computer Communication Review,2009,279
Flush: a reliable bulk transport protocol for multihop wireless networks,Sukun Kim; Rodrigo Fonseca; Prabal Dutta; Arsalan Tavakoli; David Culler; Philip Levis; Scott Shenker; Ion Stoica,Abstract We present Flush; a reliable; high goodput bulk data transport protocol for wirelesssensor networks. Flush provides end-to-end reliability; reduces transfer time; and adapts totime-varying network conditions. It achieves these properties using end-to-endacknowledgments; implicit snooping of control information; and a rate-control algorithm thatoperates at each hop along a flow. Using several real network topologies; we show thatFlush closely tracks or exceeds the maximum goodput achievable by a hand-tuned but fixedrate for each hop over a wide range of path lengths and varying network conditions. Flush isscalable; its effective bandwidth over a 48-hop wireless network is approximately one-thirdof the rate achievable over one hop. The design of Flush is simplified by assuming thatdifferent flows do not interfere with each other; a reasonable restriction for many …,Proceedings of the 5th international conference on Embedded networked sensor systems,2007,278
REUNITE: A recursive unicast approach to multicast,Ion Stoica; TS Eugene Ng; Hui Zhang,We propose a new multicast protocol called REUNITE. The key idea of REUNITE is to userecursive unicast trees to implement multicast service. REUNITE does not use class D IPaddresses. Instead; both group identification and data forwarding are based on unicast IPaddresses. Compared with existing IP multicast protocols; REUNITE has several uniqueproperties. First; only routers that are acting as multicast tree branching points for a groupneed to keep the multicast forwarding state of the group. All other non-branching-pointrouters simply forward data packets by unicast routing. In addition; REUNITE can beincrementally deployed in the sense that it works even if only a subset of the routersimplement the protocol. Furthermore; REUNITE supports load balancing and gracefuldegradation such that when a router does not have resources (forwarding table entry …,INFOCOM 2000. Nineteenth Annual Joint Conference of the IEEE Computer and Communications Societies. Proceedings. IEEE,2000,275
The case for a hybrid P2P search infrastructure,Boon Thau Loo; Ryan Huebsch; Ion Stoica; Joseph M Hellerstein,Abstract Popular P2P file-sharing systems like Gnutella and Kazaa use unstructured networkdesigns. These networks typically adopt flooding-based search techniques to locate files.While flooding-based techniques are effective for locating highly replicated items; they arepoorly suited for locating rare items. As an alternative; a wide variety of structured P2Pnetworks such as distributed hash tables (DHTs) have been recently proposed. Structurednetworks can efficiently locate rare items; but they incur significantly higher overheads thanunstructured P2P networks for popular files. Through extensive measurements of theGnutella network from multiple vantage points; we argue for a hybrid search solution; wherestructured search techniques are used to index and locate rare items; and floodingtechniques are used for locating highly replicated content. To illustrate; we present …,International Workshop on Peer-to-Peer Systems,2004,263
Developing a predictive model of quality of experience for internet video,Athula Balachandran; Vyas Sekar; Aditya Akella; Srinivasan Seshan; Ion Stoica; Hui Zhang,Abstract Improving users' quality of experience (QoE) is crucial for sustaining theadvertisement and subscription based revenue models that enable the growth of Internetvideo. Despite the rich literature on video and QoE measurement; our understanding ofInternet video QoE is limited because of the shift from traditional methods of measuringvideo quality (eg; Peak Signal-to-Noise Ratio) and user experience (eg; opinion scores).These have been replaced by new quality metrics (eg; rate of buffering; bitrate) and newengagement centric measures of user experience (eg; viewing time and number of visits).The goal of this paper is to develop a predictive model of Internet video QoE. To this end; weidentify two key requirements for the QoE model:(1) it has to be tied in to observable userengagement and (2) it should be actionable to guide practical system design decisions …,ACM SIGCOMM Computer Communication Review,2013,257
Sparrow: distributed; low latency scheduling,Kay Ousterhout; Patrick Wendell; Matei Zaharia; Ion Stoica,Abstract Large-scale data analytics frameworks are shifting towards shorter task durationsand larger degrees of parallelism to provide low latency. Scheduling highly parallel jobs thatcomplete in hundreds of milliseconds poses a major challenge for task schedulers; whichwill need to schedule millions of tasks per second on appropriate machines while offeringmillisecond-level latency and high availability. We demonstrate that a decentralized;randomized sampling approach provides near-optimal performance while avoiding thethroughput and availability limitations of a centralized design. We implement and deploy ourscheduler; Sparrow; on a 110-machine cluster and demonstrate that Sparrow performswithin 12% of an ideal scheduler.,Proceedings of the Twenty-Fourth ACM Symposium on Operating Systems Principles,2013,256
Minimizing churn in distributed systems,P Godfrey; Scott Shenker; Ion Stoica,Abstract A pervasive requirement of distributed systems is to deal with churn-change in theset of participating nodes due to joins; graceful leaves; and failures. A high churn rate canincrease costs or decrease service quality. This paper studies how to reduce churn byselecting which subset of a set of available nodes to use. First; we provide a comparison ofthe performance of a range of different node selection strategies in five real-world traces.Among our findings is that the simple strategy of picking a uniform-random replacementwhenever a node fails performs surprisingly well. We explain its performance throughanalysis in a stochastic model. Second; we show that a class of strategies; which we call"Preference List" strategies; arise commonly as a result of optimizing for a metric other thanchurn; and produce high churn relative to more randomized strategies under realistic …,ACM SIGCOMM Computer Communication Review,2006,253
The architecture of pier: an internet-scale query processor,Ryan Huebsch; Brent Chun; Joseph M Hellerstein; Boon Thau Loo; Petros Maniatis; Timothy Roscoe; Scott Shenker; Ion Stoica; Aydan R Yumerefendi,This paper presents the architecture of PIER1; an Internetscale query engine we have beenbuilding over the last three years. PIER is the first general-purpose relational queryprocessor targeted at a peer-to-peer (p2p) architecture of thousands or millions ofparticipating nodes on the Internet. It supports massively distributed; database-styledataflows for snapshot and continuous queries. It is intended to serve as a building block fora diverse set of Internet-scale informationcentric applications; particularly those that tap intothe standardized data readily available on networked machines; including packet headers;system logs; and file names. In earlier papers we presented the vision for PIER; itsapplication relevance; and initial simulation results [28; 32]. We have also presented real-world results showing the benefits of using PIER in a p2p filesharing network [41; 43]. In …,*,2005,251
HLP: a next generation inter-domain routing protocol,Lakshminarayanan Subramanian; Matthew Caesar; Cheng Tien Ee; Mark Handley; Morley Mao; Scott Shenker; Ion Stoica,Abstract It is well-known that BGP; the current inter-domain routing protocol; has manydeficiencies. This paper describes a hybrid link-state and path-vector protocol called HLP asan alternative to BGP that has vastly better scalability; isolation and convergence properties.Using current BGP routing information; we show that HLP; in comparison to BGP; canreduce the churn-rate of route updates by a factor 400 as well as isolate the effect of routingevents to a region 100 times smaller than that of BGP. For a majority of Internet routes; HLPguarantees worst-case linear-time convergence. We also describe a prototypeimplementation of HLP on top of the XORP router platform. HLP is not intended to be afinished and final proposal for a replacement for BGP; but is instead offered as a startingpoint for debates about the nature of the next-generation inter-domain routing protocol.,ACM SIGCOMM Computer Communication Review,2005,241
Scarlett: coping with skewed content popularity in mapreduce clusters,Ganesh Ananthanarayanan; Sameer Agarwal; Srikanth Kandula; Albert Greenberg; Ion Stoica; Duke Harlan; Ed Harris,Abstract To improve data availability and resilience MapReduce frameworks use filesystems that replicate data uniformly. However; analysis of job logs from a large productioncluster shows wide disparity in data popularity. Machines and racks storing popular contentbecome bottlenecks; thereby increasing the completion times of jobs accessing this dataeven when there are machines with spare cycles in the cluster. To address this problem; wepresent Scarlett; a system that replicates blocks based on their popularity. By accuratelypredicting file popularity and working within hard bounds on additional storage; Scarlettcauses minimal interference to running jobs. Trace driven simulations and experiments intwo popular MapReduce frameworks (Hadoop; Dryad) show that Scarlett effectivelyalleviates hotspots and can speed up jobs by 20.2%.,Proceedings of the sixth conference on Computer systems,2011,238
Internet indirection infrastructure,Ion Stoica; Daniel Adkins; Shelley Zhuang; Scott Shenker; Sonesh Surana,Attempts to generalize the Internet's point-to-point communication abstraction to provideservices like multicast; anycast; and mobility have faced challenging technical problems anddeployment barriers. To ease the deployment of such services; this paper proposes ageneral; overlay-based Internet Indirection Infrastructure (i3) that offers a rendezvous-basedcommunication abstraction. Instead of explicitly sending a packet to a destination; eachpacket is associated with an identifier; this identifier is then used by the receiver to obtaindelivery of the packet. This level of indirection decouples the act of sending from the act ofreceiving; and allows i3 to efficiently support a wide variety of fundamental communicationservices. To demonstrate the feasibility of this approach; we have designed and built aprototype based on the Chord lookup protocol.,IEEE/ACM Transactions on networking,2004,237
One more bit is enough,Yong Xia; Lakshminarayanan Subramanian; Ion Stoica; Shivkumar Kalyanaraman,Abstract Achieving efficient and fair bandwidth allocation while minimizing packet loss inhigh bandwidth-delay product networks has long been a daunting challenge. Existing end-to-end congestion control (eg TCP) and traditional congestion notification schemes (eg TCP+AQM/ECN) have significant limitations in achieving this goal. While the recently proposedXCP protocol addresses this challenge; XCP requires multiple bits to encode the congestion-related information exchanged between routers and end-hosts. Unfortunately; there is nospace in the IP header for these bits; and solving this problem involves a non-trivial and time-consuming standardization process. In this paper; we design and implement a simple; low-complexity protocol; called Variable-structure congestion Control Protocol (VCP); thatleverages only the existing two ECN bits for network congestion feedback; and yet …,ACM SIGCOMM Computer Communication Review,2005,234
PACMan: Coordinated memory caching for parallel jobs,Ganesh Ananthanarayanan; Ali Ghodsi; Andrew Wang; Dhruba Borthakur; Srikanth Kandula; Scott Shenker; Ion Stoica,Abstract Data-intensive analytics on large clusters is important for modern Internet services.As machines in these clusters have large memories; in-memory caching of inputs is aneffective way to speed up these analytics jobs. The key challenge; however; is that thesejobs run multiple tasks in parallel and a job is sped up only when inputs of all such paralleltasks are cached. Indeed; a single task whose input is not cached can slow down the entirejob. To meet this" all-or-nothing" property; we have built PACMan; a caching service thatcoordinates access to the distributed caches. This coordination is essential to improve jobcompletion times and cluster efficiency. To this end; we have implemented two cachereplacement policies on top of PACMan's coordinated infrastructure fb-LIFE that minimizesaverage completion time by evicting large incomplete inputs; and LFU-F that maximizes …,Proceedings of the 9th USENIX conference on Networked Systems Design and Implementation,2012,232
Effective Straggler Mitigation: Attack of the Clones.,Ganesh Ananthanarayanan; Ali Ghodsi; Scott Shenker; Ion Stoica,Abstract Small jobs; that are typically run for interactive data analyses in datacenters;continue to be plagued by disproportionately long-running tasks called stragglers. In theproduction clusters at Facebook and Microsoft Bing; even after applying state-of-the-artstraggler mitigation techniques; these latency sensitive jobs have stragglers that are onaverage 8 times slower than the median task in that job. Such stragglers increase theaverage job duration by 47%. This is because current mitigation techniques all involve anelement of waiting and speculation. We instead propose full cloning of small jobs; avoidingwaiting and speculation altogether. Cloning of small jobs only marginally increasesutilization because workloads show that while the majority of jobs are small; they onlyconsume a small fraction of the resources. The main challenge of cloning is; however …,NSDI,2013,215
Routing as a Service,Karthik Lakshminarayanan; Ion Stoica; Scott Shenker; Jennifer Rexford,Abstract In Internet routing; there is a fundamental tussle between the end users who wantcontrol over the end-to-end paths and the Autonomous Systems (ASes) who want controlover the flow of traffic through their infrastructure. To resolve this tussle and offer flexiblerouting control across multiple routing domains; we argue that customized route computationshould be offered as a service by third-party providers. Outsourcing specialized routecomputation allows different path-selection mechanisms to coexist; and evolve over time.,*,2004,209
Overqos: offering internet qos using overlays,Lakshminarayanan Subramanian; Ion Stoica; Hari Balakrishnan; Randy H Katz,Abstract This paper proposes OverQoS; an architecture for providing Internet QoS usingoverlay networks. OverQoS empowers third-party providers to offer enhanced networkservices to their customers using the notion of a controlled loss virtual link (CLVL). The CLVLabstraction bounds the loss-rate experienced by the overlay traffic; OverQoS uses it toprovide differential rate allocations; statistical bandwidth and loss assurances; and enablesexplicit-rate congestion control algorithms.,ACM SIGCOMM Computer Communication Review,2003,204
Replay debugging for distributed applications,Dennis Michael Geels; Gautam Altekar; Scott Shenker; Ion Stoica,Abstract: We have developed a new replay debugging tool; liblog; for distributed C/C++applications. It logs the execution of deployed application processes and replays themdeterministically; faithfully reproducing race conditions and non-deterministic failures;enabling careful offline analysis. To our knowledge; liblog is the first replay tool to addressthe requirements of large distributed systems: lightweight support for long-running programs;consistent replay of arbitrary subsets of application nodes; and operation in a mixedenvironment of logging and non-logging processes. In addition; it requires no specialhardware or kernel patches; supports unmodified application executables; and integratesGDB into the replay mechanism for simultaneous source-level debugging of multipleprocesses.,*,2006,202
The design and implementation of a declarative sensor network system,David Chu; Lucian Popa; Arsalan Tavakoli; Joseph M Hellerstein; Philip Levis; Scott Shenker; Ion Stoica,Abstract Sensor networks are notoriously difficult to program; given that they encompass thecomplexities of both distributed and embedded systems. To address this problem; wepresent the design and implementation of a declarative sensor network platform; DSN: adeclarative language; compiler and runtime suitable for programming a broad range ofsensornet applications. We demonstrate that our approach is a natural fit for sensornetworks by specifying several very different classes of traditional sensor network protocols;services and applications entirely declaratively--these include tree and geographic routing;link estimation; data collection; event tracking; version coherency; and localization. To ourknowledge; this is the first time these disparate sensornet tasks have been addressed by asingle high-level programming environment. Moreover; the declarative approach …,Proceedings of the 5th international conference on Embedded networked sensor systems,2007,194
Heterogeneity and load balance in distributed hash tables,P Brighten Godfrey; Ion Stoica,Existing solutions to balance load in DHTs incur a high overhead either in terms of routingstate or in terms of load movement generated by nodes arriving or departing the system. Inthis paper; we propose a set of general techniques and use them to develop a protocolbased on Chord; called Y/sub 0/; that achieves load balancing with minimal overhead underthe typical assumption that the load is uniformly distributed in the identifier space. Inparticular; we prove that Y/sub 0/can achieve near-optimal load balancing; while movinglittle load to maintain the balance and increasing the size of the routing tables by at most aconstant factor. Using extensive simulations based on real-world and synthetic capacitydistributions; we show that Y/sub 0/reduces the load imbalance of Chord from O (log n) to aless than 3.6 without increasing the number of links that a node needs to maintain. In …,INFOCOM 2005. 24th Annual Joint Conference of the IEEE Computer and Communications Societies. Proceedings IEEE,2005,191
A case for a coordinated internet video control plane,Xi Liu; Florin Dobrian; Henry Milner; Junchen Jiang; Vyas Sekar; Ion Stoica; Hui Zhang,Abstract Video traffic already represents a significant fraction of today's traffic and isprojected to exceed 90% in the next five years. In parallel; user expectations for a highquality viewing experience (eg; low startup delays; low buffering; and high bitrates) arecontinuously increasing. Unlike traditional workloads that either require low latency (eg;short web transfers) or high average throughput (eg; large file transfers); a high quality videoviewing experience requires sustained performance over extended periods of time (eg; tensof minutes). This imposes fundamentally different demands on content deliveryinfrastructures than those envisioned for traditional traffic patterns. Our large-scalemeasurements over 200 million video sessions show that today's delivery infrastructure failsto meet these requirements: more than 20% of sessions have a rebuffering ratio≥ 10 …,ACM SIGCOMM Computer Communication Review,2012,190
Quanto: Tracking Energy in Networked Embedded Systems.,Rodrigo Fonseca; Prabal Dutta; Philip Levis; Ion Stoica,Abstract: We present Quanto; a network-wide time and energy profiler for embeddednetwork devices. By combining well-defined interfaces for hardware power states; fast high-resolution energy metering; and causal tracking of programmer-defined activities; Quantocan map how energy and time are spent on nodes and across a network. ImplementingQuanto on the TinyOS operating system required modifying under 350 lines of code andadding 1275 new lines. We show that being able to take fine-grained energy consumptionmeasurements as fast as reading a counter allows developers to precisely quantify theeffects of low-level system implementation decisions; such as using DMA versus direct busoperations; or the effect of external interference on the power draw of a low duty-cycle radio.Finally; Quanto is lightweight enough that it has a minimal effect on system behavior …,OSDI,2008,185
Taming IP packet flooding attacks,Karthik Lakshminarayanan; Daniel Adkins; Adrian Perrig; Ion Stoica,One of the major problems faced by Internet hosts is denialof-service (DoS) caused by IPpacket floods. Hosts in the Internet are unable to stop packets addressed to them. Once ahost's network link becomes congested; IP routers respond to the overload by droppingpackets arbitrarily. This is contrary to the goals of the host; which could respond moreeffectively to overload if it had control over which packets were dropped. For example; a hostmay reject new connections rather than accept excess load. A host running multiple servicesmay give higher priority to some services than others (service differentiation). Also; a hostmay provide lower quality service rather than reject requests (service degradation). Themain thesis of this paper is that hosts–not the network–should be given control to respond topacket floods and overload. Ideally; hosts should have fine-grained control over how …,ACM SIGCOMM Computer Communication Review,2004,182
Achieving convergence-free routing using failure-carrying packets,Karthik Lakshminarayanan; Matthew Caesar; Murali Rangan; Tom Anderson; Scott Shenker; Ion Stoica,Abstract Current distributed routing paradigms (such as link-state; distance-vector; and path-vector) involve a convergence process consisting of an iterative exploration of intermediateroutes triggered by certain events such as link failures. The convergence process increasesrouter load; introduces outages and transient loops; and slows reaction to failures. Wepropose a new routing paradigm where the goal is not to reduce the convergence times butrather to eliminate the convergence process completely. To this end; we propose atechnique called Failure-Carrying Packets (FCP) that allows data packets to autonomouslydiscover a working path without requiring completely up-to-date state in routers. Oursimulations; performed using real-world failure traces and Rocketfuel topologies; showthat:(a) the overhead of FCP is very low;(b) unlike traditional link-state routing (such as …,ACM SIGCOMM computer communication review,2007,180
Micro power meter for energy monitoring of wireless sensor networks at scale,Xiaofan Jiang; Prabal Dutta; David Culler; Ion Stoica,Abstract We present SPOT; a scalable power observation tool that enables in situmeasurement of nodal power and energy over a dynamic range exceeding four decades ora temporal resolution of microseconds. Using SPOT; every node in a sensor network cannow be instrumented; providing unparalleled visibility into the dynamic power profile ofapplications and system software. Power metering at every node enables previouslyimpossible empirical evaluation of low power designs at scale. The SPOT architecture anddesign meet challenges unique to wireless sensor networks and other low power systems;such as orders of magnitude difference in current draws between sleep and active states;short-duration power spikes during periods of brief activity; and the need for minimumperturbation of the system under observation.,Proceedings of the 6th international conference on Information processing in sensor networks,2007,178
An overlay MAC layer for 802.11 networks,Ananth Rao; Ion Stoica,Abstract The widespread availability of 802.11-based hardware has made it the premierchoice of both researchers and practitioners for developing new wireless networks andapplications. However; the ever increasing set of demands posed by these applications isstretching the 802.11 MAC protocol beyond its intended capabilities. For example; 802.11provides no control over allocation of resources; and the default allocation policy is ill-suitedfor heterogeneous environments and multi-hop networks. Fairness problems are furtherexacerbated in multi-hop networks due to link asymmetry and hidden terminals. In thispaper; we take a first step towards addressing these problems without replacing the MAClayer by presenting the design and the implementation of an Overlay MAC Layer (OML); thatworks on top of the 802.11 MAC layer. OML uses loosely-synchronized clocks to divide …,Proceedings of the 3rd international conference on Mobile systems; applications; and services,2005,178
Enhancing p2p file-sharing with an internet-scale query processor,Boon Thau Loo; Joseph M Hellerstein; Ryan Huebsch; Scott Shenker; Ion Stoica,Abstract In this paper; we address the problem of designing a scalable; accurate queryprocessor for peer-to-peer filesharing and similar distributed keyword search systems. Usinga globally-distributed monitoring infrastructure; we perform an extensive study of theGnutella filesharing network; characterizing its topology; data and query workloads. Weobserve that Gnutella's query processing approach performs well for popular content; butquite poorly for rare items with few replicas. We then consider an alternate approach basedon Distributed Hash Tables (DHTs). We describe our implementation of PIERSearch; a DHT-based system; and propose a hybrid system where Gnutella is used to locate popular items;and PIERSearch for handling rare items. We develop an analytical model of the twoapproaches; and use it in concert with our Gnutella traces to study the trade-off between …,Proceedings of the Thirtieth international conference on Very large data bases-Volume 30,2004,178
Tachyon: Reliable; memory speed storage for cluster computing frameworks,Haoyuan Li; Ali Ghodsi; Matei Zaharia; Scott Shenker; Ion Stoica,Abstract Tachyon is a distributed file system enabling reliable data sharing at memory speedacross cluster computing frameworks. While caching today improves read workloads; writesare either network or disk bound; as replication is used for fault-tolerance. Tachyoneliminates this bottleneck by pushing lineage; a well-known technique; into the storagelayer. The key challenge in making a long-running lineage-based storage system is timelydata recovery in case of failures. Tachyon addresses this issue by introducing acheckpointing algorithm that guarantees bounded recovery cost and resource allocationstrategies for recomputation under commonly used resource schedulers. Our evaluationshows that Tachyon outperforms in-memory HDFS by 110x for writes. It also improves theend-to-end latency of a realistic workflow by 4x. Tachyon is open source and is deployed …,Proceedings of the ACM Symposium on Cloud Computing,2014,176
Efficient coflow scheduling with varys,Mosharaf Chowdhury; Yuan Zhong; Ion Stoica,Abstract Communication in data-parallel applications often involves a collection of parallelflows. Traditional techniques to optimize flow-level metrics do not perform well in optimizingsuch collections; because the network is largely agnostic to application-level requirements.The recently proposed coflow abstraction bridges this gap and creates new opportunities fornetwork scheduling. In this paper; we address inter-coflow scheduling for two differentobjectives: decreasing communication time of data-intensive jobs and guaranteeingpredictable communication time. We introduce the concurrent open shop scheduling withcoupled resources problem; analyze its complexity; and propose effective heuristics tooptimize either objective. We present Varys; a system that enables data-intensiveframeworks to use coflows and the proposed algorithms while maintaining high network …,ACM SIGCOMM Computer Communication Review,2014,172
