Privacy-Preserving Data Publishing: A Survey of Recent Developments,P. Yu. B. Fung; K. Wang; R. Chen,*,ACM Computing Surveys,2010,1335
Online anonymity for personalized web services,Yabo Xu; Ke Wang; Guoliang Yang; Ada WC Fu,Abstract To receive personalized web services; the user has to provide personal informationand preferences; in addition to the query itself; to the web service. However; detailedpersonal information could identify the sender of sensitive queries; thus compromise userprivacy. We propose the notion of online anonymity to enable users to issue personalizedqueries to an untrusted web service while with their anonymity preserved. The challenge forproviding online anonymity is dealing with unknown and dynamic web users who can getonline and offline at any time. We define this problem; discuss its implications anddifferences from the problems in the literature; and propose a solution.,Proceedings of the 18th ACM conference on Information and knowledge management,2009,48
Integrating private databases for data analysis,Ke Wang; Benjamin CM Fung; Guozhu Dong,Abstract In today's globally networked society; there is a dual demand on both informationsharing and information protection. A typical scenario is that two parties wish to integratetheir private databases to achieve a common goal beneficial to both; provided that theirprivacy requirements are satisfied. In this paper; we consider the goal of building a classifierover the integrated data while satisfying the k-anonymity privacy requirement. The k-anonymity requirement states that domain values are generalized so that each value ofsome specified attributes identifies at least k records. The generalization process must notleak more specific information other than the final integrated data. We present a practicaland efficient solution to this problem.,International Conference on Intelligence and Security Informatics,2005,46
genBlastG: using BLAST searches to build homologous gene models,Rong She; Jeffrey Shih-Chieh Chu; Bora Uyar; Jun Wang; Ke Wang; Nansheng Chen,Abstract Motivation: BLAST users frequently expect to obtain homologous genes with certainsimilarity to their query genes. But what they get from BLAST searches are often collectionsof local alignments called high-scoring segment pairs (HSPs). On the other hand; mosthomology-based gene finders have been built using computation-intensive algorithms;without taking full advantage of BLAST searches that have been perfected over the lastdecades. Results: Here we report an efficient algorithm; genBlastG that directly uses theHSPs reported by BLAST to define high-quality gene models. Availability: http://genome. sfu.ca/genblast/download. html Contact: chenn@ sfu. ca Supplementary information:Supplementary data are available at Bioinformatics online.,Bioinformatics,2011,43
Introduction to privacy preserving data publishing: concepts and techniques,Benjamin CM Fung; Ke Wang; Ada Wai-Chee Fu; Philip S Yu,Gaining access to high-quality data is a vital necessity in knowledge-based decisionmaking. But data in its raw form often contains sensitive information about individuals.Providing solutions to this problem; the methods and tools of privacy-preserving datapublishing enable the publication of useful information while protecting data privacy.Introduction to Privacy-Preserving Data Publishing: Concepts and Techniques presentsstate-of-the-art information sharing and data integration methods that take into accountprivacy and data mining requirements. The first part of the book discusses the fundamentalsof the field. In the second part; the authors present anonymization methods for preservinginformation utility for specific data mining tasks. The third part examines the privacy issues;privacy models; and anonymization methods for realistic and challenging data publishing …,*,2010,41
On optimal anonymization for l+-diversity,Junqiang Liu; Ke Wang,Publishing person specific data while protecting privacy is an important problem. Existingalgorithms that enforce the privacy principle called l-diversity are heuristic based due to theNP-hardness. Several questions remain open: can we get a significant gain in the data utilityfrom an optimal solution compared to heuristic ones; can we improve the utility by setting adistinct privacy threshold per sensitive value; is it practical to find an optimal solutionefficiently for real world datasets. This paper addresses these questions. Specifically; wepresent a pruning based algorithm for finding an optimal solution to an extended form of the l-diversity problem. The novelty lies in several strong techniques: a novel structure forenumerating all solutions; methods for estimating cost lower bounds; strategies fordynamically arranging the enumeration order and updating lower bounds. This approach …,Data Engineering (ICDE); 2010 IEEE 26th International Conference on,2010,40
Summarizing review scores of “unequal” reviewers,Hady W Lauw; Ee-Peng Lim; Ke Wang,Abstract A frequently encountered problem in decision making is the following reviewproblem: review a large number of objects and select a small number of the best ones. Anexample is selecting conference papers from a large number of submissions. This probleminvolves two sub-problems: assigning reviewers to each object; and summarizing reviewers'scores into an overall score that supposedly reflects the quality of an object. In this paper; weaddress the score summarization sub-problem for the scenario where a small number ofreviewers evaluate each object. Simply averaging the scores may not work as even a singlereviewer could influence the average significantly. We recognize that reviewers are notnecessarily on an equal ground and propose the notion of “leniency” to model this differenceof reviewers. Two insights underpin our approach:(1) the “leniency” of a reviewer …,*,2007,40
MPIS: Maximal-profit item selection with cross-selling considerations,Raymond Chi-Wing Wong; Ada Wai-Chee Fu; Ke Wang,In the literature of data mining; many different algorithms for association rule mining havebeen proposed. However; there is relatively little study on how association rules can aid inmore specific targets. One of the applications for association rules-maximal-profit itemselection with cross-selling effect (MPIS) problem-is investigated. The problem is aboutselecting a subset of items; which can give the maximal profit with the consideration of cross-selling. We prove that a simple version of this problem is NP-hard. We propose a newapproach to the problem with the consideration of the loss rule-a kind of association rule tomodel the cross-selling effect. We show that the problem can be transformed to a quadraticprogramming problem. In case quadratic programming is not applicable; we also propose aheuristic approach. Experiments are conducted to show that both of the proposed …,Data Mining; 2003. ICDM 2003. Third IEEE International Conference on,2003,40
Small domain randomization: same privacy; more utility,Rhonda Chaytor; Ke Wang,Abstract Random perturbation is a promising technique for privacy preserving data mining. Itretains an original sensitive value with a certain probability and replaces it with a randomvalue from the domain with the remaining probability. If the replacing value is chosen from alarge domain; the retention probability must be small to protect privacy. For this reason;previous randomization-based approaches have poor utility. In this paper; we propose analternative way to randomize sensitive values; called small domain randomization. First; wepartition the given table into sub-tables that have smaller domains of sensitive values. Then;we randomize the sensitive values within each sub-table independently. Since each sub-table has a smaller domain; a larger retention probability is permitted. We propose thisapproach as an alternative to classical partition-based approaches to privacy preserving …,Proceedings of the VLDB Endowment,2010,37
Concurrent discretization of multiple attributes,Ke Wang; Bing Liu,Abstract Better decision trees can be learnt by merging continuous values into intervals.Merging of values; however; could introduce inconsistencies to the data; or information loss.When it is desired to maintain a certain consistency; interval mergings in one attribute coulddisable those in another attribute. This interaction raises the issue of determining the orderof mergings. We consider a globally greedy heuristic that selects the “best” merging from allcontinuous attributes at each step. We present an implementation of the heuristic in whichthe best merging is determined in a time independent of the number of possible mergings.Experiments show that intervals produced by the heuristic lead to improved decision trees.,Pacific Rim International Conference on Artificial Intelligence,1998,37
Data partition and parallel evaluation of datalog programs,Weining Zhang; Ke Wang; Siu-Cheung Chau,Parallel bottom-up evaluation provides an alternative for the efficient evaluation of logicprograms. Existing parallel evaluation strategies are neither effective nor efficient indetermining the data to be transmitted among processors. In this paper; we propose redifferent strategy; for general Datalog programs; that is based on the partitioning of datarather than that of rule instantiations. The partition and processing schemes defined in thispaper are more general than those in existing strategies. A parallel evaluation algorithm isgiven based on the semi-naive bottom-up evaluation. A notion of potential usefulness isrecognized as a data transmission criterion to reduce; both effectively and efficiently; theamount of data transmitted. Heuristics and algorithms are proposed for designing thepartition and processing schemes for a given program. Results from an experiment show …,IEEE Transactions on Knowledge and Data Engineering,1995,37
Anonymizing transaction data by integrating suppression and generalization,Junqiang Liu; Ke Wang,Abstract Privacy protection in publishing transaction data is an important problem. A keyfeature of transaction data is the extreme sparsity; which renders any single techniqueineffective in anonymizing such data. Among recent works; some incur high information loss;some result in data hard to interpret; and some suffer from performance drawbacks. Thispaper proposes to integrate generalization and suppression to reduce information loss.However; the integration is non-trivial. We propose novel techniques to address theefficiency and scalability challenges. Extensive experiments on real world databases showthat this approach outperforms the state-of-the-art methods; including global generalization;local generalization; and total suppression. In addition; transaction data anonymized by thisapproach can be analyzed by standard data mining tools; a property that local …,Pacific-Asia Conference on Knowledge Discovery and Data Mining,2010,36
OrthoCluster: a new tool for mining synteny blocks and applications in comparative genomics,Xinghuo Zeng; Matthew J Nesbitt; Jian Pei; Ke Wang; Ismael A Vergara; Nansheng Chen,Abstract By comparing genomes among both closely and distally related species;comparative genomics analysis characterizes structures and functions of different genomesin both conserved and divergent regions. Synteny blocks; which are conserved blocks ofgenes on chromosomes of related species; play important roles in comparative genomicsanalysis. Although a few tools have been designed to identify synteny blocks; most of themcannot handle some challenging application requirements; particularly the strandedness ofgenes; gene inversions; gene duplications; and comparison of more than two genomes. Wedeveloped a data mining tool; Ortho-Cluster; which can handle all those challenges. It ispublicly available at http://genome. sfu. ca/projects/orthocluster. OrthoCluster takes theannotated gene sets of candidate genomes and pairwise orthologous relationships as …,Proceedings of the 11th international conference on Extending database technology: Advances in database technology,2008,36
Bias and controversy: beyond the statistical deviation,Hady W Lauw; Ee-Peng Lim; Ke Wang,Abstract In this paper; we investigate how deviation in evaluation activities may reveal biason the part of reviewers and controversy on the part of evaluated objects. We focus on a'data-centric approach'where the evaluation data is assumed to represent the'ground truth'. Thestandard statistical approaches take evaluation and deviation at face value. We argue thatattention should be paid to the subjectivity of evaluation; judging the evaluation score notjust on'what is being said'(deviation); but also on'who says it'(reviewer) as well as on'whom itis said about'(object). Furthermore; we observe that bias and controversy are mutuallydependent; as there is more bias if there is higher deviation on a less controversial object.To address this mutual dependency; we propose a reinforcement model to identify bias andcontroversy. We test our model on real-life data to verify its applicability.,Proceedings of the 12th ACM SIGKDD international conference on Knowledge discovery and data mining,2006,34
Privacy-preserving frequent pattern mining across private databases,AW-C Fu; RC-W Wong; Ke Wang,Privacy consideration has much significance in the application of data mining. It is veryimportant that the privacy of individual parties is not exposed when data mining techniquesare applied to a large collection of data about the parties. In many scenarios such as datawarehousing or data integration; data from the different parties form a many-to-manyschema. This paper addresses the problem of privacy-preserving frequent pattern mining insuch a schema across two dimension sites. We assume that sites are not trusted and theyare semi-honest. Our method is based on the concept of semi-join and does not involve dataencryption which is used in most previous work. Experiments are conducted to study theefficiency of the proposed models.,Data Mining; Fifth IEEE International Conference on,2005,34
Bias and controversy in evaluation systems,Hady W Lauw; Ee-Peng Lim; Ke Wang,Evaluation is prevalent in real life. With the advent of Web 2.0; online evaluation hasbecome an important feature in many applications that involve information (eg; video; photo;and audio) sharing and social networking (eg; blogging). In these evaluation settings; a setof reviewers assign scores to a set of objects. As part of the evaluation analysis; we want toobtain fair reviews for all the given objects. However; the reality is that reviewers maydeviate in their scores assigned to the same object; due to the potential" bias" of reviewersor" controversy" of objects. The statistical approach of averaging deviations to determinebias and controversy assumes that all reviewers and objects should be given equal weight.In this paper; we look beyond this assumption and propose an approach based on thefollowing observations: 1) evaluation is" subjective;" as reviewers and objects have …,IEEE Transactions on Knowledge and Data Engineering,2008,31
Classification Pruning for Web-request Prediction.,Ian Tian Yi Li; Qiang Yang; Ke Wang,ABSTRACT N-gram and repeating pattern based prediction rules have been used for next-web request prediction. However; there is no rigorous study of how to select the best rule fora given observation. The longer patter may not be the best pattern; because such patters arealso more rare. In this paper; we propose several rule-pruning methods that enable us tobuild efficient; compact and high-quality classifiers for webrequest prediction.,WWW Posters,2001,30
Using decision tree induction for discovering holes in data,Bing Liu; Ke Wang; Lai-Fun Mun; Xin-Zhi Qi,Abstract Existing research in machine learning and data mining has been focused on findingrules or regularities among the data cases. Recently; it was shown that those associationsthat are missing in data may also be interesting. These missing associations are the holes orempty regions. The existing algorithm for discovering holes has a number of shortcomings. Itrequires each hole to contain no data point; which is too restrictive for many real-lifeapplications. It also has a very high complexity; and produces a huge number of holes.Additionally; the algorithm only works in a continuous space; and does not allow anydiscrete/nominal attribute. These drawbacks limit its applications. In this paper; we proposea novel approach to overcome these shortcomings. This approach transforms the holes-discovery problem into a supervised learning task; and then uses the decision tree …,Pacific Rim International Conference on Artificial Intelligence,1998,30
Online skyline analysis with dynamic preferences on nominal attributes,Raymond Chi-Wing Wong; Jian Pei; Ada Wai-Chee Fu; Ke Wang,The importance of skyline analysis has been well recognized in multi-criteria decisionmaking applications. All of the previous studies assume a fixed order on the attributes inquestion. However; in some applications; users may be interested in skylines with respect tovarious total or partial orders on nominal attributes. In this paper; we identify and tackle theproblem of online skyline analysis with dynamic preferences on nominal attributes. Weinvestigate how changes of orders in attributes lead to changes of skylines. We address twonovel types of interesting queries: a viewpoint query returns with respect to which orders apoint is (or is not) in the skylines and an order-based skyline query retrieves the skyline withrespect to a specific order. We develop two methods systematically and report an extensiveperformance study using both synthetic and real data sets to verify their effectiveness and …,IEEE Transactions on Knowledge and Data Engineering,2009,29
Mining favorable facets,Raymond Chi-Wing Wong; Jian Pei; Ada Wai-Chee Fu; Ke Wang,Abstract The importance of dominance and skyline analysis has been well recognized inmulti-criteria decision making applications. Most previous studies assume a fixed order onthe attributes. In practice; different customers may have different preferences on nominalattributes. In this paper; we identify an interesting data mining problem; finding favorablefacets; which has not been studied before. Given a set of points in a multidimensional space;for a specific target point p we want to discover with respect to which combinations of orders(eg; customer preferences) on the nominal attributes p is not dominated by any other points.Such combinations are called the favorable facets of p. We consider both the effectivenessand the efficiency of the mining. A given point may have many favorable facets. We proposethe notion of minimal disqualifying condition (MDC) which is effective in summarizing …,Proceedings of the 13th ACM SIGKDD international conference on Knowledge discovery and data mining,2007,29
Global privacy guarantee in serial data publishing,Raymond Chi-Wing Wong; Ada Wai-Chee Fu; Jia Liu; Ke Wang; Yabo Xu,While previous works on privacy-preserving serial data publishing consider the scenariowhere sensitive values may persist over multiple data releases; we find that no previouswork has sufficient protection provided for sensitive values that can change over time; whichshould be the more common case. In this work; we propose to study the privacy guaranteefor such transient sensitive values; which we call the global guarantee. We formally definethe problem for achieving this guarantee. We show that the data satisfying the globalguarantee also satisfies a privacy guarantee commonly adopted in the privacy literaturecalled the local guarantee.,Data Engineering (ICDE); 2010 IEEE 26th International Conference on,2010,28
A new ternary composite lithium silicon nitride as anode material for lithium ion batteries,Zhongsheng Wen; Ke Wang; Libao Chen; Jingying Xie,Abstract Lithium silicon nitride; a new Li-loaded anode material for lithium ion batteries; wassynthesized by high energy ball milling. The obtained amorphous composite is found topossess high electrochemical active properties of reversible lithium insertion and extraction.A reversible capacity about 500 mAh g− 1 is obtained after the first cycle. The retentioncapacity after 50 cycles is above 400 mAh g− 1; 80% of the reversible capacity of the secondcycle. The structure of the composite is stable even at a high lithium-extraction state and canstill maintain an excellent cycling performance under that cut-off voltage window. It is apromising candidate for capacity-compensation system because of its reversible lithiuminsertion and extraction within a wide voltage cut-off window.,Electrochemistry communications,2006,28
Latent factor transition for dynamic collaborative filtering,Chenyi Zhang; Ke Wang; Hongkun Yu; Jianling Sun; Ee-Peng Lim,Abstract User preferences change over time and capturing such changes is essential fordeveloping accurate recommender systems. Despite its importance; only a few works incollaborative filtering have addressed this issue. In this paper; we consider evolvingpreferences and we model user dynamics by introducing and learning a transition matrix foreach user's latent vectors between consecutive time windows. Intuitively; the transitionmatrix for a user summarizes the time-invariant pattern of the evolution for the user. We firstextend the conventional probabilistic matrix factorization and then improve upon thissolution through its fully Bayesian model. These solutions take advantage of the modelcomplexity and scalability of conventional Bayesian matrix factorization; yet adaptdynamically to user's evolving preferences. We evaluate the effectiveness of these …,*,2014,26
PADS: a simple yet effective pattern-aware dynamic search method for fast maximal frequent pattern mining,Xinghuo Zeng; Jian Pei; Ke Wang; Jinyan Li,Abstract While frequent pattern mining is fundamental for many data mining tasks; miningmaximal frequent patterns efficiently is important in both theory and applications of frequentpattern mining. The fundamental challenge is how to search a large space of itemcombinations. Most of the existing methods search an enumeration tree of itemcombinations in a depth-first manner. In this paper; we develop a new technique for moreefficient max-pattern mining. Our method is pattern-aware: it uses the patterns already foundto schedule its future search so that many search subspaces can be pruned. We presentefficient techniques to implement the new approach. As indicated by a systematic empiricalstudy using the benchmark data sets; our new approach outperforms the currently fastestmax-pattern mining algorithms FPMax* and LCM2 clearly. The source code and the …,Knowledge and Information Systems,2009,24
Anonymization-based attacks in privacy-preserving data publishing,Raymond Chi-Wing Wong; Ada Wai-Chee Fu; Ke Wang; Jian Pei,Abstract Data publishing generates much concern over the protection of individual privacy.Recent studies consider cases where the adversary may possess different kinds ofknowledge about the data. In this article; we show that knowledge of the mechanism oralgorithm of anonymization for data publication can also lead to extra information that assiststhe adversary and jeopardizes individual privacy. In particular; all known mechanisms try tominimize information loss and such an attempt provides a loophole for attacks. We call suchan attack a minimality attack. In this article; we introduce a model called m-confidentialitywhich deals with minimality attacks; and propose a feasible solution. Our experiments showthat minimality attacks are practical concerns on real datasets and that our algorithm canprevent such attacks with very little overhead and information loss.,ACM Transactions on Database Systems (TODS),2009,24
快速城市化过程中杭州市土地利用景观格局动态,邓劲松， 李君， 余亮， 王珂,摘要基于1996; 2000; 2003 和2006 年杭州市SPOT 高分辨率影像; 运用多时相直接主成分分析(PCA) 与合成分类器相结合的方法准确获取了研究区土地利用变化信息; 并利用景观格局指数分析了研究期间杭州市土地利用景观格局的演化过程及特征. 结果表明: 1996—2006 年间;快速城市化过程引发了研究区巨大的景观转化; 在人为活动的强烈干扰下; 景观格局已由1996年的以农业景观为主逐步变成2006 年的以人工景观为主; 且景观格局动态呈现多样性和复杂性;期间; 耕地景观受城市化的影响最为严重; 已经大规模; 连片消失; 园地景观本身规模很小;人为干预对其斑块结构的影响不是非常明显; 林地景观主要呈大面积斑块聚集分布;景观格局对人为干扰的响应不是很敏感; 水体景观受人为活动的影响很大; 但由于是成片的消失;水体景观的破碎程度变化不明显; 该区城市用地是变化规模最大; 变化速度最快的景观类型;城市化过程对其结构产生了显著影响.,应用生态学报,2008,24
Efficiently mining frequent closed partial orders,Jian Pei; Jian Liu; Haixun Wang; Ke Wang; Philip S Yu; Jianyong Wang,Mining ordering information from sequence data is an important data mining task.Sequential pattern mining (Agrawal and Srikant; 1995) can be regarded as mining frequentsegments of total orders from sequence data. However; sequential patterns are ofteninsufficient to concisely capture the general ordering information.,Data Mining; Fifth IEEE International Conference on,2005,24
Mining high utility patterns in one phase without generating candidates,Junqiang Liu; Ke Wang; Benjamin CM Fung,Utility mining is a new development of data mining technology. Among utility miningproblems; utility mining with the itemset share framework is a hard one as no anti-monotonicity property holds with the interestingness measure. Prior works on this problemall employ a two-phase; candidate generation approach with one exception that is howeverinefficient and not scalable with large databases. The two-phase approach suffers fromscalability issue due to the huge number of candidates. This paper proposes a novelalgorithm that finds high utility patterns in a single phase without generating candidates. Thenovelties lie in a high utility pattern growth approach; a lookahead strategy; and a linear datastructure. Concretely; our pattern growth approach is to search a reverse set enumerationtree and to prune search space by utility upper bounding. We also look ahead to identify …,IEEE Transactions on Knowledge and Data Engineering,2016,23
A new approach for maximizing bichromatic reverse nearest neighbor search,Yubao Liu; Raymond Chi-Wing Wong; Ke Wang; Zhijie Li; Cheng Chen; Zhitong Chen,Abstract Maximizing bichromatic reverse nearest neighbor (MaxBRNN) is a variant ofbichromatic reverse nearest neighbor (BRNN). The purpose of the MaxBRNN problem is tofind an optimal region that maximizes the size of BRNNs. This problem has lots of realapplications such as location planning and profile-based marketing. The best-knownalgorithm for the MaxBRNN problem is called MaxOverlap. In this paper; we study theMaxBRNN problem and propose a new approach called MaxSegment for a two-dimensionalspace when the L_2-norm is used. Then; we extend our algorithm to other variations of theMaxBRNN problem such as the MaxBRNN problem with other metric spaces; and a three-dimensional space. Finally; we conducted experiments on real and synthetic datasets tocompare our proposed algorithm with existing algorithms. The experimental results verify …,Knowledge and information systems,2013,23
Mining patterns that respond to actions,Yuelong Jiang; Ke Wang; Alexander Tuzhilin; AW-C Fu,Page 1. Mining Patterns That Respond to Actions ∗ Yuelong Jiang and Ke Wang SimonFraser University {yjiang;wangk}@cs.sfu.ca Alexander Tuzhilin New York Universityatuzhili@stern.nyu.edu Ada Wai-Chee Fu Chinese University of Hong Kongadafu@cse.cuhk.edu.hk Abstract Data mining focuses on patterns that summarize the data.In this paper; we focus on mining patterns that could change the state by responding toopportunities of actions. 1. Introduction Data mining is about extracting interesting patternsfrom raw data. To quote [2]; “Merely finding the patterns is not enough. You must be ableto respond to the patterns; to act on them; ultimately turning the data into information; theinformation into action; and the action into value”. Re- cently; Kleinberg et al …,Data Mining; Fifth IEEE International Conference on,2005,23
Localization site prediction for membrane proteins by integrating rule and SVM classification,Senqiang Zhou; Ke Wang,We study the localization prediction of membrane proteins for two families of medicallyimportant disease-causing bacteria; called gram-negative and gram-positive bacteria. Eachsuch bacterium has its cell surrounded by several layers of membranes. Identifying whereproteins are located in a bacterial cell is of primary research interest for antibiotic andvaccine drug design. This problem has three requirements: First; with any subsequence ofamino acid residues being potentially a dimension; it has an extremely high dimensionality;few being irrelevant. Second; the prediction of a target localization site must have a highprecision in order to be useful to biologists; ie; at least 90 percent or even 95 percent; whilerecall is as high as possible. Achieving such a precision is made harder by the fact thattarget sequences are often much fewer than background sequences. Third; the rationale …,IEEE Transactions on Knowledge and Data Engineering,2005,21
Privacy risk in graph stream publishing for social network data,Nigel Medforth; Ke Wang,To understand how social networks evolve over time; graphs representing the networksneed to be published periodically or on-demand. The identity of the participants (nodes)must be anonymized to protect the privacy of the individuals and their relationships (edges)to the other members in the social network. We identify a new form of privacy attack; whichwe name the degree-trail attack. This attack re-identifies the nodes belonging to a targetparticipant from a sequence of published graphs by comparing the degree of the nodes inthe published graphs with the degree evolution of a target. The power of this attack is thatthe adversary can actively influence the degree of the target individual by interacting with thesocial network. We show that the adversary can succeed with a high probability even ifpublished graphs are anonymized by strongest known privacy preserving techniques in …,Data Mining (ICDM); 2011 IEEE 11th International Conference on,2011,20
(α; k)-anonymous data publishing,Raymond Wong; Jiuyong Li; Ada Fu; Ke Wang,Abstract Privacy preservation is an important issue in the release of data for miningpurposes. The k-anonymity model has been introduced for protecting individualidentification. Recent studies show that a more sophisticated model is necessary to protectthe association of individuals to sensitive information. In this paper; we propose an (α; k)-anonymity model to protect both identifications and relationships to sensitive information indata. We discuss the properties of (α; k)-anonymity model. We prove that the optimal (α; k)-anonymity problem is NP-hard. We first present an optimal global-recoding method for the(α; k)-anonymity problem. Next we propose two scalable local-recoding algorithms whichare both more scalable and result in less data distortion. The effectiveness and efficiency areshown by experiments. We also describe how the model can be extended to more …,Journal of intelligent information systems,2009,20
A framework for privacy-preserving cluster analysis,Benjamin CM Fung; Ke Wang; Lingyu Wang; Mourad Debbabi,Releasing person-specific data could potentially reveal sensitive information of individuals. k-anonymization is a promising privacy protection mechanism in data publishing. Thoughsubstantial research has been conducted on k-anonymization and its extensions in recentyears; few of them consider releasing data for a specific purpose of data analysis. This paperpresents a practical data publishing framework for determining a generalized version of datathat preserves both individual privacy and information usefulness for cluster analysis.Experiments on real-life data suggest that; by focusing on preserving cluster structure in thegeneralization process; the cluster quality is significantly better than the cluster quality on thegeneralized data without such focus. The major challenge of generalizing data for clusteranalysis is the lack of class labels that could be used to guide the generalization process …,Intelligence and Security Informatics; 2008. ISI 2008. IEEE International Conference on,2008,20
Answering ad hoc aggregate queries from data streams using prefix aggregate trees,Moonjung Cho; Jian Pei; Ke Wang,Abstract In some business applications such as trading management in financial institutions;it is required to accurately answer ad hoc aggregate queries over data streams.Materializing and incrementally maintaining a full data cube or even its compression orapproximation over a data stream is often computationally prohibitive. On the other hand;although previous studies proposed approximate methods for continuous aggregatequeries; they cannot provide accurate answers. In this paper; we develop a novel prefixaggregate tree (PAT) structure for online warehousing data streams and answering ad hocaggregate queries. Often; a data stream can be partitioned into the historical segment; whichis stored in a traditional data warehouse; and the transient segment; which can be stored ina PAT to answer ad hoc aggregate queries. The size of a PAT is linear in the size of the …,Knowledge and information systems,2007,20
An efficient evaluation of a fuzzy equi-join using fuzzy equality indicators,Weining Zhang; Ke Wang,Proposes a new measure of fuzzy equality (FE) comparison based on the similarity ofpossibility distributions. We define a type of fuzzy equi-join based on the new FE comparisonand allow threshold values to be associated with predicates of the join condition. A sort-merge join algorithm based on a partial order of intervals is used to evaluate the fuzzy equi-join. In order for the evaluation to be efficient; we identify various mappings; called FEindicators; that determine appropriate intervals for fuzzy data with different characteristics.Experimental results from our preliminary simulation of the algorithm show a significantimprovement of efficiency when FE indicators are used with the sort-merge join algorithm.,IEEE Transactions on Knowledge and Data Engineering,2000,20
Personalized trip recommendation with poi availability and uncertain traveling time,Chenyi Zhang; Hongwei Liang; Ke Wang; Jianling Sun,Abstract As location-based social network (LBSN) services become increasingly popular;trip recommendation that recommends a sequence of points of interest (POIs) to visit for auser emerges as one of many important applications of LBSNs. Personalized triprecommendation tailors to users' specific tastes by learning from past check-in behaviors ofusers and their peers. Finding the optimal trip that maximizes user's experiences for a giventime budget constraint is an NP hard problem and previous solutions do not consider twopractical and important constraints. One constraint is POI availability where a POI may beonly available during a certain time window. Another constraint is uncertain traveling timewhere the traveling time between two POIs is uncertain. This work presents efficientsolutions to personalized trip recommendation by incorporating these constraints to prune …,Proceedings of the 24th ACM International on Conference on Information and Knowledge Management,2015,19
ff-anonymity: When quasi-identifiers are missing,Ke Wang; Yabo Xu; Ada WC Fu; Raymond CW Wong,Existing approaches on privacy-preserving data publishing rely on the assumption that datacan be divided into quasi-identifier attributes (QI) and sensitive attribute (SA). Thisassumption does not hold when an attribute has both sensitive values and identifyingvalues; which is typically the case. In this paper; we study how such attributes would impactthe privacy model and data anonymization. We identify a new form of attacks; called"freeform attacks"; that occur on such data without explicit QI attributes and SA attributes. Wepresent a framework for modeling identifying/sensitive information at the value level; definea problem to eliminate freeform attacks; and outline an efficient solution.,Data Engineering; 2009. ICDE'09. IEEE 25th International Conference on,2009,19
POI recommendation through cross-region collaborative filtering,Chenyi Zhang; Ke Wang,Abstract Recommending points of interest (POIs) to a user according to the user's currentlocation and past check-in activities is the focus in this paper. Previously proposedprobabilistic and topic model-based methods predict the POIs based on the distribution ofthe POIs visited in the past; assuming that the next POI for the user follows the samedistribution. Such methods tend to recommend the POIs in the cities or regions that the userhas visited before because only such cities or regions have observed ratings for the user.Thus; these works are not suitable for a user who travels to a new city or region where shehas not checked-in any POI previously. To address this issue; we distinguish the userpreferences on the content of POIs from the user preferences on the POIs themselves. Theformer is long term and is independent of where POIs are located; and the latter is short …,Knowledge and Information Systems,2016,18
Limiting link disclosure in social network analysis through subgraph-wise perturbation,Amin Milani Fard; Ke Wang; Philip S Yu,Abstract Link disclosure between two individuals in a social network could be a privacybreach. To limit link disclosure; previous works modeled a social network as an undirectedgraph and randomized a link over the entire domain of links; which leads to considerablestructural distortion to the graph. In this work; we address this issue in two steps. First; wemodel a social network as a directed graph and randomize the destination of a link whilekeeping the source of a link intact. The randomization ensures that; if the prior belief aboutthe destination of a link is bounded by some threshold; the posterior belief; given thepublished graph; is no more than another threshold. Then; we further reduce structuraldistortion by a subgraph-wise perturbation in which the given graph is partitioned intoseveral subgraphs and randomization of destination nodes is performed within each …,Proceedings of the 15th International Conference on Extending Database Technology,2012,18
Quality and leniency in online collaborative rating systems,Hady W Lauw; Ee-Peng Lim; Ke Wang,Abstract The emerging trend of social information processing has resulted in Web users'increased reliance on user-generated content contributed by others for informationsearching and decision making. Rating scores; a form of user-generated content contributedby reviewers in online rating systems; allow users to leverage others' opinions in theevaluation of objects. In this article; we focus on the problem of summarizing the ratingscores given to an object into an overall score that reflects the object's quality. We observethat the existing approaches for summarizing scores largely ignores the effect of reviewersexercising different standards in assigning scores. Instead of treating all reviewers asequals; our approach models the leniency of reviewers; which refers to the tendency of areviewer to assign higher scores than other coreviewers. Our approach is underlined by …,ACM Transactions on the Web (TWEB),2012,18
Enforcing vocabulary k-anonymity by semantic similarity based clustering,Junqiang Liu; Ke Wang,Web query logs provide a rich wealth of information; but also present serious privacy risks.We consider publishing vocabularies; bags of query-terms extracted from web query logs;which has a variety of applications. We aim at preventing identity disclosure of such bag-valued data. The key feature of such data is the extreme sparsity; which rendersconventional anonymization techniques not working well in retaining enough utility. Wepropose a semantic similarity based clustering approach to address the issue. We measurethe semantic similarity between two vocabularies by a weighted bipartite matching andpresent a greedy algorithm to cluster vocabularies by the semantic similarities. Extensiveexperiments on the AOL query log show that our approach retains more data utility thanexisting approaches.,Data Mining (ICDM); 2010 IEEE 10th International Conference on,2010,18
