Synthesis of N-doped graphene by chemical vapor deposition and its electrical properties,Dacheng Wei; Yunqi Liu; Yu Wang; Hongliang Zhang; Liping Huang; Gui Yu,To realize graphene-based electronics; various types of graphene are required; thus;modulation of its electrical properties is of great importance. Theoretic studies show thatintentional doping is a promising route for this goal; and the doped graphene might promisefascinating properties and widespread applications. However; there is no experimentalexample and electrical testing of the substitutionally doped graphene up to date. Here; wesynthesize the N-doped graphene by a chemical vapor deposition (CVD) method. We findthat most of them are few-layer graphene; although single-layer graphene can beoccasionally detected. As doping accompanies with the recombination of carbon atoms intographene in the CVD process; N atoms can be substitutionally doped into the graphenelattice; which is hard to realize by other synthetic methods. Electrical measurements show …,Nano letters,2009,1910
Hepatic resection is safe and effective for patients with hepatocellular carcinoma and portal hypertension,Jian-Hong Zhong; Hang Li; Nan Xiao; Xin-Ping Ye; Yang Ke; Yan-Yan Wang; Liang Ma; Jie Chen; Xue-Mei You; Zhi-Yuan Zhang; Shi-Dong Lu; Le-Qun Li,Background & Aims Official guidelines do not recommend hepatic resection (HR) for patientswith hepatocellular carcinoma (HCC) and portal hypertension (PHT). This study aims toinvestigate the safety and efficacy of HR for patients with HCC and PHT. Methods Mortalityand survival after HR were analyzed retrospectively in a consecutive sample of 1738 HCCpatients with PHT (n= 386) or without it (n= 1352). To assess the robustness of findings; werepeated the analysis using propensity score-matched analysis. We also comprehensivelysearched the PubMed database for studies evaluating the efficacy and safety of HR forpatients with HCC and PHT. Results The 90-day mortality rate was 6.7% among those withPHT and 2.1% among those without it (P<. 001). Patients without PHT had a survival benefitover those with PHT at 1; 3; and 5 years (96% vs 90%; 75% vs 67%; 54% vs 45 …,PLoS One,2014,34
Improved cyclability of lithium-ion battery anode using encapsulated V 2 O 3 nanostructures in well-graphitized carbon fiber,Yu Wang; Hui Juan Zhang; Agita Sesara Admar; Jizhong Luo; Chee Cheong Wong; Armando Borgna; Jianyi Lin,A novel one-dimensional (1D) V2O3@ carbon nanocomposite has been successfullysynthesized for the first time. In the synthesis procedure; the previously obtained V2O5·xH2O nanobelts act as template. By coating the nanobelts with a layer of polymerized Cspecies under hydrothermal conditions followed by a calcination treatment at elevatedtemperature in an inert atmosphere; the V2O3@ carbon nanocomposite was finallyobtained. This nanocomposite consists of a well-graphitized carbon layer encapsulating theV2O3 nanostructures. The as-synthesized V2O3@ carbon nanocomposite exhibits improvedelectrochemical performance in Li-ion batteries as the anode; showing enhanced stability;reversibility and cyclability in long-term cycles. At least a 98.5% capacity retention (660 mAhg− 1) was observed after high-rate galvanostatic measurements (250 cycles). These …,Rsc Advances,2012,34
Toward accurate prediction of pKa values for internal protein residues: the importance of conformational relaxation and desolvation energy,Jason A Wallace; Yuhang Wang; Chuanyin Shi; Kevin J Pastoor; Bao‐Linh Nguyen; Kai Xia; Jana K Shen,Abstract Proton uptake or release controls many important biological processes; such asenergy transduction; virus replication; and catalysis. Accurate pK a prediction informs aboutproton pathways; thereby revealing detailed acid-base mechanisms. Physics-basedmethods in the framework of molecular dynamics simulations not only offer pK a predictionsbut also inform about the physical origins of pK a shifts and provide details of ionization-induced conformational relaxation and large-scale transitions. One such method is therecently developed continuous constant pH molecular dynamics (CPHMD) method; whichhas been shown to be an accurate and robust pK a prediction tool for naturally occurringtitratable residues. To further examine the accuracy and limitations of CPHMD; we blindlypredicted the pK a values for 87 titratable residues introduced in various hydrophobic …,Proteins: Structure; Function; and Bioinformatics,2011,34
Comparisons of different muscle metabolic enzymes and muscle fiber types in Jinhua and Landrace pigs1,J Guo; T Shan; T Wu; LN Zhu; Y Ren; S An; Y Wang,ABSTRACT Western and indigenous Chinese pig breeds show obvious differences inmuscle growth and meat quality; however; the underlying molecular mechanism remainsunclear. The main objective of this study was to evaluate the breed-specific mechanismscontrolling meat quality and postmortem muscle metabolism. The specific purpose was toinvestigate the variations in meat quality; muscle fiber type; and enzyme activity betweenlocal Jinhua and exotic Landrace pigs at the same age (180 d of age); as well as the sameBW of 64 kg; respectively. We compared differentially expressed muscle fiber types such astypes I and IIa (oxidative); type IIb (glycolytic); as well as type IIx (intermediate) fibers in LMand soleus muscles of Jinhua and Landrace pigs using real-time reverse-transcription PCR.Furthermore; the metabolic enzyme activities of lactate dehydrogenase; as well as …,Journal of animal science,2011,34
Flora of China,Y Jiang; BT Li,*,*,1979,34
DCAF26; an adaptor protein of Cul4-based E3; is essential for DNA methylation in Neurospora crassa,Hui Xu; Jiyong Wang; Qiwen Hu; Yun Quan; Huijie Chen; Yingqiong Cao; Chunbo Li; Ying Wang; Qun He,DNA methylation is involved in gene silencing and genome stability in organisms from fungito mammals. Genetic studies in Neurospora crassa previously showed that the CUL4-DDB1E3 ubiquitin ligase regulates DNA methylation via histone H3K9 trimethylation. However; thesubstrate-specific adaptors of this ligase that are involved in the process were not known.Here; we show that; among the 16 DDB1-and Cul4-associated factors (DCAFs) encoded inthe N. crassa genome; three interacted strongly with CUL4-DDB1 complexes. DNAmethylation analyses of dcaf knockout mutants revealed that dcaf26 was required for all ofthe DNA methylation that we observed. In addition; histone H3K9 trimethylation was alsoeliminated in dcaf26KO mutants. Based on the finding that DCAF26 associates with DDB1and the histone methyltransferase DIM-5; we propose that DCAF26 protein is the major …,PLoS genetics,2010,33
The characteristics of spatio-temporal patterns in precipitation in China under the background of global climate change,Wang Ying; CAO Ming-kui; Tao Bo; LI Ke-rang,Abstract Under the background of global climate change; there are even greateruncertainties of the precipitation changing trend and regional differences. Therefore; it is oneof the most important frontier fields of presently global change research to study thechanging characteristics of precipitation in different regions. In this study; we analyzed thespatio-temporal patterns of precipitation in China during 1951 to 2002 by using spatialspline interpolation method and Mann-Kendall trend test; also with the support of GIS; basedon measurements at about 730 meteorological stations nationally. The results showed thatthere was an obvious decreasing trend from the 1960s to the 1990s in China; and arecovery occurred in the late 1990s; while in summer and winter precipitation wascomparable with that in the 1950s and the 1960s. Furthermore; results showed that …,地理研究,2006,33
Correlation of the structure and applications of dealloyed nanoporous metals in catalysis and energy conversion/storage,H-J Qiu; Hai-Tao Xu; Li Liu; Yu Wang,Nanoporous metals produced by dealloying have shown great promise in many areas suchas catalysis/electrocatalysis; energy conversion/storage; sensing/biosensing; actuation; andsurface-enhanced Raman scattering. Particularly; nanoscale metal ligaments with highelectronic conductivity; tunable size and rich surface chemistry make nanoporous metalsvery promising as catalysts/electrocatalysts for energy conversion applications such as fuelcells and also as versatile three-dimensional substrates for energy-storage insupercapacitors and lithium ion batteries. In this review; we focus on the recentdevelopments of dealloyed nanoporous metals in both catalysis/electrocatalysis and energystorage. In particular; based on the state-of-the-art electron microscopy characterization; weexplain the atomic origin of the high catalytic activity of nanoporous gold. We also …,Nanoscale,2015,31
Chromosome boundary elements and regulation of heterochromatin spreading,Jiyong Wang; Stephanie T Lawry; Allison L Cohen; Songtao Jia,Abstract Chromatin is generally classified as euchromatin or heterochromatin; each withdistinct histone modifications; compaction levels; and gene expression patterns. Althoughthe proper formation of heterochromatin is essential for maintaining genome integrity andregulating gene expression; heterochromatin can also spread into neighboring regions in asequence-independent manner; leading to the inactivation of genes. Because the distanceof heterochromatin spreading is stochastic; the formation of boundaries; which block thespreading of heterochromatin; is critical for maintaining stable gene expression patterns.Here we review the current understanding of the mechanisms underlying heterochromatinspreading and boundary formation.,*,2014,31
Epe1 recruits BET family bromodomain protein Bdf2 to establish heterochromatin boundaries,Jiyong Wang; Xavier Tadeo; Haitong Hou; Patricia G Tu; James Thompson; John R Yates; Songtao Jia,Abstract Heterochromatin spreading leads to the silencing of genes within its path; andboundary elements have evolved to constrain such spreading. In fission yeast;heterochromatin at centromeres I and III is flanked by inverted repeats termed IRCs; whichare required for proper boundary functions. However; the mechanisms by which IRCsprevent heterochromatin spreading are unknown. Here; we identified Bdf2; which ishomologous to the mammalian bromodomain and extraterminal (BET) family doublebromodomain proteins involved in diverse types of cancers; as a factor required for properboundary function at IRCs. Bdf2 is enriched at IRCs through its interaction with the boundaryprotein Epe1. The bromodomains of Bdf2 recognize acetylated histone H4 tails andantagonize Sir2-mediated deacetylation of histone H4K16. Furthermore; abolishing …,Genes & development,2013,31
Effects of Se-enriched polysaccharides produced by Enterobacter cloacae Z0206 on alloxan-induced diabetic mice,Mingliang Jin; Zeqing Lu; Ming Huang; Youming Wang; Yizhen Wang,Abstract In this study; the water-soluble selenium-enriched exopolysaccharides (Se-ECZ-EPS) were isolated from submerged culture broth of Enterobacter cloacae Z0206 throughfermentation; ethanol precipitation and deproteinization. The protective effects of Se-ECZ-EPS on alloxan-induced diabetic mice were investigated. Diabetes was induced in ICR(Institute of Cancer Research) mice by administration of single doses of alloxanintraperitoneally (190 mg/kg body weight). Se-ECZ-EPS at a dose of 200 mg/kg body weightwere administered per os (po) as single dose per day to diabetes-induced mice for a periodof 42 days. The decrease in body weight; serum insulin level; and the increase in bloodglucose level; glycosylated serum protein (GSP); total cholesterol (TC) and triglycerides (TG)in liver were observed in diabetic mice. On the other hand; oral administration of Se-ECZ …,International journal of biological macromolecules,2012,31
Review of research on space charge in solid dielectrics,Zhou Yuanxiang; Wang Ninghua; Wang Yunshan; Sun Qinghua; Liang Xidong,*,Transactions of China Electrotechnical Society,2008,31
Role of bacteria and bacterial exopolymer in the attachment of Achnanthes longipes (Bacillariophyceae),Benjamin Gawne; Yan Wang; Kyle D Hoagland; Michael R Gretz,The attachment of diatoms to surfaces is an important and poorly understood step in thedevelopment of biofouling communities. Experiments were performed in vitro on a commonfouling diatom (Achnanthes longipes) to determine the influence of the base material andbacterial conditioning on diatom attachment. The first series of experiments comparedattachment of A. longipes to four different base materials; and the influence of a bacterial filmon attachment to these materials. A. longipes preferentially attached to polystyrene; ahydrophobic surface; but was inhibited by the presence of a bacterial biofilm. On othersurfaces; bacteria either facilitated or had no effect on algal attachment. The second seriesof experiments found no difference in the attachment of A. longipes to a surface covered withbacterial exopolymer compared to a surface with a film of living bacteria. Attachment of A …,Biofouling,1998,31
Sulfated modification and antioxidant activity of exopolysaccahrides produced by Enterobacter cloacae Z0206,Mingliang Jin; Zeqing Lu; Ming Huang; Youming Wang; Yizhen Wang,Abstract Nine modification conditions were designed to sulfate exopolysaccharides (EPS)produced by Enterobacter cloacae Z0206 by chlorosulfonic acid–pyridine (CSA–Pyr)method according to the orthogonal test and focusing on three affecting factors such as theratio of CSA to Pyr; reaction temperature and reaction time. And nine sulfated derivativeswith various degrees of substitution (DS) were obtained. Their antioxidant activities wereevaluated in vitro; by scavenging abilities on superoxide radical and hydroxyl radical. Theresults indicated that sulfated derivatives of EPS showed noticeable effects on scavengingsuperoxide radical and hydroxyl radical compared with native one; and sulfated derivativewith moderate DS of 0.60 showed highest antioxidant activities. The optimum sulfatedconditions of EPS were the ratio of CSA to Pyr of 1: 2; the reaction time of 2 h and reaction …,International journal of biological macromolecules,2011,30
Designed synthesis of cobalt-oxide-based nanomaterials for superior electrochemical energy storage devices,Hua-Jun Qiu; Li Liu; Yan-Ping Mu; Hui-Juan Zhang; Yu Wang,Abstract Cobalt oxides; such as Co 3 O 4 and CoO; have received increasing attention aspotential anode materials for rechargeable lithium-ion batteries (LIBs) owing to their hightheoretical capacity. Nanostructure engineering has been demonstrated as an effectiveapproach to improve the electrochemical performance of electrode materials for LIBs. In thisreview; we summarize recent developments in the rational design and fabrication of variouscobalt oxide-based nanomaterials and their lithium storage performance; including 1Dnanowires/belts; 2D nanosheets; 3D hollow/hierarchical structures; hybrid nanostructureswith carbon (amorphous carbon; carbon nanotubes and graphene) and mixed metal oxides.By focusing on the effects of their structure on their electrochemical performance; effectivestrategies for the fabrication of cobalt oxide/carbon hybrid nanostructures are highlighted …,Nano Research,2015,29
A general strategy towards encapsulation of nanoparticles in sandwiched graphene sheets and the synergic effect on energy storage,Yu Wang; Yuanjuan Bai; Xiao Li; Yangyang Feng; Huijuan Zhang,Abstract A novel and universal approach towards the unique encapsulation of nanoparticlesin the sandwiched graphene sheets is presented here. In the method; a low-cost;sustainable and environmentally friendly carbon source; glucose; is firstly applied to yieldthe high-quality; uniform and coupled graphene sheets in a large scale; and the pre-fabricated hydrated nanosheets act as the sacrificial templates to generate the envelopedmetallic nanoparticles. After controllable oxidation or removal of the encapsulatednanoparticles; sandwiched nanocomposite with oxidizes nanoparticles encapsulated ingraphene sheets or pure phase of sandwich-like and coupled graphene sheets would beachieved. Moreover; the synergic effect on energy storage via Li-ion batteries is solidlyverified in the Co 3 O 4@ graphene nanocomposite. More importantly; the unique …,Chemistry-A European Journal,2013,29
Localization of cholecystokinin‐like peptide in neuroendocrine cells of mammalian lungs: A light and electron microscopic immunohistochemical study,Yi‐Yao Wang; Ernest Cutz,Abstract We report immunohistochemical localization of cholescystokinin (CCK)-likeimmunoreactivity at the light and electron microscopy (EM) level in pulmonaryneuroendocrine (NE) cells of human and other mammals (monkey; rabbit; rat; hamster; pig;dog and lamb). In addition; immunolocalization of CCK-like peptide was compared with thatof bombesin (predominant peptide in human lung) and serotonin (an amine found in NEcells of most species). While CCK-like and serotonin-like immunoreactivity were identified inboth solitary NE cells and NE cell clusters (neuroepithelial bodies; NEB) of all speciesstudied; bombesin-like immunoreactive NE cells were found in human and monkey lungsonly. The distribution and intensity of immunostaining for CCK-like peptide varied betweenspecies with some showing relatively high levels of expression (eg; monkey; piglet; dog …,The Anatomical Record,1993,29
Differing association of macrophage subsets with atherosclerotic plaque stability.,HJ Medbury; V James; J Ngo; K Hitos; Y Wang; DC Harris; JP Fletcher,AIM: While initial research suggests that M2 macrophages are athero-protective; morerecently; proatherogenic functions; such as a greater uptake of lipid than M1 macrophages;have been demonstrated; raising the question of their actual association with plaquestability. The present study; therefore; assessed the association between macrophagesubset and plaque stability. Furthermore; it examined whether the fibrocyte; that we havepreviously identified in the plaque; represents a subset of M2 macrophages. METHODS:Twenty human carotid atherosclerotic plaque specimens were examined for the presence ofmacrophages using immunohistochemistry for pan macrophages (CD68); M1 (CD64; CD86)and M2 (CD163; CD206) subsets. The slides were assessed by digital whole slidescanning/image analysis to quantify the expression of these markers in the plaque …,International angiology: a journal of the International Union of Angiology,2013,28
Preparation and biological activities of an exopolysaccharide produced by Enterobacter cloacae Z0206,Mingliang Jin; Youming Wang; Chunlan Xu; Zeqing Lu; Ming Huang; Yizhen Wang,Abstract A water-soluble extracellular polysaccharide (EPS-1) was isolated from thesubmerged culture broth of Enterobacter cloacae Z0206 through fermentation; ethanolprecipitation; anion-exchange and gel-permeation chromatography. Its structural analysisshowed that the average molecular weight of EPS-1 was 23;928 Da; and it was composed ofglucose; mannose and galactose with a molar ratio of 6.860: 1.180: 0.455. It washypothesized that EPS-1 belongs to the α-type heteropolysaccharide with pyran group.Bioactivity tests in vivo showed that the administration of EPS-1 to cyclophosphamide (CP)-exposed animals resulted in significant increase and recovery of B lymphocyte proliferation;tumor necrosis factor α (TNF-α) production and activities of antioxidant enzymes (superoxidedismutase (SOD) and glutathione peroxidase (GPx)). It is suggested that EPS-1 could …,Carbohydrate Polymers,2010,28
Crystal structures and chemical composition of leaf surface wax depositions on the desert moss Syntrichia caninervis,Shu-Jun Xu; Ping-An Jiang; Zheng-Wu Wang; Yan Wang,Abstract The structures and composition of cuticular waxes deposited on the leaves of atypical desert moss; Syntrichia caninervis; were investigated. The wax crystals deposited onleaves shifted with leaf aging. The results of chemical analysis showed the main chemicalcomponents of the moss wax were fatty acids; alcohols and alkanes. Leaf aging increasedthe content of cuticular wax and the percentage of very long chain components; from 1150μg g− 1 DW and 13.6% in younger leaves to 2640 μg g− 1 DW and 37.2% in aged leaves;respectively. Dehydration/hydration also augmented the wax content by 35.17% in juvenileleaves and by 1900% in lab-cultivated leaves after three-cycle treatments. Synthesis ofhexadecanoic acid and tetracosane were predicted to be the first step of wax accumulation.The responses of cuticular waxes in crystal structure and chemical composition were …,Biochemical Systematics and Ecology,2009,28
Porcine sirtuin 1 gene clone; expression pattern; and regulation by resveratrol1,T Shan; Y Wang; T Wu; C Liu; J Guo; Y Zhang; J Liu; Z Xu,Abstract Sirtuin1 (Sirt1) is a NAD-dependent deacetylase that plays important roles in avariety of biological processes. In the current study; we examined tissue-specific anddifferent expression pattern of porcine Sirt1 and the effect of resveratrol (RES) on expressionof Sirt1 in porcine adipocytes. The full-length complementary DNA sequence of porcine Sirt1was 4;024 bp (GenBank accession no: EU030283); with a 2;226-bp open reading frameencoding a 742-AA protein (a predicted molecular mass of 80.9 kDa; GenBank accessionno. ABS29571). Comparison of the deduced AA sequence with the correspondingsequences of human; dog; cattle; and mouse Sirt1 showed 82 to 92% similarity.Furthermore; the porcine Sirt1 was highly expressed in porcine brain; to a lesser degree inspleen and white adipose tissue; and had low but detectable expression in liver. In …,Journal of animal science,2009,28
The prediction for gas chromatographic retention indices of saturated esters on stationary phases of different polarity,Yawei Wang; Xiaojun Yao; Xiaoyun Zhang; Ruisheng Zhang; Mancang Liu; Zhide Hu; Botao Fan,Abstract A quantitative structure-retention relationship (QSRR) model has been developedfor the gas chromatographic Kováts indices of 98 saturated esters on seven different polarstationary phases by multiple linear regression analysis (MLR). The seven stationary phasesare: SE-30; OV-7; DC-710; OV-25; 100% phenyl; DC-230 and DC-530. Chemical descriptorswere calculated from the molecular structures by PM3 of Hyperchem 4.0. Principalcomponent analysis (PCA) was applied to extract the data structure. Multiple linearregression was made in forward stepwise manner to select suitable variables in the model.The proposed model had a high multiple square correlation coefficient R 2 and low standarderror SE The result proved the strong predictive power of the model.,Talanta,2002,28
Measurement of polystyrene mean inner potential by transmission electron holography of latex spheres,YC Wang; TM Chou; M Libera; E Voelkl; BG Frost,Abstract This study describes the use of transmission electron holography to determine themean inner potential of polystyrene. Spherical nanoparticles of amorphous polystyrene arestudied so that the effect of specimen thickness on the phase shift of an incident electronwave can be separated from the intrinsic refractive properties of the specimen. A recursivefour-parameter χ-squared minimization routine is developed to determine the sphere center;radius; and mean inner potential (Φ 0) at each pixel in the phase image. Because of thelarge number of pixels involved; the statistics associated with determining a single Φ0 valuecharacteristic of a given sphere are quite good. Simulated holograms show that theholographic reconstruction procedure and the χ-squared analysis method are robust.Averaging the Φ 0 data derived from ten phase images from ten different polystyrene …,Microscopy and Microanalysis,1998,28
Differentiated embryonic chondrocyte-expressed gene 1 is associated with hypoxia-inducible factor 1α and Ki67 in human gastric cancer,Yan-Fei Jia; Dong-Jie Xiao; Xiao-Li Ma; Yan-Yan Song; Rui Hu; Yi Kong; Yan Zheng; Shu-Yi Han; Ruan-Li Hong; Yun-Shan Wang,Gastric cancer is a leading causes of cancer-related deaths; but the underlying molecularmechanisms of its progression are largely unknown. Differentiated embryonic chondrocyte-expressed gene 1 (DEC1); is an important transcription factor involved in the progression oftumors and has recently been identified to be strongly inducible by hypoxia. Little is knownabout the contribution of DEC1 to the intracellular hypoxia and proliferation signaling eventsin gastric cancer. Immunohistochemistry was used to detect the expression of DEC1;hypoxia-inducible factor 1 (HIF-1α) and Ki67 in 173 human gastric cancer samples andadjacent non-tumor tissues samples. The relationship between DEC1; HIF-1α and Ki67 wasevaluated. DEC1 protein was persistently expressed in the nucleus and cytoplasm of gastriccancer tissue. The protein expression of DEC1 and HIF-1α in tumour tissues was 83.8 …,Diagnostic pathology,2013,27
B7-H3 expression in ductal and lobular breast cancer and its association with IL-10,Chuanyong Liu; Jie Liu; Jie Wang; Yan Liu; Fang Zhang; Wenli Lin; Aiqin Gao; Meili Sun; Yunshan Wang; Yuping Sun,Abstract Aberrant tumor cell expression of B7-H3; a member of the B7-family that stimulatesinterleukin-10 (IL-10) secretion; contributes to tumor immune evasion and tumorprogression. The aim of this study was to investigate the expression of B7-H3 and IL-10 inductal and lobular breast cancer tissues. Using immunohistochemistry; B7-H3 and IL-10protein expression in tumor specimens of primary human breast cancer was investigated.The association between B7-H3 or IL-10 expression and clinicopathological variables wasanalyzed. The correlation between the expression of B7-H3 and IL-10 was also evaluated.In tumor tissues; the expression of B7-H3 and IL-10 was identified on the cell membrane andin the cytoplasm. Expression of B7-H3 was observed in 90.60%(106/117) of the specimensand 80.34%(94/117) expressed IL-10. Patients with a positive B7-H3 or high IL-10 …,Molecular medicine reports,2013,27
A technology for rapid reconstruction of moss-dominated soil crusts,Shujun Xu; Chunsheng Yin; Ming He; Yan Wang,Reconstruction of moss-dominated soil crusts is crucial for ecological restoration. A desertmoss Tortula desertorum (Broth.); the main component of biological soil crusts in theGurbantunggut desert; was used to build a procedure for construction of moss-dominatedcrust. Micropropagation of desert mosses is a core technology to build biological soil crusts.Although the micropropagation of mosses has been extensively studied; little is known aboutthat of desert mosses. Effects of media; explants; and culture temperature on regenerationpotential of T. desertorum were investigated respectively in this study. The factors such asrelative humidity; light intensity; and photoperiod; which might take an important role in theregeneration and development of the desert moss T. desertorum; were optimized through anorthogonal test design. The life cycle of the desert moss T. desertorum in cultivation was …,Environmental engineering science,2008,27
Accident analysis model based on Bayesian Network and Evidential Reasoning approach,Yan Fu Wang; Min Xie; Kwai-Sang Chin; Xiu Ju Fu,Abstract In this paper; an accident analysis model is proposed to develop the cost-efficientsafety measures for preventing accidents. The model comprises two parts. In the first part; aquantitative accident analysis model is built by integrating Human Factors Analysis andClassification System (HFACS) with Bayesian Network (BN); which can be utilized to presentthe corresponding prevention measures. In the second part; the proposed preventionmeasures are ranked in a cost-effectiveness manner through Best-Fit method and EvidentialReasoning (ER) approach. A case study of vessel collision is analyzed as an illustration.The case study shows that the proposed model can be used to seek out accident causesand rank the derived safety measures from a cost-effectiveness perspective. The proposedmodel can provide accident investigators with a tool to generate cost-efficient safety …,Journal of Loss Prevention in the Process Industries,2013,26
The G1 phase arrest and apoptosis by intrinsic pathway induced by valproic acid inhibit proliferation of BGC-823 gastric carcinoma cells,Xia Zhao; Weihua Yang; Changwen Shi; Wanshan Ma; Jianing Liu; Yunshan Wang; Guosheng Jiang,Abstract Recent studies have demonstrated that the histone deacetylation level was closelyrelated to the genesis and development of tumors. Thus; activating histoneacetyltransferases and/or suppressing histone deacetylases (HDACs) can become anapproach for tumor chemotherapy. The histone acetylation regulation often results in theinhibition of cell proliferation; induction of cell apoptosis or differentiation; and cell cyclearrest in G1 phase. It has been demonstrated recently that the traditional anticonvulsantvalproic acid was an efficient class I HDAC inhibitor (HDACI); however; its antitumor effectand mechanisms on gastric cancers so far has not been elucidated clearly. In the presentstudy; gastric carcinoma cell lines BGC-823; HGC-27; and SGC-7901 were cultured withvalproic acid (VPA) in vitro. The cell morphology was observed by invert microscope; the …,Tumor Biology,2011,26
The prediction for gas chromatographic retention index of disulfides on stationary phases of different polarity,Yuhong Gao; Yawei Wang; Xiaojun Yao; Xiaoyun Zhang; Mancang Liu; Zhide Hu; Botao Fan,Abstract Quantitative structure–retention relationship (QSRR) models for the gaschromatographic (GC) Kaváts indices of disulfides on four different polarity stationary phasehave been developed. Semi-empirical quantum chemical method (AM1) implemented inhyperchem 4.0 was employed to calculate a set of molecular descriptors of 50 disulfides.The four stationary phases in the research were: Apiezon M; OV-17; Triton X-305 and PEG-1000. By using multiple linear regression (MLR); we obtained four empirical functions withhigh correlation coefficient (R 1= 0.995; R 2= 0.994; R 3= 0.990; R 4= 0.976). At the sametime; using Thin Plat Spline the Radial Basis Function neural networks models wereobtained with root mean squared error (RMS) of training set (RMS T1= 0.013351; RMS T2=0.012973; RMS T3= 0.023228; RMS T4= 0.020755) and RMS of validation set (RMS V1 …,Talanta,2003,26
Rapid epigenetic adaptation to uncontrolled heterochromatin spreading,Jiyong Wang; Bharat D Reddy; Songtao Jia,Abstract Heterochromatin; a highly compact chromatin state characterized by histone H3K9methylation and HP1 protein binding; silences the underlying DNA and influences theexpression of neighboring genes. However; the mechanisms that regulate heterochromatinspreading are not well understood. In this study; we show that the conserved Mst2 histoneacetyltransferase complex in fission yeast regulates histone turnover at heterochromatinregions to control heterochromatin spreading and prevents ectopic heterochromatinassembly. The combined loss of Mst2 and the JmjC domain protein Epe1 results inuncontrolled heterochromatin spreading and massive ectopic heterochromatin; leading tosevere growth defects due to the inactivation of essential genes. Interestingly; these cellsquickly recover by accumulating heterochromatin at genes essential for heterochromatin …,Elife,2015,25
Historical comparison of overall survival after hepatic resection for patients with large and/or multinodular hepatocellular carcinoma,Jian-Hong Zhong; Xue-Mei You; Shi-Dong Lu; Yan-Yan Wang; Bang-De Xiang; Liang Ma; Fei-Xiang Wu; Wei-Ping Yuan; Ying Chen; Le-Qun Li,From the Hepatobiliary Surgery Department; Affiliated Tumor Hospital of Guangxi MedicalUniversity; Nanning; PR China (J-HZ; X-MY; S-DL; Y-YW; B-DX; LM; F-XW; W-PY; L-QL); GuangxiLiver Cancer Diagnosis and Treatment Engineering and Technology Research Center;Nanning; PR China (J-HZ; X-MY; S-DL; Y-YW; B-DX; LM; F-XW; W-PY; L-QL); and Disease ClassificationDepartment; Affiliated Tumor Hospital of Guangxi Medical University; Nanning; PR China(YC) … Correspondence: Le-Qun Li; Hepatobiliary Surgery Department; Affiliated Tumor Hospitalof Guangxi Medical University; He Di Rd. #71; Nanning 530021; PR China (. e-mail:moc.361@aijgnipgnotix) … Copyright © 2015 Wolters Kluwer Health; Inc. All rightsreserved … This article has been corrected. See Medicine (Baltimore). 2015 September;94(37): 1 … This article has been cited by other articles in PMC.,Medicine,2015,24
Impact of diabetes mellitus on the prognosis of patients with hepatocellular carcinoma after curative hepatectomy,Yan-Yan Wang; Shan Huang; Jian-Hong Zhong; Yang Ke; Zhe Guo; Jia-Qi Liu; Liang Ma; Hang Li; Bing-Ning Ou; Le-Qun Li,Background: The influence of diabetes mellitus (DM) on the prognosis of patients withhepatocellular carcinoma (HCC) remains controversial. Here we investigated the impact ofDM on the prognosis of such patients after curative hepatectomy. Methods: A consecutivecohort of 505 patients with HCC (134 with DM; 371 without) underwent curative hepatectomywere retrospectively evaluated. Postoperative morbidity and mortality; overall survival (OS)and disease-free survival (DFS) were compared between patients with or without DM.Independent prognostic predictors were identified using the Cox proportional hazardsmodel. Results: Patients with or without DM showed similar morbidity and 30-and 90-daymortality after curative hepatectomy (all P> 0.05); as well as similar DFS at 1; 3; 5 years (P=0.781). However; the group of patients with DM showed significantly lower OS at 1; 3; 5 …,PloS one,2014,24
Vibrational spectra study on quinolones antibiotics,Yu Wang; Ke Yu; Sihuan Wang,Abstract In order to be able to fully understand and easily identify the quilonoles; wecollected IR and Raman spectra of six quinolones; and attempted to assign the attribution ofthe observed frequencies and their association with specific modes of vibration. According tothe structure; the compounds were divided into the groups; and the similarities anddifferences were further studied by comparing. The result of the study shows that thefrequency and intensity are comparable to the corresponding structure. The spectra not onlyhave the commonness but also the individualities.,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,2006,24
Study on the saturation absorption of cesium,Dong-Hai Yang; Yi-Qiu Wang,Abstract We studied the saturation absorption spectrum of Cs D 2 line in detail. All sixprincipal lines and six cross-over lines were observed. With three different pumping anddetecting schemes both normal and abnormal signals for cycling transition principal lineswere observed. Using rate equation the saturation absorption spectrum curves werecalculated. They agree with the experimental results well.,Optics Communications,1989,24
