Accelerating XPath location steps,Torsten Grust,Abstract This work is a proposal for a database index structure that has been specificallydesigned to support the evaluation of XPath queries. As such; the index is capable tosupport all XPath axes (including ancestor; following; preceding-sibling; descendant-or-self;etc.). This feature lets the index stand out among related work on XML indexing structureswhich had a focus on regular path expressions (which correspond to the XPath axeschildren and descendant-or-self plus name tests). Its ability to start traversals from arbitrarycontext nodes in an XML document additionally enables the index to support the evaluationof path traversals embedded in XQuery expressions. Despite its flexibility; the new index canbe implemented and queried using purely relational techniques; but it performs especiallywell if the underlying database host provides support for R-trees. A performance …,Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,638
Schema Validation and Type Annotation for Encoded Trees.,Torsten Grust; Stefan Klinger,Page 1. Schema Validation and Type Annotation for Encoded Trees Torsten Grust U Konstanz;Database Research Group Torsten.Grust@uni-konstanz.de S. Margherita di Pula—Sardinia;September 2004 7th EDBT Summer School on “XML and Databases” Page 2. A Purely RelationalXQuery Processing Stack • Need for efficient XPath evaluation drove development of stack:Page 3. A Purely Relational XQuery Processing Stack • Need for efficient XPath evaluation drovedevelopment of stack: SQL; relational algebra RDBMS Page 4. A Purely Relational XQueryProcessing Stack • Need for efficient XPath evaluation drove development of stack: XPathaccelerator Tree Encoding SQL; relational algebra RDBMS Page 5. A Purely Relational XQueryProcessing Stack • Need for efficient XPath evaluation drove development of stack: staircasejoin XPath Axes XPath accelerator Tree Encoding …,XIME-P,2004,8
First-class functions for first-order database engines,Torsten Grust; Alexander Ulrich,Abstract: We describe Query Defunctionalization which enables off-the-shelf first-orderdatabase engines to process queries over first-class functions. Support for first-classfunctions is characterized by the ability to treat functions like regular data items that can beconstructed at query runtime; passed to or returned from other (higher-order) functions;assigned to variables; and stored in persistent data structures. Query defunctionalization is anon-invasive approach that transforms such function-centric queries into the data-centricoperations implemented by common query processors. Experiments with XQuery andPL/SQL database systems demonstrate that first-order database engines can faithfully andefficiently support the expressive" functions as data" paradigm.,arXiv preprint arXiv:1308.0158,2013,7
Pathfinder: A relational query optimizer explores xquery terrain,Jan Rittinger; Jens Teubner; Torsten Grust,Abstract Relational encodings of the static aspects of the XQuery data model; ie; tabularrepresentations for XML documents and ordered sequences of items; are widely used today.Since 2002; the Pathfinder and MonetDB/XQuery companion projects [BGvK+ 06] pursuethe primary goal to also embrace the complete dynamic semantics of XQuery (expressionevaluation and runtime aspects) with the help of relational database systems. In earlier work[GT04]; we have shown that relational algebra makes for a suitable target language in anXQuery compiler. This purely relational approach to XQuery inherits the scalabilityadvantages of the underlying relational database back-end and makes proven optimizationtechniques immediately applicable to the construction of XQuery processors.MonetDB/XQuery; an open-source system that implements this approach; is found among …,In Proc. of the 2007 BTW Conference (Datenbanksysteme für Business; Technologie und Web,2007,7
Algebraic data types for language-integrated queries,George Giorgidze; Torsten Grust; Alexander Ulrich; Jeroen Weijers,Abstract The seamless integration of relational databases and programming languagesremains a major challenge. Mapping rich data types featured in general-purposeprogramming languages to the relational data model is one aspect of this challenge. Wepresent a novel technique for mapping arbitrary (nonrecursive) algebraic data types to arelational data model; based on previous work on the relational representation of nestedtables. Algebraic data types may be freely constructed and deconstructed in queries andmay show up in the result type. The number of relational queries generated is small andstatically determined by the type of the query. We have implemented the mapping in theDatabase Supported Haskell (DSH) library.,Proceedings of the 2013 workshop on Data driven functional programming,2013,6
Transformation lifecycle management with nautilus,Melanie Herschel; Torsten Grust,When developing data transformations—a task omnipresent in applications like dataintegration; data migration; data cleaning; or scientific data processing—developers quicklyface the need to verify the semantic correctness of the transformation. Declarativespecifications of data transformations; eg SQL or ETL tools; increase developer productivitybut usually provide limited or no means for inspection or debugging. In this situation;developers today have no choice but to manually analyze the transformation and; in case ofan error; to (repeatedly) fix and test the transformation. As a simple example; consider adeveloper who wonders why some products are missing from a SQL query result (making itobvious for him that the query is faulty). Possible reasons abound; eg were product tuplesfiltered by a particular selection or are expected join partners missing? Usually; the …,VLDB Workshop on the Quality of Data (QDB),2011,6
Loop-lifted staircase join: from XPath to XQuery,Peter Alexander Boncz; Torsten Grust; Maurice vanKeulen; Stefan Manegold; Jan Rittinger; Jens Teubner,textabstractVarious techniques have been proposed for efficient evaluation of XPathexpressions; where the XPath location steps are rooted in a single sequence of contextnodes. Among these techniques; the staircase join allows to evaluate XPath location stepsalong arbitrary axes in at most one scan over the XML document; exploiting the XPathaccelerator encoding (aka. pre/post encoding). In XQuery; however; embedded XPath sub-expressions occur in arbitrarily nested for-loops. Thus; they are rooted in multiple sequencesof context nodes (one per iteration). Consequently; the previously proposed algorithms needto be applied repeatedly; requiring multiple scans over the XML document encoding. In thiswork; we present loop-lifted staircase join; an extension of the staircase join that allows toefficiently evaluate XPath sub-expressions in arbitrarily nested XQuery iteration scopes …,Information Systems [INS],2005,6
Bridging the GAP between relational and native XML storage with staircase join,Jens Teubner; Maurice van Keulen; Torsten Grust,Several mapping schemes have recently been proposed to store XML data in relationaltables. Relational database systems are readily available and can handle vast amounts ofdata very efficiently; taking advantage of physical properties that are specific to the relationalmodel; like sortedness or uniqueness. Tables that originate from XML documents; however;carry some further properties that cannot be exploited by current relational query processors.We propose a new join algorithm that is specifically designed to operate on XML datamapped to relational tables. The staircase join is fully aware of the underlying tree propertiesand allows for I/O and cache optimal query execution. As a local change to the databasekernel; it can easily be plugged into any relational database and allows for variousoptimization strategies; eg selection pushdown. Experiments with our prototype; based on …,15. GI Workshop on Foundations of Database Systems,2003,6
Data-intensive XQuery debugging with instant replay,Torsten Grust; Jan Rittinger; Jens Teubner,Abstract We explore the design and implementation of Rover; a postmortem debugger forXQuery. Rather than being based on the traditional breakpoint model; Rover acknowledgesXQuery's nature as a functional language: the debugger follows a declarative debuggingparadigm in which a user is enabled to observe the values of selected XQuerysubexpressions. Rover has been designed to hook into Pathfinder; an XQuery compiler thatemits relational algebra plans for evaluation on commodity relational database back-ends.The debugger instruments the subject query with fn: trace () calls which; at query runtime;populate database tables with relational representations of XQuery item sequences. Thanksto Pathfinder's loop-lifting compilation strategy; a Rover trace (1) may span multiple XQueryfor iteration scopes and (2) allows for interactive debugging sessions that can arbitrarily …,Proceedings of the 4th international workshop on XQuery implementation; experience and perspectives,2007,5
Provenance for SQL through abstract interpretation: value-less; but worthwhile,Tobias Müller; Torsten Grust,Abstract We demonstrate the derivation of fine-grained where-and why-provenance for arich dialect of SQL that includes recursion;(correlated) subqueries; windows;grouping/aggregation; and the RDBMS's library of built-in functions. The approach relies onideas that originate in the programming language community---program slicing and abstractinterpretation; in particular. A two-stage process first records a query's control flow decisionsand locations of data access before it derives provenance without consultation of the actualdata values (rendering the method largely" value-less"). We will bring an interactivedemonstrator that uses this provenance information to make input/output dependencies inreal-world SQL queries tangible.,Proceedings of the VLDB Endowment,2015,4
A SQL Debugger Built from Spare Parts: Turning a SQL: 1999 Database System into Its Own Debugger,Benjamin Dietrich; Torsten Grust,Abstract We demonstrate a new incarnation of Habitat; an observational debugger for SQL.In observational debugging; users highlight parts of a presumably faulty query to observethe evaluation of SQL subexpressions and learn about the query's actual runtime behavior.The present version of Habitat has been redesigned from scratch and employs a queryinstrumentation technique that exclusively relies on the SQL facilities of the underlyingRDBMS. We particularly shed light on new features like (1) the debugging of recursive SQLqueries and (2) the observation of row groups (before and after aggregation). Habitat canturn any reasonably modern SQL: 1999 RDBMS into its own language-level SQL debugger.,Proceedings of the 2015 ACM SIGMOD International Conference on Management of Data,2015,4
An inflationary fixed point in XQuery,Loredana Afanasiev; Torsten Grust; Maarten Marx; Jan Rittinger; Jens Teubner,Abstract We introduce a controlled form of recursion in XQuery; inflationary fixed points;familiar in the context of relational databases. This imposes restrictions on the expressibletypes of recursion; but we show that inflationary fixed points nevertheless are sufficientlyversatile to capture a wide range of interesting use cases; including the semantics ofRegular XPath and its core transitive closure construct. While the optimization of generaluser-defined recursive functions in XQuery appears elusive; we will describe howinflationary fixed points can be efficiently evaluated; provided that the recursive XQueryexpressions exhibit a distributivity property. We show how distributivity can be assessedboth; syntactically and algebraically; and provide experimental evidence that XQueryprocessors can substantially benefit during inflationary fixed point evaluation.,Proc. of ICDE,2008,4
Supporting positional predicates in efficient XPath axis evaluation for DOM data structures,Torsten Grust; Jan Hidders; Philippe Michiels; Roel Vercammen; Maurice Van Keulen,Abstract In this technical report we propose algorithms for implementing the axes for elementnodes in XPath given a DOM-like representation of the document. First; we constructalgorithms for evaluating simple step expressions; withoout any (positional) predicates. Thetime complexity of these algorithms is at most O (l+ m) where l is the size of the input list andm the size of the output list. This improves upon results in [6] where also algorithms withlinear time complexity are presented; but these are linear in the size of the entire documentwhereas our algorithms are linear in the size of the intermediate results which are oftenmuch smaller. In a second phase we give a description of how the support for positionalpredicates can be added to the algorithms with a focus on maintaining the efficiency ofevaluation. Each algorithm assumes an input list that is sorted in document order and …,*,2004,4
The flatter; the better: Query compilation based on the flattening transformation,Alexander Ulrich; Torsten Grust,Abstract We demonstrate the insides and outs of a query compiler based on the flatteningtransformation; a translation technique designed by the programming language communityto derive efficient data-parallel implementations from iterative programs. Flattening admitsthe straightforward formulation of intricate query logic including deeply nested loops over(possibly ordered) data or the construction of rich data structures. To demonstrate the levelof expressiveness that can be achieved; we will bring a compiler frontend that acceptsqueries embedded into the Haskell programming language. Compilation via flattening takesplaces in a series of simple steps all of which will be made tangible by the demonstration.The final output is a program of lifted primitive operations which existing query engines canefficiently implement. We provide backends based on PostgreSQL and VectorWise to …,Proceedings of the 2015 ACM SIGMOD International Conference on Management of Data,2015,3
of Proceedings: Advances in Database Technology-EDBT 2006: 10th International Conference on Extending Database Technology,Ralf Schenkel; Martin Theobald,Abstract/Description: Relevance Feedback is an important way to enhance retrieval qualityby integrating relevance information provided by a user. In XML retrieval; feedback enginesusually generate an expanded query from the content of elements marked as relevant ornonrelevant. This approach that is inspired by text-based IR completely ignores thesemistructured nature of XML. This paper makes the important step from content-based tostructural feedback. It presents an integrated solution for expanding keyword queries withnew content; path; and document constraints. An extensible framework evaluates suchquery conditions with existing keyword-based XML search engines while allowing to easilyintegrate new dimensions of feedback. Extensive experiments with the established INEXbenchmark show the feasibility of our approach.,*,2006,3
PathFinder/MonetDB: XQuery-The Relational Way,Peter Boncz; Torsten Grust; M Keulen,Relational query processors are probably the best understood (as well as the bestengineered) query engines available today. Although carefully tuned to process instances ofthe relational model (tables of tuples); these processors can also provide a foundation forthe evaluation of “alien”(non-relational) query languages: if a relational encoding of the aliendata model and its associated query language is given; the RDBMS may act like a special-purpose processor for the new language. This demonstration features our XQuery compilerPathfinder; the continuation of our earlier work on a purely relational XPath and XQueryprocessing stack [4; 5; 6] in which we developed relational encodings and processingstrategies for the tree-shaped XML data model. The Pathfinder project is an exploration ofhow far we can push the idea of using mature RDBMS technology to design and build a …,Proc. of the 31st VLDB Conference,2005,3
Monoid Comprehensions as a Target for the Translation of OQL.,Torsten Grust,The rich type models that make object-oriented data models superior to their relationalantecedents have an impact on the query formalism that is needed to capture today'smodern object query languages; like ODMG's OQL [Cat95]. Instead of reintroducing theclassical object algebra operators for each of the bulk type constructors like set; bag; and list—which led to rather intractable algebras in recent approaches; especially suffering from typeconversion operators—the concept of a monoid can take the role of what the set played inthe relational model [WT91]. These simple algebraic structures; obeying a few simple laws;allow for a uniform treatment of collections and scalars. They therefore account for theintermix of bulk operations and general purpose computations (eg arithmetics) that modernquery languages feature. Comprehensions [Tri91] provide a convenient way to describe …,Grundlagen von Datenbanken,1996,3
Precision performance surgery for CostgreSQL: LLVM---based Expression Compilation; Just in Time,Dennis Butterstein; Torsten Grust,Abstract We demonstrate how the compilation of SQL expressions into machine code leadsto significant query runtime improvements in PostgreSQL 9. Our primary goal is to connectrecent research in query code generation with one of the most widely deployed databaseengines. The approach calls on LLVM to translate arithmetic and filter expressions intonative x86 instructions just before SQL query execution begins. We deliberately follow a non-invasive design that does not turn PostgreSQL on its head: interpreted and compiledexpression evaluation coexist and both are used to execute the same query. We will bringan enhanced version of PostgreSQL that exhibits notable runtime savings and providesvisual insight into exactly where and how execution plans can benefit from SQL expressioncompilation.,Proceedings of the VLDB Endowment,2016,2
Training arithmetic and orthography on a web-based and socially-interactive learning platform,Stephanie Roesch; Stefanie Jung; Stefan Huber; Christina Artemenko; Julia Bahnmueller; Juergen Heller; Torsten Grust; Hans-Christoph Nuerk; Korbinian Moeller,*,International Journal of Education and Information Technologies,2016,2
Die TUebinger LernPlattform zum Erwerb numerischer und orthografischer Kompetenzen (TULPE),Stefanie Jung; Stefan Huber; Juergen Heller; Torsten Grust; Korbinian Möller; Hans-Christoph Nuerk,Zusammenfassung. Digitale Medien haben nicht nur die Kinderzimmer erobert; sondernsind mittlerweile fester Bestandteil einer modernen Schulbildung. Der Einsatz von Online-Lernumgebungen und-spielen; in und außerhalb von pädagogischen Kontexten; erlaubt esselbst traditionelle Lerninhalte spielerisch und unabhängig von Ort und Zeit zu vermitteln.Die im Folgenden vorgestellte «TUebinger LernPlattform zum Erwerb numerischer undorthografischer Kompetenzen (TULPE)» bietet individuelles Lernen zentralerKulturtechniken auch außerhalb des Klassenraums. Mithilfe adaptiver Verfahren lassen sichdie Rechen-und Rechtschreibspiele der TULPE an individuelle Lernermerkmale anpassen:Zuerst wird in einer adaptiven Diagnostik der Lern-und Förderbedarf eingeschätzt.Entsprechend dieser Einschätzung können in einem zweiten Schritt Lernspiele adaptiert …,Lernen und Lernstörungen,2015,2
Provenance for SQL Based on Abstract Interpretation: Value-less; but Worthwhile,T Müller; T Grust,*,Proc. VLDB; Hawaii; USA,2015,2
An interactive web-based learning platform for arithmetic and orthography,STEFANIE Jung; STEPHANIE Roesch; STEFAN Huber; JÜRGEN Heller; TORSTEN Grust; H Nuerk; K Moeller,Abstract: Numeracy and literacy are key competencies in modern knowledge societies withinsufficient skills resulting in severe disadvantages on the individual and the societal level.Therefore; we are in urgent need for effective prevention and remediation programscorroborating numeracy and literacy. In the present article we describe the development andfirst evaluation of an interactive web-based learning platform for arithmetic and orthography;targeted at children after primary school. The web-platform hosts several training games forarithmetic and orthography for which general and specific training effects were found in afirst evaluation. Additionally; we describe how intra-and inter-individual adaptivity may beimplemented to the platform. In sum; results were promising for the use of web-basedlearning games to complement formal education.,Advances in Computers and Technology for Education–Proceedings of the 11th International Conference on Educational Technologies,2015,2
Functions are data too: defunctionalization for PL/SQL,Torsten Grust; Nils Schweinsberg; Alexander Ulrich,Abstract We demonstrate a full-fledged implementation of first-class functions for the widelyused PL/SQL database programming language. Functions are treated as regular data itemsthat may be (1) constructed at query runtime;(2) stored in and retrieved from tables;(3)assigned to variables; and (4) passed to and from other (higher-order) functions. Theresulting PL/SQL dialect concisely and elegantly expresses a wide range of new queryidioms which would be cumbersome to formulate if functions remained second-classcitizens. We include a diverse set of application scenarios that make these advantagestangible. First-class PL/SQL functions require featherweight syntactic extensions only andcome with a non-invasive implementation--the defunctionalization transformation--that canentirely be built on top of existing relational DBMS infrastructure. An interactive …,Proceedings of the VLDB Endowment,2013,2
XQuery processors,Torsten Grust; HV Jagadish; Fatma Özcan; Cong Yu,XML access control refers to the practice of limiting access to (parts of) XML data to onlyauthorized users. Similar to access control over other types of data and resources; XMLaccess control is centered around two key problems:(i) the development of formal models forthe specification of access control policies over XML data; and (ii) techniques for efficientenforcement of access control policies over XML data.,*,2009,2
Hybrid Strategies for Query Translation and Optimisation,Torsten Grust; Marc H Scholl,The advanced data models for PAS that make these systems superior to their table-orientedantecedents (RDBMS) have an impact on the formalisms that are needed to capture thesemodels and their appropiate query languages (eg. ODMG's OQL). Queries that are nested toarbitrary depth; path expressions; and complex predicates pose challenges on the querytranslation process. This work will identify generic (algebraic) operators that allow theefficient translation of such queries. These operators will account for the various bulk typesthe data models feature. Optimisation techniques have to be found; adapted; and validated.PAS query languages allow to mix operations on bulk types and scalars (just likeprogramming languages). Monad calculi treat bulk and scalar types in a uniform way; andallow for reasoning about arithmetics and general computation. This offers the …,*,1998,2
Behavioral and neurocognitive evaluation of a web-platform for game-based learning of orthography and numeracy,Mojtaba Soltanlou; Stefanie Jung; Stephanie Roesch; Manuel Ninaus; Katharina Brandelik; Jürgen Heller; Torsten Grust; Hans-Christoph Nuerk; Korbinian Moeller,Abstract Recent years have seen a considerable increase in informal educationalenvironments complementing formal educational settings such as schools. In this chapter;we will report results on the efficacy of a web-platform for game-based learning oforthography and numeracy. Besides the behavioral assessment of the platform; we focusedspecifically on neurocognitive changes due to training on the platform. These neurocognitivedata are particularly informative to understand how game-based learning leads toperformance improvements; and also might help us to develop new instructional designs.Our web-based platform hosts several learning games; aiming at fostering orthography andnumeracy skills. Learning games enable individual learning independent from formallearning environments—anytime and anywhere. Behavioral results revealed promising …,*,2017,1
The Best Bang for Your Bu (ck) g.,Benjamin Dietrich; Tobias Müller; Torsten Grust,ABSTRACT We report on our ongoing effort to develop observational debuggers for SQL.This debugging paradigm—in which the evaluation of selected subexpressions may be“spied on”—fits the nature of query languages; but may lead to observations whose size canoverwhelm users. Here; we tackle this challenge with the help of data provenance analysis.The analysis identifies exactly those input rows that are material in producing suspect queryoutputs. Running the debugger on such a minimized input will exclusively yield observationsthat are indeed relevant in understanding the bug.,EDBT,2016,1
Analysing the Entire Wikipedia History with Database Supported Haskell,George Giorgidze; Torsten Grust; Iassen Halatchliyski; Michael Kummer,Abstract In this paper we report on our experience of using Database Supported Haskell(DSH) for analysing the entire Wikipedia history. DSH is a novel high-level database queryfacility allowing for the formulation and efficient execution of queries on nested and orderedcollections of data. DSH grew out of a research project on the integration of databasequerying capabilities into high-level; general-purpose programming languages. It is anemerging trend that querying facilities embedded in general-purpose programminglanguages are gradually replacing lower-level database languages such as SQL aspreferred facilities for querying large-scale database-resident data. We relate this newapproach to the current practice which integrates database queries into analysts' workflowsin a rather ad hoc fashion. This paper would interest early technology adopters interested …,International Symposium on Practical Aspects of Declarative Languages,2013,1
A Database Coprocessor for Haskell,George Giorgidze; Torsten Grust; Tom Schreiber; Jeroen Weijers,Abstract. Relational database management systems (RDBMSs) provide the best understoodand most carefully engineered query processing infrastructure available today. However;RDBMSs are often operated as plain stores that do little more than reproduce stored dataitems for further processing outside the database host; in the general-purpose programminglanguage heap. One reason for this is that the aforementioned query processing capabilitiesrequire mastering of advanced features of query languages (eg; SQL) in addition to thegeneral-purpose language the application is programmed in. Moreover; the querylanguages are often inadequately integrated into the host programming language. One wayto solve these problems is to use RDBMSs as a coprocessor for general-purposeprogramming languages; for those program parts that carry out data-intensive and data …,Proc. IFL. Springer,2010,1
Jump Through Hoops to Grok the Loops,Torsten Grust; Jan Rittinger,ABSTRACT What remains if you remove XML trees and node construction; XPath locationpath traversal; atomization; and all other XML-inflicted concepts from XQuery?—Wedescribe how the design of the database-supported XQuery processor Pathfinder has beencentered around the compilation of the language's core side effect-free iteration construct;for; a concept that XQuery shares with many (data-intensive) languages; eg; SQL; Linq;Links; Ruby; and Haskell's or Python's list comprehensions. The compiler implements looplifting; a compilation technique that lets a relational database back-end fully realize—andbenefit from—the independence of the individual iterations of a for loop. We explore usefulextensions and special cases of loop lifting and will see how XQuery 1.1's proposedwindowed iteration construct forseq may be grokked this way—this also uncovers …,Proc. of the 5th Int’l ACM SIGMOD Workshop on XQuery Implementation; Experience; and Perspectives (XIME-P),2008,1
06472 Abstracts Collection--XQuery Implementation Paradigms,Peter A Boncz; Torsten Grust; Jérôme Siméon; Maurice van Keulen,Abstract From 19.11. 2006 to 22.11. 2006; the Dagstuhl Seminar 06472``XQueryImplementation Paradigms''was held in the International Conference and Research Center(IBFI); Schloss Dagstuhl. During the seminar; several participants presented their currentresearch; and ongoing work and open problems were discussed. Abstracts of thepresentations given during the seminar as well as abstracts of seminar results and ideas areput together in this paper. The first section describes the seminar topics and goals ingeneral. Links to extended abstracts or full papers are provided; if available.,Dagstuhl Seminar Proceedings,2007,1
Advances in Database Technology-EDBT 2000: 7th International Conference on Extending Database Technology Konstanz; Germany; March 27-31; 2000 Proceedi...,Carlo Zaniolo; Peter C Lockemann; Marc H Scholl; Torsten Grust,EDBT 2000 is the seventh conference in a series dedicated to the advancement of databasetechnology. This year's conference special theme;\Connect Millions of Users and DataSources;" underscores the importance of databases for the information age that is dawningwith the new millennium. The importance-rives not just from the observation that theinformation age essentially rests on theconvergenceofcommunications; computing;andstorage. Equallyimportant; many of the concepts and techniques underlying the successof databasesystems have independent meaning and impact for today's distributedinformation s-tems. The papers in the volume should also be seen in this light. The EDBT2000 conference program includes 30 research papers selected by the program committeeout of 187 submissions; covering advances in research; development; and applications of …,*,2003,1
Bridging the Gap Between Relational and Native XML Storage with Staircase Join,Torsten Grust; Jens Teubner; H Höpfner; G Saake; E Schallehn,*,*,2003,1
Take everything from me; but leave me the comprehension: invited talk,Torsten Grust,Abstract For more than twenty years now I am roaming the frontier between the databasequery and programming language fields. During all that time; one trusty companion hasnever let me down: the comprehension. Its elegant; concise syntactic form and flexiblesemantics render it one of the most versatile tools in query and collection processing;analysis; transformation; and optimization. I will highlight a variety of places where the DBPLcommunity has dependend on comprehensions-and will also point out how existing workmight have turned out differently if it would have embraced comprehensions.Comprehensions glue DB and PL together. Give them a proper hug the next time youencounter them.,Proceedings of The 16th International Symposium on Database Programming Languages,2017,*
DDO-Free XQuery,Hiroyuki Kato; Yasunori Ishihara; Torsten Grust,Abstract XQuery has an order-sensitive semantics in the sense that it requires nodes to besorted in document order without duplicates (or in Distinct Document Order; DDO for short).This paper shows that for a given XQuery expression and a nested-relational DTD; the inputexpression can be transformed into an expression that can be evaluated without---potentially costly---ordering operations even if the input query requires its result to be inDDO. To this end; we propose an XQuery transformation algorithm that consists of simplerewriting rules. The basic idea is inspired by a generate-and-test approach as commonlyused for solving search problems. We apply this approach when constructing thetransformed expression: first; a skeleton query is prepared for the generate phase. Thisskeleton query can be evaluated without DDO; but it has the ability to return all nodes in …,Proceedings of The 16th International Symposium on Database Programming Languages,2017,*
Invest Once; Save a Million Times–LLVM-based Expression Compilation in PostgreSQL,Dennis Butterstein; Torsten Grust,Butterstein; D. & Grust; T.; (2017). Invest Once; Save a Million Times – LLVM-based ExpressionCompilation in PostgreSQL. In: Mitschang; B.; Nicklas; D.; Leymann; F.; Schöning; H.;Herschel; M.; Teubner; J.; Härder; T.; Kopp; O. & Wieland; M. (Hrsg.); Datenbanksysteme fürBusiness; Technologie und Web (BTW 2017). Gesellschaft für Informatik; Bonn. (S.623-624) … Gesellschaft für Informatik eV (GI); Kontakt: Geschäftsstelle der GI Diese DigitalLibrary basiert auf DSpace … Gesellschaft für Informatik eV (GI); Kontakt: Geschäftsstelle derGI Diese Digital Library basiert auf DSpace.,Datenbanksysteme für Business; Technologie und Web (BTW 2017),2017,*
Bachelor Thesis in Computer Science,Nadejda Ismailova; Torsten Grust; Tobias Müller,Abstract Data Provenance describes the origins of data. In this thesis we propose anapproach of computing data provenance when data of interest is created by a Pythonprogram and present a tool implementing this approach. In implementing the tool; we adoptthe following idea. In the first step; the program is instrumented to log data. In the secondstep; the code is analyzed with respect to the logged data and provenance information iscomputed. A novel aspect of this work is instrumentation and analysis of the bytecode of thegiven Python program with the aim of computing data provenance. i,*,2015,*
Dagstuhl Reports; Vol. 4; Issue 12 ISSN 2192-5283,Dieter Gollmann; Cormac Herley; Vincent Koenig; Wolter Pieters; Martina Angela Sasse; Gilles Barthe; Michael Hicks; Florian Kerschbaum; Dominique Unruh; James Cheney; Torsten Grust; Dimitrios Vytiniotis; Jane Hillston; Jeremy Pitt; Martin Wirsing; Franco Zambonelli,Socio-Technical Security Metrics (Dagstuhl Seminar 14491) Dieter Gollmann; CormacHerley; Vincent Koenig; Wolter Pieters; and Martina Angela Sasse ...............................................… The Synergy Between Programming Languages and Cryptography (Dagstuhl Seminar14492) Gilles Barthe; Michael Hicks; Florian Kerschbaum; and Dominique Unruh ....... 22 …Programming Languages for Big Data (PlanBig) (Dagstuhl Seminar 14511) James Cheney;Torsten Grust; and Dimitrios Vytiniotis .......................... 48 … Collective Adaptive Systems: Qualitativeand Quantitative Modelling and Analysis (Dagstuhl Seminar 14512) Jane Hillston; JeremyPitt; Martin Wirsing; and Franco Zambonelli ............. 68 … Published online and open accessby Schloss Dagstuhl – Leibniz-Zentrum für Informatik GmbH; Dagstuhl Publishing;Saarbrücken/Wadern; Germany. Online available at http://www.dagstuhl.de/dagpub/2192 …,*,2015,*
Programming Languages for Big Data (PlanBig)(Dagstuhl Seminar 14511),James Cheney; Torsten Grust; Dimitrios Vytiniotis,Abstract This report documents the program and the outcomes of Dagstuhl Seminar 14511"Programming Languages for Big Data (PlanBig)". The seminar was motivated by recentdevelopments in programming languages; databases; machine learning; and cloudcomputing; and particularly by the opportunities offered by research drawing on more thanone of these areas. Participants included researchers working in each of these areas andseveral who have previously been involved in research in the intersection of databases andprogramming languages. The seminar included talks; demos and free time for discussion orcollaboration. This report collects the abstracts of talks and other activities; a summary of thegroup discussions at the seminar; and a list of outcomes.,Dagstuhl Reports,2015,*
Thinking Functionally with Haskell by Richard Bird; Cambridge University Press; 2014.,Torsten Grust,With Thinking Functionally in Haskell Richard Bird steps up to continue a family of textbookclassics. Bird and Wadler jointly started the series with two editions of Introduction toFunctional Programming (in Haskell) in 1988 and 1998; respectively. Let me begin with theoutright spoiler that I think that this third edition breathes new life into the series and indeedpresents a worthy continuation. The 12 chapters of the 340-page volume contain morematerial than most layouts of a one-term introductory course on functional programming canaccommodate. If the many exercises are considered in depth and a discussion of Haskell-specifics is added (more on both points below); we hold the syllabus of a two-term course inour hands. According to the blurb; the book addresses first-or second-year undergraduates. Iagree; but gained the impression that true programming novices would probably struggle …,Journal of Functional Programming,2015,*
Bachelor Thesis in Computer Science in Media,Janek Bettinger; Torsten Grust; Tobias Müller,Abstract Data provenance is a research topic dealing with the origins of generated data. Analready existing tool by the Database Research Group of the University of Tübingencomputes provenance relations of Python programs and outputs its results in the relationaldata format.,*,2014,*
FerryLeaks-A Web-based Editor for the Table Algebra,Patrick Brosi; Torsten Grust; Jeroen Weijers; Dipl-Inf Manuel Mayr,Abstract The Ferry language can be mapped to a growing number of programminglanguages; providing them with the ability to process large amounts of data on an externalDBMS like PostgreSQL or IBM DB2. For SQL compilation; Ferry utilizes Pathfinder; using anXML representation of the query plan bundle as an intermediary. As Ferry is being furtherdeveloped and the number of supported languages grows; debugging these intermediateplans becomes essential. In this thesis; we present a web-based editor for manipulating;evaluating and validating query plans-FerryLeaks. It was created with the Google WebToolkit which allows the cross-compilation of Java code to JavaScript. The editor's usage; itsimplementation; installation and possible extension are discussed in this work. i,*,2011,*
Relational Algebra: Mother Tongue: XQuery: Fluent [[Elektronische Ressource]],Torsten Grust; Jens Teubner,*,*,2011,*
Staircase Join: Teach a Relational DBMS to Watch Its (Axis) Steps [[Elektronische Ressource]],Torsten Grust; Maurice van Keulen; Jens Teubner,*,*,2011,*
Der Lehrstuhl für Datenbanksysteme am Wilhelm-Schickard-Institut der Universität Tübingen,Torsten Grust,Müsste der Lehrstuhl seinen Fokus in der Forschung in 140 Zeichen über Twitter mitteilen;würde die Nachricht wohl Aspekte der Übersetzung; Einbettung; effizienten Ausführung unddes Verstehens (Debugging) ausdruckskräftiger; deklarativer Datenbanksprachen lauten. 1Tatsächlich bewegt sich unsere Forschungstätigkeit vor allem in einem spannendenGrenzgebiet; das zwischen relationaler Datenbanktechnologie und den (funktionalen)Programmiersprachen liegt. Während der Lehrstuhlinhaber und die meistenwissenschaftlichen Mitarbeiter einen klassischen Datenbankhintergrund besitzen; sindunsere neuesten Verpflichtungen–George Giorgidze und Jeroen Weijers–gezielt in derFunctional Programming Community gesucht und gefunden worden. Eine Vielzahl vonTechniken; die innerhalb dieser Community entwickelt wurden; sind sehr relevant; wenn …,Datenbank-Spektrum,2010,*
URI,In der Bibliografie; KOPS Diese; KOPS Mein,*,*,2008,*
