Extension de l'analyse en composantes principales à des données de type intervalle,Pierre Cazes; Ahlame Chouakria; Edwin Diday; Y Schektrman,Cazes P.L'analyse de certains tableaux rectangulaires décomposés en blocs : généralisationdes propriétés rencontrées dans l'analyse des correspondances multiples. II Questionnaires: variantes de codages et nouveaux calculs de contributions. Les Cahiers de l'analyse desdonnées. Vol. V; n°4; pp. 387- 403; 1980 … Cazes P.L'analyse de certains tableaux rectangulairesdécomposés en blocs : généralisation des propriétés rencontrées dans l'analyse des correspondancesmultiples. IV Cas modèles. Les Cahiers de l'analyse des données. Vol. VI; n°2; pp. 135-143;1981 … Chouakria A.; Diday E.; Cazes P.Extension of Principal Components Analysis to intervaldata. NTTS '95 : New Techniques and Technologies for Statistics; Bonn; novembre 1995 …Chouakria A.; Cazes P.; Diday E.Extension de l'analyse factorielle des correspondances multiplesà des données de type intervalle et de type ensemble. SFC 96 : Actes de la 3ème …,Revue de Statistique appliquée,1997,176
Techniques declassification pour l'identification et la prédiction non intrusive de l'état des charges dans le bâtiment.,Cristian NICHITA; Bruno SARENI; Dirk BENYOUCEF; Hamid BEN AHMED; Ahlame DOUZAL; Seddik BACHA; Vincent DEBUSSCHERE,From the inhabitants point of view; an energy management system applied to loads inbuildings lets customers adjust their energy consumption according to an expected level ofcomfort; energy prices variations and sometimes environmental impacts (for example CO2equivalent emissions). Such demand side management strategies need an accurateevaluation of the amount of energy that can be controlled and through which loads.Therefore; identifying the usage of each appliance is one of the core issues in the field ofsmart buildings energy management. From the smart grid point of view; receivinginformation on the usages of appliances (especially deferrable loads) helps to manage theenergy distribution [Strasser 2013; Palensky 2011]; especially for the integration of morefluctuating energy sources (ie renewable). The energy management depends on …,*,2014,*
Support Vector Machine for Classification and Regression,Ahlame Douzal,Let (x1; y1);...;(xm; ym) be m points; xi∈ H Assume a binary classification of linearlyseparable points (non separable to see later) Let HP be a separable hyperplan of directionw The trick: yi=+ 1 (vs. yi=− 1) for points belonging to the side of direction w (vs. oppositedirection to w),*,2013,*
New temporal matching strategies for time series discrimination,Cedric Frambourg; Ahlame Douzal-Chouakria; Eric Gaussier,In real applications it is not rare for time series of the same class to exhibit dissimilarities intheir overall behaviors; or that time series from different classes have slightly similarshapes\cite {DouzalPR}. To discriminate between such challenging time series; we presenta new approach for training discriminative matching that connects time series with respect tothe commonly shared features within classes; and the greatest differential across classes.For this; we rely on a variance/covariance criterion to strengthen or weaken matchedobservations according to the induced variability within and between classes. In this paper;learned discriminative matching is used to define a locally weighted time series metric;which restricts time series comparison to discriminative features. The relevance of theproposed approach is studied through a nearest neighbor time series classification on …,European Conference on Data Analysis,2013,*
Variance/Covariance extension for time series discrimination,Cédric Frambourg; Ahlame Douzal-Chouakria; Éric Gaussier; Jacques Demongeot,For time series discrimination; the main idea behind the proposed approach is to use avariance/covariance criterion to strengthen or weaken aligned observations according totheir contribution to the variability within and between classes. To this end; the classicalvariance/covariance expression is extended to a set of time series; as well as to a partition oftime series.,*,2013,*
Vertices Principal Components Analysis,A Chouakria; E Diday; P Cazes,Abstract: We propose; in the framework of the Symbolic Data Analysis (Diday 89); a newmethod which takes as input an array of objects described by interval data (Cazes & al. 97).In the factorial space; objects are described by an interval type principal components. It istherefore; represented in the factorial plane by a rectangle; a segment or a point. Theinterpretation parameters are generalised accordingly. An additional iterative subroutine isproposed to give a rectangular representation which takes into account the relativecontributions of the objects. An application on" face's recognition" is provided to illustrate theeffectiveness of the proposed whole method.,Advances in Data Science and Classification: Proceedings of the 6th Conference of the International Federation of Classification Societies (IFCS-98) Università “La Sapienza”; Rome; 21–24 July; 1998,2013,*
Guest Reviewers; Journal of Classification Volume 30; 2013,Ahmed Albatineh; Bettina Grün; Anthony Bagnall; Christian Hennig; Jean-Patrick Baudry; Herbert Hoijtink; Adi Ben-Israel; Joshua Zhexue Huang; Jos ten Berge; Lyn Hunt; Patrice Bertrand; François Husson; Giuseppe Bove; Huengsun Hwang; Paula Brito; Guoli Ji; Ivo Bukovsky; Marcel Jirina; Efstathia Bura; Eamonn Keogh; Robert Burduk; Jon Kettenring; Francesco Camastra; Mao Kezhi; Loic Cerf; Wan-Jui Lee; Eva Ceulemans; Jing Lei; Domenic Cicchetti; Drew Linzer; Marcella Corduas; Rosaria Lombardo; Christopher Croux; Ann Maharaj; Carles Cuadras; Vladimir Makarenkov; Antonio D'Ambrosio; Sebastián Maldonado; Theodoros Damoulas; Dave Marchette; Sophia Daskalaki; Eric Matzner-Løber; Paul de Boeck; Cathy Maugis; Taoufiq Dkaki; Paul McNicholas; Ahlame Douzal; Irini Moustaki; Dave Dubin; Jesús Navarro; Pierpaolo D'Urso; Wei Pan; Paul Eilers; Eric Peek; Jochen Einbeck; Domenico Piccolo; Randy Eubank; Roel Popping; Silvia Figini; Adrian Raftery; Paolo Giordani; David Rocke; Sergio Gomez; Maria Ruiz; Patrick Groenen; John Ruscio,REVIEWERS. Full Text. Journal of Classification. DOI: 10.1007/s00357-012-9142-7. REVIEWERS.Guest Reviewers; Journal of Classification Volume 30; 2013. In addition to the members of theEditorial Board; the individuals listed below refereed manuscripts that were submitted to the journal.Their assistance is gratefully acknowledged. Ahmed Albatineh Bettina Grn. Anthony BagnallChristian Hennig Jean-Patrick Baudry Herbert HoijtinkAdi Ben-Israel Joshua Zhexue HuangJos ten Berge Lyn HuntPatrice Bertrand Franois Husson Giuseppe Bove Huengsun Hwang PaulaBrito Guoli JiIvo Bukovsky Marcel Jirina Efstathia Bura Eamonn Keogh Robert Burduk JonKettenring Francesco Camastra Mao KezhiLoic Cerf Wan-Jui LeeEva Ceulemans …,Journal of Classification,2013,*
Contributions à l’analyse de données temporelles,Ahlame Douzal,Page 1. Contributions à l'analyse de données temporelles Ahlame Douzal AMA Laboratoired'Informatique de Grenoble Université Joseph Fourier 29 Novembre 2012 Page 2. IntroductionAhlame Douzal (AMA-LIG-UJF) Analyse de données temporelles 29 Novembre 2012 2 / 42 Page3. Données temporelles Définition - Un cas particulier de données de séquences : - une suiteordonnée d'observations - critère d'ordre temporel Omniprésence des données temporelles -Analyse de comportements d'utilisateurs du web - Analyse de l'évolution structurelle ouinformationnelle au sein de réseaux sociaux - Analyse de courbes de charge de consommationd'énergie - Analyse de données issues de réseaux de capteurs Ahlame Douzal (AMA-LIG-UJF)Analyse de données temporelles 29 Novembre 2012 3 / 42 Page 4. Données temporelles …,*,2012,*
Mémoire de synthèse,Ahlame Douzal,Ce document présente une synthèse de mes travaux de recherche dont l'objectif est l'étudede nouvelles approches et de techniques pour l'analyse et l'extraction de connaissances àpartir de données temporelles. Ces travaux s' inscrivent principalement dans les domainesde l'analyse des données et de l'apprentissage automatique. Par données temporelles; jedésigne des données numériques évoluant dans le temps; dites communément sériestemporelles; ou des suites chronologiques de données symboliques dites séquencestemporelles. Plus généralement; on désigne par données de séquences toute collection dedonnées ordonnées selon un critère qui peut être sémantique; biologique; temporel ouautre; c'est le cas; par exemple; des séquences de mots dans un texte; on parle alors d'ordresyntaxique; de séquences d'acides aminés composant une chaine d'ADN ou de peptides …,*,2012,*
Adaptive split test for multivariate time series classification trees,Ahlame Douzal-Chouakria; Cécile Amblard,This paper proposes an extension of the classification trees to time series input variables. Anew split criterion based on time series proximities is introduced. First; it relies on anadaptive (ie; parametrized) time series metric to cover both behavior and values proximities.The metric's parameters may change from one internal node to another to best bisect the setof time series. Second; it involves the automatic extraction of the most discriminating sub-sequences. The proposed time series classification tree is applied to a wide range ofdatasets: public and new; real and synthetic; univariate and multivariate data. We show;through the carried out experiments; that the proposed tree outperforms temporal trees usingstandard time series distances; and leads to good performances compared to othercompetitive time series classifiers.,CAp 2012-Conférence Francophone sur l'Apprentissage Automatique,2012,*
Learning time series dissimilarities,Ahlame Douzal-Chouakria; Cédric Frambourg; Éric Gaussier; Jacques Demongeot,In many classication approaches; time series comparison requires the time series to bealigned. Numerous strategies for temporal alignments have been proposed in the literature;they intend to t observations to make compared time series as close as possible (eg;Rodrigue et al.(2004); Shou et al.(2005); Navarro (2001); Nanopoulos et al.(2001)). In theframework of time series discrimination; this work focuses on learning time series alignmentsby connecting the commonly shared temporal features within clusters (ie; higher clusterscohesion); and the greatest dierences between clusters (ie; higher clusters isolation). A newtime series alignments approach supervised by a variance/covariance criterion is proposed.The core of the alignment strategy is based on strengthening or weakening links accordingto their contribution to the variability within and between classes. To this end; the classical …,GfKl 2011-Joint Conference of the German Classification Society,2011,*
Un modèle génératif pour la comparaison de métriques en classification de profils d'expression de gènes,Ahlame Douzal-Chouakria; Françoise Giroud,La prolifération cellulaire traduit le processus cyclique de division des cellules responsablede la croissance des tissus. Un tissu tumoral peut alors être caractérisé par la présence decellules cancéreuses qui présentent une prolifération anormale. Ce papier s' intéresse à laclassification des gènes différentiellement activés au cours du processus de divisioncellulaire. Les gènes étudiés ici sont décrits par leurs profiles d'expression (c-à-d desdonnées temporelles d'expression de gènes) tout au long de 3 cycles cellulaires successifs.Le travail présenté concerne l'évaluation de l'efficacité de 4 métriques majeures pour laclassification et le classement des profiles d'expression de gènes. Il est basé sur la mise enoeuvre d'un modèle périodique aléatoire pour la simulation de gènes d'expression cycliqueau long du cycle de division cellulaire. Le modèle traduit les événements cycliques de …,CAp 2011-Conférence Francophone d'Apprentissage,2011,*
Guest Reviewers; Journal of Classification Volume 28; 2011,Kohei Adachi; Ahmed Albatineh; Gerald Albaum; Marco Alfo; Carolyn J Anderson; Elizabeth Ayers; Mohammed Bennani Dosse; Ulf Böckenholt; Dan Bolt; Andrew Bradley; Patrick Bradley; Pierre Cazes; Hua-Hua Chang; Lisha Chen; Victor Chepoi; Filip Cools; Marcella Corduas; Carles Cuadras; Ying Cui; Mike Dallwitz; Edwin Diday; Jeff Douglas; Ahlame Douzal; Pierpaolo D'Urso; Reza Ebrahimpour; Jochen Einbeck; Daniel Ennis; Peter Filzmoser; Francisca Galindo-Garre; Sergio Gomez; Patrick Groenen; Alain Guénoche; Brian Habing; Christian Hennig; Robert Henson; John Hinde; Mark Holder; Steve Horvath; Salvatore Ingrassia; Julie Josse; Brian Junker; Ron Kenett; Rudolf Kruse; Berthold Lausen; Israel-César Lerman; Baoli Li; Huan Liu; Ying Liu; Sugnet Lubbe; David Mackay; Vladimir Makarenkov; Paul McNicholas; Rob Meijer; Giovanna Menardi; Brendan Murphy; M Narasimha Murty; Alejandro Murua; Danh Nguyen; Roger Payne; Francisco Pinto; Roel Popping; Francisco Prieto; Maria Rizzo; Fabrice Rossi; Roberto Ruiz; Andre Rupp; Mika Sato-Ilic; Andreas Spillner,In addition to the members of the Editorial Board; the individuals listed below refereed manuscriptsthat were submitted to the journal. Their assistance is gratefully acknowledged … Kohei AdachiAhmed Albatineh Gerald Albaum Marco Alfo Carolyn J. Anderson Elizabeth Ayers MohammedBennani Dosse Ulf Böckenholt Dan Bolt Andrew Bradley Patrick Bradley Pierre Cazes Hua-HuaChang Lisha Chen Victor Chepoi Filip Cools Marcella Corduas Carles Cuadras Ying Cui MikeDallwitz Edwin Diday Jeff Douglas Ahlame Douzal Pierpaolo D'Urso Reza Ebrahimpour JochenEinbeck Daniel Ennis Peter Filzmoser Francisca Galindo-Garre Sergio Gomez Patrick GroenenAlain Guénoche Brian Habing Christian Hennig … Robert Henson John Hinde Mark HolderSteve Horvath Salvatore Ingrassia Julie Josse Brian Junker Ron Kenett Rudolf Kruse BertholdLausen Israel-César Lerman Baoli Li Huan Liu Ying Liu Sugnet Lubbe David Mackay …,Journal of Classification,2011,*
Guest Reviewers; Journal of Classification Volume 26; 2009,Ash Abebe; Kohei Adachi; Mohammed Al-Rawwash; Marco Alfo; Amjad Al-Nasser; Andres Alonso; Tomas Aluja-Banet; Pietro Amenta; Carolyn J Anderson; Avner Bar-Hen; Eric Beh; Mohammed Bennani Dosse; Nicole Blackman; Hamparsum Bozdogan; Eugenio Brentari; Paula Brito; Jorge Caiado; Daniela Calò; Gilles Celeux; Andrea Cerioli; Edgar Chávez; Victor Chepoi; Hugh Chipman; Moody Chu; Enrico Ciavolino; Renato Coppi; Anthony Coxon; Carles Cuadras; Luigi D'Ambra; Mark De Rooij; Jules de Tibeiro; Patrick Doreian; Ahlame Douzal; Dave Dubin; Robert Duin; Rob Eisinga; Michael Escobar; Alessio Farcomeni; Holmes Finch; Michele Gallo; Anil Ghosh; Robert Gilchrist; Boris Goldengorin; Jan Graffelman; Michael Greenacre; Kshanti Greene; Alain Guénoche; Brent Henderson; A Hervieu; Krzysztof Jajuga; Harry Joe; Sebastian Kaiser; Ron Kenett; Sabine Krolak-Schwerdt; Yves Lechevallier; Herbert Lee; Wei-Yuan Lin; Luigi Lombardi; Rosaria Lombardo; Elizabeth Maharaj; Smail Mahdi; Dave Marchette; John Mingers; Angela Montanari; Ab Mooijaart; Karl Mosler,In addition to the members of the Editorial Board; the individuals listed below refereed manuscriptsthat were submitted to the journal. Their assistance is gratefully acknowledged … Ash AbebeKohei Adachi Mohammed Al-Rawwash Marco Alfo Amjad Al-Nasser Andres Alonso TomasAluja-Banet Pietro Amenta Carolyn J. Anderson Avner Bar-Hen Eric Beh Mohammed BennaniDosse Nicole Blackman Hamparsum Bozdogan Eugenio Brentari Paula Brito Jorge Caiado DanielaCalò Gilles Celeux Andrea Cerioli Edgar Chávez Victor Chepoi Hugh Chipman Moody Chu EnricoCiavolino Renato Coppi Anthony Coxon Carles Cuadras Luigi D' Ambra Mark De Rooij Julesde Tibeiro Patrick Doreian Ahlame Douzal … Dave Dubin Robert Duin Rob Eisinga MichaelEscobar Alessio Farcomeni Holmes Finch Michele Gallo Anil Ghosh Robert Gilchrist Boris GoldengorinJan Graffelman Michael Greenacre Kshanti Greene Alain Guénoche Brent Henderson A …,Journal of Classification,2010,*
Guest Reviewers; Journal of Classification Volume 27; 2010,Kohei Adachi; Mohammed Al-Rawwash; Amjad Al-Nasser; Andres Alonso; Tomas Aluja-Banet; Pietro Amenta; Carolyn J Anderson; Elizabeth Ayers; Avner Bar-Hen; Eric Beh; Jos ten Berge; Wicher Bergsma; Christophe Biernacki; Nicole Blackman; Andrew Bradley; Eugenio Brentari; Paula Brito; François Brucker; Miroslav Burša; Martine Cadot; Gilles Celeux; Andrea Cerioli; Eva Ceulemans; Hugh Chipman; Enrico Ciavolino; Renato Coppi; Marcella Corduas; Anthony Coxon; Carles Cuadras; Luigi D'Ambra; Mark De Rooij; Jules de Tibeiro; Nema Dean; Ahlame Douzal; Alessio Farcomeni; Peter Filzmoser; Michele Gallo; Anil Ghosh; Robert Gilchrist; Boris Goldengorin; Kshanti Greene; Alain Guénoche; Christian Hennig; Zhexne Huang; Krzysztof Jajuga; Wenyu Jiang; Harry Joe; Matthew Johnson; Ian Jolliffe; Chris Jones; Ron Kenett; Eamonn Keogh; Ji-Hyun Kim; Frank Klawonn; Maria Kontaki; Rudolf Kruse; Herbert Lee; Rosaria Lombardo; Elizabeth Maharaj; Vladimir Makarenkov; Paul McNicholas; Angela Montanari; Brendan Murphy; Alejandro Murua; Georgi Nalbantov; Danh Nguyen; Liqiang Ni; Rebecca Nugent,In addition to the members of the Editorial Board; the individuals listed below refereed manuscriptsthat were submitted to the journal. Their assistance is gratefully acknowledged … Kohei AdachiMohammed Al-Rawwash Amjad Al-Nasser Andres Alonso Tomas Aluja-Banet Pietro AmentaCarolyn J. Anderson Elizabeth Ayers Avner Bar-Hen Eric Beh Jos ten Berge Wicher BergsmaChristophe Biernacki Nicole Blackman Andrew Bradley Eugenio Brentari Paula Brito FrançoisBrucker Miroslav Burša Martine Cadot Gilles Celeux Andrea Cerioli Eva Ceulemans Hugh ChipmanEnrico Ciavolino Renato Coppi Marcella Corduas Anthony Coxon Carles Cuadras Luigi D' AmbraMark De Rooij Jules de Tibeiro Nema Dean Ahlame Douzal … Alessio Farcomeni Peter FilzmoserMichele Gallo Anil Ghosh Robert Gilchrist Boris Goldengorin Kshanti Greene Alain GuénocheChristian Hennig Zhexne Huang Krzysztof Jajuga Wenyu Jiang Harry Joe Matthew …,Journal of Classification,2010,*
Local Factorial Analysis of Time Series.,Ahlame Douzal Chouakria; Nacer Hammami; Catherine Garbay,This paper focuses on the local analysis for the exploratory of multivariate time seriespartitioned into a priori classes. The studied structure includes two kinds of relationship: thetemporal relationship between observations of a same time series; and the membershiprelationship between time series belonging to a same class. According to that particularstructure; we explore two local analysis approaches based on two distinct neighborhoodmatrices.,International Statistical Institute,2007,*
Réduction de la dimension temporelle de séries multivariées par extraction des tendances locales,Ahlame Douzal Chouakria,L'application des méthodes d'analyse de données à des séries temporelles se trouve vitelimitée par le nombre souvent très élevé des observations composant les séries. Ce travailpropose une nouvelle technique de réduction de la dimension temporelle d'une sériemultivariée préservant la structure de variance-covariance; élément de base pour denombreuses méthodes d'analyse de données. Cette nouvelle technique est fondée surl'extraction des principales tendances locales composant la série et permet la conservationde la dimension temporelle des séries réduites. Les résultats de cette approche sontillustrés sur une application médicale en anesthésie-réanimation.,Extraction et gestion des connaissances,2006,*
Symbolic Factor Analysis,Hans-Hermann Bock; A Chouakria; P Cazes; E Diday,Abstract In the present chapter we propose an extension of the standard principalcomponent analysis method which takes as input a symbolic data matrix\underline X=(ξ _ ij)of interval type (Chouakria 1994; 1995; Cazes 1997; see section 3.2). Each 'value'ξ _ ij is aninterval containing all the possible values of the feature Y j for an object i∈ E (or i∈ Ω).Instead of representing each object i and its description xi by a single point on a factorialplane in R^ 2 (or R^ s) as in classical principal component analysis (PCA); the proposedmethod visualizes each object i by a rectangle in R^ 2. Whereas the classical PCA is brieflysketched in section 9.1; we describe our generalized method in section 9.2. Thereby; wepresent a typical example concerning oils and fats in order to illustrate the effectiveness ofthe proposed symbolic PCA method.,*,2000,*
Classification Trees for Time Series,Ahlame Douzal,Perform automatic extraction to extract the most discriminating sub-sequences (ie; segmentsof time series).,*,*,*
Temporal and frequential multiple metric learning for time series kNN classification,Cao-Tri Do123; Ahlame Douzal-Chouakria; Sylvain Marie; Michele Rombaut,Abstract. sn order to l ssify time seriesD m ny m hine le rning lE gorithms su hs the kxx lssifier require metri F e propose in this work fr mework to le rn om in tion of multiple metri sfor ro ust kxx l ssifierF his om ined metri in ludes oth tempor l@ v lue nd eh viorA nd frequentil omponentsF fy introdu ing the on ept of p irwise sp eD the om in tion fun tion is le rned inthis new sp e through 4l rge m rgin4 optimiz tion pro essF he e0 ien y of the le rned metri isomp red to the m jor ltern tive metri s on l rge pu li dt setsF,*,*,*
HAL,Ahlame Chouakria Douzal; P Nagabhushan,Abstract. This paper focuses on the Fréchet distance introduced by Maurice Fréchet in 1906to account for the proximity between curves (Fréchet (1906)). The major limitation of thisproximity measure is that it is based on the closeness of the values independently of thelocal trends. To alleviate this set back; we propose a dissimilarity index extending the aboveestimates to include the information of dependency between local trends. A synthetic datasetis generated to reproduce and show the limited conditions for the Fréchet distance. Theproposed dissimilar-ity index is then compared with the Fréchet estimate and resultsillustrating its efficiency are reported.,*,*,*
Basics on similarities; dissimilarities and metrics for time series data,Ahlame Douzal,Plan Time series structure Learning from time series: Motivation Proximity measures betweentime series References … Basics on similarities; dissimilarities and metrics for time series data… Ahlame Douzal (Ahlame.Douzal@imag.fr) http://ama.liglab.fr/~douzal/teaching.htmlAMA-LIG; Université Grenoble Alpes Mastere Big Data - 2016-2017 … Plan Time series structureLearning from time series: Motivation Proximity measures between time series References …Temporal Data sources Temporal proximity measures for time series analysis: MotivationValues-based proximity measures Behavior-based proximity measures Adaptive approachesUnified formalism for time series proximity measures … Plan Time series structure Learningfrom time series: Motivation Proximity measures between time series References … Definition- A kind of sequence data: - Ordered set of observations - Temporal order criterion,*,*,*
A multi-modal metric learning framework for time series kNN classification,Cao-Tri Do123; Ahlame Douzal-Chouakria; Sylvain Marié; Michèle Rombaut,*,*,*,*
Guest Reviewers; Journal of Classification Volume 32; 2015,Ahmed Albatineh; Michaela Hoffman; Carolyn J Anderson; Paul Honeine; Avner Bar-Hen; Joshua Zhexue Huang; Jos ten Berge; Eyke Hüllermeier; Simon Blanchard; Huengsun Hwang; Hans-Hermann Bock; Salvatore Ingrassia; Marco Bonetti; Marcel Jirina; Laine Bradshaw; Maria Kateri; Michael Brusco; Henk Kiers; Ivo Bukovsky; Piyush Kumar; Frank Busing; Olga Kunina-Habenicht; Francisco Carvalho; Berthold Lausen; Andrea Cerioli; Herbert Lee; Chia-Yi Chiu; Zhushan Li; Renato Cordeiro de Amorim; Patrick Mair; Marcella Corduas; JA Martin-Fernández; Jimmy de la Torre; Geoff McLachlan; Allan de Medeiros Martins; Paul McNicholas; Eugene Demidenko; Hao Men; Jeff Douglas; Edgar Merkle; Ahlame Douzal; Boris Mirkin; Ke-Lin Du; Morteza Monemizadeh; Dave Dubin; Vincent Moulton; Anuska Ferligoj; Brendan Murphy; Holmes Finch; Fionn Murtagh; Stephen France; Akinori Okada; Mikel Galar; Garritt Page; Kathleen Gates; Vivek Patel; Cynthia-Vera Glodeanu; Shyamal Peddada; Boris Goldengorin; Simoes Pereira; Patrick Groenen; Mark Reiser; Julia Handl; Roberto Rocci; Christian Hennig; F James Rohlf,Guest Reviewers; Journal of Classification Volume 32; 2015. Full Text. Journal of Classification32. DOI: 10.1007/s00357-015-. 9192-0. REVIEWERS. Guest Reviewers; Journal of ClassificationVolume 32; 2015. In addition to the members of the Editorial Board; the individuals listed belowrefereed manuscripts that were submitted to the journal. Their assistance is gratefullyacknowledged. Ahmed Albatineh Michaela Hoffman Carolyn J. Anderson Paul HoneineAvnerBar-Hen Joshua Zhexue Huang Jos ten Berge Eyke Hllermeier Simon Blanchard HuengsunHwang Hans-Hermann Bock Salvatore Ingrassia Marco Bonetti Marcel JirinaLaine BradshawMaria KateriMichael Brusco Henk KiersIvo Bukovsky Piyush KumarFrank Busing Olga Kunina …,*,*,*
HAL,Ahlame Douzal-Chouakria,Fāfriālānālysis aims frāfādTvisālizēThe Tāifēndsfā data set. The aim of this work is to extendprincipal component and correspondence analysis to interval data. In the first part of thiswork we present an cxtcnsion of principal component analysis to interval data; with orwithout field constraints. We propose two novel methods called the vertices method and thecenters method corresponding; respectively; to the within/between analysis and the betweenanalysis. These methods are first compared in a probabilistic case; then a link is madebetween the vertices method; the Statis method and the discriminent factorial analysis. In thesecond part of this work; we extend thc multiple correspondence method to interval data. Todo so; wc proposc three new fuzzy coding techniques for interval variables: cross-coding;vertices coding and coding without decomposition. The first two are based on the …,*,*,*
Guest Reviewers; Journal of Classification Volume 25; 2008,Herve Abdi; Sameer Agarwal; Ahmed Albatineh; Carolyn Anderson; François Bavaud; Michael Baxter; Mohammed Bennani; Jos ten Berge; Patrice Bertrand; Christophe Biernacki; Lynne Billard; Matevz Bren; Jorge Caiado; Daniela Calo; Edgar Chavez; Victor Chepoi; Vartan Choulakian; Damiana Constanzo; Renato Coppi; James Corter; Sarat Dass; John Daugman; Ahlame Douzal; Paul Eilers; Vincenzo Esposito; George Estabrook; Antoine de Falguerolles; Bernard Fichet; Maria Teresa Gallegos; Luis Ángel Garcia; Sanjoy Ghose; Sergio Gomez; Patrick Groenen; Andre Hardy; Vincent van Heuven; Herbert Hoijtink; Hajo Holzmann; Andreas Hotho; Heungsun Hwang; Peter Jupp; Maria Kateri; Jurij Kharin; Hirohisa Kishino; Joost Kok; Kees Koster; Pieter Kroonenberg; Damian Läge; Yves Lechevallier; Alan Liew; Jessica Lin; Ann Maharaj; Ranjan Maitra; Yannis Manolopoulos; Josep Martín-Fernandez; Buck McMorris; Iven van Mechelen; Boris Mirkin; Nicolas Molinari; Bernard Monjardet; Henry Martyn Mulder; Mohamed Nadif; Roberto Paredes; Vladimir Pestov; Joan Phillips; Rik Pieters; Mark de Rooij; Ronald Rousseau; Tamás Rudas; Mika Sato-Ilic; Rahul Shah; Jan Schepers; Heiko Schmidt; Lars Schmidt-Thieme; Fabrizio Sebastiani; Jian Qing Shi; Catherine Sugar; Russel Steele; Jean Thioulouse; Aad van der Vaart; Sacha Varone; Rosanna Verde; Guenther Walther; Matthijs Warrens; Keying Ye; Changhe Yuan,In addition to the members of the Editorial Board; the individuals listed below refereed manuscriptsthat were submitted to the journal. Their assistance is gratefully acknowledged … Herve AbdiSameer Agarwal Ahmed Albatineh Carolyn Anderson François Bavaud Michael Baxter MohammedBennani Dosse Jos ten Berge Patrice Bertrand Christophe Biernacki Lynne Billard Matevz BrenJorge Caiado Daniela Calo Edgar Chavez Victor Chepoi Vartan Choulakian Damiana ConstanzoRenato Coppi James Corter Sarat Dass John Daugman Ahlame Douzal Paul Eilers VincenzoEsposito George Estabrook Antoine de Falguerolles Bernard Fichet Maria Teresa Gallegos LuisÁngel Garcia Sanjoy Ghose Sergio Gomez Gerard Govaert … Patrick Groenen Andre HardyVincent van Heuven Herbert Hoijtink Hajo Holzmann Andreas Hotho Heungsun Hwang PeterJupp Maria Kateri Jurij Kharin Hirohisa Kishino Joost Kok Kees Koster Pieter …,*,*,*
Master’s Project Online Opinion Correlation for Large-scale Demographics,Sihem Amer-Yahia; Ahlame Douzal,Nowadays; users on the social web are more than eager to express their opinion in the formof reviews; ratings; tags; likes; etc. We are also witnessing the increasing availability ofusers' demographics data. As a result; the need to provide fine-grained analytics ofdemographics opinion is growing; demanding efficient and scalable methods of opinionaggregation and correlation. While several approaches exist for mining opinions fromproduct reviews or micro-blogs; little attention has been devoted to the online aggregationand correlation of extracted opinions for different demographics groups (eg;“Students inItaly”) over time. In our recent work [2; 3]; we introduced methods for aggregating userratings and tags and extracting meaningful demographics patterns such as “Teenage girlsconsistently like Woody Allen Movies”. In this master's project; we aim to formalize a …,*,*,*
Time Series Clustering: application on cell cycle genes expression profiles,Ahlame Douzal,Page 1. Problem statement Objectives Conventional Approaches Gene expression profilesWhich metric for genes expression profiles Adaptive clustering Application and result TimeSeries Clustering: application on cell cycle genes expression profiles Ahlame Douzal(Ahlame.Douzal@imag.fr) AMA; LIG; Université Joseph Fourier Master 2R - MOSIG (2011)Page 2. Problem statement Objectives Conventional Approaches Gene expression profilesWhich metric for genes expression profiles Adaptive clustering Application and result Problemstatement Page 3. Problem statement Objectives Conventional Approaches Gene expressionprofiles Which metric for genes expression profiles Adaptive clustering Application and resultGene expression data and cell cycle division Page 4 …,*,*,*
Learning Metrics for Time Series (Part 1),Ahlame Douzal,Time series classification: time series assignments to known classes discriminating timesseries: finding models (functions; rules;...) to differentiate time series classes; localizingdiscriminant sub-sequences,*,*,*
Machine Learning on temporal data,Ahlame Douzal; LIG AMA,Perform automatic extraction to extract the most discriminating sub-sequences (ie; segmentsof time series).,*,*,*
Local Factorial Analysis of Multivariate Time Series,Ahlame Douzal Chouakria; Nacer Hammami; Catherine Garbay,It's quite often that we are faced to datasets where a priori relationship structure is defined onthe statistical units. Such structure is generally represented by a neighborhood graph; wherevertices are statistical units and the edges connect neighboring units. A pioneering work toinclude a priori structure in factorial analysis was proposed by Lebart (Lebart (1969) andBanet et al.(1984)) with the local and contiguity analysis which mainly consists indecomposing the total variance through the neighboring and non neighboring units. Manyother studies follow; for instance; Le Foll (1982) generalizes the local analysis to weightingneighborhood graphs. Mom (1988) proposes a new operator generalizing the discriminantfactorial analysis to account for a priori neighboring structure. Escofier and Benali (1989)propose an interesting work on factorial smooth analysis and factorial analysis of local …,*,*,*
