Introduction to data mining,Pang-Ning Tan,*,*,2006,10141
Mulic: Multi-layer increasing coherence clustering of categorical data sets,Bill Andreopoulos; Aijun An; Xiaogang Wang,ABSTRACT We present the MULIC algorithm for clustering of categorical data sets thatoffers major improvements over many aspects of the traditional k-Modes algorithm; so thatthe results are more accurate. A preprocessing of the objects in the data set is performed;that imposes an ordering of the objects. MULIC does not sacriﬁce the coherence of theresulting clusters for the number of clusters desired. Instead; it produces as many clusters asthere seem to naturally exist in the data set. Each cluster consists of layers formed graduallythrough iterations; by reducing the similarity criterion for inserting objects in layers of acluster at different iterations. We show that the misclassiﬁcation rates—including HA Indexes[16]-of MULIC are much lower than those of other algorithms; including k-Modes [14]; ROCK[10]; AutoClass [19] and the WEKA clustering algorithms [18; 20]. We compare the MULIC …,Technical Report CS,2004,20
CViz: an interactive visualization system for rule induction,Jianchao Han; Aijun An; Nick Cercone,Abstract We introduce an interactive visualization system; CViz; for rule induction. Theprocess of learning classification rules is visualized; which consists of five components:preparing and visualizing the original data; cleaning the original data; discretizing numericalattributes; learning classification rules; and visualizing the discovered rules. The CVizsystem is presented and each component is discussed. Three approaches for discretizingnumerical attributes; including equal-length; equal-depth; and entropy-based approaches;are provided. The algorithm ELEM2 for learning classification rules is introduced; and theapproaches to visualizing discretized data and classification rules are proposed. CViz couldbe easily adapted to visualize the rule induction process of other rule-based learningsystems. Our experimental results on the IRIS data; Monks data; and artificial data show …,Conference of the Canadian Society for Computational Studies of Intelligence,2000,20
Discovering transitional patterns and their significant milestones in transaction databases,Qian Wan; Aijun An,A transaction database usually consists of a set of time-stamped transactions. Miningfrequent patterns in transaction databases has been studied extensively in data miningresearch. However; most of the existing frequent pattern mining algorithms (such as Aprioriand FP-growth) do not consider the time stamps associated with the transactions. In thispaper; we extend the existing frequent pattern mining framework to take into account thetime stamp of each transaction and discover patterns whose frequency dramatically changesover time. We define a new type of patterns; called transitional patterns; to capture thedynamic behavior of frequent patterns in a transaction database. Transitional patternsinclude both positive and negative transitional patterns. Their frequenciesincrease/decrease dramatically at some time points of a transaction database. We …,IEEE Transactions on Knowledge and Data Engineering,2009,18
A platform for Okapi-based contextual information retrieval,Xiangji Huang; Miao Wen; Aijun An; Yan-Rui Huang,Abstract We present an extensible java-based platform for contextual retrieval based on theprobabilistic information retrieval model. Modules for dual indexes; relevance feedback withblind or machine learning approaches and query expansion with context are integrated intothe Okapi system to deal with the contextual information. This platform allows easy extensionto include other types of contextual information.,Proceedings of the 29th annual international ACM SIGIR conference on Research and development in information retrieval,2006,18
Discovering rules from data for water demand prediction,Aijun An; Ning Shan; Christine Chan; Nick Cercone; Wojciech Ziarko,Abstract Prediction of consumer demands is a pre-requisite for optimal control of waterdistribution systems. In this paper; we present a rough set method for generating predictionrules from a set of observed data. The proposed method is based on an extension of thestandard rough set model. The salient feature of this method is that it makes use of thestatistical information inherent in the data to handle incomplete and ambiguous trainingsamples. Experimental results from using this method for water demand prediction aregiven.,Proceedings of the workshop on machine learning in engineering IJCAI,1995,18
Classification methods,Sibanjan Das,Like all supervised methods; classification techniques also require targets with prelabeled classesfor training the classifier. For example; if we want to design a classifier for predicting customerchurn; then we need past historical data with an indicator to annotate whether the customer churnedin the past or not. The classifier for this particular use case can be termed as a “binary”classifier; as it has just two class labels: that is; churned or not churned. When there are morethan two class labels; a “multinomial” classifier is used. For example; the quality of a productcan be on target; within limits; or above limits. In such cases; we need to prepare a classifierthat can identify multiclass targets. However; all classifier algorithms are not one-size-fits-alltype. For instance; a binary logistic regression cannot be used for classifying multiclasstargets. A multinomial logistic regression can be used; but there other classification …,*,2016,17
HelpMeter: a nonlinear model for predicting the helpfulness of online reviews,Yang Liu; Xiangji Huang; Aijun An; Xiaohui Yu,With the flourish of the Internet; online review mining has attracted a lot of attention from theresearch community. However; compared to various well-studied sentiment analysis andopinion summarization problems; less effort has been made to analyze the quality of onlinereviews. The objective of this paper is to fill in this gap by automatically evaluating the"helpfulness" of reviews and consequently developing novel models to identify the mosthelpful reviews for a particular product. In particular; based on a thorough analysis of variousfactors that may affect the review quality; we propose HelpMeter; a nonlinear regressionmodel for helpfulness prediction. Some preliminary experiments were conducted on a moviereview data set; and the performance results confirm the superiority of the proposed method.,Web Intelligence and Intelligent Agent Technology; 2008. WI-IAT'08. IEEE/WIC/ACM International Conference on,2008,17
A case study for learning from imbalanced data sets,Aijun An; Nick Cercone; Xiangji Huang,Abstract We present our experience in applying a rule induction technique to an extremelyimbalanced pharmaceutical data set. We focus on using a variety of performance measuresto evaluate a number of rule quality measures. We also investigate whether simply changingthe distribution skew in the training data can improve predictive performance. Finally; wepropose a method for adjusting the learning algorithm for learning in an extremelyimbalanced environment. Our experimental results show that this adjustment improvespredictive performance for rule quality formulas in which rule coverage makes positivecontributions to the rule quality value.,Conference of the Canadian Society for Computational Studies of Intelligence,2001,17
Integrating rule induction and case-based reasoning to enhance problem solving,Aijun An; Nick Cercone; Christine Chan,Abstract We present a new method that integrates rule induction and case-based reasoning.The method is new in two aspects. First; it applies a novel feature weighting function forassessing similarities between cases. By using this weighting function; optimal case retrievalis achieved in that the most relevant cases can be retrieved from the case base. Second; themethod handles both classification and numeric prediction tasks under a mixed paradigm ofrule-based and case-based reasoning. Before problem solving; rule induction is performedto induce a set of decision rules from a set of training data. The rules are then employed todetermine some parameters in the new weighting function. The induced rules are also usedto detect possible noise in the training set so that noisy cases are not used in case-basedreasoning. For classification tasks; rules are applied to make decisions; if there is a …,International Conference on Case-Based Reasoning,1997,17
Transitional patterns and their significant milestones,Qian Wan; Aijun An,Mining frequent patterns in transaction databases has been studied extensively in datamining research. However; most of the existing frequent pattern mining algorithms do notconsider the time stamps associated with the transactions. In this paper; we extend theexisting frequent pattern mining framework to take into account the time stamp of eachtransaction and discover patterns whose frequency dramatically changes over time. Wedefine a new type of patterns; called transitional patterns; to capture the dynamic behavior offrequent patterns in a transaction database. Transitional patterns include both positive andnegative transitional patterns. Their frequencies increase/decrease dramatically at sometime points of a transaction database. We introduce the concept of significant milestones fora transitional pattern; which are time points at which the frequency of the pattern changes …,Data Mining; 2007. ICDM 2007. Seventh IEEE International Conference on,2007,16
Characterizing database user’s access patterns,Qingsong Yao; Aijun An,Abstract Much work has been done on characterizing the workload of a database system.Previous studies focused on providing different types of statistical summaries; and modelingthe run-time behavior on the physical resource level. In this paper; we focus oncharacterizing the database system's workload from the view of database users. We useuser access patterns to describe how a client application or a group of users accesses thedata of a database system. The user access patterns include a set of user access events thatrepresent the format of the queries and a set of user access graphs that represent the queryexecution orders. User access patterns can help database administrators tune the system;help database users optimize queries; and help to predict and cache future queries. In thispaper; we present several approaches to using user access patterns to improve system …,International Conference on Database and Expert Systems Applications,2004,16
An empirical study on rule quality measures,Aijun An; Nick Cercone,Abstract We describe statistical and empirical rule quality formulas and present an empiricalcomparison of them on standard machine learning datasets. From the experimental results;a set of formula-behavior rules are generated which show relationships between a formula'sperformance and dataset characteristics. These formula-behavior rules are combined intoformula-selection rules which can be used in a rule induction system to select a rule qualityformula before rule induction.,International Workshop on Rough Sets; Fuzzy Sets; Data Mining; and Granular-Soft Computing,1999,15
Detecting web crawlers from web server access logs with data mining classifiers,Dusan Stevanovic; Aijun An; Natalija Vlajic,Abstract In this study; we introduce two novel features: the consecutive sequential requestratio and standard deviation of page request depth; for improving the accuracy of maliciousand non-malicious web crawler classification from static web server access logs withtraditional data mining classifiers. In the first experiment we evaluate the new features on theclassification of known well-behaved web crawlers and human visitors. In the secondexperiment we evaluate the new features on the classification of malicious web crawlers;unknown visitors; well-behaved crawlers and human visitors. The classification performanceis evaluated in terms of classification accuracy; and F 1 score. The experimental resultsdemonstrate the potential of the two new features to improve the accuracy of data miningclassifiers in identifying malicious and well-behaved web crawler sessions.,International Symposium on Methodologies for Intelligent Systems,2011,14
Session boundary detection for association rule learning using n-gram language models,Xiangji Huang; Fuchun Peng; Aijun An; Dale Schuurmans; Nick Cercone,Abstract We present a statistical method using n-gram language models to identify sessionboundaries in a large collection of Livelink log data. The identified sessions are then usedfor association rule learning. Unlike the traditional ad hoc timeout method; which uses fixedtime thresholds for session identification; our method uses an information theoretic approachthat provides a natural technique for performing dynamic session identification. Theeffectiveness of our approach is evaluated with respect to 4 different interestingnessmeasures. We find that we obtain a significant improvement in each interestingnessmeasure; ranging from a 26. 6% to 39% improvement on average over the best resultsobtained with standard timeout methods.,Conference of the Canadian Society for Computational Studies of Intelligence,2003,14
MeanKS: Meaningful keyword search in relational databases with complex schema,Mehdi Kargar; Aijun An; Nick Cercone; Parke Godfrey; Jaroslaw Szlichta; Xiaohui Yu,Abstract Keyword search in relational databases was introduced in the last decade to assistusers who are not familiar with a query language; the schema of the database; or the contentof the data. An answer is a join tree of tuples that contains the query keywords. Whensearching a database with a complex schema; there are potentially many answers to thequery. Therefore; ranking answers based on their relevance is crucial in this context. Priorwork has addressed relevance based on the size of the answer or the IR scores of thetuples. However; this is not sufficient when searching a complex schema. We demonstrateMeanKS; a new system for meaningful keyword search over relational databases. Thesystem first captures the user's interest by determining the roles of the keywords. Then; ituses schema-based ranking to rank join trees that cover the keyword roles. This uses the …,Proceedings of the 2014 ACM SIGMOD international conference on Management of data,2014,13
Clustering the internet topology at multiple layers,Bill Andreopoulos; Aijun An; Xiaogang Wang,Abstract: Clustering algorithms presented in the literature are rarely designed for the layeredstructure of the Internet topology and its unknown number of clusters. A recent approach inthe research community is to collect IP path data and to map the IPs to known AutonomousSystems (ASs) forming the Internet backbones; resulting in large data sets of AS links.Clustering data sets of AS links permits inferring business relationships between ASs. Wepropose the MULICsoft algorithm for this purpose. MULICsoft clusters categorical data setswhere the objects to be clustered are ASs and each categorical attribute value (CA)represents a link between ASs. Each CA has a 'weight'in the range of 0.0 to 1.0; that isinversely related to the number of unknown ASs in a link between ASs. MULICsoft producesas many clusters as it can find in the data set and each cluster consists of layers. The …,WSEAS Transactions on Information Science and Applications,2005,13
Evaluation and automatic selection of methods for handling missing data,Ying Zou; Aijun An; Xiangji Huang,Real-world data often contain missing values. In this paper; nine different methods forhandling missing data are described and compared. Thirty real-world datasets are used asinput data in our experiment. Nine different missing levels are implemented in each trainingdata set to investigate the performance of the methods at different missing levels. Forevaluation; two different classification techniques; C4. 5 and ELEM2; are applied to obtainthe classification error rates. The experimental results show that different methods can havedifferent effects on a data set. Based on the experimental results; we also propose a meta-learning approach to selecting a method for handling missing data. The evaluation resultsshow that the meta-learning approach is effective in selecting a suitable method for handlingmissing data.,Granular Computing; 2005 IEEE International Conference on,2005,12
Mining high utility sequential patterns from evolving data streams,Morteza Zihayat; Cheng-Wei Wu; Aijun An; Vincent S Tseng,Abstract In this paper; we define the problem of mining high utility sequential patterns(HUSPs) over high-velocity streaming data and propose an efficient algorithm for miningHUSPs over a data stream. The main challenges we tackle include how to maintain acompact summary of the data stream to reflect the evolution of sequence utilities over timeand how to overcome the problem of combinatorial explosion of a search space. Wepropose a compact data structure named HUSP-Tree to maintain the essential informationfor mining HUSPs in an online fashion. An efficient and single-pass algorithm named HUSP-Stream is proposed to generate HUSPs from HUSP-Tree. HUSP-Stream uses a new utilityestimation model to more effectively prune the search space. Experimental results on realand synthetic datasets show that our algorithm serves as an efficient solution to the new …,Proceedings of the ASE BigData & SocialInformatics 2015,2015,11
BILCOM: Bi-level Clustering of Mixed Categorical and Numerical Biological Data,Bill Andreopoulos; Aijun An; Xiaogang Wang,Abstract. Data sets emerging from biomedical domains often have mixed categorical andnumerical types; where the categorical type represents semantic information on the objects;while the numerical represents experimental results. We present the BILCOM algorithm for“Bi-Level Clustering of Mixed data types”. BILCOM clusters data sets of objects that havenumerical attribute values; while incorporating categorical attribute values. This clusteringalgorithm performs a pseudo-Bayesian process; where the prior is categorical clustering andthe posterior is numerical clustering. This algorithm provides a different type of insight forbiomedical data sets by giving their 'full picture'. We compare BILCOM with traditionalclustering algorithms applied to biomedical data sets of mixed types; including yeast;hepatitis and thyroid disease. The results indicate that BILCOM partitions data sets of …,*,2005,11
Meaningful keyword search in relational databases with large and complex schema,Mehdi Kargar; Aijun An; Nick Cercone; Parke Godfrey; Jaroslaw Szlichta; Xiaohui Yu,Keyword search over relational databases offers an alternative way to SQL to query andexplore databases that is effective for lay users who may not be well versed in SQL or thedatabase schema. This becomes more pertinent for databases with large and complexschemas. An answer in this context is a join tree spanning tuples containing the query'skeywords. As there are potentially many answers to the query; and the user is often onlyinterested in seeing the top-k answers; how to rank the answers based on their relevance isof paramount importance. We focus on the relevance of join as the fundamental means torank answers. We devise means to measure relevance of relations and foreign keys in theschema over the information content of the database. This can be done offline with no needfor external models. We compare the proposed measures against a gold standard we …,Data Engineering (ICDE); 2015 IEEE 31st International Conference on,2015,10
Cross-lingual word sense disambiguation for languages with scarce resources,Bahareh Sarrafzadeh; Nikolay Yakovets; Nick Cercone; Aijun An,Abstract Word Sense Disambiguation has long been a central problem in computationallinguistics. Word Sense Disambiguation is the ability to identify the meaning of words incontext in a computational manner. Statistical and supervised approaches require a largeamount of labeled resources as training datasets. In contradistinction to English; the Persianlanguage has neither any semantically tagged corpus to aid machine learning approachesfor Persian texts; nor any suitable parallel corpora. Yet due to the ever-increasingdevelopment of Persian pages in Wikipedia; this resource can act as a comparable corpusfor English-Persian texts. In this paper; we propose a cross-lingual approach to tagging theword senses in Persian texts. The new approach makes use of English sensedisambiguators; the Wikipedia articles in both English and Persian; and a newly …,Canadian Conference on Artificial Intelligence,2011,10
Clustering mixed numerical and low quality categorical data: significance metrics on a yeast example,Bill Andreopoulos; Aijun An; Xiaogang Wang,Abstract We present the M-BILCOM algorithm for clustering mixed numerical and categoricaldata sets; in which the categorical attribute values (CAs) are not certain to be correct andhave associated confidence values (CVs) from 0.0 to 1.0 to represent their certainty ofcorrectness. M-BILCOM performs bi-level clustering of mixed data sets resembling aBayesian process. We have applied M-BILCOM to yeast data sets in which the CAs wereperturbed randomly and CVs were assigned indicating the confidence of correctness of theCAs. On such mixed data sets M-BILCOM outperforms other clustering algorithms; such asAutoClass. We have applied M-BILCOM to real numerical data sets from gene expressionstudies on yeast; incorporating CAs representing Gene Ontology annotations on the genesand CVs representing Gene Ontology Evidence Codes on the CAs. We apply novel …,Proceedings of the 2nd international workshop on Information quality in information systems,2005,10
Efficient top-k keyword search in graphs with polynomial delay,Mehdi Kargar; Aijun An,A system for efficient keyword search in graphs is demonstrated. The system has twocomponents; a search through only the nodes containing the input keywords for a set ofnodes that are close to each other and together cover the input keywords and an explorationfor finding how these nodes are related to each other. The system generates all or top-kanswers in polynomial delay. Answers are presented to the user according to a rankingcriterion so that the answers with nodes closer to each other are presented before the oneswith nodes farther away from each other. In addition; the set of answers produced by oursystem is duplication free. The system uses two methods for presenting the final answer tothe user. The presentation methods reveal relationships among the nodes in an answerthrough a tree or a multi-center graph. We will show that each method has its own …,Data Engineering (ICDE); 2012 IEEE 28th International Conference on,2012,9
An adaptive model for probabilistic sentiment analysis,Xiaohui Yu; Yang Liu; Aijun An,Online reviews; which are getting increasingly prevalent with the rapid growth of Web 2.0;have been shown to be second only to``word-of-mouth''in terms of influencing purchasedecisions. It is therefore imperative to analyze them and distill useful knowledge that couldbe of economic values to vendors and other interested parties. Previous studies haveconfirmed that the sentiments expressed in the online reviews are strongly correlated withthe sales performance of products. In particular; a model called ARSA has been proposedfor predicting sales performance using a model called S-PLSA. In this paper; we build uponthat work; and present an adaptive sentiment analysis model called S-PLSA+; which notonly can capture the hidden sentiment factors in the reviews; but has the capability to beincrementally updated as more data become available. We show how the proposed S …,Web Intelligence and Intelligent Agent Technology (WI-IAT); 2010 IEEE/WIC/ACM International Conference on,2010,9
Compact transaction database for efficient frequent pattern mining,Qian Wan; Aijun An,Mining frequent patterns is one of the fundamental and essential operations in many datamining applications; such as discovering association rules. In this paper; we propose aninnovative approach to generating compact transaction databases for efficient frequentpattern mining. It uses a compact tree structure; called CT-tree; to compress the originaltransactional data. This allows the CT-a priori algorithm; which is revised from the classical apriori algorithm; to generate frequent patterns quickly by skipping the initial database scanand reducing a great amount of I/O time per database scan. Empirical evaluations show thatour approach is effective; efficient and promising; while the storage space requirement aswell as the mining time can be decreased dramatically on both synthetic and real-worlddatabases.,Granular Computing; 2005 IEEE International Conference on,2005,9
Clustering web surfers with probabilistic models in a real application,Yang Liu; Xiangji Huang; Aijun An; Gary Promhouse,Abstract The problem of modeling and predicting a Web surfer's browsing patterns hasgained increasing attention in recent years. In this paper we present our experience inclustering Web surfers using a mixture of Markov models with a real application of Livelinklog data. We propose different techniques to improve the clustering performance; andevaluate the techniques through experiments.,Proceedings of the 2004 IEEE/WIC/ACM International Conference on Web Intelligence,2004,9
Finding best evidence for evidence-based best practice recommendations in health care: the initial decision support system design,Nick Cercone; Xiangdong An; Jiye Li; Zhenmei Gu; Aijun An,Abstract A major problem for Canadian health organizations is finding best evidence forevidence-based best practice recommendations. Medications are not always effectivelyused and misuse may harm patients. Drugs are the fastest-growing element of Canadianhealth care spending; second only to hospital spending. Three hundred million prescriptionsare filled annually. Prescription drugs accounted for 5.8% of total health care spending in1980 and close to 18% today. A primary long-term goal of this research is to develop adecision support system for evidence-based management; quality control and best practicerecommendations for medical prescriptions. Our results will improve accessibility andmanagement of information by:(1) building an prototype for adaptive information extraction;text and data mining from (online) documents to find evidence on which to base best …,Knowledge and information systems,2011,8
Advances in knowledge discovery and data mining,Jeffrey Xu Yu; B Ravindran; Vikram Pudi,*,*,2010,8
Diverging patterns: discovering significant frequency change dissimilarities in large databases,Aijun An; Qian Wan; Jiashu Zhao; Xiangji Huang,Abstract In this paper; we present a framework for mining diverging patterns; a new type ofcontrast patterns whose frequency changes significantly differently in two data sets; eg; itchanges from a relatively low to a relatively high value in one dataset; but from high to low inthe other. In this framework; a measure called diverging ratio is defined and used to discoverdiverging patterns. We use a four-dimensional vector to represent a pattern; and define thepattern's diverging ratio based on the angular difference between its vectors in two datasets.An algorithm is proposed to mine diverging patterns from a pair of datasets; which makesuse of a standard frequent pattern mining algorithm to compute vector componentsefficiently. We demonstrate the effectiveness of our approach on real-world datasets;showing that the method can reveal novel knowledge from large databases.,Proceedings of the 18th ACM conference on Information and knowledge management,2009,8
Evaluation of different complexity measures for signal detection in genome sequences,Mehdi Kargar; Aijun An,Abstract Analyzing large amounts of data is one of the most challenging problem in modernmolecular biology. In this work; different complexity measures and methods are applied toidentify the signals in the whole genome of the three prokaryotic organisms. In addition toprevious complexity measures; new measures are introduced for representing OpenReading Frames (ORF). We apply classification algorithms to determine which complexitymeasures can lead to better predictive performance in discriminating genes from pseudo-genes in ORFs. Also; we investigate whether positions and lengths of windows in ORFshave significant impact on distinguishing between genes and pseudo-genes. Differentclassification algorithms are applied for classifying ORFs into genes and pseudo-genes.,Proceedings of the First ACM International Conference on Bioinformatics and Computational Biology,2010,7
Efficient layered density-based clustering of categorical data,Bill Andreopoulos; Aijun An; Xiaogang Wang; Dirk Labudde,Abstract A challenge involved in applying density-based clustering to categorical biomedicaldata is that the” cube” of attribute values has no ordering defined; making the search fordense subspaces slow. We propose the HIERDENC algorithm for hierarchical density-based clustering of categorical data; and a complementary index for searching for densesubspaces efficiently. The HIERDENC index is updated when new objects are introduced;such that clustering does not need to be repeated on all objects. The updating and clusterretrieval are efficient. Comparisons with several other clustering algorithms showed that onlarge datasets HIERDENC achieved better runtime scalability on the number of objects; aswell as cluster quality. By fast collapsing the bicliques in large networks we achieved anedge reduction of as much as 86.5%. HIERDENC is suitable for large and quickly …,Journal of biomedical informatics,2009,7
Blog data mining: The predictive power of sentiments,Yang Liu; Xiaohui Yu; Xiangji Huang; Aijun An,In this chapter; we study the problem of mining sentiment information from online resourcesand investigate ways to use such information to predict product sales performance. Inparticular; we conduct an empirical study on using the sentiment information mined fromblogs to predict movie box office performance. We propose Sentiment PLSA (S-PLSA); inwhich a blog entry is viewed as a document generated by a number of hidden sentimentfactors. Training an S-PLSA model on the blog data enables us to obtain a succinctsummary of the sentiment information embedded in the blogs. We then present ARSA; anautoregressive sentiment-aware model; to utilize the sentiment information captured by S-PLSA for predicting product sales performance. Extensive experiments were conducted onthe movie data set. Experiments confirm the effectiveness and superiority of the proposed …,*,2009,7
Efficient indirect association discovery using compact transaction databases,Qian Wan; Aijun An,Abstract—An indirect association is a special type of negative association that relates twoitems via a mediator. The two items in an indirect association are rarely present together; buteach of them occurs frequently together with the mediator. In this paper; we propose HI-mine*; an innovative optimization of the previously developed HI-mine algorithm for fastextracting indirect associations. This optimization is based on a novel strategy forcompressing a transaction database into a Super Compact Transaction Database; whichdramatically reduces not only the number of transactions in the database; but also thememory requirement for storing frequent-item projections in mining indirect associations.Our experimental results show that the HI-mine* algorithm is effective and efficient; andimproves the performance of indirect association mining significantly.,Granular Computing; 2006 IEEE International Conference on,2006,7
A machine learning approach to identifying database sessions using unlabeled data,Qingsong Yao; Xiangji Huang; Aijun An,Abstract In this paper; we describe a novel co-training based algorithm for identifyingdatabase user sessions from database traces. The algorithm learns to identify positive data(session boundaries) and negative data (non-session boundaries) incrementally by usingtwo methods interactively in several iterations. In each iteration; previous identified positiveand negative data are used to build better models; which in turn can label some new dataand improve performance of further iterations. We also present experimental results.,International Conference on Data Warehousing and Knowledge Discovery,2005,7
York University at TREC 2005: SPAM Track.,Wei Cao; Aijun An; Xiangji Huang,Abstract We propose a variant of the k-nearest neighbor classification method; calledinstance-weighted k-nearest neighbor method; for adaptive spam filtering. The methodassigns two weights; distance weight and correctness weight; to a training instance; andmakes use of the two weights when classifying a new email. The correctness weight is alsoused in the maintenance of the training data to make the training data more adaptive to thechanges of spam characteristics. We submitted 4 spam filters to the Spam Track. Two of thefilters are purely based on the instance-weighted kNN method. The two other filters combinethe kNN method with other spam filtering and classification techniques. We report the officialresults of our submissions on the Spam Track evaluation data sets.,TREC,2005,7
Probability‐Based Chinese Text Processing and Retrieval,Xiangji Huang; Stephen Robertson; Nick Cercone; Aijun An,Abstract We discuss the use of probability-based natural language processing for Chinesetext retrieval. We focus on comparing different text extraction methods and probabilisticweighting methods. Several document processing methods and probabilistic weightingfunctions are presented. A number of experiments have been conducted on large standardtext collections. We present the experimental results that compare a word-based textprocessing method with a character-based method. The experimental results also comparea number of term-weighting functions including both single-unit weighting and compound-unit weighting functions.,Computational Intelligence,2000,7
Supervisory and Decision Support System for Intelligent Monitoring and Control of a Pipeline Network,W Kritpiphat; P Tontiwachwuthikul; A An; CW Chan; N Cerone,*,AIChE symposium series,1996,7
Two-phase pareto set discovery for team formation in social networks,Morteza Zihayat; Mehdi Kargar; Aijun An,In this paper; we study the problem of finding teams of experts from an expert network whileoptimizing three objectives. Given a project; the objective is to find teams of experts thatcover all the required skills and also optimize the communication cost as well as thepersonnel cost and the expertise level of the team members. The expert network is modeledas a graph; where nodes represent experts and edges between nodes specify thecommunication costs between the experts. In this paper; we are interested in finding aPareto front of teams that not only cover the required skills but are also not dominated byother feasible teams with respect to the three criteria. Since the problem is NP-hard; wepropose algorithms to use with a two-phase method to find an approximation of the Paretofront for the three criteria team formation problem. In the first phase; an initial population …,Web Intelligence (WI) and Intelligent Agent Technologies (IAT); 2014 IEEE/WIC/ACM International Joint Conferences on,2014,6
S-plasa+: Adaptive sentiment analysis with application to sales performance prediction,Yang Liu; Xiaohui Yu; Xiangji Huang; Aijun An,Abstract Analyzing the large volume of online reviews would produce useful knowledge thatcould be of economic values to vendors and other interested parties. In particular; thesentiments expressed in the online reviews have been shown to be strongly correlated withthe sales performance of products. In this paper; we present an adaptive sentiment analysismodel called S-PLSA+; which aims to capture the hidden sentiment factors in the reviewswith the capability to be incrementally updated as more data become available. We showhow S-PLSA+ can be applied to sales performance prediction using an ARSA modeldeveloped in previous literature. A case study is conducted in the movie domain; and resultsfrom preliminary experiments confirm the effectiveness of the proposed model.,Proceedings of the 33rd international ACM SIGIR conference on Research and development in information retrieval,2010,6
Discovering temporal associations among significant changes in gene expression,Hashmat Rohian; Aijun An; Jiashu Zhao; Xiangji Huang,One of the most demanding problems in mining temporal data is to identify how multivariatechange associations might be discovered and used to better understand data interactionsand dependencies. This paper introduces a framework to mine associations amongsignificant changes in multivariate time-series data. Building on statistical methods; wedetect significant changes in time-series data and use marginal change rates to qualify thedirection of change at significant change points. Furthermore; a propositional confirmation-guided rule discovery method is used to discover associations among these significantchanges. We apply our approach to gene expression data measured in yeast cell cycles anddemonstrate that our method can learn novel and high-quality significant changeassociations among different genes. Such associations can be used to cluster genes and …,Bioinformatics and Biomedicine; 2009. BIBM'09. IEEE International Conference on,2009,6
Finding molecular complexes through multiple layer clustering of protein interaction networks,Bill Andreopoulos; Aijun An; Xiangji Huang; Xiaogang Wang,Clustering protein-protein interaction networks (PINs) helps to identify complexes that guidethe cell machinery. Clustering algorithms often create a flat clustering; without consideringthe layered structure of PINs. We propose the MULIC clustering algorithm that produceslayered clusters. We applied MULIC to five PINs. Clusters correlate with known MIPS proteincomplexes. For example; a cluster of 79 proteins overlaps with a known complex of 88proteins. Proteins in top cluster layers tend to be more representative of complexes thanproteins in bottom layers. Lab work on finding unknown complexes or determining drugeffects can be guided by top layer proteins.,International journal of bioinformatics research and applications,2006,6
Hierarchical grouping of association rules and its application to a real-world domain,Aijun An; S Khan; Xiangji Huang,One common problem in association rule mining is that often a very large number of rulesare generated from the database. The sheer volume of these rules makes it difficult; if notimpossible; for human users to analyze and make use of the rules. In this article; we proposetwo algorithms for grouping and summarizing association rules. The first algorithmrecursively groups rules according to the structure of the rules and generates a tree ofclusters as a result. The second algorithm groups the rules according to the semanticdistance between the rules by making use of a semantic tree-structured network of items. Wepropose an algorithm for automatically tagging the semantic network so that the rules can berepresented as directed line segments in a two-dimensional space and can then be groupedaccording to the distance between line segments. We also present an application of the …,International journal of systems science,2006,6
York University at TREC 2006: Enterprise Email Discussion Search.,Yu Fan; Xiangji Huang; Aijun An,Abstract We use the Okapi retrieval system to conduct the email discussion search. Thefollowing issues are investigated. First; we make use of the thread structure in the emails tore-rank the documents retrieved by Okapi. We would like to see whether such post-processing of the retrieval result can boost the retrieval performance. Second; in terms ofquery formulation; we investigate whether the use of only title in a topic achieves better orworse results than the inclusion of other fields such as description and narrative. Third; weinvestigate whether stemming and stop word removal play an important role in the emailsearch. Our conclusion includes that (1) re-ranking documents using a straightforwardmethod that considers the thread structure can make a small improvement to the retrievalperformance;(2) formulating the query using all the fields in a topic achieves the best …,TREC,2006,6
Object-oriented modelling and simulation of an expert system for monitoring and control of a water distribution system,Christine W Chan; Nick Cercone; Aijun An; Paitoon Tontiwachwuthikul,Abstract An object-oriented approach to modeling an expert system for monitoring anscontrol of a water distributuion system is presented in this paper. This approach generatesthe four models of object model; functional model; control model and user-interface model.Operational simulation of the water distribution system is combined within the functionalmodel. The inmplmentation of the expert system using G2 is discussed. The paperconcludes with a short discussion of the modeling approach.,*,1995,6
A Bayesian model for canonical circuits in the neocortex for parallelized and incremental learning of symbol representations,Martin Dimkovski; Aijun An,Abstract We present a Bayesian model for parallelized canonical circuits in the neocortex;which can partition a cognitive context into orthogonal symbol representations. The model iscapable of learning from infinite sensory streams; updating itself with every new instanceand without having to keep instances older than the last seen instance per symbol. Theinherently incremental and parallel qualities of the model; allow it to scale to any number ofsymbols as they appear in the sensory stream; and to transparently follow non-stationarydistributions for existing symbols. These qualities are made possible in part by a novelBayesian inference method; which can run Metropolis-Hastings incrementally on a datastream; and significantly outperforms particle filters in a Bayesian neural networkapplication.,Neurocomputing,2015,5
