Measurement and modeling of an ultra-wide bandwidth indoor channel,Saeed S Ghassemzadeh; Rittwik Jana; Christopher W Rice; William Turin; Vahid Tarokh,This paper describes the results of frequency-domain channel sounding in residentialenvironments. It consists of detailed characterization of complex frequency responses ofultra-wideband (UWB) signals having a nominal center frequency of 5 GHz. A path lossmodel as well as a second-order autoregressive model is proposed for frequency responsegeneration of the UWB indoor channel. Probability distributions of the model parameters fordifferent locations are presented. Also; time-domain results such as root mean square delayspread and percent of captured power are presented.,IEEE Transactions on Communications,2004,369
Portable communication interface for accessing media content,*,A method and apparatus for accessing media with a portable communication devicepresents media available for display to a user based on user preferences. A user can selectmedia to be output from an external display by entering commands into the portablecommunications device. In addition; a second external display can be used to display asubset of the media available for display.,*,2013,20
Capacity-optimal relay and base station placement in wireless networks,Md Habibul Islam; Zbigniew Dziong; Kazem Sohraby; Mahmoud F Daneshmand; Rittwik Jana,In this paper; we consider a finite geographic area with multiple mobile stations (MSs)uniformly distributed within the area and multiple candidate locations (CLs) for deployingbase stations (BSs) and relay stations (RSs) to serve the MSs. For this network scenario; westudy the joint optimal placement of BSs and RSs into those CLs; and MS and RS powerallocations such that the sum-capacity of the network is maximized while the target data rateof each MS is achieved. In order to investigate the energy-efficiency trade-offs betweendeploying BSs and RSs; we provide an iterative algorithm which first maximizes the sum-capacity of the network by optimally deploying a certain number of BSs. Then; the algorithmdecreases the number of BSs to be deployed optimally by one and continues deploying RSsuntil the same sum-rate is achieved. The process continues until the number of optimally …,Information Networking (ICOIN); 2012 International Conference on,2012,20
Clicker-An IPTV remote control in your cell phone,Rittwik Jana; Yih-Farn Chen; David C Gibbon; Yennun Huang; Serban Jora; John Murray; Bin Wei,This paper investigates a novel concept of providing seamless control and portability of anIPTV viewing session. A solution employing a middleware system; a secure hardware tokenand a cell phone are used to demonstrate how an IPTV session can be securely controlledremotely and moved between multiple viewing stations. We have built a prototype of thesystem and demonstrated its flexible features. Depending on the user's protocol of choice;most remote control operations from a mobile device took less than 5 seconds to execute.An interesting capability of previewing content of other channels via the user's device whilestill continuing to watch the program on the viewing station differentiates it from today's IPTVoffers. Finally for mobile content delivery; we address the problem of dynamic device profileselection and content adaptation using a classification algorithm to match the best content …,Multimedia and Expo; 2007 IEEE International Conference on,2007,20
System and method for full duplex cancellation,*,Abstract Disclosed herein are systems; methods; and computer-readable storage media forenabling improved cancellation of self-interference in full-duplex communications; or thetransmitting and receiving of communications in a single frequency band without requiringtime; frequency; or code divisions. The system estimates the signal strength and phase of aself-interference signal; generates a cancellation signal based on this estimate; then usesthe cancellation signal to suppress the self-interference before sampling received analogsignal. After applying the cancellation signal; the system samples and digitizes theremaining analog signal. The digitized signal is then subjected to additional digitalcancellation; allowing for extraction of the desired signal.,*,2017,19
Managing cellular congestion using incentives,Jagadeesh M Dyaberi; Benjamin Parsons; Vijay S Pai; Karthik Kannan; Yih-Farn Robin Chen; Rittwik Jana; Daniel Stern; Alexander Varshavsky,Mobile data traffic is expected to grow exponentially in the next few years due to theexplosive growth of mobile web and video traffic on smartphones. Wireless operators haveinvested heavily to make infrastructural improvements by installing new cell towers andoffloading cellular data traffic to Wi-Fi to resolve congestion. They are also exploring the useof behavioral and economic interventions to manage congestion. To understand the role ofinterventions; we distributed smartphones to students at Purdue University; loaded withapplications to perform monitoring and location tracking with user consent. We conductedtwo experiments: first with 14 phones of one type; then with 30 phones of two types. Wi-Fitraffic and cellular network data usage were collected and analyzed to characterize andquantify the changes in usage behaviors; the second experiment also captured location …,IEEE Communications Magazine,2012,19
Method for creating and providing layered syndicated data for multimedia content to users,*,A layered syndicated feed or content is provided having layers defined according to a mediatype (eg; text; graphic; audio; or video) wherein each layer has a plurality of levels such thateach level provides either inclusive or exclusive content of the layer's media type in varyingdegrees of detail or depth. Furthermore; a system is provided for requesting and storing userand mobile device profiles indicative of the syndicated content layers and levels that theuser is interested in receiving and that the user's mobile device is capable of receiving.,*,2016,18
Phoenix: Storage using an autonomous mobile infrastructure,Rajesh K Panta; Rittwik Jana; Fan Cheng; Yih-Farn Robin Chen; Vinay A Vaishampayan,We propose a system that makes opportunistic use of mobile computing devices and ad hocnetworking to provide a transient storage service to clients in a localized geographicalregion. The main challenge is to offset the potential data loss caused by node mobility withinternode communication. We first argue on the basis of simulation and theory that such aservice is feasible; given a sufficiently high density of mobile devices. A distributedcommunication and storage protocol is then presented for situations where all mobiledevices are within communication range of each other; and it is shown through testbedexperiments and simulation that the protocol operates correctly and makes efficient use ofstorage space and communication bandwidth; while maximizing the longevity of stored data.,IEEE Transactions on Parallel and Distributed Systems,2013,17
On object identification reliability using RFID,Chonggang Wang; Bo Li; Mahmoud Daneshmand; Kazem Sohraby; Rittwik Jana,Abstract Radio frequency identification (RFID) provides a more convenient and automaticapproach for object identification than traditional universal product code-based barcodetechnology. However; radio communications are naturally unreliable and inevitably lead tounreliable object identification; which in turn encumber some special applicationsdemanding large-scale deployment of RFID; even though many RFID applications havebeen emerging recent years. This paper discusses object identification reliability. We first listfactors that could cause false readings and lead to unreliable object identification. Then weprovide five definitions that directly and formally define object identification reliability. Basedon these reliability-related definitions; a general framework for guaranteeing objectidentification reliability is proposed in this paper. Existing schemes for reliability improved …,Mobile Networks and Applications,2011,17
Method and apparatus for providing geospatial and temporal navigation,*,A method and apparatus for processing at least one information feed are disclosed. Forexample; the method receives at least one content via at least one automated feed. Themethod associates the at least one content to one or more geographical locations on a map;wherein the one or more geographical locations are determined from the at least onecontent. The method then presents an access to the at least one content to a user via themap.,*,2014,15
Zebroid: using IPTV data to support peer-assisted VoD content delivery,Yih-Farn Robin Chen; Rittwik Jana; Daniel Stern; Bin Wei; Mike Yang; Hailong Sun,Abstract P2P file transfers and streaming have already seen a tremendous growth in Internetapplications. With the rapid growth of IPTV; the need to efficiently disseminate large volumesof Video-on-Demand (VoD) content has prompted IPTV service providers to consider peer-assisted VoD content delivery. This paper describes Zebroid; a VoD solution that uses IPTVoperational data on an on-going basis to determine how to pre-position popular contents incustomer set-top boxes during idle hours to allow these peers to assist the VoD server incontent delivery during peak hours. Latest VoD request distribution; set-top box availability;and capacity data on network components are all taken into consideration in determining theparameters used in the striping algorithm of Zebroid. We show both by simulation andemulation on a realistic IPTV testbed that the VoD server load can be significantly …,Proceedings of the 18th international workshop on Network and operating systems support for digital audio and video,2009,15
MediaAlert-a broadcast video monitoring and alerting system for mobile users,Bin Wei; Bernard Renger; Yih-Farn Chen; Rittwik Jana; Huale Huang; Lee Begeja; David Gibbon; Zhu Liu; Behzad Shahraray,Abstract We present a system for automatic monitoring and timely dissemination ofmultimedia information to a range or mobile information appliances based on each user'sinterest profile. Multimedia processing algorithms detect and isolate relevant videosegments from over twenty television broadcast programs based on a collection or wordsand phrases specified by the user. Content repurposing techniques are then used to convertthe information into a form that is suitable for delivery to the user's mobile devices. Alerts aresent using a number of application messaging and network access protocols includingemail; short message service (SMS); multimedia messaging service (MMS); voice; sessioninitiation protocol (SIP); fax; and pager protocols. The system is evaluated with respect toperformance and user experiences. The MediaAlert system provides an effective and low …,Proceedings of the 3rd international conference on Mobile systems; applications; and services,2005,15
Methods; systems and apparatus to facilitate ranked network priority,*,Methods; systems and apparatus are disclosed to facilitate ranked network priority. Anexample method includes obtaining a bid value associated with a first wireless device;calculating a rank of the first wireless device with a plurality of wireless devices based on thebid value; operating characteristics of the first wireless device; and a scheduling model; andallocating a first portion of wireless network resources to the first wireless device based onthe rank of the first wireless device.,*,2014,14
Method and apparatus for querying the status of mobile subscibers,*,Wireless communication companies can enhance the user experience of their mobilesubscribers by providing information about the status of their connection to data serviceproviders. The present invention covers a mechanism for providing this information(presence; location; etc.) to data service providers and to customers; by using infrastructuredeveloped for customer care applications. As a result; the infrastructure required to providethese services can be implemented and maintained at a lower cost than a speciallydesigned infrastructure.,*,2002,14
Characterizing fairness for 3G wireless networks,Vaneet Aggarwal; Rittwik Jana; Jeffrey Pang; KK Ramakrishnan; NK Shankaranarayanan,The end to end system data performance over a 3G cellular network depends on manyfactors such as the number of users; interference; multipath propagation; radio resourcemanagement techniques as well as the interaction between these mechanisms and thetransport protocol's flow and congestion mechanisms. Using controlled experiments in apublic cell site; we investigate the interaction between TCP and the 3G UMTS/HSPAnetwork's resource allocation; and its effect on fairness in the throughput achieved acrossmultiple (up to 26) TCP flows in a loaded cell sector. Our field measurement results indicatethat TCP fairness fluctuates significantly when the air interface (radio link) is the bottleneck.We also observe that TCP fairness is substantially better when the backhaul link (a fixedwired link) is the bottleneck; instead of the air interface. We speculate that the fairness of …,Local & Metropolitan Area Networks (LANMAN); 2011 18th IEEE Workshop on,2011,13
Network selection for secondary users in cognitive radio systems,Chonggang Wang; Kazem Sohraby; Rittwik Jana; Lusheng Ji; Mahmoud Daneshmand,Existing studies have demonstrated that uneven and dynamic usage patterns by the primaryusers of license-based wireless communication systems can often lead to temporal andspatial spectrum underutilization. This provides an opportunity for the secondary users (SUs)to tap into underutilized frequency bands provided that they are capable of cognitivelyaccessing systems without colliding or impacting the performance of the primary users(PUs). When there are multiple networks with spare spectrum; secondary users canopportunistically choose the best network to access; subject to certain constraints. Incognitive radio systems; this is referred to as the network selection problem for secondaryusers. This paper develops a Markov queuing model to obtain the maximum allowablearrival rate of secondary users subject to a target collision probability for the primary users …,INFOCOM; 2011 Proceedings IEEE,2011,13
Method and apparatus for aggregating and translating real-time user information to update social network profiles,*,A method; computer readable medium and apparatus for automatically updating socialnetwork profiles are disclosed. For example; the method receives one or more inputs from asubscriber; processes the one or more inputs in accordance with a policy defined by thesubscriber to produce an update about the subscriber and publishes the update about thesubscriber on one or more social network profiles associated with the subscriber.,*,2014,12
System and method for bridging communication services between virtual worlds and the real world,*,A system includes a gateway operative to couple the system to a user. The system furtherincludes a first infolet coupled to the gateway; and operative to couple the system to a firstvirtual world application; a second infolet coupled to the gateway and to the first infolet; andoperative to couple the system to a real world application. The system is operable to obtainfirst information requested by the user from the second infolet and send the first informationto the virtual world application through the first infolet.,*,2013,12
Characterizing interactive behavior in a large-scale operational IPTV environment,Vijay Gopalakrishnan; Rittwik Jana; Ralph Knag; KK Ramakrishnan; Deborah F Swayne; Vinay A Vaishampayan,We investigate the user viewing activity for broadcast TV; pre-recorded content using DigitalVideo Recording (DVR) and video on demand (VoD) in an IP-based content distributionenvironment. Advanced stream control functions (play; pause; skip; rewind; etc.) provideusers with a high level of interactivity; but place demands on the distribution infrastructure(servers; network; home-network) that can be difficult to manage at large scale. To supportsystem design as well as network capacity planning; it is necessary to have a good model ofuser interaction. Using traces from a well-provisioned operational environment with a largeuser population; we first characterize interactivity for broadcast TV; DVR and VoD. We thendevelop parametric models of individual users stream control operations for VoD. Ouranalysis shows that interactive behavior is adequately characterized by two semi-Markov …,INFOCOM; 2010 Proceedings IEEE,2010,12
3G wireless capacity optimization for widely spaced antenna arrays,Rittwik Jana; Subhrakanti Dey,Adaptive arrays can significantly increase cell capacity; improve signal quality; and reducetransmitter power requirements. In this article we establish a relationship between theinformation theoretic capacity of a mobile radio system and the beam pattern of amultisensor array. We investigate the capacity improvement potentially achieved via anoptimized design strategy for an unequally spaced array; that is; the positions and theweighting coefficients of the array elements are selected to improve the average systemcapacity subject to various constraints like minimizing the maximum sidelobe level orkeeping the beamwidth of the main lobe to a minimum. Next; we investigate the effect offading correlation on the performance of an unequally spaced adaptive array. Results arepresented for optimum combining with flat fading as well as for frequency-selective fading …,IEEE personal communications,2000,12
Performance bounds for optimum multiuser DS-CDMA systems,Lei Wei; Rittwik Jana,In this letter we estimate the bit error probability (BEP) of optimum multiuser detection forsynchronous and asynchronous code division multiple access (CDMA) systems onGaussian and fading channels. We first compute an upper bound and a lower bound on thebit error probability for a given spreading code; then average the bounds over a fewthousand sets of spreading codes. These bounds are obtained from a partial distancespectrum. On Gaussian channels; the upper bound converges to the lower bound atmoderate to large signal-to-noise ratios. However; on fading channels the upper bounddoes not converge; hence we present our results for the lower bound only. The numericalresults show that: 1) the BEP of a 31-user CDMA system with binary random spreadingcodes of length 31 is only two to four times higher than the BEP of the single user system; …,IEEE transactions on communications,1999,12
TCP in 5G mmWave Networks: Link Level Retransmissions and MP-TCP,Michele Polese; Rittwik Jana; Michele Zorzi,Abstract: MmWave communications; one of the cornerstones of future 5G mobile networks;are characterized at the same time by a potential multi-gigabit capacity and by a verydynamic channel; sensitive to blockage; wide fluctuations in the received signal quality; andpossibly also sudden link disruption. While the performance of physical and MAC layerschemes that address these issues has been thoroughly investigated in the literature; thecomplex interactions between mmWave links and transport layer protocols such as TCP arestill relatively unexplored. This paper uses the ns-3 mmWave module; with its channel modelbased on real measurements in New York City; to analyze the performance of the LinuxTCP/IP stack (i) with and without link-layer retransmissions; showing that they arefundamental to reach a high TCP throughput on mmWave links and (ii) with Multipath …,arXiv preprint arXiv:1703.08985,2017,11
System and method for full-duplex media access control using request-to-send signaling,*,A system and method for full-duplex communications provided by modifying the MediaAccess Control sub-layer of communication node protocols. The modification allowscommunication nodes to communicate with one another in full-duplex; where each nodetransmits and receives data simultaneously with other nodes in a single frequency. A timingof the simultaneous data transmissions; acknowledgments; and short-interframe-spacewaiting periods can be determined based on network-allocation-vector data transmitted inassociation with request-to-send or clear-to-send signals.,*,2014,11
Zebroid: using IPTV data to support STB-assisted VoD content delivery,Yih-Farn Robin Chen; Rittwik Jana; Daniel Stern; Bin Wei; Mike Yang; Hailong Sun; Jagadeesh Dyaberi,Abstract IPTV; unlike Internet TV; delivers digital TV and multimedia services over IP-basednetworks with the required level of quality of service (QoS) and quality of experience (QoE).Linear programming channels in IPTV are delivered through multicast; which is highlyscalable with the number of subscribers. Video-on-demand (VoD) content; on the otherhand; is typically delivered using unicast; which places a heavy load on the VoD servers andall the network components leading to the end-user set-top boxes (STBs) as the demandincreases. With the rapid growth of IPTV subscribers and the shift in video viewing habits;the need to efficiently disseminate large volumes of VoD content has prompted IPTV serviceproviders to consider the use of STBs to assist in video content delivery. This paperdescribes our current research work on Zebroid; a potential VoD solution for fiber-to-the …,Multimedia Systems,2010,11
GeoTV: navigating geocoded rss to create an iptv experience,Yih-Farn Chen; Giuseppe Di Fabbrizio; David Gibbon; Rittwik Jana; Serban Jora; Bernard Renger; Bin Wei,Abstract The Web is rapidly moving towards a platform for mass collaboration in contentproduction and consumption from three screens: computers; mobile phones; and TVs. Whilethere has been a surge of interests in making Web content accessible from mobile devices;there is a significant lack of progress when it comes to making the web experience suitablefor viewing on a television. Towards this end; we describe a novel concept; namely GeoTV;where we explore a framework by which web content can be presented or pushed in ameaningful manner to create an entertainment experience for the TV audience. Freshcontent on a variety of topics; people; and places is being created and made available onthe Web at breathtaking speed. Navigating fresh content effectively on TV demands a newbrowsing paradigm that requires fewer mouse clicks or user interactions from the remote …,Proceedings of the 16th international conference on World Wide Web,2007,11
Method and apparatus for performing a passive indoor localization of a mobile endpoint device,*,A method; computer readable storage device and an apparatus for locating a mobileendpoint device in an indoor environment are disclosed. For example; the methodgenerates a location map having a predicted signal strength for each respective location onthe location map; receives a signal strength associated with the mobile endpoint devicewithin the indoor environment; compares the signal strength to the location map having thepredicted signal strength for each respective location on the location map and locates themobile endpoint device as being at a particular location within the indoor environment.,*,2015,10
Modeling heavy tails in traffic sources for network performance evaluation,Vaidyanathan Ramaswami; Kaustubh Jain; Rittwik Jana; Vaneet Aggarwal,Abstract Heavy tails in work loads (file sizes; flow lengths; service times; etc.) havesignificant negative impact on the performance of queues and networks. In the context of thefamous Internet file size data of Crovella and some very recent data sets from a wirelessmobility network; we examine the new class of LogPH distributions introduced byRamaswami for modeling heavy-tailed random variables. The fits obtained are validatedusing separate training and test data sets and also in terms of the ability of the model topredict performance measures accurately as compared with a trace-driven simulation usingNS-2 of a bottleneck Internet link running a TCP protocol. The use of the LogPH class ismotivated by the fact that these distributions have a power law tail and can approximate anydistribution arbitrarily closely not just in the tail but in its entire range. In many practical …,*,2014,10
SpeedGate: A smart data pricing testbed based on speed tiers,Yih-Farn Robin Chen; Rittwik Jana,The explosive growth of cellular traffic and its highly dynamic nature often make itincreasingly expensive or even infeasible for a cellular service provider to provision enoughcellular resources to support the peak traffic demands. Some service providers have startedexploring various economic incentives; including smart data pricing; to manage networkcongestion. We present SpeedGate; a smart mobile data pricing testbed that allows aservice provider to experiment with different dynamic pricing strategies. SpeedGatemaintains persistent VPN connections to smartphones as users roam between differentwireless networks (3G; 4G/LTE; WiFi). The maximum available bandwidth per user sessioncan be adjusted according to various data pricing strategies. We report preliminary resultson two trials with a total of 29 users for assessing their willingness to pay (WTP) for …,Computer Communications Workshops (INFOCOM WKSHPS); 2013 IEEE Conference on,2013,10
Internet security updates via mobile phone videos,*,Information relevant to internet security is received at a data center server. Such information;for example; a network intrusion alert or details on a recent outbreak of an network virus;may be examined to determine the nature and scope of the security-related information. Asecurity alert is promptly generated in response to the information; using previously storedmultimedia content divided into categories of security alerts and/or multimedia contentgenerated at the data center shortly after receiving the security information. The security alertis then disseminated to a plurality of mobile device users. The alerts may be disseminatedonly to the users associated with a certain security event category; or may be sent to differentgroups of users depending on other relevant criteria.,*,2011,10
Presence information based messaging,*,Methods and devices for providing presence based messaging are disclosed. For example;a method receives a message including a message content; an identifier of a recipient and apresence parameter. The presence parameter may comprise a speed parameter pertainingto a speed of a device associated with the recipient or a mood parameter pertaining to amood of the recipient. The method then stores the message and delivers the message to thedevice associated with the recipient when the presence parameter is satisfied.,*,2017,9
System for consolidating heterogeneous data centers through virtualization of services,*,A system for resource provisioning for content delivery of multiple services is disclosed. Thesystem may be configured to offer multiple services; wherein at least one first offered serviceis delivery of prerecorded content and at least one second offered service is contentdelivered according to a deadline. In at least one embodiment; the first offered service maybe video content; and the second offered service may be broadcast television content. Thesystem may also be configured to deliver at least a portion of the first offered service inadvance of use of that portion of the first offered service such that resource demand inconnection with delivery of service content of the second offered service at peak deliverymay be reduced. As such; fewer resources are needed to provide uninterrupted service ofthe first and second offered services.,*,2016,9
Blending telephony services in an internet protocol multimedia subsystem,*,An Internet protocol Multimedia Subsystem (IMS) gateway application server includes anoriginating application server module adapted to invoke call control services in response torequests initiated by a voice over Internet Protocol (IP)(VoIP) client associated with acommunication device such as an IP telephone. Disclosed gateway application serversinclude a proxy server module adapted to notify the communication client of session controlmessages intended for the communication device.,*,2013,9
System and method of collecting; correlating; and aggregating structured edited content and non-edited content,*,Edited and non-edited multimedia content from a plurality of sources is formatted as astandardized data feed. The standardized data feed is correlating with a syndicated datafeed as an aggregated data feed. The aggregated data feed is presented for display at adevice.,*,2009,9
From IPTV to mobile TV to IMS-TV?: Implications and standards for a network operator,Rittwik Jana; Serban Jora,ABSTRACT This survey paper tries to investigate the boundaries of fixed line IPTV andMobile TV Services. In particular; we look at the infrastructure implications and the standardsthat have been established to provide IPTV services for a mobile user. We postulate aconvergence that will unify the fixed; mobile and peer to peer TV services. Examples anduse cases are provided to illustrate this convergence.,IPTV Workshop International World Wide Web Conference; Edinburgh; Scotland; UK,2006,9
Bounds for minimum Euclidean distance for coded multiuser CDMA systems,Rittwik Jana; Lei Wei,We study two properties of the minimum Euclidean distance (d/sup 2//sub min/) for a codedmultiuser system. They are the upper bound of d/sup 2//sub min/and the effect of non-orthogonal spreading. We prove that if all users use trellis codes with same memory lengthand same number of input bits but different mapping signal sets; then the upper bound of thenormalized minimum distance for trellis coded multiuser CDMA system with non-orthogonalspreading is identical to that of the single-user case. It indicates that the trellis codedmultiuser system may recover the minimum distance loss of the uncoded multiuser systemdue to the non-orthogonal spreading (if there is a such loss). Then we investigate the effectof non-orthogonal spreading on a coded system. We derive and study several upper andlower bounds for the ratio of d/sup 2//sub min/between the system with non-orthogonal …,Spread Spectrum Techniques and Applications Proceedings; 1996.; IEEE 4th International Symposium on,1996,9
Method and apparatus for providing premise monitoring,*,A method and apparatus for enabling the use of an IP based network that supports tripleplay services; comprising voice service; data service and video service; to provide premisemonitoring are disclosed. For example; the method monitors a premise via at least onesensing device; and sends security related information to a headend office in acommunication network when a security event is detected; wherein the communicationnetwork is a triple play service network supporting a voice service; a video service; and adata service.,*,2009,8
Systems and methods for distributing video on demand,*,A method of receiving content includes joining an in-progress multicast stream to receive afirst portion of a content. The method further includes sending a request to a peer for a catch-up portion of the content; the request including a deadline for delivery of the content; andreceiving the catch-up portion of the content from the peer prior to the deadline.,*,2016,7
Multimedia alerting and notification service for mobile users,*,In accordance with the teachings of the present invention; an architecture and method ispresented for proving multimedia emergency information. A platform is presented thatseparates content control and delivery control of emergency multimedia information toprovide real-time alerting to recipients.,*,2012,7
Apparatus and method for interference cancellation in communication systems,*,A system that incorporates the subject disclosure may include; for example; determining aninterference based on a channel gain for each signal of a group of signals received at areceiver from a group of transmitters. A determination is made as to whether the interferencesatisfies a threshold range of an analog-to-digital converter of the receiver for each of thegroup of transmitters. An analog time domain cancellation is performed responsive to adetermination that the interference does not satisfy the threshold range; and a digital timedomain cancellation is performed responsive to a determination that the interferencesatisfies the threshold range. Other embodiments are disclosed.,*,2016,6
A QoS-enabled holistic optimization framework for LTE-Advanced heterogeneous networks.,Rajarajan Sivaraj; Ioannis Broustis; NK Shankaranarayanan; Vaneet Aggarwal; Rittwik Jana; Prasant Mohapatra,Abstract—LTE-Advanced (LTE-A) macro-cell deployments are being enhanced with smallcells; ie; low-power base stations; to increase the network coverage and capacity. However;simultaneous co-channel transmissions from macro and small cells cause increased inter-cell interference and under-utilize the spectrum resources at the small cells. The followingLTE-A design techniques are used to improve system performance in such deployments:(i)Carrier Aggregation (CA) to increase capacity by using additional carrier bandwidth;(ii)enhanced Inter-Cell Interference Coordination (eICIC); that includes (a) Cell SelectionBiasing (CSB) to increase small cell spectrum utilization via cell range expansion; and (b)blanking data transmission on the macro cells for a certain duration of time to increase cell-edge user throughput. In this paper; we demonstrate that applying these techniques …,INFOCOM,2016,6
System and method for medium access control enabling both full-duplex and half-duplex communications,*,Disclosed herein are systems; methods; and non-transitory computer-readable storagemedia for a modified MAC protocol which can facilitate communications with both full-duplexand half-duplex devices. A system configured according to the disclosed method can enablecommunications between an Access Point (AP) and a client in either full duplex or halfduplex. The system can similarly enable peer-to-peer communications in both full duplexand half duplex communication modes.,*,2014,6
Capacity requirements for on-demand IPTV services,Pat Diminico; Vijay Gopalakrishnan; Rittwik Jana; KK Ramakrishnan; Deborah F Swayne; Vinay A Vaishampayan,Service providers are evolving to provide more video content on-demand. Customers like towatch a variety of entertainment content of their choice and at their convenience. Servingthis ever-increasing base of on-demand viewers requires careful provisioning by theproviders to accommodate for both scale and interactivity. In this paper; we examine long-term usage patterns of hundreds of thousands of consumers of a nationwide IPTV service;and confirm that viewers are indeed migrating to what is called “time-shifted” viewing oftelevision programming and movies using digital video recorders or on-demand viewing. Wealso examine the impact of such user's interactive control of their viewing experience using“stream control” functions (eg; fast-forward; rewind; skip; replay; etc.) Through carefulmeasurements on an IPTV server; we compute the load due to video streaming and …,Communication Systems and Networks (COMSNETS); 2011 Third International Conference on,2011,6
Project GeoTV-A Three-Screen Service: Navigate on SmartPhone; Browse on PC; Watch on HDTV,Yih-Farn Chen; David Gibbon; Rittwik Jana; Bernard Renger; Daniel Stern; Mike Yang; Bin Wei; Hailong Sun,GeoTV is a project that explores seamless integration of mobile phones; HDTV sets; andcomputers in the living room to enrich the user experience of existing services. The three-screen service allows a user to navigate a world map on a smart phone to track geo-locatedmedia RSS content that matches her personal interests. The user can show a matchingvideo clip on her phone or direct a nearby HDTV set to play the video. In addition; the usercan bring up a world map on a nearby computer screen to navigate areas of interest relatedto the video clip. GeoTV allows all three screens to be used for what they are best for: HDTVfor high resolution video; computer screen for browsing a world map; and a smart phone forpersonalized control at hand to select media of interest.,Consumer Communications and Networking Conference; 2009. CCNC 2009. 6th IEEE,2009,6
Challenges of P2P streaming technologies for IPTV services,Yennun Huang; Yih-Farn Chen; Rittwik Jana; Bin Wei; Michael Rabinovich; Zhen Xiao,ABSTRACT This paper studies the advantages and potential problems of P2P streamingtechnology for IPTV services over DSL or cable modem broadband access networks. Wepresent an analysis which shows that applying P2P streaming technology on a DSL or cablemodem access network may overload switches and routers of the network so that thenumber of viewers who can receive videos in good quality may actually be reduced. Fromthe study; we conclude that P2P streaming technology for IPTV services is beneficial onlywhen the north link of a DSL/cable modem switch or the south links of a local video servingoffice are the bottlenecks.,Int. Workshop on Internet Protocol TV Services Over World Wide Web,2006,6
iVideo–A video proxy for the mobile internet,Sam John; Rittwik Jana; Vinay Vaishampayan; Amy Reibman,*,Proc. of the IEEE 11th International Packet Video Workshop,2001,6
OSCAR: an optimized stall-cautious adaptive bitrate streaming algorithm for mobile networks,Ahmed H Zahran; Jason Quinlan; Darijo Raca; Cormac J Sreenan; Emir Halepovic; Rakesh K Sinha; Rittwik Jana; Vijay Gopalakrishnan,Abstract The design of an adaptive video client for mobile users is challenged by thefrequent changes in operating conditions. Such conditions present a seeminglyinsurmountable challenge to adaptation algorithms; which may fail to find a balancebetween video rate; stalls; and rate-switching. In an effort to achieve the ideal balance; wedesign OSCAR; a novel adaptive streaming algorithm whose adaptation decisions areoptimized to avoid stalls while maintaining high video quality. Our performance evaluation;using real video and channel traces from both 3G and 4G networks; shows that OSCARachieves the highest percentage of stall-free sessions while maintaining a high quality videoin comparison to the state-of-the-art algorithms.,Proceedings of the 8th International Workshop on Mobile Video,2016,5
Limited chain relay with virtual peer for multimedia distribution,*,A method includes at a first customer premises equipment (CPE) device coupled to amultimedia distribution network; generating a first request for multimedia content. Themethod also includes sending the first request to a network node of the multimediadistribution network. The method further includes receiving the multimedia content from avirtual peer located at the network node and storing the multimedia content at the first CPEdevice. The method also includes receiving a message via the multimedia distributionnetwork; the message indicating a transmission of a second request for the multimediacontent by a second customer premises equipment (CPE) device. The method furtherincludes transmitting at least a portion of the stored multimedia content to the second CPEdevice.,*,2012,5
VP2P: A virtual machine-based P2P testbed for VoD delivery,Yih-Farn Chen; Rittwik Jana; Daniel Stern; Hailong Sun; Bin Wei; Mike Yang,Recent advances in P2P technology have made it a viable alternative for the delivery of richmedia by both content and service providers. However; to better understand and utilize P2Ptechnologies in building a scalable media distribution platform; the nature of the underlyingnetwork must be taken into consideration. Although many P2P simulations have beenconducted previously; very few were evaluated on a real P2P testbed with the properties ofthe physical network in mind. In this paper; we describe VP2P; a virtual machine-based P2Ptestbed; which supports P2P studies with the consideration of typical service providernetworks. We use four fully equipped MacPro's to emulate 32 peers in the currentimplementation. Experiments of three P2P algorithms for video on demand (VoD) services:BitTorrent; Toast; and Zebra; were run on the testbed. We discuss the rationales behind …,Consumer Communications and Networking Conference; 2009. CCNC 2009. 6th IEEE,2009,5
System and method for MAC design of a full-duplex centralized cellular network,*,Systems; methods; and computer-readable storage media for scheduling full-duplexcommunications between half-duplex mobile devices and a full-duplex capable accesspoint. The system receives; within a time window; tones from a plurality of mobile devices;the tones indicating that each device in the plurality of devices are performing one ofuploading data and downloading data. The system pairs the plurality of devices into pairs ofan uploading device and a downloading device; where the pairing is based on aninterference each device in the plurality of devices causes with remaining devices in theplurality of devices; to yield a list of paired devices. Upon communicating the list of paireddevices to the plurality of devices; one device of each pair transmits data to the base stationin a frequency channel while the other device receives data from the base station in the …,*,2015,4
Analyzing internet protocol television data to support peer-assisted video-on-demand content delivery,*,A video-on-demand (VOD) server in an Internet protocol television (IPTV) network with anetwork of set-top boxes includes IPTV operational data and an analysis module that selectsa content item. The VOD server divides the content item into sequential chunks; divides thechunks into stripes; pre-populates set-top boxes in a peering network with at least one stripefrom each chunk; receives a request for the content item; and directs each set-top box tosequentially stream its stripes. A method includes selecting a content item based upon IPTVoperational data; dividing the content item into sequential chunks; dividing the chunks intostripes; pre-populating set-top boxes in a peering network with at least one stripe from eachchunk; receiving a request for the content item; and directing each set-top box tosequentially stream its stripes.,*,2015,4
