A case for end system multicast (keynote address),Yang-hua Chu; Sanjay G Rao; Hui Zhang,Abstract The conventional wisdom has been that IP is the natural protocol layer forimplementing multicast related functionality. However; ten years after its initial proposal; IPMulticast is still plagued with concerns pertaining to scalability; network management;deployment and support for higher layer functionality such as error; flow and congestioncontrol. In this paper; we explore an alternative architecture for small and sparse groups;where end systems implement all multicast related functionality including membershipmanagement and packet replication. We call such a scheme End System Multicast. Thisshifting of multicast support from routers to end systems has the potential to address mostproblems associated with IP Multicast. However; the key concern is the performance penaltyassociated with such a model. In particular; End System Multicast introduces duplicate …,ACM SIGMETRICS Performance Evaluation Review,2000,2470
RelSamp: Preserving application structure in sampled flow measurements,Myungjin Lee; Mohammad Hajjat; Ramana Rao Kompella; Sanjay Rao,The Internet has significantly evolved in the number and variety of applications. Networkoperators need mechanisms to constantly monitor and study these applications. Givenmodern applications routinely consist of several flows; potentially to many differentdestinations; existing measurement approaches such as Sampled NetFlow sample only afew flows per application session. To address this issue; in this paper; we introduceRelSamp architecture that implements the notion of related sampling where flows that arepart of the same application session are given higher probability. In our evaluation usingreal traces; we show that RelSamp achieves 5-10x more flows per application sessioncompared to Sampled NetFlow for the same effective number of sampled packets. We alsoshow that behavioral and statistical classification approaches such as BLINC; SVM and …,INFOCOM; 2011 Proceedings IEEE,2011,9
Methods and apparatus to model end-to-end class of service policies in networks,*,Methods and apparatus to model end-to-end class of service policies in operationalnetworks are disclosed. An example method to generate a class of service model isdescribed; including electronically generating a ruleset based on the class of serviceconfiguration associated with a router; electronically generating a flat representation of theruleset; electronically generating a class of service model by composing the flatrepresentation into a composed ruleset; and storing the class of service model in a computer-readable memory.,*,2014,8
Towards securing data delivery in peer-to-peer streaming,Jeff Seibert; Xin Sun; Cristina Nita-Rotaru; Sanjay Rao,The goal of enabling ubiquitous video broadcasting on the Internet has been a longcherished vision in the networking community. Prior efforts aimed at achieving this goalbased on the IP Multicast architecture have been unsuccessful. In recent years; peer-to-peer(P2P) streaming has emerged as a promising alternative technology; which has matured tothe point that there are several commercial offerings available to users. While thesedevelopments are encouraging; P2P streaming systems are susceptible to attacks bymalicious participants; and their viability depends on how effectively they can perform undersuch attacks. In this paper; we explore this issue in the context of mesh-based designs;which have emerged as the dominant architecture for P2P streaming. We provide ataxonomy of the implicit commitments made by nodes when peering with others. We show …,Communication Systems and Networks (COMSNETS); 2010 Second International Conference on,2010,8
Enabling confidentiality of data delivery in an overlay broadcasting system,Ruben Torres; Xin Sun; AAron Walters; Cristina Nita-Rotaru; Sanjay Rao,In this paper; we present an extensive study of key dissemination schemes in an overlaymulticast context; and the first to involve actual implementation; real traces; and performancein Internet environments. Given that rekey traffic has stronger resilience requirements and isburstier than data traffic; we consider whether data and keys must be distributed using thesame overlay or using two separate dissemination structures. Our key findings are:(i) acoupled architecture is effective in achieving resilient key dissemination. Using TCP in eachhop of the dissemination structure (an opportunity unique to overlays) is effective inachieving resiliency in end-to-end key delivery. The performance can be further enhanced ifconvergence properties of overlays are considered; and (ii) a coupled architecture optimizedfor data delivery has high overheads; while a coupled architecture optimized for key …,IEEE Journal on Selected Areas in Communications,2007,8
Alpaca: Compact network policies with attribute-carrying addresses,Nanxi Kang; Ori Rottenstreich; Sanjay Rao; Jennifer Rexford,Abstract In enterprise networks; policies (eg; QoS or security) are often defined based on thecategorization of hosts along dimensions such as the organizational role of the host (facultyvs. student); and department (engineering vs. sales). While current best practices (VLANs)help when hosts are categorized along a single dimension; policy may often need to beexpressed along multiple orthogonal dimensions. In this paper; we make three contributions.First; we argue for Attribute-Carrying IPs (ACIPs); where the IP address allocation process inenterprises considers attributes of a host along all policy dimensions. ACIPs enable flexiblepolicy specification in a manner that may not otherwise be feasible owing to the limited sizeof switch rule-tables. Second; we present Alpaca; algorithms for realizing ACIPs underpractical constraints of limited-length IP addresses. Our algorithms can be applied to …,Proceedings of the 11th ACM Conference on Emerging Networking Experiments and Technologies,2015,7
On-demand waypoints for live P2P video broadcasting,Aditya Ganjam; Sanjay G Rao; Kunwadee Sripanidkulchai; Jibin Zhan; Hui Zhang,Abstract A peer-to-peer architecture has emerged as a promising approach to enabling theubiquitous deployment of live video broadcasting on the Internet. However the performancein these architectures is unpredictable and fundamentally constrained by the characteristicsof the members participating in the broadcast. By characteristics; we refer to user dynamics;out-going bandwidth connectivity; whether the member is behind NAT/firewall; and thenetwork conditions among participating members. While several researchers have looked athybrid P2P/CDN approaches to address these issues; such approaches requireprovisioning of centralized server resources prior to a broadcast; which complicates the goalof ubiquitous video broadcasting. In this paper; we explore an alternative architecture whereusers are willing to donate their bandwidth resources to a broadcast event; even though …,Peer-to-peer networking and applications,2010,7
Establishing the viability of end system multicast using a systems approach to protocol design,Sanjay G Rao,Abstract: This thesis is motivated by the vision of enabling ubiquitous deployment ofapplications such as audio/video conferencing and broadcasting over the Internet. For over15 years; researchers have attempted to enable such applications using the IP Multicastarchitecture. However; concerns regarding per-group state in routers; deployment issues;and difficulties with supporting higher level functionality; such as reliability and congestioncontrol; have prevented IP Multicast from taking root. The author contends that" it is feasibleto efficiently enable group communication applications on the Internet without router and IPlevel support." He demonstrates this in the context of an alternate architecture that he calls"End System Multicast." Here; end systems implement all multicast functionality; includingmembership management and packet replication. By eliminating state in routers; and …,*,2004,6
Robust validation of network designs under uncertain demands and failures,Yiyang Chang; Sanjay Rao; Mohit Tawarmalani,Abstract A key challenge confronting wide-area network architects is validating that theirnetwork designs provide assurable performance in the face of variable traffic demands andfailures. Validation is hard because of the exponential; and possibly non-enumerable; set ofscenarios that must be considered. Current theoretical tools provide overly conservativebounds on network performance since to remain tractable; they do not adequately model theflexible routing strategies that networks employ in practice to adapt to failures and changingtraffic demands. In this paper; we develop an optimizationtheoretic framework to derive theworst-case network performance across scenarios of interest by modeling flexible routingadaptation strategies. We present an approach to tackling the resulting intractable problems;which can achieve tighter bounds on network performance than current techniques. While …,strategies,2017,4
Characterization of community based-P2P systems and implications for traffic localization,Ruben Torres; Marco Mellia; Maurizio M Munafo; Sanjay G Rao,Abstract In this paper; we present one of the first and most extensive characterizations ofclosed community-based P2P systems. Such systems are organic groups of peer-to-peer(P2P) clients; which can be joined only by users belonging to a certain network (eg;connected to a given Internet Service Provider (ISP)). A number of factors motivate thegrowth of these communities; such as quality of content; anonymity of transfers; and thepotential for better performance that enhances user experience. Our study is conducted intwo contrasting environments—a campus network and a national ISP—located in differentcontinents. In both cases; large-scale closed communities have been found to be thepredominant P2P systems in use. We shed light both on the factors motivating the growth ofsuch communities; and present results characterizing the extensiveness of their usage …,Peer-to-Peer Networking and Applications,2013,4
Virtual man: A VLAN management system for enterprise networks,Sunil Dath Krothapalli; Suan Aik Yeo; Yu-Wei Eric Sung; Sanjay G Rao,ABSTRACT In this demonstration; we present Virtual MAN; a system which addressesplethora of unique challenges network operators face in managing Virtual Local AreaNetworks (VLANs) in enterprise networks. Despite their wide prevalence in enterprisenetworks; the management process of VLANs is ad-hoc; error-prone; and has received littlesystematic treatment in the research community. We have identified the most commonlyperformed tasks by the network operators when managing VLANs and developed a systemto automate these tasks. From an operator standpoint; the system not only provides anetwork wide view of how VLANs are organized in an enterprise network but also assiststhem in performing actions like extending current VLANs and configuring new VLANs.Network managers can also use this toolkit to detect and diagnose suboptimal root bridge …,Demo Session; ACM SIGCOMM,2009,4
A software toolkit for visualizing enterprise routing design,Xin Sun; Jinliang Wei; Sanjay G Rao; Geoffrey G Xie,Routing design is widely considered as one of the most challenging parts of enterprisenetwork design. The challenges come from the typical large scale of such networks; thediverse objectives to meet through design; and a wide variety of protocols and mechanismsto choose from. As a result network operators often find it difficult to understand and trouble-shoot the routing design of their networks. Furthermore; today's common practice of focusingon one router or one protocol at a time makes it a onerous task to reason about the network-wide routing behavior. We believe that to mitigate the problem; there is a need for softwaretools to produce effective visualization of enterprise routing designs. In this paper we reporton our experience building such a toolkit. We begin by abstracting various routingmechanisms into a small number of design primitives. The abstraction allows for a more …,Configuration Analytics and Automation (SAFECONFIG); 2011 4th Symposium on,2011,3
A design for securing data delivery in mesh-based peer-to-peer streaming,Jeff Seibert; Xin Sun; Cristina Nita-Rotaru; Sanjay Rao,Abstract While mesh-based approaches have emerged as the dominant architecture for P2Pstreaming; the performance of these approaches under malicious participants has receivedlittle attention. In this paper; we provide a taxonomy of the implicit commitments made bynodes when peering with others. We show that when these commitments are not enforcedexplicitly; they can be exploited by malicious nodes to conduct attacks that degrade the datadelivery service. We consider mesh-based specific P2P attacks where malicious nodesdeliberately become neighbors of a large number of nodes and do not upload data to them;or malicious nodes deliberately delay packets till they are not useful anymore for theapplication. We focus on these attacks given the limited attention paid to them; and thesignificant impact they can have on overall data delivery. We present mechanisms that …,Computer Networks,2011,3
Dealer: Dynamic Request Splitting for Performance-Sensitive Applications in Multi-Cloud Environments,Mohammad Hajjat; Shankaranarayanan Narayanan; David Maltz; Sanjay Rao; Kunwadee Sripanidkulchai,ABSTRACT Enterprises are increasingly deploying their applications in the cloud given thecost-saving advantages; and the potential to geo-distribute applications to ensure resilienceand better service experience. However; a key unknown is whether it it is feasible to meetthe stringent response time requirements of enterprise applications using the cloud. Wemake several contributions. First; we show through empirical measurement studies that (i)there is significant short-term variability in application workload and response times ofindividual components; however (ii) the response times of the same component in differentdata-centers are often uncorrelated. This leads us to argue that there are potential latencysavings if work related to a poorly performing component is dynamically reassigned to areplica in a remote data-center. We leverage this insight to build a system that we term …,*,2011,3
Hydra: leveraging functional slicing for efficient distributed SDN controllers,Yiyang Chang; Ashkan Rezaei; Balajee Vamanan; Jahangir Hasan; Sanjay Rao; TN Vijaykumar,The conventional approach to scaling Software-Defined Networking (SDN) controllers todayis to partition switches based on network topology; with each partition being controlled by asingle physical controller; running all SDN applications. However; topological partitioning islimited by the fact that (i) performance of latency-sensitive (eg; monitoring) SDN applicationsassociated with a given partition may be impacted by co-located compute-intensive (eg;route computation) applications;(ii) simultaneously achieving low convergence time andresponse times might be challenging; and (iii) communication between instances of anapplication across partitions may increase latencies. To tackle these issues; in this paper;we explore functional slicing; a complementary approach to scaling; where multiple SDNapplications belonging to the same topological partition may be placed in physically …,Communication Systems and Networks (COMSNETS); 2017 9th International Conference on,2017,2
A flow measurement architecture to preserve application structure,Myungjin Lee; Mohammad Hajjat; Ramana Rao Kompella; Sanjay G Rao,Abstract The Internet has significantly evolved in the number and variety of applications.Network operators need mechanisms to constantly monitor and study these applications.Modern routers employ passive measurement solution called Sampled NetFlow to collectbasic statistics on a per-flow basis (for a small subset of flows); that could provide valuableinformation for application monitoring. Given modern applications routinely consist ofseveral flows; potentially to many different destinations; only a few flows are sampled perapplication session using Sampled NetFlow. To address this issue; in this paper; weintroduce related sampling that allows network operators to give a higher probability to flowsthat are part of the same application session. Given the lack of application semantics in themiddle of the network; our architecture; RelSamp; treats flows that share the same source …,Computer Networks,2015,2
D-tunes: self tuning datastores for geo-distributed interactive applications,Shankaranarayanan PN; Ashiwan Sivakumar; Sanjay Rao; Mohit Tawarmalani,Abstract Modern internet applications have resulted in users sharing data with each other inan interactive fashion. These applications have very stringent service level agreements(SLAs) which place tight constraints on the performance of the underlying geo-distributeddatastores. Deploying these systems in the cloud to meet such constraints is a challengingtask; as application architects have to strike an optimal balance among different contrastingobjectives such as maintaining consistency between multiple replicas; minimizing accesslatency and ensuring high availability. Achieving these objectives requires carefullyconfiguring a number of low-level parameters of the datastores; such as the number ofreplicas; which DCs contain which data; and the underlying consistency protocolparameters. In this work; we adopt a systematic approach where we develop analytical …,ACM SIGCOMM Computer Communication Review,2013,2
Balancing latency and availability in geodistributed cloud data stores,PN Shankaranarayanan; Ashiwan Sivakumar; Sanjay Rao; Mohit Tawarmalani,*,Purdue University ECE Technical Reports TR-ECE-13-03,2013,2
A case for end system multicast,Yang-Hua Chu Sanjay; Sanjay G Rao; Srinivasan Seshan; Hui Zhang,Abstract The conventional wisdom has been that IP is the natural protocol layer forimplementing multicast related functionality. However; more than a decade after its initialproposal; IP Multicast is still plagued with concerns pertaining to scalability; networkmanagement; deployment and support for higher layer functionality such as error; flow andcongestion control. In this paper; we explore an alternative architecture that we term EndSystem Multicast; where end systems implement all multicast related functionality includingmembership management and packet replication. This shifting of multicast support fromrouters to end systems has the potential to address most problems associated with IPMulticast. However; the key concern is the performance penalty associated with such amodel. In particular; End System Multicast introduces duplicate packets on physical links …,in Proceedings of ACM Sigmetrics,2002,2
Achieving Causal Consistency under Partial Replication for Geo-distributed Cloud Storage,Tariq Mahmood; Shankaranarayanan Puzhavakath Narayanan; Sanjay Rao; TN Vijaykumar; Mithuna Thottethodi,Abstract Causal consistency has emerged as an attractive middle-ground to architectingcloud storage systems; as it allows for high availability and low latency; while supportingstronger-than-eventual-consistency semantics. However; causally-consistent cloud storagesystems have seen limited deployment in practice. A key factor is these systems employ fullreplication of all the data in all the data centers (DCs); incurring high cost. A simpleextension of current causal systems to support partial replication by clustering DCs into ringsincurs availability and latency problems. We propose Karma; the first system to enablecausal consistency for partitioned data stores while achieving the cost advantages of partialreplication without the availability and latency problems of the simple extension. Ourevaluation with 64 servers emulating 8 geo-distributed DCs shows that Karma (i) incurs …,*,2016,1
Measuring and characterizing the performance of interactive multi-tier cloud applications,Mohammad Hajjat; Shankaranarayanan Pn; Ashiwan Sivakumar; Sanjay Rao,In this paper; we conduct a detailed study characterizing the performance of multi-tier webapplications on commercial cloud platforms and evaluate the potential of techniques toimprove the resilience of such applications to performance fluctuations in the cloud. Incontrast to prior works that have studied the performance of individual cloud services or thatof compute-intensive scientific applications (eg; map-reduce based); our study focuses onmulti-tier web applications. Our work is conducted in the context of four real-world webapplications which we instrumented to collect the overall response time and the time spentin each application tier; for each transaction. Our results indicate that cloud applicationsundergo frequent periods of poor performance that typically (i) are short-lived lasting a fewminutes; and (ii) may be attributed to a small subset of application components; though …,Local and Metropolitan Area Networks (LANMAN); 2015 IEEE International Workshop on,2015,1
Vidalizer: An energy efficient video streamer,Arnab Raha; Subrata Mitra; Vijay Raghunathan; Sanjay Rao,Recent years have witnessed a significant rise in the number; duration and variety of videocontents; which contribute to the bulk of internet traffic. With increase in smartphone andtablet users; watching videos on mobile devices has become one of its most popular usecases. These devices live on limited battery energy which is still a major bottleneck and asource of user dissatisfaction during video playback. In this paper we introduce anintermediate framework called VIDalizer for power efficient video delivery to smartphonesand tablets. This almost transparent to the user; battery aware framework takes away someof the video processing overhead from the device and intelligently tunes its parameterscustomized for the mobile device while delivering the video using a novel transport protocol.Our preliminary results show that this framework can significantly reduce energy …,Wireless Communications and Networking Conference (WCNC); 2015 IEEE,2015,1
Dynamic request splitting for interactive cloud applications,Mohammad Hajjat; PN Shankaranarayanan; David Maltz; Sanjay Rao; Kunwadee Sripanidkulchai,Deploying interactive applications in the cloud is a challenge due to the high variability inperformance of cloud services. In this paper; we present Dealer-a system that helps geo-distributed; interactive and multi-tier applications meet their stringent requirements onresponse time despite such variability. Our approach is motivated by the fact that; at anytime; only a small number of application components of large multi-tier applicationsexperience poor performance. Dealer continually monitors the performance of individualcomponents and communication latencies between them to build a global view of theapplication. In serving any given request; Dealer seeks to minimize user response times bypicking the best combination of replicas (potentially located across different data centers).While Dealer requires modifications to application code; we show the changes required …,IEEE Journal on Selected Areas in Communications,2013,1
Towards Automated Auditing for Network Configuration Changes,Subhabrata Sen; Stephen Leggett; Yu-Wei Eric Sung; Sanjay Rao,ABSTRACT IP network operators face the challenge of making and managing low-leveldevice configuration changes to accommodate the rapidly evolving needs of IP networks. Asa first step towards automating this task; we explore a data-driven approach to audit high-level change activity in IP networks; by reverse engineering low-level longitudinalconfiguration data. We demonstrate the utility of our approach in auditing changes for fiveoperational networks.,SIGCOMM,*,1
NutShell: Scalable Whittled Proxy Execution for Low-Latency Web over Cellular Networks,Ashiwan Sivakumar; Chuan Jiang; Yun Seong Nam; Shankaranarayanan Puzhavakath Narayanan; Vijay Gopalakrishnan; Sanjay G Rao; Subhabrata Sen; Mithuna Thottethodi; TN Vijaykumar,Abstract Despite much recent progress; Web page latencies over cellular networks remainmuch higher than those over wired networks. Proxies that execute Web page JavaScript (JS)and push objects needed by the client can reduce latency. However; a key concern is thescalability of the proxy which must execute JS for many concurrent users. In this paper; wepropose to scale the proxies; focusing on a design where the proxy's execution is solely topush the needed objects and the client completely executes the page as normal. Suchredundant execution is a simple; yet effective approach to cutting network latencies; whichdominate page load delays in cellular settings. We develop whittling; a technique to identifyand execute in the proxy only the JS code necessary to identify and push the objectsrequired for the client page load; while skipping other code. Whittling is closely related to …,Proceedings of the 23rd Annual International Conference on Mobile Computing and Networking,2017,*
Exploring Functional Slicing in the Design of Distributed SDN Controllers,Sanjay Rao; TN Vijaykumar,Abstract. The conventional approach to scaling Software-Defined Networking (SDN)controllers today is to partition switches based on network topology; with each partitionbeing controlled by a single physical controller; running all SDN applications. However;topological partitioning is limited by the fact that (i) performance of latency-sensitive (eg;monitoring) SDN applications associated with a given partition may be impacted by co-located compute-intensive (eg; route computation) applications;(ii) simultaneously achievinglow convergence time and response times might be challenging; and (iii) communicationbetween instances of an application across partitions may increase latencies. To tacklethese issues; in this paper; we explore functional slicing; a complementary approach toscaling; where multiple SDN applications belonging to the same topological partition may …,Communication Systems and Networks: 9th International Conference; COMSNETS 2017; Bengaluru; India; January 4–8; 2017; Revised Selected Papers and Invited Papers,2017,*
Alpaca: Compact Network Policies With Attribute-Encoded Addresses,Nanxi Kang; Ori Rottenstreich; Sanjay G Rao; Jennifer Rexford,In enterprise networks; policies (eg; QoS or security) are often defined based on thecategorization of hosts along dimensions; such as the organizational role of the host (facultyversus student) and department (engineering versus sales). While current best practices(virtual local area networks) help when hosts are categorized along a single dimension;policy may often need to be expressed along multiple orthogonal dimensions. In this paper;we make three contributions. First; we argue for attribute-encoded IPs (ACIPs); where the IPaddress allocation process in enterprises considers attributes of a host along all policydimensions. ACIPs enable flexible policy specification in a manner that may not otherwisebe feasible owing to the limited size of switch rule-tables. Second; we present Alpaca;algorithms for realizing ACIPs under practical constraints of limited-length IP addresses …,IEEE/ACM Transactions on Networking,2017,*
Composing middlebox and traffic engineering policies in SDNs,Yiyang Chang; Gustavo Petri; Sanjay Rao; Tiark Rompf,Middleboxes present new requirements that need to be integrated with traffic engineeringapplications that are already complex and consider myriad factors (eg; routing; QoS; load-balancing). While it is possible to revisit traffic engineering algorithms to explicitly integratemiddleboxes; such an approach is not compositional. Existing efforts at compositional SDNapplication development do not apply since they support application composition after staticpacket-forwarding policies are generated by application modules. Consequently; routescomputed by a traffic engineering module cannot be influenced by the constraints imposedby a module that specifies middlebox traversal requirements. In this paper; we explore analternate approach where application composition is done prior to the generation of packet-forwarding policies. Each application is written as a logic program; and provides a set of …,Computer Communications Workshops (INFOCOM WKSHPS); 2017 IEEE Conference on,2017,*
Exploring Functional Slicing in the Design of Distributed SDN Controllers,Yiyang Chang; Ashkan Rezaei; Balajee Vamanan; Jahangir Hasan; Sanjay Rao; TN Vijaykumar,Abstract The conventional approach to scaling Software-Defined Networking (SDN)controllers today is to partition switches based on network topology; with each partitionbeing controlled by a single physical controller; running all SDN applications. However;topological partitioning is limited by the fact that (i) performance of latency-sensitive (eg;monitoring) SDN applications associated with a given partition may be impacted by co-located compute-intensive (eg; route computation) applications;(ii) simultaneously achievinglow convergence time and response times might be challenging; and (iii) communicationbetween instances of an application across partitions may increase latencies. To tacklethese issues; in this paper; we explore functional slicing; a complementary approach toscaling; where multiple SDN applications belonging to the same topological partition may …,International Conference on Communication Systems and Networks,2017,*
Device data transfer via a wireless interface,*,Mobile device data transfer via a wireless network is disclosed. A data manager component(DMC) on a carrier-side of an air interface can receive a request for data from a devicelocated on a client-side of the air interface. The DMC can collect data related to the datarequest. Data can be collected by the DMC from remotely located servers. The collecteddata can be parsed to facilitate determining additional data that can be collected based onthe request for data. The collected data and additional data can be bundled and returned viathe air interface to the device on the client-side. Bundling the collected data and additionaldata can be in accord with an IND scheme; an ONLD scheme; a PARCEL (X) scheme; etc.This can improve load times associate with the requested data and can also reduce powerconsumption associated with the data transfer over the air interface.,*,2016,*
Energy Measurement of SPDY Protocol on Mobile Platform,Zisheng Liao; Ashiwan Sivakumar; Sanjay Rao,Abstract The past few years have witnessed an explosive growth in mobile Internet datatraffic with web browsing being one of the key activities on mobile devices. There istremendous interest in optimizing mobile web. In this regard; a new protocol called SPDYwas introduced by Google to augment web browsing; however it's impact on the deviceenergy consumption is not clearly understood. In this work we evaluate the energycharacteristics of SPDY-based web browsing on mobile devices. In order to measure theenergy consumption of web activities; we use AT&T's ARO [1]. This tool is widely acceptedand used by the industry as well as academia for radio (LTE) energy measurement.However the tool was initially designed as a GUI and hence the efficiency for handling large-scaled data was compromised. The first part of the project involves optimizing ARO so …,*,2014,*
Balancing latency and availability in geo-distributed cloud data stores,Shankaranarayanan PN; Ashiwan Sivakumar; Sanjay Rao; Mohit Tawarmalani,Abstract Modern web applications face stringent requirements along many dimensionsincluding latency; scalability; and availability. In response; several geo-distributed cloudstorage systems have emerged in recent years. Customizing cloud data stores to meetapplication SLA requirements is a challenge given the scale of applications; and theirdiverse and dynamic workloads. In this paper; we tackle these challenges in the context ofquorum-based systems (eg Amazon Dynamo; Cassandra); an important and widely usedclass of distributed cloud storage systems. We present models that seek to optimizepercentiles of response time under normal operation and under a data-center (DC) failure.Our models consider a variety of factors such as the geographic spread of users; DClocations; relative priorities of read and write requests; application consistency …,*,2013,*
Behavior-based characterization of peer-to-peer (p2p) traffic,Ruben Torres; Mohammad Hajjat; Sanjay Rao,Page 1. P2Pt ffi i dit Behavior-Based Characterization of Peer-to-Peer (P2P) Traffic Ruben Torres;Mohammad Hajjat; and Sanjay Rao B td ll B td ll dtd it? P2P traffic is dominant Number of eMuleconnections passing through an ISP in 150 hours But; do we really understand it? P2P traffichas similar behavior to worms ➢ Contacting many nodes ➢ High failure ratio ➢ Content prevalence:common substrings among many packets P2P classification methods provide no insight intointrinsic characteristics of P2P traffic ➢ Why P2P systems have high failure ratio? ➢Why are somemetrics good to classify P2P traffic and Goal: Provide an accurate P2P traffic characterizationbased on intrinsic understanding of P2P clients behavior y g y others are not? II. Understandingthe distribution of III. Using simple probabilities to I. Selection of intuitive metrics to characterizeP2P clients Failure Ratio; Average connections per …,Proceedings of the 9th Annual Information Security Symposium,2008,*
Recent Advances in Distributed Multimedia Communications,J Liu; SG Rao; B Li; H Zhang; E Setton; P Baccichet; B Girod; P Frossard; JC de Martin; MR Civanlar; S Xergias; N Passas; AK Salkintzis; Q Zhang; YQ Zhang; H Gharavi; Q Sun; J Apostolopoulos; CW Chen; SF Chang,MEMBERSHIP Check out the many features available through the IEEE Membership Portal.PUBLICATIONS Find IEEE articles by using the search features of IEEE Xplore SERVICES TheIEEE offers many services to Members; as well as other groups. STANDARDS The IEEE is theleader in the development of many industry standards. CONFERENCES Search for the idealIEEE Conference; on the subject of your choice CAREERS/JOBS Find your next job throughthis IEEE service … Find the following information on our website. How to Subscribe JournalDescription History Current Issue Special Issue Schedule Highlights of 2006 The PublicationProcess Information for Authors Reader Opinions and Suggestions … SPECIAL ISSUE: RECENTADVANCES IN DISTRIBUTED MULTIMEDIA COMMUNICATIONS,Proceedings of the IEEE,2008,*
Feasibility of DDos Attacks with P2P Systems and Prevention Through Robust Membership Management,Xin Sun; Ruben Torres; Sanjay Rao,Abstract We show that malicious nodes in a peer-to-peer system may impact the externalInternet environment; by causing largescale distributed denial of service attacks on nodesnot even part of the overlay system. This is in contrast to attacks that disrupt the normalfunctioning; and performance of the overlay system itself. We formulate several principlescritical to the design of membership management protocols robust to such attacks. We showthat (i) pull-based mechanisms are preferable to push-based mechanisms;(ii) it is critical tovalidate membership information received by a node; and even simple probe-basedtechniques can be quite effective;(iii) validating information by requiring corroboration frommultiple sources can provide good security properties with insignificant performancepenalties; and (iv) it is important to bound the number of distinct logical identifier (eg IDs …,*,2007,*
ICCCN 2006 Technical Program Committee Members,Raquel Hill; Xuxian Jiang; Jelena Mirkovic; Cristina Nita-Rotaru; Samphel Norden; Sanjay Rao; Chenxi Wang; Haining Wang; Weichao Wang; Bobby Bhattacharjee; Byung K Choi; Zongming Fei,Page 1. ICCCN 2006 Technical Program Committee Members Internet Services and NetworkManagement Vice Program Chair: Xiaodong Zhang The Ohio State University PC Members:Xin Chen AskJeeves Inc. Surendar Chandra University ofNotre Dame Yi Cui Vanderbilt UniversityZhenhai Duan Florida State University Ahsan Habib Siemens TTB (Technology to BusinessCenter) Mohamed Hefeeda Simon Fraser University Shudong Jin Case Western ReserveUniversity Martin Karsten University of Waterloo Yong Liu Polytechnic University Yuzhong SunChinese Academy ofSciences Shu Tao IBM TJ. Watson Research Center Marina Thottan BellLabs Li Xiao Michigan State University Li Xiong Emory University Network Security andDependability Vice Program Chair: Dongyan Xu Purdue University PC Members: SongqingChen George Mason University Sonia Fahmy Purdue University …,*,*,*
Abstract/Details,Jagadeesh Mallikarjun Dyaberi; Ann Arbor; Vijay S Pai; Karthik Kannan; Sanjay Rao; Narasimha Reddy; Mithuna Thottethodi,*,*,*,*
Abstract/Details,Balajee Vamanan; Ann Arbor; TN Vijaykumar; Jahangir Hasan; Ramana Kompella; Sanjay Rao,*,*,*,*
Abstract/Details,Anjuman A Islam; Ann Arbor; Vijay Raghunathan; Charlie Hu; Xiaojun Lin; Sanjay Rao,Abstract (summary) An investigation of manganese release from manganese oxide coatedfilter media; observed in a water treatment plant (WTP); was performed. The study involvedcollection of the ground water (GW) and the full scale green sand (GS) filter media; 16SrRNA gene sequencing of the extracted DNA from freshly sampled GW and GS; laboratorycolumn experiments with the collected GS and GW followed by 16S rRNA gene sequencingof the DNA from GS used in the laboratory column experiments. In 16S rRNA genesequencing of the DNA collected from the GW and GS; Geobacteraceae; Burkholderiaferrariae; Galionella feruginea; Ochrobactrum; Mesorhizobium; Pseudomonas andMethylobacrum were found as the most dominant species. Among the sequencedmicroorganisms;∼ 20% for the GW and∼ 45% for the GS microorganisms were …,*,*,*
Abstract/Details,Carol Inguaggiato Cochi; Ann Arbor; Aida Nevarez La Torre; Kathleen P King; Carlos McCray,The number of adult immigrants in need of English-as-a-second language (ESL) instructionis increasing; and these immigrants are settling down in a wide variety of non-traditionaldestinations across the county. Various programs offer ESL instruction to these immigrants;but little is known about the instructional practices they use or the instructors they employ.The purpose of this exploratory single case study was to learn about the instructionalactivities used by teachers in non-academic adult ESL programs to teach vocabulary to theirbeginner-level students and the beliefs that informed their practice. Data was collected usingquestionnaires; classroom observations; and post-observation interviews. Study findingsreveal that teachers implemented two types of activities to teach vocabulary: oral vocabularyactivities and written vocabulary activities. In examining the participants' theories of …,*,*,*
Abstract/Details,TERRI MEDLOCK MANGUM,Cooperative learning has been found to have positive effects; both cognitively andnoncognitively. The purpose of this study was to investigate the effects of the Jigsaw ModelGroup (JMG) and the Cooperative Study Group (CSG); on black high reading level sixth-grade students and their achievement on a social studies task. It also examined self-evaluations of their performances within the group. Information about the appropriate use ofthese structures was sought. The subjects were two intact classes composed of 64 blacksixth-grade boys and girls of homogeneous ability based on standardized reading scores.Pretest scores on the Social Studies Knowledge Test (SSKT); designed to measureachievement on this unit; were used to divide subjects into levels of performance. Theselevels were used in the analyses of the findings; in addition to the randomly assigned …,*,*,*
