Top-k query evaluation with probabilistic guarantees,Martin Theobald; Gerhard Weikum; Ralf Schenkel,Abstract Top-k queries based on ranking elements of multidimensional datasets are afundamental building block for many kinds of information discovery. The best known general-purpose algorithm for evaluating top-k queries is Fagin's threshold algorithm (TA). Since theuser's goal behind top-k queries is to identify one or a few relevant and novel data items; it isintriguing to use approximate variants of TA to reduce run-time costs. This paper introducesa family of approximate top-k algorithms based on probabilistic arguments. When scanningindex lists of the underlying multidimensional data space in descending order of localscores; various forms of convolution and derived bounds are employed to predict when it issafe; with high probability; to drop candidate items and to prune the index scans. Theprecision and the efficiency of the developed methods are experimentally evaluated …,Proceedings of the Thirtieth international conference on Very large data bases-Volume 30,2004,283
Towards a statistically semantic web,Gerhard Weikum; Jens Graupmann; Ralf Schenkel; Martin Theobald,Abstract The envisioned Semantic Web aims to provide richly annotated and explicitlystructured Web pages in XML; RDF; or description logics; based upon underlying ontologiesand thesauri. Ideally; this should enable a wealth of query processing and semanticreasoning capabilities using XQuery and logical inference engines. However; we believethat the diversity and uncertainty of terminologies and schema-like annotations will makeprecise querying on a Web scale extremely elusive if not hopeless; and the same argumentholds for large-scale dynamic federations of Deep Web sources. Therefore; ontology-basedreasoning and querying needs to be enhanced by statistical means; leading to relevance-ranked lists as query results. This paper presents steps towards such a “statisticallysemantic” Web and outlines technical challenges. We discuss how statistically quantified …,International Conference on Conceptual Modeling,2004,19
Ontology-enabled XML search,Ralf Schenkel; Anja Theobald; Gerhard Weikum,Abstract XML is rapidly evolving towards the standard for data integration and exchangeover the Internet and within intranets; covering the complete spectrum from largelyunstructured; ad hoc documents to highly structured; schematic data. However; establishedXML query languages like XML-QL [96] or XQuery [34] cannot cope with the rapid growth ofinformation in open environments such as the Web or intranets of large corporations; as theyare bound to boolean retrieval and do not provide any relevance ranking for the (typicallynumerous) results. Recent approaches such as XIRQL [128] or our own system XXL [295;296] that are driven by techniques from information retrieval overcome the latter problem byconsidering the relevance of each potential hit for the query and returning the results in aranked order; using similarity measures like the cosine measure. But they are still tied to …,*,2003,19
Crowdsourcing assessments for XML ranked retrieval,Omar Alonso; Ralf Schenkel; Martin Theobald,Abstract Crowdsourcing has gained a lot of attention as a viable approach for conducting IRevaluations. This paper shows through a series of experiments on INEX data thatcrowdsourcing can be a good alternative for relevance assessment in the context of XMLretrieval.,European Conference on Information Retrieval,2010,17
EverLast: a distributed architecture for preserving the web,Avishek Anand; Srikanta Bedathur; Klaus Berberich; Ralf Schenkel; Christos Tryfonopoulos,Abstract The World Wide Web has become a key source of knowledge pertaining to almostevery walk of life. Unfortunately; much of data on the Web is highly ephemeral in nature; withmore than 50-80% of content estimated to be changing within a short time. Continuing thepioneering efforts of many national (digital) libraries; organizations such as the InternationalInternet Preservation Consortium (IIPC); the Internet Archive (IA) and the European Archive(EA) have been tirelessly working towards preserving the ever changing Web. However;while these web archiving efforts have paid significant attention towards long termpreservation of Web data; they have paid little attention to developing an global-scaleinfrastructure for collecting; archiving; and performing historical analyzes on the collecteddata. Based on insights from our recent work on building text analytics for Web Archives …,Proceedings of the 9th ACM/IEEE-CS joint conference on Digital libraries,2009,17
Query refinement by relevance feedback in an XML retrieval system,Hanglin Pan; Anja Theobald; Ralf Schenkel,Abstract In recent years; ranked retrieval systems for heterogeneous XML data with bothstructural search conditions and keyword conditions have been developed for digitallibraries; federations of scientific data repositories; and hopefully portions of the ultimateWeb. These systems; such as XXL [2]; are based on pre-defined similarity measures foratomic conditions (using index structures on contents; paths and ontological relationships)and then use rank aggregation techniques to produce ranked result lists. An ontology canplay a positive role for term expansion [2]; by improving the average precision and recall inthe INEX 2003 benchmark [3]. Due to the users' lack of information on the structure andterminology of the underlying diverse data sources; and the complexity of the (powerful)query language; users can often not avoid posing overly broad or overly narrow initial …,International Conference on Conceptual Modeling,2004,17
Linked data management,Andreas Harth; Katja Hose; Ralf Schenkel,Linked Data Management presents techniques for querying and managing Linked Data thatis available on today's Web. The book shows how the abundance of Linked Data can serveas fertile ground for research and commercial applications. The text focuses on aspects ofmanaging large-scale collections of Linked Data. It offers a detailed introduction to LinkedData and related standards; including the main principles distinguishing Linked Data fromstandard database technology. Chapters also describe how to generate links betweendatasets and explain the overall architecture of data integration systems based on LinkedData. A large part of the text is devoted to query processing in different setups. Afterpresenting methods to publish relational data as Linked Data and efficient centralizedprocessing; the book explores lookup-based; distributed; and parallel solutions. It then …,*,2016,16
Automatic query refinement using mined semantic relations,Jens Graupmann; Jun Cai; Ralf Schenkel,With the Web of today being unstructured and semantically heterogeneous; keyword-basedqueries are likely to miss important results. Therefore; refining and expanding queries playsan important role today. This paper presents a novel approach for query expansion thatapplies dependency rules mined from a large Web crawl; combining several existingtechniques for data extraction and mining. Additionally; the rules help binding keywordqueries to the input fields of forms on Web portals; opening up the tremendous resources ofthe hidden Web. Preliminary; yet convincing experiments from a restricted applicationdomain indicate the viability of our approach,Web Information Retrieval and Integration; 2005. WIRI'05. Proceedings. International Workshop on Challenges in,2005,16
High-performance processing of text queries with tunable pruned term and term pair indexes,Andreas Broschart; Ralf Schenkel,Abstract Term proximity scoring is an established means in information retrieval forimproving result quality of full-text queries. Integrating such proximity scores into efficientquery processing; however; has not been equally well studied. Existing methods make useof precomputed lists of documents where tuples of terms; usually pairs; occur together;usually incurring a huge index size compared to term-only indexes. This article introduces ajoint framework for trading off index size and result quality; and provides optimizationtechniques for tuning precomputed indexes towards either maximal result quality or maximalquery processing performance under controlled result quality; given an upper bound for theindex size. The framework allows to selectively materialize lists for pairs based on a querylog to further reduce index size. Extensive experiments with two large text collections …,ACM Transactions on Information Systems (TOIS),2012,15
Proximity-aware scoring for XML retrieval,Andreas Broschart; Ralf Schenkel,Abstract Proximity-aware scoring functions lead to significant effectiveness improvements fortext retrieval. For XML IR; we can sometimes enhance the retrieval quality by exploitingknowledge about the document structure combined with established text IR methods. Thispaper introduces modified proximity scores that take the document structure into accountand demonstrates the effect for the INEX benchmark.,Proceedings of the 31st annual international ACM SIGIR conference on Research and development in information retrieval,2008,15
Qbees: query by entity examples,Steffen Metzger; Ralf Schenkel; Marcin Sydow,Abstract Structured knowledge bases are an increasingly important way for storing andretrieving information. Within such knowledge bases; an important search task is findingsimilar entities based on one or more example entities. We present QBEES; a novelframework for defining entity similarity based only on structural features; so-called aspects;of the entities; that includes query-dependent and query-independent entity rankingcomponents. We present evaluation results with a number of existing entity list completionbenchmarks; comparing to several state-of-the-art baselines.,Proceedings of the 22nd ACM international conference on Conference on information & knowledge management,2013,13
Report on INEX 2012,Patrice Bellot; Timothy Chappell; Antoine Doucet; Shlomo Geva; Sairam Gurajada; Jaap Kamps; Gabriella Kazai; Marijn Koolen; Monica Landoni; Maarten Marx; Arunav Mishra; Véronique Moriceau; Josiane Mothe; Michael Preminger; Georgina Ramirez; Mark Sanderson; Eric Sanjuan; Falk Scholer; A Schuh; Xavier Tannier; Martin Theobald; Matthew Trappett; Andrew Trotman; Qiuyue Wang,Abstract INEX investigates focused retrieval from structured documents by providing largetest collections of structured documents; uniform evaluation measures; and a forum fororganizations to compare their results. This paper reports on the INEX'12 evaluationcampaign; which consisted of a five tracks: Linked Data; Relevance Feedback; SnippetRetrieval; Social Book Search; and Tweet Contextualization. INEX'12 was an exciting yearfor INEX in which we joined forces with CLEF and for the first time ran our workshop as partof the CLEF labs in order to facilitate knowledge transfer between the evaluation forums.,ACM SIGIR Forum,2012,13
Comparative Evaluation of Focused Retrieval: 9th International Workshop of the Inititative for the Evaluation of XML Retrieval; INEX 2010; Vught; The Netherlands; D...,Shlomo Geva; Jaap Kamps; Andrew Trotman,This book constitutes the thoroughly refereed post-workshop proceedings of the 9thInternational Workshop of the Initiative for the Evaluation of XML Retrieval; INEX 2009; heldin Vught; The Netherlands; in December 2009. The aim of the INEX 2010 workshop was tobring together researchers in the field of XML IR who participated in the INEX 2010campaign. During the past year; participating organizations contributed to the building oflarge-scale XML test collections by creating topics; performing retrieval runs and providingrelevance assessments. The workshop concluded the results of this large-scale effort;summarized and addressed issues encountered; and devised a work plan for the futureevaluation of XML retrieval systems. The 37 full papers presented were carefully reviewedand selected from 42 submissions; they are organized into sections corresponding to the …,*,2011,13
DIVERSUM: Towards diversified summarisation of entities in knowledge graphs,Marcin Sydow; Mariusz Pikuła; Ralf Schenkel,A problem of diversified entity summarisation in RDF-like knowledge graphs; with limited¿presentation budget¿; is formulated and studied. A greedy algorithm that adapts previousideas from IR is proposed and preliminary but promising experimental results on realdataset extracted from IMDB database are presented.,Data Engineering Workshops (ICDEW); 2010 IEEE 26th International Conference on,2010,13
ROXXI: Reviving witness dOcuments to eXplore eXtracted Information,Shady Elbassuoni; Katja Hose; Steffen Metzger; Ralf Schenkel,Abstract In recent years; there has been considerable research on information extractionand constructing RDF knowledge bases. In general; the goal is to extract all relevantinformation from a corpus of documents; store it into an ontology; and answer future queriesbased only on the created knowledge base. Thus; the original documents becomedispensable. On the one hand; an ontology is a convenient and non-redundant structuredsource of information; based on which specific queries can be answered efficiently. On theother hand; many users doubt the correctness of facts and ontology subgraphs presented tothem as query results without proof. Instead; users often wish to verify the obtained facts orsubgraphs by reading about them in context; ie; in a document relating the facts andproviding background information. In this demo; we present ROXXI; a system operating …,Proceedings of the VLDB Endowment,2010,12
Making SENSE: socially enhanced search and exploration,Tom Crecelius; Mouna Kacimi; Sebastian Michel; Thomas Neumann; Josiane Xavier Parreira; Ralf Schenkel; Gerhard Weikum,Abstract Online communities like Flickr; del. icio. us and YouTube have establishedthemselves as very popular and powerful services for publishing and searching contents;but also for identifying other users who share similar interests. In these communities; dataare usually annotated with carefully selected and often semantically meaningful tags;collaboratively chosen by the user who uploaded an item and other users who came acrossthe item. Items like urls or videos are typically retrieved by issueing queries that consist of aset of tags; returning items that have been frequently annotated with these tags. However;users often prefer a more personalized way of searching over such a'global'search;exploiting preferences of and connections between users. The SENSE system presented inthis demo supports hybrid personalization along two dimensions: in the social dimension …,Proceedings of the VLDB Endowment,2008,12
Focused Access to XML Documents: 6th International Workshop of the Initiative for the Evaluation of XML Retrieval; INEX 2007; Dagstuhl Castle; Germany; Decemb...,Norbert Fuhr; Jaap Kamps; Mounia Lalmas; Andrew Trotman,This book constitutes the thoroughly refereed post-conference proceedings of the 6thInternational Workshop of the Initiative for the Evaluation of XML Retrieval; INEX 2007; heldat Dagstuhl Castle; Germany; in December 2007. The 37 revised full papers presented werecarefully reviewed and selected for presentation at the workshop from 50 initial submissions.The papers are organized in an ad hoc track and 6 topical sections on book search; XML-mining; entity ranking; interactive; link-the-wiki; and multimedia.,*,2008,11
Aspect-based similar entity search in semantic knowledge graphs with diversity-awareness and relaxation,Steffen Metzger; Ralf Schenkel; Marcin Sydow,Structured knowledge bases are an increasingly important way for storing and retrievinginformation. Within such knowledge bases; an important search task is finding similarentities based on one or more example entities. We present QBEES; a novel framework fordefining entity similarity based only on structural features; so-called aspects; of the entities;that naturally model potential interest profiles of a user submitting an ambiguous query. Theaspect model provides natural diversity-awareness and includes query-dependent andquery-independent entity ranking components. We present evaluation results with a numberof existing entity list completion benchmarks; comparing to several state-of-the-art baselines.,Web Intelligence (WI) and Intelligent Agent Technologies (IAT); 2014 IEEE/WIC/ACM International Joint Conferences on,2014,10
The first joint international workshop on entity-oriented and semantic search (jiwes),Krisztian Balog; David Carmel; Arjen P de Vries; Daniel M Herzig; Peter Mika; Haggai Roitman; Ralf Schenkel; Pavel Serdyukov; Thanh Tran Duc,Abstract The First Joint International Workshop on Entity-oriented and Semantic Search(JIWES) workshop was held on Aug 16; 2012 in Portland; Oregon; USA; in conjunction withthe 35th Annual International ACM SIGIR Conference (SIGIR 2012). The objective for theworkshop was to bring together academic researchers and industry practitioners working onentity-oriented search to discuss tasks and challenges; and to uncover the next frontiers foracademic research on the topic. The workshop program accommodated two invited talks;eight refereed papers divided into two technical paper sessions; and a group discussion.,ACM SIGIR Forum,2012,10
Using read/write Linked Data for Application Integration-Towards a Linked Data Basic Profile.,Arnaud Le Hors; Martin Nally; Steve Speicher,ABSTRACT Linked Data; as defined by Tim Berners-Lee's 4 rules [1]; has enjoyedconsiderable well-publicized success as a technology for publishing data in the World WideWeb [2]. The Rational group in IBM has for several years been employing a read/write usageof Linked Data as an architectural style for integrating a suite of applications; and we haveshipped commercial products using this technology. We have found that this read/writeusage of Linked Data has helped us solve several perennial problems that we had beenunable to successfully solve with other application integration architectural styles that wehave explored in the past. The applications we have integrated in IBM are primarily in thedomains of Application Lifecycle Management (ALM) and Integration System Management(ISM); but we believe that our experiences using read/write Linked Data to solve …,LDOW,2012,10
S3K: seeking statement-supporting top-K witnesses,Steffen Metzger; Shady Elbassuoni; Katja Hose; Ralf Schenkel,Abstract Traditional information retrieval techniques based on keyword search help toidentify a ranked set of relevant documents; which often contains many documents in the topranks that do not meet the user's intention. By considering the semantics of the keywordsand their relationships; both precision and recall can be improved. Using an ontology andmapping keywords to entities/concepts and identifying the relationship between them thatthe user is interested in; allows for retrieving documents that actually meet the user'sintention. In this paper; we present a framework that enables semantic-aware documentretrieval. User queries are mapped to semantic statements based on entities and theirrelationships. The framework searches for documents expressing these statements indifferent variations; eg; synonymous names for entities or different textual expressions for …,Proceedings of the 20th ACM international conference on Information and knowledge management,2011,10
The first international workshop on entity-oriented search (eos),Krisztian Balog; Arjen P de Vries; Pavel Serdyukov; Ji-Rong Wen,Abstract The First International Workshop on Entity-Oriented Search (EOS) workshop washeld on July 28; 2011 in Beijing; China; in conjunction with the 34th Annual InternationalACM SIGIR Conference (SIGIR 2011). The objective for the workshop was to bring togetheracademic researchers and industry practitioners working on entity-oriented search todiscuss tasks and challenges; and to uncover the next frontiers for academic research on thetopic. The workshop program accommodated two invited talks; eleven refereed papersdivided into three technical paper sessions; and a group discussion.,ACM SIGIR Forum,2012,9
Temporal knowledge for timely intelligence,Gerhard Weikum; Srikanta Bedathur; Ralf Schenkel,Abstract Knowledge bases about entities and their relationships are a great asset forbusiness intelligence. Major advances in information extraction and the proliferation ofknowledge-sharing communities like Wikipedia have enabled ways for the largelyautomated construction of rich knowledge bases. Such knowledge about entity-orientedfacts can greatly improve the output quality and possibly also efficiency of processingbusiness-relevant documents and event logs. This holds for information within the enterpriseas well as in Web communities such as blogs. However; no knowledge base will ever befully complete and real-world knowledge is continuously changing: new facts supersede oldfacts; knowledge grows in various dimensions; and completely new classes; relation types;or knowledge structures will arise. This leads to a number of difficult research questions …,International Workshop on Business Intelligence for the Real-Time Enterprise,2010,9
On the interaction of light amines and alcohols with alkali metal exchanged X zeolites,R Schenkel; R Olindo; J Kornatowski; JA Lercher,Abstract Adsorption of ammonia; methylamine and 1-propylamine on alkali cationexchanged X zeolites was investigated using in situ IR spectroscopy and compared tosorption of water; ethanol and 1-propanol. Amines and alcohols formed similar primaryadsorption complexes in the supercages of alkali cation exchanged zeolite X. Threeelements contribute to the bonding; ie;(i) the polar sorbate interacts with alkali metal cationsvia the lone electron pair of its electronegative atom;(ii) the protons of the functional groupsof the sorbate form hydrogen bonds with the negatively charged oxygen atoms of theframework; and (iii) the hydrogen of the alkyl groups interact with the lattice oxygen. Aminesform only primary adsorption complexes and do not exhibit sorbate–sorbate interactions asobserved for alcohols.,Applied Catalysis A: General,2006,9
Overview of INEX 2014,Patrice Bellot; Toine Bogers; Shlomo Geva; Mark Hall; Hugo Huurdeman; Jaap Kamps; Gabriella Kazai; Marijn Koolen; Véronique Moriceau; Josiane Mothe; Michael Preminger; Eric SanJuan; Ralf Schenkel; Mette Skov; Xavier Tannier; David Walsh,Abstract INEX investigates focused retrieval from structured documents by providing largetest collections of structured documents; uniform evaluation measures; and a forum fororganizations to compare their results. This paper reports on the INEX 2014 evaluationcampaign; which consisted of three tracks: The Interactive Social Book Search Trackinvestigated user information seeking behavior when interacting with various sources ofinformation; for realistic task scenarios; and how the user interface impacts search and thesearch experience. The Social Book Search Track investigated the relative value ofauthoritative metadata and user-generated content for search and recommendation using atest collection with data from Amazon and LibraryThing; including user profiles and personalcatalogues. The Tweet Contextualization Track investigated tweet contextualization …,International Conference of the Cross-Language Evaluation Forum for European Languages,2014,8
Overview of INEX 2013,Patrice Bellot; Antoine Doucet; Shlomo Geva; Sairam Gurajada; Jaap Kamps; Gabriella Kazai; Marijn Koolen; Arunav Mishra; Véronique Moriceau; Josiane Mothe; Michael Preminger; Eric SanJuan; Ralf Schenkel; Xavier Tannier; Martin Theobald; Matthew Trappett; Qiuyue Wang,Abstract INEX investigates focused retrieval from structured documents by providing largetest collections of structured documents; uniform evaluation measures; and a forum fororganizations to compare their results. This paper reports on the INEX 2013 evaluationcampaign; which consisted of four activities addressing three themes: searchingprofessional and user generated data (Social Book Search track); searching structured orsemantic data (Linked Data track); and focused retrieval (Snippet Retrieval and TweetContextualization tracks). INEX 2013 was an exciting year for INEX in which weconsolidated the collaboration with (other activities in) CLEF and for the second time ran ourworkshop as part of the CLEF labs in order to facilitate knowledge transfer between theevaluation forums. This paper gives an overview of all the INEX 2013 tracks; their aims …,International Conference of the Cross-Language Evaluation Forum for European Languages,2013,8
Database techniques for linked data management,Andreas Harth; Katja Hose; Ralf Schenkel,Abstract Linked Data refers to data published in accordance with a number of principlesrooted in web standards. In the past few years we have witnessed a tremendous growth inLinked Data publishing on the web; leading to tens of billions of data items published online.Querying the data is a key functionality required to make use of the wealth of rich interlinkeddata. The goal of the tutorial is to introduce; motivate; and detail techniques for queryingheterogeneous structured data from across the web. Our tutorial aims to introduce databaseresearchers and practitioners to the new publishing paradigm on the web; and show howthe abundance of data published as Linked Data can serve as fertile ground for databaseresearch and experimentation. As such; the tutorial focuses on applying databasetechniques to processing Linked Data; such as optimized indexing and query processing …,Proceedings of the 2012 ACM SIGMOD International Conference on Management of Data,2012,8
To diversify or not to diversify entity summaries on rdf knowledge graphs?,Marcin Sydow; Mariusz Pikuła; Ralf Schenkel,Abstract This paper concerns the issue of diversity in entity summarisation on RDFknowledge graphs. In particular; we study whether and to what extent the notion of diversityis appreciated by real users of a summarisation tool. To this end; we design a userevaluation study and experimentally evaluate and compare; on real data concerning themovie domain (IMDB); two graph-entity summarisation algorithms: PRECIS and DIVERSUM;that were proposed in our recent work. We present successful experimental results showingthat diversity-awareness of a graph entity summarisation tool is a valuable feature and thatDIVERSUM algorithm receives quite positive user feedback.,International Symposium on Methodologies for Intelligent Systems,2011,8
Report on INEX 2008,Gianluca Demartin; Ludovic Denoye; Antoine Douce; Khairun Nisa Fachry; Patrick Gallinar; Shlomo Gev; Wei-Che Huang; Tereza Iofciu; Jaap Kamps; Gabriella Kazai; Marijn Koolen; Monica Landoni; Ragnar Nordlie; Nils Pharo; Ralf Schenkel; Martin Theobald; Andrew Trotman; Arjen P De Vries; Alan Woodley; Jianhan Zhu,Abstract INEX investigates focused retrieval from structured documents by providing largetest collections of structured documents; uniform evaluation measures; and a forum fororganizations to compare their results. This paper reports on the INEX 2008 evaluationcampaign; which consisted of a wide range of tracks: Ad hoc; Book; Efficiency; EntityRanking; Interactive; QA; Link the Wiki; and XML Mining.,ACM SIGIR Forum,2009,8
The topx db&ir engine,Martin Theobald; Ralf Schenkel; Gerhard Weikum,Abstract This paper proposes a demo of the TopX search engine; an extensive frameworkfor unified indexing; querying; and ranking of large collections of unstructured;semistructured; and structured data. TopX integrates efficient algorithms for top-k-styleranked retrieval with powerful scoring models for text and XML documents; as well asdynamic and self-tuning query expansion based on background ontologies.,Proceedings of the 2007 ACM SIGMOD international conference on Management of data,2007,8
XXL@ INEX 2003,Ralf Schenkel; Anja Theobald; Gerhard Weikum,ABSTRACT Information retrieval on XML combines retrieval on content data (element andattribute values) with retrieval on structural data (element and attribute names). Standardquery languages for XML such as XPath or XQuery support Boolean retrieval: a query resultis a (possibly restructured) subset of XML elements or entire documents that satisfy thesearch conditions of the query. Such search conditions consist of regular path expressionsincluding wildcards for paths of arbitrary length and boolean content conditions. Wedeveloped a flexible XML search language called XXL for probabilistic ranked retrieval onXML data. XXL offers a special operator'∼'for specifying semantic similarity searchconditions on element names as well as element values. Ontological knowledge andappropriate index structures are necessary for semantic similarity search on XML data …,INEX 2003 Workshop Proceedings,2004,8
The Bigdata® RDF Graph Database.,Bryan B Thompson; Mike Personick; Martyn Cutcher,*,*,2014,7
Overview of the INEX 2013 Linked Data Track.,Sairam Gurajada; Jaap Kamps; Arunav Mishra; Ralf Schenkel; Martin Theobald; Qiuyue Wang,Abstract. This paper provides an overview of the INEX Linked Data Track; which went into itssecond iteration in 2013 … As in the previous year [7]; the goal of the INEX Linked Data Track1was to investigate retrieval techniques over a combination of textual and highly struc- tureddata; where rich textual contents from Wikipedia articles serve as the basis for retrieval and rankingtechniques; while additional RDF properties carry key information about semantic relationshipsamong entities that cannot be cap- tured by keywords alone. As opposed to the previousyear; the Linked Data Track employed a new form of a reference collection; which was purelybased on openly available dumps of English Wikipedia articles (using a snapshot from June1st; 2012; in MediaWiki XML format) plus two canonical subsets of the DBpedia 3.8 [3] and YAGO2[4] collections (in RDF NT format). In addition to this reference collection; we provided two …,CLEF (Working Notes),2013,7
Pay-as-you-go maintenance of precomputed nearest neighbors in large graphs,Tom Crecelius; Ralf Schenkel,Abstract An important building block of many graph applications such as searching in socialnetworks; keyword search in graphs; and retrieval of linked documents is retrieving thetransitive neighbors of a node in ascending order of their distances. Since large graphscannot be kept in memory and graph traversals at query time would be prohibitivelyexpensive; the list of neighbors for each node is usually precomputed and stored in acompact form. While the problem of precomputing all-pairs shortest distances has been wellstudied for decades; efficiently maintaining this information when the graph changes is notas well understood. This paper presents an algorithm for maintaining nearest neighbor listsin weighted graphs under node insertions and decreasing edge weights. It considers theimportant case where queries are a lot more frequent than updates; and presents two …,Proceedings of the 21st ACM international conference on Information and knowledge management,2012,7
Entity summarisation with limited edge budget on knowledge graphs,Marcin Sydow; Mariusz Pikuła; Ralf Schenkel; Adam Siemion,We formulate a novel problem of summarising entities with limited presentation budget onentity-relationship knowledge graphs and propose an efficient algorithm for solving thisproblem. The algorithm has been implemented together with a visualising tool. Experimentaluser evaluation of the algorithm was conducted on real large semantic knowledge graphsextracted from the web. The reported results of experimental user evaluation are promisingand encourage to continue the work on improving the algorithm.,Computer Science and Information Technology (IMCSIT); Proceedings of the 2010 International Multiconference on,2010,7
Experiments with proximity-aware scoring for XML retrieval at INEX 2008,Andreas Broschart; Ralf Schenkel; Martin Theobald,Abstract Proximity enhanced scoring models significantly improve retrieval quality in textretrieval. For XML IR; we can sometimes enhance the retrieval efficacy by exploitingknowledge about the document structure combined with established text IR methods. Thispaper elaborates on our approach used for INEX 2008 which modifies a proximity scoringmodel from text retrieval for usage in XML IR and extends it by taking the document structureinformation into account.,International Workshop of the Initiative for the Evaluation of XML Retrieval,2008,7
FliX: A flexible framework for indexing complex XML document collections,Ralf Schenkel,Abstract While there are many proposals for path indexes on XML documents; none of themis perfectly suited for indexing large-scale collections of interlinked XML documents. Existingstrategies lack support for links; require large amounts of time to build or space to store theindex; or cannot efficiently answer connection queries. This paper presents the FliXframework for connection indexing that supports large; heterogeneous document collectionswith links; using the existing path indexes as building blocks. We introduce some exampleconfigurations of the framework that are appropriate for many important applicationscenarios. Experiments show the feasibility of our approach.,International Conference on Extending Database Technology,2004,7
Experiences with Building a Federated Transaction Manager based on CORBA OTS.,Ralf Schenkel; Gerhard Weikum,Abstract. Federated transaction management is needed to ensure the consistency of datathat is distributed across multiple; largely autonomous. and possibly heterogeneouscomponent databases and accessed by both global and local transactions. The problem ofhow to achieve global serializability has been intensively studied in the literature; but noneof the proposed approaches can be considered as a universally" best" strategy. Rather afederated transaction manager should support a suite of strategies and allow selecting themost suitable protocol for each application. Furthermore; it should not only concentrate onthe idealized correctness criterion of serializability. but also offer support for differentisolation levels. which are widely used in existing database systems. This paper presentsthe design and implementation of a CORBA-based customizable transaction manager for …,EFIS,1999,7
An experience report of large scale federations,Andreas Schwarte; Peter Haase; Michael Schmidt; Katja Hose; Ralf Schenkel,Abstract: We present an experimental study of large-scale RDF federations on top of theBio2RDF data sources; involving 29 data sets with more than four billion RDF triplesdeployed in a local federation. Our federation is driven by FedX; a highly optimizedfederation mediator for Linked Data. We discuss design decisions; technical aspects; andexperiences made in setting up and optimizing the Bio2RDF federation; and present anexhaustive experimental evaluation of the federation scenario. In addition to a controlledsetting with local federation members; we study implications arising in a hybrid setting;where local federation members interact with remote federation members exhibiting highernetwork latency. The outcome demonstrates the feasibility of federated semantic datamanagement in general and indicates remaining bottlenecks and research opportunities …,arXiv preprint arXiv:1210.5403,2012,6
TopX 2.0 at the inex 2009 ad-hoc and efficiency tracks,Martin Theobald; Ablimit Aji; Ralf Schenkel,Abstract This paper presents the results of our INEX 2009 Ad-hoc and Efficiency trackexperiments. While our scoring model remained almost unchanged in comparison toprevious years; we focused on a complete redesign of our XML indexing component withrespect to the increased need for scalability that came with the new 2009 INEX Wikipediacollection; which is about 10 times larger than the previous INEX collection. TopX nowsupports a CAS-specific distributed index structure; with a completely parallel execution ofall indexing steps; including parsing; sampling of term statistics for our element-specificBM25 ranking model; as well as sorting and compressing the index lists into our finalinverted block-index structure. Overall; TopX ranked among the top 3 systems in both the Ad-hoc and Efficiency tracks; with a maximum value of 0.61 for iP [0.01] and 0.29 for MAiP in …,International Workshop of the Initiative for the Evaluation of XML Retrieval,2009,6
Optimizing distributed top-k queries,Thomas Neumann; Matthias Bender; Sebastian Michel; Ralf Schenkel; Peter Triantafillou; Gerhard Weikum,Abstract Top-k query processing is a fundamental building block for efficient ranking in alarge number of applications. Efficiency is a central issue; especially for distributed settings;when the data is spread across different nodes in a network. This paper introduces noveloptimization methods for top-k aggregation queries in such distributed environments thatcan be applied to all algorithms that fall into the frameworks of the prior TPUT and KLEEmethods. The optimizations address 1) hierarchically grouping input lists into top-k operatortrees and optimizing the tree structure; and 2) computing data-adaptive scan depths fordifferent input sources. The paper presents comprehensive experiments with two differentreal-life datasets; using the ns-2 network simulator for a packet-level simulation of a largeInternet-style network.,International Conference on Web Information Systems Engineering,2008,6
Fine-grained relevance feedback for XML retrieval,Hanglin Pan; Ralf Schenkel; Gerhard Weikum,ABSTRACT This demonstration presents an XML IR system that allows users to give feedbackof different granularities and types; using Dempster-Shafer theory of evidence to computeex- panded and reweighted queries … Categories and Subject Descriptors H.3.3 [InformationSearch and Retrieval]: Relevance feedback … Keywords relevance feedback; XML IR; dempstershafer theory … Introduction Relevance Feedback is an important way to enhance retrieval qualityby integrating relevance information provided by a user. In XML retrieval; existing feedback enginesusually generate an expanded keyword query from the content of el- ements marked as relevantor nonrelevant. This approach that is inspired by text-based IR completely ignores the semistructurednature of XML. The system presented in this demonstration exploits ad- vanced user feedbackbeyond simple per-result feedback. In- stead of supplying a single relevance value for a …,Proceedings of the 31st annual international ACM SIGIR conference on Research and development in information retrieval,2008,6
TopX@ INEX 2007,Andreas Broschart; Ralf Schenkel; Martin Theobald; Gerhard Weikum,Abstract This paper describes the setup and results of the Max-Planck-Institut für Informatik'scontributions for the INEX 2007 AdHoc Track task. The runs were produced with TopX; asearch engine for ranked retrieval of XML data that supports a probabilistic scoring model forfull-text content conditions and tag-term combinations; path conditions as exact or relaxableconstraints; and ontology-based relaxation of terms and tag names.,International Workshop of the Initiative for the Evaluation of XML Retrieval,2007,6
Topx–adhoc track and feedback task,Martin Theobald; Andreas Broschart; Ralf Schenkel; Silvana Solomon; Gerhard Weikum,Abstract This paper describes the setup and results of the Max-Planck-Institut für Informatik'scontributions for the INEX 2006 AdHoc Track and Feedback task. The runs were producedwith the TopX system; which is a top-k retrieval engine for text and XML data that uses acombination of BM25-based content and structural scores.,International Workshop of the Initiative for the Evaluation of XML Retrieval,2006,6
