Temperature; growth rate; and body size in ectotherms: fitting pieces of a life-history puzzle,Michael J Angilletta Jr; Todd D Steury; Michael W Sears,Abstract The majority of ectotherms grow slower but mature at a larger body size in colderenvironments. This phenomenon has puzzled biologists because classic theories of life-history evolution predict smaller sizes at maturity in environments that retard growth. Duringthe last decade; intensive theoretical and empirical research has generated some plausibleexplanations based on nonadaptive or adaptive plasticity. Nonadaptive plasticity of bodysize is hypothesized to result from thermal constraints on cellular growth that cause smallercells at higher temperatures; but the generality of this theory is poorly supported. Adaptiveplasticity is hypothesized to result from greater benefits or lesser costs of delayed maturationin colder environments. These theories seem to apply well to some species but not others.Thus; no single theory has been able to explain the generality of temperature-size …,Integrative and comparative biology,2004,528
The influence of thermal heterogeneity on species interactions,Michael Sears; Michael Angilletta; Evan Apanovitch; Michael Carlo; Ofir Levy; Eric Riddell; Travis Rusch,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2016,*
Warming nest temperatures impact survival and growth of Eastern fence lizards (Sceloporus undulatus),MA Carlo; MW Sears,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2016,*
Improved measurements of skin resistance to water loss using first principles,EA Riddell; J Odom; MW Sears,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2016,*
Beyond lethality-costs of varying thermal resources under the perceived risk of predation,TW Rusch; MW Sears; MJ Angilletta,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2016,*
Stressed to the limit: Implications of geographic variation of stress across the range limit of a lungless salamander; Plethodon metcalfi,EK Apanovitch; EA Riddell; MW Sears,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2016,*
Reciprocal transplant of salamanders reveals potential local adaptation of acclimatization of water loss rates,EA Riddell; J Plaskon; EK Apanovitch; MW Sears,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2015,*
Sublethal warming of embryo temperatures affects post-hatching phenotypes in the Eastern fence lizard (Sceloporus undulatus),MA Carlo; EA Riddell; MW Sears,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2015,*
Rising Stress: Investigating Plethodon metcalfi stressors across range limits using elevation and latitude as climate change proxies,EK Apanovitch; EA Riddell; MW Sears,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2015,*
Thermal constraints on activity revisited: Can spatially-explicit estimates of activity predict growth rates of ectotherms?,MW Sears,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2015,*
Can lizard embryos survive climate warming? Thermal constraints on the physiology of developing Eastern fence lizards,Michael A Carlo; Eric A Riddell; Michael W Sears,Abstract Sublethal stressors will likely mediate an organismâ€™ s response to climatechange. Mobile animals can change their behavior to maintain temperatures withinpreferred ranges. However; animals in immobile life stages are particularly vulnerable towarming. For example; lizard embryos experience recurrent thermal stress as they developin shallow nests with daily temperature fluctuations. Nesting temperatures above 41.5 ÂCcan be lethal to Eastern fence lizard (Sceloporus undulatus) embryos. Although that isbeyond the range experienced at current nest sites; rapid warming will push nest conditionstoward critical limits. Therefore; it is important to examine the effects of sublethal high nesttemperatures on developing lizards. We reared S. undulatus embryos under three thermalregimesâ€” one to simulate contemporary nest conditions with a maximum daily …,*,2015,*
No Evidence of Metabolic Depression in Western Alaskan Juvenile Steller Sea Lions (Eumetopias,LA Hoopes; LD Rea; A Christ; GAJ Worthy,Abstract Steller sea lion (Eumetopias jubatus) populations have undergone precipitousdeclines through their western Alaskan range over the last four decades with the leadinghypothesis to explain this decline centering around changing prey quality; quantity; oravailability for this species (ie; nutritional stress hypothesis). Under chronic conditions ofreduced food intake sea lions would conserve energy by limiting energy expendituresthrough lowering of metabolic rate known as metabolic depression. To examine the potentialfor nutritional stress; resting metabolic rate (RMR) and body composition were measured infree-ranging juvenile Steller sea lions (N= 91) at three distinct geographical locations(Southeast Alaska; Prince William Sound; Central Aleutian Islands) using open-flowrespirometry and deuterium isotope dilution; respectively. Average sea lion RMR ranged …,*,2014,*
High and Dry: Responses of Evaporative Water Loss Along an Elevational Gradient for Two Species of Lungless Salamanders,EA Riddell; MW Sears,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2014,*
Fractal dimension of landscape features drives activity of terrestrial ectotherms,MW Sears; O Levy; MJ Angilletta,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2014,*
Beyond lethality use of thermal resources under the perceived risk of predation,TW Rusch; MW Sears; GF Ray; TL Merlino; MJ Angilletta,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2014,*
Toward a spatially-explicit thermal ecology: predicting activity from the dispersal of individuals through thermally-structured landscapes,MW Sears,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2013,*
Extending thermal games of predator-prey interactions in a spatially-explicit context,EA Riddell; MW Sears,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2013,*
Competition for thermal resources between males in complex landscapes,TW Rusch; MW Sears; MJ Angilletta,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2013,*
Challenges of modeling the environments of animals: Features of geospatial datasets bias predictions of thermal heterogeneity,Congwen Wang; Michael W Sears,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2012,*
Responses of species to climate change: the role of thermal adaptation of thermal reaction norms,Michael W Sears; Michael J Angilletta; Lauren B Buckley,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2012,*
The world is not flat: defining the thermal landscape... again,Michael W Sears; Michael J Angilletta,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2011,*
The role of evolutionary theory in predicting responses to environmental warming,MJ Angilletta; MW Sears,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2011,*
SYMP 7-8: Adaptation of thermal reaction norms along a latitudinal gradient: implications for the responses of species ranges to climate,Michael Sears; Michael J Angilletta,Understanding the responses of plants and animals to ongoing climate change is one of themost pressing questions for a practicing ecologist today. Over the past century; globalclimates have warmed and climatic models predict continued warming in the near future.Warmer temperatures will directly impact organisms given the thermal sensitivity ofnumerous physiological traits. One strategy for persistence; then; is for organisms to shifttheir geographic ranges by tracking climates to which their physiological processes areadapted. Here; we examine how thermal reaction norms for energy assimilation; which havebeen optimized along a latitudinal gradient; might contribute to future shifts in thegeographical range of a species. Because daily; seasonal; and annual temperatures varywith latitude; we expect that selective pressures have generated distinct reaction norms …,The 95th ESA Annual Meeting,2010,*
Spatial arrangements of thermal habitat mediate competition for space,MW Sears,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2010,*
COS 66-6: Hanging out with the cool frogs: Operative and body temperature effects on population response to disease,Sarah N Becker; Karen Lips; Michael Sears,Background/Question/Methods Batrachochytrium dendrobatidis (Bd) is a fungal pathogencausing amphibian population declines. Bd has a narrow thermal tolerance and requiresmoisture to survive. Differences in frog biology; pathogen biology and/or environment maydetermine population response to disease. Population responses to Bd vary among sites;habitats; species and populations (Brem & Lips; 2008). In the tropics; stream dwellingspecies decline to a greater degree compared to forest species; yet not all stream speciesdecline to extirpation and not all forest species survive. We hypothesized that variation inoperative temperature (T e) and/or body temperature (T b) might explain differences in hostpopulation change documented among sites; among habitats and among species. Wesampled three montane Panamanian sites (elevation 375-1300 m) during 2.5 months of …,The 94th ESA Annual Meeting,2009,*
Implications of habitat selection and dispersal for the responses of small ectotherms to climate change,Michael W Sears,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2009,*
Should I stay or should I go? Optimal decisions for attack and flight during predator-prey interactions,Timothy Polnaszek; Kimberly S Artita; Michael W Sears,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2009,*
Strategies for optimization in behavioral and ecological research using evolutionary computation,Kimberly S Artita; Timothy Polnaszek; Michael W Sears,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2009,*
The implications of body size for habitat selection as a consequence of behavioral thermoregulation,Jeffrey J Smith; Michael W Sears,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2009,*
Acclimation of thermal physiology in predictable and stochastic environments: a test of optimality theory,Matthew S Schuler; John J Storm; Michael W Sears; Brandon S Cooper; Ben H Williams; Michael J Angilletta,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2009,*
Implications of tradeoffs between crypsis and thermoregulation for the evolution of animal coloration,A Bockoven; M Amarello; MW Sears,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2009,*
Optimal decision rules for dispersal under activity-mortality tradeoffs for small ectotherms in thermally-structured landscapes,Michael W Sears; Timothy Polnaszek; Kimberly S Artita,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2009,*
Testing models of behavioral thermoregulation in a spatially-explicit context: a large-scale field experiment,MJ Angilletta; MW Sears; MS Schuler; TW Rusch; WA Mitchell,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2009,*
Predicting anuran phenotypes in complex environments,AC Niehaus; MJ Angilletta Jr; M Sears; CE Franklin; RS Wilson,Abstract Ecologists have long sought to understand the plasticity of organisms inenvironments that vary widely among years; seasons; and even hours of the day. Thoughenvironmental change is ubiquitous; relatively few empirical studies have considered theconsequences of diel temperature variation on developing organisms; instead comparingphenotypes among un-natural stable conditions. Here; we determined whether reactionnorms based on stable environments (18; 22; 26; 30 and 34 C) could be used to predicthatchling; larval and metamorphic phenotypes of anurans in variable environments (18-28 Cand 18-34 C). We used existing theory to evaluate how acclimation might result in poorpredictability. Our empirical models did not accurately predict anuran phenotypes influctuating temperatures; suggesting that extrapolation from studies conducted under …,Consequences of diel thermal variation on the growth; development and locomotor performance of ectotherms,2008,*
Evaluating alternatives for watershed-scale design of BMPs,John William Nicklow,4. Problem and Research Objectives: Best management practices (BMPs) are widelyusedstructural or non-structural methods intended to manage and/or improve the quantity andquality of stormwater runoff. BMPs are commonly individually designed and site-specific.Studies (eg; Ferguson; 1991); however; suggest that such fragmented layouts may actuallyworsen stormwater impacts at the scale of a watershed; thus negating the intended purposeof runoff controls. Detention systems and other structural BMPs are instead most cost-effective when designed and implemented in regionallystrategic combinations to meetrelated stormwater treatment goals. Implementation of a watershed-scale BMP design isoften challenged by conflicting objectives (eg; environmental; ecological; economic criteria)as well as unquantifiable (and therefore; unmodeled) objectives. Identifying a least cost …,*,2008,*
Amphibian Declines and Issues of Inference: Response to Parmesan and Singer,Michael W Sears; Jay Diffendorfer; Karen Lips; Joe Mendelson,Home; Search; Browse Collections; My Account; About; DC Network Digital Commons Network™.Skip to main content: TigerPrints; About; FAQ; My Account. TigerPrints. TigerPrints. < Previous;Next >; Home > SCIENCE > BIO > BIO_PUBS > 23. Publications. Title. Amphibian Declinesand Issues of Inference: Response to Parmesan and Singer. Authors. Michael W. Sears; ClemsonUniversityFollow Jay Diffendorfer Karen Lips Joe Mendelson. Document Type. Response orComment. Publication Date. 4-2008. Publication Title. PLOS Biology. Publisher. Public Libraryof Science. Recommended Citation. Please use publisher's recommended citation. Link to FullText. Share. COinS. Search. Enter search terms: Select context to search: in this series. AdvancedSearch. Notify me via email or RSS. Browse. Collections; Disciplines; Disciplines; Author Gallery;Expert Gallery; Authors. Author Corner …,*,2008,*
PS 72-20: Exploring the influence of micro-scale spatial arrangements of surface temperatures on animal movements under climate change scenarios,Michael Sears,Predicting the impacts of climate change on species distributions is a pressing problem forecologists. Two general approaches have been taken to address this problem: climateenvelop models and physiological models. Climate envelop models predict futuredistributions of species given contemporary associations between climate and speciespresence data. Physiological models predict potential species ranges given energetic andbiophysical requirements of organisms. Both approaches can be implemented in ageographic context; but neither approach considers barriers to movements between currentand future habitat patches. This is because both approaches examine the influence ofclimate change at a considerably larger spatial scale than the scale over which individualsactually experience or interact with the environment. Thus; it is unknown how the spatial …,*,2007,*
OOS 37-2: Amphibian population declines; disease; and climate change,Karen Lips; Jay Diffendorfer; Joseph Mendelson III; Michael Sears,Amphibians are declining across the globe for a variety of reasons. We review the evidencefor the role of climate change in triggering disease outbreaks of chytridiomycosis; anemerging infectious disease of amphibians. Growing evidence clearly indicates thatchytridiomycosis is a major contributor to the global loss of amphibian diversity. Somestudies find no evidence for climate change during the time of amphibian populationdeclines; and posit chytridiomycosis as an exotic pathogen introduced into naïvepopulations and spreading along wave-like fronts. Other studies find that the timing ofdisease outbreaks is correlated with climatic events (eg; multiple El Niño events); or agradual increase in ambient temperature that apparently stimulates the emergence of anendemic pathogen. Both climatic anomalies and disease-related extirpations appear to …,*,2007,*
Moistened Seeds Increase Rodent Trap Success,Michael W Sears; John C Tull,Abstract Seed moisture has been shown to influence the rates of seed cache removal byrodents. Although the precise mechanism is not known; this knowledge might prove useful infield applications. We examined whether moistened bait would increase trap success indesert rodent populations. We placed traps 15 m apart in grids within a 500-ha study areaand randomly baited traps with either dry or moistened seeds. We found that traps baitedwith moistened seeds had 34.9% higher success than traps baited with dry seeds (n= 190; Χ2= 5.389; df= 1; P= 0.020). Our results suggest that application of water to dry seed bait canlead to increased trap success for desert rodents.,Western North American Naturalist,2007,*
Urban Physiology: City Ants Possess High Heat Tolerance,Michael W Sears; Michael J Angilletta; Robbie S Wilson; Amanda C Niehaus; Pedro L Ribeiro; Carlos A Navas,Abstract Urbanization has caused regional increases in temperature that exceed thosemeasured on a global scale; leading to urban heat islands as much as 12 C hotter than theirsurroundings. Optimality models predict ectotherms in urban areas should tolerate heatbetter and cold worse than ectotherms in rural areas. We tested these predications bymeasuring heat and cold tolerances of leaf-cutter ants from South America's largest city (SãoPaulo; Brazil). Specifically; we compared thermal tolerances of ants from inside and outsideof the city. Knock-down resistance and chill-coma recovery were used as indicators of heatand cold tolerances; respectively. Ants from within the city took 20% longer to lose mobility at42 C than ants from outside the city. Interestingly; greater heat tolerance came at no obviousexpense of cold tolerance; hence; our observations only partially support current theory …,PLOS ONE,2007,*
Urban Physiology: City Ants Possess High Heat Tolerance,Michael J Angilletta Jr; Robbie S Wilson; Amanda C Niehaus; Michael W Sears; Carlos A Navas; Pedro L Ribeiro,METHODS Sampling of colonies We sampled colonies of leaf-cutter ants (Atta sexdensrubropilosa) inside and outside of Sao Paulo. Our samples included four urban coloniesnear the University of Sao Paulo and five rural colonies distributed along a north-westerlytransect (Fig. 1). We only collected ants that were walking along trails; carrying leaves orpieces of leaves. To minimize environmental and procedural effects; we collected all antsand measured their thermal tolerances on the same day (30 March 2006). We collected antsbetween 1600 and 2200 h and began measures of thermotolerance by 2300 h. Logistically;we were unable to collect ants from urban and rural colonies at the same time; therefore;urban ants were collected after rural ants to minimize the chance that high temperaturesduring collection would cause urban ants to tolerate heat better than rural ants. Between …,*,2007,*
Article Access To access the full text of this article please log in; or select from the access options below. Evolution of Thermal Reaction Norms for Growth Rate and B...,Michael J Angilletta Jr; Michael W Sears,*,Integrative and Comparative Biology,2004,*
Renophysiological correlates of behavior: Does maximal oxygen consumption influence activity in free-ranging deer mice?,MW Sears; JP Hayes; K Geluso; CS O'Connor,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2004,*
Getting back to nature: Ecological influences on patterns of growth and body size in squamate reptiles,MW Sears; MJ Angilletta; WP Porter,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2003,*
The influence of thermal heterogeneity on life history variation among elevationally separated populations of sagebrush lizards.,MW Sears; AE Dunham,*,AMERICAN ZOOLOGIST,2001,*
Phenotypic plasticity of life history in the sagebrush lizard (Sceloporus graciosus),Michael Wayne Sears,Abstract Geographically widespread species often exhibit variation in life history traits thatare a result of differences in the quality and abundance of available resources. Documentedbody size patterns among populations of sagebrush lizards (Sceloporus graciosus) showthat large body size in free-ranging lizards is associated environments that provide longerseasonal activity. It is not known whether these body size differences among populations areenvironmentally induced or whether they can be attributed to adaptation to local conditions.Additionally; laboratory studies have demonstrated that growth rates increase with theamount of time a lizard can maintain elevated temperatures for activity (thermal opportunity).In this study; I use a combination of field mark-recapture techniques; laboratorymeasurement of physiological rates; and a common environment rearing study to discern …,*,2001,*
Intraspecific variation in the energy budgets of lizard embryos.,MJ Angilletta; MW Sears,*,AMERICAN ZOOLOGIST,1999,*
Metabolic expenditure as a proximate source of variation in growth rates of the sagebrush lizard (Sceloporus graciosus).,MW Sears,*,AMERICAN ZOOLOGIST,1999,*
USA 6† Email: eriddel@ clemson. edu 7,Eric A Riddell; Evan K Apanovitch; Jonathan P Odom; Michael W Sears,*,*,*,*
USA 7 Email: eriddel@ clemson. edu 8 9,Eric A Riddell; Michael W Sears,For many organisms; constraints on activity increase energetic costs; which ultimatelyreduce 3 the suitability of a particular habitat. Mechanistic species distribution models oftenuse estimates 4 of activity to predict how organisms will respond to climate change. Thesemodels couple 5 physiology and morphology with climatic data to estimate potential activity.In turn; the duration 6 of activity is used to estimate the energetic balance of individuals at agiven location. Whether 7 individuals remain in positive net energetic balance determines ifa given location is suitable for 8 the species. However; because these models often assumethat physiology does not vary across 9 the species range; estimates of activity (andconsequently energetics) are potentially misleading. 10 To test the consequence of thisassumption; we measured total resistance to water loss (R) within 11 two species of …,*,*,*
Costs and benefits of thermoregulation revisited: both the heterogeneity and 1,Michael W Sears; Michael J Angilletta Jr,Abstract. In recent years; ecologists have stepped up to address the challenges imposed 1"by rapidly changing climates. Some researchers have developed niche-based methods to 2"predict how species will shift their ranges. Such methods have evolved rapidly; 3" resultingin models that incorporate physiological and behavioral mechanisms. Despite 4" theirsophistication; these models fail to account for environmental heterogeneity at 5" the scale ofan organism. We used an individual-based model to quantify the effects of 6" operativeenvironmental temperatures; as well as their heterogeneity and spatial 7" structure; on thethermoregulation; movement; and energetics of ectotherms. Our 8" simulations showed thatheterogeneity and spatial structure of a thermal landscape is 9" as important as its meantemperature. In fact; temperature and heterogeneity interact 10" to determine organismal …,*,*,*
Genetic variances and covariances of aerobic metabolic rates,Bernard Wone; Michael W Sears; Marta K Labocha; Edward R Donovan; Jack P Hayes,The genetic variances and covariances of traits must be known to predict how they mayrespond to selection and how covariances among them might affect their evolutionarytrajectories. We used the animal model to estimate the genetic variances and covariances ofbasal metabolic rate (BMR) and maximal metabolic rate (MMR) in a geneticallyheterogeneous stock of laboratory mice. Narrow-sense heritability (h2) was approximately0.38+ 0.08 for body mass; 0.26+ 0.08 for whole-animal BMR; 0.24+ 0.07 for whole-animalMMR; 0.19+ 0.07 for mass-independent BMR; and 0.16+ 0.06 for mass-independent MMR.All h2 estimates were significantly different from zero. The phenotypic correlation of wholeanimal BMR and MMR was 0.56+ 0.02; and the corresponding genetic correlation was0.79+ 0.12. The phenotypic correlation of mass-independent BMR and MMR was 0.13+ …,*,*,*
Grand Challenges,Michael J Angilletta Jr; Michael W Sears,Page 1. Integrative & Comparative Biology Volume 51 Number 5 November 2011 CONTENTSGrand Challenges 653 Coordinating Theoretical and Empirical Efforts to Understand theLinkages Between Organisms and Environments Michael J. Angilletta Jr and Michael W. SearsA Synthetic Approach to the Response of Organisms to Climate Change: The Role of ThermalAdaptation Organized by: Michael W. Sears and Michael J. Angilletta Jr 662 Introduction tothe Symposium: Responses of Organisms to Climate Change: A Synthetic Approach to theRole of Thermal Adaptation Michael W. Sears and Michael J. Angilletta Jr 666 The World Isnot Flat: Defining Relevant Thermal Landscapes in the Context of Climate Change MichaelW. Sears; Evan Raskin and Michael J. Angilletta Jr …,*,*,*
Adaptation of thermal reaction norms along a latitudinal gradient: implications for the responses of species ranges to climate,Michael Sears,*,*,*,*
