LOF: identifying density-based local outliers,Markus M Breunig; Hans-Peter Kriegel; Raymond T Ng; Jörg Sander,Abstract For many KDD applications; such as detecting criminal activities in E-commerce;finding the rare instances or the outliers; can be more interesting than finding the commonpatterns. Existing work in outlier detection regards being an outlier as a binary property. Inthis paper; we contend that for many scenarios; it is more meaningful to assign to eachobject a degree of being an outlier. This degree is called the local outlier factor (LOF) of anobject. It is local in that the degree depends on how isolated the object is with respect to thesurrounding neighborhood. We give a detailed formal analysis showing that LOF enjoysmany desirable properties. Using real-world datasets; we demonstrate that LOF can be usedto find outliers which appear to be meaningful; but can otherwise not be identified withexisting approaches. Finally; a careful performance evaluation of our algorithm confirms …,ACM sigmod record,2000,3507
Discriminative features for identifying and interpreting outliers,Xuan Hong Dang; Ira Assent; Raymond T Ng; Arthur Zimek; Erich Schubert,We consider the problem of outlier detection and interpretation. While most existing studiesfocus on the first problem; we simultaneously address the equally important challenge ofoutlier interpretation. We propose an algorithm that uncovers outliers in subspaces ofreduced dimensionality in which they are well discriminated from regular objects while at thesame time retaining the natural local structure of the original data to ensure the quality ofoutlier explanation. Our algorithm takes a mathematically appealing approach from thespectral graph embedding theory and we show that it achieves the globally optimal solutionfor the objective of subspace learning. By using a number of real-world datasets; wedemonstrate its appealing performance not only wrt the outlier detection rate but also wrt thediscriminative human-interpretable features. This is the first approach to exploit …,Data Engineering (ICDE); 2014 IEEE 30th International Conference on,2014,38
Computing circumscriptive databases: I. theory and algorithms,Anil Nerode; Raymond T Ng; VS Subrahmanian,Abstract Though circumscription was introduced by McCarthy over a decade ago; there hasbeen relatively little work on algorithms for computing circumscriptive databases. In thispaper; we develop algorithms to compute the preferred models of circumscriptive databasesat compile-time using mixed integer linear programming techniques. Two advantages of this(bottom-up) approach are that it makes efficient re-use of previous computations and itprovides much faster run-time performance. Some other advantages of using linearprogramming to automate deduction at compile time are that its re-optimization facilitieselegantly accommodate database updates and also that it leads to a completely declarativeformulation in which ordering of rules and literals in rule bodies plays no real role. Finally;we plan to use a standard relational database system as our run-time environment; this …,Information and Computation,1995,38
Methods for mining and summarizing text conversations,Giuseppe Carenini; Gabriel Murray; Raymond Ng,Abstract Due to the Internet Revolution; human conversational data--in written forms--areaccumulating at a phenomenal rate. At the same time; improvements in speech technologyenable many spoken conversations to be transcribed. Individuals and organizations engagein email exchanges; face-to-face meetings; blogging; texting and other social mediaactivities. The advances in natural language processing provide ample opportunities forthese" informal documents" to be analyzed and mined; thus creating numerous new andvaluable applications. This book presents a set of computational methods to extractinformation from conversational data; and to provide natural language summaries of thedata. The book begins with an overview of basic concepts; such as the differences betweenextractive and abstractive summaries; and metrics for evaluating the effectiveness of …,Synthesis Lectures on Data Management,2011,36
Whole blood genomic biomarkers of acute cardiac allograft rejection,David Lin; Zsuzsanna Hollander; Raymond T Ng; Carol Imai; Andrew Ignaszewski; Robert Balshaw; Gabriela Cohen Freue; Janet E Wilson-McManus; Pooran Qasimi; Anna Meredith; Alice Mui; Tim Triche; Robert McMaster; Paul A Keown; Bruce M McManus,Background Significant progress has been made in cardiac transplantation over the past 30years; however; the means for detection of acute cardiac allograft rejection remains in needof improvement. At present; the endomyocardial biopsy; an invasive and inconvenientprocedure for patients; is required for the surveillance and diagnosis of acute cardiacallograft rejection. In the Biomarkers in Transplantation initiative; we investigated geneexpression profiles in peripheral blood of cardiac transplant subjects as potential biomarkersfor diagnosis of allograft rejection. Methods Whole blood samples were obtained from 28cardiac transplant subjects who consented to the study. Serial samples were collected frompre-transplant through 3 years post-transplant according to the standard protocol.Temporally correspondent biopsies were also collected; reviewed in a blinded manner …,The Journal of Heart and Lung Transplantation,2009,36
Multi-dimensional substring selectivity estimation,HV Jagadish; Olga Kapitskaia; Raymond T Ng; Divesh Srivastava,Abstract With the explosion of the Internet; LDAP directories and XML; there is an evergreater need to evaluate queries involving (sub) string matching. In many cases; matchesneed to be on multiple attributes/dimensions; with correlations between the dimensions.Effective query optimization in this context requires good selectivity estimates. In this paper;we use multi-dimensional countsuffix trees as the basic framework for substring selectivityestimation. Given the enormous size ofthese trees for large databases; we develop a spaceand time efficient probabilistic algorithm to construct multi-dimensional pruned count-suffixtrees directly. We then present two techniques to obtain good estimates for a given multi-dimensional substring matching query; using a pruned countsuffix tree. The first one; calledGNO (for Greedy Non-Overlap); generalizes the greedy parsing suggested by Krishnan et …,VLDB,1999,36
Codra: A novel discriminative framework for rhetorical analysis,Shafiq Joty; Giuseppe Carenini; Raymond T Ng,Clauses and sentences rarely stand on their own in an actual discourse; rather; therelationship between them carries important information that allows the discourse to expressa meaning as a whole beyond the sum of its individual parts. Rhetorical analysis seeks touncover this coherence structure. In this article; we present CODRA—a COmpleteprobabilistic Discriminative framework for performing Rhetorical Analysis in accordance withRhetorical Structure Theory; which posits a tree representation of a discourse. CODRAcomprises a discourse segmenter and a discourse parser. First; the discourse segmenter;which is based on a binary classifier; identifies the elementary discourse units in a giventext. Then the discourse parser builds a discourse tree by applying an optimal parsingalgorithm to probabilities inferred from two Conditional Random Fields: one for intra …,Computational Linguistics,2015,35
Semantic role labeling with neural network factors,Nicholas FitzGerald; Oscar Täckström; Kuzman Ganchev; Dipanjan Das,Abstract We present a new method for semantic role labeling in which arguments andsemantic roles are jointly embedded in a shared vector space for a given predicate. Theseembeddings belong to a neural network; whose output represents the potential functions ofa graphical model designed for the SRL task. We consider both local and structured learningmethods and obtain strong results on standard PropBank and FrameNet corpora with astraightforward product-of-experts model. We further show how the model can learn jointlyfrom PropBank and FrameNet annotations to obtain additional improvements on the smallerFrameNet dataset.,Proceedings of the 2015 Conference on Empirical Methods in Natural Language Processing,2015,35
Molecular signatures of end-stage heart failure,David Lin; Zsuzsanna Hollander; Anna Meredith; Ellamae Stadnick; Mayu Sasaki; Gabriela Cohen Freue; Pooran Qasimi; Alice Mui; Raymond T Ng; Robert Balshaw; Janet E Wilson-McManus; David Wishart; David Hau; Paul A Keown; Robert McMaster; Bruce M McManus,Abstract Background To date; gene expression studies related to chronic heart failure (CHF)have mainly involved microarray analysis of myocardial tissues. The potential utility of bloodto infer the etiology; pathogenesis; and course of CHF remains unclear. Further; the use ofproteomic and metabolomic platforms for molecular profiling of CHF is relatively unexplored.Methods Microarray genomic; iTRAQ proteomic; and nuclear magnetic resonancemetabolomic analyses were carried out on blood samples from 29 end-stage CHF patients(16 ischemic heart disease [IHD]; 13 nonischemic cardiomyopathy [NICM]); and 20 normalcardiac function (NCF) controls. Robust statistical tests and bioinformatical tools wereapplied to identify and compare the molecular signatures among these subject groups.Results No genes or proteins; and only two metabolites; were differentially expressed …,Journal of cardiac failure,2011,35
Functional genomic analysis of peripheral blood during early acute renal allograft rejection,Oliver P Günther; Robert F Balshaw; Andreas Scherer; Zsuzsanna Hollander; Alice Mui; Timothy J Triche; Gabriela Cohen Freue; Guiyun Li; Raymond T Ng; Janet Wilson-McManus; W Robert McMaster; Bruce M McManus; Paul A Keown,Background. Acute graft rejection is an important clinical problem in renal transplantationand an adverse predictor for long-term graft survival. Peripheral blood biomarkers thatprovide evidence of early graft rejection may offer an important option for posttransplantmonitoring; optimize the utility of graft biopsy; and permit timely and effective therapeuticintervention to minimize the graft damage. Methods. In this feasibility study (n= 58); we haveused gene expression profiling in a case-control design to compare whole blood samplesbetween normal subjects (n= 20) and patients with (n= 11) or without (n= 22) biopsy-confirmed acute rejection (BCAR) or borderline changes (n= 5). Results. A total of 183 probesets representing 160 genes were differentially expressed (false discovery rate [FDR]< 0.01)between subjects with or without BCAR; from which linear discriminant analysis and cross …,Transplantation,2009,35
Expressive power of an algebra for data mining,Toon Calders; Laks VS Lakshmanan; Raymond T Ng; Jan Paredaens,Abstract The relational data model has simple and clear foundations on which significanttheoretical and systems research has flourished. By contrast; most research on data mininghas focused on algorithmic issues. A major open question is: what's an appropriatefoundation for data mining; which can accommodate disparate mining tasks&quest; Weaddress this problem by presenting a database model and an algebra for data mining. Thedatabase model is based on the 3W-model introduced by Johnson et al.[2000]. This modelrelied on black box mining operators. A main contribution of this article is to open up theseblack boxes; by using generic operators in a data mining algebra. Two key operators in thisalgebra are regionize; which creates regions (or models) from data tuples; and a restrictedform of looping called mining loop. Then the resulting data mining algebra MA is studied …,ACM Transactions on Database Systems (TODS),2006,33
Outliers and data mining: finding exceptions in data,Edwin M Knorr,Description Our thesis is that we can efficiently identify meaningful outliers in large;multidimensional datasets. In particular; we introduce and study the notion and utility ofdistance-based outliers (DB-outliers). First; we focus on outlier identification; and presentnested-loop; index-based; and cell-based algorithms. For datasets that are mainly disk-resident; we present another version of the cell-based algorithm that guarantees at most 3passes over a dataset. We provide experimental results showing that these cell-basedalgorithms are by far the best for 4 or fewer dimensions. Second; we focus on thecomputation of intensional knowledge; that is; we provide a description or an explanation ofwhy an identified outlier is exceptional. We provide an algorithm to compute the" strongest"outliers in a dataset (ie; outliers that are dominant for certain attributes or dimensions) …,*,2002,33
Ten-year trends in direct costs of COPD: a population-based study,Amir Khakban; Don D Sin; J Mark FitzGerald; Raymond Ng; Zafar Zafari; Bruce McManus; Zsuzsanna Hollander; Carlo A Marra; Mohsen Sadatsafavi,BACKGROUND Up-to-date estimates of burden of diseases are required for evidence-based decision-making. The objectives of this study were to determine the excess costs ofCOPD and its trend from 2001 to 2010 in British Columbia; Canada. METHODS We usedBritish Columbia's administrative health data to construct a cohort of patients with COPD anda matched comparison cohort of subjects without COPD. We followed each patient from thetime of first COPD-related health-care event (or equivalent time for the comparison cohort).Direct medical costs (in 2010 Canadian dollars [$]) were calculated based on billing recordspertaining to hospital admissions; outpatient services use; medication dispensations; andcommunity care services. We determined the excess medical costs of COPD by calculatingthe difference in overall medical costs between the COPD and the comparison cohorts …,Chest,2015,32
Explaining outliers by subspace separability,Barbora Micenková; Xuan-Hong Dang; Ira Assent; Raymond T Ng,Outliers are extraordinary objects in a data collection. Depending on the domain; they mayrepresent errors; fraudulent activities or rare events that are subject of our interest. Existingapproaches focus on detection of outliers or degrees of outlierness (ranking); but do notprovide a possible explanation of how these objects deviate from the rest of the data. Suchexplanations would help user to interpret or validate the detected outliers. The problemaddressed in this paper is as follows: given an outlier detected by an existing algorithm; wepropose a method that determines possible explanations for the outlier. These explanationsare expressed in the form of subspaces in which the given outlier shows separability fromthe inliers. In this manner; our proposed method complements existing outlier detectionalgorithms by providing additional information about the outliers. Our method is designed …,Data Mining (ICDM); 2013 IEEE 13th International Conference on,2013,32
Topic segmentation and labeling in asynchronous conversations,Shafiq Joty; Giuseppe Carenini; Raymond T Ng,Abstract Topic segmentation and labeling is often considered a prerequisite for higher-levelconversation analysis and has been shown to be useful in many Natural LanguageProcessing (NLP) applications. We present two new corpora of email and blogconversations annotated with topics; and evaluate annotator reliability for the segmentationand labeling tasks in these asynchronous conversations. We propose a completecomputational framework for topic segmentation and labeling in asynchronousconversations. Our approach extends state-of-the-art methods by considering a fine-grainedstructure of an asynchronous conversation; along with other conversational features byapplying recent graph-based methods for NLP. For topic segmentation; we propose twonovel unsupervised models that exploit the fine-grained conversational structure; and a …,Journal of Artificial Intelligence Research,2013,32
Generating and validating abstracts of meeting conversations: a user study,Gabriel Murray; Giuseppe Carenini; Raymond Ng,Abstract In this paper we present a complete system for automatically generating naturallanguage abstracts of meeting conversations. This system is comprised of componentsrelating to interpretation of the meeting documents according to a meeting ontology;transformation or content selection from that source representation to a summaryrepresentation; and generation of new summary text. In a formative user study; we comparethis approach to gold-standard human abstracts and extracts to gauge the usefulness of thedifferent summary types for browsing meeting conversations. We find that our automaticallygenerated summaries are ranked significantly higher than human-selected extracts oncoherence and usability criteria. More generally; users demonstrate a strong preference forabstract-style summaries over extracts.,Proceedings of the 6th International Natural Language Generation Conference,2010,32
SIGMA 2: A system for the integrative genomic multi-dimensional analysis of cancer genomes; epigenomes; and transcriptomes,Raj Chari; Bradley P Coe; Craig Wedseltoft; Marie Benetti; Ian M Wilson; Emily A Vucic; Calum MacAulay; Raymond T Ng; Wan L Lam,High throughput microarray technologies have afforded the investigation of genomes;epigenomes; and transcriptomes at unprecedented resolution. However; software packagesto handle; analyze; and visualize data from these multiple'omics disciplines have not beenadequately developed. Here; we present SIGMA2; a system for the integrative genomic multi-dimensional analysis of cancer genomes; epigenomes; and transcriptomes. Multi-dimensional datasets can be simultaneously visualized and analyzed with respect to eachdimension; allowing combinatorial integration of the different assays belonging to thedifferent'omics. The identification of genes altered at multiple levels such as copy number;loss of heterozygosity (LOH); DNA methylation and the detection of consequential changesin gene expression can be concertedly performed; establishing SIGMA2 as a novel tool to …,BMC bioinformatics,2008,32
One-dimensional and multi-dimensional substring selectivity estimation,HV Jagadish; Olga Kapitskaia; Raymond T Ng; Divesh Srivastava,Abstract With the increasing importance of XML; LDAP directories; and text-basedinformation sources on the Internet; there is an ever-greater need to evaluate queriesinvolving (sub) string matching. In many cases; matches need to be on multipleattributes/dimensions; with correlations between the multiple dimensions. Effective queryoptimization in this context requires good selectivity estimates. In this paper; we use prunedcount-suffix trees (PSTs) as the basic data structure for substring selectivity estimation. Forthe 1-D problem; we present a novel technique called MO (Maximal Overlap). We thendevelop and analyze two 1-D estimation algorithms; MOC and MOLC; based on MO and aconstraint-based characterization of all possible completions of a given PST. For the kDproblem; we first generalize PSTs to multiple dimensions and develop a space-and time …,The VLDB Journal—The International Journal on Very Large Data Bases,2000,32
Disruption of the non-canonical WNT pathway in lung squamous cell carcinoma,Eric HL Lee; Raj Chari; Andy Lam; Raymond T Ng; John Yee; John English; Kenneth G Evans; Calum MacAulay; Stephen Lam; Wan L Lam,Disruptions of beta-catenin and the canonical Wnt pathway are well documented in cancer.However; little is known of the non-canonical branch of the Wnt pathway. In this study; weinvestigate the transcript level patterns of genes in the Wnt pathway in squamous cell lungcancer using reverse-transcriptase (RT)-PCR. It was found that over half of the samplesexamined exhibited dysregulated gene expression of multiple components of the non-canonical branch of the WNT pathway. In the cases where beta catenin (CTNNB1) was notover-expressed; we identified strong relationships of expression between wingless-typeMMTV integration site family member 5A (WNT5A)/frizzled homolog 2 (FZD2); frizzledhomolog 3 (FZD3)/dishevelled 2 (DVL2); and low density lipoprotein receptor-related protein5 (LRP5)/secreted frizzled-related protein 4 (SFRP4). This is one of the first studies to …,Clinical medicine. Oncology,2008,31
Variation in RNA-Seq transcriptome profiles of peripheral whole blood from healthy individuals with and without globin depletion,Heesun Shin; Casey P Shannon; Nick Fishbane; Jian Ruan; Mi Zhou; Robert Balshaw; Janet E Wilson-McManus; Raymond T Ng; Bruce M McManus; Scott J Tebbutt,Background The molecular profile of circulating blood can reflect physiological andpathological events occurring in other tissues and organs of the body and delivers acomprehensive view of the status of the immune system. Blood has been useful in studyingthe pathobiology of many diseases. It is accessible and easily collected making it ideallysuited to the development of diagnostic biomarker tests. The blood transcriptome has a highcomplement of globin RNA that could potentially saturate next-generation sequencingplatforms; masking lower abundance transcripts. Methods to deplete globin mRNA areavailable; but their effect has not been comprehensively studied in peripheral whole bloodRNA-Seq data. In this study we aimed to assess technical variability associated with globindepletion in addition to assessing general technical variability in RNA-Seq from whole …,PLoS One,2014,30
Similarity join size estimation using locality sensitive hashing,Hongrae Lee; Raymond T Ng; Kyuseok Shim,Abstract Similarity joins are important operations with a broad range of applications. In thispaper; we study the problem of vector similarity join size estimation (VSJ). It is ageneralization of the previously studied set similarity join size estimation (SSJ) problem andcan handle more interesting cases such as TF-IDF vectors. One of the key challenges insimilarity join size estimation is that the join size can change dramatically depending on theinput similarity threshold. We propose a sampling based algorithm that uses Locality-Sensitive-Hashing (LSH). The proposed algorithm LSH-SS uses an LSH index to enableeffective sampling even at high thresholds. We compare the proposed technique withrandom sampling and the state-of-the-art technique for SSJ (adapted to VSJ) anddemonstrate LSH-SS offers more accurate estimates throughout the similarity threshold …,Proceedings of the VLDB Endowment,2011,30
Pairwise network mechanisms in the host signaling response to coxsackievirus B3 infection,Farshid S Garmaroudi; David Marchant; Xiaoning Si; Abbas Khalili; Ali Bashashati; Brian W Wong; Aline Tabet; Raymond T Ng; Kevin Murphy; Honglin Luo; Kevin A Janes; Bruce M McManus,Abstract Signal transduction networks can be perturbed biochemically; genetically; andpharmacologically to unravel their functions. But at the systems level; it is not clear how suchperturbations are best implemented to extract molecular mechanisms that underlie networkfunction. Here; we combined pairwise perturbations with multiparameter phosphorylationmeasurements to reveal causal mechanisms within the signaling network response ofcardiomyocytes to coxsackievirus B3 (CVB3) infection. Using all possible pairs of six kinaseinhibitors; we assembled a dynamic nine-protein phosphorylation signature of perturbedCVB3 infectivity. Cluster analysis of the resulting dataset showed repeatedly that pairedinhibitor data were required for accurate data-driven predictions of kinase substrate links inthe host network. With pairwise data; we also derived a high-confidence network based …,Proceedings of the National Academy of Sciences,2010,30
MD-SeeGH: a platform for integrative analysis of multi-dimensional genomic data,Bryan Chi; Bradley P Coe; Raymond T Ng; Calum MacAulay; Wan L Lam,Recent advances in global genomic profiling methodologies have enabled multi-dimensional characterization of biological systems. Complete analysis of these genomicprofiles require an in depth look at parallel profiles of segmental DNA copy number status;DNA methylation state; single nucleotide polymorphisms; as well as gene expressionprofiles. Due to the differences in data types it is difficult to conduct parallel analysis ofmultiple datasets from diverse platforms. To address this issue; we have developed anintegrative genomic analysis platform MD-SeeGH; a software tool that allows users to rapidlyand directly analyze genomic datasets spanning multiple genomic experiments. With MD-SeeGH; users have the flexibility to easily update datasets in accordance with new genomicbuilds; make a quality assessment of data using the filtering features; and identify genetic …,BMC bioinformatics,2008,30
MDQC: a new quality assessment method for microarrays based on quality control reports,Gabriela V Cohen Freue; Zsuzsanna Hollander; Enqing Shen; Ruben H Zamar; Robert Balshaw; Andreas Scherer; Bruce McManus; Paul Keown; W Robert McMaster; Raymond T Ng,Abstract Motivation: The process of producing microarray data involves multiple steps; someof which may suffer from technical problems and seriously damage the quality of the data.Thus; it is essential to identify those arrays with low quality. This article addresses twoquestions:(1) how to assess the quality of a microarray dataset using the measures providedin quality control (QC) reports;(2) how to identify possible sources of the quality problems.Results: We propose a novel multivariate approach to evaluate the quality of an array thatexamines the 'Mahalanobis distance'of its quality attributes from those of other arrays. Thus;we call it Mahalanobis Distance Quality Control (MDQC) and examine different approachesof this method. MDQC flags problematic arrays based on the idea of outlier detection; ie itflags those arrays whose quality attributes jointly depart from those of the bulk of the data …,Bioinformatics,2007,30
Preservation of patterns and input-output privacy,Shaofeng Bu; Laks VS Lakshmanan; Raymond T Ng; Ganesh Ramesh,Privacy preserving data mining so far has mainly focused on the data collector scenariowhere individuals supply their personal data to an untrusted collector in exchange for value.In this scenario; random perturbation has proved to be very successful. An equallycompelling; but overlooked scenario; is that of a data custodian; which either owns the dataor is explicitly entrusted with ensuring privacy of individual data. In this scenario; we showthat it is possible to minimize disclosure while guaranteeing no outcome change. Weconduct our investigation in the context of building a decision tree and proposetransformations that preserve the exact decision tree. We show with a detailed set ofexperiments that they provide substantial protection to both input data privacy and miningoutput privacy.,Data Engineering; 2007. ICDE 2007. IEEE 23rd International Conference on,2007,30
Parallel computation of high-dimensional robust correlation and covariance matrices,James Chilson; Raymond Ng; Alan Wagner; Ruben Zamar,Abstract The computation of covariance and correlation matrices are critical to many datamining applications and processes. Unfortunately the classical covariance and correlationmatrices are very sensitive to outliers. Robust methods; such as Quadrant Correlation (QC)and the Maronna method; have been proposed. However; existing algorithms for QC onlygive acceptable performance when the dimensionality of the matrix is in the hundreds; andthe Maronna method is rarely used in practice because of its high computational cost. In thispaper we develop parallel algorithms for both QC and the Maronna method. We evaluatethese parallel algorithms using a real data set of the gene expression of over 6000 genes;giving rise to a matrix of over 18 million entries. In our experimental evaluation; we explorescalability in dimensionality and in the number of processors; and the trade-offs between …,Algorithmica,2006,30
Schemes for implementing buffer sharing in continuous-media systems,Dwight J Makaroff; Raymond T Ng,Abstract Buffer management in continuous-media systems is a frequently studied topic. Oneof the most interesting recent proposals is the idea of buffer sharing for concurrent streams.As analyzed in [6]; by taking advantage of the temporal behaviour of concurrent streams;buffer sharing can lead to a 50% savings in total buffer space. In this paper; we study how toactually implement buffer sharing. To this end; we develop the CES Buffer Sharing schemethat is very efficient to implement; and that permits savings asymptotically very close to theideal savings predicted by the analysis in [6]. We show that the CES scheme can operateeffectively under varying degrees of disk utilizations; and during transition periods when thenumber of concurrent streams changes. We also demonstrate how the scheme can befurther improved; particularly for situations when the number of concurrent streams is …,Information Systems,1995,30
Computation and implementation of non-monotonic deductive databases,Colin Bell; Anil Nerode; Raymond T Ng; VS Subrahmanian,*,*,1991,30
Power-law based estimation of set similarity join size,Hongrae Lee; Raymond T Ng; Kyuseok Shim,Abstract We propose a novel technique for estimating the size of set similarity join. Theproposed technique relies on a succinct representation of sets using Min-Hash signatures.We exploit frequent patterns in the signatures for the Set Similarity Join (SSJoin) sizeestimation by counting their support. However; there are overlaps among the counts ofsignature patterns and we need to use the set Inclusion-Exclusion (IE) principle. We developa novel lattice-based counting method for efficiently evaluating the IE principle. Theproposed counting technique is linear in the lattice size. To make the mining process verylight-weight; we exploit a recently discovered Power-law relationship of pattern count andfrequency. Extensive experimental evaluations show the proposed technique is capable ofaccurate and efficient estimation.,Proceedings of the VLDB Endowment,2009,29
Finding boundary shape matching relationships in spatial data,Edwin M Knorr; Raymond T Ng; David L Shilvock,Abstract This paper considers a new kind of knowledge discovery among spatial objects—namely that of partial boundary shape matching. Our focus is on mining spatial data;whereby many objects called features (represented as polygons) are compared with one ormore point sets called clusters. The research described has practical application in suchdomains as Geographic Information Systems; in which a cluster of points (possibly createdby an SQL query) is compared to many natural or man-made features to detect partial ortotal matches of the facing boundaries of the cluster and feature. We begin by using analpha-shape to characterize the shape of an arbitrary cluster of points; thus producing a setof edges denoting the cluster's boundary. We then provide an approach for detecting aboundary shape match between the facing curves of the cluster and feature; and show …,International Symposium on Spatial Databases,1997,29
The segment support map: Scalable mining of frequent itemsets,Laks VS Lakshmanan; Carson Kai-Sang Leung; Raymond T Ng,ABSTRACT Since its introduction; frequent set mining has been generalized to many forms;including online mining with Carma; and constrained mining with CAP. Regardless;scalability is always an important aspect of the development. In this paper; we propose anovel structure called segment support map to help mining of frequent itemsets of thevarious forms. A light-weight structure; the segment support map improves the performanceof frequent-set mining algorithms by:(i) obtaining sharper bounds on the support of itemsets;and/or (ii) better exploiting properties of constraints. Our experimental results show theeffectiveness of the segment support map.,ACM SIGKDD Explorations Newsletter,2000,28
Mdl summarization with holes,Shaofeng Bu; Laks VS Lakshmanan; Raymond T Ng,Abstract Summarization of query results is an important problem for many OLAPapplications. The Minimum Description Length principle has been applied in various studiesto provide summaries. In this paper; we consider a new approach of applying the MDLprinciple. We study the problem of finding summaries of the form S Θ H for kd cubes with treehierarchies. The S part generalizes the query results; while the H part describes all theexceptions to the generalizations. The optimization problem is to minimize the combinedcardinalities of S and H. We first characterize the problem by showing that solving the 1-dproblem can be done in time linear to the size of hierarchy; but solving the 2-d problem is NP-hard. We then develop three different heuristics; based on a greedy approach; a dynamicprogramming approach and a quadratic programming approach. We conduct a …,Proceedings of the 31st international conference on Very large data bases,2005,27
Model-based clustering of array CGH data,Sohrab P Shah; K-John Cheung Jr; Nathalie A Johnson; Guillaume Alain; Randy D Gascoyne; Douglas E Horsman; Raymond T Ng; Kevin P Murphy,Abstract Motivation: Analysis of array comparative genomic hybridization (aCGH) data forrecurrent DNA copy number alterations from a cohort of patients can yield distinct sets ofmolecular signatures or profiles. This can be due to the presence of heterogeneous cancersubtypes within a supposedly homogeneous population. Results: We propose a novelstatistical method for automatically detecting such subtypes or clusters. Our approach ismodel based: each cluster is defined in terms of a sparse profile; which contains thelocations of unusually frequent alterations. The profile is represented as a hidden Markovmodel. Samples are assigned to clusters based on their similarity to the cluster's profile. Wesimultaneously infer the cluster assignments and the cluster profiles using an expectationmaximization-like algorithm. We show; using a realistic simulation study; that our method …,Bioinformatics,2009,26
Complex group-by queries for XML,Chaitanya Gokhale; Nitin Gupta; Pranav Kumar; Laks VS Lakshmanan; R Ng; B Aditya Prakash,The popularity of XML as a data exchange standard has led to the emergence of powerfulXML query languages like XQuery and studies on XML query optimization. Of late; there isconsiderable interest in analytical processing of XML data. As pointed out by Borkar andCarey; even for data integration; there is a compelling need for performing various group-bystyle aggregate operations. A core operator needed for analytics is the group-by operator;which is widely used in relational as well as OLAP database applications. XQuery requiresgroup-by operations to be simulated using nesting.,Data Engineering; 2007. ICDE 2007. IEEE 23rd International Conference on,2007,26
Evolution and revolutions in LDAP directory caches,Olga Kapitskaia; Raymond T Ng; Divesh Srivastava,Abstract LDAP directories have recently proliferated with the growth of the Internet; and arebeing used in a wide variety of network-based applications. In this paper; we propose theuse of generalized queries; referred to as query templates; obtained by generalizingindividual user queries; as the semantic basis for low overhead; high benefit LDAP directorycaches for handling declarative queries. We present efficient incremental algorithms that;given a sequence of user queries; maintain a set of potentially beneficial candidate querytemplates; and select a sub-set of these candidates for admission into the directory cache. Anovel feature of our algorithms is their ability to deal with overlapping query templates.Finally; we demonstrate the advantages of template caches over query caches; with anexperimental study based on real data and a prototype implementation of the LDAP …,International Conference on Extending Database Technology,2000,26
Extraction of Spatial Proximity Patterns by Concept Generalization.,Edwin M Knorr; Raymond T Ng,*,KDD,1996,26
Interpretation and transformation for abstracting conversations,Gabriel Murray; Giuseppe Carenini; Raymond Ng,Abstract We address the challenge of automatically abstracting conversations such as face-to-face meetings and emails. We focus here on the stages of interpretation; where sentencesare mapped to a conversation ontology; and transformation; where the summary content isselected. Our approach is fully developed and tested on meeting speech; and wesubsequently explore its application to email conversations.,Human Language Technologies: The 2010 Annual Conference of the North American Chapter of the Association for Computational Linguistics,2010,25
Transcriptome profiles of carcinoma-in-situ and invasive non-small cell lung cancer as revealed by SAGE,Kim M Lonergan; Raj Chari; Bradley P Coe; Ian M Wilson; Ming-Sound Tsao; Raymond T Ng; Calum MacAulay; Stephen Lam; Wan L Lam,Background Non-small cell lung cancer (NSCLC) presents as a progressive diseasespanning precancerous; preinvasive; locally invasive; and metastatic lesions. Identificationof biological pathways reflective of these progressive stages; and aberrantly expressedgenes associated with these pathways; would conceivably enhance therapeutic approachesto this devastating disease. Methodology/Principal Findings Through the construction andanalysis of SAGE libraries; we have determined transcriptome profiles for preinvasivecarcinoma-in-situ (CIS) and invasive squamous cell carcinoma (SCC) of the lung; andcompared these with expression profiles generated from both bronchial epithelium; andprecancerous metaplastic and dysplastic lesions using Ingenuity Pathway Analysis.Expression of genes associated with epidermal development; and loss of expression of …,PloS one,2010,25
OSSM: A segmentation approach to optimize frequency counting,CK-S Leung; Raymond T Ng; Heikki Mannila,Computing the frequency of a pattern is one of the key operations in data mining algorithms.We describe a simple yet powerful way of speeding up any form of frequency countingsatisfying the monotonicity condition. Our method; the optimized segment support map(OSSM); is a light-weight structure which partitions the collection of transactions into msegments; so as to reduce the number of candidate patterns that require frequency counting.We study the following problems:(1) what is the optimal number of segments to be used; and(2) given a user-determined m; what is the best segmentation/composition of the msegments? For Problem 1; we provide a thorough analysis and a theorem establishing theminimum value of m for which there is no accuracy lost in using the OSSM. For Problem 2;we develop various algorithms and heuristics; which efficiently generate OSSMs that are …,Data Engineering; 2002. Proceedings. 18th International Conference on,2002,24
Detecting outliers from large datasets,Raymond T Ng,*,Geographic data mining and knowledge discovery,2001,24
