Roles of continuous neurogenesis in the structural and functional integrity of the adult forebrain,Itaru Imayoshi; Masayuki Sakamoto; Toshiyuki Ohtsuka; Keizo Takao; Tsuyoshi Miyakawa; Masahiro Yamaguchi; Kensaku Mori; Toshio Ikeda; Shigeyoshi Itohara; Ryoichiro Kageyama,Abstract Neurogenesis occurs continuously in the forebrain of adult mammals; but thefunctional importance of adult neurogenesis is still unclear. Here; using a genetic labelingmethod in adult mice; we found that continuous neurogenesis results in the replacement ofthe majority of granule neurons in the olfactory bulb and a substantial addition of granuleneurons to the hippocampal dentate gyrus. Genetic ablation of newly formed neurons inadult mice led to a gradual decrease in the number of granule cells in the olfactory bulb;inhibition of increases in the granule cell number in the dentate gyrus and impairment ofbehaviors in contextual and spatial memory; which are known to depend on hippocampus.These results suggest that continuous neurogenesis is required for the maintenance andreorganization of the whole interneuron system in the olfactory bulb; the modulation and …,Nature neuroscience,2008,833
Immature dentate gyrus: an endophenotype of neuropsychiatric disorders,Hideo Hagihara; Keizo Takao; Noah M Walton; Mitsuyuki Matsumoto; Tsuyoshi Miyakawa,Adequate maturation of neurons and their integration into the hippocampal circuit is crucialfor normal cognitive function and emotional behavior; and disruption of this process couldcause disturbances in mental health. Previous reports have shown that mice heterozygousfor a null mutation in α-CaMKII; which encodes a key synaptic plasticity molecule; displayabnormal behaviors related to schizophrenia and other psychiatric disorders. In thesemutants; almost all neurons in the dentate gyrus are arrested at a pseudoimmature state atthe molecular and electrophysiological levels; a phenomenon defined as “immature dentategyrus (iDG).” To date; the iDG phenotype and shared behavioral abnormalities (includingworking memory deficit and hyperlocomotor activity) have been discovered in Schnurri-2knockout; mutant SNAP-25 knock-in; and forebrain-specific calcineurin knockout mice. In …,Neural plasticity,2013,53
Age-related changes in behavior in C57BL/6J mice from young adulthood to middle age,Hirotaka Shoji; Keizo Takao; Satoko Hattori; Tsuyoshi Miyakawa,Aging is considered to be associated with progressive changes in the brain and itsassociated sensory; motor; and cognitive functions. A large number of studies comparingyoung and aged animals have reported differences in various behaviors between age-cohorts; indicating behavioral dysfunctions related to aging. However; relatively little isknown about behavioral changes from young adulthood to middle age; and the effect of ageon behavior during the early stages of life remains to be understood. In order to investigateage-related changes in the behaviors of mice from young adulthood to middle age; weperformed a large-scale analysis of the behavioral data obtained from our behavioral testbattery involving 1739 C57BL/6J wild-type mice at 2–12 months of age. Significantbehavioral differences between age groups (2–3-; 4–5-; 6–7-; and 8–12-month-old …,Molecular brain,2016,52
Fluoxetine-induced cortical adult neurogenesis,Koji Ohira; Rika Takeuchi; Hirotaka Shoji; Tsuyoshi Miyakawa,Abstract Adult neurogenesis in the hippocampal subgranular zone (SGZ) and the anteriorsubventricular zone (SVZ) is regulated by multiple factors; including neurotransmitters;hormones; stress; aging; voluntary exercise; environmental enrichment; learning; andischemia. Chronic treatment with selective serotonin reuptake inhibitors (SSRIs) modulatesadult neurogenesis in the SGZ; the neuronal area that is hypothesized to mediate theantidepressant effects of these substances. Layer 1 inhibitory neuron progenitor cells (L1-INP cells) were recently identified in the adult cortex; but it remains unclear what factorsother than ischemia affect the neurogenesis of L1-INP cells. Here; we show that chronictreatment with an SSRI; fluoxetine (FLX); stimulated the neurogenesis of γ-aminobutyric acid(GABA) ergic interneurons from L1-INP cells in the cortex of adult mice …,Neuropsychopharmacology,2013,51
Mice lacking the schizophrenia-associated protein FEZ1 manifest hyperactivity and enhanced responsiveness to psychostimulants,Nobutaka Sakae; Nobuyuki Yamasaki; Kiyoyuki Kitaichi; Takaichi Fukuda; Mitsunori Yamada; Hiroo Yoshikawa; Takato Hiranita; Yoshiki Tatsumi; Jun-ichi Kira; Tsuneyuki Yamamoto; Tsuyoshi Miyakawa; Keiichi I Nakayama,Abstract FEZ1 (fasciculation and elongation protein zeta 1); a mammalian ortholog ofCaenorhabditis elegans UNC-76; interacts with DISC1 (disrupted in schizophrenia 1); aschizophrenia susceptibility gene product; and polymorphisms of human FEZ1 have beenassociated with schizophrenia. We have now investigated the role of FEZ1 in braindevelopment and the pathogenesis of schizophrenia by generating mice that lack Fez1.Immunofluorescence staining revealed FEZ1 to be located predominantly in γ-aminobutyricacid-containing interneurons. The Fez1−/− mice showed marked hyperactivity in a variety ofbehavioral tests as well as enhanced behavioral responses to the psychostimulants MK-801and methamphetamine. In vivo microdialysis revealed that the methamphetamine-inducedrelease of dopamine in the nucleus accumbens was exaggerated in the mutant mice …,Human molecular genetics,2008,51
Comprehensive behavioral analysis of calcium/calmodulin-dependent protein kinase IV knockout mice,Keizo Takao; Koichi Tanda; Kenji Nakamura; Jiro Kasahara; Kazuki Nakao; Motoya Katsuki; Kazuo Nakanishi; Nobuyuki Yamasaki; Keiko Toyama; Minami Adachi; Masahiro Umeda; Tsutomu Araki; Kohji Fukunaga; Hisatake Kondo; Hiroyuki Sakagami; Tsuyoshi Miyakawa,Calcium-calmodulin dependent protein kinase IV (CaMKIV) is a protein kinase that activatesthe transcription factor CREB; the cyclic AMP-response element binding protein. CREB is akey transcription factor in synaptic plasticity and memory consolidation. To elucidate thebehavioral effects of CaMKIV deficiency; we subjected CaMKIV knockout (CaMKIV KO) miceto a battery of behavioral tests. CaMKIV KO had no significant effects on locomotor activity;motor coordination; social interaction; pain sensitivity; prepulse inhibition; attention; ordepression-like behavior. Consistent with previous reports; CaMKIV KO mice exhibitedimpaired retention in a fear conditioning test 28 days after training. In contrast; however;CaMKIV KO mice did not show any testing performance deficits in passive avoidance; one ofthe most commonly used fear memory paradigms; 28 days after training; suggesting that …,PloS one,2010,50
Comprehensive behavioral phenotyping of calpastatin-knockout mice,Ryuichi Nakajima; Keizo Takao; Shu-Ming Huang; Jiro Takano; Nobuhisa Iwata; Tsuyoshi Miyakawa; Takaomi C Saido,Calpastatin is an endogenous inhibitor of calpain; intracellular calcium-activated protease. Ithas been suggested to be involved in molecular mechanisms of long-term plasticity andexcitotoxic pathways. However; functions of calpastatin in vivo are still largely unknown. Toexamine the physiological roles of calpastatin; we subjected calpastatin-knockout mice to acomprehensive behavioral test battery. Calpastatin-knockout mice showed decreasedlocomotor activity under stressful environments; and decreased acoustic startle response;but we observed no significant change in hippocampus-dependent memory function. Theseresults suggest that calpastatin is likely to be more closely associated with affective ratherthan cognitive aspects of brain function.,Molecular brain,2008,49
Down‐regulation of protocadherin‐α A isoforms in mice changes contextual fear conditioning and spatial working memory,Emi Fukuda; Shun Hamada; Sonoko Hasegawa; Shota Katori; Makoto Sanbo; Tsuyoshi Miyakawa; Toshifumi Yamamoto; Hideko Yamamoto; Takahiro Hirabayashi; Takeshi Yagi,Abstract Diverse protocadherins (Pcdhs); which are encoded as a large cluster (composedof α; β and γ clusters) in the genome; are localized to axons and synapses. The Pcdhs havebeen proposed to contribute to the generation of sophisticated neural networks and toregulate brain function. To address the molecular roles of Pcdhs in regulating individualbehavior; here we generated knockdown mice of Pcdh-α proteins and examined theirbehavioral abnormalities. There are two alternative splicing variants of the Pcdh-α constantregion; Pcdh-α A and B isoforms; with different cytoplasmic tails. Pcdh-α ΔBneo/ΔBneo mice;in which the Pcdh-α B splicing variant was absent and the Pcdh-α A isoforms were down-regulated to approximately 20% of the wild-type level; exhibited enhanced contextual fearconditioning and disparities in an eight-arm radial maze. Similar abnormalities were …,European Journal of Neuroscience,2008,49
The influence of chronic cerebral hypoperfusion on cognitive function and amyloid β metabolism in APP overexpressing mice,Mahito Yamada; Masafumi Ihara; Yoko Okamoto; Takakuni Maki; Kazuo Washida; Akihiro Kitamura; Yoshiki Hase; Hidefumi Ito; Keizo Takao; Tsuyoshi Miyakawa; Raj N Kalaria; Hidekazu Tomimoto; Ryosuke Takahashi,Background and Purpose Cognitive impairment resulting from cerebrovascular insufficiencyhas been termed vascular cognitive impairment; and is generally accepted to be distinctfrom Alzheimer's disease resulting from a neurodegenerative process. However; it is clearthat this simple dichotomy may need revision in light of the apparent occurrence of severalshared features between Alzheimer's disease and vascular cognitive impairment.Nevertheless; it still remains largely unknown whether the burden of vascular-and Alzheimer-type neuropathology are independent or interdependent. Therefore; we investigatedwhether chronic cerebral hypoperfusion influences cognitive ability or amyloid β depositionin amyloid precursor protein (APP) overexpressing transgenic mice. Methods Two monthsold mice overexpressing a mutant form of the human APP bearing both the Swedish and …,PloS one,2011,48
Investigating Gene‐to‐Behavior Pathways in Psychiatric Disorders,Keizo Takao; Tsuyoshi Miyakawa,Abstract: We have been investigating the relationships between genes and behaviors byconducting a systematic and well-defined behavioral test battery with mice that have amutation on a gene of interest. The behavioral test battery covers a relatively broad range ofvarious behavioral domains such as learning and memory; sensory-motor functions;emotion; motivation; and drug sensitivity/preference. Recently; we subjected mice lackingcalcineurin (CN); a calcium/calmodulin protein phosphatase; to the comprehensivebehavioral test battery. The mutant mice had a severe working memory deficit; increasedlocomotor activity; decreased social interaction; and impairments in prepulse and latentinhibition. The abnormalities of CN mutant mice were strikingly similar to those described forschizophrenic patients. Consistent with these findings; human genetics studies in a large …,Annals of the New York Academy of Sciences,2006,47
Enhanced susceptibility of audiogenic seizures in Fyn-kinase deficient mice,Tsuyoshi Miyakawa; Takeshi Yagi; Masahiko Taniguchi; Hiroaki Matsuura; Kyoko Tateishi; Hiroaki Niki,Abstract Mice with a mutation in fyn genes were examined for their susceptibility toacoustically primed audiogenic seizures. Homozygous mutant (fyn z fyn z) mice weresignificantly more likely to have seizures and to show the stronger seizure syndrome(clonus). These results indicate that the susceptibility of acoustically primed audiogenicseizures is enhanced in the Fyn kinase deficient mice.,Molecular brain research,1995,46
Comprehensive behavioral phenotyping of ryanodine receptor type3 (RyR3) knockout mice: Decreased social contact duration in two social interaction tests,Naoki Matsuo; Koichi Tanda; Kazuo Nakanishi; Nobuyuki Yamasaki; Keiko Toyama; Keizo Takao; Hiroshi Takeshima; Tsuyoshi Miyakawa,Dynamic regulation of the intracellular Ca2+ concentration is crucial for various neuronalfunctions such as synaptic transmission and plasticity; and gene expression. Ryanodinereceptors (RyRs) are a family of intracellular calcium release channels that mediate calcium-induced calcium release (CICR) from the endoplasmic reticulum. Among the three RyRisoforms; RyR3 is preferentially expressed in the brain especially in the hippocampus andstriatum. To investigate the behavioral effects of RyR3 deficiency; we subjected RyR3knockout (RyR3-/-) mice to a battery of behavioral tests. RyR3-/-mice exhibited significantlydecreased social contact duration in two different social interaction tests; where two micecan freely move and make contacts with each other. They also exhibited hyperactivity andmildly impaired prepulse inhibition and latent inhibition while they did not show significant …,Frontiers in behavioral neuroscience,2009,45
Genetic ablation of NMDA receptor subunit NR3B in mouse reveals motoneuronal and nonmotoneuronal phenotypes,Stephan Niemann; Hiroaki Kanki; Yasuyuki Fukui; Keizo Takao; Masahiro Fukaya; Meri N Hynynen; Michael J Churchill; Jeremy M Shefner; Roderick T Bronson; Robert H Brown; Masahiko Watanabe; Tsuyoshi Miyakawa; Shigeyoshi Itohara; Yasunori Hayashi,Abstract NR3B is a modulatory subunit of the NMDA receptor; abundantly expressed in bothcranial and spinal somatic motoneurons and at lower levels in other regions of the brain aswell. Recently; we found the human NR3B gene (GRIN3B) to be highly geneticallyheterogeneous; and that∼ 10% of the normal European-American population lacks NR3Bdue to homozygous occurrence of a null allele in the gene. Therefore; it is especiallyimportant to understand the phenotypic consequences of the genetic loss of NR3B in bothhumans and animal models. We here provide results of behavioral analysis of micegenetically lacking NR3B; which is an ideal animal model due to homogeneity in geneticand environmental background. The NR3B–/–mice are viable and fertile. Consistent with theexpression of NR3B in somatic motoneurons; the NR3B–/–mice showed a moderate but …,European Journal of Neuroscience,2007,43
Comprehensive behavioral analysis of pituitary adenylate cyclase-activating polypeptide (PACAP) knockout mice,Satoko Hattori; Keizo Takao; Koichi Tanda; Keiko Toyama; Norihito Shintani; Akemichi Baba; Hitoshi Hashimoto; Tsuyoshi Miyakawa,Pituitary adenylate cyclase-activating polypeptide (PACAP) is a neuropeptide acting as aneurotransmitter; neuromodulator; or neurotrophic factor. PACAP is widely expressedthroughout the brain and exerts its functions through the PACAP-specific receptor (PAC1).Recent studies reveal that genetic variants of the PACAP and PAC1 genes are associatedwith mental disorders; and several behavioral abnormalities of PACAP knockout (KO) miceare reported. However; an insufficient number of backcrosses was made using PACAP KOmice on the C57BL/6J background due to their postnatal mortality. To elucidate the effects ofPACAP on neuropsychiatric function; the PACAP gene was knocked out in F1 hybrid mice(C57BL/6J x 129SvEv) for appropriate control of the genetic background. The PACAP KOmice were then subjected to a behavioral test battery. PACAP deficiency had no …,Frontiers in behavioral neuroscience,2012,42
Neural activity changes underlying the working memory deficit in alpha-CaMKII heterozygous knockout mice,Naoki Matsuo; Nobuyuki Yamasaki; Koji Ohira; Keizo Takao; Keiko Toyama; Megumi Eguchi; Shun Yamaguchi; Tsuyoshi Miyakawa,The alpha-isoform of calcium/calmodulin-dependent protein kinase II (α-CaMKII) isexpressed abundantly in the forebrain and is considered to have an essential role insynaptic plasticity and cognitive function. Previously; we reported that mice heterozygous fora null mutation of α-CaMKII (α-CaMKII+/-) have profoundly dysregulated behaviors includinga severe working memory deficit; which is an endophenotype of schizophrenia and otherpsychiatric disorders. In addition; we found that almost all the neurons in the dentate gyrus(DG) of the mutant mice failed to mature at molecular; morphological andelectrophysiological levels. In the present study; to identify the brain substrates of theworking memory deficit in the mutant mice; we examined the expression of the immediateearly genes (IEGs); c-Fos and Arc; in the brain after a working memory version of the eight …,Frontiers in behavioral neuroscience,2009,38
Normal mitochondrial respiratory function is essential for spatial remote memory in mice,Daisuke Tanaka; Kazuto Nakada; Keizo Takao; Emi Ogasawara; Atsuko Kasahara; Akitsugu Sato; Hiromichi Yonekawa; Tsuyoshi Miyakawa; Jun-Ichi Hayashi,Mitochondrial DNA (mtDNA) with pathogenic mutations has been found in patients withcognitive disorders. However; little is known about whether pathogenic mtDNA mutationsand the resultant mitochondrial respiration deficiencies contribute to the expression ofcognitive alterations; such as impairments of learning and memory. To address this point; weused two groups of trans-mitochondrial mice (mito-mice) with heteroplasmy for wild-type andpathogenically deleted (Δ) mtDNA; the,Molecular Brain,2008,38
Acceleration of visually cued conditioned fear through the auditory pathway,Jessica R Newton; Charlene Ellsworth; Tsuyoshi Miyakawa; Susumu Tonegawa; Mriganka Sur,Abstract Defensive responses elicited by sensory experiences are critical for survival. Miceacquire a conditioned fear response rapidly to an auditory cue but slowly to a visual cue; adifference in learned behavior that is likely to be mediated by direct projections to the lateralamygdala from the auditory thalamus but mainly indirect ones from the visual thalamus.Here; we show that acquisition of visually cued conditioned fear is acceleratedin'rewired'mice that have retinal projections routed to the auditory thalamus. Visual stimuliinduce expression of the immediate early gene Fos (also known as c-fos) in the auditorythalamus and the lateral amygdala in rewired mice; similar to the way auditory stimuli do incontrol mice. Thus; the rewired auditory pathway conveys visual information and mediatesrapid activity-dependent plasticity in central structures that influence learned behavior.,Nature neuroscience,2004,38
Right‐hemispheric dominance of spatial memory in split‐brain mice,Yoshiaki Shinohara; Aki Hosoya; Nobuyuki Yamasaki; Hassan Ahmed; Satoko Hattori; Megumi Eguchi; Shun Yamaguchi; Tsuyoshi Miyakawa; Hajime Hirase; Ryuichi Shigemoto,Abstract Left-right asymmetry of human brain function has been known for a century;although much of molecular and cellular basis of brain laterality remains to be elusive.Recent studies suggest that hippocampal CA3-CA1 excitatory synapses are asymmetricallyarranged; however; the functional implication of the asymmetrical circuitry has not beenstudied at the behavioral level. In order to address the left-right asymmetry of hippocampalfunction in behaving mice; we analyzed the performance of “split-brain” mice in the Barnesmaze. The “split-brain” mice received ventral hippocampal commissure and corpus callosumtransection in addition to deprivation of visual input from one eye. In such mice; thehippocampus in the side of visual deprivation receives sensory-driven input. Better spatialtask performance was achieved by the mice which were forced to use the right …,Hippocampus,2012,37
Relaxin-3-deficient mice showed slight alteration in anxiety-related behavior,Yoshihisa Watanabe; Atsushi Tsujimura; Keizo Takao; Kazunori Nishi; Yasuaki Ito; Yoshitaka Yasuhara; Yasuhito Nakatomi; Chihiro Yokoyama; Kenji Fukui; Tsuyoshi Miyakawa; Masaki Tanaka,Relaxin-3 is a neuropeptide belonging to the relaxin/insulin superfamily. Studies usingrodents have revealed that relaxin-3 is predominantly expressed in neurons in the nucleusincertus of the pons; the axons of which project to forebrain regions including thehypothalamus. There is evidence that relaxin-3 is involved in several functions; includingfood intake and stress responses. In the present study; we generated relaxin-3 geneknockout (KO) mice and examined them using a range of behavioral tests of sensory/motorfunctions and emotion-related behaviors. The results revealed that relaxin-3 KO miceexhibited normal growth and appearance; and were generally indistinguishable from wildgenotype littermates. There was no difference in bodyweight among genotypes until at least28 weeks after birth. In addition; there were no significant differences between wild-type …,Frontiers in behavioral neuroscience,2011,37
Chronic fluoxetine treatment reduces parvalbumin expression and perineuronal netsin gamma-aminobutyric acidergic interneurons of the frontal cortex in adultmice,Koji Ohira; Rika Takeuchi; Tsuyoshi Iwanaga; Tsuyoshi Miyakawa,The selective serotonin reuptake inhibitor fluoxetine (FLX) is widely used totreat depressionand anxiety disorders; but cellular mechanisms underlyingthe antidepressant effect of FLXremain largely unknown. The generallyaccepted effect of chronic FLX treatment is increasedadult neurogenesis inthe hippocampal dentate gyrus. It was recently demonstrated thatFLXtreatments can reverse the established neuronal maturation of granule cellsin thehippocampal dentate gyrus and of gamma-aminobutyric acidergic (GABAergic) interneuronsin the basolateral amygdala. However; it is notclear whether this dematuration effect of FLXoccurs in other brain regions. Thus; in this study; we used immunohistological analysis toassess theeffect of FLX treatment on GABAergic interneurons in the medial frontalcortex(mFC) and reticular thalamic nucleus (RTN). Immunofluorescence analysis for …,Molecular brain,2013,36
T-maze Forced Alternation and Left-right Discrimination Tasks for Assessing Working and Reference Memory in Mice,Shoji Hirotaka; Hagihara Hideo; Takao Keizo; Hattori Satoko; Miyakawa Tsuyoshi,Abstract Forced alternation and left-right discrimination tasks using the T-maze have beenwidely used to assess working and reference memory; respectively; in rodents. In ourlaboratory; we evaluated the two types of memory in more than 30 strains of geneticallyengineered mice using the automated version of this apparatus. Here; we present themodified T-maze apparatus operated by a computer with a video-tracking system and ourprotocols in a movie format. The T-maze apparatus consists of runways partitioned off bysliding doors that can automatically open downward; each with a start box; a T-shaped alley;two boxes with automatic pellet dispensers at one side of the box; and two L-shaped alleys.Each L-shaped alley is connected to the start box so that mice can return to the start box;which excludes the effects of experimenter handling on mouse behavior. This apparatus …,Journal of Visualized Experiments,2012,35
Mechanisms for interferon-α-induced depression and neural stem cell dysfunction,Lian-Shun Zheng; Seiji Hitoshi; Naoko Kaneko; Keizo Takao; Tsuyoshi Miyakawa; Yasuhito Tanaka; Hongjing Xia; Ulrich Kalinke; Koutaro Kudo; Shigenobu Kanba; Kazuhiro Ikenaka; Kazunobu Sawamoto,Summary New neurons generated by the neural stem cells (NSCs) in the adulthippocampus play an important role in emotional regulation and respond to the action ofantidepressants. Depression is a common and serious side effect of interferon-α (IFN-α);which limits its use as an antiviral and antitumor drug. However; the mechanism (s)underlying IFN-induced depression are largely unknown. Using a comprehensive battery ofbehavioral tests; we found that mice subjected to IFN-α treatment exhibited a depression-likephenotype. IFN-α directly suppressed NSC proliferation; resulting in the reduced generationof new neurons. Brain-specific mouse knockout of the IFN-α receptor prevented IFN-α-induced depressive behavioral phenotypes and the inhibition of neurogenesis; suggestingthat IFN-α suppresses hippocampal neurogenesis and induces depression via its …,Stem cell reports,2014,34
Comprehensive behavioural study of GluR4 knockout mice: implication in cognitive function,N Sagata; A Iwaki; T Aramaki; K Takao; S Kura; T Tsuzuki; R Kawakami; I Ito; T Kitamura; H Sugiyama; T Miyakawa; Y Fukumaki,Abstract Fast excitatory transmission in the mammalian central nervous system is mediatedby AMPA-type glutamate receptors. The tetrameric AMPA receptor complexes are composedof four subunits; GluR1–4. The GluR4 subunit is highly expressed in the cerebellum and theearly postnatal hippocampus and is thought to be involved in synaptic plasticity and thedevelopment of functional neural circuitry through the recruitment of other AMPA receptorsubunits. Previously; we reported an association of the human GluR4 gene (GRIA4) withschizophrenia. To examine the role of the GluR4 subunit in the higher brain function; wegenerated GluR4 knockout mice and conducted electrophysiological and behaviouralanalyses. The mutant mice showed normal long-term potentiation (LTP) in the CA1 region ofthe hippocampus. The GluR4 knockout mice showed mildly improved spatial working …,Genes; Brain and Behavior,2010,34
Abnormal Synaptic Transmission in the Olfactory Bulb of Fyn-Kinase–Deficient Mice,Hiromasa Kitazawa; Takeshi Yagi; Tsuyoshi Miyakawa; Hiroaki Niki; Nobufumi Kawai,Kitazawa; Hiromasa; Takeshi Yagi; Tsuyoshi Miyakawa; Hiroaki Niki; and Nobufumi Kawai.Abnormal synaptic transmission in the olfactory bulb of Fyn-kinase–deficient mice. J.Neurophysiol. 79: 137–142; 1998. We studied synaptic transmission in the granule cells inthe olfactory bulb of the homozygous Fyn (a nonreceptor type tyrosine kinase)-deficient (fynz/fyn z) and heterozygous Fyn-deficient (+/fyn z) mice by using slice preparations from theolfactory bulb. Stimulation to the lateral olfactory tract and/or centrifugal fibers to the olfactorybulb evoked field excitatory postsynaptic potentials (fEPSPs) in the granule cells. In+/fyn zmice; fEPSPs were augmented by bicuculline; a γ-aminobutyric acid (GABAA) antagonistand picrotoxin; whereas fEPSPs in fyn z/fyn z mice were much less sensitive to bicucullineand picrotoxin. Application of d-2-amino-5-phosphonopentanoic acid had no effect but 6 …,Journal of neurophysiology,1998,34
CHD8 haploinsufficiency results in autistic-like phenotypes in mice,Yuta Katayama; Masaaki Nishiyama; Hirotaka Shoji; Yasuyuki Ohkawa; Atsuki Kawamura; Tetsuya Sato; Mikita Suyama; Toru Takumi; Tsuyoshi Miyakawa; Keiichi I Nakayama,Abstract Autism spectrum disorder (ASD) comprises a range of neurodevelopmentaldisorders characterized by deficits in social interaction and communication as well as byrestricted and repetitive behaviours 1. ASD has a strong genetic component with highheritability. Exome sequencing analysis has recently identified many de novo mutations in avariety of genes in individuals with ASD 2; 3; with CHD8; a gene encoding a chromatinremodeller; being most frequently affected 4; 5; 6; 7; 8. Whether CHD8 mutations arecausative for ASD and how they might establish ASD traits have remained unknown. Herewe show that mice heterozygous for Chd8 mutations manifest ASD-like behaviouralcharacteristics including increased anxiety; repetitive behaviour; and altered socialbehaviour. CHD8 haploinsufficiency did not result in prominent changes in the …,Nature,2016,33
Chronic treatment with fluoxetine for more than 6 weeks decreases neurogenesis in the subventricular zone of adult mice,Koji Ohira; Tsuyoshi Miyakawa,Recent studies indicate that chronic treatment with serotonergic antidepressantsupregulates adult neurogenesis of the dentate gyrus (DG). In contrast; some studies claimedthat there was very little alteration of neurogenesis in the subventricular zone (SVZ) by theantidepressants. Since almost all of those studies treated animals with drugs for 2 to 4weeks as chronic treatment models of antidepressants; it is possible that antidepressanttreatments for longer periods would affect adult neurogenesis in the SVZ. In the presentstudy; we examined the effects of long-term (up to 9 weeks) administration of fluoxetine(FLX); a selective serotonin reuptake inhibitor; on cell proliferation and survival in the DGand the SVZ of adult mice. As reported previously; in the DG of mice treated with FLX for 3; 6;or 9 weeks that were also injected with 5-bromodeoxyuridine (BrdU) in the last 3 days …,Molecular brain,2011,33
Expression of tryptophan 2; 3-dioxygenase in mature granule cells of the adult mouse dentate gyrus,Koji Ohira; Hideo Hagihara; Keiko Toyama; Keizo Takao; Masaaki Kanai; Hiroshi Funakoshi; Toshikazu Nakamura; Tsuyoshi Miyakawa,New granule cells are continuously generated in the dentate gyrus of the adulthippocampus. During granule cell maturation; the mechanisms that differentiate new cellsnot only describe the degree of cell differentiation; but also crucially regulate the progressionof cell differentiation. Here; we describe a gene; tryptophan 2; 3-dioxygenase (TDO); whoseexpression distinguishes stem cells from more differentiated cells among the granule cells ofthe adult mouse dentate gyrus. The use of markers for proliferation; neural progenitors; andimmature and mature granule cells indicated that TDO was expressed in mature cells and insome immature cells. In mice heterozygous for the alpha-isoform of calcium/calmodulin-dependent protein kinase II; in which dentate gyrus granule cells fail to mature normally;TDO immunoreactivity was substantially downregulated in the dentate gyrus granule cells …,Molecular brain,2010,33
The immature dentate gyrus represents a shared phenotype of mouse models of epilepsy and psychiatric disease,Rick Shin; Katsunori Kobayashi; Hideo Hagihara; Jeffrey H Kogan; Shinichi Miyake; Katsunori Tajinda; Noah M Walton; Adam K Gross; Carrie L Heusner; Qian Chen; Kouichi Tamura; Tsuyoshi Miyakawa; Mitsuyuki Matsumoto,Objectives There is accumulating evidence to suggest psychiatric disorders; such as bipolardisorder and schizophrenia; share common etiologies; pathophysiologies; genetics; anddrug responses with many of the epilepsies. Here; we explored overlaps incellular/molecular; electrophysiological; and behavioral phenotypes between putativemouse models of bipolar disorder/schizophrenia and epilepsy. We tested the hypothesis thatan immature dentate gyrus (iDG); whose association with psychosis in patients has recentlybeen reported; represents a common phenotype of both diseases. Methods Behaviors ofcalcium/calmodulin-dependent protein kinase II alpha (α-CaMKII) heterozygous knock-out(KO) mice; which are a representative bipolar disorder/schizophrenia model displaying iDG;and pilocarpine-treated mice; which are a representative epilepsy model; were tested …,Bipolar disorders,2013,32
Increased astrocytic ATP release results in enhanced excitability of the hippocampus,Hae Ung Lee; Yoshihiko Yamazaki; Kenji F Tanaka; Kishio Furuya; Masahiro Sokabe; Hideki Hida; Keizo Takao; Tsuyoshi Miyakawa; Satoshi Fujii; Kazuhiro Ikenaka,Abstract Astrocytes; a major subtype of glia; interact with neurons as a supportive partnersupplying energy sources and growth factors. Astrocytes regulate the activity of neighboringneurons by releasing chemical transmitters (gliotransmitters). However; the precise role ofgilotransmitters in regulating neuronal activity is still under debate. Here; we report that asubtle enhancement in the release of one gliotransmitter; ATP; affects synaptic potentiationfrom an analysis of mice containing an astrocyte-selective (GFAP) mutation. We found that;relative to normal mice; weaker stimulation induced long-term potentiation (LTP) in mutantmice; indicating that the threshold to induce LTP was lowered in the mutant. While excitatorytransmission was normal in the mutant; inhibitory GABAergic transmission was suppressed.We found that a low concentration of adenosine selectively attenuated inhibitory neuronal …,Glia,2013,30
Increased anxiety-like behavior in neuropsin (kallikrein-related peptidase 8) gene-deficient mice.,Yoichiro Horii; Nobuyuki Yamasaki; Tsuyoshi Miyakawa; Sadao Shiosaka,Abstract Neuropsin (kallikrein-related peptidase 8) is concentrated in the hippocampus;amygdala; olfactory bulb; and prefrontal cortex. Earlier studies showed that proteasedeficiency causes a significant impairment of early-phase long-term potentiation in theSchaffer collateral pathway and hippocampus-dependent memory in the Y maze and Morriswater maze (Z. Chen et al.; 1995; A. Hirata et al.; 2001; H. Tamura et al.; 2006). In addition toneuropsin's participation in the hippocampal memory; amygdalar and cortical localization ofthe gene suggests extrahippocampal behavioral function; and the authors thereforeexamined neuropsin-deficient mice; including tests of sensory motor reflex; open field; light–dark transition; Rota-Rod; elevated plus-maze; hot plate; startle response–prepulseinhibition; Porsolt forced swim; Barnes maze; eight-arm radial maze; and contextual and …,Behavioral neuroscience,2008,30
