MonetDB/X100: Hyper-Pipelining Query Execution.,Peter A Boncz; Marcin Zukowski; Niels Nes,Abstract Database systems tend to achieve only low IPC (instructions-per-cycle) efficiencyon modern CPUs in compute-intensive application areas like decision support; OLAP andmultimedia retrieval. This paper starts with an in-depth investigation to the reason why thishappens; focusing on the TPC-H benchmark. Our analysis of various relational systems andMonetDB leads us to a new set of guidelines for designing a query processor. The secondpart of the paper describes the architecture of our new X100 query engine for the MonetDBsystem that follows these guidelines. On the surface; it resembles a classical Volcano-styleengine; but the crucial difference to base all execution on the concept of vector processingmakes it highly CPU efficient. We evaluate the power of MonetDB/X100 on the 100GBversion of TPC-H; showing its raw execution power to be between one and two orders of …,Cidr,2005,523
Integration of vectorwise with ingres,Doug Inkster; Marcin Zukowski; Peter Boncz,Abstract Actian Corporation recently entered into a cooperative relationship with VectorWiseBV to integrate its Vector-Wise technology into the Ingres RDBMS server. The resultingcommercial product has already achieved phenomenal performance results with the TPC-Hindustry standard benchmark; and has been well received in the analytical RDBMS market.This paper describes the integration of the VectorWise technology with Ingres; some of thedesign decisions made as part of the integration project; and the problems that had to besolved in the process.,ACM SIGMOD Record,2011,24
Efficient distribution of full-fledged XQuery,Ying Zhang; Nan Tang; Peter Boncz,We investigate techniques to automatically decompose any XQuery query into subqueries;that can be executed near their data sources; ie; function-shipping. In this scenario; thesubqueries being executed remotely may have XML node-valued parameters or results; thatmust be shipped in some way. The main challenge addressed here is to ensure that thedecomposed queries properly respect XML node identity and preserve structural properties;when (parts of) XML nodes are sent over the network; effectively copying them. We start byprecisely characterizing the conditions; under which pass-by-value parameter passingcauses semantic differences between remote execution of an XQuery expression and itslocal execution. We then formulate a conservative strategy that effectively avoidsdecomposition in such cases. To broaden the possibilities of query distribution; we extend …,Data Engineering; 2009. ICDE'09. IEEE 25th International Conference on,2009,23
Ldbc graphalytics: A benchmark for large-scale graph analysis on parallel and distributed platforms,Alexandru Iosup; Tim Hegeman; Wing Lung Ngai; Stijn Heldens; Arnau Prat-Pérez; Thomas Manhardto; Hassan Chafio; Mihai Capotă; Narayanan Sundaram; Michael Anderson; Ilie Gabriel Tănase; Yinglong Xia; Lifeng Nai; Peter Boncz,Abstract In this paper we introduce LDBC Graphalytics; a new industrial-grade benchmarkfor graph analysis platforms. It consists of six deterministic algorithms; standard datasets;synthetic dataset generators; and reference output; that enable the objective comparison ofgraph analysis platforms. Its test harness produces deep metrics that quantify multiple kindsof system scalability; such as horizontal/vertical and weak/strong; and of robustness; such asfailures and performance variability. The benchmark comes with open-source software forgenerating data and monitoring performance. We describe and analyze six implementationsof the benchmark (three from the community; three from the industry); providing insights intothe strengths and weaknesses of the platforms. Key to our contribution; vendors perform thetuning and benchmarking of their platforms.,Proceedings of the VLDB Endowment,2016,22
The drill down benchmark,Peter A Boncz; Tim Rühl; Fred Kwakkel,Abstract Data Mining places specific requirements on DBMS query performance that cannotbe evaluated satisfactorily using existing OLAP benchmarks. The DD Benchmark-definedhere-provides a practical case and yardstick to explore how well a DBMS is able to supportData Mining applications. It was derived from real-life data mining tasks performed by ourData SurveyorTM tool running on a variety of DBMS backends. We describe initial resultsobtained using both the Monet system and a relational DBMS product as backend.,VLDB,1998,22
Data blocks: Hybrid OLTP and OLAP on compressed storage using both vectorization and compilation,Harald Lang; Tobias Mühlbauer; Florian Funke; Peter A Boncz; Thomas Neumann; Alfons Kemper,Abstract This work aims at reducing the main-memory footprint in high performance hybridOLTP & OLAP databases; while retaining high query performance and transactionalthroughput. For this purpose; an innovative compressed columnar storage format for colddata; called Data Blocks is introduced. Data Blocks further incorporate a new light-weightindex structure called Positional SMA that narrows scan ranges within Data Blocks even ifthe entire block cannot be ruled out. To achieve highest OLTP performance; thecompression schemes of Data Blocks are very light-weight; such that OLTP transactions canstill quickly access individual tuples. This sets our storage scheme apart from those used inspecialized analytical databases where data must usually be bit-unpacked. Up to now; high-performance analytical systems use either vectorized query execution or just-in-time (JIT) …,Proceedings of the 2016 International Conference on Management of Data,2016,21
Efficient xquery support for stand-off annotation,Wouter Alink; Raoul Bhoedjang,Abstract XML annotations are a widely occurring phenomenon in many application fields;and XML databases should be used to store and query such data. To provide intuitive andfast querying of annotations; we make a case for extending XPath with four new axis steps;that correspond with socalled StandOff joins; introduced here. The new steps can beefficiently implemented using a region index and fast looplifted StandOff MergeJoinalgorithms. These techniques were added to the open-source XML DBMS MonetDB/X-Query; and we show in our evaluation it thus becomes capable of interactively querying> GBannotation databases.,*,2006,20
High performance OO traversals in Monet,Peter A Boncz; Fred Kwakkel; Martin L Kersten,Abstract In this paper we discuss how Monet; a novel multimodel database system; can beused to efficiently support OODB applications. We show how Monet's offbeat view on keyissues in database architecture provided both challenges and opportunities in building ahigh-performance ODMG-93 compliant Runtime System on top of it. We describe how an OOdata-model can be mapped onto Monet's decomposed storage scheme while maintainingphysical data independence; and how OO queries are translated into an algebraiclanguage. A generic model for specifying OO class-attribute traversals is presented; thatpermits the OODB to algebraicly optimize and parallelize their execution. To demonstratethe success of our approach; we give OO7 benchmark results of our Runtime System forboth the standard pointer-based object navigation; and our declarative model based on a …,British National Conference on Databases,1996,20
The calibrator (v0. 9e); a cache-memory and TLB calibration tool,Stefan Manegold; Peter Boncz,*,*,2004,19
Monet: a next-generation database kernel for query-intensive applications,PA Boncz,htmlabstractMonet is a database kernel targeted at query-intensive; heavy analysisapplications (the opposite of transaction processing); which include OLAP and data mining;but also go beyond the business domain in GIS processing; multi-media retrieval and XML.The clean sheet approach of Monet tries to depart from the traditional RDBMS design andimplementation patterns in an attempt to obtain best performance on modern hardware;which has changed a lot since the currently dominant relational database systems weredesigned and developed. While most hardware components have experienced exponentialgrowth in power over the years (aka Moore's law); I/O and especially memory latency havebeen lagging; creating an exponentially growing bottleneck. Additionally; modernhyperpipelined CPUs increasingly require code that is fully predictable (as to avoid …,*,2002,19
Recycling in pipelined query evaluation,Fabian Nagel; Peter Boncz; Stratis D Viglas,Database systems typically execute queries in isolation. Sharing recurring intermediate andfinal results between successive query invocations is ignored or only exploited by cachingfinal query results. The DBA is kept in the loop to make explicit sharing decisions byidentifying and/or defining materialized views. Thus decisions are made only after a longtime and sharing opportunities may be missed. Recycling intermediate results has beenproposed as a method to make database query engines profit from opportunities to reusefine-grained partial query results; that is fully autonomous and is able to continuously adaptto changes in the workload. The technique was recently revisited in the context of MonetDB;a system that by default materializes all intermediate results. Materializing intermediateresults can consume significant system resources; therefore most other database systems …,Data Engineering (ICDE); 2013 IEEE 29th International Conference on,2013,18
The linked data benchmark council project,Peter Boncz; Irini Fundulaki; Andrey Gubichev; Josep Larriba-Pey; Thomas Neumann,Abstract Despite the fast growth and increasing popularity; the broad field of RDF and Graphdatabase systems lacks an independent authority for developing benchmarks; and forneutrally assessing benchmark results through industry-strength auditing which would allowto quantify and compare the performance of existing and emerging systems. Inspired by theimpact of the Transaction Processing Performance Council (TPC) Benchmarks on relationaldatabases; the LDBC consortium formed by University and Industry researchers andpractitioners has recently launched a European Commision sponsored project that will offerthe first comprehensive set of open and vendor-independent benchmarks for RDF andGraph technologies. The consortium will incorporate the Linked Data Benchmark Council(LDBC) which will survive the project and will supervise the process of obtaining and …,Datenbank-Spektrum,2013,17
Efficient and Flexible Information Retrieval using MonetDB/X100.,Sándor Héman; Marcin Zukowski; Arjen P de Vries; Peter A Boncz,ABSTRACT Today's large-scale IR systems are not implemented using general-purposedatabase systems; as the latter tend to be significantly less efficient than custom-built IRengines. This paper demonstrates how recent developments in hardwareconsciousdatabase architecture may however satisfy IR needs. The advantage is flexibility ofexperimentation; as implementing a retrieval system on top of a DBMS boils down torelational query formulation; rather than system programming. We demonstrate in thecontext of the TeraByte TREC efficiency task that our experimental MonetDB/X100 databasesystem provides highly competitive results both regarding precision and speed. We analyzethe two innovations in MonetDB/X100 that most contributed to this successful application ofDB technology in IR; namely vectorized incache processing and the use of two new light …,CIDR,2007,17
Representing and querying multi-dimensional markup for question answering,Wouter Alink; Valentin Jijkoun; David Ahn; Maarten De Rijke; Peter Boncz; Arjen de Vries,Abstract This paper describes our approach to representing and querying multi-dimensional;possibly overlapping text annotations; as used in our question answering (QA) system. Weuse a system extending XQuery; the W3C-standard XML query language; with new axes thatallow one to jump easily between different annotations of the same data. The new axes areformulated in terms of (partial) overlap and containment. All annotations are made usingstand-off XML in a single document; which can be efficiently queried using the XQueryextension. The system is scalable to gigabytes of XML annotations. We show examples ofthe system in QA scenarios.,Proceedings of the 5th Workshop on NLP and XML: Multi-Dimensional Markup in Natural Language Processing,2006,17
Method and apparatus for using data access time prediction for improving data buffering policies,*,A system and method for buffer management in a database are provided in which apredictive buffer manager may be used. The predictive buffer manager and process maypredict when each block in a buffer is going to be used and then manages the buffer basedon the prediction.,*,2014,15
Deriving an emergent relational schema from RDF data,Minh-Duc Pham; Linnea Passing; Orri Erling; Peter Boncz,Abstract We motivate and describe techniques that allow to detect an" emergent" relationalschema from RDF data. We show that on a wide variety of datasets; the found structureexplains well over 90% of the RDF triples. Further; we also describe technical solutions tothe semantic challenge to give short names that humans find logical to these emergenttables; columns and relationships between tables. Our techniques can be exploited in manyways; eg; to improve the efficiency of SPARQL systems; or to use existing SQL-basedapplications on top of any RDF dataset using a RDBMS.,Proceedings of the 24th International Conference on World Wide Web,2015,13
LDBC: benchmarks for graph and RDF data management,Peter Boncz,Abstract The Linked Data Benchmark Council (LDBC) is an EU project that aims to developindustry-strength benchmarks for graph and RDF data management systems. LDBCintroduces a so-called" choke-point" based benchmark development; through which expertsidentify key technical challenges; and introduce them in the benchmark workload; which wedescribe in some detail. We also present the status of two LDBC benchmarks currently indevelopment; one targeting graph data management systems using a social network datacase; and the other targeting RDF systems using a data publishing case.,Proceedings of the 17th International Database Engineering & Applications Symposium,2013,13
MonetDB/X100 at the 2006 TREC Terabyte Track.,Sándor Héman; Marcin Zukowski; Arjen P de Vries; Peter A Boncz,Requirements of database management (DB) and information retrieval (IR) systems overlapmore and more. Database systems are being applied to scenarios where features such astext search and similarity scoring on multiple attributes become crucial. Many informationretrieval systems are being extended beyond plain text; to rank semi-structured documentsmarked up in XML; or maintain ontologies or thesauri. In both areas; these new features areusually implemented using specialized solutions limited in their features and performance.Full integration of DB and IR has been considered highly desirable; see eg [5; 1] for somerecent advocates. Yet; none of the attempts into this direction has been very successful. Theexplanation can be sought in what has been termed the 'structure chasm'[8]: databaseresearch builds upon the idea that all data should satisfy a pre-defined schema; and the …,TREC,2006,12
Cooperative scans,Marcin Zukowski; Peter A Boncz; Martin L Kersten,textabstractData mining; information retrieval and other application areas exhibit a queryload with multiple concurrent queries touching a large fraction of a relation. This leads toindividual query plans based on a table scan or large index scan. The implementation of thisaccess path in most database systems is straightforward. The Scan operator issues nextpage requests to the buffer manager without concern for the system state. Conversely; thebuffer manager is not aware of the work ahead and it focuses on keeping the most-recently-used pages in the buffer pool. This paper introduces cooperative scans--a new algorithm;based on a better sharing of knowledge and responsibility between the Scan operator andthe buffer manager; which significantly improves performance of concurrent scan queries. Inthis approach; queries share the buffer content; and progress of the scans is optimized by …,Information Systems [INS],2004,12
Monet and its geographic extensions,Peter A Boncz; CW Quak; Martin L Kersten,Abstract We describe Monet; a novel database system; designed to get maximumperformance out of today's workstations and symmetric multiprocessors. Monet is a type-andalgebra-extensible database system using the Decomposed Storage Model (DSM) andemploying shared memory parallelism. It applies purely main-memory algorithms forprocessing and uses OS virtual memory primitives for handling large data. Monet providesmany options in memory management and virtual-memory clustering strategies to optimizeaccess to its tables. We discuss how these unusual features impacted the design;implementation and performance of a set of GIS extension modules; that can be loaded atruntime in Monet; to obtain a functional complete GIS server. The validity of our approach isshown by excellent performance gures on both the Regional and National Sequoia …,Proceedings of the 1996 EDBT conference,1996,12
XRPC: distributed XQuery and update processing with heterogeneous XQuery engines,Ying Zhang; Peter Boncz,Abstract We demonstrate XRPC; a minimal XQuery extension that enables distributedquerying between heterogeneous XQuery engines. The XRPC language extensionenhances the existing concept of XQuery functions with the Remote Procedure Call (RPC)paradigm. XRPC is orthogonal to all XQuery features; including the XQuery Update Facility(XQUF). Note that executing xquf updating functions over XRPC leads to the phenomenon ofdistributed transactions. XRPC achieves heterogeneity by an open SOAP-based networkprotocol; that can be implemented by any engine; and an XRPC Wrapper that allows evenXRPC-oblivious XQuery engines to handle XRPC requests efficiently. XRPC is fullyimplemented in the open-source MonetDB/XQuery engine; and is demonstrated here to co-operate with Saxon; Galax and X-Hive through the XRPC wrapper. This demonstration …,Proceedings of the 2008 ACM SIGMOD international conference on Management of data,2008,10
MonetDB/XQuery—consistent and efficient updates on the pre/Post plane,Peter Boncz; Jan Flokstra; Torsten Grust; Maurice van Keulen; Stefan Manegold; Sjoerd Mullender; Jan Rittinger; Jens Teubner,Abstract Relational XQuery processors aim at leveraging mature relational DBMS queryprocessing technology to provide scalability and efficiency. To achieve this goal; variousstorage schemes have been proposed to encode the tree structure of XML documents in flatrelational tables. Basically; two classes can be identified:(1) encodings using fixed-lengthsurrogates; like the preorder ranks in the pre/post encoding [5] or the equivalentpre/size/level encoding [8]; and (2) encodings using variable-length surrogates; like; eg;ORDPATH [9] or P-PBiTree [12]. Recent research [1] showed a clear advantage of theformer for efficient evaluation of XPath location steps; exploiting techniques like cheap nodeorder tests; positional lookup; and node skipping in staircase join [7]. However; onceupdates are involved; variable-length surrogates are often considered the better choice …,International Conference on Extending Database Technology,2006,10
Exploiting emergent schemas to make RDF systems more efficient,Minh-Duc Pham; Peter Boncz,Abstract We build on our earlier finding that more than 95% of the triples in actual RDF triplegraphs have a remarkably tabular structure; whose schema does not necessarily follow fromexplicit metadata such as ontologies; but for which an RDF store can automatically derive bylooking at the data using so-called “emergent schema” detection techniques. In this paperwe investigate how computers and in particular RDF stores can take advantage from thisemergent schema to more compactly store RDF data and more efficiently optimize andexecute SPARQL queries. To this end; we contribute techniques for efficient emergentschema aware RDF storage and new query operator algorithms for emergent schema awarescans and joins. In all; these techniques allow RDF schema processors fully catch up withrelational database techniques in terms of rich physical database design options and …,International Semantic Web Conference,2016,9
Parameter curation for benchmark queries,Andrey Gubichev; Peter Boncz,Abstract In this paper we consider the problem of generating parameters for benchmarkqueries so these have stable behavior despite being executed on datasets (real-world orsynthetic) with skewed data distributions and value correlations. We show that uniformrandom sampling of the substitution parameters is not well suited for such benchmarks;since it results in unpredictable runtime behavior of queries. We present our approach ofParameter Curation with the goal of selecting parameter bindings that have consistently low-variance intermediate query result sizes throughout the query plan. Our solution is illustratedwith IMDB data and the recently proposed LDBC Social Network Benchmark (SNB).,Technology Conference on Performance Evaluation and Benchmarking,2014,8
Query processing of pre-partitioned data using sandwich operators,Stephan Baumann; Peter Boncz; Kai-Uwe Sattler,Abstract In this paper we present the “Sandwich Operators”; an elegant approach to exploitpre-sorting or pre-grouping from clustered storage schemes in operators such asAggregation/Grouping; HashJoin; and Sort of a database management system. Thereby;each of these operator types is “sandwiched” by two new operators; namely PartitionSplitand PartitionRestart. PartitionSplit splits the input relation into its smaller independentgroups on which the sandwiched operator is executed. After a group is processed;PartitionRestart is used to trigger the execution on the following group. Executing each ofthese operator types with the help of the Sandwich Operators introduces minimal overheadand does not penalize performance of the sandwiched operator; as its implementationremains unchanged. On the contrary; we show that sandwiched execution of each …,International Workshop on Business Intelligence for the Real-Time Enterprise,2012,8
From cooperative scans to predictive buffer management,Michał Świtakowski; Peter Boncz; Marcin Zukowski,Abstract In analytical applications; database systems often need to sustain workloads withmultiple concurrent scans hitting the same table. The Cooperative Scans (CScans)framework; which introduces an Active Buffer Manager (ABM) component into the databasearchitecture; has been the most effective and elaborate response to this problem; and wasinitially developed in the X100 research prototype. We now report on the the experiences ofintegrating Cooperative Scans into its industrial-strength successor; the Vectorwisedatabase product. During this implementation we invented a simpler optimization ofconcurrent scan buffer management; called Predictive Buffer Management (PBM). PBM isbased on the observation that in a workload with long-running scans; the buffer managerhas quite a bit of information on the workload in the immediate future; such that an …,Proceedings of the VLDB Endowment,2012,8
From X100 to Vectorwise: Opportunities; challenges and things most researchers do not think about,Marcin Zukowski; Peter Boncz,Abstract In 2008 a group of researchers behind the X100 database kernel createdVectorwise: a spin-off which together with the Actian corporation (previously Ingres) workedon bringing this technology to the market. Today; Vectorwise is a popular product and one ofthe examples of conversion of a research prototype into successful commercial software. Wedescribe here some of the interesting aspects of the work performed by the Vectorwisedevelopment team in the process; and discuss the opportunities and challenges resultingfrom the decision of integrating a prototype-quality kernel with Ingres; an establishedcommercial product. We also discuss how requirements coming from reallife scenariossometimes clashed with design choices and simplifications often found in research projects;and how Vectorwise team addressed some of of them.,Proceedings of the 2012 ACM SIGMOD International Conference on Management of Data,2012,8
Space-economical partial gram indices for exact substring matching,Nan Tang; Lefteris Sidirourgos; Peter Boncz,Abstract Exact substring matching queries on large data collections can be answered usingq-gram indices; that store for each occurring q-byte pattern an (ordered) posting list with thepositions of all occurrences. Such gram indices are known to provide fast query responsetime and to allow the index to be created quickly even on huge disk-based datasets. Theirmain drawback is relatively large storage space; that is a constant multiple (typically> 2) ofthe original data size; even when compression is used. In this work; we study methods toconserve the scalable creation time and efficient exact substring query properties of gramindices; while reducing storage space. To this end; we first propose a partial gram indexbased on a reduction from the problem of omitting indexed q-grams to the set cover problem.While this method is successful in reducing the size of the index; it generates false …,Proceedings of the 18th ACM conference on Information and knowledge management,2009,8
Methods of operating a column-store database engine utilizing a positional delta tree update system,*,Abstract A column-store database engine operates in response to database requests for theupdate and retrieval of data from within a stable data table and provides for the storage ofdatabase tuples within a column-store organized database structure. A positional delta treedata structure is implemented in the memory space of the database engine and isoperatively coupled in an update data transfer path between a database engine interfaceand the stable data table. The positional delta tree data structure includes a differential datastorage layer operative to store differential update data values in positionally defined relativereference to database tuples stored by the stable data table.,*,2018,7
Scientific discovery through weighted sampling,Lefteris Sidirourgos; Martin Kersten; Peter Boncz,Scientific discovery has shifted from being an exercise of theory and computation; to becomethe exploration of an ocean of observational data. Scientists explore data originated frommodern scientific instruments in order to discover interesting aspects of it and formulate theirhypothesis. Such workloads press for new database functionality. We aim at samplingscientific databases to create many different impressions of the data; on which the scientistscan quickly evaluate exploratory queries. However; scientific databases introduce differentchallenges for sample construction compared to classical business analytical applications.We propose adaptive weighted sampling as an alternative to uniform sampling. Withweighted sampling only the most informative data is being sampled; thus more relevant datato the scientific discovery is available to examine a hypothesis. Relevant data is …,Big Data; 2013 IEEE International Conference on,2013,7
Distributed data streams,Minos Garofalakis,realized using such logical structures. For example; in tree based data acquisition protocols;a collection tree is built that is rooted at the data collection center such as the sink node [8].The dissemination of the data requests from the participating nodes and collection of datafrom the sensor nodes are accomplished using this tree. A cluster based data acquisitionmechanism has been proposed in [3]. As shown in Fig. 1; nodes are organized into a fixednumber of clusters; and nodes within each cluster dynamically elect a cluster head. The dataacquisition is carried out in two phases. In the first phase; cluster heads collect data fromtheir cluster nodes. In the second phase; cluster heads send collected data to the nodes thathave subscribed to the data. The cluster heads are re-elected to balance energyconsumption among the nodes in the cluster. Zhang et al.[13] have proposed an adaptive …,*,2009,7
Positional Delta Trees to reconcile updates with read-optimized data storage,Sándor Héman; Niels J Nes; Marcin Żukowski; Peter Alexander Boncz,Abstract—We investigate techniques that marry the high read-only analytical queryperformance of compressed; replicated column storage (“read-optimized” databases) withthe ability to handle a high-throughput update workload. Today's large RAM sizes and thegrowing gap between sequential vs. random IO disk throughput; bring this once elusive goalin reach; as it has become possible to buffer enough updates in memory to allowbackground migration of these updates to disk; where efficient sequential IO is amortizedamong many updates. Our key goal is that read-only queries always see the latest databasestate; yet are not (significantly) slowed down by the update processing. To this end; wepropose the Positional Delta Tree (PDT); that is designed to minimize the overhead of on-the-fly merging of differential updates into (index) scans on stale disk-based data. We …,*,2008,7
Integrating XQuery and P2P in MonetDB/XQuery*.,Ying Zhang; Peter A Boncz,Abstract. MonetDB/XQuery* is a fully functional publicly available XML DBMS that has beenextended with distributed and P2P data management functionality. Our (minimal) XQuerylanguage extension XRPC adds the concept of RPC to XQuery; and exploits the set-at-a-time database processing model to optimize the networking cost through a technique calledBulk RPC. We describe our approach to include the services offered by diverse P2P networkstructures (such as DHTs); in a way that avoids any further intrusion in the XQuery languageand semantics; and show how this; similarly to Bulk RPC; will lead to further queryoptimization opportunities where the XDBMS interacts with the underlying P2P network. Wealso discuss some P2P data management applications were MonetDB/XQuery* is beingused (an in-home small scenario and a wide-area collaborative application). As this …,EROW,2007,7
Loop-lifted XQuery RPC with deterministic updates,Ying Zhang; Peter Alexander Boncz,<filmDB> <film> <filmName>The Rock</filmName> <actorName>SeanConnery</actorName> </film> <film> <filmName>Goldfinger</filmName> <actorName>SeanConnery</actorName> </film> <film> <filmName>Green Card</filmName> <actorName>GerardDepardieu</actorName> </film> </filmDB> … ($actor as xs:string) as node()* {doc(“filmDB.xml”)//filmName [../actorName=$actor] }; … <films> <filmName>TheRock</filmName> <filmName>Goldfinger</filmName> </films> … A natural choice as the underlyingprotocol of XRPC … Easy to be processed by an XQuery engine … Passing values of all XDMdata type … <?xml version=”1.0” encoding=”utf8”?> <env:Envelop xmlns:xrpc=”http://monetdb.cwi.nl/XQuery” xmlns:env=”.../2003/05/soapenvelope” xmlns:xs=”.../2001/XMLSchema”xmlns:xsi=”.../2001/XMLSchemainstance” xsi:schemaLocation= ”http://monetdb.cwi.nl …,*,2006,7
VectorH: taking SQL-on-Hadoop to the next level,Andrei Costea; Adrian Ionescu; Bogdan Răducanu; Michał Switakowski; Cristian Bârca; Juliusz Sompolski; Alicja Łuszczak; Michał Szafrański; Giel De Nijs; Peter Boncz,Abstract Actian Vector in Hadoop (VectorH for short) is a new SQL-on-Hadoop system builton top of the fast Vectorwise analytical database system. VectorH achieves fault toleranceand storage scalability by relying on HDFS; and extends the state-of-the-art in SQL-on-Hadoop systems by instrumenting the HDFS replication policy to optimize read locality.VectorH integrates with YARN for workload management; achieving a high degree ofelasticity. Even though HDFS is an append-only filesystem; and VectorH supports (update-averse) ordered tables; trickle updates are possible thanks to Positional Delta Trees (PDTs);a differential update structure that can be queried efficiently. We describe the changes madeto single-server Vectorwise to turn it into a Hadoop-based MPP system; encompassingworkload management; parallel query optimization and execution; HDFS storage …,Proceedings of the 2016 International Conference on Management of Data,2016,6
The tears of Donald Knuth,Thomas Haigh,Has the history of computing taken a tragic turn? the much smaller community of historiansof computing but; even by Google Scholar's generous definitions; the paper that saddenedKnuth has been cited only nine times. Knuth then enumerated his motivations; as acomputer scientist; to read the history of science. First; reading history helped him tounderstand the process of discovery. Second; understanding the difficulty and false startsexperienced by brilliant historical scientists in making discoveries that specialists now findobvious helped him to,Communications of the ACM,2015,6
Experiences with virtuoso cluster RDF column store,Peter A Boncz; Orri Erling; P Minh Duc,KNAW Narcis. Back to search results. Publication Experiences With VirtuosoCluster RDF Column Store (2013). Pagina-navigatie: Main …,Linked Data Management: Principles and Techniques,2013,6
Rox: The robustness of a run-time xquery optimizer against correlated data,Riham Abdel Kader; Peter Boncz; Stefan Manegold; Maurice Van Keulen,We demonstrate ROX; a run-time optimizer of XQueries; that focuses on finding the bestexecution order of XPath steps and relational joins in an XQuery. The problem of joinordering has been extensively researched; but the proposed techniques are stillunsatisfying. These either rely on a cost model which might result in inaccurate estimations;or explore only a restrictive number of plans from the search space. ROX is developed totackle these problems. ROX does not need any cost model; and defers query optimization torun-time intertwining optimization and execution steps. In every optimization step; samplingtechniques are used to estimate the cardinality of unexecuted steps and joins to make adecision which sequence of operators to process next. Consequently; each execution stepwill provide updated and accurate knowledge about intermediate results; which will be …,Data Engineering (ICDE); 2010 IEEE 26th International Conference on,2010,6
Loop-lifted staircase join: from XPath to XQuery,Peter Alexander Boncz; Torsten Grust; Maurice vanKeulen; Stefan Manegold; Jan Rittinger; Jens Teubner,textabstractVarious techniques have been proposed for efficient evaluation of XPathexpressions; where the XPath location steps are rooted in a single sequence of contextnodes. Among these techniques; the staircase join allows to evaluate XPath location stepsalong arbitrary axes in at most one scan over the XML document; exploiting the XPathaccelerator encoding (aka. pre/post encoding). In XQuery; however; embedded XPath sub-expressions occur in arbitrarily nested for-loops. Thus; they are rooted in multiple sequencesof context nodes (one per iteration). Consequently; the previously proposed algorithms needto be applied repeatedly; requiring multiple scans over the XML document encoding. In thiswork; we present loop-lifted staircase join; an extension of the staircase join that allows toefficiently evaluate XPath sub-expressions in arbitrarily nested XQuery iteration scopes …,Information Systems [INS],2005,6
Advances in large-scale RDF data management,Peter Boncz; Orri Erling; Minh-Duc Pham,Abstract One of the prime goals of the LOD2 project is improving the performance andscalability of RDF storage solutions so that the increasing amount of Linked Open Data(LOD) can be efficiently managed. Virtuoso has been chosen as the basic RDF store for theLOD2 project; and during the project it has been significantly improved by incorporatingadvanced relational database techniques from MonetDB and Vectorwise; turning it into acompressed column store with vectored execution. This has reduced the performance gap(“RDF tax”) between Virtuoso's SQL and SPARQL query performance in a way that stillrespects the “schema-last” nature of RDF. However; by lacking schema information; RDFdatabase systems such as Virtuoso still cannot use advanced relational storageoptimizations such as table partitioning or clustered indexes and have to execute …,*,2014,5
Benchmarking RDF storage engines,Ying Zhang; M Pham; FE Groffen; Erietta Liarou; PA Boncz; ML Kersten; Jean-Paul Calbimonte; Oscar Corcho,htmlabstractIn this deliverable; we present version V1. 0 of SRBench; the first benchmark forStreaming RDF engines; designed in the context of Task 1.4 of PlanetData; completelybased on real-world datasets. With the increasing problem of too much streaming data butnot enough knowledge; researchers have set out for solutions in which Semantic Webtechnologies are adapted and extended for the publishing; sharing; analysing andunderstanding of such data. Various approaches are emerging. To help researchers andusers to compare streaming RDF engines in a standardised application scenario; wepropose SRBench; with which one can assess the abilities of a streaming RDF engine tocope with a broad range of use cases typically encountered in real-world scenarios. We offera set of queries that cover the major aspects of streaming RDF engines; ranging from …,PlanetData Deliverables,2012,5
Projective Distribution of XQuery with Updates,Ying Zhang; Nan Tang; Peter Boncz,We investigate techniques to automatically decompose any XQuery query-includingupdating queries specified by the XQuery Update Facility (XQUF)-into subqueries; that canbe executed near their data sources; ie; function-shipping. The main challenge addressedhere is to ensure that the decomposed queries properly respect XML node identity andpreserve structural properties; when (parts of) XML nodes are sent over the network;effectively copying them. We start by precisely characterizing the conditions; under whichpass-by-value parameter passing causes semantic differences between remote execution ofan XQuery expression and its local execution. We then formulate a conservative strategythat effectively avoids decomposition in such cases. To broaden the possibilities of querydistribution; we extend the pass-by-value semantics to a pass-by-fragment semantics …,IEEE Transactions on Knowledge and Data Engineering,2010,5
P2P; Ad Hoc and Sensor Networks–All the Different or All the Same,Peter A Boncz; Angela Bonifati; J Böse; S Böttcher; P Kypros; CL Gruenwald; B König-Ries; W May; A Mondal; S Obermeier; A Ouksel; G Samaras; G Sapkota; R Steinmetz; SD Viglas,*,Proc. of Scalable Data Management in Evolving Networks,2007,5
AmbientDB: P2P Database Technology for Ambient Intelligent Multimedia Applications,PA Boncz,KNAW Narcis. Back to search results. Publication AmbientDB: P2P Database Technology forAmbient Intelligent Multimedia Applications (2003). Pagina-navigatie: Main …,ERCIM News,2003,5
Optimizing main-memory join on modern hardware,Stefan Manegold; Peter A Boncz; Martin L Kersten,Abstract In the past decade; the exponential growth in commodity CPUs speed has faroutpaced advances in memory latency. A second trend is that CPU performance advancesare not only brought by increased clock rate; but also by increasing parallelism inside theCPU. Current database systems have not yet adapted to these trends; and show poorutilization of both CPU and memory resources on current hardware. In this article; we showhow these resources can be optimized for large joins and translate these insights intoguidelines for future database architectures; encompassing data structures; algorithms; costmodeling; and implementation. In particular; we discuss how vertically fragmented datastructures optimize cache performance on sequential data access. On the algorithmic side;we refine the partitioned hash-join with a new partitioning algorithm called radix-cluster …,*,1999,5
