Processes of technological innovation,Louis G Tornatzky; Mitchell Fleischer; Alok K Chakrabarti,*,*,1990,3449
Take a proactive approach to negotiating your R&D budget,Klaus K Brockhoff; Alok K Chakrabarti,OVERVIEW: R&D directors continue to behave defensively when negotiating their budgets;while their colleagues who represent other business functions use more aggressiveapproaches. It is argued that at least four different reasons can explain this behavior: culturaldifferences between business functions; lack of appropriate data; distance from valuecreation in the market; and smaller degree of activity standardization. A more offensiveapproach could be supported by developing R&D metrics that resemble the standardbusiness metrics used in other functional areas. One could also simulate R&D budgetingprocedures; the resulting budgets and their consequences.,Research-technology management,1997,22
Trends in innovation and productivity: The case of chemical and textile industries in the US,Alok K Chakrabarti,Abstract This paper attempts to investigate an empirical linkage between technologicalinnovation and productivity in two industries in the United States. During the period 1967—82; the chemical and textile industries experienced different rates of productivity growth. Inspite of stiff competition from foreign manufacturers; American textile firms maintained asteady growth in productivity. This industry benefitted from major technological innovationsoccurring in industries supplying to it. The chemical industry faced crisis due to suddenchanges in petroleum prices. Changes in regulatory requirements also imposed a differentset of constraints on the chemical industry. Rate of innovation decreased quite severely inthis industry during this time period.,R&D Management,1988,21
Critical factors in technological innovation and their policy implications,Alok K Chakrabarti; William E Souder,Abstract This paper explores the critical factors which affect the innovation proccess. Someways in which some of these factors can be influenced by appropriate policy measures arediscussed. In particular; the role of the federal government in promoting innovation isdiscussed. The role of the government in stimulating and nurturing the innovation process isa controversial one. Proponents of the free enterprise system; many of whom arespokespersons for various industries; have persistently pointed out the deleterious effects ofregulation and control on the innovation process. By contrast; advocates of an activistgovernment role are often able to cite the protection of the common welfare as a primaryneed for government intervention. In truth; the “government” is a patchwork of manygovernments; operating through many agencies and affecting firms and individuals at …,Technovation,1984,21
Targeting technical information to organizational positions,Alok K Chakrabarti; Stephen Feinman; William Fuentevilla,Abstract This article describes the importance of scientific and technical information for thetechnical personnel at various organizational hierarchies and how these people satisfy theirinformation needs. Inter-and intraorganizational channels used for information acquisitionare discussed. Implications of these channels are discussed for industrial marketing.,Industrial Marketing Management,1982,21
Government influence and industrial innovation,William E Souder; Alok K Chakrabarti,Abstract The role of government in stimulating; controlling and nurturing the innovationprocess is a controversial one. Proponents of the free enterprise system; many of whom arespokes-persons for various industries; have persistently pointed out the deleterious effects ofregulation and control on the innovation process. By contrast; advocates of an activistgovernment are often able to cite the protection of the common welfare as a primary need forgovernment intervention. A third viewpoint is often take by policy analysts; who point out therealities of life; showing how government actions have in fact influenced and continue toinfluence the innovation process. This article takes the position of the policy analysts; whoseek to enlarge and clarify the regulatory picture by studying both the positive and negativeimpacts that governments have had. The questions that stimulated and guided this study …,Industrial Marketing Management,1978,21
An empirical investigation into methods affecting the quality of new product innovations,Eric H Kessler; Alok K Chakrabarti,Seventy-five new product development projects were studied in ten large companies to testpotential strategic and process antecedents to quality. Seven factors were found tosignificantly increase product quality: high importance placed on quality by topmanagement; high reward for process speed; high project stream breadth; high use ofinternal (versus external) sources of ideas and technology; low overlap or concurrency of thedevelopment process; low turfguarding or “silo” orientation; and high development milestonefrequency. These results suggest that managers need to pay attention to both strategicorientation factors and structure-related organizational capability factors to increase productquality. Staffing-related factors did not seem to have a strong impact on quality; this suggeststhat quality is more a function of systemic versus individual factors. Additionally; it was …,International Journal of Quality Science,1998,20
Marketing and R&D strategies for biotechnology firms in the USA,Alok K Chakrabarti; Ursula Weisenfeld,This pape reports on a survey of 64 biotechnology firms in the USA about their R&D strategy;marketing focud and sources of technology. The survey explored the interrelationshipsamong the strategic issues and how they were related with the means of appropriating R&Dresults. Three stralegic clusters for technology acquisitin emerged from the data:(i) internaldeveloper;(ii) joint developer; and (iii) cooperative financed. Three marketing clusterswere:(i) market penetartor;(ii) innovative marketer; and (iii) market developer. The R&Dclusters were:(i) defensive strategy;(ii) aggressive strategy; and (iii) research-intensivestrategy. External sources of technology appeared to be predominant among thje variousfirms and apparently marketing strategy and source of technology had no significantrelationship. Most of the firms were involved with commercial innovation in their R&D …,Technology Analysis & Strategic Management,1989,20
Industrial innovations: A demographical analysis,William E Souder; Alok K Chakrabarti,Presents a demographic analysis of industrial innovation projects by examining theircharacteristics and consequences. A total of 23 factors were found to be associated with thesuccess and failure of industrial projects; in addition to a total of 14 factors which werespecifically associated with the R&D-marketing interface. The results provide an in-depthpicture of the important factors which can influence the commercial success of industrialinnovations.,IEEE Transactions on Engineering Management,1979,20
Why collaborate? Exploring industry's strategic objectives for establishing industry-university technology relationships,Michael D Santoro; Alok K Chakrabarti,This study examined the strategic objectives that industrial firms have for establishingindustry-university technology relationships. Results from this multi-method; exploratory fieldstudy show that three clusters of firms surfaced: collegial players; aggressive players andtargeted players. The implications of these findings for both industry and universities arediscussed.,Management of Engineering and Technology; 1999. Technology and Innovation Management. PICMET'99. Portland International Conference on,1999,19
Innovation and US competitiveness,Martin Neil Baily; Alok K Chakrabarti,The United States has traditionally been able to pay higher wages than other countries andyet still compete internationally because of superior technology. Productivity was higher thanin other countries; and often the items produced were more advanced and could commandpremium prices. Because of its tech nological sophistication; the United States was able todevelop a unique position in the world economy; and US industries and workers were thebeneficiaries. The unique status of the United States has been eroding; as other countrieshave been catching up in productivity and product technology. From 1973 to 1984; outputper hour in manufacturing grew at only 2.0 percent a year in the United States; compared to6.7 percent in Japan; 4.5 percent in France; and 3.5 percent in Germany. R&D spending inthese countries has also risen faster than our own; and important innovations are being …,The Brookings Review,1985,19
Technology development in China and India: a comparative evaluation,Pradip K Bhaumik; Alok K Chakrabarti; Saku Mäkinen,Purpose–During past ten years China and India have emerged as the favorite destination forR&D investment. In this paper a comparative evaluation of the process of technologydevelopment in China and India is carried out. The objective is to identify the rate of growthof technology and the patterns of development in different technology sectors.Design/methodology/approach–The analysis is based on the tangible; measurable andrecorded output of the technology development process–namely grant of patents. Theauthors have used US patents as the surrogate measure for the technological outputbetween 1992 to 2007. The authors obtained data on inventor's background; ownershippattern of the patents; as well as technology sectors and descriptive statistics are used tocompare the trends between the two countries. Findings–The paper finds that both China …,Journal of Indian Business Research,2009,16
Internationalization of technology development in India,Alok Chakrabarti; Pradip K Bhaumik,Purpose–The purpose of this paper is to study the internationalization of technologydevelopment in India. The internationalization of research and development (R&D) has notbeen a recent phenomenon. Large multinational companies increased their R&D investmentin various host countries during the past years. While the US and the countries in WesternEurope have been the traditional locus of R&D; China and India have emerged lately as thedestinations for R&D. The changes in geopolitical systems of trade and intellectual propertyprotection couples with the advances in information and communication technology havehelped globalize the R&D activities. Design/methodology/approach–The study has used theUS patents as a surrogate measure for the technical output from India. The data include allUS patents granted between 1992 and 2007 in which at least one inventor was an Indian …,Journal of Indian Business Research,2009,16
Transfer of indigenous technology—some Indian cases,JV Rajan; ND Seth; SK Subramanian; Alok K Chakrabarti; AH Rubenstein,Abstract Based on questionaire responses from clients who have taken over indiginoustechnologies for commercialisation; an attempt has been made to identify and assess therelative magnitude and impact of the positive and negative factors influencing technologytrnsfers. Parameters dealt with in this study relate to:(a) problems of time-lag;(b) the status;nature and extent of development of technologies;(c) sources of help in the commercialimplementation of the technologies;(d) qualitative aspects of factors; such as plant design;operational difficulties; market demand and post-trnsfer assistance given by the transferringinstitutions;(e) capital investment needed for commercialisation of the technologies; p and (f)the general reaction of the clients to the technology transferred. The conclusions deal withminimising time-consuming procedural interlinks; selection of clients; avoidable …,Research Policy,1981,16
Defence and space expenditures in the US: an inter‐firm analysis,Alok K Chakrabarti; Hans H Glismann; Ernst‐Jjürgen Horn,The economic impact of defence and space expenditures has been an important policyissue because of the secondary benefits expected to be accruing from it. In order to capturethe scientific and technological value added of defence and space financed productions; wetook as indicators patents and scientific and technical publications. The economicperformance was measured by firm growth (in terms of rates of change in the number ofemployees); and by rates of return on sales. Firm level analysis showed that military R&Dcontracts did not contribute to economic or technical performance. NASA contracts were alsonot associated with economic performance and with technical progress as measured bypatents; but they helped to raise the number of scientific publications. On the other hand; thestandard variables (capital formation and own R&D activities) proved to be mostly …,Defence and Peace Economics,1992,15
Stock prices and merger movements: Interactive relations,John J Clark; Alok K Chakrabarti; Thomas C Chiang,Zusammenfassung Die wechselseitigen Beziehungen zwischen Aktienkursen undFirmenzusammenschlüssen.-Der Aufsatz untersucht die Beziehungen zwischenFirmenzusammenschlüssen und makroökonomischen Variablen. Es werdenKausalitätstests mit US-Daten der Periode 1919–1979 durchgeführt; die zeigen; daßZusammenschlüsse und Aktienkurse in derselben Periode aufeinander einwirken und daßkeine Lead-oder Lag-Beziehungen bestehen. Die Zeitreihenanalyse deutet darauf hin; daßdie Reihe der Zusammenschlüsse einem autoregressiven Prozeß 2. Ordnung folgt; die„random walk”-Hypothese also abzulehnen ist.,Weltwirtschaftliches Archiv,1988,15
The effects of techno-economic and organizational factors on the adoption of NASA-innovations by commercial firms in the US,Alok K Chakrabarti,Abstract This paper reports the effects of several organizational and techno-economicfactors which tend in facilitate and/or inhibit the successful transfer and commercialutilization of technology generated outside the organizational setting of a potential industrialuser. The essential difference between the two traditions of research--technology transferand the diffusion of innovations--is that technology transfer studies have tended toemphasize the point-to-point transfer mechanism whereas the diffusion literature had dealtwith the pattern of spending an item over time. These tradition are not mutually exclusive anstudies in both can help us to increase our understanding of technology transfer. Thetransfer of technology between different institutional settings; such as between the NationalAeronautics and Space Administration an various potential commercial users; was the …,Academy of Management Proceedings,1973,15
Effectiveness of integrated marketing communications: Empirical analysis of two brands in India,Mehir Baidya; Bipasha Maity,Purpose–Integrated marketing communications (IMC) has emerged as a promising area ofstudy in the past decade. However; this area has received disproportionate attention forresearch around the world. This paper aims to determine the effectiveness of differentcomponents and total IMC on two brands in India. Design/methodology/approach–Data onphysical sales (200 ml bottles); advertising; sales force; promotion; distribution; and price inrupees (Indian currency) have been collected for two sample brands. A multiplicativeregression model has been hypothesized and fitted on the data to estimate the elasticities ofsales (in units) to individual components and total IMC. Findings–Results suggest that all theindividual components of IMC have significant unequal positive effects on physical sales forboth the brands. Further; the effects of total IMC on sales are also positive and significant …,Journal of Indian Business Research,2010,14
A conceptual model of the incubation of new technology-based ventures: a social capital perspective,Joanne L Scillitoe; A Chakrabarti,Abstract Technology incubators are newer organizational forms that are created to supportand accelerate the development and success of affiliated ventures; particularly newtechnology-based ventures. Current literature regarding incubators has suggested that anunderstanding of the incubation process is important when seeking to understand howaffiliated ventures develop and grow. However; very little is known about the incubationprocess; particularly the incubation of technology-based ventures. Prior literature suggeststhat technology-based ventures develop in terms of both business and technologicaldevelopment and that the incubation process varies along these dimensions. Thus;understanding the incubation of technology–based ventures must consider the differing butsimultaneous dynamics of business and technological development. Drawing from the …,Review of International Comparative Management,2009,13
Forecasting the diffusion of innovation: a stochastic Bass model with log-normal and mean-reverting error process,Juho Kanniainen; Saku J Mäkinen; Robert Piché; Alok Chakrabarti,Forecasting the diffusion of innovations plays a major role in managing technologydevelopment and in engineering management overall. In this paper; we extend theconventional Bass model stochastically by specifying the error process of sales as log-normal and mean-reverting. Our model satisfies the following reasonable properties; whichare generally ignored in the existing literature: sales cannot be negative; the error processcan have a memory; and sales fluctuate more when they are high and less when they arelow. The conventional and widely used model that assumes normally distributed error termdoes not have these properties. We address how to forecast properly under the log-normaland mean-reverting error process; and show analytically and numerically that in ourextended model sales forecasts can substantially alter conventional Bass forecasts. We …,IEEE Transactions on Engineering Management,2011,12
Survey of the computer-integrated manufacturing literature: a framework of strategy; implementation and innovation,Jerry L Fjermestad; Alok K Chakrabarti,A model of computer-integrated manufacturing as the integration of strategy; implementationand innovation is presented. Strategy emphasizes a clear understanding of the objectivesand goals of the organization. Strategy can be understood in terms of the interactionbetween product and process strategies; critial success factors and product life-cycle.Implementation stresses an iterative incremental process based on strategy; userinvolvement and tolerance. Innovation is the result of a successfully implemented strategy. Itis both organizational learning and change.,Technology Analysis & Strategic Management,1993,11
Role of universities in the product development process: Strategic considerations for the telecommunications industry,Alok Chakrabarti,New market opportunities have been created by the continued growth of the world economy.Better access to scientists and technologists in various parts of the world has provided greatopportunities for outsourcing of technology development. Governments and financialinstitutions are providing new incentives for inter-organizational collaboration. Variousresearch organizations; either contract research or cooperative research organizations; arealso important partners in the product development process. University-industrycollaboration provides access not only to leading edge technologies; but also to highlytrained students; professors and university facilities. Faculty and students can keep up withthe practical problems and gain access to knowledge developed outside the academe.Firms differ in their strategic orientation for developing a relationship with universities …,*,2003,10
Methods for improving the quality of new product innovations,Eric H Kessler; Alok K Chakrabarti,Continually producing high-quality products is critical to competitive advantage. We studied75 new product development projects in ten large firms to test potential strategic andprocess antecedents. Seven factors were found to significantly increase product quality:perceived importance; rewards; project stream; internal sourcing; overlap; turfguarding; andmilestones. Implications are discussed.,Innovation in Technology Management-The Key to Global Leadership. PICMET'97: Portland International Conference on Management and Technology,1997,9
Industrial product innovation: An international comparison,Alok K Chakrabarti; Stephen Feinman; William Fuentevilla,Abstract This paper presents and discusses the data obtained from a study of 500 industrialinnovations introduced in major industrialized countries from 1953 to 1973. The trends inindustrial innovation of both the country of origin and the country of market introduction areexamined based on the data presented.,Industrial Marketing Management,1978,9
Coordination and communication in industrial innovation: The R&D/marketing interface problem,Robert D O’Keefe; Alok K Chakrabarti,*,Baylor Business Studies,1981,8
Concurrent development and product innovations,Eric H Kessler; Alok K Chakrabarti,Abstract Concurrent development; or simultaneously executing multiple stages of theproduct development process; is regarded by many as an efficient and effective method forincreasing the speed of innovation (see Figure 1) while also providing a means forcontaining development costs and improving the quality of the end product (Gilbert 1995;Zairi; Youssef 1995). It has also been referred to as parallel versus linear processing of tasks(Millson et al. 1992); coordinating efforts rather than “throwing the product over the wall” fromone stage to another (Brown; Karagozoglu 1993); and as a “rugby” method of constant; multi-disciplinary team interplay rather than a “relay race” method of phase-to-phase progressionwith functionally specialized and segmented divisions (Smith; Reinertsen 1991; Souder;Chakrabarti 1980; Takeuchi; Nonaka 1986). Consistently; the Institute for Defense …,*,1999,7
Strategic change of firms in response to economic liberalisation in an emerging market economy,Sougata Ray; Alok K Chakrabarti,This paper presents an analysis of how policy induced changes in the institutionalenvironment in India; a big emerging market undergoing economic liberalisation; haveinfluenced strategic behaviour of firms. An exploratory multivariate model is empirically fittedusing LISREL. Results suggest that environment was to be the most dominant exogenousfactor influencing corporate strategy and performance of firms. However; firms having betterenvironment-strategy'fit'achieved superior performance. Initial resource position seems tohave limited influence on strategy and performance. The results also suggest that increasedtheir scale of business and diversified into deregulated industries selectively butaggressively achieved superior performance.,International Journal of Strategic Change Management,2006,6
Trace elements in the sera of leprosy spectrum.,KN Rao; JD Gupta; VN Sehgal; AK Chakrabarti; K Saha,Abstract Serum zinc; copper; calcium and magnesium levels were estimated by atomicabsorption spectrophotometry in 56 leprosy patients comprising 14 BT; 12 BB; 11 BL and 19LL. These findings were evaluated in comparison to 42 normal subjects serving as controls.A significant elevation of serum copper was recorded while reduction in zinc; calcium andmagnesium was noted throughout the leprosy spectrum. The findings of our study are ofconsiderable importance and need to be taken note of in the light of delineating thesealterations to be the cause or effect of the disease.,Indian journal of leprosy,1985,6
The sources of social capital within technology incubators: The roles of historical ties and organizational facilitation,Joanne L Scillitoe; Alok K Chakrabarti,There are currently three divergent views regarding the sources of beneficial social capitalwithin collectivities or networks: historical ties; organizational facilitation; and trust-basedshared pursuit of common goals. Technology incubators are newer organizational forms thatare created to support and accelerate the development and success of affiliated technology-based ventures. However; it is unclear how social capital that benefits the technologicaldevelopment of affiliated ventures is created within technology incubators. Drawing from thesocial capital; technology; and organizational learning literature; this study seeks tounderstand how technology incubators can create social capital that enables acceleratedtechnological learning of affiliated ventures. Based upon a survey of 43 technology-basedventures affiliated with US and Finnish technology incubators; results of this study …,Technology Management: A Unifying Discipline for Melting the Boundaries,2005,5
TECHNOLOGY IN COMPETITIVE STRATEGY-LESSONS FROM THE CHEMICAL-INDUSTRY,Alok K Chakrabarti; Nopphdol Eakabuse,*,Chemical Engineering Progress,1989,5
Managing high technology R&D: Some critical strategic issues,Alok K Chakrabarti,*,*,1985,5
Internationalization of technology development in China: an evaluation using patent data,Alok K Chakrabarti; Pradip K Bhaumik,Purpose–Increased globalization of the world's economies; along with acceleratedtechnological changes are transforming research and development (R&D) activities aroundthe world. The purpose of this paper is to study the technology development in China;particularly in the light of the globalization of R&D activities. Design/methodology/approach–The study is based on a detailed analysis of all US patents granted between 1979 and 2007in which at least one inventor was a resident of China. US patents have been used as asurrogate measure of technology development and a patent developed with a residentChinese inventor has been assumed to have been developed in China. Findings–The paperidentifies four phases of technical development in China: growth rate of patenting; extent ofinventor collaboration; ownership pattern; concentration on technology trajectory and …,Journal of Technology Management in China,2010,4
Organizational and informational system factors in post-merger technology integration,Gianilda A Baro; Alok Chakrabarti; Fadi Deek,Abstract Many corporate mergers fail to achieve their intended objectives. The literatureindicates that slow post-merger integrations are partly responsible for such failure andhighlights that a successful post-merger integration is essential to a successful merger.Recognizing the fact that information systems (IS) integration is important for effectivemerger performance and that few IS and merger research has addressed this area; theobjective of this article is to focus on organizational and information systems factors thataffect post-merger IS integration performance with the eventual aim of identifying ways inwhich to manage the significant factors post-merger. This research is timely and relevantand will contribute to the body of research that facilitates the understanding andmanagement of merger effectiveness and its associated processes.,AMCIS 2008 Proceedings,2008,4
Information Technology for R&D in Global,Alok K Chakrabarti,Information Technologies are having significant beneficial impacts in research anddevelopment (R&D) organizations and decision processes. These technologies are makingit possible for scientists; technicians; marketing professionals; and customers to effectivelycommunicate across national boundaries with one another about new products andprocesses. This chapter outlines the role of IT in R&D organizations; discusses howdecisions in R&D are affected by the new technologies; and describes the keyorganizational issues and concerns about global R&D. Much of the reported information wasobtained through detailed interviews with R&D managers in three large multinationalcorporations.,Global information systems and technology: focus on the organization and its functional areas,1993,4
Post-merger technology integration: influential organization and information systems factors,Gianilda A Morsell; Fadi Deek; Alok Chakrabarti,Abstract This research investigates the role that four organizational and six informationsystem factors; managed by leadership teams; play in predicting the success of post-mergerinformation systems (IS) integration between two companies. Data were gathered using aself-administered; mail and online survey instrument from senior IS executives at firms thathave experienced a US public merger greater than $25 million between 2004 and 2007.The results support the research hypotheses that quality of merger planning; quality ofcommunication of merger activities to IS; quality of IS integration planning; degree of end-user involvement in IS integration activities; and quality of technical support to users duringthe IS integration each have a significant influence on post-merger IS integration success. Inaddition; based on a supplemental path model analysis; four additional hypotheses are …,AMCIS 2009 Proceedings,2009,3
A Comparative Review of The Knowledge Creating Company: How Japanese Companies Create the Dynamics of Innovation,Alok K Chakrabarti; I Nonaka; H Takeuchi,*,IEEE Transactions on Engineering Management,1997,2
A prognosticative approach to conflict management in university interdisciplinary research,AK CHAKRABARTI; RW SCHNEIDER,*,Philip Birnbaum et al.; International Research Management (New York: Oxford University Press; 1990),1990,2
Estimating potential for aftermarket requirements,Alok K Chakrabarti; John R Morgan,Abstract This article will focus mainly on utility electric plant maintenance with particularemphasis on steam (nonnuclear) turbine-generator maintenance. Our objective has been toidentify and examine relationships between the target market and other recorded keyoperating parameters that would be useful for future forecasting of trends in the targetmarket.,Industrial Marketing Management,1981,2
The process of ecosystem genesis: A tale of two drugs,Ozgur Dedehayir; Roland J Ortt; Saku J Mäkinen; Alok Chakrabarti,Abstract This paper aims to identify the roles that come to prominence during innovationecosystem genesis; and the activities that these roles enact over time as the process ofgenesis unfolds. We employ an inductive research design to examine the cases of Taxoland Herceptin; two ground-breaking drugs used in the treatment of ovarian and breastcancer; using a wide spectrum of archival data sources; including books; corporateannouncements; news articles; scientific publications; videos; and company websites. Inaddition to the roles identified in prior literature; our results suggest four new roles thatdeserve recognition during ecosystem birth; namely; the'communicator';'entrepreneur';'regulator'; and'lobbyist'. Furthermore; our analyses indicate that the'expert';'regulator';'ecosystem leader'; and'champion'roles come to prominence more often than others in …,ISPIM Innovation Symposium,2016,1
Globalisation of technology development: offshoring of R&D to China; India and Brazil,Alok K Chakrabarti; Pradip K Bhaumik,Fundamental shifts in the mode; the geography and the personnel of global technologydevelopment are taking place in the wake of increasing globalisation of economies andrapid technological changes. Many large multinational corporations are focusing on buildingglobal innovation networks; comprising of R&D units located in clusters of excellencearound the world; including many developing economies. In this paper we take a close lookat this emerging phenomenon–particularly the developments taking place in China; Indiaand Brazil. By using US patents as indicators; this study seeks to detect the trends in thetechnical activities; the innovative capability; the ownership of the intellectual property andthe quality of technology developed in these countries.,International Journal of Engineering Management and Economics,2010,1
Intellectual property development and globalisation of R&D: a five-country analysis,Alok K Chakrabarti; Pradip K Bhaumik; Saku Makinen,We compare some EU countries with China and India in terms of IPR development trendsand inflows and outflows. We examined the trends in production of patents; the trend inownership pattern and the impact of the globalisation of science and technology. We haveobtained patent-related data from the website of the United States Patent and TrademarkOffice. We used GDP as the control variable when analysing the patent ownership of acountry and population as the control variable while studying the patents generated byresidents of a country. Our study contributes to the debate of the strategic importance ofinternational collaboration in intellectual property development in global business. Our studyindicates that both China and India have leapfrogged on the learning curve in research anddevelopment for developing patents.,International Journal of Strategic Change Management,2009,1
A Comparative Review of" The Knowledge Creating Company: How Japanese Companies Create the Dynamics of Innovation;";" Mastering the Dynamics of Product...,AK Chakrabarti,The three books reviewed here provide different perspectives to the problems oftechnological innovations in corporate organizations. They also focus on different aspects ofthe innovation process. Nonaka and Takeuchi provide a discussion on the Japaneseperspectives about technological innovation; while the books by Leonard–Barton andUtterback deal with primarily American firms. However; there is a substantial differencebetween Leonard–Barton and Utterback in their focus and approach. Leonard–Barton hasfollowed a nonquantitative anthropological approach typified by the Harvard BusinessSchool's case method. The soft underbelly of this method is that while the illustrative caseexamples are compelling with some face validity; one can question the generalizability ofthe conclusions. As the subtitle of the book suggests; Leonard–Barton has focused on the …,IEEE Transactions on Engineering Management,1997,1
Does It Pay to Acquire Technological Firms?,Alok Chakrabarti; Jurgen Hauschildt; Christian Suverkrup,*,IEEE Engineering Management Review,1995,1
Large Engineering Project Risk Analysis: IEEE Transactions on Engineering Management,CB Chapman,J-STAGE: My J-STAGEとは？ ログイン; 新規登録; ショッピングカート; ヘルプ. View in English. jsrpim.ONLINE ISSN: 2432-7123 PRINT ISSN: 0914-7020. 2017年10月21日現在 収録数: 1;301記事.記事; 巻号頁; DOI. 詳細検索. 巻 号 頁 詳細検索. 詳細検索. 閲覧する; 論文投稿する; この資料について;発行機関について. 最新巻号; 特集号. 投稿について; 投稿規程. エディトリアルボード. 発行機関連絡先;他のJ-STAGE内発行資料. J-STAGE トップ > 資料トップ > 書誌事項. 研究 技術 計画 Vol. 3 (1988)No. 4 p. 466-. 記事言語: English. 前の記事; |; 次の記事. http://doi.org/10.20801/jsrpim.3.4_466_2.Article. Large Engineering Project Risk Analysis : IEEE Transactions on Engineering Management.CB Chapman. 公開日: 20171021. 本文PDF [166K]. 抄録. 本文PDF [166K]. 1988 Japan Societyfor Research Policy and Innovation Management. ページトップへ. 記事ツール. お気に入り登録;被引用アラート; 認証解除アラート; 追加情報アラート; …,研究技術計画,1988,1
Reflections on Al Rubenstein,William C Dean; Elwood K Gannett; Marvin J Cetron; Joel D Goldhar; Alan Pearson; Joseph P Martino; David Bendel Hertz; Peter V Norden; Burton V Dean; James M Utterback; Charles WN Thompson; William E Souder; Alok K Chakrabarti; Charles F Douds; John E Ettlie,Professor Albert H. Rubenstein has been Editor of the ENGINEERING MANAGEMENTTRANSACTIONS OF THE IRE and starting in 1963; the IEEE since 1958. In 1983 when Iwas President of the Engineering Management Society (EMS); Al informed me that 25 yearsas editor was sufficient; and that we should start the search for his successor. With hisguidance we completed that search in 1984. He will officially retire as editor at the end of1985.,IEEE Transactions on Engineering Management,1985,1
Socio-psychological correlates in the adoption of health innovations among tribals within intensive service zone of primary health centre.,AK Chakrabarti; JP Gupta; BN Tyagi,96 heads of households belonging to a tiny village predominantly inhabited by Gond Tribals(India) were interviewed to identify sociopsychological factors acting as facilitators orinhibitors of the acceptance of health innovations provided through the Primary HealthCenter. It also analyzed the tribal communitys existing health behavior pattern related tomedical care. The levels of adoption behavior were: awareness of health innovations--theprimary level; trial with the health innovations--the intermediate level; and adoption or thepractice of the health innovations--the optimal level. Even after 15 years after the inception ofthe Primary Health Center located 3.5 kilometers from the village adoption behavior of thevillagers remained at a low level. Only 43 (45%) of the 96 villagers interviewed wereadequately aware of the various health innovations introduced by the Primary Health …,Health and Population: Perspectives and Issues,1984,1
The information industry for the industrial marketer,James M Comer; Alok K Chakrabarti,The authors explore the nature and structure of the informa- tion industry supplying the industrialproduct market. The) examine the weans by which currelIt scientific and technologi- cal inf<ormationcan be obtained; and the implication for indus- trial users … The management of every industrialorganization needs access to a variety of information-scientific … @ Elsevier North-Holland;Inc.; 1978 Industrial Marketing Management 7; 65-70 (1978) … (2) Commercial newsletters;executive digests; etc.; for general or current information. (3) Muddle through withoutinformation. The purposes of this paper are: (1) To explore the sources of information. (2) Toexplain how scientific and technical informa- tion is channeled to industrial firms. (3) To explainhow the application of computer technology has helped the development of information servicesfor storage and retrieval of information for a variety of audiences. (4) To draw implications …,Industrial Marketing Management,1978,1
A review of critical factors affecting technological innovation and some policy implications,AK CHAKRABARTI; WE SOUDER,*,*,1978,1
Channel Theory Revisited: The Industrial Service Exception,James M Comer; Alok K Chakrabarti; Robert L Franczvai,*,American Marketing Association Combined Proceedings,1976,1
Channel of Distribution Strategy in the Marketing of Two Information Systems: A Comparative Study,James M Comer; Alok K Chakrabarti,*,*,1975,1
Towards a Framework of Ecosystem Genesis: The Story of Taxol,Ozgur Dedehayir; Roland J Ortt; Saku J Mäkinen; Alok Chakrabarti,Abstract This article aims to understand the roles enacted by actors during the birth ofinnovation ecosystems; and the episodes that demarcate this volatile phase of ecosystemevolution. The authors employ an inductive research design and examine the case of taxol;one of the best-selling anti-cancer drug of all time; commercialised by Bristol-Myers Squibbfor the treatment of breast cancer. Using archival data sources; they trace the events thatunfolded during the birth of taxol's ecosystem between 1967 until 1992 to arrive at emergentroles and episodes. The results of this study suggest three sequential episodes(preconception; conception; and formation) to characterise ecosystem genesis; and anumber of seminal roles undertaken by actors; including the administrator; investigator; andthe advocator.,ISPIM Innovation Symposium,2015,*
Technology development in Latin America and the Caribbean: an evaluation of the process in Brazil using patent data,Alok K Chakrabarti; Pradip K Bhaumik,In this paper we take a look at the process of technology development in Latin America andthe Caribbean using the surrogate measure of US patents granted as a tangible; quantifiedand recorded output of the technology development process. Our data include all the USpatents granted between 1991-2008; in which at least one inventor was a resident of thecountry studied. We first compared the growth of patents developed in the top 10 economiesin Latin America and the Caribbean with those of the top 10 economies of Asia. As expected;in terms of technology development; we observed wide variation among the countries ineach of the two regions. We also observed the rapid growth exhibited by the Asian asopposed to the Latin American and Caribbean countries. We then investigated in detail thenature of technological development followed by Brazil in the South American region by …,International Journal of Technology Management,2015,*
Material Characteristics; Manufacturing Processes and Product Performance: A Review of Some Experimental Studies,Praveen Pandey; AK Chakrabarti,Abstract The paper reviews the influence of material characteristics on the manufacturingprocess and product performance. Results of some previous experimental studies on hotmachining; plasma surface coating and laser surface treatment; semi solid heat treatmentand clean steel production are compiled; analyzed and discussed. In each case; acorrelation is observed between the material characteristics and its response to themanufacturing process.,International Journal,2015,*
Bird's Nest network-a logical approach in product development,AK Chakrabarti,To produce an item defect-free has been a challenge in engineering industry. Well-established statistical methods are available to estimate the reliability of the product; butsuch methods are mostly applicable when a large data base is available. Attempts havebeen made through various logical means to design and produce a component with highreliability. Identifying the critical parameters and essentially their inter-connectivity are majorissues to ensure reliability. A concept christened as Bird's Nest is evolved to bring out allissues of design; manufacturing; marketing etc. in a single frame. Availability of suchinformation in the beginning of a development process helps in a big way to achieve defectfree and safe system.,Reliability; Safety and Hazard (ICRESH); 2010 2nd International Conference on,2010,*
